Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47)
9.277640744276752e-07,0.7583167846981431,2.713723101474563e-05,1.5493170666121893e-06,1.7295730528218904e-05,8.114737429802614e-05,0.0,0.0,1.2001213678289607e-05,1.1319550677496539e-08,8.707471561011102e-07,6.721935382294114e-12,5.935188103674083e-11,9.600197432131024e-20,1.979506073617109e-15,7.319045624298416e-12,9.405022349129506e-10,1.5315274912451187e-10,6.052069551672124e-12,5.914628395442373e-13,1.5684562163179098e-06,2.6609846333498597e-12,1.9871609686426826e-13,1.2611630431328193e-14,1.9142962923214697e-14,9.616620914438154e-10,1.6473848478556727e-10,3.2444217067523745e-15,2.8918498549176883e-19,2.7790671832584e-20,1.3418338140641408e-14,1.6126212424197089e-15,6.04160062662817e-10,5.71465673408329e-16,3.76,0.0,0.7491006656862419,0.9989933425440527,2.9833444742732524e-05,7.617723602560916e-11,0.03950158612611607,0.039507316633230975,5.29862358352495e-09,7.836162464919671e-12,0.000955569237977727,3.805667885127272e-07,9.289021940374644e-07,8.54063157737006e-06,1.1116997011244863e-06,5.933584752327216e-05,5.9921228498367916e-05,0.0015546124231876092,4.03348871757784e-07,2.767142992391417e-05
9.506817270595325e-07,0.7584493782987176,2.86916563346058e-05,1.6482713865905272e-06,1.810479321911112e-05,8.73120181459184e-05,0.0,0.0,1.2362024274710327e-05,1.1904182254457221e-08,9.485359433796935e-07,7.519317918908157e-12,6.408386471064257e-11,1.1720524624708686e-19,2.2816054443785958e-15,7.97199701038001e-12,1.034855793818717e-09,1.6825979141353084e-10,6.866345750907658e-12,6.574681287454323e-13,1.646394791948099e-06,2.8025113235413267e-12,2.1679571991581002e-13,1.4862815338708036e-14,2.113930655895011e-14,1.0733778958529538e-09,1.7712723188140108e-10,3.770905568131086e-15,3.5884044051247257e-19,3.3938928637339953e-20,1.5246473716037027e-14,1.797117390124744e-15,6.503037653992925e-10,6.7507158304578905e-16,3.76,0.0,0.748122785066428,0.9989907275596145,3.1919695357323036e-05,8.584815394455221e-11,0.04045111110911431,0.04045723637892125,5.426161138686258e-09,8.025330798161988e-12,0.0009555667380923345,4.116189405274062e-07,1.0226312714711909e-06,8.994841498009817e-06,1.1710570964624295e-06,6.360696923312245e-05,6.421484545184955e-05,0.001591265480707551,4.3906878901929295e-07,2.9017642511154768e-05
9.735993796913896e-07,0.7585818618175696,3.0308636088103758e-05,1.7518145168245864e-06,1.8938148502379604e-05,9.381884481252384e-05,0.0,0.0,1.272855091068079e-05,1.2505819829670275e-08,1.0316197976694575e-06,8.394938936088043e-12,6.908729006019116e-11,1.4259774491534613e-19,2.6232322405742286e-15,8.67014731744781e-12,1.1361245462282975e-09,1.8450064944155598e-10,7.769757012569085e-12,7.292504856795166e-13,1.7261985933498705e-06,2.947832262307274e-12,2.361654584876196e-13,1.7451280068907502e-14,2.3290989001778313e-14,1.1960316257560046e-09,1.9020084924582075e-10,4.37117933300002e-15,4.429591698374809e-19,4.12569782038325e-20,1.7282210627843508e-14,1.9999501321857794e-15,6.989089315614691e-10,7.94723653936319e-16,3.76,0.0,0.747145697660078,0.9989880226981704,3.4103105780631476e-05,9.646213272063242e-11,0.041399380938925465,0.04140592113298893,5.553530115930186e-09,8.214249714222425e-12,0.0009555641522750097,4.445033039881472e-07,1.1233298476933056e-06,9.466031113460467e-06,1.232639996011236e-06,6.81043493092642e-05,6.873498677189738e-05,0.0016278370429992771,4.770854556814734e-07,3.0393994054427855e-05
9.96517032323247e-07,0.758714237680941,3.198998180025549e-05,1.8601041744639353e-06,1.979653833229464e-05,0.0001006809802521654,0.0,0.0,1.3101036174134631e-05,1.3124755950828124e-08,1.1202705200410986e-06,9.355225575867806e-12,7.437354584996084e-11,1.7292036871622437e-19,3.008821918389864e-15,9.415927050132413e-12,1.244658311330514e-09,2.0193811303855165e-10,8.770036236436035e-12,8.071961241814354e-13,1.807865961793779e-06,3.0969670055073796e-12,2.568987579292053e-13,2.0419017394222976e-14,2.5606796399466427e-14,1.3305958409177164e-09,2.0398768530600393e-10,5.054152592690183e-15,5.441025400478804e-19,4.993504920569447e-20,1.9545646015582004e-14,2.2227500316592167e-15,7.500704101694045e-10,9.32529872293338e-16,3.76,0.0,0.746169385072299,0.9989852255447317,3.6386615524247484e-05,1.0808576831871017e-10,0.042346395867985435,0.04235337196118936,5.6807305496472255e-09,8.402919325961168e-12,0.0009555614782170711,4.79298096280116e-07,1.2313581224632829e-06,9.954668392722766e-06,1.296509817534027e-06,7.283642469223067e-05,7.34900699444018e-05,0.0016643273954126594,5.175025830028589e-07,3.1800361042367295e-05
9.999999999999997e-07,0.7588465083752787,3.225125939649451e-05,1.8769874284547742e-06,1.9929233558740058e-05,0.00010175581490496956,0.0,0.0,1.3158182715119027e-05,1.3220353714727587e-08,1.1342483596571092e-06,9.509005235758804e-12,7.52024323097587e-11,1.7801252232976172e-19,3.071570888687257e-15,9.533596170971206e-12,1.261811562182542e-09,2.0469703424824024e-10,8.931046895286966e-12,8.196068474933666e-13,1.8204405927945657e-06,3.1199673003692297e-12,2.6017390978978763e-13,2.090609613547054e-14,2.597368559827013e-14,1.3521544775593172e-09,2.0614723777106e-10,5.165793206212195e-15,5.611437786983923e-19,5.1386203915732094e-20,1.9910917186892874e-14,2.258467346000585e-15,7.58075709703853e-10,9.55206275167858e-16,3.76,0.0,0.7460210741687615,0.9989847922057876,3.674260909030625e-05,1.099450208801553e-10,0.042490210996965,0.04249725522572234,5.700047402196151e-09,8.431571046277339e-12,0.0009555610639473647,4.847584089889731e-07,1.2484408793813846e-06,1.0030487663300458e-05,1.3064207321058371e-06,7.357667953741957e-05,7.423384175013836e-05,0.0016698660176820961,5.238619032236459e-07,3.201671692783135e-05
1.0194346849551041e-06,0.7588465083752787,3.373755974853655e-05,1.973303365672594e-06,2.06807297015963e-05,0.0001079119043483131,0.0,0.0,1.3479729246342858e-05,1.376129855941036e-08,1.2147710556583762e-06,1.0407069062084117e-11,7.995445073867886e-11,2.0903183465963812e-19,3.443242398996624e-15,1.0211876795133873e-11,1.360819804554104e-09,2.2063758622123772e-10,9.875437935800329e-12,8.917110186921035e-13,1.8913952495527142e-06,3.24993695826614e-12,2.7907278258534126e-13,2.381236621391798e-14,2.8095918423343263e-14,1.4781296052378878e-09,2.1851710857260999e-10,5.829663479224462e-15,6.652150922524298e-19,6.01898395678272e-20,2.205863511165859e-14,2.4672802383765236e-15,8.038866491463383e-10,1.0908326172905937e-15,3.76,0.0,0.7451938284525222,0.9989823336050091,3.8773254415230504e-05,1.2078884772291007e-10,0.0432921560937463,0.04329958990547549,5.807762466864349e-09,8.591339740731718e-12,0.0009555587135339168,5.160844148984623e-07,1.3470894897180437e-06,1.0461235296835285e-05,1.3627298230532131e-06,7.781186492442855e-05,7.84887437012341e-05,0.0017007368337994867,5.604276202086294e-07,3.323662042126928e-05
1.0423523375869614e-06,0.7589786764490553,3.5553292795293785e-05,2.091580580147654e-06,2.1591515213335798e-05,0.00011552546119751134,0.0,0.0,1.386488609003015e-05,1.4415771480983758e-08,1.315415910291391e-06,1.1557856870312923e-11,8.584226991318618e-11,2.519256964753223e-19,3.931831965313906e-15,1.1060652282258112e-11,1.4849851433295816e-09,2.4066718224391374e-10,1.1094766460066225e-11,9.832217518606811e-13,1.976784820767816e-06,3.406765518162676e-12,3.027686186401633e-13,2.7682394532969845e-14,3.0767969232210406e-14,1.6397861151593226e-09,2.338195447439563e-10,6.708563029494543e-15,8.09672746686792e-19,7.226771971697729e-20,2.4844940985091386e-14,2.735446512617252e-15,8.604598239905128e-10,1.2722309062035718e-15,3.76,0.0,0.7442190084808072,0.998979344302871,4.126614563423602e-05,1.3464445857559628e-10,0.044236661756943,0.0442445759834268,5.934625887013347e-09,8.779511060463051e-12,0.0009555558557626803,5.549463443713378e-07,1.4709110150317125e-06,1.0986228212752804e-05,1.4313651766749411e-06,8.303957910287762e-05,8.373989486486022e-05,0.0017370656648921226,6.059718977105083e-07,3.470264960357036e-05
1.0652699902188187e-06,0.75911074451464,3.7439162256455286e-05,2.215109990597657e-06,2.2529713704941172e-05,0.00012353586972215175,0.0,0.0,1.425676964300579e-05,1.508851493392977e-08,1.4225115818923616e-06,1.281550718211823e-11,9.204973237104517e-11,3.027496311433792e-19,4.480440295431837e-15,1.1965029690139524e-11,1.6175443713297998e-09,2.620978221830134e-10,1.2437405654483579e-11,1.0821763976013558e-12,2.0640330523830453e-06,3.56747822882527e-12,3.280714891540788e-13,3.208531278336168e-14,3.363300960535757e-14,1.8168209430679426e-09,2.4992651510884665e-10,7.702806379438682e-15,9.813361503803181e-19,8.644828598644222e-20,2.793039727795836e-14,3.0293079267788544e-15,9.198959710710332e-10,1.4796044870800032e-15,3.76,0.0,0.7432449053537314,0.9989762549777111,4.3868508826323904e-05,1.4972910301545552e-10,0.04517991293980134,0.04518833118766164,6.061320821691448e-09,8.967433381761148e-12,0.000955552902359883,5.959710668445863e-07,1.6032239306134297e-06,1.1530158398192081e-05,1.5024830039044068e-06,8.85287230469418e-05,8.925265539981433e-05,0.001773314206696053,6.542507747715825e-07,3.6198326476643396e-05
1.088187642850676e-06,0.7592427152502292,3.9397209810475826e-05,2.3440716576013063e-06,2.349617092145768e-05,0.00013195773461746683,0.0,0.0,1.4655650017377898e-05,1.577988605739587e-08,1.5363770077872129e-06,1.4188505787675293e-11,9.859004887718043e-11,3.6282727976531445e-19,5.095472885800637e-15,1.2927911208869598e-11,1.7589020019554622e-09,2.8500333718621103e-10,1.39133500384775e-11,1.1890454410354215e-12,2.1531383351535552e-06,3.732102944663048e-12,3.5507098208020957e-13,3.708291977511716e-14,3.6701570317546244e-14,2.0106009417263856e-09,2.6687067628893934e-10,8.825551297945483e-15,1.184609648108112e-18,1.0304830043190635e-19,3.1343085097606986e-14,3.35108836044249e-15,9.823051257546708e-10,1.7161399189682373e-15,3.76,0.0,0.7422714987698523,0.9989730628817295,4.6583663290286056e-05,1.6612281586111455e-10,0.04612190966418514,0.04613085648523252,6.187847274413676e-09,9.15510679603166e-12,0.0009555498506985749,6.392489764846603e-07,1.744444148383018e-06,1.2093552438051765e-05,1.576152452531467e-06,9.428870668659992e-05,9.503640967608994e-05,0.001809482788896843,7.053837918393664e-07,3.7723529411923505e-05
1.1111052954825332e-06,0.7593745914018354,4.142953945128154e-05,2.4786517402559165e-06,2.449176023528461e-05,0.0001408060576386168,0.0,0.0,1.5061804704424232e-05,1.6490259459298124e-08,1.657344028052456e-06,1.5685945612480933e-11,1.054769306214171e-10,4.336829636167476e-19,5.783939138167934e-15,1.3952330872459883e-11,1.9094775818654146e-09,3.094605745215823e-10,1.5533237588951208e-11,1.3043227367901928e-12,2.244099074733382e-06,3.900670007516476e-12,3.83861292097685e-13,4.2743083729619354e-14,3.9984676832165154e-14,2.2226138590466548e-09,2.846858613625776e-10,1.0091264605902872e-14,1.4245063978317433e-18,1.2242605694247515e-19,3.5113525339640495e-14,3.7031888542315835e-15,1.0478014655758915e-09,1.985358789661399e-15,3.76,0.0,0.7412987679147305,0.998969765177119,4.941503125215782e-05,1.8390928729264988e-10,0.04706265188968063,0.047072152817003776,6.314205240356877e-09,9.342531389626623e-12,0.0009555466980656898,6.848737978602745e-07,1.8950027916857049e-06,1.267695271298855e-05,1.6524447551714533e-06,0.00010032920167702874,0.00010110080194969807,0.0018455717532820145,7.594948277712222e-07,3.927813727437584e-05
1.1340229481143904e-06,0.7595063757853349,4.353831948878336e-05,2.619042713015967e-06,2.551738341012442e-05,0.00015009624923427494,0.0,0.0,1.5475518785198197e-05,1.7220027785236047e-08,1.7857578656637933e-06,1.731756905640897e-11,1.1272460860489647e-10,5.17069633687486e-19,6.553504407597296e-15,1.5041460674852243e-11,2.069706275391573e-09,3.355495075671553e-10,1.7308384220274608e-11,1.4285265071835882e-12,2.336913692848365e-06,4.073212436062056e-12,4.1454147715995817e-13,4.91402610259713e-14,4.349387539330452e-14,2.4544787160161556e-09,3.034071224137236e-10,1.1515837064115701e-14,1.7067201962958093e-18,1.449862175989481e-19,3.927488784224497e-14,4.0882008089513714e-15,1.1165034586602963e-09,2.2911482315768687e-15,3.76,0.0,0.7403266914455032,0.9989663589331607,5.236614122839224e-05,2.0317599018948217e-10,0.0480021395116156,0.048012221097011316,6.440394706095242e-09,9.529707244016827e-12,0.000955543441659529,7.329427084647159e-07,2.055346746230975e-06,1.3280917880720054e-05,1.7314332935447557e-06,0.00010666014924550484,0.0001074557440658402,0.0018815814541784165,8.167122621780735e-07,4.086202943231789e-05
1.1569406007462477e-06,0.7596380712885801,4.57257846002752e-05,2.7654435891058337e-06,2.657397140737216e-05,0.00015984414053377423,0.0,0.0,1.5897085146955456e-05,1.7969602309216283e-08,1.9219776240211404e-06,1.9093813346924146e-11,1.2034785378426857e-10,6.150004545788457e-19,7.412546333294473e-15,1.6198616984076078e-11,2.2400394707259287e-09,3.633533498864269e-10,1.9250820058531303e-11,1.5622003818913879e-12,2.4315806285606225e-06,4.249766128864425e-12,4.4721573072669153e-13,5.6356055483659143e-14,4.7241260603768114e-14,2.707957004373133e-09,3.2307077455211845e-10,1.3116707355030585e-14,2.037704628698023e-18,1.7118516771695836e-19,4.3863218904531116e-14,4.508920131117894e-15,1.188534017602476e-09,2.6377939078625407e-15,3.76,0.0,0.7393552474749956,0.9989628411232201,5.5440631483919976e-05,2.2401431228971705e-10,0.04894037235901155,0.0489510622118037,6.566415649326716e-09,9.71663443599165e-12,0.0009555400785865991,7.835564655408796e-07,2.2259392308681626e-06,1.3906023370610767e-05,1.813193664570722e-06,0.00011329176827691775,0.00011411142339038039,0.0019175122589056167,8.771691431149139e-07,4.247508576760919e-05
1.179858253378105e-06,0.7597696808735737,4.7994237935791256e-05,2.918060150872758e-06,2.7662485233679792e-05,0.00017006599569554775,0.0,0.0,1.6326804705493462e-05,1.8739413547120593e-08,2.0663768024745275e-06,2.102585912286667e-11,1.2836199800370242e-10,7.297844723821686e-19,8.370215799522877e-15,1.742726727010555e-11,2.420945408816386e-09,3.9295867354119993e-10,2.1373327613988566e-11,1.7059144807608353e-12,2.5280983396313703e-06,4.430370082030478e-12,4.819936707202264e-13,6.447982121178505e-14,5.123950458226652e-14,2.9849647646847615e-09,3.4371444145330435e-10,1.49129958273939e-14,2.4247602086188272e-18,2.0153694290672926e-19,4.8917688842323644e-14,4.968362435160045e-15,1.2640206589908297e-09,3.0300156531332532e-15,3.76,0.0,0.7383844135553577,0.9989592086216443,5.864225359007302e-05,2.4651969334316734e-10,0.04987735019246601,0.04988867701976435,6.692268038590139e-09,9.903313037889443e-12,0.0009555366058586059,8.368195373718699e-07,2.4072603888389888e-06,1.4552861892077865e-05,1.8978037483511355e-06,0.00012023456364447918,0.00012107831097555281,0.0019533645482459313,9.410033603490676e-07,4.4117186686221947e-05
1.2027759060099622e-06,0.7599012075787069,5.034605328033232e-05,3.077105187434468e-06,2.8783916828813666e-05,0.00018077852462515672,0.0,0.0,1.6764986633501357e-05,1.9529911893894468e-08,2.219343830495944e-06,2.3125682480859125e-11,1.3678295574623207e-10,8.640668705490598e-19,9.43650290168889e-15,1.8731037162945776e-11,2.612909835955864e-09,4.2445553179924376e-10,2.368948196263216e-11,1.860266541496699e-12,2.626465303989382e-06,4.615066622485396e-12,5.18990646322345e-13,7.360931227669537e-14,5.550188779875207e-14,3.287585609809662e-09,3.653771024691229e-10,1.6925648720095428e-14,2.8761302309027078e-18,2.3661978683883215e-19,5.44808614105536e-14,5.469779304097434e-15,1.3430956687706016e-09,3.473005966378888e-15,3.76,0.0,0.7374141666612126,0.9989554582005566,6.19748760872015e-05,2.7079176743790466e-10,0.05081307270196317,0.05082506635041399,6.817951832973011e-09,1.0089743117861243e-11,0.0009555330203897691,8.928402392027764e-07,2.5998079001725905e-06,1.5222043957338226e-05,1.985343778120647e-06,0.00012749933479248908,0.0001283671699660715,0.001989138716931658,1.0083578244396487e-06,4.5788213129206574e-05
1.2256935586418194e-06,0.7600326545210676,5.278367727577952e-05,3.2427987399719054e-06,2.9939289993189302e-05,0.00019199889607165392,0.0,0.0,1.721194859502081e-05,2.0341568285475255e-08,2.381282621163263e-06,2.5406110733129553e-11,1.456272467375867e-10,1.0208743778139885e-18,1.0622308323322912e-14,2.0113717858474596e-11,2.816436681096486e-09,4.5793758640066805e-10,2.6213693054985957e-11,2.0258830940093306e-12,2.7266800213128698e-06,4.803901657959908e-12,5.583280638084625e-13,8.385138267697584e-14,6.0042331693109e-14,3.618084763342917e-09,3.8809914136088734e-10,1.917759363167983e-14,3.401106121268927e-18,2.770834043077708e-19,6.059898709526955e-14,6.0166756892637125e-15,1.4258962736407405e-09,3.972471567594841e-15,3.76,0.0,0.7364444831723058,0.9989515865265447,6.544248825674564e-05,2.9693451068811057e-10,0.051747539504609946,0.05176023100369334,6.943466981809248e-09,1.0275924740170051e-11,0.000955529318993353,9.517308739633565e-07,2.8040976159121904e-06,1.5914198419011602e-05,2.075896412238102e-06,0.00013509718457826932,0.0001359890642520115,0.002024835174150154,1.079380651864615e-06,4.748804658406661e-05
1.2486112112736767e-06,0.7601640248988131,5.5309631705243604e-05,3.4153683550171863e-06,3.112966135468755e-05,0.0002037447511114418,0.0,0.0,1.7668016986120732e-05,2.117487488652361e-08,2.552613144643991e-06,2.7880882143492423e-11,1.5491201943726323e-10,1.2036664592028467e-18,1.1939520563035569e-14,2.157927389061719e-11,3.0320487589714877e-09,4.935022395535283e-10,2.896125027838395e-11,2.203420683283324e-12,2.8287410147331447e-06,4.996924944852606e-12,6.001337327051047e-13,9.532274036908168e-14,6.487543318962042e-14,3.978924187574488e-09,4.1192239670898837e-10,2.169390705562536e-14,4.01014313250719e-18,3.2365698069759445e-19,6.732232246959755e-14,6.612828595365966e-15,1.512564818685693e-09,4.534678244642809e-15,3.76,0.0,0.7354753388556371,0.9989475901572417,6.904920400749605e-05,3.250563944792265e-10,0.05268075014229528,0.05269417174922481,7.068813424366616e-09,1.0461857965528962e-11,0.0009555254983782323,1.0136078779658179e-06,3.0206642148863426e-06,1.6629973023095137e-05,2.1695468082908225e-06,0.00014303952838062083,0.00014395536737502187,0.0020604543440673902,1.15422535643549e-06,4.921656909655784e-05
1.271528863905534e-06,0.7602953219936193,5.792651584252605e-05,3.5950493460866773e-06,3.235612137457711e-05,0.0002160342170292041,0.0,0.0,1.813352718189088e-05,2.2030345805069357e-08,2.7337720223889977e-06,3.0564709927495403e-11,1.6465507545317957e-10,1.4163929963972123e-18,1.3401099486408346e-14,2.313185128955849e-11,3.2602885001634683e-09,5.312507708361273e-10,3.194836940746333e-11,2.3935671426996176e-12,2.9326468326690338e-06,5.194190375210669e-12,6.445422336509208e-13,1.0815075935985889e-13,7.001650122727796e-14,4.3727788807701075e-09,4.3689021405443966e-10,2.45019948587911e-14,4.714987308621499e-18,3.7715804612238524e-19,7.470547801639358e-14,7.262307087295095e-15,1.6032489514472938e-09,5.166499232840297e-15,3.76,0.0,0.734506708847065,0.9989434655377928,7.279926588075015e-05,3.552705444750348e-10,0.05361270407926983,0.05362688932555344,7.1939910895238264e-09,1.0647542851481802e-11,0.000955521555146024,1.0785919717560668e-06,3.250061883762385e-06,1.7370034977823827e-05,2.266382699387059e-06,0.0001513381034824021,0.00015227777169462487,0.0020959966663706368,1.2330510472440792e-06,5.097366328292742e-05
1.2944465165373912e-06,0.760426549173197,6.0637008869307214e-05,3.78208506400878e-06,3.3619795392583575e-05,0.00022888592160590833,0.0,0.0,1.8608823789861022e-05,2.2908517835232258e-08,2.9252131427696328e-06,3.347335082341972e-11,1.7487489491789279e-10,1.6635592479809793e-18,1.5021166716436154e-14,2.477578614690697e-11,3.501718709317846e-09,5.712884791908098e-10,3.519224208697064e-11,2.5970429198207517e-12,3.038396050801624e-06,5.395756284157165e-12,6.916953094424433e-13,1.224743541751887e-13,7.548159543386576e-14,4.802554429230078e-09,4.6304749982972063e-10,2.7631786641664085e-14,5.52881471566149e-18,4.385022703911521e-19,8.280779704802325e-14,7.969493681494001e-15,1.698101812645176e-09,5.875467386872027e-15,3.76,0.0,0.7335385676323665,0.9989392089972073,7.669704917905539e-05,3.876949056004209e-10,0.05454340069964364,0.05455838443936587,7.3189998954366654e-09,1.0832979452829522e-11,0.0009555174857873207,1.1468083163009418e-06,3.492865021144955e-06,1.81350715389299e-05,2.3664944727126783e-06,0.00016000497873508188,0.00016096829782155466,0.0021314625968309763,1.3160226333900521e-06,5.275921234260877e-05
1.3173641691692484e-06,0.7605577098938864,6.34438723626378e-05,3.976727176297438e-06,3.492184471133338e-05,0.00024231900782427149,0.0,0.0,1.909426090995365e-05,2.3809951229230667e-08,3.1274082989157673e-06,3.6623678563009074e-11,1.8559066286614287e-10,1.9502989740682504e-18,1.6815103418069044e-14,2.6515613610006634e-11,3.756923352764262e-09,6.137248302017973e-10,3.871108800107062e-11,2.814602456727651e-12,3.1459872741996213e-06,5.601685779183545e-12,7.417422808553162e-13,1.3844492132824366e-13,8.128756708018568e-14,5.271405905617051e-09,4.904407771380997e-10,3.111594498442138e-14,6.466384021687626e-18,5.08714283603125e-19,9.16937686040213e-14,8.739107291188142e-15,1.7972822337585005e-09,6.669831422880203e-15,3.76,0.0,0.732570889027738,0.9989348167445928,8.074706622324044e-05,4.224524132232161e-10,0.05547283930479881,0.05548865776468718,7.443839749192661e-09,1.1018167822105951e-11,0.0009555132866777538,1.2183866746985468e-06,3.7496689665075868e-06,1.8925790611813667e-05,2.4699752504261803e-06,0.0001690525645133757,0.00017003930432528421,0.0021668526078863254,1.403311035743099e-06,5.457310007138913e-05
1.3402818218011057e-06,0.7606888077033275,6.634995285528958e-05,4.179235955926169e-06,3.626346772055153e-05,0.00025635314900245167,0.0,0.0,1.959020240107854e-05,2.473523049994574e-08,3.3408478495371947e-06,4.003376259459908e-11,1.9682229665536696e-10,2.2824567146522336e-18,1.8799656077974273e-14,2.8356077328952488e-11,4.026508376876802e-09,6.586736088577611e-10,4.2524209894278356e-11,3.0470356270773666e-12,3.255419139606348e-06,5.812047092822369e-12,7.948404889502194e-13,1.5622735274789247e-13,8.74521024600146e-14,5.782758211492933e-09,5.191182434423422e-10,3.499009065261238e-14,7.544203598866485e-18,5.889396267020946e-19,1.0143347748293737e-13,9.576227811456863e-15,1.9009549416879173e-09,7.55861652809248e-15,3.76,0.0,0.7316036461597207,0.998930284865263,8.495397074247319e-05,4.596711707686909e-10,0.056401019110714316,0.05641770994205478,7.568510546454307e-09,1.120310801010735e-11,0.0009555089540749086,1.2934615796040027e-06,4.021090754770358e-06,1.9742921371141805e-05,2.5769209729670775e-06,0.00017849362296832704,0.00017950349772307767,0.0022021671892457156,1.4950934059985333e-06,5.641521087506679e-05
1.363199474432963e-06,0.7608198462432092,6.935818447151273e-05,4.389880579863198e-06,3.764590106152166e-05,0.00027100856436707547,0.0,0.0,2.00970221544771e-05,2.568496525536636e-08,3.5660414035364596e-06,4.3722952436845646e-11,2.0859047447278821e-10,2.666680328196232e-18,2.099305093006804e-14,3.0302139381307536e-11,4.311102558577073e-09,7.062530780083895e-10,4.665205162097001e-11,3.2951692321360875e-12,3.3666903179001506e-06,6.0269139603182466e-12,8.511557656998857e-13,1.760011264893779e-13,9.399376885126184e-14,6.340327968895859e-09,5.491298302253877e-10,3.9293044910757747e-14,8.780714418652412e-18,6.804579467976794e-19,1.1210309486730595e-13,1.0486322400810789e-14,2.009290770723841e-09,8.551689656167579e-15,3.76,0.0,0.7306368114445365,0.9989256093167215,8.932256240214399e-05,4.994846340109884e-10,0.05732793924520038,0.057345541577669065,7.693012171090326e-09,1.1387800066480203e-11,0.0009555044841142927,1.3721725065685418e-06,4.307769897361745e-06,2.05872148983941e-05,2.687430484855499e-06,0.00018834127858744127,0.00018937394275809132,0.002237406848515567,1.5915533532908182e-06,5.828542978361608e-05
1.3861171270648202e-06,0.7609508292520999,7.247159164075018e-05,4.6089394377347925e-06,3.9070420832433487e-05,0.00028630603507705325,0.0,0.0,2.0615104373923687e-05,2.665979106630014e-08,3.8035185292475592e-06,4.7711968068636534e-11,2.2091666497469513e-10,3.1105250279970632e-18,2.3415117730885364e-14,3.2358990701060156e-11,4.611358389463311e-09,7.565861427332068e-10,5.1116259413258696e-11,3.55986855813086e-12,3.479799516740866e-06,6.2463660240246994e-12,9.108629349104518e-13,1.979614804373934e-13,1.0093206322426732e-13,6.948147073152253e-09,5.805272646873071e-10,4.4067090171676614e-14,1.0196490116999654e-17,7.846975635898466e-19,1.2378541333256183e-13,1.1475273638354838e-14,2.1224668820543756e-09,9.659829848671005e-15,3.76,0.0,0.7296703565668159,0.9989207859245147,9.385779147444481e-05,5.420318022971037e-10,0.05825359874503881,0.0582721532425198,7.817344494794214e-09,1.1572244040371576e-11,0.0009554998728048033,1.4546640534956424e-06,4.610369190628455e-06,2.1459444837885663e-05,2.8016056230615685e-06,0.00019860902907073557,0.00019966407297422668,0.0022725721118487434,1.6928811786355394e-06,6.018364246587828e-05
1.4090347796966774e-06,0.7610817605683613,7.569329189186735e-05,4.8367004509911085e-06,4.053834383535371e-05,0.0003022669207099685,0.0,0.0,2.1144843862889738e-05,2.7660370368799108e-08,4.053829489162203e-06,5.2022996790155526e-11,2.338231581056236e-10,3.622570300212473e-18,2.608742364683677e-14,3.4532062040008765e-11,4.927952995134717e-09,8.098005208503794e-10,5.593974657094449e-11,3.842038997356521e-12,3.5947454834158737e-06,6.470489266371782e-12,9.741463455585153e-13,2.223206751280747e-13,1.0828746387440124e-13,7.610588026988303e-09,6.133641335446496e-10,4.9358250294227154e-14,1.1814455721231914e-17,9.032515459119347e-19,1.3657043039492437e-13,1.2549409700077976e-14,2.240666991053233e-09,1.0894803946832393e-14,3.76,0.0,0.7287042524577022,0.9989158103779491,9.856476365659583e-05,5.874574169709885e-10,0.05917799655302682,0.05919754547148807,7.941507376690127e-09,1.1756439981147332e-11,0.0009554951160253811,1.5410861264237465e-06,4.92957555248312e-06,2.236040807179652e-05,2.9195513080232938e-06,0.0002093107565318257,0.00021038770159562717,0.0023076635246171723,1.7992741174767293e-06,6.210973524479784e-05
