Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464)
1.2558998506502398e-09,0.562845090857634,7.167259083198052e-15,9.630528674977897e-19,1.1218043660444824e-13,9.691054679092952e-18,0.0,0.0,4.453841561025122e-11,5.111740374463613e-18,1.1573870444726198e-19,2.223396037766912e-21,1.7272461364544855e-29,6.073904891564107e-38,1.6159128499985244e-27,1.2139457002828927e-18,3.4192263886515004e-16,1.2554660698705738e-21,1.5972772751530707e-34,6.030074129832337e-35,4.134986359356205e-18,4.804407659383613e-28,1.558935030885376e-17,2.4659618454074556e-31,1.6097581767529052e-23,1.4366738876848596e-27,2.4300879044387042e-27,1.5711698862439025e-33,4.2969844571194725e-34,9.897720717495522e-36,5.509309030561688e-28,8.914287925894127e-35,1.510496697223269e-26,2.5363771048678526e-45,3.76,0.0,0.8281717109485949,0.9999169242097021,1.4855787313303515e-16,1.0104089165755184e-20,1.1285679123106738e-07,1.1285679127122733e-07,6.813495439603436e-18,1.654244112874785e-22,8.307574564136387e-05,3.0970252963339504e-21,7.743996377800046e-23,4.445447173966368e-11,6.452590432901781e-14,1.5044538377962922e-16,9.368851760949123e-15,1.2309128395309763e-09,2.925099838968067e-20,1.1232795247428725e-13,2.2665172120754396e-17,1.4850444230913344e-21,2.3872014205353323e-18,1.5632444659344518e-15,1.7139542171489857e-29,5.370041546450426e-27,1.693239821067644e-17,3.5305425590431945e-32,3.4193289825556076e-16,5.845443006620941e-15,2.870348986759185e-24,3.0659625734859795e-29,2.0714133594556526e-27,1.0715871976334103e-22,7.09108905144727e-27
1.2825417365597576e-09,0.5628450911000822,7.47011458369055e-15,1.022792578530284e-18,1.1698691047055556e-13,1.0310506003822961e-17,0.0,0.0,4.548326372747704e-11,5.330916932828774e-18,1.2325974139309133e-19,2.365860391414569e-21,1.8699507922959512e-29,6.458633757581059e-38,1.6830526085310027e-27,1.2645337518375946e-18,3.565748898839864e-16,1.3361736678088085e-21,1.7227828149833768e-34,6.429494514591718e-35,4.312281239532641e-18,5.115918698894745e-28,1.5894991952153585e-17,2.7387324628091663e-31,1.714162278647147e-23,1.5674863750749594e-27,2.5880035476286703e-27,1.742300466303672e-33,4.772317776465019e-34,1.0992546875870607e-35,5.990364165350443e-28,9.892430813890736e-35,1.642758689781555e-26,2.937694606872035e-45,3.76,0.0,0.8281717085405187,0.9999167331400504,1.5821055050256562e-16,1.0760662971109426e-20,1.1525086552222229e-07,1.1525086556408516e-07,7.085890375598917e-18,1.7242345270369395e-22,8.326681434296758e-05,3.229729243746382e-21,8.138701680851097e-23,4.539572310680813e-11,6.72872057791575e-14,1.6021472388441722e-16,9.770305950267655e-15,1.257022231337113e-09,3.050282794555711e-20,1.1714401225130027e-13,2.3635288122743434e-17,1.5513578179235895e-21,2.489526684921597e-18,1.6301915216925716e-15,1.8639704445011895e-29,5.718953514991817e-27,1.7294310483572207e-17,3.9187182566539086e-32,3.565858160751572e-16,6.092155223811803e-15,3.056870759859808e-24,3.334457289624954e-29,2.197068132508343e-27,1.1411007548149436e-22,7.709977111266446e-27
1.3091836224692754e-09,0.5628450913425304,7.77929349636319e-15,1.0849879715217591e-18,1.21894060040491e-13,1.0955860322702212e-17,0.0,0.0,4.6428114136137746e-11,5.554694341488665e-18,1.3109966424166137e-19,2.5141966822000643e-21,2.021276846124958e-29,6.858848033409098e-38,1.7514703835295553e-27,1.316094110687099e-18,3.715341865455762e-16,1.4202300794153798e-21,1.8552626319418476e-34,6.846677542670009e-35,4.493297670560464e-18,5.44057874047518e-28,1.6199647420251378e-17,3.0351186553256758e-31,1.8229758710793706e-23,1.7069300844302076e-27,2.752614754320789e-27,1.92803061293359e-33,5.288807159527018e-34,1.218215898790511e-35,6.502188707896655e-28,1.0954242518596305e-34,1.7835201041829642e-26,3.39224725789651e-45,3.76,0.0,0.8281717061324425,0.9999165555846141,1.6827240198049563e-16,1.1445073083750204e-20,1.1764493980638533e-07,1.1764493984998578e-07,7.362847917298769e-18,1.795635685019861e-22,8.344436882924767e-05,3.3652216459487653e-21,8.545207182815367e-23,4.633690166525758e-11,7.010613303188044e-14,1.7039767717386443e-16,1.0180171303190803e-14,1.2831315219848054e-09,3.178078902933299e-20,1.2206115410592935e-13,2.4625661170175474e-17,1.6191142062463547e-21,2.593997920762616e-18,1.6985388498264226e-15,2.0236216952696232e-29,6.082655721263775e-27,1.7656337229287062e-17,4.3402707471029186e-32,3.715458078186974e-16,6.343803213679819e-15,3.2513007202472754e-24,3.620209603717259e-29,2.3268727437386624e-27,1.2135533792183314e-22,8.368432872862399e-27
1.3358255083787932e-09,0.5628450915849785,8.094799335472935e-15,1.1496894632755155e-18,1.2690187652111322e-13,1.1627653028671142e-17,0.0,0.0,4.737296685235728e-11,5.7830726110239495e-18,1.3926508750255053e-19,2.6685164943211067e-21,2.1815619766032913e-29,7.274819331659531e-38,1.8211610779101296e-27,1.3686232919747853e-18,3.868005079699433e-16,1.507700332872119e-21,1.9949552000423763e-34,7.282062415264815e-35,4.678035652431758e-18,5.778656866359233e-28,1.6503319934492374e-17,3.3566210183265878e-31,1.9362893511283017e-23,1.855368509342377e-27,2.9240604078000405e-27,2.129275731351223e-33,5.849068117027332e-34,1.347257994985306e-35,7.046060676739581e-28,1.2104933657600903e-34,1.933137291846031e-26,3.905793234594189e-45,3.76,0.0,0.8281717037243663,0.9999163905875377,1.7875190886645145e-16,1.2157896759773155e-20,1.2003901408355655e-07,1.200390141289292e-07,7.644327329764203e-18,1.868445240225306e-22,8.360936495542484e-05,3.5035033026026025e-21,8.96364389220643e-23,4.727800745203949e-11,7.298267237508007e-14,1.8100278551020392e-16,1.0598447186405179e-14,1.309240711474417e-09,3.308487590377186e-20,1.2707937766814941e-13,2.563628690551885e-17,1.6883120030982571e-21,2.700615048794841e-18,1.7682862466839891e-15,2.1933116354653387e-29,6.461454822729242e-27,1.801847854061562e-17,4.797304665746703e-32,3.868128531933723e-16,6.6003773053399484e-15,3.4538028896274795e-24,3.923943372530187e-29,2.460839107960386e-27,1.2890056581175914e-22,9.068099468716517e-27
1.362467394288311e-09,0.5628450918274267,8.416635614053537e-15,1.2169474866911962e-18,1.3201035111929743e-13,1.2326419811846854e-17,0.0,0.0,4.831782189138801e-11,6.016051752091651e-18,1.4776262531769492e-19,2.8289310120149904e-21,2.351150204564366e-29,7.70681738174161e-38,1.8921196120115676e-27,1.4221178223179631e-18,4.023738332882554e-16,1.598649281766256e-21,2.142102708666122e-34,7.736092744197932e-35,4.866495185138603e-18,6.130421995266854e-28,1.6806012705692405e-17,3.704802340997834e-31,2.0541930675188993e-23,2.013172766618326e-27,3.1024793834607927e-27,2.346988787971599e-33,6.4558245913227884e-34,1.4870082279577e-35,7.623283540736646e-28,1.3349922228799706e-34,2.0919739057973026e-26,4.484578417556918e-45,3.76,0.0,0.8281717013162901,0.9999162372605735,1.8965755171917335e-16,1.2899711216022487e-20,1.2243308835373602e-07,1.224330884009154e-07,7.930288241737745e-18,1.9426608493975003e-22,8.376269096944774e-05,3.644575054048919e-21,9.394143018774712e-23,4.821904050328896e-11,7.591681010109916e-14,1.9203858873576616e-16,1.1025132966874511e-14,1.3353497998063126e-09,3.4415082844709703e-20,1.321986825671707e-13,2.6667160972326382e-17,1.758949666658673e-21,2.8093779897158436e-18,1.8394335086787185e-15,2.3734521990054116e-29,6.855657460648712e-27,1.8380734510358254e-17,5.29201119155556e-32,4.0238693191750316e-16,6.861867846209332e-15,3.664541279804331e-24,4.2463973037902555e-29,2.598978088830243e-27,1.3675181654820747e-22,9.810652810288164e-27
1.3891092801978288e-09,0.562845092069875,8.744805843910433e-15,1.286812490752352e-18,1.372194750419027e-13,1.3052696659420032e-17,0.0,0.0,4.926267926767219e-11,6.253631775421065e-18,1.5659889146246782e-19,2.995551020872511e-21,2.530391886439967e-29,8.155110038612413e-38,1.9643409235382027e-27,1.4765742397702018e-18,4.1825414164254363e-16,1.6931416056616725e-21,2.296951074598738e-34,8.209216643892488e-35,5.058676268673082e-18,6.496142882503011e-28,1.7107728934172473e-17,4.081288863752421e-31,2.1767773206460347e-23,2.1807216946733008e-27,3.288010548826029e-27,2.582161071960205e-33,7.111911150431066e-34,1.638119316313555e-35,8.235186186387977e-28,1.4694837301480308e-34,2.2604008996805184e-26,5.13536671879984e-45,3.76,0.0,0.828171698908214,0.9999160947782989,2.0099781035651618e-16,1.3671093630111672e-20,1.2482716261692378e-07,1.2482716266594444e-07,8.2206906423963e-18,2.0182801726235516e-22,8.390517229383148e-05,3.788437781282824e-21,9.836835982333321e-23,4.916000085431059e-11,7.890853250667651e-14,2.035136246735382e-16,1.1460228011831248e-14,1.3614587869808559e-09,3.57714041410422e-20,1.374190684314067e-13,2.7718279015235117e-17,1.831025700074116e-21,2.9202866641843655e-18,1.911980432288237e-15,2.564463587671809e-29,7.265570260489839e-27,1.874310523132105e-17,5.826669789935495e-32,4.1826802372026113e-16,7.128265201966293e-15,3.883679892695533e-24,4.588324954966112e-29,2.7412995997156774e-27,1.449151462022501e-22,1.0597801551321128e-26
1.4157511661073466e-09,0.562845092312323,9.079313535615994e-15,1.35933494051356e-18,1.4252923949574818e-13,1.3807019855551424e-17,0.0,0.0,5.02075389948993e-11,6.495812691809949e-18,1.657804993467529e-19,3.1684869091477515e-21,2.719643707700868e-29,8.619963291492249e-38,2.0378199675027526e-27,1.5319890937838314e-18,4.3444141218544133e-16,1.79124181066836e-21,2.4597499533385446e-34,8.701886823280029e-35,5.254578903027278e-18,6.8760881200570125e-28,1.740847180979316e-17,4.487771535315511e-31,2.3041323625981973e-23,2.358401956398619e-27,3.480792763566566e-27,2.8358229571600277e-33,7.820275181563042e-34,1.8012699500064039e-35,8.883122885191936e-28,1.6145522688120065e-34,2.4387965267657604e-26,5.86547163936983e-45,3.76,0.0,0.828171696500138,0.9999159623736728,2.1278116385544683e-16,1.447262114044361e-20,1.272212368731199e-07,1.2722123692401629e-07,8.515494878133187e-18,2.0953008733338024e-22,8.403757596927734e-05,3.935092405928327e-21,1.0291854419810153e-22,5.010088853963562e-11,8.195782589289645e-14,2.1543642912772083e-16,1.1903731688768928e-14,1.387567672998413e-09,3.715383409471442e-20,1.4274053488844983e-13,2.8789636679966134e-17,1.904538652810423e-21,3.0333409928203603e-18,1.985926814053152e-15,2.766774271141131e-29,7.69149983233708e-27,1.9105590796315875e-17,6.40364995565795e-32,4.3445610834140587e-16,7.399559756510241e-15,4.1113827203482475e-24,4.9504947320522003e-29,2.8878126968644128e-27,1.5339660952326991e-22,1.1431287051206989e-26
1.4423930520168644e-09,0.5628450925547712,9.420162198505153e-15,1.4345653170871577e-18,1.479396356875961e-13,1.4589925981267946e-17,0.0,0.0,5.115240108605925e-11,6.742594512121001e-18,1.75314062016013e-19,3.347848669063749e-21,2.919268676311291e-29,9.101641272545753e-38,2.1125517161695138e-27,1.5883589451725978e-18,4.509356240799414e-16,1.8930142300101038e-21,2.630752749686379e-34,9.214560677637596e-35,5.454203088193274e-18,7.270526136701762e-28,1.7708244511988908e-17,4.926007269483932e-31,2.4363483971812484e-23,2.546608146161984e-27,3.680964879520252e-27,3.109044664392262e-33,8.583979084161908e-34,1.9771652947349e-35,9.568473261031608e-28,1.7708040596992666e-34,2.627546338958599e-26,6.682789081383169e-45,3.76,0.0,0.8281716940920619,0.9999158393339076,2.250160905520404e-16,1.530487084623035e-20,1.2961531112232435e-07,1.2961531117513095e-07,8.814661649368932e-18,2.173720618302131e-22,8.416061478399519e-05,4.084539890213362e-21,1.0759330190742985e-22,5.1041703593075374e-11,8.50646765651426e-14,2.278155358842834e-16,1.2355643365435191e-14,1.4136764578593504e-09,3.856236702071224e-20,1.4816308156505495e-13,2.988122961332429e-17,1.979487121588713e-21,3.148540896205046e-18,2.061272450575935e-15,2.980820987085184e-29,8.133752771301366e-27,1.946819129816032e-17,7.025412955894326e-32,4.509511655310428e-16,7.675741911922317e-15,4.347813744954652e-24,5.333689888353168e-29,3.038525665272059e-27,1.6220225994275913e-22,1.2312883338403195e-26
1.4956768238358998e-09,0.5628450930396677,1.0120896468963539e-14,1.5933518553268303e-18,1.5906228811203132e-13,1.6243634829268112e-17,0.0,0.0,5.304213240892294e-11,7.249960908266163e-18,1.9546350207557852e-19,3.7262878003497245e-21,3.351121660764685e-29,1.011651871431265e-37,2.2657533025865592e-27,1.7039499399150258e-18,4.848447886262126e-16,2.1078321835520095e-21,2.9984025170188104e-34,1.0301772974448367e-34,5.8646161109290075e-18,8.103953406868106e-28,1.8304892061916604e-17,5.905102943608791e-31,2.715724018193371e-23,2.9562170218911126e-27,4.104034183368769e-27,3.718652240524537e-33,1.0290244316187874e-33,2.3701461839480622e-35,1.1057060105891098e-27,2.11939365258964e-34,3.0376872135216734e-26,8.613766366251633e-45,3.76,0.0,0.8281716892759097,0.9999156187470161,2.508745731780262e-16,1.706384504517619e-20,1.344034595997586e-07,1.3440345965648882e-07,9.425927351292519e-18,2.334747924827486e-22,8.438119977404131e-05,4.391817489485398e-21,1.1732182303438033e-22,5.292311593622875e-11,9.145099501049278e-14,2.5397678136059606e-16,1.328468819017843e-14,1.4658937241128367e-09,4.145771911479848e-20,1.5931141407974815e-13,3.212510387855895e-17,2.1336852323829454e-21,3.3853771093519416e-18,2.2161606746083483e-15,3.4459108083453414e-29,9.068455058616102e-27,2.019373748369718e-17,8.413601849640064e-32,4.848621166666391e-16,8.242730724355172e-15,4.847516264614829e-24,6.166363581082837e-29,3.352580946815232e-27,1.8081032923315958e-22,1.4227667514893933e-26
1.5436322184730318e-09,0.5628450934760744,1.0773278613999488e-14,1.7460276042456177e-18,1.6941674762284697e-13,1.7835115466974165e-17,0.0,0.0,5.474289880181201e-11,7.722325866403503e-18,2.1486801814214063e-19,4.089954878933155e-21,3.7790364252167935e-29,1.1090061039016345e-37,2.4078688934214985e-27,1.8112136555961806e-18,5.164125673079153e-16,2.3143691858959286e-21,3.3599639599870493e-34,1.1353364392810772e-34,6.246715535088119e-18,8.90629279370651e-28,1.8838588547558132e-17,6.913904899104926e-31,2.984690608767131e-23,3.364988640180954e-27,4.5114628209218414e-27,4.3457729253116595e-33,1.2048299700478317e-33,2.775050021214088e-35,1.2539101351970907e-27,2.4779125735504164e-34,3.446242570558895e-26,1.0742283971306013e-44,3.76,0.0,0.8281716849413728,0.9999154460769502,2.7577662737542667e-16,1.8757780390240872e-20,1.3871279320553852e-07,1.3871279326591741e-07,9.990599238415854e-18,2.484433893602814e-22,8.455386812831778e-05,4.677929392336396e-21,1.2651680775965675e-22,5.461613897014729e-11,9.73953902316735e-14,2.7916802580176935e-16,1.4149577553752938e-14,1.5128889177890296e-09,4.4152751399565493e-20,1.6969060393210505e-13,3.4213751686902904e-17,2.2773598994884117e-21,3.605866769303909e-18,2.3603434882569252e-15,3.9091795207744283e-29,9.968588502808595e-27,2.0847123065969772e-17,9.842761204588887e-32,5.164316159301284e-16,8.769640335101575e-15,5.328743834012713e-24,6.99583824543381e-29,3.649664225880399e-27,1.9872701262898463e-22,1.6133976808805162e-26
1.5915876131101637e-09,0.562845093912481,1.144626002589205e-14,1.908262850759374e-18,1.8009711720927015e-13,1.9527563262054892e-17,0.0,0.0,5.6443673028753414e-11,8.209597924829431e-18,2.355156972511321e-19,4.4761344170305945e-21,4.2464939711492887e-29,1.2122139299203475e-37,2.553965838689535e-27,1.921518591911911e-18,5.489745123628126e-16,2.5337968307602272e-21,3.752219382376008e-34,1.2477105017211073e-34,6.640872783754365e-18,9.759755939654481e-28,1.9369190644925618e-17,8.05605808951653e-31,3.270807460788218e-23,3.814375579919712e-27,4.944993806205431e-27,5.054813420397474e-33,1.4038771186040154e-33,3.233476854215565e-35,1.4164974126424054e-27,2.883129583929956e-34,3.8946750743253565e-26,1.330653358842154e-44,3.76,0.0,0.8281716806068359,0.9999152947654113,3.022735999524316e-16,2.0560228906277586e-20,1.430221267886663e-07,1.4302212685280484e-07,1.0568810403345119e-17,2.6386166322801157e-22,8.470517795519731e-05,4.973106978210787e-21,1.3613602179268592e-22,5.630892717456056e-11,1.0352605827310155e-13,3.0597031495607293e-16,1.5041699014655816e-14,1.559883783723514e-09,4.693226949679629e-20,1.8039728785235316e-13,3.636789411421829e-17,2.4256660028202334e-21,3.833306854554995e-18,2.509056726807736e-15,4.417643042146979e-29,1.0926377182581376e-26,2.1500882487396874e-17,1.1459673407006823e-31,5.489953918396765e-16,9.312237332817965e-15,5.840800563792172e-24,7.90629477068053e-29,3.960456353781569e-27,2.177881452935498e-22,1.8225244046356284e-26
1.6395430077472957e-09,0.5628450943488877,1.2139861125870994e-14,2.0803525794904726e-18,1.9110334558688556e-13,2.1324118275451732e-17,0.0,0.0,5.814445514596619e-11,8.71177714886015e-18,2.5744509364625907e-19,4.885453740034095e-21,4.755839114577571e-29,1.3214227897251471e-37,2.7040154330323362e-27,2.0348450974704033e-18,5.825305026175878e-16,2.7664841323931405e-21,4.176783358411914e-34,1.367584390650251e-34,7.04708785688159e-18,1.0665902432732994e-27,1.9896716523952617e-17,9.344359553494723e-31,3.574598900176179e-23,4.306981254601946e-27,5.4054366424371655e-27,5.853556666605768e-33,1.62839662141476e-33,3.75056296337555e-35,1.5943636810163987e-27,3.3394172969847357e-34,4.3854970399194574e-26,1.6378427489129172e-44,3.76,0.0,0.8281716762722989,0.9999151621699326,3.3041490977487027e-16,2.247455482126203e-20,1.47331460349142e-07,1.4733146041715122e-07,1.1160344041926312e-17,2.7972826544014203e-22,8.483777172157467e-05,5.277357323761127e-21,1.461872387358421e-22,5.80014807263927e-11,1.0984291941812848e-13,3.3443334496008554e-16,1.5961048894056668e-14,1.606878321918457e-09,4.979624072242094e-20,1.9143146363323667e-13,3.8587505811828e-17,2.5785970787548367e-21,4.067696900540156e-18,2.6622992061618675e-15,4.974147423173398e-29,1.1943608673219165e-26,2.2155016289498324e-17,1.3282240685886043e-31,5.82553326645502e-16,9.87046639491141e-15,6.3846424437784206e-24,8.902837785125196e-29,4.284986746686875e-27,2.3802898358697897e-22,2.0512991819574024e-26
1.6874984023844277e-09,0.5628450947852945,1.2854102321925068e-14,2.26259194248751e-18,2.0243538147104458e-13,2.322792367609302e-17,0.0,0.0,5.984524520544554e-11,9.228863604286004e-18,2.806947578296801e-19,5.318536118708098e-21,5.309482525101678e-29,1.4367782421696405e-37,2.8579891477462096e-27,2.1511736372181636e-18,6.170804169932804e-16,3.0127983348289525e-21,4.635310439133568e-34,1.4952486617504061e-34,7.465360754423637e-18,1.1626290155481147e-27,2.042118424780963e-17,1.0792398957891213e-30,3.896588747908578e-23,4.845501983997417e-27,5.8936007521352526e-27,6.750264849754778e-33,1.8807574371613573e-33,4.331762757222491e-35,1.788431133210944e-27,3.851406073163519e-34,4.921297321546484e-26,2.0039073706888965e-44,3.76,0.0,0.828171671937762,0.9999150459752817,3.602499679306091e-16,2.4504121953199658e-20,1.5164079388696602e-07,1.5164079395895648e-07,1.176498682171645e-17,2.9604185086132533e-22,8.495396465975287e-05,5.590687929941039e-21,1.5667825638935262e-22,5.96937997981365e-11,1.1634589399246114e-13,3.6460679080779846e-16,1.690762351541082e-14,1.6538725323760355e-09,5.274463252902769e-20,2.0279312905906897e-13,4.0872561442413134e-17,2.7361471394061315e-21,4.309036442291314e-18,2.820069742803751e-15,5.581625541310033e-29,1.3022070425524648e-26,2.2809525013854222e-17,1.5329467760248806e-31,6.1710530269203e-16,1.0444272386718968e-14,6.9612253615584e-24,9.990727681464837e-29,4.623281472178543e-27,2.5948477025281033e-22,2.3009082765968082e-26
1.7354537970215596e-09,0.5628450952217012,1.3589004008761603e-14,2.4552762589438288e-18,2.1409317357720036e-13,2.5242125738885748e-17,0.0,0.0,6.15460432554866e-11,9.760857357336653e-18,3.05303236581661e-19,5.776000793173002e-21,5.909900604546934e-29,1.5584239805561943e-37,3.015858629748159e-27,2.270484791757722e-18,6.526241345028378e-16,3.2731049223173064e-21,5.129495247667654e-34,1.6309996928494509e-34,7.895691476334352e-18,1.2642475286821646e-27,2.0942611773529785e-17,1.2414582290038126e-30,4.237300320477192e-23,5.432729478424923e-27,6.4102954774792794e-27,7.753693867808987e-33,2.1634708746463598e-33,4.98285828126197e-35,1.9996482558167915e-27,4.423990605249674e-34,5.50474129379907e-26,2.4379629352351873e-44,3.76,0.0,0.8281716676032252,0.9999149441528039,3.9182817772954505e-16,2.6652293710441056e-20,1.5595012740213863e-07,1.5595012747822077e-07,1.2382528826371916e-17,3.128010778663466e-22,8.50557854244269e-05,5.913106721552833e-21,1.6761689642166457e-22,6.138588455837815e-11,1.2303490236368555e-13,3.965403063610278e-16,1.7881419204400776e-14,1.7008664150984347e-09,5.57774125058709e-20,2.144822819060678e-13,4.3223035680008323e-17,2.898310653763061e-21,4.557325014438194e-18,2.9823671537898938e-15,6.243097114622403e-29,1.416354977357073e-26,2.3464409202104888e-17,1.7621494793705905e-31,6.526512024154433e-16,1.1033600360848707e-14,7.571505102764503e-24,1.1175380593944038e-28,4.975363950566289e-27,2.8219073445732448e-22,2.5725718885367644e-26
1.7834091916586916e-09,0.5628450956581079,1.4344586567771797e-14,2.658701014914352e-18,2.260766706212862e-13,2.736987384270155e-17,0.0,0.0,6.324684934114266e-11,1.030775847465055e-17,3.313090729801528e-19,6.258462996749407e-21,6.559635366071062e-29,1.686501848354442e-37,3.1775957005486043e-27,2.3927592566695836e-18,6.891615342489574e-16,3.547767629692124e-21,5.661072560704743e-34,1.7751398560298896e-34,8.338080022567583e-18,1.3716012303924233e-27,2.1461016952630566e-17,1.422615553882821e-30,4.5972564303449733e-23,6.071553378188907e-27,6.956330080670591e-27,8.873107810795101e-33,2.4791947266682632e-33,5.70996872236428e-35,2.2289897681284603e-27,5.062336440695668e-34,6.138570832939305e-26,2.950220584952018e-44,3.76,0.0,0.8281716632686884,0.9999148549248374,4.2519893470365497e-16,2.8922433091989486e-20,1.6025946089466e-07,1.6025946097494406e-07,1.3012763500940226e-17,3.3000460833963577e-22,8.514501167740032e-05,6.2446220467967175e-21,1.7901100394736722e-22,6.307773517225674e-11,1.299098649408467e-13,4.3028352435980887e-16,1.8882432288886725e-14,1.7478599700878458e-09,5.889454837889017e-20,2.264989199427337e-13,4.563890320999719e-17,3.0650825263638858e-21,4.812562151209165e-18,3.149190256738946e-15,6.961668718077571e-29,1.5369833942453082e-26,2.411966939595085e-17,2.017963035533355e-31,6.891909083415222e-16,1.1638395556530402e-14,8.21643735135718e-24,1.2462368375532595e-28,5.341255541305524e-27,3.061820918267784e-22,2.867544085825536e-26
1.8313645862958235e-09,0.5628450960945146,1.512087036700106e-14,2.873161863031764e-18,2.383858213201237e-13,2.961432046835763e-17,0.0,0.0,6.494766350462685e-11,1.0869567023248218e-17,3.58750806420299e-19,6.766533979667204e-21,7.261294313727151e-29,1.8211518548087323e-37,3.343172355230365e-27,2.5179778418382333e-18,7.266924954221803e-16,3.837148452682075e-21,6.23181737465764e-34,1.927977689502424e-34,8.792526393077174e-18,1.4848453984067086e-27,2.1976417531731772e-17,1.6243228364850537e-30,4.976979386404225e-23,6.764963837990064e-27,7.532513744292232e-27,1.0118293453175368e-32,2.8307374022427614e-33,6.519559908771515e-35,2.477456561253264e-27,5.771886443086134e-34,6.825604298182766e-26,3.552082657995316e-44,3.76,0.0,0.8281716589341516,0.9999147767335282,4.604116266071034e-16,3.131790268780154e-20,1.6456879436453033e-07,1.645687944491264e-07,1.3655487598021507e-17,3.4765110767461746e-22,8.522320127288943e-05,6.5852426768211435e-21,1.9086844704319495e-22,6.476935180186704e-11,1.3697070217407536e-13,4.658860564328e-16,1.991065909886461e-14,1.7948531973464685e-09,6.209600801073686e-20,2.3884304093025823e-13,4.812013872910749e-17,3.2364580743234634e-21,5.074747386432076e-18,3.320537869822913e-15,7.740533802210758e-29,1.6642710056044513e-26,2.4775306137152874e-17,2.30263843855013e-31,7.267243030837371e-16,1.2258603398974459e-14,8.896977689906675e-24,1.3857418575127179e-28,5.720976018021586e-27,3.314940444833126e-22,3.1871127365564926e-26
1.8793199809329555e-09,0.5628450965309213,1.5917875761123865e-14,3.098954622222387e-18,2.510205743918487e-13,3.1978621196593297e-17,0.0,0.0,6.664848578566188e-11,1.1446283070508934e-17,3.8766697263387093e-19,7.300821032636352e-21,8.017550322489978e-29,1.962512190432404e-37,3.512560761433893e-27,2.6461214707822133e-18,7.652168972992194e-16,4.141607658161095e-21,6.843544959639744e-34,2.0898280692390467e-34,9.25903058781698e-18,1.6041351406496122e-27,2.2488831153169845e-17,1.8482797759334636e-30,5.376990994435511e-23,7.51605415107722e-27,8.139655571668474e-27,1.1499574758946419e-32,3.221062057133721e-33,7.418453805626327e-35,2.7460756373267518e-27,6.558367191818498e-34,7.568736512984723e-26,4.256243936180326e-44,3.76,0.0,0.8281716545996147,0.9999147082136773,4.975156334164128e-16,3.3842064679081516e-20,1.6887812781174987e-07,1.6887812790076781e-07,1.431050112480729e-17,3.657392447728961e-22,8.52917194096788e-05,6.93497780527404e-21,2.0319711622392112e-22,6.646073460661009e-11,1.442173345542594e-13,5.033974931076794e-16,2.0966095966430883e-14,1.8418460968765102e-09,6.538175940080554e-20,2.5151464262295067e-13,5.066671694540652e-17,3.412433003297377e-21,5.343880253535076e-18,3.4964088117594377e-15,8.582972714217461e-29,1.798396514474954e-26,2.5431319967531894e-17,2.618550116854633e-31,7.652512693415752e-16,1.2894169498738029e-14,9.614081599874023e-24,1.5366414414777817e-28,6.1145439512357394e-27,3.5816178108003196e-22,3.5325994409962564e-26
