Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495)
3.906023391902561e-09,0.7282824844943275,1.8787321689900238e-09,2.9191494483942132e-12,4.2522819506981364e-10,1.8996474541894575e-11,0.0,0.0,3.820481638628071e-08,1.3274439522574106e-13,4.306156014431159e-14,1.2350488607176134e-15,9.717104374060414e-20,3.8789559509270976e-28,6.57465407954952e-20,2.4685171227364234e-13,8.396963399438501e-11,1.7311903747495487e-15,4.889138515425419e-24,4.101921443819874e-23,2.4409182964180184e-11,1.1529329647871236e-18,1.2528018426420099e-12,1.6158303685458423e-22,1.8966366231613616e-16,1.8069272820280306e-18,1.6808252824647376e-17,5.623792717641686e-22,1.7845950409471864e-23,4.670622572858732e-24,8.478883724331637e-20,2.8197143873814857e-25,8.574024067141735e-19,6.479870386895131e-33,3.76,0.0,0.5864283198736293,0.9990169996129424,2.195551047025346e-12,3.9660434354557026e-14,0.00013598737803549653,0.00013598746412872274,1.3813870019229015e-11,1.1253186639194366e-14,0.0009829617530636766,7.067734547293466e-15,6.425311010804484e-16,3.484428276952372e-08,1.333616010354223e-09,3.237214622871821e-10,1.5734765075878055e-09,5.515220063455042e-06,3.1688165341588716e-14,4.2439813253391943e-10,2.0204972980230222e-11,6.230945558126054e-15,3.3276380368634807e-12,9.23913999109926e-11,4.988633459727515e-20,5.714300542742047e-19,1.6734038043288875e-12,2.398355542295013e-22,8.401030645916876e-11,1.6466603679361251e-12
4.0178249402508985e-09,0.7282830253795803,1.9920599733545544e-09,3.179568834658526e-12,4.499481701366522e-10,2.0713945042704554e-11,0.0,0.0,3.9298252217684006e-08,1.4045067990505374e-13,4.686237791953288e-14,1.3402770043237694e-15,1.0875230310819663e-19,4.2466813693259755e-28,7.00540652378962e-20,2.6018310398202756e-13,8.8712456268749e-11,1.8814890856183907e-15,5.412514585407847e-24,4.520572408435804e-23,2.582645569934278e-11,1.254132337130364e-18,1.2822085220415506e-12,1.8584678458412457e-22,2.0568780754314312e-16,2.08137694863217e-18,1.8300604234856446e-17,6.45108231978301e-22,2.0499164131761366e-23,5.362749654913369e-24,9.457701689919518e-20,3.2308906253877826e-25,9.596292716451579e-19,7.919758905578069e-33,3.76,0.0,0.586424347974242,0.999016988281143,2.3896313080966407e-12,4.311566976716718e-14,0.00013987925021362175,0.0001398793408842683,1.4354208486625853e-11,1.1810026091272706e-14,0.000982971966440134,7.525509948911638e-15,6.845695064490043e-16,3.5749976742461566e-08,1.3998823877743997e-09,3.502445612202614e-10,1.6619757677119579e-09,5.673049703215042e-06,3.3549132516059266e-14,4.4903736937610073e-10,2.123928922990428e-11,6.595648525312526e-15,3.499135268641887e-12,9.744498492102683e-11,5.574596486862854e-20,6.217913463663777e-19,1.7266887224332915e-12,2.7310933050981213e-22,8.875667285949984e-11,1.7169896251798404e-12
4.1296264885992364e-09,0.7282835662616798,2.108849361999711e-09,3.455239952118986e-12,4.753685620233851e-10,2.253352162248953e-11,0.0,0.0,4.0391690759967796e-08,1.4837433518625174e-13,5.0880322877201726e-14,1.451100901203327e-15,1.2133827903922706e-19,4.63858831330339e-28,7.452357415196762e-20,2.7381159485431553e-13,9.35781641512473e-11,2.0400937672417105e-15,5.981528271607147e-24,4.971493083041447e-23,2.7283718564271103e-11,1.3610482601675537e-18,1.3113033155143265e-12,2.1292806375029426e-22,2.2254875968583557e-16,2.3883779348170153e-18,1.987923847449631e-17,7.371400362793146e-22,2.345585357009917e-23,6.133647567344542e-24,1.0516908425692224e-19,3.6879070274760516e-25,1.0707226211626138e-18,9.627242888548362e-33,3.76,0.0,0.5864203761015939,0.9990169795105197,2.5948324315830207e-12,4.676316276728676e-14,0.0001437710959685038,0.00014377119132055906,1.4896379309622093e-11,1.2375676216788595e-14,0.0009829796179260325,8.001578399571692e-15,7.282347067379748e-16,3.6650975069813465e-08,1.4671946758972304e-09,3.780663584206954e-10,1.7527399280459692e-09,5.830877578061919e-06,3.5465177737909197e-14,4.743716503650039e-10,2.2292566884957924e-11,6.9706428970330416e-15,3.67386085142352e-12,1.0261592171050015e-10,6.210547690481231e-20,6.750526238413498e-19,1.7802940569034743e-12,3.0993850494836716e-22,9.362612215084128e-11,1.7877277047392283e-12
4.241428036947574e-09,0.7282841071406269,2.2291056037466544e-09,3.746607328241279e-12,5.014895564461225e-10,2.4458277580229924e-11,0.0,0.0,4.1485132149814035e-08,1.5651535751477828e-13,5.5121406291135695e-14,1.5676430920359772e-15,1.349853472779565e-19,5.055654966444132e-28,7.915718904358534e-20,2.877334293712638e-13,9.856618792350851e-11,2.207211872923747e-15,6.5996881114619575e-24,5.456537607461828e-23,2.8780971345429837e-11,1.4738336174742837e-18,1.3400896616770306e-12,2.4306318793292646e-22,2.4026357707602836e-16,2.7307630673884433e-18,2.1546632904602724e-17,8.392114067374309e-22,2.674082610164819e-23,6.98969988499309e-24,1.1660522548718781e-19,4.194379263672806e-25,1.1911790941304e-18,1.1642918601685216e-32,3.76,0.0,0.5864164042556811,0.9990169726577182,2.8114651725421947e-12,5.06078173628296e-14,0.00014766291530097576,0.00014766301543778852,1.5440219052504463e-11,1.2949879299628674e-14,0.000982985350875198,8.49638532653528e-15,7.735591995315491e-16,3.7547308051362e-08,1.5355193978146847e-09,4.0720705969391615e-10,1.845757253585794e-09,5.988703688003952e-06,3.743652929461693e-14,5.004009618076706e-10,2.3364391717953606e-11,7.355928309962027e-15,3.8517485297590346e-12,1.0790293939176716e-10,6.899262133872317e-20,7.313003726175045e-19,1.8342214167069382e-12,3.505976262514825e-22,9.861808965318465e-11,1.858834340857591e-12
4.353229585295912e-09,0.7282846480164226,2.3528333934297754e-09,4.054115315933582e-12,5.283113405607571e-10,2.6491290576661528e-11,0.0,0.0,4.257857652016926e-08,1.648737433622477e-13,5.95916379916519e-14,1.6900245669918556e-15,1.4975141072805608e-19,5.498881578065582e-28,8.395702553353219e-20,3.0194489411901815e-13,1.0367596040362406e-10,2.383049677661286e-15,7.270753055694616e-24,5.977640395945546e-23,3.031821382929297e-11,1.5926409665301395e-18,1.36857096109559e-12,2.7650103050477484e-22,2.588490288268826e-16,3.1115264341886212e-18,2.3305269197283944e-17,9.520933934362534e-22,3.038013798792832e-23,7.937605510135651e-24,1.2892633966196377e-19,4.754095618385755e-25,1.3215086758345602e-18,1.4012240641218427e-32,3.76,0.0,0.5864124324365002,0.9990169672415388,3.039840369661371e-12,5.4654514704291357e-14,0.0001515547082118453,0.0001515548132361502,1.5985578827800295e-11,1.3532385051847725e-14,0.0009829896464867544,9.010388186201586e-15,8.205763907864298e-16,3.8439005780238823e-08,1.604823835554567e-09,4.376862338701643e-10,1.9410160850308495e-09,6.146528033049437e-06,3.946342261012658e-14,5.271252900010206e-10,2.445435884755448e-11,7.751504464252567e-15,4.0327334925792665e-12,1.1330477608623958e-10,7.643595791912923e-20,7.906218335587221e-19,1.888472403215315e-12,3.9537498212019354e-22,1.0373201319980057e-10,1.930271383652282e-12
4.46503113364425e-09,0.7282851888890681,2.480036866486874e-09,4.3782080164294684e-12,5.558341028866587e-10,2.8635642131295547e-11,0.0,0.0,4.3672024000464594e-08,1.7344948922573063e-13,6.42970263805938e-14,1.8183647831237746e-15,1.6569589859610086e-19,5.969290994311729e-28,8.892519352482863e-20,3.1644231732414726e-13,1.0890691695015757e-10,2.5678122858400183e-15,7.99874635093967e-24,6.536818355123195e-23,3.189544580234353e-11,1.717622539413276e-18,1.3967505767058433e-12,3.135033192759878e-22,2.78321598269067e-16,3.5338278749384085e-18,2.5157633327540428e-17,1.0765917979063458e-21,3.440111828880663e-23,8.984384228021922e-24,1.4217402145291555e-19,5.371020056551822e-25,1.4622346838757601e-18,1.6785957613621783e-32,3.76,0.0,0.5864084606440475,0.9990169629020453,3.2802689458816377e-12,5.890811318700957e-14,0.00015544647470189628,0.0001554465847158375,1.6532323001625837e-11,1.4122950409002154e-14,0.0009829928646964536,9.544056447004935e-15,8.693206179705641e-16,3.932609814482212e-08,1.6750760141269356e-09,4.695228271545373e-10,2.0385048382686067e-09,6.3043506132066824e-06,4.1546100245432814e-14,5.54544621234146e-10,2.5562072528049654e-11,8.1573711094416e-15,4.21675234356226e-12,1.1882017889928488e-10,8.446486540995795e-20,8.53105033826016e-19,1.9430486101286144e-12,4.445729646331362e-22,1.0896733314134836e-10,2.0020026938856927e-12
4.576832681992588e-09,0.7282857297585641,2.6107196132360604e-09,4.7193292042818865e-12,5.840580332317329e-10,3.089441713219228e-11,0.0,0.0,4.4765474716797935e-08,1.8224259162707614e-13,6.924357844621288e-14,1.952781681567222e-15,1.8287976553531136e-19,6.467929196606453e-28,9.406379736545592e-20,3.3122206839367747e-13,1.1425849546576266e-10,2.7617036388849207e-15,8.787969794347351e-24,7.13617309281243e-23,3.351266705107337e-11,1.848930243493531e-18,1.424631834229711e-12,3.5434492898185897e-22,2.9869748635311917e-16,4.000997461480866e-18,2.710621556341124e-17,1.213547575075931e-21,3.8832392334066175e-23,1.0137382131256975e-23,1.5639054407456847e-19,6.049295255163422e-25,1.613893754105512e-18,2.0020574617537133e-32,3.76,0.0,0.5864044888783196,0.9990169593693388,3.5330619089889537e-12,6.337344855357106e-14,0.0001593382147718902,0.0001593383298770439,1.7080328013004726e-11,1.4721339330247374e-14,0.0009829952754022296,1.0097871570898895e-14,9.198271733994376e-16,4.020861483057335e-08,1.7462446858976763e-09,5.027351771777863e-10,2.138212003863802e-09,6.462171428484015e-06,4.368481189796346e-14,5.826589417901171e-10,2.6687145943586635e-11,8.573528033351113e-15,4.403743072068265e-12,1.2444790389440287e-10,9.310955186661476e-20,9.188388178265769e-19,1.997951623403771e-12,4.985084406772795e-22,1.1432349234959484e-10,2.0739940428939543e-12
4.688634230340926e-09,0.7282862706249117,2.7448846928438277e-09,5.077922254435552e-12,6.129833226189032e-10,3.32707033582947e-11,0.0,0.0,4.585892879208265e-08,1.912530471122694e-13,7.443729977790396e-14,2.093391704549458e-15,2.013654907889294e-19,6.995865847264226e-28,9.937493600648153e-20,3.4628055746012296e-13,1.1973013640041462e-10,2.9649265228650013e-15,9.643018359397948e-24,7.77789311715817e-23,3.5169877361982967e-11,1.9867156621240502e-18,1.4522180225868663e-12,3.9931417161841804e-22,3.199926150181336e-16,4.51653996649861e-18,2.915351045449294e-17,1.3638372141003027e-21,4.3703904755652895e-23,1.1404276914088634e-23,1.7161884247084535e-19,6.793245601450299e-25,1.7770358266036287e-18,2.3778843579241412e-32,3.76,0.0,0.5864005171393126,0.9990169564407835,3.798530352172171e-12,6.805533399635306e-14,0.00016322992842256718,0.0001632300487199629,1.7629481298681968e-11,1.5327322603187896e-14,0.0009829970812396836,1.0672326993470522e-14,9.721323277232441e-16,4.1086585321818706e-08,1.8182993152845497e-09,5.373410267521238e-10,2.240126146552186e-09,6.619990478889769e-06,4.587981439979855e-14,6.1146823794739e-10,2.7829201007035753e-11,8.999975053448244e-15,4.593645024636224e-12,1.3018671606669695e-10,1.0240106527612118e-19,9.87912877756304e-19,2.0531830211873812e-12,5.575131275805816e-22,1.1979993622074693e-10,2.1462130174656675e-12
4.800435778689264e-09,0.7282868114881114,2.8825346469899537e-09,5.454430071336283e-12,6.426101632140608e-10,3.576759101407921e-11,0.0,0.0,4.6952386346171294e-08,2.0048085225081745e-13,7.988419458079281e-14,2.2403098122093875e-15,2.212170773325361e-19,7.554194842024567e-28,1.0486070315561457e-19,3.616142349314892e-13,1.2532128275426075e-10,3.1776825760524354e-15,1.056879519177551e-23,8.464256025622283e-23,3.686707652158114e-11,2.131130055331456e-18,1.4795123943019175e-12,4.487130846376103e-22,3.4222263052697303e-16,5.08413931979916e-18,3.130201681888342e-17,1.528373098514902e-21,4.9046942085244195e-23,1.2793083038125122e-23,1.8790249674272525e-19,7.607380159120027e-25,1.9522241316941202e-18,2.813028245611027e-32,3.76,0.0,0.5863965454270231,0.9990169539645068,4.076985454548679e-12,7.295856026018289e-14,0.00016712161565464773,0.0001671217412447879,1.8179680314466977e-11,1.594067765345039e-14,0.0009829984340810807,1.1267928102733562e-14,1.0262733535231587e-15,4.196003890348368e-08,1.8912100637697664e-09,5.733575373374401e-10,2.3442359047386995e-09,6.777807764432289e-06,4.8131371714767673e-14,6.409724959808899e-10,2.898786816339312e-11,9.43671201018789e-15,4.786398877033082e-12,1.3603538931565708e-10,1.1237130454631805e-19,1.0604177837331644e-18,2.108744373752537e-12,6.219339741283756e-22,1.2539611267840296e-10,2.2186289294413104e-12
4.912237327037602e-09,0.7282873523481644,3.023671513236163e-09,5.849295020026756e-12,6.7293874825551e-10,3.838817227622729e-11,0.0,0.0,4.80458474959628e-08,2.0992600363515777e-13,8.559026569017461e-14,2.393649499230651e-15,2.425000510145982e-19,8.144034869242638e-28,1.1052318742623742e-19,3.7721959104620603e-13,1.3103138008009565e-10,3.400172296436238e-15,1.1570526972835606e-23,9.197630683368804e-23,3.8604264316384965e-11,2.2823243605045388e-18,1.506518165907148e-12,5.028577170221384e-22,3.6540290676831657e-16,5.70766305129063e-18,3.3554237728609843e-17,1.7081038462510156e-21,5.489415492355933e-23,1.4312156771539323e-23,2.0528571581379275e-19,8.49639560417677e-25,2.1400351759965505e-18,3.315172427017396e-32,3.76,0.0,0.5863925737414473,0.9990169518269226,4.36873848165834e-12,7.808789574510089e-14,0.00017101327646883328,0.00017101340745171231,1.8730831643823785e-11,1.6561188358927286e-14,0.0009829994475113225,1.188519221665518e-14,1.0822885489785195e-15,4.2829004662790404e-08,1.9649477752217775e-09,6.108013022245793e-10,2.450529989999931e-09,6.935623285119933e-06,5.0439754934472105e-14,6.711717021628442e-10,3.016278619760917e-11,9.883738761904134e-15,4.981946606844978e-12,1.419927064172746e-10,1.2305303082771716e-19,1.1364450135203007e-18,2.1646372434396083e-12,6.921335471346774e-22,1.3111147217612965e-10,2.2912127297830057e-12
5.02403887538594e-09,0.7282878932050708,3.1682968381053394e-09,6.262958859180324e-12,7.039692719849327e-10,4.113554085203039e-11,0.0,0.0,4.913931235549787e-08,2.1958849788008595e-13,9.156151458580372e-14,2.5535228112904917e-15,2.652814596946079e-19,8.766529975474623e-28,1.1636447248196182e-19,3.9309315543294094e-13,1.3685987648547066e-10,3.6325950491909356e-15,1.2653779647463485e-23,9.980479390614404e-23,4.038144053291945e-11,2.4404491930815e-18,1.5332385183408414e-12,5.620784132597952e-22,3.8954854852589606e-16,6.391166719805416e-18,3.591268049359835e-17,1.904014630048904e-21,6.1279579687754e-23,1.5970201103787734e-23,2.2381332133050066e-19,9.46517913170164e-25,2.3410587285100014e-18,3.8927896943674475e-32,3.76,0.0,0.5863886020825817,0.9990169499430338,4.6741007859265014e-12,8.34480866092108e-14,0.0001749049108658076,0.00017490504734092954,1.9282850185437128e-11,1.718864486862989e-14,0.000983000206527612,1.2524648559468533e-14,1.1402172615692695e-15,4.369351149092296e-08,2.0394839615192077e-09,6.496883594421324e-10,2.5589971865907603e-09,7.093437040961066e-06,5.2805242273276143e-14,7.020658427634274e-10,3.135360204673307e-11,1.0341055180846215e-14,5.180231466599544e-12,1.480574589955101e-10,1.344798791521114e-19,1.2160869818382147e-18,2.2208631846008585e-12,7.684904236979826e-22,1.3694546769967243e-10,2.363936926879615e-12
5.2476419720826156e-09,0.728288974909447,3.4680166703816248e-09,7.148446827995841e-12,7.681369170919644e-10,4.7023019886678946e-11,0.0,0.0,5.1326253646153205e-08,2.395655015194065e-13,1.0432354496143768e-13,2.8933113451548635e-15,3.156153783394957e-19,1.011419185430346e-27,1.2859175567902806e-19,4.256312218935971e-13,1.4886987174806876e-10,4.12803149282447e-15,1.5088905613262303e-23,1.170492822286556e-22,4.405575737731977e-11,2.778091296556301e-18,1.5858355138248643e-12,6.971425365849386e-22,4.407950215037521e-16,7.955302675879712e-18,4.0958281908920845e-17,2.3485015103357328e-21,7.580826623143842e-23,1.9739775440289047e-23,2.644839475245489e-19,1.166256898673002e-24,2.785168662851716e-18,5.312660824742628e-32,3.76,0.0,0.5863806588449662,0.9990169467018695,5.326899072556723e-12,9.487990851548651e-14,0.0001826881004107738,0.0001826882481670158,2.0389185869244587e-11,1.846358620896017e-14,0.0009830011957879413,1.3872314206756578e-14,1.261978016750753e-15,4.540926294792474e-08,2.190841062782047e-09,7.318538015294437e-10,2.7824064112513734e-09,7.409059258137308e-06,5.770867773993325e-14,7.659388722937057e-10,3.378155461146842e-11,1.128655656191456e-14,5.584791804469394e-12,1.6050448114039787e-10,1.5970792416509606e-19,1.3865896496448148e-18,2.334320458517718e-12,9.412728570505845e-22,1.4896719143793208e-10,2.5097038798027604e-12
5.471245068779291e-09,0.728290056601244,3.781697174208282e-09,8.114413495497544e-12,8.351146700115913e-10,5.345479233742775e-11,0.0,0.0,5.351321107634362e-08,2.6041183651362847e-13,1.182182709684275e-13,3.260543412506665e-15,3.727856233956235e-19,1.1606861894597616e-27,1.4155912826887587e-19,4.592014427305293e-13,1.6134690455499405e-10,4.665564453008234e-15,1.7926106800285037e-23,1.3659251230865918e-22,4.789002534713646e-11,3.1452548762706997e-18,1.637328131236864e-12,8.568447777685458e-22,4.960776277770871e-16,9.812919538735867e-18,4.645896360426129e-17,2.8704571790137602e-21,9.293380912736295e-23,2.4178543300457613e-23,3.1028460601447616e-19,1.4242566372096875e-24,3.2895368073304084e-18,7.158626402377962e-32,3.76,0.0,0.5863727157141475,0.9990169438977349,6.037872887223794e-12,1.0729155431751948e-13,0.0001904711842946945,0.00019047134372459347,2.1498146366156965e-11,1.976394169568719e-14,0.0009830017451362967,1.5315395990066964e-14,1.3918922853785818e-15,4.710752054464352e-08,2.3450662953229088e-09,8.199715358182491e-10,3.0143752878404428e-09,7.724674416028107e-06,6.284404603201276e-14,8.32591474709082e-10,3.6269057525436977e-11,1.2273215305508369e-14,5.999650421581737e-12,1.7336696457773057e-10,1.8834245865756692e-19,1.572684931334308e-18,2.4491284686901334e-12,1.1436453817478068e-21,1.61456958483983e-10,2.655738150676864e-12
5.694848165475967e-09,0.728291138280465,4.1093343145697646e-09,9.164364697749259e-12,9.04904114107797e-10,6.045562050599421e-11,0.0,0.0,5.5700185463289e-08,2.8212747653135727e-13,1.3329365706906165e-13,3.656064850919535e-15,4.373832814047654e-19,1.3254664415700592e-27,1.55283095102e-19,4.937774292252378e-13,1.7428665187248386e-10,5.2467488214156406e-15,2.1223811173931828e-23,1.5866728824305433e-22,5.1884242734841865e-11,3.543133335272172e-18,1.6877405763330728e-12,1.0443710199636033e-21,5.55507843876825e-16,1.200367894058801e-17,5.2434934676007814e-17,3.479107384553188e-21,1.1298051270892937e-22,2.936908401663264e-23,3.6159433861291755e-19,1.7251417851797644e-24,3.859357346492345e-18,9.53356115770333e-32,3.76,0.0,0.5863647726900967,0.9990169413324608,6.8095162176279496e-12,1.207202030746847e-13,0.00019825416252248722,0.00019825433401520875,2.260928252015487e-11,2.1088240834892987e-14,0.000983002052738004,1.685855365414019e-14,1.530315038264621e-15,4.87885085166507e-08,2.5019544028830274e-09,9.141511325546318e-10,3.2548166574252673e-09,8.040282514700698e-06,6.821382855294401e-14,9.020235401369148e-10,3.8813561548391957e-11,1.3301030646551012e-14,6.42439661243976e-12,1.8663555777662326e-10,2.206852760867643e-19,1.7751487700163675e-18,2.565299357545867e-12,1.3792543595264467e-21,1.744104840271919e-10,2.80186842290325e-12
5.918451262172643e-09,0.7282922199471116,4.450917361628262e-09,1.0301790765844888e-11,9.775068426900299e-10,6.805025258276615e-11,0.0,0.0,5.7887177585113506e-08,3.0471239554924353e-13,1.495976473586179e-13,4.080699831765438e-15,5.100237069925244e-19,1.5068185735509452e-27,1.6978009421472212e-19,5.293333822762993e-13,1.8768483162730255e-10,5.873122066522978e-15,2.5047507337120675e-23,1.8352340289797026e-22,5.603840783302201e-11,3.972914990874731e-18,1.7370965221320151e-12,1.2631624303359752e-21,6.191931435056135e-16,1.45706705634591e-17,5.890647003514574e-17,4.1842872447827925e-21,1.3629680251252075e-22,3.539995521756163e-23,4.1880052314186114e-19,2.073868837193006e-24,4.50003533583218e-18,1.2559691541208358e-31,3.76,0.0,0.5863568297727842,0.9990169388958575,7.644324476106157e-12,1.3520268786589184e-13,0.00020603703509886054,0.00020603721904040754,2.3722221519149486e-11,2.2435097598840058e-14,0.0009830022287776897,1.8506634795537794e-14,1.677620305174659e-15,5.045244811373435e-08,2.6613095352310157e-09,1.0144944272047834e-09,3.5036444779373927e-09,8.355883554222437e-06,7.382061987039172e-14,9.742349586998102e-10,4.141263123156256e-11,1.437000187078961e-14,6.858637663848986e-12,2.0030104783197217e-10,2.570533647795633e-19,1.9947747725166128e-18,2.6828451355966058e-12,1.6520420344510332e-21,1.8782352386598397e-10,2.947941726084812e-12
6.142054358869319e-09,0.7282933016011852,4.806429245005889e-09,1.1530164810577912e-11,1.0529244571646103e-09,7.626341110910302e-11,0.0,0.0,6.007418818258209e-08,3.281665678369942e-13,1.6717816598756222e-13,4.535251344051609e-15,5.913464941342276e-19,1.7058493578259116e-27,1.850665004151455e-19,5.658440794488544e-13,2.0153720269373747e-10,6.546204461955352e-15,2.9470333547274084e-23,2.1142830085250417e-22,6.035251893437264e-11,4.4357830962989914e-18,1.7854191206351498e-12,1.516924054112978e-21,6.872370944745236e-16,1.7560549654160934e-17,6.58939095915964e-17,4.99644724455117e-21,1.6325582445632674e-22,4.236582170314924e-23,4.822984124402994e-19,2.4757348257723824e-24,5.217186261847111e-18,1.6381305955710642e-31,3.76,0.0,0.5863488869621815,0.9990169365310454,8.544794507638663e-12,1.5077549908778565e-13,0.0002138198020283323,0.00021381999880173521,2.4836654070343254e-11,2.3803205675366165e-14,0.0009830023301312274,2.026467385518758e-14,1.8342019255470748e-15,5.209955764742212e-08,2.8229448552545963e-09,1.1210958720603977e-09,3.760773809334668e-09,8.671477534660797e-06,7.96671273426099e-14,1.0492256205185418e-09,4.406393985726928e-11,1.5480128297126956e-14,7.301998114179724e-12,2.143543594153865e-10,2.977793429946609e-19,2.2323750472280312e-18,2.8017776804833476e-12,1.9662605850986263e-21,2.0169187439810464e-10,3.0938216550599716e-12
6.365657455565995e-09,0.7282943832426865,5.175846893257351e-09,1.285294110485988e-11,1.1311585652724e-09,8.511978203401344e-11,0.0,0.0,6.226121796074221e-08,3.5248996794300744e-13,1.8608311757513517e-13,5.020501667946141e-15,6.820154469677579e-19,1.9237156749022927e-27,2.0115862861714484e-19,6.032848623005818e-13,2.15839564862414e-10,7.267499312155424e-15,3.457368795744402e-23,2.426677324951813e-22,6.48265743316956e-11,4.932915862222692e-18,1.832731014297525e-12,1.8096332866614885e-21,7.597394537474056e-16,2.1023673253706017e-17,7.341765737470252e-17,5.926658284690452e-21,1.9425602078688116e-22,5.036757754482092e-23,5.524906864955877e-19,2.9363858902157746e-24,6.016635602786829e-18,2.116771833916482e-31,3.76,0.0,0.5863409442582593,0.999016934208139,9.513424596310554e-12,1.6747478775069505e-13,0.00022160246331524625,0.00022160267330073678,2.59523235962756e-11,2.5191333961360123e-14,0.0009830023866792426,2.2137891058879195e-14,2.000474294573922e-15,5.3730052537390566e-08,2.9866821615457706e-09,1.234042873675407e-09,4.026120798990576e-09,8.98706445608338e-06,8.575617069960011e-14,1.126995415714267e-09,4.6765264595727344e-11,1.6631409264261246e-14,7.754119040545418e-12,2.2878655369717213e-10,3.432119061527224e-19,2.4887810163048245e-18,2.9221087362014384e-12,2.3264865946004652e-21,2.1601137259270198e-10,3.239386752555754e-12
6.5892605522626705e-09,0.728295464871615,5.5591415590546804e-09,1.4273553560159367e-11,1.2122107794093983e-09,9.464400434310387e-11,0.0,0.0,6.444826759046473e-08,3.776825706806162e-13,2.063603876144795e-13,5.537212838173837e-15,7.827185501050587e-19,2.161626505124769e-27,2.18072736928386e-19,6.416316239791974e-13,2.3058775879174736e-10,8.038493175383907e-15,4.0447859811978074e-23,2.775463989613595e-22,6.946057231789556e-11,5.465486478241834e-18,1.879054347252927e-12,2.14554822505742e-21,8.36796260616097e-16,2.501423506988353e-17,8.14981805945182e-17,6.986615832328097e-21,2.297216833366048e-22,5.951246158501478e-23,6.297870174526603e-19,3.461825719486632e-24,6.9044183898732876e-18,2.711649932318017e-31,3.76,0.0,0.5863330016609885,0.9990169319085209,1.0552714470293532e-11,1.853363687710279e-13,0.0002293850189637865,0.00022938524253895656,2.706901716874887e-11,2.6598322290978808e-14,0.0009830024170350623,2.4131691309594876e-14,2.1768731044996212e-15,5.534414535678868e-08,3.152351525943217e-09,1.353416116627359e-09,4.299602667306657e-09,9.302644318557916e-06,9.20906815821236e-14,1.207544234409862e-09,4.9514481870762065e-11,1.782384412275832e-14,8.214657373042722e-12,2.4358882724129413e-10,3.9371628497480597e-19,2.764844202264247e-18,3.0438499124951166e-12,2.7376359486583094e-21,2.307778959450451e-10,3.384529041830709e-12
6.812863648959346e-09,0.7282965464879693,5.956279130145014e-09,1.5795414296320654e-11,1.2960827150300214e-09,1.0486066025634674e-10,0.0,0.0,6.663533770988354e-08,4.0374435111493954e-13,2.280578428692192e-13,6.0861270971743364e-15,8.941679383914625e-19,2.4208449433560316e-27,2.3582502949154323e-19,6.808607970944459e-13,2.4577766594225704e-10,8.860656083994446e-15,4.719268188860495e-23,3.163885874318516e-22,7.425451118597705e-11,6.034663134240098e-18,1.924410776290832e-12,2.529215897240657e-21,9.184999279780975e-16,2.9590398900690225e-17,9.015600864615399e-17,8.188643191533085e-21,2.7010348396434874e-22,6.991416631156643e-23,7.146036476282752e-19,4.058423868991334e-24,7.886778768820293e-18,3.4456994989730736e-31,3.76,0.0,0.5863250591703402,0.9990169296199005,1.1665165305363432e-11,2.043957242589328e-13,0.00023716746897798968,0.00023716770651793846,2.8186558032574455e-11,2.802307739653689e-14,0.0009830024334850187,2.6251663033562105e-14,2.3638560807257643e-15,5.6942045876476844e-08,3.319790945976155e-09,1.4792898736569032e-09,4.581137693550376e-09,9.61821712215225e-06,9.86737030399659e-14,1.2908719667305459e-09,5.2309562933036625e-11,1.90574322314819e-14,8.683285236040044e-12,2.587525108742082e-10,4.496747137837394e-19,3.0614369884279665e-18,3.1670126844176708e-12,3.2049791800425693e-21,2.4598736241410286e-10,3.5291527027140585e-12
