Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67)
0.007737658406273858,0.47318398750114343,2.5219637573783677e-09,1.7935666443612242e-10,1.4014362889882306e-08,1.2839119193998618e-05,0.0,0.0,7.021862526713935e-05,1.581577058625747e-05,3.888899885655895e-05,1.1777444335559344e-08,1.0925054882822599e-13,3.428787249785547e-30,5.270441993773803e-22,8.560183521035645e-15,2.669359102026632e-08,1.5654003865808108e-07,1.755722629054182e-15,2.188789458408082e-19,5.3487280453713454e-08,3.813260149830952e-17,1.2657402123523755e-16,4.3467790434111664e-10,7.198846042958784e-12,5.874052277726034e-08,2.995255700017466e-16,1.7384922315779278e-11,2.6918598351971064e-11,4.989321601676264e-16,1.3999284195242033e-14,3.699454459580642e-17,1.168588455024555e-12,7.046251610751802e-11,3.76,0.0,0.5765544262425378,0.999806993972016,0.00010632021690480817,1.4713000584421321e-06,0.013320641297111782,0.01336120685251934,1.588569744147508e-13,4.43534907816346e-18,2.276491298242158e-05,1.3286819217068613e-11,6.825540076472199e-09,5.1634529327438345e-08,5.3946658550322474e-09,0.00011145620218234625,2.957839552953344e-05,2.9523603055853388e-08,1.0383247180419542e-11,2.2356681887443514e-05,1.2974083966342824e-09,1.5020455237549073e-10,1.8605860897345683e-09,2.5052019078816633e-10,3.533690744256868e-13,2.5967607274784063e-12,9.895380393180994e-10,2.3481456159210674e-11,8.401343896370084e-08,1.2102311625380886e-09,1.2934840379036815e-09,1.4037023221840713e-07,1.8227375362689186e-17,2.0898908957968427e-08,8.05110035419906e-10,8.947930461959451e-12,5.110812845578744e-18,6.20704916579795e-17,1.9251688861805702e-18,7.124720430584431e-12,3.2270042375388476e-19,2.4556967023141312e-15,6.012451561788545e-18,1.175852302824763e-10,1.5396455559760738e-19,3.5182699937305395e-18,2.0948083030782122e-14,3.9379030216667916e-07,1.5021976552568973e-16,2.683419105086537e-08,4.78545685168928e-13,2.4478200630382974e-14,4.298469100662196e-20,1.8594525230348227e-07,1.0798846275346584e-18,2.266543238344627e-08
0.007883626140463493,0.4732062105983413,2.5787138554037642e-09,1.8536874357373026e-10,1.439420246435563e-08,1.3317047347969744e-05,0.0,0.0,7.144903603242441e-05,1.641757581925681e-05,4.002322287652101e-05,1.262123767712431e-08,1.17742501420131e-13,2.9666785685669485e-30,5.671054235441858e-22,9.013673329692982e-15,2.7860374817120954e-08,1.6719041573986946e-07,1.913384324253927e-15,2.3372656038931876e-19,5.551727058341539e-08,3.958188023070401e-17,1.3438629911940337e-16,4.680107293431925e-10,7.642862300087967e-12,6.273292486804738e-08,3.138608227838434e-16,1.8715656608951446e-11,2.966322648017811e-11,5.448962133816758e-16,1.492678689173539e-14,4.00446258000691e-17,1.222711680664326e-12,7.464934827035528e-11,3.76,0.0,0.5763004637090772,0.9998025594640549,0.00011018280995909334,1.5542032788618208e-06,0.013568866114405257,0.013610664985394868,1.6181721244902484e-13,4.518001988163816e-18,2.2764812011749217e-05,1.3881448514958486e-11,7.132785036833491e-09,5.292483404088607e-08,5.530284388347738e-09,0.00011542163976028372,3.061523909906741e-05,2.958304156477004e-08,1.0819334299399425e-11,2.2512226954627516e-05,1.3449166843734944e-09,1.595456327157378e-10,1.929011752063472e-09,2.617376528794541e-10,3.754285417314463e-13,2.754982664824914e-12,1.031729337607532e-09,2.4948518158167476e-11,8.537842558593632e-08,1.240410388699554e-09,1.3629948482980399e-09,1.4810065936650397e-07,1.926031989254162e-17,2.1791101599106217e-08,8.39438192243151e-10,9.506517914413759e-12,5.429860010319629e-18,6.791962690501269e-17,2.054573714344084e-18,7.453777607330493e-12,3.4284514331868844e-19,2.603971855360751e-15,6.3306720146882144e-18,1.228647389185787e-10,1.6211339272276926e-19,3.707434547141077e-18,2.1682393984916008e-14,4.1927613592556787e-07,1.5834621567697384e-16,2.790125523736354e-08,5.060224297878301e-13,2.5876235895886947e-14,4.5251527494738566e-20,1.8955497980279023e-07,1.1173317096289794e-18,2.3525200652286968e-08
0.008029593874653128,0.47322843028789474,2.6359897055475997e-09,1.915192035351344e-10,1.4781026670737257e-08,1.3805442037391819e-05,0.0,0.0,7.267874346042517e-05,1.7030084790084535e-05,4.116758784330807e-05,1.351405440368373e-08,1.2680275541910339e-13,3.466882877159582e-30,6.096509739394874e-22,9.484829892453637e-15,2.9063054203683956e-08,1.784249645386338e-07,2.082747234358723e-15,2.493477456107621e-19,5.7584794561209405e-08,4.10580774694105e-17,1.4259279678697131e-16,5.03395461296067e-10,8.107635112339879e-12,6.693410866852096e-08,3.2864453549535606e-16,2.0131605107616997e-11,3.26512501958336e-11,5.945056363312282e-16,1.590327296052005e-14,4.329669711594062e-17,1.2786166586034732e-12,7.902598495256149e-11,3.76,0.0,0.576046485595078,0.9997980574472459,0.00011414874487786293,1.640698307017778e-06,0.013816974519984086,0.013860021343269155,1.6477606220007196e-13,4.600616249527457e-18,2.2764709503947877e-05,1.4494447950108579e-11,7.44959622633494e-09,5.4236418060163186e-08,5.66817234995874e-09,0.00011948562452896676,3.167702225323315e-05,2.964462030446245e-08,1.1267201662347744e-11,2.266676424873922e-05,1.393280255687915e-09,1.6933827525521208e-10,1.998662491656635e-09,2.73358642217789e-10,3.986334355134275e-13,2.9211331379010423e-12,1.0752978282140631e-09,2.6491825258726748e-11,8.674498423935339e-08,1.2710851535787902e-09,1.4351810110945733e-09,1.5610799583467566e-07,2.0338479234162913e-17,2.2707664344273255e-08,8.747015282061996e-10,1.009410191673612e-11,5.765468931103643e-18,7.425715079984094e-17,2.191530193668019e-18,7.794441103455718e-12,3.6403556865135184e-19,2.7595797260967606e-15,6.661268781845905e-18,1.2833433352657152e-10,1.705791554646021e-19,3.9038829169695504e-18,2.2434367613649788e-14,4.4605748238858567e-07,1.6680085686796184e-16,2.900170021942085e-08,5.348936199065906e-13,2.7344835895709616e-14,4.7605863834881866e-20,1.9317406185794738e-07,1.1554722853955232e-18,2.4406094548435146e-08
0.008175561608842762,0.47325064665800315,2.6937921708617783e-09,1.9781007778025877e-10,1.5174855540805588e-08,1.4304392135775971e-05,0.0,0.0,7.390786773160723e-05,1.7653309138085602e-05,4.232213387164712e-05,1.445817690955534e-08,1.3646294436394388e-13,4.600194170731639e-30,6.5480067106087625e-22,9.974130940691497e-15,3.0302213939071786e-08,1.9026807480301206e-07,2.264515912863252e-15,2.65771475985314e-19,5.968983700831255e-08,4.25611874178457e-17,1.5120931673549125e-16,5.409285995627076e-10,8.593832844393958e-12,7.135206979605316e-08,3.4388469774966695e-16,2.1637385559823297e-11,3.590090789831999e-11,6.480033231682196e-16,1.6930734447756122e-14,4.6761175916066105e-17,1.336337298997389e-12,8.359845280171511e-11,3.76,0.0,0.5757924898672813,0.9997934866667434,0.00011821987576911233,1.730894331742859e-06,0.014064966286473682,0.01410927588508881,1.677335209563084e-13,4.6831917909362885e-18,2.2764605430444088e-05,1.5126141318795627e-11,7.77614485218001e-09,5.556934692585368e-08,5.808338402486338e-09,0.0001236497644603363,3.276411734515668e-05,2.9708375625909743e-08,1.1727021529831284e-11,2.2820551638018906e-05,1.442501344815553e-09,1.7959901071206219e-10,2.0695409800703526e-09,2.853940561180665e-10,4.230313645651514e-13,3.095526515430988e-12,1.1202794206540007e-09,2.8114549885494015e-11,8.811380804022503e-08,1.3022569094903665e-09,1.5101104687056628e-09,1.6439816643237854e-07,2.1463398546561283e-17,2.3648949994862698e-08,9.109134807971439e-10,1.0711886777549814e-11,6.118327459193697e-18,8.111865441897704e-17,2.336420245144277e-18,8.147079929543626e-12,3.863151302435153e-19,2.9228090104803844e-15,7.004575438480067e-18,1.3399914150140454e-10,1.7937038592323967e-19,4.10780015214683e-18,2.3204267625064534e-14,4.741838919196562e-07,1.7559325302687292e-16,3.0136392254970687e-08,5.652212523304459e-13,2.8887129280993305e-14,5.0050020288041256e-20,1.9680294320424516e-07,1.194321742640657e-18,2.530844226088756e-08
0.008321529343032397,0.4732728597980794,2.752122277177695e-09,2.042434232141495e-10,1.5575711269646745e-08,1.4813986551675634e-05,0.0,0.0,7.51365254746188e-05,1.8287263838427603e-05,4.3486914625212986e-05,1.5455972604483234e-08,1.4675609749457016e-13,4.001600668710004e-30,7.026863465867023e-22,1.0482063450274204e-14,3.1578441587896834e-08,2.0274482596729212e-07,2.4594288281886026e-15,2.8302744286340077e-19,6.183238250534063e-08,4.4091204307312694e-17,1.6025214775609925e-16,5.807098189678299e-10,9.102136262526301e-12,7.599501387277341e-08,3.5958938796414397e-16,2.3237824480598184e-11,3.943154530346308e-11,7.056455128210693e-16,1.801122476911608e-14,5.0448887219924194e-17,1.3959078064082623e-12,8.837288324086942e-11,3.76,0.0,0.5755384744869818,0.9997888458617255,0.00012239806120857962,1.8249022882951494e-06,0.014312841181577501,0.01435842858126184,1.706895859474534e-13,4.765728539576165e-18,2.2764499762530615e-05,1.5776855219840748e-11,8.112603680252291e-09,5.692369242496408e-08,5.950791888297104e-09,0.00012791567262837892,3.387689641166527e-05,2.977434420142388e-08,1.2198967849554178e-11,2.29738387504068e-05,1.492582265382806e-09,1.9034480566461332e-10,2.1416500056092895e-09,2.978550085348265e-10,4.4867144946732863e-13,3.2784864822755035e-12,1.1667108602755567e-09,2.981996551621685e-11,8.948555996308033e-08,1.3339272545434123e-09,1.5878521150586896e-09,1.7297724976211668e-07,2.2636663622358866e-17,2.461531471795462e-08,9.480876138410135e-10,1.136111505886969e-11,6.4891452939160124e-18,8.854194674268429e-17,2.4896426760363994e-18,8.5120743421324e-12,4.0972863802125787e-19,3.0939571869426966e-15,7.360931772118846e-18,1.398643918045555e-10,1.884957852544669e-19,4.319373894042591e-18,2.399235750325399e-14,5.037062697383729e-07,1.8473314762367566e-16,3.1306215266814275e-08,5.970696341840663e-13,3.050636065791796e-14,5.258635864666244e-20,2.0044208125038844e-07,1.2338959472593224e-18,2.623256963199897e-08
0.008467497077222032,0.473295069798745,2.810981191157136e-09,2.1082132198245625e-10,1.5983618169959543e-08,1.5334314255661664e-05,0.0,0.0,7.636482992951715e-05,1.893196711023535e-05,4.466199694757259e-05,1.65098964937645e-08,1.577166801919231e-13,4.407107470520673e-30,7.534387332486978e-22,1.1009120175171219e-14,3.289232781149154e-08,2.1588099854245704e-07,2.668259534519739e-15,3.0114604180799634e-19,6.40124155916175e-08,4.564812239818376e-17,1.6973805267215526e-16,6.228420357781383e-10,9.63323862421771e-12,8.087136013841198e-08,3.7576677967442717e-16,2.4937964441527566e-11,4.326366709102084e-11,7.677024035987925e-16,1.9146859851522664e-14,5.437107426964061e-17,1.4573626997113201e-12,9.335551311072054e-11,3.76,0.0,0.5752844374094456,0.9997841337649858,0.00012668516481655645,1.9228348668756013e-06,0.014560598968036156,0.014607479413275034,1.736442543440434e-13,4.848226421073814e-18,2.2764392471355112e-05,1.6446919094134337e-11,8.459147112718667e-09,5.829953242014636e-08,6.095542813235484e-09,0.00013228496767070342,3.5015731269931025e-05,2.984256303949725e-08,1.26832163720842e-11,2.312686739145393e-05,1.5435254482880376e-09,2.0159307009311872e-10,2.2149925263850937e-09,3.1075283728930625e-10,4.756043691332282e-13,3.4703463093026448e-12,1.2146297528774506e-09,3.1611449513153756e-11,9.086087200887388e-08,1.3660979284649788e-09,1.668475799861224e-09,1.8185148224703208e-07,2.3859901587003582e-17,2.560711815662848e-08,9.86237621668081e-10,1.204306863799393e-11,6.878654590095802e-18,9.65671619221451e-17,2.651613821828277e-18,8.889816157789387e-12,4.343223197496768e-19,3.2733305687135357e-15,7.730682034827672e-18,1.4593541791058813e-10,1.9796416859890803e-19,4.538794388044646e-18,2.479890057677182e-14,5.346768994983392e-07,1.9423046952631268e-16,3.251207131828731e-08,6.305053927029099e-13,3.220589170747515e-14,5.521726757174617e-20,2.040919464147628e-07,1.2742111178216156e-18,2.7178800072762884e-08
0.008613464811411667,0.4733172767518204,2.870370251590782e-09,2.1754588295685557e-10,1.6398602618755307e-08,1.586546431010127e-05,0.0,0.0,7.759289110890621e-05,1.958744032719021e-05,4.584746051312379e-05,1.7622493826218187e-08,1.693806535704749e-13,6.0897942861582946e-30,8.0718983811670285e-22,1.1555805471510738e-14,3.424446656257587e-08,2.2970308579817854e-07,2.891818154795985e-15,3.2015844549020793e-19,6.622992076448075e-08,4.723193598134707e-17,1.7968433699356838e-16,6.674314747712385e-10,1.0187847811228459e-11,8.598974520516617e-08,3.9242513925458634e-16,2.674307156995458e-11,4.741899045520375e-11,8.344589683669313e-16,2.0339823380684802e-14,5.853941435693333e-17,1.5207368398850465e-12,9.855268533625112e-11,3.76,0.0,0.5750303765833372,0.9997793491025306,0.00013108305582058835,2.024806521699208e-06,0.014808239403585052,0.014856428373330744,1.7659752325692238e-13,4.930685359527932e-18,2.2764283527907574e-05,1.7136665817169914e-11,8.815951290924714e-09,5.969695075124764e-08,6.242601837522332e-09,0.0001367592742422171,3.618099361171318e-05,2.991306950062019e-08,1.3179944849070366e-11,2.3279871943924126e-05,1.595333399572558e-09,2.1336166521748708e-10,2.2895716111446984e-09,3.240991063461428e-10,5.038824049681442e-13,3.6714490811262425e-12,1.2640745900119883e-09,3.349248600925889e-11,9.224034466048489e-08,1.3987708102379852e-09,1.7520523331134173e-09,1.9102726192188716e-07,2.5134781631863066e-17,2.66247235306445e-08,1.0253773328427566e-09,1.2759069776357146e-11,7.287610568607034e-18,1.0523693597831917e-16,2.82276856476415e-18,9.28070908362256e-12,4.601438595862387e-19,3.461244885867944e-15,8.114178307383694e-18,1.522176587475225e-10,2.0778455197826207e-19,4.766254495806147e-18,2.5624160085376486e-14,5.671494670784343e-07,2.0409533383728478e-16,3.375488109383581e-08,6.655976682341681e-13,3.3989210614660234e-14,5.794519130181892e-20,2.0775302247199246e-07,1.3152837322684461e-18,2.814745448936282e-08
0.008759432545601301,0.47333948075032634,2.9302908982393404e-09,2.2441923801968444e-10,1.6820692997459662e-08,1.6407525891379645e-05,0.0,0.0,7.88208159543484e-05,2.0253707931184056e-05,4.704339749725179e-05,1.8796402805273552e-08,1.8178552078392072e-13,5.3763013636440044e-30,8.640899274655826e-22,1.212263402448295e-14,3.5635455180992767e-08,2.442383055160195e-07,3.130952793993806e-15,3.4009658579577856e-19,6.848488247857625e-08,4.8842639378741205e-17,1.9010883152542384e-16,7.14587736902497e-10,1.0766684605749111e-11,9.135902677865001e-08,4.095728322102171e-16,2.8658643047297295e-11,5.192050032634765e-11,9.062154490401419e-16,2.1592365513663506e-14,6.296603040662385e-17,1.5860654141682546e-12,1.0397084962623117e-10,3.76,0.0,0.5747762899501693,0.9997744905931848,0.00013559360960317118,2.1309334807065984e-06,0.01505576224091068,0.015105275464002123,1.7954938973672195e-13,5.013105277526731e-18,2.2764172903017253e-05,1.7846431381007645e-11,9.183194089441545e-09,6.111603693516461e-08,6.391980244138302e-09,0.00014134022345178797,3.737305509263147e-05,2.9985901301557414e-08,1.3689332843350283e-11,2.34330797498876e-05,1.648008699576223e-09,2.2566891126597481e-10,2.3653904324025807e-09,3.379056031286417e-10,5.335594646872426e-13,3.8821478393335984e-12,1.3150847748465078e-09,3.546666800812369e-11,9.362454658632184e-08,1.4319479111545975e-09,1.8386534898573834e-09,2.0051115201388505e-07,2.6463015730419826e-17,2.7668497729075698e-08,1.0655207137991805e-09,1.3510481939575055e-11,7.716791983243536e-18,1.14596490902247e-16,3.003560808556796e-18,9.685169058352874e-12,4.872424274751671e-19,3.65802533746763e-15,8.511779437795586e-18,1.5871665810023247e-10,2.1796612471486e-19,5.001949708210595e-18,2.6468399243254595e-14,6.011790845989605e-07,2.1433804061479064e-16,3.503558438281153e-08,7.024181432328834e-13,3.5859932869185743e-14,6.07726195752435e-20,2.1142580690829004e-07,1.3571306506419012e-18,2.9138851220012695e-08
0.008905400279790936,0.4733616818884701,2.9907447996021078e-09,2.31443549510212e-10,1.7249919672453352e-08,1.6960588324622323e-05,0.0,0.0,8.00487084905685e-05,2.093079734911246e-05,4.824991226468664e-05,2.0034357359285827e-08,1.9497036464186819e-13,5.532830784025825e-30,9.242850941854621e-22,1.2710124482061732e-14,3.706589459086662e-08,2.5951461194612757e-07,3.3865507402610274e-15,3.609931114630128e-19,7.077728514515739e-08,5.048022694454186e-17,2.0102985897414761e-16,7.644238693012578e-10,1.1370482458023609e-11,9.698828727318224e-08,4.27218311682765e-16,3.0690415001688146e-11,5.6792506487325727e-11,9.832880550708715e-16,2.2906803282090814e-14,6.766350129916553e-17,1.6533839529794763e-12,1.0961656320678819e-10,3.76,0.0,0.5745221754437495,0.9997695569482,0.0001402187082378734,2.2413337557222135e-06,0.015303167227605625,0.015354020697905821,1.824998507733297e-13,5.095486096036209e-18,2.2764060567342036e-05,1.8576554772619498e-11,9.561055135965836e-09,6.255688642441036e-08,6.5436899660378155e-09,0.0001460294533011003,3.859228742182877e-05,3.006109652015786e-08,1.4211561788771085e-11,2.3586711476038824e-05,1.701554027484929e-09,2.385335950256285e-10,2.44245231398702e-09,3.521843472996434e-10,5.646911313858221e-13,4.1028058471885246e-12,1.3677006486819104e-09,3.7537700188128864e-11,9.501401460458953e-08,1.4656313807796638e-09,1.928352015085547e-09,2.1030988432960809e-07,2.784635933670362e-17,2.8738811382335743e-08,1.106681871535388e-09,1.4298710847281695e-11,8.167001721883982e-18,1.2469373663287103e-16,3.194464073205446e-18,1.0103624600880134e-11,5.156687171902156e-19,3.864006487356451e-15,8.923847757841135e-18,1.6543806816316098e-10,2.2851816477555614e-19,5.246078158727376e-18,2.7331881302524207e-14,6.368223146729998e-07,2.2496908195754527e-16,3.635514057049626e-08,7.410409882741361e-13,3.782179961083029e-14,6.370206027713209e-20,2.1511081128518792e-07,1.399768994320676e-18,3.0153305980383435e-08
0.00905136801398057,0.4733838802616606,3.051733593080497e-09,2.386210020679199e-10,1.7686314910513462e-08,1.752474109187442e-05,0.0,0.0,8.127666996939673e-05,2.1618738913408327e-05,4.946712107572958e-05,2.1339190010290915e-08,2.0897592343509742e-13,7.958068093357723e-30,9.87919036670866e-22,1.3318810408731687e-14,3.853638966424167e-08,2.755607080316247e-07,3.659540170369826e-15,3.8288153736905375e-19,7.310711313135205e-08,5.214469306690731e-17,2.1246635370174873e-16,8.170564358052587e-10,1.1999990705417186e-11,1.0288683810970565e-07,4.453701545052963e-16,3.284437054690744e-11,6.206070267705992e-11,1.066009936234283e-15,2.4285527941954763e-14,7.264488013080451e-17,1.722728381851872e-12,1.1549649159649899e-10,3.76,0.0,0.5742680309896726,0.9997645468708782,0.00014496024100800348,2.3561271533401463e-06,0.01555045410612038,0.015602664097392274,1.8544890329530755e-13,5.17782773447919e-18,2.2763946491354363e-05,1.9327378995215027e-11,9.949716045272705e-09,6.40195997031806e-08,6.69774349650193e-09,0.00015082860908818046,3.983906244150844e-05,3.01386936309652e-08,1.4746815448835765e-11,2.3740981463885776e-05,1.7559721785092246e-09,2.5197497881216866e-10,2.52076073080505e-09,3.669475946171811e-10,5.973347249711768e-13,4.33379694309253e-12,1.4219635181338684e-09,3.970940273152464e-11,9.640925382642682e-08,1.4998234854211948e-09,2.021221629158562e-09,2.2043036249161992e-07,2.928661222735716e-17,2.9836039027876575e-08,1.148875059794332e-09,1.5125205877754666e-11,8.639067609446234e-18,1.3557951635582652e-16,3.395972914659255e-18,1.0536517195401836e-11,5.454749970710489e-19,4.079533237466499e-15,9.350755688691207e-18,1.7238765096470305e-10,2.3945020911910853e-19,5.498840638054006e-18,2.8214869609566583e-14,6.741371949019e-07,2.359991438385633e-16,3.771452912962649e-08,7.815432256851422e-13,3.987869559238105e-14,6.673609418039775e-20,2.1880856161860156e-07,1.4432160221093576e-18,3.119113181596467e-08
0.009197335748170206,0.4734060759664706,3.1132593974730446e-09,2.459538170438659e-10,1.812991289646347e-08,1.8100073891393807e-05,0.0,0.0,8.250479901960864e-05,2.2317565785698626e-05,5.069515180864825e-05,2.2713834759633157e-08,2.2384462715308518e-13,7.202169820954159e-30,1.055164058814892e-21,1.3949233730030525e-14,4.0047548891317375e-08,2.924060578257999e-07,3.950891724529371e-15,4.057961244203501e-19,7.547435075947543e-08,5.383603216847699e-17,2.244377925270465e-16,8.72605588736888e-10,1.2655972498392772e-11,1.0906422295645609e-07,4.640369912121032e-16,3.51267479963966e-11,6.775222771039437e-11,1.1547317583259285e-15,2.573100340301993e-14,7.792370839275714e-17,1.794134959654459e-12,1.2161740936061222e-10,3.76,0.0,0.574013854504759,0.9997594590561873,0.00014982010492198763,2.4754352858542857e-06,0.015797622613717737,0.015851205694251025,1.8839654416934908e-13,5.26013011071791e-18,2.2763830645339955e-05,2.009925015201956e-11,1.0349360177713499e-08,6.550428362449325e-08,6.85415402174904e-09,0.00015573934385227975,4.1113752217805796e-05,3.021873147328686e-08,1.5295279271909722e-11,2.3896098062979526e-05,1.8112659219354946e-09,2.660128072446187e-10,2.6003191505916485e-09,3.82207832223225e-10,6.31549300568233e-13,4.575505471002758e-12,1.4779156832148306e-09,4.198571235054803e-11,9.781073807538742e-08,1.5345266402097387e-09,2.117337032895215e-09,2.3087966501022172e-07,3.0785619123138434e-17,3.096055906142877e-08,1.1921146772335897e-09,1.599146050286984e-11,9.133842652821111e-18,1.4730768645362617e-16,3.6086033073136095e-18,1.0984301648832597e-11,5.767151252941418e-19,4.304960429613352e-15,9.792880697121705e-18,1.795712772312805e-10,2.5077192393278735e-19,5.760440608133854e-18,2.9117627669379096e-14,7.131832626263806e-07,2.474391027170259e-16,3.911475012647933e-08,8.240045328890204e-13,4.2034637955486217e-14,6.987733500306256e-20,2.2251959875834376e-07,1.4874892976662987e-18,3.2252639061085454e-08
0.00934330348235984,0.47342826910070596,3.175323756680261e-09,2.534442224633888e-10,1.8580749577225e-08,1.868667659142361e-05,0.0,0.0,8.373319176903086e-05,2.3027313885447197e-05,5.1934143699428056e-05,2.416133013275761e-08,2.3962065860179037e-13,6.870194094926404e-30,1.1261832409672773e-21,1.4601944195422463e-14,4.159998532320467e-08,3.100808987903515e-07,4.26161972891669e-15,4.297719687389778e-19,7.787898230623033e-08,5.555423870741347e-17,2.36964205111495e-16,9.311951418177172e-10,1.3339202876264666e-11,1.1553022274455203e-07,4.832276476709593e-16,3.7544048967317136e-11,7.389572807746705e-11,1.2498222645159613e-15,2.7245763542976662e-14,8.351402060898561e-17,1.867640353505105e-12,1.27986201004688e-10,3.76,0.0,0.5737596438966392,0.9997542921904118,0.00015480020519921525,2.5993815836564144e-06,0.01604467248241868,0.016099645529433264,1.9134277019964152e-13,5.342393140999843e-18,2.2763712999389275e-05,2.0892518040076278e-11,1.0760173055682158e-08,6.701104845477267e-08,7.0129351249335345e-09,0.00016076331870778455,4.241672910028698e-05,3.030124932083839e-08,1.5857141080613014e-11,2.4052263952860528e-05,1.8674382973356676e-09,2.8066731771008047e-10,2.6811313684724827e-09,3.979777878222116e-10,6.673957379900899e-13,4.828326929078037e-12,1.5356004655541126e-09,4.43706871985597e-11,9.921891031852536e-08,1.5697433385229106e-09,2.21677391386205e-09,2.41665048290175e-07,3.234527065492446e-17,3.21127540717827e-08,1.2364152804196749e-09,1.6899014143405605e-11,9.65220610424089e-18,1.5993517942983803e-16,3.8328931252785244e-18,1.1447446527215346e-11,6.094446172184199e-19,4.540653326168189e-15,1.025060687841743e-17,1.8699493006341622e-10,2.6249314434423593e-19,6.031084219093149e-18,3.004041918771872e-14,7.54021579943545e-07,2.5930003469790733e-16,4.055682471403088e-08,8.685075120419336e-13,4.429379198423891e-14,7.312843552438142e-20,2.2624447879260945e-07,1.532606622028333e-18,3.3338135303315124e-08
0.009489271216549475,0.47345045976326466,3.237929827405307e-09,2.6109452427041757e-10,1.90388628832252e-08,1.9284639400110492e-05,0.0,0.0,8.496194200496953e-05,2.3748021819890472e-05,5.318424709439789e-05,2.5684822137753015e-08,2.5634999053618124e-13,1.0222234399261558e-29,1.201130677649803e-21,1.5277497300246117e-14,4.3194315417768575e-08,3.286162550851599e-07,4.592784079286437e-15,4.548449032661001e-19,8.032099200211509e-08,5.729930717969026e-17,2.50066214152327e-16,9.929526475625361e-10,1.4050475715567188e-11,1.222948576838228e-07,5.029508651294638e-16,4.0103047920703996e-11,8.052142392794093e-11,1.3516699274326874e-15,2.883242583640802e-14,8.943037504467412e-17,1.9432815975794808e-12,1.3460986168960027e-10,3.76,0.0,0.5735053970630717,0.999749044950752,0.00015990245578083542,2.728091306079547e-06,0.016291603438959468,0.01634798365278603,1.942875781273452e-13,5.4246167398308044e-18,2.2763593523379796e-05,2.1707535831817002e-11,1.1182341803998707e-08,6.85400136412859e-08,7.174101368581856e-09,0.00016590220337927737,4.374836583756974e-05,3.0386286783530116e-08,1.64325904415737e-11,2.420967644529752e-05,1.924492120125913e-09,2.959592445954322e-10,2.763200985793111e-09,4.142704380556121e-10,7.049367482406115e-13,5.092667667027748e-12,1.5950622385292643e-09,4.686850725342794e-11,1.0063418359525352e-07,1.6054762891013466e-09,2.319608951024386e-09,2.527939494450931e-07,3.3967503772041797e-17,3.3293010462029284e-08,1.2817915686357376e-09,1.7849452222078396e-11,1.0195063490824584e-17,1.735223729263599e-16,4.069404012378967e-18,1.1926434487255124e-11,6.437206472092892e-19,4.786987470537758e-15,1.0724321950693581e-17,1.946647079695835e-10,2.7462379897895408e-19,6.3109803221416185e-18,3.098350815298483e-14,7.967147589946304e-07,2.7159321734674666e-16,4.2041795669714075e-08,9.15137441328734e-13,4.6660457323013985e-14,7.649207509809135e-20,2.299837734365095e-07,1.5785857838828509e-18,3.444792535125091e-08
