Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67)
1.506974565318777e-08,0.4719993393057269,2.3820643853112103e-15,1.725246807961186e-18,2.2446457279219184e-13,1.6046446678832722e-17,0.0,0.0,1.69411972216773e-11,4.803217625245824e-18,3.750283342042526e-19,6.078586059558049e-20,3.344608777713393e-27,5.810615438012301e-40,1.2710009099353706e-29,7.768724044732283e-20,1.0181999941758495e-16,1.6176602402462313e-21,3.2294553117040005e-35,9.428617504016824e-37,2.0422777166975137e-19,1.73740383054784e-29,1.0247353822318655e-19,1.4175827134253106e-27,1.27441601280395e-23,1.7342743387206167e-27,3.009516838525389e-29,6.72732690886231e-29,8.109531426101612e-34,6.792333938467016e-36,1.8718018765292754e-27,4.301448356939333e-34,4.3863125895302224e-26,3.340496920287765e-30,3.76,0.0,0.5900483998917433,0.9999772311935765,2.132013878648406e-15,1.071033284470604e-20,2.6248719572888102e-08,2.6248719575732935e-08,2.1524744330433403e-19,1.546401302174096e-24,2.2768789198452784e-05,2.9083090005677907e-22,3.4259289132512364e-23,1.6784713292766075e-11,6.401765782236075e-14,1.6225702756154164e-15,1.7697424396132574e-14,1.1375976128275551e-10,3.273331993733052e-21,2.2656499083435863e-13,1.713039711302185e-18,1.1194596389924024e-22,1.4026590817128457e-19,9.241583812183307e-16,1.5023376122985843e-28,6.189214249412654e-27,2.579219414297011e-19,1.4978377855889624e-29,1.01831072105177e-16,5.804038767889299e-14,9.806897260771731e-25,1.1223130325994295e-28,2.3763195517019123e-29,1.9840112158355798e-22,2.2177744915176872e-25,2.2731099280837218e-32,3.1933208456801767e-37,2.1875153022385463e-40,5.244516387601501e-36,2.1128236513359354e-28,5.456581969166417e-38,4.656724036912021e-21,3.7446799463241292e-25,1.1448086824464163e-17,6.960480956642608e-26,2.0258061701898972e-36,1.3839736289709095e-19,2.909545703265885e-17,8.772755624783854e-28,3.4532091899757373e-19,7.659665570262688e-25,1.9590054725297874e-27,7.71483088331675e-34,7.219810335969856e-16,2.3047329630921882e-33,6.576672027959778e-23
1.8259034218861054e-08,0.4719993397968832,3.5078218958474803e-15,3.061095280483918e-18,3.2877860331009493e-13,2.838521620882337e-17,0.0,0.0,2.0531333869900914e-11,7.052458731576508e-18,6.663235030171092e-19,9.282879043568724e-20,7.150181065705496e-27,8.63388870299248e-40,1.6360340380637244e-29,9.084931655666153e-20,1.493168894916251e-16,2.569293297091302e-21,6.87993491055984e-35,2.2027897302961742e-36,2.9981859036522845e-19,3.029859517729534e-29,1.0740372795248629e-19,3.0458419598648376e-27,2.2532767257734883e-23,4.4048420477967915e-27,5.3292167424725e-29,1.444902970543854e-28,2.120103141168029e-33,1.77539765464415e-35,3.954036603218066e-27,1.0717651931869465e-33,9.446993087042311e-26,8.750703002913597e-30,3.76,0.0,0.5900483943209448,0.9999772311898812,3.7857707414859495e-15,1.9035131508594935e-20,3.1803872317566876e-08,3.180387232180749e-08,2.792866609104476e-19,2.2118261013373714e-24,2.2768789172381797e-05,4.370129455789425e-22,6.082279713382168e-23,2.0303883959409743e-11,9.338376893272279e-14,2.8720573984371826e-15,2.5954612799576336e-14,1.3777714177183317e-10,4.752067003550024e-21,3.325172321788826e-13,2.5011410225873223e-18,1.643630155471555e-22,2.0508343513731324e-19,1.3448992003873855e-15,2.608865980417765e-28,1.101380286319052e-26,3.1505779347468867e-19,3.092545575624779e-29,1.4933655654879838e-16,8.328461222247699e-14,1.737819183809001e-24,2.3564340335795895e-28,3.54791520850459e-29,3.4976596421367254e-22,4.726692424362895e-25,5.572180388153807e-32,7.027048354586013e-37,5.694026161456815e-40,9.551074893883713e-36,4.54160350046873e-28,1.1382145336664314e-37,5.505069847128481e-21,5.792755377885962e-25,2.0139613551719637e-17,8.635449631172512e-26,4.3577016616588014e-36,1.4518343747294076e-19,4.2684150019767914e-17,1.2964354275710706e-27,6.112569044288358e-19,1.1251195668551066e-24,3.3250301096309385e-27,1.6742977740008758e-33,1.0596130541077026e-15,5.0866010002593606e-33,1.1689115762528134e-22
2.4637611350207625e-08,0.471999340779195,6.433205249345952e-15,7.498263481117888e-18,5.958984194442787e-13,6.958525902083704e-17,0.0,0.0,2.7717222539427898e-11,1.2844477673801999e-17,1.6340690475609932e-18,1.7023691889648906e-19,2.3441945166113845e-26,1.5104450671200452e-39,2.338961506199893e-29,1.0887481034575797e-19,2.712960973871939e-16,5.215507938238676e-21,2.2501320906218944e-34,8.766386697567588e-36,5.458837304488852e-19,7.154258619017932e-29,1.1209564915153894e-19,1.009384773004111e-26,5.468293969059093e-23,1.962571500026179e-26,1.2975349283905122e-28,4.785237201059715e-28,9.726322137601942e-33,8.1412329005705e-35,1.2640290658644829e-26,4.45061062617527e-33,3.1469683418261014e-25,4.044102596266011e-29,3.76,0.0,0.5900483831793458,0.999977231182368,9.267716254636182e-15,4.6686618003187774e-20,4.29141776490638e-08,4.291417765705491e-08,4.1057672069555287e-19,3.8270947473831306e-24,2.2768789165396215e-05,8.508001832334952e-22,1.5290471780359316e-22,2.7311026024787302e-11,1.678877050694566e-13,6.985857401577279e-15,4.716310741633334e-14,1.8575105259773608e-10,8.469630288271246e-21,6.050775067260815e-13,4.504667540177588e-18,2.9929240423360865e-22,3.7038661933701803e-19,2.4067741248162253e-15,6.929860047876636e-28,2.7116318142074556e-26,4.3238091483790582e-19,1.0184235021358364e-28,2.713442516403757e-16,1.4501136217807173e-13,4.23797700684111e-24,7.605916343649204e-28,6.594639120901813e-29,8.442589422058419e-22,1.5400023344252485e-24,2.4479611825023883e-31,2.535145807187733e-36,2.8276490460233892e-39,2.727804950520718e-35,1.5064679439063056e-27,3.805279807618119e-37,6.6780503724868985e-21,1.077662866796282e-24,4.837696948238805e-17,1.1493658267623515e-25,1.4481064348527197e-35,1.516710853459281e-19,7.760934495680673e-17,2.378388513003599e-27,1.486869748706533e-18,2.0534845876858582e-24,7.663048715006835e-27,5.6032631028521796e-33,1.928166186550323e-15,1.1357968601480218e-32,2.8672246781617733e-22
3.10161884815542e-08,0.47199934176150565,1.027518156731758e-14,1.4934758467191347e-17,9.401165886408754e-13,1.3914900123786102e-16,0.0,0.0,3.491109725179995e-11,2.0362752560241517e-17,3.2558163309613854e-18,2.5898869460619213e-19,5.776453972411981e-26,2.1957390080299073e-39,2.9708269833413314e-29,1.1832760023292367e-19,4.290904456344355e-16,8.947660497735237e-21,5.547745115792549e-34,2.5382572584068405e-35,8.651268731449852e-19,1.374510434302265e-28,1.1400803986995777e-19,2.511700407187158e-26,1.0781755153339828e-22,6.07626105275121e-26,2.5668159998301164e-28,1.1898601247720677e-27,3.046655026019961e-32,2.549189275541648e-34,3.0447704157328546e-26,1.2831140013664646e-32,7.866958730344312e-25,1.2691718381790162e-28,3.76,0.0,0.5900483720377431,0.9999772311747462,1.8426567270897094e-14,9.299874512312431e-20,5.402448277010059e-08,5.402448278324137e-08,5.426444075570155e-19,5.770797111887558e-24,2.2768789165019526e-05,1.4682547178170063e-21,3.182745632654937e-22,3.4279245436528e-11,2.627577157273585e-13,1.3804176089034216e-14,7.460302055470185e-14,2.33643944090997e-10,1.315506160984823e-20,9.583981884579709e-13,7.062430651170295e-18,4.743488653920058e-22,5.822794392619005e-19,3.749973157952142e-15,1.5803043914593607e-27,5.428018411924665e-26,5.540984746875395e-19,2.6184844658019567e-28,4.291861782812124e-16,2.1997795578752803e-13,8.398077272822323e-24,1.8688896415053993e-27,1.0579424760207128e-28,1.6569407216795986e-21,3.7744851276824405e-24,7.689109432257598e-31,6.904820802255088e-36,9.76407052248421e-39,6.533858666914034e-35,3.751665977754543e-27,9.882904392953595e-37,7.296147089100038e-21,1.6506876478598705e-24,9.444373582190496e-17,1.3762444759176188e-25,3.6131146120902203e-35,1.5430061534093784e-19,1.2283199483159597e-16,3.784155048325243e-27,2.9382246646885667e-18,3.2671627321835366e-24,1.4651780398800424e-26,1.414509103301241e-32,3.0540753433427233e-15,2.1426260423470995e-32,5.711969349068317e-22
3.7394765612900765e-08,0.4719993427438154,1.5054254672697906e-14,2.6143751152545055e-17,1.3603760320471822e-12,2.448357768445716e-16,0.0,0.0,4.211353733973568e-11,2.960925862248549e-17,5.699937481549537e-18,3.534938365302404e-19,1.1953501385980586e-25,2.8588681747375953e-39,3.5231415389000744e-29,1.2289609285839997e-19,6.225151837143849e-16,1.3924818765518143e-20,1.1506299605333259e-33,6.032238116385381e-35,1.257548017280413e-18,2.3229384342143684e-28,1.1508795778655916e-19,5.246282312176329e-26,1.8678847588292136e-22,1.5170026292986388e-25,4.461976347585667e-28,2.4831640547684295e-27,7.646506730785039e-32,6.395748086428533e-34,6.167270575201556e-26,2.9853266529309087e-32,1.650274732181735e-24,3.1824127118088266e-28,3.76,0.0,0.5900483608961357,0.999977231167023,3.2184054351725806e-14,1.627382984362126e-19,6.5134787680698e-08,6.513478770053611e-08,6.746135084882877e-19,7.990629193799865e-24,2.2768789165312514e-05,2.351487909309669e-21,5.895565589105549e-22,4.121147751035507e-11,3.7722981882415544e-13,2.3966270926298102e-14,1.0824354656384046e-13,2.814559530885329e-10,1.8762535926061256e-20,1.3923427061760746e-12,1.0156379822046107e-17,6.89532446607366e-22,8.396264285050649e-19,5.360329242570709e-15,3.2057463134676028e-27,9.554960447070992e-26,6.806009154219285e-19,5.749965201327193e-28,6.226823460600519e-16,3.063443064823121e-13,1.4625421341219245e-23,3.8803765234827345e-27,1.5502300055293788e-28,2.859272298173001e-21,7.773375917148242e-24,1.9727751902067342e-30,1.5800509907837813e-35,2.72223906505791e-38,1.374099024916215e-34,7.842106678846502e-27,2.1868754802200293e-36,7.594025967525975e-21,2.259511337969475e-24,1.6204042779143688e-16,1.566730487212868e-25,7.567619652861809e-35,1.5576837851378603e-19,1.7831416377587774e-16,5.512548564019083e-27,5.1014700918528786e-18,4.774587417252851e-24,2.489179236265942e-26,2.9990534853906475e-32,4.436905866497138e-15,3.655910743006181e-32,9.996195761628249e-22
4.377334274424733e-08,0.47199934372612434,2.078957895125175e-14,4.189589071751476e-17,1.855632902163505e-12,3.9457637374487463e-16,0.0,0.0,4.9325100843382794e-11,4.058611146481799e-17,9.134594853735209e-18,4.506298901210252e-19,2.199170818863331e-25,3.468570648982777e-39,4.0030363263800566e-29,1.252210786084895e-19,8.5139997019865085e-16,2.0355597133963123e-20,2.1243731505536026e-33,1.2532482610706077e-34,1.7231471616823376e-18,3.59654272517202e-28,1.1579812016532265e-19,9.740813078213074e-26,2.9621536131767376e-22,3.283840508385229e-25,7.100755793213075e-28,4.606078211707725e-27,1.6590700365429587e-31,1.3872230819398234e-33,1.111386154008977e-25,6.031839598426444e-32,3.0767634360487294e-24,6.891178782485125e-28,3.76,0.0,0.5900483497545227,0.9999772311592009,5.1448950037219206e-14,2.6064759151250034e-19,7.624509238087504e-08,7.624509240910812e-08,8.06680782236437e-19,1.0442852582382986e-23,2.276878916510577e-05,3.574393008813708e-21,1.008938169068679e-21,4.811037681807948e-11,5.105741445636205e-13,3.808675206146269e-14,1.4805607361381534e-13,3.2918721619053234e-10,2.5255618766453925e-20,1.906774724994852e-12,1.3769110827130116e-17,9.448432203907307e-22,1.1413214393508629e-18,7.224609307540306e-15,5.949771647800219e-27,1.5410683350465704e-25,8.122780891105662e-19,1.1329684655305962e-27,8.516670943908253e-16,4.0252605608404103e-13,2.3320547594924233e-23,7.189347729207068e-27,2.1363300010735374e-28,4.5193267661033566e-21,1.4238978878422277e-23,4.423988128612545e-30,3.214429013995405e-35,6.597397525418521e-38,2.6236624204112395e-34,1.457083991753813e-26,4.3362877437957443e-36,7.744750558566585e-21,2.8821613382011728e-24,2.5451733497053726e-16,1.739841271933491e-25,1.4091288302667095e-34,1.5673964960983545e-19,2.440197034459741e-16,7.5624388608147e-27,8.107528971326307e-18,6.586557715042776e-24,3.8977275982686285e-26,5.64458484997807e-32,6.0762238498783845e-15,5.741548369878678e-32,1.6011507529084577e-21
5.01519198755939e-08,0.4719993447084325,2.7499014044537916e-14,6.295811688746643e-17,2.424856354640844e-12,5.964607580717202e-16,0.0,0.0,5.654632549203918e-11,5.3295561229710605e-17,1.3727716883702333e-17,5.490046665018856e-19,3.716366143022732e-25,4.014588205086968e-39,4.420465978437098e-29,1.265965233094183e-19,1.1155874236698976e-15,2.848480737669424e-20,3.606410337664651e-33,2.359433179529406e-34,2.261924305178185e-18,5.225426763737353e-28,1.1621943573390476e-19,1.6611580204738722e-25,4.404987542053378e-22,6.41297681025971e-25,1.0597775638234923e-27,7.846952876947831e-27,3.2424104015641466e-31,2.7102144292788836e-33,1.8405033522155437e-25,1.1019304139071703e-31,5.2682038999078515e-24,1.3438311459207678e-27,3.76,0.0,0.5900483386129033,0.9999772311512801,7.711729410258276e-14,3.914464805369398e-19,8.735539687065e-08,8.735539690912603e-08,9.38972800645022e-19,1.3090873725307345e-23,2.2768789164881564e-05,5.2206085963476705e-21,1.6297034963339475e-21,5.497835494911328e-11,6.620927773126976e-13,5.675680676484951e-14,1.9401398201780104e-13,3.768378697620146e-10,3.2606394474553765e-20,2.501558144784246e-12,1.788383921057081e-17,1.2402812890063625e-21,1.486287067412853e-18,9.330440469513443e-15,1.0308178946011936e-26,2.3330293134827956e-25,9.495193739938796e-19,2.062018586448016e-27,1.115987647382225e-15,5.071582065762558e-13,3.4878834694460117e-23,1.2264890348005888e-26,2.8162466102038688e-28,6.702522935359055e-21,2.396695406112184e-23,9.001395643954777e-30,6.004606305985362e-35,1.4444590445001837e-37,4.653466122464328e-34,2.4865515108941994e-26,7.935372496434436e-36,7.8339112299979e-21,3.508800726186102e-24,3.7490296825379046e-16,1.9053488415238784e-25,2.4103570168983085e-34,1.5733330779944572e-19,3.1991418481115226e-16,9.932749859960875e-27,1.2082356302741639e-17,8.71612301179214e-24,5.750245284029491e-26,9.742755992988988e-32,7.971596134261355e-15,8.49055748113862e-32,2.4048171081470834e-21
6.290907413828704e-08,0.4719993466730474,4.3905951318415074e-14,1.240550125418046e-16,3.781139308536668e-12,1.1896844247463876e-15,0.0,0.0,7.101982022489294e-11,8.392184553839382e-17,2.70597998960914e-17,7.465977622087986e-19,8.861138549579996e-25,4.9103551469224636e-39,5.098461612346542e-29,1.2880640370794708e-19,1.7492928950363065e-15,5.089663135977114e-20,8.702757150029757e-33,6.762209606742343e-34,3.559012584762446e-18,9.649184815853413e-28,1.1675239293599355e-19,4.033500816089229e-25,8.502941980319643e-22,1.9652878138332688e-24,2.061266392780193e-27,1.901145937622695e-26,9.928194833696757e-31,8.292867908452736e-33,4.219971698679893e-25,2.9739969035736694e-31,1.2892936996322807e-23,4.0973277661982685e-27,3.76,0.0,0.590048316329641,0.9999772311351465,1.5119006129809723e-13,7.704997957706876e-19,1.0957600521906442e-07,1.0957600528417311e-07,1.2039379360889322e-18,1.8853053154118536e-23,2.276878916440617e-05,1.0150899570395425e-20,3.7496995955749016e-21,6.863028099850503e-11,1.0169977351223686e-12,1.1000836302204849e-13,3.042676020758621e-13,4.718978926753275e-10,4.9803668445087137e-20,3.931635882994582e-12,2.755488528830692e-17,1.9515398989505332e-21,2.301851825466072e-18,1.422083076267678e-14,2.6561355807897056e-26,4.680404172949616e-25,1.2422502739531396e-18,5.768656238093458e-27,1.7500768248905012e-15,7.37124273253371e-13,6.815257497373364e-23,2.9950692106607814e-26,4.457549583043519e-28,1.2892327685456367e-20,5.67645100616657e-23,3.0432894336523417e-29,1.7506015633474532e-34,5.626173537595079e-37,1.2456908447234623e-33,6.045533505141974e-26,2.2411316658800598e-35,7.977942715732809e-21,4.753999516347169e-24,7.101884983823956e-16,2.2297282111069787e-25,5.891398768165439e-34,1.5814106491110086e-19,5.021399090526183e-16,1.5630570530237475e-26,2.3420483705990734e-17,1.399004871101918e-23,1.1029086617700752e-25,2.4164756541206335e-31,1.2528774457073611e-14,1.6343075936471409e-31,4.734104063766274e-21
7.566622840098017e-08,0.47199934863766074,6.439417740219257e-14,2.1545721835480042e-16,5.421228728399699e-12,2.0919678785831166e-15,0.0,0.0,8.553795281117011e-11,1.2150858876722641e-16,4.703425647063751e-17,9.45941376271531e-19,1.7898495736188716e-24,5.6036107339723096e-39,5.61667182325454e-29,1.2976474940617383e-19,2.5225877454535077e-15,8.34432375430617e-20,1.7846612582416582e-32,1.5896163441026456e-33,5.148812846657179e-18,1.5752538166208916e-27,1.167807442904679e-19,8.296423627197701e-25,1.447458273091074e-21,4.908998830360479e-24,3.537272445701354e-27,3.90142890969973e-26,2.4748386550044845e-30,2.0657694656129618e-32,8.209048260322748e-25,6.6163637531960046e-31,2.672259649795872e-23,1.0178408535822594e-26,3.76,0.0,0.5900482940463426,0.9999772311186264,2.6132536018171426e-13,1.3372737874938602e-18,1.3179661272607566e-07,1.3179661282702123e-07,1.4690162875387374e-18,2.5086597489644064e-23,2.2768789164150284e-05,1.7946465829437234e-20,7.637297008565067e-21,8.218281010393412e-11,1.4369285713615564e-12,1.8802546008274827e-13,4.3882514048594645e-13,5.666371081235234e-10,7.027233211711268e-20,5.6814917367056365e-12,3.9046653140233705e-17,2.8233098754140487e-21,3.2782518849316694e-18,1.994727289835512e-14,5.908100174617553e-26,8.310236349888404e-25,1.5619024094793955e-18,1.3751963879025105e-26,2.523941500761989e-15,9.886333041129101e-13,1.1755723431022178e-22,6.221129832542607e-26,6.474185531978e-28,2.1922351328269945e-20,1.1407277037287944e-22,8.44921001945315e-29,4.3075764637433265e-34,1.7617105749538735e-36,2.8577253995655298e-33,1.2450204700358653e-25,5.385927888866649e-35,8.041502062012538e-21,5.993060965310487e-24,1.1866471472965857e-15,2.5414947657600116e-25,1.2205833366411075e-33,1.5826634243700046e-19,7.247479109259003e-16,2.2598409477995887e-26,4.003329005909546e-17,2.0741635516658072e-23,1.8821175850785562e-25,5.06002979096638e-31,1.8104990251035224e-14,2.795710748348939e-31,8.21738355315346e-21
8.842338266367331e-08,0.4719993506022728,8.906526774224779e-14,3.4306758050706146e-16,7.337324156347854e-12,3.3726498337906586e-15,0.0,0.0,1.00104381617812e-10,1.6607810932126398e-16,7.498460853577122e-17,1.1468364951577287e-18,3.2254892309386112e-24,6.15043239023297e-39,6.015780129356879e-29,1.2937285604424725e-19,3.434572645105836e-15,1.2852490847785996e-19,3.27435866361256e-32,3.2558572181721383e-33,7.031325081489707e-18,2.3647569512693482e-27,1.1662137029063934e-19,1.5224004495731383e-24,2.2604455042671893e-21,1.0640356138762081e-23,5.571084955248733e-27,7.142311732984522e-26,5.3517764984512706e-30,4.4641077166690507e-32,1.426840735569381e-24,1.2903630604319707e-30,4.9401622616904014e-23,2.1948641277681134e-26,3.76,0.0,0.5900482717630006,0.9999772311017231,4.142546627060499e-13,2.1288811172097787e-18,1.5401721939180774e-07,1.5401721953900962e-07,1.7339666504341177e-18,3.165768888535154e-23,2.276878916376922e-05,2.948121083974027e-20,1.4216003329091558e-20,9.564921820571443e-11,1.9172765640367446e-12,2.948011710101664e-13,5.975304339822005e-13,6.610565987105487e-10,9.402360256721795e-20,7.750045206382014e-12,5.224476134903072e-17,3.855593600851816e-21,4.407844523756468e-18,2.643571292373755e-14,1.183235788462405e-25,1.3579620234891008e-24,1.9115812293940405e-18,2.9302909659405796e-26,3.4367168042736474e-15,1.256039691972288e-12,1.8619726746240907e-22,1.1558779741793226e-25,8.866211588113267e-28,3.427903734589095e-20,2.0485004612926429e-22,2.04313446341368e-28,9.417592579061402e-34,4.7319582057167426e-36,5.8783710092200936e-33,2.2872614008505013e-25,1.1558502609944974e-34,8.016308746999497e-21,7.224984224787495e-24,1.819296862485412e-15,2.838973347147604e-25,2.25737094673847e-33,1.5813470765500268e-19,9.87518955117924e-16,3.0829427172163115e-26,6.277205742614154e-17,2.9146133301720257e-23,2.9652565370829563e-25,9.431467032147178e-31,2.4696804655865245e-14,4.4115566665900995e-31,1.3082954605010722e-20
9.999999999999998e-08,0.47199935256688447,1.1514569163066172e-13,4.950385006499946e-16,9.308593048191719e-12,4.92174467840867e-15,0.0,0.0,1.1336750971472628e-10,2.1258670803802308e-16,1.0836620006361735e-16,1.3293911470793854e-18,5.117877434347492e-24,6.544855754820898e-39,6.300295161500358e-29,1.2871221397637193e-19,4.381540053486036e-15,1.8237185805891619e-19,5.292878980108141e-32,5.713504758046289e-33,8.992965413717096e-18,3.243138941369747e-27,1.165412991372712e-19,2.4554874435463952e-24,3.2067998465342817e-21,1.9607682795450863e-23,7.96716292450221e-27,1.149482289904066e-25,9.842019069087978e-30,8.204448884274534e-32,2.1937449778837382e-24,2.1765825647438273e-30,8.02044070742896e-23,4.0272876976429073e-26,3.76,0.0,0.5900482515416984,0.9999772310860543,5.95564083147004e-13,3.072769069272641e-18,1.741815480317116e-07,1.7418154823093087e-07,1.9743701954989428e-18,3.7831288567867743e-23,2.2768789163390597e-05,4.394955558862706e-20,2.3495467637303106e-20,1.0780467330724362e-10,2.4018933870257815e-12,4.197047763222805e-13,7.623336408672761e-13,7.464627764719765e-10,1.184883956543003e-19,9.902097222472227e-12,6.560873679684092e-17,4.931273681260645e-21,5.559411783378649e-18,3.2928144237766266e-14,2.074371465954124e-25,2.012304172706098e-24,2.2574915557382207e-18,5.414738622411784e-26,4.384620516425874e-15,1.5088700641268735e-12,2.677573239397269e-22,1.888658102569907e-25,1.1361827812893799e-27,4.878525617483685e-20,3.2446267777284177e-22,4.168012817118561e-28,1.775271950712369e-33,1.0527480952420268e-35,1.0536969431957962e-32,3.6927683366357995e-25,2.1485119897669946e-34,7.972817801884044e-21,8.329278764106752e-24,2.5386344100788526e-15,3.102594428673327e-25,3.668692130559867e-33,1.5812252975656305e-19,1.2605680474309369e-15,3.938684672867217e-26,8.937353697193475e-17,3.8372602079332306e-23,4.258819233356618e-25,1.5409134516509179e-30,3.155471594256717e-14,6.341336950061259e-31,1.8884979061360693e-20
1.0118053692636645e-07,0.47199935256688447,1.1800495850872812e-13,5.126439229578944e-16,9.521813717860096e-12,5.102622453638559e-15,0.0,0.0,1.1472251777733566e-10,2.176544113069652e-16,1.1223985580415194e-16,1.3479543979538875e-18,5.3474011938159765e-24,6.57992850335796e-39,6.325846050148534e-29,1.2868701705341787e-19,4.484468745054009e-15,1.8863351080827173e-19,5.541293179962059e-32,6.027169462902668e-33,9.206549279890426e-18,3.3415517607937306e-27,1.1654383941921133e-19,2.569881220674764e-24,3.315201447736094e-21,2.078383531948492e-23,8.243363615057741e-27,1.2027650897464577e-25,1.0430332457688991e-29,8.694331980080678e-32,2.284924704659437e-24,2.2874015359546788e-30,8.399609161766924e-23,4.2670988489085566e-26,3.76,0.0,0.5900482494796087,0.9999772310844388,6.165249375102336e-13,3.182213481275204e-18,1.7623782521637488e-07,1.7623782542147326e-07,1.998895117787695e-18,3.846997388566076e-23,2.27687891633633e-05,4.566790738189501e-20,2.4660553031056578e-20,1.0904109405881389e-10,2.453794395508745e-12,4.340475448512405e-13,7.80247008299954e-13,7.551574434022289e-10,1.211431812716139e-19,1.0136219424144137e-11,6.704258895350566e-17,5.048394392804297e-21,5.68339309665061e-18,3.3620704113090215e-14,2.1896176486544753e-25,2.08983153335115e-24,2.2943902874698003e-18,5.744870889507093e-26,4.487657412118569e-15,1.535096740980429e-12,2.7720187875373755e-22,1.9793837207109445e-25,1.1633695206864347e-27,5.045597765686148e-20,3.389764128496708e-22,4.462771568831211e-28,1.887001878069989e-33,1.1362659853144235e-35,1.114628422174793e-32,3.8651781225084186e-25,2.2807948389170515e-34,7.971128555748508e-21,8.440701136475073e-24,2.6200518650624164e-15,3.1295712106704353e-25,3.842655374245131e-33,1.581383735444953e-19,1.2902564271109035e-15,4.031749622864629e-26,9.24283281628852e-17,3.9405850964429535e-23,4.409189293841926e-25,1.6147243246927103e-30,3.23007903668211e-14,6.565612388117434e-31,1.9557751474421044e-20
1.1393769118905958e-07,0.4719993545314956,1.5128452334780366e-13,7.297788441507523e-16,1.196726932248361e-11,7.35406952848149e-15,0.0,0.0,1.293955449146415e-10,2.7626306621328505e-16,1.6012454930879963e-16,1.548506100575951e-18,8.318630571586386e-24,6.913807325516619e-39,6.571775827670601e-29,1.2847056721732105e-19,5.671602237698501e-15,2.663752998780343e-19,8.821530199320017e-32,1.0328159975054762e-32,1.1674485432492671e-17,4.511579507912977e-27,1.165617964495723e-19,4.070386322341436e-24,4.63540584627548e-21,3.7491735324793565e-23,1.1632617083518851e-26,1.9003774234834212e-25,1.877844072939409e-29,1.5642201126676184e-31,3.438511679513908e-24,3.772207969865287e-30,1.3397503766387705e-22,7.664208183368084e-26,3.76,0.0,0.5900482271961603,0.9999772310667743,8.745033990870377e-13,4.533972595759076e-18,1.984584301998827e-07,1.9845843047574242e-07,2.2638870695852376e-18,4.545341248436829e-23,2.27687891629647e-05,6.743865920959091e-20,4.040494507426369e-20,1.2236871325690005e-10,3.042563109968314e-12,6.092186285392952e-13,9.868558652099725e-13,8.489407175421824e-10,1.5177735423332033e-19,1.2838941137859306e-11,8.334071875595668e-17,6.4017166500283445e-21,7.098051713465079e-18,4.14442664351889e-14,3.807764743518206e-25,3.0736401258199167e-24,2.7134319864685687e-18,1.055756357004869e-25,5.676122167571583e-15,1.822600039112608e-12,3.93747733977976e-22,3.1850953340079084e-25,1.4776713979004811e-27,7.096450223499366e-20,5.272096338618737e-22,9.014846889913975e-28,3.534741446576613e-33,2.503570695163115e-35,1.9834680886482345e-32,6.128149227072961e-25,4.2168368753352524e-34,7.956637607638124e-21,9.634860923622426e-24,3.598190417575283e-15,3.41921641761308e-25,6.1409131789749503e-33,1.5830275746956612e-19,1.6327852469950751e-15,5.1057167340796383e-26,1.2973876235301536e-16,5.174793525958569e-23,6.275924638568006e-25,2.591037436123443e-30,4.09135315842935e-14,9.34828628634906e-31,2.7867524115844805e-20
