Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925)
8.892733264059707e-10,0.8954533254415888,1.0476892345310035e-08,8.481121672306217e-12,2.6528869207761256e-10,5.8112175301317006e-11,0.0,0.0,1.7554443490855429e-07,6.433392228926207e-13,2.5265698143846824e-14,8.437871941451308e-15,1.4448573409830656e-18,5.607026650642152e-26,6.588968334679718e-18,1.0381700606579488e-12,5.468475223426008e-10,4.3440991943695154e-15,6.444458211144789e-22,6.235223877254246e-20,6.667013018463449e-10,6.430420351910065e-17,2.979743061567747e-11,2.4028941433901733e-19,9.761626372779e-16,4.913796472212548e-17,1.8258269527667944e-15,1.061540636368094e-16,5.484104441155177e-23,6.406120593339115e-23,1.604375769268393e-19,3.9265172741538015e-24,1.7004852052843483e-18,1.9571820001485106e-28,3.76,0.0,0.7499802474380303,0.997353652015512,5.309291129501615e-13,2.0503374385563456e-13,0.0005781303463629592,0.0005781326778091029,5.436397552478531e-10,1.192155049653926e-12,0.002646172171717367,1.1137930160366906e-13,1.6361584646936534e-14,1.6151898871695258e-07,3.3998858818443296e-09,8.716501072911229e-10,9.53797819328377e-09,3.482623685709474e-05,3.2995947539718704e-13,2.5907906132221543e-10,3.8433115116754466e-10,1.3295114093041118e-13,7.080071861732976e-11,3.1107177068984073e-10,3.0664411273014422e-18,7.216711988710989e-18,3.381736724432336e-11,3.649325461648424e-21,5.470562659043108e-10,8.815611068824028e-13,4.1350390816953086e-13,1.0880026187740706e-19,1.4445444884967916e-16,1.4570779509178128e-15,1.830127899401365e-20,5.695125262598832e-26,4.711424086416209e-30,5.207199158133381e-29,3.835154922265966e-26,1.4694487272634251e-18,1.8623966273249655e-30,1.6208009509840636e-14,8.068385049309047e-21,5.1255600642721555e-15,1.0128334052536935e-19,1.9488192475515847e-19
9.131449750986655e-10,0.8954559220201475,1.1052057652609536e-08,9.079020567811757e-12,2.798907916218699e-10,6.294682980401497e-11,0.0,0.0,1.80249912852474e-07,6.783258066425785e-13,2.735380815435054e-14,9.283324277697746e-15,1.6061807033661576e-18,6.172698772686762e-26,7.067490922499055e-18,1.0931743353268991e-12,5.75827690996486e-10,4.7016482903896315e-15,7.05771094208756e-22,6.758707324789143e-20,7.029718598730107e-10,6.961593108578697e-17,3.056837518818378e-11,2.667008767369887e-19,1.0547187990342445e-15,5.5077576991686165e-17,1.977098605953657e-15,1.1751047896848775e-16,6.246750567830234e-23,7.294771845330204e-23,1.7803595998325387e-19,4.504632645979193e-24,1.890638770000108e-18,2.2921764017925966e-28,3.76,0.0,0.7499642623972662,0.9973337547461,5.751036482026493e-13,2.2176500831920052e-13,0.0005936433102975721,0.0005936457612173847,5.684849520828583e-10,1.2529855415207246e-12,0.0026660647209022807,1.177864778691053e-13,1.7330092870621664e-14,1.6548657877660796e-07,3.5585555221479768e-09,9.386016708446046e-10,1.0041897340412002e-08,3.5760723900198686e-05,3.4812676047461944e-13,2.731656396960847e-10,4.0308901628048097e-10,1.4079113835315988e-13,7.416203522332704e-11,3.268942667746737e-10,3.4058643763623485e-18,7.821833926073712e-18,3.4807855193723014e-11,4.1128378653431244e-21,5.760534664697129e-10,9.220557774417376e-13,4.4729407889664424e-13,1.2082813879087302e-19,1.570690911917299e-16,1.5585156264022085e-15,2.004483062234744e-20,6.586370905377974e-26,5.435245336506446e-30,6.009419078499129e-29,4.34494675014952e-26,1.6349583868484642e-18,2.1409603594267983e-30,1.7373245844312667e-14,8.75510136379839e-21,5.516532596107566e-15,1.0910434027144363e-19,2.1646910363664373e-19
9.370166237913604e-10,0.8954585185461909,1.1642653183838202e-08,9.706270307646241e-12,2.9489345359490954e-10,6.804320847410232e-11,0.0,0.0,1.849551641564906e-07,7.142381606355358e-13,2.955383687480511e-14,1.0187139344224536e-14,1.7806503880836528e-18,6.779911719771581e-26,7.567911885883408e-18,1.149520781088165e-12,6.055157363752728e-10,5.078211225282923e-15,7.710505528337717e-22,7.31136100056738e-20,7.40202874063931e-10,7.521201018829745e-17,3.13378459344272e-11,2.952074591079078e-19,1.1372640303140054e-15,6.154469896337283e-17,2.1365170580158724e-15,1.297280591872136e-16,7.09118380102066e-23,8.278362399961511e-23,1.9702551265081295e-19,5.1488324333027425e-24,2.096317900643332e-18,2.673516622094374e-28,3.76,0.0,0.7499482776962275,0.9973149607396453,6.216778504895106e-13,2.393703010897843e-13,0.0006091559418836468,0.0006091585149460699,5.936781853038888e-10,1.315124649370199e-12,0.0026848540069523987,1.2439903875950202e-13,1.8327980439172403e-14,1.6943632669899298e-07,3.719607508337942e-09,1.008637749348479e-09,1.0558016113700556e-08,3.669519064754297e-05,3.6679910636115154e-13,2.8762485596939566e-10,4.2219152103577774e-10,1.488635369662344e-13,7.757894128619274e-11,3.4305265067260556e-10,3.772547079761293e-18,8.460627142526349e-18,3.5802747839501776e-11,4.6203463069663146e-21,6.057594332905105e-10,9.631142952105937e-13,4.828541259039976e-13,1.3381942968527673e-19,1.7034641045374005e-16,1.6638536778449662e-15,2.1897067594637963e-20,7.587151191074184e-26,6.245706923798618e-30,6.908043235916682e-29,4.905892328070368e-26,1.813704830937702e-18,2.4516321862013314e-30,1.8585131459479972e-14,9.480469680535756e-21,5.925199095979191e-15,1.1728971000844097e-19,2.3979086831770072e-19
9.608882724840554e-10,0.8954611150197199,1.2248669535748961e-08,1.036362782657836e-11,3.1029741463155883e-10,7.340823007105326e-11,0.0,0.0,1.8966019392939478e-07,7.51076260212699e-13,3.186869941371785e-14,1.1151550624711368e-14,1.968961962653444e-18,7.430670997243477e-26,8.090675813337385e-18,1.207203740728294e-12,6.359087375941587e-10,5.474272374142134e-15,8.404283435999719e-22,7.894062855020429e-20,7.783943291994193e-10,8.109981517295554e-17,3.2105845767996316e-11,3.259140148593508e-19,1.2238856161447688e-15,6.856966287214185e-17,2.3042974209674823e-15,1.4284608605831963e-16,8.023689807830881e-23,9.364141257398619e-23,2.1747535477228066e-19,5.864547472494249e-24,2.3183465107267744e-18,3.106170331450284e-28,3.76,0.0,0.7499322933348951,0.9972972088170566,6.707167623625332e-13,2.578706386068709e-13,0.0006246682411459877,0.0006246709390022785,6.19209117734768e-10,1.3785585461366535e-12,0.002702601208953138,1.312196582130849e-13,1.9355295092669996e-14,1.7336832966162881e-07,3.8829724316493665e-09,1.081804228155088e-09,1.108627962844873e-08,3.762963709953401e-05,3.859784307636573e-13,3.02456700617319e-10,4.4163255042781387e-10,1.5716819915156265e-13,8.105020383618301e-11,3.5954305861012333e-10,4.167890742716886e-18,9.134103900061912e-18,3.680205107546811e-11,5.174694806292369e-21,6.361712668559571e-10,1.004717954664072e-12,5.202269336528407e-13,1.4782332263548381e-19,1.8429647229228937e-16,1.773122492148882e-15,2.3861157893100588e-20,8.707422488991187e-26,7.150365959374965e-30,7.911532650138742e-29,5.52151433627889e-26,2.0063184943658384e-18,2.7970544016535445e-30,1.9843957779813448e-14,1.0245606362571609e-20,6.351793972991667e-15,1.2584514233364667e-19,2.649363124018735e-19
9.847599211767503e-10,0.8954637114407349,1.2870096166430861e-08,1.1051848883114062e-11,3.261034116853848e-10,7.904880846711861e-11,0.0,0.0,1.9436500699864309e-07,7.888400816821131e-13,3.430131045663363e-14,1.2178803898249392e-14,2.1718289354647557e-18,8.127035010838451e-26,8.636225024913712e-18,1.2662175750274212e-12,6.670037855082748e-10,5.8903155650529245e-15,9.140511876510824e-22,8.507699885988933e-20,8.175462100612486e-10,8.72867173847124e-17,3.287237759594712e-11,3.5892765242659794e-19,1.314670051613436e-15,7.618360838027968e-17,2.4806549124229718e-15,1.5690443384643485e-16,9.050853285317308e-23,1.0559697418501745e-22,2.3945605450382485e-19,6.657481590654982e-24,2.5575699230892948e-18,3.5954907360828875e-28,3.76,0.0,0.7499163093132498,0.9972804411858711,7.222855482471982e-13,2.772869489762781e-13,0.0006401802081089557,0.00064018303339313,6.450677183286888e-10,1.4432735346340353e-12,0.0027193641193615464,1.3825107250746927e-13,2.041208282356458e-14,1.7728268403894295e-07,4.04858236705347e-09,1.1581456865026403e-09,1.162663329835987e-08,3.856406325657794e-05,4.056667018825822e-13,3.176611644114302e-10,4.614060979955501e-10,1.6570496111772188e-13,8.457461844171724e-11,3.76361657256647e-10,4.5933301558454014e-18,9.843286845610343e-18,3.780577076450259e-11,5.778831967144588e-21,6.672860793045942e-10,1.046848492031742e-12,5.594552197419852e-13,1.6289013855368624e-19,1.9892884573648184e-16,1.886351977843887e-15,2.5940242159289527e-20,9.95774354274837e-26,8.15720377937288e-30,9.028828898186958e-29,6.195468663124992e-26,2.2134384019627843e-18,3.1800028606724155e-30,2.1149993325723093e-14,1.1051630020002016e-20,6.796542746089128e-15,1.3477618056667964e-19,2.9199661759242457e-19
9.999999999999999e-10,0.8954663078092353,1.3274880036225306e-08,1.1507709915463383e-11,3.364048399561912e-10,8.27971458570237e-11,0.0,0.0,1.973685308772626e-07,8.134333065041451e-13,3.591725458170005e-14,1.2868524270520062e-14,2.309290891517635e-18,8.596426339359456e-26,8.996632346997105e-18,1.3045864983458797e-12,6.872212442458726e-10,6.166597696758285e-15,9.633420884624364e-22,8.91604739725022e-20,8.430437498470012e-10,9.139636047021128e-17,3.3360978518251366e-11,3.812609351464946e-19,1.3748450408172324e-15,8.136718065744021e-17,2.597829475459104e-15,1.6638989688458653e-16,9.759274155204302e-23,1.1384010003131174e-22,2.5432261088858895e-19,7.206829710281848e-24,2.7196849520448635e-18,3.940149497333298e-28,3.76,0.0,0.7499061050113937,0.9972702259748915,7.565611060290549e-13,2.90171302325792e-13,0.0006500831458503921,0.0006500860538565937,6.61743182005705e-10,1.4852524785560304e-12,0.0027295763164128773,1.4285158034170159e-13,2.1102189552737507e-14,1.7977249030353154e-07,4.155454152157996e-09,1.2085638865477927e-09,1.197790268359499e-08,3.9160606674971596e-05,4.185031432489118e-13,3.2756283516657486e-10,4.742010652031758e-10,1.7127628217117358e-13,8.685192252443984e-11,3.8726883764490544e-10,4.8813519542262986e-18,1.0315190724814073e-17,3.844887547839464e-11,6.1919636756141804e-21,6.875166533508577e-10,1.0740127010244169e-12,5.85489233834232e-13,1.730885806173021e-19,2.0863145905248983e-16,1.960724676590233e-15,2.7329140653423824e-20,1.0829102742938277e-25,8.85727920109844e-30,9.805970413172895e-29,6.65797812873492e-26,2.353551485158985e-18,3.445443783274036e-30,2.2008593959815097e-14,1.158810880008843e-20,7.090072674644516e-15,1.4067684113226161e-19,3.1031666709725133e-19
1.0086315698694453e-09,0.8954663078092353,1.350692142358841e-08,1.1771688006586308e-11,3.423121819335084e-10,8.49718521441753e-11,0.0,0.0,1.9906960792575627e-07,8.275296022655487e-13,3.6854584269064946e-14,1.3271156229272282e-14,2.3899827562623942e-18,8.871115709687231e-26,9.204999582344108e-18,1.3265566626499306e-12,6.987979826770347e-10,6.326824084506142e-15,9.920685545354942e-22,9.153168368625577e-20,8.576585014326176e-10,9.378008516840068e-17,3.363744431888404e-11,3.943577146444148e-19,1.4097030467772451e-15,8.441848123378241e-17,2.6658048549895866e-15,1.719435542815055e-16,1.0179563445576445e-22,1.187296575552202e-22,2.63039613086074e-19,7.533616298152391e-24,2.8148548777711754e-18,4.147235567034231e-28,3.76,0.0,0.7499003256312728,0.9972646032545862,7.764494944902884e-13,2.976400723276191e-13,0.0006556918427964788,0.0006556947981257435,6.712442531331619e-10,1.5092560468277774e-12,0.002735197329674743,1.4549608015609796e-13,2.1498388265159507e-14,1.8117948542227562e-07,4.216370843222153e-09,1.2377054250890543e-09,1.2179022833106756e-08,3.949846911908062e-05,4.258659382834153e-13,3.3323823838269047e-10,4.815062639037868e-10,1.7447363618075768e-13,8.815100852998682e-11,3.9350464353538217e-10,5.05033328397022e-18,1.0589209248286059e-17,3.8813912738490995e-11,6.4358124733000855e-21,6.991009943889588e-10,1.089488075297214e-12,6.005815353595474e-13,1.7907132485865008e-19,2.1425262475824308e-16,2.0035716468036366e-15,2.8137433705985756e-20,1.1349294657903803e-25,9.274637170061707e-30,1.0269367292621886e-28,6.931545055778171e-26,2.435711830422817e-18,3.603389675506259e-30,2.2503484754843522e-14,1.189966132041906e-20,7.259662212944104e-15,1.440882215051336e-19,3.210650434932075e-19
1.0325032185621402e-09,0.8954689041252221,1.4159132571860578e-08,1.25238984462825e-11,3.5892446268741055e-10,9.118426371012882e-11,0.0,0.0,2.0377400102072058e-07,8.671448000488251e-13,3.953143469917872e-14,1.4430875015346274e-14,2.624172816543013e-18,9.665079233156521e-26,9.797437298998517e-18,1.3882154000419185e-12,7.312884433302239e-10,6.7842806828333104e-15,1.0746328319787902e-21,9.831374080911727e-20,8.987311880981193e-10,1.0058728386997302e-16,3.4401048831034204e-11,4.3231575856057686e-19,1.5090695315009311e-15,9.330703210078584e-17,2.859962675647271e-15,1.8800446205189184e-16,1.1417019341258107e-22,1.3312232693712097e-22,2.882994499494165e-19,8.499215291318135e-24,3.0910895396862064e-18,4.767586164074598e-28,3.76,0.0,0.7498843422889456,0.9972496434590216,8.332740093926826e-13,3.189507611653858e-13,0.0006712031452320643,0.0006712062332072371,6.97729276642037e-10,1.576492643105625e-12,0.002750152404068209,1.5295754180189157e-13,2.261425504354851e-14,1.8505882863872142e-07,4.386272813526051e-09,1.3205254927024435e-09,1.2743394235988314e-08,4.043285468744773e-05,4.4657820876954416e-13,3.4918791378812217e-10,5.019272530854941e-10,1.8347401771765257e-13,9.177822473352989e-11,4.109682444384195e-10,5.540401158195442e-18,1.1372915230248519e-17,3.9826482798264496e-11,7.148798600964322e-21,7.316131474420316e-10,1.1326192945726934e-12,6.436482657314167e-13,1.9641944926865116e-19,2.3027644753482556e-16,2.1248106881198445e-15,3.0455818629188634e-20,1.2893896810976258e-25,1.0511529502268629e-29,1.1643089943676917e-28,7.733667716277192e-26,2.673793993169671e-18,4.0702658931753954e-30,2.3904657845402118e-14,1.2790822806119044e-20,7.741360613911112e-15,1.5378651809435223e-19,3.5223691759428496e-19
1.0563748672548352e-09,0.8954715003886938,1.4826715817473492e-08,1.3309232125679208e-11,3.7594099131446983e-10,9.769293946451808e-11,0.0,0.0,2.0847819035461188e-07,9.076856539382576e-13,4.233477518011268e-14,1.5660237146378715e-14,2.875166449850451e-18,1.051114651688367e-25,1.0413973749012123e-17,1.4511882013412925e-12,7.64472293337787e-10,7.263167579232787e-15,1.161899483209344e-21,1.0543232509912073e-19,9.407642548437127e-10,1.0771567583764224e-16,3.5163194020311116e-11,4.729155370073808e-19,1.61285365988653e-15,1.028828157665449e-16,3.0633439051605512e-15,2.0512872175115932e-16,1.2770734685124074e-22,1.48861413375476e-22,3.1531038912309356e-19,9.560828503890665e-24,3.387183505585528e-18,5.463165314027737e-28,3.76,0.0,0.7498683592862502,0.9972355131101036,8.928246232285725e-13,3.412396806904787e-13,0.0006867141154388081,0.0006867173386447286,7.245136240552431e-10,1.6449700115989368e-12,0.0027642780316107724,1.606383801157368e-13,2.375972607769407e-14,1.8892080776775322e-07,4.558224629873015e-09,1.4066467102475434e-09,1.3319693801821234e-08,4.1367219962084726e-05,4.678056322645997e-13,3.6551018208256527e-10,5.226633735621227e-10,1.927058816694353e-13,9.545514430287125e-11,4.2874871685807953e-10,6.065067778142938e-18,1.2195459976113023e-17,4.0843486713550186e-11,7.921061638676801e-21,7.648196853473475e-10,1.1762251534408223e-12,6.886976305358258e-13,2.149881941290926e-19,2.470085132491468e-16,2.2500980309642917e-15,3.2898455982503293e-20,1.4604029350201667e-25,1.1877201006954572e-29,1.3160457823950335e-28,8.605895813759501e-26,2.9283477653298764e-18,4.5838239671694555e-30,2.535371836568481e-14,1.3726238729330976e-20,8.241837780563518e-15,1.6387618184180555e-19,3.8560962610330427e-19
1.0802465159475302e-09,0.8954740965996508,1.550965633952841e-08,1.4128439584475228e-11,3.9336250514087984e-10,1.0450476884967261e-10,0.0,0.0,2.13182179775151e-07,9.491521436069869e-13,4.526751873278558e-14,1.6961527960444186e-14,3.143748932114169e-18,1.1411594088859165e-25,1.1055042279040594e-17,1.5154694982673877e-12,7.983466701719912e-10,7.76396646825098e-15,1.2540272535762628e-21,1.1289669116992706e-19,9.837576864566889e-10,1.1517262042335037e-16,3.592388276839145e-11,5.162729749497488e-19,1.7211388159642574e-15,1.1318019061860767e-16,3.2761641772966782e-15,2.2335843135570655e-16,1.4248543986314335e-22,1.6603697978705908e-22,3.441486418004716e-19,1.0725297250270943e-23,3.7040678129710145e-18,6.241060636115388e-28,3.76,0.0,0.7498523766231681,0.9972221662063177,9.551669882573001e-13,3.645274092140468e-13,0.0007022247534394083,0.0007022281144453351,7.515884015339345e-10,1.714674967295859e-12,0.002777620213812341,1.6854157966080137e-13,2.4934843938091518e-14,1.927655161618422e-07,4.732164009518224e-09,1.4961087012321134e-09,1.3907868114272286e-08,4.230156494339694e-05,4.895503776595722e-13,3.822050348851496e-10,5.437090343077739e-10,2.021689895127831e-13,9.918067036391109e-11,4.468423473706813e-10,6.625899987452081e-18,1.3057910000139692e-17,4.1864930222913724e-11,8.755983730728003e-21,7.987177665015794e-10,1.2202890580015799e-12,7.357716844415958e-13,2.34832349125292e-19,2.64456603222846e-16,2.3794624195539743e-15,3.546837808565527e-20,1.649285299137199e-25,1.3381442070775414e-29,1.483246638688643e-28,9.552424102221749e-26,3.200043336910174e-18,5.147400951840403e-30,2.6850853155032453e-14,1.470703484323756e-20,8.761285324855982e-15,1.7436218588657314e-19,4.212826021474863e-19
1.1041181646402251e-09,0.8954766927580923,1.6207938315528014e-08,1.498226993143414e-11,4.111897413743493e-10,1.1162663400609135e-10,0.0,0.0,2.1788597291880536e-07,9.915442494532224e-13,4.8332577968015764e-14,1.8337040420791777e-14,3.430723481833437e-18,1.236875475384631e-25,1.1721074018064801e-17,1.581053740034129e-12,8.329087228771815e-10,8.287158525124506e-15,1.3511783520539173e-21,1.207161955863556e-19,1.0277114677256387e-09,1.2296547398400102e-16,3.668311795077424e-11,5.625061498517221e-19,1.8340076184055185e-15,1.2423431892124184e-16,3.4986392281448545e-15,2.4273620878438134e-16,1.5858607578557252e-22,1.8474277404666338e-22,3.748917918772579e-19,1.1999758429484824e-23,4.042694947417511e-18,7.108844619490881e-28,3.76,0.0,0.7498363942996815,0.997209559287803,1.0203668787170949e-12,3.888344385025099e-13,0.0007177350592561739,0.0007177385606161733,7.789449783497655e-10,1.7855944512854441e-12,0.002790222410529374,1.7667018677318923e-13,2.613965112259849e-14,1.9659304646267984e-07,4.9080300080024146e-09,1.5889499166309453e-09,1.4507864043691953e-08,4.3235889631789584e-05,5.118146636825139e-13,3.992724639537139e-10,5.650587435015146e-10,2.1186309052714127e-13,1.0295373131565576e-10,4.652454520573267e-10,7.224497371708812e-18,1.3961343365879036e-17,4.289081903371931e-11,9.657059457928599e-21,8.333045607846426e-10,1.2647948079766346e-12,7.849123175627415e-13,2.56007805226421e-19,2.8262809927587047e-16,2.512932470639168e-15,3.816859088433533e-20,1.8574229255347624e-25,1.5034524405649946e-29,1.6670658714729097e-28,1.0577583383414846e-25,3.489557941146505e-18,5.7644811806563114e-30,2.8396230976995015e-14,1.573433823153676e-20,9.299886794178593e-15,1.8524936750829076e-19,4.593573159416131e-19
1.12798981333292e-09,0.8954792888640174,1.6921544945557703e-08,1.5871470799880523e-11,4.2942343703349465e-10,1.190654093543379e-10,0.0,0.0,2.2258957322170664e-07,1.034861952562562e-12,5.153286508838135e-14,1.9789074363429976e-14,3.736911260192834e-18,1.338501827595712e-25,1.2412497886894125e-17,1.6479353932716036e-12,8.681556120416376e-10,8.833224410957689e-15,1.4535186327707756e-21,1.2890029899951387e-19,1.0726255834404262e-09,1.3110158988265557e-16,3.744090243683288e-11,6.11735272745273e-19,1.9515419250715333e-15,1.3608116773345502e-16,3.730984895427671e-15,2.6330517921381275e-16,1.7609416407136137e-22,2.0507627928936692e-22,4.0761878201757753e-19,1.3391648520439063e-23,4.4040388495860385e-18,8.074594557955927e-28,3.76,0.0,0.7498204123157732,0.9971976513047311,1.08849019080377e-12,4.141811741117546e-13,0.0007332450329110355,0.0007332486771643584,8.065749795427375e-10,1.8577155300101422e-12,0.0028021256715858294,1.8502730944030105e-13,2.737419029477402e-14,2.004034906159885e-07,5.085762993528945e-09,1.6852076584335817e-09,1.5119628745070036e-08,4.4170194027667704e-05,5.346007587701805e-13,4.167124611629808e-10,5.867071068666459e-10,2.217879237291113e-13,1.0677328026308833e-10,4.839543763312917e-10,7.862492161201851e-18,1.4906849895946635e-17,4.392115882209839e-11,1.0627897391441333e-20,8.685772495318896e-10,1.3097265883227692e-12,8.361612559045068e-13,2.7857154883757895e-19,3.0153000111241535e-16,2.6505367229681583e-15,4.1002074389531934e-20,2.08627395658085e-25,1.6847211960158187e-29,1.868713837480367e-28,1.1685840907372277e-25,3.797575601345839e-18,6.438698879248395e-30,2.999000330079897e-14,1.680927714713977e-20,9.857817819033691e-15,1.9654243051031483e-19,4.9993726526993485e-19
