Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925)
6.995711172178712e-10,0.8954326891938519,6.455437646864112e-09,4.683600493854046e-12,1.6340224432289037e-10,2.817970272577948e-11,0.0,0.0,1.3814237798691029e-07,3.9822265885605616e-13,1.2306846683109825e-14,3.5355996849250836e-15,5.539996884791835e-19,2.3687099583068614e-26,3.51158627414475e-18,6.494497591548003e-13,3.4206144103672925e-10,2.1213914643388948e-15,2.8139993184398647e-22,3.0114532636232574e-20,4.126128782288906e-10,3.133141515734492e-17,2.361818242493791e-11,9.326822404393765e-20,4.831560903260026e-16,1.7377468642292884e-17,8.879974118216769e-16,4.209444436419955e-17,1.6821009263854662e-23,1.9696487450365915e-23,6.237442580400788e-20,1.1256730374168532e-24,6.510857391956421e-19,4.673596824854166e-29,3.76,0.0,0.7501072887637981,0.9975594617885002,2.575631891999697e-13,1.0063926305894328e-13,0.00045484076234532166,0.00045484224147808623,3.5989803833647746e-10,7.569418368006445e-13,0.0024403999037104188,6.74692267273298e-14,9.702922862096022e-15,1.2934351339756966e-07,2.232350546947425e-09,4.4340098330419515e-10,5.973704876601132e-09,2.7399373168496737e-05,2.0333315157092315e-13,1.6038454163580392e-10,2.4827581271050367e-10,7.891476250467354e-14,4.622038581818723e-11,1.977400314077542e-10,1.1838077210482344e-18,3.488777398207365e-18,2.6102076801756126e-11,1.2273059853925858e-21,3.421639091327053e-10,5.821594228266482e-13,2.0278992877679656e-13,4.203876643246042e-20,6.640573305394477e-17,7.858165077184544e-16,7.927384583881263e-21,1.5124397071801854e-26,1.2766722312672005e-30,1.406690341523389e-29,1.2295624679582199e-26,5.534870155473638e-19,5.196271627993486e-31,8.563835879914143e-15,3.85455120162876e-21,2.6169625412639632e-15,5.136331860569271e-20,7.517691824030964e-20
7.107300706995241e-10,0.8954339031825931,6.6649694035292395e-09,4.863843840085621e-12,1.6870321483119174e-10,2.9557330958436194e-11,0.0,0.0,1.4034296384740837e-07,4.110226073498745e-13,1.2904801738780557e-14,3.74527572615874e-15,5.90152832530333e-19,2.506013756329979e-26,3.659195715349302e-18,6.699078810960532e-13,3.528383761754688e-10,2.2241243723396403e-15,2.973031763259806e-22,3.1591772037142366e-20,4.2588009669254103e-10,3.28532112735145e-17,2.3984275607170037e-11,9.928454570400429e-20,5.061533581659111e-16,1.861566600794768e-17,9.312275001495321e-16,4.475266174888323e-17,1.8186882905400443e-23,2.129283136198427e-23,6.639161138708165e-20,1.2226183641534365e-24,6.936421063375325e-19,5.136867806257576e-29,3.76,0.0,0.7500998151505317,0.9975446034340043,2.701419895228703e-13,1.0548153383855954e-13,0.0004620936720893385,0.00046209519648289217,3.6997317448636514e-10,7.801011084118144e-13,0.002455256052264529,6.971927216047989e-14,1.0043895578462592e-14,1.3126845794185635e-07,2.296054302142478e-09,4.6374995792837145e-10,6.161439675037453e-09,2.7836282986994558e-05,2.0991735015855103e-13,1.6553856422244345e-10,2.556062280669429e-10,8.1687228385068e-14,4.755460906390093e-11,2.0377667052083256e-10,1.2605636789481808e-18,3.659678592685182e-18,2.6548282004865775e-11,1.3192835113353668e-21,3.529457740240698e-10,5.985652894555103e-13,2.125582690115116e-13,4.476253058862737e-20,6.996907973908716e-17,8.18842969692144e-16,8.382707182516661e-21,1.6514865691681408e-26,1.3923610849677884e-30,1.5344480107199154e-29,1.325860472220819e-26,5.905974189156704e-19,5.657068781733935e-31,8.936162195552116e-15,4.0467245489521786e-21,2.7364999731538235e-15,5.373044285570108e-20,8.005563672164869e-20
7.21889024181177e-10,0.8954351171598561,6.877879416412327e-09,5.0490897172195174e-12,1.740903557393118e-10,3.09793043637198e-11,0.0,0.0,1.4254348768093124e-07,4.2402490705664504e-13,1.352180764880544e-14,3.963710495708979e-15,6.280471426153674e-19,2.649124603816807e-26,3.810746327575565e-18,6.906699320707727e-13,3.637755094915107e-10,2.330109645720205e-15,3.138215173002949e-22,3.311720751064578e-20,4.393572178596722e-10,3.442345261571942e-17,2.4350041276663454e-11,1.0558482312639332e-19,5.298534904994664e-16,1.9920116227164436e-17,9.758401595032944e-16,4.75319665893684e-17,1.963944977920769e-23,2.2990206249974466e-23,7.059789649710063e-20,1.326179691244463e-24,7.382519152503161e-19,5.637714792930336e-29,3.76,0.0,0.7500923416115395,0.997530136083495,2.8312570495043476e-13,1.1047506721098359e-13,0.0004693465091598309,0.00046934807943442184,3.80146504788073e-10,8.03573112049948e-13,0.0024697211968072196,7.20097920886416e-14,1.0391168804419443e-14,1.3318931588286074e-07,2.3604212356495128e-09,4.846755722330619e-10,6.35194467141839e-09,2.8273188369798697e-05,2.1660880565739632e-13,1.707740356928266e-10,2.630242967880143e-10,8.451036948433005e-14,4.8903536784681526e-11,2.098941382328277e-10,1.3409749022567276e-18,3.83614534105882e-18,2.699543851334408e-11,1.416478496648534e-21,3.6388799105974907e-10,6.151332293888351e-13,2.2263241914881403e-13,4.761580752564361e-20,7.365368041790815e-17,8.5265793635952615e-16,8.855683525073719e-21,1.8007231926127622e-26,1.5163534491169475e-30,1.6714044569681857e-29,1.4279513772990244e-26,6.29519097742674e-19,6.149933982678725e-31,9.317904175954106e-15,4.245301393612932e-21,2.859386066544644e-15,5.616524124016114e-20,8.516693559788483e-20
7.330479776628299e-10,0.895436331125642,7.094167873980049e-09,5.239416247644688e-12,1.795637415126063e-10,3.244633164400578e-11,0.0,0.0,1.4474395034343419e-07,4.3722955430841454e-13,1.415816257652663e-14,4.191115935266595e-15,6.677376444529806e-19,2.7982026221074466e-26,3.966285594604789e-18,7.117353175401487e-13,3.7487253195532264e-10,2.4393972747695018e-15,3.3096802142823536e-22,3.469166511182541e-20,4.530442401741989e-10,3.604289513367454e-17,2.4715479737336485e-11,1.1217766077698512e-19,5.542661307687576e-16,2.1293182064410024e-17,1.0218572662763863e-15,5.043577115730128e-17,2.1182711304288834e-23,2.479325254911313e-23,7.499897999877583e-20,1.4366902251589347e-24,7.849802354416217e-19,6.178526023244674e-29,3.76,0.0,0.7500848681468191,0.9975160494641024,2.9652087095428445e-13,1.1562209040946635e-13,0.0004765992735597846,0.0004766008903334035,3.9041665611123497e-10,8.273563163993775e-13,0.002483805610207461,7.434100359423128e-14,1.0744751259360608e-14,1.3510609796904595e-07,2.425442791730514e-09,5.061838087897093e-10,6.545213981240201e-09,2.871008931695112e-05,2.2340766830329995e-13,1.7609095458769244e-10,2.705292884102895e-10,8.738421476115413e-14,5.026701431685524e-11,2.1609201182938355e-10,1.4251543024175274e-18,4.018272843792789e-18,2.744354695644026e-11,1.5190939947106725e-21,3.749902534760605e-10,6.318608898767984e-13,2.3301691064466936e-13,5.060258166796614e-20,7.746109246705353e-17,8.872654221394861e-16,9.346659255659954e-21,1.9607093550074317e-26,1.649090743447181e-30,1.8180512250167136e-29,1.5360798068734662e-26,6.703070608497014e-19,6.676491451180581e-31,9.709117411040591e-15,4.450392876427265e-21,2.985653483930187e-15,5.866844137497383e-20,9.051800542960011e-20
7.442069311444828e-10,0.8954375450799501,7.313834899418725e-09,5.434901520315368e-12,1.851234466683904e-10,3.395912146406621e-11,0.0,0.0,1.4694435267153482e-07,4.5063654550377074e-13,1.481416466401449e-14,4.427704970081422e-15,7.092802198981278e-19,2.953410215193224e-26,4.125860888117222e-18,7.331034438503584e-13,3.861291351107947e-10,2.552037223088911e-15,3.487557464656248e-22,3.6315974350875455e-20,4.669411620801431e-10,3.771229463336135e-17,2.5080591292771838e-11,1.1907177859019867e-19,5.794008831915813e-16,2.273726202692634e-17,1.069300702145725e-15,5.3467521444483986e-17,2.2820791694533425e-23,2.6706751568122814e-23,7.960063566940872e-20,1.554494166427749e-24,8.338931555920864e-19,6.761806590899333e-29,3.76,0.0,0.7500773947563681,0.9975023335358676,3.1033402879622945e-13,1.209248263168985e-13,0.0004838519652921602,0.0004838536291805647,4.007822734628739e-10,8.514491966100146e-13,0.0024975193324230658,7.671312677694334e-14,1.1104651450365654e-14,1.370188149028754e-07,2.491110497056612e-09,5.282805771851023e-10,6.7412417351688145e-09,2.914698582849382e-05,2.3031409079135564e-13,1.81489319474118e-10,2.781204783894319e-10,9.030879084511286e-14,5.16448886226056e-11,2.223698701200563e-10,1.5132164212844034e-18,4.206156709969688e-18,2.7892607961947753e-11,1.6273377401448948e-21,3.8625225507828324e-10,6.487459430957832e-13,2.4371626682418875e-13,5.372689385286729e-20,8.139282057033039e-17,9.2266939161134e-16,9.855978767552247e-21,2.1320272436635134e-26,1.7910310329328737e-30,1.9748983115140913e-29,1.6504964999195845e-26,7.130169409892698e-19,7.238421403815114e-31,1.0109855996944628e-14,4.662110321141332e-21,3.115334400690386e-15,6.124076272553769e-20,9.611614028439064e-20
7.553658846261357e-10,0.8954387590227811,7.536880546033334e-09,5.635623594278561e-12,1.9076954580650944e-10,3.5518382542495245e-11,0.0,0.0,1.491446954766681e-07,4.642458771279484e-13,1.5490112030284466e-14,4.673691808485561e-15,7.527316073548062e-19,3.1149120901051676e-26,4.289519466643355e-18,7.547737183131273e-13,3.975450110884206e-10,2.6680794236191975e-15,3.6719790215678583e-22,3.7990967952362735e-20,4.810479820215821e-10,3.9432406776811375e-17,2.5445376246159502e-11,1.2627601434363091e-19,6.052673113928281e-16,2.425480010698664e-17,1.1181923539718952e-15,5.663070067110676e-17,2.4557927478139843e-23,2.873561350396223e-23,8.440871398502553e-20,1.6799463015288106e-24,8.850577828328335e-19,7.390170684706765e-29,3.76,0.0,0.7500699214401846,0.9974889785622126,3.2457172546818406e-13,1.2638549342377325e-13,0.0004911045843598902,0.0004911062959766333,4.112420218648839e-10,8.758502343114574e-13,0.002510872100031344,7.912638473427141e-14,1.1470877423107718e-14,1.389274773340191e-07,2.5574159657901855e-09,5.509717094107054e-10,6.9400220795699144e-09,2.958387790446871e-05,2.373282282843705e-13,1.869691289706781e-10,2.85797148401395e-10,9.328411980578055e-14,5.303700841586891e-11,2.2872729346556664e-10,1.6052774516223915e-18,4.399892917179242e-18,2.8342622156254186e-11,1.7414216224019932e-21,3.976736902537924e-10,6.657860880718903e-13,2.547350028433203e-13,5.699284218419615e-20,8.545036256404548e-17,9.588737059322112e-16,1.0383985804131518e-20,2.3152784705540692e-26,1.9426467200650004e-30,2.1424721007684364e-29,1.7714579675951683e-26,7.577049109291356e-19,7.837451959599806e-31,1.0520172213486782e-14,4.88056526012274e-21,3.2484604750637205e-15,6.38829160862254e-20,1.0196873886565022e-19
7.665248381077886e-10,0.895439972954135,7.763304803655001e-09,5.841660492073467e-12,1.9650211357128533e-10,3.7124823526430255e-11,0.0,0.0,1.5134497955238291e-07,4.780575457277197e-13,1.6186302773442e-14,4.929291557312996e-15,7.9814940139613e-19,3.2828752574788974e-26,4.457308477151885e-18,7.767455491131082e-13,4.091198525889767e-10,2.7875737831707497e-15,3.8630768251823747e-22,3.9717482218921125e-20,4.953646984427029e-10,4.1203987082391766e-17,2.580983490036277e-11,1.3379932014695445e-19,6.318749401062469e-16,2.584827480368047e-17,1.168554113888668e-15,5.992882472134366e-17,2.6398481532978656e-23,3.0884893363206666e-23,8.942913948931487e-20,1.81341267859812e-24,9.385422439176968e-19,8.066356910377917e-29,3.76,0.0,0.7500624481982662,0.9974759750219625,3.3924051376485e-13,1.3200630588963428e-13,0.0004983571307658816,0.0004983588907223368,4.2179458383374953e-10,9.005579175708565e-13,0.0025238734342061236,8.158100357996172e-14,1.1843437051714079e-14,1.4083209586791572e-07,2.6243508925614462e-09,5.742629662486328e-10,7.1415491758080415e-09,3.0020765544917677e-05,2.444502383993116e-13,1.925303817182624e-10,2.9355858592107e-10,9.631022174023231e-14,5.444322399060945e-11,2.3516386373952734e-10,1.7014552094519174e-18,4.5995778663356745e-18,2.8793590164281976e-11,1.861562290857257e-21,4.0925425395580523e-10,6.829790480836427e-13,2.660776257487077e-13,6.040458082150169e-20,8.963516121289399e-17,9.958821851152211e-16,1.0931022766928949e-20,2.5110880929171897e-26,2.1044275248385125e-30,2.321318158071995e-29,1.8992269109072364e-26,8.044277475278253e-19,8.475369060729835e-31,1.0940116935033396e-14,5.105869396936642e-21,3.3850628888983353e-15,6.659560428056835e-20,1.0808330283561668e-19
7.776837915894415e-10,0.8954411868740121,7.993107593423387e-09,6.053090203866112e-12,2.023212246836122e-10,3.877915309491349e-11,0.0,0.0,1.5354520566788447e-07,4.920715479336148e-13,1.6903034968736924e-14,5.194720554769216e-15,8.455920531967527e-19,3.457469053419209e-26,4.629274953833882e-18,7.990183453947723e-13,4.208533528980226e-10,2.9105701778814066e-15,4.0609844954567586e-22,4.149635675445742e-20,5.098913097877436e-10,4.302779092456159e-17,2.617396755785805e-11,1.416507651497732e-19,6.592332536117166e-16,2.752021088198549e-17,1.22040787919395e-15,6.336544612018717e-17,2.8346931117076607e-23,3.315977729271464e-23,9.466791283026615e-20,1.9552702000123773e-24,9.94415684343719e-19,8.793218929438672e-29,3.76,0.0,0.7500549750306102,0.9974633136872116,3.5434695221816933e-13,1.3778947349505088e-13,0.0005056096045130145,0.0005056114134184033,4.324386614926642e-10,9.255707409126383e-13,0.0025365325628523205,8.407721242197962e-14,1.222233778081422e-14,1.427326810582514e-07,2.691907058220191e-09,5.981600320504263e-10,7.345817200839469e-09,3.0457648749882574e-05,2.5168028121457316e-13,1.9817307640609126e-10,3.014040845640757e-10,9.938711246612983e-14,5.5863387362931664e-11,2.4167916435930295e-10,1.8018691573427373e-18,4.805308335797659e-18,2.9245512609544724e-11,1.987980579984125e-21,4.2099364171782825e-10,7.003225728232774e-13,2.777486344334285e-13,6.396632095832089e-20,9.394865602057611e-17,1.033698552547853e-15,1.1497431346001565e-20,2.72010115514588e-26,2.276877832008057e-30,2.5119988650473787e-29,2.0340718426787742e-26,8.532427453153639e-19,9.154007271748509e-31,1.1369739271406904e-14,5.3381346353671316e-21,3.525172313542845e-15,6.937952157105736e-20,1.144674381106532e-19
7.888427450710944e-10,0.8954424007824123,8.226288774816402e-09,6.269990680248774e-12,2.082269539017944e-10,4.048207982168845e-11,0.0,0.0,1.5574537457590848e-07,5.062878804328178e-13,1.764060667085734e-14,5.470195954002633e-15,8.951188701326219e-19,3.63886513930229e-26,4.8054658198679726e-18,8.215915171639207e-13,4.327452058683348e-10,3.0371184583481357e-15,4.265835415583427e-22,4.332843486578558e-20,5.246278145010536e-10,4.490457353418592e-17,2.653777452080331e-11,1.4983953168482438e-19,6.87351697640878e-16,2.9273166222856796e-17,1.273775552447385e-15,6.69441489924485e-17,3.040788343934779e-23,3.5565600228887925e-23,1.0013110786952161e-19,2.105907283532951e-24,1.052748269690952e-18,9.573742683765452e-29,3.76,0.0,0.750047501937215,0.9974509855283701,3.698976051747059e-13,1.43737201709329e-13,0.0005128620056041451,0.0005128638640655605,4.431729738196418e-10,9.508872052693408e-13,0.002548858515559263,8.661524338340478e-14,1.2607586920553982e-14,1.4462924341621283e-07,2.7600763221388413e-09,6.22668521737776e-10,7.552820346449487e-09,3.089452751940524e-05,2.5901851925788243e-13,2.0389721174205914e-10,3.0933294362428707e-10,1.0251480615139194e-13,5.7297352083184244e-11,2.4827278024404014e-10,1.9066403739047588e-18,5.017181542160049e-18,2.969839011408144e-11,2.1209021656060387e-21,4.328915496361642e-10,7.178144355631329e-13,2.8975251970333494e-13,6.768232948086052e-20,9.83922287355783e-17,1.0723264983698594e-15,1.2083551809587152e-20,2.942987217032203e-26,2.4605200353495275e-30,2.715096529597904e-29,2.1762675377851424e-26,9.042077834196237e-19,9.875260851812449e-31,1.1809087013977237e-14,5.577473038685869e-21,3.668818954771841e-15,7.223535443024555e-20,1.2112885300925018e-19
8.000016985527473e-10,0.8954436146793362,8.462848139748499e-09,6.492439837051247e-12,2.142193760549693e-10,4.223431229176662e-11,0.0,0.0,1.5794548700559992e-07,5.207065399936767e-13,1.8399315911804385e-14,5.7559360922626275e-15,9.467900162306291e-19,3.827237525229738e-26,4.985927886015553e-18,8.444644753810979e-13,4.447951059358319e-10,3.1672684444371053e-15,4.477764829636877e-22,4.521456324538263e-20,5.395742110270276e-10,4.683508999826227e-17,2.6901256090975124e-11,1.5837491834678744e-19,7.162396775950084e-16,3.110974595094356e-17,1.3286790413514798e-15,7.06685535610593e-17,3.2586062020280934e-23,3.810783034257114e-23,1.0582487399793335e-19,2.2657234694323283e-24,1.1136111845617006e-18,1.0411035184328171e-28,3.76,0.0,0.7500400289180782,0.9974389818000411,3.85899042724166e-13,1.498516916357887e-13,0.0005201143340421017,0.0005201162426645356,4.539962590181275e-10,9.76505818008002e-13,0.002560860037722301,8.919533157753936e-14,1.2999191382136938e-14,1.4652179340217615e-07,2.8288506287061116e-09,6.477939749045875e-10,7.762552819914234e-09,3.1331401853527426e-05,2.6646511751190256e-13,2.097027864793592e-10,3.173444684606957e-10,1.0569331295314607e-13,5.874497339599415e-11,2.549442978495365e-10,2.015891580196225e-18,5.235295087898078e-18,3.015222329852007e-11,2.260556938847522e-21,4.4494767438577686e-10,7.354524355785675e-13,3.0209376422606525e-13,7.155693008611583e-20,1.0296726191746327e-16,1.111769622599311e-15,1.2689723664785387e-20,3.18043636034511e-26,2.6558914971126407e-30,2.9312106858210624e-29,2.3260946174512938e-26,9.573812373681544e-19,1.0641073322124643e-30,1.2258206236627494e-14,5.823996862332512e-21,3.8160325141258295e-15,7.516378087295627e-20,1.2807535973399005e-19
8.111606520344002e-10,0.8954448285647834,8.70278542029419e-09,6.720515547468188e-12,2.202985660030459e-10,4.403655895095079e-11,0.0,0.0,1.6014554367102159e-07,5.353275234364102e-13,1.917946070335551e-14,6.052160039418455e-15,1.000666511750772e-18,4.0227625689380815e-26,5.170707852586406e-18,8.676366318570188e-13,4.5700274810064393e-10,3.3010699311014697e-15,4.696907651584069e-22,4.715559241560267e-20,5.547304978101767e-10,4.8820095260265944e-17,2.7264412569839256e-11,1.672663357499146e-19,7.45906560681606e-16,3.303258673567441e-17,1.3851402588579422e-15,7.454231057331379e-17,3.4886323990135294e-23,4.079208863092515e-23,1.1175543295529755e-19,2.4351300516830655e-24,1.1770766341134205e-18,1.1308343903597875e-28,3.76,0.0,0.7500325559731975,0.9974272939384102,4.02357840782035e-13,1.5613514008649346e-13,0.0005273665898296902,0.0005273685492160568,4.649072715079938e-10,1.0024250928728882e-12,0.002572545693155461,9.181771513157005e-14,1.3397157975508362e-14,1.4841034143572053e-07,2.8982219988796382e-09,6.735418635027563e-10,7.97500884316949e-09,3.176827175229095e-05,2.740202434040981e-13,2.1558979938661395e-10,3.254379699890666e-10,1.0892264166644858e-13,6.020610803438278e-11,2.616933051221444e-10,2.1297471060190192e-18,5.459747028883073e-18,3.0607012782004556e-11,2.407179716323379e-21,4.571617132014414e-10,7.532343950525845e-13,3.1477684260469175e-13,7.559450179387082e-20,1.0767507731684407e-16,1.1520314990756738e-15,1.3316284926713177e-20,3.433164291076148e-26,2.863548302101968e-30,3.160961557838155e-29,2.483840035125088e-26,1.0128220480263374e-18,1.1453449823028972e-30,1.2717141780755077e-14,6.07781850952867e-21,3.966842238510243e-15,7.816547130673959e-20,1.353148723231331e-19
8.223196055160531e-10,0.8954460424387549,8.946100283394075e-09,6.954295646294743e-12,2.2646459866459766e-10,4.588952821038892e-11,0.0,0.0,1.6234554526480577e-07,5.501508276549619e-13,1.9981339035170874e-14,6.359087927362574e-15,1.056810233576028e-18,4.225618999584533e-26,5.359852308169834e-18,8.911073993343186e-13,4.693678279412688e-10,3.438572683554134e-15,4.923400436407934e-22,4.915237644453362e-20,5.700966732950633e-10,5.0860344119905274e-17,2.7627244258497184e-11,1.7652330927499445e-19,7.763616742779474e-16,3.5044370481818745e-17,1.4431811230586986e-15,7.856910537255512e-17,3.7313647705046734e-23,4.3624134793402237e-23,1.179290808976237e-19,2.6145497972604115e-24,1.2432178430696398e-18,1.2269046825876213e-28,3.76,0.0,0.7500250831025711,0.9974159136378075,4.192805810260328e-13,1.6258973953324104e-13,0.0005346187729696898,0.0005346207837208512,4.759047840494565e-10,1.028643550009477e-12,0.002583923787528081,9.448263516311927e-14,1.3801493190222135e-14,1.5029489788821604e-07,2.968182536007917e-09,6.999175865535255e-10,8.190182653401954e-09,3.220513721573751e-05,2.8168406680907294e-13,2.2155824926990317e-10,3.336127650289041e-10,1.1220279777069615e-13,6.168061436321517e-11,2.685193915299633e-10,2.2483329137642056e-18,5.690635826919825e-18,3.106275918225287e-11,2.5610096865346606e-21,4.69533363891847e-10,7.711581612406275e-13,3.278062213321304e-13,7.979947995567517e-20,1.1251699040309784e-16,1.193115628329085e-15,1.3963572689402322e-20,3.70190867892167e-26,3.08406247210334e-30,3.404987612620906e-29,2.6497967055104124e-26,1.0705896450967124e-18,1.2314447580283899e-30,1.3185936898147344e-14,6.339050560260743e-21,4.121276885319752e-15,8.124108792951229e-20,1.4285540797939682e-19
8.33478558997706e-10,0.89544725630125,9.192792334177678e-09,7.193857926201251e-12,2.3271754900095749e-10,4.77939283823358e-11,0.0,0.0,1.6454549246162743e-07,5.651764496050408e-13,2.0805248875781e-14,6.676940763231095e-15,1.115283915070348e-18,4.43598792395993e-26,5.553407730513866e-18,9.148761914470571e-13,4.818900416068616e-10,3.579826439590176e-15,5.157380544579412e-22,5.120577314404161e-20,5.856727359263301e-10,5.295659123326777e-17,2.798975145771306e-11,1.8615547719344197e-19,8.076143068158667e-16,3.7147818127360175e-17,1.5028235572201833e-15,8.27526555677434e-17,3.98731400899311e-23,4.660987551413497e-23,1.2435218699315167e-19,2.8044172385886297e-24,1.3121090564192503e-18,1.329666195192316e-28,3.76,0.0,0.7500176103061965,0.9974048328088234,4.366738509289304e-13,1.692176781405023e-13,0.0005418708834648564,0.0005418729461796469,4.869875864706405e-10,1.0551597159343268e-12,0.002595002410248367,9.719033578848721e-14,1.421220330821791e-14,1.5217547308693233e-07,3.0387244222074955e-09,7.26926473446746e-10,8.408068502699526e-09,3.264199824390882e-05,2.8945676004406043e-13,2.2760813496148432e-10,3.4186817608421997e-10,1.1553378442987779e-13,6.316835229146117e-11,2.7542214804286645e-10,2.371776584068683e-18,5.9280603786715905e-18,3.1519463115527875e-11,2.7222906918361946e-21,4.820623248319201e-10,7.89221605157812e-13,3.4118635882456346e-13,8.417635560676866e-20,1.1749428667217105e-16,1.2350254617846648e-15,1.4631922844928047e-20,3.987431343371227e-26,3.318023543201483e-30,3.6639470411860545e-29,2.8242637002543953e-26,1.1307439664912514e-18,1.3226180974730943e-30,1.3664633451139476e-14,6.607805751884503e-21,4.279364743613202e-15,8.439128509116087e-20,1.507050861617832e-19
8.446375124793589e-10,0.8954484701522692,9.44286111654879e-09,7.439280136634666e-12,2.3905749201357447e-10,4.975046766942334e-11,0.0,0.0,1.667453859186026e-07,5.804043863027464e-13,2.165148817267536e-14,7.005940404787139e-15,1.176151146091859e-18,4.6540528368473916e-26,5.751420486712588e-18,9.38942422717448e-13,4.945690858163568e-10,3.72488090967327e-15,5.398986177079965e-22,5.33166441130494e-20,6.014586841486982e-10,5.510959111284346e-17,2.835193446791655e-11,1.9617259027118678e-19,8.396737078721725e-16,3.93456896531524e-17,1.56408948977505e-15,8.709671071915162e-17,4.257003773321264e-23,4.975536565490263e-23,1.3103119312903142e-19,3.0051787807427726e-24,1.3838255395639114e-18,1.439485037079251e-28,3.76,0.0,0.750010137584072,0.997394043573498,4.5454424376138704e-13,1.760211397721556e-13,0.0005491229213179207,0.0005491250365931709,4.981544854688709e-10,1.081972123523413e-12,0.0026057894392762966,9.994106412122318e-14,1.462929441798624e-14,1.5405207731553645e-07,3.1098399177377757e-09,7.545737845136961e-10,8.628660657998512e-09,3.307885483684657e-05,2.9733849786626506e-13,2.337394553183938e-10,3.5020353130429043e-10,1.1891560261654706e-13,6.466918325770315e-11,2.824011671288067e-10,2.5002073135694492e-18,6.172120020325787e-18,3.197712519663533e-11,2.8912712542027738e-21,4.947482949619563e-10,8.074226213649624e-13,3.549217054293833e-13,8.872967534631614e-20,1.226082222540559e-16,1.2777644047771757e-15,1.5321670064578908e-20,4.290518585158361e-26,3.566038766410359e-30,3.938517997310102e-29,3.007546266886536e-26,1.1933454509451054e-18,1.4190822034271147e-30,1.4153271937758964e-14,6.884196975156651e-21,4.441133637513398e-15,8.761670934975647e-20,1.5887212839409286e-19
8.669554194426648e-10,0.8954508978198802,9.953126752199096e-09,7.948015119039342e-12,2.5199865624862553e-10,5.382279572882775e-11,0.0,0.0,1.7114501415841121e-07,6.114671922910991e-13,2.341214682117334e-14,7.698271502970197e-15,1.3053248987387376e-18,5.1140166493731147e-26,6.161002917906239e-18,9.879648652233653e-13,5.203964555813337e-10,4.026590698992654e-15,5.90563098116558e-22,5.77142746741981e-20,6.336602311460188e-10,5.958886650287516e-17,2.907532912135975e-11,2.174012130223577e-19,9.062496207821524e-16,4.4035936380262396e-17,1.6915795895523891e-15,9.628149011493815e-17,4.839765653315543e-23,5.655056883832211e-23,1.4518303338850163e-19,3.441230168121904e-24,1.5360404806408434e-18,1.6818340423578501e-28,3.76,0.0,0.7499951923625638,0.9973733093722478,4.917428003210537e-13,1.9016334613700538e-13,0.0005636267791085505,0.0005636290012873148,5.207358820487849e-10,1.1364798268680799e-12,0.0026265192278263406,1.0557260733848873e-13,1.548264312537378e-14,1.5779341378492363e-07,3.253761161417796e-09,8.118043817257e-10,9.077941027979751e-09,3.3952554717187965e-05,3.1342981847878003e-13,2.462463955679445e-10,3.671114146161835e-10,1.258317275950391e-13,6.770957754084209e-11,2.965863703401086e-10,2.7725547903955258e-18,6.6805441706267366e-18,3.2895326254257155e-11,3.2533488516683068e-21,5.205900613696527e-10,8.442290641847824e-13,3.834757871103653e-13,9.838410992986755e-20,1.332508845277155e-16,1.3657430369957747e-15,1.6766688067156886e-20,4.9526584505395983e-26,4.106751769711372e-30,4.537309730417114e-29,3.401810216033648e-26,1.3261340942888757e-18,1.6287810046333506e-30,1.51605301792433e-14,7.460339803001386e-21,4.775823543604084e-15,9.429578708938217e-20,1.7619169927660925e-19
