Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476)
2.630797901660084e-07,0.6843951923923091,7.854963839321442e-07,3.75578009368443e-08,6.484082008344538e-07,5.019242565447686e-07,0.0,0.0,9.295913248855233e-07,1.292638384273213e-10,2.833656266820226e-09,2.2997948093882605e-11,1.5746900982752265e-12,6.045105122225965e-23,4.243209443404012e-17,1.7835832111780335e-12,3.200800931346341e-08,3.2974425552187794e-10,4.871226026358834e-16,2.7247794319481505e-16,1.140071914145037e-08,6.614104830845587e-15,7.845883138825612e-13,1.9586391594356124e-14,4.966020736321865e-13,9.580763242495152e-11,5.495613728653041e-12,7.823847455473103e-12,2.5791655960492745e-16,2.6766574343338552e-17,6.2430174559739e-14,1.4731177853197734e-15,1.8698985293920474e-12,4.2783839626359905e-14,3.76,0.0,0.5509491891782181,0.999341486353855,2.0126766745309456e-07,7.216955070604381e-10,0.003160685928257256,0.0031607148820248154,1.655369972294736e-10,1.6124624957808924e-13,0.0006567780134253504,5.332634226531794e-10,5.164013839681594e-10,3.7676945345704366e-07,6.118952137757921e-08,7.92006076992681e-07,5.808440765832385e-07,0.0001063987074983231,3.4923570792871074e-10,7.202391706225063e-07,1.5442796998622815e-09,3.4747557308666933e-12,4.6419776813319124e-10,1.1753291556448208e-08,3.575142239808786e-13,1.839506188223207e-13,3.4451411567912755e-10,7.975945522955242e-14,3.240206769650519e-08,5.864520392259998e-11,4.55407488899893e-11,1.1740664171091611e-11,5.066719244118022e-16,1.0761500852993708e-10,4.721603925236092e-14,1.4713155684141812e-16,2.3039604138812566e-21,4.3549990329796998e-16,5.793372379415669e-17,1.209418988054025e-14,3.263349116896918e-22,8.136706545623581e-14,9.47712279462357e-18,1.598128149653615e-11,2.6463173135859884e-18,4.787996464657993e-17,1.1210868781733789e-12,1.2671326846185058e-11,1.765743309332646e-17,5.80782237220294e-11,2.1386651665929393e-11,6.339695706532095e-15,4.306862002672273e-17,1.808100199787279e-07,4.1809642906080814e-19,3.15510691240525e-11,4.650506588611393e-15,1.1043948702357723e-11,8.25595216694196e-10,1.454907363665972e-18,1.1624684218199315e-12,6.728469711852993e-11,1.910462533962328e-14,7.447128401204114e-19,5.14173700068992e-15,2.97672001056292e-12,1.0748564160791349e-12,1.4090803204827753e-14,2.2188104812886152e-14,8.306743155363607e-14,1.4109207466634054e-16,5.486377847555861e-14,3.69967694036575e-14,4.53123582737112e-18,1.079771651782214e-19,2.7709790819634985e-20,1.8010935035036557e-10
2.6855916516925344e-07,0.6844037910871943,8.106740375569887e-07,3.9062237306934044e-08,6.735251052104268e-07,5.283425208799496e-07,0.0,0.0,9.495728174482306e-07,1.3472799236124837e-10,3.0156974429634887e-09,2.3955665770713163e-11,1.645964867256552e-12,6.572312237248074e-23,4.4620760704937805e-17,1.852409668844001e-12,3.330262615587154e-08,3.555254416561246e-10,5.375411538141725e-16,2.977836838075872e-16,1.188029420235448e-08,6.941488141000382e-15,7.887548480191991e-13,2.1174179581357375e-14,5.176203256833116e-13,1.0397005795138403e-10,5.661346520626753e-12,8.177030334217306e-12,2.839860678902689e-16,2.9232772146894947e-17,6.654425657969465e-14,1.5648076423257465e-15,1.9870342517341328e-12,4.6400850454162434e-14,3.76,0.0,0.5508823711122317,0.9993414316986254,2.1361546349131702e-07,7.645483906533712e-10,0.0032263204712876985,0.0032263507824938633,1.6899285552278123e-10,1.646547820309368e-13,0.0006567779775412692,5.701271825668425e-10,5.633532675896454e-10,3.8599031740694154e-07,6.27100273005208e-08,8.249522579302671e-07,6.042354682979143e-07,0.00010858900298100218,3.7344344529689456e-10,7.503887449898573e-07,1.584282842876296e-09,3.625266263340079e-12,4.83645791451531e-10,1.2062366428399087e-08,3.927040248034145e-13,2.0050723063296798e-13,3.637182754286038e-10,8.924679916097825e-14,3.371190351156698e-08,6.008701488400212e-11,4.829912801122537e-11,1.2445271672886075e-11,5.298575754951466e-16,1.1723379057217042e-10,5.149822569112625e-14,1.6530843351173894e-16,2.584162188683232e-21,4.62876901392683e-16,6.158585233697084e-17,1.2836776233509912e-14,3.6566021658976316e-22,8.450600477808788e-14,9.829743995229502e-18,1.6406186780461587e-11,2.7472498174888153e-18,5.140418591870545e-17,1.1494293603545832e-12,1.3181910035260705e-11,1.8609459889279326e-17,6.048190752249289e-11,2.227954560933061e-11,6.608905263398924e-15,4.572735524222689e-17,1.8837608438962513e-07,4.36277840728228e-19,3.311370185427616e-11,4.883095849279503e-15,1.1841109992392547e-11,8.372584487037324e-10,1.6288191326137367e-18,1.2305397496453673e-12,7.145159998531729e-11,2.066961435644296e-14,8.433000958159843e-19,5.464143209948883e-15,3.224487229488688e-12,1.1346160468691507e-12,1.4777555895937962e-14,2.2767090043475823e-14,8.525465776473401e-14,1.5582398638056428e-16,5.622745593880562e-14,3.8145287442391047e-14,4.910389086808364e-18,1.1707653088624567e-19,2.8784189394429636e-20,1.8736218250497571e-10
2.740385401724985e-07,0.6844123889229685,8.362417669037414e-07,4.0593975923204325e-08,6.990345922350693e-07,5.555975657776408e-07,0.0,0.0,9.695873258852518e-07,1.403067289006201e-10,3.205472316906069e-09,2.4950357743554954e-11,1.7186232947820474e-12,7.13793750683675e-23,4.6900315554492864e-17,1.923984562093972e-12,3.462917050467876e-08,3.8277333785661627e-10,5.919953101239977e-16,3.2482086928416707e-16,1.2369739538327009e-08,7.277158625168311e-15,7.930550226077715e-13,2.28643384090958e-14,5.391765607107795e-13,1.1263076133268851e-10,5.8279646024928844e-12,8.540996456989247e-12,3.1218968499665997e-16,3.1879149400198805e-17,7.083169388376336e-14,1.6601234974840216e-15,2.1089269888786296e-12,5.0241410479252716e-14,3.76,0.0,0.550815559551725,0.9993413762516034,2.2643629335666615e-07,8.091154801403062e-10,0.0032919470429080408,0.003291978749872054,1.7244829410235354e-10,1.680629005579312e-13,0.0006567779411369297,6.086431100576521e-10,6.134149892078513e-10,3.95347128239497e-07,6.425305928644459e-08,8.587152723845719e-07,6.281964627139803e-07,0.00011077825294461282,3.987897177520521e-10,7.811498937011643e-07,1.624978209591954e-09,3.7791969252547116e-12,5.036559252056291e-10,1.2376117574160425e-08,4.305737373121418e-13,2.1820553678880444e-13,3.8368633183045757e-10,9.963958047226331e-14,3.50537141958321e-08,6.155016255922151e-11,5.11720852023716e-11,1.317851291943399e-11,5.536661075981117e-16,1.2749242123515976e-10,5.606952567544322e-14,1.852870093312489e-16,2.891710188909984e-21,4.913925993019761e-16,6.539043749632361e-17,1.3609885727653617e-14,4.087885906582958e-22,8.777044329595262e-14,1.0198062441842312e-17,1.683753160466341e-11,2.8523679302251244e-18,5.511020308833243e-17,1.1784653889978638e-12,1.3704945059323135e-11,1.9598466375492112e-17,6.294488914391734e-11,2.3194960304378603e-11,6.884967462468708e-15,4.849044486768294e-17,1.9609539872286864e-07,4.549474249536889e-19,3.472248351539775e-11,5.122600608139202e-15,1.2678137459592052e-11,8.491027243834263e-10,1.8195816646906107e-18,1.301188038391782e-12,7.578961510702896e-11,2.2330688915494907e-14,9.527660722963977e-19,5.799930046732252e-15,3.487346915144845e-12,1.196489864133702e-12,1.54857712604915e-14,2.335636769015984e-14,8.748172103705469e-14,1.7176081689397588e-16,5.761134125763276e-14,3.9314992176728057e-14,5.313846944830268e-18,1.2675105177059342e-19,2.990219858415223e-20,1.9479158541951159e-10
2.8499729017898864e-07,0.6844295820281955,8.885670422766332e-07,4.374033780280259e-08,7.512171932821524e-07,6.126693580892165e-07,0.0,0.0,1.0097176720273217e-06,1.518084632216059e-10,3.6089102830446853e-09,2.7056554728596836e-11,1.8680574044481606e-12,8.394531799766501e-23,5.174740532233167e-17,2.075615042051327e-12,3.738000203372323e-08,4.4187814647622657e-10,7.139665663926371e-16,3.844073608018615e-16,1.3378239247446153e-08,7.973382616227416e-15,8.020647897202292e-13,2.657266928502457e-14,5.839378398706843e-13,1.3152513319414967e-10,6.163764174471005e-12,9.302225711627985e-12,3.7556420587049284e-16,3.775404866555943e-17,7.993977634238282e-14,1.861946424882631e-15,2.367348733702035e-12,5.862906801975265e-14,3.76,0.0,0.5506819558561733,0.9993412629718251,2.535262288068033e-07,9.035599867680877e-10,0.003423176274200746,0.003423210889823064,1.793579122408336e-10,1.7487789596104146e-13,0.0006567778667606759,6.907666913756507e-10,7.233918944102332e-10,4.1447151412528964e-07,6.740720321973375e-08,9.287401081270028e-07,6.778607308648219e-07,0.00011515361760245007,4.5301057565232843e-10,8.445054002789452e-07,1.7085017609676882e-09,4.097392381308768e-12,5.454086511962505e-10,1.3017849479303353e-08,5.149539749810561e-13,2.5725720784459324e-13,4.259977005972529e-10,1.2341043517738342e-13,3.783514099390738e-08,6.454092820858084e-11,5.7273815487350116e-11,1.473375740495423e-11,6.031857874967283e-16,1.5004220743744914e-10,6.613132062669396e-14,2.3120507650652254e-16,3.597153121423391e-21,5.51947940407462e-16,7.347153071557436e-17,1.5250682006452786e-14,5.07599570944694e-22,9.468656289427698e-14,1.0983221819921366e-17,1.7719839956154305e-11,3.075526847638172e-18,6.309104409755331e-17,1.2386589439517718e-12,1.4789105726319623e-11,2.169153125714254e-17,6.805225189649384e-11,2.5094785229979388e-11,7.458088580062513e-15,5.433866084926302e-17,2.119933452788339e-07,4.937857099715353e-19,3.808132613876309e-11,5.622780512672328e-15,1.4476650928647758e-11,8.73338943191605e-10,2.2568874345772894e-18,1.4504363997346121e-12,8.499506829045076e-11,2.5957811255154466e-14,1.2082983269325528e-18,6.5129111258486425e-15,4.0608000266970635e-12,1.3267405455488248e-12,1.696811114544691e-14,2.4566360627236548e-14,9.205767641523414e-14,2.0755092656174175e-16,6.04401874878635e-14,4.171980545322408e-14,6.1983477860518106e-18,1.479290594221525e-19,3.227292580648198e-20,2.101904724701879e-10
2.948601651848298e-07,0.684445052912466,9.370423935267621e-07,4.666797575152549e-08,7.994896018467544e-07,6.670258084854687e-07,0.0,0.0,1.0459536655718063e-06,1.6255321258875466e-10,4.000184148651873e-09,2.909360618157031e-11,2.0072047449435605e-12,9.683383817748402e-23,5.646021134539242e-17,2.222080485367158e-12,3.9969881015495295e-08,5.006180725597225e-10,8.400177895472555e-16,4.447703807853832e-16,1.4319640937311058e-08,8.62837744834206e-15,8.106522931171578e-13,3.0314281535818004e-14,6.261508051296856e-13,1.5043349051598022e-10,6.468793457986003e-12,1.0026626191968019e-11,4.4137532879124967e-16,4.376571562000214e-17,8.876285504735102e-14,2.0567838303432176e-15,2.617110941961928e-12,6.70338286524329e-14,3.76,0.0,0.5505617345499144,0.999341158285839,2.7959760673515497e-07,9.948482393421475e-10,0.00354125532581098,0.003541292695804128,1.8557513344392868e-10,1.8100997651287165e-13,0.0006567777980255252,7.706660333949715e-10,8.343386477017341e-10,4.321556900993351e-07,7.032421904268435e-08,9.946777307681148e-07,7.245909116229535e-07,0.00011908787334722462,5.059860019338402e-10,9.036131523439461e-07,1.7861823378690508e-09,4.39565330747496e-12,5.850252357193126e-10,1.3611882564325856e-08,6.016133564240584e-13,2.96900415619758e-13,4.66902946737389e-10,1.486037029513435e-13,4.045251658473182e-08,6.730673544348416e-11,6.318792479422722e-11,1.6238665777532165e-11,6.499704208014743e-16,1.728132570348229e-10,7.630790916429771e-14,2.801477352782007e-16,4.34730589312738e-21,6.106152243398489e-16,8.130278465197796e-17,1.6839419733702805e-14,6.125296909175226e-22,1.0136759342098841e-13,1.1747171684511226e-17,1.85366578764803e-11,3.291613455638933e-18,7.09551013151127e-17,1.295307976986307e-12,1.5809287266982795e-11,2.371223238762353e-17,7.28605098795978e-11,2.6885268789183014e-11,7.998441935219366e-15,5.998174469815047e-17,2.2682452949747114e-07,5.304972591299171e-19,4.126929575222173e-11,6.09766848535166e-15,1.624400111102511e-11,8.95781983414693e-10,2.7218222051589232e-18,1.59413285377358e-12,9.390591714759124e-11,2.95936922934736e-14,1.4859803341521275e-18,7.203560736880763e-15,4.634797038822703e-12,1.4516025690015755e-12,1.837946267599369e-14,2.5691975233174958e-14,9.631815962800198e-14,2.446672532593418e-16,6.305638355132125e-14,4.3961282209271765e-14,7.08956874143216e-18,1.6922200956575548e-19,3.456560080378678e-20,2.246794572454301e-10
3.044292448567323e-07,0.6844600603307437,9.853524090378177e-07,4.9596824944884993e-08,8.47490132289425e-07,7.225482999637421e-07,0.0,0.0,1.0812210883263906e-06,1.7333471153425455e-10,4.406317908039451e-09,3.120707073221617e-11,2.1463960076627612e-12,1.1094117449059633e-22,6.137453739764017e-17,2.3735904939532185e-12,4.258880764431831e-08,5.62940839782818e-10,9.78597108637055e-16,5.099260928368583e-16,1.5263558795410162e-08,9.289595238172983e-15,8.194303985426067e-13,3.434386907011043e-14,6.689028451425179e-13,1.7062148160438584e-10,6.7671777651567985e-12,1.0766472724713803e-11,5.141137275649487e-16,5.032209439862213e-17,9.790851512645139e-14,2.258237663066519e-15,2.875508899371104e-12,7.601747799764935e-14,3.76,0.0,0.5504451142019726,0.9993410542271025,3.06463641324576e-07,1.0893621097767906e-09,0.0036557923619422797,0.003655832531156372,1.9160585677670234e-10,1.8695811331203788e-13,0.0006567777297010395,8.537977553646572e-10,9.536059143100673e-10,4.4974477641061634e-07,7.322592409741562e-08,1.0613612062610007e-06,7.718179801624454e-07,0.00012290170261337226,5.613268925436689e-10,9.628484676848313e-07,1.86390400870374e-09,4.695903845221433e-12,6.253763412810773e-10,1.4203380040305166e-08,6.963561185713658e-13,3.3979816602634383e-13,5.092737458356764e-10,1.7693654260171054e-13,4.3097967798239633e-08,7.00579098282756e-11,6.932664171089754e-11,1.779827699782101e-11,6.974206918758235e-16,1.9732004740335827e-10,8.727534067353033e-14,3.3546311697131544e-16,5.193406509957555e-21,6.714686822153904e-16,8.942790833136794e-17,1.8486765089439532e-14,7.307398268094931e-22,1.0827916654753383e-13,1.2542380794704154e-17,1.935009245987685e-11,3.5156146800728904e-18,7.923716475280404e-17,1.3525698444100696e-12,1.6840385336876542e-11,2.5802977303812852e-17,7.772226925522641e-11,2.8697543154540563e-11,8.545568669323509e-15,6.581401582298908e-17,2.416868898941769e-07,5.677574625719521e-19,4.4515936777313065e-11,6.581431580577006e-15,1.810064533548329e-11,9.181336235976505e-10,3.24642852284134e-18,1.7423645186409685e-12,1.0314199581612238e-10,3.348365085942273e-14,1.8055467453113906e-18,7.919855106683468e-15,5.247880691017987e-12,1.579896886616779e-12,1.9820955531541987e-14,2.6818057104474093e-14,1.0058389461493266e-13,2.85614836533371e-16,6.565887026455255e-14,4.620861835972785e-14,8.04785915080433e-18,1.9206436417238257e-19,3.6939849317976314e-20,2.393223533744629e-10
3.1399832452863484e-07,0.684475065184527,1.034946223339606e-06,5.261431098432321e-08,8.966228555178282e-07,7.808869857059771e-07,0.0,0.0,1.1166008788621786e-06,1.844684163392578e-10,4.839514798500257e-09,3.346433323761898e-11,2.2896990543147894e-12,1.2680739209079808e-22,6.665033564563813e-17,2.5347088642894655e-12,4.5315032791834863e-08,6.308148171032021e-10,1.1347693091559283e-15,5.820573202055174e-16,1.623757119082805e-08,9.976179059987775e-15,8.286607787071052e-13,3.880047563481427e-14,7.134727082699845e-13,1.9274107618713974e-10,7.067884094446193e-12,1.1544193723614307e-11,5.965736840235632e-16,5.76602958147932e-17,1.0764837194382439e-13,2.4723791869740316e-15,3.1502229162923625e-12,8.587047957338022e-14,3.76,0.0,0.5503285132353031,0.9993409477000432,3.3491482803206905e-07,1.1899733883817158e-09,0.003770305097519579,0.003770348194027753,1.9763530062926925e-10,1.9290498831784355e-13,0.0006567776597547318,9.426344308701642e-10,1.0850859331678243e-09,4.6776284957970206e-07,7.61987748213002e-08,1.1307804795284114e-06,8.209515644231923e-07,0.00012671234962142628,6.207038072075455e-10,1.0239414912782642e-06,1.9440243826226226e-09,5.006974408016196e-12,6.676784794769754e-10,1.4810017168615885e-08,8.025641454167414e-13,3.8742644558129146e-13,5.544101834432102e-10,2.0956212685375902e-13,4.585045459366056e-08,7.287641496679167e-11,7.587765231432683e-11,1.9460052649528274e-11,7.469497937021347e-16,2.2437152546456057e-10,9.939705685011147e-14,3.9945225162990644e-16,6.170337116698824e-21,7.363503860306333e-16,9.809303013082472e-17,2.0242784687007607e-14,8.670779903699716e-22,1.1562947031672257e-13,1.3392838639241141e-17,2.0184464471943934e-11,3.7542807542024106e-18,8.819592940544249e-17,1.4121536159177213e-12,1.7913179900594038e-11,2.802805743372363e-17,8.278263147870517e-11,3.0585821531502504e-11,9.115835666306168e-15,7.20112006771525e-17,2.5701448841856686e-07,6.066841942803157e-19,4.791794752525706e-11,7.088475776857241e-15,2.0104154650043617e-11,9.410595147134939e-10,3.852692781129353e-18,1.8995945950718742e-12,1.1298276877570823e-10,3.775619351859364e-14,2.1818584949275714e-18,8.683474901097788e-15,5.919985975540712e-12,1.715461871440544e-12,2.133567947298306e-14,2.7978432680465348e-14,1.0498316076154365e-13,3.3192853610701745e-16,6.832519079502305e-14,4.853017071908275e-14,9.105798373961519e-18,2.172177427774801e-19,3.9467412832155694e-20,2.5455621464513113e-10
3.2356740420053736e-07,0.6844900674889663,1.0858474689135956e-06,5.572202759844184e-08,9.468726237095772e-07,8.421155675307846e-07,0.0,0.0,1.1520962706915867e-06,1.9595514048417055e-10,5.30072331198907e-09,3.587440216790266e-11,2.4371123531697634e-12,1.4462983102187313e-22,7.231371408407774e-17,2.705784453886442e-12,4.8151262983776255e-08,7.045425304102388e-10,1.3101795142586861e-15,6.616647817553228e-16,1.7241676177432887e-08,1.0688148073422123e-14,8.383563511616847e-13,4.371950654066797e-14,7.599089169230892e-13,2.1691197123193732e-10,7.370843296530063e-12,1.2361235049154599e-11,6.897974876604424e-16,6.585372580398049e-17,1.179999255651302e-13,2.6996707471126155e-15,3.4417287552569866e-12,9.66464675794405e-14,3.76,0.0,0.5502119315250188,0.9993408386896481,3.649879117122826e-07,1.2969280493047776e-09,0.0038847935353363903,0.003884839690329606,2.0366346514921503e-10,1.988506016889573e-13,0.0006567775881767435,1.0373502419249746e-09,1.2295540884358167e-09,4.862136780274755e-07,7.924340604378149e-08,1.2030022566481821e-06,8.720377913267219e-07,0.00013051981607940677,6.84267488721657e-10,1.0868902456474072e-06,2.0266231742587498e-09,5.3289782201765725e-12,7.119974558870611e-10,1.543198710470759e-08,9.212476106397045e-13,4.4016371648017156e-13,6.02436738758065e-10,2.4697660938474743e-13,4.8712570742336865e-08,7.57628413728531e-11,8.285883230741778e-11,2.1228194071975995e-11,7.98609784811832e-16,2.5413839343485124e-10,1.1275157671752118e-13,4.731514610537734e-16,7.293521126824505e-21,8.054159513876657e-16,1.0731921148698816e-16,2.2111884905308423e-14,1.0236643351244657e-21,1.2343443691339326e-13,1.430062541976369e-17,2.1040054157056535e-11,4.008150724985692e-18,9.786638172469361e-17,1.4741156055868815e-12,1.9028685266409166e-11,3.0393677634575686e-17,8.804644085544602e-11,3.2552129200345466e-11,9.709862907737987e-15,7.85865311892008e-17,2.7280675330535013e-07,6.473270485085373e-19,5.1479425063380657e-11,7.619415236707021e-15,2.226172567907517e-11,9.645653939645911e-10,4.550673836637318e-18,2.0661425920183325e-12,1.2345143744140931e-10,4.243793335577749e-14,2.6230250971247607e-18,9.496245686645575e-15,6.654902611283463e-12,1.8585262737375346e-12,2.292578538342164e-14,2.9173927700384156e-14,1.0951939155834087e-13,3.841459869550726e-16,7.105591761088868e-14,5.092866933142787e-14,1.0271210819590755e-17,2.448488888158232e-19,4.215412467007944e-20,2.703953306180747e-10
3.331364838724399e-07,0.6845050672593352,1.1380792128559174e-06,5.892161125182613e-08,9.982251788008045e-07,9.06309051105684e-07,0.0,0.0,1.1877105455416804e-06,2.077957327603834e-10,5.7909013920404764e-09,3.8446611505714887e-11,2.588646719391197e-12,1.6462623780071722e-22,7.83924770011646e-17,2.887175137183223e-12,5.11002290731034e-08,7.844326893390714e-10,1.5065817421831236e-15,7.492708371577182e-16,1.8275871926234098e-08,1.1425520058235874e-14,8.485304605579838e-13,4.913855863828421e-14,8.082605265471133e-13,2.432582279322117e-10,7.675997262739107e-12,1.3219093779898107e-11,7.949162636546201e-16,7.49811628926246e-17,1.2898073407598016e-13,2.9405861000536317e-15,3.7504994485435336e-12,1.0840058147218522e-13,3.76,0.0,0.550095368945248,0.9993407271806019,3.967191593946352e-07,1.4104781233141874e-09,0.003999257678121618,0.003999307025962892,2.0969035048072548e-10,2.0479495358148176e-13,0.0006567775149570171,1.1381180796740608e-09,1.3878052593780096e-09,5.051010167656232e-07,8.236044910146375e-08,1.2780938461396478e-06,9.251231898210428e-07,0.00013432410369430123,7.521687950116757e-10,1.1516927631290207e-06,2.111781306345719e-09,5.6620326945676725e-12,7.584001445703765e-10,1.606947191438764e-08,1.0534765463710398e-12,4.984089430017656e-13,6.534814381874935e-10,2.897173171762342e-13,5.1686932902571994e-08,7.871777715927641e-11,9.028853571849321e-11,2.3107008019672507e-11,8.524546209139415e-16,2.8679650080070293e-10,1.274198250328718e-13,5.576857723632079e-16,8.579685819231895e-21,8.788242040391372e-16,1.1712796660561873e-16,2.409857991020183e-14,1.202796919357698e-21,1.3171041243598124e-13,1.5267874570713325e-17,2.1917123857085884e-11,4.277777594332818e-18,1.0828455156994107e-16,1.5385126195371423e-12,2.018792493194086e-11,3.2906244421912146e-17,9.351858714925943e-11,3.4598523398845776e-11,1.0328280104991737e-14,8.555356171300538e-17,2.8906311366276743e-07,6.897365838966838e-19,5.5204542661753317e-11,8.174875735717736e-15,2.4580754428034492e-11,9.886569678365742e-10,5.351395561935115e-18,2.242334599216513e-12,1.3457167849015348e-10,4.7556700166645575e-14,3.1380557656880066e-18,1.0360030513777148e-14,7.456562893143342e-12,2.0093227316318637e-12,2.4593456496211608e-14,3.040539238982193e-14,1.1419612664403027e-13,4.4284567858915977e-16,7.385162024661648e-14,5.340691409059712e-14,1.1552392705814411e-17,2.75132773527354e-19,4.5005995312859296e-20,2.868541155099234e-10
3.427055635443424e-07,0.6845200645110314,1.1916639894350021e-06,6.22147307535874e-08,1.0506671236816756e-06,9.735437131866278e-07,0.0,0.0,1.2234470323278504e-06,2.1999107779941482e-10,6.311016703841093e-09,4.1190629019245737e-11,2.7443256599545837e-12,1.8703666139207564e-22,8.491621416279505e-17,3.079247644557947e-12,5.416468598262409e-08,8.708001185173565e-10,1.7258439970869794e-15,8.454200296497653e-16,1.9340156726696217e-08,1.2188311736808528e-14,8.591968802581784e-13,5.509751151853654e-14,8.585771216557375e-13,2.719083781425502e-10,7.983297867718031e-12,1.4119319407518781e-11,9.131558760730747e-16,8.512705263656177e-17,1.4060843661647917e-13,3.1956101684665035e-15,4.077005351384347e-12,1.2118945568989505e-13,3.76,0.0,0.5499788253691325,0.999340613157292,4.3014438884370675e-07,1.530881747826448e-09,0.004113697528539362,0.004113750206817947,2.1571595676457653e-10,2.1073804414897495e-13,0.0006567774400852995,1.2451096524720375e-09,1.5606534961518156e-09,5.244286114053529e-07,8.555053293117812e-08,1.3561231537224495e-06,9.802546895202114e-07,0.00013812521417235006,8.245586891078758e-10,1.2183470857993908e-06,2.199580880448821e-09,6.0062595347437955e-12,8.069544610696909e-10,1.6722644876763492e-08,1.2003829762777215e-12,5.625822793457055e-13,7.076758932023951e-10,3.383649782833888e-13,5.47761804962343e-08,8.17418087498078e-11,9.818559907280203e-11,2.5100907808996642e-11,9.085401995000323e-16,3.2252677798883586e-10,1.4348510104953549e-13,6.542738469103322e-16,1.0046934011456892e-20,9.567372029993495e-16,1.2754126707946342e-16,2.6207492789581744e-14,1.4069614223353195e-21,1.404741496395126e-13,1.6296774127777762e-17,2.2815921709546588e-11,4.5637282708624184e-18,1.1948753084795282e-16,1.6054019541559728e-12,2.1391931569093702e-11,3.5572370761537675e-17,9.92040055519383e-11,3.672709401861748e-11,1.0971726902358784e-14,9.292616227524654e-17,3.057829994765817e-07,7.339643440231199e-19,5.909754670325826e-11,8.75549417930652e-15,2.7068839982680534e-11,1.0133399225068498e-09,6.2669181455405736e-18,2.4285032665218045e-12,1.463676469195857e-10,5.314157301053213e-14,3.736932784954403e-18,1.1276730163766737e-14,8.329044517548956e-12,2.168087748642383e-12,2.634090820872201e-14,3.167370257636177e-14,1.1901701649575954e-13,5.086493284727091e-16,7.671286630449479e-14,5.596777341429849e-14,1.2958135352313263e-17,3.0825288467862474e-19,4.802921238592186e-20,3.039471078197832e-10
