Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476)
0.00011987952894456596,0.7932850206650218,0.001376387972061013,0.00028326267043930927,0.00036943473399886784,0.26033673542138674,0.0,0.0,0.0009038660120619249,6.81042148051374e-05,0.42422920177934165,0.02355683356820485,0.00013105141105313056,1.5833667584318446e-10,2.848426516395739e-08,1.205891814110044e-06,0.0019143054350177588,0.005957545343227924,6.823691224571196e-05,3.845019188287576e-07,0.002163094692908246,2.7872383341201427e-08,2.748822757745522e-07,0.00024805887121602353,3.655631427467007e-07,0.008647768279941712,1.6421808714178944e-06,0.0015600157762096969,0.00036964742412735245,1.3190575982403148e-06,9.625595289328281e-07,2.2208739818309816e-09,4.786714139754017e-07,1.991301146600912e-05,3.76,0.0,0.0010370428207936578,0.5128444898006923,0.3508147125272931,0.01827927889423047,0.05189474773819926,0.37524204979602843,2.732645757795387e-09,3.0106752690939187e-12,0.00033704739694497725,2.6457097026417622e-05,0.0001835961806488941,1.532620979439986e-05,2.2105084382253354e-05,0.09596919927848434,0.006195244909022264,0.002678066441679678,2.5627970810018343e-05,0.007589573611183737,9.109083933879819e-06,3.79553380411711e-05,7.791392457214005e-06,8.252110189979262e-05,0.0001422297596530425,1.549249496727135e-05,0.018844461974889218,0.00022872180312984722,0.05314148869847578,1.070589105816354e-09,0.029146320451901093,0.1217622665322665,3.829415392596133e-09,4.1472706652825724e-05,8.562757505747047e-09,2.3277973824044213e-07,3.3383671054526268e-12,1.8692488560407456e-08,5.471763777987685e-09,2.179932063680646e-06,4.4875933128207614e-13,3.149006306310501e-08,3.4721734222719075e-12,5.131438686651965e-08,8.53857329638465e-13,7.769133405255001e-08,7.63343007376563e-09,0.0007118830359921628,3.8151797198853986e-10,0.0004245390182452499,0.004171810552177938,5.727437141999703e-07,6.882450328985636e-12,0.009506206291424624,6.481484420795952e-11,8.329953766950534e-06,5.576207340499162e-10,0.0018273954611270024,2.2835396889040543e-07,2.446591734374401e-06,1.7725584150712524e-06,9.026231689058168e-05,0.002924620992950115,0.0013695023499422556,3.1739510847290797e-09,0.0004459018708790982,3.262585848116055e-06,2.8039240034156452e-08,2.8227384543419025e-08,1.2652530130930134e-07,2.9452076706042283e-05,3.372018807696074e-10,1.0889846881118146e-09,0.0002629251490066666,1.842847149059761e-07,2.777775149253944e-10,0.002787687695301514
0.00012019608117427321,0.7933477215138488,0.0013779837654985128,0.0002833711222373218,0.0003695352016367068,0.2603488609510587,0.0,0.0,0.0009019714926668342,6.784494686350824e-05,0.4248616824766745,0.023597996108162725,0.00013085297826514642,1.58989415840125e-10,2.853477834000486e-08,1.2066017625778396e-06,0.0019141160117705414,0.0059439232467312485,6.82630514152514e-05,3.850421970223454e-07,0.002164487295266161,2.7934739351241996e-08,2.7515379213419624e-07,0.00024779891269338715,3.647807551675977e-07,0.008623248935723837,1.6448791888973694e-06,0.0015607482127175697,0.00036945164020197365,1.3193519748470705e-06,9.622556539457195e-07,2.221396093501819e-09,4.786035008866729e-07,1.9910963342898244e-05,3.76,0.0,0.0010228625271603647,0.5122170377957848,0.35119387272675906,0.018287633507900608,0.05174238071013899,0.37555383689786037,2.7246233586454154e-09,3.002807314349675e-12,0.0003366350280024724,2.6431602668224155e-05,0.00018317052764598078,1.5266871514353166e-05,2.207476848835635e-05,0.09576809029201064,0.006158461104118863,0.002675875245456784,2.5604530659544387e-05,0.007576739920609674,9.092169538537982e-06,3.7998077986554224e-05,7.776936872814013e-06,8.243884894485799e-05,0.00014205517697858127,1.546146752831127e-05,0.01883504075919263,0.0002281750035158954,0.05311966552385477,1.0650532034813287e-09,0.029165615645858307,0.12198093636136013,3.819187430137397e-09,4.13802867822326e-05,8.532547969551042e-09,2.319207383493936e-07,3.3260481869536114e-12,1.8618668699074184e-08,5.454619536105985e-09,2.1756156256344258e-06,4.471033850255652e-13,3.144810817353226e-08,3.4696872594744653e-12,5.1195927399304934e-08,8.53246443002094e-13,7.774286076956802e-08,7.588347371125016e-09,0.0007112917923317657,3.8044275542431625e-10,0.00042327270032031805,0.004172056973274956,5.720306403141372e-07,6.872647192317643e-12,0.009494330692325357,6.469537502767497e-11,8.324432152576103e-06,5.565251603319958e-10,0.0018250801288175822,2.283819957063607e-07,2.4492287804856163e-06,1.7715446435128608e-06,9.020330836303556e-05,0.002921096834444998,0.0013696503753280692,3.1677450832349205e-09,0.00044476750314034313,3.2570025881185422e-06,2.7991252320826927e-08,2.817405290615128e-08,1.2628809631006523e-07,2.9363550771830422e-05,3.365551227758623e-10,1.0865256395010258e-09,0.0002631616995581609,1.8481598094561253e-07,2.7856722052096303e-10,0.002789277980273293
0.00012051263340398046,0.7934102735867111,0.0013795891176881115,0.0002834812880661017,0.00036963831763038325,0.2603607265416055,0.0,0.0,0.0009000850016810329,6.758718550682435e-05,0.4254929650188132,0.023639154171259877,0.00013065538444633704,1.5964740094508977e-10,2.8585687063247647e-08,1.2073210372222592e-06,0.0019139290233458064,0.005930325819275983,6.828939063946764e-05,3.8558381770162504e-07,0.002165872183294017,2.7997215743048084e-08,2.7542790487709774e-07,0.00024753971624646287,3.640022543245922e-07,0.008598760312744973,1.6475825379058469e-06,0.0015614719690425036,0.0003692542488041786,1.3196482945772732e-06,9.61958344538765e-07,2.2219237322397937e-09,4.785366633343303e-07,1.9908830767008066e-05,3.76,0.0,0.0010088754291929897,0.5115905179934676,0.3515725687208094,0.01829587374626268,0.05159032986637234,0.37586510778498033,2.7166176094271414e-09,2.9949587726906867e-12,0.0003362232717176,2.640623320612072e-05,0.00018274649229704234,1.520801491636069e-05,2.2044614408051e-05,0.09556718072707059,0.006121939799374954,0.002673688810614057,2.5581202552718973e-05,0.007563991373734106,9.07531611928061e-06,3.804068397141337e-05,7.762533194456773e-06,8.235696089111565e-05,0.0001418815185401352,1.5430644480157467e-05,0.01882551234933512,0.00022763071385559667,0.053097777087889465,1.0595640282099894e-09,0.0291848286154296,0.12219924050231425,3.8089740032667864e-09,4.128823842340435e-05,8.50248349139481e-09,2.3106624859114322e-07,3.3137939467941388e-12,1.8545308203970736e-08,5.437579312026838e-09,2.1713161044251896e-06,4.454561331302966e-13,3.140648325696098e-08,3.46723024605442e-12,5.10779438416843e-08,8.52642723855704e-13,7.779416796756792e-08,7.543585593320761e-09,0.0007106991681315011,3.7937495868195467e-10,0.0004220129255646429,0.004172303924356067,5.713188224632438e-07,6.862914348459926e-12,0.009482414526688117,6.457627296922013e-11,8.318903552781923e-06,5.554313145786606e-10,0.0018227524851614808,2.284114300562023e-07,2.4518767099658694e-06,1.7705285576710752e-06,9.014419304260196e-05,0.002917590805412114,0.0013697846271327522,3.1615477474610293e-09,0.0004436368574535179,3.251426003811423e-06,2.794332201253778e-08,2.812096490224931e-08,1.2605199032787662e-07,2.9275176189303764e-05,3.3591128928547186e-10,1.0840764394836843e-09,0.00026339725315799057,1.853487493603393e-07,2.793598797310215e-10,0.002790864211508591
0.00012082918563368771,0.7934726777843611,0.001381204038596411,0.0002835931668487573,0.0003697440764300343,0.26037233318217706,0.0,0.0,0.0008982064831360556,6.73309180725403e-05,0.42612305458336147,0.023680308083537167,0.00013045862500650515,1.6031067178309966e-10,2.8636992952260497e-08,1.208049657519377e-06,0.0019137444599747096,0.005916753068005098,6.831593028180376e-05,3.86126787047061e-07,0.0021672493760691697,2.8059813461365533e-08,2.7570461712581317e-07,0.0002472812802233765,3.6322761212845887e-07,0.008574302722459551,1.6502909313491533e-06,0.0015621870575802611,0.0003690552570771444,1.3199465536457725e-06,9.616675946126875e-07,2.222456877929158e-09,4.784708981620978e-07,1.9906613978096014e-05,3.76,0.0,0.0009950789092801845,0.5109649254159395,0.35195080349821267,0.018303999809102932,0.051438594936763,0.3761758666887488,2.7086284959138787e-09,2.987129622868484e-12,0.0003358121248188709,2.63809880017399e-05,0.00018232406528300495,1.5149635533845294e-05,2.2014620883980398e-05,0.0953664707074706,0.006085679136533843,0.002671507095698541,2.5557985921736626e-05,0.007551327466639291,9.058523294382944e-06,3.8083156521766815e-05,7.748181099810213e-06,8.227543524408491e-05,0.00014170877849835624,1.540002429705424e-05,0.018815877145039836,0.00022708891615873703,0.05307582402174887,1.054121098462908e-09,0.029203959652795444,0.12241718048056836,3.798775244880695e-09,4.119655921975661e-05,8.472563058313522e-09,2.3021623428791026e-07,3.3016038863377303e-12,1.8472402245826746e-08,5.4206422796806535e-09,2.1670333941715085e-06,4.4381750802174004e-13,3.136518695162751e-08,3.4648023046356773e-12,5.0960432787347015e-08,8.520461530743417e-13,7.784525642827842e-08,7.499142469508788e-09,0.0007101051848919305,3.783145085825522e-10,0.0004207596363582367,0.004172551353437557,5.706082465298676e-07,6.8532515797735945e-12,0.009470458080917487,6.445753551804828e-11,8.313367946662484e-06,5.543391880336085e-10,0.0018204126013305522,2.2844227101381863e-07,2.454535557550603e-06,1.7695101584174883e-06,9.008497132153132e-05,0.0029141027127314294,0.0013699051774951551,3.1553590537175774e-09,0.0004425099186240716,3.245856101679613e-06,2.7895449165786424e-08,2.806811876759159e-08,1.2581697539509532e-07,2.9186953826681597e-05,3.35270359211714e-10,1.0816370308436316e-09,0.0002636318135416198,1.8588302849568746e-07,2.8015550792916476e-10,0.002792446406782272
0.00012114573786339496,0.7935349349994558,0.001382828538763315,0.0002837067576037667,0.00036985247268093036,0.2603836818481401,0.0,0.0,0.000896335881663166,6.70761320463208e-05,0.4267519563191307,0.02372145817042159,0.00013026269540710047,1.6097926950314805e-10,2.8688697654046624e-08,1.208787643458756e-06,0.0019135623120774207,0.005903204999047689,6.834267071200307e-05,3.866711112854079e-07,0.0021686188924663727,2.8122533460702143e-08,2.7598393217815404e-07,0.00024702360297843663,3.624568008187664e-07,0.008549876471851839,1.6530043824010204e-06,0.001562893490592225,0.00036885467211313734,1.3202467484482293e-06,9.613833984610444e-07,2.2229955109018357e-09,4.784062022900892e-07,1.99043132136619e-05,3.76,0.0,0.0009814703856294757,0.5103402551140619,0.35232858002784856,0.01831201189507059,0.05128717564247737,0.3764861178046253,2.700656003421693e-09,2.9793198434371484e-12,0.0003354015840536359,2.6355866424582505e-05,0.0001819032373649145,1.5091728951908806e-05,2.1984786674297324e-05,0.09516596035043141,0.006049677268772263,0.0026693300596243256,2.5534880205473314e-05,0.007538747698832114,9.041790686076165e-06,3.812549616065348e-05,7.733880269965532e-06,8.219426954219529e-05,0.0001415369510825378,1.5369605469152515e-05,0.01880613554219176,0.00022654959262519074,0.053053806947252105,1.0487239371247504e-09,0.02922300904741559,0.12263475781378012,3.788591286176214e-09,4.110524683728228e-05,8.442785667447349e-09,2.2937066112781196e-07,3.2894775147971904e-12,1.8399947568548246e-08,5.40380749981668e-09,2.1627673900933544e-06,4.421874442407162e-13,3.132421769329295e-08,3.462403359467238e-12,5.084339086757924e-08,8.514567121686742e-13,7.789612692614778e-08,7.455015742816518e-09,0.0007095098638820345,3.7726133353648847e-10,0.0004195127757095938,0.004172799208737432,5.698988985051116e-07,6.843658678008696e-12,0.009458461639465851,6.433916007307975e-11,8.307825313854957e-06,5.532487720456911e-10,0.0018180605483287444,2.2847451773103772e-07,2.457205358435583e-06,1.7684894466959353e-06,9.002564358961844e-05,0.0029106323655380354,0.0013700120979569402,3.149178978451898e-09,0.00044138667145419844,3.2402928876972896e-06,2.7847633829706426e-08,2.8015512778866274e-08,1.255830436324313e-07,2.9098884533349603e-05,3.3463231176210736e-10,1.0792073568181946e-09,0.00026386538439166515,1.8641882676111588e-07,2.8095412059114586e-10,0.002794024583735498
0.0001214622900931022,0.7935970461166431,0.0013844626292999545,0.00028382205944445775,0.0003699635012218147,0.2603947735012402,0.0,0.0,0.0008944731424849665,6.682281505979526e-05,0.4273796753464228,0.023762604756745676,0.00013006759116055382,1.616532357836834e-10,2.874080284413299e-08,1.2095350155432747e-06,0.001913382570260028,0.005889681617532672,6.836961230602624e-05,3.872167966899353e-07,0.0021699807511592808,2.8185376705406482e-08,2.762658535064401e-07,0.00024676668287218907,3.6168979295900244e-07,0.00852548186347308,1.6557229045031153e-06,0.0015635912802065236,0.00036865250095383865,1.3205488755589798e-06,9.61105750766928e-07,2.2235396119749562e-09,4.783425727138653e-07,1.990192870897012e-05,3.76,0.0,0.0009680473117606481,0.5097165021670218,0.35270590125897017,0.018319910201688314,0.051136071696153175,0.3767958652925965,2.6927001168172647e-09,2.9715294127429868e-12,0.00033499164618786014,2.633086785191987e-05,0.00018148399938298134,1.5034290806566301e-05,2.1955110552440526e-05,0.09496564976666534,0.006013932360635198,0.0026671576616682322,2.551188484940194e-05,0.0075262515732443325,9.025117920490003e-06,3.816770340815638e-05,7.719630389186e-06,8.211346135630948e-05,0.0001413660305897096,1.5339386502302192e-05,0.01879628793287233,0.00022601272564233633,0.053031726476988526,1.0433720742737345e-09,0.029241977086055478,0.12285197401189966,3.77842225651296e-09,4.101429896425906e-05,8.413150325254172e-09,2.2852949515993212e-07,3.2774143441800985e-12,1.83279394075321e-08,5.387074169844334e-09,2.1585179884967562e-06,4.4056587571753995e-13,3.128357414637002e-08,3.4600333365645375e-12,5.072681475146396e-08,8.508743828697763e-13,7.79467802284146e-08,7.4112031702573475e-09,0.000708913226141795,3.762153620403057e-10,0.00041827228724820935,0.004173047438672327,5.691907644879681e-07,6.834135432771956e-12,0.009446425484849877,6.422114415334281e-11,8.302275634530745e-06,5.52160058055142e-10,0.0018156963969909908,2.2850816943831255e-07,2.4598861482779374e-06,1.7674664235210594e-06,8.99662102342252e-05,0.002907179575194779,0.0013701054594656397,3.143007498254513e-09,0.0004402671007440959,3.234736367331736e-06,2.7799876051848704e-08,2.796314521476495e-08,1.2535018726054877e-07,2.9010969140066675e-05,3.339971263479327e-10,1.076787361093411e-09,0.00026409796933837544,1.8695615263067314e-07,2.8175573336265367e-10,0.0027955987598772066
0.00012177884232280946,0.7936590120126682,0.0013861063218869871,0.000283939071578514,0.00037007715708327874,0.26040560908976135,0.0,0.0,0.000892618211407128,6.657095488835248e-05,0.4280062167573032,0.02380374816676751,0.00012987330782963133,1.6233261283817568e-10,2.879331022666946e-08,1.210291794789048e-06,0.0019132052253114861,0.00587618292760229,6.839675544597047e-05,3.877638495806519e-07,0.00217133497062191,2.824834416974638e-08,2.7655038475680307e-07,0.00024651051827146873,3.60926561431783e-07,0.008501119195478336,1.6584465113650516e-06,0.0015642804384191362,0.00036844875059066244,1.3208529317289353e-06,9.60834646599774e-07,2.224089162406691e-09,4.782800065035302e-07,1.989946069707142e-05,3.76,0.0,0.0009548071760067405,0.5090936616819981,0.35308277012146383,0.018327694925362417,0.050985282802065,0.37710511327759333,2.684760820527531e-09,2.9637583089457064e-12,0.00033458230800590734,2.6305991668699255e-05,0.00018106634225564054,1.4977316784030821e-05,2.1925591306925645e-05,0.09476553906045267,0.005978442587971157,0.0026649898614655443,2.5488999305509466e-05,0.007513838596232284,9.008504627607278e-06,3.8209778781425496e-05,7.705431145052018e-06,8.203300828930703e-05,0.0001411960113837479,1.5309365917849913e-05,0.01878633470539357,0.00022547829778251527,0.053009583214430285,1.0380650445450456e-09,0.029260864052812235,0.12306883057724287,3.768268283570058e-09,4.092371331096068e-05,8.383656047968699e-09,2.276927027893518e-07,3.2654138937775546e-12,1.8256374638212884e-08,5.37044136904901e-09,2.154285086758729e-06,4.3895273827867355e-13,3.1243254805325745e-08,3.457692163554343e-12,5.061070114473105e-08,8.502991474983191e-13,7.799721709517757e-08,7.367702522656963e-09,0.0007083152924847439,3.7517652402278704e-10,0.000417038115217168,0.004173295991854394,5.684838306834905e-07,6.824681642150874e-12,0.009434349897666833,6.410348520530486e-11,8.296718889387241e-06,5.510730376032099e-10,0.0018133202179821232,2.2854322544341212e-07,2.4625779631971267e-06,1.7664410899772473e-06,8.990667164030257e-05,0.0029037441552651304,0.001370185332377727,3.136844589850737e-09,0.00043915119129319703,3.229186545556551e-06,2.7752175872979243e-08,2.791101439120185e-08,1.2511839858661937e-07,2.8923208459169808e-05,3.333647826590649e-10,1.0743769877993213e-09,0.00026432957196010194,1.874950146434549e-07,2.8256036200135564e-10,0.002797168952585567
0.0001220953945525167,0.7937208335564607,0.001387759628772732,0.0002840577933074883,0.00037019343548617956,0.26041618954868295,0.0,0.0,0.0008907710348102654,6.632053944897525e-05,0.4286315856158778,0.023844888724189866,0.00012967984102679107,1.6301744342080262e-10,2.8846221534533704e-08,1.211058002725416e-06,0.0019130302682006058,0.005862708932425467,6.842410051998996e-05,3.8831227632454005e-07,0.002172681569130094,2.8311436837990018e-08,2.768375297485115e-07,0.00024625510754944994,3.601670794341367e-07,0.008476788761663096,1.6611752169644632e-06,0.0015649609770949765,0.0003682434279650633,1.3211589138834931e-06,9.605700814122295e-07,2.2246441439257683e-09,4.782185008028219e-07,1.9896909408824284e-05,3.76,0.0,0.0009417475010225405,0.5084717287938322,0.35345918952610433,0.01833536626139287,0.05083480865628776,0.3774138658499099,2.6768380985474442e-09,2.9560065100119228e-12,0.00033417356631031966,2.6281237267449653e-05,0.00018065025697862648,1.4920802619976416e-05,2.1896227741124846e-05,0.09456562832971645,0.005943206137867926,0.002662826619005784,2.5466223032215207e-05,0.007501508277576037,8.991950441206387e-06,3.8251722794700655e-05,7.691282228248286e-06,8.195290797562519e-05,0.0001410268878945002,1.5279542252438437e-05,0.018776276244331782,0.00022494629180053204,0.05298737775404913,1.0328023893198163e-09,0.029279670229140166,0.12328532900456379,3.758129493230199e-09,4.083348760937365e-05,8.354301860968682e-09,2.268602507723532e-07,3.25347568592316e-12,1.8185248551985455e-08,5.353908317886994e-09,2.1500685833124684e-06,4.3734796730662904e-13,3.1203258362352404e-08,3.4553797697884253e-12,5.0495046789750866e-08,8.497309886238053e-13,7.804743827946396e-08,7.324511584570019e-09,0.0007077160835004807,3.74144749602339e-10,0.00041581020446582943,0.0041735448170881805,5.677780834020045e-07,6.815297102838851e-12,0.009422235156610607,6.398618078162946e-11,8.291155059639557e-06,5.499877023208995e-10,0.0018109320817958087,2.285796851318422e-07,2.465280839776079e-06,1.7654134472172445e-06,8.984702819041221e-05,0.0029003259214863087,0.0013702517864616975,3.1306902301050388e-09,0.00043803892790137647,3.2236434268559324e-06,2.7704533332031184e-08,2.7859118628289772e-08,1.2488767001436543e-07,2.883560328477732e-05,3.327352605901258e-10,1.0719761815052735e-09,0.0002645601957837598,1.8803542140426132e-07,2.8336802243010583e-10,0.0027987351791094106
0.00012241194678222394,0.7937825116092356,0.0013894225627716272,0.0002841782240263397,0.00037031233184009227,0.2604265157998332,0.0,0.0,0.0008889315596419347,6.607155679811345e-05,0.4292557869585595,0.02388602675217991,0.00012948718641355851,1.6370777083222413e-10,2.8899538529440024e-08,1.2118336613950212e-06,0.0019128576900730861,0.005849259634210965,6.845164792221825e-05,3.8886208333578963e-07,0.0021740205647628975,2.8374655704486987e-08,2.771272924733316e-07,0.0002460004490856944,3.594113204728816e-07,0.0084524908514996,1.6639090355470659e-06,0.001565632907968952,0.0003680365399688363,1.3214668191204862e-06,9.603120510371254e-07,2.225204538694885e-09,4.781580528282397e-07,1.9894275072915983e-05,3.76,0.0,0.0009288658433004484,0.5078506986647018,0.3538351623648073,0.018342924403983017,0.0506846489468572,0.3777221270656106,2.6689319344491956e-09,2.9482739937326954e-12,0.0003337654179216068,2.625660404819037e-05,0.00018023573462406207,1.486474409884528e-05,2.1867018673067967e-05,0.09436591766609628,0.005908221208588772,0.002660667894628527,2.5443555494290842e-05,0.007489260130478022,8.975454998818925e-06,3.829353595933407e-05,7.677183332676993e-06,8.187315808085358e-05,0.00014085865461692558,1.5249914057811037e-05,0.01876611293056083,0.000224416690631195,0.05296511068142559,1.02758365461228e-09,0.029298395893875957,0.12350147078112653,3.748006009715726e-09,4.074361961291775e-05,8.325086799106372e-09,2.2603210621163315e-07,3.241599249741867e-12,1.8114558159035156e-08,5.3374741133498644e-09,2.145868377632791e-06,4.3575149988988046e-13,3.1163583367390916e-08,3.4530960862147314e-12,5.037984846459187e-08,8.491698893666771e-13,7.809744452729697e-08,7.281628154206586e-09,0.0007071156195571561,3.7311997019697173e-10,0.000414588500442585,0.004173793863367503,5.670735090574532e-07,6.805981619227875e-12,0.009410081538487594,6.386922837445402e-11,8.285584127012432e-06,5.489040439364297e-10,0.0018085320587535026,2.2861754796581176e-07,2.4679948150622818e-06,1.7643834964610793e-06,8.978728026474704e-05,0.0028969246917426553,0.001370304890901155,3.1245443960141543e-09,0.0004369302953701301,3.218107015236918e-06,2.7656948461664327e-08,2.7807456280250057e-08,1.246579940321915e-07,2.8748154392990278e-05,3.321085403005228e-10,1.0695848872153978e-09,0.00026478984428528185,1.8857738158408013e-07,2.841787306919373e-10,0.002800297456569646
0.00012272849901193118,0.7938440470245778,0.0013910951372625604,0.0002843003632229806,0.00037043384174180314,0.2604365887520418,0.0,0.0,0.000887099733408766,6.58239951295951e-05,0.4298788257943393,0.02392716257338809,0.0001292953396999041,1.6440363892547582e-10,2.895326300205378e-08,1.2126187933539509e-06,0.0019126874822485804,0.005835835034220404,6.847939805269166e-05,3.8941327707604097e-07,0.0021753519754040235,2.8438001773751604e-08,2.774196770949169e-07,0.0002457465412661974,3.586592583600652e-07,0.008428225750172892,1.6666479816267717e-06,0.0015662962426470047,0.00036782809344440825,1.3217766447081358e-06,9.600605516845073e-07,2.2257703293337568e-09,4.78098659868169e-07,1.989155791588317e-05,3.76,0.0,0.0009161597926935939,0.5072305664838004,0.3542106915108779,0.018350369546249065,0.05053480335392827,0.37802990094693983,2.661042311389843e-09,2.940560737719921e-12,0.0003333578596780329,2.6232091418340057e-05,0.00017982276633956204,1.4809137053138054e-05,2.183796293522691e-05,0.09416640715502077,0.005873486009509103,0.002658513649019253,2.5420996162781455e-05,0.0074770936715611485,8.959017941672699e-06,3.83352187838126e-05,7.663134155276256e-06,8.179375630129195e-05,0.00014069130611024858,1.5220479900617632e-05,0.018755845141285036,0.0002238894773868981,0.05294278257336255,1.0224083927971599e-09,0.0293170413232633,0.12371725738677618,3.737897955491637e-09,4.065410709617179e-05,8.296009906194307e-09,2.2520823655164812e-07,3.229784117590345e-12,1.804429879753062e-08,5.321137998592423e-09,2.1416843702218418e-06,4.34163272813821e-13,3.112422854168039e-08,3.4508410454684922e-12,5.0265102982869636e-08,8.486158331185645e-13,7.814723657776211e-08,7.239050043350851e-09,0.0007065139208039272,3.7210211749682457e-10,0.0004133729491877073,0.004174043079872315,5.66370094166502e-07,6.796734994952628e-12,0.009397889318232301,6.375262557002406e-11,8.280006073732104e-06,5.478220542659904e-10,0.001806120219003423,2.2865681348446684e-07,2.4707199265690105e-06,1.7633512389947227e-06,8.972742824115172e-05,0.0028935402860392648,0.0013703447142979117,3.1184070647101657e-09,0.0004358252785037304,3.2125773142340026e-06,2.760942129250807e-08,2.7756025707299188e-08,1.244293632218084e-07,2.866086254209221e-05,3.314846021541694e-10,1.0672030503640097e-09,0.00026501852089006253,1.891209039207412e-07,2.84992502991864e-10,0.002801855801960644
0.0001230450512416384,0.7939054406485434,0.0013927773661874894,0.0002844242104778443,0.0003705579609738369,0.2604464093012879,0.0,0.0,0.0008852755041687159,6.557784277257474e-05,0.4305007071050467,0.023968296509967527,0.00012910429664363894,1.6510509211195654e-10,2.9007396772109985e-08,1.2134134216719715e-06,0.001912519636217814,0.005822435132781091,6.850735131727471e-05,3.8996586405462947e-07,0.0021766758187431803,2.8501476060546512e-08,2.777146879482277e-07,0.00024549338248343235,3.5791086720849835e-07,0.008403993738616652,1.6693920699857992e-06,0.0015669509926071296,0.00036761809518512026,1.3220883880830453e-06,9.598155799387632e-07,2.226341498888673e-09,4.780403192820375e-07,1.9888758162132254e-05,3.76,0.0,0.00090362697194608,0.5066113274670184,0.3545857798192572,0.018357701880229386,0.050385271549930714,0.3783371914827192,2.6531692121201543e-09,2.9328667194210532e-12,0.0003329508884354084,2.6207698792628385e-05,0.00017941134334735031,1.4753977362742776e-05,2.1809059374325298e-05,0.09396709687577859,0.005838998761053571,0.00265636384320525,2.5398544514928243e-05,0.007465008420866438,8.942638914651705e-06,3.8376771773779914e-05,7.649134396107655e-06,8.171470036355519e-05,0.00014052483699712788,1.519123836222554e-05,0.01874547325007158,0.0002233646353552413,0.05292039399799092,1.017276160914235e-09,0.02933560679097725,0.12393269029400932,3.7278054513838065e-09,4.0564947854602986e-05,8.267070235238635e-09,2.243886095739951e-07,3.2180298281866387e-12,1.797446761645353e-08,5.30489908744152e-09,2.1375164625950365e-06,4.3258322440458445e-13,3.108519248778051e-08,3.4486145817649743e-12,5.0150807192957704e-08,8.480688037894564e-13,7.819681516307233e-08,7.196775077287859e-09,0.0007059110071733806,3.7109112437924185e-10,0.0004121634973262705,0.004174292415965564,5.656678253470166e-07,6.787557040672282e-12,0.009385658768922797,6.363636990441884e-11,8.274420882518367e-06,5.467417252194659e-10,0.001803696632519549,2.2869748130306375e-07,2.4734562122765326e-06,1.7623166761690068e-06,8.966747249514184e-05,0.0028901725264758632,0.0013703713246750891,3.112278213454766e-09,0.0004347238621103567,3.207054326920527e-06,2.7561951849371933e-08,2.7704825301050792e-08,1.2420177024779417e-07,2.857372847274704e-05,3.308634267674865e-10,1.0648306168112392e-09,0.00026524622897339446,1.8966599721942403e-07,2.858093556620191e-10,0.002803410232151613
