Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948)
4.85677174773413e-10,0.4648851842230621,2.8725424889170824e-18,9.706955982415493e-23,2.1235977553411798e-16,1.0297521274833246e-20,0.0,0.0,4.871120773640106e-13,3.906023018246521e-21,1.1647457551943579e-23,1.1278131840801882e-24,1.9550078337774447e-31,4.721686862711176e-44,2.5200092856507945e-32,2.4509157556186174e-22,9.746723713427964e-20,1.0097666651503434e-25,5.081748976763843e-41,9.750897055569288e-42,1.9453397110347763e-22,6.0066241677568845e-34,7.029065464855208e-21,1.2807078831178025e-33,4.14718932354446e-28,5.56229609338749e-34,1.4719740329361525e-28,3.574723323965712e-27,2.3689455667728654e-41,5.373613703619616e-41,2.5481379338730356e-33,1.4033415619415222e-38,9.158847940034645e-32,2.1896493451307304e-34,3.76,0.0,0.503241028164257,0.9999829572758301,5.632109672202697e-20,2.8851014387160205e-25,7.467583094414545e-10,7.467583094877163e-10,4.384016795693539e-22,1.689988254853959e-27,1.7042723682429937e-05,2.8007525071188206e-25,3.1273303133208522e-27,4.869584126286177e-13,6.20757830399436e-17,5.093756657693652e-20,1.6753027255163026e-17,3.272856612814605e-12,3.323606935890354e-24,2.1238846321338382e-16,2.2492753074255862e-18,9.290970587301218e-26,1.829462219748511e-22,9.10651897493618e-19,1.3457627947415682e-31,2.037966199343606e-31,7.286016726648612e-21,2.456510293007717e-34,9.74675374497531e-20,6.051443582192579e-17,3.1614498654286556e-29,6.2504275796168174e-34,3.115369283910899e-33,6.511304198590526e-27,2.401073499051288e-31,1.3760084049828423e-38,4.444933019894435e-43,8.642883092865275e-38,6.4196717556467164e-40,1.87397839813023e-34,3.4365757780360927e-43,3.849675663127082e-24,4.4220606852606874e-30,3.7057212386802376e-22,3.05825654469191e-29,2.1738457830433006e-42,9.377784069494062e-21,2.753264623501973e-20,3.2542723993304427e-31,1.0964036608918073e-23,7.4853364963971105e-28,5.009670061251846e-31,5.4049029743438795e-40,5.854443254397798e-19,6.585541189224731e-37,1.7860698516467363e-27,1.1522618254600778e-31,1.057030193068568e-31,2.2040328814409063e-18,1.672387980099232e-47,7.77842848188913e-33,4.4992886093981596e-30,1.989337260159705e-35,1.5294082430517223e-49
5.119954229845071e-10,0.4648851842266442,3.1534498570508216e-18,1.100046739286932e-22,2.359943436818887e-16,1.091405236241179e-20,0.0,0.0,5.135087369414771e-13,4.340821330205971e-21,1.3645012316890653e-23,1.3680809187672387e-24,2.2924399602559105e-31,5.521694602759729e-44,2.796411848766308e-32,2.7171783884392142e-22,1.083155920838462e-19,1.1811640749746494e-25,6.228966022996056e-41,1.1443477327061557e-41,2.161883178914381e-22,7.035739882517052e-34,7.396013389219686e-21,1.581639324552779e-33,4.858326697429033e-28,7.036828843162667e-34,1.6357414240895986e-28,3.9725522381749894e-27,3.08417794224487e-41,6.297869903939948e-41,3.1464391682355674e-33,1.7513461740363692e-38,1.0975127781099052e-31,2.704275141699951e-34,3.76,0.0,0.503241028123676,0.9999825349265118,6.598126709413209e-20,3.379970359304817e-25,7.87224222906492e-10,7.872242229578598e-10,4.863496004283797e-22,1.87768354470111e-27,1.746507297422276e-05,3.111959095048451e-25,3.553218401660509e-27,5.133379434662015e-13,6.898188439372601e-17,5.967258759843123e-20,1.8617687828044573e-17,3.4501965179716224e-12,3.69317698676416e-24,2.3602961118670095e-16,2.371072589311026e-18,1.0395338099697513e-25,2.0329927480840365e-22,1.0119428599929411e-18,1.4936999575418973e-31,2.383200704549778e-31,7.681216778520607e-21,2.8805102923616907e-34,1.0831594391457434e-19,6.723689314377985e-17,3.703613052763358e-29,7.38102000153779e-34,3.73059522101642e-33,7.627451235547073e-27,2.9650023581584984e-31,1.700613553167197e-38,5.480619514963465e-43,1.1252039517840963e-37,7.520856755409325e-40,2.337271047495412e-34,4.175217639663508e-43,4.452694718436032e-24,5.378987646028699e-30,4.340973732764608e-22,3.554640821414868e-29,2.6846587292836687e-42,9.86789496932736e-21,3.059720355450127e-20,3.7500599427125107e-31,1.2844212690549153e-23,8.318447741051011e-28,5.596832376911898e-31,6.645965223696202e-40,6.506109226320573e-19,7.362371592031231e-37,2.0924119660011838e-27,1.4228678209623698e-31,1.3054365203087022e-31,2.3208374807502603e-18,2.0654938989376099e-47,9.606218253887274e-33,5.55651469706368e-30,2.456816868129062e-35,2.0989882205235408e-49
5.383136711956013e-10,0.4648851842302261,3.447245753889365e-18,1.2407548668816048e-22,2.6087522141180694e-16,1.1539247631196383e-20,0.0,0.0,5.399054721536616e-13,4.798559877401085e-21,1.5858773490516583e-23,1.6432977189087128e-24,2.666857663313047e-31,6.406202324657996e-44,3.086756234397237e-32,2.996471468087819e-22,1.1973612440451032e-19,1.3707325151672108e-25,7.556665534089338e-41,1.3323764002507816e-41,2.3898513260835834e-22,8.176019826255308e-34,7.761564570339326e-21,1.9327185723687734e-33,5.646410130649598e-28,8.792839790991543e-34,1.8081356272102511e-28,4.391356461894917e-27,3.962584590542455e-41,7.322901490312363e-41,3.844320119846061e-33,2.1652660444193099e-38,1.3041093198876048e-31,3.3046918597633414e-34,3.76,0.0,0.503241028083095,0.9999821422437333,7.668722869102099e-20,3.928416592573108e-25,8.276901363683008e-10,8.276901364250371e-10,5.366949243232593e-22,2.0752145602522284e-27,1.7857755726471943e-05,3.4394988683763693e-25,4.0129396864704396e-27,5.397166466917685e-13,7.625174693998624e-17,6.93528674225546e-20,2.0580697852922558e-17,3.6275351724840176e-12,4.08218321950871e-24,2.609179513258296e-16,2.492860815134365e-18,1.1565260604556934e-25,2.2472433604344607e-22,1.1185656588231801e-18,1.64915704310977e-31,2.7653678071522225e-31,8.076456026342453e-21,3.3509981993036145e-34,1.1973653332855345e-19,7.431187152106299e-17,4.3044509679812453e-29,8.646623477571098e-34,4.4215221337709596e-33,8.864291171507807e-27,3.6228356960442554e-31,2.0796714197665884e-38,6.686526902191295e-43,1.445635102367222e-37,8.746991833410138e-40,2.882543661353647e-34,5.020397133707849e-43,5.109823833899669e-24,6.479309929642275e-30,5.044921591824997e-22,4.099016114478888e-29,3.280599666540258e-42,1.0356195717896794e-20,3.382341244787133e-20,4.288044680062573e-31,1.4927853040296293e-23,9.19549611630135e-28,6.219636614338129e-31,8.095706918483717e-40,7.19215421280337e-19,8.187076631220995e-37,2.4319172691003733e-27,1.7385282279935864e-31,1.5952469552321084e-31,2.4373764212288295e-18,2.5241464263547313e-47,1.1738614600309894e-32,6.789923916806547e-30,3.0022129469018015e-35,2.8353302831007454e-49
5.646319194066954e-10,0.4648851842338083,3.753931973757608e-18,1.393328465910636e-22,2.870023459890543e-16,1.2173495726153712e-20,0.0,0.0,5.663022837993287e-13,5.2792387256824874e-21,1.829984230887787e-23,1.9563636873084093e-24,3.080231243367651e-31,7.379232664324496e-44,3.390979941150851e-32,3.2886968936345037e-22,1.3172881685392848e-19,1.579347523700017e-25,9.082145594889188e-41,1.540212093243242e-41,2.629244152541682e-22,9.433137423926217e-34,8.125724359199164e-21,2.3392279140934224e-33,6.515386658642165e-28,1.0864649206095431e-33,1.9891552603833604e-28,4.831134606987605e-27,5.030615531569793e-41,8.454037498727665e-41,4.652244230084174e-33,2.6541218162344704e-38,1.5377746748692382e-31,3.999943102880945e-34,3.76,0.0,0.503241028042514,0.9999817771435512,8.849271064841299e-20,4.533193330409437e-25,8.681560498268813e-10,8.68156049889248e-10,5.894248777274909e-22,2.282574611535153e-27,1.822285588218548e-05,3.7833636385022655e-25,4.507500313148896e-27,5.660945233435377e-13,8.388531073988243e-17,8.002691258307172e-20,2.2642054538195938e-17,3.804872576360879e-12,4.490619447234018e-24,2.8705347455562417e-16,2.6146399862412983e-18,1.2800931389912651e-25,2.4722122502093547e-22,1.2305190746735194e-18,1.81210741602831e-31,3.1863436360237988e-31,8.471734492493646e-21,3.870455611790046e-34,1.3172928873609564e-19,8.173915652338643e-17,4.9669752373838497e-29,1.00561142133254e-33,5.1919292553168235e-33,1.0228004568327202e-26,4.3844506919187735e-31,2.5189949910251405e-38,8.080104957398524e-43,1.8352263172688346e-37,1.0107114638668692e-39,3.5190490388486806e-34,5.980529759222599e-43,5.82240102691002e-24,7.735775949452432e-30,5.821082488535509e-22,4.693045886023965e-29,3.970636577378343e-42,1.084269300100887e-20,3.7211269826880385e-20,4.869059356334624e-31,1.722539868279903e-23,1.0116479963753346e-27,6.878549516823344e-31,9.777502382697724e-40,7.912577971401885e-19,9.060344705236298e-37,2.806289449215859e-27,2.1039804422937314e-31,1.9308247142296917e-31,2.5536503746806002e-18,3.0552579316274177e-47,1.4207707342127295e-32,8.218075509247145e-30,3.633736429692839e-35,3.775390476315888e-49
5.909501676177896e-10,0.4648851842373903,4.073510310947902e-18,1.5582760328423365e-22,3.143756547337546e-16,1.2817185345707865e-20,0.0,0.0,5.926991726241511e-13,5.782857941572133e-21,2.0979318837751967e-23,2.3102420168615353e-24,3.5345377360085696e-31,8.444778032131275e-44,3.7090207134996985e-32,3.5937571066476357e-22,1.442936522115381e-19,1.8078791398708683e-25,1.082340853227457e-40,1.7688988016213812e-41,2.880061658287982e-22,1.0812762131064168e-33,8.488498086138397e-21,2.806713850083765e-33,7.469202515712083e-28,1.328847520142839e-33,2.178798936897744e-28,5.2918852855228446e-27,6.317435625628739e-41,9.696629542515139e-41,5.581194452484001e-33,3.227733171216383e-38,1.8006889531747051e-31,4.799525854225368e-34,3.76,0.0,0.503241028001933,0.9999814376885131,1.0145143939840135e-19,5.197053681786065e-25,9.086219632822333e-10,9.086219633504913e-10,6.445267551730227e-22,2.4997570116751426e-27,1.8562310893677257e-05,4.14354527580538e-25,5.037896900596171e-27,5.9247157440646e-13,9.18825158765472e-17,9.174322158316568e-20,2.4801755099445237e-17,3.982208729611243e-12,4.918479487320121e-24,3.1443617185315697e-16,2.7364101039766995e-18,1.410250622641912e-25,2.7078976111253694e-22,1.347801888729805e-18,1.9825247175483256e-31,3.648004262824468e-31,8.867052199353317e-21,4.441373673264089e-34,1.4429419320338798e-19,8.951853387253045e-17,5.694197057117246e-29,1.1618557541009835e-33,6.045430724602863e-33,1.1724769868933953e-26,5.260216536459593e-31,3.024699983627284e-38,9.679608543237363e-43,2.3046115222180877e-37,1.1610932494443382e-39,4.2565298053699635e-34,7.064164108055465e-43,6.591669286169113e-24,9.161526559071169e-30,6.672972782170215e-22,5.338329894516749e-29,4.764186173421587e-42,1.1327393479776955e-20,4.076077261501385e-20,5.49387009063025e-31,1.974728892383484e-23,1.1081397634148171e-27,7.574037712392411e-31,1.1716106395652422e-39,8.667380259673569e-19,9.98286409645801e-37,3.2172320975718203e-27,2.524197562541743e-31,2.3167515484585003e-31,2.6696600112095505e-18,3.666087720630173e-47,1.7047192035642565e-32,9.860457194615868e-30,4.360009547419483e-35,4.961957172591557e-49
6.172684158288837e-10,0.4648851842409723,4.405982559690369e-18,1.7361060762069403e-22,3.4299508501484483e-16,1.3470705241742607e-20,0.0,0.0,6.190961393244905e-13,6.309417592218149e-21,2.3908301979124226e-23,2.7079543336118656e-24,4.031760908234677e-31,9.606800771943221e-44,4.0408165407553084e-32,3.911555088496859e-22,1.5743061327742711e-19,2.0571919348836846e-25,1.279915669156896e-40,2.019488205615469e-41,3.1423038433217844e-22,1.2320559436560218e-33,8.849891060933898e-21,3.340987045106389e-33,8.511803135445456e-28,1.6102398673252252e-33,2.3770652652746e-28,5.773607109777963e-27,7.855057148182474e-41,1.1056052933434081e-40,6.64267279097996e-33,3.896753003821926e-38,2.0951121132325462e-31,5.713390491820036e-34,3.76,0.0,0.5032410279613521,0.99998112207722,1.1561713867174703e-19,5.922750672862358e-25,9.490878767343566e-10,9.49087876808767e-10,7.019879188872969e-22,2.7267550769015528e-27,1.8877922160279553e-05,4.520035709525006e-25,5.60511760709697e-27,6.18847800816008e-13,1.0024330245436272e-16,1.045502848997981e-19,2.705979675881799e-17,4.159543632244098e-12,5.365757161319563e-24,3.4306603424159203e-16,2.858171169684705e-18,1.547010777345129e-25,2.9542976372061273e-22,1.4704128826638199e-18,2.1603828651101447e-31,4.152225702524659e-31,9.26240916930024e-21,5.066253148547008e-34,1.5743122981726884e-19,9.76497894399008e-17,6.489127193624403e-29,1.3343207905240917e-33,6.985474117432952e-33,1.3360763410932738e-26,6.260994161010001e-31,3.603206000845172e-38,1.1504091774793726e-42,2.865462248085427e-37,1.3268895944045772e-39,5.10521484772161e-34,8.279971471269113e-43,7.418781405596193e-24,1.0770079120754209e-29,7.604107519230102e-22,6.036405985866093e-29,5.6711138288218815e-42,1.1810303790712523e-20,4.4471917746379537e-20,6.163181783118904e-31,2.2503961351271942e-23,1.2090247487274817e-27,8.306567713757574e-31,1.3937662292007058e-39,9.456560835177618e-19,1.0955322923389708e-36,3.666448708484097e-27,3.0043882278783184e-31,2.7578277318536206e-31,2.7854059992238976e-18,4.364242081822812e-47,2.0292369739954605e-32,1.1737485019220073e-29,5.190065812514565e-35,6.444228632524786e-49
6.435866640399779e-10,0.4648851842445545,4.751350514126024e-18,1.9273271170059106e-22,3.728605742448074e-16,1.4134444219602364e-20,0.0,0.0,6.454931845508086e-13,6.85891774535415e-21,2.709788947755926e-23,3.152576367523109e-24,4.57389125468403e-31,1.08692333190897e-43,4.3863056560583897e-32,4.241994357678633e-22,1.7113968287131497e-19,2.3281450422124195e-25,1.50287894862701e-40,2.2930397612155518e-41,3.4159707076423934e-22,1.396219086543481e-33,9.209908572882775e-21,3.948122280019266e-33,9.647133151059528e-28,1.9346328406885013e-33,2.583952849296147e-28,6.276298692237725e-27,9.678472381265162e-41,1.253770780288984e-40,7.848699838702377e-33,4.672701468923276e-38,2.4233839555236075e-31,6.751940803934619e-34,3.76,0.0,0.5032410279207711,0.9999808286349154,1.3104352949981155e-19,6.713037247080299e-25,9.895537901832516e-10,9.895537902640738e-10,7.617957984328967e-22,2.963562126554444e-27,1.9171364438468068e-05,4.912826927652597e-25,6.2101430467700375e-27,6.452232034615882e-13,1.089676105983075e-16,1.1849658498735742e-19,2.9416176744492464e-17,4.336877284268397e-12,5.832446294873529e-24,3.7294305278492087e-16,2.9799231847087682e-18,1.6903829365540548e-25,3.2114105227821336e-22,1.5983508386236157e-18,2.345656051867958e-31,4.700883913889339e-31,9.657805424712838e-21,5.747604499535595e-34,1.7114038168420893e-19,1.0613270924430277e-16,7.35477598405824e-29,1.5239508848902108e-33,8.015341933697835e-33,1.5142159438393736e-26,7.398135968379668e-31,4.2612377017837686e-38,1.3573402327468176e-42,3.530535862408992e-37,1.5092275933365347e-39,6.075815729003903e-34,9.636737053811736e-43,8.304804489280897e-24,1.2575312195508858e-29,8.618000434015195e-22,6.788751818671062e-29,6.701733513938754e-42,1.2291430545815974e-20,4.834470216473804e-20,6.877642915945438e-31,2.5505851835861127e-23,1.3143027891890457e-27,9.07660591828995e-31,1.6469709089394865e-39,1.028011945547497e-18,1.1978409092985083e-36,4.1556426794846966e-27,3.549996455626942e-31,3.2590720492277035e-31,2.9008890054403323e-18,5.15767433156232e-47,2.3980146785035586e-32,1.3870503202258374e-29,6.13335000288817e-35,8.27842895688106e-49
6.69904912251072e-10,0.4648851842481364,5.1096159682808144e-18,2.1324476891060273e-22,4.039720598746226e-16,1.480879113809288e-20,0.0,0.0,6.718903089109575e-13,7.431358469259953e-21,3.055917792653504e-23,3.647233739027086e-24,5.162925993870123e-31,1.2235978357883452e-43,4.7454265353739384e-32,4.584978967150502e-22,1.85420843831569e-19,2.6215921878735723e-25,1.753240028943547e-40,2.5906207856343777e-41,3.7010622512491113e-22,1.5743313981610646e-33,9.568555890884598e-21,4.6344584034052356e-33,1.087913639575701e-27,2.306196655732618e-33,2.7994602880341565e-28,6.799958645594202e-27,1.1825786161862082e-40,1.4147020222780456e-40,9.211814316961436e-33,5.567999963763947e-38,2.7879241163070663e-31,7.926034004353987e-34,3.76,0.0,0.5032410278801901,0.9999805558044051,1.4778433021639717e-19,7.570666265258137e-25,1.030019703628918e-09,1.0300197037164117e-09,8.239378903483772e-22,3.210171483091158e-27,1.9444194922230526e-05,5.321910976826781e-25,6.853947168122804e-27,6.715977831898351e-13,1.1805538045332566e-16,1.3363059628135028e-19,3.187089229016244e-17,4.514209685693049e-12,6.31854071763138e-24,4.040672185829171e-16,3.1016661503917258e-18,1.8403738641656308e-25,3.479234462490684e-22,1.7316145392241746e-18,2.538318746215255e-31,5.295854799960693e-31,1.0053240987969178e-20,6.487947960805611e-34,1.8542163192932745e-19,1.149670794498005e-16,8.29415333669038e-29,1.7317092998783164e-33,9.13815265184691e-33,1.7075130113212422e-26,8.683485564037947e-31,5.005825975564565e-38,1.590817580394235e-42,4.313723780855005e-37,1.7093242378276133e-39,7.179523271324832e-34,1.1143351623998146e-42,9.250724340129686e-24,1.4591450475987954e-29,9.718163949200223e-22,7.596786563714663e-29,7.86680772894412e-42,1.2770780332667223e-20,5.237912282257152e-20,7.6378501680032165e-31,2.876339453203784e-23,1.4239737225643598e-27,9.884618607997772e-31,1.9341188267484586e-39,1.1138055878128294e-18,1.3052810426248705e-36,4.6865173114422714e-27,4.166701479055527e-31,3.8257217843162736e-31,3.016109694888259e-18,6.054684858974148e-47,2.814903453948658e-32,1.6281783982454806e-29,7.199718145787614e-35,1.0528440055737095e-48
6.962231604621662e-10,0.46488518425171854,5.48078071604226e-18,2.3519763395715046e-22,4.363294793894842e-16,1.549413490948064e-20,0.0,0.0,6.982875129731273e-13,8.026739832726403e-21,3.4303262774670045e-23,4.195098054135749e-24,5.800869064408341e-31,1.3710908978073364e-43,5.118117896501616e-32,4.9404135016873665e-22,2.0027407901432266e-19,2.938381720482359e-25,2.0330774534130012e-40,2.9133065428257204e-41,3.9975784741412423e-22,1.766958239068185e-33,9.92583826352277e-21,5.406598283286973e-33,1.2211755903023441e-27,2.729277522504273e-33,3.0235861758783122e-28,7.344585582746686e-27,1.4338348439519897e-40,1.5889443326405337e-40,1.0745072614763272e-32,6.596004981378353e-38,3.1912320613627756e-31,9.246980747765637e-34,3.76,0.0,0.5032410278396091,0.9999803021379196,1.6589325645926868e-19,8.498390505676871e-25,1.070485617071356e-09,1.0704856171657792e-09,8.88401757791707e-22,3.466576472092824e-27,1.9697861381433773e-05,5.747279962238686e-25,7.537498000016087e-27,6.979715408075645e-13,1.275065521837618e-16,1.5000078520142731e-19,3.442394063459196e-17,4.691540836526939e-12,6.824034263182306e-24,4.3643852276685495e-16,3.2234000680758497e-18,1.9969880624671853e-25,3.7577676512757893e-22,1.87020276753904e-18,2.7383456913127594e-31,5.939014208504564e-31,1.0448715881446971e-20,7.289813615018682e-34,2.002749636955104e-19,1.2415268636386e-16,9.310268731284162e-29,1.9585782051395224e-33,1.0356864471796569e-32,1.9165845524857436e-26,1.0129377488729206e-30,5.84430912856265e-38,1.852983024193456e-42,5.230099671791962e-37,1.928494627447854e-39,8.428004188824664e-34,1.2808804579001242e-42,1.0257449538708157e-23,1.6833050322627028e-29,1.0908109176359103e-21,8.461872539521455e-29,9.177547437602247e-42,1.3248359714515847e-20,5.657517668028039e-20,8.444352480388527e-31,3.2287021878573895e-23,1.538037387500498e-27,1.0731071949518806e-30,2.2582449773413395e-39,1.2030369860701981e-18,1.4179214651266169e-36,5.26077580866964e-27,4.8604175853246836e-31,4.463232707891854e-31,3.131068730914015e-18,7.063921170113921e-47,3.2839149178786326e-32,1.899452746496898e-29,8.399437501775321e-35,1.326647220098874e-48
7.225414086732603e-10,0.46488518425530057,5.864846551137007e-18,2.586421628980083e-22,4.699327703047491e-16,1.6190864499491973e-20,0.0,0.0,7.246847972686752e-13,8.64506190502161e-21,3.834123833191131e-23,4.7993831220290526e-24,6.489731121250926e-31,1.5297868830796373e-43,5.504318698091424e-32,5.308203075247392e-22,2.1569937129263034e-19,3.2793566412075795e-25,2.3445387613507174e-40,3.2621803290054877e-41,4.305519376318093e-22,1.9746645742682998e-33,1.0281760919145508e-20,6.271408758801696e-33,1.3648933906929954e-27,3.2083943494397085e-33,3.2563291025644553e-28,7.910178116801605e-27,1.726088679669415e-40,1.7770458429052228e-40,1.246204832853862e-32,7.77104189219037e-38,3.6358870797189505e-31,1.0726545145038014e-33,3.76,0.0,0.5032410277990281,0.9999800662893124,1.8542402117158263e-19,9.498962664164736e-25,1.1109515305105656e-09,1.1109515306121765e-09,9.551750301850282e-22,3.732770422270823e-27,1.993370996232528e-05,6.18892604754036e-25,8.261758357297845e-27,7.243444770846032e-13,1.3732106597281894e-16,1.6765561015446974e-19,3.707531902119237e-17,4.86887073677892e-12,7.348920768990597e-24,4.700569564954607e-16,3.345124939102893e-18,2.160228063357105e-25,4.0470082843881075e-22,2.0141143070922888e-18,2.9457119046175947e-31,6.63223793245633e-31,1.0844230127523573e-20,8.155741468229412e-34,2.1570036014256482e-19,1.3368931643558247e-16,1.040613121946389e-28,2.2055586758968934e-33,1.1674278514698193e-32,2.142047369966383e-26,1.1748636951491585e-30,6.784334077403003e-38,2.14605606877844e-42,6.295967642260266e-37,2.1681603343304155e-39,9.833397871575076e-34,1.4642177431043458e-42,1.1325815399019914e-23,1.9314985565015998e-29,1.2191345916494302e-21,9.385316819773449e-29,1.0645612000990603e-41,1.3724175230370992e-20,6.09328607054204e-20,9.297654933889272e-31,3.608716459924346e-23,1.6564936235201362e-27,1.1616431994120009e-30,2.6225257682427553e-39,1.2957061160762133e-18,1.5358309173792084e-36,5.880121279027253e-27,5.637293953485967e-31,5.17727906583168e-31,3.245766775185094e-18,8.194377931658769e-47,3.809221145326758e-32,2.2032861468154594e-29,9.743186548619581e-35,1.6573752947606997e-48
7.488596568843545e-10,0.46488518425888264,6.261815267110578e-18,2.8362921316894515e-22,5.04781870162494e-16,1.6899368927311132e-20,0.0,0.0,7.510821622946651e-13,9.286324755860626e-21,4.2684197775631695e-23,5.463341442145953e-24,7.23152953191475e-31,1.700067228352487e-43,5.903968138672342e-32,5.688253328358006e-22,2.3169670355570706e-19,3.6453546335222334e-25,2.6898403822611465e-40,3.6383335582272185e-41,4.624884957778964e-22,2.1980149734854635e-33,1.0636329065946089e-20,7.23602059194862e-33,1.5194611842387825e-27,3.748235687785406e-33,3.4976876532026567e-28,8.496734861072428e-27,2.064163897933156e-40,1.9795576148655386e-40,1.4376831802368788e-32,9.108438603000336e-38,4.124548277395126e-31,1.2376944778607099e-33,3.76,0.0,0.5032410277584471,0.9999798470070467,2.0643033460306696e-19,1.0575135354175699e-24,1.1514174439465466e-09,1.151417444055602e-09,1.0242454028618996e-21,4.008746665473203e-27,2.0152992201502263e-05,6.646841454761392e-25,9.027686441084094e-27,7.507165927563325e-13,1.4749886202207164e-16,1.8664352153711227e-19,3.9825024697655506e-17,5.0461993864578244e-12,7.893194076340546e-24,5.04922510951471e-16,3.4668407648141326e-18,2.330094675878833e-25,4.346954557384875e-22,2.1633479418513073e-18,3.1603926774148377e-31,7.377401710336704e-31,1.1239783748575993e-20,9.08828152500998e-34,2.3169780444645893e-19,1.43576756254165e-16,1.158474942505483e-28,2.4736706915080268e-33,1.3093044153320103e-32,2.3845180608841978e-26,1.3554579563817789e-30,7.833857554485631e-38,2.4723333902159147e-42,7.528910417800217e-37,2.429858094488832e-39,1.1408313337884175e-33,1.6652638381863767e-42,1.2456587653610113e-23,2.2052433854269216e-29,1.3571382660522858e-21,1.0368372782299167e-28,1.2283109111380833e-41,1.4198233395090865e-20,6.545217187204261e-20,1.0198222177291895e-30,4.0174251703361756e-23,1.7793422710155776e-27,1.2541164677708308e-30,3.0302795425628976e-39,1.3918129535876589e-18,1.659078126573803e-36,6.546256734016252e-27,6.503714492651966e-31,5.973753567246031e-31,3.360204487694349e-18,9.455397013913123e-47,4.395154645654132e-32,2.542184137056478e-29,1.1242054965296516e-34,2.054125318830696e-48
7.751779050954487e-10,0.46488518426246467,6.671688657307883e-18,3.102096436091992e-22,5.408767165282542e-16,1.7620037265578088e-20,0.0,0.0,7.774796085163115e-13,9.9505284553763e-21,4.734323315669399e-23,6.190260799719598e-24,8.028288372720249e-31,1.8823104574519305e-43,6.317005655685534e-32,6.080470425511187e-22,2.482660587081976e-19,4.0372080928538287e-25,3.0712674964595786e-40,4.042865847964621e-41,4.955675218523167e-22,2.437573611440845e-33,1.0989547892042741e-20,8.307828419304653e-33,1.6852730345414386e-27,4.3536567546158276e-33,3.7476604083051702e-28,9.104254429079597e-27,2.4532485394740864e-40,2.1970337526170173e-40,1.6504029668433555e-32,1.0624559144164506e-37,4.659954571134185e-31,1.4210850717772794e-33,3.76,0.0,0.5032410277178662,0.9999796431274571,2.2896590431113544e-19,1.1729661106866267e-24,1.1918833573792992e-09,1.1918833574960561e-09,1.0956006367158641e-21,4.294498536691037e-27,2.0356871764741696e-05,7.121018464227924e-25,9.836236407446145e-27,7.770878885261344e-13,1.5803988055099725e-16,2.070129617383962e-19,4.2673054915604576e-17,5.22352678557246e-12,8.456848030284197e-24,5.410351773383745e-16,3.5885475465504106e-18,2.5065872206517874e-25,4.657604666129858e-22,2.317902456219845e-18,3.3823635743502915e-31,8.176381226670712e-31,1.1635376766980885e-20,1.0089993863479782e-33,2.4826727979859074e-19,1.5381479254743293e-16,1.2849131544422962e-28,2.7639531340151142e-33,1.4615663440841476e-32,2.6446130176142524e-26,1.5561011074120618e-30,9.00114731945677e-38,2.8341883130907885e-42,8.947837505194775e-37,2.7152486476636972e-39,1.3165826354177787e-33,1.8849437178911516e-42,1.3650466029641914e-23,2.5060863267773423e-29,1.5051726589772572e-21,1.1412241631268088e-28,1.41025947260752e-41,1.4670540699471934e-20,7.013310716006515e-20,1.1146481709128818e-30,4.4558710486353747e-23,1.90658317124301e-27,1.3505735820847931e-30,3.484967077332166e-39,1.4913574743614874e-18,1.7877318349889438e-36,7.260885088868551e-27,7.466297680220763e-31,6.858767372567539e-31,3.474382526764205e-18,1.0856667533353615e-46,5.046208339370179e-32,2.9187449957836274e-29,1.2907543615921569e-34,2.5270432077161516e-48
