Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51)
0.0001962882683747621,0.9726502534374217,0.0013473656755950856,0.0001312462065456205,0.00019743680174114786,0.3834688796769738,0.0,0.0,0.0002868338081881156,9.11661557124209e-06,0.7396416146302165,0.034310245850172255,7.149555689240687e-05,3.3209215656085055e-10,4.0058659680164593e-08,2.383444837798207e-06,0.002971146175897349,0.0033571737742769357,0.00012014726477129171,1.770330461344552e-06,0.014709901470764088,2.3436639175758244e-07,4.1875371292661527e-07,0.000138810319404312,1.2294509953024327e-07,0.00845150609627738,3.38464589689822e-06,0.0032225102804383414,0.0005222472531899929,1.202594677426408e-06,6.869276971786053e-07,2.7849886273770457e-09,2.707825485040822e-07,2.47029470148225e-05,3.76,0.0,2.7865727053616014e-05,0.322185499224412,0.4143111665468786,0.05131256459287218,0.09361628880963942,0.8328906752288737,1.4005899803886086e-08,2.1687258068387046e-11,0.0003218085554062296,7.193920601920008e-05,0.00016995962683314509,5.319658712249839e-06,1.024737628719642e-05,0.11184007118325526,0.003937157639570998,0.005658098429402987,5.884373193031091e-05,0.002481190831973113,7.232298152264096e-06,5.463663048260035e-05,5.788657339937388e-06,3.743456725236773e-05,0.00015057026069940625,1.5157549240761339e-05,0.03787547805663192,5.9953638313587866e-05,0.06041498444952763,1.0970410214789743e-10,0.08191473220523333,0.1162551490730021,9.803070425161499e-09,2.3904173042793077e-05,1.5654539095276874e-09,1.7596399666874488e-08,3.527237517946067e-13,2.3601010406413915e-09,1.4288250471889572e-09,4.992327772001113e-07,5.307985903457296e-14,2.6893274383009624e-08,2.019406382278808e-12,6.228277054791187e-09,6.851068325725277e-13,5.136151795057201e-07,1.2465250768515799e-08,2.0708935329369635e-06,1.7511683718754267e-11,8.689741506822593e-05,0.005497363557103808,2.0326722034342593e-07,9.137755082141909e-12,0.02118970818065988,3.280178526893024e-11,9.800026770174325e-06,1.9372560001692128e-10,0.005711415027974045,5.580925748871129e-07,3.8539758403630115e-06,2.4289433155916634e-06,0.00010026536280183915,0.001465608667802818,0.001913605780918351,1.1303888488629854e-09,0.00017331128111822245,2.1351558658661947e-06,2.9459384918448554e-08,9.804242194205857e-09,3.764014402020645e-08,1.490838184824815e-05,9.929785741310111e-11,1.2696488640788892e-09,0.00022608738243824636,1.119790438947756e-07,3.2253399670103524e-10,0.00014182303440732645,1.4250980471462026e-05,1.03666863414947e-09,1.6323796824499743e-05
0.0001981316227419547,0.9729780299298006,0.0013499595409668707,0.00013051308735296407,0.00019698855826890552,0.3837770644331249,0.0,0.0,0.0002832467312997946,8.954014096362347e-06,0.7423820280532444,0.03450369189780377,7.084511016046632e-05,3.358939844536153e-10,4.014095231543735e-08,2.387011940603527e-06,0.0029677513064090446,0.0033228075080492417,0.00012004862175314914,1.7683880547571282e-06,0.014756541993318294,2.3563529641112604e-07,4.186714373271511e-07,0.00013822866392723058,1.2136612344306988e-07,0.008325391126677665,3.3943536921370688e-06,0.003223190257939792,0.0005212047698392884,1.2002224206951328e-06,6.843400397826551e-07,2.7830003324153658e-09,2.689017115176861e-07,2.464148227209825e-05,3.76,0.0,2.755748943100785e-05,0.31969971044553364,0.41578956519479604,0.05129607749752803,0.09260228335001958,0.8344636088182849,1.385419804425797e-08,2.145509505866075e-11,0.0003193256731828006,7.167788253204389e-05,0.00016791394185604086,5.286723910223388e-06,1.0203282378265436e-05,0.11125680863707131,0.0038977563606132806,0.005628465298410991,5.858559383244175e-05,0.0024572263488571314,7.1654125461010735e-06,5.464748978625085e-05,5.735099452569277e-06,3.730118212243662e-05,0.00015008876676257966,1.5112190422410123e-05,0.037765306525611865,5.929039017280329e-05,0.060340201025213265,1.081466309252537e-10,0.082131158674885,0.11682774180145274,9.662739036283096e-09,2.3603869349318256e-05,1.5333441630371997e-09,1.7261653765292912e-08,3.4601372792841423e-13,2.320785839091956e-09,1.411783331681481e-09,4.935187052835051e-07,5.2070099956524784e-14,2.6699923374566337e-08,2.006145303573143e-12,6.155792672709899e-09,6.806083150664001e-13,5.149730954748705e-07,1.2342025784473546e-08,2.0185654209935946e-06,1.7129221870717037e-11,8.607355641391822e-05,0.005491427676814744,2.0141231540437677e-07,9.042901657142055e-12,0.02105478321294584,3.2447975993153397e-11,9.761786101318194e-06,1.9141594673867445e-10,0.005685734969526069,5.561826781397522e-07,3.845565443371961e-06,2.420699888644522e-06,9.994338582383141e-05,0.0014605012396094372,0.0019149617031346997,1.1176888655934952e-09,0.0001725923289131708,2.115346486429337e-06,2.9186071650454077e-08,9.727841193763699e-09,3.734842781747184e-08,1.4706124295981078e-05,9.848732963073772e-11,1.254768031462299e-09,0.00022644684579627974,1.1270063346416052e-07,3.248781567958068e-10,0.0001390818356476592,1.407568318503633e-05,1.015674514338749e-09,1.6139413088798996e-05
0.0001999749771091473,0.973302323208461,0.0013525404205838962,0.00012978441277703743,0.0001965427491353468,0.38408169371905826,0.0,0.0,0.0002797204401362279,8.795164762991541e-06,0.7450912629965231,0.03469633503691,7.020231610489747e-05,3.397333728677162e-10,4.0223843586297727e-08,2.3906552822741634e-06,0.0029643318081164867,0.0032888947463481292,0.0001199508363626186,1.7663854583734167e-06,0.014802780312707957,2.3689360294632873e-07,4.185893617310327e-07,0.00013765041760463348,1.1981342868815475e-07,0.008201814068069264,3.4039152827826227e-06,0.0032237097839619188,0.0005201505630385059,1.197831700287537e-06,6.817897725707452e-07,2.7809630208864647e-09,2.6703302564641446e-07,2.4578874902434918e-05,3.76,0.0,2.7253599827782094e-05,0.3172378734001796,0.41725450202407394,0.05127647988470273,0.09160269087511076,0.8360239856922487,1.3704652554467391e-08,2.122622805448856e-11,0.00031686671471500117,7.141914013449207e-05,0.00016590030071073942,5.254612491805538e-06,1.0159653434382758e-05,0.11067897414983686,0.0038596046435558956,0.005598998378330912,5.833027875648632e-05,0.0024335747846654246,7.099342728210913e-06,5.4655645895504274e-05,5.682195072298788e-06,3.716868635971992e-05,0.00014961286168600622,1.5067543797180432e-05,0.03765462471934223,5.863699361915062e-05,0.06026499282043739,1.0662585581812531e-10,0.0823447883647245,0.11739503921308488,9.52520513899023e-09,2.3308460312806556e-05,1.5019934797021049e-09,1.6934319401016615e-08,3.394522682093603e-13,2.2822881380620366e-09,1.3950613326707845e-09,4.878849164954385e-07,5.108269747702607e-14,2.6509438104666233e-08,1.9930678072284027e-12,6.084338417233669e-09,6.761720661412765e-13,5.163134625919959e-07,1.2222671336356758e-08,1.968291491121873e-06,1.675990314045106e-11,8.526120603625031e-05,0.005485371941686321,1.9957349843264332e-07,8.949896510280516e-12,0.02092028568630399,3.2098630090099e-11,9.723319129391998e-06,1.891300727356218e-10,0.0056598337843562566,5.542997213030984e-07,3.837083663851043e-06,2.412384092156488e-06,9.961931503665124e-05,0.0014554275973527975,0.0019162261357158256,1.1051175767739245e-09,0.00017187099904242853,2.0957421735641367e-06,2.8915587690188935e-08,9.652345746640372e-09,3.706014737286585e-08,1.4507388967595553e-05,9.768663996969254e-11,1.2401561029013742e-09,0.00022679333932948582,1.1341830969852171e-07,3.272183307688078e-10,0.0001364112207508698,1.3903736131020844e-05,9.952096687211115e-10,1.5958332477731092e-05
0.00020181833147633988,0.9736231849230893,0.0013551079616526969,0.00012906010566043574,0.0001960992916538356,0.3843828231099441,0.0,0.0,0.00027625358539436684,8.639960500280568e-06,0.7477697967886816,0.03488818490877641,6.9567044536538e-05,3.436104093990158e-10,4.030731372343806e-08,2.394373467575716e-06,0.002960887864144756,0.0032554282824601693,0.0001198538569472846,1.7643238041073089e-06,0.014848624419848765,2.381413703635012e-07,4.1850730933877155e-07,0.00013707554203935723,1.1828643892600222e-07,0.008080721437351583,3.4133316478138578e-06,0.0032240721084682623,0.0005190850519839354,1.1954228138612094e-06,6.792759214857706e-07,2.7788770575053618e-09,2.6517640669922515e-07,2.4515164306357194e-05,3.76,0.0,2.695392958023407e-05,0.31479967396113107,0.41870611462109364,0.051253855847602635,0.09061726907716819,0.837571966136528,1.355722708361372e-08,2.100060152339962e-11,0.00031443136624189553,7.116293569747227e-05,0.00016391805430984317,5.223286953323739e-06,1.0116478324862035e-05,0.11010651549216786,0.003822643048157978,0.00556969685308172,5.807773476508572e-05,0.0024102302708194833,7.034074828552287e-06,5.466115754728207e-05,5.629933084167536e-06,3.7037064721807386e-05,0.00014914240488221071,1.5023582781948476e-05,0.037543454646638746,5.799323657954249e-05,0.06018937278846947,1.0514032012827739e-10,0.08255566141942353,0.11795710959624113,9.390409884227727e-09,2.301784132821885e-05,1.4713808801015535e-09,1.6614198484935454e-08,3.330354019803759e-13,2.2445858518747692e-09,1.378650899679621e-09,4.823299645158977e-07,5.0117054077307724e-14,2.6321749803047097e-08,1.9801695414405586e-12,6.013895005592808e-09,6.717966097178984e-13,5.176365328616084e-07,1.2107003897519482e-08,1.919962663761254e-06,1.6403088561130404e-11,8.446014266355924e-05,0.005479196900397082,1.9775059634035107e-07,8.858695875488873e-12,0.02078624007805591,3.175366881604175e-11,9.684637603142045e-06,1.8686789280523918e-10,0.005633725804548753,5.524429536480208e-07,3.8285321405578804e-06,2.403999028522986e-06,9.929324479553428e-05,0.001450386997613823,0.0019174009420195287,1.09267433547357e-09,0.00017114740457126236,2.076340529023651e-06,2.8647899947302494e-08,9.577740096393095e-09,3.6775243124131274e-08,1.4312099285813032e-05,9.689561562930268e-11,1.2258069460508305e-09,0.00022712697966554145,1.1413206514625889e-07,3.295544377290489e-10,0.0001338089203624198,1.373503438089541e-05,9.752565047644951e-10,1.578046044798379e-05
0.00020366168584353247,0.9739406656205977,0.0013576618122508228,0.0001283400911655704,0.00019565810495143535,0.38468050711395235,0.0,0.0,0.00027284485469997156,8.488297861632792e-06,0.7504180970942599,0.035079250891640566,6.893916797770584e-05,3.475251725953684e-10,4.0391342653536844e-08,2.398165095939205e-06,0.0029574196440750066,0.0032224010285307153,0.00011975763151576298,1.7622041941818199e-06,0.014894082120371098,2.3937865733572343e-07,4.184251014436277e-07,0.00013650399955397678,1.1678459317346797e-07,0.007962060649592876,3.4226037420692037e-06,0.0032242804222450973,0.0005180086392519568,1.1929960401748224e-06,6.767975252554061e-07,2.7767428004477584e-09,2.633317698132579e-07,2.4450389013190385e-05,3.76,0.0,2.6658361065142592e-05,0.31238480417847586,0.42014453829500154,0.05122828772815171,0.08964578072002898,0.8391077068765023,1.3411886139541451e-08,2.077816109532192e-11,0.0003120193201726614,7.090922698236347e-05,0.0001619665701925416,5.192711603152288e-06,1.0073746199721564e-05,0.10953938036513516,0.003786815216679479,0.005540559920174532,5.7827911094175596e-05,0.0023871870892678503,6.96959530431883e-06,5.4664082152145936e-05,5.57830263551086e-06,3.690630205907019e-05,0.00014867725929163558,1.4980281867840313e-05,0.03743181785373796,5.735891301044272e-05,0.0601133533234074,1.0368864176165693e-10,0.0827638170029941,0.11851401995433848,9.258295405647705e-09,2.2731910627234222e-05,1.4414860659099635e-09,1.6301099345588847e-08,3.2675928722386946e-13,2.207657652354906e-09,1.362544148972538e-09,4.768524337943045e-07,4.9172591596630366e-14,2.6136791385979756e-08,1.967446254562846e-12,5.94444359576396e-09,6.674805036793119e-13,5.189425521286628e-07,1.1994849450833044e-08,1.8734766218121533e-06,1.60581766286625e-11,8.367015024509812e-05,0.005472903130653885,1.9594344047481687e-07,8.769257078492994e-12,0.020652669698531287,3.141301544771373e-11,9.645752998933746e-06,1.8462931554443152e-10,0.0056074249590044875,5.506116498939268e-07,3.8199124575151055e-06,2.395547730373549e-06,9.89652672888331e-05,0.0014453787251098565,0.0019184879371724093,1.0803584719965784e-09,0.00017042166153123385,2.057139179995392e-06,2.838297568260636e-08,9.504008790131503e-09,3.649365665004596e-08,1.4120180636135937e-05,9.611408728716701e-11,1.2117146008117202e-09,0.0002274478818101458,1.1484189139819334e-07,3.3188639366095754e-10,0.00013127274904487033,1.3569477458188598e-05,9.557981862392942e-10,1.5605706203217863e-05
0.00020550504021072505,0.9742548147793284,0.0013602016213176541,0.00012762429670392045,0.00019521910992534671,0.3849747991963434,0.0,0.0,0.00026949297141717313,8.340076884298237e-06,0.7530366221397212,0.03526954210689884,6.831856161501115e-05,3.514777304667458e-10,4.047590998764968e-08,2.4020287605244745e-06,0.002953927305101114,0.003189806014922856,0.00011966210785846303,1.7600277022120964e-06,0.014939161039527879,2.4060552217994526e-07,4.183425577055214e-07,0.00013593575315612422,1.1530734535783344e-07,0.007845780027276901,3.4317324966229515e-06,0.003224337857760085,0.0005169217115274765,1.1905516403110455e-06,6.743536357354915e-07,2.774560601916881e-09,2.614990296192864e-07,2.438458669600993e-05,3.76,0.0,2.63667862973223e-05,0.30999296211947797,0.4215699061344027,0.051199856147018524,0.08868799350598978,0.8406313611901598,1.3268594968924222e-08,2.055885353205701e-11,0.00030963027492664756,7.065797261602678e-05,0.00016004523200174365,5.162852471824207e-06,1.0031446481821578e-05,0.10897751644817193,0.0037520677131472387,0.005511586789505483,5.758075811919643e-05,0.0023644396671086967,6.905890930254915e-06,5.466447583011359e-05,5.527293128194682e-06,3.6776383323218126e-05,0.0001482172912802673,1.4937616571018464e-05,0.03731973544515623,5.673382269526968e-05,0.06003694628959342,1.022695090959647e-10,0.08296929333570714,0.11906583603591318,9.128804830087395e-09,2.2450569184819526e-05,1.412289393880899e-09,1.5994836482066143e-08,3.206202056044862e-13,2.171482936990937e-09,1.346733452909381e-09,4.7145093890626376e-07,4.824875048588137e-14,2.5954497406969683e-08,1.9548937924137337e-12,5.875965775797559e-09,6.63222338958829e-13,5.202317603105038e-07,1.1886042992947966e-08,1.8287373590551281e-06,1.572460089616942e-11,8.28910178075661e-05,0.005466491237991467,1.941518664340542e-07,8.681538506617445e-12,0.020519596734969232,3.107659522043346e-11,9.6066765259833e-06,1.8241424366334317e-10,0.00558094478180265,5.488051090560201e-07,3.8112261468246118e-06,2.387033161898129e-06,9.863547258381856e-05,0.0014404020914690742,0.001919488890006303,1.0681692952060965e-09,0.0001696938883847629,2.038135779587292e-06,2.8120782514776006e-08,9.431136674023136e-09,3.621533065381063e-08,1.3931560321038065e-05,9.534188903792789e-11,1.1978732734943288e-09,0.00022775615923961354,1.1554777911267399e-07,3.342141114742801e-10,0.0001288006020117982,1.340696911988887e-05,9.368185940826361e-10,1.5433982511315876e-05
0.00020734839457791764,0.9745656808359493,0.001362727038673389,0.00012691265186613927,0.00019478222919853982,0.3852657518029526,0.0,0.0,0.0002661966935027567,8.195200954658774e-06,0.7556258209347244,0.035459067425198436,6.770510324937809e-05,3.5546813845268386e-10,4.05609950194254e-08,2.4059630473988062e-06,0.002950410993125673,0.003157636389438645,0.0001195672336584243,1.7577953742788366e-06,0.014983868626943883,2.4182202283719e-07,4.1825949641597075e-07,0.00013537076650691027,1.1385416388268723e-07,0.007731828807040601,3.4407188192124995e-06,0.00322424749002945,0.0005158246403099339,1.1880898588458513e-06,6.719433182100736e-07,2.7723308086686083e-09,2.5967810038182096e-07,2.431779418652497e-05,3.76,0.0,2.6079105716412992e-05,0.30762385171304335,0.4229823490625798,0.05116864003372237,0.0877436799466513,0.8421430790167076,1.3127319537942219e-08,2.034262669764408e-11,0.0003072639347780261,7.04091320634952e-05,0.00015815343898512528,5.1336772276041185e-06,9.989568859046847e-06,0.10842087144388177,0.00371834987071183,0.005482776682252597,5.733622731995865e-05,0.002341982571477824,6.842948788793827e-06,5.466239344535692e-05,5.476894210711654e-06,3.664729357393358e-05,0.00014776237053673962,1.4895563385634115e-05,0.03720722810302313,5.6117771051758776e-05,0.05996016304955077,1.0088167699577677e-10,0.08317212772944428,0.11961262236399073,9.001882285271464e-09,2.217372063041359e-05,1.3837718508761435e-09,1.5695230325824766e-08,3.1461455770280286e-13,2.136041798570128e-09,1.3312114296906625e-09,4.6612412391974964e-07,4.734498909113355e-14,2.5774804022306478e-08,1.9425080965777273e-12,5.8084435533963454e-09,6.590207389969941e-13,5.215043916189853e-07,1.1780428063507244e-08,1.7856547593276641e-06,1.5401827743932792e-11,8.212253931635886e-05,0.005459961854631589,1.9237571388876072e-07,8.595499579353938e-12,0.020387042293785473,3.074433526815487e-11,9.567419131370798e-06,1.8022257427068643e-10,0.005554298420458216,5.470226533657213e-07,3.802474691386893e-06,2.3784582201309045e-06,9.83039486723117e-05,0.0014354564340665467,0.0019204055249062433,1.0561060936760363e-09,0.00016896420553648404,2.0193280072471303e-06,2.786128842615666e-08,9.359108889054289e-09,3.594020894738889e-08,1.3746167513756682e-05,9.457885833489911e-11,1.1842773311261192e-09,0.00022805192398888682,1.1624971804717929e-07,3.365375010760943e-10,0.00012639045197918814,1.3247417150179568e-05,9.183022889512535e-10,1.5265205532074213e-05
0.00020919174894511023,0.974873311214466,0.001365237715042027,0.00012620508835032204,0.00019434738708225664,0.38555341638308177,0.0,0.0,0.0002629548124091221,8.053576679811753e-06,0.7581861334885723,0.03564783547240489,6.709867324115606e-05,3.5949644292828793e-10,4.064657679798935e-08,2.4099665394407503e-06,0.00294687084378259,0.0031258854164183227,0.00011947295659327106,1.7555082299134616e-06,0.015028212161211104,2.4302821685539397e-07,4.181757348159356e-07,0.00013480900389221912,1.1242453120782518e-07,0.007620157144131227,3.4495635947146636e-06,0.0032240123374922573,0.0005147177825969403,1.1856109249697324e-06,6.695656516262673e-07,2.7700537624876793e-09,2.5786889613020584e-07,2.4250047489869408e-05,3.76,0.0,2.579522713814211e-05,0.3052771825987308,0.4243819958912299,0.051134716656748194,0.0868126172376684,0.8436430070609521,1.2988026513543754e-08,2.012942952964097e-11,0.0003049200097049702,7.016266560261114e-05,0.00015629060551031914,5.10515509564496e-06,9.948103277008192e-06,0.10786939311989548,0.00368561364674468,0.005454128829870054,5.709427124697548e-05,0.002319810504686128,6.780756261004888e-06,5.465788863980664e-05,5.427095770926787e-06,3.651901798633458e-05,0.0001473123699751088,1.4854099739258443e-05,0.03709431610499283,5.551056894115369e-05,0.05988301449051084,9.952396304135451e-11,0.08337235662153657,0.12015444226477426,8.87747290500401e-09,2.190127116069313e-05,1.3559150311470065e-09,1.5402107024563087e-08,3.08738858681342e-13,2.101314998022852e-09,1.3159709340691686e-09,4.6087066177062416e-07,4.6460783001264566e-14,2.5597648951556726e-08,1.930285202468225e-12,5.7418593461017625e-09,6.548743590502791e-13,5.227606747730695e-07,1.1677856298231e-08,1.7441442045242272e-06,1.5089354279769048e-11,8.136451354140226e-05,0.005453315638396773,1.9061482641214034e-07,8.511100719317054e-12,0.020255026441257703,3.041616456496141e-11,9.527991505047897e-06,1.7805419918610188e-10,0.005527498644068818,5.452636271572148e-07,3.7936595273136724e-06,2.3698257362133065e-06,9.797078151525422e-05,0.001430541114919478,0.0019212395235734432,1.0441681370371293e-09,0.00016823273488783235,2.000713569122994e-06,2.7604461767663937e-08,9.28791086543763e-09,3.5668236430767275e-08,1.3563933211934256e-05,9.38248359199424e-11,1.170921295985075e-09,0.0002283352867352201,1.1694769708707981e-07,3.3885646943325234e-10,0.00012404034613237424,1.3090733163871461e-05,9.002344776061713e-10,1.5099294653631142e-05
0.00021103510331230282,0.9751777523530741,0.0013677333020625944,0.00012550153989835595,0.0001939145095405743,0.3858378434117935,0.0,0.0,0.0002597661520242172,7.915113764982394e-06,0.7607179910216073,0.03583585463544472,6.649915446234267e-05,3.6356268266065537e-10,4.073263413678916e-08,2.414037816975796e-06,0.0029433069833972357,0.0030945464757280226,0.0001193792244304742,1.753167263026757e-06,0.01507219875433081,2.442241613648758e-07,4.180910893517759e-07,0.00013425043019667539,1.1101794344178659e-07,0.0075107161147733225,3.458267685583023e-06,0.0032236353628895343,0.0005136014815446072,1.1831150535646868e-06,6.672197288083584e-07,2.767729800665492e-09,2.560713307938934e-07,2.418138179926717e-05,3.76,0.0,2.551506484979174e-05,0.3029526699803493,0.42576897337269753,0.0510981616535772,0.0858945871374319,0.8451312888935322,1.2850683245295244e-08,1.9919212011331985e-11,0.00030259821524342395,6.991853430420956e-05,0.00015445616059402923,5.077256780494467e-06,9.907039932181124e-06,0.10732302934789101,0.0036538134854465303,0.005425642473170516,5.685484349294749e-05,0.0022979182995972783,6.719301018228972e-06,5.465101386566155e-05,5.377887929370633e-06,3.6391541859042917e-05,0.0001468671656450136,1.4813203950599194e-05,0.03698101934081073,5.491203248469707e-05,0.059805511049565406,9.819524413416932e-11,0.0835700156071177,0.12069135789563033,8.755522832042294e-09,2.163312945534446e-05,1.3287011135249284e-09,1.5115298226056992e-08,3.0298973394336783e-13,2.067283936825385e-09,1.3010050480986535e-09,4.556892536472378e-07,4.559562439384963e-14,2.542297143033109e-08,1.918221236723423e-12,5.676195971119551e-09,6.507818852945013e-13,5.240008332020785e-07,1.157818700516613e-08,1.7041262099422913e-06,1.4786706379337435e-11,8.061674392749388e-05,0.00544655327167261,1.8886905132056827e-07,8.428303324778751e-12,0.020123568242643542,3.009201386911283e-11,9.488404084927757e-06,1.759090052217918e-10,0.005500557851338847,5.435273958909153e-07,3.7847820462824445e-06,2.3611384766804876e-06,9.763605508575009e-05,0.0014256555196398718,0.0019219925267056005,1.032354677185808e-09,0.0001674995994320078,1.982290198335874e-06,2.735027126251891e-08,9.217528318067149e-09,3.5399359075092485e-08,1.3384790191318616e-05,9.307966576352963e-11,1.1577998404496463e-09,0.00022860635687763873,1.1764170426828198e-07,3.4117092061740077e-10,0.00012174840320840865,1.2936832419905954e-05,8.826009802893214e-10,1.4936172338043495e-05
0.0002128784576794954,0.9754790497309211,0.0013702134523373346,0.0001248019422400349,0.00019348352415192368,0.38611908241159754,0.0,0.0,0.00025662956764363546,7.779724895966335e-06,0.7632218161714686,0.036023133068031316,6.590643225054927e-05,3.6766688027798065e-10,4.081914552259036e-08,2.418175451238579e-06,0.0029397195298937777,0.0030636130616508665,0.00011928598511632339,1.7507734429564002e-06,0.015115835356004293,2.4540991306184916e-07,4.1800537581609155e-07,0.00013369501088006996,1.0963390994271956e-07,0.0074034577166193155,3.466831932330866e-06,0.0032231194741450496,0.0005124760671037572,1.180602446232099e-06,6.649046566774358e-07,2.7653592564482437e-09,2.542853183184189e-07,2.4111831510553083e-05,3.76,0.0,2.5238538830836925e-05,0.30065003448408384,0.4271434062507244,0.05105904906055742,0.08498937584965174,0.8466080650471157,1.2715257747814923e-08,1.9711925144805765e-11,0.00030029827234540117,6.96767000108125e-05,0.0001526495474560113,5.0499543938624015e-06,9.866369264907279e-06,0.10678172813988794,0.003622906187704515,0.005397316861486652,5.661789866390613e-05,0.002276300915236505,6.658571013208469e-06,5.4641820416815187e-05,5.329261032128631e-06,3.626485061966681e-05,0.00014642663664159845,1.4772855189212709e-05,0.036867357327613245,5.432198289301962e-05,0.059727662737495225,9.689445316021561e-11,0.08376513947003743,0.121223430272363,8.63597921884926e-09,2.136920659827612e-05,1.302112839046754e-09,1.4834640864263369e-08,2.9736391485525164e-13,2.033930630250869e-09,1.2863070720071476e-09,4.505786283854676e-07,4.474902139245557e-14,2.52507121866382e-08,1.9063124161310058e-12,5.611436635744088e-09,6.467420345247902e-13,5.252250852399241e-07,1.1481286763289983e-08,1.665526085353015e-06,1.4493436882371288e-11,7.987903846915805e-05,0.005439675460417159,1.871382395193148e-07,8.347069743065783e-12,0.019992685799760605,2.9771815668783285e-11,9.44866706167414e-06,1.7378687442663114e-10,0.005473488078474433,5.418133452659491e-07,3.7758435980457164e-06,2.3523991446851874e-06,9.729985141142075e-05,0.0014207990564416083,0.0019226661355968059,1.02066494921971e-09,0.00016676492288653455,1.9640556551895792e-06,2.7098686009196937e-08,9.147947242917973e-09,3.513352390941888e-08,1.3208672959717482e-05,9.234319501409424e-11,1.1449077819511844e-09,0.0002288652426122769,1.1833172680975257e-07,3.4348075588347004e-10,0.00011951281069251822,1.2785633645959113e-05,8.65388198706272e-10,1.4775763975981439e-05
0.000214721812046688,0.9757772478936716,0.0013726778194947914,0.0001241062330294975,0.00019305436007493296,0.38639718197355466,0.0,0.0,0.0002535439449877073,7.647325626362713e-06,0.7656980231944162,0.03620967869626152,6.532039435568856e-05,3.718090430859063e-10,4.090608919397487e-08,2.4223780083913247e-06,0.002936108593648226,0.0030330787816967874,0.00011919318685653286,1.7483277153774083e-06,0.015159128757780528,2.4658552820331995e-07,4.179184096277396e-07,0.000133142711956015,1.0827195293283702e-07,0.007298334867468191,3.4752571540936503e-06,0.003222467525247141,0.0005113418566323539,1.1780732922739007e-06,6.626195563824132e-07,2.7629424594444123e-09,2.525107727617034e-07,2.4041430236550446e-05,3.76,0.0,2.4965574080106924e-05,0.2983690020209392,0.428505417309769,0.051017451342586395,0.08409677390965203,0.8480734731087985,1.2581718683761529e-08,1.9507520924871873e-11,0.0002980199072415782,6.943712531038127e-05,0.0001508702230934774,5.023221385560648e-06,9.826081952797363e-06,0.10624543768195911,0.0035928507877857666,0.005369151251911393,5.638339234707366e-05,0.0022549534326132027,6.598554471798515e-06,5.4630358459256246e-05,5.28120564420049e-06,3.613892983066774e-05,0.00014599066501569857,1.4733033437026823e-05,0.03675334922406028,5.3740246300167074e-05,0.05964947916136593,9.562057577243734e-11,0.08395776221241276,0.12175071929580063,8.51879022644681e-09,2.1109416001970926e-05,1.276133491433048e-09,1.4559976973687706e-08,2.918582350272419e-13,2.0012376844426283e-09,1.2718705163172566e-09,4.4553754187599356e-07,4.3920497507109485e-14,2.5080813399256598e-08,1.8945550454421334e-12,5.547564928618536e-09,6.42753553361476e-13,5.264336443107703e-07,1.138702904219847e-08,1.6282736197559166e-06,1.4209123887292697e-11,7.915120958979142e-05,0.005432682933218454,1.854222453541545e-07,8.267363244289642e-12,0.019862396287109403,2.9455504128707756e-11,9.408790383382279e-06,1.7168768437405186e-10,0.005446301006953389,5.40120880258596e-07,3.7668454925012863e-06,2.343610381178328e-06,9.696225061580508e-05,0.0014159711551975413,0.0019232619136607516,1.0090981726388659e-09,0.00016602882936025113,1.946007727343409e-06,2.6849675483747297e-08,9.079153911231259e-09,3.487067899909319e-08,1.3035517711367852e-05,9.161527392766092e-11,1.13224007815247e-09,0.00022911205100384707,1.1901775114677441e-07,3.45785873748607e-10,0.00011733182212412601,1.2637058872051444e-05,8.485830882107822e-10,1.4617997749263256e-05
