Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159)
1.9719315989176118e-08,0.7380317765663627,5.413263835032743e-08,3.972619886440833e-10,1.2016864279138542e-08,3.1773476756522858e-09,0.0,0.0,2.119078809508546e-07,4.105646877751485e-12,6.002322368326355e-12,1.1849023440582037e-13,7.108883527803993e-17,1.5251663418920235e-25,3.475714836953082e-18,4.237160375595031e-12,1.912404965949547e-09,2.9201693736349425e-13,1.794149455363466e-20,3.8939715175860436e-20,6.824865229696626e-10,1.4998932870542e-16,3.835347365225056e-12,5.354034416233307e-19,1.6325870770921735e-14,1.5220810895380014e-14,2.749589195012137e-15,1.3787809733491453e-18,4.9311019330199393e-20,1.2071660096157817e-20,3.6220026976876475e-17,1.0873895213272296e-21,6.483628802041189e-16,1.0475500546941186e-27,3.76,0.0,0.6606175098612632,0.9990216514675633,3.4707514220161086e-10,5.290978597757955e-12,0.0007642970443583988,0.0007642988779886176,1.0217083378122228e-10,1.3381943042108387e-13,0.0009781242828384616,7.427208709716336e-13,7.019456902586944e-14,1.407934950096642e-07,1.4459765335939953e-08,2.221872306181547e-08,3.5149789022350264e-08,3.09233301105789e-05,1.1455777273935743e-12,1.1884792317071506e-08,3.108278133186841e-10,1.7322858298455445e-13,5.319156332644091e-11,1.6631960695396722e-09,5.356004785295691e-17,1.1013755423385435e-16,1.499821119461196e-11,8.85952997373353e-19,1.917819839779224e-09,1.1195532947121039e-11,7.531974855755613e-13,1.1845518671896267e-17,6.773114531428546e-17,3.088583737364724e-14,5.630965367505898e-18,3.46656728218698e-22,1.1348247120291416e-26,1.9996326206630826e-26,2.077368394587283e-24,5.997525546120505e-17,2.327565866484036e-27,2.675638292278809e-21
2.0183336756023718e-08,0.7380342729696617,5.654607287054888e-08,4.245668511451284e-10,1.2592272877034608e-08,3.4031931768958304e-09,0.0,0.0,2.168969641899384e-07,4.301055376415949e-12,6.4349356894385095e-12,1.2581620098486607e-13,7.798110957973447e-17,1.6873842711821098e-25,3.6904257692373425e-18,4.382940328177117e-12,1.9927148684545113e-09,3.1443958719992553e-13,2.05261425317877e-20,4.341662244787483e-20,7.149789235081656e-10,1.6049589962301606e-16,3.867621507134145e-12,5.988057078532604e-19,1.728376987172785e-14,1.7028879686952465e-14,2.9519427471651714e-15,1.5243191215713526e-18,5.488819708116639e-20,1.3412571362201588e-20,3.9222143250226987e-17,1.2160210326722785e-21,7.1089976626288e-16,1.2434113237938203e-27,3.76,0.0,0.6605991667726289,0.9990216458865688,3.722340301679077e-10,5.6497004930120246e-12,0.0007822710555685633,0.0007822729684869341,1.047295875964742e-10,1.3768898819393475e-13,0.00097812427738465,8.050519700663021e-13,7.687189078917663e-14,1.4294454270814664e-07,1.4799758745997639e-08,2.3402735736038715e-08,3.661365193452433e-08,3.165026951033434e-05,1.2144877525023935e-12,1.2450364214274567e-08,3.205485066155515e-10,1.8147801780082655e-13,5.491968604026676e-11,1.7210432033585562e-09,5.922923858325972e-17,1.1981027049845317e-16,1.554314523231453e-11,1.0001353138935457e-18,1.998497107004674e-09,1.1397923587937019e-11,8.044811202478862e-13,1.2944753492107357e-17,7.105637183554584e-17,3.336547496797866e-14,6.12568128313538e-18,3.9727856544326976e-22,1.2916228850362389e-26,2.2979049464754024e-26,2.307964440167577e-24,6.485003385404256e-17,2.6370129123847975e-27,2.9427406665029934e-21
2.0647357522871318e-08,0.7380367693108009,5.8998670068286915e-08,4.529852262309917e-10,1.3181247391605823e-08,3.6389627893711486e-09,0.0,0.0,2.2188618678833906e-07,4.501003045356136e-12,6.887813886947289e-12,1.3339043353573086e-13,8.536032968041715e-17,1.863416440684272e-25,3.913440655475237e-18,4.529299112364244e-12,2.074258865530699e-09,3.3805315731441283e-13,2.3411559782429562e-20,4.829078224100701e-20,7.482266670991499e-10,1.7146672986955253e-16,3.898674914155879e-12,6.6795967364645635e-19,1.8269898674655502e-14,1.900207680019716e-14,3.164085257645723e-15,1.6809146257108425e-18,6.093723260721756e-20,1.4863645578710587e-20,4.2385293445511e-17,1.35634341628006e-21,7.778211544703798e-16,1.4702209345393682e-27,3.76,0.0,0.6605808241808969,0.9990216402909348,3.985835306467468e-10,6.023280054052522e-12,0.0008002445669449392,0.0008002465607198682,1.0728827033188632e-10,1.4156068546640781e-13,0.0009781242719184519,8.712499208477693e-13,8.407207841640417e-14,1.4506124343420363e-07,1.513515317105201e-08,2.4614479131644996e-08,3.8099530490729345e-08,3.2377175529385784e-05,1.2863165034664774e-12,1.302906645992708e-08,3.302967893096532e-10,1.8991921813438867e-13,5.6657125960106756e-11,1.779083170853199e-09,6.536172428497577e-17,1.3012703531995656e-16,1.609805711988286e-11,1.1261955720566912e-18,2.0804237033897527e-09,1.1596910647874355e-11,8.579037638224717e-13,1.4116390502105222e-17,7.446141655304695e-17,3.599221193432858e-14,6.652333592137751e-18,4.539488861733094e-22,1.4660278097662748e-26,2.632668479404676e-26,2.5585534238051554e-24,6.998062804370843e-17,2.979795145433045e-27,3.2293563596787667e-21
2.111137828971892e-08,0.7380392655896835,6.148954654095836e-08,4.825288573662238e-10,1.3783790963249205e-08,3.884814015283596e-09,0.0,0.0,2.2687554837612384e-07,4.705489646971388e-12,7.361418289593125e-12,1.4121386721175072e-13,9.324856475640066e-17,2.0541465625545305e-25,4.144894863995754e-18,4.6761817637064625e-12,2.1570175728557528e-09,3.62895579288456e-13,2.662448336689901e-20,5.358699231867072e-20,7.822297376923959e-10,1.8291054834647962e-16,3.928561099659406e-12,7.4323322297556255e-19,1.9284124871730052e-14,2.115099698179326e-14,3.3862511015147486e-15,1.8490811333423653e-18,6.748485861968225e-20,1.6430772596085247e-20,4.571315829700481e-17,1.5091053588051217e-21,8.493233439965439e-16,1.7320113523591142e-27,3.76,0.0,0.6605624820858584,0.9990216346806414,4.2615139776063437e-10,6.4119413245414824e-12,0.0008182175785028876,0.0008182196547020586,1.0984688197102311e-10,1.4543426080508103e-13,0.000978124266438416,9.414669249889198e-13,9.182648964681147e-14,1.4714452584325172e-07,1.5465966939192537e-08,2.5853596826905623e-08,3.960707506095816e-08,3.310404816836027e-05,1.3611483849978237e-12,1.362089798601085e-08,3.4007134695880716e-10,1.9855218160221692e-13,5.840374274281573e-11,1.837289038206328e-09,7.198469583217326e-17,1.4111770511046612e-16,1.6663002945149614e-11,1.2650893803063808e-18,2.1635804753051873e-09,1.179258379396455e-11,9.13498292633596e-13,1.536330168023276e-17,7.794628758701124e-17,3.877222453187298e-14,7.212357083580289e-18,5.172377025913926e-22,1.659584829647546e-26,3.0074512239680454e-26,2.8304106728641955e-24,7.537290461474953e-17,3.3587070412390986e-27,3.536411351561089e-21
2.157539905656652e-08,0.7380417618062148,6.401783352043294e-08,5.132088982573126e-10,1.4399906335865855e-08,4.140900769099785e-09,0.0,0.0,2.3186504855141359e-07,4.914514943285472e-12,7.856210139380609e-12,1.4928734600633585e-13,1.0166833460390864e-16,2.2604943609810366e-25,4.384922124809178e-18,4.823535972208412e-12,2.2409721002037447e-09,3.8900534496202363e-13,3.019329005864884e-20,5.933092417865112e-20,8.169881192388437e-10,1.948360077336665e-16,3.957331197468838e-12,8.250081394622726e-19,2.0326305741907866e-14,2.3486620448503998e-14,3.618674299533611e-15,2.029340176650211e-18,7.455856718256354e-20,1.8119981212543146e-20,4.92093463788332e-17,1.6750831053148387e-21,9.256065587359603e-16,2.0332329613411004e-27,3.76,0.0,0.6605441404873069,0.9990216290556702,4.5496539202209597e-10,6.815904812358011e-12,0.0008361900902576118,0.0008361922504481297,1.1240542250174108e-10,1.4930948318573695e-13,0.000978124260943048,1.015857345795008e-12,1.0016768033734658e-13,1.4919529468069136e-07,1.5792226481914402e-08,2.711973360254547e-08,4.113594547416681e-08,3.3830887427885374e-05,1.4390690278962137e-12,1.4225857724590237e-08,3.4987098243504056e-10,2.0737690597693834e-13,6.01594145925591e-11,1.8956350411342786e-09,7.912631695435131e-17,1.5281287221711454e-16,1.7238037479564488e-11,1.417827450111306e-18,2.2479487596036516e-09,1.198503072318153e-11,9.712970774810594e-13,1.6688397766711846e-17,8.151099346094509e-17,4.1711865431778774e-14,7.807230300596092e-18,5.877548756661498e-22,1.873938455081332e-26,3.42603438962693e-26,3.1248645359966682e-24,8.10326532901899e-17,3.776712953269481e-27,3.864852734617057e-21
2.203941982341412e-08,0.7380442579603012,6.658267719345468e-08,5.450359263189536e-10,1.5029595860774422e-08,4.407373438320136e-09,0.0,0.0,2.3685468688428645e-07,5.128078695922376e-12,8.372650596380291e-12,1.5761162716543798e-13,1.10642606420234e-16,2.483415951816545e-25,4.6336544791675156e-18,4.971311964792651e-12,2.3261040403298245e-09,4.164215101125543e-13,3.4148049929126006e-20,6.554912688411602e-20,8.525017956905938e-10,2.072516851539282e-16,3.9850340679451365e-12,9.136802625838951e-19,2.1396288982873367e-14,2.6020314697944954e-14,3.8615884806832206e-15,2.222220940994081e-18,8.218660718098063e-20,1.99374370824131e-20,5.287739347690593e-17,1.85508062037457e-21,1.0068749214874296e-15,2.378786567331052e-27,3.76,0.0,0.6605257993850406,0.9990216234160011,4.850532795275623e-10,7.235387579767281e-12,0.00085416210222417,0.0008541643479726906,1.1496389191551466e-10,1.5318614845618522e-13,0.000978124255432698,1.0945776610586711e-12,1.0912941863047229e-13,1.512144314087821e-07,1.6113965430290878e-08,2.841253606608077e-08,4.268581077479402e-08,3.4557693308589e-05,1.5201652599855988e-12,1.484394460781231e-08,3.59694605294435e-10,2.1639338918757077e-13,6.192403639912781e-11,1.954096546893988e-09,8.681573414923596e-17,1.6524386017259226e-16,1.7823214231714787e-11,1.585477498478846e-18,2.3335103725958697e-09,1.2174337149254938e-11,1.0313319964932784e-12,1.809462762040195e-17,8.515554310397471e-17,4.481766604806944e-14,8.438476296706585e-18,6.661519303070066e-22,2.110836375166776e-26,3.892464233510495e-26,3.44329735795947e-24,8.696558726742298e-17,4.236953488783787e-27,4.215648676058843e-21
2.250344059026172e-08,0.7380467540518508,6.918323895776134e-08,5.780199561807174e-10,1.5672861500897026e-08,4.684378945417943e-09,0.0,0.0,2.4184446292035046e-07,5.346180666085428e-12,8.911200743374204e-12,1.661873854046295e-13,1.2019479154754673e-16,2.723904188492714e-25,4.891222231953378e-18,5.11946239298578e-12,2.412395458032063e-09,4.451836979987108e-13,3.852057984718921e-20,7.226903048862193e-20,8.88770751000905e-10,2.2016608283175785e-16,4.01171639933923e-12,1.0096596403516972e-18,2.2493913499613562e-14,2.876383609421242e-14,4.11522684614613e-15,2.4282600409053464e-18,9.039798165630495e-20,2.1889440610914102e-20,5.67207621366616e-17,2.049929732572953e-21,1.0933364280425856e-15,2.7740575990104923e-27,3.76,0.0,0.6605074587788607,0.9990216177616137,5.164428311594982e-10,7.670603331550236e-12,0.000872133614417488,0.0008721359472903369,1.1752229020713517e-10,1.5706407621065864e-13,0.0009781242499083353,1.1777864171207362e-12,1.1874669868065582e-13,1.5320279481608826e-07,1.6431223790899526e-08,2.9731653207601915e-08,4.425634898565885e-08,3.528446581109953e-05,1.6045250778989379e-12,1.5475157567907025e-08,3.695412221064188e-10,2.256016293201421e-13,6.36975180453926e-11,2.0126500172479517e-09,9.5083086211689e-17,1.7844271869067847e-16,1.841858549937596e-11,1.769166165585384e-18,2.42024759920186e-09,1.2360586802143381e-11,1.0936344477323399e-12,1.9584977599480863e-17,8.887994585161468e-17,4.8096338801635834e-14,9.107663372091378e-18,7.531239039250637e-22,2.372133524340251e-26,4.4110641360686824e-26,3.787146444157506e-24,9.317734368019593e-17,4.742751955637116e-27,4.5897883791527045e-21
2.343148212395692e-08,0.7380517460469805,7.448823941199445e-08,6.474963468744784e-10,1.7000127063748e-08,5.270559217481677e-09,0.0,0.0,2.518244261807703e-07,5.795998301602412e-12,1.005647407851028e-11,1.8409564289175488e-13,1.4112874796938256e-16,3.2617374587372987e-25,5.433376212227715e-18,5.416708658057663e-12,2.5883872816768497e-09,5.069074924401528e-13,4.865527110336025e-20,8.732808247045803e-20,9.63574434016034e-10,2.4752467726439005e-16,4.062195903244457e-12,1.2252522786735179e-18,2.4771402362482947e-14,3.492933757892371e-14,4.65560659314364e-15,2.881995577628935e-18,1.086904999542038e-19,2.6222953320666202e-20,6.49469469247657e-17,2.4876500993764625e-21,1.282690064441787e-15,3.73793864255519e-27,3.76,0.0,0.6604707790539813,0.9990216064086095,5.832380295607618e-10,8.589072329758093e-12,0.0009080751395434981,0.0009080776513631977,1.2263887341304604e-10,1.6482310082413737e-13,0.0009781242388178383,1.358313515263984e-12,1.4009406904890966e-13,1.5709052695242824e-07,1.705248638015026e-08,3.2447442158863955e-08,4.7458199757021047e-08,3.6737910684056144e-05,1.783393140338958e-12,1.67769574480493e-08,3.892998989131789e-10,2.445933734831947e-13,6.727076661666938e-11,2.129943958098166e-09,1.1347716527327593e-16,2.0727584507394597e-16,1.9640115016843017e-11,2.1894721716552204e-18,2.5971803126041787e-09,1.2724240872286042e-11,1.2251652119965638e-12,2.2830167366611365e-17,9.656835004387869e-17,5.520006841254343e-14,1.0566364425834877e-17,9.558017167406911e-22,2.975906370139169e-26,5.623527827245464e-26,4.557123127568749e-24,1.0645949581787918e-16,5.905268734131415e-27,5.412160825452486e-21
2.4266719504282602e-08,0.7380562386278345,7.937680015610856e-08,7.140714656239992e-10,1.824110828491637e-08,5.835548985321574e-09,0.0,0.0,2.6080685911014404e-07,6.216352472713678e-12,1.1167459375806506e-11,2.0107834381915002e-13,1.6218961138779645e-16,3.816588109117399e-25,5.952802008752365e-18,5.6850818187365404e-12,2.750574698926774e-09,5.674715423554995e-13,5.956210227553902e-20,1.0289036171108836e-19,1.033480641468722e-09,2.7393681931424287e-16,4.1045644461049985e-12,1.4486861835814332e-18,2.69139049274059e-14,4.132184313788873e-14,5.1809545996339345e-15,3.3408869936204906e-18,1.2745506948564506e-19,3.0649157593612715e-20,7.298334280347795e-17,2.941310494943955e-21,1.4730338790817455e-15,4.840725769478475e-27,3.76,0.0,0.6604377689962774,0.9990215961403881,6.480840672289274e-10,9.471579379835992e-12,0.0009404208030797878,0.0009404234813072641,1.2724355504391182e-10,1.718091261441501e-13,0.000978124228786487,1.5377697037438104e-12,1.6192527935531814e-13,1.6049241284653152e-07,1.7596805866971967e-08,3.497819208319919e-08,5.040751252551431e-08,3.804589692260622e-05,1.956441623062314e-12,1.799345781291381e-08,4.0715307349384703e-10,2.6234173593393815e-13,7.051634254500141e-11,2.2356080425718065e-09,1.3233135879021985e-16,2.3618797795216794e-16,2.0774858442380094e-11,2.6351771349797913e-18,2.760271856893083e-09,1.304187521797777e-11,1.3516034472112563e-12,2.6069235329466136e-17,1.0376111346338346e-16,6.225576915051373e-14,1.2025638354503244e-17,1.1754686907368105e-21,3.623698574642723e-26,6.94265282836737e-26,5.3526036435457316e-24,1.1942202222960349e-16,7.144653866034044e-27,6.2424846756068e-21
2.5101956884608283e-08,0.7380607310047175,8.436875649543673e-08,7.845267191740423e-10,1.952608938259935e-08,6.436798419317134e-09,0.0,0.0,2.6978973032997615e-07,6.651406734006978e-12,1.2357247756171374e-11,2.188829590981585e-13,1.8550695576401172e-16,4.445504087236074e-25,6.5027972225799946e-18,5.954031754764094e-12,2.916260352896863e-09,6.330392111126132e-13,7.240278908017942e-20,1.205452934913403e-19,1.1058337029171428e-09,3.020936867543318e-16,4.14426304895325e-12,1.7028375142452257e-18,2.914313289791211e-14,4.859491969501844e-14,5.744652648326123e-15,3.851074252864424e-18,1.485948643976891e-19,3.5615215571945973e-20,8.163826773760777e-17,3.4573121591137304e-21,1.6836124910106767e-15,6.214498264236549e-27,3.76,0.0,0.6604047605429499,0.9990215858242047,7.17579525770062e-10,1.0408240276394144e-11,0.0009727648475778491,0.0009727676972872948,1.318480062228101e-10,1.7879726126143632e-13,0.0009781242187067482,1.7343240892252463e-12,1.8648207173758e-13,1.6380697368304865e-07,1.812744920582702e-08,3.7588897960156815e-08,5.3419184719629156e-08,3.935377502559502e-05,2.1414832609786466e-12,1.9252470064685868e-08,4.250688825593374e-10,2.807113682704056e-13,7.378975974667042e-11,2.3412503355477643e-09,1.5357306512308445e-16,2.6811906743667363e-16,2.1943395283882537e-11,3.1532675349037945e-18,2.9269171940963284e-09,1.3350818812825764e-11,1.4858561259355632e-12,2.962894960843711e-17,1.1121276486330695e-16,6.99844661016611e-14,1.363437331080329e-17,1.4359186049136374e-21,4.384734867672646e-26,8.512036897302363e-26,6.2553977799949956e-24,1.333721959804103e-16,8.592376873545414e-27,7.164783648180717e-21
2.5937194264933964e-08,0.7380652231771543,8.945978284082639e-08,8.589019318773608e-10,2.0855068385001332e-08,7.0750474771646766e-09,0.0,0.0,2.787730366765917e-07,7.101159675840058e-12,1.362852602076335e-11,2.3751093103864803e-13,2.1123293492029154e-16,5.155637469131353e-25,7.084053797930247e-18,6.223356914122657e-12,3.0853553395094067e-09,7.038625213667806e-13,8.743304278020137e-20,1.4048502514127221e-19,1.1806335248185838e-09,3.320422411009993e-16,4.181497260939845e-12,1.9906303811497694e-18,3.14579185608388e-14,5.683132472824931e-14,6.348041063305141e-15,4.415928589368327e-18,1.7230591552025366e-19,4.1162465451601386e-20,9.092926212580855e-17,4.0415272825233395e-21,1.915775530001195e-15,7.91335415073415e-27,3.76,0.0,0.6603717536929534,0.9990215754599623,7.918864362709908e-10,1.1400190843735171e-11,0.0010051072731211248,0.0010051102993879322,1.364522269523009e-10,1.8578701465145035e-13,0.0009781242085802858,1.948970477207605e-12,2.1401452134487696e-13,1.6703847249318973e-07,1.8644795526531787e-08,4.02776517938276e-08,5.6491634146322754e-08,4.0661544996694945e-05,2.3390700919375244e-12,2.0553987979140397e-08,4.4304404878652444e-10,2.997022650604347e-13,7.709086200420643e-11,2.446768597705202e-09,1.7741506313363434e-16,3.032815577778213e-16,2.314599308832309e-11,3.752702134283104e-18,3.0970285908008532e-09,1.3651490892659346e-11,1.6280905714528166e-12,3.3528009044410933e-17,1.189233735695625e-16,7.843212667037817e-14,1.540344167910708e-17,1.7430333003188144e-21,5.274265436817429e-26,1.0368587780994438e-25,7.275998903933783e-24,1.4834023846234918e-16,1.0275298635355086e-26,8.185582097328041e-21
2.6772431645259646e-08,0.7380697151446886,9.464571739194219e-08,9.37232079386197e-10,2.222803963840387e-08,7.75100485050546e-09,0.0,0.0,2.877567749257348e-07,7.565609883358423e-12,1.4983980483049812e-11,2.5696311309614436e-13,2.39524095089111e-16,5.954542051820624e-25,7.697242667264702e-18,6.4928738110869156e-12,3.2577749019382466e-09,7.801996924507957e-13,1.0493111748271335e-19,1.6291110602831593e-19,1.2578800136425306e-09,3.638287082118791e-16,4.216456489899398e-12,2.3151491557098075e-18,3.3857051793498203e-14,6.611795494018859e-14,6.99245328079147e-15,5.0388837722280096e-18,1.987919314822119e-19,4.733349263218318e-20,1.0087311053055087e-16,4.700126917863689e-21,2.170911191212192e-15,9.999847601005503e-27,3.76,0.0,0.6603387484452748,0.9990215650475686,8.711668197452242e-10,1.2448538020415203e-11,0.0010374480797923006,0.0010374512876936929,1.4105621723798072e-10,1.9277799335459163e-13,0.0009781241984077942,2.182721118205801e-12,2.4478652894577186e-13,1.701909774394002e-07,1.9149246363660203e-08,4.3042596982323777e-08,5.962335597872777e-08,4.196920683957912e-05,2.549764451229635e-12,2.189800533292795e-08,4.610757919493677e-10,3.1931442254261544e-13,8.041956000661775e-11,2.552069445811399e-09,2.0408119308620295e-16,3.4189506043471684e-16,2.438291034163279e-11,4.443215685531951e-18,3.270522431261572e-09,1.394429199896038e-11,1.7784699851472867e-12,3.77854642313063e-17,1.268930132575899e-16,8.764677793333734e-14,1.734424299490094e-17,2.103309437886867e-21,6.309007684666647e-26,1.2553162621896238e-25,8.425551163772252e-24,1.64355639682224e-16,1.2222733849530333e-26,9.311621937358119e-21
2.7607669025585327e-08,0.7380742069068814,9.992256034160747e-08,1.0195475283815269e-09,2.3644993908984903e-08,8.465349166872204e-09,0.0,0.0,2.96740941822712e-07,8.044755936462389e-12,1.642629703552128e-11,2.7723982307953637e-13,2.7054130909152615e-16,6.850174385529485e-25,8.34301334169966e-18,6.76241561111489e-12,3.4334382556829375e-09,8.623151872831824e-13,1.2519878298300177e-19,1.880344994239948e-19,1.3375730758706962e-09,3.9749858979377663e-16,4.2493152772070055e-12,2.6796408698916637e-18,3.633928912411328e-14,7.654584472440586e-14,7.679215390494446e-15,5.723433001047941e-18,2.2826424000285954e-19,5.4172091392159583e-20,1.1148585414477175e-16,5.4395813501127045e-21,2.450445735557054e-15,1.254595993091564e-26,3.76,0.0,0.6603057447989293,0.9990215545869375,9.555826737680193e-10,1.3554361208545839e-11,0.0010697872676734043,0.0010697906622889688,1.456599770882148e-10,1.9976988308813996e-13,0.0009781241881881095,2.436606024550966e-12,2.790760159177217e-13,1.7326837081356867e-07,1.9641218985414087e-08,4.588193136472741e-08,6.281291921693241e-08,4.3276760557920764e-05,2.774138568827752e-12,2.3284515903574723e-08,4.791617500549066e-10,3.3954783862553333e-13,8.377581793360089e-11,2.657067805052985e-09,2.338064849550211e-16,3.8418623913557926e-16,2.5654397213351136e-11,5.235357136226753e-18,3.4473190438482732e-09,1.4229604679875439e-11,1.937153642610444e-12,4.2420709263800006e-17,1.3512176195404575e-16,9.767853971831541e-14,1.9468714787577602e-17,2.5238982825850047e-21,7.507230771788116e-26,1.5110832538289344e-25,9.715866313021713e-24,1.8144717878338596e-16,1.4466582577820582e-26,1.05498618423229e-20
2.8442906405911008e-08,0.7380786984633119,1.0528647136655566e-07,1.1058742701897555e-09,2.5105918485841042e-08,9.218730174880612e-09,0.0,0.0,3.0572553410779825e-07,8.538596409817436e-12,1.7958161213078336e-11,2.9834089214994475e-13,3.044497100320819e-16,7.85089377614464e-25,9.021993594599232e-18,7.031830828020138e-12,3.6122684201176002e-09,9.50479755746303e-13,1.4856228598628493e-19,2.160755865374888e-19,1.4197126179970603e-09,4.3309667472792117e-16,4.280234470969332e-12,3.0875175373302572e-18,3.890336187219892e-14,8.821015948590139e-14,8.409645716478184e-15,6.473125995254148e-18,2.6094172969632424e-19,6.172322741551261e-20,1.2278280601609373e-16,6.2666600744675875e-21,2.755842989090024e-15,1.5634144320424195e-26,3.76,0.0,0.6602727427529619,0.9990215440779863,1.0452959594939368e-09,1.4718713565159368e-11,0.0011021248368458878,0.0011021284232580358,1.5026350651248942e-10,2.0676243232864678e-13,0.000978124177920555,2.7116723205338863e-12,3.1717510813861517e-13,1.7627435760133858e-07,2.0121140831693833e-08,4.8793909380153106e-08,6.605896331407726e-08,4.458420615539246e-05,3.0127741901522095e-12,2.4713513469481867e-08,4.972999129720836e-10,3.604025128849562e-13,8.715964229938705e-11,2.7616863896246578e-09,2.6683727882030167e-16,4.3038869442921004e-16,2.696069625625631e-11,6.140528134827731e-18,3.6273425339089126e-09,1.4507794207581729e-11,2.1042970817202958e-12,4.745347407581153e-17,1.4360970203606413e-16,1.0857965602485026e-13,2.178934287818962e-17,3.0126463114576266e-21,8.888841423083456e-26,1.8091154019424434e-25,1.1159440316109005e-23,1.9964294555673303e-16,1.7041463353037182e-26,1.1907476442264162e-20
2.927814378623669e-08,0.7380831898135766,1.1073376654770137e-07,1.1962341479899335e-09,2.6610797284538223e-08,1.0011769909104167e-08,0.0,0.0,3.1471054853761e-07,9.047129872900611e-12,1.958225825341545e-11,3.2026571001315076e-13,3.4141862463057406e-16,8.965461313559624e-25,9.73478923281043e-18,7.300982122657556e-12,3.7941920562682224e-09,1.0449704747812049e-12,1.7537329883467766e-19,2.472641636911246e-19,1.5042985465279075e-09,4.706670502194329e-16,4.309362307307911e-12,3.542358404601026e-18,4.154798346091621e-14,1.0121018436139352e-13,9.185054434322171e-15,7.291566267376086e-18,2.970507930174194e-19,7.003300130096725e-20,1.3477856859160736e-16,7.188431418552821e-21,3.0886038417910726e-15,1.9358445344596473e-26,3.76,0.0,0.6602397423064449,0.9990215335206352,1.1404685890496652e-09,1.594262323902176e-11,0.001134460787390699,0.0011344645706850552,1.5486680552024174e-10,2.1375543962569936e-13,0.0009781241676056459,3.008983623366832e-12,3.5939030964888067e-13,1.7921247364350054e-07,2.058944489113022e-08,5.177684348747235e-08,6.936019495663306e-08,4.58915436356657e-05,3.266262218510172e-12,2.6184991809924533e-08,5.154885665661076e-10,3.81878446559183e-13,9.057107269384346e-11,2.8658552099204937e-09,3.0343133821267345e-16,4.807428486767707e-16,2.8302043064349367e-11,7.171021805002619e-18,3.81052062280642e-09,1.477920930264116e-11,2.2800522831010796e-12,5.2903817319618416e-17,1.52356920224386e-16,1.2040452491685818e-13,2.431917117156474e-17,3.578136577513357e-21,1.047547088408779e-25,2.154844709277625e-25,1.2769469765815705e-23,2.1897036264610197e-16,1.998484770285746e-26,1.3391855519378137e-20
3.011338116656237e-08,0.7380876809572889,1.1626091481112894e-07,1.2906450771380344e-09,2.815961095067863e-08,1.0845063831064018e-08,0.0,0.0,3.2369598190284935e-07,9.570354890078686e-12,2.130127315454562e-11,3.430132664810803e-13,3.8162150627634613e-16,1.0203037950442526e-24,1.0481983952817479e-17,7.569745198406261e-12,3.979139310858423e-09,1.1460707852634802e-12,2.060098548375205e-19,2.8183943312344844e-19,1.5913307679818775e-09,5.102531127695341e-16,4.3368354040064405e-12,4.047912135360787e-18,4.42718559433493e-14,1.1564930853033176e-13,1.0006743223809855e-14,8.182408572419946e-18,3.368252706864899e-19,7.914861314087224e-20,1.474870533213894e-16,8.212261823948536e-21,3.4502657459928666e-15,2.3825696963248105e-26,3.76,0.0,0.6602067434584766,0.9990215229148074,1.2412624133106815e-09,1.722709455350648e-11,0.0011667951193883427,0.0011667991046540808,1.5946987412088157e-10,2.2074874367136465e-13,0.00097812415724368,3.329619454443363e-12,4.0604266634727714e-13,1.8208609340372536e-07,2.1046565918361575e-08,5.482910493484407e-08,7.271538499587996e-08,4.719877300241031e-05,3.5352023788275306e-12,2.7698944705050387e-08,5.337262461696842e-10,4.039756425426093e-13,9.401017421086636e-11,2.9695111060146486e-09,3.4385795686820145e-16,5.354958320549924e-16,2.9678666889653525e-11,8.340061775215745e-18,3.99678449316959e-09,1.5044182853796213e-11,2.4645678429980706e-12,5.879211977264941e-17,1.6136350756910085e-16,1.332097269320446e-13,2.7071810954792514e-17,4.229730803984447e-21,1.2290562981766675e-25,2.5542080214082207e-25,1.455986812748275e-23,2.394562082420705e-16,2.3337196030726168e-26,1.5010603206876376e-20
