Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159)
7.2456449621583545e-06,0.794165245567931,0.01094988166006263,0.002335958651102191,0.005401850705747178,0.12692298897779328,0.0,0.0,0.0031675269943146006,0.00013823137509644145,0.027901863233665395,0.0009088185769033729,0.0007872270534869199,1.6035087037067216e-07,6.9473058928436916e-06,8.545659616084045e-05,0.004106351499987608,0.004571726211923918,0.00011353620159399508,9.078134483505266e-08,0.0007180106939649266,9.795561677725644e-08,7.533220622215666e-06,0.00011141031670241313,2.045118519783581e-06,0.010519585547329022,2.088505905191016e-06,9.48186966535864e-05,3.387241480698806e-05,9.865620560671428e-07,8.422190957541709e-06,6.4997947290327104e-09,1.6271903094587411e-06,1.2061840383749649e-06,3.76,0.0,0.26386829311388804,0.9319764802968594,0.06369367377364854,0.001788284028200027,0.17731227915476291,0.23043048187919304,2.527090418926964e-08,7.195125935198787e-11,0.0009124950133219844,0.0006885527137731289,0.00450624874216215,0.0017239070462391978,0.0002880810392125164,0.08899240798670886,0.0639085883736106,0.010803763254743005,0.0006105910369861797,0.002092464003557432,0.000140160226479623,2.9690803330785206e-06,0.00011225968796543067,0.00033722412245072166,0.0021544939014746787,0.0005201045606315996,0.006620051612907005,0.0023642221982884,0.014203705922433777,1.2926870633236354e-07,0.004255826058117575,0.0004977215625944777,1.1538843002803973e-08,0.000866532646046261,2.0562564909553355e-07,2.5186752182215963e-06,4.977360435495768e-11,1.945114598783785e-06,5.262372296168758e-07,1.4188164580245198e-06,7.454480657786073e-12,1.3252818876643096e-07
7.271445037241155e-06,0.794493442542325,0.01094893901095095,0.002348161300504959,0.005401313005068895,0.12806426329898205,0.0,0.0,0.0031960572859883367,0.00014205649635612406,0.028454992489545992,0.0009301659426754635,0.0007979034814053706,1.6199595685630602e-07,7.0103495355715425e-06,8.638169523071164e-05,0.004148684679671933,0.004636417912228446,0.0001156025458613773,9.203054992400849e-08,0.0007292023777681858,1.0017327657683891e-07,7.618534410802541e-06,0.0001136923308713041,2.0832226169556735e-06,0.010676025470099505,2.132245849785651e-06,9.707195620990991e-05,3.4786070449888926e-05,1.0108245855987234e-06,8.534657700376652e-06,6.635979874001316e-09,1.6402675933084458e-06,1.2480839650744963e-06,3.76,0.0,0.26185382327731305,0.9310541086505322,0.0645474691677836,0.0018169654010810592,0.17723403236144325,0.23113065561999088,2.525980354042223e-08,7.195106004448036e-11,0.000911591966531204,0.0006891270012745198,0.0045192057015409565,0.0017177544411773843,0.00028788058267184303,0.08978978266397943,0.06426831908899444,0.010835462232609238,0.000611245399045254,0.0021189412322435556,0.00014003074339306211,3.016941320704874e-06,0.00011215822248542438,0.0003395519749135956,0.0021751252415673846,0.0005240027299392838,0.006741670968109603,0.0023922278023122746,0.01447780912539258,1.286291637532436e-07,0.0043571711055240695,0.0005117613473078937,1.1706221665077366e-08,0.0008690443585297346,2.059374145092904e-07,2.545179063153885e-06,5.029550624883489e-11,1.973473179601729e-06,5.34193569774983e-07,1.4532861328298282e-06,7.532465252976474e-12,1.3396050199282114e-07
7.297245112323955e-06,0.7948204451292025,0.010946105452416659,0.0023599264238532537,0.005399815922934878,0.129198593530239,0.0,0.0,0.0032244061532651623,0.00014593971075559388,0.029013284050916428,0.0009517657666147664,0.0008084742172889944,1.635623115201226e-07,7.071053378448363e-06,8.729428254307593e-05,0.004190789908123776,0.004701188815897808,0.00011766668787011705,9.326349941575855e-08,0.0007404160176320574,1.0238348593837225e-07,7.702180457923424e-06,0.00011598842575197994,2.1214249081766274e-06,0.010832425351407857,2.1759868346733517e-06,9.935350636822667e-05,3.571538167238376e-05,1.035344685995892e-06,8.645682707450659e-06,6.772337539335183e-09,1.6531221483089366e-06,1.2909021884697131e-06,3.76,0.0,0.2598531275361019,0.9301296831782456,0.06540244120680416,0.0018458504229533516,0.17715224793931983,0.23182905800370862,2.524818774921387e-08,7.193806226802958e-11,0.0009106869062598975,0.0006895749383593787,0.004531359805303222,0.001711303106169964,0.0002876255977530034,0.09058141971690166,0.06462109954037072,0.010866683943893056,0.0006117851458616309,0.0021455972235885396,0.00013987469863292642,3.0650051002315794e-06,0.00011203540999200962,0.0003418016644481017,0.0021952478374223728,0.0005277624840392088,0.0068640665356756074,0.002419752600200083,0.014754275316951233,1.2796857049231712e-07,0.004459551242460017,0.0005260620619822261,1.1873424029297201e-08,0.0008713690163876104,2.0620328035033502e-07,2.571091309563988e-06,5.080570403003437e-11,2.001150884483582e-06,5.41976125213761e-07,1.4881267214999072e-06,7.608695705866399e-12,1.3536341523297855e-07
7.323045187406755e-06,0.795146216749162,0.010941419532005812,0.002371253606519577,0.005397379196559328,0.13032583025822603,0.0,0.0,0.0032525677728301927,0.0001498802648948361,0.029576633805493066,0.0009736138922386283,0.000818934466349135,1.6504880374276188e-07,7.1293880757236464e-06,8.819395516460469e-05,0.0042326553039283375,0.004766024662108477,0.00011972771189249495,9.447956174329188e-08,0.000751648521390557,1.0458407319276325e-07,7.78411413786468e-06,0.0001182979049949977,2.1597092519826163e-06,0.010988741394383505,2.219697568372894e-06,0.00010166312181613404,3.666033319214066e-05,1.0601144288671098e-06,8.755210240015044e-06,6.908785852859378e-09,1.665749560477809e-06,1.3346388874611165e-06,3.76,0.0,0.2578664001068726,0.9292033816308747,0.06625841450476325,0.0018749350869031916,0.17706703697128715,0.23252563331775808,2.5236072848184123e-08,7.191252411867657e-11,0.0009097800065675941,0.0006898988343510108,0.004542718377742842,0.001704563183135177,0.0002873172371070225,0.09136719683724856,0.06496693682778885,0.01089743178785738,0.0006122122061121837,0.002172426539686489,0.00013969274229155832,3.113261495238048e-06,0.00011189177095509676,0.00034397284971833276,0.0022148549335771857,0.0005313832309045523,0.006987210564490476,0.0024467830624867962,0.015033042932388841,1.272878061354886e-07,0.004562938026823244,0.0005406246241039612,1.2040404331035152e-08,0.0008735077632013733,2.0642374767790522e-07,2.5964000999075004e-06,5.13039656530758e-11,2.0281231305582713e-06,5.495779464051762e-07,1.523328485393858e-06,7.683137483258888e-12,1.3673629893273676e-07
7.348845262489555e-06,0.7954707221574487,0.010934920778117608,0.002382142905289078,0.00539402308916453,0.13144583202335866,0.0,0.0,0.0032805364472642054,0.00015387735886232456,0.030144935552027057,0.0009957060355195457,0.0008292796135919359,1.664544844682289e-07,7.1853284200381425e-06,8.908032842701266e-05,0.004274269266333599,0.004830911375466824,0.00012178471881678164,9.567813906531783e-08,0.0007628968397393846,1.0677289403766716e-07,7.86429376058155e-06,0.00012062007009043887,2.198059474797562e-06,0.011144930646150734,2.2633470323983223e-06,0.00010400056829345324,3.762090176966037e-05,1.0851256667238756e-06,8.863187280240269e-06,7.045243236599193e-09,1.6781456727504997e-06,1.3792936329452518e-06,3.76,0.0,0.25589382284382456,0.9282753798625769,0.06711521608692395,0.0019042153385837519,0.17697850933282008,0.23322032649483465,2.522347470977012e-08,7.187471603328693e-11,0.0009088714396589388,0.0006901010694005915,0.004553289302881364,0.001697544874357559,0.0002869566850399562,0.09214699824311517,0.06530584316977528,0.010927709382514118,0.0006125285784960892,0.0021994236351073858,0.00013948553610950104,3.161700370279779e-06,0.00011172783531913611,0.00034606529389024553,0.0022339405632234213,0.0005348645735952345,0.007111075228712868,0.0024733064529969045,0.015314049310943526,1.2658774955726233e-07,0.004667302547270462,0.0005554498747661948,1.2207117878718657e-08,0.0008754619164302749,2.0659935667010614e-07,2.621094513408625e-06,5.17900775658332e-11,2.0543669150748626e-06,5.569924887416113e-07,1.5588814494034479e-06,7.755758819804686e-12,1.3807856983708486e-07
7.3746453375723555e-06,0.7957939274427591,0.010926649603175949,0.002392594837181702,0.005389768338446961,0.13255846524030235,0.0,0.0,0.0033083066067370456,0.0001579301472418729,0.03071808115495665,0.0010180377920655224,0.0008395052275660223,1.677785847293335e-07,7.238853307801679e-06,8.995303629347133e-05,0.004315620486123323,0.00489583507596698,0.0001238368272275124,9.68586676711618e-08,0.0007741579693191315,1.0894783737911063e-07,7.9426805973648e-06,0.00012295422133206567,2.2364593926839793e-06,0.011300951033844332,2.306904551866e-06,0.00010636560281787738,3.859705624061697e-05,1.1103700458063193e-06,8.969563575540892e-06,7.181628559845127e-09,1.6903065890103408e-06,1.4248653917653388e-06,3.76,0.0,0.2539355653802523,0.9273458516867991,0.06797267553362425,0.0019336870805833908,0.17688677361746716,0.23391308318557083,2.5210409034733205e-08,7.182491973390535e-11,0.0009079613757426001,0.0006901840881186331,0.004563080995882695,0.001690258421984795,0.00028654515445658687,0.09292071463341095,0.06563783571749614,0.01095752054713293,0.0006127363261308712,0.002226582865156345,0.00013925375190223873,3.210311641404003e-06,0.00011154414123720802,0.00034807886222942006,0.002252499539320343,0.0005382063054733071,0.007235632662522033,0.002499310835637945,0.015597230787940529,1.2586927731020234e-07,0.0047726154742342266,0.000570538579238213,1.2373521084782158e-08,0.0008772329611814786,2.0673068473599131e-07,2.6451645657832177e-06,5.226384469845218e-11,2.079860844982857e-06,5.642136219262721e-07,1.594775417699493e-06,7.82653071580356e-12,1.3938969102122378e-07
7.400445412655156e-06,0.7961158000239702,0.010916647208307923,0.002402610367470536,0.00538463610577444,0.13366360410715308,0.0,0.0,0.0033358728106047215,0.00016203774018487904,0.031295960699548306,0.0010406046443942104,0.0008496070635911866,1.690205134735442e-07,7.289945692068904e-06,9.081173167005813e-05,0.004356697955708264,0.004960782088321265,0.00012588317440987616,9.802061826896658e-08,0.0007854289555952788,1.1110683093466422e-07,8.019238896776643e-06,0.00012529965876041226,2.274892832806265e-06,0.01145676139761282,2.3503398634952543e-06,0.0001087579739137622,3.958875756038799e-05,1.1358390192402122e-06,9.074291673810103e-06,7.31786128833992e-09,1.70222867742889e-06,1.47135253177726e-06,3.76,0.0,0.25199178528745086,0.9264149687397839,0.06883062511527989,0.0019633461767608576,0.17679193706689397,0.23460384982799434,2.519689134123787e-08,7.176342717761554e-11,0.0009070499828975232,0.0006901503933049029,0.004572102374438008,0.0016827140882240779,0.0002860838838420015,0.09368824313174227,0.06596293636613096,0.010986869285170996,0.0006128375710117264,0.0022538984942215706,0.0001389980700244674,3.259085286296559e-06,0.00011134123383493819,0.0003500135194934411,0.002270527443779695,0.0005414084050347826,0.007360854993932388,0.002524785078864422,0.01588252278716093,1.25133262085701e-07,0.004878847110608175,0.0005858914275970022,1.2539571493345414e-08,0.000878822543774835,2.0681834459782913e-07,2.6686012064010524e-06,5.272509040193512e-11,2.104585159697892e-06,5.712356375842993e-07,1.6309999896310844e-06,7.89542692749398e-12,1.4066917179679475e-07
7.426245487737956e-06,0.7964363086448855,0.01090495548977591,0.0024121908969640038,0.005378647926254943,0.1347611305040349,0.0,0.0,0.0033632297489119807,0.00016619920454444826,0.031878462647086,0.0010634019692775934,0.0008595810664762248,1.7017985472744037e-07,7.338592523560684e-06,9.165608666270135e-05,0.004397490978424968,0.005025738950667383,0.0001279229172778806,9.916349616077334e-08,0.0007967068955346343,1.1324784657456666e-07,8.093935891134491e-06,0.000127655683082718,2.3133436545559667e-06,0.011612321520633429,2.393623180764814e-06,0.00011117742184415558,4.0595958860528446e-05,1.161523860482008e-06,9.177326949745962e-06,7.453861629129255e-09,1.7139085731164743e-06,1.5187528279964195e-06,3.76,0.0,0.25006262824985737,0.9254829003516534,0.06968889991847625,0.0019931884565380976,0.17669410550546072,0.23529257371367862,2.5182936954584705e-08,7.169053951629372e-11,0.0009061374269465971,0.0006900025397928196,0.004580362830206022,0.001674922136276072,0.0002855741342899505,0.094449487220269,0.06628117156413205,0.011015759767667556,0.0006128344885492994,0.0022813647041833463,0.00013871917787545423,3.308011354045941e-06,0.0001111196640071271,0.00035186932713724317,0.002288020614839579,0.0005444710303942335,0.0074867143776154,0.0025497188578785628,0.016169859913181747,1.2438057124827077e-07,0.004985967441947249,0.0006015090354165215,1.270522780448698e-08,0.0008802324651293725,2.068629823507525e-07,2.691396312991796e-06,5.317365633847334e-11,2.128521747181086e-06,5.78053255118865e-07,1.667544575728178e-06,7.962423950143864e-12,1.4191656749825297e-07
7.452045562820756e-06,0.7967554233670971,0.010891616947390258,0.0024213382486200207,0.005371825659806744,0.135850933881849,0.0,0.0,0.003390372243801824,0.0001704135650678005,0.03246547398968275,0.0010864250451344507,0.0008694233727357026,1.7125636414068392e-07,7.384784680517337e-06,9.248579278031014e-05,0.004437989177035072,0.005090692422658288,0.00012995523322630124,1.0028684130847664e-07,0.0008079889400787058,1.1536890537971449e-07,8.166741793859176e-06,0.00013002159656777236,2.3517957702911673e-06,0.011767592156173444,2.436725256011851e-06,0.000113623678846147,4.1618605516908085e-05,1.1874156770081345e-06,9.2786276224878e-06,7.589550670652277e-09,1.725343180086141e-06,1.5670634697880186e-06,3.76,0.0,0.24814822825527366,0.9245498134251116,0.07054733796313549,0.002023209719141855,0.1765933832793057,0.23597920305049283,2.5168560997597124e-08,7.160656607034271e-11,0.0009052238713377848,0.0006897431284229775,0.004587872200388795,0.001666892812039207,0.00028501718658623386,0.09520435666412759,0.06659257212101537,0.011044196317141718,0.0006127293021999413,0.0023089756028568933,0.00013841776844866456,3.3570799745123067e-06,0.00011087998724968129,0.0003536464403497946,0.0023049761327487194,0.0005473945134584363,0.007613183026675465,0.002574102654641953,0.016459176043426862,1.236120654451098e-07,0.005093946186037605,0.0006173919445106447,1.2870449895191121e-08,0.0008814646739981888,2.068652755067678e-07,2.7135426840062102e-06,5.360940232574147e-11,2.1516541534961035e-06,5.846616258461636e-07,1.704398413759313e-06,8.027500994275279e-12,1.4313147915468958e-07
7.477845637903556e-06,0.7970731155610634,0.010876674595108935,0.0024300546535602533,0.005364191443348691,0.13693291114190623,0.0,0.0,0.0034172952508331206,0.00017467980564330685,0.03305688040430491,0.0011096690594484633,0.0008791303123169195,1.722499649527024e-07,7.4285168881018925e-06,9.330056108499574e-05,0.00447818250142152,0.005155629492942152,0.00013197932090674977,1.0139022829501775e-07,0.0008192722964153069,1.1746808239801302e-07,8.237629788038585e-06,0.00013239670391391198,2.3902331656448105e-06,0.011922535051742643,2.479617439285429e-06,0.00011609646936960028,4.265663522919705e-05,1.2135054242046117e-06,9.378154764814336e-06,7.724850517684172e-09,1.7365296725373699e-06,1.616281069060608e-06,3.76,0.0,0.24624870779902072,0.9236158723217918,0.07140578031077728,0.002053405737785724,0.17648987319989265,0.23666368702187296,2.5153778381659312e-08,7.151182332018323e-11,0.0009043094770327357,0.0006893748001590982,0.004594640739518232,0.0016586363266117828,0.00028441433835469504,0.09595276742701908,0.06689717301430138,0.011072183392026966,0.0006125242782013275,0.0023367252324426584,0.00013809453892846583,3.4062813672910983e-06,0.00011062276252913383,0.0003553451049404112,0.00232139180388486,0.0005501793538250587,0.007740233243332739,0.0025979277557789337,0.016750404419678,1.2282859729224907e-07,0.005202752841699548,0.0006335406237257809,1.3035198837055927e-08,0.0008825212600778943,2.0682593102985605e-07,2.7350340287501597e-06,5.403220613748701e-11,2.173967586040469e-06,5.910563354522034e-07,1.7415505847976112e-06,8.090639955373377e-12,1.4431355305269373e-07
7.503645712986357e-06,0.7973893578954984,0.010860171874010786,0.0024383427365523114,0.005355767644218364,0.1380069665071657,0.0,0.0,0.003443993860207182,0.00017899687059845266,0.03365256640561731,0.0011331291161904885,0.0008886984098497109,1.7316074342706434e-07,7.469787628097056e-06,9.410012229049127e-05,0.004518061235481395,0.005220537386041276,0.00013399440092850285,1.0247326618549994e-07,0.000830554230050444,1.1954351108321387e-07,8.306576006587764e-06,0.00013478031308857626,2.4286399193595714e-06,0.01207711297039052,2.5222717337914755e-06,0.00011859551031931195,4.3709978111353736e-05,1.239783919413142e-06,9.475872304185132e-06,7.859684420779641e-09,1.7474654954688843e-06,1.666401669420346e-06,3.76,0.0,0.24436417810088162,0.9226812387562356,0.07226407116392224,0.002083772263784849,0.17638367649196987,0.23734597584255468,2.5138603798401143e-08,7.140663391896211e-11,0.0009033944024028702,0.0006889002303583658,0.004600679091523406,0.00165016283961428,0.00028376690127274173,0.09669464157856274,0.06719501319619316,0.011099725571670839,0.0006122217204251716,0.002364607577958323,0.00013775018933635477,3.4556058502626787e-06,0.00011034855119175072,0.0003569656540928029,0.00233726614343267,0.000552826212441895,0.007867837448472265,0.002621186248458673,0.017043477738805598,1.220310101381625e-07,0.0053123567366956,0.0006499554697792968,1.3199436910858784e-08,0.0008834044470181322,2.0674568336863004e-07,2.7558649554140075e-06,5.444196326284439e-11,2.1954489106774463e-06,5.972334048224324e-07,1.7789900292497891e-06,8.15182537744402e-12,1.4546248019608252e-07
7.529445788069157e-06,0.7977041243251731,0.010842152567808972,0.0024462055010270258,0.005346576814914948,0.1390730113857977,0.0,0.0,0.0034704632979039303,0.00018336366604498953,0.03425241549727569,0.0011568002432243007,0.00089812438543296,1.739889437998651e-07,7.508599039658649e-06,9.488422681006546e-05,0.0045576160032183245,0.005285403568640116,0.00013599971648501778,1.0353559829318163e-07,0.000841832066683218,1.2159338740300776e-07,8.373559504412626e-06,0.0001371717361379997,2.467000222609791e-06,0.01223128970921046,2.564660847791785e-06,0.00012112051130061204,4.477855679274015e-05,1.2662418560900896e-06,9.571747015933822e-06,7.993976899903732e-09,1.7581483646327836e-06,1.7174207562412402e-06,3.76,0.0,0.24249473933370627,0.9217460716974802,0.0731220579567169,0.002114305030595953,0.17627489274587513,0.23802602081072358,2.5123051712023663e-08,7.129132572961784e-11,0.0009024788031329145,0.0006883221232067718,0.0046059982621436835,0.0016414824433493666,0.0002830761983626386,0.09742990719401466,0.06748613540054794,0.011126827541923399,0.0006118239653576304,0.002392616575627758,0.000137385421228799,3.505043847721163e-06,0.00011005791591393288,0.00035850850500466835,0.002352598356747282,0.0005553359050614901,0.007995968210024839,0.0026438710143479867,0.017338328242490538,1.212201369053181e-07,0.005422727074625002,0.0006666368081399813,1.3363127618082613e-08,0.0008841165853559844,2.0662529249272908e-07,2.7760309571240397e-06,5.4838586626881334e-11,2.216086643020814e-06,6.031892893026961e-07,1.8167055628046605e-06,8.211044410796184e-12,1.4657799566852177e-07
7.555245863151957e-06,0.7980173900772285,0.010822660721051562,0.002453646313696971,0.0053366416492528854,0.14013096422777177,0.0,0.0,0.0034966989267280215,0.00018777906126751944,0.034856310321313186,0.0011806773996758996,0.0009074051549728048,1.7473496278932314e-07,7.544956811901498e-06,9.565264475539554e-05,0.004596837774040444,0.00535021575529372,0.0001379945339073276,1.0457690185552631e-07,0.0008531031938871204,1.2361597360577805e-07,8.438562223006472e-06,0.00013957028996578667,2.505298397773903e-06,0.012385030115120441,2.606758242844713e-06,0.0001236711748683981,4.5862286529463055e-05,1.2928698180352835e-06,9.665748508945226e-06,8.127653861973964e-09,1.7685762658448782e-06,1.7693332676047326e-06,3.76,0.0,0.2406404808625684,0.9208105272781931,0.07397959143688555,0.0021449997577759616,0.17616361987411314,0.23870377435655504,2.5107136352257168e-08,7.116623088912428e-11,0.0009015628321318276,0.0006876432063288087,0.004610609591747613,0.0016326051478123848,0.0002823435613641615,0.09815849824694882,0.06777058595066723,0.011153494081333573,0.0006113333772168743,0.0024207461212031123,0.00013700093644843995,3.554585898077294e-06,0.00010975141969534563,0.0003599741554302753,0.0023673883195295315,0.0005577093955251396,0.008124598270151034,0.002665975721731449,0.017634887805720128,1.2039679900976772e-07,0.005533832980695269,0.0006835848939469384,1.3526235689512723e-08,0.0008846601453992507,2.0646554193882672e-07,2.7955283961456395e-06,5.522200627494341e-11,2.2358709341482323e-06,6.089208764565252e-07,1.854685892259458e-06,8.268286764433696e-12,1.4765987790520565e-07
7.581045938234757e-06,0.7983291316360955,0.010801740560137295,0.0024606688888410976,0.005325984940001669,0.1411807503751612,0.0,0.0,0.003522696247265115,0.00019224189015174675,0.035464132805287554,0.0012047554832474079,0.0009165378300884979,1.7539934371425338e-07,7.578870069100885e-06,9.640516588802204e-05,0.004635717867272769,0.0054149619135689785,0.0001399781431457469,1.0559688762566675e-07,0.0008643650626016789,1.2560960163801958e-07,8.501568947926634e-06,0.00014197529707928285,2.5435189166238003e-06,0.012538300097996698,2.6485381783000516e-06,0.00012624719677956447,4.696107532551527e-05,1.3196582936482386e-06,9.757849204168783e-06,8.260642712075517e-09,1.7787474536686375e-06,1.8221336060603892e-06,3.76,0.0,0.23880148149338692,0.9198747587112827,0.07483652573914053,0.002175852154852952,0.1760499540721202,0.23937919008712982,2.50908717079421e-08,7.103168490241525e-11,0.000900646639451047,0.0006868662255795865,0.0046145247286125115,0.0016235408665606188,0.00028157032819353954,0.09888035449549111,0.06804841456839679,0.011179730047967929,0.0006107523432162052,0.002448990078197307,0.0001365974359300731,3.6042226611318823e-06,0.00010942962489594136,0.00036136318014300914,0.0023816365569381964,0.000559947788909263,0.008253700571205553,0.0026874948158989364,0.017933088023853707,1.1956180535851355e-07,0.005645643546270812,0.0007007999129634257,1.3688727091019459e-08,0.0008850377100817241,2.0626723687181585e-07,2.8143544863701208e-06,5.559216902340478e-11,2.254793551038337e-06,6.144254823895929e-07,1.8929196311842964e-06,8.323544653446888e-12,1.4870794787987038e-07
7.606846013317557e-06,0.7986393267271205,0.010779436417255681,0.0024672772723187577,0.0053146295380768075,0.14222230190683557,0.0,0.0,0.003548450898748268,0.00019675095264863732,0.036075764306877076,0.0012290293374574682,0.0009255197176027356,1.7598277026914216e-07,7.6103512492943495e-06,9.714159952514558e-05,0.004674247955895631,0.0054796302686320325,0.0001419498581815438,1.0659529938477273e-07,0.000875615188438932,1.2757267620697392e-07,8.562567259612869e-06,0.0001443860863028212,2.581646417900564e-06,0.012691066641242685,2.689975751984851e-06,0.00012884826624875786,4.807482406327061e-05,1.3465976901702907e-06,9.84802430633806e-06,8.392872458148865e-09,1.78866044949246e-06,1.8758156511580576e-06,3.76,0.0,0.23697780972995,0.9189389162138903,0.07569271845020559,0.00220685792510377,0.1759339897831249,0.24005222282772679,2.5074271521221817e-08,7.088802576818219e-11,0.0008997303722099626,0.0006859939400262374,0.004617755602714778,0.0016142994034454021,0.0002807578404929767,0.09959542136268947,0.06831967418499614,0.011205540366862471,0.0006100832689800277,0.002477342286005335,0.00013617561856250494,3.653944924917868e-06,0.00010909309231778435,0.0003626762273343387,0.002395344221763041,0.0005620523245660016,0.008383248280464632,0.0027084235079036477,0.0182328602980666,1.1871595142405837e-07,0.005758127872108185,0.0007182819825623164,1.3850569026646352e-08,0.0008852519678126204,2.0603120216640832e-07,2.83250727421845e-06,5.594903807945673e-11,2.2728478520436857e-06,6.197008467170513e-07,1.9313953153872036e-06,8.376812741798244e-12,1.4972206821348145e-07
7.632646088400358e-06,0.7989479542989885,0.010755792657342772,0.002473475825374621,0.005302598313336878,0.14325555747819557,0.0,0.0,0.003573958659834297,0.00020130501627074247,0.036691085755634796,0.0012534937587910732,0.0009343483186339993,1.7648606000322435e-07,7.639415977065147e-06,9.786177440165087e-05,0.004712420069523229,0.005544209307296001,0.00014390901737042805,1.0757191338090387e-07,0.0008868511528096877,1.2950367748549585e-07,8.621547478019619e-06,0.00014680199345708323,2.619665724248994e-06,0.012843297809880945,2.731046937040419e-06,0.00013147406620736207,4.920342664286666e-05,1.3736783478721752e-06,9.936251769280214e-06,8.524273808985763e-09,1.7983140390220997e-06,1.9303727727007784e-06,3.76,0.0,0.2351695240383087,0.9180031469386438,0.07654803066562826,0.002238012769233158,0.17581581966700285,0.2407228286595079,2.5057349282334454e-08,7.073559313842998e-11,0.0008988141745285042,0.0006850291171242889,0.004620314400076077,0.0016048904402071373,0.0002799074412744148,0.10030364981159277,0.06858442075420389,0.01123093001811392,0.0006093285741189426,0.0025057965678939908,0.00013573618010708164,3.7037436121105916e-06,0.00010874238033234131,0.0003639140149650568,0.0024085130717803726,0.0005640243690886512,0.008513214813604569,0.00272875776179578,0.018534135918994294,1.1786001839523757e-07,0.005871255110196948,0.0007360311527400123,1.4011729939127001e-08,0.0008853057053413351,2.0575828051405415e-07,2.8499856180955296e-06,5.6292592632572696e-11,2.290028757724529e-06,6.247451262536488e-07,1.9701014181442775e-06,8.42808808089695e-12,1.5070214221095793e-07
7.658446163483158e-06,0.7992549945050433,0.010730853608126499,0.002479269208293886,0.00528991411703183,0.14428046215658544,0.0,0.0,0.003599215449289816,0.0002059028176169707,0.03730997779163235,0.0012781435037427398,0.0009430213273090763,1.7691015755030008e-07,7.666082931280086e-06,9.856553849034903e-05,0.004750226596638832,0.005608687781543962,0.00014585498371988466,1.0852653769997909e-07,0.0008980706038749311,1.314011634585357e-07,8.67850260154125e-06,0.00014922236200397174,2.6575618584864215e-06,0.012994962756259954,2.7717286148934405e-06,0.00013412427356557986,5.034677012999358e-05,1.4008905541478086e-06,1.0022512255210448e-05,8.654779265406234e-09,1.8077072692119887e-06,1.985797844666866e-06,3.76,0.0,0.23337667311753799,0.9170675949120455,0.0774023270385777,0.002269312388949763,0.17569553457302,0.24139096495362233,2.504011822499025e-08,7.057472751338042e-11,0.0008978981874667156,0.0006839745280935747,0.004622213537705869,0.0015953235249295404,0.00027902047266059414,0.10100499621559886,0.06884271306789246,0.011255904025613403,0.0006084906879692417,0.0025343467388408932,0.00013527981217339815,3.7536097860072803e-06,0.0001083780440536699,0.0003650773270840028,0.002421145446410113,0.0005658654092311716,0.008643573856924349,0.0027484942804385315,0.0188368461484121,1.169947724031488e-07,0.0059849945041344985,0.000754047407155797,1.4172179507956633e-08,0.0008852018006576301,2.0544933055974537e-07,2.8667891665284623e-06,5.6622827420282247e-11,2.3063327173792914e-06,6.295568875097794e-07,2.0090263651618155e-06,8.477370044356145e-12,1.516481128322885e-07
