Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682)
6.5651892051391675e-06,0.6489131857198057,3.1323835032588775e-05,1.2310608980068391e-06,1.145331322952587e-05,0.0003748136424399203,0.0,0.0,5.225678483640405e-05,6.234258621124092e-08,2.2170221256841763e-06,7.0534267861532215e-09,8.112316449294905e-10,3.277627906123823e-17,5.111544398279973e-13,1.1934942293008876e-09,5.035913084991318e-06,4.6782838592396544e-08,5.8835124196791995e-12,4.5778843946984044e-15,6.703131983465345e-08,9.185539297621696e-15,2.985240142269656e-11,9.45091880430672e-10,1.6527808804758111e-10,2.6663816294508947e-07,6.294834657350452e-12,1.9956990349150983e-10,1.9868856437757865e-10,2.2378769961292374e-12,1.3590057902836584e-11,2.9946041385576927e-15,3.1076980877003427e-10,8.734264882893802e-15,3.76,0.0,0.8941549176516321,0.9995913829752578,0.00011967659315813052,1.4940757378052056e-06,0.012021868293350377,0.012025415871081708,6.266133557607736e-11,2.3356783463696965e-14,0.00026001062579742557,3.979536190832407e-08,6.970349013018967e-07,2.6328712866462274e-05,7.749902550184368e-06,0.0003723124409348034,0.000119330768550097,0.000196369853395602,3.5298572788995533e-08,5.6653244119372206e-05,2.164333565815887e-07,2.2478010778442932e-10,2.0770339528669659e-07,1.2107705779769208e-06,5.416117680346824e-09,2.3597061568909463e-09,8.040483322402196e-07,2.8271551264627144e-08,6.579312014323892e-06,1.517263281279555e-08,9.34099759298962e-09,1.9185346181096076e-09,1.4132751688424983e-14,2.538031881065495e-07,3.671769802484147e-10,2.7667356796666114e-10,4.5726094051294624e-15
6.653120496364702e-06,0.6489338028966294,3.225371801886083e-05,1.2686656990437675e-06,1.173369820477384e-05,0.0003908220444405948,0.0,0.0,5.436423393247784e-05,6.596403070394416e-08,2.3173350917397564e-06,7.477245932850066e-09,8.782864584101354e-10,3.639779537537192e-17,5.51171210336093e-13,1.249434274298481e-09,5.229889839970146e-06,4.9460090773676926e-08,6.403722169049153e-12,4.835841835681211e-15,6.88589997646287e-08,9.474721197870008e-15,3.1429944049814634e-11,1.017719058259331e-09,1.7644402332921203e-10,2.821414331001909e-07,6.573093125347986e-12,2.1715682148495606e-10,2.1713134943058696e-10,2.4192812751678758e-12,1.4480467256960159e-11,3.183914970618635e-15,3.231577236143244e-10,9.756002097737502e-15,3.76,0.0,0.8939714083442174,0.9995861864097453,0.00012399123506843916,1.5721096913611088e-06,0.01218166463282366,0.012185372038543309,6.349449124693053e-11,2.3670482446267942e-14,0.0002600092742175842,4.138561149071176e-08,7.2988421765722e-07,2.708948200519508e-05,7.975317194318612e-06,0.0003879360786355048,0.00012430255991503653,0.0001983160369576125,3.6760396897464985e-08,5.802584633523607e-05,2.2574201757320762e-07,2.371410815992924e-10,2.1673351030847297e-07,1.2478402167594647e-06,5.799285372053386e-09,2.528258986410397e-09,8.467674807072788e-07,3.057088020941017e-08,6.854373859632947e-06,1.561081036355278e-08,9.86165879310486e-09,2.1042737175602703e-09,1.4938284274816774e-14,2.6641089388989104e-07,3.8542855139001093e-10,2.9929481448920357e-10,4.945978309899153e-15
6.741051787590236e-06,0.6489544783496715,3.3199681627582914e-05,1.3069592760954543e-06,1.201831673648995e-05,0.0004072994234947622,0.0,0.0,5.653150716592202e-05,6.976601360113233e-08,2.4209925657711738e-06,7.920844991849375e-09,9.499433109542302e-10,4.036942439317615e-17,5.937937758384606e-13,1.3073035533911617e-09,5.428667197848376e-06,5.2260309324886e-08,6.96299551942118e-12,5.105011407080983e-15,7.071239898728231e-08,9.77080728505448e-15,3.307329448060444e-11,1.0949584537580664e-09,1.8827402118116315e-10,2.983345057189719e-07,6.8600522751236204e-12,2.360480457785665e-10,2.3701121412900857e-10,2.6127060842997936e-12,1.5418508733288903e-11,3.3829620099543523e-15,3.358926966506901e-10,1.0885552928164099e-14,3.76,0.0,0.8937873111398588,0.9995808655358833,0.0001284110273231122,1.6531233530290342e-06,0.01234142551405712,0.012345298062825425,6.432746217521604e-11,2.3984319155980035e-14,0.0002600078903050384,4.3020738765578025e-08,7.638386459744424e-07,2.7863118819127867e-05,8.204582243842505e-06,0.00040401076877075333,0.00012941666939731596,0.000200247466601638,3.8264854228808135e-08,5.94110902442714e-05,2.3533094716467736e-07,2.5002885141393705e-10,2.260376281824833e-07,1.2856422115849535e-06,6.204620937798802e-09,2.7066460584232537e-09,8.911562577897557e-07,3.3025397970328715e-08,7.137375642031012e-06,1.605637708369382e-08,1.0404653149940892e-08,2.3054787881759257e-09,1.5779290859493853e-14,2.794714529062719e-07,4.0433561818392755e-10,3.23450237891096e-10,5.344637066200255e-15
6.82898307881577e-06,0.648975213106562,3.4161848522621246e-05,1.3459480325282424e-06,1.2307216596254337e-05,0.00042425370461447135,0.0,0.0,5.875959829937626e-05,7.375646724201138e-08,2.528073191185209e-06,8.384905563044009e-09,1.0264569844982828e-09,4.472051023665827e-17,6.39160668764723e-13,1.3671487930241675e-09,5.632300832526139e-06,5.518809429763137e-08,7.563774805006172e-12,5.385749967247382e-15,7.259159498482493e-08,1.0073990685365008e-14,3.4784592918374784e-11,1.177045336620768e-09,2.0080167385264924e-10,3.1523928784579195e-07,7.155884867694768e-12,2.563229948757192e-10,2.584193308179807e-10,2.8187778625747603e-12,1.6406215398679498e-11,3.592148838217451e-15,3.489812233084226e-10,1.2133122815351169e-14,3.76,0.0,0.8936026158342014,0.9995754185140108,0.00013293756060934843,1.7371899321553282e-06,0.012501150753919959,0.012505193885221009,6.516024741165634e-11,2.4298302961218914e-14,0.00026000647358128017,4.47015728999472e-08,7.989217476997255e-07,2.8649724076137352e-05,8.437729108999752e-06,0.000420544116965792,0.00013467545821229627,0.000202164265404348,3.981273902420919e-08,6.080885684804782e-05,2.452053002883849e-07,2.6345955350222817e-10,2.3562081200391832e-07,1.324187539097154e-06,6.633145133174207e-09,2.895322286278275e-09,9.372573279428763e-07,3.564355371573127e-08,7.4284534912861075e-06,1.6509389939574434e-08,1.0970681958864494e-08,2.523234573518111e-09,1.6656898132084817e-14,2.929953197527412e-07,4.2391327675947985e-10,3.4922370388678315e-10,5.769966512013327e-15
6.916914370041304e-06,0.648996008202505,3.5140342482608936e-05,1.385638449061742e-06,1.2600446293291863e-05,0.0004416928690027913,0.0,0.0,6.104950680414714e-05,7.79436467421955e-08,2.638657006293464e-06,8.870125900747351e-09,1.108093260193799e-09,4.948251285934691e-17,6.874163667369438e-13,1.4290175724521273e-09,5.84084646481902e-06,5.82481994719796e-08,8.208626816712224e-12,5.678422421240743e-15,7.449666749828929e-08,1.0384472106310599e-14,3.656603517007048e-11,1.264224319793117e-09,2.1406192573452312e-10,3.328781383288506e-07,7.460765777872447e-12,2.780649392474632e-10,2.8145137944309904e-10,3.038147477239317e-12,1.7445688799009762e-11,3.811892946232946e-15,3.62429896386805e-10,1.3509776572755538e-14,3.76,0.0,0.8934173121454551,0.9995698434868485,0.0001375724440377691,1.8243834991104463e-06,0.012660840165871145,0.012665059445757234,6.599284598938741e-11,2.4612443583319442e-14,0.0002600050235632193,4.6428953923532007e-08,8.351573657654871e-07,2.944939960879221e-05,8.674789574135947e-06,0.0004375437873408684,0.0001400813041721837,0.00020406655630390884,4.1404855044344963e-08,6.221902819047388e-05,2.55370281075848e-07,2.7744964177980105e-10,2.454881732819567e-07,1.3634874542382045e-06,7.085915297628977e-09,3.0947587919697904e-09,9.85113911659461e-07,3.8434155655220336e-08,7.727744741415182e-06,1.6969906487221423e-08,1.1560462471686912e-08,2.758688201140341e-09,1.7572256325781952e-14,3.0699307894944915e-07,4.441768085607015e-10,3.7670265097807264e-10,6.2234062506554525e-15
7.004845661266838e-06,0.6490168646803515,3.613528839693326e-05,1.426037084394232e-06,1.2898055085083827e-05,0.0004596249545205863,0.0,0.0,6.340223783839033e-05,8.23361422425562e-08,2.7528254694687676e-06,9.37722122764044e-09,1.1951292785172778e-09,5.4689138833720546e-17,7.387115010961869e-13,1.4929583396534868e-09,6.054359866756404e-06,6.144553742446549e-08,8.90024788894246e-12,5.983401869511901e-15,7.642769857179752e-08,1.0702460070181944e-14,3.841987387359913e-11,1.356749643028225e-09,2.280911123734932e-10,3.512738737656004e-07,7.774872027720765e-12,3.013611452906015e-10,3.0620771006658236e-10,3.2714909076377592e-12,1.8539100839257248e-11,4.042626176893653e-15,3.7624540790624503e-10,1.5027501977261528e-14,3.76,0.0,0.8932313897136486,0.9995641385793276,0.0001423173054404063,1.9147789875731215e-06,0.012820493559924689,0.012824894683194836,6.682525692378342e-11,2.4926751107012064e-14,0.0002600035397631381,4.820373289779893e-08,8.725696283671433e-07,3.0262248316196096e-05,8.915795799754665e-06,0.0004550175031040953,0.00014563660180283167,0.00020595446211345053,4.3042015699925484e-08,6.364148735601261e-05,2.6583114326079076e-07,2.920158916003505e-10,2.5564487233997316e-07,1.4035534964236862e-06,7.564026385438752e-09,3.3054433489959135e-09,1.0347697882133167e-06,4.140638264100585e-08,8.035387948014086e-06,1.743798487283236e-08,1.2174728230653018e-08,3.0130520246738885e-09,1.8526539537459318e-14,3.2147544628866093e-07,4.6514168220845715e-10,4.05978205824562e-10,6.7064565470278e-15
7.092776952492372e-06,0.64903778359067,3.714681226149195e-05,1.4671505758347409e-06,1.3200092988114471e-05,0.00047805805614936994,0.0,0.0,6.581880222246223e-05,8.694289154036597e-08,2.8706614847640287e-06,9.906924054907408e-09,1.2878539085578026e-09,6.037647909979923e-17,7.932030717039178e-13,1.559020427502236e-09,6.272896865660053e-06,6.478518473627718e-08,9.641469154599349e-12,6.301069759883129e-15,7.838477259767656e-08,1.1028171153558341e-14,4.034841974903057e-11,1.4548854633309264e-09,2.4292700016580746e-10,3.704497745325542e-07,8.098382820798311e-12,3.2630302333662337e-10,3.327935092242096e-10,3.5195099443090424e-12,1.9688695709907183e-11,4.284795182347229e-15,3.9043455099194906e-10,1.669927742906478e-14,3.76,0.0,0.8930448380998824,0.9995583018984138,0.0001471737916732893,2.008452196932613e-06,0.0129801107426146,0.012984699535027544,6.76574792122796e-11,2.5241235991126665e-14,0.00026000202168864617,5.002677208708295e-08,9.111829528053519e-07,3.10883741657396e-05,9.160780324576978e-06,0.00047297304714437885,0.00015134376245874644,0.00020782810553453344,4.472504418330096e-08,6.507611846800263e-05,2.765931905766839e-07,3.0717540360213536e-10,2.660961187103883e-07,1.444397495836266e-06,8.068612021644329e-09,3.5278808351549778e-09,1.0862692985108535e-06,4.456979606241066e-08,8.351522905794799e-06,1.7913683833212568e-08,1.2814229411703052e-08,3.28760656426394e-09,1.9520946052512617e-14,3.3645327021375525e-07,4.868235554037581e-10,4.3714530151035853e-10,7.220680271455709e-15
7.180708243717906e-06,0.6490587659918178,3.8175041174212084e-05,1.5089856399418564e-06,1.3506610788751859e-05,0.0004970003264500935,0.0,0.0,6.830021641138001e-05,9.177319311031484e-08,2.9922494280040506e-06,1.0459984508670905e-08,1.3865681266948301e-09,6.658315399820044e-17,8.510546681857241e-13,1.6272540702009134e-09,6.496513348002797e-06,6.827238734377326e-08,1.0435261973075953e-11,6.631816042903715e-15,8.036797636244397e-08,1.1361830233010207e-14,4.235404287407933e-11,1.5589061524460367e-09,2.586088267332917e-10,3.9042959090054063e-07,8.431479577216032e-12,3.529862797984414e-10,3.6131897017254203e-10,3.782932903675258e-12,2.0896791860753957e-11,4.538861895913897e-15,4.0500422179061755e-10,1.8539143901474427e-14,3.76,0.0,0.8928576467855842,0.9995523315329354,0.000152143568923693,2.1054797948064874e-06,0.013139691516959527,0.013144473937481622,6.848951183419383e-11,2.5555909079559357e-14,0.0002600004688426353,5.189894513176634e-08,9.510220493930408e-07,3.192788219475628e-05,9.409776067603565e-06,0.0004914182626243373,0.00015720521443623976,0.00020968760917061696,4.645477360113389e-08,6.652280668708382e-05,2.8766177714852697e-07,3.2294560760512347e-10,2.7684717152394287e-07,1.4860315798396154e-06,8.600845583530883e-09,3.762593695477754e-09,1.1396573480518506e-06,4.793435204026807e-08,8.676290666333485e-06,1.8397062696146583e-08,1.3479733177252796e-08,3.583703547834841e-09,2.055669867448325e-14,3.5193753322781635e-07,5.092382768716548e-10,4.70302798772867e-10,7.767704892201963e-15
7.26863953494344e-06,0.6490798129500116,3.922010333032466e-05,1.5515490731693032e-06,1.381766005426259e-05,0.0005164599760177186,0.0,0.0,7.084750246432893e-05,9.683671952301003e-08,3.117675173361008e-06,1.103717066284115e-08,1.4915854048834917e-09,7.335046592428494e-17,9.124366977885173e-13,1.697710419978879e-09,6.725265263046987e-06,7.191256603348784e-08,1.1284743536139537e-11,6.976039330655742e-15,8.237739909368662e-08,1.1703670737152687e-14,4.443917398428224e-11,1.6690966015490495e-09,2.7517734198428983e-10,4.112375492364697e-07,8.77434596954764e-12,3.8151107354324746e-10,3.9189946707602136e-10,4.062515358726795e-12,2.2165784023180443e-11,4.8053040191859905e-15,4.1996142142063585e-10,2.0562281411911433e-14,3.76,0.0,0.8926698051717639,0.9995462255534084,0.00015722832302211565,2.2059393196713773e-06,0.013299235682427054,0.013304217825515418,6.932135375054649e-11,2.587078161250774e-14,0.00025999888072323403,5.3821137223534863e-08,9.921119254265357e-07,3.27808785120782e-05,9.662816330178365e-06,0.000510361053573133,0.00016322340308466782,0.00021153309554053227,4.823204710813429e-08,6.798143820972834e-05,2.990423078786441e-07,3.3934426655920243e-10,2.879033398931725e-07,1.5284681795143118e-06,9.161941308227702e-09,4.010122415495624e-09,1.1949794100003382e-06,5.151041392809933e-08,9.009833556033052e-06,1.8888181380701094e-08,1.4172024038744993e-08,3.902769055707365e-09,2.1635045059530507e-14,3.6793935333144037e-07,5.324018883450811e-10,5.055536102608391e-10,8.349224517757295e-15
7.3565708261689744e-06,0.6491009255393981,4.0282128017387853e-05,1.5948477525183246e-06,1.4133293143959629e-05,0.0005364452739314209,0.0,0.0,7.34616880111544e-05,1.0214353126859589e-07,3.247026120424343e-06,1.1639268878494438e-08,1.603232108769511e-09,8.072255995380252e-17,9.77526620026038e-13,1.7704415640598294e-09,6.959208626262476e-06,7.571132208377902e-08,1.2193182656740944e-11,7.334147059087558e-15,8.441313250785615e-08,1.20539349052103e-14,4.660630579828471e-11,1.7857525333009375e-09,2.926748498616981e-10,4.328983582926938e-07,9.127167959630134e-12,4.119821765811647e-10,4.246557331835667e-10,4.359040886118941e-12,2.3498145282019095e-11,5.084615524772854e-15,4.3531325795623493e-10,2.278509025586475e-14,3.76,0.0,0.8924813025782716,0.9995399820118605,0.0001624297597590501,2.3099091836041675e-06,0.013458743034897708,0.013463931132819063,7.015300390387899e-11,2.6185865237980437e-14,0.00025999725682376217,5.5794245282724614e-08,1.0344778892201228e-06,3.3647470299485884e-05,9.919934798052855e-06,0.0005298093854791364,0.00016940079091569627,0.00021336468709196244,5.0057718041855174e-08,6.945190026687648e-05,3.107402388262597e-07,3.563894805438878e-10,2.992699832898554e-07,1.5717200363174086e-06,9.753155427019484e-09,4.2710260050475345e-09,1.2522815283666316e-06,5.5308765127109976e-08,9.352295194303908e-06,1.9387100397456323e-08,1.4891904229231902e-08,4.246306771135513e-09,2.2757258055816018e-14,3.8446998548938287e-07,5.563306265880454e-10,5.430048278903175e-10,8.96700199003575e-15
7.4445021173945086e-06,0.6491221048421235,4.1361245610052295e-05,1.6388886361969152e-06,1.4453563220482485e-05,0.0005569645482002661,0.0,0.0,7.614380621577676e-05,1.0770409099315181e-07,3.3803912217760356e-06,1.2267084149898999e-08,1.7218479058606927e-09,8.874659280462625e-17,1.0465091882912933e-12,1.845500541902531e-09,7.1983995225237215e-06,7.967444305527235e-08,1.316400574591382e-11,7.706555653954477e-15,8.647527085900372e-08,1.2412874052257061e-14,4.8857994368650086e-11,1.909180821431932e-09,3.111452507799119e-10,4.5543721558505266e-07,9.490133836293671e-12,4.445091391607261e-10,4.5971404304430353e-10,4.673321830104424e-12,2.4896429198118997e-11,5.3773071751673224e-15,4.510669484460929e-10,2.522527725645252e-14,3.76,0.0,0.8922921282430563,0.9995335989416558,0.0001677496052066166,2.4174686751310624e-06,0.013618213366628603,0.013623613791814228,7.09844612180704e-11,2.650117202358649e-14,0.000259995596632685,5.7819178137770915e-08,1.078145554203407e-06,3.4527765813047915e-05,1.0181165543449899e-05,0.0005497712858823342,0.00017573985771052907,0.0002151825062149315,5.1932650058544846e-08,7.093408112267784e-05,3.2276107758061165e-07,3.7409969081996087e-10,3.109525119161976e-07,1.6158002088673835e-06,1.0375787326971226e-08,4.545882492831159e-09,1.3116103213015788e-06,5.934062222219571e-08,9.703820511966723e-06,1.9893880848662967e-08,1.5640194086256262e-08,4.615901339375402e-09,2.3924636047865807e-14,4.0154082312568624e-07,5.81040925457572e-10,5.827678533685729e-10,9.622871029626624e-15
7.532433408620043e-06,0.6491433519484057,4.245758756456087e-05,1.6836787642859356e-06,1.4778524261208801e-05,0.0005780261862041972,0.0,0.0,7.889489573646567e-05,1.1352927815554403e-07,3.5178610110822752e-06,1.29214404573083e-08,1.8477861839868644e-09,9.747291051396479e-17,1.1195766986183516e-12,1.9229413627187415e-09,7.442894109085646e-06,8.380790873224597e-08,1.4200802983061409e-11,8.093690700448423e-15,8.856391098847927e-08,1.2780748841301353e-14,5.1196860458607845e-11,2.039699818022422e-09,3.306340847521036e-10,4.788798138607154e-07,9.863434254061703e-12,4.79206459363572e-10,4.972063988120207e-10,5.006200083736264e-12,2.6363271982763487e-11,5.683907058222918e-15,4.67229820966846e-10,2.790194729353592e-14,3.76,0.0,0.8921022713214266,0.9995270743573204,0.0001731896060451214,2.5286979621819643e-06,0.01377764646621679,0.013783265733653986,7.181572459815292e-11,2.6816714468610607e-14,0.0002599938996335678,5.989685670677054e-08,1.1231408430808433e-06,3.542187438434477e-05,1.0446543027126145e-05,0.0005702548449663979,0.00018224310062503674,0.00021698667525530543,5.385771727005081e-08,7.242787007333738e-05,3.351103836273598e-07,3.9249368393347683e-10,3.229563870695159e-07,1.6607220798561527e-06,1.1031180740479739e-08,4.83528943190632e-09,1.3730129845041653e-06,6.361764844630423e-08,1.0064555769881047e-05,2.0408584428321385e-08,1.6417732445305274e-08,5.01322183794421e-09,2.5138503305976084e-14,4.1916339964692686e-07,6.065494180038032e-10,6.249585319576058e-10,1.0318738434278812e-14
7.620364699845577e-06,0.6491646679566002,4.357128641297625e-05,1.7292252594121598e-06,1.5108231069796225e-05,0.0005996386351301693,0.0,0.0,8.171600068291073e-05,1.1963040411241766e-07,3.659527631712762e-06,1.3603181126644024e-08,1.9814144802851256e-09,1.0695523522569028e-16,1.1969292457798326e-12,2.0028190232723146e-09,7.69274861833777e-06,8.811789721709864e-08,1.5307334685065467e-11,8.495987116600186e-15,9.067915237561878e-08,1.315782956238978e-14,5.362559094515721e-11,2.177639688652388e-09,3.511885752088381e-10,5.032523476569393e-07,1.0247262272864002e-11,5.161937572921074e-10,5.372707206878775e-10,5.3585478877854246e-12,2.790139472510314e-11,6.00496113974425e-15,4.838093167119727e-10,3.083570038806218e-14,3.76,0.0,0.8919117208853131,0.9995204062543629,0.00017875152989460868,2.643678095147627e-06,0.01393704211856225,0.013942886888222737,7.26467929301255e-11,2.7132505516379984e-14,0.00025999216530502944,6.202821418116633e-08,1.1694899920528393e-06,3.632990642157179e-05,1.0716102100431822e-05,0.0005912682161503171,0.0001889130342927193,0.00021877731652830606,5.5833804381770216e-08,7.393315744606682e-05,3.4779376870803217e-07,4.1159059587258165e-10,3.352871215001706e-07,1.7064993630898435e-06,1.1720724963376103e-08,5.139864416361245e-09,1.4365372947436461e-06,6.815196748065538e-08,1.043464857780368e-05,2.0931273422179933e-08,1.7225377044120187e-08,5.440025360773e-09,2.64002103407297e-14,4.3734938999323336e-07,6.328729386076843e-10,6.696972895502896e-10,1.1056586331818208e-14
7.708295991071112e-06,0.6491860539732733,4.4702475757128375e-05,1.7755353274282824e-06,1.544273928785337e-05,0.0006218104024032563,0.0,0.0,8.460817057002473e-05,1.2601922763902038e-07,3.8054848658989496e-06,1.4313169196193174e-08,2.123114920952324e-09,1.172508614982552e-16,1.2787749869102912e-12,2.0851895259634336e-09,7.948019360336165e-06,9.261079118003142e-08,1.648753787979146e-11,8.913889330540419e-15,9.282109718944523e-08,1.35443964189093e-14,5.614694024894326e-11,2.323342755594119e-09,3.7285767350859323e-10,5.285815199518847e-07,1.064181339880702e-11,5.555959539452047e-10,5.800510415507759e-10,5.7312686478278775e-12,2.9513605673789684e-11,6.341033833706548e-15,5.00812992116512e-10,3.4048734629484785e-14,3.76,0.0,0.8917204659225313,0.9995135926090991,0.00018443716565147078,2.762491010036997e-06,0.0140964001048306,0.014102477184136273,7.34776650807662e-11,2.744855856692892e-14,0.0002599903931206963,6.421419621156364e-08,1.2172195550978394e-06,3.7251973410515644e-05,1.0989878007366806e-05,0.0006128196166795016,0.00019575219092543678,0.00022055455233204114,5.786180683163967e-08,7.544983459814117e-05,3.608168971722531e-07,4.3140991627758655e-10,3.47950279762496e-07,1.753146110659998e-06,1.2445856102214437e-08,5.460245609354848e-09,1.5022316134974474e-06,7.295617759848193e-08,1.081424791348081e-05,2.1462010707648928e-08,1.8064004938151812e-08,5.898160719003423e-09,2.7711134262690884e-14,4.561106122167285e-07,6.600285251556494e-10,7.171092731337422e-10,1.183847448872351e-14
7.796227282296646e-06,0.6492075111132692,4.585129026227485e-05,1.8226162580999186e-06,1.5782105406738458e-05,0.0006445500561125635,0.0,0.0,8.757246026841506e-05,1.3270797089354937e-07,3.9558281644427505e-06,1.5052287790445955e-08,2.2732846720117886e-09,1.2842086255996587e-16,1.3653304128495057e-12,2.1701098972019094e-09,8.208762725112654e-06,9.729318426606458e-08,1.774553308970699e-11,9.34785146170753e-15,9.498985034140812e-08,1.39407398212724e-14,5.876373179132241e-11,2.47716384922629e-09,3.956921041402915e-10,5.548945489086354e-07,1.1047285626047943e-11,5.975434548783859e-10,6.256977058246422e-10,6.125297769966078e-12,3.1202802574016966e-11,6.692708590634216e-15,5.182485210180722e-10,3.7564955246736794e-14,3.76,0.0,0.8915284953360497,0.999506631378474,0.00019024832383018295,2.8852195317321987e-06,0.01425572020241542,0.014262036548741933,7.430833989744266e-11,2.7764887489967065e-14,0.00025998858254915654,6.645576109568507e-08,1.2663564083148084e-06,3.8188187915398656e-05,1.1267906386631733e-05,0.0006349173282162582,0.00020276312041183926,0.00022231850496105194,5.994263093015693e-08,7.697779391606092e-05,3.7418548632248686e-07,4.5197149270474584e-10,3.609514785584687e-07,1.8006767202468968e-06,1.3208058351393921e-08,5.797092282750668e-09,1.5701448907061229e-06,7.804336616011412e-08,1.1203504141977978e-05,2.2000859753627e-08,1.893451292746043e-08,6.389572261224947e-09,2.907267914734727e-14,4.7545902908705404e-07,6.880334212507503e-10,7.673244947160606e-10,1.2666542675611212e-14
7.88415857352218e-06,0.6492290404997774,4.701786565046623e-05,1.870475425799649e-06,1.6126386779484093e-05,0.0006678662254317568,0.0,0.0,9.060992995145955e-05,1.397093358327057e-07,4.110654676987326e-06,1.58214405012033e-08,2.432336401346534e-09,1.4053030695531312e-16,1.4568206274038777e-12,2.257638206073517e-09,8.47503518476073e-06,1.0217188766149719e-07,1.9085631331476294e-11,9.798337506093041e-15,9.718551953918798e-08,1.43471606881756e-14,6.147885947903451e-11,2.6394706678508475e-09,4.1974441061747656e-10,5.822191747135922e-07,1.1463879479820645e-11,6.421723387462434e-10,6.743675726316793e-10,6.541603515660373e-12,3.2971975061195946e-11,7.0605885046823266e-15,5.361236968545761e-10,4.141009013633308e-14,3.76,0.0,0.8913357979432567,0.9994995204998836,0.00019618683691022937,3.0119473773385656e-06,0.01441500218490031,0.01442156490811884,7.51388162079213e-11,2.80815066381576e-14,0.00025998673305391355,6.875387996846996e-08,1.316927754325552e-06,3.9138663579585544e-05,1.155022327367293e-05,0.0006575696974295343,0.00020994839041342577,0.0002240692967198797,6.207719400142525e-08,7.851692881481939e-05,3.8790530675102346e-07,4.732955349441934e-10,3.74296387073847e-07,1.8491059425566486e-06,1.4008865300772214e-08,6.151085368560615e-09,1.6403266686467088e-06,8.34271244673944e-08,1.1602569035251983e-05,2.2547884620236435e-08,1.9837817995367223e-08,6.916303815996127e-09,3.048627640536817e-14,4.954067497236423e-07,7.169050784596581e-10,8.204779787940984e-10,1.3543013090905979e-14
7.972089864747714e-06,0.6492506432644044,4.820233869360886e-05,1.919120290208122e-06,1.6475641632846498e-05,0.0006917676010340388,0.0,0.0,9.372164503892118e-05,1.4703652108612737e-07,4.27006328286179e-06,1.6621551776085217e-08,2.6006987522563737e-09,1.5364848604371543e-16,1.5534796347281357e-12,2.3478335833032605e-09,8.746893295297554e-06,1.0725393682190298e-07,2.0512341337542942e-11,1.0265821525617363e-14,9.94082153415917e-08,1.476397075562736e-14,6.429528921689913e-11,2.810644146097594e-09,4.4506900206325934e-10,6.105836665104198e-07,1.1891798060663823e-11,6.896245508261848e-10,7.262242232803831e-10,6.981187876156498e-12,3.482420711251172e-11,7.445296939979558e-15,5.544464348991921e-10,4.561181217476326e-14,3.76,0.0,0.8911423624752325,0.9994922578909953,0.00020225455968828445,3.1427591596271385e-06,0.014574245822020574,0.014581062187078296,7.596909282017494e-11,2.8398430860711508e-14,0.00025998484409333906,7.110953699432322e-08,1.3689611267363037e-06,4.010351512614618e-05,1.1836865102719902e-05,0.0006807851365838233,0.00021731058645816138,0.00022580704993665357,6.426642452521043e-08,8.006713373727586e-05,4.0198218266892683e-07,4.95402619392492e-10,3.8799072730650804e-07,1.8984488888937256e-06,1.4849861274439966e-08,6.5229280224190945e-09,1.7128270859258803e-06,8.912156298557527e-08,1.2011595791968967e-05,2.310314995846349e-08,2.0774857759172555e-08,7.480502759540774e-09,3.195338515825004e-14,5.15966031254398e-07,7.466611585949739e-10,8.767099134415461e-10,1.447019284399838e-14
