Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64)
7.281797987539635e-19,0.6916936553390384,9.097508190704992e-23,7.327703222176574e-25,6.079093115897612e-35,3.7839190803053515e-49,0.0,0.0,2.7656809115849835e-18,1.586560415231007e-33,5.63835353303517e-65,2.5682051894523426e-79,2.391053679726618e-59,3.046934360129192e-77,4.538119780080152e-71,1.7759158537003764e-67,1.1818065606637223e-71,1.2351478893764511e-59,1.752656681404581e-55,7.995977022891254e-54,1.3118568494008133e-31,9.156257306832282e-49,1.6255875641635405e-79,3.2306743626492668e-108,3.103985203318999e-79,2.599010712668695e-69,7.732116547817299e-48,1.0657226470939825e-77,3.845775547002208e-140,1.8843824286185252e-110,4.974310176423384e-78,7.857949417317542e-76,6.565699951716904e-60,1.191792548335642e-105,3.76,0.0,0.6115216493961897,0.9999999999987367,9.421005323132159e-47,1.153759296278471e-84,9.767438744429389e-15,9.767438744429389e-15,1.8125728788851993e-31,5.330938649588601e-35,1.263284510704719e-12,4.039965052505191e-35,1.5595567038245416e-36,2.7657718866442025e-18,2.2691122572496515e-29
1.4565176569389566e-18,0.6916936553390396,1.8196991100369062e-22,1.4656997003857504e-24,2.4320330936061548e-34,3.027901884798369e-48,0.0,0.0,5.531962144613331e-18,6.347274767018186e-33,9.023217480118699e-64,8.220724913409674e-78,3.826597560195024e-58,4.876512251890265e-76,7.262469257489701e-70,2.842291429384952e-66,3.7828347409099015e-70,1.9767719649198036e-58,1.4023916596951443e-54,6.397996486743035e-53,5.248281627482912e-31,7.326397001029226e-48,5.203442885231242e-78,4.136882398561035e-106,9.935533179188078e-78,4.173028055719124e-68,6.187257175944191e-47,3.411585997488676e-76,1.9702097952804476e-137,2.413181334384763e-108,1.5922248250536923e-76,2.515247702227394e-74,1.0507965737263286e-58,1.5260921047242773e-103,3.76,0.0,0.6115216493961799,0.9999999999974731,7.538235641234069e-46,7.386150156419963e-83,1.953699761882263e-14,1.953699761882263e-14,7.251471789946317e-31,2.1327225895341678e-34,2.5268432279716375e-12,1.61624908771844e-34,6.239242345243159e-36,5.532144114433569e-18,9.077926586067031e-29
2.913193373308943e-18,0.691693655339042,3.6395956934059795e-22,2.9315584570094243e-24,9.72892412815748e-34,2.422628194393567e-47,0.0,0.0,1.1064524610655697e-17,2.5391165427380834e-32,1.443866239843628e-62,2.6310269711752276e-76,6.123285532822943e-57,7.803553611513052e-75,1.1621133344244497e-68,4.548327246382584e-65,1.2106757420597223e-68,3.1632634783510545e-57,1.1220198946610266e-53,5.1188831886260175e-52,2.0994835091363517e-30,5.861674122430685e-47,1.665351795969549e-76,5.296246009783695e-104,3.179815649621232e-76,6.720707908907738e-67,4.95043139213428e-46,1.0919113269801627e-74,1.0090477433693184e-134,3.089622298667299e-106,5.095832458536031e-75,8.049919038809051e-73,1.681502215515859e-57,1.953780473360379e-101,3.76,0.0,0.6115216493961604,0.999999999994946,6.031161128899567e-45,4.727805215876509e-81,3.907611536760848e-14,3.907611536760848e-14,2.9008247863676224e-30,8.531584665901773e-34,5.053960652815695e-12,6.4655225217199875e-34,2.495900063115554e-35,1.106488856986194e-17,3.631466166826736e-28
5.8265448060489154e-18,0.6916936553390471,7.279388865889164e-22,5.8632759714067225e-24,3.891728009932589e-33,1.9382252390527243e-46,0.0,0.0,2.2129649542683097e-17,1.0156879457503968e-31,2.310317636674091e-61,8.419918364209288e-75,9.79784044083102e-56,1.2486593066607513e-73,1.8594760387347788e-67,7.277852406115825e-64,3.874432194843565e-67,5.061564257253739e-56,8.97658592281447e-53,4.095300960886247e-51,8.398275764998868e-30,4.689561918369243e-46,5.329525898713484e-75,6.779858362534577e-102,1.0176122695790378e-74,1.0891180347583105e-65,3.960595389476217e-45,3.494442373548699e-73,5.1670934309261815e-132,3.955196735372239e-104,1.6307804782823212e-73,2.576154327542518e-71,2.690585715767057e-56,2.501083883696017e-99,3.76,0.0,0.6115216493961213,0.9999999999898918,4.825157964362144e-44,3.0260094718605233e-79,7.815435086517768e-14,7.815435086517771e-14,1.1603771292633203e-29,3.41277273199728e-33,1.0108195463744698e-11,2.5863142465589863e-33,9.98400655348052e-35,2.2130377480117246e-17,1.4526455752676945e-27
1.1653247671528861e-17,0.6916936553390571,1.4558975233835682e-21,1.1726711004801131e-23,1.5567228780985872e-32,1.55062926843923e-45,0.0,0.0,4.4259899406508587e-17,4.062834441763346e-31,3.696647115674641e-60,2.6944750117978793e-73,1.5677011590801834e-54,1.997927478956115e-72,2.975237731838644e-66,1.1644986920172496e-62,1.2398614751609367e-65,8.098776974619186e-55,7.181440209249814e-52,3.276318534635171e-50,3.359378652906814e-29,3.751738585070273e-45,1.7055123147764652e-73,8.678643370029889e-100,3.2564736127990364e-73,1.7865789821966825e-64,3.168576424862357e-44,1.1182737426424555e-71,2.6457487152170248e-129,5.062959167463397e-102,5.218680083387028e-72,8.243982227075971e-70,4.305082886953012e-55,3.2015440987745154e-97,3.76,0.0,0.6115216493960431,0.9999999999797833,3.860218002663658e-43,1.9367145873559472e-77,1.5631082186030605e-13,1.5631082186030615e-13,4.641602939825496e-29,1.365136865732009e-32,2.0216664930566262e-11,1.034546746536284e-32,3.993683912255988e-34,4.426135529822209e-17,5.810700519868921e-27
2.3306653402488752e-17,0.6916936553390772,2.9118148061649314e-21,2.3453581089989183e-23,6.226954875831722e-32,1.2405230495845236e-44,0.0,0.0,8.852039913324238e-17,1.6251503085887797e-30,5.9148539333544275e-59,8.622481869115313e-72,2.508359205696007e-53,3.196742045428208e-71,4.7604422024349855e-65,1.863231754684943e-61,3.9676257979258425e-64,1.2958262492884489e-53,5.745221973086931e-51,2.621085934262517e-49,1.3437651306657292e-28,3.001426488405013e-44,5.457741853811152e-72,1.1108935360633371e-97,1.0420900617995058e-71,2.9991466612562494e-63,2.5349011856858633e-43,3.578559471450906e-70,1.3546737453978283e-126,6.480784442833422e-100,1.6700068353452604e-70,2.6381204488922022e-68,6.888249213895492e-54,4.098076746838092e-95,3.76,0.0,0.6115216493958868,0.9999999999595663,3.08821106185819e-42,1.2395192643310798e-75,3.126237638505228e-13,3.126237638505232e-13,1.8566600539795864e-28,5.460603003779436e-32,4.0433603244063635e-11,4.138229082055537e-32,1.59748984659072e-33,8.852331092480877e-17,2.3243038516133134e-26
4.6613464864408535e-17,0.6916936553391175,5.823649408495897e-21,4.6907321333962235e-23,2.4907946347745006e-31,9.924262995084377e-44,0.0,0.0,1.77041398583041e-16,6.500634298140649e-30,9.46428490688477e-58,2.7592201001956533e-70,4.013404609338489e-52,5.114833771058054e-70,7.616760108378916e-64,2.9811978910104726e-60,1.269651314843982e-62,2.0733395454350345e-52,4.596207447130147e-50,2.0968811897445627e-48,5.3750878617896145e-28,2.4011554385158387e-43,1.746493786274973e-70,1.421961157583908e-95,3.3347191468936916e-70,5.248501127793922e-62,2.0279369667856052e-42,1.145152390096511e-68,6.936058611439152e-124,8.295529982374602e-98,5.344068605125317e-69,8.442059221317724e-67,1.1021292016689e-52,5.248829190653954e-93,3.76,0.0,0.6115216493955741,0.9999999999191324,2.47058352430467e-41,7.932993506504736e-74,6.252496478307959e-13,6.252496478307976e-13,7.426677918799888e-28,2.184252305324115e-31,8.086747739047548e-11,1.6553000518100226e-31,6.389992136851538e-33,1.7704722213949e-16,9.29726269156048e-26
9.322708778824809e-17,0.691693655339198,1.1647318760230781e-20,9.381480211629615e-23,9.963204001621642e-31,7.939441929113102e-43,0.0,0.0,3.540833974679627e-16,2.600260331925281e-29,1.5144370820145895e-56,8.829545813721072e-69,6.421471276145722e-51,8.183771317249007e-69,1.218686822165824e-62,4.769938305625974e-59,4.062901890286999e-61,3.3173573091786675e-51,3.676981019130297e-49,1.6775099281536536e-47,2.150040612552567e-27,1.9209300492399353e-42,5.588806350073662e-69,1.8201214852021538e-93,1.0671159363178339e-68,9.83707965268308e-61,1.622355980421897e-41,3.664509022363017e-67,3.551295041854572e-121,1.0618358949423067e-95,1.7101094293377694e-67,2.701470734820374e-65,1.7634141839590876e-51,6.718574662720269e-91,3.76,0.0,0.6115216493949487,0.9999999998382644,1.9764727067175074e-40,5.077138298043169e-72,1.2505014157907006e-12,1.2505014157907078e-12,2.9706786654047955e-27,8.737031393711514e-31,1.6173521576096887e-10,6.621217043399232e-31,2.5560035544266846e-32,3.5409504441488385e-16,3.7189145317189055e-25
1.8645433363592722e-16,0.6916936553393592,2.329465805199237e-20,1.8762976485851522e-22,3.985286768025923e-30,6.351566306232696e-42,0.0,0.0,7.081673951791037e-16,1.0401054552231475e-28,2.4235725537632753e-55,2.825461331563416e-67,1.0274373152991595e-49,1.3094064217376378e-67,1.9499062730953623e-61,7.63191867665737e-58,1.300131433006975e-59,5.307782921213282e-50,2.941595822161461e-48,1.3420099321215614e-46,8.600173385889594e-27,1.536746317633074e-41,1.7884222329992737e-67,2.3297628079535913e-91,3.414785778672798e-67,2.0345580707486674e-59,1.2978873466185184e-40,1.172646306458997e-65,1.818271517604199e-118,1.3591551017254845e-93,5.47236212567366e-66,8.644725067400174e-64,2.8214686611361997e-50,8.599802013609368e-89,3.76,0.0,0.6115216493936978,0.9999999996765286,1.581180548010546e-39,3.2493756930536784e-70,2.501004951707944e-12,2.5010049517079732e-12,1.1882729315739464e-26,3.4948169637653045e-30,3.234706528126442e-10,2.6484901831121158e-30,1.022402881368405e-31,7.081906883497971e-16,1.4875677021503869e-24
3.729088253312855e-16,0.6916936553396812,4.658933898868282e-20,3.752596950531588e-22,1.594115800579904e-29,5.081258389687856e-41,0.0,0.0,1.416335390366576e-15,4.160424465142211e-28,3.879221144057482e-54,9.041487141532319e-66,1.6439012302224776e-48,2.0950527741989426e-66,3.119866143097787e-60,1.221108393249996e-56,4.160425104019728e-58,8.492461646585507e-49,2.353289032116299e-47,1.0736087400207519e-45,3.4400715414878945e-26,1.229397963589935e-40,5.722957889842663e-66,2.982101420536101e-89,1.0927373263945302e-65,4.7292878856765296e-58,1.0383109013741935e-39,3.752473647995398e-64,9.309571819835955e-116,1.7397218290795032e-91,1.7511577865194398e-64,2.7663149275081527e-62,4.514354624087937e-49,1.1007762947596471e-86,3.76,0.0,0.6115216493911961,0.9999999993530573,1.2649454358208211e-38,2.0796027386150325e-68,5.002012023532169e-12,5.002012023532286e-12,4.753094383788591e-26,1.3979276441969527e-29,6.469413681588264e-10,1.0593967452091831e-29,4.089615401942652e-31,1.4163819737561273e-15,5.9502745750635276e-24
5.593633170266437e-16,0.6916936553400033,6.988402227854055e-20,5.628896299580085e-22,3.387496829321308e-29,1.5084990623438083e-40,0.0,0.0,2.1245033853192393e-15,8.840903640346116e-28,1.4282553818445137e-53,4.243415886244799e-65,6.137155963721746e-48,7.987390951110909e-66,1.148320875913517e-59,4.655477001687713e-56,1.9405620213792873e-57,3.212297108740402e-48,6.728957310647054e-47,3.069850572466525e-45,7.310153392614261e-26,3.515310467845886e-40,2.6859904457513257e-65,1.9695493658110077e-88,5.0968894049042014e-65,2.0541609306300485e-57,3.081737174170412e-39,1.7949890632501694e-63,8.1028786344920795e-115,1.1695795412807937e-90,8.16796693173836e-64,1.290302188680028e-61,1.7075727735019198e-48,7.267883520108529e-86,3.76,0.0,0.6115216493886945,0.9999999990295859,3.616954506234556e-38,1.1628006673673536e-67,7.503019095346131e-12,7.50301909534638e-12,1.0100326918984668e-25,2.9705967552138886e-29,9.704119247479187e-10,2.2512185022009178e-29,8.690436471050817e-31,2.1245732566989602e-15,1.2644335812025263e-23
9.322723004173603e-16,0.6916936553406474,1.1647339827092508e-19,9.381495186085353e-22,9.365434925914987e-29,7.0661300984054204e-40,0.0,0.0,3.5408393742853286e-15,2.444250264728784e-27,1.0999287615991691e-52,5.916107191981939e-64,4.78518121481818e-47,6.568323005240687e-65,8.835358089465213e-59,3.8283682220806294e-55,2.600044568640441e-56,2.5347699004821606e-47,3.0924086167077407e-46,1.4107895573316757e-44,2.021042768774154e-25,1.6155064167425884e-39,3.744935118096538e-64,9.442254960472928e-87,6.828955136835126e-64,2.400800040761447e-56,1.4433774927986752e-38,2.7061892269309013e-62,1.7014272830842667e-112,6.341167364385753e-89,1.0943590098016939e-62,1.728799649068225e-60,1.34744100227781e-47,3.486281910927717e-84,3.76,0.0,0.611521649383691,0.9999999983826442,1.6622184794656602e-37,2.674948691262348e-66,1.2505033238933011e-11,1.2505033238933695e-11,2.7924434407972824e-25,8.212827472073207e-29,1.6173524028983651e-09,6.223958128253789e-29,2.402651950429439e-30,3.540955812730641e-15,3.495787565488269e-23
1.2678903854690051e-15,0.691693655341227,1.5840384426721326e-19,1.275883433612808e-21,1.6677066880150285e-28,1.6305815058751686e-39,0.0,0.0,4.815541763596136e-15,4.352485813652345e-27,3.0308709038127976e-52,2.0278824725976206e-63,1.3310284051467987e-46,1.9156802098827154e-64,2.433304255595279e-58,1.1165603190789611e-54,8.628681254754913e-56,7.112562716792205e-47,6.961024928877248e-46,3.175673330137913e-44,3.598878604608156e-25,3.6364889543216894e-39,1.283700419500849e-63,4.768325699462789e-86,2.266276022031118e-63,7.742882953413221e-56,3.3302308039298656e-38,9.871179014820458e-62,1.2782256223013726e-111,3.417139814685786e-88,3.631760488897618e-62,5.737309601424222e-60,3.7809839214600604e-47,1.7610260361574272e-83,3.76,0.0,0.611521649379188,0.999999997800397,3.7416377856672862e-37,1.0222787964303994e-65,1.7006845968128042e-11,1.700684596812926e-11,4.972514287473155e-25,1.462461298579981e-28,2.1995983202866012e-09,1.1083026074515895e-28,4.2784133686269235e-30,4.8157001051995366e-15,6.224962295988994e-23
1.60350847052065e-15,0.6916936553418067,2.0033429831127176e-19,1.6136173647258705e-21,2.6033139370137093e-28,3.139586411094917e-39,0.0,0.0,6.090244152103902e-15,6.794292043650544e-27,6.829370527341737e-52,5.47743491615627e-63,3.0242134340340485e-46,4.383451437353016e-64,5.480556342520847e-58,2.5549085594234033e-54,2.318335111975967e-55,1.6283011868915788e-46,1.3156867529596581e-45,6.002229483053452e-44,5.617900510721846e-25,6.873201033623727e-39,3.467394358032103e-63,1.6091200911541222e-85,6.08898584108557e-63,2.0154198882064112e-55,6.41144153990478e-38,2.6466365518583243e-61,5.4196484370465345e-111,1.1824372558566364e-87,9.75771075647016e-62,1.5414876869670778e-59,8.655922563812052e-47,5.941881974944301e-83,3.76,0.0,0.6115216493746849,0.9999999972181504,7.071939908256655e-37,3.188079345349839e-65,2.150865869728798e-11,2.1508658697289878e-11,7.762164571565898e-25,2.282922756804526e-28,2.7818436947313036e-09,1.7300760757309908e-28,6.67866682770227e-30,6.0904443892433384e-15,9.717254341593661e-23
