Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435)
5.204625170202405e-09,0.5751425258039613,5.97362353242129e-13,3.936277670311584e-16,5.0967491964592465e-12,3.4315867783799463e-15,0.0,0.0,4.146139971791018e-10,2.5627015925482103e-16,3.8915106299214985e-17,7.181614716627772e-19,6.758248227762772e-26,7.420820002494718e-35,2.5877094713058626e-25,9.129000813858575e-17,2.855912884415069e-14,4.436472975948005e-19,6.148338511976479e-31,2.1327325002747032e-31,5.696541621883098e-16,5.937421003676974e-25,2.7206486023000654e-16,3.2710469984251296e-27,8.715586298010291e-21,8.52101061914019e-24,3.409885921437415e-24,4.587445602697253e-29,1.0521563950304096e-29,3.382727785794797e-31,1.5801875934319688e-24,1.2911525863061841e-30,3.6459259081340465e-23,1.3391722013511925e-39,3.76,0.0,0.7112163725522602,0.9998730614227985,2.6415527788686463e-14,4.090786517473263e-18,1.1429493967583246e-06,1.1429494009067125e-06,5.693874137813038e-16,3.213196305779755e-20,0.0001269381573102812,3.755458764446035e-19,1.9889996474798214e-20,4.098558205384425e-10,3.695264025255581e-12,5.2667102212464516e-14,6.517979497516447e-13,1.594945675629279e-08,3.147257133614306e-18,5.122724537050347e-12,2.162077606657638e-15,2.0113682074107671e-19,2.485720907329166e-16,1.0480674768972002e-13,6.956285925999199e-26,3.80008225249068e-24,3.78135172383088e-16,5.4350216633757465e-28,2.8563305590990046e-14,1.545632632087873e-13,2.996795626265503e-21,9.875206771395641e-26,1.1219522271134191e-24,4.4504184193019533e-20
5.357401110749814e-09,0.5751425293554022,6.337571707932098e-13,4.29454325264874e-16,5.399519748545324e-12,3.745934235484042e-15,0.0,0.0,4.26788048749508e-10,2.715372144740779e-16,4.244030628063713e-17,7.7967776198834485e-19,7.570829513819858e-26,8.025356627162768e-35,2.723421312956926e-25,9.614019894451554e-17,3.0254691477937525e-14,4.822959810556981e-19,6.846038971289701e-31,2.3698569558409937e-31,6.035881169184546e-16,6.470309454921685e-25,2.777847170536307e-16,3.77902235926789e-27,9.496232955965259e-21,9.671777764512405e-24,3.719004307519482e-24,5.302279756487378e-29,1.2155169783473008e-29,3.9077379133798904e-31,1.771079940268504e-24,1.4845215158314354e-30,4.0925746118722556e-23,1.6392746958039136e-39,3.76,0.0,0.7112163387559546,0.9998730613814761,2.880730761711931e-14,4.461072891879774e-18,1.1764993676760981e-06,1.1764993720628703e-06,5.948743850944598e-16,3.391603074419513e-20,0.00012693818614500002,3.988438646314112e-19,2.1453361979382915e-20,4.2174884136142893e-10,3.912746837250013e-12,5.741359878255588e-14,6.904749631241453e-13,1.641748004630178e-08,3.3336480447062414e-18,5.4278464441955445e-12,2.289436705112919e-15,2.13160289918569e-19,2.6334364166141275e-16,1.1101242147488963e-13,7.811120217885971e-26,4.144408255168417e-24,3.8965433879772095e-16,6.2784491801446e-28,3.0259246555213525e-14,1.629865885847596e-13,3.268194509151152e-21,1.1085167295763469e-25,1.1959698882332293e-24,4.8523933445190175e-20
5.510177051297224e-09,0.5751425329068431,6.712798765578379e-13,4.674124568001534e-16,5.710976645555074e-12,4.079157892983725e-15,0.0,0.0,4.3896233176765937e-10,2.872460527183643e-16,4.617204116719068e-17,8.444092360370545e-19,8.454161529654303e-26,8.658098172142364e-35,2.8616402060500626e-25,1.0108509771240164e-16,3.1998817879096686e-14,5.230397278936046e-19,7.60121660272233e-31,2.6274034703355404e-31,6.385037561047142e-16,7.033840148660477e-25,2.8340224651428484e-16,4.348178138631626e-27,1.0321584747372192e-20,1.094438585484767e-23,4.046260764336281e-24,6.10379185249289e-29,1.3985467467806543e-29,4.49592471258504e-31,1.978586407136696e-24,1.6999589927667847e-30,4.5790192548037657e-23,1.9952867009235404e-39,3.76,0.0,0.7112163049596504,0.9998730613505323,3.1339070488088985e-14,4.8530182114319704e-18,1.2100493369944562e-06,1.2100493416259616e-06,6.205766606990614e-16,3.574118596732453e-20,0.00012693820459189944,4.229322174815425e-19,2.3096375756474747e-20,4.3363417224528644e-10,4.136294865518154e-12,6.243530501954746e-14,7.302579905154711e-13,1.6885494489931673e-08,3.525348391381927e-18,5.741792240255097e-12,2.4203573612131046e-15,2.255315900035965e-19,2.785393667498984e-16,1.173943871114025e-13,8.742706096747314e-26,4.5089423247035995e-24,4.011988571992967e-16,7.223634018078496e-28,3.2003773445160335e-14,1.715914650971122e-13,3.555484695950208e-21,1.2402963524065266e-25,1.2723842988774798e-24,5.277805902203567e-20
5.6629529918446335e-09,0.5751425364582841,7.099346945757233e-13,5.075658696245795e-16,6.031115832144951e-12,4.431834897527744e-15,0.0,0.0,4.511368482266654e-10,3.0339668173920486e-16,5.0116172670405875e-17,9.124173845560827e-19,9.412181757088831e-26,9.319323389543129e-35,3.00230466360206e-25,1.0612268740572936e-16,3.379148120966715e-14,5.659250332060649e-19,8.416948119744027e-31,2.90670364816897e-31,6.744010797115584e-16,7.628833810069838e-25,2.8891931993817243e-16,4.9838723522490175e-27,1.119282356701549e-20,1.2348493160778934e-23,4.392172537913369e-24,6.999673545453832e-29,1.6029674327918608e-29,5.152812990352974e-31,2.2036190562266128e-24,1.9392328321125948e-30,5.1075512891975906e-23,2.4156323915108636e-39,3.76,0.0,0.7112162711633476,0.9998730613262757,3.4014774694766356e-14,5.2672338903817694e-18,1.2435993047134174e-06,1.2435993095959925e-06,6.464817887485389e-16,3.760691839758712e-20,0.00012693821634236017,4.47821447366831e-19,2.4821231134780177e-20,4.4551182639361e-10,4.36589568252292e-12,6.773978430619728e-14,7.711463223644436e-13,1.7353500087348956e-08,3.7223548343644095e-18,6.064561752624371e-12,2.5548328466472954e-15,2.3825072072391054e-19,2.9415908264259016e-16,1.239524656937475e-13,9.755563831014539e-26,4.894264409409556e-24,4.1276884711659823e-16,8.279557321292126e-28,3.37968600505891e-14,1.8037500697680038e-13,3.8591162560301255e-21,1.3834808329343424e-25,1.3511956975389168e-24,5.727313681846596e-20
5.968504872939452e-09,0.5751425435611657,7.906574987949348e-13,5.947141728294887e-16,6.6974248636995374e-12,5.1978683557599575e-15,0.0,0.0,4.754865894204036e-10,3.370233434799661e-16,5.866506619533033e-17,1.0585031459452146e-18,1.1568543019714185e-25,1.072824261402858e-34,3.2907305501698114e-25,1.164680574131073e-16,3.752231152786698e-14,6.58303430374951e-19,1.0242801502289958e-30,3.536211067686825e-31,7.491407800448812e-16,8.916478773721332e-25,2.996594134455152e-16,6.477857558434269e-27,1.3077665192896029e-20,1.5592527927099144e-23,5.14203124500392e-24,9.107604207774526e-29,2.0833658788430478e-29,6.696385983567887e-31,2.710019485566894e-24,2.49678312782183e-30,6.300362841283974e-23,3.4882586625510014e-39,3.76,0.0,0.7112162035707466,0.9998730612887584,3.981383098245068e-14,6.1649202840787025e-18,1.3106992353532268e-06,1.3106992407568976e-06,6.988542825376196e-16,4.145810426518454e-20,0.00012693822881977462,5.00046171142368e-19,2.852539178778211e-20,4.692441570343423e-10,4.843206093718241e-12,7.922723811317185e-14,8.562360669474e-13,1.8289484744211672e-08,4.132273185083933e-18,6.736571235886278e-12,2.8344214651485805e-15,2.6473247338697776e-19,3.2666975124561836e-16,1.3759624721215187e-13,1.2043875987256215e-25,5.7295956230028976e-24,4.35985719908894e-16,1.0762217013905164e-27,3.752860778633048e-14,1.9846675845969073e-13,4.517202967463655e-21,1.7066363249329556e-25,1.5160101901052921e-24,6.701243262470874e-20
6.27405675403427e-09,0.575142550664047,8.759591218949042e-13,6.914120393183184e-16,7.398414443652034e-12,6.048694209290964e-15,0.0,0.0,4.998372882001212e-10,3.7241726313342503e-16,6.813385642242422e-17,1.2184015142133524e-18,1.4073397341159234e-25,1.2253966055291093e-34,3.5882313812195725e-25,1.2716089870415857e-16,4.144696859367277e-14,7.597919328529687e-19,1.2349871159088458e-30,4.270296389829233e-31,8.278072176341919e-16,1.0339754627081529e-24,3.1001930248412406e-16,8.309971547731243e-27,1.516011626364406e-20,1.9491795949647324e-23,5.9727193019683014e-24,1.1696678717551296e-28,2.6724537979990924e-29,8.588955896374782e-31,3.2980017062641456e-24,3.172977911254592e-30,7.690594290469752e-23,4.945662878121251e-39,3.76,0.0,0.7112161359781513,0.9998730612575839,4.623610631675774e-14,7.159016721683783e-18,1.3777991595956717e-06,1.3777991655456355e-06,7.51905716957149e-16,4.546562584049122e-20,0.00012693823491719832,5.556083421383593e-19,3.2583991046449157e-20,4.929459378814986e-10,5.344579125484709e-12,9.193616353629183e-14,9.45738542952541e-13,1.922543401822179e-08,4.5633784728890436e-18,7.443873513196467e-12,3.1281490199192466e-15,2.926055470654622e-19,3.608741721294205e-16,1.5194233924819886e-13,1.4714973190555805e-25,6.655054259191678e-24,4.593059145625486e-16,1.3808856588459739e-27,4.145428094035705e-14,2.1723959580136e-13,5.246052040382474e-21,2.083294068563301e-25,1.690414453074741e-24,7.779435018694758e-20
6.5796086351290886e-09,0.5751425577669279,9.658728972189643e-13,7.98174791554365e-16,8.134052207428678e-12,6.989006265948375e-15,0.0,0.0,5.241889603744377e-10,4.095785052879588e-16,7.856939395793361e-17,1.392559014288159e-18,1.6961825640251238e-25,1.3898055843462258e-34,3.894358615112585e-25,1.381863699877055e-16,4.55652392638841e-14,8.70742523122158e-19,1.4765788602034865e-30,5.121950483591346e-31,9.104003921952708e-16,1.190512691643598e-24,3.2001277025107953e-16,1.053442066834472e-26,1.744945732135047e-20,2.4143308524250241e-23,6.888376412508874e-24,1.484525462111519e-28,3.387645809470228e-29,1.0886377743991268e-30,3.975624102407855e-24,3.985002287816674e-30,9.298845519841547e-23,6.896226560704302e-39,3.76,0.0,0.7112160683855614,0.9998730612293907,5.3313200959427274e-14,8.254402463378181e-18,1.4448990774408864e-06,1.4448990839622556e-06,8.055597367409439e-16,4.962561618117215e-20,0.0001269382379965271,6.14603268549668e-19,3.701568864571154e-20,5.166172727166123e-10,5.869916215805891e-12,1.0592651849828652e-13,1.0396481146531035e-12,2.0161347910711146e-08,5.015647763549366e-18,8.186467203817502e-12,3.435962201122356e-15,3.218699414499269e-19,3.967708632046875e-16,1.6698931861575765e-13,1.7810040251129325e-25,7.675304014276926e-24,4.827303893973983e-16,1.7510954495008873e-27,4.557367138218315e-14,2.366719335318345e-13,6.049258336404183e-21,2.519040744021399e-25,1.8744091149428062e-24,8.967135959574577e-20
6.885160516223907e-09,0.5751425648698089,1.0604319530061988e-12,9.15520248551755e-16,8.904305825538722e-12,8.023532468219468e-15,0.0,0.0,5.485416216913607e-10,4.485071356835008e-16,9.001851102736145e-17,1.58140291153947e-18,2.0270499008444763e-25,1.5661801856802734e-34,4.208682118470644e-25,1.495301796872062e-16,4.9876911087692554e-14,9.91498702630664e-19,1.751956767938771e-30,6.105295682641476e-31,9.969203034439083e-16,1.3619016585338224e-24,3.2965309586891892e-16,1.3210913909323804e-26,1.995489130625691e-20,2.965372831098587e-23,7.893143220542453e-24,1.8639909218404879e-28,4.248122455729135e-29,1.3650157750246997e-30,4.751277813088931e-24,4.951459973727056e-30,1.1146733850982466e-22,9.471577534733713e-39,3.76,0.0,0.7112160007929773,0.9998730612031754,6.107668550673436e-14,9.455951376418826e-18,1.5119989888889975e-06,1.5119989960068072e-06,8.597486564287883e-16,5.3934302234147037e-20,0.00012693823906096183,6.771312465529905e-19,4.183968786456136e-20,5.402582645229742e-10,6.419119185611726e-12,1.2125801546936645e-13,1.1379591644737865e-12,2.10972264230115e-08,5.489059813837053e-18,8.96435092706325e-12,3.7578079297586754e-15,3.525256563572163e-19,4.3435833576139117e-16,1.8273576571464276e-13,2.137257994646234e-25,8.795021039713295e-24,5.062601036614918e-16,2.1969613917722095e-27,4.988657166958991e-14,2.567428303429528e-13,6.930414199743536e-21,3.019739627048165e-25,2.0679945334696988e-24,1.0269587581755167e-19
7.190712397318725e-09,0.5751425719726895,1.1596691871608077e-12,1.043969007180652e-15,9.709143008005928e-12,9.157039002867628e-15,0.0,0.0,5.728952878309069e-10,4.89203221353491e-16,1.0252801988475299e-16,1.7853396330308083e-18,2.40378664795199e-25,1.7546208083940427e-34,4.5307916881532815e-25,1.611786312961483e-16,5.438177238809812e-14,1.1223947916607834e-18,2.0641802467336507e-30,7.235790314652846e-31,1.0873669510959056e-15,1.5487794646121766e-24,3.3895301277152145e-16,1.6405671865945264e-26,2.2685534352740562e-20,3.6141196964182586e-23,8.991161550019164e-24,2.317699202641695e-28,5.27515370713415e-29,1.69484861823791e-30,5.6337215348015915e-24,6.092591849839412e-30,1.3257022377517758e-22,1.2833704704959639e-38,3.76,0.0,0.7112159332003987,0.9998730611779822,6.955809713146972e-14,1.0768531266380373e-17,1.579098893940122e-06,1.5790989016793395e-06,9.144133395311896e-16,5.83880143647177e-20,0.00012693823906639965,7.432981574365715e-19,4.707583950756223e-20,5.638690154084017e-10,6.992090285442191e-12,1.3799009122262318e-13,1.2406660951756397e-12,2.203306955645459e-08,5.983595281116369e-18,9.777523302306093e-12,4.093633386030329e-15,3.845726916724355e-19,4.736350938037528e-16,1.991802649605884e-13,2.544875754917762e-25,1.0018896757204305e-23,5.298960176412864e-16,2.7297453065410733e-27,5.439277512946922e-14,2.774320478173341e-13,7.89310916907012e-21,3.591565573971505e-25,2.2711709229720615e-24,1.1692025686414188e-19
7.801816159508363e-09,0.57514258617845,1.3723086000364703e-12,1.3362728531235922e-15,1.1422439109904228e-11,1.1740253335390488e-14,0.0,0.0,6.216056969489554e-10,5.7589803329206655e-16,1.3091536486221855e-16,2.2400166610479534e-18,3.311154095560236e-25,2.167970632921715e-34,5.196824529034393e-25,1.8533754934750997e-16,6.397022065249715e-14,1.4158996163832054e-18,2.812236691293721e-30,1.000742484626092e-30,1.280040454473238e-15,1.9715245065544456e-24,3.56579917422058e-16,2.4650921182462894e-26,2.88584695394409e-20,5.258392105821061e-23,1.1483527088852446e-23,3.491833312154064e-28,7.925527298200238e-29,2.545852885280706e-30,7.75584857784854e-24,8.9885857714961e-30,1.8361761396055015e-22,2.2760753803858544e-38,3.76,0.0,0.7112157980152582,0.9998730611281278,8.880067782506854e-14,1.3746224040398822e-17,1.7132986848518429e-06,1.713298693908544e-06,1.0249691104091278e-15,6.771635182197366e-20,0.00012693823843473118,8.870008332049293e-19,5.886764437522666e-20,6.110001985242385e-10,8.208948078844161e-12,1.7589231070521057e-13,1.4592453142720678e-12,2.390464969209554e-08,7.035968865371607e-18,1.1509728486577847e-11,4.807013532311587e-15,4.528407231446106e-19,5.57250446197918e-16,2.3415777808204443e-13,3.5340849720060935e-25,1.27979784780021e-23,5.774902911951443e-16,4.107652349691057e-27,6.398426879137004e-14,3.20587931578609e-13,1.0077460365551539e-20,4.974905853714676e-25,2.7062971132461593e-24,1.4917779579619687e-19
8.412919921698e-09,0.57514260038421,1.6040506156768188e-12,1.679294904773488e-15,1.3273682832543393e-11,1.4777390678435797e-14,0.0,0.0,6.703203120753835e-10,6.69663498179841e-16,1.6410562654257497e-16,2.7595309406638777e-18,4.45187809475129e-25,2.6302585830647895e-34,5.889472970611689e-25,2.1056243049203968e-16,7.432890296907647e-14,1.753794563674098e-18,3.7478698878622935e-30,1.358425089149463e-30,1.4884209000538396e-15,2.4637648672590153e-24,3.729872092535302e-16,3.5916128162089986e-26,3.60398075211829e-20,7.462371145302137e-23,1.4398630840169532e-23,5.101621123162184e-28,1.1546199317200988e-28,3.708117187027286e-30,1.041778353583429e-23,1.286253883866918e-29,2.4813695579392744e-22,3.8638098970122114e-38,3.76,0.0,0.7112156628301396,0.9998730610776271,1.1129269934362069e-13,1.722632557599666e-17,1.8474984501768761e-06,1.8474984606502655e-06,1.1368608450823162e-15,7.758286681885232e-20,0.00012693823830153383,1.0466475934614475e-18,7.256156564122271e-20,6.58011625506095e-10,9.519714494880351e-12,2.2010423637243596e-13,1.6953413196081216e-12,2.5776088328286806e-08,8.172644385433536e-18,1.3383071712566464e-11,5.575684248276179e-15,5.26674035557486e-19,6.476048403048939e-16,2.7191059755006464e-13,4.790070427460995e-25,1.605037045642761e-23,6.255209089029859e-16,5.995915902734066e-27,7.434651123344015e-14,3.659883335963443e-13,1.2630983847296296e-20,6.723502383691432e-25,3.1797883875208507e-24,1.8686209186352115e-19
9.024023683887636e-09,0.5751426145899691,1.855151585064163e-12,2.077280255346564e-15,1.5262617037626933e-11,1.8307707750550998e-14,0.0,0.0,7.190392566332742e-10,7.705001906801774e-16,2.0247275970971202e-16,3.3465738195449413e-18,5.861932953506554e-25,3.14158144630878e-34,6.605992051131163e-25,2.3675971880023306e-16,8.545614860688327e-14,2.1385070549227356e-18,4.9005114099211565e-30,1.8135201125953042e-30,1.7125082855644124e-15,3.0304505007937902e-24,3.8826206683701634e-16,5.0952914521154373e-26,4.4299929556006965e-20,1.0360265654181179e-22,1.776965300592162e-23,7.257896938180679e-28,1.6378488919033554e-28,5.258935090077631e-30,1.3700016477322936e-23,1.792801015053337e-29,3.2829167548945974e-22,6.312544125373612e-38,3.76,0.0,0.7112155276450426,0.9998730610265909,1.3728545875096442e-13,2.1247598045098e-17,1.981698189915968e-06,1.981698201904899e-06,1.2497989180989408e-15,8.796110782153595e-20,0.0001269382385562047,1.2232498055429677e-18,8.833861848831924e-20,7.049040888074357e-10,1.0923620251013982e-11,2.7109317962655715e-13,1.9489099332262437e-12,2.764738547568043e-08,9.393523596155217e-18,1.5397541937018345e-11,6.3992306623030734e-15,6.06072629002805e-19,7.446861043277149e-16,3.1242751705075024e-13,6.358241669574405e-25,1.9814167894323985e-23,6.739955834838688e-16,8.524871223502747e-27,8.547787161165404e-14,4.1349066068274136e-13,1.558231444158952e-20,8.896072843344415e-25,3.691644961364892e-24,2.3039072322526675e-19
9.635127446077273e-09,0.5751426287957275,2.125864603526352e-12,2.5345114044464516e-15,1.7388985153837593e-11,2.2370995417881398e-14,0.0,0.0,7.677626530844958e-10,8.78408703765117e-16,2.463904791544763e-16,4.003592084166445e-18,7.579755110777265e-25,3.701752428122566e-34,7.343871568271802e-25,2.6384286156024355e-16,9.735029754481536e-14,2.572356431548753e-18,6.302084824946071e-30,2.3853225144776906e-30,1.952302608731786e-15,3.67646189566438e-24,4.024852450769266e-16,7.06311293955365e-26,5.3708013918996444e-20,1.410771152623146e-22,2.1629800074873613e-23,1.0089695182016953e-27,2.270162266709749e-28,7.28770495779164e-30,1.7687806286522675e-23,2.442429510519798e-29,4.26409387712954e-22,9.978300502357357e-38,3.76,0.0,0.7112153924599671,0.9998730609754503,1.6702977268803235e-13,2.584871750896675e-17,2.115897904069797e-06,2.1158979176728405e-06,1.3635587064561852e-15,9.882594140213891e-20,0.00012693823876775836,1.4178965683901735e-18,1.0639165495934789e-19,7.516783698589599e-10,1.2419902112085607e-11,3.2932255028534017e-13,2.219907261894853e-12,2.9518541144927602e-08,1.0698535221736797e-17,1.7553128117533518e-11,7.277241565158986e-15,6.910365038053831e-19,8.48481974506152e-16,3.556973863994823e-13,8.288329166831986e-25,2.4127782947792498e-23,7.229220419851275e-16,1.1846737152871926e-26,9.73767297212213e-14,4.629609230053057e-13,1.896004887298596e-20,1.155580737724516e-24,4.241866847270975e-24,2.801808250077617e-19
9.999999999999999e-09,0.5751426572072424,2.296952534141734e-12,2.8375506643445875e-15,1.8723999267462417e-11,2.5067963058372692e-14,0.0,0.0,7.968561701088635e-10,9.46209765840562e-16,2.7541301626509157e-16,4.4301026647609336e-18,8.769674360677968e-25,4.0592734664968054e-34,7.793730004435415e-25,2.8040434578386775e-16,1.048169215414038e-13,2.8557143299944356e-18,7.272582215199742e-30,2.792125817583308e-30,2.1029657277216525e-15,4.101965608915697e-24,4.105054800968589e-16,8.50412700313193e-26,5.990038560892165e-20,1.6830809734725129e-22,2.418151632431875e-23,1.2169645956191019e-27,2.733152601185313e-28,8.772887719418882e-30,2.0443466017145895e-23,2.910229494980071e-29,4.946303108818151e-22,1.2976348994641629e-37,3.76,0.0,0.7112153117448403,0.999873060944877,1.8668112144597226e-13,2.88882799642352e-17,2.1960246976098857e-06,2.1960247122235825e-06,1.4318111733161445e-15,1.055354887111087e-19,0.0001269382388622022,1.5432197908152725e-18,1.183444487960106e-19,7.795499216781253e-10,1.3357021570231144e-11,3.677303698581514e-13,2.390003792356433e-12,3.0635687153751985e-08,1.1517822121625583e-17,1.8907443989499976e-11,7.827277220269705e-15,7.444194306654501e-19,9.136518040555065e-16,3.828405809341895e-13,9.636950219935973e-25,2.698156502588292e-23,7.523532308146775e-16,1.4288315283000134e-26,1.0484646522850823e-13,4.933865516767299e-13,2.119187729834721e-20,1.3405279072963025e-24,4.588680496251643e-24,3.130664446069605e-19
1.0857334970456546e-08,0.5751426572072424,2.7271177438024205e-12,3.644080213004088e-15,2.2053000598440336e-11,3.225913689382487e-14,0.0,0.0,8.652232851863482e-10,1.1154436841780645e-15,3.523710948884429e-16,5.5358962926696865e-18,1.2108478155455767e-24,4.9664005388139525e-34,8.875061770588337e-25,3.2036197323994826e-16,1.2343273501968104e-13,3.5961030153321254e-18,9.997119903107264e-30,3.9735617188040454e-30,2.479012058945037e-15,5.225530867808258e-24,4.280615352895311e-16,1.2825241827382679e-25,7.623695438462865e-20,2.4931922320162577e-22,3.095049649043469e-23,1.8430017981149294e-27,4.121336019884171e-28,1.3224731334691113e-29,2.8150911739458737e-23,4.284382217403102e-29,6.869343847509453e-22,2.318088884295668e-37,3.76,0.0,0.7112151220898787,0.9998730608729651,2.3877313798361535e-13,3.694463315610764e-17,2.384297255624061e-06,2.384297272750231e-06,1.5929423400744523e-15,1.2192300404159768e-19,0.00012693823895189437,1.866187596291815e-18,1.5018521892243166e-19,8.448754429421459e-10,1.5686580938367926e-11,4.693305146306261e-13,2.814014357759547e-12,3.326042809158177e-08,1.3560848608959163e-17,2.2287604182846117e-11,9.195036096777313e-15,8.77660100475504e-19,1.0761679110356776e-15,4.504517415337934e-13,1.3463601055488422e-24,3.456051819329236e-23,8.221613124036048e-16,2.1645861915518877e-26,1.2347052761933373e-13,5.673214139203857e-13,2.710887131222668e-20,1.861925637204342e-24,5.4574065494898394e-24,4.0021246437915556e-19
1.207954249483582e-08,0.5751426856187549,3.409773271193049e-12,5.042939620687836e-15,2.7263687444946274e-11,4.477013816124739e-14,0.0,0.0,9.627031698989957e-10,1.3807735296802464e-15,4.850332013066816e-16,7.372042044463558e-18,1.8391388296847714e-24,6.418813777965036e-34,1.0466790434426055e-24,3.7954149863934246e-16,1.5256313492179377e-13,4.841826769531957e-18,1.5140112041208334e-29,6.330053425430813e-30,3.0685492325104282e-15,7.148719396071258e-24,4.502573861187956e-16,2.183533567829449e-25,1.0415767704059021e-19,4.1663574662321722e-22,4.262700173438711e-23,3.156455974091748e-27,7.015309374823024e-28,2.2501512997595147e-29,4.257300367616346e-23,7.055295573643621e-29,1.0514730002492337e-21,4.9016345240991325e-37,3.76,0.0,0.7112148517198722,0.9998730607701802,3.2852012199940603e-13,5.082184607796367e-17,2.652696504844282e-06,2.6526965258856047e-06,1.823959232654584e-15,1.4669579958053499e-19,0.00012693823884535275,2.401684959036274e-18,2.057504163214131e-19,9.376089059053726e-10,1.9313759128039627e-11,6.437615781347611e-13,3.477316814235438e-12,3.700174925344276e-08,1.6759525886538383e-17,2.7586411585742096e-11,1.1325847371775597e-14,1.086544833273931e-18,1.3305629636000377e-15,5.560855156407186e-13,2.080499576232793e-24,4.7663322311909484e-23,9.233008027415349e-16,3.7123911633514417e-26,1.526151415953147e-13,6.781426360509923e-13,3.730552892549919e-20,2.850503798897483e-24,6.826407612140785e-24,5.50291424149685e-19
1.3301750019215093e-08,0.5751427140302657,4.175746217971533e-12,6.766542004422326e-15,3.3019012553895613e-11,6.024009397509913e-14,0.0,0.0,1.060203254490014e-09,1.6744036022982475e-15,6.473596850361475e-16,9.524852809307668e-18,2.6817378675873615e-24,8.051281555779797e-34,1.2105483857684468e-24,4.4088303461408986e-16,1.847285719289939e-13,6.3250868771188446e-18,2.208245190912862e-29,9.708045999210914e-30,3.7209141112464326e-15,9.48276925940239e-24,4.695408162546379e-16,3.528255658367725e-25,1.379839083566573e-19,6.646716677220766e-22,5.692618478082853e-23,5.130415375880296e-27,1.1333507913399844e-27,3.6336862485416807e-29,6.178200143171643e-23,1.1040451500057551e-28,1.5442674045850114e-21,9.605004922262033e-37,3.76,0.0,0.7112145813499452,0.9998730606667919,4.382607607156687e-13,6.778684406989158e-17,2.921095651734622e-06,2.921095677082132e-06,2.0559570243441932e-15,1.7298275007898247e-19,0.00012693823875192613,3.0356787639774527e-18,2.7512857947381605e-19,1.0298846805213516e-09,2.329553407645484e-11,8.561912834348894e-13,4.2094730207796344e-12,4.074250471569123e-08,2.0294910091489465e-17,3.3449462016523545e-11,1.3666509139078034e-14,1.3176907146431079e-18,1.6115663147391572e-15,6.725113846011479e-13,3.088096251210879e-24,6.375781502467829e-23,1.026402800252979e-15,6.048101575932032e-26,1.8479796234590506e-13,7.946011639675278e-13,4.9777568793206565e-20,4.187211358899829e-24,8.348870198077634e-24,7.337535345449577e-19
1.4523957543594367e-08,0.5751427424417747,5.026902106814743e-12,8.850849400687287e-15,3.931695168929296e-11,7.901301842600485e-14,0.0,0.0,1.1577244715767565e-09,1.996339543558333e-15,8.423307874136772e-16,1.2004627182653077e-17,3.781150006806405e-24,9.854378926303448e-34,1.3780013939900606e-24,5.039610446551596e-16,2.1991627894194868e-13,8.060316876127336e-18,3.122516246630022e-29,1.4413382777489023e-29,4.4361066769731494e-15,1.2263399235513209e-23,4.863129612564615e-16,5.462111188934346e-25,1.7821180184232407e-19,1.0201366625388066e-21,7.411560739902027e-23,7.988710918260843e-27,1.7542221719344578e-27,5.621955558840187e-29,8.666573255970414e-23,1.6569831830566123e-28,2.1921319268445767e-21,1.770794047941819e-36,3.76,0.0,0.7112143109800954,0.9998730605627394,5.699775172147741e-13,8.814478880363276e-17,3.1894946962989183e-06,3.1894947263429847e-06,2.2885556083095707e-15,2.0063820338246135e-19,0.00012693823873199085,3.7806040930660295e-18,3.606274740071011e-19,1.1217085548619538e-09,2.7626094777049066e-11,1.110135620071578e-12,5.010145655055045e-12,4.448269456349452e-08,2.4167757977783967e-17,3.9876667179112504e-11,1.6213910844061306e-14,1.5710977626383881e-18,1.919076090071624e-15,7.996428679437454e-13,4.434993316713905e-24,8.317370678879971e-23,1.1315297988734345e-15,9.447808306299948e-26,2.2000653760955022e-13,9.159706885362422e-13,6.475200851282768e-20,5.944980058339496e-24,1.0024794508384596e-23,9.539398478072042e-19
