Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906)
0.00011979296753962578,0.9963416610589994,0.007497854561974116,0.000793322253887609,0.0024499687208805986,0.1623024831081183,0.0,0.0,0.00047135914019961204,8.079105461056551e-06,0.7568974015411352,0.07349865529238409,0.0001942793912213189,1.7087969634383983e-07,3.7535895507296765e-06,3.809672550735532e-05,0.007298048874949891,0.0032620470004053213,0.0006349504664514866,2.977084008694451e-05,0.018316810305260688,1.3524578082339111e-06,1.2322720624609772e-05,0.0002682650761609977,4.276565893099375e-07,0.003838307323766553,1.2695646254253761e-05,0.002271963168069422,0.0002724483260013517,2.8162941409338644e-06,7.5856209073094054e-06,9.887093684500264e-09,5.783956463521998e-07,3.5206653372134656e-05,3.76,0.0,8.235123505313583e-06,0.31408920886576747,0.4008877956941422,0.021061539184658213,0.016186080231089892,0.9235751678700048,1.0943791304626509e-08,3.2071216164004476e-11,0.0005741457399573462,0.0001348939057054977,0.0001884997379542229,1.1209357141106707e-06,1.8309191050600873e-06,0.009817601479457962,0.00042514439226928365,0.00989150320482901,0.00010045140317778684,0.004471287415658994,2.874933360041624e-06,2.5759792751885992e-05,2.0907142907390283e-06,6.201105007077031e-06,0.00018045955038298797,2.363758811747059e-05,0.0047391208574589045,2.2897665003437473e-05,0.019891807536398146,1.0062692426556151e-11,0.07266276126580919,0.04843051730042769,2.3296120225725563e-08,1.4250234695026545e-05,4.499043279940259e-10,2.8141806930570687e-09,8.730809153322007e-14,3.4778619984753937e-10,7.803846839567504e-10,9.180145309372779e-08,1.569498936183583e-14,4.1184976292129265e-07,1.3544961055216162e-11,3.8798224000870565e-10,7.538278628208315e-12,1.5643226544746836e-06,5.21737829502108e-09,0.00026944009953164505,1.8384910371032588e-09,2.155324498908759e-05,0.003313037540341535,4.512727596861072e-08,1.1186751877014675e-10,0.006073264786365231,1.944782652130646e-11,5.644481109814663e-06,4.8576725762649395e-11,0.002422723988951018,9.132668857248059e-06,6.702226303162359e-05,1.6388103748582843e-06,4.1347191933786704e-05,0.00016138908665458282,0.00011851197077854744,2.2845151341681782e-10,9.333226005000024e-06,8.143563738413459e-07,2.2225717948686254e-08,8.876732865525592e-09,2.7144918645726977e-08
0.00011998956717514502,0.9964614702939472,0.007576415185634898,0.00080066439012446,0.0024737948060028834,0.16235196289142537,0.0,0.0,0.0004700352583373268,8.057339242146265e-06,0.7578348629803937,0.07379331799747,0.00019513464922437743,1.7682493330250299e-07,3.831522137870357e-06,3.856591226246139e-05,0.007289913395895529,0.0032490424320620126,0.0006361030871106853,2.9896048476355227e-05,0.01828529430744873,1.3597624516128312e-06,1.2459326884810577e-05,0.0002682489776930921,4.273033295843451e-07,0.0037986403182199177,1.2773947136488438e-05,0.002261689327474254,0.000270134361878348,2.8148997186240566e-06,7.651942350039213e-06,9.9245676611081e-09,5.803305328761729e-07,3.51148537322145e-05,3.76,0.0,8.134168197185047e-06,0.3129732269854314,0.4015127593604581,0.02092908603832236,0.015981421633188834,0.9242371843589773,1.0805461378526611e-08,3.16915607152871e-11,0.0005721057943223402,0.00013484279036860643,0.0001877060354527657,1.1231416495381347e-06,1.833408719589931e-06,0.009736195470710118,0.0004220503730290796,0.009839406742791454,0.00010039922857356605,0.004474486717510253,2.8679864160245387e-06,2.5766668513507413e-05,2.085660047677342e-06,6.211743811893829e-06,0.00018098921547748278,2.3707613642203222e-05,0.004680661167689964,2.288424304924506e-05,0.01985573254764555,1.004538951651525e-11,0.07258108995413402,0.04853469354595486,2.3180089875380584e-08,1.4191259405151446e-05,4.4639702618163186e-10,2.8022025047250753e-09,8.69364592227294e-14,3.4766308265912566e-10,7.822999428123153e-10,9.169619847851131e-08,1.562818061280444e-14,4.1535989060669016e-07,1.3661375003545545e-11,3.8718517866134205e-10,7.603096160345088e-12,1.562571673205418e-06,5.1791592374493465e-09,0.0002694469146746434,1.8382591057001675e-09,2.155322294432136e-05,0.003290304347580752,4.465367816941466e-08,1.1295982451857299e-10,0.006003222117916408,1.92936887762625e-11,5.651992944165296e-06,4.8462475531607454e-11,0.002403202957369063,9.218230211598484e-06,6.739759246759155e-05,1.6414466788278004e-06,4.140054127263571e-05,0.00016073315134984515,0.00011795850297339557,2.279062165680297e-10,9.311508332109165e-06,8.099225477128092e-07,2.2104590486695057e-08,8.88857669570424e-09,2.718520464476489e-08
0.00012018616681066426,0.9965815362465785,0.007656430000098908,0.0008081602076465376,0.002498064067527946,0.16240092042607607,0.0,0.0,0.00046869396163074905,8.035316224869302e-06,0.7587743497555431,0.07409073295494427,0.00019599894326458373,1.830301611809174e-07,3.9117862225548944e-06,3.904402696391085e-05,0.007281484124405146,0.003235934829781047,0.0006372499943644734,3.0022404134888404e-05,0.018253316027957708,1.3672287989122118e-06,1.2598284372686042e-05,0.0002682253293293989,4.269437300512058e-07,0.0037591093709268314,1.285288345906803e-05,0.002251265198686722,0.0002677993944919976,2.8133079487665045e-06,7.719221216688053e-06,9.96220735286911e-09,5.822724304941849e-07,3.5020653035453824e-05,3.76,0.0,8.033076126982277e-06,0.3118519962183575,0.4021396236806645,0.02079578911346236,0.01577746818711903,0.924901295473896,1.0667608355215658e-08,3.131344752035635e-11,0.0005700562542650244,0.00013478960534648218,0.0001869066215475987,1.125354889559166e-06,1.835909899276711e-06,0.009654661554902228,0.00041894698274054596,0.009786835745164103,0.0001003456675328749,0.004477680066146155,2.8609501043785615e-06,2.5773517462190415e-05,2.080540788897154e-06,6.222382803697706e-06,0.0001815251210835761,2.377845487151051e-05,0.004622186612565894,2.287080446971395e-05,0.019819244539961582,1.0027843980728001e-11,0.07249799925362485,0.04863937960649136,2.3065785657554943e-08,1.4131940533134675e-05,4.4288546275513177e-10,2.7901892581524953e-09,8.656373862354705e-14,3.475404894817333e-10,7.842639721111228e-10,9.159305137821172e-08,1.5561176147821564e-14,4.1892131241307996e-07,1.3779491839550428e-11,3.863770947655066e-10,7.668861575331613e-12,1.560790248732023e-06,5.140827361465248e-09,0.00026945365751142336,1.8380257118415022e-09,2.1553044061224858e-05,0.003267335083942133,4.417844644207844e-08,1.1407332312024765e-10,0.005933194909252439,1.913875864618471e-11,5.659388283935247e-06,4.834597303895379e-11,0.002383581367886618,9.305418003484179e-06,6.777797497658624e-05,1.6440519555361743e-06,4.145329659109981e-05,0.0001600703690092105,0.0001173993135573846,2.2735181610797551e-10,9.289382461152294e-06,8.054700191516733e-07,2.1982951477201544e-08,8.90046192215028e-09,2.722569173800982e-08
0.0001203827664461835,0.9967018626190377,0.007737932735105513,0.000815813737292713,0.0025227868947569235,0.16244933801691627,0.0,0.0,0.00046733477458375404,8.013025226113381e-06,0.7597158946829965,0.07439094595466131,0.00019687223800715997,1.895085783233672e-07,3.994464352931541e-06,3.9531259304011746e-05,0.007272753064448845,0.003222722193848789,0.0006383907253112178,3.0149904477250802e-05,0.018220866638384365,1.3748613925317945e-06,1.2739636622894066e-05,0.0002681938748663849,4.2657753857835533e-07,0.0037197140889202694,1.293245096381424e-05,0.0022406891439563257,0.0002654434213772493,2.8115122246753474e-06,7.787468734460876e-06,1.0000005073917813e-08,5.842207577779199e-07,3.492401181034722e-05,3.76,0.0,7.93185265635945e-06,0.31072543421210264,0.40276841361751986,0.020661645579629226,0.01557422411351936,0.9255675232658699,1.0530235091171766e-08,3.093688770115303e-11,0.0005679969692525981,0.00013473419748348116,0.00018610126520148226,1.1275743440214601e-06,1.8384210134298514e-06,0.009572998976810056,0.0004158340500163225,0.009733782765939248,0.00010029061034383208,0.004480864216096041,2.853820623889859e-06,2.5780339603656815e-05,2.075353750433077e-06,6.233016068430533e-06,0.0001820672533574014,2.3850109659403205e-05,0.0045637012145767165,2.285733109188984e-05,0.019782334786941275,1.0010041686890552e-11,0.07241346709434089,0.04874458438752276,2.295322880904541e-08,1.4072262080871045e-05,4.3936923410536266e-10,2.778138123919653e-09,8.61898419312682e-14,3.4741793268858226e-10,7.86277394094272e-10,9.149200031875741e-08,1.5493960178409627e-14,4.2253462270500876e-07,1.3899331414568538e-11,3.855574877684492e-10,7.735585980905072e-12,1.558977908348718e-06,5.10238064688797e-09,0.00026946032789532625,1.8377908213836737e-09,2.1552689591472588e-05,0.003244128042399033,4.370159692405821e-08,1.1520842847136942e-10,0.005863186240883414,1.8983030945344135e-11,5.666659950530923e-06,4.8227152352004385e-11,0.002363859757030928,9.394270937327514e-06,6.81634743204065e-05,1.6466241187711632e-06,4.1505411645446574e-05,0.0001594006018228842,0.00011683433607998177,2.26788022454175e-10,9.26683866560096e-06,8.009984894528195e-07,2.186079275283506e-08,8.912381500979276e-09,2.726636003983027e-08
0.00012057936608170274,0.9968224531133387,0.00782095795938577,0.0008236291317026968,0.0025479739415560994,0.16249719728455392,0.0,0.0,0.00046595721354708005,7.990454773286056e-06,0.7606595305459238,0.07469400362230227,0.00019775448863927202,1.9627413273209278e-07,4.079642293387919e-06,4.002780243100319e-05,0.00726371201681635,0.003209402489668558,0.0006395248028031974,3.0278546008338545e-05,0.01818793708333604,1.382664881558021e-06,1.2883427644486634e-05,0.0002681543492538916,4.2620449718860337e-07,0.0036804541224128426,1.3012644618826395e-05,0.0022299595199831135,0.00026306645069947,2.809505759835943e-06,7.856695915675744e-06,1.0037952339706069e-08,5.861748956222509e-07,3.4824889976847735e-05,3.76,0.0,7.830503503161945e-06,0.30959345759132795,0.4033991542163722,0.020526652730252618,0.015371693875792033,0.9262358896512121,1.039334460686235e-08,3.0561892803925266e-11,0.0005659277868823296,0.00013467640739929062,0.00018528972986869716,1.1297988420874216e-06,1.8409402711976908e-06,0.00949120704311008,0.00041271140602507225,0.009680240291135485,0.00010023394282189036,0.004484035765983791,2.8465939442933902e-06,2.578713493707232e-05,2.0700959970335904e-06,6.243637223519037e-06,0.0001826155925361345,2.3922575078797268e-05,0.004505209149043305,2.284380384984311e-05,0.019744994341595577,9.991968322472631e-12,0.07232747092798932,0.04885031694233399,2.2842441107506678e-08,1.401220764788395e-05,4.358479356587079e-10,2.7660462047267652e-09,8.58146792884388e-14,3.4729490043809445e-10,7.883408231905042e-10,9.13930322842656e-08,1.542651655687845e-14,4.2620039312891385e-07,1.4020913228788972e-11,3.847258502037176e-10,7.803280019412144e-12,1.5571341690938918e-06,5.063817105176553e-09,0.00026946692567542455,1.8375543998213603e-09,2.155213995134301e-05,0.003220681568646447,4.322314737438879e-08,1.1636555963201723e-10,0.005793199318149247,1.8826500835588532e-11,5.673800431155547e-06,4.810594665121466e-11,0.002344038702029743,9.484828774688349e-06,6.855415408389538e-05,1.649160964127521e-06,4.1556838137742505e-05,0.00015872371058338778,0.0001162635037777424,2.262145397494844e-10,9.243866973318912e-06,7.965076570357812e-07,2.1738106078624265e-08,8.924327619563458e-09,2.7307187468936194e-08
0.00012077596571722198,0.9969433113706048,0.007905541092137237,0.0008316106685303454,0.0025736361305775594,0.16254447914775197,0.0,0.0,0.0004645607866433775,7.96759309859578e-06,0.7616052900738046,0.07499995342337842,0.0001986456400565276,2.033415668855434e-07,4.167409099812137e-06,4.053385286053977e-05,0.007254352575948309,0.003195973647843128,0.0006406517348075937,3.0408324254663133e-05,0.018154518077295578,1.3906440217842932e-06,1.3029702023452545e-05,0.0002681064784318835,4.258243421187352e-07,0.003641329166308704,1.3093458565864361e-05,0.0022190746789836763,0.0002606685017521365,2.8072816024775624e-06,7.926913527960858e-06,1.0076040230538578e-08,5.881341845894512e-07,3.472324685127659e-05,3.76,0.0,7.729034752049681e-06,0.30845598197018065,0.4040318705908615,0.02039080799058944,0.01516988218606866,0.9269064163931138,1.0256940090945295e-08,3.0188474863714426e-11,0.0005638485529043839,0.00013461606912111142,0.0001844717731663635,1.1320271646726644e-06,1.843465848636925e-06,0.009409285125586534,0.00040957888462672307,0.009626200741480424,0.00010017554603734752,0.004487191153593567,2.839266023746262e-06,2.579390345483408e-05,2.064764589896139e-06,6.254239674495126e-06,0.00018317011239981937,2.3995847341604522e-05,0.004446714747421578,2.2830202721564256e-05,0.019707214033321416,9.973609231367204e-12,0.07223998772274269,0.04895658647206371,2.273344496187256e-08,1.3951760402724576e-05,4.323211561015326e-10,2.7539105023030423e-09,8.543815762802918e-14,3.4717085427085806e-10,7.904548735750013e-10,9.129613258788445e-08,1.535882854840716e-14,4.2991919364278573e-07,1.4144256396272894e-11,3.8388166507004363e-10,7.871954244340677e-12,1.5552585376517065e-06,5.025134781100023e-09,0.0002694734506966062,1.8373164126676928e-09,2.1551374683991188e-05,0.0031969940641894514,4.274311712334711e-08,1.1754514422628457e-10,0.00572323747506506,1.8669163723996132e-11,5.680801924694797e-06,4.798228720389034e-11,0.0023241188220386394,9.577132291545843e-06,6.895007772936125e-05,1.6516602191490018e-06,4.160752555431336e-05,0.00015803955467497949,0.00011568674963003187,2.2563106150842926e-10,9.22045716303572e-06,7.919972176980278e-07,2.161488313845095e-08,8.936292353663491e-09,2.7348151496834567e-08
0.00012097256535274122,0.997064441024604,0.007991718426129448,0.0008397627552345982,0.002599784660930231,0.16259116378996602,0.0,0.0,0.0004631449940516348,7.944428140029828e-06,0.7625532059131779,0.07530884368141927,0.00019954562643145069,2.1072645126615975e-07,4.257857196035284e-06,4.1049610433626376e-05,0.0072446661273748705,0.003182433563964442,0.000641771014560789,3.053923373404522e-05,0.0181206000959799,1.3988036760744847e-06,1.3178504956329122e-05,0.0002680499789623783,4.254368039757442e-07,0.003602338961792843,1.3174886094340353e-05,0.0022080329703209082,0.00025824960562244916,2.8048326429405977e-06,7.998132074487328e-06,1.0114259485828365e-08,5.900979234797775e-07,3.461904115254629e-05,3.76,0.0,7.627452871044818e-06,0.3073129219505914,0.4046665879096569,0.02025410892905111,0.01496879401320045,0.9275791250730985,1.012102490570076e-08,2.981664642895869e-11,0.0005617591112187684,0.00013455301006954273,0.00018364714716577566,1.1342580539353887e-06,1.8459959180371833e-06,0.009327232665885376,0.00040643632261602806,0.009571656477958174,0.00010011529632156027,0.004490326648771411,2.8318328629955307e-06,2.580064514234075e-05,2.0593566285555193e-06,6.264816690759667e-06,0.00018373078005663924,2.4069921766672118e-05,0.004388222502795204,2.2816506726687936e-05,0.019668984460552714,9.954948506754664e-12,0.07215099394875515,0.049063402328288916,2.262626343365181e-08,1.3890903109272305e-05,4.2878847883884235e-10,2.7417279177780283e-09,8.506018068959672e-14,3.47045228990318e-10,7.926201602454132e-10,9.120128482249366e-08,1.529087882836985e-14,4.336916005222258e-07,1.426937962918586e-11,3.830243694521286e-10,7.941619468514354e-12,1.5533505100415737e-06,4.98633175569627e-09,0.0002694799027997786,1.8370768255856714e-09,2.1550372437204546e-05,0.003173063993009051,4.2261527083945395e-08,1.1874761923146564e-10,0.005653304179187502,1.851101524658921e-11,5.6876563664302335e-06,4.785610165943616e-11,0.0023041007802205296,9.671223289126664e-06,6.935130851311553e-05,1.6541195599510212e-06,4.165742109882552e-05,0.0001573479922805212,0.00011510400639824572,2.250372703233501e-10,9.196598760402983e-06,7.874668645905147e-07,2.1491115528245954e-08,8.948267861615128e-09,2.7389229669583116e-08
0.00012116916498826046,0.9971858456402556,0.008079527143713055,0.0008480899324316938,0.002626431012805808,0.1626372306388591,0.0,0.0,0.0004617093279656135,7.920947535934557e-06,0.7635033106033263,0.07562072358202565,0.00020045437036562521,2.1844524158849366e-07,4.3510826072461095e-06,4.1575278465479395e-05,0.00723464384471656,0.0031687800988235005,0.0006428821198937376,3.067126785325453e-05,0.01808617337284224,1.4071488143065665e-06,1.3329881921219238e-05,0.0002679845578509614,4.2504160689987473e-07,0.0035634832979813706,1.3256919565685262e-05,0.0021968327418586298,0.00025580980574515204,2.802151575602103e-06,8.07036173967753e-06,1.0152599404751036e-08,5.9206536732335e-07,3.451223100965785e-05,3.76,0.0,7.525764723207993e-06,0.30616419113772286,0.40530333137982283,0.020116553266334405,0.01476843459077394,0.9282540370693464,9.985602591968217e-09,2.944642041729331e-11,0.0005596593039030119,0.00013448705066723514,0.00018281559808994212,1.1364901253175979e-06,1.848528301094286e-06,0.009245049180655015,0.0004032835599864612,0.009516599805284846,0.00010005306496496221,0.004493438347972752,2.8242899241596374e-06,2.5807359977757708e-05,2.0538688001379603e-06,6.275360707045702e-06,0.0001842975553215041,2.414479271618694e-05,0.004329737073498159,2.2802693859606167e-05,0.01963029598750315,9.93597042146357e-12,0.07206046557290954,0.0491707740129478,2.2520920012275494e-08,1.3829618096171872e-05,4.252494931012879e-10,2.7294953098654356e-09,8.468065117577608e-14,3.469174323469523e-10,7.948372719641893e-10,9.11084707211136e-08,1.5222649929613507e-14,4.375181305513059e-07,1.4396301148371684e-11,3.821534038161011e-10,8.01228542120222e-12,1.5514095714848611e-06,4.947406149484967e-09,0.0002694862818219711,1.8368356033807104e-09,2.1549110926697813e-05,0.003148889885207395,4.177840008318696e-08,1.199734215985259e-10,0.005583403035872624,1.8352051606364368e-11,5.694355274505062e-06,4.772731839280338e-11,0.0022839852853110696,9.767144771578433e-06,6.975790912093179e-05,1.6565364651554066e-06,4.170646969803497e-05,0.0001566488803930812,0.00011451520668987952,2.2443284694659044e-10,9.172281034558263e-06,7.829162884283753e-07,2.1366794817150594e-08,8.960244531921759e-09,2.7430394712741245e-08
0.00012131442090274577,0.9972757230782101,0.008145474085726441,0.0008543576038188596,0.0026464451081391156,0.16267085738511416,0.0,0.0,0.0004606355305468245,7.903388923436224e-06,0.7642067121584449,0.07585310306786974,0.00020113136130105647,2.2437286316086222e-07,4.421803781902689e-06,4.197015079758157e-05,0.007227017947738218,0.0031586182504302527,0.000643697484515275,3.076953804033681e-05,0.018060404830177786,1.4134366673263817e-06,1.344340589137314e-05,0.000267930313901447,4.247445343161395e-07,0.003534861459493331,1.3317913495470946e-05,0.002188454755137974,0.00025399378578613824,2.8000172175437007e-06,8.124383277785824e-06,1.0180997678750338e-08,5.93520914036088e-07,3.443161739927694e-05,3.76,0.0,7.450569314661137e-06,0.3053117675448401,0.40577510002279416,0.020014369975506475,0.014620872131211967,0.928754117614419,9.885865784271857e-09,2.917391940355626e-11,0.0005581011275996126,0.0001344363447888163,0.00018219661615217537,1.1381391945677563e-06,1.8503995859104528e-06,0.009184244227593242,0.00040094752449506573,0.009475587971851456,0.00010000573460232691,0.004495719726362039,2.8186438245099957e-06,2.5812303909239733e-05,2.049761014315305e-06,6.283125375461441e-06,0.00018472020774322473,2.4200618248691342e-05,0.0042865328302379305,2.2792399778489882e-05,0.019601410786182695,9.921735418272673e-12,0.07199257932991124,0.0492504673385931,2.2444282867649388e-08,1.3784052843949118e-05,4.226304450149804e-10,2.720423308453033e-09,8.43991823534059e-14,3.4682125199323777e-10,7.965090053218341e-10,9.104119039815986e-08,1.5172049572348813e-14,4.403804074629025e-07,1.4491241497468683e-11,3.8150078948794974e-10,8.06514490005323e-12,1.5499540773726125e-06,4.918566486158342e-09,0.00026949094786431275,1.8366563076969028e-09,2.154799873013851e-05,0.0031308714745443664,4.142047299883371e-08,1.2089434260083566e-10,0.005531780035835221,1.823407696871934e-11,5.699199641073418e-06,4.763045593225507e-11,0.002269060969644539,9.839217154230356e-06,7.006180834838667e-05,1.6582934163982536e-06,4.174213112149942e-05,0.0001561274137246376,0.00011407624715976925,2.239792487784991e-10,9.1540126081984e-06,7.795409620272642e-07,2.127458126423175e-08,8.969088782944991e-09,2.7460849498989083e-08
0.00012145967681723109,0.9973657539533299,0.008212348034703573,0.0008607253415535982,0.0026667422240353716,0.16270412634794565,0.0,0.0,0.0004595503924706925,7.885645884640616e-06,0.7649113392794243,0.07608716236482002,0.00020181304360716217,2.304996133631558e-07,4.4941369643291525e-06,4.237063022166418e-05,0.007219200070273237,0.003148392433830013,0.0006445078711032616,3.086841442740652e-05,0.01803434898215515,1.4198306263381293e-06,1.355837885884614e-05,0.0002678709089747479,4.2444301168962016e-07,0.003506312928714554,1.337922968926342e-05,0.002179988667089236,0.00025216641280047654,2.7977490113934273e-06,8.178965978671539e-06,1.0209451256661897e-08,5.949777171388262e-07,3.434954157477755e-05,3.76,0.0,7.375322939225865e-06,0.30445616507817524,0.40624799866310196,0.019911717126490577,0.014473712803790114,0.9292554209088772,9.786401625790886e-09,2.890230608999177e-11,0.0005565371406387284,0.00013438387593407946,0.00018157360662278817,1.139787540349655e-06,1.8522700982424371e-06,0.009123367392859794,0.00039860577313599274,0.009434289053151195,9.995719364771335e-05,0.004497984177391275,2.812933623451055e-06,2.5817233152168288e-05,2.0456065959786676e-06,6.290864685576012e-06,0.00018514614606197474,2.4256871907473473e-05,0.004243336947791043,2.2782019637261096e-05,0.019572265623038536,9.907311503795767e-12,0.07192383189646248,0.049330473296593604,2.236867230186535e-08,1.3738236770277132e-05,4.200075529162453e-10,2.711320866372109e-09,8.411676872425683e-14,3.4672328543467247e-10,7.982095891027541e-10,9.097500034239404e-08,1.5121279320728014e-14,4.4327272721588765e-07,1.4587180050485565e-11,3.8084016037948347e-10,8.118559935384566e-12,1.548480114859482e-06,4.889658177835532e-09,0.0002694955738533538,1.8364760863559148e-09,2.1546722605783512e-05,0.0031127185457689318,4.1061730837449697e-08,1.2182842562121975e-10,0.0054801781934304405,1.8115654075040006e-11,5.703950660611544e-06,4.753210391015623e-11,0.0022540841894459532,9.912330965659475e-06,7.036869792238249e-05,1.6600247450815615e-06,4.177727474123529e-05,0.00015560168881943934,0.0001136339174095304,2.2351952690060757e-10,9.135482924035848e-06,7.761542996999532e-07,2.1182057673371972e-08,8.977924812097869e-09,2.7491326274318286e-08
0.0001216049327317164,0.9974559396542415,0.008280164956442196,0.0008671951252359342,0.00268732729855799,0.16273702837945586,0.0,0.0,0.00045845370088491244,7.867713116994483e-06,0.7656172049187662,0.07632292223815618,0.0002024993726890009,2.3683316929257195e-07,4.568124867226429e-06,4.277680216874578e-05,0.007211186424940155,0.003138101749808588,0.0006453130525023752,3.096789310535999e-05,0.01800800162244168,1.4263328068348179e-06,1.367481964268777e-05,0.00026780621429619563,4.2413692152573835e-07,0.0034778376741839245,1.3440864002477155e-05,0.002171433813068082,0.00025032771854634764,2.795343831676742e-06,8.234113551601527e-06,1.0237955157405795e-08,5.96435426481694e-07,3.4265986047674574e-05,3.76,0.0,7.300028808814691e-06,0.30359734786306786,0.40672203747519126,0.019808593981714778,0.014326959011863868,0.9297579553073481,9.687211742369778e-09,2.8631586218843362e-11,0.0005549672774444852,0.000134329563988379,0.00018094646105854957,1.1414345305331032e-06,1.8541388790077843e-06,0.009062418568986501,0.0003962582451703745,0.00939269989691862,9.990738465713829e-05,0.004500229931519043,2.8071574217208378e-06,2.5822147689661666e-05,2.041404164978006e-06,6.298575225859898e-06,0.00018557534559413631,2.4313550293180543e-05,0.004200151487843266,2.27715434150917e-05,0.01954285635470392,9.89269176868913e-12,0.07185421302985019,0.049410795879585336,2.229409845274286e-08,1.3692162292038473e-05,4.173806470907581e-10,2.702186613989633e-09,8.3833367770556e-14,3.466232620072678e-10,7.999392534428037e-10,9.090989104197469e-08,1.5070331527320767e-14,4.461952864559151e-07,1.4684123526361565e-11,3.801712717374945e-10,8.172534195937264e-12,1.546987464546608e-06,4.860680513307522e-09,0.0002695001597196226,1.8362949251257929e-09,2.1545272524031517e-05,0.003094430586742503,4.070218477097467e-08,1.2277585502533968e-10,0.0054285991168612855,1.7996781768328873e-11,5.708604554930561e-06,4.7432231284008696e-11,0.0022390552820206054,9.986504746043992e-06,7.067860259348046e-05,1.6617293363808925e-06,4.181187571065889e-05,0.0001550716470157293,0.00011318819020871275,2.2305354190486468e-10,9.116687377779772e-06,7.727561743919311e-07,2.108922057443851e-08,8.98674841593482e-09,2.7521812896878642e-08
0.00012175018864620172,0.9975462815544314,0.008348941099897738,0.0008737689785954752,0.0027082053599185555,0.1627695540766465,0.0,0.0,0.00045734524073404284,7.849585227573402e-06,0.7663243219643853,0.07656040372002144,0.0002031902997470509,2.433815335471612e-07,4.64381142618997e-06,4.31887529972447e-05,0.0072029731587650095,0.003127745288970892,0.0006461127966757322,3.1067969773159074e-05,0.017981358466118834,1.4329453554332668e-06,1.3792747182633625e-05,0.0002677360979574639,4.238261445792845e-07,0.003449435680493432,1.3502811956601727e-05,0.0021627895298296784,0.0002484777391483012,2.792798499744221e-06,8.289829568012608e-06,1.026650420996638e-08,5.978936768190181e-07,3.418093316555638e-05,3.76,0.0,7.2246902683004836e-06,0.30273527974071496,0.4071972266261703,0.019704999860878022,0.014180613245607454,0.9302617290741747,9.588297818525256e-09,2.8361765690839224e-11,0.0005533914719216069,0.00013427332652662903,0.000180315069255276,1.143079513926478e-06,1.8560049511593571e-06,0.009001397675807267,0.00039390488106302147,0.009350817340010961,9.98562485196648e-05,0.004502455160606438,2.8013133118797524e-06,2.582704750242144e-05,2.0371523338993444e-06,6.306253504341071e-06,0.00018600777898423256,2.437064965428656e-05,0.0041569785661549645,2.2760960742460267e-05,0.019513178762521517,9.87786912376721e-12,0.07178371232716203,0.04949143912586715,2.222057164432828e-08,1.364582169266773e-05,4.1474955658703066e-10,2.693019148626002e-09,8.354893596560147e-14,3.4652090138457584e-10,8.016982251724997e-10,9.084585231624508e-08,1.5019198367142976e-14,4.4914827741088464e-07,1.4782078408529024e-11,3.794938738369308e-10,8.227071278632483e-12,1.5454759035994929e-06,4.8316327961975924e-09,0.0002695047053926738,1.8361128098120984e-09,2.1543638142340518e-05,0.003076007111009467,4.034184655992634e-08,1.2373681735609122e-10,0.005377044460421866,1.7877459012654982e-11,5.71315743087909e-06,4.733080622574883e-11,0.0022239746001835627,1.0061757381268147e-05,7.099154689391131e-05,1.6634060512735123e-06,4.184590838811682e-05,0.0001545372294313579,0.00011273903834717805,2.2258115109721246e-10,9.097621285361624e-06,7.693464584948936e-07,2.0996066480325295e-08,8.995555315280247e-09,2.7552297029583783e-08
