Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906)
3.761865829303908e-08,0.8039468968360804,1.4437520886755167e-06,2.896028621643552e-08,1.821942931737131e-07,2.4958442701717964e-07,0.0,0.0,1.754001489985781e-06,1.2399458242851492e-10,3.261485539304112e-10,7.227041697985431e-11,1.4539484040494543e-11,2.5998878446818104e-21,2.1197163197219908e-15,4.3098878991096936e-11,5.565702868810275e-08,5.3094809821717096e-11,6.493447725156785e-16,3.233586008650078e-15,6.716435280563672e-08,9.191982957165521e-14,5.026907195064191e-11,8.206747679317415e-15,1.1250213020790473e-12,1.9634562334047796e-11,3.7735852619968287e-10,1.3238688332628968e-10,4.915031763710199e-17,3.5844156044345994e-17,3.3328336982638034e-14,1.5592122745420433e-15,8.602612753509234e-12,7.732257629660772e-14,3.76,0.0,0.6017626255295585,0.9981734387812162,1.0790400378654347e-08,5.107013900345913e-10,0.006076431119615975,0.0060765433243691455,4.003784377858024e-09,1.0796090537859335e-11,0.0018246212817969439,4.439396708362176e-10,6.248051701571356e-11,6.769054994797484e-07,6.088862455543821e-08,5.827039278025617e-07,9.85676230734541e-07,0.0003122217572636565,7.519947672881194e-10,1.4892150869488042e-07,1.3276271160048946e-08,1.6172132997565928e-11,1.3679981762219737e-09,1.3262115138685992e-08,1.4477789820767916e-13,1.3174003986789788e-13,6.318486556540303e-10,3.849093804622599e-15,5.616436425508796e-08,2.336655069830592e-11,3.805886748650102e-10,4.2199871530243985e-12,1.5771324277221004e-14,2.6722560900923293e-11,2.8628898101560184e-15,1.2396783218732048e-18,4.513374211696829e-23,2.331603064011815e-16,9.063263317414082e-17,1.8004183477325096e-14,9.079502027179446e-24,1.803302445133229e-12,3.625105385447639e-17,3.0743441107354658e-12,3.1334264922580554e-17,1.6111760547697794e-15,5.523022097579629e-11,3.907804891482581e-12,5.725770357757659e-16,1.684199125936608e-11,2.6215057349434595e-12,1.2885014556069742e-16,1.9887560693075106e-16,2.2314194010805985e-07,1.4373085890416043e-19,9.096104302655171e-11,2.8274892934386615e-15,2.7376538692951696e-11,4.32790225036644e-08,1.3358709132045823e-17,2.2875611223618446e-12,6.6523844454137e-11,8.790050318772569e-15,5.826301989988143e-19,1.2627616544981757e-15,1.0177301913754709e-12,8.515464176023719e-13,5.784111362668281e-14,4.081387407790964e-17,1.100020173804373e-16
3.884852729827078e-08,0.8039772323478499,1.5118332084194368e-06,3.11762901092502e-08,1.9488462605671778e-07,2.7055082511965624e-07,0.0,0.0,1.8110366938706244e-06,1.3221641080004815e-10,3.5928183457428196e-10,7.683883173816032e-11,1.5882882416786475e-11,2.985139470317113e-21,2.2833620167348074e-15,4.390835929282374e-11,5.8567448193484356e-08,5.898908645014101e-11,7.488058675175889e-16,3.66136990257685e-15,7.16237892164016e-08,1.0069301561042633e-13,5.055574407858356e-11,9.069159502148464e-15,1.1965510032771799e-12,2.2555757365832786e-11,3.9960008625159857e-10,1.3885410303823843e-10,5.626890796830301e-17,3.993110489938708e-17,3.746348731712282e-14,1.7407956346584209e-15,9.35696494897768e-12,8.704300518101776e-14,3.76,0.0,0.6015598359511669,0.9981733688799684,1.1920070649360218e-08,5.554986707664915e-10,0.006274030984484313,0.006274152368486775,4.137390267204752e-09,1.1173949411893843e-11,0.0018246211542767383,4.940780614014842e-10,7.166328928287269e-11,6.897165999683372e-07,6.215166643965693e-08,6.158128489005761e-07,1.0371721993859758e-06,0.000322362405640788,8.198386087975024e-10,1.5878651755409115e-07,1.3506223432592577e-08,1.7245016327667522e-11,1.4154799143671788e-09,1.3582330872235211e-08,1.6430825936523084e-13,1.4864144248189172e-13,6.710048363323646e-10,4.501284365860919e-15,5.911844289546418e-08,2.3819692226340285e-11,4.1417676923041276e-10,4.595058660396339e-12,1.683894987084064e-14,3.00414738508437e-11,3.2331756466834313e-15,1.4658824947754094e-18,5.313035795121878e-23,2.5655415560784014e-16,9.986347072429663e-17,1.9699979439633613e-14,1.0654576908282583e-23,1.8379944582540283e-12,3.7839395078037184e-17,3.155189689704595e-12,3.2022416235154307e-17,1.8028298674787277e-15,5.580691430236966e-11,4.113248385540556e-12,6.135702664697324e-16,1.7787328582516555e-11,2.764221473593713e-12,1.3629413735603834e-16,2.2135271098261157e-16,2.3788730300587193e-07,1.5531238114438328e-19,9.764999780635552e-11,3.0448835055867434e-15,3.049288838972867e-11,4.365095078273127e-08,1.5606503171220036e-17,2.4933994417316104e-12,7.297650807054738e-11,9.871250738440175e-15,6.902782600899884e-19,1.3916224574710307e-15,1.152557416128499e-12,9.25448882588515e-13,6.15803445216244e-14,4.6348697558637644e-17,1.2527673826496015e-16
4.007839630350248e-08,0.8040075579404972,1.5805843639861296e-06,3.347066962956539e-08,2.0801922954408048e-07,2.924794532747544e-07,0.0,0.0,1.8680531426832653e-06,1.4070096515152796e-10,3.946020003008521e-10,8.149263867035366e-11,1.7298431154371877e-11,3.4107640555177625e-21,2.4531174750018455e-15,4.469021417842923e-11,6.153160218482718e-08,6.534751604900518e-11,8.602214293076544e-16,4.131097512689997e-15,7.62262736385688e-08,1.0997711560651688e-13,5.082498364591861e-11,9.987909429132193e-15,1.269748324336313e-12,2.5791155194538227e-11,4.223143739089735e-10,1.454585736073782e-10,6.413807508438257e-17,4.435496677646486e-17,4.195355649930142e-14,1.935769977962626e-15,1.0147365973449627e-11,9.759588416528693e-14,3.76,0.0,0.6013571129670046,0.998173298538431,1.3127295466212442e-08,6.02583205743043e-10,0.006471564127275023,0.00647169501072689,4.270951043317166e-09,1.1551680768953948e-11,0.0018246210259525001,5.48030329912748e-10,8.184790911172631e-11,7.025177506283133e-07,6.34110655161283e-08,6.496068693704296e-07,1.0896307299963599e-06,0.00033249883941614795,8.914439779073004e-10,1.6896588399777596e-07,1.3736967410871053e-08,1.835224226048579e-11,1.4635846675041218e-09,1.3898413510077043e-08,1.8576444945170722e-13,1.6706834085966834e-13,7.114813200384953e-10,5.238493372916805e-15,6.212835992386768e-08,2.4271831614360584e-11,4.4950414187740415e-10,4.98984307686629e-12,1.7942245749525246e-14,3.3648122099014854e-11,3.636889615168845e-15,1.7239407940112972e-18,6.221898297923685e-23,2.8134791012368393e-16,1.0965531704708299e-16,2.148992161614919e-14,1.2440115364983942e-23,1.8714617355857126e-12,3.939854358874417e-17,3.2346833163202343e-12,3.268628352318809e-17,2.009671993466799e-15,5.639492935291894e-11,4.32264004869444e-12,6.561072765334804e-16,1.875163409504887e-11,2.91007798274247e-12,1.4391037261773595e-16,2.4543309009323203e-16,2.5309896362460697e-07,1.6743900154094216e-19,1.0456130839090717e-10,3.2698708144927426e-15,3.3837830383856644e-11,4.40034603151498e-08,1.8148089709507572e-17,2.7092700358218515e-12,7.980240859734801e-11,1.1044526746063559e-14,8.134674639650718e-19,1.5283408957681254e-15,1.2999666023021206e-12,1.0029600351723863e-12,6.544127526021813e-14,5.241226306166759e-17,1.420480874808574e-16
4.1308265308734176e-08,0.8040378736170186,1.6499928074300087e-06,3.5842647619606304e-08,2.2159879908480783e-07,3.153791251370228e-07,0.0,0.0,1.925050916730218e-06,1.4944813773658734e-10,4.32181481556912e-10,8.622895927809645e-11,1.8787139903670372e-11,3.879264588322937e-21,2.628959479272706e-15,4.544791722976218e-11,6.45494309794271e-08,7.219359653222275e-11,9.846412428356687e-16,4.645635471485084e-15,8.097177945662191e-08,1.197832598301919e-13,5.107882416278639e-11,1.0964628822724629e-14,1.3445930880480912e-12,2.9362037705548016e-11,4.4549001647263564e-10,1.5220140435941193e-10,7.281015699960856e-17,4.913331940974264e-17,4.6816131046089954e-14,2.1445550814883726e-15,1.0973994538162781e-11,1.0901970386247156e-13,3.76,0.0,0.6011544565436276,0.9981732277552097,1.441476226245269e-08,6.519954473466813e-10,0.006669030569620348,0.006669171271366535,4.404466720820018e-09,1.1929284624257621e-11,0.0018246208968216767,6.059532603614896e-10,9.31070469133e-11,7.153204335563485e-07,6.466814309372566e-08,6.840839131943294e-07,1.1430514640522535e-06,0.0003426310601597984,9.66907709320225e-10,1.7945943173307691e-07,1.3968509512342263e-08,1.94938024152713e-11,1.5123186429887183e-09,1.4210939971110546e-08,2.092739208080403e-13,1.8710463135555388e-13,7.532926759860937e-10,6.068729619996564e-15,6.51940796142765e-08,2.472345049602766e-11,4.866036242748782e-10,5.40473236085359e-12,1.9081301045232197e-14,3.755744486194585e-11,4.07583422065359e-15,2.0171005336637347e-18,7.250748960365557e-23,3.0757112112426024e-16,1.2002023101291807e-16,2.337589025004138e-14,1.4456455077644466e-23,1.903852974287562e-12,4.0927694823416595e-17,3.3129897104839713e-12,3.3328322900102896e-17,2.2323265549319075e-15,5.699424932756817e-11,4.5359825820001465e-12,7.002103051531846e-16,1.973484917885523e-11,3.059090730946028e-12,1.5169950189542821e-16,2.711648269512069e-16,2.687764271027594e-07,1.8012150475571822e-19,1.1169321204858296e-10,3.5023865850032903e-15,3.741912873396088e-11,4.4338348999559495e-08,2.101184339797207e-17,2.9352625646443506e-12,8.700919630020991e-11,1.2314520906420058e-14,9.538680365436311e-19,1.6730866594943188e-15,1.460659773810361e-12,1.0841277950042087e-12,6.942496020585273e-14,5.903569670439378e-17,1.6040641721489727e-16
4.2538134313965874e-08,0.8040681793806098,1.7200475130326264e-06,3.8291448430846425e-08,2.3562397441558203e-07,3.392584781705265e-07,0.0,0.0,1.9820300973891596e-06,1.5845782098202711e-10,4.720930141177571e-10,9.104528125622939e-11,2.0349964160002497e-11,4.393190754104271e-21,2.8108664925463216e-15,4.618481608070706e-11,6.762092405433778e-08,7.955145741289798e-11,1.1231728694068692e-15,5.207974930857058e-15,8.586027995918999e-08,1.301223459039202e-13,5.131910283276034e-11,1.2000961552710707e-14,1.4210681039340234e-12,3.329028457749659e-11,4.691159244805529e-10,1.5908369993745677e-10,8.233957624020317e-17,5.428417782674309e-17,5.206903988008563e-14,2.367564094007982e-15,1.1837000031488688e-11,1.2135308940933427e-13,3.76,0.0,0.6009518666476384,0.9981731565289322,1.578516361135842e-08,7.037757763220451e-10,0.0068664303331457946,0.006866581170838451,4.5379373143345285e-09,1.2306761003503853e-11,0.0018246207668817674,6.680049451095694e-10,1.0551606678022727e-10,7.281347240723631e-07,6.592405742461102e-08,7.192426136855943e-07,1.1974348553966891e-06,0.0003527590694403166,1.0463278771198689e-09,1.9026698527541593e-07,1.4200856483007463e-08,2.0669688584286036e-11,1.5616880768097194e-09,1.4520439759659473e-08,2.3496910395592826e-13,2.088363073165469e-13,7.964536864424257e-10,7.000494400146925e-15,6.831561467409852e-08,2.517497117397753e-11,5.25508065897709e-10,5.840118963307643e-12,2.0256207419728103e-14,4.1784702064780504e-11,4.5518512095491516e-15,2.3488243504012416e-18,8.411069025408057e-23,3.35252883354623e-16,1.3097008296630142e-16,2.5359759290712928e-14,1.672521514499565e-23,1.9353116962724737e-12,4.242643048097951e-17,3.390261632752301e-12,3.395093810718538e-17,2.471419957968696e-15,5.7604868486465467e-11,4.753281926959302e-12,7.459023968916457e-16,2.0736934581018088e-11,3.2112774464973964e-12,1.5966232872814016e-16,2.9859524115112825e-16,2.8491919905960263e-07,1.9337080454497825e-19,1.1904405601292314e-10,3.7423697107451006e-15,4.124450425826902e-11,4.4657261122768924e-08,2.4228014242354766e-17,3.1714659124465613e-12,9.460441359295619e-11,1.3685971586665921e-14,1.113275278342376e-18,1.8260267437931754e-15,1.635352521418629e-12,1.1689995946780764e-12,7.353247836872354e-14,6.625097747751838e-17,1.8044459470545816e-16
4.376800331919757e-08,0.8040984752347013,1.790738966778001e-06,4.081630121762066e-08,2.5009534337224185e-07,3.6412599679994056e-07,0.0,0.0,2.0389907670199865e-06,1.6772990749377094e-10,5.144096469296868e-10,9.593944513363519e-11,2.1987806967327785e-11,4.9551381423573985e-21,2.99881900780261e-15,4.6904126118714446e-11,7.074611415462522e-08,8.744586178798886e-11,1.276982863856663e-15,5.821233848072833e-15,9.08917483451286e-08,1.4100504374615057e-13,5.1547480315181726e-11,1.3098566683096012e-14,1.4991589144754517e-12,3.759836373871117e-11,4.931812847062243e-10,1.6610656071455918e-10,9.27828892009471e-17,5.982600309983228e-17,5.773034498272461e-14,2.6052037746224724e-15,1.2736504270220804e-11,1.3463476944614398e-13,3.76,0.0,0.6007493432456773,0.9981730848582422,1.7241196904496134e-08,7.579645381689197e-10,0.007063763439468686,0.007063924729716944,4.671362838477148e-09,1.2684109938514243e-11,0.0018246206361302772,7.343447710866257e-10,1.1915303366062152e-10,7.409694677758791e-07,6.717982433684725e-08,7.550822291061676e-07,1.2527820704800069e-06,0.0003628828688248087,1.1298038307109968e-09,2.0138836994676374e-07,1.4434015378780222e-08,2.1879892730206202e-11,1.6116992413047172e-09,1.4827397420429025e-08,2.6298750751702264e-13,2.323514941867878e-13,8.409793450003832e-10,8.042798160534882e-15,7.149302039148835e-08,2.5626764116352135e-11,5.662503607591629e-10,6.296396117145262e-12,2.1467059028126197e-14,4.6345476943686436e-11,5.0668218526056614e-15,2.7227978669126045e-18,9.715057922985118e-23,3.64421870620026e-16,1.4251656954274447e-16,2.7443398307938397e-14,1.926934009043069e-23,1.9659759275533544e-12,4.389468125603636e-17,3.466640149261268e-12,3.4556470367426347e-17,2.727580847649056e-15,5.8226790786889e-11,4.974546874705652e-12,7.932073410599533e-16,2.1757868018809016e-11,3.3666578802037412e-12,1.6779979293787297e-16,3.277709180943276e-16,3.015267855950492e-07,2.0719794307222032e-19,1.266122997274576e-10,3.989762759190184e-15,4.5321637862831244e-11,4.4961700096156463e-08,2.7828801439550346e-17,3.4179685619770456e-12,1.0259550351158362e-10,1.5163713764060354e-14,1.2936156707802202e-18,1.98732565954828e-15,1.824773773949035e-12,1.2576224538131441e-12,7.776493076603126e-14,7.409094549879939e-17,2.022580262494828e-16
4.499787232442927e-08,0.804128761182887,1.8620589818797976e-06,4.341644272893333e-08,2.650134453533921e-07,3.8999003271313437e-07,0.0,0.0,2.0959330088839636e-06,1.772642900624016e-10,5.592047500290155e-10,1.0090963028379352e-10,2.3701520574755102e-11,5.567747745506836e-21,3.1927998491875685e-15,4.760892687216359e-11,7.39250721307457e-08,9.590220806269733e-11,1.4472979755775987e-15,6.488659166247004e-15,9.606615772949123e-08,1.5244180041183538e-13,5.176545841799224e-11,1.425912098531963e-14,1.5788535566966865e-12,4.230932224089788e-11,5.176755533342172e-10,1.7327108319366216e-10,1.0419883683291079e-16,6.577771148201241e-17,6.381833227270622e-14,2.857874742360492e-15,1.367260317037712e-11,1.4890354702923688e-13,3.76,0.0,0.600546886304415,0.9981730127417983,1.8785564051771385e-08,8.146020751086802e-10,0.00726102991019692,0.0072612019687049055,4.804743307858679e-09,1.3061331464510838e-11,0.0018246205045647325,8.051334067523358e-10,1.3409872054831563e-10,7.538324348253299e-07,6.84363352059432e-08,7.916025685026075e-07,1.3090949011928365e-06,0.00037300245987892286,1.2174362226387508e-09,2.1282341187390036e-07,1.4667993544652386e-08,2.312440698363237e-11,1.6623584503304456e-09,1.5132255180228006e-08,2.934718186995714e-13,2.5774048562923724e-13,8.868848544976622e-10,9.205177419786902e-15,7.472638950733288e-08,2.607915448602438e-11,6.088634707491331e-10,6.77395809210582e-12,2.271395248438662e-14,5.1255678775794484e-11,5.622667250820391e-15,3.142937477141603e-18,1.1175657836506042e-22,3.9510636844588735e-16,1.546712273037174e-16,2.9628674176625384e-14,2.2113144559435177e-23,1.9959780011004546e-12,4.5332691348950827e-17,3.542255039731403e-12,3.5147190832214983e-17,3.0014400792704702e-15,5.886002869211834e-11,5.199788724562307e-12,8.421496170063233e-16,2.2797642088711738e-11,3.5252535986450986e-12,1.761129560724555e-16,3.587377395499412e-16,3.185986932894252e-07,2.2161408876336403e-19,1.3439651583553724e-10,4.2445120626405025e-15,4.965817395144604e-11,4.5253040187357297e-08,3.184842841132426e-17,3.6748589074968596e-12,1.1098981751924645e-10,1.6752679850018134e-14,1.4969531901217169e-18,2.157145627188946e-15,2.0296655859137043e-12,1.3500430439972409e-12,8.212343811069327e-14,8.258931007422664e-17,2.2594468106768313e-16
4.622774132966097e-08,0.8041590372289297,1.934000536894924e-06,4.609111966689731e-08,2.803787744787404e-07,4.168588226904476e-07,0.0,0.0,2.1528569070701956e-06,1.870608616683261e-10,6.065520225423807e-10,1.0595434055518068e-10,2.549190804816916e-11,6.233705732397638e-21,3.392794428896606e-15,4.8302160587719487e-11,7.715790240792696e-08,1.0494653144478165e-10,1.6354063351120488e-15,7.213628892236351e-15,1.0138348114939312e-07,1.6444284483409966e-13,5.197439596714716e-11,1.5484321293606256e-14,1.6601423389015143e-12,4.7446777537906565e-11,5.425884493044243e-10,1.805783603951048e-10,1.1664839660300411e-16,7.215868388207586e-17,7.035150271361437e-14,3.125971730723992e-15,1.4645368342416773e-11,1.6419827234858153e-13,3.76,0.0,0.600344495790546,0.9981729401782704,2.0420971201041664e-08,8.737287542071656e-10,0.007458229766927872,0.007458412908621908,4.938078737083507e-09,1.3438425618737819e-11,0.001824620372182701,8.805327896307914e-10,1.5043661569537976e-10,7.667304545585713e-07,6.969437263017077e-08,8.288039264266899e-07,1.366375688578574e-06,0.0003831178441668634,1.3093270295271474e-09,2.245719379866706e-07,1.4902798592424723e-08,2.4403223640704305e-11,1.7136720625331625e-09,1.543541569601615e-08,3.265700043632655e-13,2.8509578052879277e-13,9.341856246909044e-10,1.0497711942504283e-14,7.801584771536246e-08,2.6532427835203214e-11,6.533804462028581e-10,7.273200419575814e-12,2.3996986828625025e-14,5.653154570361457e-11,6.221348659151574e-15,3.613398251415448e-18,1.2806578645037575e-22,4.2733430419463864e-16,1.674454453091383e-16,3.1917452561931954e-14,2.5282358696898233e-23,2.0254444606593326e-12,4.674098482800977e-17,3.6172253095910094e-12,3.572529518523101e-17,3.293630703434364e-15,5.950460212936828e-11,5.429020985286182e-12,8.92754344742585e-16,2.3856262438193575e-11,3.687087803802018e-12,1.846029887065136e-16,3.9154091394606796e-16,3.3613442920317955e-07,2.3663053349488544e-19,1.4239539013388317e-10,4.5065677642691115e-15,5.42617238805511e-11,4.553253733535658e-08,3.632321899954288e-17,3.942225515306649e-12,1.197946227094051e-10,1.8457900526104818e-14,1.7254958297496072e-18,2.335646755322162e-15,2.2507829400984897e-12,1.4463077457959085e-12,8.66091387841856e-14,9.178065781967488e-17,2.5160511535612455e-16
4.745761033489267e-08,0.8041893033767282,2.006557634533723e-06,4.883959064966272e-08,2.961917824643091e-07,4.44740504164312e-07,0.0,0.0,2.2097625464291025e-06,1.971195154865961e-10,6.565255007753061e-10,1.1107238970471572e-10,2.7359724837076506e-11,6.955743485911747e-21,3.598790962685056e-15,4.898663268850417e-11,8.044473903453918e-08,1.1460550522333824e-10,1.8426586274459655e-15,7.999654075046622e-15,1.0684369156976553e-07,1.770181924662751e-13,5.217552297862763e-11,1.677588670840645e-14,1.7430176330174604e-12,5.3034909177848317e-11,5.679099478249798e-10,1.8802948223022256e-10,1.301948356745787e-16,7.898877562132068e-17,7.734856366041214e-14,3.409883843884014e-15,1.5654848611849856e-11,1.8055781721830555e-13,3.76,0.0,0.6001421716707857,0.9981728671663387,2.2150128476268264e-08,9.353849919703767e-10,0.007655363031247461,0.007655557570393345,5.071369140748842e-09,1.3815392439899569e-11,0.0018246202389817715,9.60706114281485e-10,1.6825292985323196e-10,7.796695321819189e-07,7.095462400964522e-08,8.666870258228667e-07,1.4246272564877591e-06,0.00039322902325140475,1.4055795666765682e-09,2.3663377601623858e-07,1.5138438378859686e-08,2.5716335160822743e-11,1.7656464832713616e-09,1.5737244848557602e-08,3.6243541266904044e-13,3.1451212068133794e-13,9.828972697675395e-10,1.1931042177108665e-14,8.136154973768432e-08,2.6986835038959487e-11,6.998344439318479e-10,7.794520089851293e-12,2.531626349616851e-14,6.218964763088864e-11,6.864867824645248e-15,4.138581964941816e-18,1.462232325145514e-22,4.611332747710056e-16,1.8085047668271161e-16,3.431159922071913e-14,2.8804174221444546e-23,2.05449605154902e-12,4.812033397148965e-17,3.691659779081385e-12,3.629290014069884e-17,3.604787963621634e-15,6.016053758433969e-11,5.6622591153182395e-12,9.450472406717635e-16,2.4933746177521854e-11,3.85218517678407e-12,1.9327115944056795e-16,4.2622500613068897e-16,3.541335008765397e-07,2.5225869201409816e-19,1.5060772062403657e-10,4.775883824750942e-15,5.913986943166953e-11,4.5801339084188107e-08,4.1291674862465394e-17,4.220157336666812e-12,1.2901710843756086e-10,2.0284505588961832e-14,1.9816023383713556e-18,2.5229872049787088e-15,2.48889356448509e-12,1.5464626984795998e-12,9.122318706928827e-14,1.0170046071828265e-16,2.793424962151137e-16
4.868747934012437e-08,0.8042195596303058,2.079725177788051e-06,5.166112784563792e-08,3.1245288125592914e-07,4.7364312887468647e-07,0.0,0.0,2.2666500125122044e-06,2.0744014489142744e-10,7.091995663941979e-10,1.16262886884754e-10,2.9305680298791694e-11,7.736637884076405e-21,3.810780650003935e-15,4.966501362398833e-11,8.378574221473406e-08,1.2490644186036205e-10,2.0704692536090564e-15,8.850380689332527e-15,1.1244676188900247e-07,1.901776498280497e-13,5.2369953371681376e-11,1.813556066224994e-14,1.827473682564982e-12,5.909845089597666e-11,5.936302740463779e-10,1.9562553586050148e-10,1.4490376524722138e-16,8.628832642105198e-17,8.482842044701192e-14,3.709994810529933e-15,1.6701071469801073e-11,1.9802105122031198e-13,3.76,0.0,0.5999399139118641,0.9981727937046903,2.3975749732053405e-08,9.99611275980772e-10,0.007852429724729324,0.007852635975040453,5.204614533444019e-09,1.419223196774949e-11,0.0018246201049595357,1.0458178205476347e-09,1.87636603547083e-10,7.926549505758083e-07,7.22176933841758e-08,9.052529677863979e-07,1.4838528535107713e-06,0.0004033359986939055,1.506298497368122e-09,2.4900875449334456e-07,1.5374920986058567e-08,2.7063734164475273e-11,1.8182881658697694e-09,1.6038074497215498e-08,4.012268753287675e-13,3.4608652901639844e-13,1.0330356057703843e-09,1.3516386953766269e-14,8.476367588157941e-08,2.7442596597404796e-11,7.48258743131537e-10,8.338315726275543e-12,2.6671886288234492e-14,6.824688915720322e-11,7.555267333988903e-15,4.723145248703675e-18,1.6638213292579302e-22,4.965305721916477e-16,1.9489744928659232e-16,3.681298114825718e-14,3.270729118795696e-23,2.083247776235367e-12,4.947172967789508e-17,3.765657709341287e-12,3.685204140768597e-17,3.935549303976032e-15,6.08278673093421e-11,5.899520295510145e-12,9.990545779579151e-16,2.6030120491343433e-11,4.020571741635132e-12,2.0211882531408185e-16,4.628339669914243e-16,3.72595416329129e-07,2.6851010016279175e-19,1.5903241587691756e-10,5.052417998454722e-15,6.430016626469399e-11,4.606049371900602e-08,4.679455405495409e-17,4.5087438815352885e-12,1.3866439244618432e-10,2.2237724800965914e-14,2.267789175597969e-18,2.719323341128805e-15,2.7447777620959347e-12,1.6505538436414633e-12,9.596675159977602e-14,1.123850841309979e-16,3.092626255106311e-16
4.9917348345356066e-08,0.804249805993794,2.1534988609578785e-06,5.4555018327035815e-08,3.291624454504975e-07,5.035746748824779e-07,0.0,0.0,2.323519391517657e-06,2.1802264346045523e-10,7.646489547057533e-10,1.2152522235649433e-10,3.1330439181277004e-11,8.57921180749452e-21,4.028757822976047e-15,5.0339841767071416e-11,8.718109525755207e-08,1.3587729391567163e-10,2.320317482085151e-15,9.769591429279721e-15,1.181926649445e-07,2.039308189576627e-13,5.2558696395731045e-11,1.956511285940971e-14,1.9135064259792315e-12,6.566268310433926e-11,6.197398968921748e-10,2.0336760604299348e-10,1.6084319598889526e-16,9.407817056448965e-17,9.281016821948257e-14,4.026683235405757e-15,1.7784044456636854e-11,2.1662681941720786e-13,3.76,0.0,0.599737722480525,0.9981727197920186,2.59005523230457e-08,1.0664481839813408e-09,0.008049429868934102,0.008049648143671198,5.337814929749964e-09,1.4568944242656353e-11,0.0018246199701135966,1.1360335819389716e-09,2.0867931438690665e-10,8.056913593898544e-07,7.348411178483679e-08,9.445031872581785e-07,1.5440561020021114e-06,0.0004134387720543233,1.6115898376433148e-09,2.616967027465681e-07,1.5612254703910746e-08,2.844541343116553e-11,1.8716036122729494e-09,1.633820514360526e-08,4.4310881045537516e-13,3.7991834816914347e-13,1.0846166480202785e-09,1.5265561442641073e-14,8.822242901016477e-08,2.7899906398912183e-11,7.986867594619182e-10,8.904987739429979e-12,2.806396134431958e-14,7.472051252633443e-11,8.294630966717548e-15,5.372007863248122e-18,1.8870415232153342e-22,5.335532072171707e-16,2.0959737558849004e-16,3.9423467590991175e-14,3.702196543994037e-23,2.111808999031473e-12,5.07963539830532e-17,3.839309439655232e-12,3.7404672816546534e-17,4.286554385642994e-15,6.150662862833979e-11,6.140823229668643e-12,1.0548031510500862e-15,2.714542142123736e-11,4.192274746346205e-12,2.1114742342840193e-16,5.014111630392729e-16,3.9151968405955956e-07,2.853964116628792e-19,1.676684928644198e-10,5.336131785597672e-15,6.975014732567959e-11,4.631095866707497e-08,5.2874950804216285e-17,4.808075359282154e-12,1.4874352652941144e-10,2.4322888743372274e-14,2.5867376884631544e-18,2.924809872658447e-15,3.0192282527284723e-12,1.758626963545862e-12,1.0084101399632402e-13,1.238717946995987e-16,3.4147396350631814e-16
