Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71)
1.2749219923383442e-18,0.5857265520967104,4.4192808228686e-25,6.435905416563095e-29,1.1838187062924417e-37,1.4570329266186901e-36,0.0,0.0,6.551792250010687e-20,1.3033525962396545e-35,1.319189535088583e-53,4.928009501822729e-64,4.447433203783184e-64,6.659191887641337e-72,8.968976060003046e-53,4.9882265549477155e-56,1.2184608727068221e-68,4.624112373146673e-65,3.1623302155747184e-62,3.808057909881756e-61,1.1394992495965054e-35,2.7800128003045614e-54,4.423810531171576e-68,2.9499259010599416e-116,9.785039296923307e-85,3.958321111161522e-75,1.1715854977588586e-53,8.688829938408616e-85,2.513308079114606e-136,3.6982012386728286e-105,1.5186304854283562e-85,2.9400215010774004e-82,1.627705630127936e-65,1.825924706528397e-107,3.76,0.0,1.000253826433513,0.9999999999996712,3.2497161827816076e-49,7.074800271068254e-82,1.7547631726183566e-16,1.7547631726183566e-16,2.121070673517058e-35,5.1830727332151796e-40,3.28791270422732e-13,7.983152268873467e-39,9.750216425261841e-41,6.551836442800526e-20,1.419035461574785e-31,6.0193197606281404e-43,2.1016814587465893e-32,2.026133184546709e-18,7.407785824172991e-38
2.5509516493094757e-18,0.5857265520967105,8.842401483857102e-25,1.2877402433814055e-28,4.738360091564646e-37,5.831929026996673e-36,0.0,0.0,1.3109276760879592e-19,5.216807019851085e-35,1.0561537544999974e-52,3.9465361810263754e-63,4.511945325205447e-63,5.3314025836595386e-71,3.5899278066995374e-52,3.9946268737278436e-55,1.9516549625619286e-67,7.406603304635068e-64,2.5317871408591234e-61,3.0487617900919426e-60,4.5609666191341293e-35,2.2257006070073737e-53,7.08578499814081e-67,3.782950668205532e-114,3.1347269781588537e-83,6.344391278713434e-74,9.382170868882421e-53,2.784582976233536e-83,6.446692923978907e-134,2.370444842350797e-103,4.865063262445053e-84,9.418614094704665e-81,2.6071540024084512e-64,1.17039721885996e-105,3.76,0.0,1.0002538264335128,0.9999999999993421,2.601748987630593e-48,2.2664770949063132e-80,3.511050900556103e-16,3.511050900556103e-16,8.489810361617766e-35,2.074579840924561e-39,6.578681963608185e-13,3.1953413770366496e-38,3.902627560591931e-40,1.3109365184820818e-19,5.679839959400411e-31,4.819115812576871e-42,8.412202974918789e-32,4.054026693319783e-18,2.965044854368433e-37
5.1030109632517396e-18,0.5857265520967107,1.768864377807144e-24,2.5760396538655373e-28,1.8959613532949872e-36,2.3335314012837375e-35,0.0,0.0,2.622424578261165e-19,2.087402328522008e-34,8.452439946346686e-52,3.1602404878646533e-62,5.133576992618214e-62,4.2667423886811084e-70,1.4364387324950243e-51,3.197320541781584e-54,3.124342960903005e-66,1.1856987751532108e-62,2.0261993925620832e-60,2.439936012943164e-59,1.8249807410675448e-34,1.781236921403835e-52,1.1343410021672022e-65,4.846691052180718e-112,1.0036752816342985e-81,1.0172490232203025e-72,7.509533303265126e-52,8.917323042393863e-82,1.6519712354048488e-131,1.5182364512239045e-101,1.5576920894519606e-82,3.015644787624059e-79,4.173707688493111e-63,7.496334149696972e-104,3.76,0.0,1.0002538264335123,0.9999999999986839,2.0821900343870352e-47,7.256794805005909e-79,7.023626356431595e-16,7.023626356431595e-16,3.3970299919327227e-34,8.301021628291051e-39,1.3160220436157421e-12,1.2785527632739967e-37,1.5615593736229912e-39,2.62244226687549e-19,2.2726758171439475e-30,3.8567572776864607e-41,3.3659769301313484e-31,8.109813710865928e-18,1.1864041567234048e-36
1.0207129591136267e-17,0.5857265520967107,3.538113225544948e-24,5.152638502969573e-28,7.585080922706253e-36,9.335646282129602e-35,0.0,0.0,5.245418382605282e-19,8.350968548851417e-34,6.763236247807469e-51,2.531572468114141e-61,6.544343376410308e-61,3.414042177764945e-69,5.746690283221864e-51,2.558504208763686e-53,5.000305146293599e-65,1.8976319836940795e-61,1.6212677135699597e-59,1.9523195218189383e-58,7.301111320362235e-34,1.4252601692040863e-51,1.8154380653449703e-64,6.206655432863334e-110,3.2126614174213617e-80,1.6333475413213607e-71,6.009145656547133e-51,2.854609031496783e-80,4.231118451692896e-129,9.720400521293153e-100,4.986010064394676e-81,9.652765387926366e-78,6.6797418467517585e-62,4.799520198665095e-102,3.76,0.0,1.0002538264335117,0.9999999999973677,1.6660685763977018e-46,2.3228254351951997e-77,1.4048777268182572e-15,1.4048777268182572e-15,1.3590331967021139e-33,3.3209491807523845e-38,2.632329719640592e-12,5.115043596422557e-37,6.247254389748351e-39,5.245453763619703e-19,9.092183145940284e-30,3.0859917983434607e-40,1.3466099512946068e-30,1.6221387745958213e-17,4.746389166874515e-36
2.041536684690532e-17,0.5857265520967108,7.0766124766003e-24,1.0305836313720768e-27,3.034280048844878e-35,3.7345633735682853e-34,0.0,0.0,1.049140599128433e-18,3.340659285850992e-33,5.411102852924141e-50,2.0300905991214656e-60,9.135064901464523e-60,2.731493076008024e-68,2.2988631975668755e-50,2.0470625088446526e-52,8.001573534207117e-64,3.0366223871641724e-60,1.2971378826867077e-58,1.5620039177332505e-57,2.9206822162897322e-33,1.140316399658086e-50,2.905094928915439e-63,7.946370152004225e-108,1.0281957604073066e-78,2.6308573590292383e-70,4.807924204897644e-50,9.136454317547253e-79,1.0834316307789441e-126,6.222236508638368e-98,1.5957465149841343e-79,3.089317320326858e-76,1.068903480338351e-60,3.072305760238731e-100,3.76,0.0,1.0002538264335104,0.9999999999947351,1.3329817239187248e-45,7.434083324673176e-76,2.8099079091684514e-15,2.8099079091684514e-15,5.4365752098930556e-33,1.3284877855085432e-37,5.2649449977503034e-12,2.0461839589519353e-36,2.499105190755147e-38,1.0491476756937715e-18,3.637169254775422e-29,2.4690278540952225e-39,5.386878194804394e-30,3.2444535816142766e-17,1.8987101857429848e-35
4.083184135844343e-17,0.5857265520967111,1.4153617201029984e-23,2.061223238539606e-27,1.2137620054667886e-34,1.4938868866744037e-33,0.0,0.0,2.098338120860568e-18,1.336318089536436e-32,4.329087968796642e-49,1.6315744500585494e-59,1.3547243960245928e-58,2.185298198849516e-67,9.195826974602678e-50,1.6377536702352187e-51,1.2803386015813266e-62,4.858924813351042e-59,1.0377604636999046e-57,1.2496624572268369e-56,1.1683204258375017e-32,9.122964275930091e-50,4.648467124172335e-62,1.0172540055140583e-105,3.2904570362337487e-77,4.264659122697936e-69,3.846582450519576e-49,2.9239382774323647e-77,2.773924619162524e-124,3.982609063158271e-96,5.106746145036383e-78,9.886507307917284e-75,1.7103614066742552e-59,1.966491616126041e-98,3.76,0.0,1.0002538264335075,0.9999999999894699,1.0664364945208696e-44,2.37907339655829e-74,5.619968273868831e-15,5.619968273868831e-15,2.1747185651005155e-32,5.314167373118998e-37,1.0530175258209794e-11,8.185068887305633e-36,9.996827977785791e-38,2.0983522742892092e-18,1.4549269031760453e-28,1.9753160542952525e-38,2.1548389589071578e-29,6.489083195651177e-17,7.595149791908231e-35
8.166479038151964e-17,0.5857265520967117,2.830765153916528e-23,4.122502632944137e-27,4.8551515812264e-34,5.975675126871995e-33,0.0,0.0,4.196733164310139e-18,5.345381110457212e-32,3.4633528655916193e-48,1.3171706160699147e-58,2.0820441508150747e-57,1.748280053779498e-66,3.6784056300053064e-49,1.3102444028752334e-50,2.048611252814833e-61,7.774542905425924e-58,8.30229506805635e-57,9.997536952482201e-56,4.6733767836858597e-32,7.298544654205639e-49,7.437799585078659e-61,1.3021613935233115e-103,1.0529831586905124e-75,6.9998006334254e-68,3.0773631978759894e-48,9.35703914445012e-76,7.101681803531657e-122,2.5489906702891224e-94,1.634215935381233e-76,3.1637930415708576e-73,2.736670930878238e-58,1.2586490813062233e-96,3.76,0.0,1.000253826433502,0.9999999999789394,8.531702304107496e-44,7.613301720638096e-73,1.1240089003269558e-14,1.1240089003269558e-14,8.699051172844771e-32,2.1257101938109286e-36,2.1060634596089168e-11,3.2740941655066146e-35,3.998812899971946e-37,4.196761471207424e-18,5.819826016368937e-28,1.5802903525937791e-37,8.619531200227831e-29,1.2978342423724944e-16,3.0381217276078916e-34
1.6333068842767208e-16,0.5857265520967129,5.661581977253979e-23,8.245062142033593e-27,1.942084213132736e-33,2.3902991698128206e-32,0.0,0.0,8.393523251150483e-18,2.1381741948254643e-31,2.7707156311759084e-47,1.0727573424743196e-57,3.2628562960877382e-56,1.3986406385244238e-65,1.4713772217401378e-48,1.0482121094805422e-49,3.277833658280398e-60,1.24394792143601e-56,6.641937755663318e-56,7.998124474991791e-55,1.8693697297107717e-31,5.8389050134653e-48,1.190068104755095e-59,2.0473679004796088e-101,3.369605219292867e-74,1.1763531560021997e-66,2.4619294536444424e-47,2.9943223934610977e-74,1.8180861975745577e-119,1.6313927085041222e-92,5.229582460553509e-75,1.012431484561626e-71,4.3787476553444183e-57,8.055998309491945e-95,3.76,0.0,1.0002538264334906,0.9999999999578785,6.825455393126664e-43,2.4362992919799e-71,2.2480330462070886e-14,2.2480330462070886e-14,3.479655809545861e-31,8.502927245751937e-36,4.2121548539690566e-11,1.3096509877172576e-34,1.5995417134701176e-36,8.39357986395321e-18,2.327954086711418e-27,1.2642472855356735e-36,3.447847552928364e-28,2.5956860879872325e-16,1.215261053287688e-33
3.2666248451997697e-16,0.5857265520967152,1.1323255446770601e-22,1.649018404135418e-26,7.768406962747084e-33,9.561283740097575e-32,0.0,0.0,1.6787103424595997e-17,8.552740280674086e-31,2.2165863877763833e-46,8.886244971551042e-57,5.1658376156383386e-55,1.1189191449029904e-64,5.885538839145329e-48,8.3857632291109e-49,5.244578570456351e-59,1.9903335192796452e-55,5.313618336068498e-55,6.398537535643999e-54,7.477516951485152e-31,4.671151720263135e-47,1.9041250914533166e-58,2.6244771473051717e-99,1.0782831658637431e-72,2.062560219396265e-65,1.969559120797829e-46,9.581943448835004e-73,4.6543719114317034e-117,1.0441037110460096e-90,1.673481019242638e-73,3.239809078866682e-70,7.006055647302155e-56,5.156466112985226e-93,3.76,0.0,1.000253826433468,0.9999999999157566,5.460416789986647e-42,7.796226404691138e-70,4.496081337967302e-14,4.496081337967302e-14,1.3918693580149172e-30,3.401188176968735e-35,8.424335749827249e-11,5.23863058825008e-34,6.398201653507314e-36,1.6787216645082218e-17,9.31186370114498e-27,1.0114038292085316e-35,1.3791460354541731e-27,5.191389779216651e-16,4.861068937474447e-33
6.533260767045866e-16,0.5857265520967198,2.2646761677171904e-22,3.298043936472256e-26,3.1073951661645677e-32,3.824553966231549e-31,0.0,0.0,3.357426377054631e-17,3.421104812478212e-30,1.773275538999307e-45,7.595635003479005e-56,8.221553805506004e-54,8.951379629067125e-64,2.3542215361688245e-47,6.708637131158898e-48,8.391362106784744e-58,3.184547105542239e-54,4.2509658428122615e-54,5.118845195137616e-53,2.9910143871393574e-30,3.736932449268728e-46,3.046613003178853e-57,3.3594071428679986e-97,3.4505215656209322e-71,3.87733152103499e-64,1.5756535192167963e-45,3.0662397906745336e-71,1.1915283318200847e-114,6.682303359383214e-89,5.355162653169821e-72,1.0367434313724027e-68,1.1209736764405239e-54,3.3008813857001485e-91,3.76,0.0,1.0002538264334226,0.9999999998315131,4.3683785107593074e-41,2.4948036182520923e-68,8.992177921487528e-14,8.992177921487528e-14,5.5674912291521516e-30,1.3604787141202456e-34,1.6848689970102076e-10,2.0954575581746957e-33,2.5592889753574277e-35,3.357449018988995e-17,3.7247549463476014e-26,8.091254626559037e-35,5.516598167886865e-27,1.038279716167525e-15,1.944432519645199e-32
1.306653261073806e-15,0.5857265520967289,4.529441130345641e-22,6.596099611165278e-26,1.2429792298849335e-31,1.529848126934842e-30,0.0,0.0,6.714858445868409e-17,1.3684436649667545e-29,1.418624403714799e-44,6.855106869217897e-55,1.3119456755154138e-52,7.161114184681894e-63,9.4168982261933e-47,5.366920334435137e-47,1.3426210470579133e-56,5.09528614432497e-53,3.4008714177817426e-53,4.095082197667593e-52,1.1964072761664603e-29,2.9895503714054395e-45,4.87459095529582e-56,4.3000973898023154e-95,1.1041695252573334e-69,8.050859618807456e-63,1.2605253034526283e-44,9.811995953167826e-70,3.0503242215023163e-112,4.276686824946007e-87,1.7136557791962622e-70,3.317586181203178e-67,1.7935617676541489e-53,2.11349613972685e-89,3.76,0.0,1.0002538264333323,0.9999999996630262,3.4947593817769283e-40,7.983390609678447e-67,1.7984371088527164e-13,1.798437108852717e-13,2.2269990340168196e-29,5.44192164388587e-34,3.369736812493996e-10,8.381840841552731e-33,1.0237183361457288e-34,6.714903720970436e-17,1.489903867726006e-25,6.473013281924656e-34,2.2066420703505432e-26,2.0765611926591513e-15,7.777739966140056e-32
1.9599804454430253e-15,0.5857265520967382,6.794269809523237e-22,9.894159896006092e-26,2.641360613904079e-31,3.250964609715463e-30,0.0,0.0,1.0072290514305901e-16,2.907943875462945e-29,4.056384004266723e-44,2.1039895428749137e-54,4.8778007462879514e-52,2.047631843983598e-62,2.001091637215652e-46,1.5933053724369787e-46,5.07941123638304e-56,1.9273203486456648e-52,9.724548413802576e-53,1.170938006520287e-51,2.542366412673314e-29,8.548248812418162e-45,1.8441576962395454e-55,2.5710261398201687e-94,5.150926445612235e-69,3.3442151036772507e-62,3.7413122610690086e-44,4.693578661852097e-69,2.341057128630888e-111,2.4414614878735964e-86,7.993092126164518e-70,1.5474707217517129e-66,6.784426353639545e-53,1.2000261328876192e-88,3.76,0.0,1.000253826433242,0.9999999994945398,9.992915894316936e-40,3.72423618586426e-66,2.6976564255565987e-13,2.697656425556599e-13,4.7323742920601524e-29,1.1564087623710604e-33,5.054601599412051e-10,1.7811418377316665e-32,2.1754045938498402e-34,1.007235841597177e-16,3.1660468951679456e-25,1.8508779368736883e-33,4.689116149202913e-26,3.1148426691506834e-15,1.6527703605587978e-31
2.6133076298122447e-15,0.5857265520967473,9.059162205250941e-22,1.3192224791123158e-25,4.5058965201343e-31,5.5458209855668695e-30,0.0,0.0,1.3429722582367113e-16,4.960611112676879e-29,8.55609702183078e-44,4.728772095710272e-54,1.2494620786983113e-51,4.319049454853439e-62,3.4136276044481323e-46,3.471729622354065e-46,1.3221683716289556e-55,5.01601229067605e-52,2.051230449163644e-52,2.4698478900686492e-51,4.3369788482344715e-29,1.803073619732675e-44,4.800333396571674e-55,1.2425113647585115e-93,1.5684608839940335e-68,9.43638901079547e-62,8.150532801087958e-44,1.5531700162857352e-68,1.1975329167516159e-110,9.105380065221555e-86,2.433584998865123e-69,4.711824757360842e-66,1.7659055500056444e-52,4.615473899748343e-88,3.76,0.0,1.0002538264331515,0.9999999993260534,2.1078119822779968e-39,1.1340332731598018e-65,3.5968757422604e-13,3.5968757422604013e-13,8.072874707112828e-29,1.972697656673468e-33,6.739463357769814e-10,3.0384190133173736e-32,3.7109888131307545e-34,1.3429813103993e-16,5.400904573466647e-25,3.90403843169866e-33,7.999082051560992e-26,4.153124145642122e-15,2.819432343624269e-31
