Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615)
8.73382841967622e-05,1.0400616499460422,0.0006511185461149706,0.0002155120906139659,0.0002713208990182761,0.06858911705328918,0.0,0.0,0.0008640051544118273,1.834950286842921e-05,0.32387880615602416,0.016954761975856412,6.815269153712308e-05,3.1924378984917913e-10,1.7560241369352763e-07,6.656631104062337e-06,0.004581367971556506,0.004670304021775938,0.0003508244060786687,2.9896813222167767e-05,0.046630522719127876,7.006528050628047e-07,1.256924635739335e-06,5.876677722445856e-05,3.735767503702379e-07,0.07246724606050339,1.6197088934439786e-06,0.0012345464963207104,0.00023383444482448216,8.280383692681778e-07,1.1612836622075462e-06,3.047543702669755e-09,2.473958566017046e-07,4.822325125474838e-06,3.76,0.0,9.3866101002133e-07,0.7258384803171468,0.09822976939233515,0.021474579735028233,1.1316803626309597,0.5361380984842491,3.663860215037408e-07,1.0399600481102162e-09,0.0013323718118022217,4.803788901237275e-06,1.3016934353076973e-09,1.6418058748543157e-10,1.0525867042798717e-08,0.004791006788369999,1.1557508311259417e-09,0.0002814942218039362,0.00024144251773753662,0.0009616065742186489,0.028049688004049868,5.7297270641719726e-06,7.879533687200525e-06,4.263652433183275e-12,2.372794174716856e-12,1.6104815414199714e-07,3.2794717035510715e-07,7.698605300425371e-05,1.8973662913908304e-06,0.024219662974124038,1.6854672410006448e-10,1.2928226811606583e-07,0.002572117447224135,5.3555745114635836e-09,1.376113164879174e-06,0.012107217329784493,0.03589400246415247,6.607975276895645e-07,1.4769722436268608e-09,9.82991856420137e-11,4.369049082060702e-06,0.01474176464838183,3.196448424621951e-07,2.4816803063822026e-05,3.1510759841265077e-06,6.3578298926918836e-06,0.0034385626778045473,0.003873130495684419,1.7142139209765058e-09,4.873483024445338e-14,8.304335121579183e-06,7.839501174744806e-07,2.6456086717793623e-09,0.00014299503946043937,9.27143129940794e-08,7.335006268723645e-11,1.6991018992398223e-06,4.901648411979861e-07,1.0646467647036741e-14,4.800769711753409e-05,1.690919447362816e-08
8.764323886901143e-05,1.0403363054013872,0.0006528179074196846,0.0002154436541038006,0.0002718235550346294,0.068973262165063,0.0,0.0,0.0008632452375616418,1.8340441108194453e-05,0.3259009777283253,0.01707560274279209,6.832114053104944e-05,3.2210396003552856e-10,1.763705667347201e-07,6.6754284258141975e-06,0.004597084387197007,0.00467982844605702,0.00035220686567051057,2.994388970102484e-05,0.046738826808447737,7.046355112048986e-07,1.2632362315248998e-06,5.9250503403120855e-05,3.7436363427777956e-07,0.07252850341071913,1.6288574662048901e-06,0.0012451761578325326,0.00023561564603847898,8.335845732292121e-07,1.1666022423239972e-06,3.0592299170375937e-09,2.4791608398624254e-07,4.880620855423687e-06,3.76,0.0,9.366040738080807e-07,0.7243440747992715,0.09886291904696602,0.02167737844282273,1.1326712263474665,0.5343899976502245,3.6519300976427673e-07,1.0365702111787466e-09,0.0013296286290214827,4.78316680756328e-06,1.2965970454428128e-09,1.6382295439169103e-10,1.0508202375439233e-08,0.004782687112651836,1.1493071770238102e-09,0.0002815204786320457,0.0002413253344610186,0.000959033500188708,0.028043639658534552,5.724413143552262e-06,7.872219858564778e-06,4.2657697920322355e-12,2.3739692369888292e-12,1.611285033639337e-07,3.2822009833658627e-07,7.676631555146627e-05,1.8925522163421215e-06,0.024255346362401484,1.682195071410678e-10,1.2942463609192948e-07,0.002578405669595892,5.327887046871763e-09,1.3816114717206525e-06,0.012234323808662434,0.03606735708036218,6.690610779115886e-07,1.4706741000730557e-09,9.929071315192121e-11,4.367599989184808e-06,0.014859283998682466,3.221950915394198e-07,2.5129470639990067e-05,3.190776361062384e-06,6.423457821790437e-06,0.0034739802770440875,0.003909779109056545,1.7278892273496653e-09,4.912359015489907e-14,8.333308026030504e-06,7.871949133409735e-07,2.6654375350317887e-09,0.00014314837947183143,9.377824511865801e-08,7.403854437035673e-11,1.7158445178877907e-06,4.949883279761085e-07,1.0731390463404393e-14,4.7951506238241054e-05,1.6911248060274892e-08
8.794819354126066e-05,1.0406107610812332,0.0006545104250876094,0.00021537076274609303,0.0002723214807209973,0.06935697252259575,0.0,0.0,0.0008624569804588631,1.833041452041383e-05,0.32792278338078573,0.017196583795107738,6.848735032453743e-05,3.2497073236883244e-10,1.7713443444867684e-07,6.694102632388398e-06,0.004612745362351368,0.004689202127512513,0.0003535764004142861,2.999005598904483e-05,0.04684673621871439,7.086286813884217e-07,1.2695162112831387e-06,5.973443767295319e-05,3.7513325526990324e-07,0.07258643280695086,1.638018883455331e-06,0.0012558311972672223,0.00023739731687964322,8.391205248719826e-07,1.1718752334468321e-06,3.070883048287658e-09,2.4842982268218165e-07,4.939218760213173e-06,3.76,0.0,9.345479853020632e-07,0.7228513609150327,0.09949633720475784,0.021880564555504148,1.1336604544482016,0.5326465073419684,3.6400314099820904e-07,1.033189310304898e-09,0.0013268885514559979,4.762466491151697e-06,1.2914906925288895e-09,1.634625190566806e-10,1.0490330553186882e-08,0.0047743033377064025,1.142895219948237e-09,0.00028154136608250714,0.000241203902690792,0.0009564496670476204,0.028037433716893816,5.718995360608389e-06,7.864763336526143e-06,4.267768726533941e-12,2.3750784296526792e-12,1.612043444736785e-07,3.2847816551494145e-07,7.654569235951186e-05,1.8877365259527952e-06,0.024290011276797197,1.678886862956406e-10,1.295638735607846e-07,0.002584610563507277,5.30022918348479e-09,1.3870254463955726e-06,0.012361475690412054,0.0362395960674602,6.773496655943486e-07,1.464355700718969e-09,1.0028031588974469e-10,4.3660699263453616e-06,0.014977060903905567,3.2475093841776513e-07,2.5442950327089365e-05,3.2305806082206877e-06,6.488950809890326e-06,0.0035094616109391254,0.003946493558908647,1.7414527000631706e-09,4.9509170526904615e-14,8.362043420301316e-06,7.903959147547985e-07,2.6852583308642107e-09,0.00014329515129885988,9.484812555785497e-08,7.472908297543217e-11,1.732593498176362e-06,4.998137956058385e-07,1.0815618666091885e-14,4.789404816904998e-05,1.6912628668019808e-08
8.825314821350989e-05,1.0408850107273004,0.0006561961762298061,0.00021529347323729018,0.0002728147071009977,0.06974023925456191,0.0,0.0,0.0008616408146378683,1.831943579097761e-05,0.3299441608472919,0.017317701651053296,6.865132918596621e-05,3.2784403506778436e-10,1.778940204297716e-07,6.712654138702826e-06,0.004628350928701331,0.004698425917081274,0.00035493300413336546,3.0035319154344828e-05,0.046954253132397886,7.126322748066057e-07,1.27576441196132e-06,6.0218554084719884e-05,3.7588570079382306e-07,0.07264105909621402,1.6471929432270804e-06,0.001266511244529889,0.0002391793879063233,8.4464600524742e-07,1.1771025359858408e-06,3.082503002359948e-09,2.489370960122713e-07,4.998116193417563e-06,3.76,0.0,9.324928364520309e-07,0.7213603677241969,0.10013000755006451,0.02208412592545673,1.1346480348409114,0.5309076493587013,3.628164300479004e-07,1.0298173878108663e-09,0.0013241516324491661,4.741691945845601e-06,1.2863750544873143e-09,1.630993532938556e-10,1.0472255702784804e-08,0.004765857006655532,1.1365149429314569e-09,0.00028155695303451564,0.0002410782908485413,0.0009538554505866329,0.02803107265228626,5.71347571263999e-06,7.857166866744224e-06,4.269650362440253e-12,2.3761223793764017e-12,1.6127572013691571e-07,3.287214831163523e-07,7.632421778532615e-05,1.8829195352405208e-06,0.024323668218044804,1.6755433340004765e-10,1.297000026941849e-07,0.0025907330984151467,5.272603772961462e-09,1.3923554321872118e-06,0.012488660669730745,0.03641071558286438,6.856625350535312e-07,1.4580181707439257e-09,1.0126787215412412e-10,4.3644604062471964e-06,0.015095093089013453,3.273123337038585e-07,2.5757208419306808e-05,3.270484460838988e-06,6.554299894037174e-06,0.003545004594346244,0.00398327254321141,1.7549024637147015e-09,4.9891518055354175e-14,8.3905424339225e-06,7.935532900604299e-07,2.7050708437744326e-09,0.00014343547303689562,9.592393728326156e-08,7.542165925217255e-11,1.7493476565355158e-06,5.046409063381603e-07,1.0899140612289277e-14,4.7835347182281634e-05,1.6913347595410195e-08
8.855810288575912e-05,1.041159048042921,0.0006578752375495921,0.00021521184184485127,0.00027330326523954026,0.07012305367570114,0.0,0.0,0.0008607971685358404,1.8307517613788575e-05,0.33196504858723364,0.01743895285870101,6.881308557052779e-05,3.3072381042543273e-10,1.7864932920982735e-07,6.73108338663756e-06,0.004643901120927246,0.004707500671196854,0.0003562766728571778,3.0079686288452612e-05,0.04706137972959005,7.16646250216284e-07,1.2819806778640556e-06,6.070282689608918e-05,3.7662106028244946e-07,0.07269240731875262,1.6563794458255946e-06,0.0012772159305753244,0.00024096179039748651,8.501607989373011e-07,1.1822840573411181e-06,3.0940896883582927e-09,2.494379279174945e-07,5.057310488572896e-06,3.76,0.0,9.304387176536538e-07,0.7198711237277967,0.10076391392470527,0.0222880504592928,1.1356339557853778,0.5291734446870604,3.616328912028662e-07,1.0264544844431682e-09,0.0013214179243187538,4.720847095041284e-06,1.2812507972186335e-09,1.6273352801711215e-10,1.0453981916278467e-08,0.004757349635671393,1.1301663244858505e-09,0.00028156730789655963,0.0002409485666621042,0.0009512512211058393,0.028024558863684088,5.707856172112811e-06,7.849433160873048e-06,4.271415831480024e-12,2.377101716896485e-12,1.6134267329693385e-07,3.289501632188483e-07,7.610192560651615e-05,1.878101549235753e-06,0.024356327701752778,1.6721651954843577e-10,1.2983304572937052e-07,0.002596774237266698,5.24501358693334e-09,1.397601786013179e-06,0.012615866572091156,0.03658071200900651,6.939989328634683e-07,1.4516626153867542e-09,1.0225326192664609e-10,4.362772921042108e-06,0.015213378281851906,3.2987922806881687e-07,2.6072211322052736e-05,3.3104836688970193e-06,6.619496241873932e-06,0.0035806071596379903,0.004020114775381919,1.7682367070345208e-09,5.027058125395504e-14,8.418806225398867e-06,7.966672145344795e-07,2.7248748705737353e-09,0.00014356946166220802,9.700566310267631e-08,7.61162541708242e-11,1.7661058240123388e-06,5.0946932664757e-07,1.0981945055764214e-14,4.777542724252017e-05,1.6913416018823492e-08
8.886305755800835e-05,1.041432867161492,0.0006595476852228586,0.0002151259243473309,0.00027378718610419423,0.07050540723645309,0.0,0.0,0.0008599264681226683,1.8294672684528138e-05,0.3339853855924196,0.01756033398809007,6.897262807271908e-05,3.3361002313028365e-10,1.794003657043297e-07,6.749390835099706e-06,0.004659395975316138,0.004716427249941384,0.000357607404636698,3.0123164471266812e-05,0.0471681181885722,7.20670566227156e-07,1.2881648630730375e-06,6.118723051863938e-05,3.773394243706372e-07,0.07274050264648037,1.6655781946755552e-06,0.0012879448871724371,0.0002427444561668206,8.556646963837488e-07,1.1874197174170338e-06,3.1056430298326242e-09,2.499323427820189e-07,5.1167989654026035e-06,3.76,0.0,9.283857178986208e-07,0.7183836570225195,0.10139804028577663,0.022492326106002474,1.1366182057954415,0.5274439137284798,3.604525383568216e-07,1.0231006398135225e-09,0.0013186874786402906,4.699935809291986e-06,1.2761185755298424e-09,1.6236511290868918e-10,1.0435513216440797e-08,0.004748782721541804,1.1238493425921625e-09,0.0002815724984127592,0.00024081479713813325,0.0009486373441779492,0.02801789469935425,5.702138678718485e-06,7.841564885557308e-06,4.2730662683909484e-12,2.37801707365009e-12,1.6140524692327073e-07,3.291643184767324e-07,7.587884913740427e-05,1.8732828695142883e-06,0.02438800025111777,1.6687531510642277e-10,1.2996302470761748e-07,0.0026027349378959725,5.2174613593551574e-09,1.4027648838993285e-06,0.012743081320441682,0.0367495818883765,7.023581136685052e-07,1.445290123638512e-09,1.0323636786291345e-10,4.361008953188005e-06,0.015331914211963976,3.324515722222946e-07,2.638792567419838e-05,3.3505740100805813e-06,6.684531156289825e-06,0.0036162672521175164,0.004057018980065871,1.7814536596728507e-09,5.064630979832381e-14,8.446836185758281e-06,7.997378731375374e-07,2.744670223214075e-09,0.00014369723320650042,9.809328570527569e-08,7.68128489572256e-11,1.782866836735659e-06,5.142987243441828e-07,1.1064021003874128e-14,4.771431201335382e-05,1.6912845000678643e-08
8.916801223025758e-05,1.0417064619623773,0.0006612135954327225,0.0002150357761847466,0.00027426650066111994,0.07088729152558104,0.0,0.0,0.0008590291368758091,1.828091370085439e-05,0.3360051114017859,0.017681841631891855,6.91299654408045e-05,3.365026369482446e-10,1.8014713520522774e-07,6.767576930786565e-06,0.004674835530202264,0.004725206517100774,0.00035892519930338603,3.016576079896297e-05,0.04727447068539367,7.247051810369143e-07,1.294316826664357e-06,6.167173952234106e-05,3.780408858132333e-07,0.07278537038324208,1.6747889950741275e-06,0.0012986977469267404,0.0002445273175698289,8.611574911067256e-07,1.1925094460637233e-06,3.1171629524470746e-09,2.504203655641354e-07,5.176578929431843e-06,3.76,0.0,9.263339249560244e-07,0.716897995290863,0.1020323707089422,0.022696940858081778,1.1376007736441323,0.5257190762864972,3.592753849974466e-07,1.019755892374267e-09,0.0013159603462290042,4.678961903644109e-06,1.2709790345916991e-09,1.6199417713217506e-10,1.0416853603105583e-08,0.004740157741179704,1.117563971251457e-09,0.0002815725918485273,0.00024067704864134083,0.0009460141809628498,0.028011082454854206,5.696325162077632e-06,7.833564693396248e-06,4.274602804948088e-12,2.3788690786634208e-12,1.6146348383196423e-07,3.293640621257217e-07,7.565502122447719e-05,1.8684637894833626e-06,0.024418696395487896,1.6653078983007414e-10,1.3008996173437602e-07,0.0026086161529636554,5.189949752872487e-09,1.4078451127527222e-06,0.012870292938527175,0.036917321928236636,7.107393312405582e-07,1.438901766315041e-09,1.0421707313668976e-10,4.359169961137731e-06,0.015450698611128355,3.3502931692015477e-07,2.6704318204297683e-05,3.3907512744610204e-06,6.749396042494528e-06,0.003651982830377218,0.0040939838934020405,1.7945516025211769e-09,5.1018654824736396e-14,8.474633488554864e-06,8.02765456811529e-07,2.764456722778633e-09,0.00014381890278395408,9.918678766033463e-08,7.751142494007419e-11,1.7996295428282935e-06,5.191287707303909e-07,1.1145357783731298e-14,4.76520249264974e-05,1.6911645492601105e-08
8.94729669025068e-05,1.041979826366669,0.0006628730438824892,0.00021494145231680867,0.00027474124000163446,0.0712686983439361,0.0,0.0,0.0008581055944709656,1.8266253357173204e-05,0.3380241663978334,0.017803472417797627,6.928510662995198e-05,3.394015929461164e-10,1.8088964375938555e-07,6.7856421078695905e-06,0.004690219827084011,0.004733839341899955,0.0003602300591304288,3.020748240473407e-05,0.04738043939212469,7.287500522379709e-07,1.3004364319675028e-06,6.215632872345532e-05,3.78725539404103e-07,0.07282703602503787,1.6840116541892606e-06,0.0013094741437623125,0.0002463103077900279,8.666389793588224e-07,1.1975531754394272e-06,3.1286493765269594e-09,2.509020219978485e-07,5.236647665020771e-06,3.76,0.0,9.24283424795181e-07,0.7154141655820674,0.1026668894529703,0.02290188277683738,1.13858164849847,0.5239989512547554,3.58101443990461e-07,1.0164202788133274e-09,0.0013132365767376886,4.657929109446428e-06,1.265832805413858e-09,1.6162078899627098e-10,1.0398007057991757e-08,0.004731476141271425,1.1113101779797329e-09,0.00028156765505635224,0.00024053538682269941,0.0009433820858561083,0.02800412434605533,5.690417528865113e-06,7.825435205431508e-06,4.27602656869803e-12,2.3796583593912766e-12,1.615174267656116e-07,3.295495082495295e-07,7.543047401819971e-05,1.863644590291873e-06,0.024448426669240356,1.661830125470371e-10,1.3021387906789746e-07,0.0026144188271363562,5.1624813232996626e-09,1.4128428692593401e-06,0.012997489607104494,0.03708392908679814,7.191418407919517e-07,1.4324985922227364e-09,1.0519526352587092e-10,4.357257383172356e-06,0.01556972921411638,3.376124129847017e-07,2.7021355757539653e-05,3.4310112687811516e-06,6.814082471076773e-06,0.003687751873576041,0.004131008269129141,1.8075289150214923e-09,5.138757027618904e-14,8.502199331592911e-06,8.057501623780907e-07,2.784234200550276e-09,0.00014393458411905957,1.0028615135534216e-07,7.821196364002767e-11,1.8163928089494685e-06,5.239591424332532e-07,1.1225945336424981e-14,4.758858906658085e-05,1.6909828320532996e-08
8.977792157475603e-05,1.0422529547331132,0.0006645261059023409,0.0002148430071854336,0.0002752114351889392,0.07164961964235513,0.0,0.0,0.0008571562577448556,1.825070433863913e-05,0.34004249156419264,0.017925222998550667,6.943806071851246e-05,3.4230682371414877e-10,1.8162789781259527e-07,6.803586828578849e-06,0.004705548909201456,0.0047423265970785505,0.0003615219884234743,3.0248336401019212e-05,0.04748602647790877,7.328051373111327e-07,1.3065235520322283e-06,6.264097311611942e-05,3.793934803827712e-07,0.07286552519460039,1.6932459821437039e-06,0.0013202737125812799,0.00024809336060460115,8.72108963159499e-07,1.2025508451651983e-06,3.1401022378890628e-09,2.5137733816192787e-07,5.2970024423957605e-06,3.76,0.0,9.222343019393505e-07,0.7139321944995225,0.1033015809070019,0.023107139975073028,1.1395608198019236,0.5222835568895234,3.569307277692424e-07,1.013093834582689e-09,0.0013105162190007152,4.636841099259815e-06,1.2606805080698696e-09,1.612450155143618e-10,1.0378977484614066e-08,0.004722739347356437,1.1050879303930887e-09,0.00028155775429959223,0.00024038987661779239,0.0009407414080943011,0.027997022535345032,5.68441765541436e-06,7.81717900120137e-06,4.277338684714305e-12,2.380385542679721e-12,1.6156711842146746e-07,3.297207714847636e-07,7.520523916486349e-05,1.8588255501811368e-06,0.02447720160680777,1.6583205137336372e-10,1.3033479873088077e-07,0.0026201438991578386,5.135058596770703e-09,1.4177585677349793e-06,0.01312465962026314,0.03724940049633508,7.275649080229972e-07,1.426081635836788e-09,1.0617082787950846e-10,4.355272643324504e-06,0.015689003757686417,3.4020081128323624e-07,2.7339005437808424e-05,3.471349829323217e-06,6.87858215226799e-06,0.0037235723756071522,0.004168090873431117,1.8203840092140218e-09,5.1753011010838357e-14,8.529534903970576e-06,8.086921952918845e-07,2.8040025018239434e-09,0.00014404438983761696,1.0139135904989349e-07,7.891444681953314e-11,1.8331555082050178e-06,5.287895177216323e-07,1.1305773800987253e-14,4.7524027205271816e-05,1.690740420192308e-08
9.008287624700526e-05,1.0425258410786398,0.0006661728562058559,0.00021474049488284048,0.00027567711706417335,0.0720300475548654,0.0,0.0,0.0008561815401847744,1.8234279313881162e-05,0.34206002862266754,0.01804709005772234,6.958883694083734e-05,3.452183037470722e-10,1.8236190448517478e-07,6.821411602787032e-06,0.004720822822523329,0.00475066915947148,0.0003628009933859656,3.02883298824857e-05,0.047591234107502524,7.368703936661039e-07,1.3125780703586052e-06,6.312564791343525e-05,3.80044805653422e-07,0.07290086366165553,1.7024917913974092e-06,0.0013310960895023293,0.0002498764105044258,8.775672496295027e-07,1.2075024138370912e-06,3.1515214887307035e-09,2.518463404414241e-07,5.357640514634642e-06,3.76,0.0,9.201866394034123e-07,0.7124521081022493,0.10393642962069749,0.023312700629515223,1.140538277332668,0.5205729106725707,3.557632482453443e-07,1.0097765936321959e-09,0.001307799320853191,4.615701477137442e-06,1.2555227543624623e-09,1.608669228837825e-10,1.0359768729784794e-08,0.004713948759461314,1.0988971939151216e-09,0.00028154295515679873,0.00024024058227054048,0.0009380924922963742,0.02798977911962997,5.678327391079944e-06,7.80879862300007e-06,4.278540274615379e-12,2.381051252077027e-12,1.6161260125531517e-07,3.2987796711163166e-07,7.49793478836252e-05,1.8540069405600492e-06,0.024505031738662014,1.654779740190829e-10,1.3045274265298728e-07,0.0026257923006409987,5.107684055137437e-09,1.422592637465617e-06,0.013251791412674366,0.03741373350194712,7.360078025231576e-07,1.419651911885774e-09,1.071436544127691e-10,4.353217146353356e-06,0.015808519980771204,3.4279446272947753e-07,2.7657234512044342e-05,3.5117628110654607e-06,6.9428868818828525e-06,0.0037594423484346765,0.004205230487655878,1.8331153113243742e-09,5.2114932275059263e-14,8.556641648199152e-06,8.115917678903502e-07,2.8237614844405873e-09,0.00014414843133748608,1.0250239284998632e-07,7.96188564632981e-11,1.8499165260195462e-06,5.336195783483413e-07,1.1384833398720417e-14,4.745836183159573e-05,1.690438370521093e-08
9.038783091925449e-05,1.042798479892599,0.0006678133694165713,0.00021463396919670915,0.0002761383165339742,0.07240997435809199,0.0,0.0,0.0008551818524200152,1.8216990932604635e-05,0.34407671987741295,0.01816907030340847,6.973744467499855e-05,3.481360378859576e-10,1.8309167141386613e-07,6.839116899526836e-06,0.004736041614487528,0.00475886790875642,0.00036406708206185995,3.0327469991386226e-05,0.047696064441998184,7.409457783008382e-07,1.3185998715436696e-06,6.361032850370675e-05,3.8067961464988e-07,0.0729330772997922,1.7117488958715368e-06,0.0013419409116550039,0.0002516593925480211,8.830136479185782e-07,1.2124078505720684e-06,3.1629070669277376e-09,2.5230905606744963e-07,5.41855912234939e-06,3.76,0.0,9.181405187714462e-07,0.71097393202641,0.1045714202701946,0.023518552970207163,1.141514011127557,0.5188670294881883,3.5459901692067043e-07,1.0064685887530464e-09,0.0013050859293540092,4.594513791746532e-06,1.2503601423012024e-09,1.6048657696841115e-10,1.0340384665333334e-08,0.004705105757887896,1.092737926864476e-09,0.00028152332273437785,0.00024008756737403734,0.0009354356781847816,0.027982396148020724,5.672148576534304e-06,7.800296600843153e-06,4.279632463704575e-12,2.3816561130238848e-12,1.6165391788571966e-07,3.3002121087061766e-07,7.475283089155149e-05,1.8491890222025643e-06,0.024531927588266406,1.6512084714349877e-10,1.3056773294488406e-07,0.002631364957242376,5.0803600621543905e-09,1.4273455128063326e-06,0.01337887353154582,0.03757692561099449,7.444697917188819e-07,1.4132104137560486e-09,1.0811363469453425e-10,4.3510922782495265e-06,0.015928275624322977,3.4539331827793927e-07,2.7976010466505332e-05,3.5522461022914558e-06,7.006988626996108e-06,0.0037953598183932805,0.004242425905000845,1.845721375918612e-09,5.247329301880299e-14,8.583520725104379e-06,8.144490974283417e-07,2.8435110101965513e-09,0.00014424681894028297,1.0361923474242513e-07,8.032517463295247e-11,1.8666747572996873e-06,5.384490090125315e-07,1.1463115169367813e-14,4.739161513253855e-05,1.690077729271583e-08
9.069278559150372e-05,1.0430708654901117,0.0006694477199842327,0.00021452348331794024,0.00027659506458541517,0.07278939247877801,0.0,0.0,0.0008541576020749034,1.819885182152877e-05,0.34609250825217003,0.01829116046993404,6.988389342239301e-05,3.510599711425248e-10,1.8381720618563774e-07,6.8567031573885555e-06,0.004751205334305341,0.004766923727323842,0.00036532026432091816,3.0365763860750258e-05,0.047800519638085355,7.450312477138392e-07,1.3245888468176781e-06,6.40949904635867e-05,3.812980072621147e-07,0.07296219208140092,1.7210171122809108e-06,0.0013528078172705931,0.000253442242388854,8.884479713560528e-07,1.2172671210107713e-06,3.1742589192377885e-09,2.5276551266754574e-07,5.479755493646825e-06,3.76,0.0,9.160960202565119e-07,0.7094976914639656,0.1052065376663136,0.02372468528569921,1.1424880114930547,0.5171659295975596,3.534380448708659e-07,1.0031698515282992e-09,0.001302376090746661,4.573281532431408e-06,1.2451932588513044e-09,1.6010404211701454e-10,1.032082907609057e-08,0.004696211702415507,1.0866100867510867e-09,0.0002814989216417298,0.0002399308947803896,0.0009327713005198342,0.02797487562084009,5.665883024452529e-06,7.791675426698287e-06,4.280616376424667e-12,2.3822007521101003e-12,1.6169111101674703e-07,3.3015061893245563e-07,7.45257183699215e-05,1.8443720517267325e-06,0.024557899667092892,1.6476073664795867e-10,1.3067979160019094e-07,0.0026368627882385055,5.05308895267729e-09,1.4320176431675992e-06,0.013505894645487791,0.037738974499990245,7.529501523995546e-07,1.4067581211426895e-09,1.0908066391682803e-10,4.3488994062627e-06,0.016048268431175725,3.4799732892775465e-07,2.829530098185325e-05,3.592795613840077e-06,7.070879495108566e-06,0.0038313228271383525,0.004279675931123487,1.8582007838991212e-09,5.28280529052286e-14,8.610173209100805e-06,8.172644082290295e-07,2.863250956606075e-09,0.00014433966182546151,1.0474186659089598e-07,8.103338366575745e-11,1.8834291084990135e-06,5.432774976100728e-07,1.1540610302348429e-14,4.732380902418737e-05,1.689659532832486e-08
9.099774026375295e-05,1.043342992354839,0.0006710759816076061,0.00021440908981202198,0.0002770473920450139,0.07316829450145244,0.0,0.0,0.0008531091936505492,1.8179874583383928e-05,0.3481073373187132,0.018413357318938298,7.002819283877482e-05,3.539899709400919e-10,1.8453851681477703e-07,6.874170868776797e-06,0.004766314033078285,0.004774837500414665,0.00036656055183819584,3.0403218566068253e-05,0.04790460184796113,7.491267581135468e-07,1.3305448981918386e-06,6.457960956656332e-05,3.819000837214835e-07,0.0729882340839178,1.7302962600944064e-06,0.0013636964457219062,0.0002552248963028491,8.938700385562942e-07,1.222080192145236e-06,3.1855770169507422e-09,2.532157379129334e-07,5.541226843454466e-06,3.76,0.0,9.140532227016454e-07,0.7080234111417562,0.10584176676056134,0.02393108592537023,1.1434602690184688,0.5154696266085148,3.52280342732167e-07,9.998804122740246e-10,0.0012996698504208434,4.552008126441178e-06,1.2400226846389147e-09,1.5971938141068601e-10,1.0301105641576048e-08,0.004687267931207989,1.080513632407776e-09,0.00028146981586865834,0.00023977062662286806,0.0009300996889821927,0.02796721948660996,5.659532512617322e-06,7.782937544768438e-06,4.2814931221032785e-12,2.3826857867896774e-12,1.61724222709134e-07,3.30266307922629e-07,7.429803999507736e-05,1.8395562832226907e-06,0.02458295847456521,1.6439770816270818e-10,1.3078894036245775e-07,0.0026422867062990685,5.025873052896961e-09,1.4366094935060128e-06,0.013632843549836899,0.037899878023243495,7.614481703394254e-07,1.400296000173944e-09,1.1004463605761855e-10,4.346639882153688e-06,0.016168496145783584,3.5060644571653583e-07,2.861507393586916e-05,3.6334072772032268e-06,7.1345517207045066e-06,0.0038673294323694337,0.004316979384742936,1.8705521203132726e-09,5.317917165253761e-14,8.636600450198945e-06,8.200379306687634e-07,2.882981218666719e-09,0.0001444270679893932,1.0587027012994643e-07,8.174346622437099e-11,1.9001784982501163e-06,5.481047353260452e-07,1.1617309988350606e-14,4.7254965140702776e-05,1.6891848050911317e-08
