Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047)
0.0014127185427106547,0.8163843696152873,0.016515295990695483,0.004738625235837133,0.0053793967908966804,0.09325082932495046,0.0,0.0,0.00032526427359818433,8.941726316412102e-06,0.8909362259357546,0.13111223762426322,7.664813145110257e-05,5.1708252103325e-07,2.9974922711476515e-06,9.139665584296503e-06,0.0008160834596815966,0.0005904713932499563,4.1770389595615326e-05,1.6660468640328585e-06,0.001149499328812347,7.643296400301856e-07,2.027594559083392e-06,0.00018764329158460922,2.475536098673363e-07,0.00022023587481667057,6.6527904626655676e-06,0.00035397858866939396,1.373312576616503e-05,8.138288960738305e-07,5.827338736086998e-06,5.146668236102077e-09,9.57640670075516e-07,6.720259571451224e-06,3.76,0.0,3.273401665614692e-06,0.1905613972466147,0.433426417794559,0.005859778131063543,1.0159855734237515,0.0004102297829106163,2.945965614736469e-11,2.432971161791228e-13,9.51772615962446e-05,2.7345284400774415e-07,1.542709234150129e-11,7.759449968505851e-12,3.0470549657390723e-10,0.001792836006753085,4.4980430528548746e-14,5.852410352504759e-06,4.612305843814002e-06,1.6692258231337665e-05,0.0002160597368525038,1.1072447818712455e-06,1.2385116581354815e-06,1.2848919193941357e-11,2.580866936366852e-12,6.717433791719309e-08,9.784723311132305e-10,4.603962446209034e-06,3.214157055770394e-08,3.940389490814717e-05,1.443777673632982e-11,3.950611969015834e-08,3.094008774804684e-05,4.718523062105242e-10,8.09503472064328e-06,0.0021157215298536116,0.0001455332465302677,3.319809480835394e-05,6.234382356687223e-12,1.1417181149310156e-08,6.578248476429582e-06,0.003223507592867673,4.915828612224648e-09,6.539037464842827e-05,5.408689127124976e-06,6.068857614288952e-05,0.0020654778088256987,0.018306854538115074,3.5846988679842884e-08,7.484756222264383e-13,3.3283130767566668e-06,3.160742525369703e-06,3.8664187009557955e-07,0.00021490487321128721,2.4726643753214032e-08
0.0014130224055205454,0.8163853080250403,0.016746879406805946,0.00482018863493488,0.005454285280644967,0.09292872208226842,0.0,0.0,0.000322618700221515,8.786485645458134e-06,0.8907871040417112,0.13161984718384515,7.58248195957398e-05,5.31623974357264e-07,3.0279660257377623e-06,9.10819275968086e-06,0.000799737974478095,0.0005786440149829822,4.124530654075936e-05,1.637894997209577e-06,0.0011217257363854928,7.562878176013412e-07,2.024287927829733e-06,0.00018411239578507835,2.448392390741441e-07,0.0002142226768217982,6.4960958977208074e-06,0.0003396077283869092,1.2991082517292234e-05,7.825446079317803e-07,5.7810661398957624e-06,5.0397088580655675e-09,9.300739074676224e-07,6.467212778113826e-06,3.76,0.0,3.2252995099848724e-06,0.1897888783703932,0.43395817812160753,0.005754555634884815,1.0160630343263881,0.00039612608641872353,2.8828905640309717e-11,2.4266594496099277e-13,9.47914259388594e-05,2.702097198653966e-07,1.5156675075837365e-11,7.594397383887262e-12,2.983233295894695e-10,0.001784020052840076,4.325789542006943e-14,5.767437339111965e-06,4.546375416552511e-06,1.630671214823492e-05,0.00020936801081869832,1.0840646202007526e-06,1.2125520125273738e-06,1.2752695822719992e-11,2.561495245017475e-12,6.668018788620255e-08,9.779072091017927e-10,4.522773463091095e-06,3.1021314986119984e-08,3.77753810318269e-05,1.443954554962015e-11,3.8559341469140356e-08,3.0065390824246126e-05,4.6165377767957954e-10,8.08962058472138e-06,0.002085516881428855,0.00014035928964924326,3.317353625361544e-05,6.123266464779359e-12,1.1362486142661397e-08,6.684357345656822e-06,0.003210584338455946,4.896294749911109e-09,6.542847543890877e-05,5.410593032216751e-06,6.0529650016440104e-05,0.0020548140661271596,0.01833645056904427,3.560869073004167e-08,7.434970109512836e-13,3.3451291583021456e-06,3.158379514471303e-06,3.926576702641608e-07,0.00021448299731501396,2.4708424695982877e-08
0.0014133262683304361,0.8163858378294769,0.016982057658690982,0.004903268060516208,0.005530302923118414,0.09260098977858096,0.0,0.0,0.000319984499157274,8.634117574895016e-06,0.890630035352504,0.13213337821832702,7.498566008482443e-05,5.464468207919829e-07,3.057879373421545e-06,9.074070619826838e-06,0.0007834698028815605,0.0005668723866085176,4.0717275234907595e-05,1.6093937483473978e-06,0.0010940968698434277,7.479041689675402e-07,2.0205113050729132e-06,0.0001805838682988007,2.4209445330433303e-07,0.00020830038568935903,6.3394398882810494e-06,0.00032559102121213813,1.227992718522068e-05,7.519233590075236e-07,5.733032682743703e-06,4.932070434553276e-09,9.026716124515273e-07,6.219290705453321e-06,3.76,0.0,3.176568508630784e-06,0.18901240975788147,0.4344909909066747,0.005649554776816763,1.016140218221185,0.0003823691658479818,2.8204979914337143e-11,2.419986309966842e-13,9.440361754040026e-05,2.6695634653040264e-07,1.488606583865218e-11,7.430279605444941e-12,2.919740897790074e-10,0.0017751395889566899,4.1584767145223743e-14,5.682746379154552e-06,4.480647907372579e-06,1.5924681949697523e-05,0.00020278227458221491,1.061006583973705e-06,1.1867295463539264e-06,1.2652878735343215e-11,2.5414017598165347e-12,6.616757397127618e-08,9.77161857647098e-10,4.442013786927578e-06,2.9924065518329346e-08,3.6189247327753156e-05,1.4438172046262984e-11,3.762186745528078e-08,2.9204959591723383e-05,4.5155705249920895e-10,8.082557120243401e-06,0.0020552875684243716,0.0001353048850280918,3.31422183943499e-05,6.012126371126775e-12,1.1305325787690403e-08,6.7925680490082455e-06,0.003197500034957835,4.8765159245182165e-09,6.545165462931456e-05,5.411238494559185e-06,6.0356675605491646e-05,0.0020439118679764588,0.01836626853058524,3.536220918570602e-08,7.383474925483813e-13,3.3617066332843856e-06,3.15537456263595e-06,3.987781625975278e-07,0.00021405192090568137,2.468983500571698e-08
0.0014136301311403268,0.8163859528778104,0.017220854612862758,0.004987875401998713,0.005607453227253893,0.09226762585797346,0.0,0.0,0.0003173623908178517,8.484706097483162e-06,0.8904648686861492,0.13265290353110618,7.413106187979962e-05,5.615465008396804e-07,3.087186569530943e-06,9.037283329978533e-06,0.0007672852298819332,0.0005551608748502402,4.018654957850688e-05,1.5805612422038537e-06,0.0010666257499088014,7.391831742810076e-07,2.0162601611971536e-06,0.000177059337275791,2.393193465369898e-07,0.0002024702120404401,6.182940458473539e-06,0.00031192972478708627,1.1598952900738687e-05,7.219750324328205e-07,5.683250658920554e-06,4.823836064827923e-09,8.754556790251574e-07,5.976567155276153e-06,3.76,0.0,3.12723795006693e-06,0.18823203405077837,0.4350247521573617,0.005544805018057784,1.0162171215840161,0.0003689581435255862,2.7588003217809153e-11,2.4129616911078136e-13,9.401385769633711e-05,2.6369348053000527e-07,1.4615449540732833e-11,7.2671979991648546e-12,2.856617528154967e-10,0.0017661955981131074,3.9960586448897596e-14,5.598398804082271e-06,4.415170515110821e-06,1.5546387986772094e-05,0.00019630496463725368,1.0380854188040205e-06,1.1610607802141823e-06,1.2549496961326597e-11,2.5205923969353464e-12,6.563665234159251e-08,9.762333758984055e-10,4.361729714764273e-06,2.885005470125418e-08,3.464548495730114e-05,1.4433613641364991e-11,3.669400836767821e-08,2.8358999420641682e-05,4.4156688165389456e-10,8.073800204287957e-06,0.0020250394271572143,0.00013037026068377894,3.3103962089716174e-05,5.901037133709206e-12,1.1245670812727318e-08,6.902912323594458e-06,0.0031842533554773903,4.856490069613494e-09,6.545942339528918e-05,5.410585771867792e-06,6.01693579672672e-05,0.0020327689529012318,0.018396306722947786,3.510748706422856e-08,7.330258802485968e-13,3.3780297648051705e-06,3.151710573727654e-06,4.0500439661428274e-07,0.00021361150458350594,2.4670868556799428e-08
0.0014139339939502175,0.816385647104809,0.01746329210406936,0.005074021397124586,0.005685738762890057,0.091928629263822,0.0,0.0,0.0003147530862459308,8.33833242167542e-06,0.890291452949164,0.13317849582902505,7.326146497933093e-05,5.769177027079871e-07,3.115841561851793e-06,8.997819416419426e-06,0.0007511905334599262,0.0005435138728389149,3.9653392847689425e-05,1.5514166153918261e-06,0.0010393255320248847,7.301301532713884e-07,2.011530620997493e-06,0.00017354045660734793,2.3651407357069366e-07,0.0001967333410901682,6.026717252492026e-06,0.0002986247525300756,1.0947438268383028e-05,6.927086078566807e-07,5.631735511442398e-06,4.715092019493631e-09,8.484480047924285e-07,5.739110806705914e-06,3.76,0.0,3.0773387221537337e-06,0.1874477973121689,0.4355593533548528,0.005440336490536983,1.0162937410879815,0.0003558918995712522,2.6978099622769308e-11,2.405596908303348e-13,9.362216941091756e-05,2.604219267080101e-07,1.434501577083869e-11,7.10525439824156e-12,2.7939031908895163e-10,0.0017571891331422708,3.838486432402302e-14,5.514456386162512e-06,4.3499908462148955e-06,1.5172047959068982e-05,0.00018993842330498355,1.0153159343796637e-06,1.1355623048436688e-06,1.2442586569883603e-11,2.4990744887769846e-12,6.508761558864265e-08,9.751191579264201e-10,4.281967662863901e-06,2.7799493136299623e-08,3.31440485254214e-05,1.4425832630736652e-11,3.577606911861851e-08,2.75277024035039e-05,4.316879453313123e-10,8.063306201669188e-06,0.0019947784984622415,0.0001255555433002442,3.3058590316897274e-05,5.790075686802011e-12,1.1183494176571813e-08,7.015421401340088e-06,0.0031708430026115603,4.83621516328549e-09,6.545129652307228e-05,5.408595504217688e-06,5.9967411375902666e-05,0.0020213832008495343,0.018426563204451286,3.484447714319759e-08,7.275311909483289e-13,3.394082512831399e-06,3.1473706507233867e-06,4.113373743256792e-07,0.0002131616089220341,2.465151920444329e-08
0.0014142378567601082,0.81638491454128,0.017709389814231168,0.005161715551797117,0.005765161111351036,0.0915840047100362,0.0,0.0,0.0003121572857593847,8.19507474119049e-06,0.8901096373257497,0.1337102276541437,7.237734022431423e-05,5.925543454304367e-07,3.143798094788329e-06,8.95567199339604e-06,0.0007351919743923585,0.0005319357924265228,3.911807747495256e-05,1.5219799994632353e-06,0.0010122094831672833,7.207512788932632e-07,2.006319508862771e-06,0.00017002890325473153,2.3367885383434218e-07,0.00019109092852845585,5.870891254902786e-06,0.0002856766658054459,1.032464880436201e-05,6.641321342286343e-07,5.5785058986339026e-06,4.6059275930293085e-09,8.216704254336659e-07,5.506984946120009e-06,3.76,0.0,3.0269032801988658e-06,0.18665974910683467,0.43609468139653373,0.005336179973843456,1.0163700736075227,0.0003431690672986184,2.6375392629692895e-11,2.397904664311319e-13,9.322857743728012e-05,2.571425382846861e-07,1.4074958343704432e-11,6.944550820129348e-12,2.731638028110601e-10,0.0017481213169321158,3.685708206516459e-14,5.430981158355895e-06,4.285156780071997e-06,1.4801876256436759e-05,0.00018368489122915985,9.927129679455829e-07,1.1102507407109853e-06,1.2332190871946967e-11,2.4768568177771992e-12,6.45206935929782e-08,9.73816914032432e-10,4.2027740426161355e-06,2.677256865401001e-08,3.1684855444464583e-05,1.4414796524122191e-11,3.486834825612012e-08,2.671124676392797e-05,4.219248390009159e-10,8.051032107286488e-06,0.0019645110281228868,0.00012086075611652415,3.300592866629326e-05,5.679320656585017e-12,1.1118771181516032e-08,7.130125901673506e-06,0.0031572677105389754,4.8156892314261905e-09,6.54267938585099e-05,5.405228837604114e-06,5.9750560500889485e-05,0.0020097526436574885,0.018457035782758677,3.4573142478391033e-08,7.21862656465905e-13,3.4098485499282064e-06,3.1423381409309805e-06,4.177780463317327e-07,0.00021270209461359305,2.463178079090924e-08
0.001414541719569999,0.8163837493245152,0.017959165150021487,0.00525096605857487,0.005845720815801672,0.09123376295254107,0.0,0.0,0.00030957567758865676,8.055008007174256e-06,0.8899192714755462,0.13424817131196773,7.147918894782311e-05,6.084495316398283e-07,3.171009881459128e-06,8.910838969387829e-06,0.0007192957858267887,0.0005204310561046377,3.858088468900389e-05,1.4922725011897104e-06,0.0009852909570408099,7.110535856868987e-07,2.0006243816347493e-06,0.00016652637439468202,2.3081397452479287e-07,0.0001855440962315851,5.715584496311503e-06,0.00027308566696850197,9.729838431656945e-06,6.362527063961245e-07,5.523583751004392e-06,4.4964349329363714e-09,7.951446486472746e-07,5.2802472055849905e-06,3.76,0.0,2.9759656069056336e-06,0.18586794257845818,0.43663061854607677,0.005232366869056112,1.0164461162215812,0.000330788029186546,2.5780004869038998e-11,2.389899044971747e-13,9.283310831601661e-05,2.538562167115046e-07,1.3805474820022762e-11,6.785189181541967e-12,2.669862207929277e-10,0.0017389933424558678,3.5376691403835163e-14,5.3480352206722525e-06,4.220716322289099e-06,1.4436083273792859e-05,0.00017754649992046608,9.702913406138602e-07,1.085142688965782e-06,1.2218360487316552e-11,2.4539496395673657e-12,6.393615425495168e-08,9.723246895817122e-10,4.124195129932125e-06,2.5769445483534175e-08,3.0267785390759044e-05,1.4400478341670957e-11,3.3971137407789455e-08,2.5909796289430317e-05,4.1228205882466943e-10,8.03693567279162e-06,0.0019342434667921563,0.00011628581708479185,3.294580591180659e-05,5.568852159174617e-12,1.1051479662475357e-08,7.247055748236295e-06,0.003143526247184684,4.794910351121705e-09,6.53854418316274e-05,5.40044755204235e-06,5.951854162637563e-05,0.001997875475751633,0.018487722006197527,3.429345700509672e-08,7.16019736040433e-13,3.425311279004434e-06,3.1365966888317732e-06,4.2432730800319905e-07,0.00021223282262370827,2.461164715209728e-08
0.0014148455823798896,0.8163821457082043,0.018212633119365898,0.00534177971393159,0.005927417331518852,0.09087792106015853,0.0,0.0,0.0003070089364960857,7.918203703373386e-06,0.8897202057399828,0.13479239879592972,7.056754251078073e-05,6.24595541523515e-07,3.1974307854767396e-06,8.86332323307754e-06,0.0007035081626372792,0.0005090040885295395,3.8042104055846994e-05,1.4623161820493935e-06,0.0009585833676133233,7.010449753184415e-07,1.9944435631844766e-06,0.00016303458437947916,2.2791979348432535e-07,0.00018009392780154077,5.560919747464382e-06,0.0002608515933677572,9.162251028823093e-06,6.09076443690131e-07,5.466994316971572e-06,4.3867088457293795e-09,7.688921875063309e-07,5.058949311777803e-06,3.76,0.0,2.924561163881949e-06,0.1850724345233479,0.4371670423917884,0.005128929169289212,1.0165218662157223,0.00031874691345983074,2.51920577135305e-11,2.3815955046300517e-13,9.243579041199683e-05,2.5056391130286826e-07,1.3536765981757515e-11,6.627270991207816e-12,2.608615805443781e-10,0.001729806472584888,3.3943114738181016e-14,5.2656805368991856e-06,4.156717449339273e-06,1.4074874704383034e-05,0.0001715252643809925,9.480658139259795e-07,1.060254682560281e-06,1.2101153469896672e-11,2.4303647063710348e-12,6.33343040736768e-08,9.706408838745006e-10,4.046276926957627e-06,2.479026338037713e-08,2.889267986167817e-05,1.4382856909036025e-11,3.3084720687822595e-08,2.512349979278498e-05,4.027639869302527e-10,8.020975542688238e-06,0.001903982469412628,0.00011183053731965384,3.28780545827706e-05,5.458751588181806e-12,1.0981600171328082e-08,7.366240089948203e-06,0.0031296174164688866,4.7738766541602534e-09,6.532677505580527e-05,5.394214195022696e-06,5.927110390992467e-05,0.0019857500650802065,0.01851861915520079,3.400540614253169e-08,7.100021288300884e-13,3.4404538506555273e-06,3.130130291426257e-06,4.309859955777863e-07,0.00021175365435506375,2.4591112124532777e-08
0.0014151494451897803,0.8163800980727667,0.01846980620778671,0.005434161834882008,0.006010248976414431,0.09051650268273678,0.0,0.0,0.0003044577224116642,7.784729626616583e-06,0.8895122913560884,0.13534298170829184,6.964296172423678e-05,6.40983838266088e-07,3.223014985921691e-06,8.813132836952647e-06,0.0006878352506308846,0.0004976593077503894,3.750203299740452e-05,1.4321340278924385e-06,0.000932100161162773,6.907342191162651e-07,1.987776179137703e-06,0.0001595552615354297,2.2499674211276246e-07,0.00017474146396670255,5.407020199857815e-06,0.00024897391237206846,8.621122009158552e-06,5.826084710917515e-07,5.408766196882266e-06,4.276846579941029e-09,7.42934291554211e-07,4.843136848150066e-06,3.76,0.0,2.872726835059441e-06,0.1842732854600761,0.43770382581392453,0.0050258994270112895,1.0165973210831882,0.00030704359132116527,2.4611670886896342e-11,2.373010850638091e-13,9.203665394915253e-05,2.4726661864249496e-07,1.3269035262335743e-11,6.470897033544751e-12,2.5479386785559674e-10,0.0017205620396815564,3.255574545287212e-14,5.183978724254809e-06,4.0932079482251e-06,1.371845082961083e-05,0.0001656230758858392,9.260510449923241e-07,1.0356031360596347e-06,1.1980635422101549e-11,2.406115285896441e-12,6.271548855730337e-08,9.687642682975894e-10,3.9690650179856595e-06,2.3835136864895315e-08,2.7559341837099756e-05,1.4361917140366378e-11,3.22093741246979e-08,2.4352490608497302e-05,3.933748763880407e-10,8.003111399615658e-06,0.0018737348941079283,0.00010749461985104351,3.280251153426562e-05,5.349101380829368e-12,1.0909116140931945e-08,7.487707196342658e-06,0.003115540060633879,4.752586330674873e-09,6.525033799298814e-05,5.386492221038891e-06,5.900801066966477e-05,0.001973374964209519,0.0185497242339318,3.37089873604807e-08,7.038097858207289e-13,3.455259183662963e-06,3.122923353017101e-06,4.377548821476778e-07,0.00021126445182062932,2.4570169552721826e-08
0.001415453307999671,0.8163776009359297,0.01873069425525064,0.00552811617549552,0.006094212882127406,0.09014953831475143,0.0,0.0,0.00030192267911323905,7.654649674700996e-06,0.8892953806769287,0.13589999117760268,6.87060361366508e-05,6.576050507211011e-07,3.247717156809708e-06,8.760281162121238e-06,0.0006722831356615857,0.00048640111620943787,3.696097629225535e-05,1.4017499163652265e-06,0.0009058547869745937,6.801309557168849e-07,1.9806221881322106e-06,0.00015609014481925913,2.2204532804710792e-07,0.0001694876978787905,5.254009131479415e-06,0.00023745171747698382,8.105679914396236e-06,5.568529037594976e-07,5.3489313649929416e-06,4.166947588455695e-09,7.172918759296544e-07,4.632849032519475e-06,3.76,0.0,2.820500862149772e-06,0.18347055969445492,0.4382408369616184,0.0049233107181931406,1.016672478524792,0.0002956756748722918,2.4038962079253445e-11,2.364163212064937e-13,9.163573104293284e-05,2.4396538176029207e-07,1.3002488135861834e-11,6.3161670419567805e-12,2.4878703393732975e-10,0.0017112614449694581,3.1213948332718416e-14,5.102990835780189e-06,4.030235250797413e-06,1.3367005814715352e-05,0.00015984169498810076,9.042615394981403e-07,1.0112042929635257e-06,1.1856879536021347e-11,2.381216171235942e-12,6.20800925079619e-08,9.666940035484745e-10,3.89260442182855e-06,2.2904154544375734e-08,2.626753554994613e-05,1.4337650305934812e-11,3.134536511135588e-08,2.3596886128975307e-05,3.8411883622956406e-10,7.983304112045408e-06,0.0018435078004872447,0.00010327765869480032,3.271901855291147e-05,5.2399847677309456e-12,1.0834014055441902e-08,7.611484360479511e-06,0.003101293062652539,4.731037632907051e-09,6.515568667804046e-05,5.377246135918256e-06,5.872904069095733e-05,0.001960748921527793,0.01858103396215025,3.340421074275774e-08,6.974429215899676e-13,3.469709985643362e-06,3.11496074222723e-06,4.446346736282853e-07,0.00021076507782572104,2.4548813296854615e-08
0.0014157571708095617,0.8163746489633259,0.018995304333881333,0.005623644843558813,0.006179304945931152,0.08977706555326573,0.0,0.0,0.0002994044329508467,7.5280236426926965e-06,0.8890693273984579,0.1364634977726707,6.775738317869679e-05,6.744489649664662e-07,3.271492660557691e-06,8.70478706135294e-06,0.0006568578326696585,0.0004752338915279083,3.641924551924139e-05,1.3711885732546734e-06,0.0008798606667419752,6.692456835455027e-07,1.9729824111714342e-06,0.0001526409803382562,2.1906613757428728e-07,0.00016433357032584616,5.102009560514612e-06,0.00022628372554548158,7.615148019923163e-06,5.318128352829607e-07,5.287525178692703e-06,4.057113270241945e-09,6.919854499284934e-07,4.428118511559786e-06,3.76,0.0,2.7679227720188755e-06,0.18266432537941596,0.43877793924005937,0.004821196603230846,1.0167473364475963,0.00028464051576761575,2.3474046529073796e-11,2.3550719968043926e-13,9.123305573021507e-05,2.406612890679831e-07,1.2737331465635404e-11,6.163179360399099e-12,2.4284498211344354e-10,0.0017019061576725445,2.991706007329984e-14,5.022777135094498e-06,3.9678462611485505e-06,1.3020727008865807e-05,0.00015418274478799004,8.827116034934833e-07,9.87074171642243e-07,1.1729966610328012e-11,2.3556836847856537e-12,6.142854013392227e-08,9.644296555887832e-10,3.8169394412763175e-06,2.199737848043381e-08,2.501698637216658e-05,1.4310054279040131e-11,3.049295185653223e-08,2.28567873831105e-05,3.7499981664284827e-10,7.961515886888422e-06,0.001813308447335646,9.917913825848313e-05,3.2627422990794055e-05,5.131485506331148e-12,1.0756283626831673e-08,7.737597804094391e-06,0.0030868753487195925,4.7092288790859644e-09,6.504239049861399e-05,5.366441644826739e-06,5.843398954907822e-05,0.001947870892527406,0.018612544767359247,3.309109953761098e-08,6.909020257672789e-13,3.4837887778127216e-06,3.106227852147023e-06,4.516260046983216e-07,0.00021025539615923236,2.4527037240858e-08
0.0014160610336194524,0.8163712369790106,0.019263640626937632,0.005720748217618127,0.00626551978362909,0.08939912934913999,0.0,0.0,0.00029690359160754887,7.404907028287105e-06,0.8888339867926555,0.13703357141296385,6.67976471781185e-05,6.915045378161933e-07,3.2942977458988118e-06,8.646674988042236e-06,0.0006415652746708672,0.00046416197708454705,3.58771584247624e-05,1.3404755339546936e-06,0.0008541311626756604,6.580897490287902e-07,1.964858558672411e-06,0.0001492095177374867,2.1605983783270637e-07,0.00015927996487676786,4.951143890920032e-06,0.00021546827524143814,7.148745949973236e-06,5.074903291702786e-07,5.224586374161175e-06,3.9474466909073534e-09,6.670350456538377e-07,4.228971173665058e-06,3.76,0.0,2.7150332959321534e-06,0.18185465456935046,0.43931499130867363,0.004719591084545969,1.0168218929623352,0.00027393520464807176,2.2917036597438343e-11,2.345757842392184e-13,9.082866399644879e-05,2.373554730405361e-07,1.2473772813560114e-11,6.012030597361572e-12,2.369715541541457e-10,0.0016924977139137335,2.866438989032954e-14,4.9433968647704786e-06,3.906087177122043e-06,1.2679794248848067e-05,0.00014864770450225277,8.614152941260575e-07,9.632285101438184e-07,1.1599985045709132e-11,2.3295356756083935e-12,6.076129495002806e-08,9.619712101525147e-10,3.742113509313071e-06,2.1114843638094527e-08,2.380738082238196e-05,1.427913375945701e-11,2.965238284758063e-08,2.2132278660211396e-05,3.660215942804787e-10,7.937710427089698e-06,0.0017831442896739818,9.519843309894444e-05,3.252757840709827e-05,5.02368759834397e-12,1.0675917967115007e-08,7.866072566660597e-06,0.003072285890838352,4.6871584574394665e-09,6.491003402697673e-05,5.354045804042493e-06,5.8122670944979503e-05,0.0019347400511418378,0.018644252777272663,3.276969068244683e-08,6.841878739958985e-13,3.497477917612976e-06,3.096710661841141e-06,4.58729434708952e-07,0.00020973527179438424,2.4504835300803903e-08
0.0014163648964293431,0.8163673599758813,0.019535704309591593,0.005819424864835183,0.006352850683623299,0.08901578225003616,0.0,0.0,0.0002944207429010705,7.285350847275451e-06,0.8885892159464943,0.13761028127542851,6.58274982453338e-05,7.087599071809246e-07,3.316089749047246e-06,8.58597510277295e-06,0.0006264113017335277,0.000453189672421576,3.533503822763153e-05,1.309637083439446e-06,0.0008286795444416364,6.466753304189059e-07,1.9562532541820853e-06,0.00014579750646508984,2.1302717871965569e-07,0.00015432770298075038,4.8015335506863996e-06,0.00020500332670839592,6.70569129519971e-06,4.83886413800293e-07,5.160157047755011e-06,3.838052283017588e-09,6.424601467185814e-07,4.035425981973044e-06,3.76,0.0,2.66187428077858e-06,0.18104162326838885,0.439851847091066,0.0046185285608337885,1.0168961463795125,0.0002635565713968129,2.236804133721949e-11,2.336242552824797e-13,9.042259379977322e-05,2.3404910863500716e-07,1.2212019712892602e-11,5.862815273391194e-12,2.3117051631573588e-10,0.0016830377153669866,2.7455220229796608e-14,4.864908010440714e-06,3.845003308169747e-06,1.2344379171994469e-05,0.0001432379033810007,8.403863694251754e-07,9.396827099404319e-07,1.1467030796437458e-11,2.302791509460459e-12,6.00788595175224e-08,9.593190855409353e-10,3.668169032434493e-06,2.025655742779413e-08,2.2638366700101e-05,1.4244900469267992e-11,2.8823896333809802e-08,2.1423427183146463e-05,3.571877577239537e-10,7.911853092468096e-06,0.0017530229751521913,9.133480804442256e-05,3.2419345221167105e-05,4.916674992311362e-12,1.0592913753420972e-08,7.996932396406427e-06,0.003057523709498735,4.66482483036162e-09,6.475821889686868e-05,5.34002717635185e-06,5.779491804810845e-05,0.0019213558010984055,0.018676153812651346,3.244003530630803e-08,6.773015384213124e-13,3.510759628180828e-06,3.086395798605899e-06,4.6594544358853474e-07,0.00020920457109911738,2.4482201433669872e-08
0.0014166687592392338,0.8163630131260493,0.019811493432135438,0.005919671460107868,0.006441289562513736,0.08862708463352625,0.0,0.0,0.0002919564536407522,7.16940146053871e-06,0.88833487400602,0.1381936956977967,6.484763103438921e-05,7.262023969946925e-07,3.3368272957926013e-06,8.52272335220629e-06,0.0006114016499878835,0.0004423212235272388,3.4793212879336673e-05,1.2787002182098248e-06,0.0008035189550122249,6.350154163500157e-07,1.947170054730065e-06,0.00014240669193260098,2.0996899446949064e-07,0.00014947753905303208,4.653298623094802e-06,0.00019488646253635824,6.285201221600617e-06,4.6100108081035003e-07,5.094282622647035e-06,3.72903552778052e-09,6.182796172182989e-07,3.847494829465293e-06,3.76,0.0,2.6084885925084275e-06,0.18022531147207016,0.44038835579738406,0.004518043778002467,1.0169700952041276,0.0002535011862512182,2.182716605026658e-11,2.3265490223307425e-13,9.00148850918338e-05,2.3074341144246518e-07,1.1952278907755284e-11,5.715625463838953e-12,2.254455451624258e-10,0.0016735278276604052,2.6288807579572596e-14,4.787367062247646e-06,3.784638890706255e-06,1.2014644546706047e-05,0.00013795451502638008,8.196382374933508e-07,9.164517790136972e-07,1.1331207280944399e-11,2.275472050735123e-12,5.938177497816743e-08,9.564741435458724e-10,3.5951472324288324e-06,1.9422499331675868e-08,2.1509553350329726e-05,1.4207373318611875e-11,2.800771982677611e-08,2.0730282834646223e-05,3.485016932634494e-10,7.883911063602846e-06,0.0017229523397401943,8.758741869089576e-05,3.230259138292638e-05,4.810531272693548e-12,1.0507271390601293e-08,8.130199643627585e-06,0.0030425878764639997,4.642226538705197e-09,6.458656571611522e-05,5.324355989010434e-06,5.745058483803663e-05,0.0019077177872355462,0.018708243380564073,3.210219920515494e-08,6.702443976005592e-13,3.5236160208681623e-06,3.0752706016422373e-06,4.732744277586e-07,0.00020866316205607385,2.445912964643846e-08
