Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145)
8.004785278969346e-19,0.5839036634164413,1.9506470787055244e-60,3.601791779473747e-28,4.1844271412883675e-68,4.1269493191774625e-85,0.0,0.0,1.8234698429543024e-59,1.446273602052188e-111,1.9715288453671123e-70,8.271896881408036e-85,1.1062942863944529e-63,1.167638881910561e-107,1.929298410985383e-85,4.6997006751735866e-73,3.3183131964711283e-110,3.596469995550504e-85,4.184432576440191e-68,2.0185345508051813e-59,1.841235076397433e-34,6.725692682178747e-53,3.022877537336092e-85,2.2470890160179876e-176,2.7869483761078866e-126,1.1527266572890484e-54,4.9174774481580896e-92,9.399152495893983e-150,2.3487332042229293e-232,6.005647131834818e-220,2.301596463693241e-134,2.9664353970536176e-114,1.0860835399008408e-97,7.867774432596189e-176,3.76,0.0,0.7164667072377683,0.9999999999996844,1.1688527483509153e-85,3.969608625826669e-160,1.2694524517660646e-15,1.22885942918576e-15,4.059302258030454e-17,3.85958878424514e-33,3.1562938972141695e-13,4.275755184981332e-38,9.808081709913333e-40,6.396915470165347e-93,7.872890573574375e-96
1.6016525193280977e-18,0.5839036634164414,1.5617037399058956e-59,7.206712831567355e-28,6.702874838270785e-67,1.3221298123652731e-83,0.0,0.0,1.4598846221001768e-58,9.272441421693065e-110,3.15707290310478e-69,2.6500256291048905e-83,1.771512253977821e-62,7.482020060234602e-106,6.181179020326644e-84,7.527819760475535e-72,4.254395292187186e-108,1.1521828432200203e-83,6.702883563911135e-67,1.6160549960592624e-58,7.369738702726818e-34,5.384643654805885e-52,9.684239378657929e-84,4.614436962559657e-173,7.146315369419104e-124,9.231162283980711e-54,1.5755405439435014e-90,4.82464484908089e-147,7.73392795518499e-228,4.9392821507147704e-216,5.909637919858162e-132,3.2474160933715787e-112,6.962225942249007e-96,8.0817024170119e-173,3.76,0.0,0.7164667072377671,0.9999999999993685,3.7445942398144988e-84,4.075825475729613e-157,2.5400078161748423e-15,2.45878650341897e-15,8.122131275587253e-17,1.5448413512114107e-32,6.315330004042894e-13,1.7114163696761732e-37,3.925788748182333e-39,2.049549024910552e-91,5.046834886042184e-94
3.204000502190424e-18,0.5839036634164415,1.24983762558715e-58,1.4416554938377736e-27,1.0730836937430757e-65,4.233226573064409e-82,0.0,0.0,1.1683513864327151e-57,5.939580604243602e-108,5.0535532486508486e-68,8.484914873767356e-82,2.8355732982943135e-61,4.791416939395829e-104,1.9791659740178674e-82,1.2051154482824786e-70,5.4500812288906355e-106,3.6890863388235287e-82,1.0730850921968747e-65,1.293335148941001e-57,2.9488554340475146e-33,4.309351426944939e-51,3.1007227195333465e-82,9.463084548276499e-170,1.8309593668142822e-121,7.38867126639299e-53,5.0448484539988535e-89,2.4733665547487407e-144,2.540433871474997e-223,4.054249790129902e-212,1.515134884651684e-129,3.803843405189364e-110,4.4594413606075314e-94,8.289168918485979e-170,3.76,0.0,0.7164667072377645,0.9999999999987367,1.1989530599093096e-82,4.1792592035951795e-154,5.0811185449923886e-15,4.918640651938657e-15,1.624778930537306e-16,6.181377651070011e-32,1.2633402189979727e-12,6.847894715553394e-37,1.5708268604230053e-38,6.5626600999045265e-90,3.2325960711655805e-92
6.408696467915076e-18,0.5839036634164423,1.0000599945264609e-57,2.8836239162491167e-27,1.717433042944215e-64,1.3550184135515391e-80,0.0,0.0,9.348586225919723e-57,3.8030022056700525e-106,8.087904256170938e-67,2.715946262942479e-80,4.537840460860605e-60,3.067442881605531e-102,6.335233661683727e-81,1.9287163039885052e-69,6.978956735467799e-104,1.1808439335834565e-80,1.7174352823440332e-64,1.0348646219639098e-56,1.1797341915824644e-32,3.448135882656105e-50,9.925139387095826e-81,1.939343094748913e-166,4.689180299817522e-119,5.9124339564632564e-52,1.6148506832385863e-87,1.267170308692692e-141,8.334636107335378e-219,3.324518302372798e-208,3.881737752588626e-127,4.64274627874359e-108,2.855200391909969e-92,8.496317396718235e-167,3.76,0.0,0.7164667072377594,0.999999999997473,3.837742783479305e-81,4.2824381557351864e-151,1.0163340002627446e-14,9.83834894919111e-15,3.2499105343633494e-16,2.4729535653114417e-31,2.526954645097091e-12,2.7396038053837382e-36,6.284330330602422e-38,2.1007352019042595e-88,2.0697008483322137e-90
1.2818088399364381e-17,0.5839036634164434,8.001239613860643e-57,5.7675607652688686e-27,2.7482922205361947e-63,4.336676480018025e-79,0.0,0.0,7.4795791106241585e-56,2.43445614245364e-104,1.2943796187745344e-65,8.692265849736744e-79,7.261283375996612e-59,1.9634630169909086e-100,2.027579217697931e-79,3.0863714205271544e-68,8.934890781471396e-102,3.77923876319973e-79,2.748295805049067e-63,8.27970307071857e-56,4.7193208297821897e-32,2.7587706304826572e-49,3.1764969460194e-79,3.973109852981667e-163,1.2006765231705268e-116,4.7305460190236564e-51,5.1683210183817e-86,6.489977788501494e-139,2.7327566172198755e-214,2.7247884538694465e-204,9.941528088726207e-125,5.797852290779309e-106,1.8276988635297394e-90,8.707069321559475e-164,3.76,0.0,0.7164667072377492,0.9999999999949458,1.2282525978264555e-79,4.38669014701184e-148,2.0327782917897413e-14,1.9677765544548316e-14,6.500173733490973e-16,9.892619314801595e-31,5.054183452942338e-12,1.0959307189608362e-35,2.513936741326944e-37,6.723621374851184e-87,1.3248771951189123e-88
2.563687226226299e-17,0.5839036634164454,6.4012955708149775e-56,1.1535434480096643e-26,4.397586996652492e-62,1.3878352922641134e-77,0.0,0.0,5.983947356021487e-55,1.5582230664363599e-102,2.0716990162551127e-64,2.7817231416189395e-77,1.1618644348325607e-57,1.2567121843115693e-98,6.488740559228558e-78,4.938534571731813e-67,1.1437828925231813e-99,1.2094425207017945e-77,4.397592732968027e-62,6.62407691103565e-55,1.8878051474785361e-31,2.2071212796260614e-48,1.0165514039142979e-77,8.138296390542513e-160,3.0740472437934316e-114,3.784676376829175e-50,1.6539905509192437e-84,3.3233975839977293e-136,8.95742255588776e-210,2.2326969702633828e-200,2.545808171041685e-122,7.32850268223705e-104,1.1698458665172623e-88,8.924940248154043e-161,3.76,0.0,0.7164667072377289,0.9999999999898913,3.930688191597706e-78,4.492725225289209e-145,4.065666874843678e-14,3.9356598738671923e-14,1.3000700097648353e-15,3.957208731531007e-30,1.0108640891220884e-11,4.3839013287976924e-35,1.0056156331926571e-36,2.1518733311035182e-85,8.480073714511644e-87
5.12744399880602e-17,0.5839036634164498,5.121158012489495e-55,2.3071181976905258e-26,7.036394555885682e-61,4.441231062777971e-76,0.0,0.0,4.787271515493692e-54,9.97317529431105e-101,3.3166786717357295e-63,8.90183100745256e-76,1.8590303726275912e-56,8.043264487199218e-97,2.076474852430485e-76,7.901927584649836e-66,1.4641168636623276e-97,3.8703538680172814e-76,7.036403734598621e-61,5.299387313432947e-54,7.551374224901875e-31,1.7657389347574575e-47,3.253080311645596e-76,1.6668630908643038e-156,7.869964384033181e-112,3.0278369377471343e-49,5.29297429336907e-83,1.7017149932882654e-133,2.9356147619968195e-205,1.8292507406864218e-196,6.519436548122858e-120,9.321112792783224e-102,7.487392854595102e-87,9.154753556801756e-158,3.76,0.0,0.7164667072376882,0.9999999999797824,1.2578650068870067e-76,4.600936852796829e-142,8.13144404095132e-14,7.871426514055601e-14,2.6001752689571658e-15,1.582915685640646e-29,2.0217555058130217e-11,1.7535962651357506e-34,4.0225445146534217e-36,6.887211325655894e-84,5.427522124833304e-85
1.0254957543965463e-16,0.5839036634164584,4.0969750341025755e-54,4.6142677239134804e-26,1.1258434651104933e-59,1.4212192489445174e-74,0.0,0.0,3.8298626662891344e-53,8.434066421186542e-99,5.31275628721689e-62,2.848636656684767e-74,2.9744864172988753e-55,5.1477869315649384e-95,6.644843585478906e-75,1.2643302027511004e-64,1.874125428123418e-95,1.2385352934130868e-74,1.1258449336674975e-59,4.239560164397811e-53,3.020580418128908e-30,1.4126079121987678e-46,1.0410042345876675e-74,5.423237597371319e-153,2.014771083306873e-109,2.4223078992405665e-48,1.6963532849309756e-81,2.154270135416835e-130,2.087370112756351e-199,1.3192012524484093e-191,3.607563937630623e-117,1.1905331419462836e-99,4.792052422342549e-85,2.5235359280865997e-154,3.76,0.0,0.716466707237607,0.9999999999595646,4.025239702892967e-75,7.431895269466799e-139,1.6262998373165682e-13,1.574295979988715e-13,5.200385732785245e-15,6.331727059855221e-29,4.043538055335826e-11,7.014456867536806e-34,1.6090342880652946e-35,2.2045589124598874e-82,3.473701854526247e-83
2.050998463428435e-16,0.5839036634164759,3.2775994788758998e-53,9.228566883804341e-26,1.8013655791092052e-58,4.547942139225608e-73,0.0,0.0,3.0639083163480256e-52,5.418373642039342e-97,8.519673477262544e-61,9.115718603296176e-73,4.759208521555005e-54,3.294614451632752e-93,2.126369521032894e-73,2.0229457776795905e-63,2.3989108484168864e-93,3.963348270166458e-73,1.8013679284964235e-58,3.391668255733822e-52,1.2082383136302336e-29,1.1300930351550182e-45,3.331243226653585e-73,1.1108997666158561e-149,5.157879462571863e-107,1.937861681437709e-47,5.428639757996179e-80,1.1042856654413514e-127,6.840266612928953e-195,1.0808407502980072e-187,9.25899734712711e-115,1.5206745151987583e-97,3.0669518740812023e-83,2.6141320847490654e-151,3.76,0.0,0.7164667072374443,0.9999999999191289,1.2880881875802369e-73,7.613116116709734e-136,3.2526107037590713e-13,3.1486026393369175e-13,1.0400806442215085e-14,2.5327036319882224e-28,8.087102018945503e-11,2.8057973797771733e-33,6.436170802267867e-35,7.058552960422299e-81,2.223196952638452e-81
4.1020038814922125e-16,0.5839036634165105,2.622087366729196e-52,1.8457165633366068e-25,2.882196976068707e-57,1.4553480023802361e-71,0.0,0.0,2.4511339290846416e-51,3.4679836629579876e-95,1.3692990977314953e-59,2.9170430426828626e-71,7.614757827332887e-53,2.1085625348049866e-91,6.80441196085545e-72,3.2367272771893415e-62,3.0706244118412106e-91,1.2682771264777009e-71,2.882200733967213e-57,2.71334265209318e-51,4.8329655530471375e-29,9.040771096419564e-45,1.0660025936198183e-71,2.2751425430633892e-146,1.3204251397138554e-104,1.5502955256894983e-46,1.737175673383728e-78,5.653997606581456e-125,2.2414458216677724e-190,8.854341331787254e-184,2.372441688584613e-112,1.944394094964789e-95,1.9628609398638272e-81,2.735117759207931e-148,3.76,0.0,0.716466707237119,0.9999999998382576,4.121900660336176e-72,7.79590070571916e-133,6.505232436642602e-13,6.297215966760894e-13,2.080164698816957e-14,1.0130839700344721e-27,1.617422540442369e-10,1.1223220955097234e-32,2.574475599285163e-34,2.2612415910675978e-79,1.4228545414493428e-79
8.204014717619767e-16,0.5839036634165798,2.097673011755409e-51,3.6914364851611094e-25,4.611522307156517e-56,4.657124234513462e-70,0.0,0.0,1.9609100580354015e-50,2.2195178223109762e-93,2.210552486770086e-58,9.334559200254772e-70,1.2183631844923522e-51,1.349482256079047e-89,2.1774153768388923e-70,5.178775094601049e-61,3.9304090130711396e-89,4.0584960656407806e-70,4.6115283160881665e-56,2.170677337151197e-50,1.933188685520036e-28,7.232627592834687e-44,3.4112160000376736e-70,4.659509663183999e-143,3.380296785754389e-102,1.2402389498885896e-45,5.558975843617378e-77,2.8948576995124114e-122,7.344807536799952e-186,7.253511861567179e-180,6.084222561220706e-110,2.4874985174433814e-93,1.2562340877753287e-79,2.9201468630919243e-145,3.76,0.0,0.7164667072364685,0.9999999996765154,1.3190112211040276e-70,7.983032659927852e-130,1.3010475902403755e-12,1.2594442656519127e-12,4.1603324588458336e-14,4.05234055961583e-27,3.2348454008435775e-10,4.489296405560959e-32,1.0297921340801543e-33,7.251950790466892e-78,9.106291197206874e-78
1.230602555374732e-15,0.5839036634166491,5.998036064242822e-51,5.537156578897977e-25,1.7581429035711483e-55,2.175509643574304e-69,0.0,0.0,5.606979343054002e-50,1.101434641254316e-92,8.171685079406099e-58,4.3605069956823475e-69,4.4843871708308635e-51,7.584126698882506e-89,1.0219395671062784e-69,1.9626465107514072e-60,2.6184174735407284e-88,1.8958689707725488e-69,1.7581456946938678e-55,6.206782867929787e-50,4.1080275020863985e-28,2.068080238002594e-43,1.5935012378161074e-69,3.736468994072723e-142,2.5811687218107366e-101,3.681961580867628e-45,2.599023951161966e-76,1.6505288687815356e-121,3.8093636254953735e-185,3.941122090199678e-179,3.3265986841062526e-109,1.6569445703946883e-92,7.16875511767802e-79,1.753485704201158e-144,3.76,0.0,0.7164667072358181,0.9999999995147734,6.161574153914137e-70,5.91336429314178e-129,1.9515719368159e-12,1.8891669381187634e-12,6.24049986971275e-14,8.61122621447692e-27,4.8522664445524e-10,9.539762331481376e-32,2.1883101067580414e-33,3.3959081731235146e-77,5.196545084358885e-77
1.6408036389874875e-15,0.5839036634167187,1.2651597884773253e-50,7.382876844547418e-25,4.7304105310314825e-55,6.659956901356758e-69,0.0,0.0,1.182674582578453e-49,4.65948069739823e-92,2.080670608932391e-57,1.3348958237254586e-68,1.1373379094366392e-50,2.701939130149921e-88,3.185693458843873e-69,5.147619063072398e-60,1.1324731906628581e-87,5.803884011013715e-69,4.730420193300626e-55,1.3091905406612931e-49,7.007813009022895e-28,4.362181089575095e-43,4.87823600579893e-69,3.176296197262794e-141,1.2282810464528216e-100,8.022803260448744e-45,8.389865358021363e-76,1.3651041225794263e-120,1.1592331606204561e-183,7.969542542884849e-178,2.4079150005627512e-108,7.166334270023708e-92,2.8046132874066194e-78,1.7730778690167277e-143,3.76,0.0,0.7164667072351676,0.9999999993530315,1.886262303216506e-69,4.6082437509767286e-128,2.6020962833908344e-12,2.5188896140766416e-12,8.320666931417762e-14,1.468974062398747e-26,6.469685671570876e-10,1.627372189414845e-31,3.7330020061471034e-33,1.0967950193574017e-76,2.0330306711943714e-76
2.4612058062129983e-15,0.5839036634168574,3.455544515533817e-50,1.1074317779315395e-24,1.9132921765680834e-54,3.091118956083747e-68,0.0,0.0,3.2302517857104382e-49,4.1969714006679025e-91,7.324667000027313e-57,6.195717854279282e-68,3.9773266065210827e-50,1.6019744523437476e-87,1.569625724206994e-68,1.9338504003182686e-59,1.071197313798761e-86,2.693785583295383e-68,1.913298020320823e-54,3.575806164152098e-49,1.4508789533170893e-27,1.1914471996136984e-42,2.2641599329768402e-68,1.38305612074752e-139,1.3099098966157043e-99,2.3287732107476736e-44,4.624190620197422e-75,4.047932546549306e-119,4.329402120987181e-181,1.2593703053992477e-175,6.246252598986347e-107,6.778576832228825e-91,2.3488403179191244e-77,1.0931008003661959e-141,3.76,0.0,0.7164667072338665,0.9999999990295481,8.754803143592283e-69,1.7446814376262728e-126,3.903144976539317e-12,3.778334974185622e-12,1.2481000235366357e-13,3.041324412808811e-26,9.70451986195314e-10,3.3692705420604274e-31,7.72871447735338e-33,6.057734417026853e-76,1.7026461775283187e-75
3.281607973438509e-15,0.583903663416996,7.230155921924432e-50,1.4765759346269278e-24,5.1825769205719167e-54,9.38584199456538e-68,0.0,0.0,6.75876810856616e-49,1.6554888728911725e-90,1.8401941298739958e-56,1.8812613140383298e-67,9.938257460243237e-50,5.697983461505833e-87,4.9250732661678125e-68,5.070463344155996e-59,4.7901995748859095e-86,8.179383003967822e-68,5.1825953461219144e-54,7.481783517061982e-49,2.467565362847158e-27,2.4929063861160057e-42,6.8748719951678275e-68,9.994555081967765e-139,6.487700869429501e-99,5.092765582043165e-44,1.4848744046871725e-74,2.3804941066877525e-118,5.835237180916705e-180,1.259820504824935e-174,3.555898808864723e-106,3.0311432597564535e-90,9.231181271128494e-77,8.391012099778487e-141,3.76,0.0,0.7164667072325654,0.9999999987060652,2.6582994755849553e-68,1.1951772358449452e-125,5.204193669685628e-12,5.037780347132346e-12,1.6641332255322592e-13,5.172496196875513e-26,1.2939347371734011e-09,5.730251553462573e-31,1.314453153669752e-32,1.9483914685624407e-75,6.691572439275721e-75
4.922412307889531e-15,0.5839036634172734,2.2830606951415223e-49,2.2148644556063218e-24,2.598968962750163e-53,7.072938647213737e-67,0.0,0.0,2.1342109307574756e-48,1.9826918407876475e-89,8.680364255671717e-56,1.4176718962549502e-66,4.602288504479988e-49,6.959230087673866e-86,3.816206647994144e-67,2.515452571899972e-58,1.08769200488018e-84,6.163780957956068e-67,2.5989793881448715e-53,2.3625169136152774e-48,5.3763224929617374e-27,7.871830951045725e-42,5.180733423865472e-67,2.640184072434812e-136,2.570896262396049e-97,1.6940957250430506e-43,1.134900465859299e-73,1.3052227716045712e-116,1.5007243636769657e-176,8.183623761209723e-172,1.291410377790476e-104,6.88157866602668e-89,1.2372330716446548e-75,1.1303709037470096e-138,3.76,0.0,0.7164667072299633,0.9999999980591019,2.003228810757691e-67,1.652707645557452e-123,7.80629105597112e-12,7.55667113518044e-12,2.496199207905538e-13,1.1269812735777852e-25,1.940898045462042e-09,1.2485073036724908e-30,2.8639314713255733e-32,1.5024759275478895e-74,8.968553257729833e-74
