Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65)
0.00036664215144431003,0.46527183741454997,1.4105193290749653e-12,9.225330767007928e-14,1.891108474168953e-13,2.9389385774762766e-10,0.0,0.0,1.6666719304416515e-07,4.153742233928206e-09,5.667458312683297e-11,1.9908073042216775e-14,1.2061635741383545e-16,-4.4999219608020615e-36,2.6419149545108035e-29,5.550513997015741e-19,1.3018269427645075e-13,3.776735121069298e-09,1.0319207499737299e-23,7.963783280197501e-27,1.6187475624860556e-11,3.1120124960315153e-21,3.4369047741356602e-19,2.6457090306249535e-18,5.223457415546184e-19,7.97209886036115e-14,3.4576580364168816e-20,3.005251865855683e-19,1.2403794066072363e-22,1.196559745561062e-26,7.714851165864166e-20,3.0561298625570826e-25,3.776836101682856e-19,2.305281733974802e-24,3.76,0.0,0.825111083859261,0.9999877403570329,2.370140074498512e-10,8.504463417236283e-13,0.0005904440774799013,0.0005904400857991411,1.2477799946605485e-10,1.048028155100334e-17,1.2084925702666478e-05,1.748034107187274e-14,5.304269234226945e-22,2.8118775708931016e-20,2.3304638606424434e-19,3.7210102327633653e-09,5.667129457542201e-15,1.089497694048996e-16,3.637645747593855e-16,9.320662800772743e-14,9.18974958215649e-15,1.4248615299313e-13,8.682839833564463e-14,1.134184615963493e-21,1.930669421994597e-23,3.490265011670142e-20,6.799949607471906e-22,5.37615685471555e-13,3.448225119795986e-15,3.5468243391207416e-13,8.014841818960418e-15,5.835070037830282e-25,4.6345319316649957e-14,6.254453839079418e-13,4.441987204469595e-12,8.799868047988564e-08,1.7729794315493538e-15,3.609594211362627e-11
0.0004016254804774755,0.4652765278279053,1.5008342902546956e-12,9.86034017421694e-14,2.2238678109929178e-13,3.37146042727175e-10,0.0,0.0,1.8260507637950189e-07,4.975795013242524e-09,7.442236624571621e-11,2.2298777292916533e-14,1.4499724673562526e-16,3.041364088930467e-35,2.912207113872544e-29,5.8335410533078165e-19,1.349035183833681e-13,4.531686372211059e-09,1.3382304540293393e-23,1.033606049039909e-26,1.9423587598026695e-11,3.734250903860713e-21,3.4384507453568343e-19,3.0136393482758236e-18,5.55113405006317e-19,1.0119015355783485e-13,4.149122669889627e-20,3.950860459245332e-19,1.4192575583764933e-22,1.287345217990882e-26,1.0127911617197183e-19,3.99209366639091e-25,4.758628031182054e-19,3.4577485877668014e-24,3.76,0.0,0.8250547595515936,0.9999877228105364,3.000824642385083e-10,9.535185079839811e-13,0.0006467595084448738,0.0006467547373352237,1.2476954398963625e-10,1.0481528241020455e-17,1.2084925490533206e-05,2.0995013405393316e-14,6.158375693165571e-22,3.413092312986133e-20,2.8835279978145535e-19,4.458536836941016e-09,6.2075838677876765e-15,1.3023711867905143e-16,4.196327618923528e-16,1.1336363797463696e-13,1.1253444175103677e-14,1.7054197419469613e-13,1.041131861344165e-13,1.1919002334289285e-21,2.0289206445575288e-23,3.669829408159474e-20,8.1618027815311625e-22,6.632793456643065e-13,4.225336196050869e-15,4.1364582237087713e-13,8.30397850114833e-15,6.831496120194047e-25,5.718548473010548e-14,6.599649820082716e-13,4.453229654040483e-12,9.68957296684348e-08,2.348518679456175e-15,3.6494977697846315e-11
0.0004366088095106409,0.4652812179220126,1.5915043574553867e-12,1.050301642398828e-13,2.5843776833348854e-13,3.830837784008878e-10,0.0,0.0,1.985518115358823e-07,5.87045943302827e-09,9.552001414184491e-11,2.48144361736724e-14,1.7166946570008793e-16,7.097133599663503e-36,3.2094539029733515e-29,6.139976757108143e-19,1.4049337755747448e-13,5.355350750919584e-09,1.7037190329463203e-23,1.3148243779985732e-26,2.295432404827739e-11,4.4131546029363096e-21,3.4401419725383736e-19,3.4055068579596843e-18,5.92528895594455e-19,1.261814342018171e-13,4.9036073068210364e-20,5.076722670546393e-19,1.61233362832708e-22,1.3993238883606865e-26,1.3000729250619098e-19,5.119011760268352e-25,5.893218037022631e-19,5.026474743344151e-24,3.76,0.0,0.8249984389982638,0.9999877051085001,3.7378350516016587e-10,1.060593078319763e-12,0.0007030710983626753,0.0007030654751359669,1.2476108908836757e-10,1.0482774843348938e-17,1.2084925276520228e-05,2.4835368662418066e-14,7.077610918661871e-22,4.081505575898954e-20,3.5122861298243577e-19,5.261495264349079e-09,6.747989802301144e-15,1.5352567700293689e-16,4.792485865096791e-16,1.3562373173397784e-13,1.3550569015297949e-14,2.0112510806814382e-13,1.2297117504567227e-13,1.2544062064874566e-21,2.1353259019939442e-23,3.8642689593957373e-20,9.648340505529092e-22,8.048581768421724e-13,5.09062184809023e-15,4.755462258508208e-13,8.646493996270856e-15,7.910248128193126e-25,6.939927155768708e-14,6.915412328446822e-13,4.465022468712518e-12,1.0588310051667606e-07,3.0417308365603192e-15,3.689758237176621e-11
0.00047159213854380637,0.4652859076969527,1.6825329221663021e-12,1.1153414465275345e-13,2.9725116877407183e-13,4.317172824267754e-10,0.0,0.0,2.1450818430875752e-07,6.837382626738742e-09,1.2025205958869744e-10,2.746508813884968e-14,2.006448324479712e-16,-2.7618756377555034e-35,3.535894755878393e-29,6.470225932748627e-19,1.4703575338770544e-13,6.247721465207299e-09,2.13502818932461e-23,1.6441522921274112e-26,2.6779669856042695e-11,5.148722257088008e-21,3.4419809641877136e-19,3.824686912001447e-18,6.3521190069059e-19,1.5497689222487107e-13,5.721120480650299e-20,6.398636065470733e-19,1.8227985676239713e-22,1.536454582128116e-26,1.6373659544448648e-19,6.460522503736556e-25,7.191090734804055e-19,7.113849080748847e-24,3.76,0.0,0.8249421221981197,0.9999876872500693,4.5896516958771406e-10,1.1723750970632417e-12,0.0007593788477710337,0.0007593722994593408,1.2475263476207172e-10,1.0484021357982898e-17,1.2084925060617224e-05,2.900241687668219e-14,8.063092250554913e-22,4.8192966348750095e-20,4.2210012625131933e-19,6.1296015756432554e-09,7.288347265879159e-15,1.7883792649251267e-16,5.426261168832884e-16,1.600115560322256e-13,1.6086201695298985e-14,2.34238361495366e-13,1.4340416385755384e-13,1.3217852904573869e-21,2.250026056953575e-23,4.073838038889661e-20,1.1259682780763163e-21,9.62949598914279e-13,6.04600156343615e-15,5.401327658480975e-13,9.04754621636549e-15,9.072747656964282e-25,8.30382428258816e-14,7.204250153444956e-13,4.4773633151717664e-12,1.1496168830292823e-07,3.864852661575566e-15,3.7303758272112864e-11
0.0005415587966101373,0.46529528628965505,1.8656791627189445e-12,1.2477597097531506e-13,3.831157213904071e-13,5.371129599089399e-10,0.0,0.0,2.4645296548217705e-07,8.986623304497874e-09,1.8175167592123605e-10,3.321239340369806e-14,2.6555241385577003e-16,2.688528014980327e-37,4.2855099763063205e-29,7.203802932718162e-19,1.6328490100015308e-13,8.238554728317847e-09,3.2234645640821355e-23,2.4640626678445705e-26,3.5314129065449074e-11,6.78984408453946e-21,3.4461123922025023e-19,4.760682890502546e-18,7.389488324356067e-19,2.251329365164179e-13,7.545266895372756e-20,9.693916809401194e-19,2.311757414240427e-22,1.9049933778839405e-26,2.478167339171559e-19,9.889377525848395e-25,1.03183117230694e-18,1.333231293937819e-23,3.76,0.0,0.8248294998527841,0.9999876510606076,6.671425191440152e-10,1.4131983017531817e-12,0.0008719828272038726,0.0008719742087050148,1.2473572783369057e-10,1.0486514124143723e-17,1.2084924623099824e-05,3.832072186079218e-14,1.0237314790011328e-21,6.511684923307383e-20,5.895238931888463e-19,8.060128760528455e-09,8.368916799394004e-15,2.3562365814057917e-16,6.807240112185222e-16,2.1526879834129104e-13,2.189250394330195e-14,3.080676668133681e-13,1.890030896999343e-13,1.4714976658236903e-21,2.504881069505679e-23,4.5393941072632686e-20,1.485727237145742e-21,1.3309222134412516e-12,8.234418332370472e-15,6.764651031027655e-13,1.0044181497186118e-14,1.1654741985494432e-24,1.1478608661554435e-13,7.710143293216735e-13,4.503679976277468e-12,1.3339609565964508e-07,5.951019314345102e-15,3.812683303306216e-11
0.0006115254546764682,0.4653046636066541,2.0503003541964133e-12,1.383333321596153e-13,4.798835966312009e-13,6.53416794604325e-10,0.0,0.0,2.7844562525385193e-07,1.1420811256615012e-08,2.611743352664785e-10,3.962449354944234e-14,3.398150898773352e-16,-1.4044454964566043e-33,5.179862363286543e-29,8.037586732372641e-19,1.842434637376516e-13,1.0504131807525335e-08,4.663951082970637e-23,3.528087747652047e-26,4.502684426813116e-11,8.657605691276121e-21,3.4508655687130744e-19,5.8575367530199675e-18,8.71707014453949e-19,3.1401270863575154e-13,9.621631517226454e-20,1.3963541697367734e-18,2.9252031601902697e-22,2.438769012805145e-26,3.5676465828892697e-19,1.4498255853051855e-24,1.4222942630086397e-18,2.3257466965150096e-23,3.76,0.0,0.8247168925063763,0.9999876142353185,9.313196123388985e-10,1.6828566931592934e-12,0.0009845714510194475,0.000984560467132622,1.2471882320307724e-10,1.0489006539455811e-17,1.2084924177898436e-05,4.895836878898626e-14,1.2690191756248727e-21,8.507517586843005e-20,7.939889962282733e-19,1.024787345215417e-08,9.449292506620676e-15,3.0077511511821216e-16,8.34044751090002e-16,2.7933245965342184e-13,2.8709948841643596e-14,3.9205717320048754e-13,2.4092735442386925e-13,1.6417148952122113e-21,2.794638956082323e-23,5.0685801381007295e-20,1.8955577290453032e-21,1.7714461446077765e-12,1.0804794306515595e-14,8.210313920313925e-13,1.133038978852434e-14,1.4589118370005104e-24,1.527956606235618e-13,8.133443694372385e-13,4.532161795484601e-12,1.5220611389294551e-07,8.709816504143634e-15,3.896422213049743e-11
0.000681492112742799,0.4653140396485882,2.236424006974055e-12,1.5221072481668562e-13,5.874613369642645e-13,7.807140982865123e-10,0.0,0.0,3.104923058376059e-07,1.4137332824423334e-08,3.6075477842227656e-10,4.678804032021366e-14,4.235284639414189e-16,-6.916571400924819e-34,6.238706464550266e-29,8.974953666420684e-19,2.1050445287238925e-13,1.3044398332125995e-08,6.523013657742136e-23,4.8724354227170894e-26,5.59176945047321e-11,1.0751996377971031e-20,3.4562614149318277e-19,7.158794363259484e-18,1.0393324946662442e-18,4.2405050847572213e-13,1.1950285125599517e-19,1.9334768650970698e-18,3.7169605505584704e-22,3.199524191135887e-26,4.938410735320238e-19,2.0532317624617144e-24,1.8986700332446117e-18,3.832819898292393e-23,3.76,0.0,0.8246043001496858,0.9999875767673697,1.258140383727153e-09,1.989127519088741e-12,0.0010971447234733908,0.0010971310767998348,1.2470192086881594e-10,1.0491498603871933e-17,1.208492372493049e-05,6.09240918985394e-14,1.543104154144675e-21,1.0823924438482601e-19,1.038825717755862e-18,1.2690611721533223e-08,1.052947442578056e-14,3.7447390691444525e-16,1.0027112186141146e-15,3.5240085769866915e-13,3.657410990012896e-14,4.862379743779749e-13,2.991967172767014e-13,1.833127126673848e-21,3.1204744569911655e-23,5.663517181017812e-20,2.3555640440823415e-21,2.2883983430131403e-12,1.3770569068173143e-14,9.724825055803568e-13,1.2942716374144369e-14,1.7887732026644332e-24,1.9740144481665028e-13,8.487642661440774e-13,4.5627915886476835e-12,1.7139890652164046e-07,1.2247754251342695e-14,3.981594837916476e-11
0.0007514587708091299,0.46532341441609193,2.4240777975271103e-12,1.664126908397614e-13,7.0575882384904e-13,9.190917841444639e-10,0.0,0.0,3.425990879436079e-07,1.713366500575761e-08,4.827095020477183e-10,5.4792591118565466e-14,5.167887018066613e-16,7.5848947835966715e-34,7.482761633963932e-29,1.0019342502020265e-18,2.426560919144247e-13,1.5859299914444497e-08,8.873582605084137e-23,6.534782137253683e-26,6.798655881465126e-11,1.3073005440825265e-20,3.462321238919201e-19,8.71631889208347e-18,1.2481939965773901e-18,5.577619779171462e-13,1.45312997775038e-19,2.5935327235654543e-18,4.7607645466058075e-22,4.2699252801409826e-26,6.623242895745176e-19,2.826346622587423e-24,2.4690409521255725e-18,6.031031179563688e-23,3.76,0.0,0.8244917227735005,0.999987538649928,1.654189672163232e-09,2.3406921688422933e-12,0.0012097026488010873,0.0012096860397616232,1.2468502082949083e-10,1.0493990317344763e-17,1.2084923264113402e-05,7.422692464851996e-14,1.8469354621280577e-21,1.3477912606497578e-19,1.3273314053184101e-18,1.5386140421991048e-08,1.1609462595028052e-14,4.569025015193924e-16,1.1868508447091856e-15,4.3467345835501106e-13,4.5518777308986016e-14,5.906449276764776e-13,3.6383327699377205e-13,2.0464372132385528e-21,3.48358393946735e-23,6.326365298713708e-20,2.8658542476367935e-21,2.885327365180073e-12,1.7144505284547985e-14,1.1296895867768678e-12,1.4917410375844483e-14,2.156265683439705e-24,2.489095246384222e-13,8.784028798202479e-13,4.595552820761138e-12,1.9098163983993012e-07,1.6674887893358707e-14,4.068203723506036e-11
0.0008214254288754608,0.4653327879097954,2.61328956584824e-12,1.8094381741470198e-13,8.346892303410939e-13,1.0686383754901033e-09,0.0,0.0,3.7477199242080934e-07,2.040737399015722e-08,6.292369010986046e-10,6.373066371507439e-14,6.196925884392687e-16,5.007295434224869e-35,8.933712028888717e-29,1.1174255161597527e-18,2.8126989563134133e-13,1.8948782149699637e-08,1.1795285180138176e-22,8.554291238381237e-26,8.123331623604e-11,1.562062217177105e-20,3.469066739961592e-19,1.059089503684915e-17,1.50495762665847e-18,7.177455744515374e-13,1.736474890745773e-19,3.389347357737809e-18,6.156415524346542e-22,5.755600436944293e-26,8.655119194648349e-19,3.7991531508839125e-24,3.1414044811127835e-18,9.1328815335596e-23,3.76,0.0,0.8243791603686056,0.9999874998761582,2.1259952796300376e-09,2.7471387838407412e-12,0.0013222452312178538,0.0013222253580702583,1.2466812308368558e-10,1.0496481679826846e-17,1.2084922795364571e-05,8.887620516966351e-14,2.1814795542025645e-21,1.6486374353828265e-19,1.6627721322459105e-18,1.8332276964367803e-08,1.2689257052450649e-14,5.48244273998108e-16,1.3865955797996689e-15,5.263506549976108e-13,5.557616173445051e-14,7.053166068142296e-13,4.3486144268806807e-13,2.2823608883565345e-21,3.8851856950492705e-23,7.059324021199713e-20,3.426540237748773e-21,3.5654923552432226e-12,2.0938765795040992e-14,1.2917087523692971e-12,1.7289671175139226e-14,2.5626187856179856e-24,3.076009614424551e-13,9.032040971293862e-13,4.630429596432316e-12,2.1096148433487113e-07,2.2104672935837588e-14,4.156251674480531e-11
0.0009613587450081227,0.46535153107830507,2.99649920957978e-12,2.1101212963859658e-13,1.1241176882463808e-12,1.4016004704940297e-09,0.0,0.0,4.393399621795042e-07,2.7777624506312993e-08,1.0047136778859898e-09,8.479258531648949e-14,8.548218805544536e-16,-3.623269789285632e-36,1.2548309320047625e-28,1.3829980249732253e-18,3.801544772891805e-13,2.5951270869462957e-08,1.970595640989767e-22,1.3829006822813014e-25,1.1126002655956279e-10,2.1395635783789135e-20,3.484703557864249e-19,1.5582761257769584e-17,2.1918092985027544e-18,1.1273461713052347e-12,2.378925182024783e-19,5.439855533023385e-18,1.0584694206672152e-21,1.055904040822993e-25,1.3893003610840025e-18,6.478514787262133e-24,4.823698848834234e-18,1.9096653675096883e-22,3.76,0.0,0.8241540804358034,0.9999874203322772,3.322713671743099e-09,3.767439190435828e-12,0.001547284384080593,0.001547257068923663,1.246343344669664e-10,1.0501463351628199e-17,1.2084921833741065e-05,1.222530191084016e-13,2.9466602726081195e-21,2.3633759319815567e-19,2.4873763602898246e-18,2.496774470474629e-08,1.484826498383677e-14,7.58405692198694e-16,1.833450640552421e-15,7.387267366682093e-13,7.91512844973141e-14,9.656267577721966e-13,5.96201619171354e-13,2.8249773260235073e-21,4.808850491116851e-23,8.744571771654904e-20,4.699566716671302e-21,5.187319433970779e-12,2.9834389704411657e-14,1.6271658229763388e-12,2.336673172677242e-14,3.496937156943504e-24,4.4755029111231097e-13,9.413118700987822e-13,4.7064693517666226e-12,2.5214121813622254e-07,3.6442295413169046e-14,4.3366773045637215e-11
0.0009999999999999998,0.46537026915908714,3.1034668630164908e-12,2.1955548054118365e-13,1.2113907193046153e-12,1.5015787047989072e-09,0.0,0.0,4.5722689613793057e-07,3.000429841231274e-08,1.129560431578841e-09,9.144037042908666e-14,9.267212822273022e-16,1.5788191901780868e-33,1.3734109641492374e-28,1.4647646566022856e-18,4.130155879333499e-13,2.807836616099321e-08,2.24569578808358e-22,1.56115837948681e-25,1.2038156763483874e-10,2.3150042275735546e-20,3.489544537537767e-19,1.732383039826589e-17,2.428800143389866e-18,1.2638497843057148e-12,2.57413651830325e-19,6.124717493036486e-18,1.2357465152366009e-21,1.2473570012862259e-25,1.5643208078595482e-18,7.42181148724951e-24,5.374071744411693e-18,2.2991538043888077e-22,3.76,0.0,0.8240919372872757,0.9999873978922793,3.717979376521681e-09,4.107664684940952e-12,0.0016094160007525408,0.0016093864141075126,1.2462500567559694e-10,1.0502838745479715e-17,1.2084921562460978e-05,1.3243622993312633e-13,3.181374592540402e-21,2.5886914847992126e-19,2.753865851446878e-18,2.6972883079785215e-08,1.5444318041326404e-14,8.230501425010971e-16,1.968092031360072e-15,8.043601542471482e-13,8.649869336000831e-14,1.0448233889576089e-12,6.453093995455221e-13,2.9920649606334184e-21,5.0932729780417197e-23,9.26337999900369e-20,5.086830214903161e-21,5.69886142991113e-12,3.2607125731413504e-14,1.721968163978474e-12,2.5386676941568248e-14,3.7845816597200446e-24,4.916919802006193e-13,9.496480759061842e-13,4.72893180447792e-12,2.6380523171160343e-07,4.131964005312974e-14,4.387520169118069e-11
0.0011012920611407845,0.46537026915908714,3.386278890380225e-12,2.4245327601590796e-13,1.4551162354572343e-12,1.7803411017443254e-09,0.0,0.0,5.042432453788485e-07,3.623034375482456e-08,1.5044157950945185e-09,1.107752945053257e-13,1.1297051212327664e-15,-6.138444919003328e-35,1.7277491634855572e-28,1.6971437296702185e-18,5.116211996071491e-13,3.405142888566233e-08,3.1037971009938952e-22,2.104034930843187e-25,1.4599685775536376e-10,2.807695146290146e-20,3.503353477684458e-19,2.2822795898154514e-17,3.163224468919635e-18,1.6753539630772961e-12,3.1224412622981354e-19,8.188892196651735e-18,1.8654540169660296e-21,1.9166608478808315e-25,2.092049518486653e-18,1.0392001488511245e-23,7.007987621053166e-18,3.6266066198856725e-22,3.76,0.0,0.8239290602774478,0.9999873380809632,4.8994540934297116e-09,5.1442931430255026e-12,0.0017722622153895076,0.0017722262257242717,1.2460055500731192e-10,1.0506443618893101e-17,1.2084920839398148e-05,1.6113554551149584e-13,3.846734302335641e-21,3.239920901883721e-19,3.53820262695239e-18,3.257995720821966e-08,1.7006498523302034e-14,1.0064451971452998e-15,2.344421517301565e-15,9.911572552022964e-13,1.0753312156194494e-13,1.2675497001951036e-12,7.834577139995293e-13,3.4669659642539566e-21,5.901663960107811e-23,1.073766478596728e-19,6.1756177427654235e-21,7.175412322397406e-12,4.0545611728253046e-14,1.9739634545259092e-12,3.144870071034598e-14,4.60201715949063e-24,6.191053060461332e-13,9.679778753899624e-13,4.790796190524638e-12,2.949956087065129e-07,5.623177419305169e-14,4.522899386951869e-11
0.0012412253772734463,0.4653890021570561,3.782857108558061e-12,2.7530561336644736e-13,1.8271042250550255e-12,2.205627301962951e-09,0.0,0.0,5.695280154749708e-07,4.574912921512949e-08,2.145293767659579e-09,1.4253128973660581e-13,1.445144518871649e-15,-4.3041227194726387e-35,2.3335092368218522e-28,2.062899501836623e-18,6.801123546672967e-13,4.324882027874672e-08,4.670221368137206e-22,3.055708815773964e-25,1.854428420831749e-10,3.566448339000539e-20,3.5252046817750396e-19,3.318199311603375e-17,4.489898924535384e-18,2.3856939289751174e-12,3.967087833203245e-19,1.1741599295293387e-17,3.308182825008549e-21,3.388329385226188e-25,3.001033578800065e-18,1.5893612535263996e-23,9.755601827334311e-18,6.396587094135173e-22,3.76,0.0,0.8237040998195709,0.9999872530673473,6.9065901368018175e-09,6.985667139598014e-12,0.0019971787581625823,0.0019971328447931443,1.2456678469335573e-10,1.0511422481235497e-17,1.2084919811672736e-05,2.0561003422371368e-13,4.8900818576830855e-21,4.2914494359333584e-19,4.840416057503749e-18,4.115217228353782e-08,1.9163957973140505e-14,1.2938674858253908e-15,2.92072421221208e-15,1.2852934421311026e-12,1.4094142842201703e-13,1.6115234748498408e-12,9.96905500495983e-13,4.214532497275294e-21,7.17418917043868e-23,1.3057670206290971e-19,7.855733066555972e-21,9.548575623561935e-12,5.315532487696689e-14,2.328662702513272e-12,4.180915133674698e-14,5.8885189250946585e-24,8.23885941026035e-13,9.866410851330123e-13,4.883305176365914e-12,3.395823128223155e-07,8.249202708805894e-14,4.714949737398228e-11
0.001381158693406108,0.4654077300770732,4.186464883788673e-12,3.0960824905916337e-13,2.239549448391976e-12,2.6782526885480384e-09,0.0,0.0,6.352396375220928e-07,5.631887496841139e-08,2.944022808587249e-09,1.8096596268928224e-13,1.8019574071676082e-15,3.0820541814633214e-35,3.0955045072291837e-28,2.483410818354818e-18,8.899947081405966e-13,5.3543008799021725e-08,6.774892912644598e-22,4.277365599629446e-25,2.2959701178212259e-10,4.41581456788026e-20,3.5504520890730787e-19,4.7735792725435455e-17,6.251485189294979e-18,3.283765244152959e-12,4.912932723662384e-19,1.620460712817324e-17,5.814345467048641e-21,5.806057231829984e-25,4.144016999884852e-18,2.3395488000912305e-23,1.3126891510571292e-17,1.0640829616400674e-21,3.76,0.0,0.8234791989880261,0.9999871652364183,9.393771457618888e-09,9.413052934506535e-12,0.002222034045113271,0.0022219769424081195,1.2453302351370483e-10,1.0516399938265609e-17,1.20849187499e-05,2.557681611921378e-13,6.085382438984174e-21,5.531025693268991e-19,6.418831038095444e-18,5.066795715081617e-08,2.132064363457658e-14,1.622196463727482e-15,3.5636450257842385e-15,1.6228099476159354e-12,1.7958583141133396e-13,1.9980416665735184e-12,1.2368553043356144e-12,5.074104014805979e-21,8.63736603895144e-23,1.5724334090396542e-19,9.741020130906971e-21,1.2323546516118304e-11,6.774256800104712e-14,2.688852126052792e-12,5.471693469945188e-14,7.367482838913394e-24,1.0633333066684536e-12,9.997129680343344e-13,4.9839008335016305e-12,3.859591869644246e-07,1.162877810020556e-13,4.912864258771912e-11
0.0015210920095387699,0.4654264529239506,4.597335727338829e-12,3.4540104979671064e-13,2.6919667874431762e-12,3.199037729579695e-09,0.0,0.0,7.01422714966202e-07,6.792573208634544e-08,3.917007755592943e-09,2.2703952482647662e-13,2.20097790382134e-15,4.854766991477611e-35,4.039283779402582e-28,2.961934245413376e-18,1.1455398371253812e-12,6.493355784766552e-08,9.537990236482754e-22,5.811082850331035e-25,2.78458399070384e-10,5.3557852376723865e-20,3.579297505006027e-19,6.778369573883501e-17,8.532830402704133e-18,4.396493334089448e-12,5.9600471854893e-19,2.168628880828785e-17,1.0028000762368106e-20,9.61714906980772e-25,5.5493067131036315e-18,3.337301128397185e-23,1.7181343206756374e-17,1.6879877377814345e-21,3.76,0.0,0.8232543577084436,0.9999870745329851,1.2409982970155952e-08,1.2561281696649503e-11,0.0024468281086557626,0.002446758534803718,1.2449927145693308e-10,1.052137598958937e-17,1.208491765341296e-05,3.117072208211501e-13,7.441621660842917e-21,6.971622965407923e-19,8.297957616743632e-18,6.111118259597933e-08,2.3476555807763287e-14,1.9929767479797833e-15,4.274540036267084e-15,2.0054058870668693e-12,2.236688395229358e-13,2.427652272161319e-12,1.5036513062619149e-12,6.052334055405476e-21,1.0302519931997969e-22,1.8758096991105268e-19,1.1832656401017033e-20,1.5515514165046404e-11,8.438366690166026e-14,3.052853735416386e-12,7.043494772340283e-14,9.050338201629846e-24,1.3387545746085694e-12,1.0088715418733683e-12,5.09249688858459e-12,4.341843302821604e-07,1.5872827238381113e-13,5.1166828814997645e-11
0.0016610253256714317,0.46544517070245267,5.015705638650683e-12,3.827246531157117e-13,3.183916923978054e-12,3.76883000747538e-09,0.0,0.0,7.681211348691358e-07,8.055707072253794e-08,5.080388018480525e-09,2.8176897775169646e-13,2.6430585351567824e-15,5.971490314482948e-35,5.192728097211333e-28,3.501840138570961e-18,1.4509734588009095e-12,7.74200304550403e-08,1.3096152337517748e-21,7.70164783777717e-25,3.320260361447816e-10,6.386351746574273e-20,3.6119497971911585e-19,9.487052736808349e-17,1.1429148226774584e-17,5.7523831320112454e-12,7.108506184054175e-19,2.8297040703473857e-17,1.688561433237464e-20,1.5429130299007872e-24,7.245812442981141e-18,4.6370436991937816e-23,2.1977694675718055e-17,2.5744348183112915e-21,3.76,0.0,0.8230295759061893,0.9999869809016415,1.6003602425919266e-08,1.6578290966879764e-11,0.0026715609809101534,0.002671477638170996,1.2446552851157493e-10,1.0526350634807905e-17,1.2084916521542028e-05,3.7353032273958606e-13,8.968098672217265e-21,8.626145316003856e-19,1.0502046889554919e-17,7.246601734862298e-08,2.5631694791779793e-14,2.4077751898743466e-15,5.0548346956090614e-15,2.4348073574778863e-12,2.7338841545538643e-13,2.9009566436363774e-12,1.7976708916303197e-12,7.15610806646371e-21,1.2181370960202546e-22,2.2180110883532358e-19,1.4131891723125412e-20,1.9138541678021875e-11,1.0315320917068773e-13,3.4195013190073653e-12,8.922321061666278e-14,1.0948912644874067e-23,1.6513594497333843e-12,1.0152830465668669e-12,5.209016027528519e-12,4.843161268247219e-07,2.109664030215004e-13,5.3264495272484534e-11
0.0018009586418040935,0.46546388341730044,5.441813090767785e-12,4.216204778647202e-13,3.71500508626053e-12,4.38850448151541e-09,0.0,0.0,8.353781116614608e-07,9.420144388206734e-08,6.4500425293443755e-09,3.4623012956603925e-13,3.1290718280876338e-15,-1.422895395998441e-35,6.586229830281534e-28,4.1066152766474e-18,1.8104974911342093e-12,9.100198925894456e-08,1.7603872058653103e-21,9.996633263181614e-25,3.902989551803198e-10,7.507505486320528e-20,3.6486250548232444e-19,1.3080886721796313e-16,1.5042906461689142e-17,7.38157359467781e-12,8.35838868434461e-19,3.6149587956974956e-17,2.770799471452447e-20,2.4027754312608354e-24,9.263097235013881e-18,6.300678975993194e-23,2.7574044900050753e-17,3.79859169465467e-21,3.76,0.0,0.8228048535063232,0.9999868842867309,2.0222456420904526e-08,2.1624943501967668e-11,0.002896232693707516,0.002896134268657359,1.244317946661191e-10,1.0531323873516994e-17,1.2084915353614586e-05,4.4134659318486453e-13,1.0674433394978308e-20,1.0507448353637766e-18,1.3055134466356441e-17,8.471692266952887e-08,2.778606088462778e-14,2.8681823441560557e-15,5.906023472969945e-15,2.9127693769427027e-12,3.2894004425418515e-13,3.4186085187924466e-12,2.119324053877437e-12,8.392548778394786e-21,1.4286043124911745e-22,2.601225566716808e-19,1.6640050802218035e-20,2.3205907113969067e-11,1.2412482829714413e-13,3.787977060090823e-12,1.1134027118137574e-13,1.3075441314448596e-23,2.0022896323026866e-12,1.0197653274797044e-12,5.333389657049098e-12,5.364132871587763e-07,2.7419828699961324e-13,5.5422120640913837e-11
