Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189)
0.0011772232978511151,0.6904504401399754,7.333106189397042e-06,1.7390396735347533e-06,6.664428293681595e-06,0.00155226684883675,0.0,0.0,0.0013881451385830191,0.00033492220435912357,0.007304847054313891,0.00014123444359833649,1.1287319851192323e-07,1.769061477748432e-17,1.124172215353001e-12,8.649253382743757e-09,0.00025906760427679254,0.0012173072522950088,4.53839988391282e-08,2.040497676780894e-11,0.00013374005290631787,5.2497945688066465e-12,3.7512627611788127e-10,3.46852081479968e-06,2.507417417419152e-07,0.0032462326861485316,5.122547042526921e-10,2.7552820209639207e-05,6.963038453769125e-05,2.0795532109378744e-08,5.476606235213113e-09,1.9499639346009846e-11,2.2347057799556486e-08,1.86527124286e-08,3.76,0.0,0.14946433175746923,0.9868321155978216,0.006021837674288453,0.0013754466613342738,0.8259393823820032,0.8081418788730858,1.919506869757298e-08,1.5566833480865987e-13,0.00012589102216746588,0.00046988436983553335,5.63133005738003e-11,5.906616342943956e-11,1.372370275374322e-09,0.003953608624668576,8.746263012326019e-11,9.219080652797711e-07,7.473440051316338e-07,7.045814618041565e-05,0.00018022027184846234,9.530244235417921e-06,8.695452575953548e-06,4.848319441148347e-13,3.811978625084748e-14,3.635452086888474e-10,3.2488012528388776e-11,4.45479810402506e-05,1.2445856794205692e-06,6.366116884993567e-05,4.5137948747219133e-07,8.800073505245446e-14,1.4079610991428047e-07,6.346242179455038e-06,4.3715806054294455e-07,0.005982388672493584,0.0001618155012888551,6.785191247727698e-06,1.2651086032233612e-07,3.5600709247080866e-08,1.9171527765222384e-09,5.835083505348316e-06,5.409056293517346e-13,1.0262150805098799e-05
0.0011790557804910054,0.6905051742709049,7.375045150663122e-06,1.7525927056500248e-06,6.7207225288869175e-06,0.0015623421260921723,0.0,0.0,0.0013933369165615693,0.0003376180332373966,0.007380570818582672,0.00014274900487234904,1.1465996610089481e-07,1.8060328137912957e-17,1.1410082596324368e-12,8.723855625981882e-09,0.00026095528560932476,0.0012291063842700001,4.615807191303998e-08,2.0618716947654775e-11,0.00013409009823859175,5.276791135245046e-12,3.801094708495712e-10,3.5303802929480876e-06,2.534848430660396e-07,0.0032776647549826402,5.185822029796695e-10,2.8021485242682456e-05,7.087331298215412e-05,2.118479009055873e-08,5.557615386027824e-09,1.978111899953857e-11,2.25662440169201e-08,1.906986980746315e-08,3.76,0.0,0.14899332039137766,0.9867148815848465,0.006076889181524836,0.0013877280041412307,0.8264309258950119,0.8084607361661975,1.9137080181092213e-08,1.5562002043712208e-13,0.0001258760665361594,0.00047246030588873655,5.67000880679186e-11,5.955885966779024e-11,1.3843604632750156e-09,0.0039914707724581465,8.747980979573429e-11,9.297842572980926e-07,7.533198518233341e-07,7.101947072160383e-05,0.00018165322934259064,9.585921392815207e-06,8.746403885559051e-06,4.889185137480822e-13,3.8441071059998616e-14,3.6661273446351187e-10,3.280055315097903e-11,4.49033792715615e-05,1.254235816090971e-06,6.483045051161253e-05,4.545794289695918e-07,8.871506043394435e-14,1.4189131218253518e-07,6.444354709600701e-06,4.401623968514528e-07,0.006024184592933127,0.0001639135848235886,6.819709786680832e-06,1.271305191443847e-07,3.61339718470435e-08,1.9457722509157484e-09,5.907244563191454e-06,5.475972120973388e-13,1.0426500063003286e-05
0.0011808882631308957,0.6905598417282989,7.417000622916874e-06,1.766189123486974e-06,6.777224560184444e-06,0.0015724668872273892,0.0,0.0,0.0013985094919535751,0.0003403222245516711,0.007456968165978883,0.00014427736637067655,1.1647137974315573e-07,1.8436156392735533e-17,1.1580246635176707e-12,8.798782255244488e-09,0.00026284693993652814,0.001241015118356129,4.6943058870116287e-08,2.083392934807324e-11,0.00013444075253829632,5.304027872828068e-12,3.8513865051983257e-10,3.593158774298091e-06,2.5624144267969557e-07,0.0033093418089560076,5.250069601054884e-10,2.849677599836407e-05,7.213395424530218e-05,2.158012594884671e-08,5.639581361245187e-09,2.0065802430511173e-11,2.278678845343223e-08,1.949573555293267e-08,3.76,0.0,0.14852346995977556,0.9865967973912335,0.006132336771588525,0.0014000882238826263,0.8269216552948188,0.8087773718663898,1.907923343457286e-08,1.5557161810817107e-13,0.00012586100244670897,0.0004750385329555649,5.708781135844413e-11,6.005327067603967e-11,1.3963965900642915e-09,0.004029594794735756,8.749667125566461e-11,9.376911073864529e-07,7.593158594818651e-07,7.158241404938528e-05,0.00018309046343081023,9.641613951228706e-06,8.797370071843005e-06,4.93021280789505e-13,3.8763628928098755e-14,3.6969248815991416e-10,3.3115521080944616e-11,4.525996872593096e-05,1.2639106793174046e-06,6.601778526047339e-05,4.577846658542356e-07,8.943178909492636e-14,1.4298972917343678e-07,6.543659759326024e-06,4.4317440655351746e-07,0.00606616763007678,0.0001660364437467461,6.854160840865815e-06,1.277485887460414e-07,3.6673238800404846e-08,1.9747119710227633e-09,5.980226623923305e-06,5.543650132930014e-13,1.0592981794945955e-05
0.001182720745770786,0.690614443175408,7.458969298810902e-06,1.779828000993017e-06,6.833930514000365e-06,0.0015826411255784368,0.0,0.0,0.0014036624706949444,0.0003430345743602045,0.00753404270638363,0.00014581960384744733,1.1830763998781406e-07,1.8818051482870383e-17,1.175221301721656e-12,8.874028859304211e-09,0.00026474245658985,0.0012530338154372782,4.773905312151855e-08,2.105061028807219e-11,0.00013479202023481475,5.331507125397206e-12,3.9021374169579016e-10,3.656865298524543e-06,2.59011324015235e-07,0.0033412646210441445,5.315303007754266e-10,2.8978755227795567e-05,7.341246295457757e-05,2.198160444622446e-08,5.7225094354072256e-09,2.035370762448463e-11,2.300868548875291e-08,1.9930467634144405e-08,3.76,0.0,0.14805477791291427,0.9864778610149657,0.006188181200369508,0.0014125273921935233,0.8274115767264288,0.8090917865206284,1.902152814220066e-08,1.5552312732893132e-13,0.00012584582964371332,0.0004776189052236642,5.7476445137456436e-11,6.054936079620688e-11,1.4084778037504003e-09,0.004067980435528554,8.75132143789139e-11,9.456280984093102e-07,7.653316292437228e-07,7.214693374483919e-05,0.00018453187027335876,9.697317399267617e-06,8.848346997125763e-06,4.971399856039511e-13,3.908743939857184e-14,3.7278427445645755e-10,3.343292388722675e-11,4.5617725203068306e-05,1.2736095095629176e-06,6.72233595697883e-05,4.6099499274683636e-07,9.015087080306089e-14,1.4409127933752126e-07,6.644163976662353e-06,4.46193915650787e-07,0.0061083369741249,0.00016818427114643998,6.888540821431286e-06,1.2836500108704452e-07,3.721853204330274e-08,2.0039731202677037e-09,6.0540364329638566e-06,5.612096614144545e-13,1.0761611659070978e-05
0.0011845532284106763,0.6906689792714507,7.500947856097097e-06,1.7935084124577742e-06,6.8908365358465055e-06,0.0015928648308634295,0.0,0.0,0.0014087954614851416,0.000345754875817922,0.007611798027184644,0.00014737579257469735,1.201689492213674e-07,1.9206073047857542e-17,1.1925988948587726e-12,8.94959153607732e-09,0.00026664172422988713,0.001265162824510858,4.8546148220093866e-08,2.1268756830229833e-11,0.00013514390576055765,5.359231245519029e-12,3.95334693036447e-10,3.7215088900633345e-06,2.617942681014558e-07,0.003373433946103371,5.381535815242245e-10,2.9467485637311626e-05,7.470899317548078e-05,2.238929050291633e-08,5.806405167214261e-09,2.0644852498721543e-11,2.3231929279630073e-08,2.037422610446321e-08,3.76,0.0,0.147587241732621,0.9863580705183264,0.006244423190161383,0.0014250455747096002,0.8279006963093515,0.8094039807307899,1.8963963992120786e-08,1.5547454762713403e-13,0.00012583054787997558,0.00048020127595206326,5.786596424896607e-11,6.104709474023295e-11,1.4206032624591177e-09,0.0041066273996278315,8.75294390535014e-11,9.535947234843558e-07,7.713667667094053e-07,7.271298683598125e-05,0.00018597734476285177,9.75302720741532e-06,8.899330506286738e-06,5.012743672339707e-13,3.941248204170421e-14,3.758879028337202e-10,3.3752768959080075e-11,4.597662412332261e-05,1.2833315386821926e-06,6.844735959078066e-05,4.642102031094419e-07,9.087225581915586e-14,1.451958798805523e-07,6.745873854543541e-06,4.492207311739798e-07,0.006150691791461206,0.00017035725917468914,6.922845999431297e-06,1.2897968616060132e-07,3.776987528211702e-08,2.033556832639536e-09,6.128680724182899e-06,5.681317838790484e-13,1.0932405155003249e-05
0.0011863857110505666,0.6907234506712713,7.54293295277829e-06,1.8072294244008264e-06,6.947938684286604e-06,0.0016031379891696808,0.0,0.0,0.0014139080757439217,0.0003484829192174066,0.0076902376927053375,0.00014894600733630524,1.2205550666567954e-07,1.9600324642276814e-17,1.210157624522798e-12,9.025465943989569e-09,0.000268544630947483,0.0012774024825479807,4.936443761256458e-08,2.1488365532507608e-11,0.00013549641355021898,5.387202583660726e-12,4.0050141970114666e-10,3.787098556506677e-06,2.645900509315113e-07,0.003405850520696374,5.448781584383601e-10,2.9963029877043833e-05,7.602369837758416e-05,2.2803249087711306e-08,5.8912737660468556e-09,2.093925454082056e-11,2.3456513821957036e-08,2.0827173110972523e-08,3.76,0.0,0.14712085893223867,0.9862374240285129,0.006301063429411777,0.0014376428310382842,0.8283890201372802,0.8097139551542623,1.890654067643158e-08,1.5542587853684786e-13,0.0001258151569165789,0.00048278549749560277,5.825634311601645e-11,6.154643625591346e-11,1.432772099095145e-09,0.004145535352454788,8.754534518122269e-11,9.61590460099117e-07,7.774208706928993e-07,7.328052991624334e-05,0.00018742678055786962,9.808738818780458e-06,8.950316419179873e-06,5.054241644013565e-13,3.973873630055683e-14,3.7900317794924693e-10,3.407506350285178e-11,4.6336640559685825e-05,1.2930759905830938e-06,6.968997110120976e-05,4.6743008956650056e-07,9.159589336718639e-14,1.4630344703117435e-07,6.8487957266393256e-06,4.5225466682500493e-07,0.006193231224470102,0.0001725555989968061,6.957072654803552e-06,1.2959257373843652e-07,3.832729063984468e-08,2.0634642458795974e-09,6.204166219203038e-06,5.751320069822814e-13,1.1105377623323051e-05
0.001188218193690457,0.6907778580251961,7.584921237947421e-06,1.8209900793767483e-06,7.0052328941851465e-06,0.0016134605829532507,0.0,0.0,0.0014189999277496386,0.0003512184920207869,0.007769365243762198,0.00015053032241402406,1.2396750626595124e-07,2.0000791265183703e-17,1.2278969980501777e-12,9.101647241827712e-09,0.0002704510641896046,0.0012897531143962087,5.019401316582612e-08,2.170943200276859e-11,0.00013584954803923672,5.415423486506951e-12,4.0571379781727107e-10,3.853643285908346e-06,2.673984437219546e-07,0.003438515062886945,5.517053750416846e-10,3.046545053186198e-05,7.735673141149982e-05,2.3223544924873035e-08,5.977120010679465e-09,2.1236930857834806e-11,2.3682432847788774e-08,2.1289472886995758e-08,3.76,0.0,0.14665562705628055,0.9861159197380549,0.0063581025726671065,0.0014503192147370476,0.8288765542777651,0.8100217105047596,1.8849257891143023e-08,1.5537711959565618e-13,0.00012579965652294008,0.0004853714213230688,5.864755553361082e-11,6.20473478079824e-11,1.4449834126547255e-09,0.004184703919820866,8.756093267747427e-11,9.69614761765718e-07,7.834935260895511e-07,7.384951908694846e-05,0.000188880070097017,9.864447661245447e-06,9.001300542004353e-06,5.095891081917781e-13,4.006618093260933e-14,3.8212989495694577e-10,3.4399814540094134e-11,4.66977492311902e-05,1.3028420813534962e-06,7.095137947128022e-05,4.7065444381356e-07,9.232173102597214e-14,1.4741389599109966e-07,6.9529357638452484e-06,4.55295548567581e-07,0.006235954391716049,0.00017477948076069597,6.991217186214318e-06,1.302035953432276e-07,3.889079719506167e-08,2.093696436397716e-09,6.280499625053957e-06,5.822109557656773e-13,1.1280544238653178e-05
0.0011900506763303472,0.6908322019794673,7.626909351455656e-06,1.8347894042783292e-06,7.062715098006509e-06,0.0016238325910213573,0.0,0.0,0.0014240706347907407,0.0003539613789170334,0.007849184196903508,0.00015212881156865472,1.2590514207849836e-07,2.0407477603654095e-17,1.2458173759090337e-12,9.17813112228331e-09,0.0002723609108107337,0.0013022150325878827,5.1034965756311436e-08,2.1931952181346345e-11,0.00013620331366234406,5.4438963091852984e-12,4.1097173150118406e-10,3.921152044351313e-06,2.7021921533409833e-07,0.0034714282718720326,5.586365985653556e-10,3.097481010676895e-05,7.870824446231048e-05,2.365024263178929e-08,6.063949013237864e-09,2.1537898524325943e-11,2.3909679815696454e-08,2.1761291759897433e-08,3.76,0.0,0.14619154368040388,0.9859935559055915,0.0064155412400952756,0.0014630747732800869,0.8293633047716591,0.8103272475534405,1.87921153361739e-08,1.5532827036388096e-13,0.00012578404647691128,0.00048795889804970245,5.903957524062145e-11,6.25497921808123e-11,1.4572363107929712e-09,0.004224132687668483,8.757620146998961e-11,9.776670875810954e-07,7.895843159807158e-07,7.441990992924009e-05,0.0001903371046469181,9.920149154620998e-06,9.052278672909471e-06,5.137689204429474e-13,4.039479412494019e-14,3.8526784908312725e-10,3.47270289054266e-11,4.70599244984521e-05,1.312629019241012e-06,7.223176959335346e-05,4.738830565937678e-07,9.304971625017948e-14,1.4852714077518718e-07,7.058299968652471e-06,4.583431867022903e-07,0.006278860388076165,0.00017702909352942996,7.025275946087844e-06,1.3081268248347045e-07,3.946041464577e-08,2.1242543804631616e-09,6.3576876327603274e-06,5.893692538545157e-13,1.1457920000223109e-05
0.0011918831589702375,0.690886483175664,7.668893915250571e-06,1.8486264312950703e-06,7.120381236174997e-06,0.0016342539885297928,0.0,0.0,0.0014291198172369773,0.000356711361870993,0.007929698043771494,0.00015374154803075063,1.2786860887829558e-07,2.082055882562808e-17,1.2639194403952396e-12,9.254913422386482e-09,0.000274274057165174,0.0013147885372002727,5.188738688576404e-08,2.2155922472525163e-11,0.00013655771485285894,5.4726234123854146e-12,4.162751348400324e-10,3.989633774532898e-06,2.7305213106631826e-07,0.003504590827751115,5.656732232945409e-10,3.149117101403134e-05,8.00783890142543e-05,2.4083407019005522e-08,6.151766052252931e-09,2.184217433270953e-11,2.4138248032212233e-08,2.224279816130791e-08,3.76,0.0,0.1457286064114453,0.9858703308564388,0.00647338001711642,0.0014759095480263954,0.8298492776327244,0.8106305671296349,1.873511271535673e-08,1.5527933042177704e-13,0.00012576832656485072,0.000490547777464907,5.943237601954599e-11,6.305373236570025e-11,1.4695299069905472e-09,0.004263821201938708,8.759115150015105e-11,9.857469039134712e-07,7.956928275308042e-07,7.49916575857865e-05,0.00019179777432439565,9.975838697245488e-06,9.103246589817932e-06,5.17963324983732e-13,4.0724554254534355e-14,3.884168384728938e-10,3.5056713243363395e-11,4.742314038041386e-05,1.3224360049705583e-06,7.353132582619951e-05,4.771157178467202e-07,9.377979674498926e-14,1.4964309437516517e-07,7.164894170904797e-06,4.6139737804976097e-07,0.006321948284718769,0.0001793046252265648,7.059245152170804e-06,1.3141976466328483e-07,4.003616398988978e-08,2.1551390495429262e-09,6.435736916822179e-06,5.966075233124223e-13,1.163751972811388e-05
0.0011937156416101278,0.6909407022509952,7.710871541064697e-06,1.8625001816010362e-06,7.17822710703536e-06,0.0016447247469761016,0.0,0.0,0.0014341470986093405,0.0003594682201787045,0.008010910250405566,0.000155368604487268,1.2985809530137623e-07,2.1240070086638915e-17,1.2822025558275724e-12,9.331989051215591e-09,0.00027619038912471395,0.001327473915696927,5.2751367167641024e-08,2.2381338267388926e-11,0.00013691275604100695,5.5016071461898696e-12,4.2162385088343063e-10,4.059097392443872e-06,2.758969507618086e-07,0.0035380033912788536,5.72816623307354e-10,3.201459555820554e-05,8.146731580941078e-05,2.4523102739358814e-08,6.2405756266189656e-09,2.2149774494364552e-11,2.4368130614175065e-08,2.273416262491271e-08,3.76,0.0,0.14526681288704957,0.9857462429832498,0.006531619454269921,0.001488823574191763,0.8303344788471908,0.8109316701217907,1.8678249736392915e-08,1.5523029934471178e-13,0.00012575249658170444,0.0004931379085634692,5.982593107008403e-11,6.355912956995122e-11,1.4818632674918238e-09,0.004303768968346096,8.760578272426945e-11,9.938536475603708e-07,8.018186359703087e-07,7.556471681110838e-05,0.0001932619681396488,1.0031511666941243e-05,9.15420005235796e-06,5.221720462422853e-13,4.105543954635946e-14,3.9157665281473874e-10,3.538887400469998e-11,4.778737057400883e-05,1.332262232385639e-06,7.485023193258168e-05,4.803522168800237e-07,9.451191875009862e-14,1.5076166893290935e-07,7.2727240222524e-06,4.6445793929660146e-07,0.0063652171291222965,0.00018160626257772674,7.093121122902487e-06,1.3202477212290216e-07,4.061806280077064e-08,2.186351412403925e-09,6.514654132826624e-06,6.039263845012024e-13,1.1819358058437105e-05
0.001195548124250018,0.6909948598371388,7.752838839056679e-06,1.8764096386716018e-06,7.2362484001645434e-06,0.0016552448337030588,0.0,0.0,0.0014391521061731876,0.0003622317301717651,0.008092824253137473,0.00015701005298615373,1.3187378459210125e-07,2.1665858795731067e-17,1.3006663261356815e-12,9.409353054244506e-09,0.00027810979193178796,0.0013402714410999498,5.3626994354507646e-08,2.2608194041218098e-11,0.00013726844165117227,5.530849858392905e-12,4.2701771141280564e-10,4.129551780146885e-06,2.78753431459622e-07,0.003571666600948482,5.800681616713939e-10,3.254514590924492e-05,8.28751747116401e-05,2.4969393901235343e-08,6.3303820540020475e-09,2.2460715110222768e-11,2.4599320323278155e-08,2.3235558057727984e-08,3.76,0.0,0.14480616077938452,0.9856212907556461,0.006590260062371231,0.0015018168800025051,0.8308189143695509,0.8112305574865387,1.8621526111320025e-08,1.5518117671940978e-13,0.00012573655633223946,0.0004957291394697151,6.022021299805024e-11,6.406594412168917e-11,1.4942354351685062e-09,0.004343975446708323,8.762009511327678e-11,1.0019867349934649e-06,8.07961300309353e-07,7.613904182021312e-05,0.00019472957387981792,1.008716344230851e-05,9.205134820797446e-06,5.263947916489058e-13,4.138742694823423e-14,3.9474707179116184e-10,3.572351741936883e-11,4.815258839998087e-05,1.3421068873371887e-06,7.618867094251533e-05,4.835923421093546e-07,9.524602682249317e-14,1.518827753715152e-07,7.381794967228209e-06,4.675246934009748e-07,0.006408665942205238,0.00018393419090075163,7.126900336447196e-06,1.3262763801741947e-07,4.120612558943965e-08,2.2178922992741246e-09,6.594445911873545e-06,6.113264556719809e-13,1.200344940744514e-05
0.0011973806068899084,0.6910489565670298,7.794792409499242e-06,1.8903537950438117e-06,7.294440884776628e-06,0.0016658142129003155,0.0,0.0,0.0014441344703034478,0.00036500166600454703,0.00817544346482041,0.00015866596507054477,1.3391586395868242e-07,2.2098119271428302e-17,1.319311247991634e-12,9.487000977112094e-09,0.00028003215042680967,0.0013531813752663976,5.451435698258823e-08,2.2836485437994925e-11,0.00013762477610188855,5.56035390904508e-12,4.324565975661427e-10,4.201005791373069e-06,2.816213272863648e-07,0.0036055810779521205,5.87429248405662e-10,3.308288411667927e-05,8.430211486545788e-05,2.5422344872445165e-08,6.421190295403814e-09,2.2775012090989322e-11,2.4831809762757443e-08,2.374715917599215e-08,3.76,0.0,0.1443466477868301,0.9854954727023904,0.0066493023215202654,0.001514889488342186,0.8313025901295509,0.8115272302335009,1.8564941555470905e-08,1.551319621639513e-13,0.0001257205056287674,0.0004983213176904527,6.061519468047097e-11,6.457413755288559e-11,1.5066454850206744e-09,0.00438444006181311,8.763408865016362e-11,1.0101456072659089e-06,8.141203901683944e-07,7.67145864100675e-05,0.00019620047843260836,1.0142789392321821e-05,9.25604664573557e-06,5.30631270211211e-13,4.172049367760559e-14,3.979278826607314e-10,3.606064954544822e-11,4.8518766888341844e-05,1.3519691496899381e-06,7.754682524899549e-05,4.868358812421226e-07,9.598206638597257e-14,1.530063237161808e-07,7.492112285494677e-06,4.7059743504076977e-07,0.006452293724974784,0.00018628859436706287,7.160579060303604e-06,1.3322829307956227e-07,4.180037019902416e-08,2.249762507110257e-09,6.675118865060594e-06,6.18808353190753e-13,1.2189808014076636e-05
0.0011992130895297987,0.691102993055898,7.836728839263804e-06,1.9043316408979042e-06,7.352800255157148e-06,0.0016764328453090411,0.0,0.0,0.0014490938245809,0.0003677777994842781,0.008258771272524472,0.0001603364117366408,1.3598451573501985e-07,2.2536942781493493e-17,1.3381372229092358e-12,9.56492796915421e-09,0.0002819573491449465,0.0013662039678322313,5.5413543353906564e-08,2.306620761747743e-11,0.00013798176380526772,5.590121653724078e-12,4.379403508537856e-10,4.273468248723998e-06,2.845003883197032e-07,0.0036397474246095377,5.949012921690543e-10,3.362787209203523e-05,8.574828461139313e-05,2.5882019868731072e-08,6.513004885573253e-09,2.3092680863866655e-11,2.5065591400724352e-08,2.4269142678194362e-08,3.76,0.0,0.14388827163635884,0.9853687874169981,0.00670874667827529,0.0015280414162647648,0.8317855120299085,0.8118216894300353,1.85084957877708e-08,1.5508265529992253e-13,0.00012570434429185992,0.0005009142900672719,6.101084876613955e-11,6.508367044673284e-11,1.5190924670435552e-09,0.0044251622002704615,8.764776333206876e-11,1.0183296916562361e-06,8.202954702449323e-07,7.729130409210657e-05,0.00019767456774953424,1.0198384866158663e-05,9.306931259705848e-06,5.34881191834483e-13,4.2054616920161366e-14,4.0111886878504956e-10,3.640027625263656e-11,4.8885878790119074e-05,1.3618481938783904e-06,7.892487651420976e-05,4.900826216978007e-07,9.671998234380292e-14,1.5413222326390165e-07,7.603681077610523e-06,4.7367596532322636e-07,0.006496099456434416,0.00018866965586429257,7.1941535714442865e-06,1.338266676650939e-07,4.240081273097593e-08,2.281962837523431e-09,6.756679582194264e-06,6.263726914401318e-13,1.237844792712833e-05
0.001201045572169689,0.6911569699265248,7.87864471437515e-06,1.918342142280993e-06,7.4113220882933505e-06,0.001687100687907125,0.0,0.0,0.0014540298063063489,0.00037055989989285816,0.008342811034593852,0.0001620214633644635,1.3807991716403181e-07,2.2982253828914468e-17,1.3571437834942054e-12,9.643128883293867e-09,0.0002838852721776953,0.001379339454966027,5.6324639709334855e-08,2.329735491868105e-11,0.00013833940916431733,5.620155439562158e-12,4.434687742598902e-10,4.346947937050398e-06,2.8739036114401177e-07,0.0036741662223775604,6.024856847649865e-10,3.4180171585104165e-05,8.721383138437312e-05,2.634848274370251e-08,6.605829886720595e-09,2.3413736585389278e-11,2.5300657425180307e-08,2.4801687412144056e-08,3.76,0.0,0.14343103008567581,0.9852412335641556,0.0067685935425346976,0.0015412726744336558,0.8322676859433826,0.812113936207581,1.8452188531008904e-08,1.5503325575164994e-13,0.00012568807215116785,0.0005035079027415107,6.140714737191277e-11,6.559450213000872e-11,1.5315753978111692e-09,0.004466141206745575,8.766111917044229e-11,1.0265383916492714e-06,8.264860920103415e-07,7.786914795866277e-05,0.00019915172677615578,1.0253945209109121e-05,9.357784391834548e-06,5.391442582628518e-13,4.238977317580259e-14,4.0431980546642064e-10,3.674240320321375e-11,4.925389653942575e-05,1.371743187727076e-06,8.032300556294279e-05,4.933323502679112e-07,9.745971814514939e-14,1.5526038232409996e-07,7.716506242167393e-06,4.767600976098616e-07,0.006540082091858294,0.00019107755684397417,7.2276202781038735e-06,1.3442269396009105e-07,4.300746622577426e-08,2.3144940081107743e-09,6.83913462641776e-06,6.340200824478443e-13,1.2569382978654416e-05
0.0012028780548095793,0.6912108877924618,7.920536618730068e-06,1.932384253236998e-06,7.470001938206712e-06,0.001697817693916842,0.0,0.0,0.0014589420566623744,0.00037334773405927273,0.008427566080069967,0.0001637211897024182,1.4020224395915113e-07,2.3434097680068245e-17,1.3763307657958033e-12,9.721598699070367e-09,0.000285815803196671,0.0013925880592736957,5.724773099973092e-08,2.35299216262821e-11,0.00013869771657136422,5.650457615382948e-12,4.4904168048620965e-10,4.421453601023865e-06,2.9029098917226625e-07,0.003708838031604432,6.101838312686228e-10,3.4739844171265674e-05,8.869890167600148e-05,2.6821797106808226e-08,6.699669493209129e-09,2.3738194147366454e-11,2.553699976429021e-08,2.53449743695145e-08,3.76,0.0,0.14297492092297007,0.9851128098800199,0.006828843287345374,0.0015545832671223355,0.8327491177123708,0.8124039717623986,1.8396019511808188e-08,1.549837631636611e-13,0.00012567168904545998,0.0005061020011879796,6.180406238361445e-11,6.610659195314897e-11,1.544093294460784e-09,0.004507376383925464,8.767415619132663e-11,1.0347711103094961e-06,8.326918036449116e-07,7.84480706577157e-05,0.00020063183948637294,1.0309465767099044e-05,9.408601771498106e-06,5.434201648923327e-13,4.272593850711151e-14,4.0753046597765727e-10,3.7087035849570814e-11,4.962279224979157e-05,1.3816532928291182e-06,8.174139232057193e-05,4.965848531474884e-07,9.820121664999211e-14,1.5639070824172405e-07,7.830592471597966e-06,4.798496379384032e-07,0.006584240563105891,0.0001935124772674346,7.260975582046779e-06,1.3501630460780198e-07,4.3620343466583086e-08,2.347356653346388e-09,6.9224905326095175e-06,6.417511356914638e-13,1.2762626775381536e-05
0.0012047105374494696,0.691264747263253,7.9624011282725e-06,1.94645692728005e-06,7.528835345929855e-06,0.0017085838128390158,0.0,0.0,0.0014638302207184315,0.0003761410664478306,0.008513039708288395,0.00016543565986343193,1.423516702300512e-07,2.3892569971925033e-17,1.3956980252692179e-12,9.800332393546977e-09,0.0002877488255563844,0.0014059499897928513,5.8182902106291095e-08,2.376390218908573e-11,0.0001390566904072396,5.681030531031462e-12,4.546588817584853e-10,4.496993943791877e-06,2.9320201258146996e-07,0.0037437633915023754,6.179971535591324e-10,3.530695123912316e-05,9.020364100374543e-05,2.730202651991305e-08,6.794527933445053e-09,2.406606808419057e-11,2.5774610183918453e-08,2.5899186671172852e-08,3.76,0.0,0.14251994196660894,0.984983515172091,0.0068894962489133,0.0015679731922520596,0.8332298131487696,0.8126917973556479,1.8339988460587225e-08,1.5493417719797932e-13,0.00012565519482260622,0.0005086964302547522,6.220156565860509e-11,6.661989922942831e-11,1.5566451732143978e-09,0.00454886699285191,8.768687443575911e-11,1.0430272524466523e-06,8.389121539977804e-07,7.902802448202474e-05,0.00020211478892562568,1.0364941876325888e-05,9.459379118838388e-06,5.477086070758278e-13,4.3063088980488763e-14,4.107506238533059e-10,3.743417943382819e-11,4.999253773789087e-05,1.3915776650731486e-06,8.318021575693738e-05,4.998399161291863e-07,9.894442074401836e-14,1.5752310751311087e-07,7.945944249267497e-06,4.829443846112023e-07,0.006628573778849227,0.00019597459555895395,7.294215816332499e-06,1.356074313146437e-07,4.4239457420711054e-08,2.3805513875646498e-09,7.006753806940983e-06,6.495664579790177e-13,1.2958192696967409e-05
