Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189)
1.0463043585108985e-07,0.6032171850920109,3.469216126243793e-10,4.3486799591735796e-12,3.717460125966772e-12,3.4576893803060034e-11,0.0,0.0,5.2208747504679715e-09,4.077393007190505e-13,9.9121714761622e-15,2.2588340691663933e-13,3.0520230021259628e-18,4.6796430017954174e-32,9.439091780000172e-23,2.5823966373796467e-14,3.268335888980763e-12,6.415438429830539e-12,1.428084144416851e-23,2.836783503273472e-25,1.6245430597528754e-12,2.1865203565833236e-20,2.461522187557478e-14,5.295939598123564e-20,1.5250179223281882e-17,1.7079269265893794e-16,8.976881480519729e-19,6.10446048483635e-21,4.4001191254967295e-24,1.3498720693078652e-25,4.6580820346434553e-20,6.388298544862746e-26,1.095866304084123e-19,3.5620725487614865e-28,3.76,0.0,0.9748688362061186,0.9998724400992002,1.7285203927254554e-12,2.1242009587805312e-14,0.00016000157264663215,0.00015988076955676818,1.207926711543889e-07,2.0428636314655946e-13,0.00012755461322556594,1.0689539599345244e-15,6.133590548575343e-19,1.956745200119203e-19,4.647291523944324e-19,6.4101332227064e-12,1.999406417010875e-14,9.040036555177072e-14,7.105737339459204e-14,1.0016103538571993e-13,1.075960760821329e-15,2.003468172095168e-13,3.800294627481617e-14,8.380956573746865e-19,8.025775115894408e-20,1.256587022308859e-15,3.624534377334263e-21,3.059198038693439e-14,1.9302600956464557e-18,2.9249356041977484e-13,2.342075199169736e-15,4.9175071393091975e-23,7.905711830450623e-17,3.289227691283343e-12,5.104465724548132e-10,8.877810542248767e-10,2.5868114213164477e-18,3.3037698383252452e-09,5.466150507110322e-11,2.2832723885717743e-20,8.0635662573397e-23,1.4177439185239606e-16,6.791790796040097e-25,4.368641765527651e-21
1.1038225806034032e-07,0.6032181101348384,3.800069968130917e-10,5.000363992536004e-12,4.254751414451587e-12,4.0109815379620765e-11,0.0,0.0,5.5333901366559704e-09,4.553235557016001e-13,1.0775489085701944e-14,2.4100282234562154e-13,3.55882261093945e-18,5.889150915259724e-32,1.061786784516202e-22,2.582624823843245e-14,3.4466545575088837e-12,7.141655440692148e-12,1.6940850896920576e-23,3.707215514252036e-25,1.8081956953231419e-12,2.511119882253083e-20,2.4615241847889876e-14,6.073035641457098e-20,1.6474897239942273e-17,2.191445590949795e-16,1.045503436809043e-18,7.514021421916085e-21,5.1633305899273326e-24,1.5794600735482598e-25,5.179843246115725e-20,8.228656545808018e-26,1.3763586701667367e-19,4.72804852063536e-28,3.76,0.0,0.9748600409764245,0.999872439781673,2.0970097505195e-12,2.3635232942236235e-14,0.00016879653682009332,0.00016867573367575976,1.2079158636345881e-07,2.0430318173272582e-13,0.0001275546131847236,1.1985145517479233e-15,6.5051425305447405e-19,2.170752829616475e-19,5.315082835120672e-19,7.1358865824919164e-12,2.109793107122205e-14,9.2287411209426e-14,7.400639868453512e-14,1.0906975451766045e-13,1.2452374865898947e-15,2.2152868593181388e-13,4.4203896111524014e-14,8.769382159504828e-19,8.265080552672637e-20,1.2567002387356296e-15,4.037273514642004e-21,3.378613752317375e-14,2.3410764479090128e-18,3.087446634342394e-13,2.5677361124663193e-15,5.968667788913584e-23,8.897974627887672e-17,3.4698567565236117e-12,5.281768215154974e-10,9.802911528138708e-10,3.108782914230768e-18,3.4555597454344717e-09,5.8138853799930636e-11,2.658271817790289e-20,9.88087261204075e-23,1.5653945982768901e-16,7.919900906096757e-25,5.369027816479068e-21
1.161340802695908e-07,0.6032190351694852,4.140327655995813e-10,5.704354456707541e-12,4.8311595754252136e-12,4.615365261582039e-11,0.0,0.0,5.848237011786624e-09,5.056816926586935e-13,1.16725251288055e-14,2.5612333358888204e-13,4.1160370340329686e-18,7.304720704387932e-32,1.185669860757191e-22,2.582790648099966e-14,3.6248379300763716e-12,7.906795518885215e-12,1.9959326209504314e-23,4.7764220258926005e-25,2.0016807904315597e-12,2.86151331810331e-20,2.461519289916737e-14,6.910467978518309e-20,1.7712496983007377e-17,2.7746655747172114e-16,1.207763796430824e-18,9.148988645025394e-21,6.00971189355349e-24,1.8330956840908824e-25,5.71852136851343e-20,1.0454410880423522e-25,1.7080535507084302e-19,6.195334007119236e-28,3.76,0.0,0.9748512458255011,0.9998724394617443,2.5170036212141425e-12,2.6155487021637064e-14,0.00017759142164929456,0.0001774706183900683,1.2079050158124857e-07,2.0431360479912743e-13,0.00012755461314357467,1.3364713737881976e-15,6.881540171511457e-19,2.396436266510143e-19,6.045595428077289e-19,7.90054536087782e-12,2.2201784619854777e-14,9.40200609764011e-14,7.687883405486094e-14,1.1814843646162455e-13,1.4293034823776123e-15,2.437533306847363e-13,5.1065169236108495e-14,9.139939441610861e-19,8.493305778847977e-20,1.2567812516542155e-15,4.472392465916779e-21,3.710714722075103e-14,2.8079511121196708e-18,3.2501366896954945e-13,2.8002308256379017e-15,7.167456926345642e-23,9.941666547654516e-17,3.65046616028376e-12,5.451444951563416e-10,1.0766608427824016e-09,3.7148668151986965e-18,3.6048793473893157e-09,6.157304230318523e-11,3.070861230544703e-20,1.1980253605026686e-22,1.7189669438525726e-16,9.158187939317622e-25,6.528938083307436e-21
1.2188590247884128e-07,0.6032199601959469,4.4893993723502477e-10,6.4610708147982625e-12,5.4465055008682e-12,5.27222611102551e-11,0.0,0.0,6.165374743046047e-09,5.588339308513217e-13,1.2604566775006221e-14,2.7124466976674425e-13,4.725538735729385e-18,8.943564535774298e-32,1.3153215087338143e-22,2.582926092869453e-14,3.8028868164476245e-12,8.710858184918472e-12,2.337385392687609e-23,6.075226827047233e-25,2.2049982861952367e-12,3.238007278429946e-20,2.4615099717381302e-14,7.808826970776238e-20,1.8961245790155945e-17,3.471094578443491e-16,1.384965320862026e-18,1.103080369828522e-20,6.943496595651824e-24,2.111857744453841e-25,6.272557828204488e-20,1.3118392172837196e-25,2.0968126696803083e-19,8.023464768386196e-28,3.76,0.0,0.9748424507533283,0.9998724391394549,2.992111704488509e-12,2.8802673039924944e-14,0.0001863862271349498,0.00018626542370043852,1.2078941672563445e-07,2.043200123550543e-13,0.0001275546131021242,1.4829848763006508e-15,7.263136820388292e-19,2.6339924035229195e-19,6.841861788326017e-19,8.704108551053697e-12,2.3305624816201722e-14,9.56143502330973e-14,7.967913060980826e-14,1.2738290184175986e-13,1.628456967931645e-15,2.670300608097567e-13,5.861928357355267e-14,9.493437150555714e-19,8.710990618267973e-20,1.2568464152322156e-15,4.929915670115415e-21,4.055164970926202e-14,3.334434455272307e-18,3.413005747486346e-13,3.0391986426324797e-15,8.524288169604636e-23,1.1035373453419494e-16,3.831055904855869e-12,5.613853416843948e-10,1.1768063624154357e-09,4.41502626699485e-18,3.751797417571987e-09,6.496228906949841e-11,3.522703817562436e-20,1.4387716703097347e-22,1.8783286030321594e-16,1.051036761948645e-24,7.86393397078605e-21
1.2763772468809177e-07,0.6032208852142197,4.846722729174941e-10,7.270801681959535e-12,6.100518643782236e-12,5.982861909634621e-11,0.0,0.0,6.484763915462951e-09,6.148001332473524e-13,1.357288634507742e-14,2.8636673434257997e-13,5.389139538180454e-18,1.0822485933038498e-31,1.4505015242706678e-22,2.583047723599199e-14,3.980802026857429e-12,9.553842962028738e-12,2.722561352634469e-23,7.637022389876796e-25,2.4181481237329018e-12,3.640872516233152e-20,2.461497114993264e-14,8.768623759735106e-20,2.0219629621868216e-17,4.2951538314625144e-16,1.5775834699380375e-18,1.3181630348362998e-20,7.968908925860266e-24,2.4168094440122616e-25,6.840502313299793e-20,1.6277004294778105e-25,2.548776496732634e-19,1.0280466768802542e-27,3.76,0.0,0.9748336557598878,0.9998724388148432,3.525922749028854e-12,3.157669279143244e-14,0.00019518095327777257,0.00019506014960745364,1.2078833187696446e-07,2.0432380467673113e-13,0.0001275546130603772,1.638217094922138e-15,7.650283715589924e-19,2.8836232793595367e-19,7.70685827421507e-19,9.546575171002286e-12,2.4409451660433947e-14,9.708481727269193e-14,8.241156138904532e-14,1.3676053732415508e-13,1.842974738442234e-15,2.9136898575482205e-13,6.689775470388132e-14,9.830656864876173e-19,8.918637888682826e-20,1.2569042013282582e-15,5.409868388929268e-21,4.4116481248220645e-14,3.924007175982959e-18,3.5760537849442196e-13,3.2842972561973747e-15,1.0049499379912046e-22,1.2177736787605368e-16,4.011625992532038e-12,5.769334508792121e-10,1.2806469100856215e-09,5.219860730340367e-18,3.896379925325052e-09,6.830542638214005e-11,4.015465095735668e-20,1.713019717084624e-22,2.0433570896457393e-16,1.1980022607966903e-24,9.390250129206005e-21
1.3338954689734226e-07,0.6032218102242994,5.211761519574516e-10,8.133713981450115e-12,6.792847126472257e-12,6.748486833821986e-11,0.0,0.0,6.806366284114199e-09,6.735998171440026e-13,1.4578739767596304e-14,3.014894903316896e-13,6.108592437124285e-18,1.2957788551099917e-31,1.5909689795972274e-22,2.5831660277640867e-14,4.158584372424042e-12,1.0435749374280978e-11,3.155958568363225e-23,9.497772004530822e-25,2.6411302441647257e-12,4.0703481331174497e-20,2.461482260311956e-14,9.790300334000239e-20,2.1486325458383432e-17,5.262170104418029e-16,1.786073725356401e-18,1.5624326207627412e-20,9.090163869758293e-24,2.748998531105965e-25,7.421012498194236e-20,1.9990185203714947e-25,3.0703532567877883e-19,1.3043619116495382e-27,3.76,0.0,0.9748248608451615,0.9998724384879468,4.121996542966544e-12,3.447744865138721e-14,0.00020397560007847648,0.00020385479611172407,1.2078724708866667e-07,2.0432593366493868e-13,0.00012755461301833845,1.8023316179427114e-15,8.043329000852668e-19,3.1455338945514407e-19,8.643495984226485e-19,1.0427944262965394e-11,2.5513265152726705e-14,9.844464447830609e-14,8.508022670666862e-14,1.462701517080601e-13,2.073114456652242e-15,3.1678081073472337e-13,7.593102541419992e-14,1.0152347424365068e-18,9.116721872178359e-20,1.256959935014211e-15,5.912276668141773e-21,4.779866615669443e-14,4.580075097321627e-18,3.739280779298465e-13,3.535201813373565e-15,1.1753324802141555e-22,1.3367457610145855e-16,4.192176425604376e-12,5.918213294145024e-10,1.3881045181863083e-09,6.14059951776785e-18,4.038690245086905e-09,7.160177112936497e-11,4.550813775221595e-20,2.0235546891792812e-22,2.2139392322723412e-16,1.3570611281500322e-24,1.1124795509149498e-20
1.3914136910659275e-07,0.6032227352261822,5.584004533870388e-10,9.049861592085384e-12,7.523066932483389e-12,7.570235312469505e-11,0.0,0.0,7.130144729005584e-09,7.352521643653999e-13,1.562336760716004e-14,3.166129286177659e-13,6.885593367314293e-18,1.5365186503732693e-31,1.7364832609909816e-22,2.583289185241538e-14,4.3362346655083204e-12,1.135657694607128e-11,3.642474973108676e-23,1.1696000656671163e-24,2.8739445886122243e-12,4.526645283900054e-20,2.461466956512211e-14,1.0874238293873337e-19,2.2760177264505857e-17,6.388365365677175e-16,2.010872235012289e-18,1.8382415276965155e-20,1.0311467254577024e-23,3.109457523584226e-25,8.012851706815845e-20,2.4321358561320637e-25,3.6682076089123723e-19,1.6400240744839865e-27,3.76,0.0,0.9748160660091321,0.9998724381588011,4.783856816808885e-12,3.750484357664343e-14,0.0002127701675377749,0.00021264936321396097,1.207861623142023e-07,2.0432707215475471e-13,0.00012755461297601247,1.9754935542926003e-15,8.442616828671936e-19,3.4199302947864194e-19,9.654613198930394e-19,1.134821489285875e-11,2.6617065293270227e-14,9.97057857829224e-14,8.76890594694304e-14,1.5590184572785907e-13,2.3191167354660325e-15,3.432766551174511e-13,8.57484085523475e-14,1.0459224519317339e-18,9.305693341926959e-20,1.2570177543336623e-15,6.4371673000400794e-21,5.15954091083996e-14,5.305965257350199e-18,3.902686707778605e-13,3.791604029521933e-15,1.364586985167535e-22,1.4603298639326612e-16,4.372707206364987e-12,6.060799728676042e-10,1.499103933887771e-09,7.189093621668773e-18,4.17878933463192e-09,7.485102236589064e-11,5.130422260098654e-20,2.3732523926961005e-22,2.389970657166025e-16,1.5285475998631949e-24,1.3085154709831845e-20
1.506450135250937e-07,0.6032245852053416,6.34817682670194e-10,1.1041560416579775e-11,9.095171211496037e-12,9.386263622535258e-11,0.0,0.0,7.784086743467524e-09,8.67189956157371e-13,1.783384591534209e-14,3.4686205408382837e-13,8.618747883933465e-18,2.105573820713786e-31,2.0416948800679227e-22,2.5835655037386447e-14,4.691142351417602e-12,1.3314993669306093e-11,4.7965642822987844e-23,1.7271652880524943e-24,3.3690697140468957e-12,5.520427257341442e-20,2.461436791669251e-14,1.3230165145137327e-19,2.5325443496224446e-17,9.187574498713877e-16,2.511045691383184e-18,2.4942044700848565e-20,1.3070997379733811e-23,3.919240383583429e-25,9.226072379651182e-20,3.5108438822312784e-25,5.120619656857896e-19,2.529829411550246e-27,3.76,0.0,0.9747984765730998,0.9998724374938998,6.318816490617403e-12,4.393916536497255e-14,0.00023035906443500838,0.00023023825921499402,1.2078399280952654e-07,2.0432765759533216e-13,0.0001275546128905165,2.349627520614002e-15,9.261272038476074e-19,4.007000383770525e-19,1.1911237708958764e-18,1.3305457144548725e-11,2.882462551984391e-14,1.019743352331614e-13,9.274215334633011e-14,1.7549766769335146e-13,2.8595969284119847e-15,3.995660531182351e-13,1.0784688160194169e-13,1.1031250880506436e-18,9.657987475103591e-20,1.2571474524119753e-15,7.554506294327194e-21,5.952224581332779e-14,6.980113325495644e-18,4.230035276036145e-13,4.3197462554183975e-15,1.8036760747784295e-22,1.7208701002886277e-16,4.7337098201193795e-12,6.32826382849462e-10,1.7314400925995468e-09,9.719799449272893e-18,4.452586419920804e-09,8.120852330956828e-11,6.429126766716836e-20,3.202086370441316e-22,2.758005038688938e-16,1.910086803795835e-24,1.7757040238982753e-20
1.6214865794359466e-07,0.6032264351516693,7.135608464080491e-10,1.3244367252344257e-11,1.0812295755216538e-11,1.1438564420478791e-10,0.0,0.0,8.446313925613301e-09,1.0107606166975177e-12,2.0214006366352632e-14,3.7711461839099855e-13,1.0601093363127834e-17,2.800553039704748e-31,2.3642554071023306e-22,2.5839048253242082e-14,5.04553161775603e-12,1.5429089334732923e-11,6.23268909782082e-23,2.472243610148923e-24,3.903523029034225e-12,6.623463433971466e-20,2.461407056478093e-14,1.5838516328067405e-19,2.790878740018947e-17,1.2839939606829164e-15,3.081230051303703e-18,3.306105084635812e-20,1.628096601923799e-23,4.8541214050293605e-25,1.0472220889096157e-19,4.921301709790098e-25,6.964015501569266e-19,3.790521023104924e-27,3.76,0.0,0.9747808874516701,0.9998724368204019,8.15805046204645e-12,5.087889348429089e-14,0.00024794764397517835,0.0002478268376160507,1.2078182319960617e-07,2.0432731509042253e-13,0.00012755461280392275,2.7619691064170166e-15,1.0108894014875718e-18,4.646443750494672e-19,1.4497763914898158e-18,1.541829490213048e-11,3.1032132341651085e-14,1.0396563313490421e-13,9.759915670259353e-14,1.954904381897967e-13,3.4660670207134195e-15,4.603287643482302e-13,1.3340361830700473e-13,1.1551858295423614e-18,9.978708730621345e-20,1.2573075912881783e-15,8.762113239654543e-21,6.787795914444648e-14,8.971409471459122e-18,4.55809930756024e-13,4.866558179442523e-15,2.3299633400863558e-22,1.9985286521316701e-16,5.094633852131614e-12,6.573929585581179e-10,1.9771035016512833e-09,1.2918834991685886e-17,4.718215897094472e-09,8.738043982282663e-11,7.925031853861399e-20,4.2243025498522658e-22,3.146783471041692e-16,2.3450902051419323e-24,2.3560151905422226e-20
1.736523023620956e-07,0.6032282850651387,7.943001352917031e-10,1.565542185126265e-11,1.2669215862754978e-11,1.3733701195804927e-10,0.0,0.0,9.116565703103848e-09,1.166106477797875e-12,2.2773387033580193e-14,4.073714149645859e-13,1.2844312324542991e-17,3.6313201538882125e-31,2.702360603800984e-22,2.584315789689269e-14,5.3994090299937105e-12,1.769886014907805e-11,8.006186883312654e-23,3.444565658676561e-24,4.4773040625896306e-12,7.836725687190753e-20,2.4613762537892678e-14,1.8700839499201776e-19,3.050513735794594e-17,1.7505971594178889e-15,3.724281381932104e-18,4.294901177857477e-20,1.9974698870615595e-23,5.921833369867348e-25,1.1744734008122175e-19,6.72613538480926e-25,9.25975066128983e-19,5.536582945688129e-27,3.76,0.0,0.9747632986447329,0.9998724361385538,1.0327898124180599e-11,5.832327264476452e-14,0.00026553590616398864,0.000265415098422283,1.207796536852471e-07,2.0432660232570582e-13,0.00012755461271626286,3.2138908191340048e-15,1.0988020263419799e-18,5.33979876055808e-19,1.74337543813841e-18,1.7686721477222192e-11,3.323958576013838e-14,1.05741544460586e-13,1.0228603508653433e-13,2.1583673477922397e-13,4.140011426717218e-15,5.256544312345892e-13,1.626090521289124e-13,1.2025723425702414e-18,1.0270745646444356e-19,1.257502498138109e-15,1.006022565625646e-20,7.664595010675164e-14,1.1303459846836324e-17,4.886878620203085e-13,5.430089487039085e-15,2.950867322397415e-22,2.292536196931683e-16,5.45547932073742e-12,6.799799042071422e-10,2.2355790030276634e-09,1.690229947423161e-17,4.976091980799573e-09,9.337154812171447e-11,9.631636814714657e-20,5.466067746320365e-22,3.5557416157563593e-16,2.835888123265773e-24,3.0659633772290665e-20
1.8515594678059656e-07,0.6032301349457246,8.767361413931662e-10,1.827073653541881e-11,1.4660192553492742e-11,1.6277280081752626e-10,0.0,0.0,9.794595861504188e-09,1.3333653592765817e-12,2.5521412004675998e-14,4.3763333947314346e-13,1.5359327938033675e-17,4.606400850870591e-31,3.054295126308708e-22,2.584800921248137e-14,5.752781186999201e-12,2.0124302320048893e-11,1.0180305881451844e-22,4.68756633371285e-24,5.090412343744506e-12,9.16097209990484e-20,2.4613458153274993e-14,2.1818250508325673e-19,3.31106271501585e-17,2.3358910551736882e-15,4.442803980576812e-18,5.482381872118995e-20,2.4185383382697757e-23,7.129884790456309e-25,1.3038239748631161e-19,8.992854190650662e-25,1.2072155234632253e-18,7.90675518242194e-27,3.76,0.0,0.9747457101521896,0.9998724354485882,1.2853680339160803e-11,6.62715569858689e-14,0.0002831238510071422,0.00028300304163903444,1.2077748429586425e-07,2.043257210350471e-13,0.0001275546126275665,3.7067866559263714e-15,1.1901065504734063e-18,6.088502887768364e-19,2.073721224435653e-18,2.0110730493227844e-11,3.5446985776782255e-14,1.0735297599968882e-13,1.0682656347031142e-13,2.3650484676608153e-13,4.8827870872719726e-15,5.956279010235887e-13,1.956334152807506e-13,1.245710692332726e-18,1.0536721703913922e-19,1.2577332729766016e-15,1.1449089611925311e-20,8.581184864489123e-14,1.3998540305045462e-17,5.216373031828276e-13,6.008584062347709e-15,3.673434170197066e-22,2.6022145257727144e-16,5.816246244271579e-12,7.007691413530071e-10,2.5063852584868584e-09,2.1795095785218688e-17,5.226601237087817e-09,9.918794226743928e-11,1.1562461689574532e-19,6.954900772981031e-22,3.984415711778281e-16,3.384690023115243e-24,3.923155599700885e-20
1.9665959119909752e-07,0.6032319847934043,9.60597215492765e-10,2.10853755242879e-11,1.677911647476386e-11,1.9074037993356576e-10,0.0,0.0,1.0480171534013927e-08,1.5126708141536014e-12,2.846742100606254e-14,4.679013035575143e-13,1.8156349693186753e-17,5.732961129907125e-31,3.418451303225597e-22,2.585367152761047e-14,6.105654719749724e-12,2.2705412055185315e-11,1.2826565156571668e-22,6.248167770264856e-24,5.7428474015444876e-12,1.0596793112127251e-19,2.461317689004847e-14,2.5191534437458944e-19,3.572231840329098e-17,3.0584036500727743e-15,5.2391678640516274e-18,6.891099185153033e-20,2.8946071534926066e-23,8.48556609419668e-25,1.434837724460196e-19,1.179356127331559e-24,1.5468162828318937e-18,1.1066936373493489e-26,3.76,0.0,0.974728121973951,0.9998724347507237,1.575962005939516e-11,7.472301012311978e-14,0.00030071147851034073,0.0003005906672718314,1.2077531490121626e-07,2.0432479223516613e-13,0.00012755461253786165,4.242071240111395e-15,1.2850310198280042e-18,6.893872801496948e-19,2.4424557692867327e-18,2.2690315860948354e-11,3.7654332393087305e-14,1.0884179269532328e-13,1.1124247717300956e-13,2.574727745279918e-13,5.6956565093124065e-15,6.703271241530956e-13,2.3262692714153363e-13,1.2849885304608016e-18,1.0779029859032127e-19,1.2580032745883907e-15,1.2928958707489575e-20,9.536332362243845e-14,1.7077647485547704e-17,5.546582360313161e-13,6.6004608845090475e-15,4.504308149900288e-22,2.926970523155536e-16,6.176934641067681e-12,7.199259402168972e-10,2.7890720994615265e-09,2.7730450603988368e-17,5.470104957323316e-09,1.0483642292706916e-10,1.373101404943017e-19,8.719634773845803e-22,4.432432038758927e-16,3.993601541400379e-24,4.9462917418768565e-20
2.0816323561759847e-07,0.6032338346081565,1.045637044930779e-09,2.4093615189091598e-11,1.9019628267339266e-11,2.2127923413574248e-10,0.0,0.0,1.117307226757313e-08,1.7041523573951844e-12,3.162069820073729e-14,4.98176278380483e-13,2.1244916601084253e-17,7.016853859205588e-31,3.79333403472415e-22,2.5860236528477694e-14,6.458036288376122e-12,2.5442185562812457e-11,1.6025045728438103e-22,8.176536468298601e-24,6.4346087650480344e-12,1.214464849810063e-19,2.4612916190083224e-14,2.882122533679323e-19,3.833798141369252e-17,3.937793594099295e-15,6.1155254025148606e-18,8.544303953965164e-20,3.428968261937844e-23,9.995955670219978e-25,1.5671635727275842e-19,1.5204649378255087e-24,1.95169502344851e-18,1.521313239445169e-26,3.76,0.0,0.9747105341099379,0.9998724340451686,1.9068785401119594e-11,8.367690519087233e-14,0.0003182987886792853,0.0003181779753260909,1.2077314550448577e-07,2.0432386169156842e-13,0.0001275546124471749,4.8211789960307195e-15,1.3837891793014344e-18,7.757089829772553e-19,2.851060719421082e-18,2.5425471754059707e-11,3.986162561054319e-14,1.10242415945852e-13,1.1555361581710438e-13,2.7872654959787657e-13,6.579815681059727e-15,7.498216166975058e-13,2.7372024589768465e-13,1.3207588024006255e-18,1.0999853261444836e-19,1.2583170905720011e-15,1.450009307842388e-20,1.0528990568676048e-13,2.0560567941824132e-17,5.877506423551034e-13,7.204296724226661e-15,5.4497055905811315e-22,3.2662901290072046e-16,6.5375445294578744e-12,7.376004139603996e-10,3.0832180906455235e-09,3.484940673210799e-17,5.706941236748071e-09,1.103240629033065e-10,1.6150751428278645e-19,1.0790374857439706e-21,4.899497441155089e-16,4.66463974006309e-24,6.155161817616228e-20
2.1966688003609942e-07,0.6032356843899613,1.1316324348846473e-09,2.728908685796503e-11,2.1375218582354148e-11,2.544217038148024e-10,0.0,0.0,1.1873089159699278e-08,1.9079356792950275e-12,3.499049657478945e-14,5.284593395781117e-13,2.463393804088578e-17,8.462656383761426e-31,4.177558371248875e-22,2.5867757018473382e-14,6.809932577896147e-12,2.8334619052932374e-11,1.9864615208812476e-22,1.052582094211012e-23,7.165695963324913e-12,1.3804896740995086e-19,2.4612664401079495e-14,3.2707668453643023e-19,4.095592395472778e-17,4.9947737821813596e-15,7.073827094525712e-18,1.0465885888871365e-19,4.024900602170223e-23,1.1667925779413123e-24,1.7005211068600554e-19,1.930648662431786e-24,2.4289590759739488e-18,2.0574433247861407e-26,3.76,0.0,0.9746929465600792,0.9998724333321197,2.2803051842581386e-11,9.313252487960388e-14,0.0003358857815196761,0.00033576496580718656,1.2077097617667292e-07,2.043229139527649e-13,0.0001275546123555314,5.445563361102871e-15,1.4865798964595325e-18,8.67919093865035e-19,3.300859297262412e-18,2.831619258477892e-11,4.2068865430634195e-14,1.1158315104933618e-13,1.1977806015524741e-13,3.00258828694133e-13,7.536417572627295e-15,8.341713945664205e-13,3.1902512492722135e-13,1.3533431868258041e-18,1.1201177776446644e-19,1.258677346136867e-15,1.6162758473447718e-20,1.1558282243466454e-13,2.4465960535888143e-17,6.209145039453179e-13,7.818810485476491e-15,6.515401050919331e-22,3.619732243895352e-16,6.898075927772676e-12,7.539288861928998e-10,3.3884282909394283e-09,4.330029760672643e-17,5.9374267948679035e-09,1.1565791963461654e-10,1.883504121359011e-19,1.3198450850128033e-21,5.385390804772096e-16,5.39974674727621e-24,7.570640066354473e-20
2.3117052445460038e-07,0.6032375341388007,1.218381285123428e-09,3.0664902989350296e-11,2.383930945221806e-11,2.9019365941179375e-10,0.0,0.0,1.258002406363241e-08,2.124142843953693e-12,3.858605580321871e-14,5.587516362703294e-13,2.83317322844877e-17,1.007373496144231e-30,4.569848176671356e-22,2.587625425710227e-14,7.161350292826609e-12,3.138270873680552e-11,2.4443086933076543e-22,1.3351874171483348e-23,7.936108525454783e-12,1.5577817600897854e-19,2.4612421255854714e-14,3.685106683994106e-19,4.357486290340601e-17,6.251032753176171e-15,8.115836468823389e-18,1.2680317687453586e-19,4.6856703997106847e-23,1.3508148325454568e-24,1.834687820140903e-19,2.418309585767804e-24,2.9858722876039568e-18,2.741600608272696e-26,3.76,0.0,0.9746753593243122,0.999872432611765,2.6983081718553146e-11,1.0308916146664693e-13,0.00035347245703721273,0.00035335163872060246,1.2076880690425616e-07,2.0432193561876419e-13,0.00012755461226295512,6.116696034967191e-15,1.5935868298387403e-18,9.661064301172789e-19,3.7930199002790476e-18,3.1362472979907494e-11,4.427605185486172e-14,1.1288726862302178e-13,1.2393226157421422e-13,3.2206773711562003e-13,8.566591592724819e-15,9.23426327614289e-13,3.6863524036251345e-13,1.3830347615218862e-18,1.1384808756730438e-19,1.2590850178758913e-15,1.7917225386198753e-20,1.262348456626006e-13,2.8811449453663975e-17,6.541498025950701e-13,8.442849115307634e-15,7.706718260593854e-22,3.986922597208458e-16,7.258528854340764e-12,7.690351365627224e-10,3.7043322043953946e-09,5.323820972465364e-17,6.161858553163101e-09,1.2084488194555133e-10,2.179711905366819e-19,1.597636517358539e-21,5.889955432166158e-16,6.2008018646799804e-24,9.214675799094772e-20
