Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338)
0.00019566660336499584,0.6541074193055227,8.304638821634242e-08,3.931546771290011e-08,1.0367234305934725e-07,1.7150912621154203e-06,0.0,0.0,3.1179102954090703e-06,3.792325738162235e-08,8.998720849680992e-05,5.939018397361748e-07,1.1740231330579682e-09,6.183021173327805e-23,3.5856085875820154e-16,1.3023964417246388e-10,5.36428021127029e-06,0.00012435244296695694,3.7905723382778786e-11,4.8596581263935396e-14,0.00010990148674697673,1.4272639339562578e-11,2.590486941396306e-12,1.83787233647424e-10,6.264549759245978e-11,9.524209088571802e-06,2.102065315899148e-12,3.206124126946255e-10,5.0227609771473485e-09,2.9382914104091415e-12,1.4089112605846865e-12,1.2037726486501244e-15,1.2129793759292224e-10,2.954255714245659e-12,3.76,0.0,0.04797829692397234,0.9995825355706607,9.364166240137564e-06,4.326367976132185e-07,0.4568306530096473,0.456370130638709,4.415955846847669e-08,1.095398812634945e-12,0.00026130535743991564,6.727760543968702e-08,7.637558012514456e-13,3.434227823735756e-13,9.995496274227883e-12,7.062839516087047e-05,1.351814412310182e-10,1.208037215990884e-08,1.0995373040745537e-08,5.559919160781948e-07,3.1400584288000656e-06,2.1407801946874082e-08,2.1720785583574196e-08,2.9372959553811766e-15,3.744048987465734e-16,5.984614035913222e-12,1.4257728930029957e-12,1.9411483901307288e-07
0.00019675683080381913,0.6541791149500461,8.469777947234431e-08,4.008882785587595e-08,1.0576098988524953e-07,1.7540577432966447e-06,0.0,0.0,3.176385159530754e-06,3.8730302449762154e-08,9.131734742044444e-05,6.078294704440982e-07,1.186652286899178e-09,6.510296064754413e-23,3.701802828315056e-16,1.3298730487069325e-10,5.4891221132904024e-06,0.00012536703803292133,3.901328600241294e-11,5.002245614403588e-14,0.00011081464166603396,1.4392625745441754e-11,2.647045006947666e-12,1.922705980938228e-10,6.423702164961629e-11,9.746116091994441e-06,2.1565309359611606e-12,3.3670281827715353e-10,5.275199735787511e-09,3.0765393480461693e-12,1.4491703876591483e-12,1.24855412507331e-15,1.2390680889998045e-10,3.0344132573647356e-12,3.76,0.0,0.04735338973437784,0.9995807868262993,9.591017872480675e-06,4.4519489531043175e-07,0.45745764023509555,0.4569923335714558,4.3618987166156505e-08,1.094114403505215e-12,0.00026130490022270765,6.803160482364339e-08,7.785686412419155e-13,3.5076377331178886e-13,1.0209639196668355e-11,7.116732341352478e-05,1.3535067243905543e-10,1.2339814453238202e-08,1.1227020415984686e-08,5.678314598547337e-07,3.2078149257261625e-06,2.1860168042658468e-08,2.2179935406195553e-08,2.998934275503001e-15,3.822614893382068e-16,6.110191227507514e-12,1.4447943723504862e-12,1.981951017040794e-07
0.00019784705824264242,0.6542498818351798,8.638029572986606e-08,4.0876983787196416e-08,1.0788993685226086e-07,1.7937966020527717e-06,0.0,0.0,3.235875688677332e-06,3.955223086099771e-08,9.266272778552094e-05,6.220492176554198e-07,1.199405948908264e-09,6.854796317987314e-23,3.8217925515485785e-16,1.357889302935565e-10,5.616527461796496e-06,0.00012638337205181198,4.0151115007422714e-11,5.148590193837906e-14,0.00011172910022531164,1.451278710810952e-11,2.704796101792081e-12,2.0112494424580865e-10,6.586724277309068e-11,9.972644217906636e-06,2.2122880879047787e-12,3.535473996703404e-10,5.539477257976135e-09,3.2209064376231483e-12,1.4905384224845629e-12,1.2948963764494164e-15,1.2656737254772554e-10,3.11648910724354e-12,3.76,0.0,0.04673662226337679,0.9995790211489378,9.822728758797115e-06,4.5806476483887256e-07,0.4580765008861838,0.457606377551673,4.3085457766182437e-08,1.0928466213344452e-12,0.0002613044385798717,6.879290411964159e-08,7.936663861782686e-13,3.5824915451012315e-13,1.0428007422053383e-11,7.171064403609258e-05,1.3551763975770453e-10,1.2604382654749847e-08,1.1463241456803165e-08,5.799039091641851e-07,3.2769138026893554e-06,2.232124162514087e-08,2.2647925059794462e-08,3.0617800073871852e-15,3.90271979491221e-16,6.238228278369066e-12,1.4640622730851985e-12,2.023558204566425e-07
0.00019882826293758337,0.6543127879816046,8.792166113848491e-08,4.159920566108128e-08,1.0984108076294326e-07,1.8302338395228555e-06,0.0,0.0,3.2903008196391242e-06,4.030492007459377e-08,9.388677988091197e-05,6.351014779808652e-07,1.2109928706440469e-09,7.1803430773431e-23,3.9331345335516126e-16,1.383573744832491e-10,5.733424185206182e-06,0.0001272995556572625,4.120170431542706e-11,5.2835877394597656e-14,0.00011255321329011717,1.4621079962697667e-11,2.7578135396472772e-12,2.0942386447861264e-10,6.736833815165684e-11,1.0180544899655325e-05,2.2635978730864773e-12,3.6937982325224845e-10,5.787880271761921e-09,3.356281262394862e-12,1.5287439795995674e-12,1.3379821351760522e-15,1.2900689724314877e-10,3.192032518817488e-12,3.76,0.0,0.046188403341185263,0.9995774173212912,1.0035502478875782e-05,4.699197828948249e-07,0.4586266150180582,0.45815212864499394,4.261122627379932e-08,1.0917196533861431e-12,0.0002613040192545797,6.94844181403783e-08,8.07502395657528e-13,3.651117356958932e-13,1.0628218390505355e-11,7.220349435474674e-05,1.356659996882477e-10,1.2846957845618757e-08,1.167982320512032e-08,5.909719225069326e-07,3.340271708164317e-06,2.2743789285965388e-08,2.307681242141287e-08,3.1193924379493813e-15,3.976154151595888e-16,6.3556032482535935e-12,1.4816177503386331e-12,2.0617052808461926e-07
0.00019980946763252432,0.6543749604132268,8.948915572229642e-08,4.23338496951377e-08,1.1182605955555409e-07,1.8673190242497143e-06,0.0,0.0,3.3455773088186756e-06,4.107009419662756e-08,9.512351300316427e-05,6.48399235667091e-07,1.2226847348724145e-09,7.521315254127096e-23,4.047750705137639e-16,1.4097111666900543e-10,5.8524727256461645e-06,0.00012821714103889277,4.227806253686839e-11,5.4217699200316995e-14,0.0001133783559220864,1.4729510905208743e-11,2.8118377502739307e-12,2.1804760110444615e-10,6.890230689231358e-11,1.039232828721641e-05,2.3159991173352173e-12,3.858753006542209e-10,6.046691104137628e-09,3.497015879049094e-12,1.567897264625101e-12,1.382413951643963e-15,1.3148983501040988e-10,3.2691955914565193e-12,3.76,0.0,0.045646615359103145,0.9995757993260682,1.0252361101555087e-05,4.820378049677795e-07,0.4591703090627768,0.45869143276302066,4.214255832733003e-08,1.090605820045636e-12,0.0002613035962263941,7.01820391854466e-08,8.215775728828421e-13,3.7209556226726903e-13,1.0831977516045038e-11,7.270010212187334e-05,1.3581257205844319e-10,1.3093837517591748e-08,1.1900245536518167e-08,6.022354929609429e-07,3.4047567342891465e-06,2.3173646504916207e-08,2.351312045179362e-08,3.1780184880633175e-15,4.05088049180097e-16,6.475043267761489e-12,1.4993797382807073e-12,2.1005279263996348e-07
0.00020079067232746527,0.6544364077707392,9.108322642107846e-08,4.308112805695052e-08,1.138454533074638e-07,1.9050630142210882e-06,0.0,0.0,3.401719101195805e-06,4.18479626103268e-08,9.637309095415373e-05,6.619468124873795e-07,1.2344835497461955e-09,7.878398095721178e-23,4.165745317545628e-16,1.4363097466174633e-10,5.973709733713092e-06,0.00012913612546058018,4.338080528274394e-11,5.563205617087074e-14,0.00011420451584429433,1.4838078249249732e-11,2.8668892661129214e-12,2.2700833414637432e-10,7.046990192189724e-11,1.0608062285825798e-05,2.3695140248345533e-12,4.030600115909581e-10,6.316320386390891e-09,3.643312244025231e-12,1.6080227262553342e-12,1.4282324255985956e-15,1.3401693546526675e-10,3.34801048136544e-12,3.76,0.0,0.04511118287799283,0.9995741669429072,1.0473377068087342e-05,4.94423928938263e-07,0.4597076585609157,0.4592243651221015,4.167938864262712e-08,1.0895049663405038e-12,0.0002613031694376994,7.088586190978675e-08,8.358961787621001e-13,3.7920270446538144e-13,1.1039345373480375e-11,7.320056438758142e-05,1.359573783167214e-10,1.3345095233871284e-08,1.2124574448209422e-08,6.136979803642664e-07,3.4703882393157193e-06,2.3610938371762604e-08,2.3956976147895966e-08,3.237676072159414e-15,4.1269217058969567e-16,6.596585070333405e-12,1.5173516022286725e-12,2.1400377571467803e-07
0.00020177187702240623,0.6544971385942001,9.270432848528505e-08,4.384125433261204e-08,1.1589985317636429e-07,1.943476853905095e-06,0.0,0.0,3.4587403804813277e-06,4.2638738623640096e-08,9.763568074141988e-05,6.757486049726394e-07,1.246391368047878e-09,8.252411650969468e-23,4.2872205216236183e-16,1.4633771311066852e-10,6.097172462549626e-06,0.00013005650649005173,4.451056552846164e-11,5.707965411666123e-14,0.00011503168091787131,1.494678032839776e-11,2.922988011103189e-12,2.36318685375012e-10,7.207189526222847e-11,1.0827815966078885e-05,2.4241651930067552e-12,4.209611200963092e-10,6.597194151631151e-09,3.795379632988514e-12,1.6491455379005777e-12,1.4754793783896177e-15,1.3658896151219267e-10,3.428509984561418e-12,3.76,0.0,0.04458203134364698,0.9995725199473108,1.0698624066869358e-05,5.070833436514744e-07,0.4602387381706013,0.45975100004913005,4.1221652701740756e-08,1.0884169391040872e-12,0.0002613027388298024,7.159598274307977e-08,8.504622685007732e-13,3.864352947303586e-13,1.1250384464241774e-11,7.370497982510821e-05,1.3610043964091174e-10,1.3600806566979724e-08,1.2352877177481519e-08,6.253628018789095e-07,3.5371859149274872e-06,2.4055791970099866e-08,2.4408508532737503e-08,3.298382737875384e-15,4.2043000322457945e-16,6.720263855706388e-12,1.535536767974397e-12,2.1802465876327528e-07
0.00020275308171734718,0.6545571613239498,9.435292386590166e-08,4.461445004535235e-08,1.1798985920695112e-07,1.9825717775623226e-06,0.0,0.0,3.5166555728868214e-06,4.3442639545407865e-08,9.891145263306139e-05,6.898090854245283e-07,1.2584102885892185e-09,8.644136466073405e-23,4.4122800591639387e-16,1.4909213302425008e-10,6.222898778313706e-06,0.0001309782819999582,4.566798984516914e-11,5.856121351726302e-14,0.00011585983914042784,1.5055615495994423e-11,2.9801546649329654e-12,2.459917343773047e-10,7.370907859508478e-11,1.1051659580836295e-05,2.4799756613923123e-12,4.3960681047491293e-10,6.889754395453816e-09,3.953434899706905e-12,1.6912915772800311e-12,1.524197894779962e-15,1.3920669051326052e-10,3.5107275511078434e-12,3.76,0.0,0.04405908707644934,0.9995708581105787,1.0928177056263213e-05,5.200213305334682e-07,0.46076362167788504,0.46027141099181745,4.076928674395429e-08,1.0873415869541042e-12,0.00026130230434290986,7.231249991346723e-08,8.652800981555004e-13,3.9379549130404664e-13,1.1465158004538031e-11,7.421344875592629e-05,1.3624177694177938e-10,1.3861048410835298e-08,1.2585222198759209e-08,6.372334331900576e-07,3.6051697919069766e-06,2.4508336545808475e-08,2.4867848823538195e-08,3.3601563469671497e-15,4.2830383153332677e-16,6.846116351725714e-12,1.5539387226301964e-12,2.2211664362007413e-07
0.00020373428641228813,0.6546164843018976,9.602948324948965e-08,4.540094046695826e-08,1.2011608112552977e-07,2.022359212572257e-06,0.0,0.0,3.5754793508218796e-06,4.425988676259065e-08,0.00010020058021333552,7.041328033981576e-07,1.2705424580271408e-09,9.054424183471548e-23,4.541039644312648e-16,1.518950908134918e-10,6.350927169607342e-06,0.00013190145016901353,4.685373866990166e-11,6.007746731758637e-14,0.00011668897864449047,1.516458212494435e-11,3.0384110665650228e-12,2.5604103502089534e-10,7.538226380637373e-11,1.1279664588464088e-05,2.536968967849338e-12,4.590263242470922e-10,7.194459650936629e-09,4.1177027492210815e-12,1.7344874176470947e-12,1.5744323611831955e-15,1.418709126032542e-10,3.5946972995582735e-12,3.76,0.0,0.04354227726112134,0.9995691811997395,1.116211228612024e-05,5.332432652292321e-07,0.46128238200703786,0.46078567052887054,4.0322227756896054e-08,1.08627876027143e-12,0.00026130186591611114,7.303551348098823e-08,8.803541171524928e-13,4.0128547770575167e-13,1.1683729902227801e-11,7.472607317447543e-05,1.3638141086646264e-10,1.4125898359742725e-08,1.2821679030438213e-08,6.493134112375775e-07,3.6743602459259786e-06,2.496870374723604e-08,2.5335130676198932e-08,3.42301564760324e-15,4.3631605037311373e-16,6.974180969784549e-12,1.572561015801406e-12,2.2628095298857024e-07
0.00020471549110722908,0.6546751157726914,9.773448638711755e-08,4.620095025438514e-08,1.2227914134590588e-07,2.0628507829459674e-06,0.0,0.0,3.6352266373625944e-06,4.509070581868635e-08,0.00010150324043971815,7.187243872669964e-07,1.2827900713941103e-09,9.484244432075637e-23,4.673615836545769e-16,1.5474741781445099e-10,6.481296756589576e-06,0.00013282600948321573,4.80684918148847e-11,6.16291639772206e-14,0.00011751908769592414,1.527367860751561e-11,3.0977789344667347e-12,2.6648063174589394e-10,7.709228353682243e-11,1.1511903675734654e-05,2.595169139110363e-12,4.792499984127712e-10,7.51178558284577e-09,4.2884160120075215e-12,1.778760390070186e-12,1.6262285034858153e-15,1.4458243065023378e-10,3.680454031178481e-12,3.76,0.0,0.04303152993657361,0.9995674889774808,1.1400507319038584e-05,5.467546192683854e-07,0.4617950912307406,0.4612938503800663,3.9880413467743584e-08,1.0852283111790948e-12,0.00026130142348736234,7.376512537079243e-08,8.95688689320103e-13,4.089074887645635e-13,1.1906165606612566e-11,7.524295677294963e-05,1.3651936180184076e-10,1.4395435534740589e-08,1.3062318343589801e-08,6.616063342396426e-07,3.7447780039600492e-06,2.543702768052897e-08,2.5810490243392755e-08,3.486979499371931e-15,4.444690511445768e-16,7.104495591605402e-12,1.5914072607437891e-12,2.305188305470186e-07
0.00020569669580217004,0.6547330638848097,9.946842080959535e-08,4.701471078905054e-08,1.244796720348702e-07,2.1040583127348014e-06,0.0,0.0,3.695912610339495e-06,4.593532649359945e-08,0.00010281961370011452,7.335885453183092e-07,1.2951553720033268e-09,9.934338881090419e-23,4.810112125786035e-16,1.576499157991578e-10,6.6140473022435325e-06,0.00013375195873710068,4.9312946070045476e-11,6.321707102224737e-14,0.00011835015469238953,1.5382903355139112e-11,3.1582796457969188e-12,2.77325077043871e-10,7.883999180603747e-11,1.174845077447689e-05,2.6546005905246557e-12,5.003093043142813e-10,7.842225594822768e-09,4.4658159257302164e-12,1.8241386516210555e-12,1.6796334311370696e-15,1.4734206331901297e-10,3.768033245157485e-12,3.76,0.0,0.04252677398583696,0.999565781202079,1.1643441054728028e-05,5.605609617502191e-07,0.46230182058018904,0.4617960214162522,3.944378233449508e-08,1.084190093521469e-12,0.00026130097699346666,7.450143939681277e-08,9.112881861499302e-13,4.1666380960516476e-13,1.2132532091594127e-11,7.576420496802727e-05,1.3665564987790654e-10,1.4669741410833239e-08,1.3307212290239736e-08,6.741158612209469e-07,3.81644415038143e-06,2.59134444358897e-08,2.629406569240401e-08,3.5520663411086036e-15,4.5276518860152e-16,7.237097994258358e-12,1.6104811351992802e-12,2.3483154125214156e-07
0.000206677900497111,0.6547903366918227,1.0123178168698267e-07,4.784246088510646e-08,1.2671831508058961e-07,2.145993829644838e-06,0.0,0.0,3.7575527062958745e-06,4.6793982885850154e-08,0.00010414988387145054,7.487300670628249e-07,1.3076406544421061e-09,1.0405773430521552e-22,4.950661491704804e-16,1.6060351008148162e-10,6.749219222517954e-06,0.00013467929703512562,5.0587811513658416e-11,6.484196705163026e-14,0.00011918216816182825,1.5492254798215745e-11,3.2199368724160513e-12,2.88589449755071e-10,8.062626459330429e-11,1.1989381084118976e-05,2.715288319790762e-12,5.222368889514415e-10,8.186291471030588e-09,4.6501524334817255e-12,1.8706510761734996e-12,1.7346956806500618e-15,1.5015064326378227e-10,3.8574711541029475e-12,3.76,0.0,0.042027939126188296,0.9995640576273256,1.1890993753130745e-05,5.746679610800157e-07,0.4628026404550091,0.46229225366914234,3.90122735374102e-08,1.0831639628438e-12,0.0002613005263700532,7.524456129386759e-08,9.27157338138805e-13,4.2455673369096333e-13,1.2362896455997723e-11,7.628992492749531e-05,1.3679029497108106e-10,1.49488975651528e-08,1.3556434084865536e-08,6.868457159151843e-07,3.889380133007359e-06,2.6398092788302464e-08,2.6785997914418347e-08,3.618295955845626e-15,4.612069959151054e-16,7.372028963014043e-12,1.6297863825303134e-12,2.3922037215137735e-07
0.00020765910519205194,0.654846942153391,1.030250746720641e-07,4.868443784038347e-08,1.2899572529424708e-07,2.1886695687670235e-06,0.0,0.0,3.820162625024073e-06,4.7666913496368416e-08,0.0001054942383797685,7.641538250956081e-07,1.3202482644123546e-09,1.089977798395884e-22,5.095395725795663e-16,1.6360908396434622e-10,6.88685359568739e-06,0.00013560802379315368,5.18938177766973e-11,6.65046469963209e-14,0.00012001511676094267,1.560173138592318e-11,3.282773981124102e-12,3.0028937339748037e-10,8.245200045709131e-11,1.223477109791391e-05,2.7772578342175585e-12,5.450666177905769e-10,8.544514040465191e-09,4.841684492314013e-12,1.918327371153658e-12,1.7914652567429586e-15,1.5300901617365845e-10,3.9488046997346315e-12,3.76,0.0,0.04153495589939514,0.9995623180024542,1.2143247056672103e-05,5.890813867377413e-07,0.4632976204330594,0.4627826163409921,3.858582697055546e-08,1.0821497763720233e-12,0.0002613000715515613,7.599459875598042e-08,9.433007666525602e-13,4.3258861277308333e-13,1.259732756586948e-11,7.682022559675258e-05,1.3692331670740916e-10,1.5232987125529407e-08,1.381005808094846e-08,6.997996871320463e-07,3.963607769720678e-06,2.6891114006676237e-08,2.728643033455159e-08,3.685688407016903e-15,4.6979701493185e-16,7.509328703771252e-12,1.6493268130490163e-12,2.4368663249782137e-07
0.0002086403098869929,0.6549028881364287,1.0484881367919056e-07,4.9540883024083244e-08,1.3131256958006092e-07,2.232097976249972e-06,0.0,0.0,3.883758334140339e-06,4.855436131377887e-08,0.00010685286826104906,7.798647763214893e-07,1.3329805993520168e-09,1.141708639692776e-22,5.244429157913608e-16,1.666674887612867e-10,7.026992173530604e-06,0.00013653813873998295,5.323171546336416e-11,6.820592542796652e-14,0.00012084898927368561,1.5711331586021216e-11,3.3468139237364822e-12,3.1244103516607447e-10,8.431812120027782e-11,1.2484698621776883e-05,2.840535086702866e-12,5.688336184856578e-10,8.917443857318963e-09,5.040680386103714e-12,1.9671981392118665e-12,1.849993680350389e-15,1.5591804361120254e-10,4.042071568944465e-12,3.76,0.0,0.041047755662034384,0.9995605620720667,1.2400284015166989e-05,6.038071110681525e-07,0.4637868292801507,0.46326717781420523,3.816438323341252e-08,1.0811473929927297e-12,0.00026129961247121924,7.675166146328958e-08,9.59723093419948e-13,4.407618498220332e-13,1.2835895822048768e-11,7.735521772692467e-05,1.3705473446578306e-10,1.5522095666555272e-08,1.4068160150367501e-08,7.12981627806867e-07,4.039149255209396e-06,2.739265167832498e-08,2.779550873219502e-08,3.754263276271346e-15,4.785377426773285e-16,7.649037173861227e-12,1.6691063049645387e-12,2.482316538962954e-07
0.00020952339411243974,0.654952682095156,1.0651664092813224e-07,5.032426240058366e-08,1.3343200406229542e-07,2.271837534162581e-06,0.0,0.0,3.94185073931297e-06,4.936568107639375e-08,0.00010808800144647598,7.942543483314767e-07,1.3445483654512356e-09,1.1903595575230757e-22,5.382351885686043e-16,1.694660114171199e-10,7.155293048381156e-06,0.0001373764291228297,5.4463722252956395e-11,6.977076278130775e-14,0.0001216002553126275,1.581007620313374e-11,3.4054988566986125e-12,3.237776158285496e-10,8.603294006081954e-11,1.2713578344271269e-05,2.898624614237895e-12,5.910553721961996e-10,9.26612687018157e-09,5.22638777961111e-12,2.0122290618800023e-12,1.904216918160843e-15,1.5858020320704515e-10,4.1276965048967374e-12,3.76,0.0,0.04061416381961691,0.9995589675786207,1.2635777097942117e-05,6.173322161516932e-07,0.46422223911373106,0.46369837898016386,3.7789312756745854e-08,1.0802552242877344e-12,0.0002612991955988503,7.743911675770256e-08,9.747457015322182e-13,4.482406272266982e-13,1.3054203144610961e-11,7.784081485694516e-05,1.3717165486716731e-10,1.578665595854991e-08,1.430434455560846e-08,7.250435267278232e-07,4.108278585278579e-06,2.7851437801186974e-08,2.826119409221185e-08,3.817008504544375e-15,4.865354182802677e-16,7.776869209111916e-12,1.6871155060171602e-12,2.523906330752523e-07
0.00021040647833788658,0.6550019537808203,1.0820993996067845e-07,5.1119748580393126e-08,1.3558442862799965e-07,2.3122063869897687e-06,0.0,0.0,4.000766814641622e-06,5.0189143943205766e-08,0.00010933499987362051,8.088843664792951e-07,1.3562209683378842e-09,1.2411142657544048e-22,5.52398011025826e-16,1.723087861887071e-10,7.285688111402023e-06,0.00013821584422016038,5.5722750337634886e-11,7.136815125025108e-14,0.00012235225273824778,1.590891862886164e-11,3.4651966238110138e-12,3.3550632570660857e-10,8.778194278986372e-11,1.2946256169204067e-05,2.9578145720829715e-12,6.14093308270921e-10,9.627615847263112e-09,5.418575407567827e-12,2.0582764698328168e-12,1.9599476132723507e-15,1.6128475295271084e-10,4.214947134999651e-12,3.76,0.0,0.040185152336890295,0.9995573594741484,1.2875275949632342e-05,6.311195541642774e-07,0.46465307838758857,0.46412498462385027,3.7418204696157794e-08,1.079372402541963e-12,0.0002612987751688762,7.813243579617945e-08,9.900017725314986e-13,4.558376681193505e-13,1.3275971725416965e-11,7.833038660507162e-05,1.3728730533118959e-10,1.6055415193495562e-08,1.454427573428775e-08,7.372961613689619e-07,4.178507144595655e-06,2.831734893609792e-08,2.8734112837899223e-08,3.880743609905553e-15,4.946592632055998e-16,7.906717793378179e-12,1.7053244692129364e-12,2.5661550974223924e-07
0.00021128956256333343,0.6550507087400544,1.0992910491566608e-07,5.192752503201428e-08,1.3777035412390076e-07,2.353214061548748e-06,0.0,0.0,4.060518774056905e-06,5.102493672764938e-08,0.00011059401055533175,8.237586255034021e-07,1.3680002687862514e-09,1.2940201308344653e-22,5.66940307627881e-16,1.7519645767677738e-10,7.418209242045596e-06,0.00013905638449104328,5.700938614979603e-11,7.299871946786362e-14,0.0001231049736325862,1.6007857784067974e-11,3.5259249401338804e-12,3.4764021829942466e-10,8.956585233868746e-11,1.318279163784949e-05,3.0181250125649274e-12,6.379758413742652e-10,1.0002355988588182e-08,5.617459560090373e-12,2.105364525357361e-12,2.0172266648307476e-15,1.6403235184978717e-10,4.303852549104629e-12,3.76,0.0,0.0397606728278607,0.9995557375625321,1.3118844136253975e-05,6.451736271085262e-07,0.46507939558285144,0.4645470429301737,3.7051017181491414e-08,1.0784988282556333e-12,0.0002612983511300238,7.883170279668294e-08,1.0054948252881137e-12,4.63554811584222e-13,1.350125542720853e-11,7.882401757475224e-05,1.374016994840259e-10,1.6328438739212426e-08,1.4788011667546153e-08,7.497424820854487e-07,4.249851922253295e-06,2.8790495294569634e-08,2.9214376863950554e-08,3.945483660541603e-15,5.029111924358867e-16,8.038613397257255e-12,1.7237361675528522e-12,2.609073032560616e-07
0.00021217264678878028,0.6550989524613324,1.1167453471710739e-07,5.2747783196370325e-08,1.399902984985691e-07,2.394870232809986e-06,0.0,0.0,4.121119018472919e-06,5.1873249410868565e-08,0.00011186518303014477,8.388809789750475e-07,1.3798881647215643e-09,1.3491689072005119e-22,5.818730599716999e-16,1.781297500831654e-10,7.552888789316538e-06,0.00013989805060417315,5.832422759436704e-11,7.466310715393925e-14,0.00012385841015752702,1.6106892601344174e-11,3.587702939228186e-12,3.601927690380202e-10,9.138540863161178e-11,1.3423245208172376e-05,3.079576322019546e-12,6.627323330634396e-10,1.0390807281108086e-08,5.8232635018990564e-12,2.153517990724087e-12,2.0760960908266997e-15,1.668236710260327e-10,4.394442368878701e-12,3.76,0.0,0.03934067741768105,0.9995541016444184,1.336654621035611e-05,6.594990091465989e-07,0.4655012386714208,0.4649646015693877,3.668770878508906e-08,1.0776344029699381e-12,0.0002612979234301741,7.95370033599602e-08,1.0212285894095918e-12,4.713939154185993e-13,1.373010864700442e-11,7.93217936270633e-05,1.375148507974125e-10,1.6605792887970347e-08,1.5035611409990176e-08,7.623854844156064e-07,4.322330171313409e-06,2.9270988503880337e-08,2.9702099501452956e-08,4.011244049840272e-15,5.112931843173228e-16,8.172588075101478e-12,1.7423536213818157e-12,2.652670487341893e-07
0.00021305573101422712,0.6551466903755948,1.1344663562451033e-07,5.358071731826863e-08,1.4224478631413454e-07,2.4371847261618663e-06,0.0,0.0,4.182580138038002e-06,5.273427519727458e-08,0.00011314866940074379,8.542553405282268e-07,1.391886592420104e-09,1.4067153839891051e-22,5.972085591383604e-16,1.8110939768471627e-10,7.689759578533659e-06,0.00014074084343900794,5.96678835308328e-11,7.63619639695851e-14,0.00012461255455396828,1.6206022024907852e-11,3.6505504042992965e-12,3.7317788913183523e-10,9.32413690001951e-11,1.3667678272825812e-05,3.1421892790756675e-12,6.883931221921748e-10,1.0793444970666507e-08,6.036217693126649e-12,2.2027622405912514e-12,2.136599057435857e-15,1.6965939191138644e-10,4.4867467589479566e-12,3.76,0.0,0.03892511873724387,0.9995524515171701,1.3618447726582504e-05,6.741003477533118e-07,0.465918655121409,0.4653777077024403,3.6328238517106596e-08,1.0767790292558378e-12,0.0002612974920163501,8.024842449577178e-08,1.037206856488009e-12,4.793568643024474e-13,1.3962586554874577e-11,7.982380189902469e-05,1.3762677259039183e-10,1.6887544346284085e-08,1.5287134788812614e-08,7.752282123733171e-07,4.395959412750231e-06,2.9758942098739517e-08,3.019739601774684e-08,4.078041120782235e-15,5.198073173817988e-16,8.308674913860032e-12,1.7611798993012431e-12,2.6969579767161723e-07
0.00021393881523967397,0.655193927856873,1.1524582078325974e-07,5.442652027685882e-08,1.445343523432747e-07,2.480167519940627e-06,0.0,0.0,4.244914915406938e-06,5.360821057122852e-08,0.00011444462437413572,8.698856849970521e-07,1.403997526118711e-09,1.466742976752877e-22,6.129570568718013e-16,1.8413607497327926e-10,7.828854917017332e-06,0.00014158476408698077,6.104097879572774e-11,7.80959521795444e-14,0.00012536739914096942,1.6305245010495518e-11,3.714486335026271e-12,3.8660993898312605e-10,9.513450862067894e-11,1.3916153175533603e-05,3.205985085190031e-12,7.149895566289279e-10,1.1210760054365797e-08,6.256560016412922e-12,2.253123324251331e-12,2.1987799108217038e-15,1.7254020501151858e-10,4.5807964380896634e-12,3.76,0.0,0.03851394991785381,0.9995507869748186,1.3874615255920489e-05,6.889823648960005e-07,0.466331691902496,0.4657864079862487,3.5972565820896135e-08,1.075932610703012e-12,0.00026129705683470417,8.09660546467665e-08,1.0534333216173761e-12,4.874455804133324e-13,1.4198745420519788e-11,8.033013082113853e-05,1.3773747803105547e-10,1.7173761070884553e-08,1.5542642408497726e-08,7.88273757546796e-07,4.470757440262973e-06,3.025447179331072e-08,3.070038389406488e-08,4.145891165739872e-15,5.284556478848012e-16,8.446906239295027e-12,1.7802181189987301e-12,2.741946179167331e-07
