Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50),S(7024),S(1340)
1.0288267991783914e-05,0.8067699986216157,1.1646601077167858e-05,4.1895224774625295e-06,4.5121852896139355e-06,0.0002821080592559545,0.0,0.0,3.467112736485736e-05,3.785749367473123e-07,0.0004202627657596362,1.7923642351593057e-05,2.9288041155083478e-08,1.101901403512207e-16,4.406172270549138e-12,2.8095923059370995e-08,4.2129317496483344e-05,4.74253642880417e-05,1.769393247697985e-08,1.467789380437007e-09,0.00029649244111377515,4.533559625748785e-10,8.84794792548515e-10,4.13087908226268e-09,9.39620775149607e-10,0.00022166264434543534,2.0527404246602716e-08,6.583336436423195e-07,1.4342902791048301e-08,7.783282354377666e-11,1.1206868165511941e-10,2.4624991713709637e-11,6.768768870333628e-09,3.1905149058307613e-09,3.76,0.0,0.024415774762057748,0.9985655805004311,0.00022883468629232627,2.438331605913975e-05,0.6407094699056729,0.6390931055241825,4.903634094275727e-07,8.770546648946232e-11,0.0008311347571934666,6.410376512803518e-07,2.2656429915665e-10,9.187758620553226e-12,3.453184865733567e-10,0.00013005334316868703,7.664186163430969e-10,2.327801837038477e-06,2.467638569843994e-06,3.7384207733269036e-05,0.0003278874892176091,5.508930703894791e-07,6.690106933516558e-07,2.611120405918665e-15,3.1715349741598055e-15,1.1214457599402902e-09,1.7712911826159893e-10,5.159856174457268e-06,1.220795066926306e-07,1.5708002380728777e-06,5.620587036358292e-09,1.178065935517317e-12,1.5547904333015494e-09,4.751790415019987e-08,7.73453510530099e-09,0.00029830215589003766,8.378424825820979e-06,1.746056766605218e-07,1.4555983886634088e-10,5.625205153240761e-09,5.708349485473811e-10,1.3587463102066607e-06,5.788963993737271e-12,9.327350507306105e-09,1.3086255142009214e-11,2.2642644073562703e-05,4.923912456698414e-08,2.1507037486562348e-16,3.831310599549236e-17,4.707224631583869e-11,1.6493476164468593e-08,3.458962599958879e-09,1.3291141024691126e-15,1.6662062371058613e-07,1.3063934860784119e-13,1.1353616185215548e-12,1.7932282756667579e-06,6.635923806125331e-13,2.2458429252316733e-14,2.332312402386783e-10,2.8907563562672783e-08,3.822423949841376e-08,4.373951625498861e-09,4.786500427745728e-15,2.0299048966476693e-14,2.009618836736107e-15,3.121539201884203e-11,9.140866181910109e-10,2.7722434155129855e-10,1.6325231438687446e-08,7.821528371908428e-16,2.2084605401885054e-08,9.113303439724341e-13,7.654623019874542e-11,1.2451482116669781e-16,2.005218109922114e-07,3.889718921464704e-09,4.588422161171052e-12,1.2850936178166193e-09
1.0336082032527761e-05,0.806820169743606,1.160472483632622e-05,4.185364888468142e-06,4.519138551942765e-06,0.0002829081209703381,0.0,0.0,3.472028189639378e-05,3.7992474129513796e-07,0.0004233967641420352,1.8036295762239235e-05,2.9362218825405667e-08,1.0960508960656058e-16,4.397796841529298e-12,2.8087047542182097e-08,4.240673066989834e-05,4.772666311418956e-05,1.7793046943442496e-08,1.475603612245897e-09,0.0002983874106992464,4.562803712864834e-10,8.847403264793861e-10,4.184019376291854e-09,9.460912052799197e-10,0.00022305476512845258,2.0511030971624506e-08,6.615427421227692e-07,1.461532016452851e-08,7.884529235089175e-11,1.1292101487798059e-10,2.4613116029264805e-11,6.771973251861244e-09,3.1935959906177397e-09,3.76,0.0,0.024043646251925288,0.9985619375303952,0.00022997416576736116,2.4441149822415703e-05,0.6410849141580548,0.6394581530910153,4.838483817306782e-07,8.757969626126284e-11,0.0008311317249159291,6.438357910112733e-07,2.26481477326589e-10,9.191504092034443e-12,3.460208393348233e-10,0.00013107448766149722,7.668059521093412e-10,2.3283619545452756e-06,2.4669744265020526e-06,3.735762646065336e-05,0.0003298448396169953,5.491921685103366e-07,6.669492808754854e-07,2.6101174193862792e-15,3.170323441606588e-15,1.1210202520738113e-09,1.782366131324717e-10,5.15584850573487e-06,1.2280265683009635e-07,1.591446484516278e-06,5.657304465302099e-09,1.1775780833308554e-12,1.553475908994537e-09,4.7564573419069116e-08,7.638558559186584e-09,0.0002986337158966256,8.448903029875809e-06,1.7199962484292787e-07,1.4337739476918655e-10,5.640284263061768e-09,5.723395136042094e-10,1.3685194994582495e-06,5.831105377380983e-12,9.349687683510145e-09,1.3116693770623209e-11,2.265941773696868e-05,4.9640293216313974e-08,2.1557085618363117e-16,3.840229035355689e-17,4.734462604213429e-11,1.6499182941663683e-08,3.424076394600318e-09,1.3336190049640999e-15,1.676598946993645e-07,1.3060207761986955e-13,1.1346332723372017e-12,1.7959687327316443e-06,6.642002357156975e-13,2.2612141222064396e-14,2.349633011528006e-10,2.875034369439064e-08,3.8559850069668e-08,4.455528687507036e-09,4.828208190476814e-15,2.067761600111238e-14,2.0280301528847676e-15,3.1997215709835776e-11,9.197086483889843e-10,2.788814871589809e-10,1.6422117284191572e-08,7.853515715242401e-16,2.2227340861385305e-08,9.134582487805433e-13,7.796376748442534e-11,1.2682109590550507e-16,2.0197265138000766e-07,3.928751344398302e-09,4.6554799035881195e-12,1.3039990502358908e-09
1.0383896073271607e-05,0.8068695868854205,1.156381395306285e-05,4.181434105238271e-06,4.5262289017404886e-06,0.00028370441022613585,0.0,0.0,3.4768694896257896e-05,3.8126076136276687e-07,0.00042653190227863604,1.814891004489994e-05,2.943722304078356e-08,1.0904227981699501e-16,4.38990139199266e-12,2.807939840093861e-08,4.2684634619754025e-05,4.802822749970515e-05,1.7892788830112943e-08,1.483484980702022e-09,0.0003002835202078209,4.5920655735590816e-10,8.847254811081837e-10,4.237581642829293e-09,9.525719046287056e-10,0.00022444639740848259,2.049494573307888e-08,6.647464343205678e-07,1.489128900246547e-08,7.98660410867285e-11,1.137783125098757e-10,2.460235232407659e-11,6.775310204432133e-09,3.1966574063682055e-09,3.76,0.0,0.02367718970921065,0.9985582929130862,0.00023111392654179714,2.449878133289253e-05,0.6414546951955599,0.6398175323875802,4.77432648487661e-07,8.745583060364193e-11,0.0008311286909898178,6.466091441933271e-07,2.264078704555067e-10,9.195607076067495e-12,3.467315134911195e-10,0.00013209740179180324,7.671871542794642e-10,2.329014311913978e-06,2.4664185137734672e-06,3.733239208584622e-05,0.00033179603792762836,5.47530484451986e-07,6.649354435875529e-07,2.6092309779481012e-15,3.169253750697557e-15,1.120644776579303e-09,1.7934385014306465e-10,5.152071931688921e-06,1.23523515693095e-07,1.6121989723309056e-06,5.6940875398711785e-09,1.1771433647619923e-12,1.5522326310287321e-09,4.761140328181565e-08,7.544272327581011e-09,0.0002989603421903989,8.519467887084953e-06,1.6944038811778765e-07,1.4123441538038832e-10,5.65548684550509e-09,5.738566123752328e-10,1.3783035194371022e-06,5.873291276397086e-12,9.3722157986047e-09,1.3147407786455214e-11,2.267594616854249e-05,5.0042166288647605e-08,2.1607586784037073e-16,3.849228226366488e-17,4.761874855382745e-11,1.6505521392522855e-08,3.3898036038607587e-09,1.3381697996972214e-15,1.686967265707655e-07,1.3057060851723124e-13,1.1339461255825123e-12,1.7986810068563507e-06,6.64810867613962e-13,2.276577049527266e-14,2.3669554675230094e-10,2.8593376849645558e-08,3.889844381386662e-08,4.538158436547552e-09,4.870288506879704e-15,2.1061068266306612e-14,2.0464754467328767e-15,3.2793590097262406e-11,9.253178755427862e-10,2.80535158700317e-10,1.6518804600209096e-08,7.885423906602337e-16,2.236997632029451e-08,9.156051623506531e-13,7.940002432946992e-11,1.2915783025441946e-16,2.034258183721487e-07,3.96795315594181e-09,4.723003703638764e-12,1.3230369693013986e-09
1.0431710114015454e-05,0.8069182615577863,1.1523856649425256e-05,4.177727961138033e-06,4.533454918767526e-06,0.00028449701397580406,0.0,0.0,3.481638186287756e-05,3.825830966353332e-07,0.000429668289587069,1.8261490211314047e-05,2.9513055606543725e-08,1.0850130331598782e-16,4.382480531350495e-12,2.8072968589952743e-08,4.296303740056252e-05,4.833005572640689e-05,1.7993174291533673e-08,1.491434169916316e-09,0.0003021807522561525,4.621344933590033e-10,8.847500600529439e-10,4.291569194319546e-09,9.59063075367262e-10,0.00022583760242864373,2.0479144528985258e-08,6.679449182168396e-07,1.5170838554463283e-08,8.08951347644469e-11,1.1464062495344117e-10,2.4592693602452258e-11,6.778778423038845e-09,3.199699561700407e-09,3.76,0.0,0.023316318669041797,0.9985546465157009,0.00023225402119706005,2.455621437919116e-05,0.6418188994409059,0.6401713296196293,4.7111469593210653e-07,8.733384045655277e-11,0.000831125655825445,6.493578509351576e-07,2.2634342117409504e-10,9.200063072586999e-12,3.4745045537534466e-10,0.0001331220790806454,7.675623184301942e-10,2.329758247503976e-06,2.4659701120165283e-06,3.730851663154628e-05,0.0003337411987563426,5.459076447814844e-07,6.629687290717972e-07,2.6084603914346336e-15,3.1683244618696644e-15,1.1203190277269235e-09,1.8045087232773583e-10,5.148526227849081e-06,1.2424212666135379e-07,1.6330579357249252e-06,5.730937353239823e-09,1.1767606082251295e-12,1.551060494924382e-09,4.765840757439921e-08,7.451641208451883e-09,0.0002992821228803132,8.590120140416063e-06,1.6692695164974895e-07,1.39130038469981e-10,5.670813516481827e-09,5.753863200160219e-10,1.3880986425117625e-06,5.9155228666505175e-12,9.394938020246515e-09,1.3178401544803908e-11,2.2692233475721184e-05,5.04447416461821e-08,2.1658548098950214e-16,3.8583094389306763e-17,4.7894670119471515e-11,1.6512488926327367e-08,3.3561315572271136e-09,1.3427668801783819e-15,1.697310974138105e-07,1.3054490852416792e-13,1.1333003277100315e-12,1.8013656004779154e-06,6.654244611191614e-13,2.2919322734967238e-14,2.3842803993707557e-10,2.8436682551223866e-08,3.9240050205579345e-08,4.621848886263012e-09,4.91274504465447e-15,2.1449442958080454e-14,2.0649544413174334e-15,3.3604689024256423e-11,9.309142740134805e-10,2.8218533443618624e-10,1.6615291862729967e-08,7.917419584678061e-16,2.2512517976963724e-08,9.177713878586432e-13,8.085518295416827e-11,1.3152532071560875e-16,2.0488137542049503e-07,4.007326081965976e-09,4.7909925538986434e-12,1.3422070685352189e-09
1.04795241547593e-05,0.8069662050961901,1.1484841135232455e-05,4.174244255869164e-06,4.540815176559512e-06,0.0002852860177592032,0.0,0.0,3.486335806975936e-05,3.838918481961267e-07,0.0004328060361003619,1.837404124162862e-05,2.9589718046245072e-08,1.0798176059498489e-16,4.375528877393784e-12,2.8067750649175725e-08,4.3241946938643744e-05,4.863214611383926e-05,1.8094219015651276e-08,1.499451834418302e-09,0.0003040790897259393,4.6506415232300624e-10,8.848138539010131e-10,4.345985370638042e-09,9.655649177540135e-10,0.00022722844105158656,2.046362340320743e-08,6.711383905887844e-07,1.545399829640682e-08,8.193263877492048e-11,1.1550800168300213e-10,2.4584132520679126e-11,6.782376593032336e-09,3.2027228583876788e-09,3.76,0.0,0.022960947985203376,0.9985509982075575,0.0002333945015778021,2.4613452735278513e-05,0.6421776119999593,0.640519629677308,4.6489303338630824e-07,8.721369720308528e-11,0.0008311226188713008,6.520820545880003e-07,2.2628806912724265e-10,9.204870003297415e-12,3.481775910736444e-10,0.00013414851323763526,7.679315368461758e-10,2.330593075953126e-06,2.4656284701174016e-06,3.728601076412789e-05,0.0003356804370382507,5.44323270206134e-07,6.610486777603111e-07,2.607804886101371e-15,3.1675351500105955e-15,1.120042680434761e-09,1.8155772339616963e-10,5.145211031825793e-06,1.249585332114201e-07,1.6540236352045062e-06,5.767854980603533e-09,1.1764301708614546e-12,1.5499593553144267e-09,4.7705600064638906e-08,7.360630756356493e-09,0.0002995991441706487,8.660860571494415e-06,1.6445832440951704e-07,1.3706342230122608e-10,5.686264796841226e-09,5.769287013181493e-10,1.3979051408493026e-06,5.957801324214115e-12,9.41785725852453e-09,1.3209679038074772e-11,2.2708283692510384e-05,5.084801729088104e-08,2.170997608326678e-16,3.867473826216182e-17,4.817244559100912e-11,1.652008275024396e-08,3.323047874173651e-09,1.3474106262942873e-15,1.7076298591799057e-07,1.305249429723141e-13,1.1326962883003729e-12,1.804023005866249e-06,6.660412001538568e-13,2.3072803606406507e-14,2.4016084354874477e-10,2.8280279661903413e-08,3.958469822029564e-08,4.70660808504987e-09,4.955581404236153e-15,2.184277743374343e-14,2.0834668702660675e-15,3.4430687346931065e-11,9.364978226316526e-10,2.8383199395458354e-10,1.6711577625925368e-08,7.94936249230665e-16,2.2654972002310307e-08,9.199572033596303e-13,8.232942731694891e-11,1.3392386662013816e-16,2.063393858313924e-07,4.046871880599001e-09,4.859445466142584e-12,1.3615090465231778e-09
1.0527338195503147e-05,0.8070134286635439,1.1446755619281416e-05,4.170980759499575e-06,4.548308244481568e-06,0.0002860715057205159,0.0,0.0,3.490963856709809e-05,3.8518711845316077e-07,0.0004359452523755505,1.84865680828555e-05,2.9667211615676897e-08,1.0748326035894313e-16,4.36904106294708e-12,2.8063736735146523e-08,4.352137103253e-05,4.8934497018545037e-05,1.819593823240712e-08,1.5075386003869773e-09,0.00030597851575980085,4.679955077184064e-10,8.849166411610191e-10,4.400833538589331e-09,9.72077630120008e-10,0.0002286189737405981,2.044837844554411e-08,6.743270469690799e-07,1.574079793162683e-08,8.297861887630093e-11,1.1638049128362631e-10,2.4576661414996086e-11,6.7861033919802625e-09,3.205727691494651e-09,3.76,0.0,0.022610993810011186,0.9985473478583334,0.00023453541879976715,2.467050016005872e-05,0.6425309166817923,0.6408625161552868,4.587661929082785e-07,8.709537266271374e-11,0.0008311195803950949,6.547819016051285e-07,2.2624175117371803e-10,9.210023604221449e-12,3.489128608701869e-10,0.00013517669815726663,7.682949018275534e-10,2.331518090258113e-06,2.4653928084530964e-06,3.7264883848734314e-05,0.0003376138679466582,5.427769762280076e-07,6.591748237299852e-07,2.6072636938603333e-15,3.166884433486056e-15,1.1198153978048316e-09,1.8266444575585065e-10,5.142125850912313e-06,1.2567277888506378e-07,1.6750963569023279e-06,5.804841479308795e-09,1.1761510839040431e-12,1.5489290282628107e-09,4.775299445136615e-08,7.271207226252125e-09,0.00029991149040538333,8.731689999185484e-06,1.6203353856091697e-07,1.3503374503058798e-10,5.701841117742285e-09,5.784838112452917e-10,1.4077232863052237e-06,6.000127824829383e-12,9.440976176979223e-09,1.324124391166527e-11,2.272410078088861e-05,5.125199136115667e-08,2.1761876689270919e-16,3.876722446789043e-17,4.845212843014518e-11,1.652830004604948e-08,3.2905404379892596e-09,1.3521014049943095e-15,1.7179237136323113e-07,1.305106754501107e-13,1.1321341236936727e-12,1.8066537053461858e-06,6.666612677704413e-13,2.3226218773798703e-14,2.418940203330357e-10,2.8124186402052537e-08,3.993241634531727e-08,4.792444116157187e-09,4.998801128677367e-15,2.2241109212328325e-14,2.102012477577064e-15,3.527176094242129e-11,9.42068504585625e-10,2.8547511814996843e-10,1.680766052113834e-08,7.981374427924315e-16,2.27973445367932e-08,9.221628628697144e-13,8.382294311936175e-11,1.3635377013606315e-16,2.0779991274689398e-07,4.086592341310037e-09,4.928361471630139e-12,1.380942607012147e-09
1.0575152236246993e-05,0.8070599432552534,1.1409588319094966e-05,4.167935216062135e-06,4.555932689488044e-06,0.00028685356062423394,0.0,0.0,3.495523818336398e-05,3.8646901107216186e-07,0.0004390860494119136,1.8599075647554473e-05,2.9745537316050914e-08,1.0700541948161941e-16,4.363011740679064e-12,2.8060918652423514e-08,4.380131735352472e-05,4.9237106833509876e-05,1.829834672231453e-08,1.5156950668607549e-09,0.00030787901375748083,4.709285334534988e-10,8.850581892075028e-10,4.456117091466155e-09,9.786014088412027e-10,0.00023000926054340398,2.0433405791821767e-08,6.775110816114264e-07,1.603126739195571e-08,8.403314118465302e-11,1.172581414999908e-10,2.4570272329097233e-11,6.789957491383199e-09,3.2087144494886084e-09,3.76,0.0,0.022266373575785377,0.9985436953395564,0.0002356768232572923,2.4727360397004082e-05,0.64287889601715,0.6412000713712874,4.5273272896775166e-07,8.697883908507067e-11,0.0008311165400077213,6.574575414142921e-07,2.2620440164095197e-10,9.215521308610206e-12,3.4965619147957635e-10,0.00013620662791577655,7.6865250307715e-10,2.3325325637244954e-06,2.465262321394994e-06,3.724514399975885e-05,0.0003395416068126228,5.412683737910353e-07,6.573466954859583e-07,2.60683598232757e-15,3.1663716407716246e-15,1.1196368271564587e-09,1.8377108244223133e-10,5.139270069012959e-06,1.2638490725879692e-07,1.6962764119670358e-06,5.84189788889391e-09,1.1759234167513887e-12,1.5479692932761658e-09,4.7800604363736606e-08,7.18333766216953e-09,0.00030021924410867794,8.802609278314014e-06,1.5965164891228733e-07,1.3304020427368661e-10,5.717542825433199e-09,5.800516954351773e-10,1.4175533503280075e-06,6.042503543432777e-12,9.464297202688306e-09,1.3273099477767924e-11,2.2739688632091854e-05,5.165666212887531e-08,2.1814255322855593e-16,3.8860562569269077e-17,4.8733770734906755e-11,1.653713781060143e-08,3.258597393380354e-09,1.3568395712384399e-15,1.7281923361065692e-07,1.3050206792483693e-13,1.1316141219260115e-12,1.8092581714936148e-06,6.672848461158009e-13,2.3379573897428245e-14,2.4362763290695726e-10,2.7968420365660693e-08,4.0283232589712436e-08,4.87936509777326e-09,5.042407697689832e-15,2.2644475975020644e-14,2.120591017418752e-15,3.612808671653397e-11,9.47626307317301e-10,2.87114689203493e-10,1.6903539255910808e-08,8.013365434068769e-16,2.293964168837681e-08,9.243885973562492e-13,8.533591781100294e-11,1.3881533627643202e-16,2.09263019128586e-07,4.12648928409172e-09,4.997739621313678e-12,1.4005074589936788e-09
1.062296627699084e-05,0.8071057596911633,1.1373327473035772e-05,4.165105347882154e-06,4.56368707822214e-06,0.0002876322638750415,0.0,0.0,3.500017152731423e-05,3.877376308979748e-07,0.00044222853855645623,1.871156881234062e-05,2.982469590782794e-08,1.0654786330983376e-16,4.3574355909682665e-12,2.8059287873541067e-08,4.4081793446392485e-05,4.953997398742789e-05,1.840145882563904e-08,1.5239218059498632e-09,0.0003097805673713495,4.738632038659786e-10,8.852382550318779e-10,4.5118394485156974e-09,9.851364483038433e-10,0.00023139936107369395,2.041870162373775e-08,6.806906874511296e-07,1.6325436838957245e-08,8.509627216192243e-11,1.181409992386977e-10,2.4564957027661164e-11,6.7939375584244154e-09,3.211683514383917e-09,3.76,0.0,0.021927005972882656,0.9985400405236072,0.0002368187646329435,2.478403717375648e-05,0.6432216312803448,0.64153237638805,4.467912180610392e-07,8.686406914256771e-11,0.0008311134976779301,6.601091262669756e-07,2.2617595248019102e-10,9.221359541994578e-12,3.504075149685963e-10,0.0001372382967673128,7.690044294823577e-10,2.3336357519719413e-06,2.465236179484103e-06,3.7226798140239764e-05,0.00034146376903220155,5.397970697521348e-07,6.555638165488812e-07,2.606520908095262e-15,3.1659956464759676e-15,1.1195066044468902e-09,1.8487767555673173e-10,5.136642954744074e-06,1.2709496190965717e-07,1.7175641358035983e-06,5.879025231252299e-09,1.175746656767163e-12,1.5470798959414199e-09,4.784844336049583e-08,7.096989976759681e-09,0.0003005224860337425,8.873619298133516e-06,1.5731173329411306e-07,1.3108201718766825e-10,5.73337018605192e-09,5.816323907681744e-10,1.4273956038495155e-06,6.084929653616787e-12,9.487822538120301e-09,1.3305248733279643e-11,2.2755051068146807e-05,5.206202799582336e-08,2.1867116874044702e-16,3.8954761241184476e-17,4.901742326712564e-11,1.6546592701335946e-08,3.2272071662484655e-09,1.361625467677375e-15,1.7384355309157305e-07,1.304990808440427e-13,1.1311364228599888e-12,1.8118368673748533e-06,6.679121164385345e-13,2.3532874630065905e-14,2.453617437205647e-10,2.781299853935599e-08,4.063717449492449e-08,4.967379183125414e-09,5.086404534254198e-15,2.3052915565589344e-14,2.139202253888622e-15,3.6999842613093895e-11,9.53171222400287e-10,2.8875069055982383e-10,1.6999212612817515e-08,8.045361466555951e-16,2.308186952978534e-08,9.266346158982495e-13,8.686854059489914e-11,1.4130887290812634e-16,2.1072876773885168e-07,4.166564558471855e-09,5.067578986240908e-12,1.4202033168003657e-09
1.0670780317734686e-05,0.8071508886365532,1.133796134988614e-05,4.1624888589301756e-06,4.571569978662715e-06,0.00028840769553540734,0.0,0.0,3.5044452989890924e-05,3.8899308388684525e-07,0.0004453728314247409,1.8824052416703178e-05,2.990468792385764e-08,1.0611022538783143e-16,4.3523073287540596e-12,2.8058835578331412e-08,4.436280673019153e-05,4.984309694412211e-05,1.850528845201749e-08,1.5322193642024948e-09,0.0003116831605024945,4.767994937170376e-10,8.854565862490223e-10,4.56800405451477e-09,9.916829409097664e-10,0.00023278933449673227,2.0404262168964358e-08,6.83866056074445e-07,1.6623336664983786e-08,8.616807860794397e-11,1.190291106348052e-10,2.4560707041914607e-11,6.798042257618077e-09,3.2146352618590383e-09,3.76,0.0,0.021592810930575607,0.9985363832839815,0.00023796129190605022,2.4840534201775666e-05,0.6435592025083181,0.6418595110324474,4.409402583765202e-07,8.675103592397789e-11,0.0008311104534827207,6.627368111096278e-07,2.2615633355317263e-10,9.22753444466478e-12,3.51166764828797e-10,0.00013827169914082437,7.693507687791399e-10,2.3348268947852766e-06,2.4653135313358397e-06,3.720985205319452e-05,0.000343380469988944,5.383626678060536e-07,6.538257065483406e-07,2.606317606241426e-15,3.1657551866402285e-15,1.1194243548957677e-09,1.8598426691789573e-10,5.134243668266683e-06,1.278029863869648e-07,1.7389598874348708e-06,5.916224510720812e-09,1.1756201067457678e-12,1.5462605497340025e-09,4.789652492946661e-08,7.01213275856859e-09,0.0003008212952053297,8.94472098103273e-06,1.5501289143802195e-07,1.2915841982707556e-10,5.7493233900631624e-09,5.832259258373408e-10,1.4372503171961363e-06,6.127407327189185e-12,9.51155417127137e-09,1.3337694373043683e-11,2.2770191843206828e-05,5.2468087490726184e-08,2.1920465737692455e-16,3.904982828541415e-17,4.930313548213578e-11,1.6556661203893366e-08,3.196358458345306e-09,1.3664594267674884e-15,1.7486531079791031e-07,1.3050167332120333e-13,1.130701101980455e-12,1.8143902467649245e-06,6.685432590765753e-13,2.368612661458261e-14,2.4709641502642817e-10,2.765793731884898e-08,4.0994269144974373e-08,5.056494560561533e-09,5.130795004262015e-15,2.346646599078644e-14,2.157845960808979e-15,3.7887207622429114e-11,9.587032454325486e-10,2.903831069057161e-10,1.7094679448385317e-08,8.077421766270948e-16,2.322403409657573e-08,9.289011066844007e-13,8.842100243192639e-11,1.4383469075903001e-16,2.1219722112622007e-07,4.20682004271215e-09,5.137878657610455e-12,1.4400299001814084e-09
1.0718594358478532e-05,0.8071953405876662,1.1303478257241278e-05,4.16008343781909e-06,4.579579961622226e-06,0.00028917993434267515,0.0,0.0,3.508809674610658e-05,3.902354770444447e-07,0.00044851903983032576,1.8936531262015363e-05,2.998551368096501e-08,1.0569214733449137e-16,4.347621701500918e-12,2.8059552679029773e-08,4.464436449917008e-05,5.014647420192766e-05,1.8609849089390723e-08,1.5405882638432055e-09,0.0003135867772971088,4.797373781845587e-10,8.857129219286817e-10,4.624614379385077e-09,9.982410770704417e-10,0.00023417923951711615,2.039008370115918e-08,6.870373776944442e-07,1.6924997494142974e-08,8.724862765347506e-11,1.199225210944051e-10,2.4557513676849292e-11,6.80227025220796e-09,3.217570061375588e-09,3.76,0.0,0.021263709599308907,0.9985327234958371,0.0002391044533611365,2.4896855176031772e-05,0.6438916885183289,0.6421815539132216,4.3517846948390427e-07,8.663971292847219e-11,0.0008311074070687478,6.65340753465408e-07,2.2614547278609717e-10,9.234043268461992e-12,3.5193386563027393e-10,0.0001393068296371659,7.696916064997131e-10,2.336105217717821e-06,2.4654935060270757e-06,3.719431042868052e-05,0.0003452918249850343,5.36964768837354e-07,6.521318816844537e-07,2.6062251664952557e-15,3.1656494572723156e-15,1.119389691954568e-09,1.8709089837132033e-10,5.1320712674419255e-06,1.2850902418783581e-07,1.7604640489039596e-06,5.9534967142368255e-09,1.175543749124121e-12,1.5455109379631697e-09,4.7944862487192995e-08,6.9287351944886556e-09,0.00030111574895819735,9.015915281346864e-06,1.527542442892012e-07,1.2726866659392122e-10,5.7654025566728155e-09,5.848323213743697e-10,1.4471177600120663e-06,6.169937733789935e-12,9.535493884909371e-09,1.3370438803128558e-11,2.278511464478303e-05,5.287483926653409e-08,2.1974305835656293e-16,3.914577062985312e-17,4.9590955556874295e-11,1.6567339899839844e-08,3.16604021193504e-09,1.3713417709900348e-15,1.758844882733389e-07,1.3050980324851124e-13,1.1303083395071926e-12,1.8169187543457713e-06,6.691784534453634e-13,2.383933548161417e-14,2.48831708852816e-10,2.7503252524029674e-08,4.135454317764355e-08,5.146719453622063e-09,5.1755824155767906e-15,2.3885165420711454e-14,2.17652192153835e-15,3.879036178953873e-11,9.642223759368488e-10,2.9201192414972476e-10,1.7189938692053513e-08,8.109466785863433e-16,2.3366141385089445e-08,9.311882379167003e-13,8.999349604638628e-11,1.4639310342691182e-16,2.1366844161276657e-07,4.2472576430738514e-09,5.208637746994739e-12,1.4599869343668577e-09
