Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537)
0.0001521350883930559,0.8439056171683716,0.00017103427935602516,7.074997063049344e-05,0.00010852831022386377,0.00811953062237046,0.0,0.0,0.0004467364842132113,9.885557861642238e-06,0.05053328506442662,0.0017766716728822537,4.456095873805503e-06,9.409350288781638e-13,2.5965983651312127e-09,6.995711666901764e-07,0.003033519778002711,0.0018617355077169408,1.5451307804206695e-05,4.5202312967632464e-07,0.005902028240457981,1.079002657504094e-08,8.070481290107397e-08,3.352791806854963e-05,2.631421793991716e-07,0.020997719803505285,1.1551075532016102e-07,0.0002807444699215915,0.00045579509930955884,6.588554638753446e-07,2.0069758788183374e-07,2.1580337462180954e-10,1.3285821257189704e-07,4.641115094430986e-07,3.76,0.0,2.6841674473855163e-06,0.9464211057950123,0.01783312950727335,0.0012952827331585192,0.8355199237552069,0.7256523620927308,5.805965309539204e-08,6.914230850851828e-11,0.0007354999791051896,1.8458109876139933e-05,3.735938324099754e-09,2.1629427585604428e-10,9.197583958700957e-09,0.009035745090850698,7.144800202422698e-10,5.2716263074342626e-05,4.840315449565536e-05,0.0005958835797461321,0.010728058672307096,9.772745578506134e-06,1.1720773785938103e-05,2.532245516516976e-12,7.067544892811991e-13,2.50739288232022e-08,1.3241705808733541e-08,0.0001014876279970126,4.006191730445252e-06,0.004818307118284287,4.0090323717069634e-07,2.0887080336466002e-11,2.997230913234729e-08
0.00015271997296881676,0.8440218119647339,0.0001723615357963299,7.131136555215229e-05,0.00010950350634211202,0.008261011976632884,0.0,0.0,0.000450414388108493,1.0017824106713783e-05,0.051441940534124604,0.0018109986834246995,4.5479177876997224e-06,9.698189180421254e-13,2.6532028634735533e-09,7.065593031916014e-07,0.0030664211812264646,0.0018879298857150222,1.5814115233995663e-05,4.576812721298519e-07,0.005927621831764777,1.091282988961653e-08,8.21460135426134e-08,3.454650200339587e-05,2.677487651263757e-07,0.021365402727605065,1.1815844656999827e-07,0.000290200740875541,0.0004697441795016502,6.78094186910354e-07,2.057925010362412e-07,2.2203752649818958e-10,1.3470668003022732e-07,4.854800149448793e-07,3.76,0.0,2.6925562212063565e-06,0.9455158977987059,0.018151606239601364,0.0013242774525801893,0.8361661454224276,0.7245550834470038,5.797216889094668e-08,6.903796776438629e-11,0.0007347965107412111,1.8740888040564776e-05,3.759982561186279e-09,2.1778108458236227e-10,9.264942209334302e-09,0.009143096753650779,7.126191919098299e-10,5.314145699084525e-05,4.876074679562189e-05,0.0005990276490062289,0.010810937417144374,9.832405041767311e-06,1.1792096925005717e-05,2.5547697135285044e-12,7.13036305053004e-13,2.5296705687012992e-08,1.3469959097291143e-08,0.00010214327383612595,4.03275046367694e-06,0.0049462005224838465,4.0481129867198213e-07,2.1028802981598415e-11,3.013297556480972e-08
0.00015330485754457763,0.84413893394193,0.00017366618059319822,7.186387821882528e-05,0.00011046716621308407,0.008403518781351297,0.0,0.0,0.00045405654823911284,1.0150056237776877e-05,0.052358938040901554,0.0018456878954289891,4.640687299929084e-06,9.990343272740604e-13,2.7100581861177147e-09,7.134854780393255e-07,0.0030990843744228384,0.0019143874129695735,1.618077502091151e-05,4.633232092881196e-07,0.005953278619021356,1.1037776049562774e-08,8.358707955604472e-08,3.5583048790832277e-05,2.7235326797548975e-07,0.021735136713276,1.2085519982556282e-07,0.0002998764168503926,0.00048393680777818334,6.976238527827451e-07,2.1094083065472592e-07,2.2837438976991728e-10,1.3656130378128274e-07,5.076329453455653e-07,3.76,0.0,2.700770612006707e-06,0.9446041427829212,0.0184726376408442,0.0013536871113181386,0.8368180736175599,0.7234509563960293,5.7884138377111894e-08,6.893297276482267e-11,0.0007340879542057449,1.9025341266109123e-05,3.783444376713445e-09,2.192346170581852e-10,9.330959195254076e-09,0.009249787154672834,7.107485068996885e-10,5.35600250871308e-05,4.911191369596479e-05,0.0006020859105661803,0.010892425816797191,9.890429117732332e-06,1.1861460135821683e-05,2.576995017152568e-12,7.192346884873838e-13,2.5516522315649305e-08,1.3699478842417894e-08,0.00010278292444700833,4.0586919553804655e-06,0.005075749542980552,4.0867529339840857e-07,2.11673973035081e-11,3.028827044747341e-08
0.0001538897421203385,0.8442569709568685,0.00017494816964248942,7.240747707620841e-05,0.00011141918261309867,0.008547030685981071,0.0,0.0,0.0004576632303994712,1.0282241512392002e-05,0.053284195359696924,0.001880736713540039,4.734387567376769e-06,1.0285696879396214e-12,2.7671425168610358e-09,7.203487097601184e-07,0.00313150245873892,0.0019411033790013082,1.6551199300829656e-05,4.689480677911848e-07,0.005978997166253796,1.1164883873205064e-08,8.50274351224303e-08,3.663745753695696e-05,2.7695422463670686e-07,0.022106837928245474,1.2360150819123641e-07,0.0003097731758490642,0.0004983710750624435,7.174401331072507e-07,2.1614114868581524e-07,2.34813344246443e-10,1.3842193718962514e-07,5.305887687295867e-07,3.76,0.0,2.7088055973095847e-06,0.9436859661786215,0.018796183301030014,0.00138351152735706,0.8374756332740103,0.7223401479021926,5.77955746524875e-08,6.882733934541726e-11,0.0007333744089992962,1.9311424903151897e-05,3.806324330106258e-09,2.206548396520152e-10,9.395630954315126e-09,0.009355780819009238,7.088682849124927e-10,5.3971936334753075e-05,4.94566468280266e-05,0.0006050590062930991,0.010972517431003677,9.94682205654126e-06,1.1928868702730449e-05,2.598918240790469e-12,7.2534875644175e-13,2.5733347659218635e-08,1.3930213224702056e-08,0.00010340659122922731,4.08401542973307e-06,0.005206928905481278,4.1249437776450224e-07,2.1302864282305423e-11,3.0438213248813615e-08
0.00015447462669609938,0.8443759107680648,0.00017620748590842033,7.294214077746451e-05,0.00011235946319392125,0.008691527315914188,0.0,0.0,0.0004612347350211763,1.0414368362429912e-05,0.05421762897387216,0.0019161424826973277,4.829001338782706e-06,1.0584494225542178e-12,2.8244341400273004e-09,7.271480647335654e-07,0.0031636689174816897,0.001968072950699307,1.6925298984901424e-05,4.745550212820105e-07,0.006004775980002715,1.129417169467057e-08,8.646651814301654e-08,3.770961767714273e-05,2.8155022362827233e-07,0.022480422564072133,1.263978554254908e-07,0.00031989262587227795,0.0005130449123719161,7.375385128869065e-07,2.2139202127711876e-07,2.413538089700931e-10,1.4028844022449613e-07,5.543659827177965e-07,3.76,0.0,2.7166565102437077e-06,0.9427614936943983,0.019122202601800278,0.0014137504173932385,0.8381387481098406,0.7212228247441459,5.770649136467805e-08,6.872108330725502e-11,0.0007326559686514029,1.9599094386640346e-05,3.828623563696932e-09,2.220417390668506e-10,9.458954064467281e-09,0.009461043280250337,7.069788468789752e-10,5.437716742992429e-05,4.97949446638698e-05,0.0006079476413846557,0.011051207318289766,1.0001589684402751e-05,1.1994329832585571e-05,2.6205367053555007e-12,7.313777703192052e-13,2.5947155287206694e-08,1.416211016379087e-08,0.00010401430168090419,4.108720723060201e-06,0.005339712732136144,4.162677667992036e-07,2.14352059215746e-11,3.0582827955458774e-08
0.00015505951127186025,0.8444957410505362,0.00017744413808714872,7.346785783225199e-05,0.00011328793013415562,0.008836988294605256,0.0,0.0,0.0004647713942738218,1.0546426350939632e-05,0.05515915416530063,0.001951902492391298,4.924511004086144e-06,1.0886263856074355e-12,2.8819111477762188e-09,7.338826748364862e-07,0.003195577614169285,0.0019952911806297396,1.7302983938842378e-05,4.80143291123498e-07,0.006030613512933842,1.1425657275991004e-08,8.790378105752678e-08,3.879940929397183e-05,2.861399050015163e-07,0.02285580692978958,1.292447102393538e-07,0.0003302363048030122,0.0005279560955205332,7.57914304930438e-07,2.266920016283446e-07,2.479950939616069e-10,1.4216068061216188e-07,5.789831032128493e-07,3.76,0.0,2.724319039852328e-06,0.941830851174292,0.01945065476205543,0.0014444033995644012,0.838807340718019,0.720099153353452,5.761690161002755e-08,6.861422044017801e-11,0.0007319327328872234,1.9888305279053494e-05,3.85034379169387e-09,2.233953511741811e-10,9.52092739604889e-09,0.009565541104934778,7.050805104832623e-10,5.477570253483832e-05,5.012681222486185e-05,0.0006107525804337992,0.01112849199089802,1.0054739510524547e-05,1.205785270856423e-05,2.6418480363471855e-12,7.373210628370039e-13,2.615792164655316e-08,1.4395117895620896e-08,0.00010460609876430487,4.132808262911127e-06,0.0054740745908674355,4.1999473353566973e-07,2.1564429490101623e-11,3.0722143823884686e-08
0.00015558590739004504,0.8446043394106901,0.00017853777424153323,7.393335196236896e-05,0.00011411339677173133,0.008968710867464475,0.0,0.0,0.00046792489268545967,1.0665211912992825e-05,0.0560133742178766,0.001984387095066938,5.011220865473064e-06,1.1160158265527052e-12,2.933781816435206e-09,7.398878966714084e-07,0.003224070286893958,0.002019996015710648,1.764589059739834e-05,4.851561530616015e-07,0.006053916178052675,1.1545887608738366e-08,8.919532096390491e-08,3.979519027417639e-05,2.90264133956388e-07,0.023195122622711294,1.318504402260296e-07,0.00033973854613590144,0.0005415771316122349,7.764856976472098e-07,2.3150276897560562e-07,2.540578328256903e-10,1.4385049857717282e-07,6.018719411457063e-07,3.76,0.0,2.731050972650186e-06,0.9409881015510082,0.019748307999085477,0.0014723447394590307,0.8394136927470729,0.7190825585169132,5.753584850377228e-08,6.851753804337601e-11,0.0007312778037934963,2.014987639410178e-05,3.869398798855896e-09,2.2458519806891216e-10,9.575549610671046e-09,0.009658908599280105,7.033646602393604e-10,5.5128651787260304e-05,5.0420004368502164e-05,0.0006132061420731203,0.011196844989153338,1.0101198616790519e-05,1.2113375193109422e-05,2.6607638870702614e-12,7.425962500861817e-13,2.6344994174746785e-08,1.4605731958957315e-08,0.0001051251576413312,4.153959681547785e-06,0.005596327226916725,4.2330875786220737e-07,2.167807339206494e-11,3.0843025630105234e-08
0.00015611230350822983,0.8447136399258076,0.0001796131201823806,7.439160246873952e-05,0.00011492920560148919,0.00910118325911621,0.0,0.0,0.0004710507399192024,1.0783928012398152e-05,0.05687401565258544,0.0020171543498823472,5.098628568622181e-06,1.1436386423688513e-12,2.9857707288493168e-09,7.458396169253435e-07,0.003252345563535125,0.002044894419804402,1.7991560761943117e-05,4.90152784141838e-07,0.006077263915170057,1.1667924279281349e-08,9.048457775291411e-08,4.0805048389416694e-05,2.943812676854213e-07,0.023535767812140552,1.3449777572692457e-07,0.0003494246241823329,0.0005553866646432725,7.952742192371725e-07,2.363510778381643e-07,2.6020112463386085e-10,1.4554477493858357e-07,6.254696084059814e-07,3.76,0.0,2.737624469063281e-06,0.940140547835937,0.020047868854436497,0.0015006206955673997,0.8400243603989531,0.7180610765391425,5.745440550638281e-08,6.842038830457093e-11,0.0007306191403145651,2.0412628060010087e-05,3.887988627052472e-09,2.2574819896334168e-10,9.629079233211826e-09,0.009751607636054524,7.016420882606297e-10,5.5476168763869174e-05,5.070800952256472e-05,0.0006155932071808571,0.0112640574865623,1.0146362197389898e-05,1.2167345820996682e-05,2.6794281026591677e-12,7.47801217792094e-13,2.6529575571567116e-08,1.4817166294189109e-08,0.0001056314251882829,4.174612626392225e-06,0.00571981629913934,4.265841879962578e-07,2.1789208043376952e-11,3.095967027025179e-08
0.00015658606001459614,0.8448126031966378,0.00018056533934743236,7.479784333448903e-05,0.00011565515259812836,0.009221037293713727,0.0,0.0,0.0004738406058645986,1.0890708599778647e-05,0.057654030418322656,0.002046884832592844,5.177881020195894e-06,1.1686851309398991e-12,3.032649474037715e-09,7.511500681656222e-07,0.003277604379693945,0.0020674653358931914,1.8304971149034796e-05,4.946354827575753e-07,0.006098314402698492,1.1779311511995145e-08,9.164265324149046e-08,4.172586952262933e-05,2.980798909504416e-07,0.023843435263296908,1.3691621207299005e-07,0.00035830008203971365,0.0005679748207853323,8.123664442882579e-07,2.4074577749765284e-07,2.657984858523788e-10,1.4707336739231688e-07,6.473247098522352e-07,3.76,0.0,2.7434031582576675e-06,0.9393737176601366,0.020319079930319024,0.0015263547639217776,0.8405776028725779,0.7171376634443649,5.738078129028904e-08,6.833256338026563e-11,0.000730023209814367,2.0650087503581482e-05,3.9043236587798004e-09,2.2677201981954513e-10,9.676323218157776e-09,0.009834446920409589,7.000862146118154e-10,5.578429180577355e-05,5.096279264239954e-05,0.0006176852608002227,0.01132357382945126,1.0185908771749025e-05,1.2214601067404457e-05,2.6960099144555615e-12,7.524254129306013e-13,2.669356043783756e-08,1.5008127631181902e-08,0.00010607617946748341,4.192775275786447e-06,0.005831996903058865,4.2949873557121995e-07,2.1887092879205203e-11,3.10610527648733e-08
0.00015705981652096244,0.8449121211612146,0.00018150283935457648,7.519823708233684e-05,0.00011637323906260675,0.009341475975119933,0.0,0.0,0.00047660854106967285,1.0997424971033997e-05,0.05843914775962277,0.002076841052660181,5.257677872290543e-06,1.1938926383111019e-12,3.079601338800517e-09,7.564165791600308e-07,0.003302681581926287,0.002090187139544091,1.862051631729807e-05,4.991043253983134e-07,0.006119399494244719,1.1892179876428378e-08,9.279832217986355e-08,4.265792708896029e-05,3.0177143100278524e-07,0.02415208682420504,1.3936882896948076e-07,0.00036732591782289077,0.00058071263737369,8.296287269359082e-07,2.451692532308069e-07,2.7146019654415864e-10,1.486054474248936e-07,6.697747181100817e-07,3.76,0.0,2.7490499640308437e-06,0.9386031369205975,0.02059179016822774,0.001552359105527852,0.8411342507410474,0.7162104760394796,5.730685582891849e-08,6.824437740804007e-11,0.0007294243650919167,2.088845411405819e-05,3.920285683131363e-09,2.2777424544741152e-10,9.722685539855533e-09,0.0099167111660324,6.98525245751242e-10,5.608802215671977e-05,5.121340178980553e-05,0.0006197244969442896,0.0113821673844238,1.022441968366959e-05,1.2260615923131528e-05,2.7123864918881143e-12,7.569923373675938e-13,2.6855513682400916e-08,1.5199695980016997e-08,0.00010651067212803688,4.210536624936135e-06,0.005945147720272532,4.3238141189270173e-07,2.1982963275740895e-11,3.1159051763422465e-08
0.00015753357302732875,0.8450121871371981,0.00018242568017677252,7.559279886619073e-05,0.0001170834556681713,0.009462488604455123,0.0,0.0,0.00047935478015698635,1.110407398267008e-05,0.059229320343193136,0.002107021463607515,5.33800909177918e-06,1.2192667748423206e-12,3.126615968422323e-09,7.616389082868036e-07,0.003327574799825728,0.0021130569809818985,1.8938146930998215e-05,5.03559005304004e-07,0.006140518261836004,1.2006537546143692e-08,9.395133215896579e-08,4.3601137104679814e-05,3.0545529018844953e-07,0.024461678870360944,1.4185584505048802e-07,0.00037650278098694327,0.0005935985931284687,8.470582236564077e-07,2.496207347385844e-07,2.7718583713953404e-10,1.5014096068470685e-07,6.928294457825866e-07,3.76,0.0,2.754563437554607e-06,0.9378288720423895,0.02086597778687681,0.0015786332993139435,0.8416942607428525,0.7152796009537826,5.7232636159067246e-08,6.815583861025048e-11,0.0007288226562789852,2.1127704840842805e-05,3.935876801295121e-09,2.287549610272975e-10,9.768168273852577e-09,0.009998385211412686,6.969593463319475e-10,5.638736762199404e-05,5.145985363179104e-05,0.0006217114396672737,0.011439839474860677,1.0261902260839357e-05,1.2305399262531738e-05,2.7285574440553005e-12,7.615018895306847e-13,2.7015431697122038e-08,1.5391844253003315e-08,0.00010693495871673147,4.227898175446498e-06,0.006059253688019373,4.3523196478150065e-07,2.2076828746668336e-11,3.1253692696881525e-08
0.00015800732953369506,0.8451127944313559,0.00018333393043596088,7.598154722641649e-05,0.00011778579831043814,0.009584064527634824,0.0,0.0,0.0004820795652071824,1.1210652864036854e-05,0.06002450051714749,0.002137424504490298,5.4188645601471424e-06,1.2447959788976169e-12,3.1736830844016628e-09,7.668168548732979e-07,0.0033522818174518032,0.0021360719800880097,1.9257813576258272e-05,5.079992339127611e-07,0.00616166976262315,1.2122392481818122e-08,9.510143775230632e-08,4.455541235017963e-05,3.09130892970507e-07,0.024772168020998055,1.443774737780026e-07,0.000385831291147152,0.0006066311120718488,8.646520401230003e-07,2.540994536607924e-07,2.829749435799495e-10,1.516798556142978e-07,7.164986886637318e-07,3.76,0.0,2.7599422763292308e-06,0.937050989238473,0.021141621031160216,0.0016051768883440524,0.8422575893321348,0.7143451243341684,5.715812904953962e-08,6.806695517347456e-11,0.000728218135946016,2.136781677559609e-05,3.951099301688439e-09,2.2971426905080474e-10,9.812774362279183e-09,0.010079454378816756,6.953886788128412e-10,5.668233860779731e-05,5.170216704131704e-05,0.0006236466299687423,0.011496591937426644,1.0298364387706925e-05,1.234896060797427e-05,2.7445224736616786e-12,7.659539761722996e-13,2.717331108428523e-08,1.5584545631727152e-08,0.00010734909987267028,4.244861631797732e-06,0.006174299614037705,4.3805016502077184e-07,2.2168700749676777e-11,3.134500273765739e-08
0.00015848108604006136,0.8452139363417436,0.00018422766708081525,7.636450395696762e-05,0.00011848026794932467,0.009706193141241578,0.0,0.0,0.0004847831449291681,1.1317159198937634e-05,0.06082464033873026,0.002168048601197845,5.500234085751737e-06,1.2704609909020565e-12,3.2207927563356684e-09,7.719502686654725e-07,0.003376800571285083,0.002159229229112276,1.957946681044447e-05,5.124247407776038e-07,0.006182853040087745,1.2239752405708692e-08,9.624840123723868e-08,4.5520662493580426e-05,3.127976857546453e-07,0.02508351116389751,1.4693392221079965e-07,0.0003953120382190917,0.000619808565482305,8.824072351034418e-07,2.5860464284054494e-07,2.888270396482203e-10,1.532220836164885e-07,7.407922223367585e-07,3.76,0.0,2.765185322050949e-06,0.9362695544772575,0.021418698184857653,0.0016319893808165154,0.8428241927067394,0.7134071318028922,5.708334123406052e-08,6.797773523690482e-11,0.0007276108563045117,2.1608767163276495e-05,3.9659556501918146e-09,2.306522826539415e-10,9.856507192613287e-09,0.010159904477403708,6.938134044539623e-10,5.697294802204078e-05,5.194036299630693e-05,0.0006255306246366917,0.011552427104479459,1.0333814446184713e-05,1.2391310073799994e-05,2.7602813842131805e-12,7.703485466958163e-13,2.732915022804436e-08,1.5777773457815863e-08,0.00010775316110176528,4.2614288933587965e-06,0.0062902701917468985,4.4083580595837373e-07,2.2258591658272186e-11,3.1433010532604925e-08
0.00015895484254642767,0.845315606161915,0.00018510697520356296,7.674169396416025e-05,0.00011916687044547002,0.009828863898156143,0.0,0.0,0.00048746577385788426,1.1423590907172032e-05,0.0616296916015661,0.002198892167778141,5.582107414714559e-06,1.296270625473791e-12,3.2679353037609408e-09,7.77039009476849e-07,0.0034011291480650777,0.0021825257953358933,1.9903057212297554e-05,5.168352728113667e-07,0.0062040671252327475,1.2358624819515915e-08,9.739199284568315e-08,4.649679421488263e-05,3.1645513709767857e-07,0.025395665479134195,1.4952539156523676e-07,0.00040494558257526465,0.0006331292738711125,9.003208233236603e-07,2.6313554053060254e-07,2.947416796237042e-10,1.5476759864346422e-07,7.657197988552044e-07,3.76,0.0,2.7702915581263596e-06,0.9354846334516889,0.021697187582908697,0.0016590702510627282,0.8433940268357272,0.7124657084172695,5.700827969088928e-08,6.78881868767981e-11,0.0007270008661720011,2.1850533412674012e-05,3.980448478092216e-09,2.3156911816319708e-10,9.899370134337015e-09,0.010239721805702486,6.922336844693038e-10,5.7259211177622584e-05,5.217446448238965e-05,0.0006273639950807273,0.011607347786453162,1.0368261228904523e-05,1.2432458283687479e-05,2.775834189716227e-12,7.746856200683834e-13,2.7482949865673954e-08,1.5971501107151986e-08,0.00010814721254455236,4.2776020466683085e-06,0.006407150015091318,4.4358870312328154e-07,2.234651364815628e-11,3.151774583655708e-08
0.00015942859905279398,0.845417797183394,0.0001859719474513681,7.711314513755977e-05,0.00011984561638854832,0.009952066312934505,0.0,0.0,0.0004901277115816454,1.1529946225973452e-05,0.062439605862351893,0.002229953607681147,5.664474239835952e-06,1.3222197981297635e-12,3.315101116070968e-09,7.820829686570663e-07,0.0034252657824693222,0.0022059587236997287,2.022853543043194e-05,5.212305938641291e-07,0.006225311037758448,1.2479017022132489e-08,9.853198989943905e-08,4.748371133100576e-05,3.2010273711890335e-07,0.025708588461726682,1.521520778692422e-07,0.00041473245522288257,0.0006465915089875091,9.18389779341195e-07,2.676913900792557e-07,3.0071836936237635e-10,1.5631635709666563e-07,7.912911435090254e-07,3.76,0.0,2.775260107050735e-06,0.934696291540402,0.02197706762323356,0.0016864189405471845,0.8439670474863304,0.7115209386310957,5.69329510714522e-08,6.779831812321866e-11,0.0007263882173467758,2.209309310638906e-05,3.994580577692955e-09,2.324649091130752e-10,9.941367457803789e-09,0.010318893153403084,6.906496774258631e-10,5.754114569901785e-05,5.2404496405764986e-05,0.0006291473261638489,0.011661357254128204,1.0401714011335882e-05,1.2472416418215484e-05,2.791181003288468e-12,7.789652126476757e-13,2.7634710369787638e-08,1.6165702296853193e-08,0.00010853132873821718,4.2933833574954574e-06,0.006524923593059919,4.463086937840126e-07,2.243248091911681e-11,3.159923993986342e-08
0.00015990235555916028,0.845520502698897,0.0001868226836459663,7.747888822622608e-05,0.00012051652092805483,0.010075789966916512,0.0,0.0,0.0004927692219983617,1.1636223691382353e-05,0.0632543344669134,0.0022612313149566734,5.747324209285644e-06,1.348281870280132e-12,3.362280929249461e-09,7.8708209708913e-07,0.003449208854618047,0.0022295250393949972,2.0555852228226007e-05,5.256104847447274e-07,0.006246583787222352,1.2600936087102229e-08,9.966817750567954e-08,4.8481314921470316e-05,3.237399970725031e-07,0.026022237943181214,1.5481417118168585e-07,0.00042467315800875943,0.0006601934958489932,9.366110415385347e-07,2.722714375026407e-07,3.0675659190916733e-10,1.5786831812435927e-07,8.175159516817705e-07,3.76,0.0,2.780090227730356e-06,0.9339045937792337,0.022258316778076208,0.0017140348588665368,0.8445432102503103,0.7105729062583106,5.685736189801419e-08,6.770813695131161e-11,0.0007257729620803923,2.2336424010262042e-05,4.008354894204118e-09,2.333398003189861e-10,9.982503954699736e-09,0.010397405802457666,6.890615401240593e-10,5.781877142487991e-05,5.2630485501723286e-05,0.0006308812150757853,0.01171445922080745,1.0434182508200419e-05,1.2511196173794205e-05,2.8063219874239022e-12,7.831873691374047e-13,2.7784433503280605e-08,1.6360350988043387e-08,0.00010890558838720607,4.308775262794782e-06,0.006643575363850993,4.489956364824053e-07,2.2516508764379856e-11,3.167752545799989e-08
0.0001603761120655266,0.8456237160058303,0.00018765929070090138,7.783895669824941e-05,0.000121179603607408,0.010200024513080443,0.0,0.0,0.0004953905725998756,1.1742422119672247e-05,0.06407382857568841,0.0022927236755007365,5.830646939893531e-06,1.3744652597287533e-12,3.409465786196782e-09,7.920363520599561e-07,0.00347295688748334,0.002253221750392692,2.0884958528623595e-05,5.299747426483049e-07,0.006267884374178276,1.2724388863586375e-08,1.0080034921821869e-07,4.94895034540691e-05,3.2736644959363164e-07,0.026336572111908253,1.5751185549616217e-07,0.0004347681638391651,0.000673933414785032,9.549815153780805e-07,2.768749354577999e-07,3.128558799542329e-10,1.594234434800355e-07,8.444038857993114e-07,3.76,0.0,2.7847813124551205e-06,0.9331096048368959,0.022540913604880468,0.0017419173847452404,0.8451224705697201,0.7096216944387856,5.6781519053393364e-08,6.761765125856676e-11,0.0007251551477254076,2.2580504082286983e-05,4.021774512505592e-09,2.3419393519811156e-10,1.0022784133809493e-08,0.010475247527543445,6.874694297166398e-10,5.809211030697629e-05,5.285246023520133e-05,0.000632566270253186,0.011766657824506008,1.0465676748964723e-05,1.254880964912843e-05,2.821257512056918e-12,7.873522184069572e-13,2.7932124043357533e-08,1.6555421150049875e-08,0.00010927007414065877,4.3237803630403815e-06,0.006763089708644934,4.5164941060041663e-07,2.2598611636425623e-11,3.175263577594349e-08
0.0001608498685718929,0.8457274304086181,0.0001884818820334538,7.819338660522327e-05,0.00012183488819525108,0.010324759680659695,0.0,0.0,0.0004979920337901035,1.18485405889546e-05,0.06489803918862852,0.002324429068222496,5.914432027524753e-06,1.4007750079200407e-12,3.4566467924582307e-09,7.969457062539153e-07,0.0034965085442005923,0.0022770458499186334,2.1215805457416726e-05,5.343231804458097e-07,0.006289211791291243,1.2849382002689547e-08,1.0192830567081366e-07,5.050817291016954e-05,3.3098164807856274e-07,0.02665154953255891,1.6024530934578818e-07,0.0004450179169137456,0.0006878094034880094,9.734980767442337e-07,2.815011447708643e-07,3.190157170933342e-10,1.609816971654549e-07,8.719645723719396e-07,3.76,0.0,2.7893328837025504e-06,0.932311388978459,0.02282483675671641,0.0017700658670255617,0.8457047837620522,0.7086673856055944,5.670542905595852e-08,6.752686888651729e-11,0.0007245348249890233,2.2825311481010173e-05,4.034842652675275e-09,2.3502747383069685e-10,1.0062213411981684e-08,0.010552406595929409,6.858735003626107e-10,5.83611863176264e-05,5.307045071131445e-05,0.0006342031103287291,0.011817957610235724,1.049620716844847e-05,1.2585269406334703e-05,2.835988069673094e-12,7.914598785306033e-13,2.8077785840863963e-08,1.6750887150750897e-08,0.00010962487236735048,4.338401414444145e-06,0.006883450964975499,4.5426991587815983e-07,2.267880603241235e-11,3.182460559158566e-08
0.0001613236250782592,0.8458316392213174,0.00018929057709437644,7.854221646594573e-05,0.0001224824025139215,0.010449985279514556,0.0,0.0,0.0005005738782383474,1.1954578420990264e-05,0.06572691716947225,0.002356345866122426,5.998669050822194e-06,1.4271763731511432e-12,3.5038153973157027e-09,8.018102025898322e-07,0.0035198626252407558,0.0023009943188847548,2.1548344382028412e-05,5.38655626617703e-07,0.006310565024428666,1.2975921947074119e-08,1.0305185506965269e-07,5.1537216909543446e-05,3.3458516598564514e-07,0.02696712916434707,1.6301470557799985e-07,0.0004554228329842075,0.0007018195590696103,9.921575754125696e-07,2.8614933061927416e-07,3.252355479658155e-10,1.625430455337358e-07,9.002075991302146e-07,3.76,0.0,2.793744590996058e-06,0.9315100100401253,0.023110064992261117,0.0017984796256501506,0.8462901050447605,0.7077100614542958,5.662909816355626e-08,6.743579761723692e-11,0.0007239120462853152,2.307082457342924e-05,4.04756266383116e-09,2.3584058918590686e-10,1.0100797867668073e-08,0.010628871766771788,6.842739037269951e-10,5.862602535938533e-05,5.32844885930479e-05,0.0006357923631078269,0.01186836351240599,1.0525784592445436e-05,1.2620588456829478e-05,2.8505141476237647e-12,7.955104744393513e-13,2.8221423434014535e-08,1.6946723700519422e-08,0.00010997007293307877,4.35264132102336e-06,0.007004643439705289,4.568570718951889e-07,2.2757109876272133e-11,3.189347082471455e-08
