Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537)
1.2815358325343914e-09,0.7318456466845955,3.9864207104658525e-12,2.7995981816855756e-14,2.509306842729384e-15,3.205152676583101e-16,0.0,0.0,1.3489020410713002e-14,7.16597359843117e-24,5.861661049616203e-16,7.078222836814856e-15,2.0997283218560858e-19,1.9072864178361202e-31,8.745436531638847e-21,4.0141880726751847e-13,8.62495048024069e-21,1.2218071298382694e-12,4.286547825272739e-24,1.024777444071573e-24,7.570762532431967e-12,7.440885313395281e-20,6.681629828349318e-12,1.3208239804315782e-31,3.156106567540832e-27,1.6109917207521835e-19,3.7426854039741795e-22,8.955726508699384e-30,3.962604661834483e-44,2.201156326959726e-39,2.693490116232058e-27,1.9166503815210856e-31,2.432564584132594e-24,6.8587436703454915e-34,3.76,0.0,0.7954408864093534,0.9992507263034097,9.04843642606874e-17,7.730083165352832e-30,0.0002694248882395332,0.0002620637619709331,7.36107834544431e-06,2.7342992053396416e-11,0.000749273695077435,3.143270142310666e-15,2.2311845132760784e-16,3.0730101451377635e-23,3.5146760008313545e-23,1.2215025759032554e-12,2.3462123208177814e-13,2.505962069767109e-12,1.4534621536761277e-12,1.6465501307726372e-14,8.512911912873438e-18,1.117995013180496e-17,5.5068736711748155e-18,6.4877911966709005e-21,6.766563316065004e-20,8.922584907253222e-15,1.9137679865785476e-19,3.1787557805894806e-15,5.5634563409141e-23,7.099878030327936e-12,1.5319307195331247e-26,2.427552174172453e-24,1.0541248829440919e-19
1.3215101719118454e-09,0.7318467534900565,4.203607384822149e-12,3.0244876091756695e-14,2.732703757240458e-15,3.5079994237296274e-16,0.0,0.0,1.435448109305574e-14,8.110590028977417e-24,6.420181147547623e-16,7.883940396984376e-15,2.317664742396984e-19,2.0773578235740523e-31,9.222619409807916e-21,4.2575731568028303e-13,9.749990578750931e-21,1.3068183305304952e-12,4.8192719969039155e-24,1.1239258750416814e-24,8.05267305630347e-12,8.159477261379572e-20,6.877128001166034e-12,1.5352016011373642e-31,3.674710562589973e-27,1.8212007753634016e-19,4.2039850487261497e-22,1.0645662286845484e-29,5.222354170949435e-44,2.722298677107422e-39,3.070051616739528e-27,2.28597983020775e-31,2.8195003288165543e-24,8.458977696862651e-34,3.76,0.0,0.7954324838339791,0.9992480219194152,9.902739036138186e-17,9.295777197427764e-30,0.0002778274638742192,0.00027033321745177955,7.494195840478093e-06,2.8727130288172123e-11,0.0007519780789726068,3.349955711218417e-15,2.378379030088691e-16,3.4494394832762133e-23,4.0332856670234034e-23,1.306484776744841e-12,2.443220277641658e-13,2.6413183842813156e-12,1.5322911550906702e-12,1.793012257702645e-14,9.570559834914972e-18,1.2346893976809787e-17,6.1725529968901405e-18,7.205816160859736e-21,7.370913105375566e-20,9.62755890486977e-15,2.0818207054397514e-19,3.462345572251709e-15,6.444045242609458e-23,7.321303631048819e-12,1.785421206179472e-26,2.7217030055667255e-24,1.1825834110630264e-19
1.3614845112892995e-09,0.7318478602838276,4.424731868486191e-12,3.260385093797662e-14,2.9681110903475637e-15,3.8289337150583497e-16,0.0,0.0,1.5247373109186333e-14,9.146060864564233e-24,7.012553301270746e-16,8.751075942334335e-15,2.550514637711873e-19,2.256468855709276e-31,9.708469410582085e-21,4.5074597625187573e-13,1.0981358316958628e-20,1.3948040162691452e-12,5.398184702416535e-24,1.2292896014417718e-24,8.5495584652645e-12,8.922904828295508e-20,7.071879010780284e-12,1.7762294742401766e-31,4.2590943858395666e-27,2.0504583100599912e-19,4.705018130047836e-22,1.2588809051036118e-29,6.82596828331081e-44,3.345288678084401e-39,3.4854042268458665e-27,2.711798553361997e-31,3.2533450829596038e-24,1.036683115049545e-33,3.76,0.0,0.795424081347367,0.999245585818164,1.0807991700872172e-16,1.1117197544930862e-29,0.0002862299507618645,0.0002786065942722721,7.623303196057579e-06,3.0127255112321184e-11,0.0007544141801210396,3.5632690295608184e-15,2.5301264186001934e-16,3.8578920149796245e-23,4.607985460087277e-23,1.39443970921857e-12,2.540493405511914e-13,2.7790145051588154e-12,1.6125120018109675e-12,1.9472224824960305e-14,1.0720694090450739e-17,1.3595594581616454e-17,6.894018124348377e-18,7.978751865931201e-21,8.007320780708248e-20,1.0361209306600072e-14,2.2575663628336793e-19,3.761017988370996e-15,7.430763199630615e-23,7.542726980299244e-12,2.0713351750494933e-26,3.0408037841211134e-24,1.3218818754361595e-19
1.4014588506667536e-09,0.7318489670659099,4.649684404786168e-12,3.5074665606504974e-14,3.215757494811303e-15,4.1684323541218805e-16,0.0,0.0,1.6167731965708374e-14,1.0278086109399406e-23,7.639705704650345e-16,9.682027653753156e-15,2.7987910188183633e-19,2.444775013560829e-31,1.020274060059097e-20,4.763793808216484e-13,1.2325494551980869e-20,1.4857657490522285e-12,6.0256116288515366e-24,1.3410600883109606e-24,9.06142579366163e-12,9.732522986355116e-20,7.265885778978633e-12,2.0462607249340196e-31,4.915277570805047e-27,2.2997586488490963e-19,5.247781577499251e-22,1.4813798435479913e-29,8.852826987172706e-44,4.086067529774658e-39,3.9421864935566446e-27,3.200614569462504e-31,3.73810056165506e-24,1.2629537870425852e-33,3.76,0.0,0.7954156789495159,0.9992433913849685,1.1765531954991445e-16,1.3226690488756144e-29,0.00029463234890339166,0.00028688377174203376,7.748521104605243e-06,3.1542344791224e-11,0.0007566086132109204,3.7832064493010685e-15,2.6864047417331733e-16,4.299923301338769e-23,5.242689173418055e-23,1.4853688877797098e-12,2.638005325844427e-13,2.9189764782864485e-12,1.6940827949647884e-12,2.109310684421055e-14,1.1968125654558725e-17,1.492908335079299e-17,7.673928003495445e-18,8.808996123118642e-21,8.676308090038352e-20,1.1123502812376199e-14,2.441010154386916e-19,4.075031694351431e-15,8.532585333867174e-23,7.764148079033218e-12,2.39267281056202e-26,3.386102530326146e-24,1.4725379723530808e-19
1.4414331900442076e-09,0.7318500738363026,4.878358657827103e-12,3.76590256982381e-14,3.4758665897844387e-15,4.526968265841054e-16,0.0,0.0,1.711559216810962e-14,1.151254415454553e-23,8.302560598193503e-16,1.0679189612262025e-14,3.063007144711311e-19,2.6424272010198598e-31,1.070519425451826e-20,5.02652153605296e-13,1.378902136570939e-20,1.579704846666103e-12,6.703910585655935e-24,1.4594290841420916e-24,9.588281860684123e-12,1.058968632634515e-19,7.459151215833971e-12,2.3477748426773464e-31,5.649628671567469e-27,2.570111666655253e-19,5.834299960154119e-22,1.7351496031451e-29,1.139749275681698e-43,4.962484447969433e-39,4.443127527682651e-27,3.759449649943876e-31,4.277971536460272e-24,1.5299855141894012e-33,3.76,0.0,0.7954072766404251,0.9992414146456964,1.2776686204838576e-16,1.5659569961609483e-29,0.00030303465829972407,0.00029516463280311844,7.869966626074928e-06,3.297141340532289e-11,0.0007585853523739334,4.009764502856155e-15,2.8471924060850527e-16,4.7771050344515015e-23,5.941430315883599e-23,1.57927358301153e-12,2.735732572467606e-13,3.0611325770955265e-12,1.776962896084598e-12,2.279402617630034e-14,1.3317744614175247e-17,1.63504006789452e-17,8.5149680622837e-18,9.698971222950171e-21,9.378377035284943e-20,1.1914390523140846e-14,2.632154567634195e-19,4.404637511231767e-15,9.758933522563443e-23,7.985566928148311e-12,2.7526113440192675e-26,3.7588682241987686e-24,1.6350740964211064e-19
1.4814075294216617e-09,0.731851180595006,5.11065160774432e-12,4.03585848080452e-14,3.748657105536142e-15,4.905010517673374e-16,0.0,0.0,1.809098725066553e-14,1.285549205674049e-23,9.00203427932964e-16,1.1744950602912464e-14,3.343676483536135e-19,2.849571867072425e-31,1.1215598639639506e-20,5.295589510211273e-13,1.537874119756561e-20,1.6766224232421279e-12,7.435470418166639e-24,1.5845886294077659e-24,1.0130133276839575e-11,1.149574903827186e-19,7.651678219759007e-12,2.6833801001737966e-31,6.468874195516972e-27,2.862542778023625e-19,6.466624382351233e-22,2.0235099738643728e-29,1.4572047390844743e-43,5.994457919388264e-39,4.991047077382083e-27,4.395861481702158e-31,4.8773691236348e-24,1.843651679964022e-33,3.76,0.0,0.7953988744200934,0.9992396340046357,1.3842769794580552e-16,1.8454291973360418e-29,0.00031143687895178636,0.0003034490639206786,7.987753297285237e-06,3.4413509724685836e-11,0.0007603659933224702,4.2429399271923426e-15,3.0124681890423167e-16,5.2910239463303636e-23,6.708359842233011e-23,1.676154862180413e-12,2.8336542643879774e-13,3.205413235520194e-12,1.8611128891741247e-12,2.4576200355195415e-14,1.4774517681220502e-17,1.7862594660915622e-17,9.419848469281293e-18,1.0651122660211312e-20,1.0114010329834921e-19,1.2733809253687442e-14,2.8309999601045255e-19,4.750078651668711e-15,1.111968282853378e-22,8.206983528488225e-12,3.154509790706033e-26,4.160390494798203e-24,1.810016957040372e-19
1.5213818687991158e-09,0.7318522873420209,5.3464634491773505e-12,4.317494611247337e-14,4.034343023384008e-15,5.303024340772297e-16,0.0,0.0,1.9093949805536238e-14,1.4313165805108608e-23,9.73903711410448e-16,1.288169302000551e-14,3.641312680245381e-19,3.0663511416215035e-31,1.1733728806830506e-20,5.570944615182431e-13,1.7101635965760564e-20,1.7765194239718683e-12,8.222709975308934e-24,1.7167310652225168e-24,1.0686986450234718e-11,1.2452064892611898e-19,7.843469677558296e-12,3.055815910518231e-31,7.380107457288391e-27,3.1780929648670375e-19,7.146831423580272e-22,2.3500239014752802e-29,1.8508705938539945e-43,7.204145063875016e-39,5.588855592824654e-27,5.117965923569457e-31,5.5409139786365375e-24,2.2104708205353702e-33,3.76,0.0,0.7953904722885201,0.9992380300083551,1.4965087072116014e-16,2.1652633741304187e-29,0.00031983901086050416,0.0003117369549769236,8.101991237962682e-06,3.586771611788289e-11,0.000761969989487287,4.482729680978004e-15,3.1822112572946675e-16,5.843280760892269e-23,7.54774385836039e-23,1.7760136239494472e-12,2.9317518150210567e-13,3.3517509829731635e-12,1.9464945439164932e-12,2.644080811317194e-14,1.634348578063898e-17,1.9468719863425835e-17,1.039130246951182e-17,1.1667917890253912e-20,1.088367184642977e-19,1.358168274366532e-14,3.0375450600868408e-19,5.111590948800726e-15,1.2625167684808494e-22,8.428397880845225e-12,3.601913654350816e-26,4.591979302652013e-24,1.9978972092661327e-19
1.5613562081765698e-09,0.7318533940773466,5.5856974928688385e-12,4.610966390365334e-14,4.333133711035248e-15,5.721471151133593e-16,0.0,0.0,2.0124511511067834e-14,1.589198057623986e-23,1.0514473550154716e-15,1.4091791866212223e-14,3.956429529871804e-19,3.2929029667778393e-31,1.2259366387864164e-20,5.852534054064287e-13,1.8964866177805775e-20,1.8793966546912372e-12,9.068077127312783e-24,1.856049042135887e-24,1.1258847592666807e-11,1.345998722215226e-19,8.034528464479013e-12,3.467955123308073e-31,8.390797353622748e-27,3.517818837289553e-19,7.877022121020756e-22,2.71850749768636e-29,2.336273122104724e-43,8.616119228249096e-39,6.239554282687298e-27,5.934459341562591e-31,6.273439399809367e-24,2.6376563423150085e-33,3.76,0.0,0.7953820702457043,0.9992365851331516,1.6144931454688595e-16,2.529987750046587e-29,0.0003282410540268043,0.0003200281991682745,8.212787253587353e-06,3.7333147494203784e-11,0.0007634148645720895,4.729130955855154e-15,3.3564011780817364e-16,6.435489187834083e-23,8.46396130927907e-23,1.878850627960897e-12,3.030008674136819e-13,3.5000803812819375e-12,2.0330707799917284e-12,2.8388990550068508e-14,1.8029761711229613e-17,2.117183615594605e-17,1.1432084791008998e-17,1.2751845116030955e-20,1.1687807055599386e-19,1.4457922774172165e-14,3.2517873967560233e-19,5.489403078197814e-15,1.4286187840754029e-22,8.649809985962515e-12,4.0985595986740136e-26,5.054964613194999e-24,2.1992490986210193e-19
1.6013305475540239e-09,0.7318545008009835,5.828260070289417e-12,4.9164245071962765e-14,4.645234053539164e-15,6.160808570724605e-16,0.0,0.0,2.1182703159310312e-14,1.759853097811992e-23,1.1329242130831476e-15,1.5377613838221444e-14,4.289540955573925e-19,3.5293612237923372e-31,1.2792299398805791e-20,6.140305346875799e-13,2.0975770031022512e-20,1.985254807020564e-12,9.974047829466521e-24,2.0027355290510145e-24,1.1845722725531426e-11,1.4520868904401236e-19,8.224857444260597e-12,3.9228062605900057e-31,9.508797058984155e-27,3.882792721923323e-19,8.659320993218853e-22,3.133040130829974e-29,2.9315673635633395e-43,1.0257555925144344e-38,6.946235163176037e-27,6.854641007715774e-31,7.07999434427385e-24,3.133168489175523e-33,3.76,0.0,0.795373668291645,0.9992352835936981,1.7383585494206183e-16,2.944499896346391e-29,0.00033664300845161416,0.0003283226929056208,8.320244935137902e-06,3.8808950278204015e-11,0.0007647164039036729,4.9821411828378316e-15,3.535017924438244e-16,7.069274957135337e-23,9.461501657375742e-23,1.984666519974547e-12,3.128410098834514e-13,3.6503379635262395e-12,2.120805632470057e-12,3.0421852267079505e-14,1.9838527877052265e-17,2.2975007598530947e-17,1.2544970119512219e-17,1.3905412105196248e-20,1.2526843454838308e-19,1.536243019730774e-14,3.4737236668390314e-19,5.883736773110382e-15,1.6114014076999702e-22,8.87121984453646e-12,4.6483800857895184e-26,5.550696059757288e-24,2.4146101194025234e-19
1.641304886931478e-09,0.7318556075129319,6.074060441187454e-12,5.2340150539917443e-14,4.970844580047989e-15,6.621490448592537e-16,0.0,0.0,2.2268554682766615e-14,1.9439591283399307e-23,1.2184235510349732e-15,1.674151649181547e-14,4.641160990679454e-19,3.775855855804097e-31,1.3332322049312185e-20,6.434206328885017e-13,2.3141862503798687e-20,2.094094479688122e-12,1.0943125228073654e-23,2.1569838222632847e-24,1.2447617685552485e-11,1.5636062344552296e-19,8.414459469183508e-12,4.4235156935865475e-31,1.074235264187363e-26,4.2741027725602595e-19,9.495875103357415e-22,3.5979745924659417e-29,3.657896211925565e-43,1.2158427218268436e-38,7.712081100187244e-27,7.888435547638058e-31,7.965846359096559e-24,3.7057685863611834e-33,3.76,0.0,0.7953652664263412,0.999234111170658,1.8682320942267245e-16,3.414086039340517e-29,0.0003450448741358622,0.00033662033571757764,8.424464755834867e-06,4.0294301415541656e-11,0.0007658888268184528,5.241758034735255e-15,3.718041875564947e-16,7.746274892885254e-23,1.0544962558012234e-22,2.093461853189463e-12,3.226942950107798e-13,3.80246217471585e-12,2.209664218246627e-12,3.25404624662685e-14,2.1775034087143275e-17,2.488130138432439e-17,1.373275163868274e-17,1.5131145036576035e-20,1.3401190988730073e-19,1.6295095885789438e-14,3.703350044303489e-19,6.294807033235162e-15,1.812039369668475e-22,9.092627457218796e-12,5.255507981278411e-26,6.080542595027815e-24,2.644520686021264e-19
1.681279226308932e-09,0.7318567142131914,6.3230107039695494e-12,5.5638796649505413e-14,5.310161586563836e-15,7.103966881947928e-16,0.0,0.0,2.3382095180387702e-14,2.1422115652458722e-23,1.308034046985973e-15,1.8185847480057453e-14,5.01180376409187e-19,4.0325129865649295e-31,1.3879234557652614e-20,6.734185148949405e-13,2.547083443830077e-20,2.205916196567605e-12,1.1977838805239326e-23,2.3189875546139582e-24,1.3064538130339929e-11,1.680691945898357e-19,8.60333738011718e-12,4.973369761085631e-31,1.2100111601762164e-26,4.692853098557816e-19,1.0388853160667976e-21,4.117947335598127e-29,4.539787346581281e-43,1.4351704654434867e-38,8.540365845116931e-27,9.0464154229689e-31,8.936484430620737e-24,4.3650755883727414e-33,3.76,0.0,0.7953568646497922,0.9992330550553317,2.0042398814893784e-16,3.9444408256515457e-29,0.0003534466510804776,0.00034492103015665244,8.525544164974995e-06,4.1788407409135735e-11,0.000766944942016369,5.507979425358023e-15,3.9054538132754907e-16,8.468136025199017e-23,1.1719047538637554e-22,2.2052371062796732e-12,3.325595512090105e-13,3.956393314252115e-12,2.2996127034854964e-12,3.474585601689602e-14,2.3844595421425443e-17,2.6893786834574527e-17,1.4998239633380965e-17,1.643158737536345e-20,1.431124246021122e-19,1.725580160894515e-14,3.9406624391809456e-19,6.7228223272010215e-15,2.0317555800044122e-22,9.31403282461866e-12,5.924281125756005e-26,6.645892130573605e-24,2.8895238169360453e-19
1.721253565686386e-09,0.7318578209017628,6.575025708824227e-12,5.906155650492774e-14,5.663377254830623e-15,7.608684237219446e-16,0.0,0.0,2.4523352942828244e-14,2.3553238346697392e-23,1.4018437934353532e-15,1.9712943858992655e-14,5.4019834885486145e-19,4.2994550352889026e-31,1.4432842971281772e-20,7.040190267867521e-13,2.7970551615307366e-20,2.320720421868935e-12,1.3080743559511014e-23,2.4889407047539745e-24,1.369648954378029e-11,1.8034791659277115e-19,8.791494006567282e-12,5.575796830321924e-31,1.3591131326554933e-26,5.140163907107008e-19,1.1340444658622842e-21,4.697888780510708e-29,5.605590850395441e-43,1.6873570840777264e-38,9.434454064727578e-27,1.0339823435904473e-30,9.997621754658274e-24,5.1216249581144844e-33,3.76,0.0,0.7953484629619967,0.9992321037096796,2.146506945696983e-16,4.5416875423914713e-29,0.0003618483392863904,0.00035322468170823475,8.623577678943025e-06,4.32905033847405e-11,0.0007678962875365049,5.780803506123332e-15,4.09723491528955e-16,9.236514739050489e-23,1.298856368673159e-22,2.3199926985831443e-12,3.4243573315317635e-13,4.112073480120078e-12,2.3906182720428907e-12,3.703903448957709e-14,2.6052590160839724e-17,2.901553444413478e-17,1.634426015369912e-17,1.7809298776427027e-20,1.525737393315372e-19,1.8244420840679082e-14,4.1856567111156364e-19,7.167984788963423e-15,2.2718216348890925e-22,9.535435947304621e-12,6.659246872759516e-26,7.24815116450123e-24,3.1501648307801895e-19
1.7612279050638401e-09,0.7318589275786457,6.830022973505032e-12,6.260976127254947e-14,6.030679767517846e-15,8.13608517107626e-16,0.0,0.0,2.569235547697836e-14,2.584027393245037e-23,1.4999402990330185e-15,2.1325131455746293e-14,5.8122144512963365e-19,4.576800827767299e-31,1.4992958992802002e-20,7.352170456741096e-13,3.0649053821801115e-20,2.438507572862703e-12,1.4254419219724795e-23,2.6670376065133775e-24,1.4343477241264989e-11,1.9321029836742573e-19,8.978932166722432e-12,6.234369301152899e-31,1.5224887470510888e-26,5.617171655963431e-19,1.2352859048604726e-21,5.343033684463604e-29,6.887960495262897e-43,1.976363976152162e-38,1.0397801365424412e-26,1.1780595243680459e-30,1.1155198430124146e-23,5.986929904049589e-33,3.76,0.0,0.7953400613629542,0.9992312467402511,2.295157260638377e-16,5.212398789278542e-29,0.0003702499387545316,0.0003615311987023243,8.718656969483863e-06,4.479985218506796e-11,0.000768753256830137,6.060228660579795e-15,4.2933667460222325e-16,1.0053075958881785e-22,1.435841935129341e-22,2.437729002824383e-12,3.52321907534924e-13,4.269446514760429e-12,2.4826490948409707e-12,3.9420967159236945e-14,2.8404457779809014e-17,3.1249614975516036e-17,1.7773653737545068e-17,1.9266854015145172e-20,1.623994512643783e-19,1.9260819504524375e-14,4.438328842970982e-19,7.63049040828799e-15,2.5335583027281095e-22,9.756836825806563e-12,7.465166592796191e-26,7.888744397702531e-24,3.42699105429051e-19
1.8012022444412942e-09,0.7318600342438402,7.0879226016906435e-12,6.628470143976962e-14,6.41225341983642e-15,8.686608651414297e-16,0.0,0.0,2.688912952978722e-14,2.8290717475930264e-23,1.6024104904148973e-15,2.3024724294191448e-14,6.243011006792154e-19,4.864665703885709e-31,1.5559399811153758e-20,7.670074795346852e-13,3.351455391193773e-20,2.55927803047973e-12,1.5501469489626155e-23,2.8534729583718856e-24,1.5005506374761223e-11,2.0666984347430175e-19,9.165654667500372e-12,6.952805554342904e-31,1.701128225258773e-26,6.125029213622757e-19,1.3428324947776135e-21,6.058931571625912e-29,8.424381807689772e-43,2.3065185921985112e-38,1.1433954312258643e-26,1.3381381871373052e-30,1.2415384078648969e-23,6.973545000813568e-33,3.76,0.0,0.7953316598526634,0.9992304747846428,2.450313745787267e-16,5.963617599562239e-29,0.0003786514494858324,0.0003698404922279178,8.810870949316941e-06,4.6315743491601225e-11,0.0007695252123001713,6.346253497302471e-15,4.49383124543197e-16,1.091949236785393e-22,1.5833621862159284e-22,2.5584463557121205e-12,3.6221724042543386e-13,4.428457952571049e-12,2.575674300163679e-12,4.189259197781661e-14,3.090569699916875e-17,3.359909859959587e-17,1.928927418961552e-17,2.080684194517856e-20,1.7259299799687592e-19,2.030485666060585e-14,4.698675079452509e-19,8.11052921550098e-15,2.8183359904565903e-22,9.978235460617534e-12,8.347020143415962e-26,8.569114339329322e-24,3.7205515416555563e-19
1.8411765838187483e-09,0.7318611408973467,7.348647203841e-12,7.008762803443435e-14,6.808278727720608e-15,9.260689978302853e-16,0.0,0.0,2.8113701111394754e-14,3.0912244729578255e-23,1.7093407141006088e-15,2.4814024073651713e-14,6.694887571081924e-19,5.163161621676076e-31,1.6131987937876158e-20,7.993852670517342e-13,3.65754368619938e-20,2.6830321480910882e-12,1.6824521321043742e-23,3.0484418330262515e-24,1.5682581937730198e-11,2.207400499761814e-19,9.351664304593755e-12,7.734971844775818e-31,1.8960652675223682e-26,6.664906024289378e-19,1.4569089379896645e-21,6.8514572197622e-29,1.0257750159889761e-42,2.682538240118831e-38,1.2546550442942651e-26,1.5155572211863226e-30,1.3784580392656147e-23,8.09513221756763e-33,3.76,0.0,0.7953232584311237,0.9992297794092319,2.6120982726567177e-16,6.80287900649495e-29,0.000387052871481225,0.00037815247604997253,8.900305855173505e-06,4.783749297325507e-11,0.0007702205875695288,6.6388768415482185e-15,4.698610716413233e-16,1.1837443660611753e-22,1.7419275271024545e-22,2.6821450667174763e-12,3.721209860640601e-13,4.5890549689887656e-12,2.6696639448467177e-12,4.445481651766329e-14,3.356186389772786e-17,3.60670540811317e-17,2.0893987414642297e-17,2.243186448259438e-20,1.8315766130840457e-19,2.1376385139045065e-14,4.966692035273253e-19,8.608285460681544e-15,3.127575190694224e-22,1.0199631852195504e-11,9.310010305195319e-26,9.290720902317523e-24,4.031396804906148e-19
1.8811509231962025e-09,0.7318622475391653,7.612121820471006e-12,7.401975380631217e-14,7.218932532702356e-15,9.85876080488831e-16,0.0,0.0,2.936609551758825e-14,3.371271231019515e-23,1.820816738447712e-15,2.6695319696455177e-14,7.168358617556633e-19,5.472397258031059e-31,1.6710551048283646e-20,8.323453774530351e-13,3.984025881987277e-20,2.8097702587338138e-12,1.822622421361211e-23,3.252139687050202e-24,1.6374708769897426e-11,2.3543441029760055e-19,9.5369638625155e-12,8.584884140409257e-31,2.1083778663595648e-26,7.237988275351194e-19,1.577741704787531e-21,7.726821200353253e-29,1.2437002268105065e-42,3.109554788942422e-38,1.373931827712788e-26,1.7117315502384913e-30,1.5269423614313254e-23,9.366529377555512e-33,3.76,0.0,0.7953148570983342,0.9992291530170428,2.7806316711235345e-16,7.738232052061414e-29,0.0003954542047416423,0.0003864670665288689,8.987045328335012e-06,4.9364441461064285e-11,0.000770846979613684,6.93809772599921e-15,4.9076878111420135e-16,1.2808615828459595e-22,1.9120578117593336e-22,2.8088254252977657e-12,3.8203247691096655e-13,4.751186331103285e-12,2.7645889863344862e-12,4.710851888650952e-14,3.6378570080678257e-17,3.8656548007286085e-17,2.2590670302862517e-17,2.4144535615767836e-20,1.940965708571973e-19,2.247525212398849e-14,5.242376776907937e-19,9.123937787465318e-15,3.46274691034321e-22,1.0421026000965041e-11,1.0359567183536537e-25,1.0055040989946163e-23,4.360078554982538e-19
1.9211252625736566e-09,0.7318633541692958,7.878273847766653e-12,7.808225437204367e-14,7.644388103596119e-15,1.0481249158251758e-15,0.0,0.0,3.064633735160024e-14,3.6700157869206484e-23,1.9369237556575085e-15,2.867088684052358e-14,7.663938673838423e-19,5.792478106201805e-31,1.7294921827410983e-20,8.658828103506393e-13,4.331774614972457e-20,2.939492681008822e-12,1.970924953925902e-23,3.46476237064296e-24,1.708189156187939e-11,2.5076641108878423e-19,9.721556114643885e-12,9.506709907765748e-31,2.339189112541097e-26,7.845479065425004e-19,1.705558963689286e-21,8.691580469018583e-29,1.501780461842707e-42,3.5931402782926143e-38,1.501607732116613e-26,1.9281543767690222e-30,1.6876786947672936e-23,1.0803821071756954e-32,3.76,0.0,0.7953064558542935,0.9992285887647454,2.9560337357224188e-16,8.778262234720171e-29,0.0004038554492680177,0.00039478418254229657,9.071170492747937e-06,5.0895954148111727e-11,0.0007714112317630059,7.243915380865994e-15,5.121045516710892e-16,1.3834700475876132e-22,2.0942821223831514e-22,2.938487706792543e-12,3.9195111482279626e-13,4.914802349757165e-12,2.8604212555778505e-12,4.9854548614908504e-14,3.936148090313902e-17,4.137064405744388e-17,2.4382209665745655e-17,2.5947480440502777e-20,2.0541270779773193e-19,2.3601299692072012e-14,5.525726881583326e-19,9.657659401622272e-15,3.82537308119972e-22,1.0642417907318928e-11,1.1501352576199762e-25,1.0863568074558607e-23,4.707149453126683e-19
1.9610996019511107e-09,0.7318644607877386,8.147032965471168e-12,8.227626932488658e-14,8.084815235105326e-15,1.1128579460217586e-15,0.0,0.0,3.1954450545264115e-14,3.9882800255400326e-23,2.057746383827949e-15,3.074298757350033e-14,8.182142319587942e-19,6.123506570194401e-31,1.7884937820583717e-20,8.999925955813943e-13,4.7016794472210366e-20,3.0721997238459546e-12,2.127628988986756e-23,3.686506137462468e-24,1.7804134859671066e-11,2.667495330939082e-19,9.905443823267314e-12,1.0504769844741354e-30,2.5896679931309667e-26,8.488598571345036e-19,1.8405905146971967e-21,9.752649003282572e-29,1.8063302480285512e-42,4.139333440343124e-38,1.638073806855481e-26,2.1663994220429448e-30,1.8613782906232212e-23,1.242441204892734e-32,3.76,0.0,0.7952980546990012,0.9992280804878851,3.1384232319097225e-16,9.93211439293874e-29,0.0004122566050612851,0.0004031037454094908,9.15276003078774e-06,5.2431419813935537e-11,0.0007719195084718839,7.556329223574982e-15,5.338667140331879e-16,1.4917394167325533e-22,2.2891385518903334e-22,3.0711321771867437e-12,4.018763632274198e-13,5.079854833087281e-12,2.9571334307475464e-12,5.2693727516959886e-14,4.2516313747183166e-17,4.4212402312668406e-17,2.6271501220085138e-17,2.7843334219828535e-20,2.171089083213713e-19,2.4754365308815317e-14,5.816740476821504e-19,1.0209618234565677e-14,4.217026953129311e-22,1.0863807571619714e-11,1.274126430649896e-25,1.1717811769663447e-23,5.07316287226072e-19
