Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169)
6.925717928447472e-07,0.9637804558213999,5.558224941318312e-06,3.517446187481176e-06,1.799735254886966e-06,1.2075629601661229e-05,0.0,0.0,2.5563032142046897e-06,1.2811701258599731e-08,1.277214724929069e-05,1.0218025118273966e-06,1.0778247085961402e-07,1.366255288452271e-16,1.3436406849219084e-11,3.4786218176833885e-08,1.1062363716787116e-06,1.8556052659332596e-05,1.3898370625978137e-08,2.2419619110661704e-08,0.0010212902235377508,1.9348900360037364e-08,1.7148570655660824e-09,1.1438039374375419e-12,3.626180236074204e-11,8.849750867429685e-06,1.365716114984854e-07,4.568173270324015e-08,2.347874182439349e-13,2.8687308136200534e-14,2.4561402913291336e-12,4.9694634466394604e-14,6.076291119038321e-09,1.120336577258355e-10,3.76,0.0,0.00011539805898080842,0.9969397900559481,7.134732443022046e-06,3.1858443938460834e-05,0.584518234620014,0.5824046091350038,1.4297295736122912e-06,6.872246097849001e-09,0.0030149468213725014,1.4894288401838026e-07,2.7933699749333526e-09,1.132257483637616e-12,6.885622837247596e-11,1.8495247049788424e-05,3.87800623128714e-09,3.071667413493306e-06,2.732695678612701e-06,1.1358507088526185e-05,1.0123944577316229e-05,2.724001357326608e-08,3.9405485549961466e-08,1.5665246637641752e-14,1.3256029604047729e-14,1.3110645487268897e-09,6.616392330905762e-10,5.660917730179913e-07,4.91486417866809e-10,8.885797174590498e-08,2.4910334730367306e-11,4.2889200406643684e-12,3.363857142964738e-11,9.526495090968675e-08,5.073807729074175e-09,9.160989003226846e-06,1.372467212053661e-07,1.628643050795864e-10,1.5748648033635523e-14,1.4758749834543183e-10,2.2048087057350627e-11,2.186065536292647e-07,1.226323900053812e-11,2.1005562769542917e-11,4.2762909223377496e-15,3.202400630934442e-05,2.785724236535647e-09,1.6096151447076817e-19,4.103926645742446e-20
6.968188713290691e-07,0.9637826057750003,5.570961475658048e-06,3.529617737169024e-06,1.8054331299685912e-06,1.21592237768154e-05,0.0,0.0,2.5614933311362774e-06,1.2864281231275402e-08,1.2964015522759683e-05,1.0328845528868282e-06,1.085812998020887e-07,1.390976347103315e-16,1.3643155168612598e-11,3.491363149479591e-08,1.1144648357586642e-06,1.8682984234263445e-05,1.4123746417432482e-08,2.2686420343814297e-08,0.0010284144205270618,1.9499822964248293e-08,1.7211173018735272e-09,1.1593042179775718e-12,3.653352048382517e-11,8.950936149643464e-06,1.3657738824832541e-07,4.602944717225778e-08,2.394609519345923e-13,2.9123516987640687e-14,2.479520139683765e-12,5.008092294163229e-14,6.078181438350077e-09,1.1260801947046867e-10,3.76,0.0,0.00010953384911406806,0.9969394151210167,7.2023226142357756e-06,3.1858929393780576e-05,0.5845313380476996,0.5824028108939685,1.4274700876102344e-06,6.871724910373721e-09,0.003014945684434532,1.4924836248398968e-07,2.7939512676879453e-09,1.1352340266470783e-12,6.907384980758517e-11,1.861795387934651e-05,3.877984287732539e-09,3.0818460757030706e-06,2.741914298465086e-06,1.1446171066642475e-05,1.0279469838710195e-05,2.72992198560284e-08,3.9494396622736336e-08,1.5724035316027635e-14,1.3304722187786907e-14,1.3159035136525406e-09,6.668024800731344e-10,5.683865557068703e-07,4.991320445293593e-10,8.891080940661491e-08,2.5097344926609594e-11,4.30419353400871e-12,3.377518968831281e-11,9.521504882819377e-08,5.073163634991752e-09,9.177339007197584e-06,1.3902623354482418e-07,1.5568152612203115e-10,1.505328010581615e-14,1.4876051674923861e-10,2.222954263402997e-11,2.2080590435068683e-07,1.239268150553566e-11,2.1193410283987933e-11,4.314681664098376e-15,3.202437194791691e-05,2.8053343301371663e-09,1.624045235689909e-19,4.140676454378634e-20
7.01065949813391e-07,0.9637847073459602,5.583757108525239e-06,3.5417472338420715e-06,1.8111374597921373e-06,1.2243017492287456e-05,0.0,0.0,2.566699805458249e-06,1.291668746033756e-08,1.3157206330494209e-05,1.0440073526123405e-06,1.0938122815245015e-07,1.415992200554752e-16,1.385156652210703e-11,3.504060492930396e-08,1.1227154569964693e-06,1.8809899058289197e-05,1.4350921941349616e-08,2.2954181151611056e-08,0.0010355385478572194,1.9650748828167526e-08,1.7273620064219947e-09,1.1749672289054365e-12,3.680597779940815e-11,9.052480757791764e-06,1.3658296007790007e-07,4.6377160673512455e-08,2.442028732072618e-13,2.956422606147459e-14,2.5030059635060293e-12,5.046882694198827e-14,6.080062067031895e-09,1.1318231444112997e-10,3.76,0.0,0.00010396856574615551,0.9969390393886787,7.270124577542645e-06,3.185940021093591e-05,0.5845441430594542,0.5824007124812982,1.4253248461887887e-06,6.87122567365772e-09,0.0030149445450862113,1.4954949032931184e-07,2.7945284618527212e-09,1.1382183951192746e-12,6.929168382984833e-11,1.8740569000143193e-05,3.8779605293975886e-09,3.091998294508085e-06,2.7511052354162776e-06,1.1533586143440336e-05,1.043606352423936e-05,2.7358718014774633e-08,3.958371251352619e-08,1.578259932734299e-14,1.33532443518269e-14,1.3207260784611648e-09,6.719706844108012e-10,5.706677834331324e-07,5.068310377138031e-10,8.896394440319127e-08,2.5284860650726386e-11,4.319415878591397e-12,3.391099652177555e-11,9.516512282595215e-08,5.072545096937834e-09,9.193678072861611e-06,1.4081704583985478e-07,1.488497670315941e-10,1.4391896706619368e-14,1.4993466246115447e-10,2.2411153235951467e-11,2.2301148803136045e-07,1.2522505206323259e-11,2.138137743748797e-11,4.353096469777567e-15,3.2024720992444394e-05,2.824946704698623e-09,1.6384844234627813e-19,4.1774495364215406e-20
7.053130282977129e-07,0.9637867630103303,5.596609866057789e-06,3.5538361182209474e-06,1.8168482803763483e-06,1.2327011639858955e-05,0.0,0.0,2.5719226951561075e-06,1.2968923031490899e-08,1.3351716174451159e-05,1.0551707752398355e-06,1.101822613787302e-07,1.4413041999647082e-16,1.4061640249477359e-11,3.516715415966587e-08,1.130988263965839e-06,1.89367970723538e-05,1.457989645453346e-08,2.3222903006983702e-08,0.0010426626015848407,1.980167764518456e-08,1.7335915950990776e-09,1.1907940812349823e-12,3.70791752451859e-11,9.15438348077009e-06,1.3658833798936464e-07,4.672487285750148e-08,2.49013851855238e-13,3.0009462622739495e-14,2.5265980368885853e-12,5.085833435378269e-14,6.081933634700353e-09,1.1375654748272824e-10,3.76,0.0,9.868697119628383e-05,0.996938662859925,7.338138617838218e-06,3.1859857229198176e-05,0.5845566648864715,0.5823983291446936,1.4232880256401202e-06,6.870747268138272e-09,0.0030149434033304836,1.4984633387139461e-07,2.795101719595815e-09,1.1412104113006804e-12,6.95097331681837e-11,1.88630924392561e-05,3.877935048438736e-09,3.1021251574633334e-06,2.760269565659033e-06,1.1620752980919211e-05,1.0593722033399914e-05,2.7418497981876457e-08,3.967341978694087e-08,1.584094645742922e-14,1.3401602135744419e-14,1.3255328300016096e-09,6.771438270008699e-10,5.729358609344234e-07,5.145832157306472e-10,8.90173836124446e-08,2.547288252246148e-11,4.334588884720367e-12,3.404601608092074e-11,9.511517559530614e-08,5.0719508502570645e-09,9.210006650902324e-06,1.4261918898475599e-07,1.4235193466756867e-10,1.3762842869990796e-14,1.5110996371307882e-10,2.259292339102403e-11,2.2522329169029445e-07,1.2652709032541196e-11,2.1569468358485424e-11,4.391536174768807e-15,3.202505428827618e-05,2.844561374296042e-09,1.6529330223886735e-19,4.2142466931718245e-20
7.095601067820348e-07,0.9637887751179203,5.609517836334873e-06,3.565885789619067e-06,1.822565620779247e-06,1.2411207080469524e-05,0.0,0.0,2.5771620554534665e-06,1.302099099905051e-08,1.3547541587789317e-05,1.0663746898867216e-06,1.1098440489170345e-07,1.4669136956119627e-16,1.4273375736861444e-11,3.5293294423528946e-08,1.1392832849447615e-06,1.9063678220549343e-05,1.4810669270758998e-08,2.3492587534049338e-08,0.0010497865779635488,1.9952609124346767e-08,1.7398064825163844e-09,1.2067858892927435e-12,3.7353113752157554e-11,9.25664314801168e-06,1.3659353240746574e-07,4.7072583394584273e-08,2.538945616098098e-13,3.045925404687327e-14,2.5502966346068427e-12,5.124943340121044e-14,6.083796736418071e-09,1.1433072320981833e-10,3.76,0.0,9.367460451855319e-05,0.9969382855356987,7.406365018908316e-06,3.186030124531782e-05,0.5845689179835112,0.5823956753546202,1.4213540991177186e-06,6.870288631322067e-09,0.0030149422591701433,1.5013895848055273e-07,2.7956711966914456e-09,1.1442099013731555e-12,6.972800021929792e-11,1.8985524231518654e-05,3.877907933642255e-09,3.1122277155985214e-06,2.76940833089702e-06,1.1707672312175277e-05,1.0752441796209974e-05,2.7478550019820577e-08,3.976350541836202e-08,1.589908427910203e-14,1.3449801410037348e-14,1.3303243386565531e-09,6.823218894261096e-10,5.751911837333356e-07,5.223883983847773e-10,8.907113381584727e-08,2.5661411157000844e-11,4.349714309387761e-12,3.418027196983843e-11,9.506520969072424e-08,5.071379692660302e-09,9.226325169997141e-06,1.444326942675405e-07,1.3617176572130533e-10,1.3164543981918794e-14,1.5228644846545863e-10,2.2774857590726147e-11,2.274413029117153e-07,1.2783291957256751e-11,2.1757687199479597e-11,4.4300016200344885e-15,3.2025372637698285e-05,2.8641783535532675e-09,1.6673913488638797e-19,4.251068731022832e-20
7.138071852663567e-07,0.9637907458987351,5.622479167947202e-06,3.5778976068939e-06,1.8282895036145149e-06,1.2495604645235256e-05,0.0,0.0,2.5824179389500954e-06,1.3072894386229099e-08,1.3744679135107481e-05,1.0776189704144787e-06,1.1178766405032472e-07,1.49282203725406e-16,1.4486772416895432e-11,3.541904052642866e-08,1.1476005479087401e-06,1.919054244996133e-05,1.5043239760210334e-08,2.3763236499163674e-08,0.0010569104734339165,2.0103542989570886e-08,1.7460070813580855e-09,1.2229437707311507e-12,3.762779424425497e-11,9.359258628303169e-06,1.365985532096043e-07,4.74202919739281e-08,2.588456801528278e-13,3.091362781956154e-14,2.5741020321371967e-12,5.16421126416427e-14,6.085651934526388e-09,1.1490484601795567e-10,3.76,0.0,8.891774190823812e-05,0.996937907416895,7.4748040632886434e-06,3.186073301569141e-05,0.5845809160684797,0.5823927648439282,1.4195178215040194e-06,6.869848754876118e-09,0.00301494111260785,1.5042742859142574e-07,2.7962370427793842e-09,1.1472166950832558e-12,6.9946487070343e-11,1.9107864419187212e-05,3.87787926646629e-09,3.122306984535282e-06,2.778522539315758e-06,1.1794344938119403e-05,1.0912219273451015e-05,2.7538864712577222e-08,3.985395678526335e-08,1.595702015637586e-14,1.3497847879717268e-14,1.3351011586970529e-09,6.875048539317957e-10,5.774341382310274e-07,5.302464069902517e-10,8.91252017050704e-08,2.585044716469357e-11,4.36479385756612e-12,3.431378725118682e-11,9.501522753582939e-08,5.070830481164763e-09,9.24263403788926e-06,1.4625759335496027e-07,1.3029378661697078e-10,1.2595501896919213e-14,1.5346414440417582e-10,2.2956960289053322e-11,2.2966550982603797e-07,1.291425299554439e-11,2.1946038132783158e-11,4.468493651207704e-15,3.2025676802127206e-05,2.8837976576080536e-09,1.6818597209842552e-19,4.287916460574649e-20
7.180542637506786e-07,0.9637926774690809,5.6354920685710824e-06,3.589872889391046e-06,1.8340199455397723e-06,1.2580205136439953e-05,0.0,0.0,2.587690395753319e-06,1.3124636185423445e-08,1.3943125412652641e-05,1.0889034952942033e-06,1.1259204416674028e-07,1.5190305744737453e-16,1.4701829768775394e-11,3.554440685131264e-08,1.1559400805250723e-06,1.9317389710514708e-05,1.527760734888016e-08,2.4034851802268072e-08,0.0010640342846139246,2.0254478978893307e-08,1.7521938017878077e-09,1.2392688465417535e-12,3.7903217638012325e-11,9.462228828629195e-06,1.366034097543487e-07,4.776799830250931e-08,2.6386788912914833e-13,3.137261153657605e-14,2.5980145056761807e-12,5.203636096066402e-14,6.087499760384335e-09,1.1547892009449052e-10,3.76,0.0,8.440335912634404e-05,0.996937528504364,7.543456032138011e-06,3.186115325841819e-05,0.5845926721599913,0.5823896106454487,1.4177742150493881e-06,6.869426681866947e-09,0.0030149399636461294,1.507118077140357e-07,2.796799401613526e-09,1.150230626349992e-12,7.016519552097255e-11,1.9230113051615006e-05,3.877849124915834e-09,3.1323639455783463e-06,2.78761316653534e-06,1.1880771724302166e-05,1.1073050956879343e-05,2.759943295707864e-08,3.994476165848047e-08,1.6014761248705257e-14,1.3545747087897298e-14,1.339863828634206e-09,6.926927034036343e-10,5.79665101807121e-07,5.381570643834601e-10,8.917959388723763e-08,2.603999115080224e-11,4.37982918348865e-12,3.444658445194102e-11,9.496523143007074e-08,5.070302129182933e-09,9.258933642407404e-06,1.480939182779602e-07,1.2470327533526765e-10,1.205429124082689e-14,1.546430789379667e-10,2.313923590158101e-11,2.318959010914318e-07,1.3045591203107561e-11,2.2134525346515685e-11,4.5070131177435644e-15,3.202596750419177e-05,2.9034193020800826e-09,1.6963384582293554e-19,4.324790695816323e-20
7.223013422350005e-07,0.963794571837361,5.648554803548709e-06,3.6018129178802105e-06,1.8397569577179777e-06,1.2665009328499554e-05,0.0,0.0,2.5929794736030806e-06,1.3176219358499988e-08,1.4142877048499652e-05,1.1002281474751192e-06,1.1339755051089152e-07,1.5455406570137571e-16,1.4918547318249834e-11,3.566940736802594e-08,1.1643019101481087e-06,1.9444219954829475e-05,1.5513771517933763e-08,2.4307435468527418e-08,0.0010711580082899035,2.040541684375718e-08,1.7583670509101252e-09,1.2557622410684682e-12,3.81793848422739e-11,9.565552693045633e-06,1.3660811090847873e-07,4.811570210416719e-08,2.689618741589627e-13,3.1836232903605675e-14,2.6220343321604005e-12,5.2432167566877856e-14,6.089340716018525e-09,1.1605294942882956e-10,3.76,0.0,8.011909583955276e-05,0.9969371487989105,7.612321205124354e-06,3.186156265525197e-05,0.5846041986130153,0.5823862251276766,1.4161185557431481e-06,6.869021504140496e-09,0.003014938812287367,1.5099215844483558e-07,2.7973584113000344e-09,1.1532515332218548e-12,7.03841271038782e-11,1.9352270184941542e-05,3.8778175853615905e-09,3.1423995467807793e-06,2.796681156544695e-06,1.1966953597843371e-05,1.123493336940911e-05,2.76602459548147e-08,4.003590819345175e-08,1.607231451523526e-14,1.3593504419369751e-14,1.3446128715692112e-09,6.978854213464678e-10,5.818844429253345e-07,5.461201949347319e-10,8.923431688991016e-08,2.623004371528108e-11,4.39482189191569e-12,3.457868556949421e-11,9.49152235550552e-08,5.069793603753161e-09,9.275224352436169e-06,1.4994170141755374e-07,1.1938622506907576e-10,1.153955589107212e-14,1.558232791963373e-10,2.33216888046362e-11,2.341324658759667e-07,1.317730567494129e-11,2.23231530408247e-11,4.545560872118053e-15,3.2026245429709075e-05,2.92304330304079e-09,1.7108278811643019e-19,4.361692253427546e-20
7.265484207193223e-07,0.9637964309095783,5.661665694476812e-06,3.613718935482202e-06,1.8455005462531631e-06,1.2750017968900215e-05,0.0,0.0,2.5982852179909945e-06,1.3227646837079469e-08,1.4343930702703914e-05,1.1115928142560433e-06,1.1420418831473091e-07,1.572353635100052e-16,1.5136924637547422e-11,3.579405564274583e-08,1.1726860638154314e-06,1.9571033138089396e-05,1.5751731803040797e-08,2.4580989640256088e-08,0.0010782816414079406,2.0556356348334762e-08,1.76452723228311e-09,1.272425082020882e-12,3.845629675793848e-11,9.669229201581048e-06,1.3661266507263353e-07,4.846340311870769e-08,2.7412832485001617e-13,3.2304519736081825e-14,2.646161789287068e-12,5.282952198651025e-14,6.091175275688359e-09,1.166269378221908e-10,3.76,0.0,7.605322177792149e-05,0.9969367683012978,7.68139986032279e-06,3.186196185345344e-05,0.5846155071527054,0.5823826200286347,1.4145463603793528e-06,6.868632359835607e-09,0.0030149376585338317,1.512685424777417e-07,2.7979142045255428e-09,1.1562792573012183e-12,7.060328310384871e-11,1.9474335881800953e-05,3.87778471785255e-09,3.1524147039834092e-06,2.8057274226172137e-06,1.205289154446346e-05,1.1397863065268381e-05,2.772129520355153e-08,4.0127384921449393e-08,1.6129686719053212e-14,1.3641125104168671e-14,1.3493487955439554e-09,7.030829918634782e-10,5.840925212443224e-07,5.541356245584643e-10,8.928937716581678e-08,2.6420605452580383e-11,4.409773539384889e-12,3.471011207807972e-11,9.486520598055628e-08,5.069303922905178e-09,9.29150651883925e-06,1.5180097549111207e-07,1.1432930962431819e-10,1.1050005626029186e-14,1.5700477202794435e-10,2.3504323334571132e-11,2.3637519384032525e-07,1.3309395544034649e-11,2.251192542432461e-11,4.584137769072461e-15,3.202651122955967e-05,2.94266967698492e-09,1.725328311158661e-19,4.398621952049599e-20
7.307954992036442e-07,0.9637982564945541,5.674823117805696e-06,3.625592148586186e-06,1.8512507126016607e-06,1.2835231779110451e-05,0.0,0.0,2.6036076722736613e-06,1.3278921522820531e-08,1.4546283067428371e-05,1.12299738715979e-06,1.1501196277606828e-07,1.5994708597535475e-16,1.5356961345244394e-11,3.591836484735445e-08,1.181092568244896e-06,1.9697829217911364e-05,1.5991487793677585e-08,2.4855516569128163e-08,0.0010854051810657232,2.070729726888323e-08,1.7706747454785906e-09,1.2892585004876246e-12,3.873395427773781e-11,9.773257369166041e-06,1.366170802056356e-07,4.8811101101054527e-08,2.793679348097233e-13,3.2777499958999184e-14,2.670397155535039e-12,5.3228414057840114e-14,6.093003887370734e-09,1.17200888896877e-10,3.76,0.0,7.2194604617676e-05,0.9969363870122471,7.750692274124997e-06,3.18623514675481e-05,0.5846266089065061,0.5823788064880098,1.4130533742818554e-06,6.8682584310242596e-09,0.003014936502387666,1.5154102061514165e-07,2.7984669087758395e-09,1.1593136441446697e-12,7.082266457628079e-11,1.9596310211036458e-05,3.8777505882591894e-09,3.162410301828641e-06,2.8147528482075876e-06,1.2138586605614308e-05,1.1561836630129514e-05,2.778257248917865e-08,4.021918074081901e-08,1.618688443143531e-14,1.3688614221112664e-14,1.3540720938884806e-09,7.082853996360878e-10,5.862896877332251e-07,5.622031807218537e-10,8.934478109734225e-08,2.66116769514757e-11,4.424685635442498e-12,3.484088493548366e-11,9.4815180670217e-08,5.068832153154025e-09,9.307780475337893e-06,1.5367177353905973e-07,1.0951985048325756e-10,1.0584412935409468e-14,1.5818758399940955e-10,2.3687143787132912e-11,2.3862407512106453e-07,1.3441859980112168e-11,2.2700846710744566e-11,4.622744664901503e-15,3.202676552146728e-05,2.9622984408037074e-09,1.7398400701216305e-19,4.4355806115752234e-20
7.350425776879661e-07,0.9638000503088815,5.688025503450439e-06,3.6374337277564823e-06,1.8570074539599371e-06,1.2920651455467804e-05,0.0,0.0,2.6089468777805246e-06,1.3330046287702234e-08,1.4749930867046225e-05,1.1344417618105e-06,1.15820879062066e-07,1.626893683090488e-16,1.5578657106075425e-11,3.6042347768738874e-08,1.1895214498324786e-06,1.9824608154219724e-05,1.6233039132402793e-08,2.513101860866842e-08,0.0010925286245047998,2.085823939313232e-08,1.776809985686971e-09,1.3062636309498273e-12,3.901235828604741e-11,9.877636244590032e-06,1.3662136384755843e-07,4.915879582044495e-08,2.846814016571857e-13,3.3255201606733005e-14,2.694740710186216e-12,5.3628833925481784e-14,6.094826974168245e-09,1.177748061050913e-10,3.76,0.0,6.85326795011624e-05,0.9969360049324402,7.82019872115924e-06,3.1862732080994554e-05,0.58463751443462,0.5823747950776517,1.4116355596550994e-06,6.867898941472076e-09,0.0030149353438508916,1.518096527788727e-07,2.799016646545442e-09,1.1623545435086293e-12,7.104227236470629e-11,1.971819324742529e-05,3.877715262013325e-09,3.1723871947488354e-06,2.8237582878297674e-06,1.2224039875706913e-05,1.1726850681215334e-05,2.7844069877689508e-08,4.0311284908243764e-08,1.6243914036081284e-14,1.3735976701323878e-14,1.3587832455644896e-09,7.134926299046292e-10,5.884762847914567e-07,5.703226924522925e-10,8.940053500078643e-08,2.680325879492038e-11,4.439559643857664e-12,3.4971024590019904e-11,9.476514948696161e-08,5.068377407116174e-09,9.324046539346694e-06,1.555541289119681e-07,1.049457854512652e-10,1.0141609984049971e-14,1.593717413945389e-10,2.3870154416923132e-11,2.40879100314415e-07,1.3574698188413335e-11,2.2889921115776255e-11,4.661382416783307e-15,3.202700889168783e-05,2.9819296117596088e-09,1.7543634802528362e-19,4.4725690525673564e-20
7.39289656172288e-07,0.9638018139816286,5.701271333415901e-06,3.649244808628251e-06,1.8627707636301228e-06,1.3006277670040466e-05,0.0,0.0,2.614302873916546e-06,1.3381023974305377e-08,1.49548708582206e-05,1.1459258378138597e-06,1.1663094231240074e-07,1.6546234586115653e-16,1.580201163069226e-11,3.616601681800922e-08,1.1979727346508821e-06,1.9951369909134315e-05,1.6476385514109266e-08,2.540749820701978e-08,0.0010996519691032318,2.1009182519702407e-08,1.7829333433636387e-09,1.3234416112946825e-12,3.929150965872774e-11,9.982364909485065e-06,1.3662552314160095e-07,4.9506487059668144e-08,2.900694270351166e-13,3.3737652822854326e-14,2.719192733347186e-12,5.4030772034544324e-14,6.0966449356447115e-09,1.1834869273731732e-10,3.76,0.0,6.505742011050446e-05,0.9969356220625198,7.889919474220402e-06,3.1863104247767966e-05,0.584648233758925,0.5823705958305179,1.4102890845287185e-06,6.867553154512996e-09,0.0030149341829254174,1.5207449802116235e-07,2.7995635355384887e-09,1.1654018087345508e-12,7.126210711686289e-11,1.98399850714225e-05,3.87767879969178e-09,3.182346207929531e-06,2.8327445679159785e-06,1.2309252499433388e-05,1.1892901867382233e-05,2.790577970729923e-08,4.0403687030048036e-08,1.6300781733331483e-14,1.3783217331719156e-14,1.3634827155077042e-09,7.187046684495544e-10,5.906526463722825e-07,5.784939903435084e-10,8.945664513040569e-08,2.6995351559920116e-11,4.454396983819315e-12,3.5100550987740183e-11,9.471511419813174e-08,5.067938841242063e-09,9.340305012768801e-06,1.5744807525803933e-07,1.0059563881180169e-10,9.720485721800508e-15,1.6055727021391842e-10,2.4053359436941916e-11,2.4314026046060093e-07,1.3707909408509274e-11,2.307915285411307e-11,4.700051882149491e-15,3.20272418966125e-05,3.001563207462495e-09,1.7688988638080854e-19,4.5095880956750935e-20
7.435367346566099e-07,0.9638035490587993,5.714559140436986e-06,3.6610264927915084e-06,1.8685406313642717e-06,1.3092111071464324e-05,0.0,0.0,2.6196756982599335e-06,1.3431857396092566e-08,1.5161099829962398e-05,1.157449518640195e-06,1.1744215764210966e-07,1.682661541479922e-16,1.6027024675373508e-11,3.6289384039626026e-08,1.2064464484488493e-06,2.007811444686038e-05,1.6721526685254356e-08,2.5684957899983e-08,0.0011067752123686274,2.1160126457551385e-08,1.7890452039141393e-09,1.3407935828291167e-12,3.957140926299372e-11,1.0087442477336294e-05,1.366295648548308e-07,4.9854174614343785e-08,2.9553271662168004e-13,3.4224881859943984e-14,2.743753505971011e-12,5.4434219124689884e-14,6.098458149091588e-09,1.1892255193028609e-10,3.76,0.0,6.175931121576692e-05,0.9969352384030918,7.959854804209339e-06,3.186346849386261e-05,0.5846587763904147,0.5823662182681423,1.4090103122656815e-06,6.867220371032287e-09,0.0030149330196130465,1.5233561453552694e-07,2.800107688861291e-09,1.168455296851896e-12,7.148216930007873e-11,1.9961685768911754e-05,3.877641256922026e-09,3.192288138247743e-06,2.841712487656786e-06,1.239422566918094e-05,1.2059986869181527e-05,2.7967694580703194e-08,4.049637705355446e-08,1.6357493544360867e-14,1.3830340758469914e-14,1.368170954967279e-09,7.239215015731929e-10,5.928190981097601e-07,5.867169065605058e-10,8.951311768224837e-08,2.7187955817428083e-11,4.469199031112779e-12,3.522948357985345e-11,9.46650764803609e-08,5.067515653659392e-09,9.356556182752504e-06,1.5935364651097183e-07,9.645849291787638e-11,9.3199831325518e-15,1.6174419617486148e-10,2.4236763018210912e-11,2.454075470286678e-07,1.3841492913155698e-11,2.326854613667232e-11,4.738753918093572e-15,3.202746506428902e-05,3.021199245847238e-09,1.7834465428794236e-19,4.546638561025374e-20
7.477838131409318e-07,0.9638052570075678,5.727887506635515e-06,3.6727798486629176e-06,1.8743170436883567e-06,1.3178152285755927e-05,0.0,0.0,2.6250653866551644e-06,1.3482549337686997e-08,1.5368614603667492e-05,1.1690127115104057e-06,1.1825453014413809e-07,1.7110092887882073e-16,1.6253696041689502e-11,3.641246112042906e-08,1.214942616651131e-06,2.0204841733579368e-05,1.696846244307128e-08,2.596340030432396e-08,0.0011138983519315222,2.131107102544907e-08,1.7951459474154854e-09,1.3583206902935814e-12,3.985205795731104e-11,1.0192868092518579e-05,1.3663349539785386e-07,5.0201858292238844e-08,3.0107198014224823e-13,3.4716917079406255e-14,2.76842330987907e-12,5.483916622411188e-14,6.100266970728778e-09,1.1949638667454896e-10,3.76,0.0,5.8629322622462834e-05,0.9969348539547259,8.030004980081044e-06,3.1863825318717945e-05,0.5846691513552419,0.5823616714267039,1.407795791605254e-06,6.866899927552371e-09,0.003014931853915465,1.5259305966762168e-07,2.8006492152069442e-09,1.1715148690231406e-12,7.170245921608125e-11,2.0083295430961877e-05,3.877602689407306e-09,3.202213755185639e-06,2.8506628198222238e-06,1.247896062253524e-05,1.2228102398900185e-05,2.8029807357479408e-08,4.0589345258506436e-08,1.6414055315344858e-14,1.3877351490427498e-14,1.3728484018399133e-09,7.291431160821744e-10,5.949759574486442e-07,5.949912748433748e-10,8.956995879779412e-08,2.738107213225952e-11,4.4839671192767804e-12,3.5357841330330605e-11,9.461503792420017e-08,5.067107082121806e-09,9.37280032241104e-06,1.6127087687820078e-07,9.252396115153036e-11,8.939096615772825e-15,1.6293254471168115e-10,2.442036928947036e-11,2.476809519018047e-07,1.397544800718131e-11,2.345810516799237e-11,4.777489380816066e-15,3.2027678895865554e-05,3.0408377451526068e-09,1.7980068391888754e-19,4.5837212677324284e-20
