Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596)
0.010110298343493517,0.5758620098549868,3.394298409285289e-06,2.8555488387028594e-06,1.5267010073989004e-05,0.004439606425861142,0.0,0.0,0.0019655332158841723,0.003405147594712628,0.11890496202007049,0.0060390021239007914,1.4262598038304654e-06,2.034312115806415e-17,1.9343874032872573e-12,7.185831959300706e-09,0.00025953828037484115,0.013254563572734804,5.473842893028686e-07,8.729141162325536e-12,7.595365018300358e-05,2.7052080580396354e-12,6.300198636253494e-10,0.00015561523687611663,7.527507313626472e-07,0.02613059409454091,7.152181724254104e-09,0.0007192349607930987,0.001499006174220479,5.612366747427145e-07,7.014747968767792e-08,3.7317692335289144e-10,9.525235206024152e-08,4.749405730538275e-06,3.76,0.0,0.056723619996649884,0.8520436177443494,0.08877459579162623,0.015596608939535274,0.5595581665110481,0.35186870135855364,8.657399654117414e-10,4.406518010046883e-15,5.039841164372387e-05,0.001139925934247338,1.3719476352472396e-11,9.538140749831316e-11,2.1407373211051094e-09,0.02050136258802643,1.5044032097709196e-11,6.281196161026373e-07,4.973142330388448e-07,0.00010442389140305865,9.44752779487037e-05,5.622157739203926e-06,4.776224379713872e-06,1.1763017675238861e-14,1.3784157440055024e-15,1.37025266206176e-09,4.5110619675907103e-11,0.000127588182069758,2.1593553656645556e-06,0.0008712548716948439,3.551414307355284e-14,1.2975807040880384e-06,3.9023619770303235e-06,1.0612119518410846e-06,1.6670457319360913e-06,0.05365470991286027,0.0022797857069448016,8.71322516855596e-06,3.4340601457593638e-12,5.969739508614255e-07,3.664795289015985e-08,5.14969985849837e-05,9.921734052782964e-13,3.5460677997275216e-07,1.7899262894840874e-08,1.9936360419106347e-05,2.1089401386147356e-05,0.003794942888301872,1.3612716747935006e-06,2.0556406909325276e-12,5.168073459138827e-11,2.844044193795998e-07,6.024747370675956e-11,6.66950526329983e-05,1.1665298164879761e-11,4.170799556109151e-13,4.559067104159576e-09,3.76263933119891e-10,2.139999247042949e-13,4.294608710427791e-05,1.2860073615787418e-11,1.0515362099585607e-07,2.0724508846637725e-11,2.0766789685121234e-12,2.341888635441807e-10,1.3710989598944865e-16,0.00010597553979738951,9.410512910684067e-07,1.888362635135237e-14,1.1088597387096655e-07,1.5190264373643793e-13,1.9971199897480682e-08,3.058767948229513e-10,7.129657543957132e-16,1.633879765476704e-14
0.0101290659205579,0.5759868578833188,3.4066826453378382e-06,2.8678042969668566e-06,1.5322976335732195e-05,0.00447420328221311,0.0,0.0,0.001966343637607926,0.0034111311944197828,0.12003414451212038,0.006120691586483547,1.4381291772940537e-06,2.0709597675992964e-17,1.9593528836154615e-12,7.2223282569038434e-09,0.00026007341258108913,0.013311781597427016,5.536354814956147e-07,8.819268251128275e-12,7.632300913128515e-05,2.7441383747597254e-12,6.334536709196766e-10,0.00015715425473473003,7.544544260837951e-07,0.0263034322266458,7.286584521130896e-09,0.000729532418534657,0.001510903338184799,5.674567573738462e-07,7.085669398682893e-08,3.76366353495105e-10,9.62260017179973e-08,4.82831970367782e-06,3.76,0.0,0.056275490769284495,0.8508923969919283,0.08942485304323931,0.015710023345198706,0.5605410508268185,0.3511400702903857,8.591625694546505e-10,4.398008429906095e-15,5.033031690650309e-05,0.001138617571319074,1.3716994327571677e-11,9.550861811469961e-11,2.1436654857414975e-09,0.02056481685287424,1.498934566352806e-11,6.299481590003177e-07,4.988275659885475e-07,0.00010454826446411872,9.466974455961389e-05,5.629644236908315e-06,4.782743154931068e-06,1.1804406979360839e-14,1.3832628633656908e-15,1.3787224066524612e-09,4.54081107340929e-11,0.00012779051547653897,2.160409433337074e-06,0.0008800725501107544,3.558641109561316e-14,1.2982183974969107e-06,3.9393264877739465e-06,1.0612288353925142e-06,1.6742823214716728e-06,0.05386993578163196,0.0023016240936696423,8.729463329978278e-06,3.43374138970987e-12,5.971671498148889e-07,3.6818819262604485e-08,5.204667020555048e-05,1.0027695085149991e-12,3.5770281316434755e-07,1.806270080274962e-08,2.0106614571805627e-05,2.1255124088264443e-05,0.0038465152887197456,1.3707460940848585e-06,2.0699474328504854e-12,5.240050990959522e-11,2.85687250247234e-07,6.126343620245637e-11,6.773857237944085e-05,1.1783719865497733e-11,4.218102665465818e-13,4.599011958593069e-09,3.788647102672456e-10,2.1548927109588132e-13,4.3105716112661515e-05,1.2962506078481427e-11,1.0579236586214767e-07,2.0768932818192947e-11,2.1014241669476566e-12,2.340019846549067e-10,1.3920068789241738e-16,0.00010676828759638589,9.503689786979523e-07,1.907060091112033e-14,1.1136148716478113e-07,1.5231782552598477e-13,2.0091990511368103e-08,3.105741787391166e-10,7.149042566616224e-16,1.6616912921250597e-14
0.010147833497622284,0.5761118248315518,3.4190266020195118e-06,2.879986555258937e-06,1.5378508790848897e-05,0.004508911931447662,0.0,0.0,0.0019671194312871343,0.0034169742910550743,0.12116743552622877,0.006203026371580348,1.4499782496661053e-06,2.1079924673438594e-17,1.984430260697853e-12,7.258653064270156e-09,0.0002606022616922612,0.013368517734467494,5.599082197136698e-07,8.909871723513822e-12,7.669356206688279e-05,2.783476786988934e-12,6.368633598415258e-10,0.00015869591006352382,7.56127146064751e-07,0.02647596021435684,7.422624934912255e-09,0.0007399113917677997,0.0015227845858463433,5.736875339588578e-07,7.156752713536305e-08,3.7955687739669106e-10,9.720523518565518e-08,4.908038334351302e-06,3.76,0.0,0.055830059651032535,0.8497389444182344,0.09007606123568211,0.015823542498128767,0.5615246619726881,0.3504086918105711,8.52623884164131e-10,4.38948165657828e-15,5.026209015692279e-05,0.0011372773108979553,1.371402611892525e-11,9.563089344470264e-11,2.1464821512151243e-09,0.02062721832542464,1.4934607671733947e-11,6.31751285511003e-07,5.003181346773005e-07,0.00010466759837491492,9.486044870501096e-05,5.636962594348479e-06,4.78911552835514e-06,1.1845304181523162e-14,1.3880523097677029e-15,1.387138281606841e-09,4.57050348104767e-11,0.00012798546461229395,2.161359177749578e-06,0.0008888876091244335,3.565683890985547e-14,1.2988135894200667e-06,3.976234464452809e-06,1.0611769323185567e-06,1.6814911281272387e-06,0.054083649730366126,0.0023234789447716224,8.745454641425737e-06,3.4332916644068536e-12,5.973386740278048e-07,3.698768963259197e-08,5.259868718899849e-05,1.013410897987476e-12,3.60797014225172e-07,1.8226175820907857e-08,2.0276676489620303e-05,2.1420930565697394e-05,0.0038984417800362052,1.3801680208664147e-06,2.084174903951377e-12,5.312429311741325e-11,2.869659913240302e-07,6.228988402073121e-11,6.879207517464785e-05,1.1902381611814288e-11,4.2657469184354514e-13,4.638911072324335e-09,3.8146180885579967e-10,2.1697036489001864e-13,4.326244103072302e-05,1.3064365769355425e-11,1.064300925322877e-07,2.081167347383877e-11,2.1263186432310476e-12,2.3380404299489583e-10,1.4131073893511401e-16,0.0001075619699295666,9.59739599192898e-07,1.9258637639589727e-14,1.118300867423315e-07,1.5272120934807336e-13,2.0212237475652654e-08,3.153145573373127e-10,7.167873361444811e-16,1.6897805053312334e-14
0.010166601074686667,0.5762369065717932,3.431330475409421e-06,2.8920954192131285e-06,1.5433607613079032e-05,0.004543731137177972,0.0,0.0,0.0019678609864422158,0.003422677638087793,0.1223047827544932,0.006286005183816104,1.4618060497836793e-06,2.1454135823920322e-17,2.0096175334410343e-12,7.294805221649092e-09,0.0002611248622205683,0.013424770494603224,5.662020008237124e-07,9.000950067631534e-12,7.706529632630515e-05,2.823224333494896e-12,6.40248777352235e-10,0.00016024007662697248,7.57769062243705e-07,0.02664816428606512,7.560306492751437e-09,0.0007503715320749791,0.0015346489633806847,5.799283433701259e-07,7.227992482863487e-08,3.8274824246656564e-10,9.819002650345298e-08,4.98856100907476e-06,3.76,0.0,0.0553873264156042,0.8485833079633788,0.09072819551024973,0.015937160374499826,0.5625089683608732,0.34967462174791636,8.461239131251774e-10,4.380938068717867e-15,5.01937342306416e-05,0.0011359055714266362,1.3710575968620902e-11,9.574826226546021e-11,2.1491879593509433e-09,0.02068856579727271,1.4879822235145484e-11,6.335290347754234e-07,5.017859472348639e-07,0.00010478192596046835,9.504740972662771e-05,5.644113915154283e-06,4.7953424438898365e-06,1.1885708804226652e-14,1.392784027792246e-15,1.3954995195030323e-09,4.600136810211586e-11,0.00012817306249021245,2.162205558476214e-06,0.0008976988913795542,3.572543270504326e-14,1.2993666683263872e-06,4.013081445786758e-06,1.0610568648399409e-06,1.6886721179805717e-06,0.054295844879190626,0.002345348084216396,8.76120135928217e-06,3.432712134270009e-12,5.974887947127713e-07,3.7154553871500424e-08,5.315301466833952e-05,1.024096901692095e-12,3.6388912666657185e-07,1.8389674642567932e-08,2.044653076442826e-05,2.1586810327795203e-05,0.00395072007864183,1.3895364854684138e-06,2.098321640136803e-12,5.385201448957884e-11,2.882406343317313e-07,6.332682146217189e-11,6.985553066868978e-05,1.202127288889834e-11,4.31373369997459e-13,4.6787600922275625e-09,3.840550113763621e-10,2.1844305368432782e-13,4.341625740541869e-05,1.316563910185901e-11,1.0706675961577015e-07,2.0852736162186117e-11,2.1513621620223237e-12,2.335951819106032e-10,1.4344002668894941e-16,0.00010835654636509943,9.69163079881655e-07,1.9447735078093736e-14,1.1229175734335945e-07,1.5311282404975318e-13,2.0331937423799213e-08,3.2009786922899155e-10,7.186151309190933e-16,1.7181469241152314e-14
0.010185368651751051,0.5763620989808984,3.4435944667972422e-06,2.9041306374571373e-06,1.5488272951201007e-05,0.004578659661589313,0.0,0.0,0.001968568691493859,0.003428242009815507,0.12344613374659351,0.006369626667499253,1.4736115655430367e-06,2.1832184802725698e-17,2.0349121538149387e-12,7.330783164807005e-09,0.0002616412490198241,0.013480538511909945,5.725162595839979e-07,9.092499913118945e-12,7.743819918776895e-05,2.8633819351130514e-12,6.436097650856408e-10,0.00016178662870333378,7.593803492649664e-07,0.02682003080118887,7.699631649716157e-09,0.0007609124800310168,0.0015464955287136128,5.861785126834475e-07,7.299382762187136e-08,3.8594019766682327e-10,9.918034696816991e-08,5.069886996285275e-06,3.76,0.0,0.05494729052273929,0.8474255353589907,0.09138123117922843,0.01605087097925205,0.5634939383993831,0.34893791567955035,8.396626553441412e-10,4.372378045250715e-15,5.012525195098661e-05,0.0011345027710811123,1.3706648167576078e-11,9.586075415069529e-11,2.1517835701800025e-09,0.020748858308952595,1.4824993428643756e-11,6.352814509146455e-07,5.03231017028915e-07,0.00010489128071858283,9.523064740333959e-05,5.651099317368084e-06,4.801424858467768e-06,1.1925620308123193e-14,1.3974579547742306e-15,1.4038053703211442e-09,4.6297087043537284e-11,0.00012835334352291134,2.1629495437276173e-06,0.000906505247134961,3.5792199083074677e-14,1.2998780236827715e-06,4.049863023214281e-06,1.0608692656897195e-06,1.6958252826433956e-06,0.05450651469009702,0.002367229346274277,8.776706067108191e-06,3.432003978542657e-12,5.976177883181201e-07,3.731940238306986e-08,5.370961753689473e-05,1.0348268430157568e-12,3.6697887766323884e-07,1.8553183385245586e-08,2.0616162207552603e-05,2.175275297988741e-05,0.0040033478640551096,1.3988505427246373e-06,2.1123862142173533e-12,5.4583599045350627e-11,2.89511175012657e-07,6.437425150845706e-11,7.092890673414988e-05,1.2140383189310642e-11,4.362064386185868e-13,4.718554716325547e-09,3.866441032455339e-10,2.1990718891097382e-13,4.356716158339504e-05,1.3266312780268864e-11,1.0770232637194113e-07,2.0892126658510383e-11,2.176554479176156e-12,2.3337554513678484e-10,1.455885208074601e-16,0.0001091519766516996,9.786393446476107e-07,1.9637891698624715e-14,1.1274648569212753e-07,1.5349270170083135e-13,2.0451087196303168e-08,3.2492404775509804e-10,7.203877942541295e-16,1.7467899510424487e-14
0.010204136228815434,0.5764873979404098,3.455818780075128e-06,2.9160919954092658e-06,1.5542505050187037e-05,0.004613696265856457,0.0,0.0,0.0019692429340327,0.003433668200508478,0.12459143592553346,0.0064538894076006615,1.4853938195311654e-06,2.2214054140594443e-17,2.0603117182694126e-12,7.3665855224952695e-09,0.00026215145711736785,0.013535820541510863,5.788504409615094e-07,9.184518511161079e-12,7.781225787766292e-05,2.903950499313658e-12,6.469461752018619e-10,0.00016333544112114666,7.609611850620569e-07,0.026991546253037322,7.840602861324199e-09,0.0007715338653771752,0.001558323351668287,5.924373720284484e-07,7.370917766354198e-08,3.8913249380684923e-10,1.0017616662088356e-07,5.15201544681567e-06,3.76,0.0,0.054509951122448205,0.8462656741195539,0.0920351437291378,0.016164668347445663,0.56447954050194,0.3481986289206957,8.332401053117045e-10,4.3638019643696876e-15,5.0056646128440556e-05,0.001133069327628257,1.370224702877419e-11,9.596839926848472e-11,2.154269657324166e-09,0.020808095145642906,1.4770125288614627e-11,6.370085815230717e-07,5.046533613634669e-07,0.00010499569671121528,9.541018192888156e-05,5.657919927322219e-06,4.807363736741391e-06,1.1965038290264546e-14,1.4020740440788704e-15,1.4120551030454156e-09,4.65921683128912e-11,0.0001285263434638755,2.1635921096407584e-06,0.0009153055347204132,3.585714486361044e-14,1.3003480456711766e-06,4.086574841780855e-06,1.0606147776025549e-06,1.702950611792407e-06,0.054715652963480445,0.0023891205762556498,8.791971282604395e-06,3.4311683816745948e-12,5.977259318972282e-07,3.748222607692257e-08,5.4268460459198314e-05,1.0456000409220748e-12,3.700660028921151e-07,1.8716688315273106e-08,2.0785555754091457e-05,2.1918748224437096e-05,0.004056322780254895,1.4081092672906034e-06,2.126367228912058e-12,5.5318971971213265e-11,2.907776092280941e-07,6.543217615041663e-11,7.201216949468848e-05,1.2259702016200488e-11,4.4107403426407855e-13,4.758290694403388e-09,3.892288729047512e-10,2.2136262511369526e-13,4.371515067814164e-05,1.3366373822731985e-11,1.0833675275429028e-07,2.0929851153498708e-11,2.2018953562688887e-12,2.3314527681298764e-10,1.4775619012797886e-16,0.00010994822072751055,9.88168313934005e-07,1.9829105904221623e-14,1.1319426031445402e-07,1.5386087730647052e-13,2.056968382491233e-08,3.2979302103931353e-10,7.221054931245951e-16,1.775708970355927e-14
0.010222903805879818,0.5766127993465142,3.468003625707541e-06,2.9279793594647182e-06,1.5596304324273112e-05,0.004648839710363367,0.0,0.0,0.001969884100324755,0.00343895702389781,0.12574063659884657,0.006538791930778153,1.4971519036256354e-06,2.259979440684541e-17,2.0858142578156193e-12,7.402211365267546e-09,0.0002626555219055846,0.013590615457497311,5.852040424788229e-07,9.27700466560847e-12,7.818745957427233e-05,2.9449309685726946e-12,6.502578784665773e-10,0.0001648863892837151,7.625117510856316e-07,0.027162697269932663,7.983223112840271e-09,0.0007822353071843435,0.0015701315139531886,5.987042697024102e-07,7.442592196268375e-08,3.9232488395344725e-10,1.0117745685753513e-07,5.234945395645692e-06,3.76,0.0,0.054075307059784083,0.8451037715372677,0.09268990882252191,0.016278546544885607,0.5654657430941705,0.3474568165184598,8.268562530723812e-10,4.355210204426487e-15,4.9987919560338215e-05,0.0011316056583363823,1.3697376896123001e-11,9.607122846109416e-11,2.1566469097985187e-09,0.020866275834230338,1.471522181304592e-11,6.387104781329089e-07,5.060530018068642e-07,0.00010509520852194695,9.558603392222305e-05,5.664576882500642e-06,4.8131600537837034e-06,1.200396260487817e-14,1.4066322791637192e-15,1.4202480136217486e-09,4.688658883409265e-11,0.00012869209937654353,2.1641342403698513e-06,0.000924098620770475,3.592027717137641e-14,1.3007771258542141e-06,4.123212626928805e-06,1.060294053096048e-06,1.7100480828723153e-06,0.05492325383360476,0.0024110196308624473,8.806999270739248e-06,3.4302065364687996e-12,5.978134983549552e-07,3.7643016460414447e-08,5.482950788789781e-05,1.0564158102327953e-12,3.7315025899745373e-07,1.8880176580164806e-08,2.0954696581491713e-05,2.2084785856678956e-05,0.004109642436550148,1.4173117596364277e-06,2.1402633260271244e-12,5.605806193516088e-11,2.920399306637159e-07,6.650059659043034e-11,7.31052833450963e-05,1.2379218885828624e-11,4.4597629394230365e-13,4.79796382765871e-09,3.9180911180025456e-10,2.228092209141155e-13,4.386022264188076e-05,1.3465809610844168e-11,1.0896999939163431e-07,2.096591627350155e-11,2.227384570453313e-12,2.3290452140497595e-10,1.499430059167697e-16,0.00011074523872166392,9.977499047480052e-07,2.0021376029155473e-14,1.1363507230063944e-07,1.5421738958234505e-13,2.068772453703615e-08,3.3470471205078106e-10,7.237684118725348e-16,1.8049033899619523e-14
0.010241671382944201,0.5767382990994623,3.480149221744075e-06,2.939792544502856e-06,1.5649671183498945e-05,0.004684088755010382,0.0,0.0,0.0019704925750569625,0.003444109312526567,0.126893682970235,0.00662433270606989,1.5088848741259087e-06,2.2989368669756087e-17,2.111417372885917e-12,7.437659350874174e-09,0.0002631534791309815,0.013644922251239533,5.915765175910827e-07,9.369955204754678e-12,7.856379141300613e-05,2.986324167088589e-12,6.535447427626522e-10,0.00016643934919592166,7.640322321347255e-07,0.02733347061732468,8.127494379798624e-09,0.0007930164140211184,0.001581919109273629,6.049785493054468e-07,7.51440025856544e-08,3.9551712318921014e-10,1.0218418779948952e-07,5.318675762452777e-06,3.76,0.0,0.053643356877891575,0.8439398746763879,0.09334550230033813,0.016392499669056367,0.5664525146208023,0.34671253324431334,8.205110842639573e-10,4.346603147049705e-15,4.9919075030531465e-05,0.0011301121798808775,1.3692042168571151e-11,9.616927337679224e-11,2.158916035087069e-09,0.02092340014022835,1.4660286960638367e-11,6.403871983556854e-07,5.074299656823532e-07,0.00010518985132774548,9.575822439980812e-05,5.671071332888517e-06,4.818814795786719e-06,1.204239307432663e-14,1.411132639689274e-15,1.428383414401176e-09,4.71803257789169e-11,0.00012885064960708624,2.1645769270098415e-06,0.0009328833805384617,3.598160362086055e-14,1.3011656560152105e-06,4.159772167970379e-06,1.0599077537790938e-06,1.7171176998711105e-06,0.0551293117651848,0.0024329243787092787,8.821792587042437e-06,3.429119653427059e-12,5.978807627410432e-07,3.780176559170869e-08,5.539272407183229e-05,1.0672734618338301e-12,3.762313883481116e-07,1.904363501535551e-08,2.112357015553374e-05,2.2250855771123976e-05,0.0041633044085030635,1.4264571424069847e-06,2.1540731807799295e-12,5.680079300392016e-11,2.9329813664650094e-07,6.757951308228208e-11,7.420821097601516e-05,1.2498923329585652e-11,4.509133552833468e-13,4.837569970776023e-09,3.943846143904451e-10,2.2424683840583158e-13,4.400237621680476e-05,1.3564607809449771e-11,1.0960202755473536e-07,2.1000329032026247e-11,2.2530218945504848e-12,2.3265342358279334e-10,1.5214893180496802e-16,0.00011154299095980239,1.0073840306711423e-06,2.0214700338732555e-14,1.1406891488336884e-07,1.5456227997117027e-13,2.0805206762170592e-08,3.3965903865942396e-10,7.253767476477837e-16,1.8343725126882466e-14
0.010258562202302146,0.576851329583752,3.491046879812346e-06,2.9503608314061214e-06,1.569733199950984e-05,0.004715902158322206,0.0,0.0,0.001971012568066845,0.003448630337602217,0.12793466906908108,0.006701863798428492,1.519422297987227e-06,2.334323077721957e-17,2.134544037875423e-12,7.469409341902472e-09,0.00026359644831970965,0.013693380280120699,5.97327407131989e-07,9.45400497230001e-12,7.890344567759853e-05,3.0239315648575986e-12,6.564815758009261e-10,0.0001678386311937306,7.653750974875102e-07,0.027486832896968245,8.258751382013639e-09,0.0008027871919523282,0.001592509621044505,6.106311633060243e-07,7.579136883911886e-08,3.983898082285281e-10,1.0309487023804448e-07,5.3947164645115535e-06,3.76,0.0,0.05325690353819919,0.8428907011015436,0.09393622487784704,0.016495116691353066,0.5673410693765746,0.34604061074064685,8.148334912968932e-10,4.33884402906614e-15,4.985701638603584e-05,0.0011287429062301758,1.3686847328944138e-11,9.625344978567567e-11,2.1608663926126608e-09,0.020973908803329513,1.461082200601681e-11,6.418747704747398e-07,5.086498700863795e-07,0.00010527089635714293,9.591008289365188e-05,5.6767783528459155e-06,4.823783837584079e-06,1.2076558128864864e-14,1.4151334666236573e-15,1.4356555521603424e-09,4.7444085907950934e-11,0.00012898721664720078,2.1648911446783246e-06,0.0009407816230562031,3.6035259816544166e-14,1.3014809875544558e-06,4.192605417024943e-06,1.059504571768683e-06,1.7234565485001052e-06,0.055313440379651836,0.002452641768089108,8.834908124455457e-06,3.428035552454854e-12,5.97924173633074e-07,3.794288833892562e-08,5.5901443218009534e-05,1.0770805850721635e-12,3.7900151627514313e-07,1.9190710886193735e-08,2.1275315954701406e-05,2.240033802965929e-05,0.004211890833288609,1.4346384533997687e-06,2.166427248594908e-12,5.747229936883072e-11,2.944270027338874e-07,6.855951125270545e-11,7.520920444353616e-05,1.2606809067044446e-11,4.553865776876673e-13,4.8731548408407215e-09,3.9669834974839676e-10,2.255329069101532e-13,4.412781875074534e-05,1.3652971139515997e-11,1.1016977964725539e-07,2.1029893870041655e-11,2.2762219292557094e-12,2.3241871248983505e-10,1.5415057117606672e-16,0.00011226156312759764,1.0160995873440417e-06,2.0389592056278088e-14,1.1445340999040872e-07,1.548627813907874e-13,2.091046128451398e-08,3.441543141064114e-10,7.267777563203016e-16,1.8611289707209356e-14
0.01027545302166009,0.5769644334435491,3.5019130841861214e-06,2.960868796392653e-06,1.5744643335704232e-05,0.004747799189304996,0.0,0.0,0.0019715066703597153,0.003453042090109652,0.12897868874260343,0.0067799093938251415,1.5299379792638264e-06,2.370018373602773e-17,2.1577484954319735e-12,7.501013471292467e-09,0.0002640345256929539,0.013741441631350404,6.030927335770378e-07,9.538426811803681e-12,7.924399548145717e-05,3.0618744814619106e-12,6.593981015908893e-10,0.00016923935331006456,7.666938847063213e-07,0.027639869208043243,8.391348383951074e-09,0.0008126218733844911,0.0016030821057741254,6.162887462080716e-07,7.643972993583309e-08,4.012619981000442e-10,1.0400990962376287e-07,5.471403588292842e-06,3.76,0.0,0.05287262934215318,0.8418399840645878,0.0945275816699786,0.016597785394235964,0.5682300364750223,0.3453667704856578,8.091872002060648e-10,4.331073102474422e-15,4.979486644565634e-05,0.001127350126730092,1.3681282971494289e-11,9.633380078126361e-11,2.1627302820968272e-09,0.02102356195228876,1.456133764018775e-11,6.433420447071169e-07,5.098514563988849e-07,0.00010534805274333662,9.605900870235295e-05,5.682355530291327e-06,4.828639737162894e-06,1.2110323100880891e-14,1.4190874080685828e-15,1.4428800936613277e-09,4.770725777176316e-11,0.00012911800880655174,2.165126351925833e-06,0.0009486714106168435,3.608746539223142e-14,1.3017640778684957e-06,4.225368930491615e-06,1.0590493113565157e-06,1.7297728426104351e-06,0.05549631141777295,0.0024723605171853144,8.847837494908095e-06,3.426852040495832e-12,5.9795156703432e-07,3.808234651457099e-08,5.641186361108287e-05,1.0869205642389733e-12,3.8176872542618827e-07,1.9337742306083546e-08,2.1426823212729698e-05,2.254983111293892e-05,0.004260750731483358,1.4427722061791565e-06,2.178709497954037e-12,5.814663692762806e-11,2.9555253259662856e-07,6.954800915486405e-11,7.621808596462452e-05,1.2714830670018985e-11,4.598881972195185e-13,4.908679189941332e-09,3.990079392193468e-10,2.2681149873083322e-13,4.425089706120629e-05,1.3740799768899625e-11,1.1073648670874585e-07,2.105813195758082e-11,2.2995415877871208e-12,2.3217584708754487e-10,1.561676298280436e-16,0.00011298066943401464,1.0248575568862865e-06,2.0565334841874073e-14,1.1483225319612972e-07,1.5515393946713862e-13,2.1015259878112296e-08,3.486839868629515e-10,7.281348872269536e-16,1.8881067910159788e-14
0.010292343841018035,0.5770776077152225,3.512748003314105e-06,2.9713163875891356e-06,1.5791605710242215e-05,0.004779778944261771,0.0,0.0,0.0019719751593865204,0.0034573452131492627,0.13002570334000815,0.006858468260274467,1.5404313084189497e-06,2.406025308522878e-17,2.181029355328613e-12,7.532471166566081e-09,0.0002644677377797745,0.013789105804647001,6.088721385608132e-07,9.623219617580286e-12,7.958543137863804e-05,3.1001535011995043e-12,6.622942473820469e-10,0.00017064142651841742,7.679887345842234e-07,0.027792570195695684,8.525286988009963e-09,0.0008225201518476344,0.0016136359280307978,6.219508379601821e-07,7.708904791235015e-08,4.041335188029464e-10,1.0492928397142085e-07,5.548736110059097e-06,3.76,0.0,0.05249053261749656,0.8407877573751176,0.09511955544494759,0.01670050154470631,0.5691193929845849,0.3446910518030833,8.035721916143628e-10,4.32329064542055e-15,4.973262720923153e-05,0.0011259341434534473,1.3675352356325788e-11,9.641035065260203e-11,2.1645082471660783e-09,0.0210723598960907,1.4511836666250384e-11,6.447890708425956e-07,5.110347529782034e-07,0.00010542134711781193,9.620501790423772e-05,5.687803721155919e-06,4.8333832298290735e-06,1.214368818037417e-14,1.4229944866104594e-15,1.4500565830564525e-09,4.7969825259337885e-11,0.00012924305652393922,2.1652832839976183e-06,0.0009565519425719042,3.6138226471795e-14,1.3020152135397938e-06,4.258059780607184e-06,1.0585424721450652e-06,1.7360665809051535e-06,0.0556779215156428,0.0024920790992207986,8.86058237118136e-06,3.4255700144831808e-12,5.979631402142284e-07,3.822013543051063e-08,5.6923958809550585e-05,1.0967928896019472e-12,3.8453284956928357e-07,1.948472051678044e-08,2.157808176777215e-05,2.2699327862017657e-05,0.004309882270162043,1.4508578086874354e-06,2.190919034894467e-12,5.882375216113823e-11,2.9667472354312293e-07,7.05450051960077e-11,7.723482491276223e-05,1.2822980548642764e-11,4.644183136354783e-13,4.944140108636728e-09,4.0131323936796183e-10,2.2808252081105006e-13,4.437161180577333e-05,1.3828085384570135e-11,1.1130212191457385e-07,2.108504920797363e-11,2.322980721157714e-12,2.3192493314415712e-10,1.5820008046013029e-16,0.00011370028138960541,1.0336578692166402e-06,2.0741927288960745e-14,1.1520544385063324e-07,1.5543579056278822e-13,2.1119601050881794e-08,3.5324798671208785e-10,7.294483128271121e-16,1.9153054391916055e-14
