Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596)
1.4872948254392231e-08,0.5176207026537911,2.609469788785503e-13,4.110356606023702e-16,3.3446631438817177e-16,1.5827018662238636e-15,0.0,0.0,8.277757640941366e-11,2.8205482496943266e-16,9.736272684887865e-18,1.7177623211297199e-16,9.537232555398891e-17,5.314851296149097e-35,2.4739949396626414e-25,2.4193057044772487e-16,1.6240639057360106e-14,3.380554205114632e-15,4.7929267789255397e-29,2.1067762148044688e-32,2.172783869013694e-16,1.2942150591511408e-25,3.4364168755282503e-16,1.4412982470300489e-24,8.463968808800184e-21,5.40138571546505e-20,2.3035122965861206e-15,1.5903418406648947e-18,2.2453535879264e-29,2.2035383853459654e-30,3.2052261401052383e-24,1.296485297834445e-24,3.176581370763553e-17,1.5396283352653145e-21,3.76,0.0,0.5831989948597374,0.9999408533749267,1.2116359271540804e-17,4.069685743422372e-12,1.534001976569058e-06,1.525658002311588e-06,8.343964525643612e-09,2.2249669520736673e-15,5.914654163798557e-05,1.5830712577835929e-19,5.1530664456734596e-23,1.71345238133844e-23,3.9279794161336014e-23,3.2784591234125604e-15,8.266816521325733e-17,2.861249177542639e-16,1.4197051795582444e-16,3.690076827388713e-17,2.0036725610463036e-20,3.402401614934623e-17,1.6764596665600594e-18,1.9607666035273834e-22,5.67198619341775e-23,1.309806471231561e-17,1.4335999280422911e-25,8.835547367881612e-18,8.910010439671893e-24,7.811220565634003e-16,2.3635302193429818e-29,3.2337920078586513e-18,1.4725997144477763e-14,8.623714695966062e-21,1.1142624694856894e-11,2.2532439268864844e-12,4.4847125236289076e-21,6.671309897168074e-11,1.7793833215103246e-24,6.539260288944043e-13,1.6706439954778627e-15,2.9416731234999886e-20,1.5146463914844857e-30,1.3643140746332316e-24,2.9463234922869716e-28,4.5866805247190006e-26,4.071198772618004e-12,3.093282143501112e-18,5.221303021975624e-29,9.147834915640327e-34,1.1658309117796283e-35,2.485959511536706e-14,1.0143080200846469e-26,8.14377307028533e-23,1.1272504764955972e-32,4.214486188454644e-25,1.1933281109463108e-26,8.332750864163554e-25,2.3629048492121868e-34,2.860987401315606e-25,4.6104210711498926e-20,7.079172817397819e-22,1.6508565233409095e-31,6.533770259991835e-30,8.722462595139445e-27,6.669890730396561e-31,2.737672032309516e-17,4.576898496929988e-34,7.224231603462141e-37,4.481550904690574e-21,3.589887803900925e-28,8.307574246486876e-19,9.09019258083091e-35,3.6644828811461475e-29,2.4618310992499282e-39
1.533611602462823e-08,0.5176207072816231,2.7715390900342896e-13,4.484145947098487e-16,3.6590319046753445e-16,1.7337060730347651e-15,0.0,0.0,8.541778008315954e-11,3.0004452806695676e-16,1.055636758830435e-17,1.8440769448942587e-16,1.0238780243681941e-16,5.679919786218983e-35,2.5804250294005896e-25,2.490889876206395e-16,1.6793685417608492e-14,3.598819310795111e-15,5.324274836555006e-29,2.3499318070741773e-32,2.3110943307308824e-16,1.4158554247576532e-25,3.4703697022068696e-16,1.5802538388686536e-24,8.999624419888791e-21,6.002853389943034e-20,2.390458385266064e-15,1.7092682585734722e-18,2.4725581750554476e-29,2.4454620982298032e-30,3.5034582295491425e-24,1.4223167737042432e-24,3.4137854621463076e-17,1.7110422667538226e-21,3.76,0.0,0.5831989470858453,0.9999408533722486,1.3610381841082888e-17,4.196422383367021e-12,1.5817732253997864e-06,1.5734153871207222e-06,8.357828070758521e-09,2.2909504233351657e-15,5.914654163650052e-05,1.6842811777791047e-19,5.319432726846194e-23,1.8114526976783735e-23,4.16716670140859e-23,3.4891042618481523e-15,8.533394945458672e-17,2.9629038787787306e-16,1.4735295210999358e-16,3.960316178428488e-17,2.2243819214600963e-20,3.592314839839062e-17,1.784512606236529e-18,2.0793393518436293e-22,5.850539979490796e-23,1.3511299687825123e-17,1.5302491325331366e-25,9.496924450677762e-18,1.021806370483725e-23,8.054687410985428e-16,2.6583359533235e-29,3.442897460576634e-18,1.5184465900765506e-14,9.562577956920765e-21,1.1476744320125461e-11,2.3939884126074126e-12,4.6261661519597725e-21,6.871345132621434e-11,1.8501317824930204e-24,6.931109250983251e-13,1.715739929910075e-15,3.1614715779615294e-20,1.683211690027578e-30,1.4934375754613975e-24,3.326698150143395e-28,5.178239963404687e-26,4.198029908253494e-12,3.2899314662297627e-18,6.077481262884456e-29,1.0461323062899529e-33,1.300009638201295e-35,2.640488748584135e-14,1.0885158791993025e-26,8.912462360618971e-23,1.252790382796974e-32,4.441298784224573e-25,1.3483710261102298e-26,9.14049042349888e-25,2.674539603786544e-34,3.0847823347417133e-25,4.801301216739885e-20,7.756987879162192e-22,1.783214947628516e-31,6.944345563507075e-30,9.374262473257822e-27,7.2968575738574395e-31,2.9991734709524365e-17,5.178690617040896e-34,7.79073338012765e-37,4.622260836836427e-21,3.8163806469435986e-28,8.638574475608343e-19,1.0279655164818424e-34,3.7813311007542923e-29,2.9607265340045674e-39
1.579928379486423e-08,0.5176207119094548,2.9383110248674635e-13,4.879128727481836e-16,3.9921126730482615e-16,1.893931293386388e-15,0.0,0.0,8.806165818923486e-11,3.185993891810703e-16,1.1416057680418483e-17,1.9742524074811866e-16,1.0965014267665225e-16,6.054191865106994e-35,2.6868948941134224e-25,2.560489149642059e-16,1.734951471532811e-14,3.823938772642465e-15,5.894284002518618e-29,2.612451323851151e-32,2.453685508430503e-16,1.5446754598553907e-25,3.502353792012954e-16,1.727866837818636e-24,9.551708356846776e-21,6.648442845099333e-20,2.477179912982947e-15,1.8325947692397355e-18,2.7152707075526956e-29,2.7050139937574467e-30,3.818987205406042e-24,1.5551590967902537e-24,3.659727893711588e-17,1.89502560332898e-21,3.76,0.0,0.5831988993119571,0.9999408533695653,1.5237829295311686e-17,4.323159024882013e-12,1.629544470318775e-06,1.6211745230246233e-06,8.369936601699622e-09,2.3555811750143593e-15,5.914654163536164e-05,1.7886778944148246e-19,5.485809644333224e-23,1.9120790833260932e-23,4.413305407180995e-23,3.706323671874847e-15,8.799984561867509e-17,3.0638256914995173e-16,1.5272343359295088e-16,4.239947210914102e-17,2.4609576839417864e-20,3.787179903180196e-17,1.896103001363998e-18,2.199173530965907e-22,6.024620494512669e-23,1.391351867712549e-17,1.630088201453419e-25,1.0182846783902026e-17,1.1666923200119859e-23,8.298167104337524e-16,2.979721870394876e-29,3.65882105437224e-18,1.564292724598797e-14,1.0567304665757334e-20,1.1810106355010895e-11,2.5388885537558296e-12,4.767742688399407e-21,7.070935813350143e-11,1.921597291674779e-24,7.333065867884819e-13,1.7596160298390104e-15,3.3893854362559904e-20,1.8641288787485272e-30,1.63031406707507e-24,3.742499184534427e-28,5.824818036886231e-26,4.324863834603646e-12,3.492662685328904e-18,7.04188366564878e-29,1.1912968894912564e-33,1.4446463023800928e-35,2.799510469405903e-14,1.1652330030737609e-26,9.72804612191172e-23,1.3875419167264623e-32,4.667754387963093e-25,1.5180071927658125e-26,9.999098937567875e-25,3.015915453791923e-34,3.3211349346462154e-25,4.992691505371079e-20,8.476470105078378e-22,1.9230786311093993e-31,7.367267722826756e-30,1.0049257309353536e-26,7.959491847126447e-31,3.276671684211394e-17,5.83839846506136e-34,8.378643552193453e-37,4.76303933598113e-21,4.0496137102318755e-28,8.9701096675132e-19,1.1582290467281522e-34,3.89823954498357e-29,3.539151644257195e-39
1.626245156510023e-08,0.5176207165372858,3.1097703987295677e-13,5.295826455811299e-16,4.344403311272306e-16,2.0636404032191403e-15,0.0,0.0,9.070920278498677e-11,3.3772019258610723e-16,1.2315895157715693e-17,2.1081838577592907e-16,1.171577139290405e-16,6.437267627364569e-35,2.793330124821391e-25,2.628099524708854e-16,1.7908120749540077e-14,4.055911914668671e-15,6.504321610376817e-29,2.895188643369686e-32,2.6005572574404627e-16,1.6808559548541097e-25,3.5324844580354127e-16,1.8843988211345435e-24,1.0120218186620674e-20,7.33974992723807e-20,2.563658793944043e-15,1.9603095242284455e-18,2.974084744087951e-29,2.9828480669514615e-30,4.152227744018043e-24,1.6950895038237674e-24,3.914382170415725e-17,2.09203232659828e-21,3.76,0.0,0.5831988515380728,0.9999408533668759,1.7006332407546475e-17,4.449895668026893e-12,1.6773157113259865e-06,1.668935187867939e-06,8.38051227383468e-09,2.4188675476257175e-15,5.914654163568845e-05,1.896265611139183e-19,5.652196486964514e-23,2.0153265965193304e-23,4.666395754275242e-23,3.930117588821306e-15,9.066583950410601e-17,3.1639961649713843e-16,1.5808085378459423e-16,4.528900473660154e-17,2.713940566115543e-20,3.986986280459239e-17,2.0112493979468156e-18,2.320065340432947e-22,6.19419069230235e-23,1.4304648298861564e-17,1.733116315545989e-25,1.089325462316483e-17,1.3266426586887248e-23,8.541659645477351e-16,3.329194354035295e-29,3.881585437657137e-18,1.6101381180264164e-14,1.1639964279876308e-20,1.214271254789186e-11,2.687935226724674e-12,4.909442697249414e-21,7.27008374237493e-11,1.9937815242222812e-24,7.745027388662127e-13,1.8022907596279407e-15,3.6253919784686523e-20,2.0578433295793518e-30,1.77515254037046e-24,4.1958213540406185e-28,6.529659884041593e-26,4.451700545570955e-12,3.701476257236062e-18,8.124355581045487e-29,1.3512267865947533e-33,1.600184257146996e-35,2.9630104634603373e-14,1.2444302110340546e-26,1.0591912718371928e-22,1.531838585271853e-32,4.893434908643526e-25,1.7031180220945893e-26,1.091016247205684e-24,3.388849084889239e-34,3.570638611726809e-25,5.1845366605370087e-20,9.238830395952152e-22,2.070801218782477e-31,7.802522959687118e-30,1.0747279654877879e-26,8.658529461136894e-31,3.5706243392053005e-17,6.559700061652907e-34,8.987822766985111e-37,4.903886342898654e-21,4.289570678266525e-28,9.302114457512533e-19,1.300506747766508e-34,4.0152081564554154e-29,4.206411163386e-39
1.672561933533623e-08,0.5176207211651166,3.285902068855216e-13,5.734757931945566e-16,4.716398413724778e-16,2.2430954283701145e-15,0.0,0.0,9.336040595737204e-11,3.5740772085920387e-16,1.3256426012391473e-17,2.2457659791452985e-16,1.2490883705733512e-16,6.82874790806324e-35,2.899661579347805e-25,2.693723848184063e-16,1.8469497344581125e-14,4.294737977595275e-15,7.155748927093361e-29,3.199003578447517e-32,2.7517093942381084e-16,1.8245756964001596e-25,3.560870194962865e-16,2.050111330126065e-24,1.070515127120952e-20,8.078365699755398e-20,2.649879430501013e-15,2.0923998232488295e-18,3.249601394908329e-29,3.2796190520314855e-30,4.503589033047839e-24,1.8421781498190764e-24,4.177720099331257e-17,2.3025149941297726e-21,3.76,0.0,0.5831988037641926,0.9999408533641817,1.8923723208228868e-17,4.576632312861088e-12,1.7250869484213867e-06,1.716697187614444e-06,8.389749123400199e-09,2.4808206163379383e-15,5.9146541636250905e-05,2.00704852617208e-19,5.81859266068636e-23,2.1211903431077408e-23,4.9264384312589215e-23,4.16048621761921e-15,9.333191870711215e-17,3.2634001997646625e-16,1.6342425638506364e-16,4.827104965459827e-17,2.9838672994234245e-20,4.191723507108987e-17,2.1299708190895877e-18,2.4418182163243367e-22,6.359231136386542e-23,1.4684659012650244e-17,1.8393325294527392e-25,1.1628083533957482e-17,1.5026729140676676e-23,8.785165034192234e-16,3.7082969994161467e-29,4.111213132792066e-18,1.6559827703713162e-14,1.278259791089352e-20,1.2474564643391925e-11,2.8411193412705614e-12,5.051266724818742e-21,7.468790711034976e-11,2.066686213591051e-24,8.16689193070781e-13,1.8437843967628794e-15,3.869466960233551e-20,2.2647989845952063e-30,1.9281606048448904e-24,4.688815110334712e-28,7.296096252510336e-26,4.578540035082202e-12,3.916372578871473e-18,9.335306849402935e-29,1.52690367289272e-33,1.7670705892664454e-35,3.130974556561611e-14,1.3260777728478913e-26,1.1505450551255483e-22,1.6860129304193641e-32,5.117951477208983e-25,1.9046099880261717e-26,1.1875269734490629e-24,3.7952088905049525e-34,3.8339151773275176e-25,5.376787358072493e-20,1.0045276988160966e-21,2.226753740330548e-31,8.25009754349947e-30,1.1468157813230398e-26,9.394692767030214e-31,3.881487654924146e-17,7.346396940847608e-34,9.618129977245015e-37,5.0448017989533195e-21,4.536235280666096e-28,9.634531699598356e-19,1.4555163799746802e-34,4.13223687829879e-29,4.9724975370164234e-39
1.718878710557223e-08,0.5176207257929468,3.4666909441967395e-13,6.196439321084035e-16,5.108589333350697e-16,2.4325575481622553e-15,0.0,0.0,9.601525982277774e-11,3.7766275488661565e-16,1.423819105975714e-17,2.386893380368442e-16,1.3290179360347167e-16,7.228235454141976e-35,3.005825058112043e-25,2.7573710452800356e-16,1.903363834991286e-14,4.5404161306171705e-15,7.849920951179188e-29,3.524761692533056e-32,2.9071417016139496e-16,1.9760114868588554e-25,3.5876130858133784e-16,2.2252658668576756e-24,1.1306504769827345e-20,8.865876160390109e-20,2.7358283972926365e-15,2.228852232079959e-18,3.542429338063125e-29,3.595982356153216e-30,4.873474834893271e-24,1.9964885286744283e-24,4.4497120263864694e-17,2.52692465738474e-21,3.76,0.0,0.5831987559903162,0.9999408533614834,2.099803386009966e-17,4.7033689594439e-12,1.772858181604939e-06,1.7644603527866325e-06,8.397816627905037e-09,2.541453756472272e-15,5.9146541636018594e-05,2.1210308341735536e-19,5.984997674357639e-23,2.2296654779971396e-23,5.19343459680137e-23,4.3974297366531505e-15,9.599807239394141e-17,3.362025614374839e-16,1.6875281807678863e-16,5.1344884258738994e-17,3.271270547478548e-20,4.401381181080609e-17,2.2522867629884425e-18,2.5642431059240743e-22,6.519738147697581e-23,1.5053560352641756e-17,1.9487357888591392e-25,1.2387265044305828e-17,1.6958300553142697e-23,9.028683270269757e-16,4.1186104103376567e-29,4.347726536668007e-18,1.7018266816454066e-14,1.3997218128700295e-20,1.2805664382414735e-11,2.998431840316528e-12,5.1932153041834504e-21,7.667058499080523e-11,2.1403131455893234e-24,8.598558472685506e-13,1.884118675452197e-15,4.121584831198923e-20,2.4854382781454516e-30,2.0895444965800828e-24,5.223686241126467e-28,8.127542910442579e-26,4.7053822970882855e-12,4.1373519940492104e-18,1.0685725831790828e-28,1.7193413476328398e-33,1.9457561092550578e-35,3.303388610793438e-14,1.4101455243858746e-26,1.2470048058759834e-22,1.850396471045204e-32,5.3409439272757055e-25,2.1234145623561768e-26,1.2896012051545828e-24,4.236914790144918e-34,4.111615522987125e-25,5.569399585038529e-20,1.0897015463396977e-21,2.391325041037112e-31,8.709977789724993e-30,1.2211716613306e-26,1.0168691061984101e-30,4.209716405934202e-17,8.202415146344276e-34,1.026942360892255e-36,5.1857856461111824e-21,4.789591292064726e-28,9.96731142708199e-19,1.6239965644479217e-34,4.2493256541596073e-29,5.848108634884735e-39
1.7651954875808228e-08,0.5176207304207767,3.65212198534646e-13,6.681384219464213e-16,5.521464206951271e-16,2.632287098910532e-15,0.0,0.0,9.867375652684312e-11,3.9848607386999704e-16,1.5261726856122008e-17,2.531460942986643e-16,1.4113483229689753e-16,7.635335969418723e-35,3.111760999652552e-25,2.8190554170783637e-16,1.9600537639937532e-14,4.79294548166967e-15,8.588186247646316e-29,3.8733341725914123e-32,3.066853933175225e-16,2.1353381639140944e-25,3.612809184144491e-16,2.4101238908832473e-24,1.1924275641045615e-20,9.703861999176409e-20,2.8214941657079337e-15,2.3696526854019606e-18,3.8531848354531183e-29,3.932594006334587e-30,5.262283549360642e-24,2.158077877910838e-24,4.730327042796106e-17,2.765710791265162e-21,3.76,0.0,0.5831987082164437,0.9999408533587811,2.3237495521577134e-17,4.830105607834513e-12,1.82062941087661e-06,1.8122245353597941e-06,8.40486281206192e-09,2.600782266536681e-15,5.914654163541075e-05,2.2382167276971835e-19,6.15141112725685e-23,2.3407472063655375e-23,5.467385881316289e-23,4.640948301118495e-15,9.86642911021673e-17,3.4598627672384134e-16,1.740658316551333e-16,5.450977588053338e-17,3.576678840181743e-20,4.615948965044147e-17,2.3782172007202982e-18,2.6871586708993796e-22,6.675722106018064e-23,1.5411396565128542e-17,2.0613249453125035e-25,1.3170727213831374e-17,1.907192169389342e-23,9.272214353497758e-16,4.5617519991549277e-29,4.5911479212837725e-18,1.7476698518605997e-14,1.5285808836608304e-20,1.3136013502173653e-11,3.1598636997563326e-12,5.335288959541565e-21,7.864888874764256e-11,2.2146641533220883e-24,9.039926847479677e-13,1.9233164796332244e-15,4.381718925449911e-20,2.7202020704163244e-30,2.2595090862132907e-24,5.802695515150344e-28,9.027500061706251e-26,4.832227325564072e-12,4.3644147991937094e-18,1.2187193308917142e-28,1.929585727163288e-33,2.1366953549098548e-35,3.4802385244233085e-14,1.496602969882588e-26,1.3487093715918573e-22,2.0253196532717196e-32,5.562080129777689e-25,2.3604881500437556e-26,1.3973983346467587e-24,4.7159380482896945e-34,4.404420296341163e-25,5.76233406806706e-20,1.1795248758352492e-21,2.56492221037211e-31,9.182150058299926e-30,1.2977778082195916e-26,1.0981221042747176e-30,4.555763926074433e-17,9.131806229155242e-34,1.0941562568902246e-36,5.3268378269513474e-21,5.049622532010851e-28,1.0300409945873017e-18,1.8067067822213936e-34,4.366474428210065e-29,6.844664309751866e-39
1.8115122646044228e-08,0.5176207350486062,3.8421802044505874e-13,7.190103712752878e-16,5.955507979395912e-16,2.842543577351938e-15,0.0,0.0,1.0133588824428302e-10,4.198784553326435e-16,1.6327566515760524e-17,2.6793641295049e-16,1.496061747330194e-16,8.049659043845453e-35,3.2174141946089344e-25,2.8787959985392927e-16,2.017018911381926e-14,5.052325086399562e-15,9.37188681467714e-29,4.245597754936336e-32,3.230845817279487e-16,2.3027286202388907e-25,3.6365488733004343e-16,2.604946816015278e-24,1.2558460644915974e-20,1.0593898391520243e-19,2.9068668631640943e-15,2.5147865765942435e-18,4.1824917487062033e-29,4.290110607708184e-30,5.670408275606546e-24,2.3269975666554054e-24,5.019533165322119e-17,3.0193212336850507e-21,3.76,0.0,0.5831986604425751,0.9999408533560737,2.5650537199859765e-17,4.956842258091988e-12,1.8684006362363647e-06,1.8599896060484932e-06,8.411016961303515e-09,2.6588230408877576e-15,5.914654163516041e-05,2.3586103984573444e-19,6.31783269809364e-23,2.4544307846778915e-23,5.748294387908165e-23,4.8910420459539706e-15,1.0133056656719165e-16,3.556904226578933e-16,1.7936269129055906e-16,5.77649839878717e-17,3.900616521398875e-20,4.835416588255759e-17,2.507782573860508e-18,2.8103914272679043e-22,6.827205893105447e-23,1.5758242617993566e-17,2.177098769043554e-25,1.3978395130635708e-17,2.137868134226005e-23,9.515758283664285e-16,5.0393757891334307e-29,4.8414994343200345e-18,1.793512281028813e-14,1.665032520733094e-20,1.3465613736216711e-11,3.3254059282602946e-12,5.47748821019651e-21,8.062283594931544e-11,2.2897411126848683e-24,9.490897735202868e-13,1.961401578510813e-15,4.649841627718772e-20,2.9695295908545836e-30,2.4382578868940333e-24,6.428158329185468e-28,9.999551764542814e-26,4.9590751145082325e-12,4.597561248441356e-18,1.38518962487565e-28,2.1587148372456677e-33,2.3403466071947293e-35,3.661510231817211e-14,1.5854193723483792e-26,1.4557976034496572e-22,2.2111118081206486e-32,5.781055209742383e-25,2.6168120246877353e-26,1.5110780116589648e-24,5.234301093876108e-34,4.713040573418518e-25,5.955555763199489e-20,1.274117717434839e-21,2.747971008276501e-31,9.666600752113422e-30,1.3766162030831102e-26,1.183296721593148e-30,4.920082112144194e-17,1.013874824585332e-33,1.1634407109560072e-36,5.467958284677245e-21,5.316312864866788e-28,1.0633789042288007e-18,2.004427373444221e-34,4.483683145157954e-29,7.974321804661288e-39
1.8578290416280227e-08,0.5176207396764352,4.036850665112828e-13,7.723106428056045e-16,6.411202426844981e-16,3.0635856440051507e-15,0.0,0.0,1.0400164717871252e-10,4.4184067512569515e-16,1.743624043491771e-17,2.8304992555434705e-16,1.5831402032964135e-16,8.470818976532192e-35,3.3227335170088926e-25,2.936615972339327e-16,2.0742586695309913e-14,5.318553956007969e-15,1.0202357977803166e-28,4.6424347003449664e-32,3.399117060472625e-16,2.4783538231987494e-25,3.6589172041147227e-16,2.8099960071283784e-24,1.320905634507366e-20,1.1537554821793388e-19,2.9919380626535654e-15,2.6642388362025613e-18,4.530981554881134e-29,4.669189311564169e-30,6.098236873357276e-24,2.5032934664136747e-24,5.3172974937816496e-17,3.2882021338520924e-21,3.76,0.0,0.5831986126687103,0.9999408533533616,2.82457845951207e-17,5.08357891027527e-12,1.916171857684171e-06,1.907755451934234e-06,8.416391994119371e-09,2.715594285492487e-15,5.914654163523763e-05,2.482216038435362e-19,6.484262135473531e-23,2.570711521526892e-23,6.036162692730049e-23,5.1477110884057e-15,1.0399689157066686e-16,3.6531444818376886e-16,1.8464287964400059e-16,6.110976210062008e-17,4.243603708380456e-20,5.0597738481355045e-17,2.641003791953915e-18,2.9337758294572155e-22,6.974223466627418e-23,1.6094200553015828e-17,2.2960559602455343e-25,1.4810191345433277e-17,2.3889972897258708e-23,9.759315060557617e-16,5.553172218565759e-29,5.09880309970994e-18,1.8393539691619654e-14,1.809269367134528e-20,1.379446681444754e-11,3.495049567082628e-12,5.619813574199364e-21,8.259244405109602e-11,2.3655459383748206e-24,9.95137265625993e-13,1.9983983989559625e-15,4.925924518544856e-20,3.233858390155439e-30,2.6259930622242786e-24,7.102444357098803e-28,1.1047365353662907e-25,5.085925657943112e-12,4.8367915581951355e-18,1.5692641443839296e-28,2.4078388046090602e-33,2.55717191731352e-35,3.847189703354748e-14,1.6765638334553975e-26,1.5684083562885727e-22,2.4081011155178498e-32,5.997590668998856e-25,2.893392264180551e-26,1.6308001410957156e-24,5.794077340369663e-34,5.038218527365642e-25,6.14903340041939e-20,1.3735998386905938e-21,2.940916289169039e-31,1.0163316315539853e-29,1.4576686563952325e-26,1.2724602271974153e-30,5.3031214275822434e-17,1.1227546756766677e-33,1.2347819563670467e-36,5.609146963127889e-21,5.589646199709244e-28,1.096741529043588e-18,2.2179595365162766e-34,4.600951750255966e-29,9.249990016123699e-39
1.9041458186516227e-08,0.5176207443042639,4.236118482286552e-13,8.280898580307977e-16,6.889026179060829e-16,3.2956711264648575e-15,0.0,0.0,1.0667102556247338e-10,4.643735074343034e-16,1.8588276930156417e-17,2.984763729129112e-16,1.672565506501152e-16,8.8984355010842e-35,3.427671671814339e-25,2.9925421342824475e-16,2.1317724332578773e-14,5.591631064102269e-15,1.1080928308153268e-28,5.064732815102356e-32,3.5716673504921756e-16,2.662382834556986e-25,3.679994212356722e-16,3.0255327769967288e-24,1.3876059110821804e-20,1.2536394933678037e-19,3.0767005988423407e-15,2.8179940004668233e-18,4.8992933620009925e-29,5.0704877919282486e-30,6.546152023414294e-24,2.6870063045274712e-24,5.623586348597264e-17,3.5727979081852645e-21,3.76,0.0,0.5831985648948494,0.9999408533506449,3.1032058937016156e-17,5.210315564443175e-12,1.9639430752199957e-06,1.955521974392397e-06,8.421086535121026e-09,2.7711152714518638e-15,5.914654163520035e-05,2.6090378408447577e-19,6.65069924964593e-23,2.6895847783236805e-23,6.330993844868506e-23,5.410955530268682e-15,1.0666325980802703e-16,3.7485796915807253e-16,1.8990595660782235e-16,6.45433594563918e-17,4.606156261436588e-20,5.28901061159148e-17,2.7779022298597464e-18,3.0571543048657793e-22,7.116818555153205e-23,1.641939615505819e-17,2.4181951590467333e-25,1.5666036250641765e-17,2.661749107246301e-23,1.000288468396621e-15,6.104867946425174e-29,5.363080818206327e-18,1.885194916271979e-14,1.9614811950723634e-20,1.412257446314281e-11,3.668785689870267e-12,5.762265571677235e-21,8.455773039595636e-11,2.442080580462174e-24,1.0421253964468738e-12,2.034331830129854e-15,5.209938500970941e-20,3.5136242997541846e-30,2.8229154341801464e-24,7.82797720090364e-28,1.2174690865774223e-25,5.212778949914547e-12,5.0821059111899795e-18,1.772286901904997e-28,2.6780998477914246e-33,2.7876371439604833e-35,4.0372629453446326e-14,1.7700053640196003e-26,1.68668048860012e-22,2.6166145738714096e-32,6.211433434675966e-25,3.191259686539215e-26,1.7567248808051818e-24,6.397391006432251e-34,5.380728093623606e-25,6.342739077115604e-20,1.4780907455262463e-21,3.144222423695108e-31,1.0672283233026627e-29,1.5409168523718424e-26,1.3656787425064931e-30,5.705330906137112e-17,1.240263582355082e-33,1.3081664962450928e-36,5.750403806789054e-21,5.869606490230677e-28,1.130125944694955e-18,2.448125327196499e-34,4.7182801893109454e-29,1.0685342626297466e-38
