Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088)
2.8389122629156593e-07,0.5363823565761917,2.9214246121771795e-10,8.908615390746221e-12,7.1618304550267615e-12,4.292746487782382e-11,0.0,0.0,4.740050411040979e-09,4.0881012898153525e-13,5.972326713942169e-15,8.691741511331795e-14,3.973615568292109e-18,7.815017721682237e-33,1.402789245263091e-23,2.8879260460529738e-15,1.3609041046851649e-12,7.0018816011820085e-12,1.3359023968946122e-23,3.224920131298193e-25,9.305850331176488e-13,9.344214093907326e-21,2.7145938459104002e-15,3.8255570998506347e-20,7.735480430663309e-18,6.089373141364391e-16,2.5265660231750655e-19,2.4368455213465473e-21,2.6403111661606328e-24,5.844882312800537e-26,2.5839880679380765e-20,8.355965002551672e-26,2.1252453151538055e-19,5.239221730189135e-28,3.76,0.0,0.5274970034791775,0.9999083306481491,5.277852379043369e-12,1.1136808069462274e-14,9.190902720105157e-05,9.188287079240644e-05,2.6147302172748253e-08,2.8285862021215444e-14,9.166452062780963e-05,7.929893613476862e-16,1.0132512822848647e-19,6.9611791772072e-20,3.546147714781843e-19,6.998376904683168e-12,8.514693694162808e-15,1.1269366036798985e-14,1.3516703590491974e-14,4.804793866885886e-14,1.1635866094526278e-15,7.801140997699693e-14,3.1344237446396863e-14,2.594652408764408e-19,1.7138236067341316e-20,1.5690031610204863e-16,1.2948172271004108e-21,2.1020552888035113e-14,6.8203628639520875e-18,9.872164023827395e-14,2.6355027629948503e-15,4.701351629115109e-23,1.0971142189783633e-16,1.373412015845185e-12,2.719528685800411e-10,1.4231252625290367e-09,4.59757788643487e-18,1.9452730584170594e-09,7.295291165800159e-11,6.148430453046904e-20,3.4410557491787113e-22,8.390459133454717e-17,3.956359621673901e-25
3.0482491006465966e-07,0.5363830439974347,3.2369156535639985e-10,1.05474414839675e-11,8.382560764762088e-12,5.1561437829567646e-11,0.0,0.0,5.1503442491071466e-09,4.75981966873078e-13,6.852066677383776e-15,9.373830700771145e-14,4.782727809102317e-18,9.845427905534614e-33,1.5788505740410256e-23,2.8889845705478487e-15,1.4602764670230043e-12,8.073396046298766e-12,1.74815922219686e-23,4.4939656939035505e-25,1.0729220661333737e-12,1.0982897909941091e-20,2.7145759135144826e-15,4.5158466015177235e-20,8.431816932798054e-18,8.370390123456468e-16,3.042936232776909e-19,3.1705699902249428e-21,3.2650783059855155e-24,7.178683201773192e-26,2.85527999271717e-20,1.1470550745179092e-25,2.857248954410034e-19,7.820170403480036e-28,3.76,0.0,0.5274902266080841,0.9999083302305616,6.704713230577249e-12,1.2833581647734402e-14,9.868561761637279e-05,9.865946015633179e-05,2.614696824044398e-08,2.828581233349049e-14,9.166452058935409e-05,9.310460961856155e-16,1.1230227655512212e-19,8.168947677606545e-20,4.346175498480283e-19,8.069363140497638e-12,9.143552329758235e-15,1.137241648389266e-14,1.4058972363837828e-14,5.252740681344593e-14,1.3783550176912618e-15,9.048123122431151e-14,3.853532321287484e-14,2.6758305949430736e-19,1.75687637642113e-20,1.5695740999067166e-16,1.4944931699152464e-21,2.3594274471741173e-14,8.49540208589202e-18,1.0612105584961219e-13,2.937201963998147e-15,5.978213203340819e-23,1.2467126537897283e-16,1.4745552776506456e-12,2.795660212396697e-10,1.6057320280461197e-09,6.2184322384005384e-18,2.0317268715548347e-09,7.6991609361566e-11,7.584184077615024e-20,4.521919630056958e-22,9.442750869290891e-17,4.769622553437546e-25
3.257585938377534e-07,0.5363837314100054,3.5545945380643936e-10,1.2317320098359025e-11,9.680935577899782e-12,6.108334963853389e-11,0.0,0.0,5.566471506209874e-09,5.487618964724706e-13,7.815022323171366e-15,1.0056190243617489e-13,5.6787640460191685e-18,1.2145139686864932e-32,1.7579830602034958e-23,2.8902300711577303e-15,1.5595320168179978e-12,9.221160964272271e-12,2.2633496359646014e-23,6.106903825882537e-25,1.2253835846894637e-12,1.275742071515526e-20,2.7145609751476514e-15,5.2656959413631866e-20,9.128393235401977e-18,1.1241799063471578e-15,3.614549350760111e-19,4.049100536360856e-21,3.9808785075449535e-24,8.693062047739374e-26,3.127451000783235e-20,1.5381537586796934e-25,3.7581127915798786e-19,1.1378236070879066e-27,3.76,0.0,0.5274834498228441,0.9999083298070751,8.363074129004878e-12,1.4649791855428184e-14,0.0001054621209770547,0.00010543596236678812,2.61466343102936e-08,2.8285727261051685e-14,9.166452055035732e-05,1.0827828820653987e-15,1.2405448911242424e-19,9.493885765465047e-20,5.252020777271947e-19,9.216551981755354e-12,9.772401265199162e-15,1.147821085605219e-14,1.4589601111647307e-14,5.705385887029837e-14,1.6127430749192744e-15,1.039989516205477e-13,4.6641163654152786e-14,2.7478717555289825e-19,1.7951192648689272e-20,1.570246497463487e-16,1.7087221691832637e-21,2.6266010449338646e-14,1.0401127121410728e-17,1.1353691425491739e-13,3.245073718546877e-15,7.462496827007305e-23,1.4026406296900181e-16,1.5756807098477365e-12,2.863752506984699e-10,1.7955091886679936e-09,8.241555606327308e-18,2.1132619272176596e-09,8.079408317229156e-11,9.229251011085524e-20,5.834515279020718e-22,1.0541885705076657e-16,5.673887330470584e-25
3.466922776108471e-07,0.5363844188138905,3.873260373792404e-10,1.4212631521716605e-11,1.1051033601416113e-11,7.149759455500932e-11,0.0,0.0,5.988098889484723e-09,6.272259990013881e-13,8.865859516649042e-15,1.0738864893678054e-13,6.663188729456762e-18,1.4712363534830474e-32,1.9393401243308285e-23,2.8916755920000492e-15,1.6586737949720735e-12,1.0445175164863544e-11,2.9011763082937614e-23,8.118383530106944e-25,1.3879694839492566e-12,1.4667820574720946e-20,2.7145486227039696e-15,6.075130897701749e-20,9.824905368989892e-18,1.4794801379894826e-15,4.2421151485867643e-19,5.087601999962428e-21,4.793786734629535e-24,1.0397461631686098e-25,3.400199698109903e-20,2.0208422560431987e-25,4.849126460716993e-19,1.6183368705023215e-27,3.76,0.0,0.5274766731234317,0.9999083293780052,1.0266650634605956e-11,1.658529670530073e-14,0.00011223853728421364,0.00011221237742482867,2.6146300386241516e-08,2.828567356101843e-14,9.16645205108482e-05,1.2487745386164874e-15,1.3662623734243868e-19,1.0938069888289863e-19,6.267179574641022e-19,1.0439940580319578e-11,1.0401240500643454e-14,1.1588646957129203e-14,1.5112522931286714e-14,6.16319694360773e-14,1.8669940306557726e-15,1.1857381318422559e-13,5.567851478319839e-14,2.811845868971617e-19,1.8291197296479333e-20,1.5710275459891075e-16,1.9375589026968137e-21,2.903388508806982e-14,1.2546170208743178e-17,1.209692121501578e-13,3.558266509410321e-15,9.165928126238314e-23,1.5647004174659898e-16,1.6767883157574982e-12,2.924769157360313e-10,1.992008949655672e-09,1.0727321883031805e-17,2.1902376816055767e-09,8.437719398604261e-11,1.1098630249234333e-19,7.408612873069093e-22,1.1687696069609216e-16,6.671923795942021e-25
3.6762596138394085e-07,0.5363851062090782,4.1918679631829885e-10,1.6227283546888e-11,1.2486935761298758e-11,8.280542027812303e-11,0.0,0.0,6.414918481862138e-09,7.114459850026257e-13,1.0009265594559781e-14,1.1421902651633062e-13,7.737255123449108e-18,1.754268518028209e-32,2.1221813192087212e-23,2.893325721616035e-15,1.7577047929115515e-12,1.1745437458456876e-11,3.683553981299955e-23,1.058551374421977e-24,1.560679659077078e-12,1.6714119539989064e-20,2.7145384656020886e-15,6.944156284951063e-20,1.052115545300859e-17,1.9125343314354996e-15,4.926177010230134e-19,6.301473954282215e-21,5.7098596546632125e-24,1.2301012546256688e-25,3.673326314948058e-20,2.6076147237018074e-25,6.151931216774198e-19,2.2554456486790034e-27,3.76,0.0,0.5274698965098252,0.9999083289436435,1.2428069800226252e-11,1.8639957844107158e-14,0.00011901486653896603,0.00011898870533152172,2.6145966467330014e-08,2.8285652238556443e-14,9.166452047085353e-05,1.429603829406416e-15,1.5005749392701681e-19,1.2502957578348689e-19,7.39449108684192e-19,1.1739526180138958e-11,1.1030070036251019e-14,1.1704986510239459e-14,1.5630947254286042e-14,6.626721491278279e-14,2.141368231715113e-15,1.3421008552073357e-13,6.565775710103906e-14,2.8687023705001746e-19,1.859380291129879e-20,1.5719195861419596e-16,2.1810589708061834e-21,3.1896698814000214e-14,1.4938482347686288e-17,1.2841794623103772e-13,3.876040459659059e-15,1.1099036206060877e-22,1.7327505509897335e-16,1.777878098701274e-12,2.9795581369767345e-10,2.1948205193049883e-09,1.3739179820822996e-17,2.2629846726731664e-09,8.775673340479887e-11,1.3207420867060456e-19,9.27555639194876e-22,1.2880227609760578e-16,7.766436870908856e-25
3.885596451570346e-07,0.5363857935955577,4.509510357396246e-10,1.8354834440063177e-11,1.3982798312009667e-11,9.500533933910737e-11,0.0,0.0,6.846645563571093e-09,8.014895248574239e-13,1.1249951922524655e-14,1.2105353292849766e-13,8.90203535847682e-18,2.0629388794822712e-32,2.305865966526053e-23,2.895187849584439e-15,1.8566279545889343e-12,1.3121946655844503e-11,4.63459386927607e-23,1.356742546747014e-24,1.7435140052381232e-12,1.8896330138925046e-20,2.714530949836278e-15,7.872763420242505e-20,1.1217017254928901e-17,2.4333601465825723e-15,5.667135294159968e-19,7.70630755114236e-21,6.735136357349979e-24,1.4412543875985268e-25,3.946701177053777e-20,3.311437388495662e-25,7.688371039880994e-19,3.086360828381521e-27,3.76,0.0,0.5274631199820075,0.9999083285042605,1.4858877654311744e-11,2.0813640494154512e-14,0.00012579110874242835,0.0001257649460879461,2.614563255171218e-08,2.8285620015084363e-14,9.166452043039813e-05,1.6258608423511453e-15,1.6438369919245533e-19,1.4189419925156749e-19,8.636169212626463e-19,1.3115306102056772e-11,1.1658889872183266e-14,1.1828057580525932e-14,1.6147483103065382e-14,7.096563464433137e-14,2.43614633197396e-15,1.5090734032844004e-13,7.658349455658097e-14,2.91928299538546e-19,1.8863469175195065e-20,1.57292658176671e-16,2.4392786464123154e-21,3.4853802940554504e-14,1.758546648419193e-17,1.3588311319309814e-13,4.197752877511991e-15,1.3271141044707798e-22,1.906695708482843e-16,1.878950062000606e-12,3.0288654547711006e-10,2.4035667004349125e-09,1.7343323554785878e-17,2.3318069985731684e-09,9.094738670842595e-11,1.5570787583330362e-19,1.1468221447248217e-21,1.4119695583921181e-16,8.960087116029987e-25
4.094933289301283e-07,0.5363864809733194,4.825403235108451e-10,2.0588599347459723e-11,1.553290972115825e-11,1.080934962284286e-10,0.0,0.0,7.283016624184363e-09,8.974205521172596e-13,1.259265601721405e-14,1.2789268075860025e-13,1.0158446387647043e-17,2.396402597663894e-32,2.4898463979835002e-23,2.8972732839549175e-15,1.9554461774812703e-12,1.4574701568198315e-11,5.780567188656215e-23,1.7124844990061035e-24,1.936472417598351e-12,2.121445975555079e-20,2.714526520231883e-15,8.860935443091465e-20,1.1912411485353997e-17,3.0523471735984305e-15,6.465268004317124e-19,9.317847055076554e-21,7.875639058396154e-24,1.6740593546987154e-25,4.220241917486416e-20,4.145677929139382e-25,9.4803558550287e-19,4.154031994700727e-27,3.76,0.0,0.5274563435399645,0.9999083280601064,1.7569557625701746e-11,2.3106213396272896e-14,0.00013256726389571715,0.0001325410996951865,2.6145298640255144e-08,2.8285566655176045e-14,9.166452038950496e-05,1.8381424183187034e-15,1.7963580819598054e-19,1.5997782836470012e-19,9.99384710410665e-19,1.4567277729427044e-11,1.2287700008602585e-14,1.195839918362088e-14,1.6664242591904156e-14,7.573365233514099e-14,2.751631677647677e-15,1.6866078510813207e-13,8.84551523277807e-14,2.964333943357106e-19,1.9104156465267252e-20,1.574054799647165e-16,2.7122746546006858e-21,3.790499451926783e-14,2.0494097862282553e-17,1.43364709731807e-13,4.5228455854433995e-15,1.5690372363473252e-22,2.0864782353181805e-16,1.9800042089771404e-12,3.0733472821383674e-10,2.6179007996457873e-09,2.1608365499630592e-17,2.3969845615511582e-09,9.396273722590243e-11,1.820392575521906e-19,1.4020968552239527e-21,1.5406448791688463e-16,1.025550716016991e-24
4.3042701270322204e-07,0.5363871683423543,5.138871012575916e-10,2.2921741151239955e-11,1.713173290897836e-11,1.2206399259870776e-10,0.0,0.0,7.723787558297988e-09,9.99299540711964e-13,1.4042143166144616e-14,1.3473700272654123e-13,1.1507272150132576e-17,2.753676712589881e-32,2.67365221072146e-23,2.899589952838462e-15,2.0541623127383293e-12,1.610370100716807e-11,7.149849190091254e-23,2.131968209756554e-24,2.1395547913243965e-12,2.366851282893379e-20,2.71452510568568e-15,9.908650655526427e-20,1.2607290073351001e-17,3.7802066069031496e-15,7.320748903825752e-19,1.1151955840052143e-20,9.137373787337552e-24,1.9293418342347865e-25,4.493898106228414e-20,5.124037151722189e-25,1.1549737048503994e-18,5.507550689584943e-27,3.76,0.0,0.527449567183687,0.9999083276114147,2.0569558468412612e-11,2.551754875367743e-14,0.00013934333199994912,0.0001393171661543359,2.614496473352416e-08,2.82855161279195e-14,9.166452034819546e-05,2.067051626111051e-15,1.9584038673369798e-19,1.7927871741409162e-19,1.1468620594100143e-18,1.6095438494596102e-11,1.2916500445672553e-14,1.2096351719022411e-14,1.7182926416185036e-14,8.057795414555897e-14,3.0881519196404395e-15,1.874616419984158e-13,1.0126756499348341e-13,3.004517209934236e-19,1.9319375437223637e-20,1.5753086093775082e-16,3.0001039663074763e-21,4.105042957837911e-14,2.3671032178422112e-17,1.508627325426395e-13,4.8508339162850245e-15,1.8363693042697132e-22,2.272071081408653e-16,2.081040542952544e-12,3.113580644495542e-10,2.837503841023601e-09,2.660501442368069e-17,2.458775073418463e-09,9.681532101028855e-11,2.1122026356044102e-19,1.6969591974027565e-21,1.6740940398556738e-16,1.1655314368632706e-24
4.5136069647631577e-07,0.5363878557026548,5.449334524147e-10,2.5347347349172044e-11,1.877393529704705e-11,1.3690917434506545e-10,0.0,0.0,8.168732029339131e-09,1.1071837579526128e-12,1.5603207228893802e-14,1.4158704966827129e-13,1.2949182412221634e-17,3.133657399141167e-32,2.8568774391225906e-23,2.902141498965228e-15,2.1527791646717792e-12,1.770894378485168e-11,8.772845582294185e-23,2.6214637483879067e-24,2.352761021583499e-12,2.6258491735861525e-20,2.7145265949378592e-15,1.101588448833452e-19,1.3301626685781432e-17,4.6279221187423996e-15,8.23366331312216e-19,1.3224586460115815e-20,1.0526331058554587e-23,2.207900358618423e-25,4.7676413206552914e-20,6.260483444580047e-25,1.3918195089721177e-18,7.202538402335663e-27,3.76,0.0,0.5274427909131676,0.9999083271584018,2.386732951923335e-11,2.8047522175908537e-14,0.00014611931305624103,0.0001460931454664956,2.614463083092169e-08,2.8285478958409292e-14,9.166452030648951e-05,2.313197280987266e-15,2.1301973330256343e-19,1.9979057288552094e-19,1.3061090365619047e-18,1.769978586628025e-11,1.354529118355793e-14,1.2242110577388265e-14,1.7704893977018026e-14,8.550540606567107e-14,3.446060044625965e-15,2.072975534003191e-13,1.1501154499843288e-13,3.0404201292889544e-19,1.951223601905531e-20,1.5766899394925906e-16,3.302823605100062e-21,4.4290552044703215e-14,2.7122701610550776e-17,1.5837717832114926e-13,5.181297193531164e-15,2.129693302629643e-22,2.4634719545827036e-16,2.1820590672484295e-12,3.150072815528282e-10,3.062082057448943e-09,3.240576139999996e-17,2.517415861796368e-09,9.951670663952909e-11,2.43402415611176e-19,2.0351264330867038e-21,1.8123704493610244e-16,1.3162120373011785e-24
4.722943802494095e-07,0.5363885430542134,5.756300055708186e-10,2.7858495050331977e-11,2.0454409698697672e-11,1.5261988572328144e-10,0.0,0.0,8.617639979883701e-09,1.2211274960594225e-12,1.7280670921133333e-14,1.484433831883915e-13,1.4484748890070073e-17,3.535160104039169e-32,3.0391778707746125e-23,2.9049318984031157e-15,2.251299489831014e-12,1.9390428713675017e-11,1.0681903968945801e-22,3.1872833992138275e-24,2.576091003543439e-12,2.898439740393344e-20,2.7145311466470427e-15,1.2182610822323247e-19,1.3995410197638718e-17,5.606702381799952e-15,9.204021913110688e-19,1.555175425528095e-20,1.204848652497913e-23,2.5105072508010013e-25,5.0414584207179814e-20,7.569190415178516e-25,1.660713891079233e-18,9.301517664084418e-27,3.76,0.0,0.5274360147284021,0.9999083267012695,2.7470360694654366e-11,3.069601262192191e-14,0.00015289520706570974,0.00015286903763277247,2.6144296932362763e-08,2.8285442404576758e-14,9.16645202644056e-05,2.5771935024936352e-15,2.3119203742744997e-19,2.215030244476696e-19,1.4771406297533567e-18,1.9380317337865864e-11,1.417407222242433e-14,1.2395763800171593e-14,1.8231221458055372e-14,9.052298958266963e-14,3.8257350586453056e-15,2.281529930208309e-13,1.2967442028263316e-13,3.0725634411919425e-19,1.9685496607231085e-20,1.578200934386745e-16,3.620490473663294e-21,4.7626034951411856e-14,3.0855399040820876e-17,1.6590804376303176e-13,5.51387045645478e-15,2.449483315315888e-22,2.6606984916521544e-16,2.2830597851862915e-12,3.1832695992362277e-10,3.291364622545228e-09,3.9084576454805233e-17,2.573125528909077e-09,1.0207756854999941e-10,2.7873651617309065e-19,2.4204477211265184e-21,1.9555336937620952e-16,1.4778538234492096e-24
4.932280640225033e-07,0.5363892303970238,6.059349549031808e-10,3.0448305878162545e-11,2.2168288338216468e-11,1.6918569493513626e-10,0.0,0.0,9.070316271323745e-09,1.3411822845939587e-12,1.907938602185612e-14,1.5530657286818735e-13,1.611445914201559e-17,3.9569617897260245e-32,3.2202669980959426e-23,2.90796620021772e-15,2.349725995855344e-12,2.1148154606346166e-11,1.2911212840653613e-22,3.835747422674049e-24,2.809544632372492e-12,3.1846229960664556e-20,2.7145389247370466e-15,1.3408803005999648e-19,1.4688639569843463e-17,6.727935589887929e-15,1.023177282481818e-18,1.8149514038644672e-20,1.3709801614081035e-23,2.837909529862859e-25,5.315346630329042e-20,9.064478001229686e-25,1.9637616541858066e-18,1.1874265077784651e-26,3.76,0.0,0.5274292386293891,0.9999083262402053,3.138522533088383e-11,3.34629023417715e-14,0.00015967101402947215,0.00015964484265427876,2.6143963038162114e-08,2.828539771693605e-14,9.166452022196095e-05,2.8596593076684464e-15,2.503715635566432e-19,2.444020822251968e-19,1.6599309878920885e-18,2.1137030416637383e-11,1.4802843562438176e-14,1.2557322828064266e-14,1.876275043801386e-14,9.563774649764326e-14,4.2275824388747415e-15,2.5000966748036144e-13,1.452405343961353e-13,3.101408729426973e-19,1.984160454679205e-20,1.5798443912807216e-16,3.953161194735308e-21,5.10577313149894e-14,3.4875351493485177e-17,1.734553255641807e-13,5.8482372308868645e-15,2.7961093551444278e-22,2.8637842547956957e-16,2.3840427000874456e-12,3.2135626582703996e-10,3.5251015933907167e-09,4.6716618086009616e-17,2.6261054849453058e-09,1.0450774773803481e-10,3.173723346720316e-19,2.856897823348177e-21,2.1036479492868967e-16,1.6507187804932449e-24
5.14161747795597e-07,0.5363899177310804,6.358131859105501e-10,3.310999197722483e-11,2.391095124703765e-11,1.8659509412825493e-10,0.0,0.0,9.52657944251561e-09,1.4673970853955387e-12,2.1004233482138154e-14,1.6217719707244499e-13,1.783872852796376e-17,4.3978051919320505e-32,3.399904614232912e-23,2.9112477272317575e-15,2.4480613401951963e-12,2.2982120275867685e-11,1.5496690131897027e-22,4.573152472323944e-24,3.0531218032393847e-12,3.4843989182599284e-20,2.714549917938647e-15,1.4694434564076729e-19,1.5381320157382264e-17,8.003146170859266e-15,1.1316812150061774e-18,2.1033939576158487e-20,1.5516224145517656e-23,3.1908297864236725e-25,5.589309986010521e-20,1.0760757212040301e-24,2.303023635108128e-18,1.4998145392059832e-26,3.76,0.0,0.5274224626161294,0.9999083257753842,3.561762488150304e-11,3.6348076816755554e-14,0.00016644673394864527,0.00016642056053213167,2.6143629148264442e-08,2.8285351136110382e-14,9.166452017917165e-05,3.1612182368038622e-15,2.7056884583178715e-19,2.68470571592889e-19,1.85441740498458e-18,2.296992261390857e-11,1.5431605203766642e-14,1.27267452354073e-14,1.9300128514756463e-14,1.0085673390093658e-13,4.652034362543083e-15,2.7284690220264704e-13,1.6169170776022507e-13,3.127365270726941e-19,1.9982728369007638e-20,1.5816221472330917e-16,4.3008919657381754e-21,5.458663321087476e-14,3.9188784068484446e-17,1.8101902042073816e-13,6.184123218544428e-15,3.169842596011986e-22,3.072775396929236e-16,2.4850078152729777e-12,3.2412959937293813e-10,3.763062045506366e-09,5.537795690301506e-17,2.6765413544231154e-09,1.0681631086258323e-10,3.5945831336772954e-19,3.348570503263478e-21,2.2567806757348215e-16,1.8350699577887497e-24
5.350954315686907e-07,0.5363906050563776,6.652354971722183e-10,3.583689405239417e-11,2.5678029906872125e-11,2.0483567610776636e-10,0.0,0.0,9.98626057887864e-09,1.5998184712926254e-12,2.30601232425258e-14,1.6905584117865506e-13,1.9657910454822003e-17,4.856401824627113e-32,3.577888103884757e-23,2.9147776386091842e-15,2.546308128755992e-12,2.4892324535504658e-11,1.8475863079181383e-22,5.405742651590368e-24,3.3068224113132596e-12,3.7977674631955016e-20,2.7145640899959777e-15,1.603947958595127e-19,1.607346149456094e-17,9.443953801243078e-15,1.2458993122162286e-18,2.4221105636205968e-20,1.7473688929776064e-23,3.569967028389963e-25,5.863357001596518e-20,1.2672478537185019e-24,2.6805098211803358e-18,1.8758426029130904e-26,3.76,0.0,0.5274156866886256,0.9999083253069702,4.017243481127126e-11,3.935142469803154e-14,0.00017322236682434635,0.00017319619126745272,2.6143295262535932e-08,2.8285309194246617e-14,9.16645201360527e-05,3.482498009505462e-15,2.9179089432604142e-19,2.936885496693899e-19,2.0605041695782594e-18,2.487899143602118e-11,1.6060357146577575e-14,1.2903948691678415e-14,1.9843842973529864e-14,1.0618698997210113e-13,5.0995497208531135e-15,2.9664200856749364e-13,1.7900766061587204e-13,3.1507959393092553e-19,2.011078832277879e-20,1.5835348183133247e-16,4.663738427948191e-21,5.821383801171052e-14,4.3801975362526033e-17,1.8859912502913906e-13,6.521290808807529e-15,3.570860926487315e-22,3.2877278887228617e-16,2.585955134063697e-12,3.266771657600082e-10,4.0050323851944536e-09,6.514531411346838e-17,2.724604258681683e-09,1.0901161270876597e-10,4.0514129377107506e-19,3.8996716652127665e-21,2.4150015567710313e-16,2.0311717235598247e-24
5.560291153417845e-07,0.5363912923729109,6.941779081117578e-10,3.8622512410134295e-11,2.746540711807815e-11,2.2389429018744047e-10,0.0,0.0,1.0449202281938925e-08,1.738490789955736e-12,2.5251993823910576e-14,1.7594309369077235e-13,2.1572305142587104e-17,5.331470648534179e-32,3.7540512557302197e-23,2.9185567509914554e-15,2.644468914530184e-12,2.687876619871706e-11,2.188774117082569e-22,6.339683263250458e-24,3.570646351763654e-12,4.124728566075737e-20,2.7145814871739206e-15,1.7443912914618123e-19,1.6765076011557662e-17,1.1062034817358186e-14,1.3658134023472595e-18,2.7727072361991844e-20,1.9588118347333615e-23,3.9759974977027756e-25,6.137499219749776e-20,1.4814084025490134e-24,3.0981733971492616e-18,2.3248571640499356e-26,3.76,0.0,0.5274089108468822,0.9999083248351157,4.505375093594179e-11,4.247283774365504e-14,0.00017999791265769247,0.00017997173486136646,2.614296138104439e-08,2.828526927064798e-14,9.166452009261815e-05,3.824130208705167e-15,3.140414113969175e-19,3.2003369842792146e-19,2.2780662260532403e-18,2.6864234376179172e-11,1.668909939103934e-14,1.3088819578778476e-14,2.0394248625604157e-14,1.1163550707462118e-13,5.570613966472429e-15,3.2137062861834703e-13,1.9716639767356e-13,3.172022279317915e-19,2.0227485772019998e-20,1.585582846548028e-16,5.0417555488970995e-21,6.194052063624043e-14,4.872130507000441e-17,1.961956360861505e-13,6.85953431135793e-15,3.9992546998035867e-22,3.5087052277281835e-16,2.6868846597800975e-12,3.290254782918909e-10,4.250814822226648e-09,7.609581543972568e-17,2.7704519900069765e-09,1.1110135630493789e-10,4.5456626445030195e-19,4.5145122789780896e-21,2.578381643696534e-16,2.2392899137469135e-24
5.769627991148782e-07,0.5363919796806758,7.226210425078896e-10,4.146053198741119e-11,2.9269214078309607e-11,2.437571796694272e-10,0.0,0.0,1.0915257728995883e-08,1.883456314312068e-12,2.758481187073424e-14,1.8283954410079352e-13,2.358216714916745e-17,5.821765140666352e-32,3.928262186948035e-23,2.92258592846886e-15,2.7425461962852967e-12,2.8941444079120926e-11,2.5772683994551856e-22,7.381037279775508e-24,3.8445935197604735e-12,4.465282146322799e-20,2.714602155429193e-15,1.8907710269693236e-19,1.7456178076860206e-17,1.286908609929012e-14,1.4914025028465754e-18,3.156787170707153e-20,2.186542290805053e-23,4.409575458871851e-25,6.411750237098106e-20,1.7199963039532296e-24,3.5579056595596834e-18,2.857051836572381e-26,3.76,0.0,0.5274021350909059,0.9999083243599645,5.026493546555504e-11,4.5712210754002765e-14,0.00018677337144980093,0.0001867471913150006,2.614262750383353e-08,2.8285226875791332e-14,9.166452004888114e-05,4.1867499901996935e-15,3.373210107856109e-19,3.4748168898210566e-19,2.5069525848825634e-18,2.8925648907085596e-11,1.7317831937320828e-14,1.3281220036494074e-14,2.095159096076291e-14,1.1720920826556918e-13,6.065738846800275e-15,3.47007053695746e-13,2.1614455452576878e-13,3.191329100601328e-19,2.0334328075932902e-20,1.587766727059587e-16,5.4349975170125026e-21,6.576791063871746e-14,5.3953294451869034e-17,2.038085502889069e-13,7.198675806428246e-15,4.455032562721426e-22,3.7357765520771425e-16,2.7877963957423166e-12,3.311978018508045e-10,4.50022598539778e-09,8.830676091700874e-17,2.81423009281513e-09,1.1309264544165776e-10,5.078761308973206e-19,5.197501134540482e-21,2.7469926582285696e-16,2.4596918999516937e-24
