Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088)
0.0015696153858746195,0.569498466340967,1.8013463692175586e-07,3.5495287175521535e-08,1.239025518069332e-07,6.258444900842903e-05,0.0,0.0,0.000132744223357429,1.0541184429941115e-05,0.00022364923681374898,2.262479819109264e-06,6.709967624634416e-10,7.841686961940826e-23,2.0345410944892458e-16,6.157569484944492e-11,4.7583914281392665e-06,0.00015602620447697043,3.1524967255667494e-11,4.507092987027306e-14,2.2007881827403356e-05,3.1175345320764413e-13,8.755772919224022e-13,4.800878675341643e-09,7.103019544416937e-10,8.298845516882799e-05,6.833290650120476e-12,1.5440174616942675e-08,4.782132870683729e-08,7.337625702921558e-12,1.9337512136385116e-11,5.1752654716269397e-14,1.995643438195571e-10,1.4195043739806678e-11,3.76,0.0,0.20110780999314845,0.9993511032180246,0.0002123523344636849,3.431973507617743e-05,0.32642197130088,0.3257560093392889,1.008342081446025e-08,2.6224940684576893e-14,9.161342966851105e-05,3.27306778751554e-05,1.0535612350806917e-12,7.116474701942371e-13,1.414723430900096e-11,0.00011384421640166902,2.845653685709843e-11,6.207224140969171e-09,5.64563055579604e-09,8.706546177291572e-07,1.3479912963810054e-06,2.041815218073112e-07,1.7597693632797565e-07,6.6282009560029054e-15,4.1910338236080365e-16,3.1525075402428966e-12,4.1446117168384646e-13,7.477546461977091e-07,1.8808274882342002e-08,1.8280587473359112e-08,1.575126805042068e-08,6.300035981684884e-16,4.325950624437494e-09,5.128278007460662e-10,1.2418225479288802e-08,0.0003162979087468617,1.1799894391892122e-06,1.7127638084948554e-07,6.686875154868563e-09,1.7497546606858752e-09,8.516409752806711e-11,6.741921965709798e-08,3.181590568808437e-15
0.0015771653788623913,0.5695934044786346,1.8266626663908733e-07,3.610983231187139e-08,1.26336073345911e-07,6.341800690303803e-05,0.0,0.0,0.00013441286690315653,1.0722987502297219e-05,0.00022757640753320036,2.3128485779258977e-06,6.839686304064143e-10,8.227581669227518e-23,2.1050599085856002e-16,6.282152613079942e-11,4.874251343531152e-06,0.00015741073710457386,3.266499418405755e-11,4.624189930202251e-14,2.2193337134187286e-05,3.144346876941053e-13,8.953815963432104e-13,4.993072187281492e-09,7.362145512703137e-10,8.47502517221534e-05,6.892603723531289e-12,1.6093061739524985e-08,5.02911905196241e-08,7.697220766829967e-12,1.982100366389291e-11,5.348450665700205e-14,2.0387904323034198e-10,1.474356368077613e-11,3.76,0.0,0.20017330223145893,0.9993426570272458,0.00021619430068667248,3.511675685598226e-05,0.32735582650200784,0.3266791096549968,1.0037475786199205e-08,2.621865463767931e-14,9.161265535980998e-05,3.326901834189704e-05,1.0717297421382196e-12,7.266119465086917e-13,1.4461698721925764e-11,0.0001154446278836043,2.8532177020597098e-11,6.339505537371212e-09,5.757600177129493e-09,8.887471902880388e-07,1.3757819972387157e-06,2.075171718943451e-07,1.78862048729119e-07,6.761125901734868e-15,4.275082447547462e-16,3.215724820459745e-12,4.228873240126521e-13,7.624838315639219e-07,1.9192678536535903e-08,1.886780665022345e-08,1.6131980580865617e-08,6.426236603566215e-16,4.4103904724940616e-09,5.11921440283729e-10,1.259911007845185e-08,0.0003212084810451016,1.204336557939659e-06,1.7373654119238007e-07,6.781761099816761e-09,1.8172286671787332e-09,8.844807641896912e-11,6.88953015892129e-08,3.2512652251335484e-15
0.001584715371850163,0.5696879140773758,1.8523172011840906e-07,3.673514009187753e-08,1.2881702493629097e-07,6.426061787185707e-05,0.0,0.0,0.00013610041988188593,1.090823648585123e-05,0.0002315692485603186,2.364233738076178e-06,6.9720087909928e-10,8.632178003532506e-23,2.177970267453275e-16,6.409146234231789e-11,4.992655905246833e-06,0.0001588033566608165,3.3845086419202764e-11,4.744129075837798e-14,2.2379338717711638e-05,3.1712457304655364e-13,9.15661645067228e-13,5.192752062079216e-09,7.630246947753646e-10,8.654448293786796e-05,6.952395000201278e-12,1.677244907801367e-08,5.28821683984811e-08,8.073636031223556e-12,2.0316532294061896e-11,5.5271587931934505e-14,2.0828583077054978e-10,1.531382025925884e-11,3.76,0.0,0.19924304529276704,0.9993340849596168,0.00022009959279656622,3.5929903895898804e-05,0.3282854272173655,0.32759778773619436,9.991739941752778e-09,2.621238692700693e-14,9.161186951173396e-05,3.381465246500874e-05,1.0901707148852888e-12,7.418770880129336e-13,1.4782814070036703e-11,0.00011707252056490654,2.860742235602511e-11,6.47447677161811e-09,5.871687419985651e-09,9.071981254469128e-07,1.40411793368601e-06,2.1090065300791873e-07,1.8178872897072263e-07,6.896602508718828e-15,4.360744492954923e-16,3.2801556821988547e-12,4.3146491663964806e-13,7.774892938689023e-07,1.9584564805771312e-08,1.9478093427124706e-08,1.652099122378692e-08,6.554850507573254e-16,4.496401329280682e-09,5.110250911164537e-10,1.2782721370305465e-08,0.00032618824769264465,1.2291507361967683e-06,1.7623227769814368e-07,6.878007578607225e-09,1.887223802884085e-09,9.18547433392345e-11,7.040093410425591e-08,3.3223347773314264e-15
0.0015922653648379349,0.569781997290565,1.878314622892162e-07,3.73714102867673e-08,1.3134636453512832e-07,6.511237839423546e-05,0.0,0.0,0.00013780707053146364,1.1097001741135003e-05,0.00023562896975725157,2.4166550615699113e-06,7.106993885911493e-10,9.056375036817832e-23,2.253353085750376e-16,6.538597824065178e-11,5.113654929630352e-06,0.00016020419888432088,3.5066635035050064e-11,4.8669771827781535e-14,2.256588401981377e-05,3.1982308437259056e-13,9.364305172125267e-13,5.4002052515428586e-09,7.907617808274136e-10,8.837169712200456e-05,7.012673727566487e-12,1.7479369373899678e-08,5.5599902634028053e-08,8.467624154438426e-12,2.082441818042796e-11,5.711559637035592e-14,2.1278671725319617e-10,1.590669910359734e-11,3.76,0.0,0.19831701854912503,0.9993253849252481,0.00022406926706659461,3.6759465810095484e-05,0.3292107942018565,0.32851206142948136,9.946212262038384e-09,2.620613729056396e-14,9.161107193269645e-05,3.436766502110699e-05,1.1088880223501992e-12,7.574489960257253e-13,1.5110720914551948e-11,0.0001187284682995213,2.868227459905627e-11,6.612192868895748e-09,5.9879328217288085e-09,9.260145711347272e-07,1.4330098709316364e-06,2.1433260660360938e-07,1.8475753928414005e-07,7.034680738464626e-15,4.4480515500074775e-16,3.345823887841262e-12,4.401964963594715e-13,7.927762848875924e-07,1.9984080514658686e-08,2.011236299036602e-08,1.6918461105774822e-08,6.685924488919039e-16,4.584012873250783e-09,5.101399210044519e-10,1.2969104646748237e-08,0.00033123818756493253,1.2544415296634913e-06,1.7876412675274188e-07,6.975634978851308e-09,1.9598318166029385e-09,9.538856194598693e-11,7.193670344292098e-08,3.394826891286484e-15
0.0015998153578257067,0.5698756562648819,1.9046596447320068e-07,3.801884647076759e-08,1.339250697879116e-07,6.597338615673625e-05,0.0,0.0,0.00013953300790589432,1.1289355018264142e-05,0.00023975680559970545,2.4701327059710697e-06,7.24470190310518e-10,9.501116376363289e-23,2.3312919666853706e-16,6.670555808188693e-11,5.237299039435205e-06,0.0001616134042119487,3.633107901930893e-11,4.9928025334200194e-14,2.2752970490494593e-05,3.2253019729106206e-13,9.577016959043917e-13,5.6157295961091735e-09,8.194560991931493e-10,9.023245187264295e-05,7.0734493444102304e-12,1.8214894070808646e-08,5.845028224618414e-08,8.879970009448354e-12,2.1344990745151673e-11,5.90182804390819e-14,2.173837584458719e-10,1.652312243339905e-11,3.76,0.0,0.1973952014535943,0.9993165547963704,0.0002281043988352006,3.760573690948456e-05,0.3301319481359859,0.32942194845165956,9.900891731982565e-09,2.6199905464621727e-14,9.161026242763824e-05,3.4928141544092604e-05,1.1278855867226197e-12,7.733338965704534e-13,1.5445562778239634e-11,0.00012041305678391373,2.8756735468805935e-11,6.752709981284741e-09,6.106377699560168e-09,9.45203820286151e-07,1.462468793517887e-06,2.1781368199618277e-07,1.8776904891775864e-07,7.175411540036291e-15,4.537035834173973e-16,3.4127536736366695e-12,4.490846532173954e-13,8.083501588721944e-07,2.03913754628845e-08,2.0771566398265627e-08,1.7324553931402717e-08,6.819506257584373e-16,4.673255358411185e-09,5.092671708780807e-10,1.3158306018499725e-08,0.00033635929391063264,1.2802187285796755e-06,1.8133263282371375e-07,7.0746639922627975e-09,2.0351477091898406e-09,9.905415411029106e-11,7.350320864264791e-08,3.4687698364705805e-15
0.0016073653508134784,0.5699688931404061,1.9313570433993997e-07,3.8677656185848935e-08,1.3655413880058165e-07,6.684374006842371e-05,0.0,0.0,0.00014127842184553547,1.1485369480181936e-05,0.0002439540156828133,2.5246872327114395e-06,7.385194732945417e-10,9.967391293758309e-23,2.411873436142592e-16,6.805069615786449e-11,5.363639671309632e-06,0.00016303111790891145,3.763990738028213e-11,5.1216750208266795e-14,2.2940595587878313e-05,3.252458879462096e-13,9.794890893374137e-13,5.839634233106052e-09,8.49138857530754e-10,9.212731424318965e-05,7.1347314867844285e-12,1.8980134705118964e-08,6.143945527383233e-08,9.311491993408737e-12,2.1878589004660254e-11,6.098144070425112e-14,2.2207905588280324e-10,1.7164050566044272e-11,3.76,0.0,0.19647757353967507,0.9993075924066283,0.00023220608286416507,3.8469016267541907e-05,0.331048909626638,0.33032746638944194,9.855777340492118e-09,2.6193691183676248e-14,9.160944079796289e-05,3.549616832315787e-05,1.1471673850792262e-12,7.895381468923372e-13,1.5787486305086567e-11,0.00012212688380290861,2.8830806667817665e-11,6.896085451312214e-09,6.227064193036874e-09,9.64773312320052e-07,1.4925059087489717e-06,2.213445364788693e-07,1.9082383424639966e-07,7.318846910201975e-15,4.627730223393789e-16,3.480969774358688e-12,4.581320212696489e-13,8.242163744202293e-07,2.0806602471909475e-08,2.145669198859788e-08,1.773943600568044e-08,6.955644485521852e-16,4.764159624678403e-09,5.084081591644021e-10,1.3350372368228866e-08,0.0003415525745485251,1.3064923645010525e-06,1.8393834789511875e-07,7.175115593965252e-09,2.1132698407736904e-09,1.0285630504338137e-10,7.510106186965316e-08,3.54419250160427e-15
0.0016149153438012502,0.5700617100507103,1.9584116603693758e-07,3.934805095451739e-08,1.3923459025858046e-07,6.772354027624833e-05,0.0,0.0,0.0001430435029457562,1.1685119726092568e-05,0.00024822188523518455,2.5803396156120257e-06,7.52853588212776e-10,1.0456236828437917e-22,2.495186959924185e-16,6.942189685346332e-11,5.492729083319213e-06,0.0001644574902021951,3.899466094995853e-11,5.253666169234322e-14,2.3128756778172886e-05,3.2797013302226303e-13,1.001807041258085e-12,6.0722400203285195e-09,8.798422064812098e-10,9.40568609090142e-05,7.1965299911696525e-12,1.9776244344347318e-08,6.45738394578789e-08,9.763043400945774e-12,2.242556183950463e-11,6.300693133354489e-14,2.268747577492355e-10,1.7830483484320578e-11,3.76,0.0,0.19556411442073648,0.9992984955503637,0.00023637543370374548,3.934960778688467e-05,0.3319616992078611,0.33122863269914593,9.810868080425272e-09,2.6187494180403023e-14,9.160860684147096e-05,3.6071832400456025e-05,1.1667374495854259e-12,8.060682354018693e-13,1.613664125797674e-11,0.00012387055948146248,2.890448988204767e-11,7.042377810772101e-09,6.35003526483366e-09,9.847306373050125e-07,1.5231326472913372e-06,2.2492583538270309e-07,1.9392247882712756e-07,7.46503990609532e-15,4.720168265681682e-16,3.550497427496945e-12,4.673412793591349e-13,8.403804964704696e-07,2.1229917388932726e-08,2.2168766840928453e-08,1.816327625721825e-08,7.094388813638894e-16,4.856757108925987e-09,5.075642863647031e-10,1.354535138396278e-08,0.00034681905206544457,1.333272717313956e-06,1.865818316528838e-07,7.277011047848579e-09,2.1943000443961493e-09,1.0679996880307113e-10,7.67308887620406e-08,3.621124410819705e-15
0.001622465336789022,0.5701541091229583,1.9858284020907412e-07,4.0030246334166847e-08,1.4196746369930649e-07,6.861288818051886e-05,0.0,0.0,0.00014482844252270287,1.1888681815078572e-05,0.0002525617256431099,2.6371112495354995e-06,7.674790518440582e-10,1.096873872097274e-22,2.5813250350080905e-16,7.081967467077088e-11,5.624620360886553e-06,0.00016589267641734908,4.039693379687226e-11,5.3888491380616114e-14,2.331745153563141e-05,3.307029097585676e-13,1.0246703424048643e-12,6.313879974750389e-09,9.11599264261838e-10,9.602167833594199e-05,7.2588548989019475e-12,2.060441907566836e-08,6.786013333372872e-08,1.0235513834304193e-11,2.298626828443276e-11,6.509666163496282e-14,2.317730595472698e-10,1.8523462467843034e-11,3.76,0.0,0.19465480378944872,0.9992892619818898,0.00024061358606185183,4.024782026635113e-05,0.332870337341654,0.3321254647063748,9.766162948562973e-09,2.6181314185612116e-14,9.160776035229346e-05,3.665522156843466e-05,1.1865998674391572e-12,8.229307832660579e-13,1.649318055693581e-11,0.0001256447065359049,2.8977786780847155e-11,7.191646792996529e-09,6.4753347071019586e-09,1.005083539113773e-06,1.5543606671517307e-06,2.2855825214994197e-07,1.9706557347014126e-07,7.614044640964713e-15,4.814384177049808e-16,3.6213623740679863e-12,4.767151518992893e-13,8.5684819814234e-07,2.166147913917255e-08,2.2908858297447605e-08,1.8596246256345838e-08,7.235789852157091e-16,4.951079855220337e-09,5.067370398968957e-10,1.3743291584150099e-08,0.0003521597640145405,1.3605703224182666e-06,1.8926365177921883e-07,7.380371918005137e-09,2.2783437435563037e-09,1.1089027406731198e-10,7.839332878273901e-08,3.69959574030822e-15
0.0016300153297767938,0.5702460924780003,2.013612241361803e-07,4.072446203861656e-08,1.4475382022596823e-07,6.95118864508098e-05,0.0,0.0,0.00014663343257506357,1.2096133289879916e-05,0.0002569748749862157,2.695023959235669e-06,7.824025529289101e-10,1.150603648384761e-22,2.6703833462734635e-16,7.224455472754828e-11,5.759367423233747e-06,0.00016733683711863315,4.18483754038709e-11,5.5272988088813627e-14,2.3506677342514493e-05,3.3344419596522915e-13,1.0480942513906007e-12,6.564899727741912e-09,9.444441421211493e-10,9.802236295183478e-05,7.32171645913768e-12,2.146589954574172e-08,7.130532774173228e-08,1.0729830666230688e-11,2.3561077867032968e-11,6.725259764067112e-14,2.3677620559141024e-10,1.9244071790767295e-11,3.76,0.0,0.1937496214172198,0.9992798894147584,0.00024492169517682566,4.116396746849503e-05,0.33377484441876104,0.33301797960568236,9.72166094558038e-09,2.617515092820351e-14,9.160690112082469e-05,3.724642436680653e-05,1.2067587825580435e-12,8.401325498968058e-13,1.6857260414859e-11,0.00012744996052886247,2.90506990169426e-11,7.343953385207143e-09,6.603007175416226e-09,1.0258399179850475e-06,1.586201860228996e-06,2.3224246835672877e-07,2.0025371626142154e-07,7.765916335852841e-15,4.910412874137055e-16,3.6935908829748805e-12,4.862564096731016e-13,8.736252627377933e-07,2.2101449816185726e-08,2.3678075543718416e-08,1.9038520234202597e-08,7.379899227610257e-16,5.047160525928944e-09,5.059279992189133e-10,1.394424229784029e-08,0.0003575757631125549,1.3883959781071185e-06,1.9198438370053285e-07,7.48522005982159e-09,2.3655100755907253e-09,1.151325300850495e-10,8.008903558416415e-08,3.7796373354962934e-15
0.0016375653227645656,0.5703376622304702,2.0417682173580566e-07,4.143092200971268e-08,1.4759474282942992e-07,7.042063904194216e-05,0.0,0.0,0.00014845866574476137,1.2307553200800424e-05,0.00026146269858428223,2.7541000084246693e-06,7.97630957149262e-10,1.206932393977436e-22,2.7624608580652776e-16,7.369707282324979e-11,5.897025030654521e-06,0.00016879013825260114,4.3350692597290147e-11,5.669091796747776e-14,2.3696431689053568e-05,3.361939700392869e-13,1.072094507068902e-12,6.825657997192084e-09,9.784119708957214e-10,0.00010005952132162606,7.385125134469883e-12,2.2361972552308084e-08,7.491671776908571e-08,1.1246960580675621e-11,2.4150370911676013e-11,6.94767637363337e-14,2.4188649015118417e-10,1.9993440488549018e-11,3.76,0.0,0.19284854715363284,0.9992703755210107,0.0002493009371979253,4.2098368187574974e-05,0.3346752407594706,0.33390619446021924,9.677361076018385e-09,2.6169004135120652e-14,9.160602893365359e-05,3.784553007911978e-05,1.2272183956800959e-12,8.576804341937073e-13,1.7229040366472367e-11,0.00012928697013206428,2.9123228226412944e-11,7.499359839358366e-09,6.733098196947339e-09,1.047007833492649e-06,1.6186683574646507e-06,2.3597917382569787e-07,2.034875126691395e-07,7.920711331592514e-15,5.008289981284019e-16,3.767209754375604e-12,4.959678706479357e-13,8.907175859462142e-07,2.254999475204243e-08,2.447757125137582e-08,1.9490275104920538e-08,7.526769587809182e-16,5.145032413957437e-09,5.051388412474932e-10,1.4148253703100994e-08,0.00036306811743841644,1.4167607532068067e-06,1.947446108395561e-07,7.591577628542218e-09,2.4559120184982283e-09,1.1953223283965927e-10,8.18186773855265e-08,3.861280728822076e-15
0.0016451153157523374,0.5704288204888824,2.0703014372915406e-07,4.2149854451755126e-08,1.504913366747646e-07,7.133925121026092e-05,0.0,0.0,0.00015030433527940076,1.2523022129742016e-05,0.00026602658955449316,2.8143621090073126e-06,8.131713120356065e-10,1.265985190992983e-22,2.8576598808623246e-16,7.517777557927596e-11,6.037648790631377e-06,0.0001702527512952116,4.490565125770201e-11,5.814306482244549e-14,2.38867120734152e-05,3.3895221098142923e-13,1.0966873429140287e-12,7.0965270761761615e-09,1.0135389272546694e-09,0.00010213377032483584,7.449091603918049e-12,2.32939726893651e-08,7.870191513724294e-08,1.1787911151088153e-11,2.4754538859634114e-11,7.177124432953286e-14,2.4710625794482125e-10,2.0772744195283775e-11,3.76,0.0,0.19195156092588106,0.9992607179304098,0.0002537525095746999,4.305134631816206e-05,0.3355715466144207,0.33479012620136644,9.633262348255029e-09,2.6162873531303344e-14,9.160514357349332e-05,3.845262872892316e-05,1.2479829647679982e-12,8.755814763091689e-13,1.7608683311724332e-11,0.0001311563973947789,2.9195376028664994e-11,7.657929686810576e-09,6.865654178994071e-09,1.0685955073218364e-06,1.6517725320483153e-06,2.3976906665768327e-07,2.0676757557489056e-07,8.078487098858438e-15,5.108051837453117e-16,3.842246327087087e-12,5.058524008016673e-13,9.081311778645295e-07,2.3007282558996104e-08,2.5308543285018886e-08,1.9951690484222752e-08,7.6764546152772705e-16,5.244729453987868e-09,5.043713460864361e-10,1.4355376845299998e-08,0.0003686379106366997,1.4456759949794913e-06,1.9754492483086653e-07,7.699467087462314e-09,2.5496665176886495e-09,1.240950712437509e-10,8.358293736158097e-08,3.944558158074182e-15
0.0016526653087401092,0.570519569355733,2.0992170758641696e-07,4.288149195201428e-08,1.5344472969045923e-07,7.22678295298174e-05,0.0,0.0,0.00015217063499263535,1.2742622214373984e-05,0.0002706679693792988,2.8758334305038813e-06,8.290308534000149e-10,1.3278932108118446e-22,2.9560862659445117e-16,7.668722079233841e-11,6.181295163620046e-06,0.0001717248534024954,4.6515078634312325e-11,5.963023071204384e-14,2.4077516001666525e-05,3.4171889841327114e-13,1.1218895070161218e-12,7.3778933395759236e-09,1.0498622606371525e-09,0.00010424573733590588,7.51362676874062e-12,2.42632840473201e-08,8.266886104858211e-08,1.2353732476252574e-11,2.5373984630674108e-11,7.41381855650318e-14,2.5243790553232674e-10,2.1583207054774037e-11,3.76,0.0,0.1910586427382056,0.9992509142296641,0.0002582776314515161,4.402323092435261e-05,0.3364637821654081,0.3356697916283526,9.589363774477067e-09,2.615675883964118e-14,9.160424481911005e-05,3.906781107553912e-05,1.2690568060668118e-12,8.938428623127943e-13,1.79963556300258e-11,0.00013305891801618285,2.9267144026406066e-11,7.81972778245231e-09,7.00072243748014e-09,1.0906113264688334e-06,1.685527003109131e-06,2.436128533092911e-07,2.1009452534831107e-07,8.23930227486708e-15,5.209735519227972e-16,3.9187284950972445e-12,5.159129149621984e-13,9.258721650246735e-07,2.3473485177793156e-08,2.6172236475611614e-08,2.0422948706403505e-08,7.829009058247398e-16,5.346286233700497e-09,5.036274030849905e-10,1.4565663619266846e-08,0.0003742862421214056,1.4751533372581008e-06,2.0038592524232956e-07,7.80891119772557e-09,2.6468946188411324e-09,1.2882693355067956e-10,8.538251404403093e-08,4.02950258529911e-15
0.001660215301727881,0.5706099109275959,2.1285203772766013e-07,4.362607154279501e-08,1.5645607294773273e-07,7.320648190896232e-05,0.0,0.0,0.00015405775922029048,1.2966437172410805e-05,0.00027538828848577986,2.9385376096937702e-06,8.452170106375844e-10,1.392793972047888e-22,3.057849472511884e-16,7.822597762061531e-11,6.328021469086036e-06,0.0001732066275648549,4.818086548441116e-11,6.115323632135502e-14,2.4268840987741864e-05,3.4449401259520925e-13,1.1477182778774266e-12,7.670157769552477e-09,1.0874203212306735e-09,0.00010639606040793956,7.578741755083033e-12,2.527134197094509e-08,8.682583950982517e-08,1.2945518900863474e-11,2.6009122962350125e-11,7.657979708739941e-14,2.5788388263632724e-10,2.242610370948529e-11,3.76,0.0,0.19016977267133697,0.9992409619616384,0.0002628775440668604,4.5014356309447814e-05,0.3373519675262067,0.33654520740785304,9.545664370651672e-09,2.615065978092501e-14,9.160333244525082e-05,3.96911686094258e-05,1.2904442946629273e-12,9.124719260756013e-13,1.8392227226986668e-11,0.00013499522162184165,2.933853380561452e-11,7.98482032178266e-09,7.138351208537256e-09,1.1130638466875618e-06,1.7199446409771327e-06,2.475112486021169e-07,2.1346898985836183e-07,8.403216685500289e-15,5.313378854666037e-16,3.996684717473536e-12,5.261523776628884e-13,9.439467925744504e-07,2.394877794858364e-08,2.706994446427848e-08,2.090423484228286e-08,7.984488748690448e-16,5.449738005834295e-09,5.029090172460597e-10,1.4779166797225593e-08,0.00038001422727836385,1.5052047088173588e-06,2.032682197890375e-07,7.919933025615907e-09,2.7477216077680215e-09,1.3373391415128654e-10,8.721812173661963e-08,4.11614771635556e-15
0.0016677652947156528,0.5706998472952274,2.1582166545524965e-07,4.438383476764908e-08,1.5952654102401182e-07,7.415531760680995e-05,0.0,0.0,0.00015596590277625576,1.3194552325976645e-05,0.0002801890268366604,3.0024987604371065e-06,8.617374127375688e-10,1.4608314904188092e-22,3.163062699806108e-16,7.979462668484046e-11,6.47788589076638e-06,0.0001746982627650465,4.9904968045544567e-11,6.271292115473446e-14,2.4460684553410535e-05,3.47277534444908e-13,1.1741914797071788e-12,7.97373649965576e-09,1.1262525877896358e-09,0.00010858538845900284,7.644447921397265e-12,2.6319634876289928e-08,9.118149114691259e-08,1.3564410783394846e-11,2.6660380759825326e-11,7.909835384952404e-14,2.634466928111821e-10,2.3302761369186873e-11,3.76,0.0,0.18928493088193665,0.9992308586245526,0.00026755351116009067,4.602506208606357e-05,0.33823612274338755,0.3374163900735758,9.502163156498195e-09,2.614457607379852e-14,9.160240622256989e-05,4.0322793547100865e-05,1.3121498646442651e-12,9.314761513510636e-13,1.8796471583601388e-11,0.00013696601204483684,2.940954693550775e-11,8.15327485849997e-09,7.2785896595543746e-09,1.1359617951854786e-06,1.755038572490297e-06,2.5146497586720546e-07,2.168916046094921e-07,8.570291353796752e-15,5.419020428817043e-16,4.076144023112937e-12,5.365738040095242e-13,9.623614263981217e-07,2.443333968289333e-08,2.8003011618690486e-08,2.1395736714839368e-08,8.142950610019874e-16,5.555120699962089e-09,5.022183160015134e-10,1.4995940055442996e-08,0.00038582299766994955,1.535842342005719e-06,2.0619242453514115e-07,8.032555950106155e-09,2.8522771516927353e-09,1.3882232047513297e-10,8.909049094342121e-08,4.20452802111268e-15
0.0016753152877034246,0.5707893805436635,2.1883112920556338e-07,4.515502778335494e-08,1.6265733258107528e-07,7.5114447250307e-05,0.0,0.0,0.0001578952609074811,1.3427054626056801e-05,0.0002850716945327237,3.0677414837089324e-06,8.7859989458218e-10,1.532156866083628e-22,3.2718430254678836e-16,8.139376046374076e-11,6.63094748189073e-06,0.00017619995413988953,5.16894104984188e-11,6.431014425617078e-14,2.4653044228246075e-05,3.500694455563751e-13,1.201327504145512e-12,8.289061378693702e-09,1.1663996960939821e-09,0.00011081438146161273,7.710756859964924e-12,2.740970612862814e-08,9.574482752414255e-08,1.4211596322724421e-11,2.7328197484960736e-11,8.169619796945298e-14,2.691288947493204e-10,2.4214561962389865e-11,3.76,0.0,0.18840409760203922,0.9992206016711642,0.0002723068193851432,4.705569324673367e-05,0.33911626779714926,0.33828335602582915,9.458859155459906e-09,2.6138507434709025e-14,9.160146591755378e-05,4.096277882562041e-05,1.3341780103432246e-12,9.508631761554442e-13,1.9209265865709535e-11,0.00013897200761304324,2.9480184968507665e-11,8.325160345861279e-09,7.421487915283528e-09,1.159314073692297e-06,1.790822185323077e-06,2.554747668999029e-07,2.2036301270283632e-07,8.740588539717148e-15,5.526699608975207e-16,4.15713603016422e-12,5.471802605625657e-13,9.811225552829429e-07,2.4927352721327688e-08,2.8972835023578387e-08,2.189764491432785e-08,8.304452693937556e-16,5.662470934487321e-09,5.015575563760537e-10,1.5216037962877386e-08,0.0003917137012419073,1.5670787816604606e-06,2.0915916376849124e-07,8.146803658642179e-09,2.960695444403983e-09,1.440986800085803e-10,9.100036881144533e-08,4.2946787543009675e-15
0.0016828652806911964,0.5708785127523249,2.2188097436962566e-07,4.5939901434724716e-08,1.6584967075911086e-07,7.608398285094773e-05,0.0,0.0,0.0001598460292465832,1.3664032677011242e-05,0.00029003783242698746,3.134290877857737e-06,8.958125037331609e-10,1.6069284128632073e-22,3.3843115638348276e-16,8.302398344514657e-11,6.787266170575613e-06,0.00017771190314576842,5.3536287383501404e-11,6.594578450578394e-14,2.484591754959671e-05,3.528697282196897e-13,1.229145327611618e-12,8.616580555293185e-09,1.207903468394563e-09,0.00011308371063557813,7.77768040577516e-12,2.854315598198943e-08,1.0052524598530962e-07,1.488831347888018e-11,2.8013025532480452e-11,8.437574063825214e-14,2.749331036795189e-10,2.516294437470975e-11,3.76,0.0,0.18752725313849813,0.9992101885079375,0.000277138778730435,4.810660023500633e-05,0.3399924226021517,0.3391461215310722,9.415751394675945e-09,2.6132453577857878e-14,9.160051129244528e-05,4.161121809660112e-05,1.356533286649825e-12,9.706407950790525e-13,1.9630790978685603e-11,0.0001410139414420122,2.955044944020388e-11,8.500547157629739e-09,7.567097072257172e-09,1.1831297620685276e-06,1.82730913228718e-06,2.595413621106441e-07,2.238838649795465e-07,8.91417175869244e-15,5.636456556066876e-16,4.239690953299326e-12,5.579748662348569e-13,1.0002367932014197e-06,2.5431002990238186e-08,2.998086654906474e-08,2.2410152814035448e-08,8.469054192769239e-16,5.771826029256865e-09,5.009291325628277e-10,1.543951600014726e-08,0.00039768750252958904,1.5989268943042267e-06,2.121690700206751e-07,8.262700146934403e-09,3.0731153579539165e-09,1.4956974765379557e-10,9.294851958853166e-08,4.3866359770816436e-15
