Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166)
1.6655381720911942e-16,0.7467050980944151,1.658311853446374e-25,4.905961931324589e-22,2.8839255470731315e-30,1.351390218676743e-39,0.0,0.0,4.076859722107738e-28,1.016305663084004e-50,1.0589353180984696e-37,3.4739934004343967e-43,8.213572671443624e-40,2.047944693863854e-51,3.764101408862149e-34,1.438831716930088e-39,2.5942494662061717e-50,1.85032488590031e-26,1.4294084543873108e-46,9.405199805283057e-45,2.451350580042742e-25,5.962771726005763e-40,2.46817193468522e-44,2.2004840534235865e-80,8.79666236130833e-56,2.2501611488217184e-41,7.118954609224565e-49,4.3236008904168865e-73,1.9885865587457102e-109,1.7478486489968972e-95,2.1312756547198222e-54,4.906253855997859e-66,1.3874341244892451e-52,2.987787940647509e-75,3.76,0.0,0.8700621854597381,0.9999999996458432,1.4761561543925063e-49,1.5491135724297652e-72,4.3984797772386304e-11,4.2095192292326984e-11,1.8896054800573333e-12,1.2900885043104458e-24,3.541569014724939e-10,7.636294354250001e-29,4.6792487547306155e-30,2.4005406286139787e-53,2.644004121871148e-51,1.85032488589025e-26,1.7617991624892537e-26,1.0532015628559723e-25,6.091871490877153e-26,2.8840480862287194e-30,3.764105631550344e-34,5.916396239825464e-38,1.7003531439426484e-39,2.5484812702948276e-54,5.634666895751236e-53,1.102520471791711e-47
3.331077756077788e-16,0.746705098100249,6.633251138994026e-25,9.811929640026558e-22,1.1535778829757024e-29,1.0811144441258738e-38,0.0,0.0,1.6307449392631143e-27,1.6260909262167734e-49,8.47149343949153e-37,2.7792002586774252e-42,6.570865671653267e-39,1.638356843034698e-50,1.5056414058542942e-33,1.1510665144117241e-38,4.150828074047951e-49,7.401307454011309e-26,1.1435835387707659e-45,7.524165436743731e-44,9.80540858667044e-25,4.770220925912184e-39,1.9745647400545566e-43,1.4083128231810736e-78,1.4074683701243822e-54,1.8001309829735119e-40,1.1390339519901915e-47,2.767287729959794e-71,1.0181731102989448e-106,2.2373089855594285e-93,3.4100464056512858e-53,1.5700134018438734e-64,2.219912074672114e-51,1.9122000995738382e-73,3.76,0.0,0.8700621854157533,0.9999999992916861,2.3618601225483518e-48,9.91439999329831e-71,8.796963282821498e-11,8.419042059300032e-11,3.779212235206734e-12,5.1603567970130854e-24,7.083138980780521e-10,3.05452010244316e-28,1.871701208897308e-29,3.8408766406362e-52,4.2304353205566895e-50,7.401307453930831e-26,7.047199162155686e-26,4.212808612364525e-25,2.436749966223772e-25,1.1536759143659337e-29,1.5056447841273413e-33,4.733121094582595e-37,1.360291358469128e-38,4.077575600431873e-53,9.015475981686417e-52,1.7640342774036524e-46
4.996617340064382e-16,0.7467050981060825,1.409566058340898e-24,1.4717898562638587e-21,2.4513637006395448e-29,3.091314916161178e-38,0.0,0.0,3.465333663828175e-27,6.199473324559173e-49,2.4223188992073476e-36,7.946782965373407e-42,1.8788577172318936e-38,4.684677281394953e-50,3.1994884168933264e-33,3.291501678368669e-38,1.582507834389504e-48,1.5727786236986432e-25,3.27002782075802e-45,2.1514414662968747e-43,2.083649719057955e-24,1.3639853069662443e-38,5.707607562673326e-43,8.036601219312103e-78,5.365975916543564e-54,5.344140836407568e-40,4.342567951231501e-47,1.3918871815330426e-70,5.517569277822174e-106,1.251488343189345e-92,1.3000808003798287e-52,7.368956302612841e-64,8.463443083772179e-51,1.0912078444018128e-72,3.76,0.0,0.8700621853717685,0.9999999989375292,8.867799957215417e-48,5.657707004419164e-70,1.3195446788182044e-10,1.2628564913650827e-10,5.6688187452952945e-12,1.0965759508210569e-23,1.0624707408663442e-09,6.4908571356197575e-28,3.9773666867426386e-29,1.464335872995188e-51,1.612858052514904e-49,1.5727786236756313e-25,1.4975298142430158e-25,8.952219508979349e-25,5.1780943830508175e-25,2.4516440091888163e-29,3.1994981558189844e-33,1.3619975415841935e-36,4.038378749138209e-38,1.509796944095679e-52,3.31872585718216e-51,6.4930628918146555e-46
8.327696508037569e-16,0.7467050981177499,3.89703575241846e-24,2.4529841263538114e-21,6.777373679863627e-29,1.4206576586487844e-37,0.0,0.0,9.580630214515431e-27,5.098052552347105e-48,1.1132090786151137e-35,3.652054893693186e-41,8.634540078655682e-38,2.1529037855460638e-49,8.845644819758451e-33,1.5126937178071823e-37,1.3013682743314857e-47,4.348274548750605e-25,1.5029132475611111e-44,9.88722773368942e-43,5.7606796957561055e-24,6.268371026939842e-38,2.6378607371823716e-42,2.2535170759206368e-76,4.412642200758809e-53,2.50330956750028e-39,3.571051130562585e-46,4.5902845198471724e-69,2.003232480779689e-103,8.302737943480677e-91,1.069104660130896e-51,1.02760623184595e-62,6.959885512054549e-50,3.0598571595537233e-71,3.76,0.0,0.8700621852837989,0.9999999982292163,7.090090851935348e-47,1.5864756854141925e-68,2.1992413798013838e-10,2.1047610719486252e-10,9.448030785229305e-12,3.031709997383167e-23,1.7707838111743992e-09,1.794531886494491e-27,1.0996256934414366e-28,1.204180966872886e-50,1.3263262345291164e-48,4.348274548644849e-25,4.140228169189144e-25,2.4750255023804108e-24,1.4315908673769716e-24,6.778661873923928e-29,8.845689768877047e-33,6.279963889769214e-36,1.8916823923683805e-37,1.1753552573763676e-51,2.5540172774038355e-50,4.99599692306168e-45
1.1658775676010755e-15,0.7467050981294172,7.379492993338315e-24,3.434178882014908e-21,1.2833858880663724e-28,3.5254677360576895e-37,0.0,0.0,1.8142045937380638e-26,1.651245828094978e-47,2.7625078192420703e-35,9.062842311335249e-41,2.1427224252205134e-37,5.342580431223855e-49,1.6750262999914035e-32,3.7539857176068e-37,4.21512213121775e-47,8.2339725241019575e-25,3.729802606266242e-44,2.4535845348516267e-42,1.0908521945385823e-23,1.5555399979900726e-37,6.593085340967989e-42,1.092511528366093e-75,1.4292440144310968e-52,6.362346009638574e-39,1.1566539866666431e-45,2.068513794785959e-68,1.0688303373676968e-102,4.238237464167854e-90,3.4628034334661434e-51,4.117375886024744e-62,2.254303738457624e-49,1.483434069930081e-70,3.76,0.0,0.8700621851958292,0.9999999975209038,2.2729784325684047e-46,7.691308639918128e-68,3.0789380806956355e-10,2.9466656622455485e-10,1.3227241844920466e-11,5.740897285192644e-23,2.4790962662144584e-09,3.398157116884519e-27,2.0822710106205375e-28,3.9003178315730553e-50,4.2959600171507904e-48,8.233972523839517e-25,7.840004060452013e-25,4.6867502593393876e-24,2.710884747984706e-24,1.2837055623821818e-28,1.6750375151407007e-32,1.5649935637027705e-35,4.8078822276904315e-37,3.730055452253842e-51,8.069047243643945e-50,1.5782986408587434e-44
1.4989854843983941e-15,0.7467050981410843,1.1856937522748248e-23,4.415374123250749e-21,2.062085618070682e-28,6.907362433138928e-37,0.0,0.0,2.9149580903044597e-26,4.012255830613871e-47,5.412506879985569e-35,1.7756594737283287e-40,4.198177491445011e-37,1.0467566158396594e-48,2.691334235386364e-32,7.3553184810588765e-37,1.0242113446709235e-46,1.3229874431592711e-24,7.308088848069044e-44,4.807238924651059e-42,1.7527176484962333e-23,3.0477256114328273e-37,1.3004093212140506e-41,3.7551745179073324e-75,3.4728300073764806e-52,1.2741571513206993e-38,2.810478761256964e-45,7.52433889518603e-68,7.351356304453811e-102,1.8243845052604843e-89,8.414046742813843e-51,1.1626041069950896e-61,5.477623506305441e-49,5.098874477772555e-70,3.76,0.0,0.8700621851078596,0.9999999968125921,5.438670859197641e-46,2.6436627177774812e-67,3.9586347815009567e-10,3.7885702622558487e-10,1.7006451924369027e-11,9.224137551174308e-23,3.187408105987057e-09,5.459961695891872e-27,3.3456729834247294e-28,9.477148517023517e-50,1.0438535800395042e-47,1.322987443107852e-24,1.2596856465458099e-24,7.530396055091896e-24,4.355690985957673e-24,2.062711946887439e-28,2.6913563204387504e-32,3.078332408910947e-35,9.62858301838122e-37,8.787456171151975e-51,1.8876624425374864e-49,3.691831697448995e-44
2.1652013179930317e-15,0.7467050981644189,2.3147000028646396e-23,6.377765745348053e-21,4.0256372728459607e-28,1.754876956342214e-36,0.0,0.0,5.690554315099596e-26,1.4400296410721149e-46,1.3750917492998742e-34,4.511213774898608e-40,1.066581149667266e-36,2.659367906747362e-48,5.253996929145433e-32,1.8688084697706332e-36,3.676018562074365e-46,2.5827265392050992e-24,1.8568476343187208e-43,1.221317210145804e-41,3.421639201170786e-23,7.742988853275097e-37,3.3511448771308193e-41,2.5613837055020633e-74,1.2464271624114117e-51,3.388351445611529e-38,1.0087023903040667e-44,5.708502392169646e-67,2.0853840220239744e-100,2.0136858665437412e-88,3.019869396748343e-50,5.0731955434739005e-61,1.9659877120711477e-48,3.477953884073394e-69,3.76,0.0,0.8700621849319202,0.9999999953959698,1.8725042791436137e-45,1.8032462365438477e-66,5.718028182902888e-10,5.472379485073147e-10,2.456486978269757e-11,1.8007272215839454e-22,4.604030341538852e-09,1.0658890869404819e-26,6.53139703700471e-28,3.40143472202164e-49,3.74651605676055e-47,2.582726539074465e-24,2.459145199738265e-24,1.4700767118544744e-23,8.503138294208792e-24,4.0272285107279234e-28,5.254053648113856e-32,7.886973318993556e-35,2.5605513518384553e-36,2.893699407952058e-50,6.086865211636078e-49,1.1900394556223643e-43
2.831417151587669e-15,0.7467050981877533,3.809598351729746e-23,8.3401591531073e-21,6.62559090117049e-28,3.524407872653083e-36,0.0,0.0,9.365675886102803e-26,3.676094888418836e-46,2.7616589163526064e-34,9.060083903809977e-40,2.1420626634477084e-36,5.3409231408315354e-48,8.64717584476566e-32,3.75342679415147e-36,9.384192358921157e-46,4.250728910418354e-24,3.729493349887984e-43,2.452824276310158e-41,5.631430904543274e-23,1.5550580039390824e-36,6.808632626380735e-41,9.358637207700653e-74,3.18187133445729e-51,7.055316909439922e-38,2.5750061930817375e-44,2.1592748092254386e-66,1.2507061734125156e-99,8.860471232843801e-88,7.709101510971077e-50,1.495646984252786e-60,5.0188064462898835e-48,1.270763182326284e-68,3.76,0.0,0.8700621847559808,0.9999999939793497,4.664794949009335e-45,6.588636468692478e-66,7.477421583977797e-10,7.156188743609977e-10,3.2123284036326584e-11,2.9636873567227685e-22,6.020650314537195e-09,1.7542711804014095e-26,1.0749567062347183e-27,8.68317696147624e-49,9.564157432208445e-47,4.250728910155997e-24,4.0473286459633215e-24,2.4194935836019904e-23,1.3994704120725232e-23,6.628786652807679e-28,8.647290766256374e-32,1.5949362019633971e-34,5.331709769145421e-36,7.009470585192449e-50,1.4540035621291703e-48,2.842050336229288e-43
3.497632985182306e-15,0.7467050982110879,5.696523776060363e-23,1.0302554474099883e-20,9.90742847046184e-28,6.239417003950797e-36,0.0,0.0,1.4004574660900288e-25,7.93607180746426e-46,4.889075296236378e-34,1.6039445740981258e-39,3.79217841229779e-36,9.455239811256583e-48,1.2930193166136553e-31,6.645121460407062e-36,2.025908501509861e-45,6.356157490950145e-24,6.603013732961702e-43,4.3423288544491616e-41,8.420726352180445e-23,2.752978803194588e-36,1.215625080264015e-40,2.78295422636743e-73,6.869133180458847e-51,1.2818000081422194e-37,5.55900543351855e-44,6.633086966137094e-66,6.259794403726247e-99,3.1575024022225854e-87,1.6642669022646392e-49,3.680977064188405e-60,1.0834873232064151e-47,3.77886241238514e-68,3.76,0.0,0.8700621845800415,0.9999999925627322,9.896863785194872e-45,1.9592581122368874e-65,9.236814984702324e-10,8.839998040417721e-10,3.968169442777921e-11,4.431625889595587e-22,7.437267863374696e-09,2.623177590672816e-26,1.6073931691562157e-27,1.8745576365030326e-48,2.0647598668625485e-46,6.3561574904856834e-24,6.05200129482383e-24,3.617888664009865e-23,2.0926396301646027e-23,9.913086031467078e-28,1.2930397941538133e-31,2.83792518709528e-34,9.686687383160819e-36,1.4563706740577825e-49,2.9885841113032133e-48,5.840531427261896e-43
4.83006465237158e-15,0.7467050982577571,1.0671079543392752e-22,1.422735097612634e-20,1.8559754491938933e-27,1.585090545254956e-35,0.0,0.0,2.6234243024589742e-25,2.906697475238953e-45,1.2420353469920991e-33,4.0747201550428677e-39,9.633758025687778e-36,2.4020305663567543e-47,2.4221634769635257e-31,1.6882361876112362e-35,7.420385011972234e-45,1.1906778386044108e-23,1.6778133842162575e-42,1.1031354412130723e-40,1.5774229614694205e-22,6.993732137953435e-36,3.121508757298064e-40,2.2789198853180954e-72,2.515923917467733e-50,3.362357847895743e-37,2.0360628253714102e-43,5.231198093131723e-65,1.8147959386840433e-97,3.819201527470528e-86,6.0956249626521505e-49,1.9255898391486206e-59,3.9685518421075014e-47,3.094554105119564e-67,3.76,0.0,0.8700621842281628,0.9999999897295045,3.562228837787447e-44,1.604452671221203e-64,1.2755601785078219e-09,1.2207616751249785e-09,5.479850338156738e-11,8.301593927381003e-22,1.0270495536319687e-08,4.913904172335004e-26,3.0110745973736546e-27,6.865892027357086e-48,7.562682069787655e-46,1.190677838486418e-23,1.133697100009896e-23,6.777252059861054e-23,3.920061582904069e-23,1.8574127088675056e-27,2.422215931407695e-31,7.2559650997324105e-34,2.541040300896244e-35,5.128928490135001e-49,1.0403324934279082e-47,2.0326957975984854e-42
6.162496319560855e-15,0.7467050983044261,1.723786244301116e-22,1.8152155249170687e-20,2.9981944763543933e-27,3.2166348055584116e-35,0.0,0.0,4.237832215525859e-25,7.520297733690152e-45,2.5204558707283568e-33,8.268829303702496e-39,1.954972449306502e-35,4.874415376646211e-47,3.912717568947884e-31,3.4260185054743123e-35,1.9198689691486984e-44,1.923403796878995e-23,3.405450178906727e-42,2.238581839697496e-40,2.548140490813261e-22,1.419231145034291e-35,6.368438655284368e-40,9.122773620284272e-72,6.5092923503751905e-50,6.9310017712751076e-37,5.267763156875977e-43,2.109446837287577e-64,1.236155484242199e-96,1.8629370586138622e-85,1.577081939992159e-48,6.200844943533374e-59,1.0267826509388592e-46,1.238808132376036e-66,3.76,0.0,0.8700621838762842,0.9999999868962868,9.146808945126782e-44,6.422910015328962e-64,1.6274388584031018e-09,1.5575235617520053e-09,6.991529664903587e-11,1.3410238231207236e-21,1.3103713363516558e-08,7.937838630807308e-26,4.864043957406013e-27,1.7763777871784436e-47,1.956684173561698e-45,1.9234037966395528e-23,1.8313513791252647e-23,1.0947846244841625e-22,6.332394228813398e-23,3.00111109237901e-27,3.9128244604493135e-31,1.4771665358845057e-33,5.238114199588804e-35,1.3041792002585355e-48,2.6312976551709996e-47,5.1407925590990847e-42
8.827359653939403e-15,0.7467050983977642,3.5147429876068387e-22,2.6001787106225505e-20,6.113596803775941e-27,9.42781213421797e-35,0.0,0.0,8.640806485757446e-25,3.259533005750002e-44,7.387247552822693e-33,2.4235398350047796e-38,5.729855183907394e-35,1.4286420632279947e-46,7.977901196160527e-31,1.0041611131687806e-34,8.321792563621859e-44,3.921778636435764e-23,9.985681934376494e-42,6.561062667745659e-40,5.195577991593967e-22,4.159626560805224e-35,1.8760671401797704e-39,9.062211625563558e-71,2.8213487191820328e-49,2.0612814751370562e-36,2.2832120504770108e-42,2.042284584524452e-63,4.2356685456933676e-95,2.762854113921509e-84,6.835600003041855e-48,4.0706382344015955e-58,4.450689116760275e-46,1.2306590038579037e-65,3.76,0.0,0.8700621831725268,0.9999999812298805,3.950936025515079e-43,6.380607310329852e-63,2.3311962177667957e-09,2.2310473816308833e-09,1.0014883613171058e-10,2.734302476386086e-21,1.8770119484993043e-08,1.61850316968993e-25,9.917669063043847e-27,7.69951994381417e-47,8.48135705102916e-45,3.921778635733978e-23,3.7340571754185597e-23,2.2322295175629065e-22,1.2911541910907836e-22,6.122145112172464e-27,7.97821577770855e-31,4.34251405495046e-33,1.5579078162046768e-34,5.607795512737854e-48,1.1286014246319852e-46,2.2048620887154948e-41
1.4157086322696502e-14,0.7467050985844401,9.00703673083487e-22,4.170114407110708e-20,1.5669014916716038e-26,3.9664199718104695e-34,0.0,0.0,2.214335362982165e-24,2.2995001939350175e-43,3.107840906814589e-32,1.0196052126304283e-37,2.4105633442220804e-34,6.010265692567394e-46,2.0444523563555142e-30,4.224588437262972e-34,5.871498407769826e-43,1.0050243283795053e-22,4.2052732943142845e-41,2.7602290212633258e-39,1.3314441072848173e-21,1.7499485251398166e-34,7.919572073136514e-39,1.8923164045297258e-69,1.990400623327351e-48,8.752045627148148e-36,1.6107330774420918e-41,4.096573442443806e-62,3.8136813382868515e-93,9.443636331473194e-83,4.822353966345531e-47,5.116086117642316e-57,3.140271768062592e-45,2.5701225340966604e-64,3.76,0.0,0.870062181765012,0.9999999698971864,2.802261256391067e-42,1.3325090977888078e-61,3.738710934786728e-09,3.5780952078859396e-09,1.6061572689001957e-10,7.007041767946887e-21,3.0102813598333134e-08,4.147670750191086e-25,2.5415699775735406e-26,5.431991322090254e-46,5.984058607136261e-44,1.0050243280842628e-22,9.569020181040502e-23,5.72041051867398e-22,3.308769206351483e-22,1.570497746666813e-26,2.0445851109705465e-30,1.830407748402206e-32,6.615577883486583e-34,4.0044813310131995e-47,8.08974326111489e-46,1.5805306542218262e-40
2.48165396602107e-14,0.7467050989577927,2.7633037959792673e-21,7.31002310626072e-20,4.808451945081961e-26,2.2007856993291603e-33,0.0,0.0,6.793469961014002e-24,2.3147737999836553e-42,1.7243064179723439e-31,5.657178428629573e-37,1.3374317752585086e-33,3.334547881506187e-45,6.2722542304141755e-30,2.343897023519202e-33,5.912013038353452e-42,3.0834284877118983e-22,2.3381468118546305e-40,1.5314043136560286e-38,4.084802937355592e-21,9.708899851731026e-34,4.402296431111325e-38,6.509780383095471e-68,2.0036745860635088e-47,4.875616631424532e-35,1.621426108404678e-40,1.3633196414145135e-60,8.842424247058116e-91,5.737933510483216e-81,4.8544852087285976e-46,9.898495873134642e-56,3.16206133897085e-44,8.843863313261103e-63,3.76,0.0,0.8700621789499826,0.9999999472322707,2.850267198210159e-41,4.585026656227823e-60,6.55374036199683e-09,6.272191606374751e-09,2.8154875558903905e-10,2.1497154181888417e-20,5.276772931962095e-08,1.2724942706879895e-24,7.797532833137543e-26,5.468522845207681e-45,6.025304169665652e-43,3.0834284860738304e-22,2.9356909582798756e-22,1.754986879791112e-21,1.0151101867291942e-21,4.828404287395474e-26,6.272992601366398e-30,1.0164052728903913e-31,3.686351238687571e-33,4.125765095268005e-46,8.393725791572755e-45,1.6401118353475505e-39
4.6135446335239094e-14,0.7467050997044972,9.54503147969645e-21,1.3589989778347966e-19,1.6618458998925875e-25,1.4490741804612205e-32,0.0,0.0,2.3466242792100647e-23,2.887992101905747e-41,1.1352218981255153e-30,3.7246970874302e-36,8.805068035178302e-33,2.1952204457271103e-44,2.1665678857125133e-29,1.5431080367347712e-32,7.379850992731819e-41,1.0651336037015689e-21,1.5459721819120426e-39,1.0081705736827929e-37,1.4109863751048096e-20,6.391667435836297e-33,2.902552084716894e-37,2.99098142040887e-66,2.4999881069951392e-46,3.214307359158165e-34,2.022933135583373e-39,6.147967282353931e-59,2.751882609108071e-88,4.918884005199015e-79,6.056876991390921e-45,2.4337874000629338e-54,3.947444873898621e-43,4.065577233002306e-61,3.76,0.0,0.8700621733199237,0.9999999019043292,3.5894732749645817e-40,2.107602892866511e-58,1.2183799189098e-08,1.1660387387229743e-08,5.234118017541284e-10,7.425553333535545e-20,9.809567081540209e-08,4.3955619427712695e-24,2.693537441467195e-25,6.823856771109572e-44,7.521154629656782e-42,1.0651336026231363e-21,1.0140311455935683e-21,6.0620925190480655e-21,3.506403890605907e-21,1.6749810583572034e-25,2.1670555467926752e-29,6.693358913653547e-31,2.4314884655417317e-32,5.252876219632962e-45,1.0750712365018353e-43,2.1008530220178515e-38
8.877325968529589e-14,0.7467051011979065,3.533430771587411e-20,2.615052061118346e-19,6.158643669655906e-25,1.0488959977027436e-31,0.0,0.0,8.686986501358941e-23,4.059931833716087e-40,8.215419799849995e-30,2.6958133682812957e-35,6.37193301241277e-32,1.5884614507804926e-43,8.020313722040613e-29,1.1166739022984547e-31,1.0385345917038873e-39,3.9433599893619636e-21,1.1284087413285625e-38,7.295222179268054e-37,5.223336743933274e-20,4.625073848244733e-32,2.1049473909128707e-36,1.611593415923973e-64,3.5148548525647475e-45,2.3269315115828136e-33,2.8437937492431297e-38,3.283708983781091e-57,1.0890289907870856e-85,5.113703305542271e-77,8.515454779815958e-44,6.8052150944382695e-53,5.5559282089410854e-42,2.19295820338163e-59,3.76,0.0,0.8700621620598062,0.9999998112560055,5.0795108982484654e-39,1.1366595027776034e-56,2.3443916734024274e-08,2.2436790884165085e-08,1.0071258494367065e-09,2.7488198222362564e-19,1.8874399460832815e-07,1.6272466082563697e-23,9.971867707114462e-25,9.596170547025627e-43,1.05838707225321e-40,3.943359981557707e-21,3.753659761168451e-21,2.2440973412982404e-20,1.2980194668224477e-20,6.253689781667012e-25,8.023863050513239e-29,4.843921062405247e-30,1.7619873192770568e-31,7.483121106209637e-44,1.5373024970804553e-42,3.0042524121192056e-37
1.7404888638540948e-13,0.7467051041847252,1.3581387862463732e-19,5.127397538151682e-19,2.372370077283889e-24,7.979857298152438e-31,0.0,0.0,3.33910024468151e-22,6.080471207286024e-39,6.247512486255262e-29,2.050536261665146e-34,4.845376501610604e-31,1.2076833005169218e-42,3.0827519963238168e-28,8.491124597981712e-31,1.5586196762821377e-38,1.5160038489096105e-20,8.727399832382829e-38,5.5465999931293134e-36,2.0077404636674543e-19,3.516470561243881e-31,1.6070611828668734e-35,9.448187116918962e-63,5.265254469533692e-44,1.7694814280834858e-32,4.258966567889874e-37,1.9194151670355323e-55,4.90392806021778e-83,5.897298560821386e-75,1.2755547023235569e-42,2.036751795003079e-51,8.340839570956022e-41,1.2884126145923173e-57,3.76,0.0,0.8700621395395716,0.9999996299895899,7.643761090148495e-38,6.67609238620472e-55,4.5964151386772594e-08,4.3989645616709e-08,1.974505768439699e-09,1.0565505871570062e-18,3.700104100787326e-07,6.255189545606772e-23,3.833475302874444e-24,1.438160506337804e-41,1.5883162368992948e-39,1.5160038429750575e-20,1.4426839866365668e-20,8.625595234955301e-20,4.989176407474901e-20,2.444632369948011e-24,3.0854813673679046e-28,3.683131099422874e-29,1.3425548368953645e-30,1.1293681886608046e-42,2.32487612709685e-41,4.5433221262283804e-36
