Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47)
0.0008577264182422382,0.7149947521446586,1.6373706941814219e-09,1.9931325466253642e-10,5.710511028803763e-10,1.3172845910124792e-08,0.0,0.0,3.3158013105823855e-07,9.110751390658766e-12,7.958365758534472e-07,2.5462703416089033e-08,2.0151910570270517e-10,1.1621226678359157e-26,3.259458452423824e-18,1.9334946768045142e-11,2.1067757410090107e-07,1.6792128329582703e-07,7.961979656526514e-13,3.1599648483267086e-15,0.0005064155915520007,4.2388192332834335e-11,2.9500748064217283e-13,2.4403569239716375e-13,1.7478296456995244e-12,3.0468961089766463e-07,1.6999300461556735e-13,2.407422504843851e-12,4.685281611482931e-11,5.054367446143738e-15,1.3146518226642294e-14,1.1109130474407621e-18,1.4478835129202898e-12,8.943679630624187e-15,3.76,0.0,0.005953875671625366,0.9997969338786457,3.6002699690756985e-09,5.88549281291962e-11,0.8420709822044089,0.8410562002691104,4.914769652595293e-09,6.723921767465396e-13,0.00020193665096121437,1.360890661153386e-07,5.5927025170972305e-14,3.4134654930562257e-15,1.0057151332672591e-13,1.357237888072244e-07
0.0008663807595510137,0.7150276401937485,1.6690934430944193e-09,2.0243857675339285e-10,5.843026693271144e-10,1.3491838180162504e-08,0.0,0.0,3.3866541880915237e-07,9.5243317300406e-12,8.181200547530162e-07,2.605803313326868e-08,2.0410360947527692e-10,1.2189907049196224e-26,3.3561771313545975e-18,1.964582461996317e-11,2.1670254598586252e-07,1.7420534206252928e-07,8.189475905169592e-13,3.280595014565575e-15,0.0005128360348690471,4.292728706684141e-11,2.997516358776954e-13,2.5917573762998537e-13,1.7984719632869784e-12,3.1180119100251516e-07,1.753510704221193e-13,2.570703457145431e-12,5.005164736937166e-11,5.347582433101269e-15,1.3531292556197286e-14,1.1567960091848946e-18,1.483187420275032e-12,9.413844075720632e-15,3.76,0.0,0.005663652182178238,0.9997969057592262,3.684524296907457e-09,6.245274183985871e-11,0.842367649141332,0.8413399753306513,4.789522837341425e-09,6.722125997110332e-13,0.00020193664528171624,1.3777756375963377e-07,5.631821556134305e-14,3.4935441366522073e-15,1.0293514492923289e-13,1.391409656296216e-07
0.0008750351008597892,0.715058958146046,1.701083734598179e-09,2.0559455510650616e-10,5.977437771864389e-10,1.3816398889646878e-08,0.0,0.0,3.4581306116450104e-07,9.951258654313008e-12,8.408136607003551e-07,2.666287842457516e-08,2.066897895923365e-10,1.2780556730075806e-26,3.454834755546339e-18,1.9959581928497693e-11,2.2283743487443635e-07,1.8066430905674696e-07,8.421437632413852e-13,3.4045380727286204e-15,0.0005192587392145563,4.3466532810766035e-11,3.0453977822112017e-13,2.751054586532444e-13,1.8500740679605887e-12,3.190260723203059e-07,1.8081652977210075e-13,2.7433435833312173e-12,5.343474515515028e-11,5.654652398609481e-15,1.3923535627036926e-14,1.2043138142231545e-18,1.5190172223636657e-12,9.90349916096631e-15,3.76,0.0,0.0053875944036381775,0.9997968771910947,3.770129388892509e-09,6.62300942912221e-11,0.8426501530676604,0.8416095819209335,4.670388498343758e-09,6.720415373848329e-13,0.00020193663951158862,1.394669099113258e-07,5.670991604208391e-14,3.574738283206658e-15,1.053319789025364e-13,1.4261122077964103e-07
0.0008836894421685647,0.7150887826397709,1.7333405830877439e-09,2.087811341894708e-10,6.113752605869028e-10,1.4146595020027296e-08,0.0,0.0,3.530226173959541e-07,1.0391779416455175e-11,8.6392151091906e-07,2.7277327781105245e-08,2.0927762016088127e-10,1.3393796467544588e-26,3.555451014219632e-18,2.0276217940852374e-11,2.2908302804398233e-07,1.8730130948873483e-07,8.657909359884026e-13,3.5318491315572e-15,0.0005256835885182493,4.400592084789785e-11,3.0937189812984824e-13,2.918581507881105e-13,1.9026441462890755e-12,3.2636529959679736e-07,1.863902546535496e-13,2.9257802234361668e-12,5.701074724561275e-11,5.9760804941095525e-15,1.4323319459034902e-14,1.2535149675221799e-18,1.5553756280902202e-12,1.0413235834708873e-14,3.76,0.0,0.00512501091207942,0.9997968481703289,3.857097975466167e-09,7.01939208334315e-11,0.842919185296231,0.8418657115750209,4.557068277831007e-09,6.718785741181018e-13,0.00020193663365003942,1.4115708423294085e-07,5.710214152363787e-14,3.6570527197925596e-15,1.0776216284701486e-13,1.461348236954153e-07
0.0008923437834773402,0.7151171865724787,1.7658630194941523e-09,2.1199826026376372e-10,6.25197946780995e-10,1.4482493943166202e-08,0.0,0.0,3.602936510303432e-07,1.0846142082547718e-11,8.874477411146989e-07,2.7901469656491562e-08,2.1186707762676822e-10,1.403025974633899e-26,3.658045563104551e-18,2.0595731832351926e-11,2.3544010666551274e-07,1.9411949012912445e-07,8.898935137607919e-13,3.6625836039008326e-15,0.0005321104723629933,4.454544292944443e-11,3.142479850143812e-13,3.0946817284078385e-13,1.956190358617974e-12,3.3381991692717774e-07,1.9207311321897635e-13,3.1184664309413634e-12,6.078860200655434e-11,6.312382441271345e-15,1.4730716160324337e-14,1.3044490833520784e-18,1.5922653320051244e-12,1.0943656286264625e-14,3.76,0.0,0.004875244031792471,0.9997968186929831,3.945442787974071e-09,7.435134539859758e-11,0.8431754033973359,0.8421090220740755,4.449278381711865e-09,6.717233145514947e-13,0.00020193662769627161,1.4284806755145224e-07,5.749490617288733e-14,3.74049220768498e-15,1.1022584353832502e-13,1.4971204161004075e-07
0.0009009981247861157,0.7151442392836426,1.7986500916090518e-09,2.1524587885780526e-10,6.392126570167514e-10,1.4824163423878213e-08,0.0,0.0,3.676257299127153e-07,1.1314595517671572e-11,9.11396505450608e-07,2.8535392466125126e-08,2.144581406582825e-10,1.4690589127573192e-26,3.762638081395612e-18,2.0918122773520264e-11,2.4190944585576874e-07,2.0112201912814379e-07,9.144559436874073e-13,3.796797194717837e-15,0.000538539285709935,4.508509124978327e-11,3.191680282507122e-13,3.279709697343653e-13,2.0107208395097668e-12,3.413909677465584e-07,1.9786596956442345e-13,3.3218713610371115e-12,6.47775760395052e-11,6.664086692748811e-15,1.5145797932866182e-14,1.3571669019589724e-18,1.6296890141764604e-12,1.1495374028061301e-14,3.76,0.0,0.004637668188039908,0.9997967887550883,4.035176558685161e-09,7.870968341273605e-11,0.8434194328456908,0.8423401390928802,4.3467488686369385e-09,6.715753826255018e-13,0.00020193662164948352,1.4453984180094245e-07,5.788822346995244e-14,3.825061481814413e-15,1.1272316691148586e-13,1.5334313960939222e-07
0.0009096524660948911,0.7151700067283216,1.8317008636760915e-09,2.1852393791725826e-10,6.534202059269335e-10,1.517167162237583e-08,0.0,0.0,3.7501842626342326e-07,1.1797389373175858e-11,9.357719765210054e-07,2.9179184586232087e-08,2.1705079003614386e-10,1.5375441131048892e-26,3.869248207156061e-18,2.1243389866657356e-11,2.484918147300885e-07,2.0831208583647204e-07,9.394826063490513e-13,3.93454591069368e-15,0.0005449699286369462,4.562485842299864e-11,3.2413201622695045e-13,3.4740309546461105e-13,2.0662436981882265e-12,3.490794948186662e-07,2.0376968427700416e-13,3.5364806638577207e-12,6.898726191881124e-11,7.031734591835889e-15,1.55686370801257e-14,1.4117203067405219e-18,1.6676493410640285e-12,1.2069013977359137e-14,3.76,0.0,0.004411688340214108,0.9997967583526529,4.126312020786722e-09,8.327644471806241e-11,0.843651868587016,0.8425596577669402,4.24922297376992e-09,6.714344206381716e-13,0.00020193661550886897,1.4623238996809007e-07,5.828210622174247e-14,3.910765252570348e-15,1.1525427811587217e-13,1.5702838068806617e-07
0.0009183068074036666,0.7151945516423555,1.8650144168580642e-09,2.2183238410806552e-10,6.678214027026512e-10,1.552508709703542e-08,0.0,0.0,3.8247131672985676e-07,1.22947740752703e-11,9.60578345323766e-07,2.983293435363093e-08,2.1964500854857675e-10,1.608548039899158e-26,3.977895617733525e-18,2.1571532238309147e-11,2.5518797645453123e-07,2.1569290062808492e-07,9.649779501421067e-13,4.075886043300648e-15,0.0005514023060897446,4.6164737460639783e-11,3.291399377380068e-13,3.678022361621505e-13,2.1227670189778995e-12,3.568865402327303e-07,2.097851140291268e-13,3.762796882494146e-12,7.342758602218714e-11,7.41588053265692e-15,1.599930601212281e-14,1.4681623410940708e-18,1.7061489651594252e-12,1.266521253757533e-14,3.76,0.0,0.004196738491472457,0.9997967274816608,4.21886190847646e-09,8.805933650567353e-11,0.8438732765281525,0.8427681441830996,4.156456465572989e-09,6.713000883488532e-13,0.00020193660927361672,1.4792569604037531e-07,5.867656662317555e-14,3.997608204771549e-15,1.1781932148472671e-13,1.6076802580395517e-07
0.0009269611487124421,0.7152179336994919,1.898589848622733e-09,2.2517116738720528e-10,6.824170500859247e-10,1.5884478806969753e-08,0.0,0.0,3.899839824327414e-07,1.2807000814922683e-11,9.858198212303266e-07,3.049673006514291e-08,2.222407808924974e-10,1.682138697749761e-26,4.088599932105303e-18,2.190254894294383e-11,2.619986882990019e-07,2.232676947246505e-07,9.909463265302444e-13,4.2208741847600486e-15,0.0005578363276450796,4.670472175063723e-11,3.341917805365044e-13,3.8920723353213263e-13,2.1802988617486773e-12,3.648131453961775e-07,2.1591311235120863e-13,4.001339855999556e-12,7.810881645425658e-11,7.81709211885325e-15,1.643787725374628e-14,1.5265472259547155e-18,1.7451905261200434e-12,1.3284617679211374e-14,3.76,0.0,0.00399228027111713,0.9997966961380742,4.3128389570086685e-09,9.306626625878692e-11,0.8440841949544441,0.8429661367973983,4.068217033994326e-09,6.711720621257035e-13,0.00020193660294291126,1.49619744956826e-07,5.907161625724443e-14,4.085595000004134e-15,1.2041844060627826e-13,1.645623339309407e-07
0.0009356154900212176,0.7152402096608482,1.932426273436174e-09,2.2854023555107616e-10,6.97207946010015e-10,1.6249916115016956e-08,0.0,0.0,3.975560090077309e-07,1.3334321539010961e-11,1.0115006319561465e-06,3.117065997787403e-08,2.2483809357888017e-10,1.7583847617108962e-26,4.201380833195226e-18,2.2236439093981862e-11,2.689247016891651e-07,2.3103972002199543e-07,1.0173921943158162e-12,4.369567203289879e-15,0.0005642719072853995,4.7244805037319e-11,3.3928753330809206e-13,4.1165810832989673e-13,2.238847262352653e-12,3.728603510377751e-07,2.2215452893665816e-13,4.252647127093907e-12,8.304157106290883e-11,8.2359503232819e-15,1.6884423448970025e-14,1.5869303767752623e-18,1.7847766500583674e-12,1.3927889020414517e-14,3.76,0.0,0.003797801586168905,0.999796664317831,4.408255902863961e-09,9.830534470655035e-11,0.8442851358779401,0.8431541477837234,3.984283708524343e-09,6.710500341348264e-13,0.00020193659651593208,1.5131452256122806e-07,5.94672661650216e-14,4.174730274878007e-15,1.230517782717123e-13,1.6841156211041356e-07
0.0009442698313299931,0.7152614335170758,1.966522821842389e-09,2.319395409506984e-10,7.121948819899793e-10,1.6621468790392437e-08,0.0,0.0,4.0518698664200806e-07,1.3876988942718869e-11,1.0376250235278066e-06,3.185481230886241e-08,2.2743693484412333e-10,1.8373566823560346e-26,4.3162579188810406e-18,2.257320171847463e-11,2.7596676225973626e-07,2.3901224891799363e-07,1.0443198676332436e-12,4.522022269033806e-15,0.0005707089631844497,4.778498140247055e-11,3.444271834842415e-13,4.3519608430122024e-13,2.298420233067852e-12,3.810291972031836e-07,2.2851021077197464e-13,4.517274354907617e-12,8.823682554789594e-11,8.673049645574788e-15,1.7339017370190122e-14,1.6493684214857644e-18,1.8249099510867446e-12,1.4595697907164028e-14,3.76,0.0,0.003612815338757537,0.9997966320168462,4.50512548383314e-09,1.0378488878865612e-10,0.8444765863197881,0.8433326643166358,3.904446304662159e-09,6.709337115690087e-13,0.0002019365899918542,1.5301001555761703e-07,5.986352682767275e-14,4.26501864418845e-15,1.2571947657112652e-13,1.723159655008584e-07
0.0009529241726387686,0.7152816566235864,2.000878641512209e-09,2.3536903238943446e-10,7.273786454863686e-10,1.6999207011910026e-08,0.0,0.0,4.1287651010681786e-07,1.4435256463114998e-11,1.0641972602518573e-06,3.254927523590118e-08,2.3003729456457992e-10,1.9191253078590265e-26,4.433250890171143e-18,2.2912835946795656e-11,2.8312560990590944e-07,2.471885741426468e-07,1.0717338293249971e-12,4.678296816896705e-15,0.0005771474175032748,4.8325245247384917e-11,3.4961072010090824e-13,4.598636120451897e-13,2.359025763030552e-12,3.893207232645264e-07,2.3498100098534795e-13,4.7957957323118996e-12,9.37059216615886e-11,9.12899827148635e-15,1.780173192109809e-14,1.713919217535132e-18,1.8655930300673925e-12,1.5288727493124048e-14,3.76,0.0,0.0034368582061162023,0.9997965992310125,4.603460439266763e-09,1.0951342463072916e-10,0.844659009530038,0.8435021497915789,3.828504897405034e-09,6.708228159141159e-13,0.0002019365833698478,1.5470621146800977e-07,6.02604082516533e-14,4.356464698102148e-15,1.2842167680919786e-13,1.762757974265096e-07
0.0009615785139475441,0.7153009278291775,2.035492895858585e-09,2.3882866509466156e-10,7.427600173730945e-10,1.7383201370654896e-08,0.0,0.0,4.20624178785346e-07,1.5009378273917685e-11,1.09122162467936e-06,3.325413689730415e-08,2.3263916417725565e-10,2.0037636600252772e-26,4.552379318370758e-18,2.3255340793572843e-11,2.9040197883679484e-07,2.5557200858939706e-07,1.0996383423404814e-12,4.838448588265033e-15,0.0005835871961961203,4.8865591275852904e-11,3.5483813050055e-13,4.857043934839559e-13,2.4206718186775418e-12,3.977359679174065e-07,2.4156774054584184e-13,5.088804408375192e-12,9.946057550117737e-11,9.604418229088475e-15,1.827264014767646e-14,1.780641870364206e-18,1.9068284768059604e-12,1.6007672819139547e-14,3.76,0.0,0.0032694894801242667,0.9997965659561991,4.703273510180256e-09,1.1549969053081493e-10,0.8448328461479031,0.8436630449855308,3.7562693204413035e-09,6.707170822513107e-13,0.00020193657664907883,1.5640309859217724e-07,6.065791992548383e-14,4.449073006589218e-15,1.311585196394541e-13,1.8029130942395446e-07
0.0009702328552563196,0.7153192935983799,2.070364765641936e-09,2.4231838858481273e-10,7.583397754263468e-10,1.7773522873464942e-08,0.0,0.0,4.2842959669719033e-07,1.5599609281369954e-11,1.118702417573864e-06,3.396948539332365e-08,2.3524253660239973e-10,2.0913446874147984e-26,4.6736629366619346e-18,2.3600715436911368e-11,2.9779659762603985e-07,2.6416588514881974e-07,1.1280379343692094e-12,5.00253557403287e-15,0.0005900282288257576,4.940601447804447e-11,3.6010940453899354e-13,5.127634060709855e-13,2.4833663441718236e-12,4.062759691975048e-07,2.482712663868871e-13,5.3969129152403815e-12,1.0551288589238882e-10,1.0099945548017005e-14,1.875181523889995e-14,1.849596750396414e-18,1.9486188679626624e-12,1.6753240892434387e-14,3.76,0.0,0.0031102899634918436,0.9997965321882523,4.8045774395907194e-09,1.2175263995685314e-10,0.8449985153053917,0.8438157691610054,3.687558689791791e-09,6.706162585933426e-13,0.00020193656982870804,1.5810066596946314e-07,6.105607092971955e-14,4.5428481149838595e-15,1.3393014493089006e-13,1.8436275128811917e-07
0.000978887196565095,0.7153367981278324,2.105493446872439e-09,2.458381616137932e-10,7.741186903664397e-10,1.817024294554745e-08,0.0,0.0,4.3629237251837757e-07,1.6206205121248594e-11,1.14664395787344e-06,3.469540878587822e-08,2.3784740617286837e-10,2.181944159275871e-26,4.797121281002125e-18,2.394895888737004e-11,3.0531018926548683e-07,2.7297355654326324e-07,1.156936794252573e-12,5.170616081502465e-15,0.0005964704483877806,4.9946510115236464e-11,3.654245296013559e-13,5.410869278394363e-13,2.5471172618433654e-12,4.1494176447724507e-07,2.5509241401612473e-13,5.720753600281678e-12,1.1187534286378632e-10,1.0616230413931056e-14,1.9239330540439363e-14,1.9208455121699147e-18,1.990966770273626e-12,1.7526150765465195e-14,3.76,0.0,0.0029588609198214384,0.9997964979229956,4.9073849726216866e-09,1.2828144455560316e-10,0.8451564156770691,0.843960721116166,3.622200950705956e-09,6.705201052532467e-13,0.0002019365629078921,1.597989033424174e-07,6.145486985727364e-14,4.6377945503822725e-15,1.3673669196153367e-13,1.8849037111599755e-07
0.0009875415378738704,0.7153534834569785,2.140878153286466e-09,2.493879338722338e-10,7.900975311040507e-10,1.8573433434277027e-08,0.0,0.0,4.442121195987005e-07,1.6829422156905652e-11,1.1750505826586489e-06,3.5431995100675554e-08,2.404537685636562e-10,2.2756369923829035e-26,4.922774138128542e-18,2.4300070404390014e-11,3.1294347121458885e-07,2.8199839516416776e-07,1.1863395268374512e-12,5.342748645645789e-15,0.0006029137911434294,5.0487073705341776e-11,3.7078349687494084e-13,5.707225618880063e-13,2.611932472605861e-12,4.237343904906634e-07,2.6203201447951853e-13,6.060979062430185e-12,1.1856083621197986e-10,1.1153937328087623e-14,1.9735259551830668e-14,1.9944511110967994e-18,2.033874737145065e-12,1.832713361451877e-14,3.76,0.0,0.0028148230749169374,0.9997964631562304,5.01170885694231e-09,1.35095497172758e-10,0.8453069264785821,0.8440982801836855,3.560032446677364e-09,6.704283942438659e-13,0.0002019365558857828,1.6149780112231264e-07,6.185432496268981e-14,4.733916814710625e-15,1.395782992098423e-13,1.926744153501722e-07
0.0009961958791826458,0.7153693895733577,2.1765181131435356e-09,2.529676685653046e-10,8.062770585625562e-10,1.8983166611647824e-08,0.0,0.0,4.5218845597462087e-07,1.746951747840141e-11,1.2039266471118414e-06,3.6179332326684556e-08,2.4306162072947586e-10,2.3725019494271287e-26,5.050640989030529e-18,2.465404899407609e-11,3.2069715545449936e-07,2.9124379290989994e-07,1.2162502093414002e-12,5.518992136408226e-15,0.0006093581964605474,5.10277010092007e-11,3.7618629378717584e-13,6.017192620906807e-13,2.67781985639658e-12,4.326548833272106e-07,2.6909089843459576e-13,6.418262594041336e-12,1.25582664156468e-10,1.1713745259469279e-14,2.023967594462353e-14,2.0704778234855926e-18,2.077345313507857e-12,1.9156932817968778e-14,3.76,0.0,0.002677815666838572,0.9997964278837344,5.117561842841721e-09,1.4220441488493505e-10,0.8454504084164439,0.8442288071808493,3.5008975094985102e-09,6.703409087066919e-13,0.0002019365487615274,1.6319735035625674e-07,6.225444402856205e-14,4.831219394177035e-15,1.4245510464039057e-13,1.9691512881974917e-07
0.0009999999999999998,0.7153845545127594,2.1922646549658786e-09,2.5455065225649517e-10,8.134526568854106e-10,1.9165358526058247e-08,0.0,0.0,4.5571235845951895e-07,1.7756285551493874e-11,1.2167691217335407e-06,3.651125757509373e-08,2.442084046523473e-10,2.4161036868880013e-26,5.107551980430161e-18,2.481055150213547e-11,3.241436573996063e-07,2.953783790974118e-07,1.229559687281223e-12,5.597777945826584e-15,0.0006121912343163059,5.126535942461553e-11,3.7857502376394275e-13,6.157877624592906e-13,2.707122702095182e-12,4.366167163070912e-07,2.7223166918962655e-13,6.580885778706533e-12,1.2877911978519056e-10,1.1966986061334996e-14,2.0464102596295e-14,2.10467913326839e-18,2.0966319882322653e-12,1.9530992271663108e-14,3.76,0.0,0.002619727846391459,0.999796412218182,5.164577879530108e-09,1.4542504243902611e-10,0.8455113426792172,0.8442840459547301,3.4758254553377863e-09,6.703037368285873e-13,0.0002019365455974362,1.639446118044282e-07,6.243053323165464e-14,4.874364511365944e-15,1.4373081102114621e-13,1.9879717805949262e-07
0.0010048502204914212,0.7153845545127594,2.21241257306917e-09,2.5657731463093785e-10,8.226580336799717e-10,1.939951517848705e-08,0.0,0.0,4.6022100438035143e-07,1.812674890258473e-11,1.2332765244861955e-06,3.6937508419158865e-08,2.4567096084002055e-10,2.4726156858079518e-26,5.180741709613739e-18,2.5010894036812877e-11,3.285719485357435e-07,3.0071316102673763e-07,1.246673574595965e-12,5.6994056187903876e-15,0.0006158036066622547,5.156838801759254e-11,3.8163291345835627e-13,6.341273577490312e-13,2.744787272581365e-12,4.4170427846710156e-07,2.76269891251091e-13,6.793298626538897e-12,1.3295454208485864e-10,1.2296347805411679e-14,2.0752653553774034e-14,2.1489912627792565e-18,2.121381030328719e-12,2.0016304034327818e-14,3.76,0.0,0.002547495542324522,0.9997963921012638,5.224956683797485e-09,1.496180420430229e-10,0.8455872045914626,0.8443526453132866,3.444648069327767e-09,6.702574423685947e-13,0.0002019365415342688,1.648975426960592e-07,6.265523457635985e-14,4.929706748484997e-15,1.4536724537895823e-13,2.0121275478163591e-07
0.0010135045618001966,0.7153990144544862,2.248560793125827e-09,2.6021684109256925e-10,8.392412077558053e-10,1.9822552266584957e-08,0.0,0.0,4.6830939225427093e-07,1.880137497423613e-11,1.2631046060616685e-06,3.7706611298536365e-08,2.482817882256089e-10,2.576060358878369e-26,5.313095691819635e-18,2.537060452164317e-11,3.3656855163316045e-07,3.1040992994971816e-07,1.2776135271397731e-12,5.884048525319477e-15,0.0006222499668829895,5.2109130938933104e-11,3.871233431734693e-13,6.679985801022426e-13,2.8128425603951834e-12,4.508836107686346e-07,2.8356981944554143e-13,7.186803182040807e-12,1.4069061138663017e-10,1.2902453340426883e-14,2.1274266403117716e-14,2.2300584008379644e-18,2.1659844120698994e-12,2.0906015279947387e-14,3.76,0.0,0.002423536297316044,0.9997963558045516,5.333906136475916e-09,1.5734645332793006e-10,0.8457176413580706,0.8444701210345891,3.3911432837913994e-09,6.701777990250753e-13,0.000201936534203145,1.6659837036847374e-07,6.305670365179187e-14,5.029383325050431e-15,1.4831485814195828e-13,2.0556753495872764e-07
0.001022158903108972,0.715412803811969,2.284962052805624e-09,2.638861946204884e-10,8.560273347916754e-10,2.0252351443489012e-08,0.0,0.0,4.764532517446103e-07,1.9493654968059657e-11,1.29341530111658e-06,3.848672885469085e-08,2.5089410331676075e-10,2.6829139121301757e-26,5.4477229506767695e-18,2.5733180000374766e-11,3.446876605910606e-07,3.203375491473781e-07,1.309075008514948e-12,6.072980433323431e-15,0.000628697224931537,5.2649926187619836e-11,3.9265757875053573e-13,7.033860869621329e-13,2.881993539331622e-12,4.6019391451770834e-07,2.909915027725647e-13,7.599514328141057e-12,1.4880544837688123e-10,1.353278517910039e-14,2.1804588687266128e-14,2.313747583189535e-18,2.2111579678848982e-12,2.1826847006582927e-14,3.76,0.0,0.0023056274594334064,0.9997963189893087,5.444422961474801e-09,1.653999568177801e-10,0.8458420291417121,0.8445815448639731,3.340249185191316e-09,6.701017920487498e-13,0.00020193652676728975,1.6829982614710778e-07,6.345885813150303e-14,5.130253542213329e-15,1.5129807873043466e-13,2.0997970957919e-07
0.0010308132444177473,0.7154259553189605,2.321615643390146e-09,2.6758535213035096e-10,8.730171563674677e-10,2.0688986714074298e-08,0.0,0.0,4.846522197098634e-07,2.0203848891730906e-11,1.32421303687899e-06,3.927794894478349e-08,2.5350790759818605e-10,2.7932625759329855e-26,5.584642736169762e-18,2.609861941448811e-11,3.5292996597976444e-07,3.3049948696535873e-07,1.3410616514671826e-12,6.266261342975426e-15,0.0006351453311607294,5.3190770372993365e-11,3.982356068776908e-13,7.403444902563916e-13,2.952248009587178e-12,4.696362234032678e-07,2.9853576448441824e-13,8.03219263940455e-12,1.5731407330731007e-10,1.4188081720006103e-14,2.2343694809193372e-14,2.4001285521668447e-18,2.2569042032491475e-12,2.2779592178570748e-14,3.76,0.0,0.0021934737103550227,0.9997962816512231,5.556519923184295e-09,1.7378909706818568e-10,0.8459606632163343,0.8446872121640301,3.2918383449345825e-09,6.700292439218293e-13,0.00020193651922583225,1.7000190332547207e-07,6.386170438507764e-14,5.232321810921689e-15,1.5431704268474165e-13,2.144495174118981e-07
0.0010394675857265227,0.7154385001115164,2.358520877337083e-09,2.713142555892941e-10,8.902114208392102e-10,2.113253252618687e-08,0.0,0.0,4.929059377199599e-07,2.0932217489671677e-11,1.3555022585029744e-06,4.008035939927617e-08,2.561232035508601e-10,2.907184814512542e-26,5.723875280741049e-18,2.6466922556144016e-11,3.612961531370942e-07,3.408992304750713e-07,1.3735787353749712e-12,6.4639513200893024e-15,0.0006415942383434713,5.373166028888149e-11,4.038574271126857e-13,7.789298803408725e-13,3.0236137524299784e-12,4.79211570586977e-07,3.062034185423924e-13,8.4856216610236e-12,1.6623195946703703e-10,1.4869096612910446e-14,2.289165934644856e-14,2.489272460418238e-18,2.3032256058507046e-12,2.3765056349970315e-14,3.76,0.0,0.0020867941461521094,0.9997962437859617,5.670209790777155e-09,1.8252465820390875e-10,0.8460738244439278,0.8447874038805173,3.245789554343927e-09,6.699599857914263e-13,0.00020193651157789712,1.7170459569166487e-07,6.426524873084463e-14,5.335592508542862e-15,1.5737188449491972e-13,2.1897719580400818e-07
0.001048121927035298,0.7154504678059826,2.3956770763606704e-09,2.750728930053267e-10,9.076108595645918e-10,2.1583063771290274e-08,0.0,0.0,5.012140520509751e-07,2.1679022247909436e-11,1.3872874290132705e-06,4.089404801800672e-08,2.5873999461529997e-10,3.024771987136492e-26,5.865439602023247e-18,2.6838088261731445e-11,3.697869022277625e-07,3.515402853196907e-07,1.4066294604043e-12,6.666110945852621e-15,0.0006480439015548121,5.427259290369757e-11,4.0952302468531764e-13,8.19199854966741e-13,3.0960985306530004e-12,4.889209886585964e-07,3.1399528609387e-13,8.960608380396868e-12,1.755750423689933e-10,1.5576598895116186e-14,2.3448557108840005e-14,2.5812518968581394e-18,2.3501246639235297e-12,2.4784057741241264e-14,3.76,0.0,0.0019853215737262505,0.9997962053891677,5.785505337830282e-09,1.9161766702451617e-10,0.8461817799779705,0.8448823872460377,3.201987521049488e-09,6.698938570465715e-13,0.00020193650382260446,1.7340789750392723e-07,6.466949690846909e-14,5.440070012297221e-15,1.604627386098368e-13,2.23562980713593e-07
0.0010567762683440735,0.7154618865731693,2.4330835861945226e-09,2.788611977605313e-10,9.252162169779344e-10,2.2040655791389306e-08,0.0,0.0,5.095762136827553e-07,2.244452539950103e-11,1.4195730292894928e-06,4.1719102578821815e-08,2.613582851336121e-10,3.146101820490333e-26,6.0093562743211656e-18,2.7212116663061028e-11,3.7840288827943e-07,3.624261755670484e-07,1.4402196514223178e-12,6.87280074046733e-15,0.0006544942780597312,5.4813565351061086e-11,4.1523240439164936e-13,8.612135427600999e-13,3.1697100889144044e-12,4.987655097353922e-07,3.219121747418079e-13,9.457983699261117e-12,1.8535972902642683e-10,1.6311373166386278e-14,2.4014463078640917e-14,2.6761408972204624e-18,2.3976038436110173e-12,2.5837427316038425e-14,3.76,0.0,0.0018888018415877045,0.9997961664564641,5.902419343680029e-09,2.0107939612109397e-10,0.8462847839325397,0.8449724164493752,3.160322580201139e-09,6.698307049158818e-13,0.00020193649595907017,1.7511180346787264e-07,6.507445476682565e-14,5.545758658271545e-15,1.6358973820109796e-13,2.282071067458389e-07
