Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778)
7.533127804225121e-09,0.854815526830796,2.1664872651937957e-09,8.50025198386189e-11,1.2403498279550926e-11,4.289908215713786e-13,0.0,0.0,3.746638760353158e-11,2.3176950270991435e-17,1.075609191396506e-12,2.5416476425711544e-16,1.0356272385450778e-14,9.364435833204685e-26,3.0688029263170366e-17,4.197010153866757e-14,9.12307424605247e-16,1.934738707168514e-09,8.441904809262765e-19,2.2439434859662924e-18,4.150100854086007e-08,1.2060380142514556e-14,2.2576482947122743e-16,3.524205584364118e-29,5.704381419000091e-21,1.6442394181200986e-14,5.205888009230305e-16,3.217699912028728e-23,1.0862877086918619e-33,8.517236574139225e-34,3.428491408307267e-20,8.084882395206094e-24,9.756782908084583e-18,4.3826016147159675e-24,3.76,0.0,0.9314732392713206,0.9982095235401467,5.052532995120833e-15,9.604297369784622e-22,0.01998111003059026,0.019874332876001575,0.00010668117424388561,8.737526408514006e-09,0.0017904743358659696,1.603539803612569e-11,2.3283230580148923e-12,1.852757644442062e-19,1.7794678864537513e-17,1.9340303940227233e-09,6.632329201794251e-11,1.3075816167463315e-09,8.56215821191248e-10,5.4747775871055694e-11,2.56891460328653e-13,9.001798479971192e-13,7.427342019967092e-13,1.78903589336796e-20,9.64267159690238e-21
7.703826698106243e-09,0.8548823248467308,2.221952491006731e-09,8.91949784555294e-11,1.3033933252320487e-11,4.607203349028858e-13,0.0,0.0,3.918599733513875e-11,2.5350312488506966e-17,1.1531613978842516e-12,2.782943951365634e-16,1.1098497412151712e-14,9.846049352448349e-26,3.1402798799747927e-17,4.494859316748583e-14,1.0040994255588689e-15,2.0248945444061177e-09,9.128721352374589e-19,2.401213677246816e-18,4.340627865318844e-08,1.2891565146085735e-14,2.466582646144614e-16,4.1739836830292763e-29,6.344492453604214e-21,1.805884078995909e-14,5.588040013759752e-16,3.594249315304277e-23,1.3472771956043834e-33,1.0424385158249565e-33,3.748822237010905e-20,9.004216111799429e-24,1.0723601876053314e-17,5.0424084049366656e-24,3.76,0.0,0.9310253685586899,0.998209523437734,5.558685110879572e-15,1.1064063464450091e-21,0.020428982648549657,0.02032224550296066,0.00010663714926753011,8.792275357136533e-09,0.0017904743406151234,1.6773974877815072e-11,2.4284549053975326e-12,2.0049061712248343e-19,1.9207936710679047e-17,2.0241361392741045e-09,6.78808460309262e-11,1.3400928900708924e-09,8.788878547921089e-10,5.7516718039554075e-11,2.7646402138968814e-13,9.512999142418591e-13,7.883780202804097e-13,1.962974903359799e-20,1.052079297371777e-20
7.874525591987365e-09,0.8549490907509685,2.2773801468617147e-09,9.348759922365534e-11,1.3680124384655136e-11,4.93969672221943e-13,0.0,0.0,4.094389138142931e-11,2.7672601901165766e-17,1.2343599897499076e-12,3.041122130706461e-16,1.1875718625698065e-14,1.0339624780905316e-25,3.2113284113300146e-17,4.8066823425057846e-14,1.10266955135989e-15,2.117086420396052e-09,9.855295402580646e-19,2.5657040536864363e-18,4.5354150551874124e-08,1.3759656818194848e-14,2.6894801866336663e-16,4.9240947208011815e-29,7.040075563840085e-21,1.979165984023766e-14,5.988146678909924e-16,4.003694698202019e-23,1.6626780760736127e-33,1.2704190321256945e-33,4.090792847755812e-20,1.00016686017832e-23,1.1760141777346013e-17,5.7828516955911086e-24,3.76,0.0,0.9305777131937158,0.9982095233300627,6.102029191245501e-15,1.270449273277104e-21,0.02087663996145661,0.02076994385669603,0.00010659200866789183,8.843533383466428e-09,0.0017904743484478507,1.752913448921574e-11,2.5303823849144133e-12,2.1652311393467554e-19,2.0694389664179745e-17,2.116275623363473e-09,6.943741355627291e-11,1.372535698655258e-09,9.015823294835474e-10,6.035304662342644e-11,2.9701170702860873e-13,1.003897830958664e-12,8.355134470298987e-13,2.1493691865051942e-20,1.1457644788087943e-20
8.045224485868487e-09,0.8550158245589506,2.332769707171607e-09,9.788018970437243e-11,1.4342059018790254e-11,5.287732820499866e-13,0.0,0.0,4.274004557017034e-11,3.0150414740870976e-17,1.3192880148446673e-12,3.316963048809361e-16,1.2688770146794648e-14,1.084511921832535e-25,3.281948583487593e-17,5.13281900281312e-14,1.208342938791191e-15,2.2113130407202123e-09,1.0623123521619794e-18,2.7375794802519866e-18,4.734461039773596e-08,1.466541796453333e-14,2.9269273457658273e-16,5.787144374295583e-29,7.794556298418075e-21,2.1646262041192425e-14,6.406587143868855e-16,4.4479510891740354e-23,2.0421734723649173e-33,1.541919705533756e-33,4.455323115411487e-20,1.1081672067750106e-23,1.2869601436245395e-17,6.611586674134086e-24,3.76,0.0,0.9301302730728511,0.9982095232201061,6.68433902536596e-15,1.4543044867065492e-21,0.021324082072845394,0.021217427855520003,0.00010654593749166067,8.89150515792292e-09,0.0017904743563926832,1.8300873473036207e-11,2.6340879582349665e-12,2.33394348661482e-19,2.225584752217721e-17,2.2104475011162384e-09,7.099299434132188e-11,1.4049100023749806e-09,9.242989300198981e-10,6.325660015802734e-11,3.1855788252662317e-13,1.0579725427383323e-12,8.841428823710649e-13,2.3488078446037997e-20,1.2455815016072468e-20
8.215923379749609e-09,0.8550825262861111,2.3881207373848687e-09,1.0237255701262747e-10,1.501972438104719e-11,5.651655403100299e-13,0.0,0.0,4.457443572659672e-11,3.279048499319872e-17,1.4080284291636945e-12,3.6112662535194973e-16,1.3538487718755674e-14,1.1362488566944638e-25,3.3521406932519626e-17,5.4736103913094056e-14,1.3214521266227307e-15,2.307573110959361e-09,1.143373826800707e-18,2.9170049719525472e-18,4.9377644334588165e-08,1.5609608928957292e-14,3.1795208807531013e-16,6.77697628903463e-29,8.611486906584505e-21,2.3628174488989562e-14,6.843738439765099e-16,4.9289888113299895e-23,2.4968916488971458e-33,1.86408081200369e-33,4.8433492377756446e-20,1.2248784383795878e-23,1.4055243272625705e-17,7.536794145085693e-24,3.76,0.0,0.9296830480925968,0.9982095231108682,7.3074284748691e-15,1.659841269711899e-21,0.021771309086200362,0.021664697447441622,0.00010649909105023129,8.936383952005746e-09,0.0017904743614469139,1.908918836572296e-11,2.739554241927914e-12,2.5112536065563226e-19,2.3894115430865374e-17,2.306650427418019e-09,7.25475882887934e-11,1.437215816686252e-09,9.470373757537647e-10,6.622721734248159e-11,3.41125857302538e-13,1.113522821772786e-12,9.342683315812065e-13,2.561894360767439e-20,1.3517950495431761e-20
8.38662227363073e-09,0.855149195947877,2.4434328802533432e-09,1.0696450794105776e-10,1.571310760307839e-11,6.031807510383481e-13,0.0,0.0,4.644703767672144e-11,3.559968407532616e-17,1.5006640969228616e-12,3.924850038841569e-16,1.4425708693542537e-14,1.1891687591325313e-25,3.421905243666952e-17,5.829398923858353e-14,1.4423370380165702e-15,2.405865336864507e-09,1.2288708960625325e-18,3.1041456923568566e-18,5.145323849169286e-08,1.659298760066056e-14,3.4478677902535887e-16,7.908759288976274e-29,9.494547686911801e-21,2.5743040196845914e-14,7.299975505883221e-16,5.448833302379979e-23,3.0395788346103454e-33,2.2450294772357362e-33,5.255823577727614e-20,1.350768880378798e-23,1.532039277769168e-17,8.567202708869068e-24,3.76,0.0,0.9292360381495053,0.9982095230025461,7.973151375955701e-15,1.8890577171605603e-21,0.022218321104955953,0.022111752605586142,0.0001064515994996936,8.978352173363104e-09,0.0017904743634145704,1.9894075639737003e-11,2.8467640064783846e-12,2.6973713527125e-19,2.5610993921391277e-17,2.4048830573860225e-09,7.4101195471678e-11,1.4694532040314931e-09,9.697974154701493e-10,6.926473713912744e-11,3.6473888499439453e-13,1.1705472850144597e-12,9.858914336514186e-13,2.789246650809443e-20,1.4646757133242638e-20
8.557321167511853e-09,0.8552158335596672,2.4987058437771383e-09,1.1165584906870169e-10,1.6422195740527796e-11,6.428531470712952e-13,0.0,0.0,4.8357827250238706e-11,3.858502050812116e-17,1.5972777906851114e-12,4.2585515127893065e-16,1.5351272017827496e-14,1.243266997541223e-25,3.4912429193781274e-17,6.200528338949018e-14,1.5713449626676508e-15,2.5061884245377482e-09,1.3189642454985305e-18,3.2991669521011263e-18,5.357137898591235e-08,1.7616309421509848e-14,3.7325852277091287e-16,9.19908015815494e-29,1.0447548323095318e-20,2.799661761769316e-14,7.775671205616428e-16,6.00956492405473e-23,3.6847911639382836e-33,2.6939915177463868e-33,5.693714503569511e-20,1.4863193650721652e-23,1.6668437982826143e-17,9.712111750482719e-24,3.76,0.0,0.9287892431401776,0.9982095228938266,8.683401439972606e-15,2.1440864529438025e-21,0.02266511823249679,0.022558593324179158,0.00010640357185625436,9.017581898514183e-09,0.001790474363610977,2.0715531705439116e-11,2.955700175179873e-12,2.8925060427125145e-19,2.7408278940615702e-17,2.5051440465498714e-09,7.565381609666422e-11,1.5016222662970412e-09,9.925788228522102e-10,7.23689988605238e-11,3.894201635702829e-13,1.2290444100467632e-12,1.0390134884058995e-12,3.031497115655442e-20,1.5845000117645954e-20
8.728020061392975e-09,0.855282439136894,2.55393939227126e-09,1.1644638684119966e-10,1.7146975786857802e-11,6.842168905821947e-13,0.0,0.0,5.030678028267444e-11,4.175363963560041e-17,1.6979521914951306e-12,4.613226655530015e-16,1.6316018221180282e-14,1.2985388368278985e-25,3.5601545679487955e-17,6.587343698034936e-14,1.7088305415805454e-15,2.6085410805493303e-09,1.4138183805832744e-18,3.50223420761374e-18,5.573205192330324e-08,1.8680327392341382e-14,4.034300428080976e-16,1.0666026815635787e-28,1.1474428997025282e-20,3.039478023696708e-14,8.27119633939811e-16,6.613318792298224e-23,4.4490747423357174e-33,3.221396066587087e-33,6.158006253195085e-20,1.632023204706459e-23,1.8102829007402497e-17,1.0981411480884942e-23,3.76,0.0,0.9283426629612657,0.9982095227833302,9.440112168634558e-15,2.427199631504469e-21,0.023111700572157657,0.023005219615574713,0.00010635509896769937,9.054235318207364e-09,0.001790474363416437,2.155355291226401e-11,3.0663458230872783e-12,3.0968664615143655e-19,2.928776187572597e-17,2.6074320509686407e-09,7.720545046772485e-11,1.5337231392258488e-09,1.0153813931217075e-09,7.553984223367621e-11,4.151928354428862e-13,1.2890125474238181e-12,1.0936354781689158e-12,3.2892926862579414e-20,1.711550409932513e-20
8.898718955274097e-09,0.8553490126949613,2.609133334962296e-09,1.2133592767291882e-10,1.7887434691012015e-11,7.27306073832132e-13,0.0,0.0,5.229387261812732e-11,4.5112823212012194e-17,1.8027698891069895e-12,4.989750405115303e-16,1.7320789398769392e-14,1.354979444772755e-25,3.6286411754096934e-17,6.99019138593965e-14,1.8551557447106343e-15,2.712922012059688e-09,1.5136017241294945e-18,3.713513059258763e-18,5.793524340115023e-08,1.9785792082255127e-14,4.3536506012429535e-16,1.2329314951894045e-28,1.2579261985974722e-20,3.294351597418431e-14,8.786919663161635e-16,7.262284520984598e-23,5.351249082165189e-33,3.8390396613305234e-33,6.649698735239691e-20,1.788386149898036e-23,1.9627077396104955e-17,1.2385612844223263e-23,3.76,0.0,0.9278962975094701,0.9982095226706904,1.024525672947555e-14,2.740816420178131e-21,0.023558068227223585,0.02345163150646759,0.00010630625730053092,9.088465377256245e-09,0.0017904743631993695,2.240813555012936e-11,3.1786841754160685e-12,3.310660865787048e-19,3.12512295874681e-17,2.711745727352859e-09,7.875609895068217e-11,1.5657559852881889e-09,1.0382049387513575e-09,7.877710748165032e-11,4.4207998766299084e-13,1.350449937314191e-12,1.149758097703587e-12,3.5632948898204026e-20,1.8461153459126027e-20
9.069417849155219e-09,0.8554155542492667,2.664287519649788e-09,1.2632427800356606e-10,1.864355936725661e-11,7.721547195969596e-13,0.0,0.0,5.4319080110787154e-11,4.8669989113710335e-17,1.911813382166663e-12,5.389016717415683e-16,1.836642919934253e-14,1.4125838960426799e-25,3.696703852038644e-17,7.409419111034352e-14,2.0106898554560318e-15,2.819329926862682e-09,1.6184866840322394e-18,3.933169250026486e-18,6.018093950909538e-08,2.0933451635119743e-14,4.691282858856035e-16,1.4210381719646474e-28,1.376625273581045e-20,3.5648926767274474e-14,9.323207899872695e-16,7.958706038224086e-23,6.412629208413587e-33,4.5602143564116786e-33,7.169807391385236e-20,1.9559263599943935e-23,2.1244755659958724e-17,1.3935868866906157e-23,3.76,0.0,0.927450146681542,0.9982095225561306,1.1100847869439227e-14,3.0875083663502206e-21,0.02400422130092986,0.023897829035793842,0.00010625711103903992,9.120416204923652e-09,0.0017904743627379426,2.3279275850197098e-11,3.2926986063929727e-12,3.5340969867593816e-19,3.3300464434016936e-17,2.818083733107723e-09,8.030576196752954e-11,1.5977209897214277e-09,1.0610492870821474e-09,8.208063536856588e-11,4.701046520774197e-13,1.4133547195121655e-12,1.2073817730675862e-12,3.8541798961007343e-20,1.9884892495126996e-20
9.24011674303634e-09,0.8554820638151992,2.7194018268074067e-09,1.3141124435089282e-10,1.9415336704371467e-11,8.187967816489724e-13,0.0,0.0,5.6382378626339156e-11,5.2432691005715204e-17,2.025165078444886e-12,5.811938635635722e-16,1.9453782811363506e-14,1.4713471765363238e-25,3.7643438184612786e-17,7.845375905311957e-14,2.175809452736607e-15,2.9277635334272666e-09,1.7286497315746742e-18,4.161368664048461e-18,6.246912633018818e-08,2.2124051777121097e-14,5.047854130966304e-16,1.6332498327588869e-28,1.503974106198666e-20,3.851722809206017e-14,9.88042575267027e-16,8.704881367701354e-23,7.657302287783377e-33,5.399866588814094e-33,7.719363038099747e-20,2.135174366698602e-23,2.295949674785802e-17,1.5643999756369367e-23,3.76,0.0,0.9270042103742818,0.9982095224398514,1.2008937814990494e-14,3.470005724694765e-21,0.024450159896462067,0.02434381225278345,0.00010620771403218672,9.150223594698873e-09,0.0017904743618329033,2.416696998574942e-11,3.4083726379451066e-12,3.7673820332253882e-19,3.54372442945353e-17,2.926444726374728e-09,8.185443999478212e-11,1.629618356847785e-09,1.0839142781068206e-09,8.545026724102816e-11,4.992898055323276e-13,1.4777249437488682e-12,1.2665066816972461e-12,4.162638571123529e-20,2.138972563958128e-20
9.581514530798585e-09,0.855614987043468,2.829510470363028e-09,1.4188025176661706e-10,2.1005796825632415e-11,9.175966266695277e-13,0.0,0.0,6.06231522518671e-11,6.060559463208797e-17,2.265122258674584e-12,6.732497261230532e-16,2.1757019850466525e-14,1.5923297453046688e-25,3.89836099608543e-17,8.768879447177908e-14,2.536347807683337e-15,3.1507026593347315e-09,1.9655366961590505e-18,4.644061396268227e-18,6.717291641521788e-08,2.4637044684126337e-14,5.820490106588096e-16,2.1402769578006502e-28,1.786424749553761e-20,4.476792944655641e-14,1.1059099080974608e-15,1.035595485857812e-22,1.0808415384316913e-32,7.503621852064189e-33,8.911014628809987e-20,2.5309775734396222e-23,2.6694998659071974e-17,1.9584637392914907e-23,3.76,0.0,0.9261129809092163,0.9982095222020649,1.3991019910496203e-14,4.354165373883258e-21,0.025341394065498245,0.025235135990440194,0.00010610833920165238,9.203911894300956e-09,0.0017904743587676217,2.599200417177363e-11,3.644634322356968e-12,4.2643251408607493e-19,3.9980528301709904e-17,3.1492303119347004e-09,8.494884322619361e-11,1.6932110772796166e-09,1.1297056026645595e-09,9.238721140335388e-11,5.612332131028315e-13,1.6108535118159832e-12,1.389259757547281e-12,4.8351141525415644e-20,2.465499378257966e-20
9.888403801046501e-09,0.8557343653275813,2.928352504788376e-09,1.5162578736894176e-10,2.2488799009440835e-11,1.0128709572508502e-12,0.0,0.0,6.45650677538652e-11,6.873245991979893e-17,2.4963557559306278e-12,7.650298272561914e-16,2.3978347393725527e-14,1.7049876890533914e-25,4.017402697088329e-17,9.659668921084225e-14,2.897086022380047e-15,3.35800978231949e-09,2.1983505679693716e-18,5.108793310856034e-18,7.154616888907675e-08,2.7050038163152217e-14,6.586459894979762e-16,2.7057839994859067e-28,2.0744782566865245e-20,5.100744229509145e-14,1.219369521407136e-15,1.2034100092622003e-22,1.4574930746236533e-32,9.988578337334838e-33,1.009337401484694e-19,2.9323060098300046e-23,3.042187388554074e-17,2.379873658693349e-23,3.76,0.0,0.9253125683259809,0.9982095219807566,1.5973331284171402e-14,5.301980370512598e-21,0.026141811022160524,0.02603563365045715,0.0001060185300656761,9.246059523301434e-09,0.0017904743561997234,2.7689038311469322e-11,3.862518456185893e-12,4.746724928558568e-19,4.4381160430436074e-17,3.3563896796410214e-09,8.772710686675804e-11,1.7501472721678109e-09,1.1709374100296004e-09,9.884706913605563e-11,6.211061550616308e-13,1.7355073010137046e-12,1.5047273561907381e-12,5.50683031416668e-20,2.789837513765768e-20
9.999999999999999e-09,0.8558536404563001,2.9642629424967286e-09,1.5524796731845433e-10,2.3040570230037204e-11,1.0490729224716146e-12,0.0,0.0,6.602893295440793e-11,7.188043391805904e-17,2.584184040898463e-12,8.006418111912502e-16,2.482253810997351e-14,1.7468643882383706e-25,4.06035704034693e-17,9.998247057053802e-14,3.037347989612629e-15,3.4350130433950334e-09,2.2879051822464487e-18,5.28522169299416e-18,7.317044584475456e-08,2.7964519053440706e-14,6.88258995768776e-16,2.9409779380648605e-28,2.1878243429396026e-20,5.342997728866345e-14,1.2624320143057083e-15,1.2692856673385117e-22,1.620969397838761e-32,1.1059568790757441e-32,1.0550714820902011e-19,3.0896222464846716e-23,3.186831635147001e-17,2.5506412167328065e-23,3.76,0.0,0.9250216804899623,0.9982095218981991,1.6743885432429915e-14,5.686652057281095e-21,0.026432700482522255,0.026326552470379187,0.00010598579095977574,9.260077215843552e-09,0.001790474355619786,2.8319394016985186e-11,3.943022168773856e-12,4.930764316380569e-19,4.605779826887538e-17,3.4333368668107605e-09,8.873659818704285e-11,1.7707980110772096e-09,1.1859468734368227e-09,1.0124852951812636e-10,6.438889423335576e-13,1.7820027650796353e-12,1.5479172450414535e-12,5.767761811100589e-20,2.915399134498541e-20
1.0195293071294418e-08,0.8558536404563001,3.027064840352584e-09,1.6168707945541764e-10,2.4022190366791955e-11,1.1144654592386272e-12,0.0,0.0,6.862972848821318e-11,7.76469577589167e-17,2.7427881895230617e-12,8.659595227278879e-16,2.6347679216152947e-14,1.8213098173087701e-25,4.1351009536205476e-17,1.0610003541713534e-13,3.2949772006718447e-15,3.5718444096401412e-09,2.4511538671005427e-18,5.60371763773632e-18,7.605654499586224e-08,2.961328052800661e-14,7.42427165821456e-16,3.3948556150853068e-28,2.3978431488922594e-20,5.787496767450416e-14,1.3401505511696038e-15,1.391114016324685e-22,1.9466082230821866e-32,1.318212727883241e-32,1.138758341770364e-19,3.380264132828919e-23,3.4521518851458386e-17,2.8739376848930886e-23,3.76,0.0,0.92451284752434,0.9982095217511596,1.815894489249646e-14,6.415745460640801e-21,0.026941536334363126,0.026835439691735487,0.00010592841944849566,9.283048994516847e-09,0.0017904743549525398,2.9439516330289654e-11,4.085517863237023e-12,5.264148501915057e-19,4.9092127001482586e-17,3.5700670332534036e-09,9.050219595024167e-11,1.8068686111726377e-09,1.2122338688362693e-09,1.05518159250443e-10,6.850838969083679e-13,1.864864230454145e-12,1.6250404394642562e-12,6.246737150097793e-20,3.14532239388269e-20
1.0502182341542334e-08,0.8559728125187871,3.1256474585293834e-09,1.7206301097700995e-10,2.5605894575624365e-11,1.2225750014155592e-12,0.0,0.0,7.28169947413626e-11,8.739783085694291e-17,3.004895193588325e-12,9.766389864289866e-16,2.886998046365354e-14,1.9412642668476692e-25,4.2514655438393276e-17,1.1621959189150694e-13,3.732470145165693e-15,3.792199065705327e-09,2.725128078130731e-18,6.1298032311215015e-18,8.070396371537734e-08,3.23310190969106e-14,8.338086336172909e-16,4.229193282738983e-28,2.7595390225465497e-20,6.541065284627019e-14,1.4684577997135624e-15,1.6002348373381648e-22,2.5765148038717204e-32,1.7255483432888524e-32,1.280016716464124e-19,3.878375836433099e-23,3.9017156055605467e-17,3.4502540268984975e-23,3.76,0.0,0.9237138179063848,0.9982095215147965,2.0561195558641748e-14,7.717873496094273e-21,0.027740570599934435,0.027634554606833384,0.00010583811224666479,9.315423012833856e-09,0.001790474353511517,3.124341401400193e-11,4.313541948314891e-12,5.817781482355136e-19,5.412360070583197e-17,3.790254606925575e-09,9.32741143084461e-11,1.8633766569009764e-09,1.2535943168726681e-09,1.1239958420607827e-10,7.532980058465702e-13,1.9989107212840624e-12,1.7501931683505003e-12,7.059385227059123e-20,3.533919154465785e-20
1.0809071611790251e-08,0.8560918816041289,3.2241004490303936e-09,1.8275246777258584e-10,2.7239835414859653e-11,1.337393757522729e-12,0.0,0.0,7.712672697414496e-11,9.803521530006062e-17,3.2831514738407373e-12,1.0976888628750972e-15,3.155023133340156e-14,2.0648185102794238e-25,4.366506755365135e-17,1.2697625549236758e-13,4.212088534454061e-15,4.0190662842702325e-09,3.0215029964091804e-18,6.688020307636592e-18,8.548834399998275e-08,3.520747650236369e-14,9.332161465785812e-16,5.233438162627454e-28,3.1627338444886256e-20,7.365579519367361e-14,1.604494043509465e-15,1.8323545471096678e-22,3.3814644599517916e-32,2.2414315533501825e-32,1.4337798531610298e-19,4.4302914413150325e-23,4.393260021661477e-17,4.11932188504393e-23,3.76,0.0,0.9229154788747235,0.99820952127316,2.3193823069595672e-14,9.232957652594599e-21,0.02853891441618582,0.028432978919793208,0.00010574768141230304,9.343667443269382e-09,0.001790474350392652,3.3100706601958726e-11,4.546501562457626e-12,6.40880421970694e-19,5.948570890963921e-17,4.016944644794189e-09,9.6042865934746e-11,1.919673026265541e-09,1.2950181365832152e-09,1.1949045409961613e-10,8.258794928843983e-13,2.1376327671617674e-12,1.8801782271633463e-12,7.949482741411157e-20,3.957657406546972e-20
1.1115960882038168e-08,0.8562108478013343,3.3224239743609457e-09,1.9375433887878113e-10,2.8923936820416808e-11,1.4591152118836378e-12,0.0,0.0,8.155878582985567e-11,1.096106344577743e-16,3.5780308129668925e-12,1.2297503956608018e-15,3.439342682700222e-14,2.1919394110467e-25,4.4802352761547404e-17,1.3839106101084252e-13,4.7364306007601845e-15,4.2524386087184545e-09,3.3415581277027386e-18,7.279340419754091e-18,9.04096047809183e-08,3.8246850829060853e-14,1.0410849807936103e-15,6.435457986369504e-28,3.610745653146105e-20,8.26528335707066e-14,1.7484600525275137e-15,2.0891095228594567e-22,4.4026180922159244e-32,2.890427053745178e-32,1.6007296992357107e-19,5.039786988003077e-23,4.929224897765927e-17,4.892593586635204e-23,3.76,0.0,0.9221178298324805,0.9982095210247084,2.6070970376170634e-14,1.0987906753798537e-20,0.029336568379912144,0.029230713174686035,0.000105657179403166,9.36821729347209e-09,0.0017904743471460565,3.501136879931579e-11,4.784308979932118e-12,7.038391827881752e-19,6.518853395000329e-17,4.250129401259859e-09,9.880845496808512e-11,1.975759368489232e-09,1.3365047417655907e-09,1.2678988688288327e-10,9.029588175680794e-13,2.2810160232888283e-12,2.0149870319099162e-12,8.921896512506173e-20,4.418631636619965e-20
1.1422850152286084e-08,0.8563297111993355,3.420618238166995e-09,2.0506751680743791e-10,3.065812293545881e-11,1.5879321639550817e-12,0.0,0.0,8.611303214141431e-11,1.2217699287271431e-16,3.890006076079778e-12,1.3734855562388676e-15,3.740457650394913e-14,2.322593275342196e-25,4.592662094120915e-17,1.504851810281237e-13,5.3081688079706165e-15,4.492308592524382e-09,3.686624086107084e-18,7.904736428749993e-18,9.546766497394972e-08,4.145331575190193e-14,1.1578597990537902e-15,7.866646974080676e-28,4.107044203421403e-20,9.244533965715255e-14,1.9005546081207216e-15,2.372190007062223e-22,5.689131322842343e-32,3.701703651406991e-32,1.7815625480611092e-19,5.710763523841603e-23,5.512107364706847e-17,5.782527558574578e-23,3.76,0.0,0.9213208701832957,0.9982095207672772,2.920718179494232e-14,1.3012083384276026e-20,0.03013353308739231,0.030027757925407496,0.00010556664838155477,9.389462415293022e-09,0.0017904743459450693,3.6975374790500054e-11,5.026877875722633e-12,7.707714222148228e-19,7.124211346457177e-17,4.489801141448682e-09,1.015708856028734e-10,2.031637345474533e-09,1.3780535656883452e-09,1.3429700855277272e-10,9.846658927725649e-13,2.4290458860216615e-12,2.1546099234154832e-12,9.981652978668854e-20,4.919001607848175e-20
1.1729739422534e-08,0.856448471886988,3.518683480271538e-09,2.1669089758075407e-10,3.244231811929603e-11,1.7240367310120504e-12,0.0,0.0,9.078932693208237e-11,1.357885703728002e-16,4.2195492163789145e-12,1.5295771683669885e-15,4.058870424650656e-14,2.456745893022418e-25,4.7037984502933784e-17,1.6327992573471028e-13,5.93004954365025e-15,4.738668799352585e-09,4.0580839299392324e-18,8.565182478515133e-18,1.0066244348025798e-07,4.483102066891558e-14,1.2839945251030147e-15,9.562243256183772e-28,4.65525239029643e-20,1.0307800968152638e-13,2.0609745178389586e-15,2.6833396810478295e-22,7.299391851830843e-32,4.7097225662878646e-32,1.9769887799748632e-19,6.4472464027682e-23,6.144461040458948e-17,6.802641373062268e-23,3.76,0.0,0.9205245993313258,0.9982095205023329,3.261740128709549e-14,1.533744345045692e-20,0.030929809134389637,0.03082411373437335,0.00010547612151462116,9.407752158914344e-09,0.001790474345331565,3.8992698248989364e-11,5.274123303685885e-12,8.41793615290233e-19,7.765644066266796e-17,4.735952141310725e-09,1.0433016201678649e-10,2.0873086288769255e-09,1.4196640592435451e-09,1.4201095314442978e-10,1.0711300896726466e-12,2.5817075359062646e-12,2.2990363013779247e-12,1.113393915988221e-19,5.460992747629606e-20
1.2036628692781917e-08,0.8565671299530697,3.6166199877733485e-09,2.2862338061668946e-10,3.427644693087421e-11,1.8676203511811007e-12,0.0,0.0,9.558753141234003e-11,1.5050101634984353e-16,4.567131280910181e-12,1.6987290295812368e-15,4.395084803337148e-14,2.5943625721284608e-25,4.8136558281512655e-17,1.7679674270003697e-13,6.6048928205440066e-15,4.991511802674471e-09,4.45737444840195e-18,9.261653970993558e-18,1.059938591844935e-07,4.8384090830298955e-14,1.4199522266243158e-15,1.1561670320662266e-27,5.259147462152248e-20,1.145966564063871e-13,2.229914630297465e-15,3.024355235140273e-22,9.302449426734088e-32,5.955029267431372e-32,2.187732615689559e-19,7.253384599282124e-23,6.828895187157218e-17,7.967565639376197e-23,3.76,0.0,0.9197290166812412,0.9982095202329573,3.631697078889791e-14,1.7998679324232285e-20,0.03172539711615231,0.03161978117653697,0.00010538561895363602,9.423398941454672e-09,0.0017904743422322016,4.1063312343020934e-11,5.5259616749924845e-12,9.170217230029629e-19,8.444146448346315e-17,4.988574687235719e-09,1.0708628842319922e-10,2.1427749072253626e-09,1.4613356951364763e-09,1.4993086260459873e-10,1.1624802427979148e-12,2.7389859572796453e-12,2.4482547123299054e-12,1.2384103597727263e-19,6.046896525698372e-20
