Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133)
1.4964796716014694e-05,0.5928424717721396,8.143411568619392e-11,2.8720675931992987e-10,2.616705762663533e-10,3.237560812293879e-11,0.0,0.0,1.1674926689430133e-09,1.8563315445420176e-13,1.5210081034728782e-08,4.167987111617777e-11,1.6588826234354529e-12,1.8667992172610625e-31,1.0432118784295368e-21,7.264315673631769e-14,1.339477396104206e-10,3.945160730684049e-07,3.5924252279372436e-16,8.271520609038547e-20,1.7532293084901675e-07,1.0348670656671592e-14,1.2247438137225484e-15,1.3631680792578984e-18,1.2364716181920378e-15,7.233247928106959e-10,3.130448202604538e-17,5.0922893449966055e-20,3.0918311543994825e-19,2.2438752406643032e-21,8.236236739311249e-18,7.971472444231478e-21,3.080686320937215e-14,2.752053235539648e-18,3.76,0.0,0.567718863930065,0.9998155005844415,1.5342158129339197e-10,4.3378010032451275e-14,0.03906677257175882,0.03906581763679014,1.921814997787696e-07,5.623041380844559e-13,0.0001841019572110477,1.0107187499491143e-10,1.2462390928408718e-15,9.062003881549053e-17,2.6580274621883013e-15,3.8078001846964177e-07,8.027183256246372e-12,8.877475679566228e-12,1.8508796025353279e-10,4.473529205008878e-10,5.906052629772789e-10,3.2286907982741528e-12,3.0977544901249078e-12,2.894723175193496e-18,2.9147264873503966e-19,3.6352414650325145e-15,8.342273240791386e-16
1.548334129469869e-05,0.5929858780225432,8.530104805776907e-11,2.9295064803762676e-10,2.779109159944879e-10,3.595989098310603e-11,0.0,0.0,1.2570053965992704e-09,2.1295443109305447e-13,1.6813208884850616e-08,4.5753253339688485e-11,1.7752706869845142e-12,2.1927999749235564e-31,1.1723827178609453e-21,7.657909222716961e-14,1.5295338937620876e-10,4.2193798471245325e-07,3.9327454455306434e-16,9.350123373236713e-20,1.875710209737155e-07,1.1076166674941282e-14,1.2911391295245867e-15,1.7212532733710776e-18,1.4120615798935044e-15,7.940323461955087e-10,3.40302192078807e-17,6.321958587201936e-20,4.1855439092126636e-19,2.942014623711448e-21,9.411074083705009e-18,8.796092260857655e-21,3.396446706556028e-14,3.264151508459714e-18,3.76,0.0,0.5664112234866665,0.9998154729196537,1.7525377210308609e-10,5.307846338330049e-14,0.040374426843691136,0.0403734186194018,1.9174137713635427e-07,5.618013819509573e-13,0.0001841019520138401,1.0813131828538864e-10,1.2956698058554335e-15,9.944165917356464e-17,2.916732268482641e-15,4.067580674100888e-07,8.293867338484755e-12,9.337980712839812e-12,1.929512934006323e-10,4.747702100484396e-10,6.413408533308626e-10,3.4959020151611794e-12,3.354456794665347e-12,3.0518598370969403e-18,3.0726404092415164e-19,3.8311864735126324e-15,8.927585151953622e-16
1.6001885873382684e-05,0.5931289540070948,8.919974658658657e-11,2.985730702624288e-10,2.9420896424663435e-10,3.980164129985027e-11,0.0,0.0,1.3502714442373127e-09,2.4320506619563255e-13,1.8523187006666503e-08,5.004211216168558e-11,1.8954950242995474e-12,2.561809429644651e-31,1.3124316748329353e-21,8.057369988217337e-14,1.7375007659932638e-10,4.5025447433381714e-07,4.29112684008115e-16,1.051820429231161e-19,2.0022483412291013e-07,1.1828064140287253e-14,1.3585238982290123e-15,2.1534987327952025e-18,1.6041942981000857e-15,8.684902775594342e-10,3.688677744774092e-17,7.813502976322613e-20,5.6032085831843e-19,3.816336680195088e-21,1.0698549326222272e-17,9.66118668468049e-21,3.727177299429294e-14,3.8457722555260146e-18,3.76,0.0,0.5651065950921131,0.999815444347545,1.9915694606739464e-10,6.448608266480575e-14,0.041679069577404665,0.04167800623939065,1.9130227121470377e-07,5.612997880874258e-13,0.00018410194668154258,1.1542348060886509e-10,1.345335604336563e-15,1.0865320883814917e-16,3.1870068183536795e-15,4.3353499853540435e-07,8.55980830716887e-12,9.808827523810405e-12,2.0088466893837394e-10,5.028525204029586e-10,6.943295355260875e-10,3.774509180219558e-12,3.6221194996509702e-12,3.211265028896648e-18,3.23286854979781e-19,4.0303572145082265e-15,9.532399204573817e-16
1.652043045206668e-05,0.593271700487235,9.313230749083221e-11,3.0409234251731043e-10,3.105353332144001e-10,4.3909907943167786e-11,0.0,0.0,1.4473305989103647e-09,2.765888003863372e-13,2.0343209066307522e-08,5.4549600803218486e-11,2.019545214281297e-12,2.9776969489182614e-31,1.4637879967232544e-21,8.46288401503506e-14,1.9641127049233642e-10,4.79463031957219e-07,4.668031404958611e-16,1.1778654473083784e-19,2.1328362243491685e-07,1.2604332522694969e-14,1.4269296843578557e-15,2.671068239070068e-18,1.8135436047755987e-15,9.467544306605254e-10,3.987711704901055e-17,9.615990361789189e-20,7.42297596028851e-19,4.900905588368396e-21,1.2103702767833878e-17,1.0565884300841784e-20,4.072467245718495e-14,4.502690058672924e-18,3.76,0.0,0.5638049718082006,0.9998154148704023,2.2521835777744178e-10,7.781993171099553e-14,0.042980707713464274,0.04297958743795752,1.908641792916319e-07,5.607993589956433e-13,0.00018410194115269686,1.2294782034217268e-10,1.3952466199667779e-15,1.1823568836367215e-16,3.468030406051854e-15,4.611054680040439e-07,8.825008562290999e-12,1.0289772949099293e-11,2.088866075356247e-10,5.3159207513267e-10,7.495699674894959e-10,4.064690537380401e-12,3.900914701285011e-12,3.3730165904559245e-18,3.3954263681439788e-19,4.232096970849897e-15,1.0156681084337738e-15
1.7038975030750673e-05,0.5934141182223486,9.710057027860779e-11,3.09523046613988e-10,3.268656649965614e-10,4.8293785164217294e-11,0.0,0.0,1.5482229574284888e-09,3.1331605183762425e-13,2.227644727818227e-08,5.927895146050473e-11,2.1474108686837613e-12,3.444558656828759e-31,1.62687021917792e-21,8.874547567268193e-14,2.2100819694971226e-10,5.095611556622415e-07,5.06391543767969e-16,1.313438373099369e-19,2.2674663874748518e-07,1.3404941229113696e-14,1.4963732748169643e-15,3.2861089387930697e-18,2.040761826835977e-15,1.0288820073795091e-09,4.300428384603815e-17,1.17858516625791e-19,9.736767360425429e-19,6.23425529909459e-21,1.3631486317785937e-17,1.150935565093933e-20,4.4319191647294636e-14,5.2408203027636546e-18,3.76,0.0,0.5625063467123581,0.999815384490372,2.5352289687582016e-10,9.331575690009961e-14,0.04427934817678368,0.0442781691406629,1.9042709943075308e-07,5.603000864029287e-13,0.00018410193549897466,1.3070380012483864e-10,1.445406542743447e-15,1.2818862444004372e-16,3.760093873426724e-15,4.894641577068806e-07,9.089470483944435e-12,1.0780587949822149e-11,2.1695557621008552e-10,5.609808720889353e-10,8.070595210988704e-10,4.366633745824581e-12,4.191023742691742e-12,3.537160003188854e-18,3.5604270525857947e-19,4.437312788899828e-15,1.080039628541467e-15
1.7557519609434667e-05,0.5935562079701799,1.011061308987115e-10,3.1487664073669137e-10,3.431801490942902e-10,5.29624099170967e-11,0.0,0.0,1.6529888559587067e-09,3.5360396229516727e-13,2.432605229581784e-08,6.423345575889325e-11,2.27908163232047e-12,3.966593726691906e-31,1.8020839819376534e-21,9.292513210869194e-14,2.476099858744511e-10,5.405463516041746e-07,5.479225046817713e-16,1.4588217743798766e-19,2.406131366063232e-07,1.4229859605358006e-14,1.5668787099314286e-15,4.0117800284114975e-18,2.2864812057379153e-15,1.114931176202088e-09,4.6271312727201896e-17,1.4387761097296055e-19,1.2652099645789797e-18,7.859823331930146e-21,1.5286766717786225e-17,1.2490822690603023e-20,4.805153550381084e-14,6.066214985704999e-18,3.76,0.0,0.5612107128977173,0.9998153532098571,2.8415324796174937e-10,1.1122646116908271e-13,0.045574997876555653,0.04557375825736027,1.8999102819539623e-07,5.598019811837345e-13,0.00018410192952950292,1.386908862015525e-10,1.4958259723708089e-15,1.3847721642673015e-16,4.061353217028023e-15,5.186057753911682e-07,9.353196463846589e-12,1.1281047966172935e-11,2.2509002038757582e-10,5.910107117289815e-10,8.667942762677573e-10,4.6805138259368576e-12,4.492615316186342e-12,3.703742644130545e-18,3.727736791327586e-19,4.6437721386556845e-15,1.1463511939645634e-15
1.807606418811866e-05,0.593697970486596,1.0515022142610362e-10,3.201621468009716e-10,3.5946299500464407e-10,5.792496036192421e-11,0.0,0.0,1.7616688004250637e-09,3.976765628676522e-13,2.6495152750278192e-08,6.941643161099064e-11,2.4145471842603557e-12,4.5483117806964874e-31,1.9898282905090208e-21,9.716749670789499e-14,2.7628381643109994e-10,5.724161341674979e-07,5.914393391743216e-16,1.6143053931029758e-19,2.5488237028838485e-07,1.507905693688862e-14,1.6384438340056777e-15,4.8623108183531686e-18,2.5513152410185227e-15,1.2049606178963033e-09,4.968119449961344e-17,1.7496085552748937e-19,1.6294995319469875e-18,9.826304323935577e-21,1.7074341006834945e-17,1.350958383559203e-20,5.1918171752272346e-14,6.985059221497624e-18,3.76,0.0,0.5599180634734598,0.9998153210307638,3.1719006042335174e-10,1.3182306246524634e-13,0.04686766370590405,0.04686636168184479,1.8955596493818736e-07,5.593050201829567e-13,0.00018410192354372865,1.469085477294146e-10,1.546498617866951e-15,1.4913207560115435e-16,4.373996068078921e-15,5.485250552046836e-07,9.616188845249575e-12,1.179094970758447e-11,2.3328840971971753e-10,6.216731900871818e-10,9.287690309175395e-10,5.006510180934014e-12,4.8058629763855885e-12,3.872771212131671e-18,3.8976438898396355e-19,4.855062373767057e-15,1.2145993035778798e-15
1.8594608766802656e-05,0.5938394065257864,1.0923371310389602e-10,3.253866008665755e-10,3.757020689686776e-10,6.319065387117716e-11,0.0,0.0,1.874303436690871e-09,4.4576481791358637e-13,2.8786855161197647e-08,7.483121952389522e-11,2.5537972385817474e-12,5.194209764462502e-31,2.1904848488068228e-21,1.0147384364354383e-13,3.070950450815243e-10,6.051680260011569e-07,6.369836069673793e-16,1.780176049702041e-19,2.6955359481052714e-07,1.5952502451755474e-14,1.7110842960249617e-15,5.853030098979256e-18,2.8358599014953134e-15,1.2990292661556033e-09,5.323679872831707e-17,2.1195767756791941e-19,2.0811786861457008e-18,1.2187865415732758e-20,1.8998933734115317e-17,1.456502407969749e-20,5.591589113673683e-14,8.003669059198613e-18,3.76,0.0,0.558628391564905,0.9998152879557386,3.5271207954434516e-10,1.5539514926330837e-13,0.048157352541795706,0.04815598629177255,1.8912190484859754e-07,5.588092280924676e-13,0.00018410191709435607,1.5535625632097335e-10,1.5974380246673645e-15,1.6008776701884086e-16,4.694158476510612e-15,5.792167578440669e-07,9.878450021846964e-12,1.2310104153126555e-11,2.41549266588346e-10,6.529597153468679e-10,9.929773408373462e-10,5.3447765845928505e-12,5.1309146187910125e-12,4.044275020590549e-18,4.0697602383012135e-19,5.0658570717058505e-15,1.2847808432634404e-15
1.911315334548665e-05,0.5939805168402412,1.1335705427190483e-10,3.3055538054199825e-10,3.9188847593202566e-10,6.876874320357549e-11,0.0,0.0,1.9909334980859013e-09,4.981064950585687e-13,3.1204244391752795e-08,8.048114797911036e-11,2.6968215443982766e-12,5.909328879454183e-31,2.404449367770175e-21,1.0584058811397417e-13,3.401073396437082e-10,6.387995578337729e-07,6.84594853070291e-16,1.9567268205096972e-19,2.846260659187824e-07,1.6850165318408597e-14,1.7847612492777833e-15,7.00036308940126e-18,3.1406949562631947e-15,1.3971961514159125e-09,5.694092613372805e-17,2.558282380645975e-19,2.6370210251629673e-18,1.5004440842706167e-20,2.1065220070268408e-17,1.5656626774993902e-20,6.00418090571125e-14,9.128489557808538e-18,3.76,0.0,0.5573416903132008,0.9998152539855073,3.907963178867526e-10,1.8225076995050483e-13,0.04944407124534883,0.04944263894895413,1.886888535852678e-07,5.583145187004862e-13,0.00018410191164838118,1.6403348581042045e-10,1.6486022685565847e-15,1.715246243977875e-16,5.033529398300554e-15,6.106756700319286e-07,1.0139982223970257e-11,1.2838345382986826e-11,2.49871178892456e-10,6.848615561308942e-10,1.0594115837560193e-09,5.6954738248751886e-12,5.467926506910592e-12,4.218174132499317e-18,4.245357831279598e-19,5.293605626700894e-15,1.3568917458982587e-15
1.9631697924170644e-05,0.5941213021807373,1.1752053511885195e-10,3.356727126403545e-10,4.0801586206763e-10,7.466850839928602e-11,0.0,0.0,2.1115996972668012e-09,5.549460493907697e-13,3.375038407620461e-08,8.636957353887919e-11,2.8436098841100747e-12,6.698183924167551e-31,2.632060420060432e-21,1.1027288252052761e-13,3.753829596660755e-10,6.733082683284888e-07,7.343112423588163e-16,2.1442450401952822e-19,3.000990400812395e-07,1.7772014648111872e-14,1.8595252969503956e-15,8.32184017501784e-18,3.4663864393594013e-15,1.4995201375685127e-09,6.079622393867921e-17,3.0765406046990685e-19,3.3161724133127585e-18,1.834220961123308e-20,2.327781349289708e-17,1.678393702925783e-20,6.429331325896993e-14,1.0366091908188758e-17,3.76,0.0,0.5560579528750283,0.9998152191246337,4.3151831273656094e-10,2.127165429373755e-13,0.050727826662129945,0.05072632649968294,1.8825679596482202e-07,5.578210204513536e-13,0.0001841019048285486,1.7293971162524064e-10,1.7000560503086866e-15,1.8313463189657136e-16,5.372677547073662e-15,6.428966041391048e-07,1.0400787982844373e-11,1.3375512108764818e-11,2.5825281379563096e-10,7.173699871264741e-10,1.1280630123749165e-09,6.0587165961854674e-12,5.817007391082829e-12,4.394579653075731e-18,4.4223635407036e-19,5.509994350035659e-15,1.4309299104337372e-15
2.009838804498624e-05,0.5942477317534559,1.2130201123283233e-10,3.402372278862284e-10,4.2247640597697344e-10,8.026101912811608e-11,0.0,0.0,2.223683731212204e-09,6.101548446827716e-13,3.6154506226329476e-08,9.187579895980775e-11,2.9789292221369725e-12,7.4756501011006905e-31,2.848872119005725e-21,1.1431598985520781e-13,4.09116567028007e-10,7.051140676954939e-07,7.808867749711677e-16,2.3226312653458166e-19,3.1436653300526055e-07,1.862233289470146e-14,1.927723953541934e-15,9.675480825806168e-18,3.777798800233643e-15,1.5952143584726785e-09,6.439736444339108e-17,3.6210379589427014e-19,4.0508400601199175e-18,2.185182530692459e-20,2.5398033997432106e-17,1.782874322439468e-20,6.822510016671436e-14,1.1581894119396782e-17,3.76,0.0,0.5549051175979216,0.9998151869893107,4.704847801087641e-10,2.435079701925712e-13,0.05188067857220657,0.051879115775082266,1.8786879619018563e-07,5.573778644373135e-13,0.00018410189835666411,1.811506742781128e-10,1.7465883790981631e-15,1.9383190778735798e-16,5.6843598219876526e-15,6.725427068874531e-07,1.0634893916754187e-11,1.3866477963258026e-11,2.658463268682631e-10,7.471390650090336e-10,1.1917368883573738e-09,6.396463726118604e-12,6.141597918851751e-12,4.5554324705141604e-18,4.583578821720816e-19,5.7050143268771206e-15,1.4992089488685924e-15
2.0565078165801835e-05,0.5943738992487425,1.2511587155071654e-10,3.44765082754185e-10,4.3688360160363453e-10,8.612842118738774e-11,0.0,0.0,2.3390994221852604e-09,6.693982651609118e-13,3.866758338487926e-08,9.758026360340868e-11,3.117281781493095e-12,8.321005718058077e-31,3.0773174200191914e-21,1.1840766453208856e-13,4.4477647218196766e-10,7.376266116277754e-07,8.292242993984972e-16,2.5103583222348833e-19,3.289572907586631e-07,1.9492194511738276e-14,1.9967533463640207e-15,1.1199745418311912e-17,4.106948969246511e-15,1.6943654357281467e-09,6.812489453425698e-17,4.249765450804784e-19,4.921044093098789e-18,2.5900234988488844e-20,2.7643809917053296e-17,1.8901967356862018e-20,7.225519645938461e-14,1.2899440198394897e-17,3.76,0.0,0.5537546725129856,0.9998151541341578,5.11701286110895e-10,2.777697065462912e-13,0.05303114072020372,0.05302951381558085,1.874816072170367e-07,5.569355888377354e-13,0.00018410189253425315,1.8954631958646302e-10,1.7933034335031817e-15,2.0488478565613517e-16,6.009885008443514e-15,7.027981213938236e-07,1.0868414868257684e-11,1.4364473802864538e-11,2.7348639145071623e-10,7.773862766774902e-10,1.2571908642604345e-09,6.74457175753246e-12,6.476157313633457e-12,4.718199230475443e-18,4.747434471089694e-19,5.9117655002838206e-15,1.569043040600647e-15
2.103176828661743e-05,0.5944998052102575,1.2896193576582488e-10,3.492581397110554e-10,4.51236427086421e-10,9.227752499419246e-11,0.0,0.0,2.4578761711120735e-09,7.328687099284596e-13,4.129180420669865e-08,1.0348535499355901e-10,3.2586601870254195e-12,9.238447669768214e-31,3.317617249516617e-21,1.2255016785989337e-13,4.824055920882328e-10,7.708441225255838e-07,8.793496556416065e-16,2.7076432607956624e-19,3.438707728619877e-07,2.0381576864893927e-14,2.0666337227191045e-15,1.2909872309151221e-17,4.454225664400364e-15,1.797015322253567e-09,7.198056343395525e-17,4.973706225668275e-19,5.946852692641804e-18,3.054990027689268e-20,3.0018442956671494e-17,2.0003439962934863e-20,7.638225555738574e-14,1.4323781828283535e-17,3.76,0.0,0.5526066126643556,0.9998151205620042,5.552204209717615e-10,3.1578103046833364e-13,0.05417921806358377,0.05417752557919709,1.8709522065349865e-07,5.564942587045548e-13,0.00018410188611415985,1.9812626771534343e-10,1.8402337834864745e-15,2.1613252834178352e-16,6.339073016796877e-15,7.336591200906373e-07,1.1101352629140026e-11,1.486941606273039e-11,2.8117225058612417e-10,8.081055622325407e-10,1.3244164638842294e-09,7.103105450294668e-12,6.8207468368780036e-12,4.8829286893165234e-18,4.912838600225754e-19,6.115388510908923e-15,1.6404305464174894e-15
2.1498458407433025e-05,0.5946254501806314,1.3283991936209494e-10,3.5371801700216275e-10,4.6553461919958106e-10,9.871515148596252e-11,0.0,0.0,2.580043251685685e-09,8.00762946051339e-13,4.402934367538912e-08,1.0959342545917645e-10,3.4030570864573055e-12,1.0231378788086546e-30,3.570041345492575e-21,1.2674213741912709e-13,5.220461986461145e-10,8.047648279309381e-07,9.312880812041894e-16,2.9147074968104884e-19,3.591064393207446e-07,2.1290457283362103e-14,2.1373492860776286e-15,1.4821886174052483e-17,4.82001140323362e-15,1.9032056680021376e-09,7.596612127936039e-17,5.804944669196854e-19,7.150530208170496e-18,3.5868239908988394e-20,3.2525230940477387e-17,2.113303815876152e-20,8.060506109229886e-14,1.5860053362335444e-17,3.76,0.0,0.5514609331063118,0.9998150862738863,6.010941569500824e-10,3.5783429715495627e-13,0.055324915549651944,0.055323156013791085,1.867096376758209e-07,5.560538456438118e-13,0.0001841018796374355,2.0689013965430716e-10,1.8873627048619816e-15,2.2763962100959036e-16,6.6761986626240615e-15,7.651219921172895e-07,1.1333708830368752e-11,1.5381231902568014e-11,2.889032073550966e-10,8.392910409203323e-10,1.393404673237598e-09,7.472142782015632e-12,7.175441919818586e-12,5.049575176051955e-18,5.080232701480301e-19,6.322284737459643e-15,1.7133686093677395e-15
2.196514852824862e-05,0.5947508347012357,1.3674951780954977e-10,3.581462032601052e-10,4.797784706594237e-10,1.0544813034189962e-10,0.0,0.0,2.7056297882149802e-09,8.732821253205016e-13,4.6882363106926556e-08,1.1590681065768677e-10,3.550465150610691e-12,1.1304283247748727e-30,3.834843175350972e-21,1.3098268960199347e-13,5.637400024508213e-10,8.393869605387569e-07,9.850645812535292e-16,3.1317733239284373e-19,3.7466375063105674e-07,2.221881306038636e-14,2.2088891894172847e-15,1.6952618713711178e-17,5.204683204216324e-15,2.0129777744980477e-09,8.008328494245517e-17,6.75676119841861e-19,8.556734649368251e-18,4.192783734977404e-20,3.516746303733103e-17,2.229067506303686e-20,8.492251818043516e-14,1.751347149978995e-17,3.76,0.0,0.5503176289033171,0.9998150512711633,6.49373922604623e-10,4.042352578256153e-13,0.05646823811551804,0.056466410057037834,1.863248577727133e-07,5.556143357659064e-13,0.00018410187331951048,2.1583755708793778e-10,1.934682616918226e-15,2.3943087997332035e-16,7.022929431247894e-15,7.971830433898063e-07,1.1565485131917132e-11,1.5899856386463806e-11,2.966786273240848e-10,8.709370489226632e-10,1.4641459900805489e-09,7.851754703817672e-12,7.54031084232037e-12,5.2181116419678864e-18,5.249788850508709e-19,6.535001001872389e-15,1.7878547847168234e-15
2.2431838649064215e-05,0.594875959312398,1.4069042936913634e-10,3.6254412401167695e-10,4.939686907157923e-10,1.1248329928108271e-10,0.0,0.0,2.8346647437616177e-09,9.50631825780911e-13,4.9853010076427505e-08,1.2242783114147563e-10,3.700877073206047e-12,1.2461526372890624e-30,4.112248512230583e-21,1.3527224896664687e-13,6.07528199676451e-10,8.747087582273094e-07,1.0407041146442119e-15,3.3590647710339546e-19,3.9054216778801315e-07,2.3166621454520048e-14,2.2812545474470916e-15,1.9319733314702766e-17,5.608613034276249e-15,2.1263725776505757e-09,8.43337217850533e-17,7.843732887252492e-19,1.0192724109054757e-17,4.8806626997656184e-20,3.794842127935182e-17,2.3476297653298845e-20,8.933364796670123e-14,1.928933552609646e-17,3.76,0.0,0.5491766951301179,0.9998150155557954,7.001106530332456e-10,4.553034440696988e-13,0.057609190687996206,0.05760729263632844,1.8594087718053953e-07,5.551757478118818e-13,0.00018410186676999605,2.2496814236670106e-10,1.9822021316494507e-15,2.51454807187234e-16,7.376041275821423e-15,8.298385967347563e-07,1.1796683234025232e-11,1.642522975732926e-11,3.0449793971166367e-10,9.030381655776532e-10,1.5366304749902724e-09,8.242001274983314e-12,7.915410933964731e-12,5.388543158042058e-18,5.421154335512241e-19,6.7488650789721486e-15,1.863886864056701e-15
2.289852876987981e-05,0.5950008245532812,1.446623301578943e-10,3.6691314023685744e-10,5.081063297902597e-10,1.1982750377932442e-10,0.0,0.0,2.9671769191157816e-09,1.0330220528329492e-12,5.2943418470322734e-08,1.2915878525865404e-10,3.854285571143217e-12,1.3708241912411002e-30,4.402499426760565e-21,1.3961051288793725e-13,6.534514956148002e-10,9.107284640663043e-07,1.0982314595716174e-15,3.5968064933375957e-19,4.067411522893375e-07,2.4133859689626106e-14,2.3544413464472795e-15,2.194174124787745e-17,6.0321680625262836e-15,2.2434306797524154e-09,8.871909115322518e-17,9.081820376875838e-19,1.2088540488177716e-17,5.65881039211749e-20,4.087138654375521e-17,2.46898871920077e-20,9.383757522305559e-14,2.119302784360719e-17,3.76,0.0,0.5480381268717588,0.9998149791294318,7.533548246171191e-10,5.113723927225532e-13,0.058747778183588645,0.05874580866874865,1.855576938175387e-07,5.547380826140048e-13,0.0001841018599064598,2.34281518586221e-10,2.0299225183321642e-15,2.63699604985781e-16,7.734814436621306e-15,8.63084991894353e-07,1.202730481688197e-11,1.695729973685521e-11,3.123606324905333e-10,9.355892223729305e-10,1.610847813126235e-09,8.64294540706988e-12,8.300802506698235e-12,5.56085879590308e-18,5.594251827887042e-19,6.962900599662298e-15,1.9414627773710063e-15
2.3365218890695406e-05,0.5951254309619775,1.4866489817806606e-10,3.712545471213745e-10,5.221927016481241e-10,1.2748759622624126e-10,0.0,0.0,3.1031949542064742e-09,1.120667181430988e-12,5.615570872104964e-08,1.361019536258389e-10,4.01068338438442e-12,1.5047416758538811e-30,4.705830119260862e-21,1.439974049943735e-13,7.015501449900889e-10,9.47444326269937e-07,1.1576711139290992e-15,3.8452286346047046e-19,4.2326016613249815e-07,2.5120504955587076e-14,2.4284421771814908e-15,2.4838007046178972e-17,6.475711051333462e-15,2.3641923911026243e-09,9.324105222046501e-17,1.0488442160077505e-18,1.427717396926e-17,6.536157090546726e-20,4.3939639920775453e-17,2.5931454040549682e-20,9.843350766020276e-14,2.323001393417549e-17,3.76,0.0,0.5469019192234688,0.9998149419936474,8.091564971155631e-10,5.727896773622258e-13,0.059884005508601866,0.05988196306119632,1.8517530589712122e-07,5.543013416105785e-13,0.00018410185271632034,2.4377730964455193e-10,2.0778404552455564e-15,2.7616041383544094e-16,8.09907183237276e-15,8.96918585342629e-07,1.2257351513867196e-11,1.7496018548011327e-11,3.202662441149684e-10,9.68585313155761e-10,1.686787381708876e-09,9.054648621406625e-12,8.696544685717622e-12,5.735044398657637e-18,5.769034857004786e-19,7.176870715207923e-15,2.0205794325134437e-15
2.3831909011511e-05,0.595249779075453,1.5269780867363004e-10,3.7556959229205297e-10,5.362292803296275e-10,1.354704358694135e-10,0.0,0.0,3.242747323268243e-09,1.2137859093137462e-12,5.9491988007641505e-08,1.4325959421788764e-10,4.170063276065251e-12,1.6485746916306006e-30,5.022518550524769e-21,1.4843098389252585e-13,7.51863988857413e-10,9.84854598112091e-07,1.2190476202296411e-15,4.104559258917961e-19,4.4009867181332053e-07,2.6126534407770053e-14,2.5032465340513577e-15,2.802875675155921e-17,6.93960072241496e-15,2.4886977480249694e-09,9.790131065869793e-17,1.2082564465745628e-18,1.6794750739116633e-17,7.522237745987563e-20,4.715646725205703e-17,2.7201033649313133e-20,1.0312071662385996e-13,2.5405841663038285e-17,3.76,0.0,0.5457680672905646,0.9998149041493009,8.67565360038863e-10,6.399170026252385e-13,0.061017877559242484,0.0610157607104733,1.84793715535457e-07,5.538654843398655e-13,0.0001841018458994968,2.5345514025483003e-10,2.125940293538138e-15,2.8892498014880846e-16,8.474429417357635e-15,9.313357500779328e-07,1.2486824969237686e-11,1.8041344129067466e-11,3.282143586397412e-10,1.002021802953446e-09,1.7644383093053222e-09,9.477181579678046e-12,9.102705703826076e-12,5.91104975964707e-18,5.946127125139504e-19,7.399219795330528e-15,2.101235432551735e-15
2.4298599132326596e-05,0.5953738694295236,1.5676082230440824e-10,3.798595022231565e-10,5.502176197782067e-10,1.4378288830134785e-10,0.0,0.0,3.385862333538557e-09,1.3126012713547657e-12,6.295435026475418e-08,1.506339684063487e-10,4.33241803115794e-12,1.802412263850319e-30,5.352737836948624e-21,1.5291371907543443e-13,8.04432502400814e-10,1.0229575379443945e-06,1.2823858206346505e-15,4.375032606896583e-19,4.5725613233158355e-07,2.7151925168613995e-14,2.5788517815371453e-15,3.1535097628352136e-17,7.424192107077781e-15,2.6169865151830228e-09,1.02701502516531e-16,1.3884808790813942e-18,1.9680760041530552e-17,8.627211458909205e-20,5.052515257071494e-17,2.849867887340079e-20,1.0789852944893487e-13,2.7726140782155083e-17,3.76,0.0,0.5446365661884928,0.9998148655991593,9.286307619941371e-10,7.131305077266812e-13,0.06214939922157403,0.06214720650325635,1.844129146105982e-07,5.534305718760254e-13,0.0001841018382436162,2.6331463590753543e-10,2.1742419599652807e-15,3.018375331026436e-16,8.851035810404026e-15,9.66332875690056e-07,1.2715726812105762e-11,1.859323568549224e-11,3.362046042362769e-10,1.0358943350494606e-09,1.843789524305451e-09,9.91059412473884e-12,9.519332756782693e-12,6.0889294878628575e-18,6.12440542786402e-19,7.615195279734112e-15,2.1834258362778076e-15
