Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41)
0.003997461014337163,0.6355881232748855,2.6082695035322194e-07,1.3118372077966033e-07,5.878143289246627e-07,4.210089892932672e-05,0.0,0.0,0.00014288150591368616,1.2496067625860714e-05,0.002804767079282071,3.0548106516204703e-05,1.0554285728215936e-08,1.4590615221528824e-21,2.6028994545036324e-15,5.034396835562488e-10,0.00012725755041526117,0.001095295327549017,8.210525861335441e-10,8.757401392013397e-13,0.0001198416773961857,1.6658285455922875e-12,1.8810014227642527e-11,6.945160240889097e-07,1.9144250161926937e-08,0.0005891436420509419,1.092445626219987e-11,3.417826177806488e-06,0.0001008832627369912,6.450438285907187e-09,2.4205488522655567e-10,1.4734827841230104e-12,1.82646818394524e-09,1.1398845833584493e-08,3.76,0.0,0.10860204734149496,0.9967159091321232,0.0006370611676007212,0.00014739850265499692,0.7220372663611727,0.7161900446622727,4.696681927446448e-09,3.124267153714288e-14,8.550276132651811e-05,1.3173426982027868e-06,1.6708981771201942e-12,5.788460111740341e-12,1.3325596850247137e-10,0.000882593634625659,5.144149125181735e-11,5.594220384946932e-08,4.503422889548313e-08,7.256445541556444e-06,1.1010705575094525e-05,5.890707962803578e-07,5.090272658250414e-07,5.299268268480905e-14,3.2078892327651755e-15,2.2984245444069462e-11,2.4747828762236454e-12,6.128796301174774e-06,1.5181134090176835e-07,1.290262492592875e-06
0.004030637290145152,0.6357825108091149,2.7121005383820404e-07,1.3634138346335474e-07,6.122597286854169e-07,4.44343023926619e-05,0.0,0.0,0.0001478489138017564,1.3226099952464884e-05,0.002933343512932564,3.221240328551885e-05,1.1126965457256754e-08,1.6472131251748183e-21,2.825671403249069e-15,5.249319682493403e-10,0.0001304738146745467,0.0011218023439223503,8.919165057539724e-10,9.20654601001634e-13,0.00012137104816033214,1.6898177796104792e-12,1.9899885859832923e-11,7.52227908654578e-07,2.027805132386883e-08,0.0006203975732076175,1.162416457778702e-11,3.7062484305933634e-06,0.00010790979506055899,6.907091146490654e-09,2.579370468300865e-10,1.5850004264207143e-12,1.9093336265235223e-09,1.2361141895174706e-08,3.76,0.0,0.10678652137172942,0.9965788719992099,0.000672289403879453,0.00015559194543182862,0.7239580307929394,0.7178618511771687,4.622597091192321e-09,3.12314424974993e-14,8.54910056406475e-05,1.3846674676852328e-06,1.7403686552209904e-12,6.040182765573577e-12,1.390770829146997e-10,0.000919678687585068,5.1538719781159205e-11,5.8346615433299505e-08,4.685470314433856e-08,7.562788426998418e-06,1.1473396396893247e-05,6.130975678900092e-07,5.298683709415404e-07,5.523083183192934e-14,3.3433727320408242e-15,2.3954847031133196e-11,2.6009268535068727e-12,6.375980089293712e-06,1.5812109722853825e-07,1.4187939778622685e-06
0.004063813565953141,0.6359743145732993,2.8180921858120333e-07,1.4161813814393214e-07,6.373330979362589e-07,4.6871371431408334e-05,0.0,0.0,0.00015288030577459029,1.3987438883014676e-05,0.0030673156716056575,3.3948848807533125e-05,1.1727107054801964e-08,1.8560520964680346e-21,3.0637385585358464e-15,5.469927698055792e-10,0.00013369768527003948,0.0011490631970818678,9.67981114111042e-10,9.67199254548707e-13,0.0001229038235625531,1.7140467879534813e-12,2.1034808133475738e-11,8.137835019077093e-07,2.1453431161368375e-08,0.0006529321830571125,1.2364961755289563e-11,4.0151339350304964e-06,0.00011528420158245333,7.390104038514243e-09,2.746479637933558e-10,1.7036127459664167e-12,1.9947360610494576e-09,1.339249771817363e-08,3.76,0.0,0.10500135150921014,0.9964365639697417,0.0007090633378085814,0.00016413957658358927,0.7258527578195724,0.7194977213248573,4.5497490683126096e-09,3.122010497493115e-14,8.547879779445541e-05,1.4547274327465725e-06,1.811572418631176e-12,6.298657531468968e-12,1.450565405236896e-10,0.0009579742263221846,5.163321361901568e-11,6.081497106328474e-08,4.871838751616865e-08,7.876937975207676e-06,1.1947802655234654e-05,6.376265482000143e-07,5.511497090465573e-07,5.752674046655476e-14,3.482352533543731e-15,2.4950487770351183e-11,2.7321785502380056e-12,6.628967762980494e-06,1.645864604203214e-07,1.5582276064423525e-06
0.004096989841761129,0.6361635999426322,2.926204892299969e-07,1.4701292900340338e-07,6.630311141755583e-07,4.941504756180653e-05,0.0,0.0,0.0001579723747293187,1.4780590791403784e-05,0.003206843378879508,3.575951365123756e-05,1.2355774658948777e-08,2.0873929452163563e-21,3.317821051764091e-15,5.696204427596117e-10,0.00013692791107879217,0.0011770961167526428,1.049541799271047e-09,1.015397787381568e-12,0.0001244399105023485,1.7385249444348667e-12,2.221551217839182e-11,8.793627456799648e-07,2.267043866720492e-08,0.0006867781212877787,1.314926941076617e-11,4.345662937198637e-06,0.00012301513723035756,7.900653950464873e-09,2.922182035807207e-10,1.829658211436174e-12,2.0826927345222195e-09,1.4497035929817474e-08,3.76,0.0,0.10324603023299372,0.9962888548342916,0.0007474260428381881,0.00017305124089037473,0.7277220837627195,0.7210980225164869,4.478117079290801e-09,3.12086521082998e-14,8.546612661798588e-05,1.527588785726242e-06,1.8844979360770606e-12,6.563851244313042e-12,1.511936862357644e-10,0.000997490231773098,5.17249899115279e-11,6.334703269620024e-08,5.062497279339474e-08,8.198842337214667e-06,1.2433850242620927e-05,6.626474334394561e-07,5.728625113902716e-07,5.988013637704741e-14,3.624812154955158e-15,2.5971049008631588e-11,2.8686600576442956e-12,6.887710560352339e-06,1.712061362282226e-07,1.7092921865851745e-06
0.004130166117569118,0.6363504315022382,3.0363973236880044e-07,1.5252453560148284e-07,6.893495451310737e-07,5.2068284049793916e-05,0.0,0.0,0.00016312182267239626,1.5606027619497722e-05,0.003352087076511476,3.764648055581132e-05,1.3014053958709075e-08,2.3431598064006515e-21,3.588649973409207e-15,5.928125826917855e-10,0.0001401632389780868,0.0012059190567956994,1.1369036051316281e-09,1.0652725689646158e-12,0.00012597921680346022,1.7632621000447157e-12,2.344267621104369e-11,9.491489926855858e-07,2.3929057787345762e-08,0.0007219657321616258,1.3979665666222924e-11,4.699067186792282e-06,0.00013111111064663852,8.43994503198438e-09,3.106789102139228e-10,1.9634828671881633e-12,2.1732186755549315e-09,1.5679076510429845e-08,3.76,0.0,0.10152005850960634,0.9961356151420713,0.000787420533686927,0.00018233681572764256,0.7295666369389602,0.7226631146208767,4.407680692545477e-09,3.1197077100466086e-14,8.545298100636224e-05,1.6033171557457708e-06,1.959131170622266e-12,6.83572050615879e-12,1.5748762118065483e-10,0.001038235234490596,5.18140652514698e-11,6.594247134947538e-08,5.257409132458541e-08,8.528437725892261e-06,1.2931447636537482e-05,6.881494675906206e-07,5.949976042192227e-07,6.229066541083743e-14,3.770730153899762e-15,2.7016376549072544e-11,3.010492251717389e-12,7.152151338433934e-06,1.7797858546828906e-07,1.8727477213770068e-06
0.0041633423933771065,0.6365348730437304,3.1486265590271006e-07,1.5815157720460962e-07,7.162832675666275e-07,5.4834044737201205e-05,0.0,0.0,0.00016832537440353675,1.6464186647519282e-05,0.003503207629698184,3.9611842809643226e-05,1.3703051146941557e-08,2.6253883173475834e-21,3.876966479726362e-15,6.165660373291115e-10,0.00014340241231590412,0.0012355496535070053,1.230381066799725e-09,1.1168446238121177e-12,0.0001275216512200809,1.788268592676996e-12,2.471692282567354e-11,1.0233287685631176e-06,2.522920836242852e-08,0.0007585250060744716,1.485889439140022e-11,5.07663096028463e-06,0.00013958046883481376,9.009206992689224e-09,3.30061794229783e-10,2.105439946341072e-12,2.2663267554765215e-09,1.6943142593713802e-08,3.76,0.0,0.09982294565110439,0.9959767163843093,0.000829089707947526,0.00019200620017895484,0.731387037637143,0.7241933503177044,4.338419818656433e-09,3.1185373225537e-14,8.543934993551827e-05,1.681977510672829e-06,2.0354556292061878e-12,7.114211861668587e-12,1.6393720627309911e-10,0.0010802162674034713,5.190045572090569e-11,6.860086858615501e-08,5.456531828440591e-08,8.865648628885366e-06,1.3440486192354841e-05,7.141214943345027e-07,6.175454531995628e-07,6.475789272024219e-14,3.92008020341021e-15,2.808628119394184e-11,3.1577946001354297e-12,7.422224716397962e-06,1.8490202833156635e-07,2.0493853794857457e-06
0.004196518669185095,0.636716987561359,3.2628483122128295e-07,1.638925198152442e-07,7.438262979743351e-07,5.771530299057674e-05,0.0,0.0,0.00017357979053123922,1.7355470538298808e-05,0.0036603661303020894,4.1657702669140787e-05,1.4423891664733278e-08,2.9362285044907045e-21,4.183520714462277e-15,6.408769238357244e-10,0.00014664417069372513,0.0012660051848084567,1.3302979799946313e-09,1.1701335917125542e-12,0.0001290671234432705,1.8135552562487046e-12,2.603881614402643e-11,1.1020915184672991e-06,2.657074751066387e-08,0.0007964855322426445,1.5789874306658086e-11,5.4796920027976245e-06,0.0001484313816769163,9.609693306939793e-09,3.5039911841500253e-10,2.2558894661006575e-12,2.362027772616317e-09,1.8293966123981788e-08,3.76,0.0,0.09815420917550582,0.9958120311739472,0.0008724762887190168,0.0002020693041439291,0.7331838980909917,0.725689075443656,4.270314704687832e-09,3.117353383591563e-14,8.542522247761335e-05,1.763634061579852e-06,2.1134524345899267e-12,7.399262057449263e-12,1.7054106781270093e-10,0.0011234388254598184,5.19841769330418e-11,7.132171879207287e-08,5.659817348412183e-08,9.210388123629329e-06,1.3960840587851131e-05,7.405520099975602e-07,6.404962088341757e-07,6.728130465518316e-14,4.0728312065154e-15,2.91805395667778e-11,3.3106849736698805e-12,7.697857295562273e-06,1.919744507932559e-07,2.2400273671656623e-06
0.004229694944993084,0.6368968372478564,3.3790171328363957e-07,1.6974568303692662e-07,7.719718259044206e-07,6.071504078636131e-05,0.0,0.0,0.00017888187979470542,1.828024765220475e-05,0.003823723699348441,4.37861698380788e-05,1.5177719169920575e-08,3.2779457716922414e-21,4.509071068096415e-15,6.657406535493639e-10,0.00014988725095191934,0.0012973025306603474,1.4369872086020002e-09,1.2251577383534663e-12,0.00013061554410732454,1.8391334291970737e-12,2.740886032365196e-11,1.185629341031874e-06,2.7953471449805888e-08,0.0008358764529106166,1.6775708806662998e-11,5.90964238769521e-06,0.0001576718264854471,1.0242679554400668e-08,3.7172368956493255e-10,2.415197808695965e-12,2.4603305676056692e-09,1.9736493363454344e-08,3.76,0.0,0.0965133746695523,0.9956414334199819,0.0009176227687850444,0.00021253603755594158,0.7349578224480022,0.7271506293297886,4.2033459286061405e-09,3.116155236918251e-14,8.541058781598824e-05,1.8483501705296135e-06,2.1931004169555505e-12,7.690798383211148e-12,1.7729760506612537e-10,0.0011679068329694653,5.2065244073047857e-11,7.410443222501598e-08,5.86721237152643e-08,9.562558291364972e-06,1.4492369416943373e-05,7.674292177982503e-07,6.638397531579355e-07,6.986031145180906e-14,4.228947459053607e-15,3.02988952815982e-11,3.469279463649097e-12,7.978967955016794e-06,1.9919361308236189e-07,2.4455267028326645e-06
0.004262871220801072,0.6370744834900909,3.4970866514460446e-07,1.7570925076083592e-07,8.007122624232263e-07,6.383624793190675e-05,0.0,0.0,0.00018422851064990304,1.9238852628839484e-05,0.003993441290109396,4.599936002410571e-05,1.596569414162387e-08,3.652924221184666e-21,4.8543830944130505e-15,6.911519621320104e-10,0.00015313038922759185,0.0013294581350397237,1.5507903868652657e-09,1.2819339252203558e-12,0.00013216682479608456,1.8650149623456617e-12,2.8827497402202102e-11,1.2741367106637305e-06,2.9377117768031025e-08,0.000876726419485022,1.7819695248873958e-11,6.367929290812773e-06,0.0001673095727648502,1.0909461462137804e-08,3.94068842254158e-10,2.5837372937075895e-12,2.561242157646261e-09,2.1275890241229686e-08,3.76,0.0,0.09489997565376164,0.995464798494837,0.0009645713568250756,0.00022341629982331566,0.7367094067357095,0.7285783451283754,4.1374943937905145e-09,3.1149422354613306e-14,8.539543525952297e-05,1.9361882625197582e-06,2.2743762277533778e-12,7.988739093856171e-12,1.8420499982248214e-10,0.0012136226193737356,5.214367193762446e-11,7.694833882679508e-08,6.078658561233447e-08,9.922050728980623e-06,1.5034915928858182e-05,7.947410825992757e-07,6.875657469934035e-07,7.249425047467882e-14,4.388388845926203e-15,3.144106034941002e-11,3.6336922070950715e-12,8.265468220584308e-06,2.06557060156485e-07,2.66676689677817e-06
0.004296047496609061,0.6372499868646484,3.617009776483489e-07,1.8178127961349094e-07,8.300392847639645e-07,6.708192144228827e-05,0.0,0.0,0.00018961662211445585,2.023158722660683e-05,0.004169679493169159,4.829939359432381e-05,1.6788993015960735e-08,4.0636663356048116e-21,5.22022908271721e-15,7.17104947521032e-10,0.00015637232392902903,0.0013624879697781676,1.6720577390201764e-09,1.3404776744226627e-12,0.00013372087804882336,1.8912122261447465e-12,3.0295107507181994e-11,1.3678101924239016e-06,3.0841368115937704e-08,0.0009190635509480536,1.8925335507885395e-11,6.856055681915873e-06,0.0001773521673545916,1.1611353352352091e-08,4.1746843619040634e-10,2.7618857444398378e-12,2.6647679051471176e-09,2.2917547545370195e-08,3.76,0.0,0.09331355344973322,0.9952820033931994,0.0010133639261606518,0.00023471996960400016,0.7384392388264236,0.7299725501276254,4.072741323633526e-09,3.113713741946033e-14,8.537975425626259e-05,2.027209742339941e-06,2.357254469510661e-12,8.292993905106024e-12,1.9126122773068073e-10,0.001260586904050711,5.2219474973105595e-11,7.985269272975561e-08,6.294092898542092e-08,1.0288747149504851e-05,1.558830890340551e-05,8.224753867642312e-07,7.116636783254871e-07,7.518239030193403e-14,4.5511110884722996e-15,3.2606716954053234e-11,3.804035220940653e-12,8.557262702468506e-06,2.1406213404563357e-07,2.9046615400386126e-06
0.00432922377241705,0.6374234071334486,3.738738971615873e-07,1.8795971391496064e-07,8.599439035973141e-07,7.045506506192277e-05,0.0,0.0,0.00019504323382078266,2.125872141289673e-05,0.004352598344788459,5.068839434191485e-05,1.764880655465477e-08,4.512797707509923e-21,5.607386903808621e-15,7.435931112927758e-10,0.0001596117994729708,0.0013964075005841723,1.8011476901327161e-09,1.4008031239564935e-12,0.00013527761736589422,1.917738117288749e-12,3.181200702146909e-11,1.466848149250472e-06,3.2345851323953044e-08,0.0009629153949277425,2.0096345103342382e-11,7.375580929618921e-06,0.0001878069201312583,1.2349685971188157e-08,4.4195683554453595e-10,2.950026055534112e-12,2.7709116948815842e-09,2.4667085951165357e-08,3.76,0.0,0.09175365704966985,0.9950929268808786,0.0010640419664591223,0.0002464568950186589,0.7401478984015663,0.7313335660527128,4.009068256230128e-09,3.1124691294667435e-14,8.536353440618702e-05,2.1214749170954067e-06,2.4417078476998216e-12,8.603464562719774e-12,1.9846407144301812e-10,0.001308798790651439,5.2292667311892576e-11,8.281667745345762e-08,6.513448060851879e-08,1.0662520070215424e-05,1.6152363654941593e-05,8.506197856915726e-07,7.361229104967519e-07,7.792393512995358e-14,4.717066011041895e-15,3.3795519360940564e-11,3.980418246832365e-12,8.854249597162232e-06,2.2170598796236841e-07,3.160153807478394e-06
0.004362400048225038,0.637594803239528,3.862226425474442e-07,1.9424239356823803e-07,8.90416511996573e-07,7.395868896513772e-05,0.0,0.0,0.00020050545530494004,2.232049468909792e-05,0.0045423571399911865,5.316848838850291e-05,1.854633944433835e-08,5.003064166090492e-21,6.016640162248928e-15,7.706094089049693e-10,0.00016284757060473155,0.0014312316554685328,1.9384267798975984e-09,1.4629231857520577e-12,0.00013683695721350395,1.9446060647381265e-12,3.337845136393264e-11,1.5714504484777545e-06,3.3890146883942495e-08,0.0010083088916931118,2.1336664934448112e-11,7.92812132829677e-06,0.0001986808904273184,1.3125805335741181e-08,4.675689193563544e-10,3.148545762404488e-12,2.8796761541864088e-09,2.6530360899490825e-08,3.76,0.0,0.09021984298807878,0.9948974496323365,0.0011166465388617983,0.0002586368843987949,0.7418359569167148,0.7326617093517934,3.94645703915285e-09,3.111207782037071e-14,8.534676547300889e-05,2.219042924996384e-06,2.5277073311658087e-12,8.920045469185254e-12,2.0581113514776607e-10,0.0013582557713010869,5.236326280703926e-11,8.583941164863134e-08,6.736652836878231e-08,1.1043233570501942e-05,1.6726883148479703e-05,8.791618643739749e-07,7.609327314679236e-07,8.071803016327641e-14,4.8862018674110375e-15,3.5007096261069996e-11,4.1629486075876536e-12,9.156321245734209e-06,2.294856019384705e-07,3.434215881765482e-06
0.004395576324033027,0.6377642333030821,3.9874243840919896e-07,2.0062707534773248e-07,9.214469761142813e-07,7.759580959958004e-05,0.0,0.0,0.0002060004944439012,2.341711764261033e-05,0.004739114251572382,5.5741803223499554e-05,1.9482808091244128e-08,5.5373402435831866e-21,6.448776726056096e-15,7.981462991059064e-10,0.0001660784071633897,0.0014669747958856595,2.0842690935206e-09,1.526849420281169e-12,0.0001383988130282902,1.97183003515115e-12,3.499463223867389e-11,1.6818181636956968e-06,3.547378880904997e-08,0.001055270341427468,2.2650469430691238e-11,8.515350538114348e-06,0.00020998087433132684,1.3941070068557483e-08,4.943400475486016e-10,3.357836622380765e-12,2.991062858800548e-09,2.8513467311707835e-08,3.76,0.0,0.08871167521561653,0.9946954543557447,0.0011712182348392237,0.0002712696976590339,0.7435039775684953,0.7339572914656876,3.8848898243112685e-09,3.109929095053378e-14,8.532943739490153e-05,2.3199716710715184e-06,2.6152223371627542e-12,9.242624376488895e-12,2.1329986074558356e-10,0.0014089537408954807,5.243127506481648e-11,8.891995545152755e-08,6.963632580135813e-08,1.1430744125382919e-05,1.7311659221136033e-05,9.080891922614633e-07,7.86082401658751e-07,8.356376682282126e-14,5.058463655886314e-15,3.6241053023916605e-11,4.351731076714856e-12,9.463364743853421e-06,2.3739779990210423e-07,3.7278483052899774e-06
0.004428752599841016,0.6379317546178964,4.114285243030616e-07,2.0711143530022386e-07,9.530246734537845e-07,8.136944974217616e-05,0.0,0.0,0.00021152566514440744,2.4548773699774803e-05,0.004943026956464959,5.841046691500664e-05,2.045944137221142e-08,6.118620588804378e-21,6.904589981244064e-15,8.26195805994935e-10,0.00016930309909309242,0.0015036506906737097,2.239056463374898e-09,1.5925923915492556e-12,0.0001399631012203257,1.999424537784986e-12,3.6660685033424443e-11,1.7981532851860299e-06,3.70962697600704e-08,0.0011038253749001026,2.4042180723082298e-11,9.138999959409168e-06,0.00022171339299012496,1.479685130116346e-08,5.223061020489849e-10,3.5782942034673526e-12,3.105072606916692e-09,3.0622744180011985e-08,3.76,0.0,0.08722872497504093,0.9944868259044805,0.0012277971392233114,0.0002843650383699139,0.7451525152643479,0.7352206190803217,3.824349062893882e-09,3.108632475759602e-14,8.531154029406368e-05,2.4243177701613895e-06,2.7042209103166795e-12,9.571083108992026e-12,2.2092754473663606e-10,0.001460887021511271,5.249671747512348e-11,9.205731714350374e-08,7.194309681833954e-08,1.1824901479167098e-05,1.790647388175253e-05,9.373893795921224e-07,8.115612032765587e-07,8.646018941681993e-14,5.233793523419467e-15,3.7496974602922434e-11,4.546867761476668e-12,9.775262591206841e-06,2.4543926779625686e-07,4.0420792693242195e-06
0.004461928875649004,0.6380974236482515,4.2427619972700405e-07,2.1369310273731844e-07,9.851386229269994e-07,8.528263867000391e-05,0.0,0.0,0.0002170783940878538,2.5715621078655475e-05,0.005154251270361153,6.117660746835453e-05,2.1477476852157586e-08,6.750037534846347e-21,7.384876378748581e-15,8.547495708122244e-10,0.00017252046163203908,0.0015412724931512874,2.4031774449623956e-09,1.6601612820229769e-12,0.0001415297391765112,2.02740462885159e-12,3.8376681717852976e-11,1.9206584248226643e-06,3.875704549658111e-08,0.0011539989279223657,2.551647368454113e-11,9.800859015382909e-06,0.00023388468206267564,1.5694528586098708e-08,5.515034128258154e-10,3.8103174965714535e-12,3.221705626381504e-09,3.286477899008118e-08,3.76,0.0,0.08577057067923699,0.9942714513743226,0.001286422797506297,0.0002979325466007824,0.7467821165962981,0.7364519943608357,3.764817500390639e-09,3.1073173435690286e-14,8.529306448505728e-05,2.5321364978057435e-06,2.7946699384878687e-12,9.905298354802546e-12,2.2869135684979818e-10,0.0015140483969153704,5.2559603239606275e-11,9.525046041665995e-08,7.428604079884496e-08,1.2225549589801082e-05,1.8511100692077485e-05,9.670501295641647e-07,8.373584859857859e-07,8.9406300497448e-14,5.412131089425365e-15,3.877442784238028e-11,4.748458001034673e-12,1.0091893379508885e-05,2.536065728173069e-07,4.37796384831313e-06
0.004491787523876194,0.63824498807023,4.3597342264707105e-07,2.1969779294183338e-07,1.0144903042496974e-06,8.892633217880082e-05,0.0,0.0,0.00022209738132999502,2.6795984403638208e-05,0.005350732385705045,6.375123507551272e-05,2.243014031921824e-08,7.363862482145593e-21,7.83872211197239e-15,8.80871942795891e-10,0.00017540886653222642,0.0015759512257603327,2.559193874317049e-09,1.7225415656156517e-12,0.00014294165489358492,2.0529292767459135e-12,3.996380261275139e-11,2.0363561582792897e-06,4.02840097000999e-08,0.0012005589917920261,2.6918027720174196e-11,1.0430727309771054e-05,0.0002452189072054486,1.653940823517199e-08,5.788641951607262e-10,4.029359371194407e-12,3.32891824014467e-09,3.500176659766828e-08,3.76,0.0,0.08447908958716743,0.9940717549570769,0.001340968091943386,0.00031055491852877766,0.7482330122441542,0.7375331591353005,3.7120879316430125e-09,3.106117426336159e-14,8.527593361710063e-05,2.6321870230712313e-06,2.8772860452233174e-12,1.0210908448453299e-11,2.357927502151864e-10,0.0015629364864121666,5.261402527536397e-11,9.81710958296565e-08,7.642494074714634e-08,1.2591549596690578e-05,1.9063461370117085e-05,9.940430410032978e-07,8.608396321890351e-07,9.209943260889563e-14,5.575154935089449e-15,3.9942175583821125e-11,4.935486809421177e-12,1.0380804817905957e-05,2.6106182069481543e-07,4.699666857112561e-06
0.004518660307280664,0.6383765848407345,4.4660687263335484e-07,2.2516625111210556e-07,1.0412634087750537e-06,9.230623700923587e-05,0.0,0.0,0.00022663044441305612,2.779284661664793e-05,0.005532828409002375,6.613866236470735e-05,2.3317832116357783e-08,7.955315802012694e-21,8.265173195737979e-15,9.047199323550138e-10,0.00017800187924560374,0.0016078330281381577,2.706589013306848e-09,1.7799587155120391e-12,0.00014421390118067094,2.076189015010698e-12,4.1426798676383764e-11,2.145020060972446e-06,4.1684036675070485e-08,0.0012436149179709903,2.824317394179407e-11,1.1026495743646554e-05,0.00025573110834559506,1.733061823546294e-08,6.043896093989158e-10,4.235029048046437e-12,3.4272263027786217e-09,3.7025996329059325e-08,3.76,0.0,0.08333339598443007,0.993887214285325,0.001391526492674087,0.00032225440584873603,0.7495263964497259,0.7384844623352657,3.6653084255928916e-09,3.105023951048869e-14,8.526010287883001e-05,2.724706488507148e-06,2.9526004912607856e-12,1.0489776897045921e-11,2.4227442431756064e-10,0.0016077742115848809,5.266125131218298e-11,1.0083689210154527e-07,7.837393217990288e-08,1.2925234260862466e-05,1.9567075911490236e-05,1.0185707416309065e-06,8.82179670621632e-07,9.45563119028944e-14,5.72387757352274e-15,4.100747351087352e-11,5.108405497181616e-12,1.0643940146332529e-05,2.678540742029883e-07,5.005609798063489e-06
0.004545533090685135,0.6385070639905364,4.573382385327548e-07,2.3069421008848102e-07,1.0683679030738902e-06,9.578310975801793e-05,0.0,0.0,0.00023117741185501054,2.8813007615554878e-05,0.005719994071020557,6.859382582453695e-05,2.4234920310867824e-08,8.585653110459076e-21,8.709113784385387e-15,9.288829947576522e-10,0.00018058808547532858,0.0016403567145631803,2.8608217343871068e-09,1.8385873967921038e-12,0.00014548754546647865,2.0997303210852156e-12,4.292252291519513e-11,2.2580930069096264e-06,4.310812410459109e-08,0.0012877747091922344,2.9631714797840445e-11,1.1650706507898453e-05,0.000266541292896753,1.815179647596056e-08,6.307891262557183e-10,4.44900576463582e-12,3.5272555509439553e-09,3.9149878144230425e-08,3.76,0.0,0.08220324431174118,0.9936980545039565,0.0014434961803961174,0.00033428058387528363,0.7508083009980181,0.7394153251010472,3.6191613161838236e-09,3.1039173386685495e-14,8.52438758930887e-05,2.8195980423227077e-06,3.0288049216025957e-12,1.077219017974954e-11,2.488400600677663e-10,0.0016534000607071767,5.2706822915610096e-11,1.0353733554491249e-07,8.034517896177082e-08,1.326288599274962e-05,2.007670521197241e-05,1.043313719087828e-06,9.037101875667246e-07,9.70439184473742e-14,5.874460160307409e-15,4.2086084932501825e-11,5.285725500949237e-12,1.090995572367694e-05,2.7472249805602855e-07,5.327719591490567e-06
0.004572405874089605,0.6386364539263063,4.6816520042918137e-07,2.362803564749279e-07,1.0957975231877086e-06,9.935857522617564e-05,0.0,0.0,0.0002357371560687739,2.9856512916064422e-05,0.005912309216282792,7.111785498586098e-05,2.518208055118529e-08,9.256787531786196e-21,9.170977587046717e-15,9.53356252201559e-10,0.00018316692631893214,0.001673528017731022,3.0221116547228557e-09,1.898431040168141e-12,0.0001467625457264076,2.1235622628948725e-12,4.4450921125904903e-11,2.375682672131172e-06,4.4555932523219104e-08,0.001333050201020472,3.1086678270698643e-11,1.2304422814435593e-05,0.00027765219025152675,1.9003690240398882e-08,6.58083049449961e-10,4.671506591845686e-12,3.629006297692526e-09,4.137740898358028e-08,3.76,0.0,0.08108842377400056,0.9935042202219377,0.0014968970298710855,0.00034663842913374777,0.7520790003243415,0.7403259002064599,3.5736379777499825e-09,3.102797305260987e-14,8.522724790818151e-05,2.91688833730186e-06,3.1058804140949794e-12,1.10580764812597e-11,2.554879942827276e-10,0.0016998074740728723,5.275074684399047e-11,1.0627182289640221e-07,8.23382314530945e-08,1.3604415055306792e-05,2.0592219109933717e-05,1.068265845066977e-06,9.254258535844944e-07,9.956167376720243e-14,6.026867678808651e-15,4.317775871462222e-11,5.467493971744734e-12,1.1178782705163619e-05,2.816651285550384e-07,5.666604915912686e-06
0.004599278657494076,0.6387647826926176,4.790855124880439e-07,2.41923391060954e-07,1.1235460191515976e-06,0.00010303426239538999,0.0,0.0,0.0002403086068689252,3.0923401741243905e-05,0.006109852881531714,7.371187912645782e-05,2.6159989975071815e-08,9.970701418864865e-21,9.651199442464001e-15,9.781347796582106e-10,0.00018573786309497743,0.0017073523779456675,3.190680768515759e-09,1.9594925284547473e-12,0.000148038860355636,2.1476941500856084e-12,4.601191534628309e-11,2.497896495827106e-06,4.602711644078174e-08,0.0013794529008176232,3.2611221518159964e-11,1.2988733097647195e-05,0.000289066393392626,1.988704779485888e-08,6.862918631047566e-10,4.902749429238471e-12,3.732479149779535e-09,4.371270086022541e-08,3.76,0.0,0.07998872643595135,0.993305657120046,0.0015517486457056761,0.00035933288150470205,0.7533387652649792,0.7412163388322685,3.5287299020395338e-09,3.101663572511919e-14,8.521021426435794e-05,3.0166033978701887e-06,3.183807942040149e-12,1.1347363346877655e-11,2.622165463171494e-10,0.001746989346616287,5.27930298165035e-11,1.0903974617040788e-07,8.435263944202138e-08,1.3949731101823072e-05,2.1113486641190923e-05,1.093421126542142e-06,9.473214522249169e-07,1.0210899390417651e-13,6.181064779408164e-15,4.428224129527617e-11,5.653756753150275e-12,1.1450351972825172e-05,2.886799902032201e-07,6.022884365710294e-06
