Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58)
3.90288042190444e-07,1.0368539286847045,5.957454958034409e-05,3.851325688025467e-05,1.767999957351204e-05,0.00012786646257073798,0.0,0.0,7.386803048213913e-06,3.042462747008097e-08,7.70227307559926e-05,7.138976812385906e-06,1.1453363913221413e-06,3.834621519484012e-14,3.541463369056944e-10,4.880902070888535e-07,7.498097987437155e-06,2.102087830007605e-05,1.1884531520431481e-07,3.014329995890522e-07,0.0012347977378464317,3.250745136105959e-08,2.5487936190967266e-08,3.1150392060617434e-11,2.554790378956928e-10,6.458900768615881e-05,2.4518235119340014e-06,3.0330258614665264e-06,4.778791181608586e-12,2.192610697851192e-12,5.1633166078558234e-11,2.375422551554538e-10,8.663222340855286e-08,2.636869552696528e-09,3.76,0.0,0.00039213026496413226,0.9962446796999518,5.60066266513031e-05,1.5227799323924158e-07,0.7220839261973828,0.7191415748557424,2.7508911703280975e-06,1.370800395726469e-08,0.003530030035041123,2.150891776324956e-07,1.0954903632836161e-09,1.0991069314703664e-11,7.31471670305609e-10,2.6206210143327106e-05,5.575423012938641e-09,4.790562543619683e-05,4.7227908895703736e-05,0.00011189740009866571,6.54067121398377e-05,2.5289916952188823e-07,3.8381876304282844e-07,1.6219533977025673e-13,1.5576890476481852e-13,1.7385645635149304e-08,2.137290126596539e-09,6.906846936277416e-06,2.337289591570213e-09,1.4875318047749852e-07,6.710279054879404e-11,1.2883119511953197e-10,1.2907537443475826e-07,3.207753780620493e-10,1.0037174165463013e-08,8.342322824082802e-05,1.0388431812944455e-06,4.003438565626406e-09,1.87970325892361e-10,2.8642230010583855e-13,2.75997384754035e-06,2.4847532997233687e-06
3.925213458030175e-07,1.0368582238414723,5.9555371629506324e-05,3.8604370515715994e-05,1.7703410757114902e-05,0.0001285147597815018,0.0,0.0,7.409941076978579e-06,3.062589545229569e-08,7.803680995843274e-05,7.215484184050228e-06,1.1437787161686062e-06,3.8658312183921264e-14,3.5716840248492953e-10,4.894192136722095e-07,7.547825565154612e-06,2.1129868445412602e-05,1.2064639724961118e-07,3.0473914538121796e-07,0.0012427080396679596,3.274571522067175e-08,2.5562470635703642e-08,3.159229189276631e-11,2.572033809709277e-10,6.523961206372918e-05,2.4498746571174334e-06,3.0394466665222146e-06,4.869223202486101e-12,2.2089668731960276e-12,5.2148681093373346e-11,2.381104559531073e-10,8.65437480565101e-08,2.6434453364760434e-09,3.76,0.0,0.0003756366422161215,0.9962428568553945,5.6470135434767486e-05,1.5363105612881468e-07,0.7221090197330238,0.7191471602411084,2.741864472122812e-06,1.3705666702832387e-08,0.0035300235734770213,2.1577338987664804e-07,1.0962231756665508e-09,1.0996676238563913e-11,7.324430905899522e-10,2.6408741573946868e-05,5.5754337112632754e-09,4.8008807854411566e-05,4.7328210684654196e-05,0.00011277849826095655,6.634065307397647e-05,2.5281503853064164e-07,3.836912877278255e-07,1.6266927436802102e-13,1.5619639279888123e-13,1.7432564574300737e-08,2.1556612632687467e-09,6.929392657806214e-06,2.3712820285697764e-09,1.4937720822826404e-07,6.726649864130266e-11,1.2970197178242304e-10,1.2904579865953832e-07,3.218265818441744e-10,1.0021818743657376e-08,8.344082108637352e-05,1.050839224996316e-06,3.846063712823034e-09,1.8830117286802143e-10,2.7516012446289814e-13,2.763437283769417e-06,2.5065080758102707e-06
3.94754649415591e-07,1.0368624040961376,5.9537921331982694e-05,3.869459600746238e-05,1.772676868475086e-05,0.00012916284359193377,0.0,0.0,7.433050618390858e-06,3.0827050178333216e-08,7.905737886969603e-05,7.292196936312203e-06,1.1423377048486133e-06,3.897330123625588e-14,3.6020855703126014e-10,4.907350874536046e-07,7.597599997956536e-06,2.1238844320581985e-05,1.2246050971633623e-07,3.0805182304650645e-07,0.001250618706699217,3.298413264879541e-08,2.5636270668196326e-08,3.2037661507306406e-11,2.589294653148362e-10,6.589178221299317e-05,2.4480060371305255e-06,3.0458629759119402e-06,4.960830563085337e-12,2.225480367955139e-12,5.266622030255687e-11,2.3867297149346907e-10,8.645917913865092e-08,2.6500137288236204e-09,3.76,0.0,0.00035983756692083293,0.996241030985238,5.6934234658014896e-05,1.5499259510683465e-07,0.7221334211517996,0.7191520461676847,2.7332162517808315e-06,1.3703419061120213e-08,0.0035300171011849383,2.1645166101436324e-07,1.0969478763474158e-09,1.1002424151007208e-11,7.334116468053075e-10,2.6611378238745747e-05,5.575439558598036e-09,4.8111071040857097e-05,4.742764952633e-05,0.00011365762500679025,6.728071844841631e-05,2.5273808763649684e-07,3.8357469601848504e-07,1.6313827695007397e-13,1.5661962617020397e-13,1.7479028928973164e-08,2.174063411345363e-09,6.951706226999188e-06,2.4055031996835933e-09,1.5001282596149342e-07,6.742861871423193e-11,1.3057357880631227e-10,1.290161134406737e-07,3.228669466891514e-10,1.0007079988721676e-08,8.345827685864625e-05,1.0628927027493173e-06,3.6951170332761474e-09,1.886296840123959e-10,2.6435804352624005e-13,2.766888890786393e-06,2.5283002743163545e-06
3.969879530281645e-07,1.0368664743328448,5.9522167136990775e-05,3.878395087589665e-05,1.775007809967485e-05,0.00012981073325714847,0.0,0.0,7.456133077690388e-06,3.1028091262465524e-08,8.008441957510112e-05,7.369113091283804e-06,1.1410115562135698e-06,3.929120342675108e-14,3.632668615505206e-10,4.9203809104384e-07,7.647421291158968e-06,2.1347806209646823e-05,1.2428762265947165e-07,3.1137092688369167e-07,0.0012585297314395318,3.3222699871458445e-08,2.5709349698058176e-08,3.248650996493906e-11,2.6065729041599687e-10,6.654550337162577e-05,2.446214326933466e-06,3.052274994469839e-06,5.05362170959438e-12,2.242151149293348e-12,5.318578744548743e-11,2.3922991663413707e-10,8.637835597300891e-08,2.65657502864546e-09,3.76,0.0,0.0003447037918080312,0.9962392021057879,5.739892357789224e-05,1.5636263306056325e-07,0.7221571596708102,0.7191562619211729,2.7249305710704486e-06,1.3701257255350611e-08,0.0035300106182227374,2.1712404590811197e-07,1.0976646409038651e-09,1.1008311755159441e-11,7.343775608486191e-10,2.6814118087849636e-05,5.575440757122507e-09,4.82124352918952e-05,4.7526242213112555e-05,0.00011453476028651975,6.82268871651487e-05,2.5266818934896767e-07,3.834687977254504e-07,1.6360244368759303e-13,1.5703868942528075e-13,1.7525047801228772e-08,2.1924962780384756e-09,6.973790953985878e-06,2.439952322044683e-09,1.5066017886858711e-07,6.758918308981945e-11,1.314460155362031e-10,1.2898632432027687e-07,3.23896625924818e-10,9.99293293721397e-09,8.347560123959551e-05,1.075003633374696e-06,3.5503368722737333e-09,1.8895591267890151e-10,2.5399732593487136e-13,2.770328551219812e-06,2.5501296446777614e-06
3.9922125664073797e-07,1.0368704392299066,5.950807787631438e-05,3.8872452346627146e-05,1.7773343552307815e-05,0.00013045844765938427,0.0,0.0,7.479189833853482e-06,3.1229018386798145e-08,8.111791411604663e-05,7.44623071075902e-06,1.1397984867498746e-06,3.9612038933327414e-14,3.66343372708549e-10,4.933284826127174e-07,7.69728945497389e-06,2.145675438451005e-05,1.2612770628286726e-07,3.146963545752683e-07,0.001266441106601444,3.3461413206197115e-08,2.5781720973387723e-08,3.293884641837563e-11,2.6238685597250545e-10,6.720076107031482e-05,2.4444963388665805e-06,3.0586829197933654e-06,5.147605104224576e-12,2.258979183131092e-12,5.3707386383242295e-11,2.397814041900109e-10,8.630112447545575e-08,2.6631295226482663e-09,3.76,0.0,0.00033020730119729145,0.9962373702329804,5.786420154792889e-05,1.5774119239367512e-07,0.7221802632763834,0.7191598355544423,2.716992162913467e-06,1.3699177667791792e-08,0.0035300041246469726,2.1779059907975469e-07,1.098373641081251e-09,1.1014337721298275e-11,7.353410456126284e-10,2.7016959127846732e-05,5.575437500504099e-09,4.8312920487285516e-05,4.762400527118995e-05,0.00011540988485851009,6.917913812708206e-05,2.5260521749870065e-07,3.8337340446272995e-07,1.6406186922650097e-13,1.5745366570073716e-13,1.7570630139368773e-08,2.2109595765365974e-09,6.995650127751405e-06,2.4746286123561028e-09,1.5131941224173462e-07,6.774822350933999e-11,1.3231928142634184e-10,1.2895643661177317e-07,3.249157719473982e-10,9.97935362901069e-09,8.349279967978687e-05,1.0871720394392254e-06,3.4114721759353596e-09,1.892799111800526e-10,2.4405999946629425e-13,2.773756166279088e-06,2.571995942454269e-06
4.0145456025331146e-07,1.0368743032684704,5.9495622769621685e-05,3.8960117353416847e-05,1.779656940649522e-05,0.0001311060053136777,0.0,0.0,7.502222240032241e-06,3.1429831299785434e-08,8.21578444948882e-05,7.523547895541014e-06,1.1386967309677112e-06,3.993582706955372e-14,3.69438142997641e-10,4.94606515931084e-07,7.747204504334576e-06,2.1565689105433392e-05,1.2798073094698973e-07,3.1802800712990994e-07,0.0012743528251038412,3.3700269060149133e-08,2.5853397578729237e-08,3.339468011112261e-11,2.641181618850692e-10,6.785754112774195e-05,2.4428490170269665e-06,3.065086942514072e-06,5.2427892253504876e-12,2.2759644346000547e-12,5.423102108981448e-11,2.4032754495827076e-10,8.622733689259457e-08,2.6696774858387943e-09,3.76,0.0,0.00031632125913663966,0.9962355353823921,5.833006801436861e-05,1.5912829504246346e-07,0.7222027587759124,0.719162793939434,2.7093864031233595e-06,1.3697176833060239e-08,0.003529997620512924,2.1845137470751652e-07,1.0990750448777519e-09,1.1020500689736478e-11,7.363023052840765e-10,2.7219899420356567e-05,5.575429974256976e-09,4.8412546097858716e-05,4.7720954962702954e-05,0.0001162829802707756,7.013745024215429e-05,2.525490472747725e-07,3.832883297141879e-07,1.6451664669647108e-13,1.5786463673570902e-13,1.7615784739379206e-08,2.229453025896767e-09,7.017287015341048e-06,2.5095312870602666e-09,1.5199067147463663e-07,6.790577114051505e-11,1.33193376036709e-10,1.289264554096168e-07,3.2592453618262057e-10,9.966319067292331e-09,8.350987740776658e-05,1.099397947173267e-06,3.2782820654750696e-09,1.8960173080510577e-10,2.3452882052995685e-13,2.7771716546907437e-06,2.593898929205534e-06
4.0368786386588495e-07,1.036878070740824,5.948477142909966e-05,3.90469625412043e-05,1.7819759845603243e-05,0.00013175342437352175,0.0,0.0,7.525231623988554e-06,3.163052981476508e-08,8.32041926796661e-05,7.601062784775744e-06,1.1377045417535745e-06,4.0262586316458796e-14,3.7255122089925914e-10,4.958724404143316e-07,7.797166458723462e-06,2.16746106215344e-05,1.2984666717628259e-07,3.2136578882471944e-07,0.0012822648800653465,3.393926392816674e-08,2.592439243331511e-08,3.3854020376258636e-11,2.658512082501873e-10,6.8515829645616e-05,2.44126943187092e-06,3.071487246557889e-06,5.3391825676492015e-12,2.2931068684733474e-12,5.4756695643676e-11,2.408684477436441e-10,8.615685154513766e-08,2.6762191820032897e-09,3.76,0.0,0.0003030199597250207,0.9962336975692448,5.879652251232431e-05,1.6052396249157886e-07,0.7222246718475094,0.7191651628168799,2.7020992833335027e-06,1.369525143170524e-08,0.0035299911058746182,2.1910642662319916e-07,1.0997690166275695e-09,1.1026799273568937e-11,7.372615356337968e-10,2.7422937080633372e-05,5.575418356085307e-09,4.851133119308825e-05,4.7817107287960844e-05,0.00011715402884295115,7.110180242730517e-05,2.524995552583508e-07,3.832133888940707e-07,1.6496686772077168e-13,1.5827168288473596e-13,1.7660520246427237e-08,2.2479763509379997e-09,7.0387048611060195e-06,2.544659562502576e-09,1.5267410206299033e-07,6.806185658498554e-11,1.3406829902954996e-10,1.2889638559859722e-07,3.2692306904879707e-10,9.953807180116736e-09,8.352683943905035e-05,1.1116813863901818e-06,3.1505354282801747e-09,1.899214218375383e-10,2.2538724486723743e-13,2.780574951684233e-06,2.615838372369668e-06
4.0592116747845844e-07,1.0368817457583492,5.947549386344228e-05,3.91330042691896e-05,1.7842918878455167e-05,0.00013240072263650456,0.0,0.0,7.548219288522926e-06,3.183111380851239e-08,8.425694060868691e-05,7.678773555292272e-06,1.136820190688349e-06,4.059233435352092e-14,3.756826510429476e-10,4.971265011672054e-07,7.847175342002658e-06,2.1783519171262843e-05,1.3172548566614902e-07,3.247096071473321e-07,0.001290177264797942,3.417839439095109e-08,2.5994718289574216e-08,3.431687663520495e-11,2.6758599535342444e-10,6.917561300376063e-05,2.4397547750334276e-06,3.07788400939534e-06,5.436793642238924e-12,2.3104064495713367e-12,5.5284414219681694e-11,2.4140421938391784e-10,8.60895325813816e-08,2.6827548641676116e-09,3.76,0.0,0.00029027877952663485,0.9962318568084143,5.926356466205308e-05,1.6192821578931097e-07,0.7222460270875694,0.7191669668439274,2.6951173850653855e-06,1.3693398284063585e-08,0.0035299845807848576,2.1975580830961883e-07,1.1004557170822475e-09,1.1033232061288782e-11,7.382189242988393e-10,2.7626070276203252e-05,5.5754028162121755e-09,4.8609294448559896e-05,4.791247798772258e-05,0.00011802301364859344,7.207217361231223e-05,2.524566194529131e-07,3.831483994018856e-07,1.6541262242688863e-13,1.5867488313112555e-13,1.7704845156403326e-08,2.2665292821360907e-09,7.059906885989459e-06,2.5800126550895258e-09,1.5336984960475133e-07,6.821650988583611e-11,1.3494405016594665e-10,1.288662318627543e-07,3.279115199218104e-10,9.941796783516584e-09,8.354369058475111e-05,1.1240223904070816e-06,3.0280105251629917e-09,1.9023903357235184e-10,2.1661939941168886e-13,2.783966008025285e-06,2.6378140451440854e-06
4.0815447109103193e-07,1.0368853322591398,5.946776048122837e-05,3.921825861397924e-05,1.7866050345110474e-05,0.00013304791754992513,0.0,0.0,7.5711865118981195e-06,3.203158321981421e-08,8.531607019496295e-05,7.756678420949928e-06,1.136041968332662e-06,4.0925088088837795e-14,3.788324743614172e-10,4.983689390298015e-07,7.897231182247247e-06,2.189241498285732e-05,1.3361715728956974e-07,3.2805937273793355e-07,0.0012980899728008216,3.4417657113208915e-08,2.6064387731890774e-08,3.478325839649138e-11,2.6932252366278405e-10,6.983687785525674e-05,2.4383023543563017e-06,3.0842774022820622e-06,5.535630976816761e-12,2.3278631431441905e-12,5.5814181081307e-11,2.4193496477565745e-10,8.602524974040626e-08,2.689284775038773e-09,3.76,0.0,0.00027807413198905977,0.996230013114438,5.973119416534855e-05,1.633410755624238e-07,0.7222668480563288,0.7191682296397592,2.6884278548887705e-06,1.3691614344373021e-08,0.0035299780452952433,2.2039957289826293e-07,1.101135303490146e-09,1.1039797619277697e-11,7.3917465105678e-10,2.782929722553436e-05,5.575383517695027e-09,4.8706454153337954e-05,4.8007082545539065e-05,0.00011888991849780808,7.304854274349373e-05,2.5242011931121143e-07,3.8309318067193606e-07,1.6585399945786485e-13,1.5907431510074542e-13,1.7748767817505e-08,2.2851115555198083e-09,7.080896286851521e-06,2.6155897814414196e-09,1.5407805980018672e-07,6.836976053516133e-11,1.3582062930243413e-10,1.2883599869391755e-07,3.288900371019635e-10,9.930267546060285e-09,8.356043545986059e-05,1.1364209959669174e-06,2.910494613165516e-09,1.905546143331981e-10,2.0821005526494377e-13,2.7873447890947497e-06,2.6598257263686184e-06
4.103877747036054e-07,1.0368888340152997,5.9461542093723153e-05,3.9302741372782945e-05,1.788915792248941e-05,0.00013369502621638304,0.0,0.0,7.594134548257583e-06,3.223193804806235e-08,8.638156333051236e-05,7.834775631992534e-06,1.1353681844811784e-06,4.126086368848166e-14,3.820007282417736e-10,4.995999906246297e-07,7.94733401158144e-06,2.2001298274782994e-05,1.3552165310336708e-07,3.3141499933124875e-07,0.0013060029977544692,3.465704884183232e-08,2.6133413175598995e-08,3.525317525451909e-11,2.71060793822184e-10,7.049961112164091e-05,2.4369095891168603e-06,3.090667590490047e-06,5.6357031157955935e-12,2.345476915232173e-12,5.6346000573213284e-11,2.424607869000939e-10,8.596387812463616e-08,2.6958091474286373e-09,3.76,0.0,0.0002663834237807789,0.9962281665015202,6.01994108020479e-05,1.6476256203055441e-07,0.7222871573215089,0.719168973829293,2.682018380627843e-06,1.3689896695133598e-08,0.0035299714994562028,2.2103777316715546e-07,1.1018079296741233e-09,1.1046494494175342e-11,7.401288880923574e-10,2.803261619673932e-05,5.575360616727474e-09,4.8802828217227965e-05,4.8100936190152396e-05,0.00011975472792019952,7.403088878728172e-05,2.523899357591627e-07,3.8304755421779954e-07,1.662910859843026e-13,1.594700550762023e-13,1.7792296431857902e-08,2.3037229125685033e-09,7.101676235832567e-06,2.6513901585398163e-09,1.5479887845173232e-07,6.8521637481663e-11,1.3669803638766614e-10,1.288056903998858e-07,3.2985876778264237e-10,9.919199954818052e-09,8.357707849119772e-05,1.1488772431618922e-06,2.7977835833192484e-09,1.9086821148931966e-10,2.0014460174529232e-13,2.7907112740110337e-06,2.6818732004108214e-06
4.126210783161789e-07,1.036892254639935,5.9456809917136526e-05,3.938646806665755e-05,1.7912245129845544e-05,0.00013434206539933696,0.0,0.0,7.617064628038637e-06,3.2432178351867e-08,8.745340189052382e-05,7.913063474409824e-06,1.1347971683874166e-06,4.1599676605045695e-14,3.8518744667287366e-10,5.008198884046277e-07,7.997483866017706e-06,2.211016925615097e-05,1.3743894435412716e-07,3.347764036985586e-07,0.0013139163335149403,3.48965664041027e-08,2.6201806866199456e-08,3.572663688832182e-11,2.7280080664504117e-10,7.116379998816082e-05,2.4355740054493e-06,3.0970547335299334e-06,5.737018620439982e-12,2.363247733004672e-12,5.687987711413378e-11,2.429817868491429e-10,8.590529798141394e-08,2.7023282046604468e-09,3.76,0.0,0.0002551850129672945,0.9962263169835408,6.06682144266508e-05,1.66192695020185e-07,0.7223069765001169,0.7191692210850401,2.675877168569302e-06,1.3688242541706464e-08,0.0035299649433170083,2.2167046153892273e-07,1.1024737461074574e-09,1.1053321215132776e-11,7.410818002565933e-10,2.8236025506309425e-05,5.575334262928196e-09,4.8898434177935024e-05,4.819405389794798e-05,0.00012061742714813861,7.501919073366906e-05,2.523659512168349e-07,3.830113436720254e-07,1.6672396771697328e-13,1.5986217801137016e-13,1.783543905717008e-08,2.3223631001110895e-09,7.122249879753398e-06,2.6874130038698715e-09,1.5553245146366675e-07,6.867216913826983e-11,1.375762714591299e-10,1.2877531111226268e-07,3.3081785802074403e-10,9.908575282677245e-09,8.359362392503773e-05,1.1613911753581923e-06,2.6896816127841627e-09,1.9117987147230283e-10,1.924090214675015e-13,2.7940654547942513e-06,2.703956257053469e-06
4.148543819287524e-07,1.0368955975938494,5.945353557436873e-05,3.946945394379153e-05,1.7935315334089126e-05,0.0001349890515286318,0.0,0.0,7.63997795838043e-06,3.2632304247689694e-08,8.853156773738825e-05,7.9915402693062e-06,1.1343272689606157e-06,4.194154160538933e-14,3.883926603888046e-10,5.020288607020193e-07,8.047680785298953e-06,2.2219028127120304e-05,1.3936900248379022e-07,3.3814350558979216e-07,0.0013218299741083544,3.5136206705919426e-08,2.62695808787837e-08,3.62036530603269e-11,2.7454256310796633e-10,7.182943189908799e-05,2.4342932319512466e-06,3.1034389853647227e-06,5.839586069001012e-12,2.3811755650789036e-12,5.741581519007311e-11,2.4349806385152507e-10,8.584939449324754e-08,2.7088421609588872e-09,3.76,0.0,0.000244458168948404,0.9962244645740614,6.113760496504747e-05,1.6763149397819914e-07,0.7223263262984894,0.7191689921672021,2.6699929216301907e-06,1.368664920714009e-08,0.0035299583769258115,2.2229769007905206e-07,1.1031328999880532e-09,1.1060276295954458e-11,7.420335453185418e-10,2.84395235178796e-05,5.57530459961807e-09,4.8993289208117825e-05,4.8286450395455704e-05,0.00012147800210034514,7.601342759953314e-05,2.5234804961669e-07,3.829843748213153e-07,1.6715272891998523e-13,1.602507575462316e-13,1.7878203608416065e-08,2.3410318702264287e-09,7.142620339551521e-06,2.723657535557674e-09,1.5627892484161502e-07,6.882138338977048e-11,1.3845533463991454e-10,1.2874486479396206e-07,3.3176745270882077e-10,9.898375556953265e-09,8.361007583443436e-05,1.17396283912203e-06,2.5860008308114718e-09,1.9148963979263758e-10,1.8498986641396352e-13,2.7974073355703235e-06,2.7260746913841695e-06
4.170876855413259e-07,1.0368988661919591,5.9451691096273644e-05,3.9551713982825554e-05,1.7958371754963903e-05,0.00013563600070598943,0.0,0.0,7.662875723526628e-06,3.2832315908496004e-08,8.961604272460177e-05,8.070204372276944e-06,1.1339568549360932e-06,4.228647279759116e-14,3.9161639700848873e-10,5.032271317779155e-07,8.09792481274384e-06,2.2327875079283224e-05,1.4131179913492128e-07,3.4151622767574756e-07,0.0013297439137255735,3.537596673005402e-08,2.633674711765449e-08,3.66842336151176e-11,2.762860643445749e-10,7.249649455308907e-05,2.4330649954682265e-06,3.1098204946152486e-06,5.943414056850042e-12,2.399260381819213e-12,5.795381934781313e-11,2.4400971529895325e-10,8.579605757640411e-08,2.7153512218242958e-09,3.76,0.0,0.00023418303408247957,0.9962226092863319,6.160758241135335e-05,1.6907897798503116e-07,0.7223452265506505,0.7191683069620803,2.6643548184450625e-06,1.3685114127214384e-08,0.0035299518003296545,2.229195104943346e-07,1.1037855353109672e-09,1.10673582371332e-11,7.429842742098228e-10,2.864310864102382e-05,5.575271764085535e-09,4.9087410122338033e-05,4.8378140161896165e-05,0.0001223364393657799,7.701357843184008e-05,2.523361164192422e-07,3.8296647563743837e-07,1.6757745242446163e-13,1.6063586602199731e-13,1.792059785954706e-08,2.3597289801451455e-09,7.162790709752439e-06,2.760122972502724e-09,1.5703844469189124e-07,6.896930760045237e-11,1.393352261355338e-10,1.2871435524639727e-07,3.327076955488951e-10,9.888583529244897e-09,8.36264381262471e-05,1.18659228414698e-06,2.4865609979953977e-09,1.9179756105608146e-10,1.7787423495872804e-13,2.8007369318133028e-06,2.748228303687105e-06
4.193209891538994e-07,1.0369020636094364,5.94512489224678e-05,3.96332628962038e-05,1.798141747008028e-05,0.00013628292871046134,0.0,0.0,7.685759085222854e-06,3.30322135624281e-08,9.070680870054213e-05,8.149054172792015e-06,1.1336843150204995e-06,4.2634483657119674e-14,3.9485868117142483e-10,5.044149218725655e-07,8.148215995095247e-06,2.2436710296034182e-05,1.4326730615567042e-07,3.44894495490485e-07,0.0013376581467170769,3.5615843534430117e-08,2.6403317316129544e-08,3.716838847819785e-11,2.780313116394148e-10,7.316497589865576e-05,2.4318871170490412e-06,3.116199404757725e-06,6.0485111966112425e-12,2.417502155617848e-12,5.84938941887177e-11,2.4451683677236155e-10,8.574518168753427e-08,2.721855584391677e-09,3.76,0.0,0.0002243405869267137,0.9962207511332961,6.207814682484754e-05,1.705351657674193e-07,0.7223636962550505,0.7191671845188663,2.658952493333773e-06,1.3683634845693448e-08,0.0035299452135745,2.235359741314858e-07,1.1044317929393009e-09,1.1074565527782529e-11,7.439341312620925e-10,2.8846779330079953e-05,5.575235887840479e-09,4.918081338390504e-05,4.846913743176839e-05,0.00012319272618784355,7.80196223107321e-05,2.5233003862627585e-07,3.829574763041166e-07,1.6799821964268244e-13,1.6101757449647283e-13,1.79626294452239e-08,2.3784541921528447e-09,7.18276405797498e-06,2.7968085345056816e-09,1.5781115722069414e-07,6.911596862173816e-11,1.4021594623080576e-10,1.2868378611636783e-07,3.336387290279e-10,9.879182646484591e-09,8.364271454788574e-05,1.1992795631826086e-06,2.3911891982984937e-09,1.9210367897982478e-10,1.7104974980738472e-13,2.804054269624283e-06,2.770416899336817e-06
4.215542927664729e-07,1.0369051928875959,5.945218190171237e-05,3.97141151335513e-05,1.8004455419807452e-05,0.00013692985100384055,0.0,0.0,7.708629183108864e-06,3.323199749149681e-08,9.18038475121223e-05,8.22808809358749e-06,1.1335080580132885e-06,4.2985587052232596e-14,3.981195346695859e-10,5.055924472561589e-07,8.198554382371986e-06,2.2545533952923602e-05,1.4523549560443327e-07,3.4827823737393763e-07,0.0013455726675880078,3.58558342504301e-08,2.646930303651718e-08,3.765612765476075e-11,2.7977830642201533e-10,7.38348641295943e-05,2.430757508065341e-06,3.1225758543136824e-06,6.1548861182929215e-12,2.4359008611580334e-12,5.903604436282879e-11,2.450195220681449e-10,8.569666563802152e-08,2.7283554377750957e-09,3.76,0.0,0.0002149126070252849,0.9962188901276006,6.254929832701268e-05,1.7200007571077156e-07,0.7223817536097618,0.719165643084884,2.6537760171128075e-06,1.3682209009778324e-08,0.0035299386167052527,2.2414713197593532e-07,1.1050718106734853e-09,1.1081896647470519e-11,7.448832544375986e-10,2.90505340830037e-05,5.575197096857623e-09,4.927351511161633e-05,4.855945619747551e-05,0.00012404685044887704,7.903153835250127e-05,2.523297047917666e-07,3.829572092401124e-07,1.684151105826479e-13,1.6139595275964177e-13,1.800430586256978e-08,2.3972072734947432e-09,7.202543424469669e-06,2.8337134423915046e-09,1.5859720873316285e-07,6.926139279981276e-11,1.4109749528679051e-10,1.2865316090265607e-07,3.3456069439469603e-10,9.870157023136495e-09,8.365890869378312e-05,1.2120247319643725e-06,2.2997195433542865e-09,1.9240803640845376e-10,1.645045368171413e-13,2.8073593850453044e-06,2.7926402886940315e-06
4.2378759637904637e-07,1.0369082569395323,5.945446329189391e-05,3.979428488507311e-05,1.8027488412027455e-05,0.00013757678273603054,0.0,0.0,7.731487135105487e-06,3.34316680302935e-08,9.290714100832413e-05,8.30730459006476e-06,1.1334265129056837e-06,4.333979526861669e-14,4.0139897657549665e-10,5.067599202801079e-07,8.248940027723765e-06,2.2654346217996716e-05,1.4721633975422206e-07,3.516673844147796e-07,0.0013534874709933986,3.6095936081228415e-08,2.6534715670252937e-08,3.814746122846184e-11,2.815270502610571e-10,7.450614768057427e-05,2.429674166488884e-06,3.128949977032598e-06,6.262547469417545e-12,2.4544564756601758e-12,5.95802745632466e-11,2.455178632243854e-10,8.565041241576188e-08,2.7348509633980365e-09,3.76,0.0,0.00020588164118026103,0.9962170262815977,6.302103709867327e-05,1.7347372587115477e-07,0.7223994160461891,0.7191637001393497,2.6488158787146253e-06,1.368083436575113e-08,0.0035299320097657827,2.2475303465078006e-07,1.105705723319003e-09,1.1089350067959091e-11,7.458317755529734e-10,2.925437144025076e-05,5.575155511809831e-09,4.936553108639344e-05,4.864911021198492e-05,0.00012489880065495978,8.004930571245301e-05,2.5233500503063843e-07,3.82965509118733e-07,1.6882820386302292e-13,1.6177106934943565e-13,1.804563447293967e-08,2.41598799628172e-09,7.222131821689183e-06,2.8708369181280927e-09,1.5939674563230486e-07,6.940560598323466e-11,1.4197987373778719e-10,1.28622482962346e-07,3.3547373163862143e-10,9.861491414496753e-09,8.367502401160683e-05,1.2248278491447865e-06,2.211992888569042e-09,1.9271067532970957e-10,1.5822720466275489e-13,2.8106523234067435e-06,2.814898287003486e-06
