Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570)
4.675961478320953e-06,0.6847185029802335,1.0209442073651385e-06,9.416945763296492e-08,7.404843281600481e-08,8.541625899307873e-06,0.0,0.0,4.415972176198418e-06,2.9136893955891865e-08,1.8916637005138844e-07,1.2791217981904645e-08,5.286429773847861e-10,2.3663872112429163e-21,1.1342823168878247e-15,8.514455485124372e-11,1.7512107537710532e-07,8.226481464158317e-07,6.693279000282446e-13,3.9355698178991265e-14,1.1556806517305168e-06,2.830304004737892e-13,3.748143544866737e-12,6.91040649669262e-13,2.2890578488133035e-12,1.7991203437979345e-07,8.671034347024648e-10,2.181203764509761e-09,2.0012133717074337e-13,3.1429821186215126e-15,3.5588231058421094e-14,1.0693069690095803e-13,4.592191002466028e-10,1.5078548240036712e-10,3.76,0.0,0.7861562775321123,0.9996392292183048,2.827600058912501e-06,1.5746005342379728e-06,0.1116238770299666,0.11161832083933135,1.5313327405093629e-06,1.1574426968660551e-11,0.0003537037782587359,5.494660953938087e-09,5.45074069202371e-13,1.3474477954191141e-13,1.5823028399104017e-12,8.380635681904224e-07,4.756036192431859e-11,6.867546260314624e-09,8.798014269393186e-09,1.3401143641164807e-07,1.2901208358310434e-07,3.848588123467595e-08,4.009211001798938e-08,1.1853983180355551e-15,1.8811701025759753e-16,3.797328435322411e-12,3.363689344614734e-14,4.666952409589717e-08,1.9315544195790894e-10,1.4026900429253125e-09,8.096568505828602e-11,1.982015972224445e-15,4.45732455475719e-11,4.789792032760591e-09,1.610658214144024e-08,1.3680027235283826e-05,3.7570052146478485e-09,5.480239177122629e-07,2.0291077346574064e-09,2.2999380139116888e-12,1.6034891479089988e-13,6.48620692978177e-10,4.2379793657458454e-16,8.91293308454084e-12,4.729205415163766e-14,1.7031623158030398e-06,4.2591895700610015e-10,3.880217133126685e-19,5.7406698135248e-20,1.4244305764082865e-16,7.248481327190167e-11,7.1898951100985764e-09,2.1929380690754065e-18
4.870348449534163e-06,0.6852321696561064,1.0649350446032323e-06,9.863752100162423e-08,7.759062118382068e-08,9.258339352575193e-06,0.0,0.0,4.7091015454894744e-06,3.203554212131259e-08,2.1629183742577655e-07,1.4415920215110872e-08,5.301823947349808e-10,2.7979895228647743e-21,1.2851475456964692e-15,9.247766196629489e-11,1.8867469143639305e-07,8.897320238616419e-07,7.720553262572395e-13,4.468704785664318e-14,1.2517930271641861e-06,3.068646879481878e-13,3.897616578079787e-12,7.841518011104636e-13,2.4836831676536817e-12,2.037712427928577e-07,8.671235746329766e-10,2.3226039386546255e-09,2.415368825279358e-13,3.6241815649739204e-15,3.957224144920594e-14,1.162599961821388e-13,4.6027753416328723e-10,1.571097608013045e-10,3.76,0.0,0.7818280031498868,0.9996386974125142,3.0775366563774702e-06,1.6406902878455558e-06,0.11595107328220274,0.11594515562298559,1.522949119907743e-06,1.1539193142073895e-11,0.0003537035893338034,6.2676872687694095e-09,5.904636322251562e-13,1.4596320338604876e-13,1.7205379092622635e-12,9.096744081478292e-07,4.936710076911914e-11,7.462314469408876e-09,9.558932956686644e-09,1.4882263244182032e-07,1.4932369861014132e-07,4.16424550894887e-08,4.3421958606218896e-08,1.287654973936591e-15,2.042633481970161e-16,4.120698073908761e-12,3.734510126237163e-14,5.1853360782552104e-08,2.2368656473781397e-10,1.4730388825217154e-09,8.722532952721697e-11,2.1549556385521766e-15,4.9496075229702214e-11,4.9456265220289705e-09,1.6661763494678657e-08,1.4786557536053297e-05,4.420950259544231e-09,5.684174332991373e-07,2.103229400175689e-09,2.6119366994088906e-12,1.8277450490653718e-13,7.338407971660044e-10,4.821488857467096e-16,1.0379882472604645e-11,5.5080393097010664e-14,1.777481458006941e-06,4.6374050849841484e-10,4.517914610813941e-19,6.682876591420652e-20,1.7090358179331345e-16,7.387445044353371e-11,7.44761075481503e-09,2.4156984982259536e-18
5.045296723626053e-06,0.6856920555476405,1.104430187158132e-06,1.0267035130080696e-07,8.079467160068369e-08,9.926146938486592e-06,0.0,0.0,4.980110576166576e-06,3.4784005077412704e-08,2.4304409394128274e-07,1.5993776266466214e-08,5.317129764097891e-10,3.2340910494017034e-21,1.4317576887604915e-15,9.933497865633584e-11,2.0127486479974851e-07,9.522204655780724e-07,8.735377271610983e-13,4.987845957346675e-14,1.3414610993410811e-06,3.2912425250247166e-13,4.0377424389472e-12,8.753237911618534e-13,2.66674104576431e-12,2.2697527707261103e-07,8.672468734911708e-10,2.455118393756993e-09,2.843312149762936e-13,4.10248012676526e-15,4.34220234634448e-14,1.2497524059688676e-13,4.61339658831684e-10,1.627819642365137e-10,3.76,0.0,0.777952895703117,0.9996382019376177,3.3114201752700885e-06,1.7003437526264225e-06,0.11982518155690433,0.11981892251411433,1.5154433442291711e-06,1.1507648592836883e-11,0.00035370341334399816,7.027365949069214e-09,6.328108180768273e-13,1.5640538238556312e-13,1.8497887164674745e-12,9.7673842934844e-07,5.0982354178792624e-11,8.017542151098142e-09,1.0269154665024931e-08,1.6287611638013087e-07,1.6938636942949496e-07,4.457653326737961e-08,4.6518357165884313e-08,1.3832270287149568e-15,2.193508295819115e-16,4.422787375745652e-12,4.090150719497447e-14,5.677467000673328e-08,2.538430028241464e-10,1.536978279271561e-09,9.304033996160933e-11,2.316484522099892e-15,5.416547470052932e-11,5.083384648220786e-09,1.7156365277184798e-08,1.5816426826709128e-05,5.091388394495629e-09,5.865596814395088e-07,2.169067441015596e-09,2.9157059867568376e-12,2.0466236446064063e-13,8.165932857795925e-10,5.390187444716792e-16,1.1838386882860083e-11,6.282149675327618e-14,1.8445834755357047e-06,4.994057346982135e-10,5.151616191054726e-19,7.619057908723529e-20,2.000094870787603e-16,7.517359334691055e-11,7.677116636098217e-09,2.6277877134303554e-18
5.220244997717943e-06,0.6861496661067376,1.1438214928502944e-06,1.0671270863233663e-07,8.401334690292358e-08,1.0615260558836864e-05,0.0,0.0,5.257876956999345e-06,3.766667198242772e-08,2.7212497068500905e-07,1.7685162702164755e-08,5.333816823888674e-10,3.718579945382533e-21,1.5889504006669754e-15,1.0643407611832041e-10,2.142538348836411e-07,1.0166980822635414e-06,9.84018439457831e-13,5.5456019694080986e-14,1.4341179113154025e-06,3.5214833306749985e-13,4.183126891504816e-12,9.7384698192947e-13,2.8574318585048927e-12,2.5187882456657867e-07,8.674683249110174e-10,2.5927865780553023e-09,3.328903346686401e-13,4.626389090587442e-15,4.753343084598492e-14,1.3398931489802918e-13,4.625044731776112e-10,1.684369479163424e-10,3.76,0.0,0.7740969586153409,0.9996376904780143,3.55374134290272e-06,1.7601717008751904e-06,0.1236800925776186,0.1236734767230365,1.5079747808752578e-06,1.1476260395275206e-11,0.00035370323170260537,7.850778221320884e-09,6.765625990625117e-13,1.6716985113682374e-13,1.983598757503371e-12,1.0462969152223264e-06,5.258744425458853e-11,8.59144753832813e-09,1.1003148656394815e-08,1.7761407139663036e-07,1.9121380783976897e-07,4.7597127491466e-08,4.970719128740767e-08,1.482117106944467e-15,2.34959047597401e-16,4.735235850958811e-12,4.467138906270226e-14,6.19381344098321e-08,2.8664972301814577e-10,1.6015001205155962e-09,9.90259018501963e-11,2.4835249779658445e-15,5.906051801014612e-11,5.21882223732132e-09,1.7646061177586394e-08,1.687812335459796e-05,5.836128961201596e-09,6.044967945082785e-07,2.234065945432367e-09,3.2420060143835847e-12,2.282248251462499e-13,9.052798072538649e-10,6.001647602236176e-16,1.3434845583451038e-11,7.129201572062253e-14,1.9118849168945885e-06,5.366508508574382e-10,5.844905355795367e-19,8.643152144465763e-20,2.327020246498441e-16,7.651837461770995e-11,7.904260574380037e-09,2.8511873775954522e-18
5.395193271809832e-06,0.6866050125821096,1.1830980127198e-06,1.1076328982129637e-07,8.724612101915224e-08,1.1325423813679229e-05,0.0,0.0,5.54234351801528e-06,4.068526627254783e-08,3.036427358699501e-07,1.9493885798169558e-08,5.351891281090853e-10,4.254628809786106e-21,1.7570244931971297e-15,1.137727575405284e-10,2.2760979561133932e-07,1.0831528459634953e-06,1.1039310734417474e-12,6.143272925243692e-14,1.5297523709328903e-06,3.7593534615581664e-13,4.3337228879912955e-12,1.0800841843536353e-12,3.0559079239993494e-12,2.7853899634126853e-07,8.67786510723094e-10,2.73577522519205e-09,3.877617953307565e-13,5.19865329809275e-15,5.191761222935966e-14,1.432989724253065e-13,4.6377093861649306e-10,1.7407602064170013e-10,3.76,0.0,0.7702600972619441,0.9996371630163893,3.80446742075419e-06,1.8201843637606168e-06,0.1275159014005124,0.12750891310419124,1.5005432451989491e-06,1.1445027770849372e-11,0.0003537030444034648,8.740991527663268e-09,7.217057969839864e-13,1.7825165821163554e-13,2.1219433918890055e-12,1.1183678596567251e-06,5.418244662987262e-11,9.183825364997002e-09,1.1760633450185345e-08,1.930348685445291e-07,2.1487840329656138e-07,5.070254776089314e-08,5.298665644398801e-08,1.5842886786663383e-15,2.5108224053090523e-16,5.057928638666873e-12,4.866045348095854e-14,6.734322586152403e-08,3.2221340696378337e-10,1.6665964205664764e-09,1.0518087294236834e-10,2.6560154267530147e-15,6.418030678433037e-11,5.351978311205007e-09,1.81307588477915e-08,1.7971277860363107e-05,6.660377032950337e-09,6.222251237010036e-07,2.2982135852627665e-09,3.591564959490719e-12,2.5351823419197685e-13,1.0000891002748507e-09,6.657310317747459e-16,1.5175959964426132e-11,8.052673917485449e-14,1.979381756299335e-06,5.755157871867152e-10,6.600616709964948e-19,9.759334340448965e-20,2.692590976445952e-16,7.790851406130471e-11,8.128998964045818e-09,3.0862129586662146e-18
5.570141545901722e-06,0.687058106166368,1.2222496931094636e-06,1.1482087323548336e-07,9.049252822363982e-08,1.2056376603292506e-05,0.0,0.0,5.833450861703312e-06,4.3841428736951824e-08,3.377054282010163e-07,2.1423708899530594e-08,5.371359128044529e-10,4.845454788164764e-21,1.936268248509558e-15,1.2134875539100115e-10,2.4134103690741937e-07,1.151572817712708e-06,1.233712711910661e-12,6.78214356268224e-14,1.6283533966528514e-06,4.004836937633505e-13,4.489481853944867e-12,1.1944066998696216e-12,3.2623258246981226e-12,3.0701229446939263e-07,8.682000265112805e-10,2.884248201456835e-09,4.4952470211102907e-13,5.8220878087279e-15,5.6585903465707236e-14,1.5290088883659257e-13,4.6513802183165186e-10,1.7970045800965276e-10,3.76,0.0,0.7664422174926138,0.9996366195387935,4.063564400030272e-06,1.8803917214053298e-06,0.1313327026122163,0.13132532604489003,1.493148553491101e-06,1.1413949945058244e-11,0.000353702851441606,9.701104472664454e-09,7.682269044964972e-13,1.8964585883694752e-13,2.2647980094025792e-12,1.1929700500298766e-06,5.576743623970937e-11,9.794468216343875e-09,1.254132360464937e-08,2.0913617303495908e-07,2.4045125625158437e-07,5.3891100964879346e-08,5.6354944857299965e-08,1.6897043033110977e-15,2.6771450805324476e-16,5.390748223200063e-12,5.287434312528569e-14,7.298914774556411e-08,3.606385521530067e-10,1.7322609624519467e-09,1.1150416124891149e-10,2.8338928967380754e-15,6.952369165548085e-11,5.482891246466084e-09,1.861037976370558e-08,1.909551530674685e-05,7.569467864821332e-09,6.397415598973232e-07,2.361501039645024e-09,3.965097782474484e-12,2.805979318553289e-13,1.1012074722656653e-09,7.358598662352236e-16,1.7068392179874044e-11,9.056017372746783e-14,2.0470698753154443e-06,6.16042117794463e-10,7.421561636656949e-19,1.0971745147261981e-19,3.099669493438902e-16,7.934372424262356e-11,8.351294493208454e-09,3.3331906529230174e-18
5.745089819993612e-06,0.6875089579963543,1.2612673713960563e-06,1.1888431963733747e-07,9.375216317930204e-08,1.2807855749317402e-05,0.0,0.0,6.131137565518487e-06,4.713671813145348e-08,3.74420759647506e-07,2.347835155924413e-08,5.392226197368244e-10,5.494314279495216e-21,2.1269596127323304e-15,1.291597465332162e-10,2.5544595108492215e-07,1.2219461468521897e-06,1.3738037277812292e-12,7.463483378873735e-14,1.7299099180471407e-06,4.2579176365628667e-13,4.650354016687913e-12,1.317194367758535e-12,3.4768463836813647e-12,3.3735459985090023e-07,8.68707481956848e-10,3.0383665227593826e-09,5.187904341858912e-13,6.499577755725781e-15,6.154982307400759e-14,1.6279168137573412e-13,4.666046976115424e-10,1.8531150303057668e-10,3.76,0.0,0.762643225628047,0.9996360600343628,4.3309972013690176e-06,1.940803510326149e-06,0.13513059033216587,0.13512280946767755,1.4857905229738217e-06,1.1383026147405025e-11,0.00035370265281315077,1.0734243940760428e-08,8.161121724110939e-13,2.0134753531167644e-13,2.4121382669728888e-12,1.270123046867214e-06,5.7342487328909436e-11,1.0423167654471157e-08,1.334493118570098e-08,2.2591501038886846e-07,2.6800210226244344e-07,5.7161096872803146e-08,5.981025187200368e-08,1.7983258473910695e-15,2.8484984526788386e-16,5.73357510739628e-12,5.731863546515618e-14,7.887485862334589e-08,4.020273620513759e-10,1.798489380123014e-09,1.1799472777705868e-10,3.017093381179484e-15,7.50892956598061e-11,5.61159878881598e-09,1.9084858891300235e-08,2.0250455818513188e-05,8.568859451365164e-09,6.570435202254491e-07,2.423920938849874e-09,4.363306349861484e-12,3.0951825357705146e-13,1.2088187819846697e-09,8.106917550946653e-16,1.9118756258324418e-11,1.0142649667940544e-13,2.1149450764358674e-06,6.58273035396708e-10,8.31052450883458e-19,1.2284485263891347e-19,3.5511985025611894e-16,8.082371297066663e-11,8.571116000254717e-09,3.592458000668326e-18
5.920038094085502e-06,0.6879575791535121,1.3001427689279455e-06,1.2295257272523478e-07,9.702468079081814e-08,1.357959559918252e-05,0.0,0.0,6.435340381870594e-06,5.0572611916036834e-08,4.138960277607086e-07,2.5661488927610097e-08,5.414498166748311e-10,6.204498310579392e-21,2.3293664824882784e-15,1.3720336702353033e-10,2.699230394392589e-07,1.294261070364407e-06,1.5246476349199978e-12,8.188546920663023e-14,1.8344108762927012e-06,4.5185792965961433e-13,4.8162887265406634e-12,1.448835619044002e-12,3.699634653959371e-12,3.696211637224829e-07,8.693075011469308e-10,3.1982883823185136e-09,5.962033706600652e-13,7.23407840913669e-15,6.682106819102717e-14,1.729679276967022e-13,4.681699516894171e-10,1.9091036676675678e-10,3.76,0.0,0.7588630284567067,0.9996354844950366,4.606729870175774e-06,2.0014292309606293e-06,0.13890965821492907,0.13890145683266572,1.478468971793897e-06,1.1352255611363683e-11,0.0003537024485152151,1.1843562265228233e-08,8.653476948458109e-13,2.1335181653767837e-13,2.5639403171618783e-12,1.3498471636315167e-06,5.890767345992828e-11,1.1069715306452582e-08,1.4171167189966465e-08,2.433678300543994e-07,2.975992465713811e-07,6.051085386914301e-08,6.335078205852619e-08,1.9101146966203196e-15,3.0248217588249523e-16,6.0862884686762735e-12,6.199884190115701e-14,8.499909505826204e-08,4.464796528502817e-10,1.865279242182682e-09,1.246515893612584e-10,3.2055521876736624e-15,8.087553670613178e-11,5.738138067016859e-09,1.9554144321263682e-08,2.1435715596670787e-05,9.664125066047859e-09,6.741289334241171e-07,2.48546780397951e-09,4.786879678479262e-12,3.403325411049319e-13,1.323104433119446e-09,8.903653588567593e-16,2.133361029927924e-11,1.1315951532240317e-13,2.18300309629547e-06,7.022533253845657e-10,9.270259395036415e-19,1.370161060641691e-19,4.050197938823911e-16,8.234818572356245e-11,8.788438315496238e-09,3.8643644972377654e-18
6.094986368177391e-06,0.688403980664222,1.3388684813324373e-06,1.2702465938419003e-07,1.003097958841347e-07,1.4371328613106685e-05,0.0,0.0,6.745994435132535e-06,5.4150507107711606e-08,4.5623803699051687e-07,2.797675137792269e-08,5.438180564784525e-10,6.97932835116738e-21,2.5437470597253803e-15,1.4547722655332777e-10,2.847709189908454e-07,1.3685059122261256e-06,1.6866909728289408e-12,8.958574198241928e-14,1.9418452246578082e-06,4.786805519462812e-13,4.987234769162661e-12,1.5897275381134753e-12,3.930859918964013e-12,4.0386660264534406e-07,8.699987228768118e-10,3.3641691882506754e-09,6.824416227075948e-13,8.028615461198045e-15,7.24115109760453e-14,1.8342618424293572e-13,4.698327834461299e-10,1.9649822899305057e-10,3.76,0.0,0.7551015332316183,0.9996348929152779,4.890725767283812e-06,2.062278155277012e-06,0.14266999945252265,0.14266136113984249,1.4711837190163457e-06,1.132163757434586e-11,0.00035370223854580687,1.3032234453360729e-08,9.159194921675402e-13,2.2565389672987406e-13,2.720181030053795e-12,1.4321634467228077e-06,6.046306752067722e-11,1.1733903908650824e-08,1.5019742913557974e-08,2.614905666107372e-07,3.293095084386115e-07,6.393870443709587e-08,6.697475504619437e-08,2.025031960689576e-15,3.2060538432632446e-16,6.448766796937073e-12,6.692040726968136e-14,9.136039363532137e-08,4.940927755096676e-10,1.932630136829953e-09,1.31473821562465e-10,3.399204279666148e-15,8.68806491999302e-11,5.862545606384913e-09,2.0018196876328247e-08,2.2650907805870588e-05,1.0860945813034849e-08,6.909962242140246e-07,2.54613798327407e-09,5.236494292991827e-12,3.730931628035914e-13,1.4442433781972715e-09,9.750174997919907e-16,2.3719449734535255e-11,1.2579263207147597e-13,2.251239618505476e-06,7.480293393782948e-10,1.0303487241044083e-18,1.5227128178610724e-19,4.599762039584787e-16,8.3916848012649e-11,9.003242090451115e-09,4.149272198004568e-18
6.269934642269281e-06,0.6888481735001529,1.3774379663917623e-06,1.3109968965027975e-07,1.0360728271363443e-07,1.5182785932243363e-05,0.0,0.0,7.063033415166424e-06,5.7871721246459275e-08,5.015530289094823e-07,3.042772436694724e-08,5.46327877803838e-10,7.822152655191144e-21,2.7703502728886312e-15,1.5397892229529532e-10,2.9998832933520816e-07,1.4446690827790973e-06,1.8603832258430724e-12,9.774791218637129e-14,2.0522019289818453e-06,5.062579773264089e-13,5.163140667007242e-12,1.7402759331763962e-12,4.17069570554232e-12,4.401448969442199e-07,8.707798009525553e-10,3.53616161085526e-09,7.782177744417803e-13,8.886285537804753e-15,7.833319549727204e-14,1.9416300367122066e-13,4.715922084037886e-10,2.0207623887970498e-10,3.76,0.0,0.7513586476672169,0.9996342852917924,5.18294775447436e-06,2.1233593344689424e-06,0.14641170677671422,0.1464026149313548,1.4639345846180365e-06,1.1291171277668393e-11,0.00035370202290372716,1.4303455472810847e-08,9.67813589869575e-13,2.38249052964925e-13,2.880838200996354e-12,1.517093655763313e-06,6.200874173222014e-11,1.241552830501689e-08,1.5890371263640988e-08,2.8027869857362655e-07,3.631981750283177e-07,6.744300032570401e-08,7.0680411022169e-08,2.143038670911873e-15,3.392133466301757e-16,6.820888504289458e-12,7.20887097107772e-14,9.795711217434797e-08,5.449615527299759e-10,2.0005437578553866e-09,1.3846056161615437e-10,3.597984598717127e-15,9.310270481115397e-11,5.984857341873085e-09,2.0476989694043618e-08,2.389564343286258e-05,1.2165103217183706e-08,7.07644296717749e-07,2.6059295852302333e-09,5.71281468653249e-12,4.0785154270903476e-13,1.5724121326746917e-09,1.064783162731416e-15,2.628270166783819e-11,1.3935881549930777e-13,2.3196502860773204e-06,7.95648968343552e-10,1.1412893529957659e-18,1.6864992644282825e-19,5.203056558321087e-16,8.552940764217695e-11,9.215513615125393e-09,4.447556312509389e-18
6.444882916361171e-06,0.6892901685785975,1.4158455296937038e-06,1.3517685640632946e-07,1.0691697430797014e-07,1.6013697927075898e-05,0.0,0.0,7.38638976688201e-06,6.173749346616385e-08,5.499466208251474e-07,3.3017948516497856e-08,5.489798059989564e-10,8.736343463676684e-21,3.009416269572835e-15,1.6270605221523014e-10,3.1557413954207556e-07,1.5227390781180426e-06,2.046176776607231e-12,1.0638410651367943e-13,2.1654699681487066e-06,5.345885395373944e-13,5.343954969067507e-12,1.900895416677774e-12,4.4193198101840806e-12,4.785093923958289e-07,8.716494044747169e-10,3.7144156388399798e-09,8.842796356120187e-13,9.8102569448976e-15,8.459833515422896e-14,2.0517495157819253e-13,4.734472605656061e-10,2.0764551569402408e-10,3.76,0.0,0.7476342799362368,0.9996336616232543,5.483358374512527e-06,2.1846816067319894e-06,0.15013487246131324,0.15012531029376716,1.4567213894813844e-06,1.1260855966521269e-11,0.0003537018015884767,1.5660437603361308e-08,1.0210160940968579e-12,2.5113266163936384e-13,3.0458907469781906e-12,1.6046602442471882e-06,6.35447676563165e-11,1.3114386397595475e-08,1.6782768010024083e-08,2.997273049142568e-07,3.9932896415855786e-07,7.102211740378405e-08,7.446601589769653e-08,2.26409596994203e-15,3.582999600148704e-16,7.202532508389024e-12,7.750906089258187e-14,1.047874501660935e-07,5.991782297835834e-10,2.069023991418762e-09,1.4561101140025127e-10,3.8018283744544e-15,9.953963238615511e-11,6.1051086307647195e-09,2.0930507788770784e-08,2.5169532114703224e-05,1.3582471883231895e-08,7.240725170690521e-07,2.6648424091101607e-09,6.216493875457908e-12,4.4465819720568637e-13,1.7077847985418507e-09,1.1597955034335562e-15,2.902972026114065e-11,1.53890577123615e-13,2.3882307134165896e-06,8.451616153935002e-10,1.2601126412126215e-18,1.8619103593257724e-19,5.863316147725221e-16,8.718557687462815e-11,9.42524462494955e-09,4.759605790132657e-18
6.6198311904530605e-06,0.6897299767628134,1.454086308128363e-06,1.392554348248655e-07,1.1023876166741754e-07,1.686379472511093e-05,0.0,0.0,7.715994875364953e-06,6.574898566440658e-08,6.015237524288225e-07,3.575091990620371e-08,5.517743541845547e-10,9.725294815654625e-21,3.2611769725133807e-15,1.716562279657745e-10,3.315273550548779e-07,1.6027044794956201e-06,2.2445268938003247e-12,1.1550632611815157e-13,2.2816383345537794e-06,5.636705595348841e-13,5.529626529326008e-12,2.072009496734485e-12,4.676914336564206e-12,5.190128050214738e-07,8.726062180935848e-10,3.899078643909278e-09,1.001411009119047e-12,1.080377065988376e-14,9.121931061546943e-14,2.1645862276420538e-13,4.753969946713424e-10,2.1320714951707798e-10,3.76,0.0,0.7439283386666528,0.9996330219100277,5.791920025340908e-06,2.2462536051185394e-06,0.15383958832444883,0.1538295388602968,1.4495439553881915e-06,1.1230690889936176e-11,0.0003537015746001533,1.7106407858187298e-08,1.07551326473648e-12,2.643002140569145e-13,3.2153188969933227e-12,1.694886340625649e-06,6.507121620288802e-11,1.3830280047249338e-08,1.7696652974284984e-08,3.1983111935115356e-07,4.377639954232118e-07,7.467446023454418e-08,7.83298661739369e-08,2.388165292665854e-15,3.7785917122106605e-16,7.593578794610538e-12,8.318670656197517e-14,1.1184946844458103e-07,6.568324383636196e-10,2.138077003397678e-09,1.5292444040049798e-10,4.010671426930455e-15,1.0618923706552601e-10,6.223334265001005e-09,2.137874759457483e-08,2.6472182935278528e-05,1.5119012250969058e-08,7.402806953365146e-07,2.7228778731872525e-09,6.74817404319309e-12,4.835627785918555e-13,1.8505330969502227e-09,1.2601858641738548e-15,3.196678314151051e-11,1.6941995374742968e-13,2.4569764978659727e-06,8.966181683813039e-10,1.3870795288087934e-18,2.04933034752594e-19,6.583841935585697e-16,8.888507452972084e-11,9.632432098804402e-09,5.085823900142095e-18
6.79477946454495e-06,0.6901676088623506,1.492156251480771e-06,1.4333478157252273e-07,1.1357259282240342e-07,1.7732806717181503e-05,0.0,0.0,8.051779246189981e-06,6.990728376473921e-08,6.56388640135031e-07,3.863009056673316e-08,5.547120244572195e-10,1.0792420808469635e-20,3.525856681934517e-15,1.8082708709433154e-10,3.4784712454813395e-07,1.6845539527439935e-06,2.455891753998008e-12,1.251264553971208e-13,2.400696034564512e-06,5.935023457837869e-13,5.72010477290525e-12,2.254050680573316e-12,4.943665744482935e-12,5.617072288208413e-07,8.736489422439694e-10,4.090295453115186e-09,1.1304324764356108e-12,1.1870141577641642e-14,9.820866824631122e-14,2.280106563791798e-13,4.774404883651927e-10,2.187622019729955e-10,3.76,0.0,0.7402407329386695,0.9996323661538984,6.1085951281536335e-06,2.3080837654648634e-06,0.15752594573083598,0.15751539181302623,1.442402105013571e-06,1.1200675300755726e-11,0.00035370134193935595,1.8644605478177434e-08,1.1312915839012437e-12,2.7774733080546825e-13,3.389104366646854e-12,1.7877957298832408e-06,6.658815763738848e-11,1.4563015922174406e-08,1.8631751153338955e-08,3.4058458244980874e-07,4.785637692146487e-07,7.839846632398169e-08,8.227029346276369e-08,2.5152085385433506e-15,3.9788500342237015e-16,7.993908947027526e-12,8.91268273988966e-14,1.1914110810283316e-07,7.180111726064403e-10,2.2077113271140305e-09,1.6040018865342948e-10,4.224450445739149e-15,1.1304921862020479e-10,6.3395684831644465e-09,2.1821716492488547e-08,2.7803205189116316e-05,1.678076346875233e-08,7.562690668758686e-07,2.780038941211204e-09,7.3084872669952e-12,5.246141252961151e-13,2.0008264093318493e-09,1.3660837961729036e-15,3.510008879920791e-11,1.8597849514431634e-13,2.525883230782088e-06,9.500709723856253e-10,1.522446982353775e-18,2.249137616588479e-19,7.367999313104264e-16,9.062762796508228e-11,9.837078049451946e-09,5.426628800998051e-18
6.96972773863684e-06,0.6906030756333824,1.530052102282506e-06,1.4741433378722092e-07,1.1691847175911798e-07,1.8620465041715112e-05,0.0,0.0,8.393672680577897e-06,7.421339906595955e-08,7.146447388417484e-07,4.1658869163900595e-08,5.577933091884451e-10,1.1941154721289047e-20,3.80367271756588e-15,1.9021630455080654e-10,3.645327467068023e-07,1.7682762477126817e-06,2.680732497444012e-12,1.3525627172596172e-13,2.5226320889744827e-06,6.24082194549203e-13,5.915339947909847e-12,2.447460590846243e-12,5.219764911512993e-12,6.066441463048049e-07,8.747762933663032e-10,4.288208428456402e-09,1.2722022039776365e-12,1.3012760016978107e-14,1.0557911906436064e-13,2.3982775016918803e-13,4.795768442325246e-10,2.2431170696950416e-10,3.76,0.0,0.7365713722817593,0.999631694357807,6.433346289101503e-06,2.3701803343832627e-06,0.1611940355940293,0.16118295988509265,1.4352956619199204e-06,1.1170808455603115e-11,0.0003537011036070971,2.0278279502499077e-08,1.1883378201588658e-12,2.9146977495963864e-13,3.5672305189371282e-12,1.8834128356514235e-06,6.809566158800923e-11,1.5312406293968534e-08,1.9587793776291184e-08,3.6198189153670543e-07,5.217871532706894e-07,8.219261003991444e-08,8.628566865902722e-08,2.645188234920536e-15,4.183715816109614e-16,8.403406646712973e-12,9.53345401806718e-14,1.2666020865102093e-07,7.827987767004028e-10,2.2779379512851486e-09,1.680376696497424e-10,4.443103253335896e-15,1.2011718896054325e-10,6.453844982136179e-09,2.2259432325033475e-08,2.9162209111557043e-05,1.8573836404192746e-08,7.720382731856874e-07,2.8363300474622648e-09,7.898056319923935e-12,5.678603184589396e-13,2.1588318265490713e-09,1.4776170885305518e-15,3.843575495137348e-11,2.0359725697812802e-13,2.5949465081324265e-06,1.005573802180391e-09,1.666467939226049e-18,2.4617046165171947e-19,8.219215952261153e-16,9.241297492914288e-11,1.0039189307370618e-08,5.78245410027854e-18
