Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570)
0.002209705637699179,0.8733090185269724,8.74390134335409e-05,1.4392984916243617e-05,3.131158224176652e-05,0.09887258262984334,0.0,0.0,0.0003722603889138438,2.1593206707556946e-05,0.9400083120767107,0.04250170221523774,8.312878257808619e-06,3.256182958261874e-13,5.664524016248889e-10,2.1916032012035108e-07,0.001749350126580561,0.0051558500031733435,1.8994429375575986e-05,8.347988642277199e-08,0.010224832302828718,4.916432302888046e-08,1.588726931733297e-08,0.0004236312004993979,1.7980924395737302e-07,0.04172418905398515,2.1350693404791956e-06,0.022380644008805847,0.00634365920939911,2.8899838708179137e-06,3.4342816104952665e-07,2.8560198864629583e-09,5.828147464663719e-07,0.00014097870561729714,3.76,0.0,4.8140811005966295e-06,0.3165077803597492,0.2798199200471481,0.0737184973064414,1.4537994311443607,0.23900818166964072,2.692055729415805e-09,1.3835730194166996e-12,0.00011199039095730211,9.2991348951481e-06,1.3336331104023295e-10,3.2629017643834636e-11,1.0758741763550352e-09,0.0038353839001017452,2.5283480709958167e-11,9.504961891228343e-06,7.958369912175963e-06,6.899711600212107e-05,0.0018590780346407242,5.559224906680155e-06,5.897470815837556e-06,7.741951046998231e-13,1.2167068187563553e-13,2.59396904722764e-09,4.289011348359109e-09,2.0696175387042705e-05,7.112151442876906e-07,0.0041750990285399775,2.0425321730097954e-07,6.545890545896263e-13,4.9261545124667535e-09,9.03043686957242e-05,9.373773106831172e-07,0.022129472629422907,0.0176704710655196,3.427645404767533e-06,3.2045064699630378e-09,4.129905256332771e-06,3.094859037016616e-07,0.004605568875260788,3.4610947446112946e-09,1.0924832188656953e-05,1.4666391200791178e-08,0.0012464076157767444,0.009675135655863242,1.1954195769636878e-13,1.7611031283747128e-14,2.6400631843470523e-08,3.4879712917064605e-08,3.436514914935341e-07,1.2967175443587718e-09
0.0022169396529352864,0.8734695750911137,8.756624585947038e-05,1.437138553610346e-05,3.1250185181209526e-05,0.09908560813425657,0.0,0.0,0.00037072060086645626,2.145598141160737e-05,0.9416608536697288,0.04262107479322459,8.295427909429225e-06,3.2752340121999295e-13,5.670114781831077e-10,2.192370079869339e-07,0.0017479119822848353,0.0051357369748769215,1.8976586256444682e-05,8.365447988676033e-08,0.010252907233800812,4.9351914518408274e-08,1.5868467004857436e-08,0.00042308807521120257,1.7889630665035395e-07,0.041535980100936065,2.1408802463413876e-06,0.022418673681600186,0.00633802826642233,2.8878716635660375e-06,3.425194393511913e-07,2.8573774772005808e-09,5.822669229176324e-07,0.00014114048832577212,3.76,0.0,4.808149561177163e-06,0.31540925134090336,0.28033377182836,0.07385088589625306,1.4545935779554948,0.23817780465574073,2.6827259719013817e-09,1.3787758830264244e-12,0.00011160169685783067,9.22829039181144e-06,1.3266083372421906e-10,3.244500917916733e-11,1.0698363988203734e-09,0.0038167394389178994,2.5103575479111998e-11,9.49611487785595e-06,7.947700794431063e-06,6.868066324686852e-05,0.0018567433633918354,5.5470004207002504e-06,5.884509703020844e-06,7.716355788995281e-13,1.2126843783800928e-13,2.5849635856717814e-09,4.269785494139164e-09,2.0592769570738978e-05,7.077264686492499e-07,0.00416300614219133,2.0333957934624e-07,6.514469065290161e-13,4.883631521590572e-09,9.024507614455144e-05,9.378079084397645e-07,0.022144412766821536,0.017660857091743337,3.434004633545038e-06,3.198632485025459e-09,4.134989537489132e-06,3.0987356524989205e-07,0.004616772672785733,3.4695155053035264e-09,1.0900389444942428e-05,1.4580107056347613e-08,0.0012476731934257612,0.009699179409611833,1.1883867722517605e-13,1.7507423286167153e-14,2.6385263283587725e-08,3.4835843131956094e-08,3.4381870810482423e-07,1.3016321540151043e-09
0.002224173668171394,0.8736294555552401,8.769382963071913e-05,1.4349844095642244e-05,3.118897811207404e-05,0.09929822603190956,0.0,0.0,0.00036918817332494717,2.1319748793496348e-05,0.943306209843742,0.04274017808319817,8.277977175205587e-06,3.294399471893867e-13,5.675718038306913e-10,2.1931420709393978e-07,0.001746472223026024,0.005115679620824989,1.8958697135001206e-05,8.382863387861467e-08,0.01028097915337483,4.953926375757003e-08,1.584973975815721e-08,0.00042254139575585134,1.7798834291836592e-07,0.041348222191822964,2.146679946001075e-06,0.022456443039231135,0.006332355426157168,2.88575622431979e-06,3.4161111056348613e-07,2.8587057923091963e-09,5.81714761401032e-07,0.00014129946427478287,3.76,0.0,4.802266203000248e-06,0.3143152870957164,0.28084566152900625,0.07398244610329027,1.4553839133615203,0.23735157487056685,2.6734428652515693e-09,1.3740027319934865e-12,0.00011121461791877792,9.15807004479429e-06,1.3196314290566862e-10,3.226231777975701e-11,1.063841402013512e-09,0.0037982127537286086,2.4925162691602822e-11,9.487340227930848e-06,7.937097202058824e-06,6.836626789051019e-05,0.0018544204769062108,5.5348470938474365e-06,5.871624041319286e-06,7.690886725232526e-13,1.208681770066297e-13,2.576002663482434e-09,4.250605546981411e-09,2.0490077380358325e-05,7.042605217861784e-07,0.004151007127513626,2.0243035177380787e-07,6.48323454337619e-13,4.841537629048321e-09,9.018725710893464e-05,9.382436226443551e-07,0.02215916993590171,0.01765116814360104,3.44035411732141e-06,3.192759549711298e-09,4.1400344170494845e-06,3.1025826630234215e-07,0.004627956679278536,3.4779213895756622e-09,1.0875907089453311e-05,1.4494251242285923e-08,0.001248924426570394,0.00972313800654938,1.1813888798328686e-13,1.7404329621529826e-14,2.6369879052709135e-08,3.479218821345883e-08,3.4398731240929896e-07,1.3065499967855945e-09
0.0022314076834075015,0.8737886637700617,8.782176283412552e-05,1.4328360221499569e-05,3.112796040248938e-05,0.09951043983504024,0.0,0.0,0.0003676630735827822,2.118450184563534e-05,0.9449444176221159,0.04285901280886999,8.26052666378891e-06,3.313680048005055e-13,5.681333913398382e-10,2.19391919488225e-07,0.0017450308668602477,0.005095678216146023,1.894076372921026e-05,8.400234894498237e-08,0.01030904820185692,4.972636920697719e-08,1.5831087462814494e-08,0.00042199120923232036,1.770853271481516e-07,0.041160919472908404,2.1524685033459324e-06,0.022493953022545005,0.006326641037193075,2.8836376320515415e-06,3.4070321365259064e-07,2.8600050272597296e-09,5.811583153650516e-07,0.00014145564704666036,3.76,0.0,4.796430656481903e-06,0.31322586161203125,0.28135559901033763,0.0741131809425385,1.4561704617686084,0.23652946422036572,2.6642060931962267e-09,1.3692534038718402e-12,0.0001108291449362263,9.088467724325631e-06,1.3127019671379924e-10,3.208093188118168e-11,1.0578888193295365e-09,0.003779802921012877,2.4748227684140023e-11,9.478637606215896e-06,7.926558761133249e-06,6.805391268298972e-05,0.001852109308435768,5.5227642529764835e-06,5.8588131168751835e-06,7.665543079637388e-13,1.204698871818913e-13,2.567086029070924e-09,4.231471930920491e-09,2.038809248258282e-05,7.008171114774757e-07,0.00413910147985505,2.0152550919786565e-07,6.452185594631849e-13,4.799867773401919e-09,9.013090434699935e-05,9.386844249945928e-07,0.022173745839115674,0.017641405714460393,3.4466939777249963e-06,3.1868878379245995e-09,4.145040202070693e-06,3.106400297350752e-07,0.004639120994719579,3.4863124725828663e-09,1.085138669006807e-05,1.440882327595466e-08,0.0012501614225257605,0.00974701170544285,1.1744258603626903e-13,1.7301749710166843e-14,2.6354479386734497e-08,3.474874710351857e-08,3.441572980748988e-07,1.31147107468245e-09
0.002238641698643609,0.8739472035575664,8.79500435209931e-05,1.4306933534389326e-05,3.1067131406330234e-05,0.09972225302365094,0.0,0.0,0.00036614526880160273,2.105023358256322e-05,0.9465755137674527,0.042977579695415685,8.243076969097207e-06,3.3330763876102606e-13,5.68696253103489e-10,2.1947014731054734e-07,0.0017435879313993418,0.00507573302652729,1.8922787724709916e-05,8.417562556286066e-08,0.01033711451772737,4.991322933639483e-08,1.5812509994787035e-08,0.00042143756223278635,1.7618723368558612e-07,0.04097407599132178,2.1582459807818964e-06,0.02253120456749526,0.0063208854453849226,2.8815159630110053e-06,3.39795786795758e-07,2.861275375403296e-09,5.805976373589912e-07,0.0001416090502136945,3.76,0.0,4.7906425546639564e-06,0.31214094909117307,0.28186359406451306,0.0742430934186811,1.4569532473597193,0.2357114448867834,2.6550153425637815e-09,1.3645277378052633e-12,0.00011044526878179469,9.019477368318382e-06,1.305819536735009e-10,3.190084002819104e-11,1.051978287470937e-09,0.003761509024998232,2.457275596703577e-11,9.47000667476531e-06,7.916085096469864e-06,6.774358052509627e-05,0.0018498097910739908,5.51075123036247e-06,5.84607622158205e-06,7.640324074435502e-13,1.2007355614083265e-13,2.558213429989091e-09,4.2123850598649504e-09,2.028680860579367e-05,6.973960472738222e-07,0.0041272886949836165,2.0062502639058823e-07,6.421320844426452e-13,4.758616960619149e-09,9.007601064507926e-05,9.391302865131966e-07,0.022188142159794207,0.017631571274779097,3.4530243325428494e-06,3.181017517848479e-09,4.150007195607063e-06,3.110188781300071e-07,0.004650265718394552,3.4946888289582926e-09,1.0826829785843701e-05,1.4323822628249227e-08,0.0012513842878947845,0.009770800766248722,1.1674976707118045e-13,1.719968291665862e-14,2.6339064501623336e-08,3.4705518732745636e-08,3.4432865851246347e-07,1.3163953889255373e-09
0.0022458757138797167,0.8741050787319402,8.807866969781114e-05,1.4285563649186071e-05,3.100649046286245e-05,0.09993366905581258,0.0,0.0,0.00036463472605759135,2.0916937036551583e-05,0.9481995348653327,0.04309587946887086,8.225628674783806e-06,3.3525892462497715e-13,5.692604026083184e-10,2.1954889327046073e-07,0.0017421434339797983,0.005055844311340184,1.8904770788137947e-05,8.434846415226508e-08,0.010365178238230884,5.009984263590576e-08,1.5794007230019223e-08,0.0004208805010082849,1.75294036876804e-07,0.04078769572787368,2.1640124394026882e-06,0.022568198606716345,0.006315088994769778,2.8793912910505494e-06,3.3888886773974877e-07,2.8625170283471066e-09,5.800327790518763e-07,0.00014175968734021668,3.76,0.0,4.7849015323698e-06,0.3110605238790277,0.2823696564366863,0.07437218652935491,1.4577322941670487,0.23489748923721712,2.64587030227441e-09,1.359825574009385e-12,0.00011006298037825224,8.951092962075098e-06,1.2989837265282834e-10,3.172203086741966e-11,1.0461094462146104e-09,0.0037433301552130026,2.4398733218841995e-11,9.461447093588802e-06,7.905675831593418e-06,6.743525443373392e-05,0.00184752185778582,5.4988073612084325e-06,5.833412650439258e-06,7.615228935405929e-13,1.196791717163746e-13,2.549384614457688e-09,4.1933453409349376e-09,2.018621952629982e-05,6.939971404387269e-07,0.004115568269036208,1.9972887825997803e-07,6.390638928469911e-13,4.717780263493586e-09,9.002256880340218e-05,9.395811778379882e-07,0.022202360568375257,0.017621666279640496,3.459345296376943e-06,3.175148751704316e-09,4.154935698445742e-06,3.1139483390123527e-07,0.004661390949113194,3.503050532977384e-09,1.0802237892589152e-05,1.4239248726092326e-08,0.001252593128796225,0.009794505449683095,1.1606042641627743e-13,1.7098128552689418e-14,2.6323634591805053e-08,3.466250202083049e-08,3.4450138697496604e-07,1.3213229397113582e-09
0.002260343744351932,0.8744188501368203,8.833695040779295e-05,1.4242992732483529e-05,3.088577003366196e-05,0.10035532327976297,0.0,0.0,0.0003616352943415667,2.0653231361725365e-05,0.951426496623063,0.04333168058783611,8.190738536617442e-06,3.391967299677157e-13,5.703926108640388e-10,2.1970794776558535e-07,0.0017392498197905891,0.005016237284280614,1.886862057629643e-05,8.469282863886268e-08,0.01042129843068018,5.0472322682061806e-08,1.5757225219728713e-08,0.00041975631775343324,1.735222303350171e-07,0.040416340172669124,2.175512535347143e-06,0.022641417867705904,0.006303374876609067,2.8751332198488042e-06,3.37076698534216e-07,2.864915003481404e-09,5.788907242156196e-07,0.00014205271764856375,3.76,0.0,4.77355928128988e-06,0.30891303409949145,0.2833760216800742,0.07462792657881648,1.45927926617026,0.23328166017067714,2.6277161276458366e-09,1.3504911239755817e-12,0.00010930313098730163,8.816118339320863e-06,1.2854503427016776e-10,3.136821575179721e-11,1.0344954111214447e-09,0.0037073139003153737,2.4054978150041498e-11,9.44454062108089e-06,7.88504900252904e-06,6.682455339569927e-05,0.0018429804746829539,5.475124462295162e-06,5.808302701137023e-06,7.565407170192083e-13,1.188961942225994e-13,2.531857328257332e-09,4.1554089261099224e-09,1.998710121144774e-05,6.872650524222763e-07,0.004092402482410267,1.9794948651901865e-07,6.329818197889729e-13,4.637329810111431e-09,8.992001213863827e-05,9.404979278486536e-07,0.022230270211975305,0.017601650302322983,3.4719594871301725e-06,3.1634165066674314e-09,4.164678407179898e-06,3.121381551636624e-07,0.004683583322480508,3.5197302777119537e-09,1.0752955050400043e-05,1.4071378665411974e-08,0.0012549691571306803,0.009841662734068057,1.1469215971699503e-13,1.68965541197893e-14,2.629273042036418e-08,3.457709920417505e-08,3.448509192567273e-07,1.3311877484608182e-09
0.0022733649717769254,0.8746990089053179,8.857056384957112e-05,1.420486921739916e-05,3.077775789284312e-05,0.10073348787409486,0.0,0.0,0.00035896030961544127,2.041915010716594e-05,0.9543069275505636,0.04354299537242999,8.159347782625675e-06,3.4278131030215656e-13,5.714161159762245e-10,2.198528895804854e-07,0.0017366403908050483,0.004980786528964906,1.8835961521290036e-05,8.500126164789754e-08,0.010471799069569446,5.080669558025609e-08,1.5724375371613454e-08,0.00041873333058344063,1.719440931898791e-07,0.04008374246548655,2.1858255182697634e-06,0.022706443794947562,0.006292695833932458,2.8712913746068163e-06,3.3544784526177794e-07,2.866976925272954e-09,5.778490795230005e-07,0.0001423071208875741,3.76,0.0,4.763508652266013e-06,0.3069953866193114,0.2842752370544407,0.07485532026351896,1.460658991173862,0.2318410398314055,2.6115306379589963e-09,1.3421689239553754e-12,0.00010862460702705488,8.696654465909217e-06,1.2734256879373584e-10,3.105405714021371e-11,1.0241818108053907e-09,0.003675283675050232,2.3750413651316232e-11,9.429565361831377e-06,7.866701315890673e-06,6.628161577023245e-05,0.0018389321723823408,5.454039790011902e-06,5.7859475501043204e-06,7.520983479442572e-13,1.1819805051190977e-13,2.516229989230337e-09,4.121431308402001e-09,1.9810209684774886e-05,6.812800919324889e-07,0.004071864100052418,1.9636260990762736e-07,6.275691358621273e-13,4.566292511411141e-09,8.983260482496217e-05,9.413398969858292e-07,0.02225479682609657,0.017583408790000636,3.483281213697959e-06,3.1528643209970906e-09,4.173318146115024e-06,3.127974706180663e-07,0.004703490770217893,3.5346926717941775e-09,1.0708495493308638e-05,1.3921748500001019e-08,0.0012570606696370946,0.009883818355153484,1.1347256186772219e-13,1.6716881736399544e-14,2.6264866892440697e-08,3.450094948884079e-08,3.451701041802616e-07,1.3400771298798026e-09
0.002286386199201919,0.8749770724051078,8.880526389462146e-05,1.416692354352514e-05,3.067034417895266e-05,0.10111041811199944,0.0,0.0,0.00035630833740560964,2.0188109943089694e-05,0.9571649934557681,0.0437534560433794,8.127970044074745e-06,3.464047386127078e-13,5.724439621033483e-10,2.1999954103034304e-07,0.001734026153160216,0.0049455224073324784,1.8803194494831603e-05,8.530827931255179e-08,0.010522293358326988,5.114024568748525e-08,1.569176506361107e-08,0.00041769997998107806,1.7038142138572275e-07,0.03975270352115231,2.1961036800972426e-06,0.022770649704383156,0.006281889650840419,2.8674408339682947e-06,3.33821189664782e-07,2.8689487660153906e-09,5.767946561441874e-07,0.00014255277252481037,3.76,0.0,4.753604985945018e-06,0.3050918878735186,0.2851683392063145,0.07508010538552029,1.4620269670990949,0.23041316736518802,2.595488538773981e-09,1.3339204514339932e-12,0.00010795108933384166,8.579063124152178e-06,1.2615458522988197e-10,3.074388248589176e-11,1.0139978255415656e-09,0.0036436122970624155,2.3450328311202568e-11,9.414815894692606e-06,7.848556398485125e-06,6.57449200772684e-05,0.0018349203538959,5.433169048714387e-06,5.763819230801903e-06,7.476949168307016e-13,1.1750602608517213e-13,2.5007406035395538e-09,4.0876123891935814e-09,1.9635475103520095e-05,6.753640610946896e-07,0.004051617154208586,1.9478939421923723e-07,6.222136151267486e-13,4.4965231261747274e-09,8.974979065004341e-05,9.42197677546618e-07,0.022278772200070806,0.017564960381289504,3.4945741253388585e-06,3.1423194537528392e-09,4.181837686320603e-06,3.134477502700722e-07,0.004723336567862773,3.5496087251275927e-09,1.0663944950978667e-05,1.3773490234133452e-08,0.001259108363110599,0.00992570469077144,1.1226414606826642e-13,1.6538856707802045e-14,2.6236956928017027e-08,3.4425468267660316e-08,3.4549360559680317e-07,1.3489769607410506e-09
0.0022994074266269125,0.8752530611740584,8.904103732171555e-05,1.4129153275134089e-05,3.0563524526041544e-05,0.1014861331355256,0.0,0.0,0.00035367918245182754,1.996007113769071e-05,0.9600008994876477,0.043963066860698355,8.0966082751505e-06,3.5006742473176606e-13,5.734762007667516e-10,2.2014791156719572e-07,0.0017314071946556364,0.004910446149982742,1.8770328267189766e-05,8.561388183222728e-08,0.010572782040174134,5.1472964592301436e-08,1.5659393153338547e-08,0.00041665652016294327,1.6883406496682464e-07,0.03942324358442381,2.206347319280373e-06,0.022834040881155898,0.006270958253364865,2.8635819368545246e-06,3.3219692606738506e-07,2.8708315732183764e-09,5.757277243051385e-07,0.00014278975117969743,3.76,0.0,4.7438462302732575e-06,0.3032023949215724,0.28605538277549597,0.0753022990941834,1.463383327186632,0.22899789011620075,2.5795881114909036e-09,1.3257448235879713e-12,0.00010728252733081089,8.463311392721418e-06,1.2498085670371315e-10,3.0437629212713975e-11,1.003941464834959e-09,0.0036122947015347867,2.3154644391012203e-11,9.400290142105267e-06,7.830612012022256e-06,6.521437217086581e-05,0.0018309446233323772,5.412508511687027e-06,5.741913791195145e-06,7.433299792767768e-13,1.1682005110107524e-13,2.485387710295218e-09,4.053954239168015e-09,1.946286317072687e-05,6.695159194266748e-07,0.004031658732018361,1.9322969847048626e-07,6.169144987630705e-13,4.427995172765873e-09,8.967152828251901e-05,9.430710766473566e-07,0.02230220548604186,0.017546312867863314,3.505838754180953e-06,3.1317826554760148e-09,4.19023865643992e-06,3.140891155869811e-07,0.004743121269038998,3.5644788538772186e-09,1.0619311328017238e-05,1.3626599073477937e-08,0.001261112833484017,0.00996732329164535,1.110668732388658e-13,1.636247327650171e-14,2.6209000977745483e-08,3.4350648824398216e-08,3.4582137577455977e-07,1.3578872065606063e-09
0.002312428654051906,0.8755269965101582,8.927787054468702e-05,1.4091555942772808e-05,3.045729447609623e-05,0.10186065178726376,0.0,0.0,0.00035107264880366944,1.9734994234830866e-05,0.9628148484167176,0.044171832087109994,8.065265300981482e-06,3.5376977796144284e-13,5.745128780469543e-10,2.2029800963863726e-07,0.001728783599282619,0.004875558909478778,1.8737371339348265e-05,8.591806884579006e-08,0.010623265841819225,5.180484398799473e-08,1.5627258405975243e-08,0.0004156032009583673,1.67301873964586e-07,0.03909538207503918,2.2165567191438125e-06,0.02289662256595617,0.006259903545558848,2.859714999531489e-06,3.305752420215203e-07,2.872626375403719e-09,5.7464854659489e-07,0.0001430181352921606,3.76,0.0,4.734230353940987e-06,0.30132676674262426,0.286936421762891,0.07552191844091863,1.464728202703376,0.22759505784658582,2.5638276647117946e-09,1.3176411715542294e-12,0.00010661887112035851,8.349366950253143e-06,1.2382115998322614e-10,3.013523575412939e-11,9.940107690812748e-10,0.0035813258944472222,2.2863285657791706e-11,9.385986015195125e-06,7.812865918398928e-06,6.468987928988213e-05,0.00182700458338192,5.392054500553568e-06,5.720227330533944e-06,7.390030935678467e-13,1.1614005614113298e-13,2.4701698535694877e-09,4.020458844731998e-09,1.9292340138227833e-05,6.637346422300373e-07,0.004011985930760026,1.9168338316703132e-07,6.116710383289477e-13,4.360682748870055e-09,8.959777661761268e-05,9.439598956895066e-07,0.02232510566839388,0.017527473846776963,3.5170755965220033e-06,3.121254630069531e-09,4.198522648930171e-06,3.1472168535640587e-07,0.004762845420629551,3.5793034691423293e-09,1.0574602289895379e-05,1.3481069883650902e-08,0.0012630746699064692,0.010008675715552421,1.0988070152824429e-13,1.618772527671694e-14,2.6180999345674104e-08,3.427648436488422e-08,3.4615336474850246e-07,1.366807823921467e-09
0.0023254498814768996,0.8757988990185551,8.951574958982019e-05,1.4054129038042924e-05,3.0351649463132452e-05,0.10223399261346292,0.0,0.0,0.0003484885399750541,1.951284006578715e-05,0.965607040669984,0.04437975598579047,8.033943825933367e-06,3.5751220627921953e-13,5.755540342711948e-10,2.2044984257567202e-07,0.0017261554473905413,0.004840861763182058,1.8704331951373452e-05,8.62208394225683e-08,0.010673745473702123,5.213587566231286e-08,1.5595359490166658e-08,0.00041454026792185834,1.6578469852735397e-07,0.03876913761592074,2.226732147674999e-06,0.022958399955746472,0.00624872741037839,2.855840315450722e-06,3.289563183120002e-07,2.874334182166713e-09,5.735573778226122e-07,0.00014323800310785733,3.76,0.0,4.724755345550252e-06,0.2994648642019336,0.28781150953800727,0.0757389803798846,1.46606172298419,0.22620452268186245,2.548205533627148e-09,1.309608640112933e-12,0.00010596007147224446,8.237198060224945e-06,1.2267527539545096e-10,2.98366415309064e-11,9.842038088170442e-10,0.0035507009513045078,2.2576177388047067e-11,9.371901409485077e-06,7.795315876119846e-06,6.417135003657592e-05,0.0018230998354469051,5.371803381939223e-06,5.698755995807202e-06,7.347138204434717e-13,1.1546597217224802e-13,2.455085581695918e-09,3.9871281108857075e-09,1.912387280303167e-05,6.580192208463424e-07,0.003992595858935465,1.9015031032359425e-07,6.064824955405149e-13,4.294560535324811e-09,8.952849476994412e-05,9.448639306521553e-07,0.02234748156763066,0.017508450726275524,3.5282851128100552e-06,3.1107360341872216e-09,4.206691220732588e-06,3.153455757440947e-07,0.004782509562782769,3.5940829769611383e-09,1.0529825263378555e-05,1.3336897191623125e-08,0.0012649944547975713,0.010049763526430016,1.0870558632539356e-13,1.6014606136145556e-14,2.6152952176772147e-08,3.4202968007166086e-08,3.4648952042355494e-07,1.3757387601667386e-09
0.0023514923363268866,0.8763366866435526,8.999458665076127e-05,1.3979776209167516e-05,3.0142095588847425e-05,0.1029772136050101,0.0,0.0,0.0003433868090635265,1.9077144771812333e-05,0.9711269461035975,0.044793096839980395,7.971375651392502e-06,3.65118909835175e-13,5.776499131327081e-10,2.207587365681732e-07,0.0017208857795491849,0.004772041727927345,1.863803761947132e-05,8.682212413373245e-08,0.0107746949952017,5.279536363554579e-08,1.5532263335427195e-08,0.0004123865232628476,1.6279479653533615e-07,0.03812157078464448,2.2469820743058117e-06,0.023079562438454996,0.00622601829677977,2.848068760835722e-06,3.2572744429956933e-07,2.8774927541640497e-09,5.713400441520302e-07,0.00014365250182532947,3.76,0.0,4.706219975330235e-06,0.29578168811762695,0.2895440420191782,0.07616549940208504,1.4686952063913215,0.22345976289067848,2.517369679949272e-09,1.2937535799760525e-12,0.00010465684799254432,8.018062731850036e-06,1.204240814246142e-10,2.9250613438762615e-11,9.64953528385177e-10,0.00349046327924526,2.20144210611915e-11,9.344382191014577e-06,7.76079490210839e-06,6.315182335040609e-05,0.0018153946155649186,5.331895468468652e-06,5.656443482705019e-06,7.262463666798491e-13,1.1413526292527158e-13,2.4253120061176152e-09,3.920967881460699e-09,1.8792975061034175e-05,6.467819938079279e-07,0.003954652396959229,1.871233476305786e-07,5.962672609623475e-13,4.1657884669500006e-09,8.940317762950453e-05,9.467168058099018e-07,0.022390695056744424,0.01746988097268949,3.5506238183156504e-06,3.089729502988703e-09,4.222688167804928e-06,3.165677710727524e-07,0.00482165994785287,3.6235082707269685e-09,1.0440095760875529e-05,1.3052597741954584e-08,0.001268710168486023,0.010131151587871427,1.0638833341078968e-13,1.5673226141443503e-14,2.6096720825878546e-08,3.4057851502721434e-08,3.471741130734144e-07,1.3936313178418572e-09
0.0023775347911768737,0.8768665848686075,9.047742731905573e-05,1.390607382293185e-05,2.9934824018501655e-05,0.103715938724753,0.0,0.0,0.00033837241077394256,1.8652678164844577e-05,0.9765621740774836,0.045203123463920164,7.908923119112834e-06,3.728907593089237e-13,5.797640368367031e-10,2.2107462922647058e-07,0.0017155987667090383,0.004703993267505667,1.8571506330311265e-05,8.741771560738924e-08,0.010875635974405665,5.345136497783829e-08,1.547009212490866e-08,0.000410197169848079,1.5986316579307472e-07,0.037480677234152805,2.2670988999773513e-06,0.023197569067614193,0.0062028455889821445,2.8402691607963152e-06,3.225116234550265e-07,2.8803149921491096e-09,5.690776028434859e-07,0.0001440338689930302,3.76,0.0,4.688224393580004e-06,0.29215178974418743,0.29125339495231833,0.07658198990698793,1.4712847752810942,0.22076247264481597,2.487067737115401e-09,1.2781730605016433e-12,0.00010337247584201565,7.80566285948217e-06,1.1822558760966438e-10,2.8679079956098142e-11,9.461757892042628e-10,0.003431543631837449,2.146880743564662e-11,9.317715197312268e-06,7.727030978982892e-06,6.215508748279946e-05,0.00180782575140252,5.2927565120121085e-06,5.61494628457277e-06,7.179241536565756e-13,1.1282737891667014e-13,2.3960554637308105e-09,3.8554872743818585e-09,1.846991497831814e-05,6.357964900378723e-07,0.003917805468850185,1.8414773686416587e-07,5.86263091795082e-13,4.04148792340318e-09,8.929525290333947e-05,9.486279611063661e-07,0.022431913410566502,0.01743065933234469,3.5728578043998118e-06,3.06876737172771e-09,4.238241262071651e-06,3.1775657984453773e-07,0.004860576612615609,3.652757883665447e-09,1.0350177549225262e-05,1.2773650694886717e-08,0.0012722645025574349,0.010211500080023321,1.0411470670578832e-13,1.533827321545533e-14,2.604030460958275e-08,3.391524229808762e-08,3.4787469416690216e-07,1.4115642339992138e-09
