Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414)
5.519587367528237e-06,0.9624708480899699,3.6300955169210065e-05,2.6825284619936728e-05,1.7404603338021153e-05,0.00031125658989122765,0.0,0.0,2.602358871195681e-05,1.527242836920449e-07,0.0011539803233722788,5.0618423039823396e-05,3.006123966850628e-06,1.757216251421031e-13,2.5237299114152305e-09,2.9063173413735517e-07,3.352612414927342e-05,0.00015199636193882128,2.4952349735640333e-06,1.8832459760657017e-06,0.009315928939941145,2.0500151907084539e-07,1.540105747533415e-08,1.132092262190432e-09,1.1745075308898837e-09,0.00041559706777743256,1.428647066134461e-07,4.4068633104614714e-07,8.472324431726909e-10,2.6395645061162795e-11,3.42856098150846e-10,1.799301937792016e-12,1.0308186100618981e-08,8.169713875535105e-10,3.76,0.0,3.242230266634626e-07,0.9956456635357523,0.0003267313223878883,3.082751966205326e-06,0.571568120413631,0.5505103846429864,1.3964938595088681e-06,7.1029801279075554e-09,0.003089388558225477,2.405521935926461e-07,3.902512915257886e-09,8.543655352077616e-12,6.242818234249319e-10,0.0001433394112709426,3.804125137686738e-09,2.4477082263952404e-05,2.1608524240464103e-05,0.00013007154849692105,0.0008589215552314499,1.5636767217734084e-07,2.329697370667888e-07,1.270774169933223e-13,1.0904081855494291e-13,1.1184029076822e-08,1.1309469928146185e-08,4.46682098190977e-06,4.107842494788084e-08,3.960336936099133e-06,7.405564351882757e-10,3.400730324512572e-11,2.582839619942969e-10,8.579929834542813e-08,4.7736329727613816e-09,2.6057339532866013e-05,2.148373955688979e-05,4.800906069817525e-11,4.716285234725768e-15,5.685230300943216e-09,8.80914771539727e-10,9.149265379844525e-06,5.713441081443994e-10,7.634901917655272e-09,1.6402947604293597e-12
5.6017657143761955e-06,0.9625007089359522,3.729863471107287e-05,2.7554383856075778e-05,1.7941396703541537e-05,0.0003217999103089076,0.0,0.0,2.6911128721563956e-05,1.5810410304210053e-07,0.0011968814109563433,5.247147832600493e-05,3.11550382644702e-06,1.8893803558352186e-13,2.640777975304649e-09,2.9892549434003323e-07,3.4742007915237856e-05,0.00015410757014936355,2.6069130282220414e-06,1.963062190110441e-06,0.009452971564766193,2.0807116865877412e-07,1.586560236262159e-08,1.2172501214824485e-09,1.2188859684377186e-09,0.00042999351072153254,1.432305022818897e-07,4.48148554694868e-07,9.158465827864674e-10,2.832753988475854e-11,3.640446861146193e-10,1.8672146121771495e-12,1.0463168712904365e-08,8.344022401603053e-10,3.76,0.0,3.2418685542512443e-07,0.9956031442175663,0.0003391236039702507,3.227341942565888e-06,0.5717258667563866,0.550311337661503,1.395988970203474e-06,7.100412445252981e-09,0.0030892565775721406,2.4332161696813846e-07,3.932749615944652e-09,8.794096526101838e-12,6.432826528583417e-10,0.00014607966374425354,3.802469374820935e-09,2.517983868132232e-05,2.2225284506864023e-05,0.00013371985053830686,0.0008898944210056841,1.6057505545359968e-07,2.392692332777106e-07,1.3069358287968555e-13,1.1214417582316223e-13,1.1504503533293808e-08,1.1598077582799169e-08,4.593509025811249e-06,4.2557614590500396e-08,4.245508273681413e-06,7.673763446886368e-10,3.493085996736927e-11,2.65590043843132e-10,8.713063626834567e-08,4.7710907952279365e-09,2.633707410452944e-05,2.2484912107577726e-05,4.930702306033632e-11,4.849511084940528e-15,5.920470681237124e-09,9.173847077931847e-10,9.493177429553756e-06,5.928494846152701e-10,7.965504689461788e-09,1.7112100376687937e-12
5.683944061224154e-06,0.9625307502116226,3.832268154669355e-05,2.8301911657384792e-05,1.8493384020931608e-05,0.00033262470887376145,0.0,0.0,2.7825261120417842e-05,1.6365168882822092e-07,0.00124100497676407,5.4377693111425064e-05,3.228328399983915e-06,2.0308290743078625e-13,2.7624404140891303e-09,3.0743630817041684e-07,3.599355611952936e-05,0.00015621555199415332,2.722688781622719e-06,2.0456690875484538e-06,0.009589850618428994,2.1113806338646737e-07,1.6343491271475896e-08,1.3081677763479944e-09,1.2646973287954506e-09,0.00044477110036133654,1.4360864135490481e-07,4.5567493348555926e-07,9.893633509470403e-10,3.0386393927645016e-11,3.864619065686402e-10,1.937408415944497e-12,1.0622563132290602e-08,8.521541276678637e-10,3.76,0.0,3.24150013243167e-07,0.9955594647605236,0.0003518931151468213,3.3771969978155767e-06,0.5718840045128445,0.5501107922202398,1.3954802807279247e-06,7.097825442450274e-09,0.003089120997711917,2.461727312524685e-07,3.963752328897816e-09,9.051352270176269e-12,6.628109821181106e-10,0.00014887306210684072,3.800798339075786e-09,2.5901247912363847e-05,2.2858306876808704e-05,0.00013746033113002228,0.0009217049612316668,1.6489141208937405e-07,2.457318587723846e-07,1.3440384961155506e-13,1.1532833303371671e-13,1.1833375889120788e-08,1.1892220093645169e-08,4.723504183965122e-06,4.407661999231025e-08,4.5491164202442445e-06,7.949795772345557e-10,3.5877272878754366e-11,2.730858815098123e-10,8.860030253892317e-08,4.768555987317575e-09,2.6616615841943516e-05,2.3523159581289462e-05,5.064897235676386e-11,4.987317179899091e-15,6.164063393091513e-09,9.55148681466448e-10,9.84864118006848e-06,6.15076156929478e-10,8.308047449566116e-09,1.7846779939682863e-12
5.766122408072113e-06,0.9625609766338076,3.937380842540207e-05,2.9068348020427465e-05,1.9060989567109567e-05,0.0003437381581268584,0.0,0.0,2.876675867149509e-05,1.6937231837230307e-07,0.0012863832083179476,5.633846736719653e-05,3.3447009116609385e-06,2.1821920723255276e-13,2.8888914778237067e-09,3.1616996093090214e-07,3.72817601431806e-05,0.00015832048673415967,2.8426984547319424e-06,2.1311532234957924e-06,0.009726562344645777,2.1420214591623236e-07,1.6835135893052437e-08,1.4052058766817799e-09,1.3119896042478837e-09,0.0004599394366378477,1.4399948148987096e-07,4.632692065150236e-07,1.0680994200010956e-09,3.257995375127151e-11,4.101769718163979e-10,2.0099713655492876e-12,1.0786491147607982e-08,8.702405461703198e-10,3.76,0.0,3.2411248673943385e-07,0.9955145940955553,0.0003650503554510971,3.5324754109366804e-06,0.5720425439401763,0.5499087087103915,1.3949676906336159e-06,7.095218608818447e-09,0.003088981722255903,2.49107835803913e-07,3.995540420842243e-09,9.315605872367986e-12,6.828811407833854e-10,0.00015172154945025524,3.79911162824284e-09,2.664180073411206e-05,2.3508016710790737e-05,0.00014129532029055988,0.0009543733721855493,1.6931960557973323e-07,2.523618998890487e-07,1.3821070462188381e-13,1.185954247380163e-13,1.217086902191001e-08,1.2192037062743859e-08,4.856892377647798e-06,4.5636391010897795e-08,4.872236460177058e-06,8.233877272900673e-10,3.684712000918072e-11,2.807763590238526e-10,9.021922935925306e-08,4.7660289564790266e-09,2.6895992813354988e-05,2.4599680604471486e-05,5.203636377246619e-11,5.129856036979135e-15,6.416284562125755e-09,9.942494155097514e-10,1.0216098254579535e-05,6.380516452363156e-10,8.662925572351636e-09,1.860782637879421e-12
5.848300754920071e-06,0.962591393043724,4.045274419139411e-05,2.9854183050337914e-05,1.9644647848905415e-05,0.000355147619356208,0.0,0.0,2.9736415534944847e-05,1.752714476714515e-07,0.0013330491670009935,5.835523849337097e-05,3.464727110670737e-06,2.3441409562244867e-13,3.0203121183836248e-09,3.2513237076994254e-07,3.860763865360772e-05,0.00016042256266363185,2.9670825362067947e-06,2.2196034615825525e-06,0.009863102877605032,2.172633573120013e-07,1.7340961022565196e-08,1.5087465873546583e-09,1.3608125868858874e-09,0.00047550838684937217,1.4440338937994116e-07,4.709353095536831e-07,1.152390606793895e-09,3.491641932093676e-11,4.352629238371492e-10,2.084995574905522e-12,1.0955077409523273e-08,8.886755479037701e-10,3.76,0.0,3.2407426237282025e-07,0.9954685003260978,0.0003786061106407197,3.6933401686469116e-06,0.5722014955783737,0.54970504649736,1.3944510968702093e-06,7.092591420449443e-09,0.003088838652247956,2.521292919095782e-07,4.0281336330797056e-09,9.587044710679816e-12,7.035077831148936e-10,0.00015462710264466844,3.797408829781319e-09,2.74019983070314e-05,2.417484825014177e-05,0.00014522719084418046,0.0009879203125824946,1.7386255963968758e-07,2.591637330965937e-07,1.421166912408172e-13,1.2194763339152037e-13,1.251721082456652e-08,1.249767197465547e-08,4.9937612876257424e-06,4.723789875642514e-08,5.2160018926617625e-06,8.526229745180685e-10,3.7840991019269055e-11,2.8866645764367567e-10,9.199927356108802e-08,4.763510131645724e-09,2.7175234570003768e-05,2.5715715193702984e-05,5.347070008943322e-11,5.277285192635398e-15,6.677419123399569e-09,1.0347309928293697e-09,1.059600988821006e-05,6.618046913112318e-10,9.030547067531466e-09,1.939610632362114e-12
5.93047910176803e-06,0.962622004409407,4.156023398090937e-05,3.065991705766867e-05,2.024480374699022e-05,0.00036686064655793067,0.0,0.0,3.073504759151692e-05,1.8135471651721264e-07,0.001381036806295552,6.042948217858691e-05,3.5885152913730826e-06,2.5173920130161023e-13,3.156890238054234e-09,3.34329590568144e-07,3.9972238216311114e-05,0.00016252197761383548,3.095985890530361e-06,2.3111110066744535e-06,0.009999468239400577,2.2032163700589136e-07,1.7861405005075326e-08,1.619194825311679e-09,1.4112179400448306e-09,0.0004914880922619817,1.448207408972867e-07,4.786773852737647e-07,1.2425929849855342e-09,3.740446976944384e-11,4.617968397750066e-10,2.1625774547026757e-12,1.1128449466514986e-08,9.074737669116421e-10,3.76,0.0,3.2403532644550817e-07,0.9954211507102967,0.0003925714592509473,3.859959115702194e-06,0.572360870256077,0.5494997638997253,1.3939303937328653e-06,7.0899433399376385e-09,0.003088691686109586,2.552395236194277e-07,4.061552083109769e-09,9.865860290269894e-12,7.247058913715504e-10,0.00015759173328442879,3.795689520613764e-09,2.8182352254180837e-05,2.485924467913338e-05,0.00014925835851212096,0.0010223669087923287,1.7852325867464808e-07,2.661418256944201e-07,1.4612440941517784e-13,1.2538718996290415e-13,1.287263426771262e-08,1.2809272292455954e-08,5.134200365285292e-06,4.8882135796401137e-08,5.581607621233226e-06,8.82708096322361e-10,3.8859487279977014e-11,2.967612562772821e-10,9.39532944570952e-08,4.760999964790381e-09,2.7454372223814124e-05,2.6872546362846278e-05,5.4953533228258634e-11,5.4297673563411554e-15,6.947761088994071e-09,1.0766388973906426e-09,1.098885782350426e-05,6.863653143486302e-10,9.411332959939725e-09,2.021251372713907e-12
6.0126574486159885e-06,0.9626528158281525,4.269703940289142e-05,3.14860606424666e-05,2.086191265161901e-05,0.00037888499042672567,0.0,0.0,3.1763492755340526e-05,1.8762795373417757e-07,0.0014303809901804808,6.256271327140607e-05,3.7161763102975922e-06,2.702709122630538e-13,3.298820946213896e-09,3.43767809718704e-07,4.137663391200625e-05,0.0001646189394826493,3.2295578672327707e-06,2.4057694357919336e-06,0.01013565433745175,2.2337692276489294e-07,1.8396920194023485e-08,1.736979564362651e-09,1.4632592725107562e-09,0.0005078889748430676,1.4525192123007608e-07,4.864997939883011e-07,1.3390840594604007e-09,4.00532905634012e-11,4.898600477294193e-10,2.2428179197333042e-12,1.1306737798179963e-08,9.266504459736061e-10,3.76,0.0,3.239956651097661e-07,0.9953725116430825,0.0004069577792187346,4.032505110093034e-06,0.5725206790964763,0.5492928181680977,1.3934054728083515e-06,7.087273816106925e-09,0.003088540719583991,2.5844101854231794e-07,4.095816265598236e-09,1.0152248276032885e-11,7.464907787718109e-10,0.00016061748862370774,3.793953266920254e-09,2.8983384725959234e-05,2.556165817422186e-05,0.0001533912819152898,0.001057734759825874,1.8330474817490343e-07,2.7330073639947494e-07,1.5023651637598463e-13,1.289163745016275e-13,1.323737745749344e-08,1.3126989555485628e-08,5.278300841063701e-06,5.057011634749681e-08,5.9703130826200595e-06,9.13666480459395e-10,3.9903221936683445e-11,3.0506593173995e-10,9.609523809024663e-08,4.758498932519338e-09,2.773343852880088e-05,2.807150179350688e-05,5.648646588221491e-11,5.58747058054362e-15,7.227613823352144e-09,1.1200200564995192e-09,1.1395145245959403e-05,7.117648692548019e-10,9.805717680044833e-09,2.1057970666311335e-12
6.094835795463947e-06,0.9626838325289699,4.386393870172441e-05,3.233313476456636e-05,2.1496440589299554e-05,0.0003912286023699847,0.0,0.0,3.2822611274430086e-05,1.9409718253674937e-07,0.0014811175116611792,6.4756486662621e-05,3.847823599665554e-06,2.900906852673029e-13,3.446306824194767e-09,3.5345335579172574e-07,4.282192995837761e-05,0.00016671366679115758,3.367952411034181e-06,2.5036747269967175e-06,0.010271656961914654,2.2642915065776252e-07,1.8947973422829675e-08,1.8625552110336246e-09,1.516992215649562e-09,0.0005247217441143452,1.4569732501246147e-07,4.944071249235679e-07,1.4422640060653663e-09,4.287260214255182e-11,5.195383532838497e-10,2.3258226117321367e-12,1.1490075845605526e-08,9.462214648583466e-10,3.76,0.0,3.2395526437541757e-07,0.9953225486381443,0.00042177675457042677,4.211156183304942e-06,0.5726809335232896,0.549084165463878,1.3928762229207485e-06,7.0845822837361165e-09,0.003088385645680341,2.617363285990828e-07,4.130947052647223e-09,1.0446408518220927e-11,7.688780919110607e-10,0.00016370645250040795,3.792199623934893e-09,2.9805628449275303e-05,2.6282549939428357e-05,0.00015762846248279356,0.0010940459420599887,1.8821013499310052e-07,2.806451157665506e-07,1.544557272506108e-13,1.3253751665202257e-13,1.36116836874949e-08,1.3450979478865447e-08,5.426155729975779e-06,5.230287645277511e-08,6.383445520099971e-06,9.455221377005205e-10,4.0972819949430935e-11,3.1358575882374486e-10,9.844022838664091e-08,4.756007537621266e-09,2.801246796633262e-05,2.931395557106017e-05,5.807115316502318e-11,5.750568443312014e-15,7.517290326629669e-09,1.1649228842996771e-09,1.1815397761112772e-05,7.38036107535904e-10,1.0214149465458823e-08,2.1933428163419183e-12
6.177014142311906e-06,0.9627150598750406,4.5061726900390074e-05,3.32016707990295e-05,2.2148864339443018e-05,0.00040389963853945936,0.0,0.0,3.3913286017187336e-05,2.0076862600237117e-07,0.0015332831114049242,6.701239817774458e-05,3.9835731771060365e-06,3.11285374620157e-13,3.5995581983876395e-09,3.6339269607124994e-07,4.430926033557809e-05,0.00016880638926840266,3.511328172730348e-06,2.604925286002153e-06,0.010407471783088618,2.294782550221984e-07,1.9515046489820325e-08,1.996403054980301e-09,1.5724745037449027e-09,0.0005419974041201653,1.4615735644679556e-07,5.024042080483214e-07,1.5525569800575423e-09,4.587269010228853e-11,5.50922277219966e-10,2.4117021291774922e-12,1.1678600038524254e-08,9.66203369963088e-10,3.76,0.0,3.2391411011801263e-07,0.9952712263098253,0.00043704038216543014,4.39609570581895e-06,0.5728416452668001,0.5488737608379655,1.3923425300781577e-06,7.08186816328511e-09,0.0030882263546178155,2.6512807072738783e-07,4.166965693318585e-09,1.0748545073113777e-11,7.91883812857317e-10,0.00016686074624637203,3.79042813574114e-09,3.0649626759920755e-05,2.7022390226788487e-05,0.0001619724442603114,0.0011313230136676697,1.9324258753491667e-07,2.8817970646907935e-07,1.58784815614366e-13,1.3625299611613983e-13,1.3995801485519156e-08,1.3781402054776145e-08,5.5778598340187704e-06,5.408147414249114e-08,6.822403406674364e-06,9.782997145219323e-10,4.206891811693843e-11,3.2232611018135274e-10,1.0100466575449796e-07,4.753526310997674e-09,2.829149683439578e-05,3.060132998853753e-05,5.970930430509154e-11,5.919240217903504e-15,7.817113526324543e-09,1.2113973265247699e-09,1.2250164414724202e-05,7.652132408777827e-10,1.0637090773730195e-08,2.283986702935527e-12
6.259192489159864e-06,0.9627465033661765,4.629121592234495e-05,3.4092210575592924e-05,2.28196715399936e-05,0.0004169064638739269,0.0,0.0,3.503642274305925e-05,2.0764871265897085e-07,0.0015869154964518266,6.933208547881936e-05,4.123543651225638e-06,3.3394758132981583e-13,3.758793421635156e-09,3.735924389534103e-07,4.583978941452183e-05,0.00017089734846549473,3.6598486206252974e-06,2.709621970249138e-06,0.010543094348822517,2.325241684323841e-07,2.0098636656644958e-08,2.13903279759839e-09,1.6297660574278059e-09,0.0005597272605064657,1.4663242941719494e-07,5.104961264845927e-07,1.670412496791789e-09,4.9064436995586195e-11,5.841073048728007e-10,2.5005722643367907e-12,1.1872449818951669e-08,9.86613405405387e-10,3.76,0.0,3.238721880877183e-07,0.9952185083549748,0.0004527609784875244,4.587512558033956e-06,0.5730028263699544,0.5486615582094497,1.3918042774185036e-06,7.079130860620096e-09,0.0030880627337688334,2.6861892753272645e-07,4.203893812359744e-09,1.1058866218132306e-11,8.155242608256677e-10,0.00017008252958178655,3.788638335066079e-09,3.151593361685838e-05,2.7781658340748128e-05,0.000166425813611994,0.001169589018717902,1.984053358609123e-07,2.9590934344554924e-07,1.6322661397514827e-13,1.400652430638699e-13,1.4389984654572758e-08,1.4118421655265781e-08,5.733509741226198e-06,5.5906989576817736e-08,7.288660023424042e-06,1.0120245057984629e-09,4.319216508286242e-11,3.312924560116611e-10,1.0380633371198931e-07,4.751055813715269e-09,2.8570563341004917e-05,3.1935097420696833e-05,6.140268445106286e-11,6.09367105652049e-15,8.127416577465723e-09,1.259494906547987e-09,1.2700018757620794e-05,7.933320075161398e-10,1.107501870672309e-08,2.3778298729954773e-12
6.341370836007823e-06,0.9627781686412777,4.755323469045326e-05,3.5005306400926564e-05,2.350936078097366e-05,0.0004302576561458031,0.0,0.0,3.619295035539717e-05,2.14744082183789e-07,0.001642053358969502,7.171722897460661e-05,4.267856222675647e-06,3.581760237891715e-13,3.924239162938096e-09,3.8405933519324314e-07,4.741471258694001e-05,0.00017298679840029862,3.813682152298668e-06,2.817868110175013e-06,0.010678520081925892,2.355668216669919e-07,2.0699257160413358e-08,2.2909841626008827e-09,1.6889290702493621e-09,0.0005779229277051132,1.4712296759357157e-07,5.186882295248896e-07,1.796306888331416e-09,5.245935583437926e-11,6.191941475896268e-10,2.5925542585386566e-12,1.2071767660990729e-08,1.0074695456353508e-09,3.76,0.0,3.23829483918897e-07,0.9951643575347814,0.0004689511864747524,4.785601306798542e-06,0.5731644891945071,0.5484475103443237,1.3912613451548442e-06,7.076369766738049e-09,0.003087894667602874,2.7221164787957465e-07,4.241753408078276e-09,1.1377584458071682e-11,8.398160931396003e-10,0.00017337400149152783,3.786829743079019e-09,3.240511359706752e-05,2.8560842625321512e-05,0.00017099119880923741,0.0012088674909081435,2.0370167164216075e-07,3.0383895384010984e-07,1.6778401418652692e-13,1.439767384749104e-13,1.4794492306241484e-08,1.4462207136611898e-08,5.8932038211293216e-06,5.778052516869945e-08,7.783767198448147e-06,1.0467224674769998e-09,4.4343221312162076e-11,3.404903635136564e-10,1.0686451416909689e-07,4.74859663896166e-09,2.884970770190602e-05,3.3316782270627206e-05,6.31531165073334e-11,6.2740521954949714e-15,8.448543171665231e-09,1.3092687727737364e-09,1.3165559956793422e-05,8.224297414970622e-10,1.1528425446902501e-08,2.4749766274566865e-12
6.423549182855781e-06,0.962810061480778,4.884862920102006e-05,3.594152106243481e-05,2.421844168481937e-05,0.0004439620100041337,0.0,0.0,3.7383821134445864e-05,2.220615912101209e-07,0.001698736395017161,7.416955273812867e-05,4.416634680344519e-06,3.840759311849262e-13,4.096130705473506e-09,3.948002789868046e-07,4.9035256896086564e-05,0.00017507500623394683,3.973002206477367e-06,2.92976952738798e-06,0.010813744277590255,2.386061436777441e-07,2.131743773977555e-08,2.4528285924677426e-09,1.7500280987357425e-09,0.000596596336217766,1.4762940452521513e-07,5.269861462811847e-07,1.930744839822486e-09,5.606962537009722e-11,6.562890167629811e-10,2.687775066342552e-12,1.227669908646894e-08,1.028790529639128e-09,3.76,0.0,3.237859831403878e-07,0.995108735656626,0.00048562398237805604,4.9905623877461074e-06,0.5733266464272101,0.5482315688342683,1.3907136105224136e-06,7.0735842574938155e-09,0.0030877220376305434,2.7590904741635446e-07,4.280566849308817e-09,1.1704916524689367e-11,8.647763057534581e-10,0.0001767374010810384,3.785001869190525e-09,3.331774186951951e-05,2.9360440432768246e-05,0.00017567126949934595,0.0012491824568905366,2.0913494800153906e-07,3.119735567608549e-07,1.724599677834314e-13,1.479900144135838e-13,1.520958888734511e-08,1.4812931945269423e-08,6.0570422163724535e-06,5.970320568471445e-08,8.309359211811525e-06,1.082420229201797e-09,4.5522759046337066e-11,3.4992549611046877e-10,1.1020011203394834e-07,4.7461494144578e-09,2.912897224271927e-05,3.474796299125893e-05,6.496248300374843e-11,6.4605811441418924e-15,8.78084785535616e-09,1.3607737474192103e-09,1.3647413954353305e-05,8.525454449292115e-10,1.1997818705863104e-08,2.5755345128001525e-12
6.50572752970374e-06,0.9628421878090779,5.017826257088404e-05,3.690142781226928e-05,2.4947434972318916e-05,0.0004580285410058565,0.0,0.0,3.861001094827017e-05,2.2960831923781222e-07,0.0017570053232823532,7.669082543045104e-05,4.570005392287455e-06,4.1175946085364375e-13,4.274712252890726e-09,4.058223088747233e-07,5.070268166689226e-05,0.00017716225298044749,4.137987374762146e-06,3.0454345494439003e-06,0.010948762100826383,2.416420615586373e-07,2.195372517503354e-08,2.6251710348089545e-09,1.813130155872593e-09,0.0006157597399927137,1.4815218372286791e-07,5.353957999927452e-07,2.0742610096325184e-09,5.99081272367021e-11,6.955039109152161e-10,2.786367625545201e-12,1.2487392676054818e-08,1.0505958968073242e-09,3.76,0.0,3.2374167118659674e-07,0.9950516035559887,0.0005027926826380108,5.202602293633362e-06,0.57348931108603,0.5480136840755448,1.390160947725124e-06,7.070773693328252e-09,0.0030875447223468475,2.7971400902750056e-07,4.320356871413379e-09,1.2041083369755856e-11,8.90422233290909e-10,0.00018017500840916174,3.783154210850631e-09,3.425440414678837e-05,3.0180958072486775e-05,0.00018046873604677475,0.0012905584391510315,2.147085792526676e-07,3.203182628792044e-07,1.7725748623315164e-13,1.5210765423782362e-13,1.5635544199480265e-08,1.5170774225061748e-08,6.225126830216157e-06,6.167617832196984e-08,8.86715687192952e-06,1.1191451068616062e-09,4.673146223880281e-11,3.5960361243487146e-10,1.1383578986218605e-07,4.7437148051183325e-09,2.9408401505668082e-05,3.623027418416331e-05,6.683272809169677e-11,6.653461882842738e-15,9.124696357558196e-09,1.4140663767369008e-09,1.414623467597166e-05,8.83719863329981e-10,1.2483722185459143e-08,2.679614414751072e-12
6.587905876551699e-06,0.9628745536969555,5.1543015055630304e-05,3.788561033015378e-05,2.5696872512900074e-05,0.00047246648962664923,0.0,0.0,3.9872519439304755e-05,2.3739157464260202e-07,0.0018169019037509579,7.928286122949992e-05,4.728097290989385e-06,4.4134614086886447e-13,4.46023724382278e-09,4.171326084525407e-07,5.241827913427594e-05,0.00017924883425067902,4.308821512939761e-06,3.16497402090686e-06,0.011083568583923823,2.4467450051594095e-07,2.260868384239122e-08,2.8086518228163e-09,1.8783048079600913e-09,0.0006354257238874371,1.4869175872824842e-07,5.439234230198689e-07,2.227421737417909e-09,6.39884850447502e-11,7.369569163150193e-10,2.888471148042285e-12,1.2704000075483638e-08,1.0729060245447282e-09,3.76,0.0,3.236965334093917e-07,0.9949929210784482,0.00052047095076816,5.421933768888813e-06,0.5736524965263893,0.5477938052480564,1.3896032278814034e-06,7.067937418996847e-09,0.0030873625971754464,2.83629483205541e-07,4.361146571253343e-09,1.2386310147055809e-11,9.167715481723857e-10,0.00018368914529519296,3.781286253353868e-09,3.521569661272925e-05,3.102291073876012e-05,0.0001853863487393176,0.001333020458398688,2.2042604045999157e-07,3.2887827378067273e-07,1.821796410958146e-13,1.5633229272318811e-13,1.6072633408927367e-08,1.5535916925615205e-08,6.397561309649998e-06,6.370061275903042e-08,9.458971768799154e-06,1.1569251150282107e-09,4.7970026453480787e-11,3.6953056503344317e-10,1.1779611331902948e-07,4.741293515560337e-09,2.9688042361041122e-05,3.7765408778032543e-05,6.87658595951797e-11,6.852905093192663e-15,9.4804659275375e-09,1.46920498273251e-09,1.4662705290434795e-05,9.159955641686376e-10,1.298667605191466e-08,2.7873306543907777e-12
6.670084223399657e-06,0.962907165363952,5.294378403666439e-05,3.889466266355609e-05,2.646729735794835e-05,0.00048728532524208474,0.0,0.0,4.117237018408521e-05,2.454189007785952e-07,0.0018784689562683092,8.194752076260769e-05,4.891041852542094e-06,4.729633392104198e-13,4.6529686745160405e-09,4.287385068722178e-07,5.418337506822418e-05,0.00018133506103207747,4.485693851590492e-06,3.2885013103593015e-06,0.011218158623939324,2.47703383839091e-07,2.328289628247542e-08,3.003948654112333e-09,1.945624275183465e-09,0.0006556072112088535,1.4924859316995795e-07,5.525755725506309e-07,2.390826844450742e-09,6.832510551608394e-11,7.80772521607593e-10,2.99423142240439e-12,1.2926675996503802e-08,1.095742167700522e-09,3.76,0.0,3.236505550907501e-07,0.9949326470618164,0.0005386728042325577,5.648776010584498e-06,0.5738162164474194,0.5475718802946201,1.3890403189725873e-06,7.0650747633029475e-09,0.00308717553441383,2.8765848833572727e-07,4.402959401068586e-09,1.274082618559757e-11,9.438422591495544e-10,0.00018728217609722487,3.779397469646881e-09,3.6202225824587244e-05,3.188682241592879e-05,0.00019042689685128868,0.001376594035420427,2.2629086684940884e-07,3.376588810801949e-07,1.8722956408759959e-13,1.606666161004386e-13,1.652113704790015e-08,1.590854791213938e-08,6.574451023824104e-06,6.577770117849919e-08,1.0086710709440268e-05,1.1957889792528978e-09,4.923915873587549e-11,3.7971229878884e-10,1.2210770827790444e-07,4.738886293137212e-09,2.9967944123531267e-05,3.935512028922746e-05,7.076395108498863e-11,7.059128370970983e-15,9.848545682753536e-09,1.5262497164363202e-09,1.5197539521951219e-05,9.494170187098447e-10,1.350723742331645e-08,2.8988010867701056e-12
