Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42)
0.0016606368342642383,0.8184237208037308,0.01820411978443944,0.004378778438394476,0.005016063294893087,0.09847654549471392,0.0,0.0,0.0002609435606057464,6.2678175741208444e-06,0.9243393586754269,0.1431694008605146,6.052362098529842e-05,7.695826185357021e-07,3.2653343289093423e-06,9.105273631795752e-06,0.0007013270275732891,0.00043597570724158237,3.4629704155684204e-05,1.3943184314724004e-06,0.0010589884474385175,7.716901119072744e-07,1.7964401958550485e-06,0.00015412024767451024,1.9492796465779847e-07,0.00012884196417908524,5.827703497077234e-06,0.0002501435672776046,1.0099412462218354e-05,6.224538535055503e-07,5.178807365249938e-06,3.828063339411164e-09,6.663009877689308e-07,4.265430812753621e-06,3.76,0.0,3.4467098843639123e-06,0.15275012731432078,0.4521551091193081,0.005205420098741503,1.058844658191437,0.00030586725859050034,2.3602601487908594e-11,2.475136296513806e-13,7.141255399356054e-05,2.0976930062787035e-07,6.495398392441697e-11,5.62683610106233e-12,2.1563871842638375e-10,0.0014475871802246641,2.4457764148907687e-14,5.2364129790884355e-06,4.0598202129021804e-06,1.1471812489351261e-05,0.00015344048152815697,1.0079453271243429e-06,1.1154744767302547e-06,1.1258468229940374e-11,2.1560902663230318e-12,5.354281506506371e-08,1.3149047898808578e-10,3.6113729321520127e-06,2.0109427105890565e-08,2.475992699158294e-05,2.9542373044044814e-08,2.202101926939545e-12,3.1960812237272757e-10,2.2054274905329074e-05,8.601082214433238e-06,0.0018424984162265152,0.00010318228463150622,3.576618356131849e-05,1.0916050818191114e-08,5.771367884477758e-05,4.65219126927659e-06,0.003070611664945578,4.090129955622668e-09,4.8634293680864345e-05,2.2832632367134114e-08,0.001855310936957904,0.019257703462635476,2.3613280016097607e-13,3.691226274966437e-14,2.8117997437517226e-06,6.137063485753484e-06,3.2820792149598515e-06,4.697016017405604e-07,0.0002369720528035206
0.0016608195641383682,0.8184217090947336,0.018333329931526688,0.004415386498172345,0.005050560081329571,0.09830497109996776,0.0,0.0,0.00025983559775222666,6.215071686735725e-06,0.9242235672834799,0.14345229864137102,6.014789487183583e-05,7.802451752999975e-07,3.2796323531228666e-06,9.082455216057285e-06,0.0006937803809391079,0.00043123593877479724,3.438238567695559e-05,1.3805636044265745e-06,0.0010447550575148124,7.666500728514673e-07,1.7937967942294037e-06,0.0001525073444594749,1.9370552216259095e-07,0.00012690255604405715,5.751296172882494e-06,0.0002443611722122907,9.80721441003469e-06,6.089028237223545e-07,5.152291083162195e-06,3.780513659504049e-09,6.549098520836219e-07,4.172104793025618e-06,3.76,0.0,3.4166227040727735e-06,0.15236093761546107,0.4524140221549308,0.00515382393977039,1.0588811068889596,0.0003007089012582172,2.3360380272012118e-11,2.475455081445582e-13,7.123060484097308e-05,2.0844810845671477e-07,6.438143570951222e-11,5.568946914582507e-12,2.1345943477931454e-10,0.001443347272292843,2.398408862728442e-14,5.205082374822269e-06,4.0358098784804456e-06,1.1339547640972478e-05,0.00015091042618869222,9.979275524475447e-07,1.1043710244568077e-06,1.1201856517347544e-11,2.1452332839744226e-12,5.327870097906192e-08,1.3092709856556866e-10,3.581389636118123e-06,1.9727898001905315e-08,2.418171668119584e-05,2.9150609980371102e-08,2.195441736698779e-12,3.1614818041887754e-10,2.1709380345574194e-05,8.590544456570593e-06,0.0018275006676969274,0.00010126224452781464,3.5721967508008496e-05,1.0874819365961667e-08,5.766335574537098e-05,4.6474242360183484e-06,0.003063968855133125,4.081348685249348e-09,4.849478351213931e-05,2.2709371215785287e-08,0.0018494056496504035,0.019272335605590413,2.348573468722751e-13,3.671281341254776e-14,2.8186396405080993e-06,6.1865983857128745e-06,3.2779201765843277e-06,4.7337678502583906e-07,0.00023669695324154378
0.0016610022940124981,0.8184195906150059,0.018463510817182845,0.004452297848279282,0.00508529710742939,0.09813207127157181,0.0,0.0,0.0002587304287250222,6.1630004399009615e-06,0.9241055632655785,0.14373682024306303,5.976958217173949e-05,7.910023663752692e-07,3.2937300384576056e-06,9.05895816556804e-06,0.0006862594090994154,0.0004265133861012168,3.413486938661524e-05,1.366754177216667e-06,0.0010305817781519732,7.615315636290075e-07,1.7910476451972319e-06,0.00015089756431858726,1.9247753010877256e-07,0.0001249823619858508,5.675071738225872e-06,0.00023866720974552642,9.52172297255926e-06,5.955326756175533e-07,5.125401807358355e-06,3.732978636915959e-09,6.435930355159369e-07,4.080024897255851e-06,3.76,0.0,3.386420565758646e-06,0.15197089881599932,0.4526729777936794,0.005102332199898621,1.0589175046554307,0.0002956223474839345,2.3119444747439838e-11,2.475749010404439e-13,7.104825871814642e-05,2.0712726996766436e-07,6.381053827445509e-11,5.511371500042022e-12,2.1129146360415077e-10,0.0014390970795445546,2.3518096451847396e-14,5.173893166418917e-06,4.011907202614909e-06,1.1208203208967018e-05,0.0001484055151222064,9.879610188789123e-07,1.0933244275063472e-06,1.1144491682315046e-11,2.1342321584206594e-12,5.301109789681868e-08,1.3036096467062398e-10,3.5515551027377047e-06,1.935121420798859e-08,2.361263052286176e-05,2.8761372082257422e-08,2.1886496007239253e-12,3.1271311918662027e-10,2.1367920740695456e-05,8.579482510800873e-06,0.00181250794925117,9.936762616499256e-05,3.567558051043367e-05,1.0832938601550805e-08,5.760892255560259e-05,4.642321043705338e-06,0.003057285868973667,4.07251402143621e-09,4.8351950750682255e-05,2.2584768133915342e-08,0.0018434408821412268,0.01928701345208178,2.335680150861333e-13,3.651119457115392e-14,2.8254126420603066e-06,6.236600247829615e-06,3.2735615203172596e-06,4.770827018126789e-07,0.00023641887555488414
0.001661185023886628,0.8184173647753882,0.0185946646792329,0.004489512663799791,0.0051202742187943075,0.09795784951573423,0.0,0.0,0.00025762811150371884,6.111609168883766e-06,0.9239853285302739,0.14402297490642957,5.9388738992387914e-05,8.018531382840266e-07,3.3076214945110956e-06,9.034783477652542e-06,0.0006787648283778549,0.00042180847333848036,3.3887188829152465e-05,1.352892818278963e-06,0.0010164703349586912,7.563356657072143e-07,1.7881926911871627e-06,0.00014929109991175218,1.9124404005136196e-07,0.00012308143802417353,5.599044482755215e-06,0.00023306147648653714,9.242843694959056e-06,5.823438746435144e-07,5.098143140478844e-06,3.6854684728964214e-09,6.323526393140872e-07,3.989193446597301e-06,3.76,0.0,3.356108682201187e-06,0.15158001838358964,0.4529319600351948,0.00505094889718235,1.0589538512814356,0.0002906072942939039,2.2879807874132552e-11,2.476019902508761e-13,7.086551911606243e-05,2.0580688555646104e-07,6.32413900961605e-11,5.454117918447626e-12,2.0913511623465662e-10,0.0014348367614033183,2.3059727495526786e-14,5.142850650569515e-06,3.988116253364888e-06,1.1077793641882066e-05,0.00014592590975387551,9.780472212929644e-07,1.0823363423985621e-06,1.108638229549732e-11,2.1230885428093443e-12,5.274004692044361e-08,1.2979208993312824e-10,3.5218729399794287e-06,1.8979377983319452e-08,2.3052635198378476e-05,2.8374687600517693e-08,2.181726069173567e-12,3.093032132554797e-10,2.1029907063338646e-05,8.567891126454055e-06,0.0017975211414826694,9.749837653593883e-05,3.562700089215713e-05,1.0790407780473341e-08,5.7550332532961646e-05,4.636878081546746e-06,0.0030505625321564046,4.0636257295193205e-09,4.8205779165937896e-05,2.2458829630490564e-08,0.0018374165027273965,0.01930173659046783,2.322648724136204e-13,3.630741677768507e-14,2.8321168193300185e-06,6.287071891934883e-06,3.2690012649021103e-06,4.808194696299826e-07,0.0002361377990094183
0.001661367753760758,0.8184150309957064,0.018726793600584764,0.004527031037763341,0.005155491200578247,0.09778230974974249,0.0,0.0,0.0002565287033265263,6.060903014815425e-06,0.9238628450509642,0.14431077184523494,5.900542279197745e-05,8.127963714437212e-07,3.321300857173367e-06,9.009932476921727e-06,0.0006712973515905814,0.0004171216234903675,3.363937789107269e-05,1.3389822460284688e-06,0.001002422452033259,7.510635124993737e-07,1.7852319201073301e-06,0.00014768814422266407,1.9000510720666215e-07,0.00012119983718790685,5.523228687840147e-06,0.00022754374650165254,8.970481716394927e-06,5.693368218540995e-07,5.070518870396321e-06,3.63799345494404e-09,6.211907388348155e-07,3.899612400214765e-06,3.76,0.0,3.3256923539166433e-06,0.15118830400500147,0.4531909525895663,0.004999678080097501,1.0589901465630016,0.0002856634255151355,2.264148259873446e-11,2.476269643032895e-13,7.068238962815671e-05,2.0448705733120406e-07,6.267408943765188e-11,5.3971941418349926e-12,2.069907011187914e-10,0.0014305664805563246,2.2608920418392497e-14,5.111960063951449e-06,3.964441056102116e-06,1.0948333046319384e-05,0.00014347176457474393,9.681876401330635e-07,1.071408409572539e-06,1.1027537355333786e-11,2.111804164169825e-12,5.246559131124018e-08,1.2922048916421783e-10,3.4923467068867595e-06,1.8612390332729123e-08,2.2501695376771884e-05,2.7990584278055888e-08,2.174671742347853e-12,3.0591872899823976e-10,2.069534942067169e-05,8.555765143346463e-06,0.0017825411376203343,9.565443727036776e-05,3.557620734918698e-05,1.0747226374652583e-08,5.748753976044647e-05,4.631091811359115e-06,0.003043798671625746,4.054683576523834e-09,4.805625353974732e-05,2.233156283064272e-08,0.0018313323922109822,0.019316504592300252,2.309479926965612e-13,3.6101491647082565e-14,2.8387502288636057e-06,6.338016072577147e-06,3.2642374635888887e-06,4.845872017088861e-07,0.00023585370295162828
0.001661550483634888,0.8184125887050235,0.018859899505298157,0.004564852979103855,0.005190947776187618,0.09760545630974919,0.0,0.0,0.0002554322606645024,6.010886920492641e-06,0.923738094872542,0.14460022024343092,5.861969236016948e-05,8.23830880379506e-07,3.334762293677713e-06,8.984406823508167e-06,0.0006638576877313518,0.00041245325823272645,3.339147078428445e-05,1.325025227797179e-06,0.0009884398509793797,7.457162891868083e-07,1.782165363615508e-06,0.00014608889046087743,1.8876079047650382e-07,0.00011933760941623435,5.447638616867742e-06,0.0002221137713100787,8.704541819033472e-06,5.565118536042084e-07,5.0425329701896206e-06,3.5905639321480106e-09,6.101093817313527e-07,3.8112833512153764e-06,3.76,0.0,3.295176966708302e-06,0.1507957635878495,0.45344993887678203,0.0049485238263083,1.0590263903013717,0.0002807904117722191,2.2404481776789432e-11,2.4765001435341905e-13,7.049887395109067e-05,2.0316788907019405e-07,6.210873442073614e-11,5.340608052029635e-12,2.048585232482253e-10,0.0014262864029222274,2.216561308591256e-14,5.0812265775159006e-06,3.940885589195612e-06,1.0819835173304142e-05,0.00014104322699065667,9.583837402896517e-07,1.0605422521800367e-06,1.0967966283079824e-11,2.100380839728016e-12,5.218777615139803e-08,1.2864618070102645e-10,3.4629799101497833e-06,1.82502509972306e-08,2.19597737170401e-05,2.7609089335696595e-08,2.1674873205675545e-12,3.0255992462811233e-10,2.036425704481133e-05,8.543099495665266e-06,0.0017675688434579317,9.383574463075888e-05,3.552317897211661e-05,1.0703394072702547e-08,5.7420499198632635e-05,4.624958771785467e-06,0.0030369941156471333,4.045687331253648e-09,4.7903359700494656e-05,2.2202975485494145e-08,0.0018251884442426446,0.01933131701210908,2.296174564171841e-13,3.589343172977924e-14,2.845310913410305e-06,6.389435504100434e-06,3.2592682063141835e-06,4.88386006860987e-07,0.00023556656681652645
0.0016617332135090178,0.818410037341919,0.018993984154687178,0.004602978410636507,0.005226643606027959,0.09742729395842505,0.0,0.0,0.00025433883919657893,5.961565626310666e-06,0.9236110601181177,0.144891329252366,5.823160779693309e-05,8.349554132762726e-07,3.3480000085529838e-06,8.958208514559166e-06,0.000656446541655356,0.0004078037976981917,3.31435020287672e-05,1.3110245785181453e-06,0.0009745242499072424,7.40295232452347e-07,1.7789931000218655e-06,0.000144493531962751,1.8751115251546766e-07,0.00011749480146058222,5.3722885053865896e-06,0.0002167712798983413,8.444928476986863e-06,5.438692413057493e-07,5.014189597844931e-06,3.5431903270302066e-09,5.991105861502464e-07,3.724207522880111e-06,3.76,0.0,3.264567989100058e-06,0.15040240526224388,0.4537089020263044,0.00489749024139311,1.0590625823028057,0.0002759879104954773,2.2168818238393474e-11,2.4767133767092686e-13,7.031497588556517e-05,2.0184948617721132e-07,6.154542277084955e-11,5.284367425620758e-12,2.0273888417974285e-10,0.0014219966976160667,2.1729742123926257e-14,5.050655290761027e-06,3.917453779553995e-06,1.0692313404917885e-05,0.0001386404371759942,9.486369695016068e-07,1.049739474283911e-06,1.0907678931973182e-11,2.088820459207776e-12,5.190664872676391e-08,1.280691849582787e-10,3.4337760006882276e-06,1.789295844546838e-08,2.142683087251147e-05,2.7230229458229588e-08,2.16017354897508e-12,2.9922704961487045e-10,2.003663828390272e-05,8.529889218566355e-06,0.0017526051772720794,9.204222951248662e-05,3.5467895268173944e-05,1.0658910789843831e-08,5.7349166737776393e-05,4.618475582530722e-06,0.0030301486938749678,4.036636764379976e-09,4.774708455713913e-05,2.2073075980287243e-08,0.0018189845656645385,0.019346173387193306,2.282733504356925e-13,3.5683250688428544e-14,2.851796902581229e-06,6.441332836064227e-06,3.254091621618278e-06,4.922159893277326e-07,0.00023527637013573654
0.0016619159433831478,0.8184073763547879,0.019129049143453578,0.004641407167065796,0.005262578286250643,0.09724782789244917,0.0,0.0,0.00025324849378546306,5.912943666366203e-06,0.923481722995772,0.145184107987958,5.78412304897999e-05,8.461686515082064e-07,3.3610082487543967e-06,8.931339890464477e-06,0.0006490646137674746,0.00040317366026088356,3.2895506434623515e-05,1.2969831595319266e-06,0.000960677362424958,7.348016301523193e-07,1.7757152529349963e-06,0.00014290226209177394,1.8625625976648902e-07,0.00011567145678811728,5.297192551328474e-06,0.00021151597875479418,8.191545904853772e-06,5.314091912389075e-07,4.985493095825288e-06,3.4958831074803207e-09,5.881963389509981e-07,3.638385765244364e-06,3.76,0.0,3.2338709696574374e-06,0.15000823738234267,0.45396782487684695,0.00484658145752829,1.0590987223783348,0.0002712555659394975,2.193450468713821e-11,2.476911338404211e-13,7.013069933699907e-05,2.0053195563376004e-07,6.098425187573987e-11,5.22847993480249e-12,2.0063208138672057e-10,0.001417697536911297,2.1301243453131948e-14,5.020251226000763e-06,3.894149498257123e-06,1.05657807412988e-05,0.00013626352793375186,9.389487571750185e-07,1.0390016595676814e-06,1.0846685576059864e-11,2.0771250039447512e-12,5.162225809292139e-08,1.274895261143168e-10,3.4047383702550487e-06,1.7540509866369237e-08,2.0902825496909782e-05,2.6854030780770916e-08,2.1527312810772747e-12,2.9592034475256405e-10,1.9712500593991634e-05,8.516129452566802e-06,0.001737651069731827,9.0273817448618e-05,3.54103361835544e-05,1.0613776668457567e-08,5.72734992499947e-05,4.61163894857549e-06,0.003023262237422463,4.027531648535774e-09,4.758741613283501e-05,2.1941873343084844e-08,0.0018127206768501502,0.019361073237419313,2.269157684687739e-13,3.547096312803313e-14,2.8582062134701575e-06,6.493710666404948e-06,3.248705878780528e-06,4.960772486538145e-07,0.0002349830925456894
0.0016620986732572777,0.8184046052021489,0.01926509589584882,0.0046801389930114685,0.005298751347530897,0.09706706374985877,0.0,0.0,0.00025216127845413853,5.865025364699522e-06,0.9233500658053865,0.14547856552781102,5.7448623089697035e-05,8.574692093895988e-07,3.3737813105546875e-06,8.903803636303318e-06,0.0006417125997099243,0.0003985632623199335,3.264751908348669e-05,1.2829038771239008e-06,0.000946900896615244,7.292368209390206e-07,1.7723319936031504e-06,0.00014131527413777402,1.8499618250275135e-07,0.0001138676154862767,5.222364905110794e-06,0.00020634755192372797,7.94429810615069e-06,5.191318444246923e-07,4.956447990446424e-06,3.4486528013253437e-09,5.773685939386897e-07,3.553818551999559e-06,3.76,0.0,3.2030915341847246e-06,0.1496132685278184,0.45422668997630605,0.004795801632125671,1.0591348103435223,0.00026659300921343446,2.1701553788113223e-11,2.4770960797436374e-13,6.994604831626917e-05,1.9921540594858808e-07,6.042531854363682e-11,5.1729531299280306e-12,1.9853840836622176e-10,0.0014133890961988155,2.0880051714906084e-14,4.990019322615177e-06,3.8709765561419305e-06,1.0440249787918289e-05,0.0001339126245609034,9.293205128372575e-07,1.0283303696126167e-06,1.0784996917895252e-11,2.0652965253015527e-12,5.133465555272662e-08,1.2690723025545454e-10,3.375870348045704e-06,1.7192901162969637e-08,2.0387714252113952e-05,2.6480518875421835e-08,2.1451614075691208e-12,2.926400415890705e-10,1.9391850531587713e-05,8.50181544982305e-06,0.0017227074637958906,8.853042861909587e-05,3.535048212623063e-05,1.0567992087243872e-08,5.719345464178134e-05,4.6044456644119595e-06,0.003016334578933723,4.018371758411504e-09,4.7424343598303196e-05,2.180937725223181e-08,0.0018063967120430843,0.019376016065025613,2.2554481073512031e-13,3.525658481823111e-14,2.8645368513764555e-06,6.546571528375637e-06,3.243109189853662e-06,4.999698795425098e-07,0.00023468671379598367
0.0016622814031314076,0.8184017233529416,0.019402125661838476,0.00471917354104302,0.005335162253841434,0.09688500761730676,0.0,0.0,0.0002510772463628546,5.817814831653982e-06,0.9232160709455712,0.14577471090826744,5.705384948549306e-05,8.688556342804354e-07,3.3863135451966476e-06,8.875602787098716e-06,0.000634391190050536,0.00039397301808132815,3.239957530926724e-05,1.2687896811928086e-06,0.0009331965539933235,7.236021938112154e-07,1.7688435400333982e-06,0.00013973276121459545,1.837309948689314e-07,0.00011208331416796839,5.147819659656634e-06,0.00020126566107840074,7.703088921826808e-06,5.07037276552736e-07,4.927058991088759e-06,3.401509964236167e-09,5.666292701072376e-07,3.470505977689444e-06,3.76,0.0,3.172235382791853e-06,0.14921750750524704,0.4544854795818781,0.0047451549464163955,1.0591708460181923,0.0002619998583214688,2.1469978047569856e-11,2.4772696713412813e-13,6.976102694029763e-05,1.978999471039325e-07,5.986871904452014e-11,5.117794443180207e-12,1.9645815388330355e-10,0.0014090715539429425,2.0466100966860324e-14,4.9599644312772815e-06,3.847938699403602e-06,1.031573274308476e-05,0.0001315878447184358,9.19753624886022e-07,1.0177271425164061e-06,1.072262407566905e-11,2.0533371674443402e-12,5.104389409241399e-08,1.2632232755435488e-10,3.347175197307426e-06,1.6850126947258428e-08,1.9881451817567007e-05,2.6109718738164523e-08,2.137464938979408e-12,2.893863625001083e-10,1.9074693746874425e-05,8.486942579094108e-06,0.0017077753146002212,8.681197786425656e-05,3.5288313989025784e-05,1.0521557662266854e-08,5.7108991907275706e-05,4.5968926183271556e-06,0.0030093655526585443,4.009156870855897e-09,4.7257857305089486e-05,2.1675598043937646e-08,0.0018000126196962532,0.019391001354433154,2.2416058451376433e-13,3.5040132465073057e-14,2.870786810485437e-06,6.599917894959431e-06,3.2372998118426137e-06,5.038939717234905e-07,0.00023438721375794384
0.0016624641330055376,0.8183987302868189,0.019540139513278786,0.004758510369727371,0.005371810401245958,0.09670166603720377,0.0,0.0,0.0002499964497867157,5.771315960361386e-06,0.9230797209206903,0.1460725531213928,5.6656974777025625e-05,8.803264065444371e-07,3.398599365602222e-06,8.846740729188903e-06,0.000627101069970092,0.0003894033393383017,3.21517106782134e-05,1.254643563619837e-06,0.0009195660284479637,7.178991875914232e-07,1.7652501588261952e-06,0.00013815491615643127,1.8246077491103312e-07,0.00011031858587769018,5.073570840289042e-06,0.0001962699456132525,7.467822078771259e-06,4.951254979670211e-07,4.897330989181702e-06,3.354465197843982e-09,5.559802498949846e-07,3.388447755214481e-06,3.76,0.0,3.141308286835489e-06,0.1488209633494143,0.45474417566034203,0.004694645603984065,1.059206829226152,0.00025747571821474577,2.1239789923986203e-11,2.477434233369987e-13,6.957563943273332e-05,1.9658569049892993e-07,5.931454887626868e-11,5.06301116772745e-12,1.9439160219058117e-10,0.0014047450916343548,2.005932393199835e-14,4.930091308171914e-06,3.825039605137573e-06,1.0192241385711068e-05,0.0001292892983063567,9.102494590712168e-07,1.0071934912104511e-06,1.065957859263805e-11,2.041249141461804e-12,5.075002899410168e-08,1.2573484985461353e-10,3.318656111959198e-06,1.651218053603412e-08,1.93839909013622e-05,2.5741654775990506e-08,2.1296429127430496e-12,2.861595201319503e-10,1.8761034977581275e-05,8.47150633185735e-06,0.0016928555893338383,8.511837470263029e-05,3.522381317285034e-05,1.0474474255482571e-08,5.702007118198116e-05,4.588976796725047e-06,0.0030023549945298873,3.999886764978543e-09,4.708794881866308e-05,2.1540546719070355e-08,0.0017935683628109644,0.019406028572061425,2.227632036794676e-13,3.482162399600221e-14,2.8769540746365116e-06,6.653752171264139e-06,3.2312760488025665e-06,5.078496098099974e-07,0.0002340845724333728
0.0016626468628796675,0.8183956254944353,0.019679138340116403,0.004798148941696963,0.005408695116702917,0.09651704601472136,0.0,0.0,0.00024891894009397065,5.7255324233704076e-06,0.9229409983479644,0.1463721011119028,5.625806524669107e-05,8.918799396559525e-07,3.4106332520456766e-06,8.817221204158152e-06,0.0006198429189512509,0.0003848546352509016,3.1903960968316826e-05,1.2404685567942208e-06,0.000906011005168093,7.121292903293964e-07,1.7615521645529235e-06,0.00013658193141309716,1.8118560461279838e-07,0.00010857345999895736,4.999632394589036e-06,0.00019136002275574004,7.238401238148061e-06,4.833964537077407e-07,4.8672690570021e-06,3.3075291129675845e-09,5.454233774602042e-07,3.307643213665441e-06,3.76,0.0,3.1103160857394457e-06,0.1484236453245319,0.45500275988853184,0.004644277829248273,1.059242759794894,0.0002530201808541949,2.1011001680527458e-11,2.47759190081695e-13,6.938989012444023e-05,1.9527274888982742e-07,5.876290279227578e-11,5.008610465206254e-12,1.9233903214112204e-10,0.0014004098937399937,1.96596528976626e-14,4.900404609220353e-06,3.8022828768964723e-06,1.0069787063406544e-05,0.0001270170873443935,9.008093572035931e-07,9.96730902026623e-07,1.0595872420821197e-11,2.029034752477924e-12,5.0453117110842714e-08,1.2514483346121625e-10,3.2903162132320696e-06,1.6179053947861307e-08,1.8895282253037787e-05,2.537635079431033e-08,2.1216965000075995e-12,2.829597174878736e-10,1.845087804358013e-05,8.45550232757697e-06,0.0016779492671043258,8.34495233532368e-05,3.5156961610097675e-05,1.0426742976058407e-08,5.6926653796817104e-05,4.580695288464296e-06,0.0029953027422441243,3.990561222256778e-09,4.6914610951234195e-05,2.1404234949775555e-08,0.001787063919274807,0.019421097166151487,2.213527893659492e-13,3.460107825792763e-14,2.8830366180461623e-06,6.708076694845112e-06,3.2250362540234315e-06,5.118368731637589e-07,0.00023377876996348378
0.0016628295927537974,0.8183924084777399,0.01981912284661635,0.004838088621742754,0.005445815656891571,0.0963311550246356,0.0,0.0,0.0002478447677250429,5.680467669427223e-06,0.922799885964642,0.14667336377403,5.5857188329523374e-05,9.035145803194068e-07,3.4224097589359575e-06,8.787048309828749e-06,0.0006126174104683407,0.0003803273121250081,3.165636214808165e-05,1.2262677318147792e-06,0.0008925331595570884,7.062940386384386e-07,1.7577499211713887e-06,0.00013501399894441925,1.7990556991671008e-07,0.00010684796216331231,4.926018182206566e-06,0.00018653548769811333,7.014730043465208e-06,4.7185002361322195e-07,4.836878446263102e-06,3.2607123520920927e-09,5.349604569798904e-07,3.228091296500693e-06,3.76,0.0,3.0792646836974573e-06,0.148025562925358,0.4552612136539951,0.00459405586590036,1.0592786375552798,0.00024863282528530303,2.0783625524486615e-11,2.477744852087275e-13,6.920378345411279e-05,1.9396123632739254e-07,5.821387457550208e-11,4.954599340455047e-12,1.9030071755561572e-10,0.0013960661476499485,1.9267018735510226e-14,4.8709088843227186e-06,3.779672040241251e-06,9.948380680928251e-06,0.00012477130585876304,8.914346356682712e-07,9.863408330557515e-07,1.053151793128516e-11,2.0166963685416965e-12,5.0153217651721555e-08,1.2455231600780452e-10,3.2621585463374965e-06,1.5850737901189352e-08,1.8415274678110083e-05,2.5013829984670683e-08,2.113626884625527e-12,2.7978714738816594e-10,1.814422584222935e-05,8.438926319724334e-06,0.0016630573387913404,8.180532276235563e-05,3.5087741788242964e-05,1.0378365188241207e-08,5.6828702332343676e-05,4.57204528920331e-06,0.0029882086353439667,3.981180026645564e-09,4.673783779420597e-05,2.1266675085388366e-08,0.0017804992821977106,0.019436206566596302,2.199294693651763e-13,3.4378515383572827e-14,2.889032406125627e-06,6.762893730957222e-06,3.218578832175021e-06,5.158558357540509e-07,0.0002334697866380057
0.0016630123226279274,0.8183890787502617,0.019960093547624073,0.0048783286749331115,0.005483171207054753,0.09614400101800524,0.0,0.0,0.00024677398217228983,5.636124920410675e-06,0.9226563666352394,0.1469763499483333,5.5454412581958996e-05,9.152286088608327e-07,3.433923520758234e-06,8.756226503096673e-06,0.0006054252116790714,0.0003758217731910411,3.14089503546859e-05,1.212044196891297e-06,0.0008791341561347563,7.003950169608153e-07,1.7538438415974104e-06,0.0001334513101137945,1.7862076075246804e-07,0.0001051421141610381,4.8527419646499245e-06,0.00018179591374915832,6.796712168347581e-06,4.604860224802377e-07,4.806164586515919e-06,3.214025547052452e-09,5.245932509751251e-07,3.149790560071474e-06,3.76,0.0,3.048160046259545e-06,0.147626725878221,0.4555195180558494,0.004543983975290458,1.0593144623412145,0.00024431321772426854,2.0557673428168233e-11,2.477895274950222e-13,6.901732396865054e-05,1.9265126809115924e-07,5.766755705516171e-11,4.900984654185333e-12,1.8827692616900922e-10,0.001391714043621318,1.8881352066101423e-14,4.841608571627758e-06,3.7572105383196437e-06,9.82803268900924e-06,0.00012255203977519957,8.821265841125452e-07,9.760247126877646e-07,1.0466527894139593e-11,2.0042364529678965e-12,4.9850391248875745e-08,1.2395734004740437e-10,3.23418607716734e-06,1.5527221813642596e-08,1.7943915054349243e-05,2.4654114912795335e-08,2.1054354016124345e-12,2.766419925706691e-10,1.784108034447876e-05,8.421774201278996e-06,0.0016481808068889393,8.018566663485405e-05,3.50161367736175e-05,1.0329342512896399e-08,5.6726180673203265e-05,4.563024105751276e-06,0.0029810725153043317,3.971742964691462e-09,4.6557624750218384e-05,2.112788015796295e-08,0.0017738744602459734,0.019451356184778754,2.1849337892043225e-13,3.4153956393139364e-14,2.8949393962519506e-06,6.818205470877941e-06,3.211902241515164e-06,5.19906566021366e-07,0.00023315760290446513
