Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42)
3.3207021765584786e-06,0.6665877070770293,2.0297411970357275e-06,2.9000174200775585e-07,2.4508383154411247e-07,7.179443841547667e-06,0.0,0.0,3.25670314088879e-06,1.2772938546483386e-08,2.935684324096548e-07,2.4936508139165755e-08,1.2004028606115425e-09,2.616276197147166e-20,6.4099630728668625e-15,2.645725319649122e-10,2.5291978162503405e-07,8.679166758474295e-07,3.0305358671674883e-12,2.7853849834290064e-13,1.804224178081511e-06,7.517654159429524e-13,9.846716121456477e-12,8.1353324095343e-13,3.776373715838874e-12,3.37015926904406e-07,2.10607342096362e-09,3.0710531348050894e-09,2.1282241279151844e-13,5.453031459802796e-15,6.709459821147632e-14,3.2026720733089566e-13,8.655814467038944e-10,1.7026007701638655e-10,3.76,0.0,0.45125233154509203,0.999525935557334,3.6623470549969966e-06,1.8023346290487582e-06,0.10423521371204418,0.10422733929552219,1.8236096256843171e-06,2.124914044600323e-11,0.00046728815446480456,3.899933793946548e-09,2.006017842145334e-12,2.648918009598065e-13,4.49581149911697e-12,9.126993386823961e-07,6.694908002654721e-11,1.9210510682859908e-08,2.2989915787676212e-08,2.706127925281792e-07,2.115930366756095e-07,4.701416584161349e-08,5.145947170616314e-08,2.5415930121431953e-15,4.952581211427718e-16,1.229490663839743e-11,1.0645733874915737e-13,7.426577380067812e-08,2.142291020061699e-10,1.662574165109439e-09,8.323060540622902e-11,8.065537007864013e-15,5.2520339152388245e-11,5.816094299770853e-09,1.8316127073023806e-08,1.299722890245527e-05,4.850311514400114e-09,5.680330088733046e-07,1.3876874195920164e-09,6.885279584175546e-12,5.075671748385874e-13,1.1825778382220642e-09,1.3302903251408254e-15,1.574684971338263e-11,5.79578495311464e-14,1.968740972040519e-06,3.863217723263451e-10,6.04731304642511e-19,9.507198591862529e-20,1.0865468733141938e-15,2.993910515139037e-10,8.851143737441428e-09,6.966770531931871e-18,6.184975370413781e-10
3.39452697090883e-06,0.6668436160336058,2.1054007820013327e-06,3.0170892742159185e-07,2.549857342541657e-07,7.56763167491459e-06,0.0,0.0,3.385834469571044e-06,1.3452390130230181e-08,3.18065625609972e-07,2.6907875930273345e-08,1.200044720113651e-09,2.986648911457464e-20,7.0517007213816414e-15,2.8055590319727496e-10,2.6699506122059546e-07,9.047189767605705e-07,3.328342901787756e-12,3.025934322576333e-13,1.8825798963138337e-06,7.850065177556961e-13,1.021567341457546e-11,8.90319011910939e-13,3.9955553571242454e-12,3.644358321517707e-07,2.102273430919976e-09,3.1886184075831208e-09,2.410124518565227e-13,6.035554977265368e-15,7.21818229445543e-14,3.397065405082704e-13,8.662871279555747e-10,1.738889703056307e-10,3.76,0.0,0.4491716245124134,0.9995256091501422,3.872978673906538e-06,1.8405528354198299e-06,0.10631529157231306,0.10630711087233483,1.8152546453422948e-06,2.1190891293772888e-11,0.00046728800129132637,4.176355275817298e-09,2.1206458160925386e-12,2.8034805447930176e-13,4.768602413000609e-12,9.558264852361645e-07,6.825891540575976e-11,2.037050275274431e-08,2.4372754555293185e-08,2.9032116719621684e-07,2.3166439042900362e-07,4.9699683082770614e-08,5.442897650567938e-08,2.6957137076962003e-15,5.251231704049988e-16,1.3031332054430223e-11,1.1357662187917792e-13,7.957055671527583e-08,2.346424916222581e-10,1.7019324050323895e-09,8.786319269397901e-11,8.555390787608393e-15,5.6256277827642274e-11,5.9189536257363235e-09,1.8882901728521027e-08,1.3669349618690592e-05,5.313143697944709e-09,5.865779165045184e-07,1.4325270479957018e-09,7.55002569397036e-12,5.577836085856248e-13,1.276920284039972e-09,1.4409041985111497e-15,1.7467836926506787e-11,6.429697610521347e-14,2.014817137845999e-06,4.041071751594545e-10,6.70761235981856e-19,1.0544147432236473e-19,1.2330205657409817e-15,3.0393146238903186e-10,9.128471457637345e-09,7.415364172844209e-18,6.596479037303749e-10
3.4683517652591814e-06,0.6670983480085294,2.1825609975457966e-06,3.1368262630827874e-07,2.6511651668867844e-07,7.96872120866007e-06,0.0,0.0,3.5183828696924355e-06,1.4155271872386784e-08,3.4420213088937387e-07,2.8996208174628584e-08,1.1998245788920855e-09,3.401685277756648e-20,7.744786669381033e-15,2.971868763259664e-10,2.816213849385427e-07,9.422229902292875e-07,3.6488565369283466e-12,3.2819187711992584e-13,1.9625011722819975e-06,8.189387469648264e-13,1.0600308557482073e-11,9.732656744231137e-13,4.224198097178675e-12,3.9349590797186744e-07,2.0985686305706024e-09,3.3102500772483326e-09,2.723883648728535e-13,6.671934523265297e-15,7.759361812234563e-14,3.5992208550757044e-13,8.671399196193313e-10,1.7750388712280637e-10,3.76,0.0,0.44710048632870664,0.9995252719119476,4.091255033548469e-06,1.8787666784713333e-06,0.10838578181710275,0.10837728400760287,1.806938127374779e-06,2.1132909926621786e-11,0.0004672878430579981,4.467364228574332e-09,2.2396962403111197e-12,2.963888050475287e-13,5.052316692747219e-12,1.0001390806256872e-06,6.956170553888016e-11,2.1576378283547666e-08,2.5810255770196282e-08,3.1100328855210204e-07,2.531481012809137e-07,5.248358990511081e-08,5.7507875107532306e-08,2.8560695870197765e-15,5.561896446418216e-16,1.3797245281772776e-11,1.210517565221869e-13,8.513142344781383e-08,2.564950368556583e-10,1.7413773097491726e-09,9.267607903173545e-11,9.06477837327152e-15,6.017099244684744e-11,6.020823765670835e-09,1.9458102686605295e-08,1.4363061441869011e-05,5.810224350142515e-09,6.053871577180273e-07,1.4779827978423936e-09,8.265435480808341e-12,6.119185692523171e-13,1.376746313376178e-09,1.5582153323761527e-15,1.9338658921295997e-11,7.118744988082099e-14,2.0610866434876326e-06,4.223589168365289e-10,7.425248567001696e-19,1.167104596010995e-19,1.3957912861150708e-15,3.086666790867481e-10,9.409823403175706e-09,7.884280480833906e-18,7.025577905625607e-10
3.542176559609533e-06,0.6673519084657653,2.2612272804779484e-06,3.2592484125925067e-07,2.7547824079305296e-07,8.38289773397912e-06,0.0,0.0,3.6544115612101036e-06,1.4882077481055913e-08,3.7205569434813203e-07,3.1206143212389175e-08,1.1997451125170821e-09,3.865866260990908e-20,8.492325300768895e-15,3.144789360530144e-10,2.968127274137356e-07,9.804253464946666e-07,3.9933630197668346e-12,3.554005603131686e-13,2.043982012234055e-06,8.535603631553839e-13,1.1000952595289972e-11,1.0627963218654984e-12,4.462614343499041e-12,4.2426096259643604e-07,2.094958568198254e-09,3.436109021259407e-09,3.0725378909058506e-13,7.366409714172212e-15,8.334766909808179e-14,3.8092948870647865e-13,8.681419697971913e-10,1.8110552530322935e-10,3.76,0.0,0.44503887257831387,0.9995249236083806,4.3173117154677676e-06,1.9169819737411138e-06,0.11044672861577157,0.11043790262070476,1.7986598928279648e-06,2.1075195087387743e-11,0.0004672876796552351,4.773507551130982e-09,2.36325907367937e-12,3.1302467865241376e-13,5.347182322596548e-12,1.0456568317392855e-06,7.085749293506597e-11,2.282904906060331e-08,2.730350731710583e-08,3.3268548075286836e-07,2.761105000399978e-07,5.536751837807063e-08,6.069797797894026e-08,3.0227882597210007e-15,5.884819531867077e-16,1.459324194647543e-11,1.2889529585176824e-13,9.09550461311941e-08,2.7985408003636027e-10,1.7809125329673623e-09,9.767376813229361e-11,9.59409255159816e-15,6.426903446322502e-11,6.1217143418320754e-09,2.0041678606521256e-08,1.5078668589278964e-05,6.343385702157105e-09,6.244585880784071e-07,1.5240489774486866e-09,9.03441202933239e-12,6.702019864648254e-13,1.4822643750200612e-09,1.6824887851127555e-15,2.1369259584877984e-11,7.866572456403899e-14,2.107555217212151e-06,4.4108534651370425e-10,8.204006708226463e-19,1.2893826141404012e-19,1.5763101323548083e-15,3.136010329546356e-10,9.695175979102536e-09,8.374126767405192e-18,7.472630688802188e-10
3.6160013539598843e-06,0.6676043028440499,2.3414044579751193e-06,3.3843748575670344e-07,2.860729082147905e-07,8.810345267837016e-06,0.0,0.0,3.793983692646549e-06,1.5633307765158243e-08,4.017060927730048e-07,3.354241190538578e-08,1.1998090834049507e-09,4.3840317453400574e-20,9.297545631336645e-15,3.324455102629129e-10,3.1258322627370786e-07,1.0193227068074735e-06,4.363199785553129e-12,3.842876844739839e-13,2.127016441057421e-06,8.888696274188406e-13,1.1417935607247836e-11,1.159358579263765e-12,4.711125163295019e-12,4.567970925737326e-07,2.0914427983882924e-09,3.5663588350038215e-09,3.459363893239008e-13,8.123494329751171e-15,8.946246391018063e-14,4.0274430996748666e-13,8.692954300453472e-10,1.846945826905859e-10,3.76,0.0,0.44298673905308866,0.9995245640030083,4.551284376231002e-06,1.9552046169124816e-06,0.11249817593428152,0.11248901042250714,1.790419763588475e-06,2.101774552478024e-11,0.0004672875109724883,5.095345464002783e-09,2.491423796321042e-12,3.302662105466694e-13,5.653426788096435e-12,1.0924001315868419e-06,7.214631979043083e-11,2.4129422153676525e-08,2.8853591080565797e-08,3.553941495222883e-07,3.0061952488154564e-07,5.835307806663176e-08,6.400107065113086e-08,3.1959966984107853e-15,6.220243775134374e-16,1.5419914454031954e-11,1.37120045411671e-13,9.70481097223508e-08,3.047885614757463e-10,1.8205424983646955e-09,1.0286081405874847e-10,1.0143723901051801e-14,6.855495948039863e-11,6.221634959107444e-09,2.063357353224466e-08,1.581647271870758e-05,6.9145202958684135e-09,6.43789910873026e-07,1.5707195359080092e-09,9.85997090794084e-12,7.328729620766442e-13,1.5936868821974666e-09,1.813994919261045e-15,2.357004698707495e-11,8.676994111632827e-14,2.1542285419066752e-06,4.6029525733579143e-10,9.04784671620124e-19,1.4218693735746404e-19,1.7761265712288902e-15,3.1873885468900066e-10,9.984503321592567e-09,8.885522648349139e-18,7.937996708465568e-10
3.6898261483102358e-06,0.667855536556991,2.4230967378957933e-06,3.512223818727842e-07,2.969024585315483e-07,9.25124645156996e-06,0.0,0.0,3.937162309534902e-06,1.640947050974334e-08,4.332351400992905e-07,3.6009837098620874e-08,1.2000193408995826e-09,4.9614014446764423e-20,1.0163802975618065e-14,3.510999591013337e-10,3.2894717880476645e-07,1.0589117633762846e-06,4.759756719431441e-12,4.1492291314702995e-13,2.211598502309632e-06,9.248648024002e-13,1.1851586456445074e-11,1.2634257239260006e-12,4.970060492528165e-12,4.911716751343021e-07,2.0880208816149756e-09,3.7011658101121013e-09,3.887893964030067e-13,8.947989927444288e-15,9.595731975179916e-14,4.2538200969885025e-13,8.706024536059883e-10,1.8827175707527322e-10,3.76,0.0,0.4409440417516172,0.9995241928574035,4.793308690751915e-06,1.993440583456707e-06,0.11454016753614914,0.11453065091634985,1.7822175623801478e-06,2.0960559993360927e-11,0.00046728733689827646,5.4334515997607245e-09,2.6242793358093557e-12,3.481238365280792e-13,5.971276918091607e-12,1.1403900638732132e-06,7.342822799081407e-11,2.5478399197418085e-08,3.046158206235746e-08,3.7915576709178217e-07,3.267447182355629e-07,6.14418544896545e-08,6.741891200697992e-08,3.3758211338128025e-15,6.568410511167392e-16,1.627785149831795e-11,1.4573906153099722e-13,1.0341730803341303e-07,3.31369014695053e-10,1.8602724642255238e-09,1.0824182009247549e-10,1.0714060466043301e-14,7.303332449911226e-11,6.320595209341787e-09,2.123372690008496e-08,1.6576772752516712e-05,7.525581528724234e-09,6.63378677627341e-07,1.6179880648449672e-09,1.0745242006023296e-11,8.001799323517398e-13,1.7112301928265118e-09,1.9530093835835398e-15,2.5951905281397758e-11,9.553997004441468e-14,2.201112252219806e-06,4.79997898346747e-10,9.960907786201272e-19,1.565213512429968e-19,1.9968930006209225e-15,3.240844712868865e-10,1.0277777300323988e-08,9.419100325234772e-18,8.422035969141675e-10
3.7636509426605872e-06,0.6681056149931677,2.506307699619272e-06,3.6428125803754515e-07,3.0796876752851436e-07,9.705782449689167e-06,0.0,0.0,4.084010322599725e-06,1.7211080347674543e-08,4.6672669271876703e-07,3.861333300520672e-08,1.2003788214214748e-09,5.603596435290064e-20,1.1094580461529209e-14,3.704555639959424e-10,3.4591903847687084e-07,1.0991892393169085e-06,5.184477420166794e-12,4.473773546503622e-13,2.29772225824598e-06,9.61544152339058e-13,1.2302232538094368e-11,1.37549783904956e-12,5.2397593481608006e-12,5.274533594907885e-07,2.084692383840622e-09,3.84069891097512e-09,4.36193221052585e-13,9.84499989678446e-15,1.0285240973269721e-13,4.488579358710757e-13,8.72065193646061e-10,1.9183774612535846e-10,3.76,0.0,0.4389107368784429,0.9995238099312181,5.043520295220699e-06,2.031695928223679e-06,0.11657274698339169,0.11656286739903064,1.7740531127608419e-06,2.0903637253524204e-11,0.00046728715732022,5.7884130850979074e-09,2.7619139931020728e-12,3.6660788423865624e-13,6.300958725982243e-12,1.1896484072602718e-06,7.470325911452487e-11,2.687687566983043e-08,3.212854749610715e-08,4.0399685670198146e-07,3.545572225602888e-07,6.463540758690843e-08,7.095323257826841e-08,3.562386949427767e-15,6.929559393149872e-16,1.7167637568777057e-11,1.5476564952934038e-13,1.1006933965213911e-07,3.5966756053962445e-10,1.90010859250007e-09,1.1382143755637494e-10,1.1305487430063604e-14,7.770868509070748e-11,6.418604675727862e-09,2.1842073551113257e-08,1.735986470239821e-05,8.178584165688249e-09,6.832222887816044e-07,1.6658478005523506e-09,1.1693471287859765e-11,8.723808238158225e-13,1.835114586967026e-09,2.0998130914244192e-15,2.8526206472462665e-11,1.0501745315109588e-13,2.248211931694648e-06,5.002029865732355e-10,1.0947512689663552e-18,1.720092404847056e-19,2.240369405110997e-15,3.2964220296536726e-10,1.057496752320504e-08,9.975504882603966e-18,8.925109230185924e-10
3.837475737010939e-06,0.66835454351623,2.5910402854280953e-06,3.7761574687933115e-07,3.1927364552778566e-07,1.0174132848992142e-05,0.0,0.0,4.234590475703009e-06,1.803865862774178e-08,5.022666536009303e-07,4.135790451452372e-08,1.2008905486067517e-09,6.316661287734768e-20,1.2093490384212235e-14,3.9052551663376786e-10,3.635134113296913e-07,1.140151888603103e-06,5.6388604642183735e-12,4.817235441485736e-13,2.385381789844061e-06,9.989059431062928e-13,1.2770199526720382e-11,1.4961030003554526e-12,5.520570043502795e-12,5.657120570689917e-07,2.08145687610543e-09,3.985129749492986e-09,4.885571456046273e-13,1.0819943956392264e-14,1.1016878990556203e-13,4.731873110063455e-13,8.736858015653654e-10,1.9539324730990599e-10,3.76,0.0,0.4368867808432916,0.9995234149822582,5.3020547296931804e-06,2.069976784980594e-06,0.11859595763746898,0.11858570296178889,1.7659262391192503e-06,2.0846976071477995e-11,0.00046728697212507626,6.160830614348118e-09,2.904415368306702e-12,3.8572856449487887e-13,6.642697250458618e-12,1.2401976393118966e-06,7.597145443506034e-11,2.83257401697311e-08,3.3855545960289504e-08,4.299439766881025e-07,3.8412977497485087e-07,6.793527019705458e-08,7.460573285506022e-08,3.755818575890041e-15,7.303928190015966e-16,1.8089852456510043e-11,1.642133617114081e-13,1.1701090375837907e-07,3.897579001529857e-10,1.9400580224730263e-09,1.1960436459422e-10,1.1918386788159253e-14,8.25855925022424e-11,6.515672937258488e-09,2.245854374843394e-08,1.8166041494995376e-05,8.8756048176945e-09,7.033179945292022e-07,1.7142916265106518e-09,1.2708022457811528e-11,9.497432023219254e-13,1.9655642414642444e-09,2.2546921953581878e-15,3.130482202556424e-11,1.1524584465857476e-13,2.2955331099168463e-06,5.209207192762171e-10,1.2012172022109986e-18,1.8872128245174342e-19,2.5084281005527256e-15,3.354163600514409e-10,1.0876041343463424e-08,1.0555394601489142e-17,9.447578074929183e-10
3.9113005313612905e-06,0.6686023274649988,2.677296792448484e-06,3.912273831411762e-07,3.308188357722633e-07,1.0656475558084976e-05,0.0,0.0,4.3889653135855815e-06,1.889273327926097e-08,5.399429751968617e-07,4.4248646423484115e-08,1.201557633325489e-09,7.107086767846664e-20,1.3164275390687181e-14,4.113229079098073e-10,3.8174505222253846e-07,1.181796496018576e-06,6.124460668541808e-12,5.180354239325131e-13,2.4745711968252876e-06,1.0369484422385991e-12,1.3255811122576367e-11,1.6257984957562425e-12,5.812850406534328e-12,6.060189306688872e-07,2.0783139341072205e-09,4.13463255808592e-09,5.463210959656087e-13,1.1878573095411752e-14,1.179284265277578e-13,4.983852191585189e-13,8.754664252915978e-10,1.9893895781655982e-10,3.76,0.0,0.43487213026030086,0.999523007766558,5.569047380396999e-06,2.1082893658985716e-06,0.12060984266022026,0.12059920049128935,1.7578367666717241e-06,2.0790575219224546e-11,0.0004672867811987746,6.551318514302143e-09,3.0518702863758884e-12,4.054959626614749e-13,6.996716395929318e-12,1.292060940116529e-06,7.723285492379884e-11,2.982587369419549e-08,3.56436264908425e-08,4.570237041727472e-07,4.155367007266881e-07,7.13429465488333e-08,7.837808160970497e-08,3.9562393851498906e-15,7.69175258371524e-16,1.904507075992624e-11,1.7409599515092747e-13,1.2424869584339255e-07,4.2171530678680875e-10,1.980128949229207e-09,1.2559534490705523e-10,1.2553137019193712e-14,8.766859069816921e-11,6.611809573239189e-09,2.308306319930184e-08,1.8995592798577224e-05,9.618782386030763e-09,7.236628958164719e-07,1.763312076289059e-09,1.3792378531486882e-11,1.0325444148805397e-12,2.1028072017912832e-09,2.4179380581224956e-15,3.4300134293760386e-11,1.2627045161467295e-13,2.3430812596807214e-06,5.421617863650996e-10,1.3159588376116139e-18,2.067311596413196e-19,2.8030585629546747e-15,3.414112398465738e-10,1.1180963869111717e-08,1.1159441289873681e-17,9.989804976995565e-10
3.985125325711642e-06,0.668848972153565,2.76507886516382e-06,4.051176016765939e-07,3.426060128664972e-07,1.1152986707419261e-05,0.0,0.0,4.547197149434582e-06,1.977383867322194e-08,5.798456610967687e-07,4.729074259088756e-08,1.2023832735847632e-09,7.981833074532023e-20,1.4310809486989157e-14,4.328607168622213e-10,4.006288609510522e-07,1.2241198771102569e-06,6.64289035044223e-12,5.563883219089371e-13,2.5652845976734075e-06,1.0756699189703818e-12,1.3759388797639377e-11,1.7651720780153662e-12,6.1169680010718815e-12,6.48446382555743e-07,2.0752631377846234e-09,4.28938416099979e-09,6.09957496266794e-13,1.3026984960583324e-14,1.261542235277914e-13,5.244665929019859e-13,8.774092075067047e-10,2.0247557446433228e-10,3.76,0.0,0.4328667419472509,0.999522588038461,5.844633421812575e-06,2.146639960987153e-06,0.12261444501479647,0.12260340267060497,1.7497845214591103e-06,2.073443347454137e-11,0.0004672865844264535,6.9605048001751245e-09,3.2043647228370412e-12,4.2592003008125345e-13,7.363238772871568e-12,1.34526219558218e-06,7.848750125266838e-11,3.137814891698957e-08,3.749382769462825e-08,4.852626183901589e-07,4.4885390547131764e-07,7.485991076764909e-08,8.227191423789978e-08,4.1637715846291146e-15,8.093265966512723e-16,2.0033861390651073e-11,1.844275892639636e-13,1.3178940333891559e-07,4.5561661642489294e-10,2.0203307071047283e-09,1.3179916644764383e-10,1.3210112758354023e-14,9.296221334351651e-11,6.707024167859992e-09,2.3715553082070695e-08,1.9848804850952196e-05,1.0410318472087703e-08,7.442539455033523e-07,1.8129013368255914e-09,1.495014330764139e-11,1.1210717238090614e-12,2.2470753510987538e-09,2.5898472198348036e-15,3.7525047737502843e-11,1.3813847349124373e-13,2.390861794176561e-06,5.639373829685818e-10,1.4394660429937382e-18,2.261156235251417e-19,3.1263723366064473e-15,3.476311234706553e-10,1.1489697974788649e-08,1.1788330630717345e-17,1.055215336375575e-09
4.058950120061993e-06,0.669094482871386,2.8543874885152722e-06,4.1928773552801226e-07,3.5463678127690743e-07,1.1663840549947294e-05,0.0,0.0,4.709348032308073e-06,2.0682515480051448e-08,6.220667664139942e-07,5.048946501496161e-08,1.2033707543818042e-09,8.948353579915815e-20,1.5537098859654855e-14,4.551517996097453e-10,4.201798782337046e-07,1.2671188781428254e-06,7.1958205827428914e-12,5.968589283082486e-13,2.6575161296500693e-06,1.1150686442614287e-12,1.4281251541543686e-11,1.914843250306575e-12,6.433300350633502e-12,6.930680414829402e-07,2.072304070908846e-09,4.4495639439420536e-09,6.799732086317761e-13,1.4271639689517118e-14,1.3487005014427477e-13,5.514462003479514e-13,8.795162838379719e-10,2.0600379361099277e-10,3.76,0.0,0.43087057292479713,0.9995221555506968,6.128947758587119e-06,2.1850349374767184e-06,0.1246098074665883,0.12459835198019954,1.7417693303435914e-06,2.0678549620962265e-11,0.0004672863816924972,7.389031222586058e-09,3.3619837296624232e-12,4.4701057557330524e-13,7.742485538329689e-12,1.3998260003991035e-06,7.973543379679033e-11,3.298342946902246e-08,3.940717686498407e-08,5.146872836664069e-07,4.841588663439813e-07,7.84876053997161e-08,8.628883111921174e-08,4.378536111505627e-15,8.508699238617717e-16,2.1056787080397935e-11,1.9522242317203208e-13,1.3963970116294002e-07,4.915402172013355e-10,2.0606738583124737e-09,1.382206600740069e-10,1.3889684470371118e-14,9.847098073355658e-11,6.801326314824774e-09,2.43559300779557e-08,2.0725960288807154e-05,1.125247775192778e-08,7.650879496839898e-07,1.8630512520834257e-09,1.6185042735670518e-11,1.2156224327607147e-12,2.398604376483795e-09,2.7707213614976938e-15,4.099299991157553e-11,1.5089904088325374e-13,2.438880064202146e-06,5.862592221559086e-10,1.5722486942318397e-18,2.469545569211458e-19,3.4806080160227202e-15,3.540802726891443e-10,1.180220431596508e-08,1.2442762548148871e-17,1.1134987676881828e-09
4.132774914412345e-06,0.6693388648833862,2.9452229816025424e-06,4.3373901409105084e-07,3.669126738937411e-07,1.2189209362498913e-05,0.0,0.0,4.875479714448251e-06,2.161931052406095e-08,6.667003968702397e-07,5.385017283429192e-08,1.2045234475251314e-09,1.0014619032262759e-19,1.684728250375105e-14,4.782088783068372e-10,4.4041328157137926e-07,1.3107903760544912e-06,7.784982442480403e-12,6.39525270621358e-13,2.7512599488074907e-06,1.1551428908204035e-12,1.4821715607800205e-11,2.0754645845319168e-12,6.76223516484851e-12,7.399587486496394e-07,2.069436320678178e-09,4.615353822086998e-09,7.569115604971147e-13,1.561937619011969e-14,1.4410076870390924e-13,5.793386322065513e-13,8.817897810639776e-10,2.0952431105443991e-10,3.76,0.0,0.4288835804157044,0.9995217100544652,6.422124967340395e-06,2.2234807391488907e-06,0.12659597258414892,0.1265840906989094,1.7337910210055374e-06,2.062292244775836e-11,0.0004672861728805741,7.837553305418887e-09,3.5248113613849264e-12,4.687772570117989e-13,8.134676236781499e-12,1.455777660665682e-06,8.097669263709924e-11,3.464256922184072e-08,4.138468910060922e-08,5.453242320804559e-07,5.215306218046775e-07,8.222743995594758e-08,9.043039599948576e-08,4.600652527277309e-15,8.938280606428486e-16,2.2114403889502924e-11,2.0649501285572737e-13,1.47806247189244e-07,5.295660375951329e-10,2.101170286930508e-09,1.448646981631656e-10,1.4592218123918012e-14,1.0419939667497422e-10,6.894725622036455e-09,2.5004106407589737e-08,2.1627337978656185e-05,1.2147588315147277e-08,7.861615691663173e-07,1.9137533270803267e-09,1.7500926173662717e-11,1.3165040042003014e-12,2.5576337324947315e-09,2.9608672648026677e-15,4.471797219388947e-11,1.6460325321636113e-13,2.487141355401533e-06,6.091395478018488e-10,1.714837064394728e-18,2.693310347413472e-19,3.86813629591475e-15,3.6076292672703965e-10,1.2118441345503839e-08,1.3123451592399816e-17,1.1738673429972095e-09
4.206599708762696e-06,0.6695821234300533,3.037584991996779e-06,4.4847256136773736e-07,3.794351506569919e-07,1.2729263347983058e-05,0.0,0.0,5.045653618515205e-06,2.258477663465307e-08,7.138427065587483e-07,5.73783112524568e-08,1.2058448113899908e-09,1.118914217744725e-19,1.8245632649998142e-14,5.020445301320517e-10,4.6134438098352064e-07,1.355131278414023e-06,8.412168251284863e-12,6.84466686778973e-13,2.8465102299982664e-06,1.1958909331253447e-12,1.538109426065079e-11,2.24772307220533e-12,7.1041705682461805e-12,7.891945425979923e-07,2.0666594773109195e-09,4.7869382064916194e-09,8.413544619202216e-13,1.7077428865486575e-14,1.538722625037948e-13,6.081582889131197e-13,8.842318153404732e-10,2.1303782192837145e-10,3.76,0.0,0.42690572184408376,0.9995212512995176,6.724299238421343e-06,2.261983885615073e-06,0.12857298274011286,0.128560660904925,1.725849421940368e-06,2.0567550749919314e-11,0.0004672859578736762,8.306740374443002e-09,3.692930601563991e-12,4.912295729976995e-13,8.540028641595762e-12,1.513143196173399e-06,8.221131756293845e-11,3.635641157517673e-08,4.342736642903531e-08,5.771999458315042e-07,5.610497602400824e-07,8.60807894777803e-08,9.469813439757114e-08,4.830238912750515e-15,9.38223538167482e-16,2.3207260717815744e-11,2.1826010809987878e-13,1.5629567764777748e-07,5.697755333855334e-10,2.1418332984414086e-09,1.517361931862797e-10,1.531807486764714e-14,1.1015194532358604e-10,6.987231716336096e-09,2.5659989872343184e-08,2.25532128495826e-05,1.3098041967525936e-08,8.074713211093811e-07,1.9649987322876036e-09,1.8901767532104498e-11,1.4240341679030447e-12,2.724406601891487e-09,3.1605967682475876e-15,4.871450023053051e-11,1.7930421537040784e-13,2.5356508855341235e-06,6.325911475882954e-10,1.867782201597535e-18,2.933313829660287e-19,4.2914650830398025e-15,3.6768329907468804e-10,1.2438365332564515e-08,1.383112734403796e-17,1.236357726321664e-09
