Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596),S(3113),S(1075),S(6101),S(6880),S(2986),S(1341),S(6104)
1.1071375644923893e-07,0.809949721847213,2.516775715273582e-06,1.9828048548432037e-07,1.5322002253949672e-07,7.656596846938801e-07,0.0,0.0,7.487094529657718e-07,6.173515706862016e-10,7.676851600992865e-08,6.4319077537284766e-09,1.1187832011048118e-07,7.864816754717912e-20,1.878883405596497e-14,8.927864073356479e-10,9.346053769822508e-08,3.02274300588112e-07,3.099416827817429e-13,8.381211424348595e-13,2.71277120225449e-06,9.030561073931958e-12,7.26806366772322e-10,2.767131750364472e-14,1.988134389137292e-12,3.396613752537372e-08,6.547621245164581e-07,3.825205603949971e-08,4.875164064525105e-16,2.9711676986918037e-15,3.404373391551342e-14,2.91626187821517e-13,4.762265356797103e-08,6.26324432385325e-10,3.76,0.0,0.5958455694250978,0.9985178898294518,1.1612793059862654e-07,4.4495452392287216e-06,0.11906923024039594,0.11901828468587342,4.338739624786663e-05,2.897029666327741e-09,0.0014807472032313574,9.491860945255918e-10,4.674013146791692e-12,1.5421139657199025e-13,1.8188089432643858e-12,1.459168235866478e-07,3.2959688641452063e-10,3.093153115568072e-08,6.173922480491832e-08,1.763276441423533e-08,1.988973185978878e-09,1.2970549119380027e-08,1.1887030710994727e-08,5.615708325228069e-17,1.0284603624878346e-16,4.259559284509482e-11,5.300944725079642e-13,7.953642512881053e-09,2.2575694754034303e-13,7.352824782138075e-09,2.087089811060543e-14,4.899671500284615e-12,1.527779445742537e-08,1.1837454135428496e-12,3.507198179347824e-08,2.7242956872862557e-06,1.0231039767825487e-10,2.858507311432969e-07,5.635219994289465e-13,9.520442219616226e-11,8.746614297202199e-08,3.0823817702399707e-10,1.6616659065215476e-15,1.446975398026122e-12,9.615785051139396e-14,1.3445701888677564e-13,4.497235945931899e-06,5.0691207586678425e-11,7.401389963572557e-17,1.939103660562108e-21,7.89137429044284e-17,1.1748007768639897e-08,1.0473538569107282e-17,5.088137278166751e-11,2.113018944911736e-17,2.522946241166627e-15,7.261062932020169e-13,3.992174384275694e-13,4.1562002634355186e-22,1.6758871966059942e-12,3.0709141962720784e-13,1.9158874173774447e-11,1.6696625465582754e-19,1.8577961488629245e-18,2.8688799574042108e-15,6.545785674968015e-16,4.0281027500687734e-08,1.390427848482077e-15,2.889907447285745e-20,1.7967545842845864e-11,8.719068587835613e-19,1.742000765012691e-10,6.125877808081944e-20,2.915776474844067e-19,1.165447969947882e-22,1.7666861786553428e-10,5.803218886430359e-12,7.153241842657955e-17,1.05312302762591e-20,7.690478624227247e-17,2.5512512074893947e-17,7.490909110961038e-21
1.1389023305985076e-07,0.810399532384882,2.6044105692349247e-06,2.0788852052485539e-07,1.6184933349844567e-07,8.148233543255867e-07,0.0,0.0,7.703201730721797e-07,6.517000500296103e-10,8.192598752181722e-08,6.712989581911854e-09,1.1543522145162711e-07,8.597430174089019e-20,1.9791337753189728e-14,9.09198972005447e-10,9.798333843373301e-08,3.1708296952627295e-07,3.5048209560720943e-13,9.252625589870747e-13,2.8591858136357505e-06,9.658285549119894e-12,7.241976358506585e-10,2.9926323510654514e-14,2.090891527091073e-12,3.643404108065485e-08,6.585830026658351e-07,3.9823030452809376e-08,5.50110381933615e-16,3.207743497193281e-15,3.662681414509569e-14,3.1027165922538214e-13,4.8622654373951315e-08,6.621660900950239e-10,3.76,0.0,0.59273909861098,0.9985178348416432,1.2637520028131314e-07,4.565781438375969e-06,0.12217562243404581,0.12212455581844868,4.316263833416777e-05,2.885343711930325e-09,0.001480747116551951,1.0031965831643909e-09,4.810396689159591e-12,1.6239064519089738e-13,1.9701074051710478e-12,1.5419883616614798e-07,3.380388242014191e-10,3.321492181891402e-08,6.517820128016149e-08,1.940108150832501e-08,2.224776161262978e-09,1.3594574465647064e-08,1.2604316478097028e-08,5.71332294378505e-17,1.0467288082499596e-16,4.342874877284079e-11,5.601672435527636e-13,8.598481206001776e-09,2.5445954358589613e-13,7.547771259310487e-09,2.2447437753680886e-14,5.163738554831708e-12,1.5672297039001475e-08,1.2806946642057905e-12,3.5146453408652645e-08,2.8397189668301466e-06,1.132899708811859e-10,2.9208627495705697e-07,5.882047323721888e-13,9.727386076461019e-11,8.734980810597605e-08,3.3261486758412925e-10,1.8260121798859965e-15,1.5686764154459723e-12,1.0567357053153864e-13,1.4911701318504004e-13,4.615683858589022e-06,5.356326105962346e-11,8.2345547326389e-17,2.1542578982663755e-21,9.017942953305815e-17,1.1850340619818283e-08,1.1135680370772002e-17,5.5171050941000355e-11,2.3759868815529824e-17,2.5679843768067766e-15,7.82347525212678e-13,4.2728317907615894e-13,4.612521914889048e-22,1.8529544443530914e-12,3.1492781929271965e-13,2.0445457667904497e-11,1.8456129438450727e-19,2.0023337940655158e-18,3.115819038079318e-15,6.812875222206746e-16,4.1930491239466114e-08,1.5730522137033063e-15,3.205474716304592e-20,1.9388134111911807e-11,9.444680548709974e-19,1.7882746125137858e-10,6.808779227892605e-20,3.145151099819641e-19,1.2879523090177718e-22,1.8503670686681473e-10,6.087616815286401e-12,7.853374482166825e-17,1.2287189563292913e-20,8.062354063164626e-17,3.006891284625432e-17,8.867581755091603e-21
1.1706670967046259e-07,0.8108469987855927,2.6922916421111633e-06,2.1763426968796527e-07,1.706442196726727e-07,8.654888980816716e-07,0.0,0.0,7.919378963649975e-07,6.868948043711894e-10,8.723881853521847e-08,6.999606138166564e-09,1.1892997653244179e-07,9.377692201555268e-20,2.082967111560495e-14,9.264846092201833e-10,1.025925028961352e-07,3.321295040744868e-07,3.9491964477906766e-13,1.0188957478158114e-12,3.008953588844552e-06,1.0306065593667763e-11,7.216269358589574e-10,3.2294661198367254e-14,2.1957458931193782e-12,3.9000278727909934e-08,6.620291988955519e-07,4.1398449238323075e-08,6.187367437496067e-16,3.4548783482022812e-15,3.932010785994907e-14,3.295475313616347e-13,4.9576338986962216e-08,6.985322438329764e-10,3.76,0.0,0.589648821186504,0.9985177790462162,1.3714807881037288e-07,4.681421874405787e-06,0.12526582308690107,0.12521462738759517,4.293905260810674e-05,2.8737187045952905e-09,0.0014807470287073175,1.0586302155858667e-09,4.946950058818397e-12,1.707880200954356e-13,2.1283753951503746e-12,1.6269962930849723e-07,3.4642743575871726e-10,3.560248017870077e-08,6.871379814362486e-08,2.1295079191229667e-08,2.4813792200876735e-09,1.4231955018684945e-08,1.3341512816984355e-08,5.816334674089384e-17,1.0659849168266437e-16,4.42939376896978e-11,5.910239734557252e-13,9.275458589782037e-09,2.8588163683676995e-13,7.741863231483788e-09,2.4087710284379106e-14,5.433517573478338e-12,1.6064523660671986e-08,1.382486502899563e-12,3.522152365591346e-08,2.9569614799704447e-06,1.250835817907459e-10,2.983044319444256e-07,6.133675875691637e-13,9.933615599238834e-11,8.723378727030802e-08,3.58208033304495e-10,2.0011624211342908e-15,1.697396027065405e-12,1.158307393546535e-13,1.649267900783349e-13,4.733577280464305e-06,5.650995952057521e-11,9.134783129688656e-17,2.386499821202742e-21,1.0271076278091183e-16,1.1951736791187594e-08,1.1823923339293259e-17,5.968306540969617e-11,2.6630337256323623e-17,2.615490167727215e-15,8.410017207544752e-13,4.563938975492204e-13,5.10473158939988e-22,2.0426379973612833e-12,3.2271027874367163e-13,2.177742931464462e-11,2.034010732313493e-19,2.1534490479437283e-18,3.3764976543193156e-15,7.079738347609602e-16,4.359414020385276e-08,1.7741366805058668e-15,3.549713052565036e-20,2.089084208644469e-11,1.0214665840232308e-18,1.8343276643235078e-10,7.544316100454694e-20,3.3876647968462204e-19,1.4190322819806126e-22,1.935665644418494e-10,6.379681898760945e-12,8.605813858890456e-17,1.4285428585356504e-20,8.441677445869627e-17,3.5284893753206914e-17,1.0466186275926897e-20
1.2024318628107442e-07,0.811292133267939,2.780404385969463e-06,2.2751503578571812e-07,1.795999445449126e-07,9.176499344191867e-07,0.0,0.0,8.135619373890803e-07,7.229296197178596e-10,9.27049309978386e-08,7.291970082255735e-09,1.2236068415341872e-07,1.0208062588702756e-19,2.190571218983835e-14,9.446555970595859e-10,1.0728666416778842e-07,3.474088956271305e-07,4.4349887151627865e-13,1.1193167092843243e-12,3.1620479637005767e-06,1.0973652610058757e-11,7.19095904979496e-10,3.477871656925432e-14,2.3026621663335446e-12,4.166598224742675e-08,6.651219450792214e-07,4.2977449626752655e-08,6.937893808118219e-16,3.712642498647103e-15,4.212432361469754e-14,3.4945795371054127e-13,5.048450236030976e-08,7.35382288465626e-10,3.76,0.0,0.586574652735125,0.9985177224451014,1.4845306424318878e-07,4.79646972983922e-06,0.12833991661012317,0.128288583821818,4.27166329521042e-05,2.862154326133797e-09,0.0014807469397001424,1.1154816198940722e-09,5.083683126084742e-12,1.794028860044946e-13,2.293654390798291e-12,1.7141860361079596e-07,3.54763110942006e-10,3.8095518166164674e-08,7.234653939938034e-08,2.3319836253903936e-08,2.7600192163220795e-09,1.4882591661075804e-08,1.4098459767662988e-08,5.924820767490299e-17,1.0862414975844507e-16,4.5191530422565544e-11,6.226632522475524e-13,9.985231007974662e-09,3.201971133868247e-13,7.935103861475477e-09,2.57920503350027e-14,5.70891310860624e-12,1.6454487273051767e-08,1.4892164749721384e-12,3.5297109697172636e-08,3.0760185344142685e-06,1.3772483747903543e-10,3.045028666884012e-07,6.390100449100708e-13,1.0139050792005012e-10,8.711809249910105e-08,3.850476164769212e-10,2.187492663582815e-15,1.8333858366936436e-12,1.2665515367538014e-13,1.819456622671612e-13,4.850919175145787e-06,5.953098396488537e-11,1.0105584334381369e-16,2.6367131997828687e-21,1.1661380054495092e-16,1.205221128944619e-08,1.2538471255699095e-17,6.442177888979166e-11,2.975629651040435e-17,2.6654991048886324e-15,9.020923411693117e-13,4.865556345983774e-13,5.634669574963445e-22,2.245411491717095e-12,3.3043921250335613e-13,2.3155021533081314e-11,2.235312686364963e-19,2.311310701182162e-18,3.651294690712281e-15,7.346205044563591e-16,4.527184384936565e-08,1.994982292199629e-15,3.9245936368681764e-20,2.247850655023568e-11,1.1030687871620803e-18,1.8801610970546583e-10,8.334757839492498e-20,3.6437617329025485e-19,1.55904419691485e-22,2.0225695889785482e-10,6.679696936793283e-12,9.413863881569111e-17,1.6552781577838468e-20,8.828411595099649e-17,4.123477863674475e-17,1.231665943583936e-20
1.2341966289168624e-07,0.8117349479868151,2.868734630304384e-06,2.3752835546241625e-07,1.8871195374536474e-07,9.712998660431174e-07,0.0,0.0,8.351915797010356e-07,7.597983030357681e-10,9.83222716165873e-08,7.590296379478106e-09,1.2572570459610974e-07,1.1091147233951478e-19,2.302138661441012e-14,9.637228618309016e-10,1.1206447537553705e-07,3.6291636080600823e-07,4.964717906551652e-13,1.2268258902239453e-12,3.3184431508663723e-06,1.1660795744373683e-11,7.16605879606656e-10,3.7380860094452365e-14,2.4116052962129024e-12,4.443232408064382e-08,6.678813080150915e-07,4.455922548764345e-08,7.756754096619327e-16,3.9810986031546605e-15,4.504009678086552e-14,3.700070958161936e-13,5.134802140247225e-08,7.726768603125131e-10,3.76,0.0,0.5835165092810387,0.9985176650399042,1.6029627503682977e-07,4.910928167242598e-06,0.13139798697480884,0.131346509109457,4.249537328061045e-05,2.8506502600246245e-09,0.0014807468495326257,1.1737454518324143e-09,5.220605551124516e-12,1.8823451528550863e-13,2.4659811575687315e-12,1.8035517362816474e-07,3.630462361406252e-10,4.069527945139953e-08,7.607694314273764e-08,2.5480456705878513e-08,3.0619720063877027e-09,1.554638167752778e-08,1.4874992902388087e-08,6.038848386871124e-17,1.1075097628094819e-16,4.612185329684717e-11,6.550839358532458e-13,1.0728449508033816e-08,3.575857563316173e-13,8.127496311620427e-09,2.756078154664535e-14,5.9898300167472874e-12,1.6842200746150033e-08,1.6009791677189495e-12,3.537313214060986e-08,3.1968847198451153e-06,1.5124765613361848e-10,3.106793604381715e-07,6.651315225465364e-13,1.0343615728666217e-10,8.700273547523462e-08,4.131637024247164e-10,2.385381582605856e-15,1.97690137011328e-12,1.3817310486675937e-13,2.0023465938385898e-13,4.967712472935596e-06,6.262601892560463e-11,1.1150568785317643e-16,2.9058070058446192e-21,1.3200064606846001e-16,1.2151772107318355e-08,1.3279507225252866e-17,6.939146937665176e-11,3.3152939869967867e-17,2.7180423804057568e-15,9.656421559592126e-13,5.177741910533713e-13,6.204228173804804e-22,2.4617500636800787e-12,3.3811503118339594e-13,2.457845632328535e-11,2.449976301475141e-19,2.4760952460580978e-18,3.9405899373262755e-15,7.612118261584991e-16,4.6963473225667554e-08,2.2369408091826796e-15,4.332165953505178e-20,2.4153977659518796e-11,1.1894417706771404e-18,1.9257760813802805e-10,9.182388381096077e-20,3.913887515489121e-19,1.7083555111655454e-22,2.1110659496595044e-10,6.987950904233782e-12,1.0281022619062441e-16,1.9118343498980592e-20,9.222516457613434e-17,4.7998985660285306e-17,1.4452100449625427e-20
1.2659613950229806e-07,0.8121754550337471,2.957268567223693e-06,2.476719809599237e-07,1.9797587023993283e-07,1.0264318903977757e-06,0.0,0.0,8.568260799975069e-07,7.974946808933122e-10,1.0408882152330332e-07,7.894802036042685e-09,1.2902364062251614e-07,1.2029701524014906e-19,2.4178663726449164e-14,9.836962394732562e-10,1.1692461284517402e-07,3.7864732937279e-07,5.540978996194859e-13,1.3417280774568535e-12,3.4781140992560888e-06,1.2367242981547205e-11,7.141579588894113e-10,4.010344762573263e-14,2.522540607846759e-12,4.73005193814892e-08,6.70326253636029e-07,4.6143023964074784e-08,8.648151248870751e-16,4.260302104145919e-15,4.8067996315657035e-14,3.9119914578973227e-13,5.216784183665444e-08,8.103778710579777e-10,3.76,0.0,0.5804743072868467,0.9985176068319247,1.726834672056222e-07,5.024800329419113e-06,0.13444011771428793,0.13438848680098764,4.2275267539934425e-05,2.8392061914055184e-09,0.001480746758206516,1.2334163937820682e-09,5.357726806749797e-12,1.9728209388487259e-13,2.6453880636449856e-12,1.895087674146287e-07,3.712771943156635e-10,4.340294150378449e-08,7.990552000624453e-08,2.7782066622345598e-08,3.388552494045837e-09,1.622321894225688e-08,1.5670943570896656e-08,6.15847657581684e-17,1.129799638220109e-16,4.708519845380265e-11,6.882851428712599e-13,1.1505759842281248e-08,3.9823325296174186e-13,8.319043743579078e-09,2.939421810254655e-14,6.276173736078304e-12,1.7227676869968505e-08,1.7178682168789589e-12,3.544951509845484e-08,3.3195539437899483e-06,1.6568626498767496e-10,3.1683180981469594e-07,6.917313845005834e-13,1.0547238555032807e-10,8.688772757938441e-08,4.425865108222652e-10,2.59521045555549e-15,2.1282019538408133e-12,1.504113743981798e-13,2.1985653730292617e-13,5.0839600717711045e-06,6.57947523844643e-11,1.2273448729326912e-16,3.194715535700988e-21,1.4898964268769066e-16,1.2250422110483951e-08,1.404719502741015e-17,7.459633121573842e-11,3.68359571116084e-17,2.7731477278194553e-15,1.0316732493858907e-12,5.500551243154195e-13,6.815351935670732e-22,2.6921302695393893e-12,3.457381415292443e-13,2.6047945115731285e-11,2.678459721913751e-19,2.647986757148331e-18,4.244763990817845e-15,7.877333086611588e-16,4.866890011230947e-08,2.5014149578752758e-15,4.7745581758434535e-20,2.5920118459473472e-11,1.280753347777033e-18,1.9711737820779988e-10,1.008950458615037e-19,4.1984891188254532e-19,1.8673452900641853e-22,2.2011411766654032e-10,7.304738692977125e-12,1.1210989854253072e-16,2.2013600155825264e-20,9.623949271568388e-17,5.566434406556977e-17,1.690900904205125e-20
1.2977261611290988e-07,0.812613666437224,3.04599273898173e-06,2.5794386308077674e-07,2.073874891864073e-07,1.0830390096920282e-06,0.0,0.0,8.784646719413959e-07,8.360125983067356e-10,1.1000260493041581e-07,8.20570590058647e-09,1.3225331969486155e-07,1.3026633368115135e-19,2.537955322424057e-14,1.004584681686195e-09,1.2186577881042546e-07,3.945974328272966e-07,6.166441899239539e-13,1.4643322999591398e-12,3.6410364557387594e-06,1.3092742115813617e-11,7.11753053912848e-10,4.294882138500797e-14,2.635433895695189e-12,5.0271827706980215e-08,6.724747075764929e-07,4.7728142309705184e-08,9.616419467002457e-16,4.550301603235529e-15,5.1208531493028886e-14,4.130383084236957e-13,5.294496641255411e-08,8.484485310250866e-10,3.76,0.0,0.5774479636512355,0.9985175478221718,1.856200508560578e-07,5.138089339603128e-06,0.1374663919264093,0.13741460001130956,4.2056309708073774e-05,2.8278218070642937e-09,0.0014807466657231335,1.294489153815491e-09,5.495056198296002e-12,2.0654472700523244e-13,2.8319033748547983e-12,1.9887882609374285e-07,3.794563650374462e-10,4.621961759937104e-08,8.383277174182833e-08,3.022981113865643e-08,3.741114657324074e-09,1.69129941047478e-08,1.6486139143224395e-08,6.283757810914221e-17,1.1531200085434736e-16,4.8081831839902367e-11,7.222662509277448e-13,1.2317802452586894e-08,4.423311988577038e-13,8.509749318150319e-09,3.1292666064858854e-14,6.5678505453627686e-12,1.7610928355094146e-08,1.8399763103173776e-12,3.552618617896498e-08,3.444019467184523e-06,1.8107519884134953e-10,3.2295822421171053e-07,7.188089473733037e-13,1.074985142640734e-10,8.677307991727953e-08,4.733463870442366e-10,2.8173631168628863e-15,2.2875505948877845e-12,1.6339722836820085e-13,2.408757859100722e-13,5.19966483815014e-06,6.903687568690806e-11,1.3478038670874125e-16,3.504398508801299e-21,1.6770557067495122e-16,1.2348160449216036e-08,1.4841680385799116e-17,8.004047614655433e-11,4.0821539360230845e-17,2.830840084578263e-15,1.1002070254685903e-12,5.834037452447155e-13,7.47003784160457e-22,2.9370300157082237e-12,3.533089464650892e-13,2.7563688645138583e-11,2.9212216789535707e-19,2.8271767745192826e-18,4.564198150271373e-15,8.141715976058347e-16,5.038799641303924e-08,2.7898586635134837e-15,5.253977517459352e-20,2.7779804469952826e-11,1.3771719884752584e-18,2.0163553580741824e-10,1.105841469949659e-19,4.49801482171042e-19,2.0364046478346513e-22,2.292781161129936e-10,7.630360912452513e-12,1.2207674762638555e-16,2.5272562331435736e-20,1.0032664733575835e-16,6.432441757601423e-17,1.9727534260173945e-20
1.329490927235217e-07,0.8130495941630292,3.13489402700522e-06,2.6834213526297466e-07,2.169427725583557e-07,1.141114040529558e-06,0.0,0.0,9.001065697073368e-07,8.753459177667617e-10,1.160616968825916e-07,8.523228513218247e-09,1.3541377731643675e-07,1.408500598494993e-19,2.662610225864912e-14,1.026396421254718e-09,1.2688670371863604e-07,4.107624936384364e-07,6.843851610465933e-13,1.5949517389819199e-12,3.8071865289602207e-06,1.3837041610095288e-11,7.09391926246216e-10,4.591931101893448e-14,2.7502515061173956e-12,5.334755439081797e-08,6.743436123771309e-07,4.931392491185764e-08,1.066602366894916e-15,4.8511392239545656e-15,5.446215851917638e-14,4.3552880278359416e-13,5.368044431883522e-08,8.868533634104617e-10,3.76,0.0,0.5744373957066715,0.9985174880113797,1.991111060978406e-07,5.250798301656196e-06,0.14047689227581417,0.1404249314220222,4.183849379454615e-05,2.8164967954298256e-09,0.0014807465720833822,1.3569584647999769e-09,5.632602880877084e-12,2.1602144449745293e-13,3.025551528532656e-12,2.0846480345592018e-07,3.875841245224372e-10,4.914635877728105e-08,8.785918992747345e-08,3.282885158030228e-08,4.121051558466478e-09,1.761559477232746e-08,1.7320403248867523e-08,6.414739246191794e-17,1.177478914420336e-16,4.91119994812963e-11,7.570268926775901e-13,1.316521244067627e-08,4.900770990618078e-13,8.699616195088938e-09,3.3256424449993014e-14,6.864767801672797e-12,1.7991967833286737e-08,1.967395189250271e-12,3.56030764394346e-08,3.570273939089974e-06,1.9744929905176418e-10,3.2905672249937487e-07,7.463634862681437e-13,1.095139040981297e-10,8.665880334107574e-08,5.054737935744746e-10,3.0522259087215234e-15,2.4552138615904283e-12,1.771584112744495e-13,2.633586353967368e-13,5.314829608043007e-06,7.235208346088367e-11,1.476825572624655e-16,3.8358411431560094e-21,1.8827984611674207e-16,1.2444983639671976e-08,1.5663092161055256e-17,8.572793433423566e-11,4.512638388050761e-17,2.891142123021304e-15,1.17126421184201e-12,6.178251154769496e-13,8.170335440527283e-22,3.1969284972386786e-12,3.608278451381211e-13,2.912587684738834e-11,3.178721437864464e-19,3.013864192989123e-18,4.8992743008880346e-15,8.405144035055045e-16,5.212063372657091e-08,3.103777269336424e-15,5.772710556347474e-20,2.973592332773264e-11,1.478866776737889e-18,2.0613219624879284e-10,1.209143686317798e-19,4.812914155067622e-19,2.2159371737994735e-22,2.385971272032367e-10,7.965123732469444e-12,1.3275203700759698e-16,2.8931903873680374e-20,1.0448615162091885e-16,7.407983415537451e-17,2.2951734002003624e-20
1.3612556933413352e-07,0.8134832501145672,3.223959641926237e-06,2.788650987014813e-07,2.2663784361029164e-07,1.2006496231860498e-06,0.0,0.0,9.21750971262994e-07,9.154885184298971e-10,1.222642301829939e-07,8.847591989847764e-09,1.385042414216844e-07,1.5208040469281585e-19,2.792039289039394e-14,1.0491391062224536e-09,1.319861481684267e-07,4.2713851506965513e-07,7.576028364763392e-13,1.733903645482917e-12,3.976541255157398e-06,1.4599891354630648e-11,7.070752187793745e-10,4.901723470807473e-14,2.8669604091086103e-12,5.652905163283712e-08,6.759489815283802e-07,5.0899760488929144e-08,1.1801558941998893e-15,5.162850965512493e-15,5.782928696991134e-14,4.586748591077093e-13,5.4375361683773165e-08,9.255582106898041e-10,3.76,0.0,0.5714425212171057,0.9985174274000221,2.131613983279703e-07,5.362930300263951e-06,0.14347170099619802,0.14341956328368877,4.1621813840221295e-05,2.8052308465632078e-09,0.0014807464772877824,1.4208190835478185e-09,5.770375874036594e-12,2.2571120594613999e-13,3.2263533912854328e-12,2.182661655802915e-07,3.956608456697265e-10,5.218415574588312e-08,9.198525479034914e-08,3.5584362720047124e-08,4.529795337482875e-09,1.833090568738665e-08,1.8173556009577003e-08,6.551463722071508e-17,1.202883711175624e-16,5.0175932453383515e-11,7.925669514963843e-13,1.4048619525700804e-08,5.416743664433475e-13,8.88864753292757e-09,3.5285786153867523e-14,7.166834155496852e-12,1.837080785806089e-08,2.1002156472807698e-12,3.568012031432045e-08,3.6983094302714913e-06,2.1484371289987922e-10,3.351255293675555e-07,7.743942399503104e-13,1.1151795366794084e-10,8.654490846949073e-08,5.389993014954534e-10,3.300187627673571e-15,2.6314617655490317e-12,1.917231391074708e-13,2.8737306112215814e-13,5.429457187781776e-06,7.574007353919631e-11,1.6148119885498722e-16,4.190054208253721e-21,2.1085072177728267e-16,1.2540886406168464e-08,1.6511543470017264e-17,9.166265538903087e-11,4.9767698788326364e-17,2.9540746806901987e-15,1.2448648627914323e-12,6.533240451812046e-13,8.918346939886564e-22,3.472306143404236e-12,3.6829523296217474e-13,3.0734688778361407e-11,3.451418752211973e-19,3.208255158297716e-18,5.250374795896902e-15,8.667504339452105e-16,5.386668304238935e-08,3.4447277441926276e-15,6.333123553057713e-20,3.17913744760095e-11,1.586007373736219e-18,2.106074742674859e-10,1.319089768210027e-19,5.143637857495363e-19,2.4063593434448413e-22,2.480696391729983e-10,8.309338758410916e-12,1.4417928109337087e-16,3.3031103758349015e-20,1.087175065534387e-16,8.503862193818137e-17,2.6629845356888042e-20
1.3930204594474533e-07,0.8139146461331896,3.31317711440622e-06,2.8951120845154394e-07,2.3646898123962597e-07,1.2616382305554877e-06,0.0,0.0,9.433970614032681e-07,9.564342954593057e-10,1.2860840156464413e-07,9.179019934123325e-09,1.4152411774864604e-07,1.6399118164333524e-19,2.926453985090621e-14,1.072819909080408e-09,1.371629045151503e-07,4.4372167156320145e-07,8.365867817535918e-13,1.8815092642597788e-12,4.149078165846775e-06,1.538104333403347e-11,7.048034804473624e-10,5.224490032025244e-14,2.985528260034539e-12,5.981771933270438e-08,6.773059505417272e-07,5.24850794511115e-08,1.302774999929443e-15,5.485467047412873e-15,6.131028600454451e-14,4.824807152073874e-13,5.503083306431465e-08,9.64530234230909e-10,3.76,0.0,0.5684632583756963,0.9985173659883263,2.277753928944713e-07,5.474488401133198e-06,0.14645089989256047,0.14639857741808796,4.140626391715426e-05,2.794023652149103e-09,0.001480746381336492,1.4860657900096388e-09,5.9083840740339805e-12,2.356129054978214e-13,3.434326500723592e-12,2.2828239047897926e-07,4.036868980970838e-10,5.533394073923884e-08,9.621143413872174e-08,3.8501530154306075e-08,4.968817189864408e-09,1.9058808899329093e-08,1.9045414265204016e-08,6.693970585694212e-17,1.2293411986217794e-16,5.1273850826696286e-11,8.288865569154232e-13,1.4968647990536177e-08,5.973323173729035e-13,9.07684648880311e-09,3.7381038772312916e-14,7.473959743278326e-12,1.874746090526294e-08,2.238527527494793e-12,3.575725552434155e-08,3.828117465567632e-06,2.3329389325139406e-10,3.4116297144011466e-07,8.029004152934746e-13,1.1351009823140998e-10,8.643140570424344e-08,5.739535820711321e-10,3.5616394674271784e-15,2.8165676447016402e-12,2.071200918461643e-13,3.12988787087722e-13,5.543550354923799e-06,7.920054688521792e-11,1.7621754185350685e-16,4.5680740562652415e-21,2.355634898950215e-16,1.2635862336721911e-08,1.7387132733770202e-17,9.784850937392225e-11,5.476320767648098e-17,3.019657110321447e-15,1.3210283616716892e-12,6.899050912454057e-13,9.71622725220929e-22,3.76364456912942e-12,3.7571150166079124e-13,3.239029255324622e-11,3.739773824054041e-19,3.410562970178503e-18,5.617882338934564e-15,8.928693291292052e-16,5.5626014532623875e-08,3.814318880425187e-15,6.937662749934846e-20,3.394906889299497e-11,1.6987639863365653e-18,2.1506148402707435e-10,1.4359130840399941e-19,5.490637837319773e-19,2.60810091542472e-22,2.576940950059051e-10,8.663322932022731e-12,1.564043252383591e-16,3.761259213028977e-20,1.130201924333731e-16,9.731655112846384e-17,3.081456580862539e-20
