Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596),S(3113),S(1075),S(6101),S(6880),S(2986),S(1341),S(6104)
0.0002113034755330146,0.9792021159641078,0.0006961415356996082,0.00017308396537557845,0.00029796389594276024,0.10292466407302579,0.0,0.0,0.0006218466860587855,1.2613840796475123e-05,0.6228026051849315,0.03915733020424753,5.950578314850125e-05,3.455424663381851e-10,1.1391559421690328e-07,4.2341215512193356e-06,0.005704766030278212,0.005386826156035864,0.0002656400681702079,1.2378963790646198e-05,0.029318049388407586,6.656158387325114e-07,9.309535213950918e-07,0.0001967256835390218,3.924799867588125e-07,0.04426013931515317,2.902123299031569e-06,0.004177371069687335,0.0007961790023232258,1.7913100583874504e-06,1.4366031720832822e-06,4.287881699367328e-09,3.1552530545196697e-07,2.8933701775018623e-05,3.76,0.0,4.650259194434181e-07,0.5127396441630084,0.20631584942309386,0.04860959121767892,1.0620068671552585,0.18484756659031182,7.423437289072955e-08,1.7057038634330468e-10,0.0007603642513082909,1.6740239969222795e-06,3.5320384227739705e-10,7.221976081474693e-11,4.534906546066156e-09,0.0029233008435306474,2.1799549574333695e-10,0.000115432268442584,9.257489985374836e-05,0.0003416157355167642,0.01575397508916099,3.1406443549108626e-06,4.1771251258249014e-06,1.1450172179509733e-13,2.0752138706621948e-13,7.613325749935858e-08,1.2255991187110613e-07,3.10951847414635e-05,1.0831315359323463e-06,0.011325774231718327,4.50095130403159e-11,1.570397960070931e-07,0.001422454199378866,2.059872609052332e-09,1.0214104640994395e-06,0.021863357105642373,0.03213130079619649,1.9578561382038718e-06,3.0448645677842894e-10,2.8903476960716297e-10,2.4754779180876717e-06,0.023089856086292163,3.242852109876146e-07,4.840238426969019e-05,5.849067842361663e-06,1.3711973882108512e-05,0.007248703703481312,0.010280661777396168,3.702541055895735e-09,9.184734703988556e-14,6.366250746241279e-06,4.009618615400531e-07,4.9307444651274055e-09,0.00010016599408302339,1.3252820563679213e-07,2.627878281972869e-10,1.60839313404902e-06,3.906054445669911e-07,1.8913654932714598e-14,2.7947192027996093e-05,1.2246860418254034e-08,1.3608138882311199e-05,1.1947322234721293e-12,1.0551466510291209e-10,2.6470423720731856e-11,3.04633976874972e-11,0.0006975775505366933,0.0009255801058508298,1.4171041023403601e-08,0.00019859111822588017,5.262811401626584e-12,0.0013210346436520074,5.761096933456124e-10,1.3823500008541424e-12,1.2638235109604407e-12,3.650916968326764e-07,1.8389809000311493e-06,0.000733271612890344,8.612652907160847e-06,4.2001281370924915e-12,2.6305718828244547e-05,8.824603716810704e-08
0.00021298408474320312,0.9798120800290929,0.0007020457808271285,0.00017279740299094338,0.00029909918780712005,0.10369541006626268,0.0,0.0,0.0006163651154603302,1.2455771430869547e-05,0.6278198310291391,0.03958754878424519,5.951591449370095e-05,3.5314233907765005e-10,1.1469190720371211e-07,4.248862492433097e-06,0.005726305783176775,0.005366858333740504,0.00026563121402179346,1.2375563328385393e-05,0.029361607824236302,6.736328629204252e-07,9.361671756462742e-07,0.00019821344487391994,3.9051256566928447e-07,0.043648848592778046,2.9424166986574507e-06,0.00422162184524796,0.0008015640955946295,1.8040275738239805e-06,1.4387839296077245e-06,4.321661108878819e-09,3.163488628156469e-07,2.9365773480614326e-05,3.76,0.0,4.6110181257455026e-07,0.5091101330638708,0.20825842927384686,0.04897412416107163,1.0642856480442153,0.1821403339375843,7.314888056750393e-08,1.6809400657069554e-10,0.0007549818895330746,1.6353190749279042e-06,3.4706034147796346e-10,7.133506445596306e-11,4.482719142138205e-09,0.0028926562790935234,2.1314949556128905e-10,0.00011493875562514986,9.204043395278581e-05,0.0003372973299366229,0.01568943746779906,3.118919691037316e-06,4.1482435221698196e-06,1.1401629683559e-13,2.06641254478578e-13,7.580597752978537e-08,1.2088711211541213e-07,3.06725666252313e-05,1.0703919527284485e-06,0.01123124971799899,4.4404400076122017e-11,1.5641956382360904e-07,0.0014219248084202125,2.01623765842986e-09,1.019548787352427e-06,0.021940468298596607,0.032043256884567904,1.979755010556321e-06,2.979402100076226e-10,2.8995723698240765e-10,2.4671697170855177e-06,0.02334731370766798,3.279028224870479e-07,4.881704410171628e-05,5.898764198108702e-06,1.3724243472705492e-05,0.007307245066992091,0.01040577188277889,3.6773331612417827e-09,9.122200527073715e-14,6.390612837338092e-06,4.01873567942151e-07,5.011510001183818e-09,0.0001001184534715074,1.3236102987725262e-07,2.65485271414772e-10,1.615085149669252e-06,3.923692038552712e-07,1.8784878153084197e-14,2.7655268583170504e-05,1.214865962639345e-08,1.3673028384702652e-05,1.1731530529134808e-12,1.0682528233592173e-10,2.6118701241520543e-11,3.0790458376001704e-11,0.0006975568572028936,0.0009276228044100151,1.4202318969175316e-08,0.00019772952835364675,5.1996481765519105e-12,0.0013313120874253717,5.840139213978089e-10,1.3657588653701265e-12,1.281728612297789e-12,3.6313190938653897e-07,1.807120569693781e-06,0.0007508520171572014,8.829087747919226e-06,4.204245211856943e-12,2.7018683343578833e-05,9.063847655368068e-08
0.00021466469395339162,0.9804169529832893,0.0007080323994295326,0.0001725140121620537,0.0003002418963421414,0.10446181611848214,0.0,0.0,0.0006109195846952637,1.2299149181991684e-05,0.6327939539094063,0.040017159283063534,5.95220214337938e-05,3.609168529651528e-10,1.1547098358338083e-07,4.263712313176875e-06,0.005747491625394886,0.00534643087671035,0.00026559905943671276,1.237197827425476e-05,0.029404234531398562,6.816502351758179e-07,9.413725351330621e-07,0.0001996762660328303,3.8852348183335063e-07,0.04303807399685445,2.982959843780988e-06,0.004265457382958194,0.0008068352862871003,1.8166098192906338e-06,1.4408819081781163e-06,4.3552927726707274e-09,3.171556268999166e-07,2.9796214643842787e-05,3.76,0.0,4.572235711782683e-07,0.5055066203769881,0.21019298759124197,0.04933002826537664,1.0665445792930024,0.17946941672496544,7.207794625540469e-08,1.65650948863051e-10,0.0007496380819906641,1.5974698385562781e-06,3.410249276931113e-10,7.046177308116069e-11,4.4311204185882146e-09,0.0028623388886008494,2.0840863879709865e-10,0.00011444796079117502,9.15107426507645e-05,0.0003330376927447908,0.015624926252956707,3.0974469273509226e-06,4.119696785820085e-06,1.1353516161009911e-13,2.0576890411827109e-13,7.548142767464266e-08,1.1921574581034695e-07,3.0256422527476734e-05,1.057792644474273e-06,0.011137615519939083,4.380635819674192e-11,1.557909462081696e-07,0.001421456890987646,1.9735868781393653e-09,1.0177122536635392e-06,0.02201257030185304,0.03195008273060654,2.001516434360656e-06,2.915321257560008e-10,2.9082898996904273e-10,2.4590489925940377e-06,0.023603663664549638,3.315048851646974e-07,4.922392808495481e-05,5.947533946756324e-06,1.3733430955280195e-05,0.00736475862330235,0.010530666039784357,3.6514970140221903e-09,9.058107961609279e-14,6.41464710240993e-06,4.0278116484040015e-07,5.093409794168543e-09,0.00010007414249548688,1.321439047938229e-07,2.6824260292929336e-10,1.6214593778032665e-06,3.9405668301622566e-07,1.8652892402366937e-14,2.7366559970686718e-05,1.2051851380273024e-08,1.3735284329290572e-05,1.1519777385301622e-12,1.0813618928013883e-10,2.577209323622128e-11,3.1114693345139726e-11,0.0006974244077516346,0.0009294234809592302,1.4229891993789559e-08,0.0001968649237535178,5.137098556591281e-12,0.001341568871383376,5.919183247458132e-10,1.349328918780694e-12,1.2997352924716354e-12,3.6109097040380124e-07,1.7758048097930486e-06,0.0007686288117989786,9.049032141198854e-06,4.207447506948889e-12,2.774564577023984e-05,9.307802952240737e-08
0.00021634530316358013,0.9810167756385791,0.0007141030572695844,0.00017223399783045532,0.0003013925205495607,0.10522399220669863,0.0,0.0,0.0006055111942306666,1.2144009999904692e-05,0.6377251669661942,0.04044617260695643,5.9524271716978515e-05,3.6887179701664113e-10,1.1625322923904924e-07,4.2786840809088935e-06,0.005768326246185062,0.005325559306221363,0.00026554459224392295,1.2368235126278835e-05,0.029445957489603963,6.896667670398735e-07,9.465725000200009e-07,0.00020111416356863996,3.8651430725778303e-07,0.04242810767204544,3.0237555695792954e-06,0.004308869166171607,0.0008119918059304966,1.8290583518255715e-06,1.442903541915536e-06,4.388775921029788e-09,3.1794601716025494e-07,3.0224927449614517e-05,3.76,0.0,4.5339070311863265e-07,0.5019288359662546,0.21211954315208512,0.0496772785116093,1.0687839075000523,0.17683428174568774,7.102135621084264e-08,1.6324072520181984e-10,0.0007443324280840252,1.5604605591059879e-06,3.350959224023838e-10,6.959977523086837e-11,4.380107682978442e-09,0.00283234703937744,2.0377054496969216e-10,0.00011395994921250025,9.098582710196724e-05,0.00032883612679347957,0.015560444313904132,3.076222827357782e-06,4.091480610727821e-06,1.130585795046878e-13,2.0490481313562632e-13,7.515978735389444e-08,1.1754661026337705e-07,2.9846654929481275e-05,1.0453320303141142e-06,0.011044878855166387,4.32154132088243e-11,1.551542248402509e-07,0.0014210510735575192,1.9318971394086796e-09,1.0159036427782443e-06,0.02207973602288677,0.031851914501222156,2.0231428088245497e-06,2.8525972158321216e-10,2.916512784790939e-10,2.451116764366577e-06,0.023858876867687936,3.350909900080752e-07,4.9623135446635145e-05,5.9953892923951594e-06,1.3739625123296535e-05,0.007421250849173995,0.01065534222734148,3.625072592765386e-09,8.992556177876972e-14,6.438362773643134e-06,4.036856545456299e-07,5.176469498285957e-09,0.00010003291065712965,1.3187798585283807e-07,2.710609777523759e-10,1.6275200641336612e-06,3.956688190114813e-07,1.851790189277826e-14,2.7081061323204104e-05,1.195641832785487e-08,1.3794936963833106e-05,1.1311995775371696e-12,1.0944738113440891e-10,2.5430533106415752e-11,3.1436045229148573e-11,0.000697183605179247,0.0009309836863896486,1.4253783844601893e-08,0.00019599762962788854,5.075164114061488e-12,0.001351808388982173,5.99822556557812e-10,1.3330605726559827e-12,1.3178469425886816e-12,3.589731239915444e-07,1.7450308104454256e-06,0.0007865997981941135,9.272484026853532e-06,4.209761848098568e-12,2.8486832902611154e-05,9.556546742430838e-08
0.00021802591237376863,0.9816115897359883,0.0007202594423563951,0.00017195755881921248,0.0003025515581580986,0.10598204750087718,0.0,0.0,0.0006001409575628965,1.1990386256330514e-05,0.642613672108087,0.04087460072549664,5.952282947597058e-05,3.770131862640893e-10,1.1703905748050154e-07,4.293790942628615e-06,0.0057888123435245135,0.005304258810553697,0.0002654687848546539,1.2364359544595999e-05,0.029486803761459207,6.976812716385841e-07,9.517699746481544e-07,0.00020252716213594964,3.8448655823367186e-07,0.04181923100957002,3.0648067818192776e-06,0.0043518487910934045,0.0008170329178409217,1.841374742485813e-06,1.4448551890104739e-06,4.422109841091443e-09,3.1872044401740823e-07,3.065181565387833e-05,3.76,0.0,4.4960271628859086e-07,0.4983765083194007,0.214038117774684,0.050015852747810556,1.07100387777732,0.17423440256946954,6.997889940030604e-08,1.6086285379245134e-10,0.0007390645251753683,1.5242755212555782e-06,3.292716475627953e-10,6.874895634183368e-11,4.3296779301742695e-09,0.0028026789730716964,1.9923288730169085e-10,0.00011347478053827673,9.046568460666711e-05,0.00032469192560368734,0.015495994282600949,3.0552440828415976e-06,4.063590595661493e-06,1.1258680553394455e-13,2.040494435119309e-13,7.484123021232786e-08,1.1588047340450108e-07,2.9443166286716424e-05,1.0330085250437372e-06,0.01095304499032608,4.2631586811635534e-11,1.5450967410492002e-07,0.001420707847252129,1.8911457649686495e-09,1.0141255581952203e-06,0.02214203850911699,0.03174888575370634,2.0446365714347656e-06,2.7912051872182486e-10,2.924253279643639e-10,2.443373984375479e-06,0.024112924953370942,3.3866073820360265e-07,5.001476827120867e-05,6.0423427651694385e-06,1.3742913554383566e-05,0.007476728563591451,0.010779798668119777,3.598098516286649e-09,8.925640973198015e-14,6.4617690634542915e-06,4.045879975595159e-07,5.260715231869012e-09,9.999460779277312e-05,1.315644530439178e-07,2.739415689966303e-10,1.6332714849911804e-06,3.972065585829641e-07,1.8380103890793785e-14,2.6798765848205233e-05,1.1862342081902338e-08,1.3852016935062233e-05,1.1108118892312505e-12,1.1075885698875667e-10,2.5093953592434372e-11,3.175445758069048e-11,0.0006968377721416902,0.0009323050941421631,1.427402014475976e-08,0.00019512794819222202,5.01384563072336e-12,0.001362033977395515,6.07726289048845e-10,1.316954031088284e-12,1.336067068303942e-12,3.567824955376354e-07,1.7147953419619088e-06,0.000804762707857184,9.499439542251364e-06,4.2112146675934766e-12,2.9242476366123545e-05,9.810157794307389e-08
0.00021970652158395714,0.9822014372165194,0.0007265032662914895,0.0001716848880795668,0.0003037195058827426,0.10673609030431752,0.0,0.0,0.0005948098046029708,1.1838306904122264e-05,0.6474596795394565,0.041302456648075865,5.9517855320255146e-05,3.8534727337956303e-10,1.1782888939338754e-07,4.309046132665564e-06,0.005808952625192159,0.005282544248935147,0.00026537259433836866,1.2360376377992776e-05,0.029526799511992358,7.056925636725593e-07,9.569678687497777e-07,0.00020391529425575351,3.824416966631806e-07,0.041211714889346315,3.1061164568789963e-06,0.004394387964798203,0.0008219579175116862,1.8535605760990913e-06,1.4467431324387339e-06,4.455293877224249e-09,3.19479309206841e-07,3.1076784541651254e-05,3.76,0.0,4.458591190514747e-07,0.49484936474177055,0.21594873619434168,0.05034573159230373,1.0732047336600552,0.1716692596246185,6.895036753378193e-08,1.5851685913857316e-10,0.000733833968873509,1.4888990457870138e-06,3.235504274513646e-10,6.790919901479903e-11,4.2798278614041785e-09,0.002773332813485503,1.9479339185453677e-10,0.00011299250904541059,8.995030883036016e-05,0.00032060437464316116,0.015431578556198273,3.0345073190846583e-06,4.036022251150777e-06,1.1212008661197136e-13,2.032032425486534e-13,7.452592430649962e-08,1.1421807445062983e-07,2.904585914222063e-05,1.0208205401224354e-06,0.010862117354938685,4.2054896810783297e-11,1.5385756130714624e-07,0.001420427573297721,1.8513105277503983e-09,1.0123804354802424e-06,0.022199550858557106,0.03164112744002228,2.0660001921818153e-06,2.731120448467511e-10,2.931523388994141e-10,2.4358215408367168e-06,0.024365780273177626,3.4221374099287625e-07,5.0398931238313385e-05,6.0884071904755345e-06,1.3743382553568261e-05,0.007531198905633559,0.0109040338212797,3.570612065606427e-09,8.85745482633367e-14,6.484875169156236e-06,4.0548911445958417e-07,5.3461735953488696e-09,9.995908438102008e-05,1.3120450819040377e-07,2.768855693336642e-10,1.638717941115644e-06,3.986708567356574e-07,1.8239688829220906e-14,2.651966496253014e-05,1.176960329737115e-08,1.3906555235580237e-05,1.0908080223752803e-12,1.120706197538961e-10,2.4762286889333935e-11,3.2069874860096504e-11,0.0006963901504749052,0.0009333894977317489,1.4290628355308637e-08,0.00019425615957647277,4.953143143583589e-12,0.0013722489173939429,6.156292130260051e-10,1.3010093025408629e-12,1.3543992904722665e-12,3.545230909572364e-07,1.6850947864608502e-06,0.0008231152029770528,9.729893013959324e-06,4.211831987417579e-12,3.0012812749248802e-05,1.0068716552284554e-07
0.00022138713079414564,0.9827863604024868,0.0007328362656941664,0.00017141617297746257,0.00030489685971862916,0.10748622800365763,0.0,0.0,0.0005895185849637809,1.1687797633148905e-05,0.6522634073387774,0.041729754402261926,5.9509506404344655e-05,3.9388055973936614e-10,1.1862315419932623e-07,4.324462979677096e-06,0.005828749809659638,0.005260430155372292,0.0002652569623832011,1.2356309692786921e-05,0.02956597002711679,7.136994594591966e-07,9.621690984408296e-07,0.0002052786000972667,3.8038113110159016e-07,0.040605819907180485,3.1476876409450957e-06,0.004436478503416896,0.0008267661329020778,1.8656174506263573e-06,1.4485735803915281e-06,4.4883274329579605e-09,3.202230058909272e-07,3.14997408866399e-05,3.76,0.0,4.421594207714295e-07,0.4913471315250601,0.21785142595010776,0.05066689834562395,1.0753867170318325,0.16913834025549945,6.79355550882193e-08,1.5620227209350344e-10,0.0007286403532840978,1.4543155091298879e-06,3.1793059068468717e-10,6.708038336594093e-11,4.2305539067231355e-09,0.0027443065736443505,1.9044983656697457e-10,0.00011251318390580989,8.943969004615141e-05,0.0003165727527039822,0.015367199299200484,3.014009105849996e-06,4.008771014061528e-06,1.116586619070271e-13,2.0236664351175387e-13,7.421403234316344e-08,1.1256012452973088e-07,2.865463624593406e-05,1.0087664848451245e-06,0.010772097642284723,4.1485357339014816e-11,1.531981468615964e-07,0.0014202104876503633,1.8123696514999263e-09,1.0106705514011333e-06,0.02225234614382561,0.03152876791634405,2.087236169070959e-06,2.672318374278522e-10,2.9383348664765395e-10,2.4284602669342238e-06,0.024617415883508968,3.4574961952571886e-07,5.0775731391199836e-05,6.1335956616464185e-06,1.374111710613004e-05,0.007584669314639169,0.011028046375737273,3.5426492062046414e-09,8.788086952670923e-14,6.507690271807494e-06,4.063898876820075e-07,5.432871685736176e-09,9.992619180028699e-05,1.3079937252794066e-07,2.798941924725562e-10,1.643863751757478e-06,4.0006267534144217e-07,1.809684042080857e-14,2.624374841370029e-05,1.1678181757085817e-08,1.3958583156470691e-05,1.0711813610753527e-12,1.1338267610111864e-10,2.4435464771518337e-11,3.238224242530801e-11,0.0006958439010072163,0.0009342388082996555,1.4303637737724132e-08,0.00019338252263091554,4.8930559959328065e-12,0.0013824564333341299,6.235310374710981e-10,1.2852262134004172e-12,1.3728473456494812e-12,3.521987967773787e-07,1.6559251658163138e-06,0.0008416548769979996,9.963836953241171e-06,4.211639405796167e-12,3.079808371209468e-05,1.0332305171670252e-07
0.00022306774000433415,0.9833664020646429,0.0007392602039707001,0.0001711515956130511,0.0003060841153233592,0.10823256700956811,0.0,0.0,0.0005842680724310135,1.1538881078902278e-05,0.6570250809134275,0.04215650900459981,5.949793645881814e-05,4.0261980583406215e-10,1.194222897478857e-07,4.340054916403673e-06,0.005848206627226587,0.005237930744208493,0.0002651228154334263,1.2352182807263831e-05,0.029604339739087396,7.217007775429932e-07,9.673765880047311e-07,0.00020661712718419962,3.783062184895583e-07,0.04000179668615781,3.1895234500927423e-06,0.004478112329668808,0.0008314569247056098,1.877546977171044e-06,1.4503526679455006e-06,4.521209972445434e-09,3.209519189126187e-07,3.192059289562284e-05,3.76,0.0,4.385031324079718e-07,0.4878695341588825,0.21974621723573554,0.05097933887373577,1.0775500680364698,0.1666411387726036,6.693425932816932e-08,1.5391862990523392e-10,0.0007234832713233589,1.420509368365577e-06,3.124104724029139e-10,6.626238735759947e-11,4.181852247459499e-09,0.0027155981650363414,1.862000503867295e-10,0.00011203684946982015,8.893381538780229e-05,0.0003125963334827894,0.015302858447176059,2.99374596695019e-06,3.981832260325391e-06,1.1120276328043065e-13,2.0154006642647122e-13,7.390571197464354e-08,1.1090730753461455e-07,2.8269400691978156e-05,9.968447676767552e-07,0.010682985939256085,4.092297912075179e-11,1.5253168450856512e-07,0.001420056706861013,1.7743018133295589e-09,1.0089980344055571e-06,0.02230049731885281,0.03141193296321506,2.108347023991648e-06,2.614774474521056e-10,2.944699210711637e-10,2.4212909483682906e-06,0.024867805530247266,3.492680046448118e-07,5.1145277893923915e-05,6.177921511317339e-06,1.373620081647259e-05,0.007637147504510783,0.011151835241085862,3.5142446059778638e-09,8.717623348718956e-14,6.530223538521627e-06,4.07291163811305e-07,5.520837115094127e-09,9.989578265177788e-05,1.3035028356912982e-07,2.8296867485710263e-10,1.648713247250943e-06,4.013829813597063e-07,1.7951735749801718e-14,2.5971004416639982e-05,1.1588056467724146e-08,1.4008132225868152e-05,1.0519253335025821e-12,1.1469503638251677e-10,2.4113418734743108e-11,3.2691506517648764e-11,0.0006952021036355878,0.0009348550511183096,1.4313079300414533e-08,0.0001925072759918642,4.833582895206373e-12,0.0013926596932973122,6.314314890038102e-10,1.2696044230801288e-12,1.3914150867927173e-12,3.498133806549479e-07,1.6272821773594282e-06,0.0008603792555303368,1.0201262055055501e-05,4.2106620816807155e-12,3.1598536110517394e-05,1.0601007558857565e-07
0.00022474834921452265,0.9839416050760676,0.0007457768725777694,0.00017089133297695368,0.0003072817682768488,0.10897521271210815,0.0,0.0,0.0005790589686343043,1.1391576987127022e-05,0.6617449325538237,0.04258273643595503,5.948329585145412e-05,4.115720458658726e-10,1.2022674299517798e-07,4.355835488788594e-06,0.005867325820873705,0.005215059915159441,0.000264971064951265,1.2348018313490975e-05,0.029641932248614677,7.296953389023771e-07,9.725932714248964e-07,0.00020793093014558826,3.7621826580614034e-07,0.03939988614471412,3.2316270706178634e-06,0.004519281470787267,0.000836029686491698,1.889350779949071e-06,1.4520864587273705e-06,4.5539410209097445e-09,3.2166642505683495e-07,3.2339250159686616e-05,3.76,0.0,4.3488976678103293e-07,0.4844162974993356,0.22163314277518834,0.051283041510669335,1.0796950250130042,0.16417715647471617,6.594628031515642e-08,1.5166547623584504e-10,0.0007183623149680657,1.3874651785330803e-06,3.069884154086211e-10,6.545508699823688e-11,4.133718831532747e-09,0.0026872054050597997,1.8204191225879446e-10,0.00011156354544183193,8.843266899547779e-05,0.00030867438644391777,0.015238557710387856,2.9737143827802417e-06,3.955201308300674e-06,1.1075261557484733e-13,2.0072391859922184e-13,7.360111599580242e-08,1.0926028085767136e-07,2.7890055982123108e-05,9.850537972124696e-07,0.010594780831324972,4.0367769651674506e-11,1.5185842150039136e-07,0.0014199662331814563,1.7370861372223226e-09,1.007364871625224e-06,0.02234407714700487,0.031290745808791404,2.1293352964050815e-06,2.558464413465196e-10,2.9506276622932566e-10,2.4143143283643044e-06,0.025116923634527954,3.527685366859687e-07,5.15076818087055e-05,6.221398285633241e-06,1.3728715878257703e-05,0.007688641442547756,0.011275399539873521,3.4854316662082746e-09,8.646146869075937e-14,6.552484122199332e-06,4.0819375502567444e-07,5.610098031156746e-09,9.98677109805598e-05,1.2985849254473706e-07,2.861102771949432e-10,1.6532707636973974e-06,4.0263274551610565e-07,1.7804545430655904e-14,2.570141976410862e-05,1.1499205725442829e-08,1.405523416217179e-05,1.0330334160341892e-12,1.1600771455535837e-10,2.3796080074287475e-11,3.299761425093138e-11,0.0006944677576670553,0.000935240362450196,1.4318985750639944e-08,0.00019163063897579887,4.7747219528101825e-12,0.0014028618093545346,6.393303113901265e-10,1.2541434344432216e-12,1.4101064843255966e-12,3.47370492371912e-07,1.5991612224927464e-06,0.0008792857972087107,1.0442157201056764e-05,4.2089247234271214e-12,3.24144220992745e-05,1.0874909408952556e-07
0.00022642895842471116,0.984512012700974,0.0007523880922796379,0.00017063555715873924,0.00030849031432455913,0.1097142694417268,0.0,0.0,0.0005738919063092815,1.1245902363732267e-05,0.6664232010248959,0.043008453618885896,5.946573165537064e-05,4.2074460220361257e-10,1.210369704375188e-07,4.3718183639619194e-06,0.005886110146914418,0.005191831258068644,0.00026480260765034504,1.234383810115006e-05,0.02967877034582296,7.376819669847741e-07,9.778220937005655e-07,0.00020922007048253285,3.741185311755723e-07,0.038800319748677384,3.2740017574371336e-06,0.0045599780566691495,0.000840483844816899,1.9010304953929215e-06,1.453780946042494e-06,4.586520166353405e-09,3.223668930738517e-07,3.275562360696948e-05,3.76,0.0,4.3131883885715075e-07,0.4809871459213391,0.22351223770659145,0.051577996968824695,1.0818218244398228,0.16174590165901287,6.497142091211126e-08,1.4944236116976395e-10,0.0007132770754814474,1.3551676086103423e-06,3.0166277184779566e-10,6.465835665740985e-11,4.086149393172228e-09,0.002659126023795685,1.7797335017990888e-10,0.00011109330707958798,8.793623219644891e-05,0.0003048061777069448,0.015174298577121575,2.9539108003211432e-06,3.928873432039905e-06,1.1030843696757901e-13,1.9991859525965878e-13,7.33003925807831e-08,1.0761967608253883e-07,2.7516506108759684e-05,9.733919833454083e-07,0.010507479497736776,3.981973341140515e-11,1.5117859877790905e-07,0.0014199389591342023,1.7007021936482912e-09,1.0057729181045546e-06,0.022383158138287916,0.031165327154056198,2.1502035400030424e-06,2.503364040307799e-10,2.9561312057124945e-10,2.4075311150381535e-06,0.025364745278564353,3.5625086527906786e-07,5.186305589606943e-05,6.264039720729843e-06,1.3718743044237814e-05,0.007739159329810193,0.011398738600330173,3.456242543433934e-09,8.573737280573217e-14,6.574481156427071e-06,4.0909844099642747e-07,5.700683130296466e-09,9.984183245530526e-05,1.2932526201123245e-07,2.8932028586360594e-10,1.6575406373892059e-06,4.0381294098012907e-07,1.7655433719365708e-14,2.5434979927856396e-05,1.1411607196725184e-08,1.4099920829172189e-05,1.0144991381738027e-12,1.1732072812020599e-10,2.34833799711014e-11,3.33005136010137e-11,0.00069364378232398,0.0009353969864619241,1.4321391447275593e-08,0.00019075281241031362,4.716470733802457e-12,0.0014130658379080889,6.472272650950421e-10,1.2388426070302735e-12,1.4289256263806383e-12,3.4487366479021535e-07,1.571557432560519e-06,0.0008983718945309129,1.068650946364582e-05,4.2064515778053445e-12,3.324599923417823e-05,1.1154098238781457e-07
