Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456)
6.271764154343804e-09,0.6713187191155511,1.990384450895842e-10,1.117121246735813e-12,3.4608895286739846e-13,1.5817432421021354e-12,0.0,0.0,3.4410907705408554e-09,4.772537214611853e-14,2.942939019260992e-14,1.308683103109683e-13,1.3919457566332778e-12,9.326184879760845e-29,3.2815258935317713e-20,7.048217025924977e-13,1.8178001440528143e-11,4.8628337858897705e-12,3.664786294698215e-23,3.320979488867615e-23,8.35964525257055e-12,1.4273231818928292e-19,2.4339320673500276e-12,1.2279617294445067e-20,3.7919499442225814e-17,2.6716193005866604e-15,1.2333927463238637e-10,1.2690618707200096e-13,3.7103306494037654e-24,1.724157390838579e-23,2.3670522220997986e-20,1.616875918282199e-19,6.814973460850897e-13,1.0618228635288378e-16,3.76,0.0,0.7140130951539747,0.9995432944416894,1.0156458810530154e-14,4.349284155586754e-09,0.00026264632287021484,0.00025998353406272306,2.662590695207019e-06,1.5517615833589293e-11,0.0004567021087439888,3.61642017488233e-15,4.919940857437095e-17,1.8802345867649847e-18,1.0127399282481712e-18,3.4476916088551695e-12,1.5197792020694815e-13,2.0211436024176414e-12,1.2474388615961064e-12,8.15857612010433e-14,1.4172697243538784e-16,6.312659658725712e-13,5.2021763932860313e-14,2.126874796401408e-19,4.599627522442014e-19,2.8482472408034086e-14,1.6036774476747606e-19,1.8391944200678437e-14,6.759526910335599e-21,3.309872372733271e-12,8.15559906749856e-23,5.025955215935791e-16,1.599753513306102e-11,3.4323092316622264e-18,5.63794208367899e-10,2.1153938466963895e-10,2.851183981729887e-18,2.6733328065216607e-09,2.5708669327441296e-18,2.1181125675744748e-12,9.29127500135441e-11,1.7130357426791915e-16,2.262957537006977e-24,1.0689426230647488e-20,1.2559902378086876e-23,9.036973027514743e-23,4.35145605794518e-09,1.849432872692186e-15,2.32080880367352e-26,8.496913909801868e-31,3.524168651360391e-28,9.031272598776992e-12,1.6964912235532632e-22,6.483079568010147e-18,4.230815587066483e-27,3.704786404623789e-21,1.051228788346767e-21,2.418483598965109e-20,2.902704889859241e-31,5.11481568387504e-21,1.349600969789556e-16,4.9591663425584425e-18,8.093999131675724e-28,1.7791757277360686e-27,7.476482133065327e-22,1.708774542545324e-23
6.340575561063893e-09,0.6713190724212551,2.0327105197022367e-10,1.1486571665416625e-12,3.5734599358096894e-13,1.633349565844186e-12,0.0,0.0,3.4790013316532607e-09,4.8779619103001115e-14,3.051945516374166e-14,1.3507321472000636e-13,1.4287567441168786e-12,9.605868079602272e-29,3.344036660272141e-20,7.171316858326885e-13,1.840098108901907e-11,4.978678023463109e-12,3.806549803815678e-23,3.474305507921684e-23,8.54918969767649e-12,1.475897023672261e-19,2.452865525147647e-12,1.2685814143837456e-20,3.874616270402736e-17,2.775246600575387e-15,1.2506795096627605e-10,1.3028401751103162e-13,3.841503034937503e-24,1.7908882059121943e-23,2.4440582304465598e-20,1.6722643834217735e-19,6.99556722906185e-13,1.1029839632507756e-16,3.76,0.0,0.714010213948366,0.9995432943928945,1.0590254513852909e-14,4.396994184153389e-09,0.0002655274430703345,0.0002628624303233323,2.664811383397177e-06,1.56654658833112e-11,0.00045670211943235915,3.697350595418408e-15,4.9869795725636684e-17,1.9188326577473166e-18,1.0358117979685335e-18,3.525857353352528e-12,1.537563410634304e-13,2.049153643621096e-12,1.265272894754303e-12,8.37469578891772e-14,1.4722558223990596e-16,6.435714550376403e-13,5.3181965795663145e-14,2.2017184027830305e-19,4.709134820272771e-19,2.902990992333702e-14,1.6432263483817988e-19,1.8884446835612603e-14,7.1005035124456e-21,3.3462026796829764e-12,8.443761066020299e-23,5.138369372642181e-16,1.6172977350803967e-11,3.5572167962434844e-18,5.691849744653226e-10,2.160818031362557e-10,2.9369316984008324e-18,2.7015946095185805e-09,2.613191438399959e-18,2.1586935119541815e-12,9.390628350794104e-11,1.7591893285603667e-16,2.351229515466924e-24,1.1071104274955222e-20,1.3144218142491217e-23,9.451865633680553e-23,4.399213358637961e-09,1.8912497158762795e-15,2.451430604850623e-26,8.941590725341902e-31,3.704643384784503e-28,9.219273009132342e-12,1.7397126844504538e-22,6.697092177913957e-18,4.396504184635428e-27,3.804342320754173e-21,1.0977296765778521e-21,2.5001385995200572e-20,3.042659356654981e-31,5.323635254854848e-21,1.369209425335712e-16,5.121858432189805e-18,8.439168917142042e-28,1.877940781310609e-27,7.685831946125943e-22,1.7568330448332215e-23
6.409386967783982e-09,0.671319425725539,2.0754515911588387e-10,1.180702892982214e-12,3.6883932427807023e-13,1.686046564394148e-12,0.0,0.0,3.516915216533047e-09,4.98454106301508e-14,3.163668763402698e-14,1.3935802651362843e-13,1.466070602003178e-12,9.890522080378287e-29,3.406961564588793e-20,7.294871608189791e-13,1.8624459818963437e-11,5.095927238033552e-12,3.9521069584606176e-23,3.6326946409134054e-23,8.740892945727625e-12,1.5255682897566773e-19,2.471665877992909e-12,1.310081789333569e-20,3.958152420570326e-17,2.881605736625537e-15,1.2679695108569203e-10,1.3370885609575453e-13,3.975897016887682e-24,1.8593765525761112e-23,2.5226776325432e-20,1.7287960820986157e-19,7.178642603706111e-13,1.1452287910512724e-16,3.76,0.0,0.7140073327543737,0.9995432943566234,1.1037675179475974e-14,4.444704025025565e-09,0.0002684085516545974,0.00026574140942291045,2.6669376034265996e-06,1.5811800422378483e-11,0.00045670211759090746,3.779184684551147e-15,5.0540423182058576e-17,1.957762869547386e-18,1.059120500605975e-18,3.6049032774402757e-12,1.5553482683664227e-13,2.0771598139645583e-12,1.2831209883843617e-12,8.593783590927189e-14,1.5286923898694864e-16,6.559762237784661e-13,5.4355274737344956e-14,2.2782021705512585e-19,4.819661037865917e-19,2.9579907983445106e-14,1.6832731921759013e-19,1.9383927736409955e-14,7.45443681270896e-21,3.382533325929559e-12,8.739482060226755e-23,5.252056714994329e-16,1.6348417905454734e-11,3.685032321287027e-18,5.745599576168417e-10,2.2066991260554713e-10,3.0242742280401115e-18,2.729833903889073e-09,2.6556541009688242e-18,2.1995416532108388e-12,9.489262240150603e-11,1.8060076070928296e-16,2.4418539114587356e-24,1.1462138641464123e-20,1.374910545609878e-23,9.88121819918686e-23,4.446970966888878e-09,1.9335421739426628e-15,2.5879208118889995e-26,9.404361221895756e-31,3.891917863517002e-28,9.408978303105753e-12,1.7834585271348192e-22,6.915763298289106e-18,4.566638853027298e-27,3.9050561351991345e-21,1.145748040855141e-21,2.5836339973028166e-20,3.1877693530344913e-31,5.538853623643664e-21,1.3888369979540742e-16,5.2880220893711874e-18,8.79538346974377e-28,1.9809244189513278e-27,7.8982672609725135e-22,1.8056050144866152e-23
6.478198374504071e-09,0.671319779028403,2.1186067862128393e-10,1.2132604788937858e-12,3.805711798497117e-13,1.7398448522250948e-12,0.0,0.0,3.5548324223346807e-09,5.09227475891007e-14,3.278142792546339e-14,1.4372311061338535e-13,1.5038871440845024e-12,1.0180170819175251e-28,3.470296652685496e-20,7.418868551375945e-13,1.884843725746275e-11,5.214581548743573e-12,4.101514928128526e-23,3.7962446987063415e-23,8.934755107251107e-12,1.576349304683823e-19,2.4903340802951017e-12,1.35247207151092e-20,4.042557718881213e-17,2.990734115372638e-15,1.285262118231812e-10,1.371807105057108e-13,4.113559016879703e-24,1.929646635363542e-23,2.6029255259374826e-20,1.7864771965735455e-19,7.364199084366447e-13,1.1885721285712109e-16,3.76,0.0,0.7140044515719982,0.9995432943179688,1.1498997062534625e-14,4.492413678211106e-09,0.0002712896486229878,0.00026862046736371464,2.668973353143588e-06,1.595662614977152e-11,0.00045670211812744166,3.861922607248577e-15,5.121127861232771e-17,1.9970235659563193e-18,1.0826653560469413e-18,3.684829404679835e-12,1.5731337421949117e-13,2.1051610698742926e-12,1.3009825382488204e-12,8.81583891038223e-14,1.586599331513045e-16,6.684797749417949e-13,5.5541703500219116e-14,2.3563374504789005e-19,4.931193039537003e-19,3.0132402486368515e-14,1.7238181123509422e-19,1.9890391861985462e-14,7.821657051498928e-21,3.4188643114567616e-12,9.04288563578624e-23,5.367018109941471e-16,1.6523856797025547e-11,3.815782477120395e-18,5.79919184683429e-10,2.2530363534118995e-10,3.113222708865988e-18,2.758050698467093e-09,2.6982525418889915e-18,2.240654171915712e-12,9.587176693196101e-11,1.8534913384744343e-16,2.5348639397341616e-24,1.1862652964863631e-20,1.4375058968627264e-23,1.0325377090333861e-22,4.494728882276434e-09,1.9763103202977582e-15,2.7304776010897265e-26,9.885753328287081e-31,4.086152764735054e-28,9.60038168694533e-12,1.8277266911562063e-22,7.139143085600967e-18,4.7412835790924065e-27,4.006915209942174e-21,1.1953160940489941e-21,2.6689911803431914e-20,3.3381671969013423e-31,5.7606054807091964e-21,1.4084829180955698e-16,5.4576919568371535e-18,9.162885437288896e-28,2.0882523339802032e-27,8.113788932633786e-22,1.85509071979866e-23
6.5470097812241594e-09,0.671320132329847,2.1621752274441557e-10,1.246331961373882e-12,3.9254378858448324e-13,1.794755021075449e-12,0.0,0.0,3.5927529462113194e-09,5.2011630840503717e-14,3.39540159359818e-14,1.48168822763749e-13,1.542206166637067e-12,1.047483785189697e-28,3.534038009567145e-20,7.543295122562354e-13,1.9072913031668723e-11,5.334641058202668e-12,4.254831106323864e-23,3.96505384256484e-23,9.130776278927592e-12,1.6282523861650625e-19,2.5088710795020874e-12,1.3957614710244413e-20,4.127831490088982e-17,3.102669137486802e-15,1.3025567256135527e-10,1.4069958683545005e-13,4.254535714078037e-24,2.0017226647751964e-23,2.6848169599626807e-20,1.8453137578700205e-19,7.552236084907844e-13,1.2330287532769935e-16,3.76,0.0,0.7140015704012395,0.9995432942706208,1.197449894661024e-14,4.540123143717866e-09,0.00027417073397549015,0.00027149960030766607,2.6709224707301578e-06,1.6099950138989732e-11,0.00045670212735174267,3.9455645306949306e-15,5.188235058721738e-17,2.0366131004760293e-18,1.1064456943143225e-18,3.765635759883747e-12,1.5909198025927347e-13,2.1331564105131256e-12,1.3188569647391956e-12,9.040861029580748e-14,1.6459965502737953e-16,6.810816142999044e-13,5.67412649589547e-14,2.436135336554624e-19,5.043717705248916e-19,3.068733010785508e-14,1.7648612848565396e-19,2.040384395263246e-14,8.202498615958132e-21,3.4551956362485694e-12,9.354095958608464e-23,5.48325442025288e-16,1.6699294025528753e-11,3.949493645100108e-18,5.852626824443659e-10,2.2998289370923774e-10,3.2037882146656025e-18,2.7862450020539912e-09,2.7409844585393145e-18,2.2820282732611334e-12,9.684371979775972e-11,1.9016412622722518e-16,2.630292838602634e-24,1.2272770939090657e-20,1.5022579640305915e-23,1.0784693157922927e-22,4.542487104379315e-09,2.0195542254290566e-15,2.8793036587571284e-26,1.0386304278489492e-30,4.287510060288168e-28,9.79347638169165e-12,1.8725150996554618e-22,7.367281696348251e-18,4.9205024571382266e-27,4.109906807606378e-21,1.2464663685055721e-21,2.7562315591693566e-20,3.4939871256724576e-31,5.989027138746936e-21,1.4281464453626378e-16,5.630902616897194e-18,9.541920516737796e-28,2.200052275188733e-27,8.332397690711219e-22,1.9052903989183665e-23
6.615821187944248e-09,0.6713204856298708,2.206156039107826e-10,1.2799193614794753e-12,4.0475937218165977e-13,1.850787639957534e-12,0.0,0.0,3.6306767853136232e-09,5.311206124413451e-14,3.515479115133003e-14,1.5269550965120734e-13,1.581027447872382e-12,1.077454635747514e-28,3.598181758957461e-20,7.66813891378812e-13,1.929788676879543e-11,5.456105850660964e-12,4.4121131176244035e-23,4.139220572414761e-23,9.328956543165252e-12,1.6812898451244402e-19,2.527277816147411e-12,1.4399591908804337e-20,4.213973059546455e-17,3.2174481986451888e-15,1.3198527531060792e-10,1.4426548954566301e-13,4.398874045500389e-24,2.075628858049562e-23,2.7683669358610625e-20,1.9053116505252925e-19,7.742752930815061e-13,1.278613438841231e-16,3.76,0.0,0.7139986892420974,0.9995432942231923,1.2464462136651346e-14,4.587832421553732e-09,0.0002770518077120888,0.0002743788045812185,2.6727886298318967e-06,1.6241779860728925e-11,0.0004567021366512052,4.0301106223144384e-15,5.255362845206678e-17,2.076529836262244e-18,1.1304608547621541e-18,3.847322367828945e-12,1.608706422625063e-13,2.1611448790777203e-12,1.3367437136435327e-12,9.268849125687478e-14,1.7069039478008202e-16,6.937812505256286e-13,5.795397211932232e-14,2.517606669888817e-19,5.157221928772909e-19,3.124462827475518e-14,1.8064028572347545e-19,2.0924288522950297e-14,8.59730002330408e-21,3.491527300289202e-12,9.673237786029637e-23,5.600766504530525e-16,1.6874729590976773e-11,4.086191923369702e-18,5.905904775799431e-10,2.3470761018056604e-10,3.295981755877642e-18,2.8144168234071087e-09,2.7838476174604336e-18,2.3236611868816644e-12,9.780848625948771e-11,1.9504580967882236e-16,2.728173870677508e-24,1.2692616310012926e-20,1.56921747323859e-23,1.1259521730314031e-22,4.590245632776397e-09,2.0632739568531275e-15,3.0346062319465584e-26,1.0906560651080784e-30,4.4961529955845405e-28,9.988255623356308e-12,1.917821658702531e-22,7.600229287062247e-18,5.104359665170991e-27,4.2140180947158514e-21,1.2992317154836064e-21,2.845376566555743e-20,3.6553652998649288e-31,6.224256538098559e-21,1.4478268690490465e-16,5.807688591481823e-18,9.932737464355403e-28,2.316454044281653e-27,8.554094135346924e-22,1.9562042589413604e-23
6.684632594664337e-09,0.6713208389284745,2.2505483471430598e-10,1.3140246842120019e-12,4.172201457598197e-13,1.907953255173235e-12,0.0,0.0,3.668603936792584e-09,5.4224039658885387e-14,3.638409264776669e-14,1.5730350894488184e-13,1.6203507479066792e-12,1.1079319140974334e-28,3.66272406324571e-20,7.793387673591825e-13,1.9523358096123037e-11,5.578975989185593e-12,4.5734188167496564e-23,4.3188437268271424e-23,9.529295968073425e-12,1.7354739857152331e-19,2.5455552238778717e-12,1.4850744269863497e-20,4.30098175321424e-17,3.3351086896119488e-15,1.3371496471395088e-10,1.4787842146010437e-13,4.5466212062083836e-24,2.1513894393006634e-23,2.8535904068577764e-20,1.9664766144008053e-19,7.935748859044991e-13,1.3253409551736144e-16,3.76,0.0,0.7139958080945721,0.9995432941856871,1.2969170454617698e-14,4.635541511726615e-09,0.00027993286983276787,0.0002772580766756639,2.674575339253893e-06,1.638212318578435e-11,0.0004567021360212945,4.115561045432722e-15,5.322510196231344e-17,2.11677214610246e-18,1.1547101864726537e-18,3.9298892504620615e-12,1.6264935753200164e-13,2.1891255628786054e-12,1.354642256206419e-12,9.4998022705385e-14,1.7693414244915344e-16,7.065781951813618e-13,5.917983811778541e-14,2.6007620406065317e-19,5.271692617477677e-19,3.180423517961542e-14,1.848442909769665e-19,2.1451729861353784e-14,9.006403912220527e-21,3.5278593035630493e-12,1.000043641425615e-22,5.719555217226399e-16,1.7050163493382115e-11,4.225903129192632e-18,5.959025966686409e-10,2.394777073316516e-10,3.389814280152792e-18,2.842566171240177e-09,2.8268398418102338e-18,2.365550166748475e-12,9.876607414908584e-11,1.999942539019281e-16,2.828540322917208e-24,1.3122312877004829e-20,1.6384357799871674e-23,1.1750222606166776e-22,4.638004467046743e-09,2.1074695791203964e-15,3.196597158926536e-26,1.144707839045309e-30,4.71224607893183e-28,1.0184712662972343e-11,1.963644257260665e-22,7.838036014306273e-18,5.292919438654635e-27,4.319236142094195e-21,1.3536453048056916e-21,2.936447657375429e-20,3.8224398026708993e-31,6.466433248793757e-21,1.4675235081376652e-16,5.988084342185327e-18,1.0335588104221437e-27,2.4375894917295346e-27,8.778878736331876e-22,2.007832475760216e-23
6.753444001384426e-09,0.6713211922256583,2.2953512791142314e-10,1.348649919277893e-12,4.2992831786508013e-13,1.9662623903683913e-12,0.0,0.0,3.7065343978023372e-09,5.534756694276207e-14,3.7642259074844145e-14,1.6199314935227338e-13,1.6601758100991534e-12,1.1389178638416134e-28,3.7276611230586714e-20,7.919029305799286e-13,1.974932664098827e-11,5.703251516585714e-12,4.7388062818184126e-23,4.5040224782008776e-23,9.731794608498249e-12,1.7908171051309903e-19,2.5637042294912895e-12,1.5311163681552284e-20,4.388856897661672e-17,3.455687994016351e-15,1.3544468785816351e-10,1.5153838388436144e-13,4.6978246495394176e-24,2.2290286382142414e-23,2.9405022782415505e-20,2.0288142448762076e-19,8.13122302452416e-13,1.3732260675342466e-16,3.76,0.0,0.7139929269586635,0.9995432941556791,1.348891023447669e-14,4.683250414244446e-09,0.000282813920337512,0.0002801374132353016,2.6762859547905483e-06,1.6520988339325517e-11,0.00045670212788901575,4.201915958632373e-15,5.389676115797276e-17,2.1573384124194957e-18,1.179193049190363e-18,4.013336426501564e-12,1.644281232969967e-13,2.2170975901830663e-12,1.3725520872863041e-12,9.733719438412612e-14,1.8333288783206465e-16,7.194719627236574e-13,6.041887622222192e-14,2.685611787201132e-19,5.387116698897275e-19,3.2366089803407294e-14,1.8909815013448093e-19,2.1986172046831713e-14,9.430157039899863e-21,3.56419164605464e-12,1.0335817629369106e-22,5.839621408651523e-16,1.7225595732757337e-11,4.368652797421272e-18,6.011990662150471e-10,2.4429310784263106e-10,3.4852966731471406e-18,2.8706930542435952e-09,2.8699590081334272e-18,2.4076924910046835e-12,9.97164936410291e-11,2.0500952661785214e-16,2.9314255047953906e-24,1.3561984490644306e-20,1.7099648693292552e-23,1.2257160057965165e-22,4.685763606769583e-09,2.152141153996814e-15,3.3654929036224506e-26,1.2008422840361253e-30,4.935955068988719e-28,1.0382840766429111e-11,2.0099807691010674e-22,8.080752034675103e-18,5.486246075674147e-27,4.4255479313300366e-21,1.4097406244522577e-21,3.029466308433514e-20,3.995350641418087e-31,6.715698473433066e-21,1.4872357094920882e-16,6.172124270351146e-18,1.0750727337063064e-27,2.5635925164932047e-27,9.00675184250632e-22,2.060175196250057e-23
6.850161741710573e-09,0.6713216887994342,2.3590164659477513e-10,1.3982000821904998e-12,4.482127305122987e-13,2.050172016730236e-12,0.0,0.0,3.759853073789666e-09,5.694626421821825e-14,3.9460119212263765e-14,1.687232956633046e-13,1.7169995843261046e-12,1.1833342735969894e-28,3.8195934264677124e-20,8.09626594156743e-13,2.006777615384567e-11,5.8803026864185274e-12,4.9782786963997413e-23,4.773883132659228e-23,1.002006654055664e-11,1.8705874234026592e-19,2.5889982226813386e-12,1.5974147966629193e-20,4.5138331309556364e-17,3.6301741419234066e-15,1.37875856817873e-10,1.567621445347139e-13,4.916283014636196e-24,2.3413766804630718e-23,3.0655439322004646e-20,2.1184256800344417e-19,8.410159192608296e-13,1.4425161994331734e-16,3.76,0.0,0.7139888774032689,0.9995432941120616,1.424539580607423e-14,4.750307253162892e-09,0.0002868633556940494,0.00028418456201632957,2.67856782906581e-06,1.671368741420719e-11,0.000456702117889054,4.324821338044909e-15,5.4841106529666024e-17,2.2149008328710808e-18,1.2139984812741308e-18,4.132113666547027e-12,1.6692834457152402e-13,2.2563973863303534e-12,1.3977433730368064e-12,1.0067509968532911e-13,1.9259248215678677e-16,7.377575317849541e-13,6.21826977803423e-14,2.807755931873295e-19,5.550937542781252e-19,3.315948791074077e-14,1.951614584771463e-19,2.274919901218527e-14,1.005120194234057e-20,3.615259073579863e-12,1.0821287663993922e-22,6.010541486351535e-16,1.747217136786689e-11,4.574479417204772e-18,6.086171031670584e-10,2.5113782449557984e-10,3.62231172769018e-18,2.910188779159111e-09,2.930775731917643e-18,2.4673486735916725e-12,1.0104025893412764e-10,2.1217183726795547e-16,3.0803575939350177e-24,1.4197065209387284e-20,1.8145100485154447e-23,1.299784242968193e-22,4.752891889298762e-09,2.2157339383907252e-15,3.6149823492400757e-26,1.2833733186073987e-30,5.263584604945327e-28,1.0664131476781414e-11,2.0759736589946158e-22,8.430296763809799e-18,5.7661582106446554e-27,4.576798163208309e-21,1.4914932904695543e-21,3.1635422169516415e-20,4.248524570153451e-31,7.078310718132657e-21,1.5149672631250263e-16,6.437027818369284e-18,1.1355495765401907e-27,2.749186046245297e-27,9.332260195014354e-22,2.1349535448364964e-23
6.94687948203672e-09,0.6713221853704048,2.4234887338774103e-10,1.448786705521782e-12,4.669963367813883e-13,2.1363905671699756e-12,0.0,0.0,3.813178274453579e-09,5.856778111009316e-14,4.133660955554732e-14,1.7561621947941318e-13,1.7748132822020999e-12,1.2287659637969127e-28,3.912287846729459e-20,8.274222492093908e-13,2.0387206181843137e-11,6.060130371918376e-12,5.2260927608354427e-23,5.055193022954345e-23,1.0312604308921851e-11,1.952705759555675e-19,2.6140428978637516e-12,1.6655876013344936e-20,4.6405178989809584e-17,3.8106041677404366e-15,1.4030685865028872e-10,1.6207881227624946e-13,5.1417971421125845e-24,2.457551232085563e-23,3.193991572478941e-20,2.2103792302013485e-19,8.693986672976952e-13,1.5141633571915516e-16,3.76,0.0,0.7139848278708238,0.9995432940623838,1.5032958381496937e-14,4.8173637213943966e-09,0.0002909127681024743,0.00028823182331185187,2.6807142160288583e-06,1.6903507696861793e-11,0.00045670211393788595,4.44951434887667e-15,5.578577607147186e-17,2.273095642616628e-18,1.249262312549621e-18,4.252630070443579e-12,1.694286538647748e-13,2.2956762345855907e-12,1.4229547298408126e-12,1.040715054301513e-13,2.0216773721961507e-16,7.562320971531042e-13,6.397260583584578e-14,2.933294490388378e-19,5.716580017549733e-19,3.395704281693832e-14,2.0132330809924083e-19,2.352607448491148e-14,1.0702869130479934e-20,3.666327171179978e-12,1.1323525038725868e-22,6.183989313630833e-16,1.771874371761199e-11,4.786427746977234e-18,6.160043490981404e-10,2.580716742896155e-10,3.762637446018313e-18,2.9496401646472244e-09,2.9918336552811447e-18,2.527492615319018e-12,1.0234992729428424e-10,2.1946647947964774e-16,3.234424057053436e-24,1.485244110263241e-20,1.9238725778422416e-23,1.3772369373438526e-22,4.820020773271133e-09,2.2802672713850887e-15,3.87918038846886e-26,1.37029531097209e-30,5.607057586547582e-28,1.0948691601523498e-11,2.1429716150634697e-22,8.789778482863782e-18,6.05579387782536e-27,4.7301467082693385e-21,1.57673008680205e-21,3.301567899743841e-20,4.513909890430508e-31,7.45561139344677e-21,1.5427266613893514e-16,6.709293667607595e-18,1.1985778023816244e-27,2.9450490645248757e-27,9.663870885246563e-22,2.2111439311547902e-23
7.043597222362867e-09,0.6713226819385697,2.488765675812887e-10,1.500415174785356e-12,4.86285203717564e-13,2.224947037523691e-12,0.0,0.0,3.8665099918965815e-09,6.021211999202056e-14,4.327266591937782e-14,1.826727469890235e-13,1.8336160472471794e-12,1.275218809356111e-28,4.0057342047730625e-20,8.452866880889927e-13,2.070761569068522e-11,6.242734540928241e-12,5.4824120081162e-23,5.348230462146024e-23,1.0609407951637037e-11,2.0372061854524607e-19,2.638840761311088e-12,1.73566022631333e-20,4.7689093377401465e-17,3.9970817658595755e-15,1.4273756751491798e-10,1.6748837766172223e-13,5.3745013946034275e-24,2.577619608070158e-23,3.325886110251963e-20,2.304689052540427e-19,8.982702413921456e-13,1.588208477894353e-16,3.76,0.0,0.7139807783613283,0.9995432940054579,1.5852418018439507e-14,4.884419818961235e-09,0.00029496215756274477,0.0002922791891240899,2.682733113694593e-06,1.709047479941083e-11,0.0004567021172240485,4.575995427397354e-15,5.673074748595178e-17,2.3319184461346735e-18,1.2849828679121258e-18,4.374885685972968e-12,1.7192904503625975e-13,2.3349320678825677e-12,1.448184958346406e-12,1.0752637476376884e-13,2.1206417368916344e-16,7.748943394144645e-13,6.578863854730748e-14,3.062253674440896e-19,5.884008164296044e-19,3.4758592592353164e-14,2.0758372932258137e-19,2.4316807992229958e-14,1.1386162477821191e-20,3.717395938813948e-12,1.1842884305466336e-22,6.35996721021378e-16,1.796531278202827e-11,5.004565893677705e-18,6.233608772856708e-10,2.6509444354972885e-10,3.906303466071703e-18,2.989047234874043e-09,3.053127480726091e-18,2.588116994570618e-12,1.0364554640844589e-10,2.26893624197637e-16,3.393717578936241e-24,1.5528456306835653e-20,2.0382031149432365e-23,1.4581797314429428e-22,4.887150257520088e-09,2.345741300141228e-15,4.158735768422006e-26,1.4617747876085388e-30,5.966846264309795e-28,1.123650258894346e-11,2.210968618009918e-22,9.159336464563917e-18,6.355332437460673e-27,4.885556760927262e-21,1.6655471737643995e-21,3.4436032057276895e-20,4.791914784483054e-31,7.848009097085507e-21,1.570512334090974e-16,6.989016740716529e-18,1.2642312994371786e-27,3.151573934178473e-27,1.0001583852342963e-21,2.2887465138421695e-23
7.1403149626890135e-09,0.6713231785039291,2.554844890633586e-10,1.5530908231731687e-12,5.060853729503131e-13,2.3158703360207265e-12,0.0,0.0,3.91984821822239e-09,6.187928323419577e-14,4.5269222336758486e-14,1.8989367165119775e-13,1.893406970318142e-12,1.322698551455543e-28,4.099922463215388e-20,8.632167606333964e-13,2.1029003646293154e-11,6.428115102075893e-12,5.747400867859125e-23,5.653274804541637e-23,1.091047746484734e-11,2.1241227431965178e-19,2.6633942935612258e-12,1.807658088175687e-20,4.899005585548608e-17,4.189710582317601e-15,1.4516786530998945e-10,1.7299082645067815e-13,5.614531149033884e-24,2.701649135152156e-23,3.4612682719325775e-20,2.4013687938052644e-19,9.276303105431899e-13,1.6646924721853187e-16,3.76,0.0,0.7139767288747827,0.9995432939471767,1.6704604440289072e-14,4.951475545885776e-09,0.00029901152407481925,0.00029632665193976294,2.6846320355714588e-06,1.727461532049859e-11,0.0004567021218544852,4.704265002554924e-15,5.767599996301031e-17,2.3913648850308793e-18,1.321158510918535e-18,4.4988805555501725e-12,1.744295122416287e-13,2.3741629489083863e-12,1.4734329337803392e-12,1.110396677663046e-13,2.2228731019965557e-16,7.937429502632934e-13,6.763083458238059e-14,3.1946587422522974e-19,6.053186177710874e-19,3.556397813703054e-14,2.139427429151035e-19,2.512140840171891e-14,1.2102101725490892e-20,3.76846537644144e-12,1.237972203546044e-22,6.538477479798383e-16,1.8211878561151656e-11,5.2289608993094114e-18,6.306867609191635e-10,2.7220591900362156e-10,4.053339206495015e-18,3.0284100140473084e-09,3.1146521139608062e-18,2.649214579974609e-12,1.0492717099880215e-10,2.3445343608303746e-16,3.558330914760202e-24,1.6225454984998795e-20,2.1576547699840345e-23,1.5427200162710065e-22,4.954280340879719e-09,2.4121561629131367e-15,4.454316260180785e-26,1.5579820305757213e-30,6.343427383569114e-28,1.1527545944878099e-11,2.2799586091430805e-22,9.539109981745062e-18,6.66495349266429e-27,5.042991311553116e-21,1.7580419422734615e-21,3.5897080646297357e-20,5.082955028514075e-31,8.255918907540886e-21,1.5983228001446567e-16,7.276291726792866e-18,1.3325851763717685e-27,3.369161011297574e-27,1.0345398658760495e-21,2.3677613601431624e-23
