Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376)
1.1784476501399718e-05,0.8222579870904562,3.365523670792925e-07,1.521622056316575e-07,1.287489689971181e-07,3.112833697506994e-06,0.0,0.0,1.2811756748754528e-06,1.069581037850499e-08,3.373617699388568e-05,4.970505498664781e-07,1.126811829270689e-08,4.6785736221306146e-20,6.946276716652098e-14,1.0990045832365447e-09,8.591572481795101e-07,7.190410236853851e-05,9.514432180945715e-10,1.5093207729776674e-10,0.0006461955005335771,1.3936903282632793e-09,3.522105394362056e-11,1.3580619689926288e-12,1.6044263245768875e-11,6.219493891163077e-06,4.23831828328913e-11,2.066395711756746e-12,4.238049350008499e-12,2.929365460753809e-14,9.54994240663081e-13,1.750942503561203e-15,8.50247994829512e-11,1.857935212790884e-12,3.76,0.0,0.001283313222404937,0.9989233589710163,3.104758630949528e-06,3.774281695160969e-08,0.6347366551932542,0.6333229738701035,1.279040324290035e-07,1.4450316972484682e-10,0.0009903136105099985,2.5020060479486506e-07,4.240770827619367e-11,2.265599083367605e-13,9.077184291499184e-12,5.233895848385984e-05,9.600118311586294e-10,8.297803292643311e-08,8.732165815761587e-08,1.0944477458394636e-06,8.599239309886464e-06,1.1899023573104683e-08,1.4717394723737123e-08,3.0285771852168233e-15,1.022256100411647e-15,4.344435496925224e-11,6.948256557729543e-11,1.2861308744678033e-07,2.4384899397729737e-09
1.190872296424352e-05,0.8222702799431809,3.4104259747436157e-07,1.5423427390075817e-07,1.3095160601170803e-07,3.185658393957402e-06,0.0,0.0,1.3012823646780642e-06,1.0902603383616266e-08,3.4495530875068346e-05,5.083733625301152e-07,1.1417617385593692e-08,4.870910038912186e-20,7.136827841698472e-14,1.1142876695669573e-09,8.808832523952911e-07,7.278819396887161e-05,9.776495725160485e-10,1.5493536649478722e-10,0.0006543539135200359,1.4114081054824733e-09,3.5710960519380804e-11,1.428170352837028e-12,1.6452551120138175e-11,6.361248373379424e-06,4.309705173129812e-11,2.179391390888306e-12,4.497057045233912e-12,3.078525483868902e-14,9.805429839643036e-13,1.791921165298759e-15,8.649115761242067e-11,1.908230192060499e-12,3.76,0.0,0.0012021083395884135,0.9989221446031614,3.1858111876381543e-06,3.91072946495797e-08,0.6348266648917545,0.6333946838103655,1.2570431834668247e-07,1.4444294643463813e-10,0.0009903124060635952,2.5334783340103103e-07,4.2544841798655475e-11,2.301574901936831e-13,9.233290259745491e-12,5.2815240244894116e-05,9.60105027892907e-10,8.417200446083697e-08,8.84934405890287e-08,1.110328992299794e-06,8.791734616630579e-06,1.2056994228616765e-08,1.4914805138715643e-08,3.0706815715768128e-15,1.0364587923465103e-15,4.404780454537746e-11,7.042713222331389e-11,1.3035805303212578e-07,2.4931016326123927e-09
1.2032969427087322e-05,0.8222818727799479,3.455717465706505e-07,1.5632603747448766e-07,1.3317889282282918e-07,3.259447420124841e-06,0.0,0.0,1.3214947447546038e-06,1.1110641395287603e-08,3.526307381681515e-05,5.198531329448726e-07,1.1567357433390494e-08,5.069706866423799e-20,7.33095655562524e-14,1.1297117963718253e-09,9.029609704418069e-07,7.367218279559692e-05,1.0043464089593566e-09,1.5901136335489315e-10,0.000662513108221118,1.4291271521227942e-09,3.620540022262637e-11,1.5012651002100198e-12,1.6867556722282492e-11,6.5049267367298194e-06,4.3818978008420985e-11,2.2976295756429907e-12,4.769218603442975e-12,3.233869179984391e-14,1.0065348783410386e-12,1.8335021879284926e-15,8.797354647530259e-11,1.9593989305231634e-12,3.76,0.0,0.0011260463568209783,0.9989209256417756,3.2682543221343663e-06,4.050633637010608e-08,0.6349115389743609,0.6334612437581093,1.2364382840402935e-07,1.443863995755509e-10,0.0009903111970674492,2.564966749328489e-07,4.268277301762505e-11,2.337912450723092e-13,9.391094748167423e-12,5.328857398057236e-05,9.601912251740462e-10,8.537772873586268e-08,8.96764429597858e-08,1.1263611387806137e-06,8.986651286763183e-06,1.2216261409765359e-08,1.5113837928775306e-08,3.113175938895934e-15,1.0507931026334393e-15,4.46568476050858e-11,7.137388187935438e-11,1.3211967833602776e-07,2.5484015249328103e-09
1.2157215889931124e-05,0.822292810005855,3.5014017084030805e-07,1.5843765151439544e-07,1.3543101713891502e-07,3.334207570300733e-06,0.0,0.0,1.3418129499109114e-06,1.1319920656547841e-08,3.603881039618615e-05,5.314913170256701e-07,1.1717340376827411e-08,5.2751444101449935e-20,7.528709480754485e-14,1.1452783963215006e-09,9.253938852654193e-07,7.455606294163518e-05,1.031539923209018e-09,1.6316096577118275e-10,0.0006706730145850489,1.4468473383429181e-09,3.6704419606862463e-11,1.5774496410237645e-12,1.7289349091518618e-11,6.650545001994027e-06,4.454905503511933e-11,2.4213135840918902e-12,5.055078688121941e-12,3.3956023518869945e-14,1.0329748126782725e-12,1.8756923331542582e-15,8.94721081099478e-11,2.0114509599620463e-12,3.76,0.0,0.001054801561879465,0.9989197020497222,3.3521031635180134e-06,4.194049719774112e-08,0.6349916030716778,0.6335229794544797,1.2171374467705021e-07,1.443332962174576e-10,0.0009903099834840856,2.59647120438169e-07,4.2821527172331607e-11,2.3746150385881496e-13,9.550612163968006e-12,5.375899880053619e-05,9.602708763571163e-10,8.659532631396141e-08,9.087078546841427e-08,1.1425458917706193e-06,9.184009563878705e-06,1.2376840165291954e-08,1.5314511793092054e-08,3.1560641627447606e-15,1.0652603422725716e-15,4.527153998440064e-11,7.232282370125516e-11,1.338981472267534e-07,2.604395331566555e-09
1.2281462352774927e-05,0.8223031332138659,3.5474822546235965e-07,1.6056927209414509e-07,1.3770816889079247e-07,3.4099457154099018e-06,0.0,0.0,1.362237126412159e-06,1.153043783966397e-08,3.6822745925065274e-05,5.432893850307185e-07,1.1867568258136052e-08,5.487407391524551e-20,7.730133752011951e-14,1.1609888966720969e-09,9.48185508365436e-07,7.543982890705852e-05,1.059236374038687e-09,1.67385080730967e-10,0.0006788335669706573,1.4645685432182185e-09,3.720806513985581e-11,1.6568302991972841e-12,1.771799787554608e-11,6.798119345733369e-06,4.528737632470383e-11,2.550653213683564e-12,5.35520008365486e-12,3.563936304762208e-14,1.0598677421500024e-12,1.918498416678756e-15,9.098698540944413e-11,2.064395912716587e-12,3.76,0.0,0.0009880688706803377,0.9989184737890413,3.437372971490672e-06,4.3410337873009616e-08,0.635067162191114,0.6335801960065602,1.199058085208206e-07,1.442834181706379e-10,0.0009903087652756712,2.627991624506346e-07,4.2961128515400534e-11,2.411685990922029e-13,9.711857379996857e-12,5.4226553992235474e-05,9.603443805220604e-10,8.782491735121252e-08,9.20765876198551e-08,1.1588849420124895e-06,9.383829949214178e-06,1.253874542871742e-08,1.5516845234456668e-08,3.1993501080615362e-15,1.0798618132082532e-15,4.589193673123791e-11,7.327396738535466e-11,1.3569364213362577e-07,2.661088840800707e-09
1.2405708815618729e-05,0.8223128813629158,3.593962646802377e-07,1.6272105628571656e-07,1.400105402589186e-07,3.4866688022807577e-06,0.0,0.0,1.3827674316927644e-06,1.174219002604158e-08,3.761488644893917e-05,5.552488215253216e-07,1.201804321668092e-08,5.706684882194881e-20,7.935277017416401e-14,1.1768447195875764e-09,9.713393799681995e-07,7.63234755734944e-05,1.0874420841645664e-09,1.716846244495487e-10,0.0006869947038680231,1.4822906541315426e-09,3.7716383270559986e-11,1.7395163592993187e-12,1.8153573335093785e-11,6.9476660998883905e-06,4.603403555492736e-11,2.6858649097463255e-12,5.670164179255984e-12,3.7390879676396747e-14,1.0872186888782295e-12,1.9619273775668528e-15,9.251832216314029e-11,2.1182435220737327e-12,3.76,0.0,0.0009255625208497327,0.9989172408209762,3.524079137253076e-06,4.491642483880299e-08,0.6351385020230348,0.633633179194145,1.1821228413533826e-07,1.4423656107476907e-10,0.000990307542404061,2.6595279490288386e-07,4.310160038201935e-11,2.449128683072882e-13,9.874845481450256e-12,5.469127899526174e-05,9.604121274773826e-10,8.90666216847125e-08,9.32939683284468e-08,1.1753799663266286e-06,9.586133197418076e-06,1.2701992009495804e-08,1.5720856600500914e-08,3.2430376339803105e-15,1.0945988092904173e-15,4.6518092830906313e-11,7.422732292981538e-11,1.3750634423206788e-07,2.7184879132043494e-09
1.2529955278462531e-05,0.822322090944737,3.6408464230744984e-07,1.6489316223684343e-07,1.4233832569600539e-07,3.5643838530061684e-06,0.0,0.0,1.4034040340913381e-06,1.1955174687073706e-08,3.841523874580009e-05,5.67371125354674e-07,1.2168767485226127e-08,5.93317035341336e-20,8.144187448586446e-14,1.192847284843287e-09,9.948590692109644e-07,7.720699818019844e-05,1.116163441204674e-09,1.760605225093606e-10,0.000695156367636781,1.5000135662052643e-09,3.8229420212585865e-11,1.8256201345425176e-12,1.8596146349307358e-11,7.09920175149609e-06,4.678912663140802e-11,2.8271719375668512e-12,6.0005714635555505e-12,3.9212800172934907e-14,1.115032743500843e-12,2.005986237669469e-15,9.406626309557754e-11,2.1730036226943336e-12,3.76,0.0,0.0008670148480328843,0.9989160031059964,3.612237184414817e-06,4.645933028684361e-08,0.6352058901641913,0.6336821966937496,1.166259248593855e-07,1.4419253351374857e-10,0.0009903063148293681,2.6910801304533786e-07,4.3242965254510016e-11,2.48694644719443e-13,1.0039591101351146e-11,5.5153213377581966e-05,9.604744976874258e-10,9.03205589198414e-08,9.45230460189508e-08,1.1920326293353224e-06,9.790940312704404e-06,1.286659448640402e-08,1.5926564037321345e-08,3.287130589296841e-15,1.1094726332339861e-15,4.7150063881638776e-11,7.518290137482452e-11,1.3933643361800763e-07,2.776598480569374e-09
1.2654201741306333e-05,0.8223307961401195,3.688137118545452e-07,1.67085749244523e-07,1.4469172194956388e-07,3.6430979643811527e-06,0.0,0.0,1.4241471126061976e-06,1.2169389665910821e-08,3.922381032517012e-05,5.796578096305003e-07,1.2319743386419003e-08,6.167061991289253e-20,8.356913755058772e-14,1.2089980105722306e-09,1.0187481743329531e-06,7.809039230169697e-05,1.145406898642311e-09,1.805137099905734e-10,0.0007033185042609654,1.5177371817718263e-09,3.87472221234985e-11,1.915257036155815e-12,1.904578842052875e-11,7.2527429425218165e-06,4.75527437422999e-11,2.9748045582446404e-12,6.3470420300425386e-12,4.110741004524845e-14,1.1433150666799973e-12,2.0506820591120243e-15,9.563095390267905e-11,2.2286861510734983e-12,3.76,0.0,0.000812175139702861,0.9989147606038203,3.701862769934605e-06,4.8039632204253016e-08,0.6352695772636682,0.6337274992250994,1.1513994396402425e-07,1.4415115617677773e-10,0.000990305082511371,2.722648133702212e-07,4.338524482223467e-11,2.525142624310426e-13,1.0206109382274262e-11,5.5612396813555764e-05,9.605318129784753e-10,9.158684851284453e-08,9.576393872192659e-08,1.2088445850919795e-06,9.998272545370168e-06,1.3032567361148067e-08,1.6133985542968245e-08,3.331632819707587e-15,1.1244845828877739e-15,4.778790470116514e-11,7.614071429018271e-11,1.411840894722212e-07,2.8354265449614052e-09
1.2778448204150135e-05,0.8223390289652742,3.73583826762997e-07,1.6929897782388963e-07,1.470709280831047e-07,3.7228183074036927e-06,0.0,0.0,1.444996856670706e-06,1.2384833160123548e-08,4.004060942724428e-05,5.921104017265641e-07,1.2470973329220065e-08,6.408562679767198e-20,8.573505184997461e-14,1.225298312745405e-09,1.0430103228757912e-06,7.89736538267532e-05,1.175178976804501e-09,1.8504513160330254e-10,0.0007114810631193558,1.5354614098801648e-09,3.926983530698469e-11,2.0085456441677424e-12,1.9502571679142003e-11,7.408306469798428e-06,4.832498136890066e-11,3.129000208462759e-12,6.710216093574595e-12,4.3077054828450614e-14,1.1720708897128097e-12,2.096022032951044e-15,9.721254128722238e-11,2.285301146034054e-12,3.76,0.0,0.0007608085615603864,0.9989135132734324,3.79297168508988e-06,4.9657914420257104e-08,0.6353297980962554,0.6337693216250102,1.1374798455088698e-07,1.441122611204928e-10,0.0009903038454099468,2.754231935404799e-07,4.352846003836403e-11,2.563720631924474e-13,1.037441586042806e-11,5.606886906347641e-05,9.605843896769828e-10,9.286560984354576e-08,9.701676415954659e-08,1.2258174786212604e-06,1.0208151388655416e-05,1.3199925088503389e-08,1.6343139026009173e-08,3.376548174641045e-15,1.1396359470746005e-15,4.8431669995508676e-11,7.710077329589044e-11,1.4304949021539352e-07,2.8949781778475665e-09
1.2902694666993937e-05,0.822346819408927,3.783953408980451e-07,1.715330097691309e-07,1.494761454928367e-07,3.8035521268529915e-06,0.0,0.0,1.4659534659495158e-06,1.2601503705229689e-08,4.086564502214968e-05,6.047304432805806e-07,1.262245980593186e-08,6.657879961227661e-20,8.794011532599217e-14,1.2417496074744808e-09,1.0676491718926701e-06,7.98567789387062e-05,1.205486263844009e-09,1.8965574182792067e-10,0.0007196439967703395,1.5531861658356475e-09,3.979730596585501e-11,2.1056077796199543e-12,1.9966568889439547e-11,7.565909285064306e-06,4.9105934339624066e-11,3.2900036840371073e-12,7.090754518176442e-12,4.512414139781798e-14,1.2013055160697776e-12,2.1420134488977795e-15,9.881117299240872e-11,2.3428587492519432e-12,3.76,0.0,0.0007126951519273477,0.9989122610731058,3.8855798564739246e-06,5.131476665306078e-08,0.635386772567839,0.6338078838532573,1.1244409113702157e-07,1.440756910460658e-10,0.0009903026034830016,2.785831523232877e-07,4.367263117316617e-11,2.602683842761553e-13,1.0544525423619722e-11,5.652266995467199e-05,9.606325514664808e-10,9.415696228848287e-08,9.828163983022619e-08,1.2429529473738123e-06,1.0420598575926013e-05,1.3368681924076448e-08,1.655404225434276e-08,3.421880501165605e-15,1.1549280280738884e-15,4.9081415498502396e-11,7.80630910684566e-11,1.4493281365427911e-07,2.9552595193102202e-09
1.302694112983774e-05,0.8223541955607316,3.8324860864674277e-07,1.7378800821133162e-07,1.5190757792454712e-07,3.885306740935591e-06,0.0,0.0,1.4870171501514714e-06,1.2819400159056906e-08,4.169892680931787e-05,6.17519490208195e-07,1.2774205389500653e-08,6.91522638559157e-20,9.018483155323505e-14,1.2583533124436733e-09,1.0926684081626573e-06,8.073976409714371e-05,1.2363354167195952e-09,1.9434650504612023e-10,0.0007278072607503783,1.57091137077126e-09,4.03296802410716e-11,2.206568578236496e-12,2.043785345507682e-11,7.72556849509708e-06,4.989569788975379e-11,3.458067327447228e-12,7.489339356341444e-12,4.725113930715745e-14,1.2310243231883178e-12,2.1886636211930146e-15,1.0042699783268852e-10,2.401369205812479e-12,3.76,0.0,0.0006676288798278159,0.9989110039604165,3.979703347018997e-06,5.301078455692065e-08,0.6354407066571212,0.6338433919347366,1.1122268652484754e-07,1.4404129859261438e-10,0.0009903013566880154,2.817446895278469e-07,4.381777786325328e-11,2.642035621507331e-13,1.0716453470568432e-11,5.6973839364110814e-05,9.606765566443936e-10,9.546102529190867e-08,9.955868308993245e-08,1.2602526225995864e-06,1.063563607816061e-05,1.353885206691152e-08,1.676671288541804e-08,3.467633649085669e-15,1.1703621281596482e-15,4.973719616710665e-11,7.9027680877172e-11,1.46834237119394e-07,3.0162767773585116e-09
1.3151187592681542e-05,0.8223611837315477,3.881439850285021e-07,1.760641376737765e-07,1.543654314905944e-07,3.968089540980855e-06,0.0,0.0,1.5081881288578506e-06,1.303852168691162e-08,4.254046521696782e-05,6.30479112724922e-07,1.292621273060044e-08,7.180819583047916e-20,9.246970976449787e-14,1.2751108458436964e-09,1.1180717484129425e-06,8.162260602061428e-05,1.2677331621892416e-09,1.99118395670793e-10,0.0007359708133852187,1.5886369512478998e-09,4.08670045297124e-11,2.31155656558566e-12,2.0916499424101984e-11,7.887301361937244e-06,5.069436766296401e-11,3.633451219546926e-12,7.906674400056537e-12,4.946058215209136e-14,1.2612327630724432e-12,2.235979994980983e-15,1.0206016572430205e-10,2.460842864796817e-12,3.76,0.0,0.0006254167627230913,0.9989097418922589,4.075358357044707e-06,5.474656976944121e-08,0.6354917932976949,0.6338760388419593,1.100785470937895e-07,1.4400894574108588e-10,0.000990300104983102,2.8490780594721403e-07,4.396391915814442e-11,2.6817794399297784e-13,1.0890216059188755e-11,5.7422417202206464e-05,9.607166574902757e-10,9.677791842646673e-08,1.0084801122382252e-07,1.2777181306453643e-06,1.0853286101723942e-05,1.3710449742525886e-08,1.698116853973597e-08,3.513811479917235e-15,1.1859395383006329e-15,5.039906667230166e-11,7.999455575052647e-11,1.487539375949833e-07,3.0780362273099497e-09
1.3275434055525344e-05,0.8223678085661025,3.9308182617498825e-07,1.783615641200212e-07,1.568499146825314e-07,4.051907991201659e-06,0.0,0.0,1.5294666313681204e-06,1.3258867747525161e-08,4.339027140169648e-05,6.43610895372437e-07,1.3078484555252386e-08,7.454882139737911e-20,9.479526488591798e-14,1.2920236279085715e-09,1.1438629395493336e-06,8.25053016704585e-05,1.2996862978070432e-09,2.039723982870635e-10,0.00074413461561304,1.6063628388818649e-09,4.140932529379873e-11,2.420703733755643e-12,2.1402581495105962e-11,8.051125303193378e-06,5.150203975323494e-11,3.816423375269355e-12,8.343485743786904e-12,5.175506896137635e-14,1.2919363637304842e-12,2.2839701373054715e-15,1.0371082771467208e-10,2.5212901798976457e-12,3.76,0.0,0.0005858780401227019,0.9989084748248628,4.172561225330179e-06,5.652272995912305e-08,0.6355402132042595,0.6339060053216574,1.0900677838201727e-07,1.4397850323159416e-10,0.000990298848324155,2.8807250330389206e-07,4.4111073564233e-11,2.721918728510917e-13,1.1065828367970393e-11,5.786844339789326e-05,9.607531347247902e-10,9.810776145415563e-08,1.0214974151688329e-07,1.2953510941800017e-06,1.107357108640993e-05,1.3883489009127423e-08,1.7197426753741587e-08,3.5604178598914835e-15,1.201661566580435e-15,5.1067083194143646e-11,8.096372977903989e-11,1.5069209184161072e-07,3.1405442112360927e-09
1.3399680518369146e-05,0.8223740931485182,3.9806248943148476e-07,1.8068045499923988e-07,1.5936123838377076e-07,4.136769628516518e-06,0.0,0.0,1.550852896559409e-06,1.348043807974855e-08,4.4248357248174376e-05,6.569164370554184e-07,1.3231023662820505e-08,7.737641934713147e-20,9.716201772511662e-14,1.3090930830758853e-09,1.1700457588900857e-06,8.338784823580147e-05,1.3322016929134874e-09,2.0890950778436658e-10,0.0007522986308187854,1.6240889699976906e-09,4.195668892262419e-11,2.53414561956734e-12,2.189617502335061e-11,8.217057892427422e-06,5.231881077163481e-11,4.007259943516473e-12,8.8005223596473e-12,5.413726561524723e-14,1.3231407312792064e-12,2.332641622982812e-15,1.053791360089644e-10,2.5827217100630563e-12,3.76,0.0,0.0005488433995326301,0.998907202713805,4.271328430208643e-06,5.83398788731858e-08,0.635586135646504,0.6339334606690323,1.0800279705669617e-07,1.439498499599208e-10,0.000990297586666376,2.912387841989515e-07,4.425925908534748e-11,2.762456880978826e-13,1.1243306014998082e-11,5.831195788499753e-05,9.60786195354704e-10,9.945067438789107e-08,1.0346399132368947e-07,1.3131531333504939e-06,1.1296513703738632e-05,1.4057983871381644e-08,1.7415504983707777e-08,3.607456662460691e-15,1.2175295270676886e-15,5.1741301169575065e-11,8.193521780532867e-11,1.5264887651164735e-07,3.203807137489958e-09
1.3523926981212948e-05,0.8223800591011536,4.0308633334671814e-07,1.8302097929098317e-07,1.6189961588377146e-07,4.222682062409714e-06,0.0,0.0,1.572347172757535e-06,1.3703232689966834e-08,4.511473536894361e-05,6.703973510855367e-07,1.3383832923643106e-08,8.029332332883062e-20,9.957049503243996e-14,1.3263206388127218e-09,1.196624014406306e-06,8.427024311934436e-05,1.3652862896370344e-09,2.139307294836377e-10,0.0007604628246789749,1.6418152853046018e-09,4.250914210207693e-11,2.6520213843648795e-12,2.2397356026035565e-11,8.385116859615904e-06,5.314477784208547e-11,4.206245411515871e-12,9.278556684989313e-12,5.660990628943341e-14,1.3548515505945374e-12,2.382002153489296e-15,1.0706524399659604e-10,2.6451481201681998e-12,3.76,0.0,0.0005141542514261293,0.9989059255140201,4.371676590684023e-06,6.019863638568645e-08,0.6356297191739847,0.6339585634529711,1.0706231095563047e-07,1.439228724948175e-10,0.0009902963199662968,2.944066520644566e-07,4.4408493260956976e-11,2.8033974319220496e-13,1.1422665651644406e-11,5.875300058953643e-05,9.608160336971682e-10,1.0080677754251949e-07,1.0479087812851922e-07,1.3311258668741758e-06,1.1522136855492273e-05,1.4233948428795416e-08,1.763542068860404e-08,3.6549317794253125e-15,1.233544719002085e-15,5.2421775408614636e-11,8.290903409586036e-11,1.5462446825836178e-07,3.2678314802996245e-09
1.364817344405675e-05,0.8223857266771891,4.081537181314269e-07,1.8538330754346673e-07,1.6446526288811628e-07,4.309652974845075e-06,0.0,0.0,1.5939497176226816e-06,1.3927251840204634e-08,4.5989419104315525e-05,6.840552652281252e-07,1.3536915277095222e-08,8.330192003971574e-20,1.0202122949747458e-13,1.343707726094055e-09,1.2236015449706878e-06,8.515248392404842e-05,1.3989471039015253e-09,2.1903707927865102e-10,0.0007686271650163271,1.6595417295950048e-09,4.3066731765654304e-11,2.7744738954087253e-12,2.2906201188562415e-11,8.555320091678391e-06,5.398003862822762e-11,4.413672813410743e-12,9.778385222657662e-12,5.917579492909955e-14,1.3870745865712697e-12,2.4320595838296807e-15,1.0876930627743286e-10,2.7085801817138985e-12,3.76,0.0,0.0004816620501323669,0.9989046431798143,4.473622467568464e-06,6.209962854595664e-08,0.6356711122950897,0.6339814621953369,1.061812975245923e-07,1.4389746462016375e-10,0.0009902950481779933,2.975761111189871e-07,4.455879320243062e-11,2.844743887568274e-13,1.1603922798036861e-11,5.9191611418030405e-05,9.608428992987478e-10,1.0217619158525697e-07,1.0613051960403263e-07,1.3492709130704183e-06,1.1750463672476273e-05,1.4411396650420012e-08,1.7857191296052402e-08,3.702847113649275e-15,1.2497084610679112e-15,5.3108562787086356e-11,8.388519394689702e-11,1.5661904383894784e-07,3.3326237794113914e-09
1.3772419906900552e-05,0.8223911148473447,4.1326500579457115e-07,1.877676119090054e-07,1.6705839752810892e-07,4.3976901202367245e-06,0.0,0.0,1.6156607980466852e-06,1.4152496036895267e-08,4.687242252236564e-05,6.978918217583486e-07,1.3690273730172492e-08,8.64046519532473e-20,1.0451475993330636e-13,1.361255782113643e-09,1.2509822206080024e-06,8.603456844086453e-05,1.43319122642318e-09,2.242295837700048e-10,0.0007767916216635819,1.6772682514635447e-09,4.362950479116604e-11,2.901649808891614e-12,2.342278787128602e-11,8.727685633073108e-06,5.48246914081821e-11,4.629843943228286e-12,1.0300829154155957e-11,6.183780675188376e-14,1.4198156865423915e-12,2.4828217609407727e-15,1.1049147868503213e-10,2.7730287735511415e-12,3.76,0.0,0.0004512276577348295,0.9989033556648759,4.577182964639475e-06,6.404348762737887e-08,0.6357104541130056,0.6340022960072298,1.0535599000624526e-07,1.4387352681108582e-10,0.0009902937712543461,3.007471663260575e-07,4.471017562649066e-11,2.886499674177286e-13,1.1787093227913647e-11,5.962783024696765e-05,9.608669595167461e-10,1.0355903758952091e-07,1.0748303367152888e-07,1.3675898908340052e-06,1.1981517513492096e-05,1.4590342438112165e-08,1.8080834179948204e-08,3.7512065786160874e-15,1.2660220855585074e-15,5.380171955467311e-11,8.486371368952443e-11,1.5863278021161952e-07,3.3981906397971267e-09
1.3896666369744355e-05,0.82239624138111,4.184205600194027e-07,1.9017406618061982e-07,1.6967924037318878e-07,4.486801325449056e-06,0.0,0.0,1.6374806900587024e-06,1.4378966020285762e-08,4.7763760419023325e-05,7.119086775236907e-07,1.3843911355596714e-08,8.960402053670453e-20,1.0705163138722354e-13,1.3789662495151498e-09,1.278769942750696e-06,8.69164946370624e-05,1.468025823716956e-09,2.2950928038962855e-10,0.0007849561663359312,1.6949948030453004e-09,4.419750832351353e-11,3.0336996546209525e-12,2.3947194115117447e-11,8.90223168645744e-06,5.567883506899089e-11,4.855069572622926e-12,1.0846734965959281e-11,6.459888977714637e-14,1.4530807810693371e-12,2.5342966447905e-15,1.1223191830982956e-10,2.8385048826313576e-12,3.76,0.0,0.0004227207482556187,0.9989020629222797,4.68237512981655e-06,6.603085217651605e-08,0.6357478749214054,0.6340211951849554,1.0458286187140562e-07,1.438509658376803e-10,0.0009902924891504428,3.039198233552536e-07,4.486265688660392e-11,2.9286683934785397e-13,1.1972194255524906e-11,6.006169691296936e-05,9.608883536150895e-10,1.0495543707841806e-07,1.0884853855188808e-07,1.3860844205550533e-06,1.2215321964509408e-05,1.4770799849292316e-08,1.830636674430732e-08,3.800014111680074e-15,1.2824869053927185e-15,5.450130077381375e-11,8.584460870126697e-11,1.6066585462741503e-07,3.4645387314233037e-09
1.4020912832588157e-05,0.8224011229228235,4.23620746584382e-07,1.9260284582308268e-07,1.7232801443972347e-07,4.576994489839038e-06,0.0,0.0,1.6594096787430272e-06,1.4606662754450576e-08,4.8663448318254195e-05,7.261075040075512e-07,1.399783129019512e-08,9.290258437827976e-20,1.0963239510908881e-13,1.3968405756879877e-09,1.306968644503471e-06,8.779826064523623e-05,1.5034581391126098e-09,2.348772175419448e-10,0.000793120772511523,1.7127213397718413e-09,4.477078992651292e-11,3.170777922397903e-12,2.447949864778043e-11,9.078976613403876e-06,5.654256911536828e-11,5.08966967312647e-12,1.1416975089244522e-11,6.746206638705077e-14,1.4868758849476269e-12,2.5864923893713464e-15,1.1399078352293825e-10,2.905019604781779e-12,3.76,0.0,0.0003960192495741543,0.9989007649045013,4.789216156356541e-06,6.806236706261621e-08,0.6357834967624112,0.6340382817682526,1.0385860710928487e-07,1.438296944220724e-10,0.0009902912018187673,3.070940885459122e-07,4.501625300288424e-11,2.9712536470435734e-13,1.2159241819101767e-11,6.0493251203729325e-05,9.60907309747513e-10,1.0636551206605957e-07,1.1022715281401018e-07,1.4047561249888065e-06,1.2451900838025906e-05,1.4952782857320998e-08,1.853380640994644e-08,3.849273667031677e-15,1.2991042533289764e-15,5.5207364199704147e-11,8.682789527855247e-11,1.6271844471706928e-07,3.531674789061867e-09
1.4145159295431959e-05,0.822405775062942,4.2886593356333786e-07,1.9505412800054907e-07,1.7500494519845679e-07,4.668277585352575e-06,0.0,0.0,1.6814480581670918e-06,1.483558741788827e-08,4.957150247233242e-05,7.404899874019503e-07,1.4152036733977125e-08,9.63029608327687e-20,1.1225760870858423e-13,1.4148802156330548e-09,1.3355822909083294e-06,8.867986475329345e-05,1.5394954937577379e-09,2.4033445474083964e-10,0.0008012854153195218,1.7304478201439538e-09,4.534939717962774e-11,3.3130431501100772e-12,2.501978089108679e-11,9.257938935172127e-06,5.741599375203259e-11,5.3339736429594125e-12,1.2012448553295147e-11,7.043043491932402e-14,1.5212070999168634e-12,2.6394171287887403e-15,1.1576823399690126e-10,2.972584145504764e-12,3.76,0.0,0.0003710088206905105,0.9988994615634231,4.897723384066525e-06,7.013868352750785e-08,0.635817433949219,0.6340536700631617,1.0318012977113307e-07,1.4380963077675522e-10,0.0009902899092097707,3.102699688731805e-07,4.517097968969771e-11,3.01425889632719e-13,1.2348251753845655e-11,6.0922532850019625e-05,9.609239676241058e-10,1.0778938510495947e-07,1.1161899542718702e-07,1.4236066300766085e-06,1.269127817260382e-05,1.513630533991378e-08,1.8763170569839617e-08,3.898989211951776e-15,1.3158754855103264e-15,5.591996724026455e-11,8.781359119003447e-11,1.6479072857294632e-07,3.5996056121490866e-09
