Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087)
2.348822578860895e-09,0.8088039760630323,3.1591363807897357e-09,6.749493819155388e-12,4.0252430232831665e-12,1.9697129702447364e-11,0.0,0.0,1.9322129568114706e-08,4.227830274862277e-13,6.16841772059244e-14,8.598612484521975e-13,1.4017262645902178e-16,2.76354696407085e-27,4.188114147427951e-18,2.075169960299884e-11,4.729003069554265e-10,8.487283403542736e-11,1.3126222980715775e-20,1.4439032159112994e-20,1.5377792544048288e-09,1.1083026893657604e-16,2.1011361054393512e-10,5.316009179286352e-19,1.5419765976142575e-15,9.506087944657336e-16,1.811550675774756e-14,9.875569916875396e-18,3.4969570339369087e-22,1.6433349934075368e-22,7.655806230513282e-19,1.6962783299512895e-23,2.234729609424613e-17,5.876522507209622e-25,3.76,0.0,0.7653405867600023,0.9984280689499984,7.043633476632408e-14,4.230137722444189e-13,0.003538656751750765,0.003480264302202466,5.838723200319076e-05,1.7375285427964878e-09,0.0015719116238175944,6.10276722605462e-13,8.546025969771052e-14,5.718375989871033e-16,7.891777088976547e-17,8.483266933225364e-11,9.137881794646807e-12,1.4286068093541982e-10,8.805010728639888e-11,1.70156106075553e-12,3.1377870464016794e-15,6.843984547595517e-11,8.380892223944052e-12,5.349092829661653e-19,4.443121418930354e-18,5.835288240045364e-13,1.8760598010974523e-16,2.985591687024979e-13,2.3759843820212948e-20,2.324634030071302e-10,2.345458886435671e-15,1.598554079592455e-20,1.2036993317614181e-17,4.732538387049842e-10,3.0080416871013376e-09,2.9364627708451405e-09,3.1253089505310874e-16,1.3485331724540392e-08,1.3921620124452978e-12
2.410100204423359e-09,0.808817440593973,3.31159843083999e-09,7.223680530574988e-12,4.33204001635261e-12,2.12044972443041e-11,0.0,0.0,1.9825185404804384e-08,4.4508581601429317e-13,6.658689711307742e-14,9.368084996282735e-13,1.5287995795127773e-16,3.0068028026340095e-27,4.3704428180465475e-18,2.1768541632043288e-11,4.851971768644484e-10,8.963957041047633e-11,1.4393990714813442e-20,1.5667841492555154e-20,1.6195203832859465e-09,1.1973258589489017e-16,2.150279101382808e-10,5.731931190748332e-19,1.6195489425243015e-15,1.0385405921323575e-15,1.957651009468861e-14,1.0950202538266746e-17,3.7773360257833577e-22,1.7740902301145532e-22,8.2554243453449115e-19,1.902760543474631e-23,2.4776044916690122e-17,6.828081171239577e-25,3.76,0.0,0.7652484857862908,0.9984274536257978,7.759525011184256e-14,4.4530935489651303e-13,0.0036307572794855086,0.003571999571154939,5.8752257118863936e-05,1.7901780851222616e-09,0.0015725264392388754,6.432663252984444e-13,9.001281784714954e-14,6.017775354799786e-16,8.408834633882119e-17,8.959644363895453e-11,9.417265009965653e-12,1.4831513549810692e-10,9.145085287682531e-11,1.8174495904129544e-12,3.444417479987484e-15,7.148238498974404e-11,8.795949367947282e-12,5.815038734624806e-19,4.750260462152685e-18,6.182231786759026e-13,1.9956227632616372e-16,3.1899126433511555e-13,2.6678550179285526e-20,2.385162494659052e-10,2.465616614868635e-15,1.7658511520615584e-20,1.3135189802295692e-17,4.85569219864319e-10,3.0597535563498456e-09,3.080306517712918e-09,3.352685638468067e-16,1.3799066911904775e-08,1.4532196646374496e-12
2.4778047390583073e-09,0.8088323154261872,3.4835089416823927e-09,7.770909898324518e-12,4.687882490672154e-12,2.2953260079392395e-11,0.0,0.0,2.0380947049549044e-08,4.703918006535107e-13,7.229247761698076e-14,1.0270146167254715e-12,1.678450394840067e-16,3.2937164266513985e-27,4.574974001747752e-18,2.29156940934844e-11,4.987813858149562e-10,9.505905729353246e-11,1.5890608790075696e-20,1.7110630767341058e-20,1.7123092703767983e-09,1.301082377842833e-16,2.2042654096720053e-10,6.215422292732245e-19,1.7072442540197846e-15,1.1423355878003075e-15,2.1279754055116268e-14,1.2237041131411928e-17,4.1040818413691393e-22,1.9263478837398623e-22,8.952370468833495e-19,2.1529497723687805e-23,2.7683903427060052e-17,8.024899173907167e-25,3.76,0.0,0.7651467379824844,0.9984268752621049,8.61112963007098e-14,4.706052553630965e-13,0.0037325045928418153,0.003673368832515567,5.913004635736728e-05,1.847706564321607e-09,0.0015731042406617877,6.807225932453157e-13,9.517245094979492e-14,6.354911993299035e-16,8.997257473442512e-17,9.501249720723386e-11,9.726018289037368e-12,1.5437597906900633e-10,9.523295329642667e-11,1.950524970636548e-12,3.8071324158147485e-15,7.489209837440814e-11,9.264427333474003e-12,6.361318402030232e-19,5.103061223749312e-18,6.576417002311152e-13,2.132077229356561e-16,3.424627268422845e-13,3.021694563726305e-20,2.4520323365063824e-10,2.601642783463192e-15,1.9652956882377845e-20,1.442358702766813e-17,4.991744208481417e-10,3.115715240588701e-09,3.242631327883279e-09,3.616071328538867e-16,1.4143661587492196e-08,1.5215536710086098e-12
2.5455092736932556e-09,0.8088471882815348,3.6590050009787902e-09,8.342981751755278e-12,5.061789993103437e-12,2.4791254250832946e-11,0.0,0.0,2.0936650218879605e-08,4.963947038152254e-13,7.83083463544556e-14,1.1228195155037018e-12,1.838189393274027e-16,3.600565491013153e-27,4.782694143114758e-18,2.4087349698293248e-11,5.12363098143613e-10,1.0063894409717506e-10,1.7491624837269927e-20,1.8646387719438658e-20,1.8076964605359709e-09,1.4106565592890296e-16,2.2579272554369087e-10,6.724630370617369e-19,1.797008572510975e-15,1.2534009012471e-15,2.3078964020731676e-14,1.363409548923586e-17,4.449111503637953e-22,2.0869918200563018e-22,9.686282870416428e-19,2.4278484312281113e-23,3.0840253333177894e-17,9.391092134209104e-25,3.76,0.0,0.7650450037070309,0.9984263872943125,9.529441573170432e-14,4.965957328346609e-13,0.0038342383802597636,0.0037747496682610875,5.948273049315661e-05,1.904533015777269e-09,0.0015735916460484958,7.192356079915052e-13,1.0046757038070528e-13,6.69849588584261e-16,9.603303738590496e-17,1.0058877847803109e-10,1.003483146033252e-11,1.604701924240666e-10,9.903936944368512e-11,2.0889118426446588e-12,4.195951010793815e-15,7.835068661352914e-11,9.743150542646257e-12,6.941651761058222e-19,5.470023775915271e-18,6.981862888223868e-13,2.273102306904023e-16,3.6688097381285335e-13,3.410650836935312e-20,2.518894873106536e-10,2.7410802337363962e-15,2.1808278884689834e-20,1.5792829367658064e-17,5.127776906183513e-10,3.170471611500915e-09,3.408479238929442e-09,3.89250121781138e-16,1.448612411390048e-08,1.5907664167135636e-12
2.613213808328204e-09,0.8088620591602719,3.8380413879176236e-09,8.940272595128872e-12,5.454125735962376e-12,2.672029528193607e-11,0.0,0.0,2.149229480339713e-08,5.230943104925908e-13,8.464192882081589e-14,1.2243780232534564e-12,2.0084118702974982e-16,3.928291203330804e-27,4.993561504741188e-18,2.5283162619836805e-11,5.259423148891288e-10,1.0637921113320344e-10,1.9200925403493844e-20,2.0278957160730372e-20,1.905682324100127e-09,1.52620555452834e-16,2.3112666126444055e-10,7.260146397557311e-19,1.8888244401954164e-15,1.3720518857791442e-15,2.4976741695480607e-14,1.514747397187675e-17,4.812918953487817e-22,2.25623784545969e-22,1.0457990481033871e-18,2.7291290786913e-23,3.425880089520731e-17,1.094525161772816e-24,3.76,0.0,0.7649432829581294,0.9984259755815945,1.0517677529135206e-13,5.232804556090599e-13,0.003935958643538955,0.0038761404487318205,5.981194101505913e-05,1.9606329794976786e-09,0.0015740027962242887,7.588053341493177e-13,1.0589760375433993e-13,7.048321993732092e-16,1.0226597030604422e-16,1.0632526403862233e-10,1.034369441105647e-11,1.6659520777697287e-10,1.0286856141438853e-10,2.2326373917050572e-12,4.611898022392026e-15,8.1856561614143e-11,1.0231979619378075e-11,7.557088107351277e-19,5.851183108563129e-18,7.398430405483418e-13,2.41870083226643e-16,3.9225150825683587e-13,3.837072312759665e-20,2.5857501043228847e-10,2.883910941905181e-15,2.4132463423018808e-20,1.7245024214724805e-17,5.263790294435336e-10,3.2240499294918346e-09,3.577809134314695e-09,4.1822596176112485e-16,1.4826470272876884e-08,1.6608204677685943e-12
2.6809183429631524e-09,0.8088769280626561,4.0205738311926234e-09,9.563151417746052e-12,5.865248000069798e-12,2.874217511037708e-11,0.0,0.0,2.2047880688292115e-08,5.504904055972306e-13,9.130058703517485e-14,1.3318430286388285e-12,2.1895187415709665e-16,4.2778611482290605e-27,5.207537973786565e-18,2.650279038461887e-11,5.395190370820763e-10,1.1227984015453852e-10,2.1022426784916705e-20,2.2012288114872978e-20,2.006267191037295e-09,1.6478863497308812e-16,2.364285442815832e-10,7.822556027208475e-19,1.982674541162344e-15,1.4986110885278289e-15,2.6975684893300507e-14,1.6783447078215312e-17,5.19599783387926e-22,2.434301083437826e-22,1.1268313228634306e-18,3.0585280946876167e-23,3.795361056353546e-17,1.2707454042935213e-24,3.76,0.0,0.7648415757339788,0.9984256281910016,1.1579114336266514e-13,5.506590921457948e-13,0.004037665384478737,0.0039775396502622,6.011920341410863e-05,2.015985184368325e-09,0.0015743496241389127,7.994317675773149e-13,1.1146198929454354e-13,7.404191156527348e-16,1.0866763799199674e-16,1.1222193194972796e-10,1.0652598375230867e-11,1.7274862514599146e-10,1.0671908953173813e-10,2.3817266552056902e-12,5.056003428214797e-15,8.540818575086632e-11,1.0730776718480088e-11,8.208670601014845e-19,6.2465647468592545e-18,7.825979852552364e-13,2.5688760542539044e-16,4.185794590430041e-13,4.303388735734229e-20,2.652598029971954e-10,3.0301169740151535e-15,2.663364346482106e-20,1.8782229588326252e-17,5.399784375913721e-10,3.2764768368541873e-09,3.750580614380169e-09,4.485629189403249e-16,1.5164715713240992e-08,1.731679424859971e-12
2.7486228775981007e-09,0.8088917949889431,4.206558978177206e-09,1.0211979957174008e-11,6.295510232367399e-12,3.085866257732744e-11,0.0,0.0,2.2603407754437444e-08,5.785827739520691e-13,9.829161983094173e-14,1.445365475600151e-12,2.381916532065733e-16,4.6502694664829754e-27,5.424588864041108e-18,2.774589384412473e-11,5.530932657452205e-10,1.1834081414857538e-10,2.2960075311170325e-20,2.385043650940837e-20,2.109451353563342e-09,1.775855763744859e-16,2.416985695112151e-10,8.412439637959751e-19,2.0785417003165542e-15,1.6334083523315338e-15,2.907838747981299e-14,1.854844714125535e-17,5.598841490042626e-22,2.621395976609695e-22,1.2118062119276374e-18,3.417846311615062e-23,4.193910398060022e-17,1.4699337350875441e-24,3.76,0.0,0.7647398820327785,0.9984253350567905,1.2717088125156354e-13,5.787313110654628e-13,0.004139358604878205,0.0040789458483097415,6.040594405482652e-05,2.0705713050171683e-09,0.001574642195534047,8.411149310025142e-13,1.1716017472730384e-13,7.765910012745325e-16,1.1523434665151147e-16,1.1827876153864252e-10,1.0961535704775895e-11,1.789282014853915e-10,1.1058960785704788e-10,2.5362026629862553e-12,5.529302032698049e-15,8.900407035615063e-11,1.1239405568266656e-11,8.897435738953145e-19,6.656185203736256e-18,8.264371121628401e-13,2.723631542871062e-16,4.458696052023715e-13,4.8121110351749395e-20,2.7194386498326846e-10,3.1796804856078764e-15,2.932009551329046e-20,2.0406454016795805e-17,5.53575915328817e-10,3.327778372027598e-09,3.926753981587975e-09,4.80289097741417e-16,1.550087595320315e-08,1.8033078971095633e-12
2.816327412233049e-09,0.8089066599393914,4.395954365522744e-09,1.0887112948985917e-11,6.745261140563816e-12,3.3071503900875675e-11,0.0,0.0,2.3158875879314666e-08,6.073712002855022e-13,1.0562226316430445e-13,1.5650943603709935e-12,2.58601736483056e-16,5.0465370314733454e-27,5.644682730384477e-18,2.9012137146838787e-11,5.666650018938244e-10,1.245621171374473e-10,2.501784764061521e-20,2.5797567865862003e-20,2.2152350685885466e-09,1.9102704460077826e-16,2.4693693064180644e-10,9.030372376821425e-19,2.1764088823031287e-15,1.776780913738639e-15,3.1287439320598485e-14,2.044906802013358e-17,6.021942969684383e-22,2.8177362887594053e-22,1.300803931739542e-18,3.808949629086822e-23,4.623005897413862e-17,1.694417960316748e-24,3.76,0.0,0.7646382018527281,0.9984250876907071,1.3934993478258395e-13,6.074967811492293e-13,0.004241038306536192,0.004180357711030338,6.0673496600171846e-05,2.1243757353055706e-09,0.0015748889986646438,8.838548700887116e-13,1.2299161628344194e-13,8.133290907646797e-16,1.2196245551479445e-16,1.2449573319928016e-10,1.127049968018462e-11,1.8513184052266238e-10,1.1447885812182984e-10,2.6960865685775873e-12,6.0328330995196374e-15,9.264277425017108e-11,1.1757731509053641e-11,9.624412857433973e-19,7.080052413708207e-18,8.713463922157841e-13,2.8829711060095404e-16,4.741263986569055e-13,5.3658312078496285e-20,2.786271963654694e-10,3.3325837213782914e-15,3.220023614324663e-20,2.21196565492171e-17,5.671714629222375e-10,3.3779799834944446e-09,4.106290226098931e-09,5.134324440806635e-16,1.583496638251574e-08,1.875671476491533e-12
2.8840319468679975e-09,0.8089215229142573,4.588718391041522e-09,1.1588898364334632e-11,7.2148447850647366e-12,3.538242313510783e-11,0.0,0.0,2.3714284937803424e-08,6.368554692266728e-13,1.132996904385283e-13,1.6911767311000089e-12,2.802238949432722e-16,5.467711624242036e-27,5.8677911943363126e-18,3.030118771042945e-11,5.802342465359411e-10,1.3094373398482593e-10,2.719975106627554e-20,2.785795998809503e-20,2.3236185600120703e-09,2.0512868746030177e-16,2.5214382014251565e-10,9.676924202991073e-19,2.276259190433839e-15,1.9290734975314824e-15,3.360542623519227e-14,2.2492064789261936e-17,6.465795023192506e-22,3.0235351068652484e-22,1.3939038225285947e-18,4.2337696129456186e-23,5.084160854308343e-17,1.9466979434256663e-24,3.76,0.0,0.7645365351920278,0.9984248789340132,1.5236282605146034e-13,6.369551713383242e-13,0.004342704491251277,0.004281773993253035,6.092310803697417e-05,2.1773853766831664e-09,0.0015750971922680245,9.276516498737818e-13,1.2895577779276334e-13,8.506151791145264e-16,1.2884838652053796e-16,1.3087282819875999e-10,1.1579484352898457e-11,1.9135758322750238e-10,1.1838566403707105e-10,2.8613977723003586e-12,6.567640007035634e-15,9.632290230803923e-11,1.228562152793087e-11,1.039062366236903e-18,7.518166149508806e-18,9.173117976794875e-13,3.046898710477435e-16,5.033539855383482e-13,5.96722217152011e-20,2.85309797116564e-10,3.4888090148240936e-15,3.5282618613098886e-20,2.3923746879400546e-17,5.807650806375573e-10,3.4271065433410272e-09,4.289151011661647e-09,5.480207485437451e-16,1.6167002264484396e-08,1.948736712856552e-12
2.951736481502946e-09,0.8089363839137982,4.784810286836526e-09,1.2317677635802459e-11,7.704600668234854e-12,3.779312261512104e-11,0.0,0.0,2.4269634802846637e-08,6.670353653017488e-13,1.2133101284325428e-13,1.823757689856417e-12,3.031004570102388e-16,5.9148681077752736e-27,6.093888780287574e-18,3.161271619410526e-11,5.938010006726895e-10,1.374856502148635e-10,2.950982383333447e-20,3.003600564871138e-20,2.4346020208699675e-09,2.1990613544563023e-16,2.573194292714146e-10,1.0352659931088626e-18,2.3780758656150687e-15,2.0906384078979834e-15,3.603492995639457e-14,2.468435342485524e-17,6.930890103841007e-22,3.239004843123712e-22,1.491184356180356e-18,4.6943040782685013e-23,5.578923983667637e-17,2.229453838300643e-24,3.76,0.0,0.7644348820488773,0.9984247027475102,1.662446453338401e-13,6.671061507335566e-13,0.004444357160821771,0.004383193530839591,6.115594431660602e-05,2.2295894408416665e-09,0.0015752728155425514,9.725053516043558e-13,1.35052129875596e-13,8.884316107145408e-16,1.3588863250600195e-16,1.3741002849613532e-10,1.1888484416905844e-11,1.976035988892465e-10,1.2230892596577166e-10,3.0321540365257683e-12,7.13476992589445e-15,1.0004310406453834e-10,1.282294428991373e-11,1.1197081786801613e-18,7.970518421811471e-18,9.643193191973364e-13,3.215418409703766e-16,5.335562261494428e-13,6.619037590669144e-20,2.919916672077784e-10,3.648338787886634e-15,3.8575929559261794e-20,2.5820585574188873e-17,5.943567687403767e-10,3.4751823604871984e-09,4.475298661812443e-09,5.840816495201962e-16,1.6496998737849776e-08,2.0224710895622196e-12
3.019441016137894e-09,0.8089512429382719,4.984190093639509e-09,1.307378587193812e-11,8.214863821031608e-12,4.030528338822563e-11,0.0,0.0,2.4824925346003802e-08,6.97910672931101e-13,1.2972327970779842e-13,1.962980396797922e-12,3.2727430736101277e-16,6.3891086010281935e-27,6.322952761984537e-18,3.294639647115579e-11,6.07365265298512e-10,1.4418785184571362e-10,3.195213546967209e-20,3.233621527263725e-20,2.548185615342583e-09,2.353750015666522e-16,2.624639480836227e-10,1.1058139274044356e-18,2.481842285277866e-15,2.261835616390063e-15,3.857852809456992e-14,2.703301048917884e-17,7.417720367993487e-22,3.464357236967789e-22,1.592723144027403e-18,5.192617656115512e-23,6.108879312760823e-17,2.5455545092205228e-24,3.76,0.0,0.7643332424214774,0.9984245540357521,1.8103104315026973e-13,6.979493885948555e-13,0.004545996317045727,0.004484615235413282,6.137309562633485e-05,2.2809792660753237e-09,0.0015754209639340117,1.0184160699610306e-12,1.412801492296936e-13,9.267612675691e-16,1.430797640240557e-16,1.4410731657570572e-10,1.2197495106406863e-11,2.03868176778324e-10,1.2624761594416913e-10,3.208371593412174e-12,7.735273517941426e-15,1.0380207235659496e-10,1.336957016559621e-11,1.204479237500243e-18,8.437093862315246e-18,1.0123549805219896e-12,3.388534281007263e-16,5.647367136219165e-13,7.324111675908474e-20,2.98672806609379e-10,3.8111555505837636e-15,4.208898577762279e-20,2.7811984397992537e-17,6.07946527496077e-10,3.5222311935866993e-09,4.6646961463865656e-09,6.216426362959653e-16,1.682497081855014e-08,2.0968429997101724e-12
3.0871455507728426e-09,0.808966099987935,5.186818636301623e-09,1.3857552061036339e-11,8.745964887091689e-12,4.292056563180109e-11,0.0,0.0,2.5380156437910227e-08,7.294811764272467e-13,1.3848347886732596e-13,2.1089860762220746e-12,3.5278888568999796e-16,6.891562653318753e-27,6.554963018699673e-18,3.430190560168297e-11,6.20927041401421e-10,1.5105032524059606e-10,3.453078713152211e-20,3.476321961770369e-20,2.6643694806290784e-09,2.515508811963361e-16,2.6757756543935696e-10,1.1793916885635877e-18,2.587541962310618e-15,2.4430328468798883e-15,4.1238794106542045e-14,2.9545272812807996e-17,7.9267776753057995e-22,3.6998033570794574e-22,1.6985969445614522e-18,5.730842343981906e-23,6.67564607798242e-17,2.8980661382522083e-24,3.76,0.0,0.7642316163080286,0.9984244285000453,1.9675822248467502e-13,7.294845543408237e-13,0.004647621961720933,0.004586038089436782,6.157558131166025e-05,2.3315481465761523e-09,0.0015755459361356553,1.0653839106516753e-12,1.4763931800686445e-13,9.655875569945364e-16,1.504184349291663e-16,1.5096467529787465e-10,1.2506512114147167e-11,2.1014971835963807e-10,1.3020077303248134e-10,3.3900652455303792e-12,8.370204655247027e-15,1.0759854200320774e-10,1.3925371255462454e-11,1.293475169229259e-18,8.917870090687017e-18,1.0614048511974567e-12,3.5662503738706154e-16,5.968987913426814e-13,8.085358958787664e-20,3.053532152911811e-10,3.977241900635316e-15,4.583073109653231e-20,2.989970672413159e-17,6.215343571699165e-10,3.5682762636065975e-09,4.8573070683359095e-09,6.607310521046265e-16,1.7150933401380106e-08,2.1718217229813648e-12
3.154850085407791e-09,0.8089809550630456,5.392657500358127e-09,1.466929926490073e-11,9.298230204404564e-12,4.56406090585448e-11,0.0,0.0,2.5935327948660872e-08,7.617466599934056e-13,1.4761853704059522e-13,2.2619140241932488e-12,3.796881854503678e-16,7.4233874198477e-27,6.789901900334562e-18,3.567892380552377e-11,6.344863299632282e-10,1.5807305697602927e-10,3.7249911966105734e-20,3.732177245240225e-20,2.7831537286994104e-09,2.6844935192819656e-16,2.7266046901189635e-10,1.2560542402680312e-18,2.6951585439951104e-15,2.6346056577951527e-15,4.401829726861283e-14,3.222853717519894e-17,8.4585535889278175e-22,3.945553603396549e-22,1.8088816710691452e-18,6.311178040247852e-23,7.280878621167639e-17,3.2902610189151488e-24,3.76,0.0,0.7641300037067317,0.9984243225145036,2.1346293115019267e-13,7.61711317548314e-13,0.004749234096644917,0.0046874611416118745,6.176435447674096e-05,2.3812911736406653e-09,0.0015756513580331682,1.1134089883179671e-12,1.5412912326628166e-13,1.0048943990025452e-15,1.5790138689827279e-16,1.5798208776717683e-10,1.2815531524877437e-11,2.1644673001500927e-10,1.341674989695799e-10,3.5772484599276753e-12,9.04062015769983e-15,1.1143128852179483e-10,1.4490221411077045e-11,1.3867946759223915e-18,9.412818066173998e-18,1.1114550575031933e-12,3.748570667595635e-16,6.300455692436007e-13,8.905774044159165e-20,3.1203289322299625e-10,4.146580523082524e-15,4.981023334340271e-20,3.20854680219485e-17,6.351202580271116e-10,3.613340266100603e-09,5.0530956508421366e-09,7.013740971387696e-16,1.7474901261562167e-08,2.2473774030489334e-12
3.2225546200427393e-09,0.8089958081638606,5.601669009595178e-09,1.5509344803274553e-11,9.871981884699812e-12,4.846703330980329e-11,0.0,0.0,2.6490439748133075e-08,7.947069077225567e-13,1.571353202181558e-13,2.4219016174946895e-12,4.080167525763972e-16,7.98576783901966e-27,7.027754100766929e-18,3.707713443536248e-11,6.480431319597652e-10,1.6525603372595437e-10,4.011367549260462e-20,4.001675323106712e-20,2.904538447933149e-09,2.8608597344456293e-16,2.777128452954684e-10,1.3358560486888867e-18,2.8046758109465337e-15,2.836937521884676e-15,4.691960265326179e-14,3.509035998382266e-17,9.013539375704412e-22,4.201817709114228e-22,1.92365239919438e-18,6.935893062959994e-23,7.926266285500652e-17,3.725626535283765e-24,3.76,0.0,0.7640284046157881,0.9984242330208667,2.311824542964031e-13,7.946293479520207e-13,0.0048508327236149295,0.004788883502576398,6.194030628762077e-05,2.4302050878562976e-09,0.001575740287886697,1.1624914247091833e-12,1.6074905649351157e-13,1.0446662135102811e-15,1.6552545303307015e-16,1.6515953721619977e-10,1.3124549760290423e-11,2.2275781623561185e-10,1.3814695410826768e-10,3.769933456132611e-12,9.747579547742796e-15,1.1529912687990396e-10,1.506399625335819e-11,1.4845355008828481e-18,9.921902424658398e-18,1.1624917919149225e-12,3.9354990360839737e-16,6.641799390418109e-13,9.788431342044819e-20,3.1871184037502183e-10,4.319154189902462e-15,5.40366814053741e-20,3.437093640990314e-17,6.487042303329085e-10,3.6574453831896855e-09,5.252026724714465e-09,7.4359883152311795e-16,1.7796889056243787e-08,2.323481025548583e-12
3.2902591546776877e-09,0.8090106592906381,5.813816204562e-09,1.63780004294899e-11,1.0467537890645538e-11,5.1401438337516335e-11,0.0,0.0,2.7045491706256865e-08,8.283617035969255e-13,1.6704063406008953e-13,2.589084323725522e-12,4.37819684189406e-16,8.57991681209266e-27,7.268506538891484e-18,3.849622395003368e-11,6.615974483610897e-10,1.7259924216029604e-10,4.312627600212178e-20,4.2853169766501635e-20,3.0285237046526835e-09,3.044762873949303e-16,2.827348796130585e-10,1.418851086638639e-18,2.9160776760578888e-15,3.050419903694653e-15,4.9945271109167896e-14,3.813845695208082e-17,9.592226006375642e-22,4.468804742681164e-22,2.042983374429223e-18,7.607324653207147e-23,8.613533311069139e-17,4.2078743255986396e-24,3.76,0.0,0.7639268190333991,0.998424157439369,2.499546070537029e-13,8.282383154440859e-13,0.004952417844427968,0.00489030434087856,6.210426999805065e-05,2.4782881415198386e-09,0.0015758153054617609,1.2126313470922295e-12,1.6749861317779982e-13,1.0848879074586226e-15,1.7328756065831682e-16,1.7249700690394226e-10,1.343356353360119e-11,2.29081673253099e-10,1.421383536124713e-10,3.968131288503062e-12,1.0492144821113816e-14,1.192009102814894e-10,1.5646573188102437e-11,1.586794396589146e-18,1.0445081801768363e-17,1.2145013212639766e-12,4.1270392184501507e-16,6.993045885003449e-13,1.0736484780612304e-19,3.2539005671818264e-10,4.494945759618285e-15,5.851938238315533e-20,3.675773326672409e-17,6.622862743526461e-10,3.7006132952593588e-09,5.4540657160645786e-09,7.874321782503974e-16,1.811691132592827e-08,2.4001043965916665e-12
3.357963689312636e-09,0.8090255084436353,6.029062821982952e-09,1.7275572497789338e-11,1.1085212110932556e-11,5.4445404775186785e-11,0.0,0.0,2.760048369323952e-08,8.62710831487843e-13,1.773412243025057e-13,2.763595712401884e-12,4.691426272896827e-16,9.207075385563013e-27,7.512148246905562e-18,3.993588188801778e-11,6.751492801316822e-10,1.8010266885743779e-10,4.629194497713665e-20,4.5836160899942146e-20,3.155109544556965e-09,3.236358172838006e-16,2.87726756124146e-10,1.5050928376895239e-18,3.0293481834491185e-15,3.2754523348933913e-15,5.309785924425798e-14,4.1380702776197154e-17,1.019510415577618e-21,4.746723109790317e-22,2.166948019534717e-18,8.327879463283021e-23,9.344438730111442e-17,4.7409496298443405e-24,3.76,0.0,0.7638252469577667,0.9984240935936469,2.698177273118024e-13,8.625378900737207e-13,0.005053989460880762,0.004991722879212502,6.22570247140741e-05,2.5255399706761623e-09,0.0015758785871211431,1.2638288868809652e-12,1.7437729244340344e-13,1.1255448618979988e-15,1.8118473340732846e-16,1.799944800280899e-10,1.3742569812525386e-11,2.354170830838516e-10,1.4614096390108643e-10,4.171851923246681e-12,1.1275380232660115e-14,1.2313552898717844e-10,1.6237831418901425e-11,1.6936670947395547e-18,1.0982309142533455e-17,1.2674699937357605e-12,4.323194795488399e-16,7.354220147660645e-13,1.1753167501611573e-19,3.3206754222442414e-10,4.673938176905718e-15,6.326775883684263e-20,3.9247433893990137e-17,6.75866390351811e-10,3.742865192380311e-09,5.659178634253321e-09,8.329009260805971e-16,1.8434982495845554e-08,2.4772201218102557e-12
3.4256682239475844e-09,0.8090403556231104,6.247373275025078e-09,1.8202362122760484e-11,1.1725314433317878e-11,5.7600494298282506e-11,0.0,0.0,2.8155415579751095e-08,8.97754075155924e-13,1.880437771720163e-13,2.945567466927194e-12,5.020317774364724e-16,9.868512936657074e-27,7.758670265403484e-18,4.139580084113187e-11,6.88698628230633e-10,1.8776630023021e-10,4.9614947531141085e-20,4.897099916826582e-20,3.2842959940617695e-09,3.4358006836744387e-16,2.9268865783236884e-10,1.5946343002583225e-18,3.144471507421284e-15,3.512442487584192e-15,5.6379919411509396e-14,4.4825130811265086e-17,1.082266420303401e-21,5.035780555364288e-22,2.2956189418927857e-18,9.100034029851799e-23,1.0120776261999045e-16,5.329040820713862e-24,3.76,0.0,0.7637236883870925,0.998424039647667,2.9081066862929977e-13,8.975277420468409e-13,0.005155547574769772,0.0050931383908993585,6.239929891307844e-05,2.571961476183571e-09,0.0015759319688986113,1.3160841784669706e-12,1.813845967305714e-13,1.1666229191040497e-15,1.892140926788564e-16,1.876519396508037e-10,1.405156578918406e-11,2.417629079615247e-10,1.50154099323652e-10,4.381104310433324e-12,1.2098352096322984e-14,1.2710190916792236e-10,1.683765195758889e-11,1.8052482783292e-18,1.1533531998070347e-17,1.3213842448421777e-12,4.523969172144393e-16,7.725345368402419e-13,1.28417915395766e-19,3.3874429686696625e-10,4.856114472196339e-15,6.829134612235045e-20,4.1841568223814985e-17,6.894445785960822e-10,3.784221785459207e-09,5.8673320601037346e-09,8.800317324042583e-16,1.8751116877269027e-08,2.554801585923235e-12
