Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087)
3.459332971941148e-05,0.9237802250072239,8.270465321219875e-05,4.356421321783441e-05,3.9293103989361784e-05,0.0021734060307432358,0.0,0.0,0.00010357189516412658,1.0952769495644929e-06,0.010051605507077942,0.0003864533622592616,3.0992557265634305e-06,3.16994326519794e-13,1.928013751627947e-09,5.047546789026264e-07,0.00042672815884775984,0.0005491457184340875,6.177536969118097e-06,1.3588113533299215e-06,0.010764816741853894,6.401047663707419e-08,2.5312934793536456e-08,2.697770081258515e-07,1.3476140545376241e-08,0.0037830181136423624,9.284845760739393e-08,4.147775742286218e-06,1.317047685215476e-06,5.500152574954406e-09,9.293345583901378e-09,9.880014041452617e-12,2.7977653103628872e-08,5.954104085098571e-09,3.76,0.0,1.0216204391872047e-06,0.9885278125717941,0.0028838091393999345,0.00010642968560331833,0.7851826078659762,0.7444101597680695,3.4914006670001353e-07,8.781474261988759e-10,0.0015605949030327968,1.1249574497884656e-06,3.2636171457551207e-09,4.496289764219825e-11,2.502482183096875e-09,0.0011364982596454192,1.9680089808191567e-09,4.082191894242501e-05,3.785871079157477e-05,0.0003182715423402726,0.005474890040338189,1.4440010036753262e-06,1.9412600717122103e-06,6.190634248431497e-13,3.043947494757331e-13,1.8432110231131364e-08,1.3564767637092529e-08,2.349088024859283e-05,7.028875181370781e-07,0.0002936615806178624,2.219428711913158e-08,3.042699405407958e-11,2.9643194213702295e-09,5.623057965764146e-06,3.318130806619698e-09,7.572279296830318e-05,0.00037628509776680384,7.646775939901491e-10,2.093252797751502e-13
3.4842273665608725e-05,0.9238266651678602,8.43898427637023e-05,4.444234170853391e-05,4.0123468363805864e-05,0.0022242977517385157,0.0,0.0,0.0001058962623293988,1.1220100054484004e-06,0.010292717479724467,0.0003960818705083346,3.1759424555146745e-06,3.3506589217271486e-13,1.9967477068187214e-09,5.154143383512379e-07,0.0004367392705821993,0.0005547154498969629,6.368532495514365e-06,1.395389744429725e-06,0.010837828287544472,6.44732728001835e-08,2.5968220775220596e-08,2.8308170290346074e-07,1.3884361898989692e-08,0.003877583553640129,9.372038329062772e-08,4.315131575463967e-06,1.3837975782801018e-06,5.767749808457413e-09,9.713298042962007e-09,1.0272210660997095e-11,2.8486328816326143e-08,6.1469832028919334e-09,3.76,0.0,1.0215519552978487e-06,0.9882934808950002,0.0029560788812584286,0.00010949890101163969,0.78538964384274,0.7440172402912755,3.489558179725444e-07,8.776840736652926e-10,0.0015602249649624526,1.1475610657883722e-06,3.3220236136059783e-09,4.587323954811033e-11,2.553888399737957e-09,0.0011599872057146683,1.966405121473335e-09,4.165424606744409e-05,3.861593901126106e-05,0.00032419897916260304,0.00559048573850494,1.4725574653859064e-06,1.9796517504269766e-06,6.319619213273456e-13,3.107344737853177e-13,1.8816504431263172e-08,1.3872781249978144e-08,2.3956345363004134e-05,7.175265472715102e-07,0.00030695761968293643,2.2708596324734057e-08,3.1032566303870527e-11,3.0221915386468633e-09,6.0197546137152735e-06,3.3420599352707347e-09,7.610752368442007e-05,0.00038684244130299326,7.837536997281716e-10,2.145097870421917e-13
3.509121761180597e-05,0.9238737750127984,8.609724587596256e-05,4.533165815807794e-05,4.0965426921517843e-05,0.002276193889250739,0.0,0.0,0.00010826117155783387,1.1493159899151183e-06,0.010538609043819983,0.0004059134218021675,3.254074628134177e-06,3.540650377071291e-13,2.0676135154797636e-09,5.26229644843895e-07,0.0004469312985083483,0.000560370298323867,6.564439447532232e-06,1.4326589321985428e-06,0.010910694335044773,6.493626701659873e-08,2.6638691195469772e-08,2.969775413225615e-07,1.4304220530098991e-08,0.00397418489910264,9.460839230405136e-08,4.489478672596412e-06,1.4536137560904742e-06,6.047046315346513e-09,1.0150117549981365e-08,1.0679428279543853e-11,2.9002695176955397e-08,6.347796803963841e-09,3.76,0.0,1.0214857527775407e-06,0.9880544686606698,0.0030298440487405774,0.00011264854794548771,0.7855992828383204,0.7436182479679034,3.4876872203937437e-07,8.772135606025917e-10,0.0015598476378574741,1.170537673147328e-06,3.3810999605993e-09,4.6794819132602646e-11,2.6059480385861817e-09,0.0011838776370467281,1.9647751389294233e-09,4.2497264193877993e-05,3.938231615997233e-05,0.00033018048283155535,0.00570769623288518,1.5014537127699974e-06,2.0184998871676854e-06,6.450405617811828e-13,3.171626298181917e-13,1.920627452617651e-08,1.4187150780862285e-08,2.442722052433075e-05,7.323605019514042e-07,0.00032077594152081306,2.3231892860537423e-08,3.1645553667983545e-11,3.080695649272795e-09,6.442373892992498e-06,3.367857028172245e-09,7.64987141387806e-05,0.0003976633116291643,8.032506192773907e-10,2.1980670197935615e-13
3.534016155800321e-05,0.9239215622712369,8.782665829974909e-05,4.623204563168081e-05,4.181890788161139e-05,0.002329106626821366,0.0,0.0,0.00011066676108322246,1.177202521258171e-06,0.010789339497751682,0.0004159509695310073,3.3336618371413417e-06,3.7403127630760387e-13,2.1406585362263864e-09,5.372001266187829e-07,0.0004573054435088018,0.0005661131791688362,6.765343201362226e-06,1.4706204072915485e-06,0.010983413780723187,6.53994799508113e-08,2.732459851577086e-08,3.11486767321894e-07,1.4735987459231473e-08,0.004072852379622894,9.551254977107011e-08,4.671073671493962e-06,1.526617730804812e-06,6.338469845914662e-09,1.0604343254564003e-08,1.1102168377805013e-11,2.9526736782186354e-08,6.556894511306057e-09,3.76,0.0,1.0214218936629418e-06,0.9878107167747002,0.0031051243270682804,0.00011588060563612789,0.7858115630312573,0.7432131126326681,3.485787460137039e-07,8.767358042691078e-10,0.0015594628284244585,1.1938875161797062e-06,3.4408349154514256e-09,4.772748738549606e-11,2.658653552399751e-09,0.0012081714113522906,1.9631187481485255e-09,4.335086257513091e-05,4.015771761727223e-05,0.0003362144047673388,0.005826512930509777,1.5306845581836407e-06,2.0577974935482227e-06,6.582983510481076e-13,3.236787241631694e-13,1.960139114733202e-08,1.4507970617877764e-08,2.4903417447790418e-05,7.473878092977477e-07,0.00033513228045802684,2.3764220948048738e-08,3.2265863635403516e-11,3.139818849307798e-09,6.892417099277805e-06,3.3956734581058687e-09,7.689666488194509e-05,0.0004087533437600724,8.231767566215039e-10,2.2521817964131908e-13
3.5589105504200456e-05,0.9239700345578259,8.957785535294666e-05,4.714337657719644e-05,4.26838297042574e-05,0.002383047986285551,0.0,0.0,0.00011311314537488895,1.2056771079575655e-06,0.011044967506803588,0.00042619745779131236,3.4147132096026835e-06,3.9500520026240074e-13,2.2159300919152284e-09,5.483252018396928e-07,0.00046786282624900226,0.000571947059816919,6.971328868408413e-06,1.509275182650569e-06,0.011055985570542019,6.586293302264125e-08,2.802619407428303e-08,3.266322147321873e-07,1.5179935505168243e-08,0.004173616015933806,9.64329128974018e-08,4.860179899348255e-06,1.602934621948754e-06,6.642458491044698e-09,1.1076523020644035e-08,1.1540943645060833e-11,3.00584330035145e-08,6.774640195743194e-09,3.76,0.0,1.0213604353384543e-06,0.9875621668160055,0.0031819392257136586,0.00011919709976241308,0.7860265224684977,0.7428017652794643,3.4838585755243364e-07,8.76250723288522e-10,0.0015590704444323454,1.217610571624778e-06,3.5012164386389846e-09,4.867108331527913e-11,2.7119967286501408e-09,0.0012328701714751237,1.9614356698641634e-09,4.421492032229967e-05,4.094200938548126e-05,0.00034229902247477547,0.005946925883846763,1.5602444369862783e-06,2.09753707431941e-06,6.717341504105115e-13,3.3028219287421337e-13,2.00018206642308e-08,1.4835334496697825e-08,2.5384841741488414e-05,7.626067137871686e-07,0.00035004256639646094,2.4305620137097723e-08,3.2893396261283154e-11,3.199547442748871e-09,7.371456411483137e-06,3.4256721747764616e-09,7.730169155890965e-05,0.0004201182523122057,8.435408237928184e-10,2.3074645317388385e-13
3.58380494503977e-05,0.9240191993651558,9.135059189809556e-05,4.806551281293002e-05,4.3560101018870545e-05,0.0024380298154831003,0.0,0.0,0.0001156004145781779,1.2347471397205807e-06,0.011305551052539204,0.00043665581930534735,3.497237405247836e-06,4.1702846830427376e-13,2.2934754056314506e-09,5.596041777384246e-07,0.0004786044838472909,0.0005778749577979989,7.182481216656171e-06,1.5486237839214275e-06,0.011128408701694417,6.632664841314424e-08,2.87437277962632e-08,3.424373082595095e-07,1.5636339004414015e-08,0.004276505585504332,9.736953089044012e-08,5.057067392447079e-06,1.6826931886948354e-06,6.959460602710122e-09,1.156721306311617e-08,1.1996277902351123e-11,3.059775794061235e-08,7.001412430571554e-09,3.76,0.0,1.0213014301584546e-06,0.9873087610944918,0.0032603080607158438,0.00012260010340528162,0.7862441990350396,0.7423841381402408,3.481900248931445e-07,8.757582377427984e-10,0.0015586703948039387,1.2417065426530818e-06,3.562231724588489e-09,4.962543393749665e-11,2.7659686873580847e-09,0.001257975337760813,1.959725630934243e-09,4.508930639065086e-05,4.1735048116069044e-05,0.0003484325409890192,0.006068923771040399,1.590127408654627e-06,2.137710628894643e-06,6.853466767305843e-13,3.3697240105900974e-13,2.0407525159767497e-08,1.5169335392980174e-08,2.587139292437635e-05,7.780152750156379e-07,0.0003655229109969637,2.4856125133254146e-08,3.352804417132008e-11,3.2598669456244037e-09,7.881136938028643e-06,3.4580284672319355e-09,7.771412580342884e-05,0.00043176383065558565,8.643518691131619e-10,2.363938412838181e-13
3.6086993396594944e-05,0.9240690640563197,9.314460237373852e-05,4.8998305541817535e-05,4.444762057386173e-05,0.002494063776024757,0.0,0.0,0.00011812863399663043,1.2644198785677687e-06,0.011571147382544295,0.00044732897332581094,3.581242616156043e-06,4.401437897561582e-13,2.3733415349908765e-09,5.710362500102217e-07,0.0004895313665882617,0.0005838999388147614,7.398884591177518e-06,1.588666240871175e-06,0.011200682224153448,6.679064906943655e-08,2.947744789884219e-08,3.58926063532228e-07,1.6105473515797434e-08,0.0043815505874195285,9.832244490242019e-08,5.262012906950021e-06,1.7660258574850168e-06,7.289934690733604e-09,1.2076977553615719e-08,1.2468706005723377e-11,3.11446803866092e-08,7.237604951137692e-09,3.76,0.0,1.0212449250732022e-06,0.9870504427090755,0.0033402499369494824,0.00012609173800524152,0.7864646304231175,0.7419601647635744,3.4799121689093853e-07,8.752582692647684e-10,0.0015582625897075028,1.2661748533204213e-06,3.6238672058482022e-09,5.0590354292402854e-11,2.820559880466481e-09,0.0012834881005781775,1.9579883646909982e-09,4.597387959103006e-05,4.253668116039092e-05,0.0003546130945496463,0.006192493878381517,1.6203271589206395e-06,2.1783096542533997e-06,6.991345019226295e-13,3.43748642630763e-13,2.0818462415459847e-08,1.5510065412563023e-08,2.636296445999533e-05,7.936113657777438e-07,0.0003815895929434981,2.5415765628419258e-08,3.416969258472318e-11,3.320762092185745e-09,8.42317871762149e-06,3.4929307629889257e-09,7.813431619042324e-05,0.0004436959499585932,8.856193079134587e-10,2.42162756369855e-13
3.633593734279219e-05,0.924119635857569,9.495960088152747e-05,4.9941595392863845e-05,4.5346277208859135e-05,0.0025511613311480805,0.0,0.0,0.00012069784361871654,1.2947024499923537e-06,0.011841812960666788,0.0004582198235302732,3.6667365678266916e-06,4.643949054137437e-13,2.4555753049551585e-09,5.826205024729571e-07,0.000500644334689291,0.0005900251145821996,7.620622833989972e-06,1.6294020798692013e-06,0.011272805242125927,6.725495870839154e-08,3.022760059096197e-08,3.761230861726348e-07,1.6587615510491705e-08,0.004488780206606596,9.929168799853742e-08,5.475299920410059e-06,1.8530687446889614e-06,7.634349294937259e-09,1.2606388195514261e-08,1.2958773729129407e-11,3.1699163805829235e-08,7.483627118734742e-09,3.76,0.0,1.021190961260571e-06,0.9867871556056078,0.003421783730386373,0.00012967417432103667,0.78668785410098,0.7415297800927453,3.477894030550465e-07,8.747507411301289e-10,0.0015578469406482074,1.2910146435017756e-06,3.6861085592980785e-09,5.156564749284245e-11,2.875760092804722e-09,0.0013094094130183382,1.956223611288001e-09,4.6868488627029875e-05,4.334674664542744e-05,0.00036083874850451346,0.0063176220851318,1.6508370029645244e-06,2.219325149264189e-06,7.130960527699125e-13,3.506101402295933e-13,2.123458590693885e-08,1.585761567960689e-08,2.6859443806437884e-05,8.093926704774508e-07,0.00039825904229616997,2.598456613513964e-08,3.4818219356330055e-11,3.3822168432478696e-09,8.999378664306816e-06,3.530581464280874e-09,7.856262924967478e-05,0.00045592055812341035,9.073529558906313e-10,2.4805571335646253e-13
3.658488128898943e-05,0.9241709218510786,9.67952813308681e-05,5.089521249064137e-05,4.6255949850237855e-05,0.0026093337336980287,0.0,0.0,0.00012330805769189613,1.3256018342220424e-06,0.012117603417892997,0.00046933125591038644,3.753726521640063e-06,4.898265651150954e-13,2.540223239376169e-09,5.943559070000196e-07,0.0005119441551303519,0.0005962536404767066,7.847779203496773e-06,1.6708303174935755e-06,0.011344776915403658,6.771960181916382e-08,3.099442976935276e-08,3.9405356985611715e-07,1.708304204782711e-08,0.004598223277473973,1.0027728515110035e-07,5.697218623748262e-06,1.9439616739907195e-06,7.993182831872417e-09,1.3156023768346261e-08,1.3467037626623668e-11,3.2261166324484816e-08,7.739904388152177e-09,3.76,0.0,1.0211395737658162e-06,0.9865188446345575,0.003504928070393037,0.0001333496333875505,0.78691390728131,0.7410929205430946,3.475845535851012e-07,8.742355783486003e-10,0.0015574233605591924,1.3162247643365823e-06,3.748940714446319e-09,5.255110480322294e-11,2.9315584446938912e-09,0.0013357399837967893,1.9544311180432818e-09,4.7772972158658746e-05,4.4165073575095345e-05,0.00036710750144373574,0.0064442928508200385,1.6816498896901397e-06,2.260747620463575e-06,7.272296110980607e-13,3.57556045319406e-13,2.1655844810051087e-08,1.6212076222891278e-08,2.7360712482905748e-05,8.253566838855495e-07,0.000415547823945777,2.656254582520248e-08,3.547349503837011e-11,3.4442143967229174e-09,9.61161244607504e-06,3.5711978217012446e-09,7.899945054407962e-05,0.0004684436786098362,9.295630652660981e-10,2.5407533927334836e-13
3.6833825235186675e-05,0.924222928967852,9.865131764268475e-05,5.185897655355426e-05,4.717650753072537e-05,0.0026685920142682385,0.0,0.0,0.0001259592643466671,1.3571248576129782e-06,0.012398573504001437,0.0004806661366610157,3.8422192787068525e-06,5.164845019675947e-13,2.6273314915035584e-09,6.062413237359811e-07,0.0005234314985574211,0.000602588712993507,8.080436293747692e-06,1.7129494553210556e-06,0.01141659646060489,6.818460366450005e-08,3.1778176711495756e-08,4.127432933228538e-07,1.7592030437350175e-08,0.004709908247035372,1.0127925326071756e-07,5.928065903412984e-06,2.0388481881978e-06,8.3669234153777e-09,1.372646964203805e-08,1.3994064873582059e-11,3.2830640734783376e-08,8.006878778173095e-09,3.76,0.0,1.021090791151645e-06,0.9862454556083053,0.0035897013221082696,0.00013712038747086357,0.7871428268893639,0.7406495240784563,3.4737663940697584e-07,8.737127077539927e-10,0.0015569917638920169,1.341803774215807e-06,3.812347863853323e-09,5.354650575033203e-11,2.987943396236789e-09,0.001362480270384057,1.9526106397775797e-09,4.868715889316004e-05,4.4991481957602276e-05,0.0003734172875630606,0.006572489205122758,1.7127584071060906e-06,2.302567089322555e-06,7.415333143158548e-13,3.645854384655169e-13,2.2082184017890287e-08,1.6573535860490723e-08,2.786664615317819e-05,8.415007102581388e-07,0.0004334726201869629,2.7149718373078588e-08,3.613538296229666e-11,3.5067372003818135e-09,1.0261836285847974e-05,3.6150128453553887e-09,7.944518581578256e-05,0.0004812714091454099,9.522603639155013e-10,2.6022438362493806e-13
3.708276918138392e-05,0.924275663980777,0.00010052736401367533,5.2832697021468773e-05,4.810780943377186e-05,0.0027289469695396186,0.0,0.0,0.0001286514252731274,1.3892781842061655e-06,0.012684777040136637,0.0004922273100745942,3.932221185097233e-06,5.444154032225077e-13,2.716945773706925e-09,6.182755016031972e-07,0.0005351069362699583,0.0006090335670119162,8.318675953770285e-06,1.7557574759558318e-06,0.011488263152299177,6.8649990280798e-08,3.257907976658382e-08,4.322186163093921e-07,1.8114857887670714e-08,0.004823863137595365,1.0229760120542946e-07,6.168145313481562e-06,2.137875555169327e-06,8.756068650283343e-09,1.4318317261473097e-08,1.4540433086730346e-11,3.340753451286498e-08,8.28500934427242e-09,3.76,0.0,1.0210446351609234e-06,0.9859669353578973,0.003676121568945778,0.00014098876101823903,0.7873746495308774,0.7401995302864333,3.4716563220808443e-07,8.731820580929179e-10,0.0015565520667062615,1.367749935339955e-06,3.876313475715556e-09,5.4551618266636635e-11,3.044902753330802e-09,0.0013896304723907125,1.9507619391467623e-09,4.9610867703530224e-05,4.582578295921386e-05,0.00037976597925479087,0.006702192740435301,1.7441547888315308e-06,2.3447731010257216e-06,7.560051563329988e-13,3.716973297976981e-13,2.2513544169036994e-08,1.6942082083069425e-08,2.837711472623828e-05,8.578218628295655e-07,0.0004520502124316047,2.7746091804786535e-08,3.680373934103422e-11,3.5697669668700864e-09,1.0952088673235188e-05,3.662276253459649e-09,7.990026220355839e-05,0.0004944099203199704,9.754560976444062e-10,2.6650572959527264e-13
3.733171312758116e-05,0.9243291334978668,0.00010242305524219314,5.3816173213196154e-05,4.904970496328762e-05,0.0027904091508534445,0.0,0.0,0.00013138447545242628,1.4220683074771259e-06,0.012976266872446279,0.000504017596446147,4.023738138432379e-06,5.736668778101255e-13,2.8091112866800864e-09,6.304570791064534e-07,0.0005469709373030654,0.0006155914728686941,8.562579207231441e-06,1.7992518403481806e-06,0.011559776324009056,6.911578847688141e-08,3.339737404555621e-08,4.5250647437010934e-07,1.8651801142724294e-08,0.0049401155090776725,1.0333232991859851e-07,6.417767037491254e-06,2.241194767564221e-06,9.161125398656467e-09,1.4932163602095755e-08,1.5106730122845287e-11,3.399178985094121e-08,8.574772652730065e-09,3.76,0.0,1.0210011203943841e-06,0.9856832317890982,0.0037642065952679794,0.00014495713160067123,0.7876094114598166,0.7397428804523049,3.4695150447203947e-07,8.726435601118885e-10,0.0015561041867580192,1.3940612108757156e-06,3.940820308632932e-09,5.5566198866571306e-11,3.102423675435105e-09,0.0014171905252325112,1.9488847869673876e-09,5.054390777517649e-05,4.666777908469172e-05,0.0003861513899232549,0.006833383607232363,1.7758309217410298e-06,2.387354734782412e-06,7.706429888630601e-13,3.788906596626222e-13,2.2949861687243622e-08,1.7317800936047798e-08,2.889198247423355e-05,8.743170636921773e-07,0.0004712974620887011,2.8351668352754443e-08,3.74784133919038e-11,3.633284690994245e-09,1.1684491975057185e-05,3.7132554581353923e-09,8.036512953483111e-05,0.0005078654540629841,9.991620757894305e-10,2.729224061348394e-13
3.7580657073778406e-05,0.924383343955689,0.00010433800711664368,5.4809194514192476e-05,5.0002033839256694e-05,0.0028529888530564587,0.0,0.0,0.00013415832294530927,1.4555015423098812e-06,0.013273094826924773,0.0005160397899945549,4.1167755958134e-06,6.042874205720956e-13,2.9038726484102398e-09,6.427845854416361e-07,0.0005590238656150275,0.0006222657332405868,8.81222617269787e-06,1.8434294864496972e-06,0.011631135369082245,6.958202583146e-08,3.423329111134233e-08,4.736343725614877e-07,1.9203136106166514e-08,0.005058692421081672,1.0438343249626238e-07,6.677247839817099e-06,2.3489605361161116e-06,9.582609518066814e-09,1.5568610597425927e-08,1.569355385606953e-11,3.458334370395702e-08,8.876663255335298e-09,3.76,0.0,1.020960254005707e-06,0.9853942939375944,0.003853973869277728,0.00014902793084549574,0.7878471485460365,0.7392795176313335,3.4673422951256216e-07,8.720971466425371e-10,0.0015556480435870467,1.4207352627372323e-06,4.0058504285738466e-09,5.658999285619041e-11,3.1604926851168665e-09,0.0014451600941013918,1.946978962534447e-09,5.148607878103906e-05,4.751726438454377e-05,0.00039257127702064767,0.006966040512309029,1.8077783547579479e-06,2.4303006156824223e-06,7.854445231182798e-13,3.8616429946894414e-13,2.339106883275744e-08,1.770077690090819e-08,2.941110816787228e-05,8.909830440741193e-07,0.0004912312906417175,2.8966444317258333e-08,3.815924748040145e-11,3.6972706692851198e-09,1.2461253932279002e-05,3.768236587938925e-09,8.084026169573258e-05,0.0005216443220021997,1.023390720328608e-09,2.7947760097682716e-13
3.782960101997565e-05,0.9244383016130244,0.00010627181686701832,5.5811540594711883e-05,5.096462621963569e-05,0.0029166961036557384,0.0,0.0,0.00013697284873977333,1.4895840172264685e-06,0.013575311665605974,0.0005282966568057289,4.2113385830545605e-06,6.36326373252871e-13,3.001273823208968e-09,6.552564419132105e-07,0.0005712659773909977,0.0006290596798379886,9.067695984772125e-06,1.8882868292470822e-06,0.011702339741428529,7.004873068924987e-08,3.508705867050709e-08,4.956303779653192e-07,1.9769137454703132e-08,0.0051796203947566555,1.0545089433453799e-07,6.946911006447293e-06,2.461331276149073e-06,1.0021045571444955e-08,1.6228264539533054e-08,1.6301511933861386e-11,3.518212785104236e-08,9.191194163822692e-09,3.76,0.0,1.0209220354163635e-06,0.9851000720231816,0.0039454405261753304,0.00015320364535642282,0.7880878962429214,0.7388093867192485,3.4651378150653947e-07,8.715427526846918e-10,0.0015551835586023143,1.447769450016103e-06,4.0713852280420804e-09,5.762273457641197e-11,3.219095679393727e-09,0.0014735385682678262,1.9450442539302596e-09,5.2437171085380644e-05,4.8374024689106894e-05,0.00039902334529786184,0.007100140719984826,1.8399883088004928e-06,2.473598928101767e-06,8.004073319013404e-13,3.9351705272746604e-13,2.383709376542588e-08,1.8091092775919452e-08,2.993434522927755e-05,9.078163450251281e-07,0.0005118686589590692,2.9590409935014955e-08,3.884607728491144e-11,3.7617045218337095e-09,1.3284669030691546e-05,3.8275255464455716e-09,8.132615808259172e-05,0.0005357529037024197,1.0481551186885661e-09,2.861746746310786e-13
3.8078544966172893e-05,0.9244940125447624,0.00010822406367990401,5.682298165851407e-05,5.1937302848841065e-05,0.0029815406523210977,0.0,0.0,0.00013982790665964198,1.5243216669031982e-06,0.013882967044246285,0.0005407909328034389,4.307431705179994e-06,6.698338823379198e-13,3.1013580511150845e-09,6.678709636640154e-07,0.0005836974184735843,0.0006359766699125411,9.329066716387533e-06,1.9338197622111928e-06,0.011773388956115892,7.051593215573276e-08,3.595890026754197e-08,5.185231110304117e-07,2.0350078241248273e-08,0.005302925374587229,1.0653469329753849e-07,7.2270862750415005e-06,2.5784690870573727e-06,1.0476966508205087e-08,1.6911735453694306e-08,1.693122151168569e-11,3.578806897196412e-08,9.518897323146346e-09,3.76,0.0,1.0208864560525756e-06,0.9848005175027814,0.0040386233516285725,0.00015748681761822717,0.7883316895550807,0.738332434520679,3.4629013552612035e-07,8.70980315487038e-10,0.0015547106551657042,1.4751608280820998e-06,4.137405447439474e-09,5.866414767993368e-11,3.2782179428821816e-09,0.0015023250557397202,1.9430804583235285e-09,5.339696597631814e-05,4.923783786935477e-05,0.00040550525026372697,0.007235660056343877,1.8724516878792166e-06,2.5172374306566787e-06,8.155288520975047e-13,4.009476562880084e-13,2.4287860619678813e-08,1.8488829556572117e-08,3.0461541902238396e-05,9.248133185189588e-07,0.000533226545878129,3.02235492555037e-08,3.953873198233986e-11,3.826565216384192e-09,1.4157119732424911e-05,3.891449105968272e-09,8.182334513821783e-05,0.0005501976447834287,1.0734690804393897e-09,2.9301717540467906e-13
3.832748891237014e-05,0.9245504826360578,0.00011019430927701244,5.784327872208498e-05,5.291987523301564e-05,0.003047531960772626,0.0,0.0,0.00014272332333564657,1.5597202250046554e-06,0.014196109471637528,0.0005535253217536046,4.405059158135305e-06,7.048608538531719e-13,3.2041677779900447e-09,6.806263617195237e-07,0.0005963182219310778,0.0006430200825823857,9.596415302550846e-06,1.9800236601923256e-06,0.011844282589820962,7.098366009053936e-08,3.6849034983093e-08,5.423417357160689e-07,2.094622948888988e-08,0.005428632690186669,1.0763479991613544e-07,7.518109754194011e-06,2.7005397244831577e-06,1.0950913316412175e-08,1.7619636448638248e-08,1.758330896663734e-11,3.640108873872831e-08,9.860324082668086e-09,3.76,0.0,1.0208534991067194e-06,0.9844955831221255,0.004133538765603593,0.00016188004688320136,0.7885785630061725,0.7378486098153131,3.460632675697484e-07,8.70409774625108e-10,0.0015542292586736102,1.5029061483742953e-06,4.2038911986076036e-09,5.971394544174208e-11,3.3378441627534105e-09,0.0015315183783025797,1.941087382257584e-09,5.436523592703721e-05,5.0108474124192755e-05,0.0004120146018448597,0.007372572916574324,1.9051590913389488e-06,2.561203472696294e-06,8.308063875687711e-13,4.084547817737335e-13,2.4743289591429246e-08,1.8894066316026998e-08,3.0992541439712805e-05,9.419701289796402e-07,0.0005553219261078257,3.086584002558701e-08,4.02370344545529e-11,3.891831094657356e-09,1.5081077555182606e-05,3.960356035237785e-09,8.233237797629135e-05,0.0005649850549163813,1.0993471980707047e-09,3.0000885549857366e-13
3.857643285856738e-05,0.9246077175767704,0.00011218209855696403,5.887218392418321e-05,5.391214584214862e-05,0.003114679193090658,0.0,0.0,0.00014565889824036122,1.5957852173660674e-06,0.014514786270686027,0.0005665024933078717,4.504224741658072e-06,7.414589052673568e-13,3.3097445866363054e-09,6.935207453473104e-07,0.0006091283057739668,0.0006501933149797035,9.869817465825566e-06,2.026893383786643e-06,0.011915020281129266,7.145194509944549e-08,3.775767713745795e-08,5.671159484245605e-07,2.1557859776726908e-08,0.005556767018198155,1.0875117761775502e-07,7.820323831861782e-06,2.8277125649385823e-06,1.1443434645888167e-08,1.835258304395253e-08,1.8258409590278033e-11,3.702110392241867e-08,1.0216045664307226e-08,3.76,0.0,1.020823139325429e-06,0.9841852229659473,0.0042302028066044505,0.0001663859900363624,0.7888285506069372,0.7373578634215587,3.458331545920249e-07,8.69831072076331e-10,0.0015537392966361798,1.5310018588997607e-06,4.270821990520553e-09,6.077183110297551e-11,3.397958445489798e-09,0.0015611170669650887,1.9390648419268194e-09,5.5341744885492606e-05,5.098569629386701e-05,0.0004185489682371325,0.00751085227545942,1.938100827232319e-06,2.6054840123166064e-06,8.462371124498141e-13,4.1603703721274964e-13,2.5203297036878447e-08,1.9306880085889396e-08,3.152718230834936e-05,9.592827552372337e-07,0.0005781717474994913,3.1517253582989704e-08,4.094080151540008e-11,3.95747990086609e-09,1.6059103985953952e-05,4.034618259604145e-09,8.28538420971009e-05,0.0005801217056982241,1.1258049120444122e-09,3.071536882298612e-13
