Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46)
1.3041357346025772e-05,0.8233751238071789,1.6507537533037053e-07,8.779437418904156e-08,6.117733004897012e-08,1.3684326988309094e-06,0.0,0.0,7.39752530144839e-07,6.549183264517195e-09,1.8543140427439332e-05,1.8845915003148254e-07,4.506361216325498e-09,9.812972568778669e-21,2.9568679561863774e-14,1.0873365798222392e-08,4.946813545135147e-07,5.60288576360321e-05,2.669617928378209e-10,5.851048626303555e-13,0.0003376723739164017,4.4039833945180833e-10,2.802603698804593e-10,4.4986484998938997e-13,7.815845924759695e-12,1.747517604812865e-06,1.534909825533044e-11,2.036037832042926e-12,1.699384454424459e-12,9.346980906996357e-15,3.6814604207132776e-13,3.265910755085298e-16,5.284680154860685e-11,8.44521501438641e-13,3.76,0.0,0.027900472475587232,0.9991719492705852,1.464655026706668e-06,1.7685168627469034e-08,0.7377827801385829,0.7370271735994608,4.558059653325012e-07,7.599852393407788e-11,0.0007656589455289594,1.3071642996899639e-07,1.6608675581479868e-11,1.0373542641628926e-13,5.407850685740372e-12,4.410663327221752e-05,7.695707070774923e-10,5.010897415909727e-08,1.02046137576863e-07,7.371570340044107e-07,3.6768837879475182e-06
1.3203368004909207e-05,0.8235237867213437,1.6845800042508673e-07,8.953177269973047e-08,6.260797810667489e-08,1.4126131977856935e-06,0.0,0.0,7.550207094322106e-07,6.734334317760553e-09,1.9089781672022902e-05,1.9424372184411722e-07,4.584724844049518e-09,1.0422672620203402e-20,3.07763657054608e-14,1.1106162920592393e-08,5.112561520366774e-07,5.695324944253416e-05,2.7719964921887337e-10,6.077557090074446e-13,0.00034347011971029687,4.4806732797077115e-10,2.8626232714649504e-10,4.797307897029931e-13,8.077771337302308e-12,1.8008128397677139e-06,1.574030233151411e-11,2.1727719000232097e-12,1.8337263195557286e-12,9.984274198753904e-15,3.8114097357488714e-13,3.3716775433323965e-16,5.416139776959896e-11,8.762210395874146e-13,3.76,0.0,0.026775991405753208,0.999170831943527,1.5148393217203644e-06,1.852801107857273e-08,0.7389135045009818,0.7381446956798147,4.3981466994851524e-07,7.572875007556456e-11,0.0007656580888030088,1.3292503757442432e-07,1.6732849204237007e-11,1.0629865780822815e-13,5.541706376484398e-12,4.470430157504054e-05,7.70597671985386e-10,5.120715165510635e-08,1.0409534960109663e-07,7.533986930371468e-07,3.7893050220060305e-06
1.3365378663792642e-05,0.8236664935893591,1.7189901830570794e-07,9.130164087037286e-08,6.406654841385763e-08,1.4577238143397022e-06,0.0,0.0,7.704174329627105e-07,6.921626764493191e-09,1.9645034221400103e-05,2.0015085049126343e-07,4.663288679680099e-09,1.1067330961497515e-20,3.2026930853254883e-14,1.13429750249943e-08,5.282248215464499e-07,5.787877833862225e-05,2.8774325609233853e-10,6.310813463619219e-13,0.000349277261338974,4.5574842411900366e-10,2.923677932967997e-10,5.113070291218871e-13,8.345989381233966e-12,1.855233154769554e-06,1.6139107982185093e-11,2.3173538999792177e-12,1.9771395399704734e-12,1.065851547346894e-14,3.9445001720128693e-13,3.479914040135943e-16,5.5500654670185886e-11,9.087510449633091e-13,3.76,0.0,0.025696833822967693,0.99916970938954,1.5662594373380935e-06,1.9400145628169353e-08,0.7399989211728252,0.7392168777467919,4.244679178218218e-07,7.546982327047867e-11,0.0007656572280937438,1.3513850881750852e-07,1.6858155043794045e-11,1.0890942291003456e-13,5.678064647929228e-12,4.529947123129665e-05,7.715825020429484e-10,5.232430507072271e-08,1.0617904251404927e-07,7.699193275027585e-07,3.903972925793993e-06
1.3527389322676077e-05,0.823803484526506,1.753994716247798e-07,9.310453151433657e-08,6.555350626215784e-08,1.5037782320827385e-06,0.0,0.0,7.859431456807989e-07,7.111046772384921e-09,2.0208931031997998e-05,2.0618266790405234e-07,4.742050324300048e-09,1.1748850558496974e-20,3.332180956509803e-14,1.1583877526684968e-08,5.455944353387497e-07,5.880539567592802e-05,2.986000878490058e-10,6.550978682938329e-13,0.00035509341900593716,4.6344110289008887e-10,2.9857871458929855e-10,5.446788240806672e-13,8.620616177824711e-12,1.9107980707890167e-06,1.6545670923584615e-11,2.470173828779558e-12,2.130145568485769e-12,1.1371538504573136e-14,4.080784777506243e-13,3.590671840581184e-16,5.6864997371311406e-11,9.421267160290518e-13,3.76,0.0,0.024661172910661767,0.9991685815886627,1.6189384453641715e-06,2.030226878199942e-08,0.7410408565885892,0.740245546980702,4.097397281312772e-07,7.522130625901111e-11,0.0007656563633847185,1.373567676855616e-07,1.6984650582811893e-11,1.1156852788491639e-13,5.816968156231526e-12,4.5892143775704626e-05,7.725269333909563e-10,5.346078679523555e-08,1.0829789234807804e-07,7.867243815512017e-07,4.020923900614231e-06
1.3689399981559511e-05,0.8239349899702094,1.7896041389433457e-07,9.494100450522935e-08,6.706932412928022e-08,1.5507903850633881e-06,0.0,0.0,8.015983254756595e-07,7.302581310846504e-09,2.078150613682449e-05,2.1234134570681479e-07,4.821007611114599e-09,1.2469234379242101e-20,3.466248255747456e-14,1.1828946671693897e-08,5.633721853512839e-07,5.973305487994063e-05,3.097777733501796e-10,6.798216975061118e-13,0.00036091822805591476,4.711448614691741e-10,3.0489705742007644e-10,5.79935189678182e-13,8.901769851390198e-12,1.967527469865525e-06,1.6960149515635695e-11,2.6316388850815348e-12,2.2932915551596052e-12,1.2125256648472712e-14,4.2203176962318807e-13,3.7040037977005256e-16,5.82548576744596e-11,9.763635140636368e-13,3.76,0.0,0.023667255484414222,0.9991674485176177,1.6728998106291452e-06,2.1235089097982217e-08,0.7420410635661306,0.7412324569097931,3.9560516726354273e-07,7.498277940048234e-11,0.0007656554946574628,1.3957974347864443e-07,1.7112392618369117e-11,1.1427678517054894e-13,5.9584598633874674e-12,4.6482323254760416e-05,7.734326248024357e-10,5.461695351244137e-08,1.1045258176501242e-07,8.038193500778941e-07,4.140195105306842e-06
1.3851410640442946e-05,0.8240612310701316,1.8258291012978446e-07,9.6811627062702e-08,6.861448185737901e-08,1.5987744608247472e-06,0.0,0.0,8.173834827723932e-07,7.49621815176007e-09,2.1362794677837264e-05,2.1862909565469015e-07,4.900158598731191e-09,1.3230590583307018e-20,3.6050478246215187e-14,1.2078259574282994e-08,5.81565384996059e-07,6.0661711365179985e-05,3.2128409897745454e-10,7.05269592403318e-13,0.0003667513383769819,4.788592183257648e-10,3.1132481059505077e-10,6.171690499580516e-13,9.189570561824646e-12,2.025441599187368e-06,1.7382704826018795e-11,2.802174159584735e-12,2.4671514563557986e-12,1.2921665965415025e-14,4.3631542011369845e-13,3.8199640239922056e-16,5.967067421750549e-11,1.0114771679003684e-12,3.76,0.0,0.02271339902410284,0.9991663101498823,1.728167397163608e-06,2.2199327410480568e-08,0.7430012242739658,0.7421792903788054,3.820403076618009e-07,7.47538399689295e-11,0.0007656546218909301,1.4180737062492027e-07,1.724143732630222e-11,1.1703502783966122e-13,6.102583915472943e-12,4.7070016128871745e-05,7.743011425577171e-10,5.579316635885951e-08,1.1264380041021541e-07,8.212097816594125e-07,4.2618244605847625e-06
1.4013421299326381e-05,0.8241824200625368,1.8626803747104615e-07,9.871697404257641e-08,7.018946682555406e-08,1.6477449035598196e-06,0.0,0.0,8.332991601624622e-07,7.691945869140523e-09,2.1952832938019866e-05,2.2504817009180844e-07,4.979501564776907e-09,1.403513683722284e-20,3.748737426809334e-14,1.2331894252862157e-08,6.001814710389288e-07,6.159132245394641e-05,3.331270117367338e-10,7.314586539558149e-13,0.0003725924138257683,4.865837123413317e-10,3.1786398783290257e-10,6.564773931483995e-13,9.484140538776083e-12,2.084561075351311e-06,1.781350069550862e-11,2.982223351004984e-12,2.652327187122951e-12,1.3762848454772881e-14,4.5093507279926324e-13,3.938608020049445e-16,6.111289263302412e-11,1.0474836787415657e-12,3.76,0.0,0.021797988825679907,0.9991651664557523,1.7847654745159233e-06,2.3195717057688053e-08,0.7439229530789435,0.7430876623978717,3.690221854933793e-07,7.453410148292851e-11,0.0007656537450612088,1.440395885045702e-07,1.7371840319470933e-11,1.1984410285180774e-13,6.24938511464591e-12,4.76552311790192e-05,7.751340172501688e-10,5.6989791081301854e-08,1.1487224526129757e-07,8.389012814541164e-07,4.385850653880259e-06
1.4175431958209816e-05,0.8242987606295739,1.9001688579265542e-07,1.0065762820705292e-07,7.17947741276276e-08,1.6977164173838031e-06,0.0,0.0,8.493459320718779e-07,7.889753837830692e-09,2.255165837319939e-05,2.3160086242989422e-07,5.05903499983035e-09,1.4885206458126153e-20,3.897479910869077e-14,1.2589929670787051e-08,6.192280055225301e-07,6.252184729863947e-05,3.45314622482438e-10,7.584063325918244e-13,0.0003784411316749035,4.943179019705865e-10,3.2451662599603174e-10,6.979614326328241e-13,9.785604116346607e-12,2.1449068888081016e-06,1.8252703803334128e-11,3.17224950879707e-12,2.849449818484387e-12,1.4650975410029152e-14,4.65896490984578e-13,4.0599926283000973e-16,6.258196570294271e-11,1.0843993250534569e-12,3.76,0.0,0.020919475267750304,0.9991640174024008,1.8427187242077587e-06,2.4225004112210016e-08,0.7448077992791402,0.7439591228765877,3.5652876221116795e-07,7.432319303275846e-11,0.0007656528641426302,1.462763412819141e-07,1.7503656702925013e-11,1.2270486109826321e-13,6.398908414571156e-12,4.823797941789894e-05,7.759327161269401e-10,5.82071981918169e-08,1.171386209708547e-07,8.56899514073317e-07,4.512313144693032e-06
1.433744261709325e-05,0.824410448244069,1.93830558291308e-07,1.0263418050651512e-07,7.343090674203744e-08,1.7487039697236674e-06,0.0,0.0,8.655244044654455e-07,8.089632231327082e-09,2.315930964363702e-05,2.3828950764670654e-07,5.138757601665009e-09,1.5783255399796448e-20,4.051443386103072e-14,1.2852445772493505e-08,6.387126777333421e-07,6.34532468074119e-05,3.578552091780776e-10,7.861304354067483e-13,0.000384297182081876,5.020613644353008e-10,3.3128478600870166e-10,7.417267738867416e-13,1.0094087768060141e-11,2.2065004084788406e-06,1.8700483734037696e-11,3.3727358036823314e-12,3.0591808212724814e-12,1.5588310896068602e-14,4.812055612732082e-13,4.1841760025444693e-16,6.407835351706401e-11,1.1222406675394026e-12,3.76,0.0,0.020076371188324935,0.9991628629539366,1.9020522463342273e-06,2.5287947614900747e-08,0.7456572497265987,0.7447951592478751,3.4453888898018973e-07,7.412075865421115e-11,0.0007656519791071804,1.4851757774535398e-07,1.7636941130019297e-11,1.2561817605673339e-13,6.5512001010073015e-12,4.881827400527652e-05,7.766986099023955e-10,5.944576312260608e-08,1.1944364020470125e-07,8.75210206413927e-07,4.6412521704295286e-06
1.4499453275976686e-05,0.8245176705004288,1.9771017206862357e-07,1.0464723033510353e-07,7.509837571097295e-08,1.8007227948218914e-06,0.0,0.0,8.818352145857901e-07,8.291572018827048e-09,2.377582664542328e-05,2.451164828046464e-07,5.218668269784555e-09,1.6731867179943763e-20,4.210801389109932e-14,1.3119523516603951e-08,6.586433062127479e-07,6.43854835728978e-05,3.707572202988734e-10,8.146491333390797e-13,0.00039016026757851346,5.098136949495589e-10,3.3817055739500993e-10,7.8788358755874e-13,1.0409720143337182e-11,2.2693633865542935e-06,1.9157013044066105e-11,3.5841863266321313e-12,3.2822133582190333e-12,1.657721535406823e-14,4.96868297220646e-13,4.3112177721256533e-16,6.560252362678962e-11,1.1610245541962713e-12,3.76,0.0,0.019267249367308458,0.9991617030714557,1.962791566300047e-06,2.638531981202993e-08,0.7464727313443537,0.7455971989860916,3.330322686650066e-07,7.392645674643613e-11,0.0007656510899238615,1.507632511548277e-07,1.7771747857029878e-11,1.2858493874793912e-13,6.706307304758877e-12,4.9396130167261755e-05,7.774330474351822e-10,6.070586637805232e-08,1.2178802397439474e-07,8.938391504632341e-07,4.772708752724389e-06
1.466146393486012e-05,0.8246206074322009,2.0165685868895336e-07,1.0669738580836765e-07,7.679770030771579e-08,1.853788397355387e-06,0.0,0.0,8.982790307255707e-07,8.495564961582912e-09,2.4401250541704678e-05,2.5208420758804265e-07,5.298766100251387e-09,1.7733758731888872e-20,4.375733059509448e-14,1.3391244913598731e-08,6.790278408148246e-07,6.531852180408002e-05,3.8402927824245013e-10,8.439809687617621e-13,0.000396030102580314,5.175745059753495e-10,3.451760566357943e-10,8.365467889625808e-13,1.0732632104915707e-11,2.3335179634559572e-06,1.9622467330368768e-11,3.807126917636812e-12,3.5192736260609806e-12,1.7620149338645235e-14,5.128908430954235e-13,4.441179008327961e-16,6.715495120558451e-11,1.2007681254509294e-12,3.76,0.0,0.01849074011045941,0.9991605377130899,2.0249626417024745e-06,2.7517906395848005e-08,0.7472556135420042,0.7463666120236386,3.219894214706713e-07,7.373995947243971e-11,0.0007656501965601546,1.5301331909642487e-07,1.7908130790265376e-11,1.3160604097805094e-13,6.864277091747576e-12,4.9971565119536676e-05,7.781373314074992e-10,6.198789368773646e-08,1.2417250196623515e-07,9.127922060630616e-07,4.906724704233432e-06
1.4823474593743555e-05,0.8247194318168365,2.0567176473971917e-07,1.0878526400381175e-07,7.85294082189053e-08,1.9079165561654724e-06,0.0,0.0,9.148565520318508e-07,8.701603608643066e-09,2.5035623793771564e-05,2.591951448600609e-07,5.379050380775056e-09,1.8791789476448042e-20,4.546423336581047e-14,1.3667693065310295e-08,6.99874364803147e-07,6.625232726110008e-05,3.9768018291759014e-10,8.741448628980245e-13,0.00040190641291488707,5.253434265074451e-10,3.5230342526603986e-10,8.878362241397611e-13,1.1062956766293955e-11,2.398986672979705e-06,2.009702529802933e-11,4.0421060253551704e-12,3.771122249494281e-12,1.8719677391986747e-14,5.29279477710277e-13,4.574122148146558e-16,6.873611920140005e-11,1.241488819383459e-12,3.76,0.0,0.017745528930732873,0.9991593668340528,2.0885918693478115e-06,2.8686506748623417e-08,0.7480072105339209,0.7471047130701618,3.113916545842789e-07,7.356095219769165e-11,0.0007656492989814865,1.5526774334388802e-07,1.804614353780606e-11,1.3468239844848653e-13,7.0251579860055496e-12,5.054459799430755e-05,7.788126589677644e-10,6.329223615568731e-08,1.2659781286485988e-07,9.320753036507847e-07,5.043342635889832e-06
1.498548525262699e-05,0.8248143094681688,2.0975605236344057e-07,1.1091149123980754e-07,8.029403570909776e-08,1.9631233281020508e-06,0.0,0.0,9.315685083410678e-07,8.909681292055232e-09,2.5678990192031363e-05,2.66451801238081e-07,5.459520586081334e-09,1.9908968093842747e-20,4.723063150642208e-14,1.3948952192547095e-08,7.211910969969233e-07,6.718686719269267e-05,4.117189152954831e-10,9.051601238288068e-13,0.0004077889353687875,5.331201013865269e-10,3.5955483610362256e-10,9.418768628166242e-13,1.1400829530541251e-11,2.465792447590828e-06,2.058086883079959e-11,4.289695598601247e-12,4.038555728848411e-12,1.987847205788357e-14,5.460406184220246e-13,4.710111194706361e-16,7.034651850018421e-11,1.2832043770314408e-12,3.76,0.0,0.01703035432308039,0.999158190386684,2.1537060924189458e-06,2.989193419021717e-08,0.7487287835640167,0.7478127638382746,3.012210280056996e-07,7.33891329886788e-11,0.000765648397150079,1.5752648972666004e-07,1.8185839457097434e-11,1.3781494969632248e-13,7.1889996444769425e-12,5.1115249770638214e-05,7.794602168116036e-10,6.461929041222776e-08,1.2906470467454468e-07,9.516944469577536e-07,5.182605964612874e-06
1.5147495911510425e-05,0.8249053995171041,2.1391089980228194e-07,1.1307670329894085e-07,8.209212780886534e-08,2.0194250519759205e-06,0.0,0.0,9.484156600438584e-07,9.119792121601997e-09,2.633139488689489e-05,2.7385672768830874e-07,5.5401763735207346e-09,2.1088457402189495e-20,4.9058496033820645e-14,1.4235107671759132e-08,7.429863939580275e-07,6.812211027638657e-05,4.2615464119931435e-10,9.370464541373273e-13,0.00041367741725204784,5.409041906395574e-10,3.6693249405249583e-10,9.98798998396702e-13,1.174638813029177e-11,2.5339586239050604e-06,2.1074183059806967e-11,4.550492010500966e-12,4.3224079434711684e-12,2.1099318044814443e-14,5.631808251669474e-13,4.849211712303098e-16,7.198664807750293e-11,1.3259328477857714e-12,3.76,0.0,0.016344005628939878,0.999157008320485,2.220332607773251e-06,3.113501622928204e-08,0.7494215430408405,0.7484919751795687,2.914603234280766e-07,7.322421208076435e-11,0.0007656474910268205,1.5978952800426668e-07,1.8327271700687805e-11,1.4100463007004418e-13,7.355851371608593e-12,5.168354320827975e-05,7.800811677666048e-10,6.596945876091466e-08,1.315739350349646e-07,9.716557156927378e-07,5.324558921462194e-06
1.530950657039386e-05,0.8249928546809958,2.1813750190474951e-07,1.1528154571508405e-07,8.392423847455072e-08,2.0768383526243797e-06,0.0,0.0,9.653987979781275e-07,9.331930979134637e-09,2.6992884419596107e-05,2.814125201374158e-07,5.6210175789389445e-09,2.2333584555253866e-20,5.094986190620458e-14,1.452624607443569e-08,7.652687522246041e-07,6.905802656132856e-05,4.4099671498005784e-10,9.698239593812e-13,0.00041957161597974376,5.48695368846426e-10,3.744386300331026e-10,1.0587384553631706e-12,1.2099772667911011e-11,2.603508948307825e-06,2.1577156436337916e-11,4.8251170174171665e-12,4.623551712813489e-12,2.2385116538701754e-14,5.807068046829662e-13,4.991490689414028e-16,7.365701516660394e-11,1.3696925948680524e-12,3.76,0.0,0.01568532098680082,0.9991558205821572,2.2884991733979624e-06,3.241659481814597e-08,0.7500866505866167,0.749143509134523,2.8209301880701895e-07,7.306591136823002e-11,0.0007656465805709327,1.6205683174668543e-07,1.8470493257606592e-11,1.4425239902639402e-13,7.525764009474361e-12,5.2249502784821766e-05,7.806765549453803e-10,6.734314933005236e-08,1.341262715363889e-07,9.919652681792523e-07,5.469246560226766e-06
1.5471517229277293e-05,0.8250768215221645,2.2243707066170202e-07,1.1752667397476006e-07,8.579093078611021e-08,2.135380145082156e-06,0.0,0.0,9.825187433499862e-07,9.546093512566255e-09,2.7663506752974428e-05,2.891218201042514e-07,5.702044212755333e-09,2.364785189957223e-20,5.290683020437326e-14,1.4822455198337413e-08,7.880468105840719e-07,6.999458741332784e-05,4.5625468353102493e-10,1.003513155864853e-12,0.0004254712986699441,5.564933245318904e-10,3.820755070478698e-10,1.1218368041849906e-12,1.2461125656524602e-11,2.6744675827683943e-06,2.2089980801181207e-11,5.114218752984612e-12,4.942900417346225e-12,2.37388896737538e-14,5.986254147597038e-13,5.137016770731376e-16,7.535813540739056e-11,1.4145023009048932e-12,3.76,0.0,0.01505318536537514,0.9991546271156362,2.3582340159905593e-06,3.373752661146719e-08,0.7507252210036931,0.749768480899792,2.731032577223461e-07,7.291396397641991e-11,0.0007656456657381056,1.643283782205452e-07,1.8615557002659454e-11,1.4755924616596891e-13,7.698789950213126e-12,5.281315463574451e-05,7.812474182408899e-10,6.874077621707768e-08,1.3672249202891046e-07,1.0126293439903438e-06,5.616714766443367e-06
1.5633527888160726e-05,0.8251574406959964,2.2681083568941705e-07,1.1981275382274896e-07,8.76927770994303e-08,2.1950676388667397e-06,0.0,0.0,9.997763476807608e-07,9.762276129581883e-09,2.8343311302235227e-05,2.969873153478569e-07,5.783256456313609e-09,2.5034940928743922e-20,5.4931570091736995e-14,1.5123824091860098e-08,8.113293524016347e-07,7.093176546233214e-05,4.71938290062224e-10,1.038134979728125e-12,0.0004313762417574253,5.642977595819021e-10,3.8984542632652483e-10,1.1882415842357475e-12,1.283059206272557e-11,2.7468591107741174e-06,2.2612851460484608e-11,5.418472758717378e-12,5.2814096814478685e-12,2.5163785164919832e-14,6.169436687387625e-13,5.285860303853334e-16,7.709053302289987e-11,1.4603809735833876e-12,3.76,0.0,0.014446528676043846,0.9991534278621196,2.429565838707685e-06,3.509868322872821e-08,0.7513383241617262,0.7503679607161993,2.644758206121649e-07,7.276811379406998e-11,0.000765644746482799,1.6660414828079757e-07,1.8762515731628905e-11,1.509261534494886e-13,7.874980883716244e-12,5.337452649755833e-05,7.817948035366255e-10,7.016275964136037e-08,1.393633849331284e-07,1.0336542665302965e-06,5.767010266833321e-06
1.579553854704416e-05,0.8252348471890434,2.312600447638608e-07,1.22140461431657e-07,8.96303592587003e-08,2.255918342364666e-06,0.0,0.0,1.0171724927802092e-06,9.980475991118527e-09,2.9032348965718114e-05,3.0501174053496416e-07,5.8646546583984465e-09,2.649872131719132e-20,5.702632106756278e-14,1.5430443103814064e-08,8.351253079782449e-07,7.18695345522838e-05,4.88057478380305e-10,1.0737107947299664e-12,0.00043728623062254786,5.721083886834347e-10,3.9775071776623794e-10,1.2581065346882277e-12,1.3208319349344469e-11,2.8207085434768416e-06,2.3145967255318373e-11,5.738583052502945e-12,5.640079120566042e-12,2.6663081112154722e-14,6.356687399619227e-13,5.438093125626496e-16,7.88547409634085e-11,1.507347951411548e-12,3.76,0.0,0.013864323961384576,0.999152222760096,2.5025238290293125e-06,3.6500951520663647e-08,0.7519269868088058,0.7509429756806214,2.561961040226245e-07,7.262811500157211e-11,0.00076564382275834,1.6888412626778825e-07,1.891142220631449e-11,1.543541251120079e-13,8.054390016616504e-12,5.3933647653952624e-05,7.823196178256168e-10,7.160952608574436e-08,1.4204974954366407e-07,1.0550464456321736e-06,5.920180639154824e-06
1.5957549205927592e-05,0.8253091705475231,2.357859642764644e-07,1.245104837418792e-07,9.160426873559131e-08,2.3179500673347045e-06,0.0,0.0,1.0347080907437486e-06,1.020069100466535e-08,2.9730672155684852e-05,3.13197877922935e-07,5.9462393320205215e-09,2.8043267409311374e-20,5.91933957354885e-14,1.5742403910002573e-08,8.59443756969664e-07,7.280786969282397e-05,5.046223967147021e-10,1.1102624020662464e-12,0.00044320105923471804,5.79924938786914e-10,4.057937411877886e-10,1.3315918340608995e-12,1.3594457519116544e-11,2.896041325932153e-06,2.3689530641185638e-11,6.075283237457309e-12,6.0199541548891665e-12,2.824019097231628e-14,6.548079665706825e-13,5.593788814668395e-16,8.06513010938703e-11,1.5554229095563283e-12,3.76,0.0,0.013305585656713382,0.999151011745371,2.5771376668081663e-06,3.794523383966922e-08,0.7524921943095735,0.7514945114848499,2.4825009339013706e-07,7.249373170885494e-11,0.0007656428945140924,1.711682999092999e-07,1.906232918882062e-11,1.5784420559774473e-13,8.237072706675393e-12,5.4490548884403445e-05,7.828227652245787e-10,7.308150845179147e-08,1.4478239633747173e-07,1.0768123800886956e-06,6.0762743224584e-06
1.6119559864811025e-05,0.8253805350966112,2.4038987978076176e-07,1.269235185827307e-07,9.36151068657392e-08,2.3811809335079076e-06,0.0,0.0,1.0523840839745845e-06,1.0422919817429479e-08,3.043833482916076e-05,3.215485580644942e-07,6.028011151338897e-09,2.9672864602370853e-20,6.143518176227006e-14,1.605979953969696e-08,8.842939308366164e-07,7.374674701312331e-05,5.216434023316944e-10,1.147812047990909e-12,0.00044912052980987345,5.877471485903951e-10,4.139769007941056e-10,1.4088643482359863e-12,1.3989159159671996e-11,2.9728833435817424e-06,2.424374775705496e-11,6.429337649880225e-12,6.422127892069982e-12,2.9898668720181404e-14,6.743688561553526e-13,5.753022818777965e-16,8.24807643304989e-11,1.6046258657979954e-12,3.76,0.0,0.012769367921697243,0.9991497947510888,2.65343753241886e-06,3.94324483143176e-08,0.7530348923132889,0.7520235140843629,2.4062433567999905e-07,7.236473755274056e-11,0.0007656419616981578,1.734566602276266e-07,1.9215289488745194e-11,1.6139742695354906e-13,8.423083195806035e-12,5.5045262415504446e-05,7.833051960574837e-10,7.457914619787244e-08,1.4756214727228402e-07,1.0989586602268794e-06,6.2353406277465515e-06
1.628157052369446e-05,0.8254490601508989,2.450730964129283e-07,1.2938027507146814e-07,9.566348496429223e-08,2.445629373309069e-06,0.0,0.0,1.0702014452278142e-06,1.0647161809411244e-08,3.1155392518831724e-05,3.3006666052456634e-07,6.109970948882375e-09,3.139201250719687e-20,6.375414430096095e-14,1.6382724410452595e-08,9.096852153581261e-07,7.468614371791776e-05,5.391310653326101e-10,1.1863824347233967e-12,0.0004550444524814575,5.955747680447179e-10,4.223026355012622e-10,1.4900978879033718e-12,1.4392579489514805e-11,3.0512609287857383e-06,2.4808828510402722e-11,6.801542550560513e-12,6.847743081343659e-12,3.16422141883607e-14,6.943590909240452e-13,5.91587215222202e-16,8.43436908461293e-11,1.6549771865559338e-12,3.76,0.0,0.012254763039213601,0.9991485717077498,2.7314541151186796e-06,4.096352912801324e-08,0.7535559883546608,0.7525308912998239,2.3330592305865946e-07,7.224091525076478e-11,0.0007656410242582376,1.7574920145115027e-07,1.937035598547488e-11,1.6501483894525908e-13,8.612477077271833e-12,5.55978218750664e-05,7.837676985165752e-10,7.610288549975151e-08,1.5038983609440746e-07,1.121491970390832e-06,6.397429749022541e-06
1.6443581182577892e-05,0.8255148602163568,2.4983693946395756e-07,1.3188147365640168e-07,9.775002459967715e-08,2.5113141366669533e-06,0.0,0.0,1.0881611776785525e-06,1.087341708642743e-08,3.1881902364038995e-05,3.3875511462055085e-07,6.192119712813717e-09,3.3205447325792874e-20,6.61528289960565e-14,1.671127438463483e-08,9.356271531629332e-07,7.562603804505843e-05,5.570961737149161e-10,1.2259967274362718e-12,0.00046097264498436044,6.034075578788015e-10,4.307734098549526e-10,1.5754734748549301e-12,1.4804876403861603e-11,3.1312008676506205e-06,2.5384986643599637e-11,7.1927273594275025e-12,7.297994141791971e-12,3.347467860821728e-14,7.147865325059442e-13,6.082415645380823e-16,8.624065019001078e-11,1.7064975930463464e-12,3.76,0.0,0.011760899878746409,0.9991473425432337,2.811218621479594e-06,4.253942680191767e-08,0.7540563533901516,0.7530175143540372,2.2628246923544847e-07,7.21220562950501e-11,0.0007656400821375531,1.780459209306456e-07,1.9527581682351794e-11,1.6869754436709993e-13,8.805312901824394e-12,5.614826224828869e-05,7.842110473848906e-10,7.76531793824768e-08,1.5326630863243688e-07,1.1444190915113766e-06,6.5625927747348645e-06
1.6605591841461325e-05,0.8255780451841708,2.5468275475389287e-07,1.3442784661640482e-07,9.987535767009812e-08,2.578254295956496e-06,0.0,0.0,1.1062643150098776e-06,1.110168647312085e-08,3.261792314186414e-05,3.4761690017392304e-07,6.274458584564613e-09,3.511815629774846e-20,6.863386476011187e-14,1.7045546763720378e-08,9.621294463511167e-07,7.656640922488136e-05,5.755497370035928e-10,1.2666785667560823e-12,0.00046690493235133137,6.112452891443108e-10,4.3939173535569293e-10,1.6651796186534284e-12,1.5226210522731817e-11,3.2127304068379686e-06,2.5972439826814854e-11,7.603755936448704e-12,7.774129267215433e-12,3.540007034002899e-14,7.356592275433421e-13,6.25273419163632e-16,8.817222152231308e-11,1.7592081674983292e-12,3.76,0.0,0.011286942421716704,0.9991461071828102,2.892762784075574e-06,4.416110848217053e-08,0.7545368232723647,0.7534842193469535,2.1954208248870373e-07,7.200796061894039e-11,0.0007656391352778161,1.8034681905959462e-07,1.9687019721982128e-11,1.724466299850966e-13,9.0016476921784e-12,5.669661983628758e-05,7.846361173131949e-10,7.923048789002395e-08,1.561924231075681e-07,1.1677469035393555e-06,6.730881699597533e-06
