Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68)
0.007152701211802427,0.5293837973908201,3.917703294128229e-08,9.172856745565768e-09,5.859147998066474e-08,7.061283006036478e-05,0.0,0.0,0.00022062299449145207,8.145586378706394e-05,0.0002173108521570824,1.4194940399456134e-06,3.2309756801627146e-10,6.915176937925233e-25,7.644754843099911e-18,8.680165740993232e-12,1.3444890562372623e-06,0.00014138524270371878,1.6957295580975436e-11,7.434095444648112e-16,4.5235203187359685e-06,1.0463747480043076e-14,9.19996157139099e-14,1.5277145982631108e-08,6.691627979639988e-10,0.00011234331608133178,2.94701264762733e-13,1.739335968783082e-08,2.463085903473669e-08,1.8354164579450656e-12,1.3065989297502139e-11,1.5547822618153223e-13,6.872563289108346e-11,6.91944734005674e-10,3.76,0.0,0.49211999274034984,0.9989796042954023,0.0006440374454476313,5.242084506734976e-05,0.2255866958266744,0.22480287737373345,2.1305002944040943e-09,1.2323836223744588e-15,3.856044945487484e-05,0.00013552695342883316,3.9922327943950153e-13,3.5699550097950283e-13,6.839137813043397e-12,0.00010420993494365339,7.308005176719833e-12,1.2816218149258742e-09,1.1241711673550814e-09,4.242200976779071e-07,2.0493615678874277e-07,1.361899400259641e-07,1.0224202315941728e-07,3.2341636440851685e-15,1.1645858168651838e-16,5.291132938184631e-13,7.365071412041312e-14,7.74424736919405e-07,1.1440565100300677e-08,5.9967148003824775e-09,5.3168545618555573e-17,1.516863520258088e-08,2.1575521957798043e-10,1.387049750001581e-08,1.456960275030806e-08,0.000894419294600504,7.509501525222226e-07,1.1841508242056329e-07,5.800111555362516e-14,2.0432396063400814e-08,1.8411937451395327e-12,4.509635136943683e-08,3.619492377313591e-16,1.566282801348794e-11,5.724786784814931e-13,4.303047840365339e-09,1.0458071215393374e-07,4.34046374219235e-07,8.413127851039978e-10,1.8198888602085952e-15,8.799068152067055e-17,2.3915746806311285e-09,2.0099974119636146e-16,1.979537698103623e-07,1.6498687720230361e-15,8.283297627421772e-19,8.465895874854735e-12,2.659662073163696e-12
0.007176191724179886,0.5294409644931789,3.9539586192356096e-08,9.286500863436248e-09,5.9387715460709175e-08,7.139643994693482e-05,0.0,0.0,0.00022241870605930138,8.25596061832338e-05,0.0002202002980053939,1.445540067494291e-06,3.27915089388907e-10,7.154753180735309e-25,7.835611220902183e-18,8.811351316811187e-12,1.3658223658948486e-06,0.00014235720978895595,1.740711988215813e-11,7.573877020543363e-16,4.55178087274051e-06,1.0530501299656337e-14,9.355768854594268e-14,1.5682794931107707e-08,6.851861834938255e-10,0.00011417737445187026,2.9720999273077303e-13,1.7813242678929323e-08,2.5487298173390305e-08,1.8952820911133644e-12,1.3289459630918001e-11,1.5902194815851999e-13,6.992055348248157e-11,7.04625642872546e-10,3.76,0.0,0.49149980318398584,0.9989676405784073,0.0006534621607217321,5.33425515719625e-05,0.22619851054339607,0.22540439054755998,2.12784777557638e-09,1.23275728464266e-15,3.8559987653211176e-05,0.00013725826426114201,4.043409486721884e-13,3.6251981788974095e-13,6.9490465565658105e-12,0.00010540915243754095,7.326680523548385e-12,1.3012000837815945e-09,1.1396143089683957e-09,4.3063064734533655e-07,2.0796820320562233e-07,1.3769943881094317e-07,1.033815128851048e-07,3.2826519311260672e-15,1.1820458369651416e-16,5.37694821987323e-13,7.483950862063739e-14,7.850586273693261e-07,1.160844279190407e-08,6.1750048939368734e-09,5.396568742424922e-17,1.540748234686158e-08,2.2146785002179398e-10,1.4059272898895727e-08,1.4753678551396296e-08,0.0009064510926805526,7.636583332732779e-07,1.1983206489752287e-07,5.864849921263239e-14,2.0674679082857254e-08,1.871193206568376e-12,4.582503119081772e-08,3.677993176980623e-16,1.608638681122241e-11,5.879599377597467e-13,4.419657204054713e-09,1.0485234661864681e-07,4.402445003772517e-07,8.640091184375453e-10,1.868984219306049e-15,9.048122395134417e-17,2.4217151409598484e-09,2.055795648743976e-16,1.9902433374651175e-07,1.68042670436846e-15,8.508815802188493e-19,8.591574074969515e-12,2.698791231343279e-12
0.0071996822365573455,0.529498069470081,3.990432757026915e-08,9.401307692070522e-09,6.019291013993091e-08,7.218643311709818e-05,0.0,0.0,0.00022422207210144257,8.367581267528785e-05,0.00022312656400093282,1.4720152124451687e-06,3.327966835726956e-10,7.4019735515820155e-25,8.03074574048967e-18,8.94419385796669e-12,1.387426475448576e-06,0.0001433347882215005,1.786762453459531e-11,7.7159187201415e-16,4.580119381593268e-06,1.0597456978195428e-14,9.514034813877829e-14,1.6098049471017888e-08,7.015379203462464e-10,0.00011603593472868873,2.9973818067742537e-13,1.8242965240736143e-08,2.6370974820384943e-08,1.956927311544376e-12,1.351638732552321e-11,1.6263717592015138e-13,7.113364558928147e-11,7.175123432773474e-10,3.76,0.0,0.4908802424458491,0.9989555485551957,0.0006630043526409282,5.4277984309069895e-05,0.22680960408812467,0.22600506051449862,2.125197955773218e-09,1.2331300744262064e-15,3.8559520898956186e-05,0.0001390054100066193,4.0950582644057427e-13,3.6811547549826905e-13,7.06043190620965e-12,0.00010662329835409246,7.345323883123114e-12,1.3210281399155522e-09,1.1552297857560389e-09,4.371217189039332e-07,2.1103741007174212e-07,1.3921994883380803e-07,1.0452942049695738e-07,3.3317458365103063e-15,1.1997239324260666e-16,5.464014904810802e-13,7.6044097137568e-14,7.958108195277386e-07,1.1778354201589014e-08,6.358371132723544e-09,5.4772765090213845e-17,1.5649326765948126e-08,2.2732309907048283e-10,1.4250121211110132e-08,1.4939691695843506e-08,0.0009186204958928127,7.765553771986026e-07,1.2126306578807034e-07,5.930068917949566e-14,2.0919329933067224e-08,1.9016048971368164e-12,4.656369899709303e-08,3.7372960737333343e-16,1.6520468783315916e-11,6.038258102827717e-13,4.53917055635313e-09,1.051342939986212e-07,4.465514171287545e-07,8.872676891811025e-10,1.919295768539096e-15,9.303630412495835e-17,2.4521722571285934e-09,2.1026695129163504e-16,2.0010061138374035e-07,1.7114741238394675e-15,8.739964994326321e-19,8.71931928954916e-12,2.7385533746916133e-12
0.007223172748934805,0.529555112490392,4.027126335793596e-08,9.517286347809174e-09,6.100713652491265e-08,7.298283882488408e-05,0.0,0.0,0.00022603306580267534,8.480457558084986e-05,0.00022609010633833335,1.4989259071684255e-06,3.3774317064966597e-10,7.657069740759562e-25,8.230241693654988e-18,9.07870973844432e-12,1.409303702880546e-06,0.0001443180471249882,1.833903175223019e-11,7.860250471596635e-16,4.608535748393722e-06,1.0664614522009623e-14,9.674796434746959e-14,1.6523106230448372e-08,7.182233812747494e-10,0.0001179192452534743,3.0228599735160424e-13,1.8682743102618746e-08,2.7282666247960653e-08,2.020399577048039e-12,1.3746823783440742e-11,1.663251257022327e-13,7.236513726016227e-11,7.306077131177813e-10,3.76,0.0,0.4902613085114887,0.9989433270618793,0.0006726651891002329,5.522730394449717e-05,0.22741997774528705,0.22660488730017037,2.122550826233127e-09,1.233501988849635e-15,3.855904914718384e-05,0.00014076845693561328,4.1471811851417285e-13,3.737831732705072e-13,7.1733089221897775e-12,0.00010785254419527077,7.363935255731675e-12,1.3411084192268516e-09,1.1710190212393475e-09,4.4369407988738655e-07,2.1414412202148299e-07,1.4075149078858068e-07,1.0568576355106253e-07,3.381451247117648e-15,1.217622222568115e-16,5.552349676570742e-13,7.726463951856465e-14,8.066822806305268e-07,1.1950317808309592e-08,6.546945790545244e-09,5.558987393664668e-17,1.5894193494939352e-08,2.333241550575267e-10,1.4443058979127715e-08,1.5127657031420712e-08,0.0009309287394484143,7.89643759581294e-07,1.227081850481322e-07,5.995769572709381e-14,2.116636510534795e-08,1.932433212755044e-12,4.731246619591382e-08,3.7974100171838276e-16,1.6965309016527525e-11,6.200848892780711e-13,4.661652975294302e-09,1.0542658707229054e-07,4.529694996245298e-07,9.111010141536436e-10,1.9708505831287903e-15,9.565742538227595e-17,2.4829484500277762e-09,2.150646206274118e-16,2.0118273798055068e-07,1.7430176641502034e-15,8.976870430534644e-19,8.849170818402092e-12,2.7789603323963828e-12
0.007244314210074518,0.5296063983757096,4.060338658758365e-08,9.622676549601512e-09,6.174772241800952e-08,7.370511082501332e-05,0.0,0.0,0.00022766945946189258,8.5831274208691e-05,0.0002287895466681757,1.5235233163118756e-06,3.422511802533306e-10,7.893557025406543e-25,8.413585680289328e-18,9.201218033826407e-12,1.4292286427342263e-06,0.0001452078950172717,1.8772806980096818e-11,7.992131626868601e-16,4.63417696694995e-06,1.0725228914000075e-14,9.821646390456333e-14,1.691420338110172e-08,7.335301195496261e-10,0.00011963559268042278,3.0459595589156495e-13,1.908732212095061e-08,2.812779913031355e-08,2.0791268926865223e-12,1.3957259696486404e-11,1.6970747482634044e-13,7.348940278316716e-11,7.42574363219122e-10,3.76,0.0,0.4897048022196345,0.9989322160527582,0.0006814623541864564,5.609369866812329e-05,0.22796869959608218,0.22714401050214392,2.1201707025667124e-09,1.233835961004769e-15,3.855862026033938e-05,0.0001423688490453624,4.194498892805172e-13,3.7894627541874603e-13,7.27618610081089e-12,0.00010897191867353217,7.380658142111046e-12,1.3593983400251745e-09,1.1853790744372657e-09,4.496793453763858e-07,2.1697251593452495e-07,1.4213932710370324e-07,1.0673369836503662e-07,3.4267137786238323e-15,1.2339206861067932e-16,5.632948982621742e-13,7.837690112648765e-14,8.165693736447313e-07,1.2106855026749149e-08,6.721227988393007e-09,5.633392594870646e-17,1.6117178346476748e-08,2.388524549197844e-10,1.4618503184567361e-08,1.529850724562961e-08,0.0009421258932268448,8.015889674444313e-07,1.240209455528159e-07,6.055312806024828e-14,2.139074883492243e-08,1.960538554764992e-12,4.7995084477359566e-08,3.8522134678059113e-16,1.7375061429825397e-11,6.350614996191956e-13,4.7744805190975e-09,1.0569852380446181e-07,4.588428231155865e-07,9.330529620051856e-10,2.0183357083737612e-15,9.807417894657192e-17,2.510921826745241e-09,2.194791241198484e-16,2.021617655972494e-07,1.7718365751429969e-15,9.195113069347396e-19,8.967871152803746e-12,2.815887859491412e-12
0.0072654556712142306,0.5296576343371907,4.0937292490861845e-08,9.72902967859073e-09,6.249573597187368e-08,7.443262192545743e-05,0.0,0.0,0.00022931198983178503,8.686828554560413e-05,0.0002315198937046832,1.5484836205793898e-06,3.4681304750107905e-10,8.136759601772039e-25,8.600596470475862e-18,9.325107212875211e-12,1.4493783851277187e-06,0.00014610245308471867,1.921576441367831e-11,8.125914895387728e-16,4.6598811012561114e-06,1.0786006833583366e-14,9.970576019844118e-14,1.7313550282113522e-08,7.491155759795885e-10,0.00012137237341521547,3.069220883303046e-13,1.9500387241132403e-08,2.8996863280262944e-08,2.1394096737410536e-12,1.41706185877738e-11,1.731506361652322e-13,7.462892883878835e-11,7.547145372341247e-10,3.76,0.0,0.489148800529735,0.9989209983644163,0.0006903574350590047,5.6971591696550535e-05,0.22851684031920724,0.22768245074928894,2.1177927444911364e-09,1.234169219656657e-15,3.855818725570076e-05,0.00014398222197032056,4.242203793168636e-13,3.841688150445412e-13,7.380294887544484e-12,0.00011010379089455155,7.397355118524496e-12,1.3778963409326896e-09,1.19988207900586e-09,4.5573164657832673e-07,2.1983182351731314e-07,1.4353613148827592e-07,1.0778849343545857e-07,3.4724807775040893e-15,1.250400801423021e-16,5.714601629558181e-13,7.950233356534559e-14,8.265545730540826e-07,1.2265083169474834e-08,6.899939455981988e-09,5.708625170089583e-17,1.6342649875723872e-08,2.4450390192464796e-10,1.4795665464673308e-08,1.5470961681016975e-08,0.0009534374229575886,8.136930338943332e-07,1.2534529480312638e-07,6.11524773242022e-14,2.161708906868254e-08,1.9889881888447147e-12,4.868605677301261e-08,3.9076878044294595e-16,1.7793900173425472e-11,6.503702131801848e-13,4.889815997796245e-09,1.0597889188954152e-07,4.6480995549224905e-07,9.554902637653492e-10,2.0668707145291576e-15,1.0054683037197808e-16,2.539157390764251e-09,2.239873341870374e-16,2.0314574186906853e-07,1.801067715133294e-15,9.418223127259047e-19,9.088339685829368e-12,2.853356367740298e-12
0.0072865971323539435,0.5297088204990256,4.1272984535390484e-08,9.83635242339957e-09,6.325123064394681e-08,7.516539340003725e-05,0.0,0.0,0.000230960636974244,8.791567682438982e-05,0.00023428149015908482,1.5738116984138564e-06,3.514293986792238e-10,8.386901149181402e-25,8.791342250721816e-18,9.45039007460995e-12,1.4697546293550016e-06,0.00014700177418043093,1.9668074154689416e-11,8.26162369581338e-16,4.685648080618191e-06,1.084694829198459e-14,1.0121613998967277e-13,1.7721297203936737e-08,7.649837906389152e-10,0.00012312977169202162,3.0926452675171133e-13,1.9922104534498077e-08,2.989046617969174e-08,2.201284841879238e-12,1.4386939641510381e-11,1.766555319683345e-13,7.578388471982594e-11,7.670304015252936e-10,3.76,0.0,0.4885933019649559,0.9989096731322308,0.0006993512983941078,5.7861102639262954e-05,0.22906440085527088,0.22822020804392226,2.115416945583375e-09,1.2345017626694445e-15,3.8557750099893206e-05,0.00014560862295495266,4.2902973630963726e-13,3.894513129605385e-13,7.485646492693821e-12,0.00011124828856672821,7.414026184273007e-12,1.396604238632044e-09,1.2145290963311286e-09,4.618515520466596e-07,2.227223000659563e-07,1.4494191992114666e-07,1.08850162581789e-07,3.518756747649116e-15,1.2670641923242202e-16,5.797320548767952e-13,8.06410554207419e-14,8.366385933116172e-07,1.242501591537682e-08,7.08318314717893e-09,5.78469256111275e-17,1.6570626410781257e-08,2.502809498399166e-10,1.497455802697817e-08,1.5645031312194204e-08,0.0009648642424854064,8.259578247006796e-07,1.2668130720959142e-07,6.175575093021707e-14,2.184539813487722e-08,2.017785404906473e-12,4.938546622464004e-08,3.9638397060750777e-16,1.8222006535235533e-11,6.660176340688214e-13,5.007709530111721e-09,1.0626771615271048e-07,4.7087273169553776e-07,9.784225547555875e-10,2.1164764438579297e-15,1.0307653239422812e-16,2.567656946571641e-09,2.2859139421691743e-16,2.041347680628825e-07,1.830716072400321e-15,9.6462992640136e-19,9.210606584079984e-12,2.891374931812663e-12
0.007307738593493656,0.5297599569857481,4.161046898963641e-08,9.94465156886274e-09,6.401425983560349e-08,7.590344648686414e-05,0.0,0.0,0.00023261538083984312,8.89735152490783e-05,0.00023707468198902343,1.5995124895465012e-06,3.5610086406573653e-10,8.644132366528462e-25,8.985883493427079e-18,9.577078033422555e-12,1.4903590774463123e-06,0.00014790591194965928,2.0129909480489778e-11,8.399279464378215e-16,4.711477834324988e-06,1.0908053302520764e-14,1.0274787997424872e-13,1.8137596656014994e-08,7.811388455481932e-10,0.00012490797275349058,3.116233933509969e-13,2.0352642930119864e-08,3.0809228708901575e-08,2.264790163625418e-12,1.4606262524730318e-11,1.8022309046873423e-13,7.695444402544083e-11,7.795241443520316e-10,3.76,0.0,0.48803830504589596,0.9988982394864485,0.000708444815687223,5.876235189023447e-05,0.22961138214624996,0.2287572823831705,2.1130432994093304e-09,1.2348335878839906e-15,3.855730875934472e-05,0.0001472480989021371,4.338781056734496e-13,3.9479428660943433e-13,7.592252077347186e-12,0.00011240554024767256,7.430671338371626e-12,1.4155238342582755e-09,1.2293211725403443e-09,4.680396331589623e-07,2.2564420188590739e-07,1.4635670464314346e-07,1.0991871606958955e-07,3.565545928427964e-15,1.2839123811698574e-16,5.881118053227625e-13,8.179318592706627e-14,8.468221518842656e-07,1.25866669876714e-08,7.271064155127848e-09,5.861601373957472e-17,1.6801126302058374e-08,2.5618609457491653e-10,1.51551931253194e-08,1.5820727057080027e-08,0.0009764072698345378,8.383852253988476e-07,1.2802905521430966e-07,6.236295571340679e-14,2.2075687870313805e-08,2.046933460481164e-12,5.0093396587830566e-08,4.0206759010683645e-16,1.8659564408956283e-11,6.820105107083045e-13,5.128212110996532e-09,1.0656502178762019e-07,4.770330204253185e-07,1.0018596361536392e-09,2.167174097313464e-15,1.0566448464573681e-16,2.5964222580794472e-09,2.332934777305155e-16,2.0512894629596795e-07,1.860786684044172e-15,9.879437266262973e-19,9.334702509913863e-12,2.929952773796583e-12
0.007328880054633369,0.529811043922245,4.194974517296417e-08,1.0053933445723866e-08,6.478487688792528e-08,7.664680242564165e-05,0.0,0.0,0.00023427620128519997,9.004186799164464e-05,0.00023989981841826845,1.6255909956939326e-06,3.608280894238911e-10,8.90853081930578e-25,9.184283318063001e-18,9.705182769021416e-12,1.511193432976654e-06,0.00014881492083703479,2.060144669298952e-11,8.538904615373093e-16,4.737370291649001e-06,1.0969321880671288e-14,1.0430126303821083e-13,1.856260341065767e-08,7.975848621835511e-10,0.00012670716285040443,3.139988285876285e-13,2.079217425591411e-08,3.1753785385359627e-08,2.329964212150733e-12,1.4828627438803435e-11,1.8385425130911538e-13,7.814078257524279e-11,7.921979759928477e-10,3.76,0.0,0.4874838082905434,0.9988866965521568,0.00071763886326064,5.9675460628172616e-05,0.23015778513549928,0.22929367375894585,2.1106717995236286e-09,1.2351646931434347e-15,3.8556863200284615e-05,0.00014890069637099815,4.3876563218551786e-13,4.00198255167603e-13,7.700122825923792e-12,0.00011357567534414475,7.447290579548538e-12,1.434656935257726e-09,1.2442593589478164e-09,4.7429646349699636e-07,2.2859778621146793e-07,1.4778049977440485e-07,1.109941660508087e-07,3.61285261262484e-15,1.3009469118599703e-16,5.966006766078831e-13,8.295884496849582e-14,8.571059690086953e-07,1.2750050150454061e-08,7.463689750298938e-09,5.939358445305701e-17,1.703416790792312e-08,2.6222187464083707e-10,1.5337583055365065e-08,1.5998059872527303e-08,0.0009880674272520578,8.509771414857664e-07,1.2938860964100995e-07,6.297409848634126e-14,2.230796989357328e-08,2.076435619312115e-12,5.080993223398818e-08,4.0782031672339393e-16,1.910676091613951e-11,6.983557055939265e-13,5.251375605783416e-09,1.0687083440622072e-07,4.832927246658075e-07,1.0258114737725182e-09,2.2189852319246276e-15,1.0831192548810329e-16,2.62545509224596e-09,2.3809585877925517e-16,2.0612837954086246e-07,1.89128463633346e-15,1.011774494952391e-18,9.460658629465754e-12,2.969099265565829e-12
0.007350021515773082,0.5298620814337959,4.229081567812306e-08,1.0164204918578003e-08,6.556313608997738e-08,7.739548244984796e-05,0.0,0.0,0.00023594307803874407,9.112080218832105e-05,0.0002427572519571787,1.6520522813697954e-06,3.6561173088209454e-10,9.180466928329574e-25,9.386624960431815e-18,9.83471930500578e-12,1.5322594030342228e-06,0.00014972885609359444,2.1082863355551804e-11,8.680525999782628e-16,4.763325381846353e-06,1.103075404420953e-14,1.058766054922858e-13,1.8996474528749348e-08,8.143259958295364e-10,0.0001285275292429462,3.163909775944079e-13,2.1240873292005315e-08,3.2724784612456074e-08,2.396846208408769e-12,1.505407531849095e-11,1.8754997568277893e-13,7.93430713179677e-11,8.050541290783151e-10,3.76,0.0,0.48692981021430976,0.998875043449307,0.0007269343222540707,6.0600550816159966e-05,0.23070361076776386,0.22982938215791987,2.1083024394696494e-09,1.2354950762779623e-15,3.855641338874161e-05,0.00015056646157478738,4.4369246253839636e-13,4.0566375561805967e-13,7.809270280122047e-12,0.00011475882411385869,7.46388390623527e-12,1.4540054214918123e-09,1.259344757569604e-09,4.806226199246511e-07,2.315833119102645e-07,1.492133245731858e-07,1.1207652967629259e-07,3.660681733148449e-15,1.3181695718780782e-16,6.052001073789979e-13,8.41381530806459e-14,8.674907678820867e-07,1.2915179265874241e-08,7.66116942193056e-09,6.017972504999898e-17,1.7269769615077538e-08,2.6839087179660795e-10,1.5521740163804606e-08,1.6177040958124984e-08,0.000999845641165386,8.637354986359864e-07,1.3076004906520955e-07,6.35891870488677e-14,2.254225739473291e-08,2.106295305889559e-12,5.1535158153765195e-08,4.1364283321876187e-16,1.9563787592938702e-11,7.150601451350074e-13,5.377252774862881e-09,1.0718518006828766e-07,4.896537822311399e-07,1.0502882072246184e-09,2.2719317809312747e-15,1.1102003922925094e-16,2.6547573172501213e-09,2.4300084556170865e-16,2.0713317163130458e-07,1.9222150650564746e-15,1.0361329391394128e-18,9.588506620984992e-12,3.0088239312069205e-12
0.007369048830798824,0.5299079730396483,4.2599318709708166e-08,1.0264300963353591e-08,6.627014784434542e-08,7.807386409687723e-05,0.0,0.0,0.00023744842844145573,9.21009455651494e-05,0.0002453568501857062,1.6761989520222494e-06,3.6996578614394856e-10,9.431774574944639e-25,9.572153426803648e-18,9.952535325188871e-12,1.5514182202679952e-06,0.00015055565619049387,2.1524735557637535e-11,8.809709360464369e-16,4.786738455647438e-06,1.1086182873297741e-14,1.07313420642192e-13,1.939466924059686e-08,8.296488143208897e-10,0.00013018412031328165,3.185583040420359e-13,2.1652687680212692e-08,3.362183959120392e-08,2.4585334799928376e-12,1.5259648499760268e-11,1.9093212132012805e-13,8.043891538449103e-11,8.167824149974091e-10,3.76,0.0,0.4864316370872824,0.9988644607310826,0.0007353876742544201,6.144347755964895e-05,0.23119436097854054,0.23031093575660216,2.1061718396320046e-09,1.2357918018616427e-15,3.855600489424316e-05,0.00015207694658654289,4.481603318790232e-13,4.106357478644038e-13,7.908603902634128e-12,0.00011583489304208005,7.478795741838617e-12,1.471604716944809e-09,1.2730483524505504e-09,4.863759140577205e-07,2.3429780995790987e-07,1.5051059582702346e-07,1.1305657518817709e-07,3.704178122355918e-15,1.3338320677444977e-16,6.130351414161807e-13,8.521130048202913e-14,8.769240265456783e-07,1.3065299762978365e-08,7.843143673859533e-09,6.089463023553859e-17,1.748401526083005e-08,2.740590389478274e-10,1.5689002741090003e-08,1.6339542276775393e-08,0.0010105477410440559,8.753619351757698e-07,1.3200456544018823e-07,6.414614561624062e-14,2.275484042979587e-08,2.13347743374728e-12,5.2195362411814834e-08,4.189433367400452e-16,1.9983676258587233e-11,7.304071663206643e-13,5.492906767741274e-09,1.0747540884437092e-07,4.954670212367517e-07,1.0727745728484613e-09,2.3205728830240845e-15,1.1351027497279995e-16,2.6813611186178337e-09,2.4750498334345725e-16,2.080421528432187e-07,1.950426503169873e-15,1.0585149600036574e-18,9.705213965628596e-12,3.0450784653603543e-12
0.007388076145824566,0.5299538248048371,4.2909280906106256e-08,1.036520881135202e-08,6.698343236815202e-08,7.875659087910308e-05,0.0,0.0,0.00023895865307085214,9.30897631532943e-05,0.00024798315893871306,1.7006636099151641e-06,3.7436655797252516e-10,9.689294519536037e-25,9.760965147532279e-18,1.0071527884633778e-11,1.5707672784185219e-06,0.00015138653348711713,2.1974892022862984e-11,8.94054241639324e-16,4.810202153164107e-06,1.1141744238685351e-14,1.0876845806077802e-13,1.9800290952637513e-08,8.452171726231438e-10,0.00013185815461619723,3.207393701162434e-13,2.2072203549104387e-08,3.454134245729123e-08,2.5216666101220853e-12,1.5467782839987173e-11,1.9436804631615629e-13,8.154795525629671e-11,8.286618670735562e-10,3.76,0.0,0.48593386559992263,0.9988537874104153,0.000743924536262597,6.229629871960697e-05,0.231684644987237,0.2307919361119398,2.1040429630970983e-09,1.2360879391336662e-15,3.855559290251104e-05,0.000153598167812733,4.526602551902935e-13,4.156583842670556e-13,8.008988995705076e-12,0.00011692170540364926,7.493686583657026e-12,1.4893812687299148e-09,1.2868728059309212e-09,4.92186256348369e-07,2.3703858155297966e-07,1.5181519796632109e-07,1.140422349036367e-07,3.748104148579794e-15,1.3496492647118314e-16,6.209616475502728e-13,8.629569057456964e-14,8.864402002559722e-07,1.3216855927689056e-08,8.029223267177608e-09,6.161657453615597e-17,1.7700362936274733e-08,2.79839183012218e-10,1.5857715835559983e-08,1.650339563614855e-08,0.0010213469016934669,8.871261979535542e-07,1.3325881794370277e-07,6.470630996298948e-14,2.2969065667211065e-08,2.1609542100579997e-12,5.2862737974275e-08,4.243014319355977e-16,2.04118269879736e-11,7.460561958806577e-13,5.610842074762479e-09,1.0777259058777427e-07,5.013654175900897e-07,1.0957020923333364e-09,2.370168254797749e-15,1.1605164899674838e-16,2.708185849684184e-09,2.520958828456998e-16,2.0895563644914527e-07,1.9789962620523927e-15,1.081340622221881e-18,9.823503641217115e-12,3.0818163233097006e-12
0.007407103460850308,0.5299996368214094,4.3220704337984534e-08,1.0466933536376874e-08,6.770302967140352e-08,7.944367822788654e-05,0.0,0.0,0.00024047373694433078,9.408730380716817e-05,0.00025063644210684857,1.7254500805478264e-06,3.788145444544845e-10,9.953366195413105e-25,9.95312879702027e-18,1.0191708716677157e-11,1.5903078263215552e-06,0.00015222152996494247,2.2433467998558572e-11,9.073046060105836e-16,4.833716422789637e-06,1.1197438158016967e-14,1.1024196192409667e-13,2.021345901607884e-08,8.610341817584289e-10,0.00013354977076035566,3.229342860761828e-13,2.2499554586035064e-08,3.54837957490764e-08,2.5862759316257363e-12,1.56785094128051e-11,1.9785847620266937e-13,8.267031924219526e-11,8.406941597677057e-10,3.76,0.0,0.4854364946647024,0.9988430228349838,0.0007525455606310198,6.315910483676994e-05,0.2321744634855018,0.23127238320329224,2.1019158051352655e-09,1.2363834864853598e-15,3.85551773883644e-05,0.00015513015821633227,4.571923379644237e-13,4.2073206470709543e-13,8.110434154886996e-12,0.00011801935792664574,7.508556429942103e-12,1.5073364792195225e-09,1.3008189395606297e-09,4.980540726000257e-07,2.398058176041933e-07,1.531271453767812e-07,1.1503352177828695e-07,3.792463525156508e-15,1.3656225117507166e-16,6.289807352245599e-13,8.739141257908771e-14,8.960398223080827e-07,1.3369857973080655e-08,8.21949278641188e-09,6.234562581573216e-17,1.791882607392554e-08,2.8573327841247744e-10,1.6027888543583315e-08,1.666860928113389e-08,0.0010322438071018003,8.990297335165507e-07,1.3452286501499797e-07,6.526968578112555e-14,2.318494291822248e-08,2.188728201842106e-12,5.353734809622431e-08,4.297176269603312e-16,2.0848386609542197e-11,7.620125402815133e-13,5.73109906765589e-09,1.0807674536485982e-07,5.073504585292526e-07,1.1190785208184527e-09,2.4207346716784977e-15,1.1864507134605655e-16,2.7352328797788627e-09,2.567753411398308e-16,2.098736999588152e-07,2.0079281899825e-15,1.104618164235155e-18,9.943399840491127e-12,3.119044774851912e-12
