Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143)
7.988008338973691e-19,0.5757328870362518,1.1048989980649304e-60,2.888442458785329e-28,2.6452405038445476e-68,5.412532514890635e-86,0.0,0.0,1.1322954298767943e-59,9.03445247787273e-131,1.2282540808821526e-70,1.08487405403871e-85,7.373813718743943e-64,5.632075609931006e-108,1.0815970816056124e-85,6.101854618831764e-74,1.5891177950071727e-110,4.716803934545215e-86,2.645244257222527e-68,1.2427853296710072e-59,1.3252902062460618e-34,4.429447227732212e-53,3.903603169490064e-86,7.1494064909686906e-177,1.279853125276527e-126,7.834899535982026e-111,2.1369839749959513e-92,8.483985213000554e-151,5.550565452377016e-233,3.272647627156268e-221,7.714760929853141e-140,1.0047199660982187e-114,5.507043387511932e-98,2.393959758103531e-176,3.76,0.0,0.66605214265492,0.9999999999996981,1.532961278727195e-86,1.3134335083978036e-160,1.0424344158372842e-15,1.0095018283151765e-15,3.2932587522107613e-17,2.8684673649726454e-33,3.019009799353362e-13
1.5982956737320945e-18,0.575732887036252,8.84591024349246e-60,5.779394424484163e-28,4.2373102510411175e-67,1.7340931956288733e-84,0.0,0.0,9.065248280021035e-59,1.1587582916242672e-128,1.9668446275744505e-69,3.475771655194302e-84,1.1807709324681126e-62,3.6089328085343147e-106,3.4652727391655096e-84,9.774329096361599e-73,2.0374011934155503e-108,1.5111923273454232e-84,4.237316274180522e-67,9.949839304173634e-59,5.304614630970863e-34,3.546251075714192e-52,1.2506551555482958e-84,1.4681432437708364e-173,3.281809645012356e-124,1.0045091787585619e-108,6.846813182585733e-91,4.3551930880209134e-148,1.8276947444377674e-228,2.6918480413877528e-217,3.9564630870360885e-137,1.2881472052570007e-112,3.5302330753780237e-96,2.4590582927942597e-173,3.76,0.0,0.666052142654919,0.9999999999993959,4.9113750638726253e-85,1.3485777212452328e-157,2.08577450883863e-15,2.019880721656061e-15,6.589378718256879e-17,1.1481344899018607e-32,6.040642534976383e-13
3.1972853534015453e-18,0.5757328870362522,7.079416647581376e-59,1.1561298355878338e-27,6.783639328242998e-66,5.5524330318648895e-83,0.0,0.0,7.254953738110636e-58,1.4847154323568942e-126,3.1483524971938576e-68,1.1129153482108959e-82,1.8900024654014145e-61,2.3111274298675406e-104,1.1095536747163387e-82,1.5648021877401493e-71,2.610007119231961e-106,4.8387215963964176e-83,6.783648979449869e-66,7.962895402554e-58,2.122536810466938e-33,2.8380786386461055e-51,4.0045016115461464e-83,3.010803648873106e-170,8.408333245024053e-122,1.2868237012348523e-106,2.1923355304599046e-89,2.232780248911973e-145,6.003595667331546e-224,2.2096365641726517e-213,2.0273761867946496e-134,1.650177381502745e-110,2.2611830645041614e-94,2.522197004834187e-170,3.76,0.0,0.6660521426549169,0.9999999999987916,1.5725845188288358e-83,1.3828010760491166e-154,4.172454694841316e-15,4.040638508380267e-15,1.3181618646104745e-16,4.594033471981457e-32,1.2083907979747928e-12
6.395264712740448e-18,0.5757328870362526,5.664608929099871e-58,2.3125106218652724e-27,1.0856978260642281e-64,1.7773123264493013e-81,0.0,0.0,5.805065271743722e-57,1.90139943307022e-124,5.038773047146877e-67,3.562398961127573e-81,3.024619276734937e-60,1.4795730517589538e-102,3.5516383576914185e-81,2.50441136466026e-70,3.342175281434299e-104,1.548856057907888e-81,1.0856993713873055e-64,6.371526164149929e-57,8.491529355039974e-33,2.2708941142548624e-50,1.2818254688107821e-81,6.1702727437724964e-167,2.1534170185807237e-119,1.6478079175540716e-104,7.017642995547836e-88,1.143931986359574e-142,1.969655096689827e-219,1.8119695492734328e-209,1.0384435936671467e-131,2.1130908050560255e-108,1.447744291383347e-92,2.5852517199712674e-167,3.76,0.0,0.6660521426549126,0.9999999999975829,5.033782188200635e-82,1.4169401325893214e-151,8.345815066846658e-15,8.082154081998427e-15,2.6366098484823e-16,1.8379125326432326e-31,2.4170438763393025e-12
1.2791223431418251e-17,0.5757328870362536,4.532117433808798e-57,4.625272194414556e-27,1.7373689772954746e-63,5.688253604543175e-80,0.0,0.0,4.64449317715054e-56,2.434408220034775e-122,8.064085567973353e-66,1.1401388742067229e-79,4.839883169595383e-59,9.470712512742613e-101,1.1366949519926404e-79,4.0076405702803914e-69,4.2788588960745175e-102,4.957083751235882e-80,1.737371450699857e-63,5.097704919725164e-56,3.3968881844589544e-32,1.8168877911224054e-49,4.102457532101119e-80,1.2640966675944758e-163,5.513878958709111e-117,2.1096253182459063e-102,2.2459929102688843e-86,5.858848725980564e-140,6.458095986574485e-215,1.4851176796945569e-205,5.3179245214740557e-129,2.70530915201542e-106,9.267442676485187e-91,2.649429020543103e-164,3.76,0.0,0.6660521426549043,0.9999999999951656,1.6110522191516621e-80,1.4514342280361662e-148,1.669253581085724e-14,1.6165185229913742e-14,5.27350580943496e-16,7.3522484510181275e-31,4.834349990709125e-12
2.558314086877386e-17,0.5757328870362554,3.625866072691833e-56,9.250795339490764e-27,2.7799923043920453e-62,1.8203778310436196e-78,0.0,0.0,3.715770935281748e-55,3.116437428255933e-120,1.2907124220427179e-64,3.648718359221211e-78,7.744206956669236e-58,6.061718354822027e-99,3.6376969019392037e-78,6.41269086013432e-68,5.47749908161127e-100,1.5863859094062039e-78,2.779996262495591e-62,4.0783575412604635e-55,1.3588105643386407e-31,1.4535792364008406e-48,1.312884983273829e-78,2.589305035110515e-160,1.4116978294381256e-114,2.700596360880467e-100,7.187732807315797e-85,3.0002213905760646e-137,2.116833028475985e-210,1.21691660255423e-201,2.7230572412975083e-126,3.46314957528481e-104,5.93176464956205e-89,2.7158260093071945e-161,3.76,0.0,0.6660521426548877,0.9999999999903311,5.155754205570165e-79,1.4865182975711531e-145,3.3385977298878e-14,3.233124752846036e-14,1.0547297704176322e-15,2.941019040865123e-30,9.668962050011988e-12
5.1166975743485075e-17,0.5757328870362589,2.9007617106354303e-55,1.8501841629553727e-26,4.448149117272595e-61,5.825427753162055e-77,0.0,0.0,2.972687307915869e-54,3.9892926688511946e-118,2.066450323194369e-63,1.16763371529326e-76,1.239104624655794e-56,3.879647590377945e-97,1.164106665859328e-76,1.0260678149852955e-66,7.011556851255191e-98,5.076625492951678e-77,4.448155450592288e-61,3.262763476913355e-54,5.435352841216051e-31,1.162890991147102e-47,4.201389665383992e-77,5.303342108819996e-157,3.614131715676302e-112,3.456939864534842e-98,2.3001633819401444e-83,1.536239020768585e-134,6.93749373631999e-206,9.970243150969259e-198,1.3942769225543175e-123,4.433057805001936e-102,3.796521706463508e-87,2.7859664690640607e-158,3.76,0.0,0.6660521426548542,0.9999999999806618,1.6499032852092963e-77,1.5223225269635032e-142,6.67728602749178e-14,6.466337213641747e-14,2.1094881385003196e-15,1.1764315425500592e-29,1.933818549087064e-11
1.0233464549290751e-16,0.575732887036266,2.3206369104889756e-54,3.700393420932185e-26,7.117167146465276e-60,1.8641718728392158e-75,0.0,0.0,2.378178071198837e-53,8.939036858184015e-116,3.310387952444384e-62,3.73649806405548e-75,1.98259260841423e-55,2.483021564051079e-95,3.7252108800984405e-75,1.6417383265449551e-65,8.975058458009848e-96,1.624550651711733e-75,7.117177279512039e-60,2.610241758937975e-53,2.1741632540817806e-30,9.303238336967654e-47,1.344469925416388e-75,1.725472164178787e-153,9.252451869034161e-110,4.425106803633918e-96,7.371877503877166e-82,1.9447897974156194e-131,4.9329077991234924e-200,7.191755001832219e-193,7.13891007273674e-121,5.674458376821507e-100,2.4298352435675045e-85,7.682386955738388e-155,3.76,0.0,0.6660521426547875,0.9999999999613234,5.279789618063138e-76,2.4590079325691638e-139,1.3354662622699079e-13,1.2932762139578735e-13,4.219004831203357e-15,4.705773972525118e-29,3.8676629661600006e-11
2.046699849917524e-16,0.5757328870362802,1.8565205462600894e-53,7.400811936742688e-26,1.13875688042062e-58,5.9654059809596586e-74,0.0,0.0,1.9025537479692448e-52,1.1480429806365922e-113,5.309535716705477e-61,1.195690627224737e-73,3.17216833855595e-54,1.589148665043692e-93,1.1920784552572508e-73,2.6268051809978767e-64,1.148821991759866e-93,5.198610876653283e-74,1.138758501511573e-58,2.0882057972867237e-52,8.696697256724313e-30,7.442634830122831e-46,4.3023441140390554e-74,3.5344691903576576e-150,2.3686577483646954e-107,5.664209173595776e-94,2.3591356834031207e-80,9.969058533333756e-129,1.6165031886320489e-195,5.892309909596948e-189,3.655168475436097e-118,7.263398134443739e-98,1.5551139884444935e-83,7.962181705187245e-152,3.76,0.0,0.666052142654654,0.9999999999226465,1.6895485349123212e-74,2.51896887897794e-136,2.670941581311099e-13,2.586561200883496e-13,8.43803804276009e-15,1.8823191091102499e-28,7.735350715911006e-11
4.093406639894421e-16,0.5757328870363086,1.4852208458102248e-52,1.4801648967791212e-25,1.822018626845931e-57,1.9089388722290496e-72,0.0,0.0,1.522047516399458e-51,1.469542134513794e-111,8.536504482616162e-60,3.8262281209213344e-72,5.07548546667213e-53,1.0170596249809993e-91,3.814667593261123e-72,4.202907377235412e-63,1.4705010218872492e-91,1.6635632873455683e-72,1.82202121987311e-57,1.6705695924455862e-51,3.4786877547965293e-29,5.954125523796778e-45,1.376756560334779e-72,7.238655967602532e-147,6.063800564489238e-105,7.250231496948912e-92,7.549281824785344e-79,5.1042087194906636e-126,5.297022068112947e-191,4.827032610982292e-185,1.8714576137292754e-115,9.29720548580245e-96,9.952789060299431e-82,8.338782886323696e-149,3.76,0.0,0.6660521426543868,0.9999999998452928,5.40658068387312e-73,2.579447228421797e-133,5.341892219392411e-13,5.17313118168764e-13,1.6876103770476247e-14,7.5292951534249865e-28,1.5470721877835978e-10
8.186820219848215e-16,0.5757328870363652,1.1881784429074877e-51,2.960332302759834e-25,2.9152343230022666e-56,6.1086187258496694e-71,0.0,0.0,1.2176398229754708e-50,1.881019952734124e-109,1.3790334133222692e-58,1.2243959730328516e-70,8.120789623791398e-52,6.50919237957535e-90,1.220695620866385e-70,6.7246670760313755e-62,1.8822459862268993e-89,5.323415011633643e-71,2.9152384694754883e-56,1.3364576534784637e-50,1.391476875548088e-28,4.763307475600728e-44,4.4056312224390504e-71,1.482482385907866e-143,1.5523368163513982e-102,9.28031938211115e-90,2.4157761327743955e-77,2.613364899773157e-123,1.7357371425561617e-186,3.954325044003324e-181,9.581886891346352e-113,1.190045203749026e-93,6.3698006523435524e-80,8.919168976613491e-146,3.76,0.0,0.6660521426538526,0.9999999996905856,1.7301098787809492e-71,2.6413640012376924e-130,1.0683793495550751e-12,1.034627117110752e-12,3.3752232444319774e-14,3.0117215461638698e-27,3.094144685139722e-10
1.228023379980201e-15,0.575732887036422,3.3974490357548623e-51,4.4404997085115535e-25,1.111433138948508e-55,2.8669956601326176e-70,0.0,0.0,3.481690201171625e-50,9.705367770741409e-109,5.099195926246027e-58,5.7465318973163644e-70,2.988990907402018e-51,3.658183685716199e-89,5.729164808451705e-70,2.563780678413212e-61,1.253942366705438e-88,2.498471163514232e-70,1.1114349986014146e-55,3.821435053762193e-50,2.956889472665541e-28,1.362008748633928e-43,2.067722023311559e-70,1.1888056524286179e-142,1.1853526226346083e-101,6.1824318125386825e-89,1.1294604014288936e-76,1.492006023516493e-122,9.002348844872964e-186,2.148448442579292e-180,8.26055454666629e-112,7.928035680517988e-93,3.63495486581589e-79,5.3543918405935995e-145,3.76,0.0,0.6660521426533184,0.9999999995358786,8.12003128142134e-71,1.9565681769480142e-129,1.6025694771704805e-12,1.5519411188338986e-12,5.062835833657498e-14,6.3999101726624235e-27,4.6412154474689225e-10
1.6373647379755804e-15,0.5757328870364786,7.166205500121121e-51,5.9206671140342815e-25,2.990391340875394e-55,8.937292171529189e-70,0.0,0.0,7.34389455225337e-50,5.294617709243151e-108,1.2986602051246492e-57,1.7913671041337025e-69,7.580729629835568e-51,1.303273277120158e-88,1.7859532472292244e-69,6.898043456439561e-61,5.423336860119707e-88,7.788489909829245e-70,2.9903975467737568e-55,8.060514972406384e-50,5.044106569637413e-28,2.8728715151037592e-43,6.445714568996982e-70,1.0105790109148666e-141,5.640646713012834e-101,2.673951977457474e-88,3.6460020790337814e-76,1.2405409797554502e-121,2.739518765883584e-184,4.366346308327122e-179,4.300976345952162e-111,3.428890004305791e-92,1.4220939259460995e-78,5.42109990643774e-144,3.76,0.0,0.6660521426527841,0.9999999993811718,2.5312592206945355e-70,1.524740028843486e-128,2.1367596047854576e-12,2.0692551233382035e-12,6.750448144724231e-14,1.091749516855696e-26,6.188284474773145e-10
2.456047453966339e-15,0.5757328870365919,1.9573134032622083e-50,8.88100192454231e-25,1.2095130057771793e-54,4.4035048712620236e-69,0.0,0.0,2.005845804062612e-49,7.353299825676484e-107,4.5734555627918523e-57,8.826260659812652e-69,2.6510184353023407e-50,7.727081927962144e-88,8.799585423337522e-69,2.79003281736467e-60,5.129889570205281e-87,3.8374770119929814e-69,1.2095165979768818e-54,2.2015770986462555e-49,1.0443183986227761e-27,7.846704781003588e-43,3.175876380819357e-69,4.400364943095563e-140,6.015510225266404e-100,2.529369708826644e-87,2.0095561260969293e-75,3.917317338466894e-120,1.0231306237762148e-181,7.384648984109206e-177,5.162132315562453e-110,3.2433331549765426e-91,1.190992004309801e-77,3.35358127186831e-142,3.76,0.0,0.6660521426517158,0.9999999990717583,1.247180028897737e-69,5.772665061050293e-127,3.205139860014406e-12,3.1038831388740198e-12,1.0125672114036199e-13,2.260328859066853e-26,9.282418457390223e-10
3.274730169957098e-15,0.5757328870367052,4.095354879632027e-50,1.1841336734208253e-24,3.2762348839153613e-54,1.3817050605156108e-68,0.0,0.0,4.1969009074304565e-49,3.380208679318062e-106,1.1493592512858838e-56,2.7694492210385664e-68,6.62417406121413e-50,2.7484074462720858e-87,2.7610787954624133e-68,7.557433383363106e-60,2.2939933002956573e-86,1.204100270601816e-68,3.276246064683045e-54,4.6064362804215e-49,1.776112267728834e-27,1.6417933134451688e-42,9.96507224987891e-69,3.179891603662379e-139,2.9793522283593604e-99,1.1310961548983712e-86,6.452904321284307e-75,2.3605985131302102e-119,1.3789917550937265e-180,7.568828463812697e-176,2.7857714112497316e-109,1.4503575283533085e-90,4.680719929151535e-77,2.5774669886058057e-141,3.76,0.0,0.6660521426506474,0.9999999987623456,3.913325879455965e-69,3.954508596409037e-126,4.27352011524178e-12,4.138511164637143e-12,1.3500895060459478e-13,3.844227339037315e-26,1.2376546059717814e-09
4.912095601938616e-15,0.5757328870369319,1.2931870155549204e-49,1.7762006350775036e-24,1.6429728685601257e-53,1.070620371787396e-67,0.0,0.0,1.3252521239533055e-48,6.344356136979119e-105,5.428096595098603e-56,2.1459189037377597e-67,3.0675760058897096e-49,3.356766480545283e-86,2.1394295543913258e-67,3.7899266430578593e-59,5.208882363075867e-85,9.330025026469395e-68,1.642979135910569e-53,1.4545707712030573e-48,3.869786987842273e-27,5.18427787264829e-42,7.721480579376848e-68,8.400080419996309e-137,1.1806350072771097e-97,2.568318795842964e-85,4.9320054305404864e-74,1.3581917598029145e-117,3.5465351627334478e-177,5.14704329246733e-173,1.9765476787578052e-107,3.293275201326817e-89,6.273457148503776e-76,3.490083346856855e-139,3.76,0.0,0.6660521426485106,0.9999999981435221,3.0322581336026306e-68,5.46835036599789e-124,6.410280625691355e-12,6.207767249746272e-12,2.025133759449904e-13,8.375786239248141e-26,1.8564780313813032e-09
6.549461033920133e-15,0.5757328870371587,2.9414016720900512e-49,2.3682675963696886e-24,4.929187086097792e-53,4.049703806226968e-67,0.0,0.0,3.014334942967154e-48,3.6908026375530094e-104,1.597466977261852e-55,8.117101843721332e-67,8.895162149727558e-49,1.5711575913640856e-85,8.092544689392909e-67,1.137042096671195e-58,3.0280858031523956e-84,3.529153643770644e-67,4.929206686167947e-53,3.3084749503471645e-48,6.794044240871716e-27,1.1791831534697437e-41,2.9207092484553757e-67,8.918919041171416e-136,8.197809357498758e-97,1.4930469585480884e-84,1.858613982147587e-73,1.0990102066139348e-116,4.323884164213476e-176,5.944497007976715e-172,1.6093473775407397e-106,1.9144827141080696e-88,2.9945010001791643e-75,3.3410666903278286e-138,3.76,0.0,0.6660521426463739,0.9999999975247015,1.1469749342254952e-67,5.1444400208426225e-123,8.547041136134112e-12,8.277023379124438e-12,2.700177570095121e-13,1.4705059210004917e-25,2.4752986950899753e-09
9.82419189788317e-15,0.575732887037612,9.820733486929869e-49,3.552401517855542e-24,2.550162001035512e-52,3.2962732807376944e-66,0.0,0.0,1.0064242599912579e-47,7.291003657668724e-103,8.442003808032173e-55,6.606949198611348e-66,4.5200073043567793e-48,2.052577022681525e-84,6.586933060711399e-66,5.8826210712553274e-58,6.5140413986612995e-83,2.8725693078322384e-66,2.550172345838846e-52,1.1046315103958967e-47,1.5145785648879142e-26,3.93704921308388e-41,2.3773231995545094e-66,1.6538910316262371e-133,2.9632379962067555e-95,3.2118382316131255e-83,1.4863249834493157e-72,6.350746761225974e-115,1.1092944111633288e-172,3.960858194149612e-169,9.950502419122788e-105,4.118453046631997e-87,3.9081421535153235e-74,4.4321293254979105e-136,3.76,0.0,0.6660521426421004,0.9999999962870685,9.335850250455248e-67,5.370012068873105e-121,1.2820562156999071e-11,1.2415535771299552e-11,4.050263856991618e-13,3.2781585563713524e-25,3.7129316993000195e-09
