Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603)
6.673204966017774e-10,0.9112856873985081,5.509514356522711e-09,9.622800985166579e-11,3.0519471306599713e-12,1.3122117363040255e-11,0.0,0.0,2.4511492296167156e-08,3.5639776074811865e-13,5.713755565471777e-13,1.3991169024886794e-13,1.0796420489694904e-10,1.9304965216675693e-24,1.3163398719273387e-16,2.759271146782894e-11,1.4039182912802993e-09,2.0845527762033152e-10,7.486251490833952e-19,2.049909180454527e-17,8.365440148945363e-09,7.353741933033009e-16,1.0674242982289204e-09,5.256244652098395e-19,2.8755999191085785e-15,4.0938719458452005e-13,1.7649963417843805e-07,6.655445626711917e-11,4.342686442834686e-22,1.5103527690978946e-19,9.159780838364669e-19,2.7145422520043707e-17,8.753130422509152e-11,1.0890327014738168e-14,3.76,0.0,0.7837558843411244,0.9974827468769248,1.8887200038489064e-14,4.1307520247991855e-07,0.007419274885589012,0.007226893643147713,0.0001921720368479463,7.39719443133633e-09,0.0025172282748126746,2.474862574711945e-12,5.976073711549268e-13,3.510657237112483e-15,1.040037987460409e-16,1.0029222708320788e-10,3.118961820339321e-11,2.7438202248609013e-10,2.4647260146210406e-10,9.34922397755291e-13,1.4828550895565922e-15,3.78064400410113e-10,3.916934454479991e-11,1.184418257605553e-19,1.5494344060199773e-18,3.5334639226227764e-13,1.2192443849822752e-15,1.8102332023954424e-13,7.174977435848718e-21,1.095680138609667e-09,2.383156540224043e-18,1.2345424054772207e-15,1.3358839291887776e-09,1.6254748178291525e-18,9.392378588232159e-09,3.840559998083499e-09,6.1413275866069205e-16,1.993329549892144e-08,4.54209728116266e-14,3.2381820323980327e-13,1.6952164154507065e-07,2.5153348185189022e-14,1.0122668307173746e-20,1.0757902497291069e-17,1.3479332560291251e-20,1.2231949293967689e-20,4.1314268600129036e-07,2.309059070013832e-14,1.5155565566673824e-25,1.114081491045978e-29,2.6206199046848808e-23,1.6825268277511502e-10,2.2444440102611058e-20,1.5975425300912038e-15,4.831849285632915e-24,5.0438020075978636e-20,2.0435632107907687e-18,1.6289755508200598e-17,5.3759541051841204e-30,2.5347265273461994e-18,1.3665072523424547e-14,9.695316418177833e-16,5.301200212065347e-26,9.637894304927892e-26,2.0219375068380433e-19,1.811929178364552e-18,4.932590333435146e-12,7.288574932386144e-22
7.006313078173379e-10,0.9113461094656901,6.180462256780604e-09,1.1003388645516204e-10,3.574540215234496e-12,1.5386462099475795e-11,0.0,0.0,2.5728461781918052e-08,3.927194641409506e-13,6.874521794178119e-13,1.6711418045386544e-13,1.237107560336702e-10,2.3367137524108182e-24,1.4632260072157694e-16,3.035349761695811e-11,1.4777908926355194e-09,2.358514327163543e-10,9.275820828651464e-19,2.5870228916062506e-17,9.270945170435769e-09,8.590170285729385e-16,1.119003139980622e-09,6.078578773244256e-19,3.168470739822936e-15,4.932890569178866e-13,1.9207089830411379e-07,7.626040023451099e-11,5.053445406944848e-22,1.8185485006960293e-19,1.072640668656262e-18,3.257645328248132e-17,1.0026009152840086e-10,1.3117085790622901e-14,3.76,0.0,0.7833873408403758,0.9974334689073667,2.2940911974472715e-14,4.3359339203307005e-07,0.007787797221121703,0.007589528749994813,0.00019804009380328927,8.003459053659143e-09,0.002566504983587644,2.745818761681458e-12,6.62117112196089e-13,3.929033756505333e-15,1.2104115162449713e-16,1.1190236440224629e-10,3.359748991349658e-11,2.9876248261220276e-10,2.7107759102389623e-10,1.0665692331555112e-12,1.75082322633995e-15,4.0981502651599656e-10,4.2981925654930463e-11,1.3748404653574097e-19,1.7797972686357054e-18,4.0299098431124635e-13,1.4337808609722431e-15,2.0782057783704068e-13,8.507019395288389e-21,1.1501155686047902e-09,2.775085323532757e-18,1.3611604894579424e-15,1.4022303841356976e-09,1.9453569675304708e-18,1.020904190265547e-08,4.296943584181563e-09,6.959825462965844e-16,2.11098123981379e-08,5.051981783277601e-14,3.5634316988597675e-13,1.8408554817544895e-07,2.926940073859081e-14,1.2337063014802088e-20,1.3576624599731144e-17,1.751720317246677e-20,1.5054812992607263e-20,4.336683060988081e-07,2.5640526496494572e-14,1.940953672173394e-25,1.421960180514643e-29,3.477436484155746e-23,1.8788641590213816e-10,2.5639471866407734e-20,1.8436749223358895e-15,6.0090315508848796e-24,6.020807925825803e-20,2.4959749314141733e-18,1.9060082291962054e-17,6.829056877458765e-30,3.0816969160660096e-18,1.4866415824287802e-14,1.132550460955521e-15,6.640681732235091e-26,1.2658237854366074e-25,2.378662434577963e-19,2.1561378857727005e-18,5.7561579827188206e-12,8.915069693642502e-22
7.339421190328984e-10,0.9114065032124029,6.9011800388762335e-09,1.2501368900316714e-10,4.1590476331198395e-12,1.791965699312283e-11,0.0,0.0,2.694490825416509e-08,4.30789851558354e-13,8.198067709799997e-13,1.9791337213102577e-13,1.408033345300633e-10,2.8090063036872084e-24,1.6196898821276182e-16,3.3239806565923e-11,1.5521063560122144e-09,2.6529633248092444e-10,1.1369146188987478e-18,3.229167590777555e-17,1.0226654801222166e-08,9.96488474030767e-16,1.1704235284287026e-09,6.982109331788138e-19,3.4754986026370555e-15,5.890635096078263e-13,2.0808992448446335e-07,8.679567207513293e-11,5.841370782882197e-22,2.170020761569584e-19,1.2470971324382807e-18,3.8743888268742726e-17,1.1406965104438842e-10,1.565746277978543e-14,3.76,0.0,0.7830189705362416,0.9973879453596093,2.764126979363367e-14,4.5410198458920424e-07,0.008156146404226843,0.007952242848476471,0.00020365535357448129,8.620935972940761e-09,0.00261202726780442,3.0316063567272056e-12,7.298774627272094e-13,4.371122397223396e-15,1.397380013336792e-16,1.2420975616531072e-10,3.604005179907974e-11,3.2387319243739664e-10,2.969330658203693e-10,1.2091188124943478e-12,2.0523751233600553e-15,4.4245362547912506e-10,4.695134220211599e-11,1.584970588870951e-19,2.0306242284309227e-18,4.565534864771664e-13,1.6713422004350176e-15,2.3711237074291886e-13,1.0018615737797585e-20,1.2045266995150329e-09,3.2091013917455823e-18,1.4940263230727537e-15,1.4685449321004157e-09,2.308623972699331e-18,1.1067340404805251e-08,4.787264967845112e-09,7.84800567867356e-16,2.231113023378823e-08,5.5890270422830535e-14,3.9046669310596907e-13,1.990138370673948e-07,3.383992554143324e-14,1.4904437138212912e-20,1.696647490764526e-17,2.2531097856086216e-20,1.8389612778151635e-20,4.541847921121158e-07,2.8337673158017755e-14,2.461025035068591e-25,1.797008600838057e-29,4.5538403697129156e-23,2.089227583635614e-10,2.9092947366801365e-20,2.1137980260089804e-15,7.396495601475691e-24,7.122924670188452e-20,3.0219334013159535e-18,2.215725614772968e-17,8.590518326209402e-30,3.717957930566239e-18,1.610193863971894e-14,1.3144437728605797e-15,8.241122357222277e-26,1.641437404428237e-25,2.777789791134985e-19,2.5430992352174114e-18,6.673814067218942e-12,1.0805459899316806e-21
7.672529302484588e-10,0.9114668686490153,7.673391709064251e-09,1.412009940424564e-10,4.80993743640081e-12,2.0741138876259725e-11,0.0,0.0,2.8160841769835386e-08,4.70607231826904e-13,9.697725366958117e-13,2.325753341562094e-13,1.5927872945057883e-10,3.3553551319373016e-24,1.786042606783739e-16,3.6250844547280827e-11,1.6268782663001665e-09,2.9683107451157955e-10,1.3797939408469634e-18,3.990406992413896e-17,1.1232957179344703e-08,1.1486423479309155e-15,1.2216859315287534e-09,7.970605982254107e-19,3.796693374697196e-15,6.97692877879926e-13,2.2453629159670596e-07,9.818286579680434e-11,6.711213803084903e-22,2.568287896671354e-19,1.4404352880310767e-18,4.570288934165326e-17,1.2898850513102897e-10,1.853710568733118e-14,3.76,0.0,0.7826507733449598,0.9973458901824054,3.305997510869242e-14,4.7460098555783054e-07,0.008524322518679541,0.00831502542798851,0.00020902842929011704,9.248505940462698e-09,0.0026540811786277397,3.332258614941425e-12,8.008533060387523e-13,4.836574577463067e-15,1.6014084542089528e-16,1.3721826382315437e-10,3.851392695708282e-11,3.4968486705527927e-10,3.240647331099802e-10,1.3628707204181267e-12,2.3900436529867858e-15,4.759439842636219e-10,5.1074968089085985e-11,1.8158257539197133e-19,2.3025653842864507e-18,5.141038091617707e-13,1.932805398753538e-15,2.690146306989117e-13,1.1726039382465678e-20,1.2589135540602018e-09,3.687589946824152e-18,1.6331555106380823e-15,1.5348275942076777e-09,2.7187605454579796e-18,1.196755859997018e-08,5.3129103718458e-09,8.809110896110871e-16,2.3537843295899732e-08,6.152943295863446e-14,4.262036421543177e-13,2.1428421130548734e-07,3.889514641773862e-14,1.7862827688169715e-20,2.1012279518884495e-17,2.8705476272930595e-20,2.230971719366297e-20,4.746921621161662e-07,3.1183487980270793e-14,3.092330384721536e-25,2.2506898359680705e-29,5.892176993238092e-23,2.3141300758845119e-10,3.281000852613239e-20,2.409015056412782e-15,9.019518896368052e-24,8.358292069294621e-20,3.62963474898634e-18,2.560576945872067e-17,1.071125280613763e-29,4.453762777798753e-18,1.7370078243200325e-14,1.516578113214221e-15,1.0139636846899836e-25,2.103855780831012e-25,3.222145358971751e-19,2.975432313803024e-18,7.6921681494859e-12,1.2988198904146932e-21
8.005637414640193e-10,0.9115272057860259,8.49881605242042e-09,1.5862805903874697e-10,5.531818759365184e-12,2.387099220736936e-11,0.0,0.0,2.937627191075597e-08,5.12169931920038e-13,1.138716381995926e-12,2.7137032968728424e-13,1.7917200390173082e-10,3.9843958107581496e-24,1.9626006569197138e-16,3.938582189140014e-11,1.7021204398072599e-09,3.304945110206814e-10,1.6595153169729594e-18,4.885861130561445e-17,1.229022222840578e-08,1.316348156632508e-15,1.272790814550045e-09,9.047835808053296e-19,4.132067864657625e-15,8.201847934929592e-13,2.4139043686779617e-07,1.1044350585445004e-10,7.667858260659869e-22,3.0169507846004813e-19,1.6537554506805119e-18,5.3509327487105764e-17,1.450437283684879e-10,2.178228129066059e-14,3.76,0.0,0.7822827491829586,0.9973070391184482,3.9273617537294713e-14,4.95090400270868e-07,0.008892325648064947,0.008677866422430376,0.0002141694886389376,9.885107796812696e-09,0.002692930973285104,3.647802040442968e-12,8.750074621140734e-13,5.325006574146009e-15,1.822913228947371e-16,1.5093121770217415e-10,4.101604526001783e-11,3.761695678160229e-10,3.525000519559649e-10,1.528113289143147e-12,2.76644108847051e-15,5.102512728156399e-10,5.535020446930423e-11,2.068426816730368e-19,2.59624730276832e-18,5.757057611644899e-13,2.2189931397222946e-15,3.0364554848381916e-13,1.3646438706494563e-20,1.31327615394869e-09,4.212971892583144e-18,1.7785648658520938e-15,1.601078391516668e-09,3.179362574691938e-18,1.2909874363910935e-08,5.875277494851467e-09,9.846463025689155e-16,2.479048799654235e-08,6.74341733329213e-14,4.63569656722766e-13,2.2987536198518516e-07,4.4466364278173816e-14,2.1252745358767716e-20,2.5807251428662006e-17,3.625066844248906e-20,2.6896927045125753e-20,4.951904343176332e-07,3.4179359764776106e-14,3.853718435440169e-25,2.796007907996144e-29,7.540544428191876e-23,2.5540844835328076e-10,3.679536986329771e-20,2.7304276643580712e-15,1.0905114648689827e-23,9.73501430652762e-20,4.3278375343892144e-18,2.9431144466719053e-17,1.3248783471576483e-29,5.30005077158574e-18,1.8669341289704273e-14,1.7403735613653988e-15,1.237675038930403e-25,2.6678968585654045e-25,3.714607592012937e-19,3.4557380430203507e-18,8.81806719650912e-12,1.5493442472030096e-21
8.338745526795798e-10,0.9115875146340582,9.379163944544675e-09,1.7732588377020431e-10,6.329440255351419e-12,2.7329945699285066e-11,0.0,0.0,3.059120781314866e-08,5.55476296102815e-13,1.3280372329715796e-12,3.145724382387186e-13,2.005165678902011e-10,4.7054463365181175e-24,2.1496851389873996e-16,4.2643952957398184e-11,1.7778468947357821e-09,3.6632337771014517e-10,1.9794922777915085e-18,5.931720842877769e-17,1.3398802423195269e-08,1.500490968815875e-15,1.323738640183505e-09,1.0217564128498312e-18,4.481637842110813e-15,9.575709474466203e-13,2.586336198603701e-07,1.2359809249024408e-10,8.716324897151192e-22,3.5196879826389654e-19,1.8881696573514766e-18,6.22196837870481e-17,1.6226100904679955e-10,2.5419840574691118e-14,3.76,0.0,0.7819148979668504,0.9972711480439066,4.6363821656412154e-14,5.155702339874202e-07,0.009260155875785082,0.009040756191547972,0.00021908827256494117,1.0529735843620186e-08,0.002728820775533069,3.978257222600022e-12,9.523010424658824e-13,5.83600470749535e-15,2.0622635597964984e-16,1.6535147357345895e-10,4.3543616102835254e-11,4.033006466828743e-10,3.822681013904226e-10,1.7051241733192745e-12,3.184259289331322e-15,5.453419931722653e-10,5.97744821944289e-11,2.3437979723624085e-19,2.9122736430108753e-18,6.414174287220781e-13,2.530675316147626e-15,3.4112574489399447e-13,1.579786117176791e-20,1.367614519940422e-09,4.7877046925448875e-18,1.930272421418226e-15,1.6672973450205197e-09,3.694138003121615e-18,1.38943665054888e-08,6.475772148820227e-09,1.0963465303168604e-15,2.606954580492279e-08,7.360116425131475e-14,5.025810226689938e-13,2.4576692630124285e-07,5.05859718999372e-14,2.5117260352055537e-20,3.145342107375776e-17,4.5405314306015874e-20,3.2242213402430314e-20,5.156796270312996e-07,3.732661182419462e-14,4.766579667034754e-25,3.447672891768909e-29,9.553281123990829e-23,2.809602027443669e-10,4.105333979926092e-20,3.0791359391773487e-15,1.308208023748278e-23,1.126114340467117e-19,5.125882330685442e-18,3.3659943554041403e-17,1.626792530557927e-29,6.268454831641635e-18,1.999830070234047e-14,1.9873040170819414e-15,1.4996524520443685e-25,3.350072287349184e-25,4.2581059861430697e-19,3.986595961773927e-18,1.0058595168070864e-11,1.8353083893841852e-21
8.671853638951402e-10,0.9116477952038523,1.0316135866393905e-08,1.9732426880058467e-10,7.207688385243675e-12,3.113936794978945e-11,0.0,0.0,3.180565819502613e-08,6.005246851286106e-13,1.5391644288710082e-12,3.6245920130344004e-13,2.233442480663246e-10,5.528534764539305e-24,2.347621102481685e-16,4.6024456070229366e-11,1.8540718233705327e-09,4.0435241399265336e-10,2.3432510085037793e-18,7.145260152053728e-17,1.4559033523141586e-08,1.7019713062743435e-15,1.3745298686416998e-09,1.1483555308036817e-18,4.845422051634266e-15,1.1109058956278492e-12,2.7624788797224836e-07,1.3766614515479482e-10,9.861775769689404e-22,4.0802510944205637e-19,2.1448009363907134e-18,7.189095639141204e-17,1.806647080252832e-10,2.947718538190041e-14,3.76,0.0,0.7815472196134244,0.9972379914348518,5.441739191280321e-14,5.360404918982797e-07,0.009627813285065383,0.00940368550306057,0.00022379411317673467,1.1181437329022629e-08,0.0027619761092275642,4.323639583127067e-12,1.0326937649955515e-12,6.36913002320456e-15,2.3197831529346965e-16,1.804814636602164e-10,4.609410353512982e-11,4.3105269293404134e-10,4.133994555978843e-10,1.8941708974343454e-12,3.646270012635105e-15,5.811839304448913e-10,6.434526409394167e-11,2.642966374088212e-19,3.2512257645923673e-18,7.112915310318491e-13,2.8685708511472675e-15,3.815784278673302e-13,1.8199277319061808e-20,1.4219286719062712e-09,5.414283191908103e-18,2.0882974364899387e-15,1.7334844756458811e-09,4.266907988692207e-18,1.4921021916242658e-08,7.115805126919434e-09,1.2163604256530954e-15,2.7375446050302913e-08,8.002691808802017e-14,5.432545558961543e-13,2.6193944740347073e-07,5.728746591917782e-14,2.950208920075497e-20,3.806206349528209e-17,5.643892188944882e-20,3.844649131174533e-20,5.361597586578392e-07,4.062650485609829e-14,5.855119884843502e-25,4.222278891377524e-29,1.199147257345488e-22,3.0811909189849324e-10,4.558784098413732e-20,3.4562384116875133e-15,1.5581046616034214e-23,1.2944664279405538e-19,6.0337112297832e-18,3.831977738860322e-17,1.984151755488972e-29,7.371307522363116e-18,2.1355592702323172e-14,2.2588973460308138e-15,1.804667533127063e-25,4.168689012917418e-25,4.855619520439445e-19,4.57056154854403e-18,1.1421071936214067e-11,2.1600789613332382e-21
9.004961751107007e-10,0.9117080475062618,1.1311419610424358e-08,2.1865187118433595e-10,8.171585571520818e-12,3.532126215680675e-11,0.0,0.0,3.301963138165542e-08,6.473134754840349e-13,1.7735561831181858e-12,4.153112899849228e-13,2.4768535450102655e-10,6.464426628074276e-24,2.556736896763694e-16,4.952655346327181e-11,1.930809565887604e-09,4.4461447524964937e-10,2.7544249912552106e-18,8.544846656115704e-17,1.5771235275014487e-08,1.9217050496828388e-15,1.4251649577514884e-09,1.2849573566239304e-18,5.223442221774651e-15,1.2812659150385033e-12,2.9421604338244055e-07,1.526662440950659e-10,1.1109518597117995e-21,4.70246035031272e-19,2.424782623889917e-18,8.25805731766562e-17,2.0027791508843018e-10,3.3982236508173005e-14,3.76,0.0,0.7811797140396403,0.9972073609503513,6.352645533339542e-14,5.565011791301832e-07,0.009995297958960968,0.009766645515537223,0.00022829595090592984,1.183931004176703e-08,0.002792605315232669,4.683960043102486e-12,1.1161442330321402e-12,6.923922518264244e-15,2.5957520352678125e-16,1.9632324262677742e-10,4.8665203560388946e-11,4.5940148210527874e-10,4.4592606576608834e-10,2.0955113773401224e-12,4.15532534100378e-15,6.17746105603283e-10,6.906004709402256e-11,2.966961763560042e-19,3.613663319068093e-18,7.85375753835921e-13,3.233349742892889e-15,4.2512953662511364e-13,2.087060511978978e-20,1.4762186288841472e-09,6.095240390120802e-18,2.2526604020621658e-15,1.79963980425253e-09,4.901608313513441e-18,1.5989742328252405e-08,7.796789288962503e-09,1.3450451568827283e-15,2.8708568598838586e-08,8.670781776319797e-14,5.856074939325485e-13,2.783743359413983e-07,6.460545622615916e-14,3.445568235677898e-20,4.575412070418937e-17,6.965454258236385e-20,4.5621428791750315e-20,5.5663084766292e-07,4.4080239691369045e-14,7.14665536961767e-25,5.138495274348232e-29,1.4923476648228368e-22,3.3693550881885234e-10,5.0402429693290844e-20,3.862832057104212e-15,1.8434528631927922e-23,1.4793481242782383e-19,7.061887214888259e-18,4.3439311074878423e-17,2.4051206496296292e-29,8.621645727925038e-18,2.273991397498456e-14,2.5567354038461547e-15,2.1578683751097897e-25,5.143951041701547e-25,5.510175159370001e-19,5.210164018143686e-18,1.2913051591426573e-11,2.527203539258118e-21
9.338069863262613e-10,0.9117682715522467,1.2366688167280211e-08,2.413362575410461e-10,9.226288230465012e-12,3.989825999280494e-11,0.0,0.0,3.423313532923526e-08,6.958410586787957e-13,2.0326981098752345e-12,4.734121932659954e-13,2.735687446299784e-10,7.52465209211763e-24,2.777363569881324e-16,5.314947122584251e-11,2.0080745857009596e-09,4.87140637734121e-10,3.2167499203921355e-18,1.0149950033782151e-16,1.7035712086181425e-08,2.1606233578676397e-15,1.4756443630399273e-09,1.4319383787200735e-18,5.615723069263829e-15,1.469747908457182e-12,3.125216113824245e-07,1.686160701872758e-10,1.2465011084829317e-21,5.390200391440356e-19,2.72925772354352e-18,9.434630980656531e-17,2.2112250291097343e-10,3.8963403181665135e-14,3.76,0.0,0.7808123811626226,0.9971790641232158,7.378860189737873e-14,5.769523007498221e-07,0.010362609980362645,0.010129627761990861,0.00023260235094636203,1.2502500009293277e-08,0.002820900860672063,5.0592256178735445e-12,1.2026101821963029e-12,7.499904950596392e-15,2.8904085356119196e-16,2.1287852902431463e-10,5.1254823413424925e-11,4.883239270775537e-10,4.798811482795424e-10,2.3093944173234495e-12,4.7143582190981315e-15,6.549987299928448e-10,7.391636418223638e-11,3.316816111561554e-19,4.000124825747324e-18,8.637130624724089e-13,3.625635269684787e-15,4.719078736219219e-13,2.3832734675908107e-20,1.5304844091319255e-09,6.833148154619072e-18,2.423383044424905e-15,1.8657633516330384e-09,5.602291007805162e-18,1.7100350699742312e-08,8.520136852516188e-09,1.4827665842886593e-15,3.0069246409901625e-08,9.364014404787961e-14,6.296573948018407e-13,2.950538332262172e-07,7.257567293623033e-14,4.0029312335548266e-20,5.466061790534696e-17,8.539156175182263e-20,5.389029061702389e-20,5.770929125575597e-07,4.768895992271783e-14,8.671930411129838e-25,6.217271533420931e-29,1.8425467301850784e-22,3.674593016265198e-10,5.550031433551794e-20,4.30001229791021e-15,2.1676976162689846e-23,1.68154058506362e-19,8.221613349466212e-18,4.90482684407916e-17,2.898827932838758e-29,1.0033214057358453e-17,2.4150018965251762e-14,2.8824539477447337e-15,2.564789779109792e-25,6.298061235374783e-25,6.224846409035089e-19,5.9079045374147145e-18,1.4542320185988106e-11,2.9404143044086155e-21
9.671177975418219e-10,0.9118284673528687,1.3483597783126987e-08,2.6540395462458653e-10,1.0377084693998754e-11,4.4893614706562924e-11,0.0,0.0,3.544617764691676e-08,7.46105840577566e-13,2.3181018134040642e-12,5.370479256738391e-13,3.010218844874844e-10,8.721532794865184e-24,3.009834307087195e-16,5.689243925514829e-11,2.0858814462706164e-09,5.319602966562585e-10,3.7340589042366765e-18,1.1981148766257612e-16,1.8352753669623775e-08,2.4196725992110843e-15,1.5259685378139514e-09,1.5896752327131443e-18,6.022292298740666e-15,1.6774683555490068e-12,3.3114881003596377e-07,1.8553244308726368e-10,1.393386522822004e-21,6.147416248936418e-19,3.059378307151696e-18,1.0724621293311251e-16,2.432191787353901e-10,4.444955386673191e-14,3.76,0.0,0.7804452208996541,0.9971529231504095,8.530702244908058e-14,5.973938617676283e-07,0.010729749432002634,0.01049262413416073,0.00023672151900358467,1.3170199295487553e-08,0.0028470405485180638,5.449439946838235e-12,1.2920486982766138e-12,8.096586267779605e-15,3.2039513766457894e-16,2.3014874260967178e-10,5.38610626507018e-11,5.177980312211788e-10,5.152990789547562e-10,2.5360601840127016e-12,5.326383091062968e-15,6.929131615222812e-10,7.891178622421132e-11,3.693563269144365e-19,4.411128232240606e-18,9.463419956593905e-13,4.0460063044343815e-15,5.220452250223676e-13,2.710755325933516e-20,1.5847260301773877e-09,7.630617869484558e-18,2.6004883267862857e-15,1.931855138512486e-09,6.373126159917082e-18,1.8252597246373124e-08,9.28725687877183e-09,1.6298994273303776e-15,3.1457767977031836e-08,1.0082009965123475e-13,6.754220428075107e-13,3.119609759436284e-07,8.123497109526699e-14,4.627716222615105e-20,6.49230723182612e-17,1.0402860260966735e-19,6.338881631678583e-20,5.975459718796745e-07,5.145375441840366e-14,1.0465457988805074e-24,7.482056118257026e-29,2.258199630475942e-22,3.9973966665932344e-10,6.088437311297547e-20,4.768873006679927e-15,2.534482596252357e-23,1.9018145998522196e-19,9.524751737682497e-18,5.517743457985942e-17,3.475454985273924e-29,1.1620467070043408e-17,2.558471729655614e-14,3.2377424438852953e-15,3.031362671574204e-25,7.655323006239478e-25,7.00275192256157e-19,6.6662548116147805e-18,1.6316892960525828e-11,3.40363177525545e-21
9.999999999999999e-10,0.9118886349192865,1.4648192054530601e-08,2.9054364036208187e-10,1.1612611770143549e-11,5.025831768601872e-11,0.0,0.0,3.6643166156438667e-08,7.974261381034807e-13,2.62709051146397e-12,6.055748297487029e-13,3.2968689397074397e-10,1.0049871505638265e-23,3.251257254736412e-16,6.070424146010427e-11,2.163232895742482e-09,5.784798431533373e-10,4.302472860131021e-18,1.4031716559676884e-16,1.9704672759592977e-08,2.6960716789469935e-15,1.5754933868738687e-09,1.756299658152752e-18,6.437673972264561e-15,1.9024932170557806e-12,3.498370168923814e-07,2.031947486005046e-10,1.5500637687436918e-21,6.966937382439214e-19,3.4115372489209298e-18,1.2114938496799963e-16,2.662786991696784e-10,5.038900605739937e-14,3.76,0.0,0.7800829540879824,0.9971290725078323,9.801572449840447e-14,6.175630300822378e-07,0.011091995743575347,0.010850956118315384,0.00024061173028587838,1.3832983741312624e-08,0.0028708899194083252,5.849295604383351e-12,1.3832094986601995e-12,8.705401210550778e-15,3.5321408890169226e-16,2.4789905731060933e-10,5.644838205804346e-11,5.474134874898846e-10,5.517306264255314e-10,2.772573096353299e-12,5.9855305552820446e-15,7.309619424260518e-10,8.397703033501007e-11,4.092849965669214e-19,4.8413998576828724e-18,1.03215049019177e-12,4.489038613370483e-15,5.749636334422294e-13,3.0669284664436337e-20,1.6382460481799783e-09,8.478833129173466e-18,2.781598413084564e-15,1.9970653952831194e-09,7.20703654310095e-18,1.9430546659061e-08,1.0088808384134319e-08,1.7847443883913212e-15,3.2855972875988495e-08,1.0814677778604559e-13,7.222971356743118e-13,3.288580212784495e-07,9.049577866727311e-14,5.3161717556605067e-20,7.653218325271898e-17,1.256810083594049e-19,7.411674586414517e-20,6.177270481846372e-07,5.532419477579393e-14,1.253673275083998e-24,8.938558555783013e-29,2.741829210006692e-22,4.3337481137490916e-10,6.648233568771429e-20,5.263839292207826e-15,2.942027700774151e-23,2.1377301250400327e-19,1.0964022831590436e-17,6.176904651850259e-17,4.137047507698701e-29,1.3374413565978848e-17,2.7023964969525326e-14,3.619163038619778e-15,3.5566232814936797e-25,9.22024583049217e-25,7.835755447832512e-19,7.476676477000527e-18,1.821919159597452e-11,3.913950441316096e-21
