Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603)
4.7403596909989674e-06,1.0430487567698814,0.0001545900441639351,0.00010393727516961072,6.135159852333573e-05,0.0020077963373279703,0.0,0.0,9.127348145276904e-05,7.184525369163867e-07,0.006275471360036276,0.0002874803897077954,1.2125878684281072e-05,6.794066097894596e-12,1.8777516876416003e-08,1.6257592492805228e-06,0.00017330630566083412,0.00021133638811885602,1.3917176877061365e-05,9.174633300509306e-06,0.013043190471815035,3.264568328658042e-07,9.57670889489685e-08,2.109430614302697e-08,6.275444315012757e-09,0.0023449282513151697,1.8952651486260015e-06,1.497675996659724e-05,2.1900037386985742e-08,6.889105326991553e-10,5.894437051940958e-09,6.834831591579274e-10,8.888398734319187e-08,2.3380797524416108e-08,3.76,0.0,5.809442674601246e-07,0.9905386634722783,0.0017072574872696827,6.858877352618122e-05,0.8069089308172194,0.7681335678471726,2.0582286820463235e-06,9.985120355362876e-09,0.0031439882438708488,6.107456508235256e-07,1.4047157365350491e-09,3.974773127615522e-11,2.8098691887680636e-09,0.0004504209771444118,5.033974984979371e-09,0.00014170206250235586,0.00013368477092915533,0.0006679952322067417,0.004981169036259604,8.231745318685405e-07,1.233426591920809e-06,6.318644654247665e-13,5.517801397936959e-13,5.6640596539682775e-08,4.346356476269685e-08,2.440907840728986e-05,2.1202021685096938e-07,0.00012517068095065713,1.6049523977399405e-10,3.422588552474943e-09,1.3012755751241909e-06,1.264221161520692e-09,9.988786878622547e-09,0.00011749251559164233,0.0001935137217277665,8.967971828089904e-10,7.244567151904442e-10,7.741758319410656e-14,4.537379201819251e-06,9.30900064001071e-05,6.079525434308087e-09,1.0892884270878713e-07,1.7365941186344164e-08,1.4602588804309617e-08,4.937362114959876e-05,2.253170538872824e-07,2.5683668154499988e-12,9.885476359659431e-17,1.8043881967222792e-07,1.784364002808613e-08,1.678171926665887e-13,4.988475907089054e-08,6.32448734675604e-10,3.5333242844488207e-13,1.5798101408137749e-09,5.048877363037799e-10,2.5583161927179635e-17,9.968714596091885e-07,3.3686325271852295e-11,1.2284412942896971e-08,5.955887045996477e-14,1.0190546264703394e-12,1.576264251836154e-10,1.2822098366713558e-12,1.1600151841242353e-05,9.836763703955464e-07
4.825993006009908e-06,1.0431260777995346,0.00015798034345009806,0.00010612600214134062,6.29519333325803e-05,0.0020696272884569043,0.0,0.0,9.445744030369843e-05,7.455122392776446e-07,0.0064965800458679996,0.00029736022504336793,1.2554914507816925e-05,7.265431052676005e-12,1.96458902972174e-08,1.6638432239891783e-06,0.00017890050878010562,0.000215381568345011,1.4526839165519255e-05,9.535236797262585e-06,0.013280064143009583,3.325976444635311e-07,9.848430282510646e-08,2.253402923997605e-08,6.507533384247963e-09,0.0024228784364845267,1.895898606219624e-06,1.530914894059515e-05,2.352854427436082e-08,7.339579153967539e-10,6.241899192282998e-09,6.976508963781303e-10,8.942642002633207e-08,2.3625586521104608e-08,3.76,0.0,5.807635871971597e-07,0.9903288524810935,0.0017681496083517148,6.975337363954439e-05,0.8072435061589586,0.7675775770400117,2.056739083639739e-06,9.977895388066058e-09,0.0031433222668109935,6.235079808875499e-07,1.4217074784196811e-09,4.0705541388450793e-11,2.88086109180825e-09,0.0004620235737447826,5.028893272924151e-09,0.00014485859729280578,0.00013659726869381123,0.0006817177119397043,0.005137727876547078,8.405257253440769e-07,1.2594708329740282e-06,6.4648986607081e-13,5.645453757386693e-13,5.7963218004465827e-08,4.480126145762152e-08,2.4933042842970955e-05,2.186285748466215e-07,0.00013343466529833979,1.6389839513802698e-10,3.532157806668683e-09,1.4255090839962778e-06,1.290991183859306e-09,9.991499083049513e-09,0.00011821298919980857,0.0002032593761639687,9.128915690581301e-10,7.442920035076196e-10,7.88962265164998e-14,4.629500658964583e-06,9.713222121617098e-05,6.343960732061364e-09,1.12292311131357e-07,1.79102254518442e-08,1.5050188978525504e-08,4.947003426193516e-05,2.395908702732201e-07,2.646342115270309e-12,1.0185590109663543e-16,1.9160910644118361e-07,1.7867755454670967e-08,1.8791179255959494e-13,5.097087617078494e-08,6.650102567321276e-10,3.7160054583435914e-13,1.6205502930243347e-09,5.169104640276389e-10,2.635982584183492e-17,1.048182237531022e-06,3.6891578605373864e-11,1.2561163073312731e-08,6.260667397014549e-14,1.054532499471517e-12,1.6086284954227064e-10,1.3106680331503402e-12,1.1841619103115532e-05,1.0486302791583895e-06
4.911626321020849e-06,1.0432042264974528,0.00016143586912278852,0.00010835155859949422,6.458620585973218e-05,0.0021327507354147574,0.0,0.0,9.772246476186209e-05,7.733675163153839e-07,0.006722758680153837,0.0003074722892244174,1.2994371400385216e-05,7.765906850850064e-12,2.0546046920425052e-08,1.7026629703492507e-06,0.00018462300077622893,0.00021945721061222273,1.5156244144260132e-05,9.905775930689591e-06,0.013516842933022485,3.3874442213339755e-07,1.012762868345028e-07,2.4057333799310302e-08,6.746931433074015e-09,0.002502597435571725,1.8965646179738573e-06,1.564699592239102e-05,2.5257564976776647e-08,7.815146610435883e-10,6.6070519310878165e-09,7.120494812926519e-10,8.998076837980699e-08,2.3877126489110255e-08,3.76,0.0,5.805802572371731e-07,0.9901142839852305,0.0018305856630538814,7.09589522141337e-05,0.807580254843265,0.7670147885057442,2.055231274586755e-06,9.970582104900057e-09,0.0031426411908486843,6.365776778242496e-07,1.4389670990839894e-09,4.16818825161341e-11,2.9532597359870183e-09,0.00047381242582070026,5.023741213783767e-09,0.00014807111972024286,0.00013956043830240454,0.0006956440580748117,0.005296963821325823,8.581863543573735e-07,1.285979378076264e-06,6.61389454184233e-13,5.775496522510349e-13,5.9310785036597304e-08,4.616634259755827e-08,2.5465841491004818e-05,2.2534595524666598e-07,0.00014212727265669692,1.6735663047984797e-10,3.6441789436736546e-09,1.5609062210751786e-06,1.318195761239996e-09,9.994637248669866e-09,0.00011894315424489243,0.0002133694761468235,9.294285667823907e-10,7.645623988474472e-10,8.041625001936378e-14,4.723383720890206e-06,0.0001013281557012859,6.618454083370413e-09,1.1574958575240885e-07,1.8470078251041462e-08,1.551005167738053e-08,4.956888427598275e-05,2.549249364573138e-07,2.7264130462066354e-12,1.0493769492038344e-16,2.0338778727509334e-07,1.7892765229782997e-08,2.1034874608909102e-13,5.2174799614919425e-08,6.98964518779568e-10,3.9072917687232627e-13,1.6620427070930138e-09,5.291428498575691e-10,2.715736259191872e-17,1.101662365295769e-06,4.03835712027929e-11,1.2842531201293676e-08,6.578190246276609e-14,1.0908673271419267e-12,1.6414760098384723e-10,1.3395969109705343e-12,1.2088692061768497e-05,1.1168413906741769e-06
4.997259636031789e-06,1.043283216550224,0.00016495717736931276,0.0001106140650271133,6.625480763185734e-05,0.002197188844357536,0.0,0.0,0.00010106979042715173,8.020371657181931e-07,0.00695409683221354,0.0003178210418919813,1.3444365780768776e-05,8.297097743866071e-12,2.1478949557878657e-08,1.742225974087155e-06,0.00019047626356436898,0.0002235651861107189,1.5805881838557277e-05,1.0286408137745755e-05,0.013753524616303898,3.448973287174928e-07,1.0414496601041687e-07,2.5668428901617904e-08,6.9938789551569565e-09,0.002584120117089356,1.8972637406658753e-06,1.5990453991315056e-05,2.7092349151880334e-08,8.317030114224527e-10,6.990677151157594e-09,7.266795039645457e-10,9.054716121720058e-08,2.4135718202630386e-08,3.76,0.0,5.80394252757806e-07,0.989894872064446,0.001894596633152541,7.220669122564814e-05,0.8079192148906591,0.7664450862175807,2.05370494405089e-06,9.963178998145442e-09,0.003141944743282032,6.499587269458432e-07,1.4564943141453569e-09,4.267688472471904e-11,3.0270766252190556e-09,0.0004857906397852353,5.018517656561968e-09,0.00015133986950638276,0.00014257444961433661,0.0007097735253927057,0.005458897297619666,8.761578688536441e-07,1.312954396700355e-06,6.765655984652219e-13,5.907950156552749e-13,6.06835119902251e-08,4.755934697030409e-08,2.60074903961332e-05,2.321729971632746e-07,0.00015126579711284045,1.7087005705334767e-10,3.75869659784699e-09,1.7083248770637415e-06,1.3458347374373427e-09,9.998228854458054e-09,0.00011968344779736645,0.0002238548401881262,9.464197943700498e-10,7.852722281913824e-10,8.197873726445446e-14,4.819040633513731e-06,0.00010568355056150078,6.903381810438442e-09,1.19303208372612e-07,1.9045943716375778e-08,1.598249845491714e-08,4.96702662147853e-05,2.7140267711630353e-07,2.8086326156313534e-12,1.0810218517165697e-16,2.158043317245414e-07,1.791869126719085e-08,2.3537869759780587e-13,5.3508770086641656e-08,7.343637434795817e-10,4.1075426831445455e-13,1.7043010798819556e-09,5.415883187073747e-10,2.797630012309329e-17,1.1573873488934025e-06,4.418417272809324e-11,1.3128588303045403e-08,6.9088890329744e-14,1.1280764115453113e-12,1.6748051935282497e-10,1.3690093869146432e-12,1.2341635168047018e-05,1.1884293044526168e-06
5.08289295104273e-06,1.043363061668939,0.00016854478743327914,0.00011291361212550822,6.795811546855907e-05,0.0022629638459801325,0.0,0.0,0.00010450063008509043,8.315401975602856e-07,0.007190684518015256,0.0003284109852583742,1.3905008232478999e-05,8.860681237792152e-12,2.244557805622325e-08,1.7825394114280163e-06,0.00019646279182579404,0.00022770743365202228,1.6476247538234572e-05,1.0677287433430386e-05,0.013990106923081395,3.5105653014437473e-07,1.0709230401992782e-07,2.737170526347584e-08,7.248623167563981e-09,0.00266748167255195,1.8979965244851216e-06,1.6339679711460192e-05,2.9038383822474568e-08,8.84650341541276e-10,7.393583947130057e-09,7.415413694615347e-10,9.11257216413576e-08,2.440167375330634e-08,3.76,0.0,5.802055489301584e-07,0.9896705304000057,0.0019602137804412335,7.349780952723713e-05,0.8082604245400489,0.7658683539003219,2.0521597805296868e-06,9.955684556829864e-09,0.0031412326501433292,6.636549900574958e-07,1.4742885633631001e-09,4.3690665565108555e-11,3.1023223935606343e-09,0.0004979612476730148,5.013221450742393e-09,0.00015466504297008543,0.00014563943089715873,0.0007241051307922607,0.005623547540289322,8.944414811115184e-07,1.3403977013820715e-06,6.920205288053289e-13,6.042833904855611e-13,6.208160038525008e-08,4.8980818303688855e-08,2.6557997588777332e-05,2.391102814540995e-07,0.00016086802449400298,1.744387398760722e-10,3.875755468632184e-09,1.8686788060444506e-06,1.3739075138208882e-09,1.0002303659100448e-08,0.00012043432000821431,0.00023472657918592252,9.638771577779684e-10,8.064255777847901e-10,8.358479785257356e-14,4.916482462536888e-06,0.00011020432420522892,7.199131946901964e-09,1.229557873582507e-07,1.9638278632110503e-08,1.6467858800045677e-08,4.977427956248916e-05,2.8911353167214317e-07,2.893055050435312e-12,1.1135145888860233e-16,2.2888933887172614e-07,1.7945556128934003e-08,2.632763876466801e-13,5.498615716329892e-08,7.712617306662555e-10,4.3171293204438754e-13,1.7473393597758284e-09,5.542503538234249e-10,2.881717852655294e-17,1.2154343321652045e-06,4.8316658612269775e-11,1.3419406469025907e-08,7.253205856732669e-14,1.1661772584278252e-12,1.7086138901274725e-10,1.3989186604088148e-12,1.2600718198291128e-05,1.2635167583307307e-06
5.1685262660536705e-06,1.0434437755769055,0.00017219917955633646,0.00011525025957268494,6.96964904002221e-05,0.0023300980166286477,0.0,0.0,0.00010801617089554894,8.618958189989837e-07,0.007432612131347566,0.0003392466620623075,1.4376403116934823e-05,9.458410102726669e-12,2.3446928666637483e-08,1.8236101301225205e-06,0.00020258509090224534,0.00023188596086174437,1.7167841415700088e-05,1.1078564029999797e-05,0.014226587540318336,3.5722219543723744e-07,1.1012030309442857e-07,2.917174104792734e-08,7.51141806370055e-09,0.0027527175931692013,1.8987635121765417e-06,1.6694833151919606e-05,3.11014020991166e-08,9.404893150159413e-10,7.816609031449663e-09,7.566352909337091e-10,9.171656665614014e-08,2.4675316896233487e-08,3.76,0.0,5.800141208806621e-07,0.9894411723407761,0.002027468629578526,7.483356398230548e-05,0.8086039222209352,0.7652844751327149,2.0505954721289608e-06,9.94809726805663e-09,0.003140504636408873,6.776701937209824e-07,1.4923490007345742e-09,4.472332939636191e-11,3.1790067547445785e-09,0.0005103272021505903,5.0078514474587075e-09,0.00015804679111319474,0.00014875546707089241,0.0007386376466072156,0.0057909325178274644,9.130381549131644e-07,1.3683107314666708e-06,7.077563286688183e-13,6.180165728452099e-13,6.350523820472261e-08,5.043130490338413e-08,2.7117362762851206e-05,2.4615832748484557e-07,0.00017095223336629248,1.780626959419994e-10,3.995400273474429e-09,2.0429405184078605e-06,1.4024130328850343e-09,1.0006893894934858e-08,0.00012119623424691738,0.000245996100189576,9.818128583179637e-10,8.280262762422295e-10,8.523556806314659e-14,5.015719032020544e-06,0.00011489657500932629,7.506104391821294e-09,1.267099992234313e-07,2.024755275500673e-08,1.6966470308477232e-08,4.9881028522384865e-05,3.0815332918987993e-07,2.9797358197807807e-12,1.1468765091904603e-16,2.4267455399001257e-07,1.7973383063091247e-08,2.9434266339506517e-13,5.6621549474751274e-08,8.097138735432726e-10,4.5364345853117773e-13,1.7911717615333004e-09,5.67132501104281e-10,2.968055026547963e-17,1.275882055991346e-06,5.2805780993402534e-11,1.3715058998729985e-08,7.611591180036276e-14,1.2051875711337666e-12,1.742899372519894e-10,1.429338214705406e-12,1.2866216155320158e-05,1.3422296753017803e-06
5.254159581064611e-06,1.0435253719967212,0.00017592079290962471,0.00011762403479139683,7.147027657129225e-05,0.0023986136586315646,0.0,0.0,0.00011161757151006544,8.931234177065409e-07,0.007679970372156135,0.0003503326534047965,1.4858648186904544e-05,1.0092114314542531e-11,2.4484013340066933e-08,1.8654446303493198e-06,0.00020884567457963018,0.00023610284529504294,1.7881168119518114e-05,1.1490383947667286e-05,0.014462964112769372,3.633944967185395e-07,1.1323100388175062e-07,3.107330770738935e-08,7.78252445428603e-09,0.002839863644910122,1.8995652381673372e-06,1.7056077903199337e-05,3.32873920604114e-08,9.993580391179067e-10,8.260617103600602e-09,7.71961282808286e-10,9.23198067736418e-08,2.4956983399783766e-08,3.76,0.0,5.798199436483529e-07,0.9892067109723,0.0020963929499186414,7.62152506237929e-05,0.808949746524361,0.7646933334539772,2.049011706848207e-06,9.940415618387577e-09,0.0031397604262181442,6.920079172521788e-07,1.5106744847617508e-09,4.577496670683173e-11,3.2571384514474483e-09,0.0005228913713785286,5.002406500706984e-09,0.00016148521771998714,0.00015192259796890443,0.0007533695940428721,0.005961068857637408,9.319485947641906e-07,1.3966945369293755e-06,7.237749274488852e-13,6.319962237495547e-13,6.495459919076929e-08,5.191135926552027e-08,2.7685576957065613e-05,2.533175898817028e-07,0.00018153719499791954,1.8174189245877757e-10,4.117675698576574e-09,2.232144262775563e-06,1.431349762043831e-09,1.0012034476732928e-08,0.00012196966722559129,0.0002576751098623407,1.0002394006014232e-09,8.500778774549846e-10,8.693221150423479e-14,5.116758862823625e-06,0.00011976658337546861,7.824711050159039e-09,1.3056859019894168e-07,2.08742491314222e-08,1.7478678851600943e-08,4.999062229167694e-05,3.286246816383307e-07,3.0687316570898427e-12,1.1811294476651255e-16,2.571928829999637e-07,1.8002196044029697e-08,3.289066253835027e-13,5.843085039395737e-08,8.497771726234307e-10,4.765853284598821e-13,1.8358127830243622e-09,5.802383740068073e-10,3.0566980393929444e-17,1.3388108108356709e-06,5.76778416351756e-11,1.401562050880759e-08,7.98450349021586e-14,1.2451252440674035e-12,1.7776583271757158e-10,1.4602818177390923e-12,1.3138409148793254e-05,1.4246972088557603e-06
5.339792896075552e-06,1.0436078646370217,0.00017971002352236022,0.00012003493173204465,7.327980013173958e-05,0.0024685330798557754,0.0,0.0,0.00011530595912274456,9.252425439999658e-07,0.007932850172049801,0.00036167357646499327,1.5351834201364428e-05,1.0763702918825932e-11,2.5557858944994535e-08,1.908049045539384e-06,0.0002152470627600835,0.00024036023546598748,1.8616736343080422e-05,1.1912888617795138e-05,0.01469923424413059,3.6957360921088247e-07,1.1642648521463295e-07,3.308137584657944e-08,8.062209995290575e-09,0.00292895584189898,1.9004022276801401e-06,1.7423581089554664e-05,3.560260578141008e-08,1.0614002195504183e-09,8.726501178511579e-09,7.875191541589564e-10,9.293554561839691e-08,2.524702139876416e-08,3.76,0.0,5.796229921376195e-07,0.9889670591888414,0.002167018736317081,7.76442058397891e-05,0.8092979361726065,0.7640948124744414,2.0474081728770476e-06,9.932638095279857e-09,0.0031389997431023327,7.066715804748429e-07,1.5292635689557893e-09,4.684565343696419e-11,3.336725204519225e-09,0.0005356565337325576,4.996885468600653e-09,0.0001649803774780924,0.00015514081662278047,0.0007682992367865467,0.006133971770941762,9.511732352244477e-07,1.4255497623619463e-06,7.400780928279267e-13,6.462238624730976e-13,6.642984214120254e-08,5.342153766351841e-08,2.8262622241199194e-05,2.605884552821337e-07,0.00019264217221853455,1.8547624512140229e-10,4.2426263474717054e-09,2.437389094422809e-06,1.4607156777878588e-09,1.0017763229508391e-08,0.0001227551091086251,0.00026977561761350405,1.0191696007931039e-09,8.725836433595707e-10,8.867591978243829e-14,5.219609111134204e-06,0.00012482081355811382,8.155375958521212e-09,1.3453437778186448e-07,2.1518864409607324e-08,1.800483874163231e-08,5.0103175353954574e-05,3.5063739603542784e-07,3.1601005810521584e-12,1.2162957339808333e-16,2.724784044885748e-07,1.8032019815971437e-08,3.6732794548490217e-13,6.043137945870742e-08,8.915102472298725e-10,5.005792223047483e-13,1.881277224054836e-09,5.93571659098334e-10,3.147704676575071e-17,1.4043023823443672e-06,6.296076665859648e-11,1.4321167055549324e-08,8.372408918294705e-14,1.2860083556944068e-12,1.81288683889553e-10,1.491763522635827e-12,1.3417582253930241e-05,1.5110517866832109e-06
5.425426211086492e-06,1.0436912671787548,0.00018356722221556432,0.00012248290967588777,7.512536812014932e-05,0.0025398785724987166,0.0,0.0,0.00011908242646044394,9.582728916371187e-07,0.008191342616999475,0.00037327408209570257,1.58560445432424e-05,1.1475165802040871e-11,2.666950640456424e-08,1.9514291231932026e-06,0.00022179177902202632,0.00024466035178180026,1.9375058368069045e-05,1.2346214479665551e-05,0.01493539549828133,3.757597112339069e-07,1.1970886379056466e-07,3.520112109177699e-08,8.350749202670734e-09,0.003020030418110626,1.9012749958354084e-06,1.779751337700234e-05,3.8053568498710665e-08,1.126765314362524e-09,9.215182870396503e-09,8.03308502242869e-10,9.35638795299389e-08,2.5545791750374946e-08,3.76,0.0,5.79423241066453e-07,0.9887221297683655,0.0022393781889089026,7.912180758518616e-05,0.8096485299876338,0.7634887959902706,2.0457845589025763e-06,9.924763188574927e-09,0.0031382223102223994,7.21664431257002e-07,1.5481144925864526e-09,4.79354503031039e-11,3.4177736621386325e-09,0.0005486253723925772,4.991287214667535e-09,0.00016853227412932928,0.0001584100675791597,0.0007834245748478515,0.006309654977484005,9.707122303450077e-07,1.4548766311224304e-06,7.566674231584845e-13,6.607008599151511e-13,6.793111020834995e-08,5.4962399708589076e-08,2.8848471408831125e-05,2.679712390901145e-07,0.00020428691710704222,1.8926561642044927e-10,4.3702966874304305e-09,2.6598420268218266e-06,1.4905082502477525e-09,1.0024121129522286e-08,0.00012355306360727086,0.0002823099383715906,1.0386165950489529e-09,8.955465265686568e-10,9.046791318509973e-14,5.324275507333104e-06,0.00013006591524508554,8.498535394919863e-09,1.3861025225951452e-07,2.2181909145713116e-08,1.854531289221957e-08,5.021880779034514e-05,3.743089059421902e-07,3.253901915627887e-12,1.2523982001382437e-16,2.8856637905229353e-07,1.8062879939202856e-08,4.0999931109265203e-13,6.264197970176978e-08,9.34973344377991e-10,5.256670282619379e-13,1.9275802074508556e-09,6.071361222854551e-10,3.2411340233610943e-17,1.4724399897178325e-06,6.868418315135474e-11,1.463177627285138e-08,8.775780814040837e-14,1.327855161080043e-12,1.8485803760828346e-10,1.5237976678582118e-12,1.370402534763254e-05,1.601429152590578e-06
5.511059526097433e-06,1.0437755932610704,0.0001874926925490654,0.00012496789206441715,7.700726734199048e-05,0.0026126723911319874,0.0,0.0,0.000122948028718648,9.922342772513426e-07,0.008455538867267479,0.0003851388522987955,1.6371354841814717e-05,1.2228575352668562e-11,2.7820009750912e-08,1.9955902057717503e-06,0.0002284823480683059,0.0002490054873726659,2.0156649582544873e-05,1.2790492571903678e-05,0.015171445400613838,3.8195298419693815e-07,1.2308029375901764e-07,3.743792995161258e-08,8.648423452248736e-09,0.0031131237973379827,1.9021840467462054e-06,1.8178048976761436e-05,4.064708789928733e-08,1.195608686123019e-09,9.727612628412413e-09,8.193287062533835e-10,9.4204897164812e-08,2.5853668392380927e-08,3.76,0.0,5.792206649101663e-07,0.9884718354504046,0.0023135036918615812,8.064947661893844e-05,0.8100015668582927,0.7628751681021508,2.0441405544274153e-06,9.916789392039534e-09,0.003137427850616178,7.369895328591517e-07,1.5672251717425314e-09,4.9044402126961026e-11,3.5002893492213876e-09,0.000561800469809537,4.98561060918613e-09,0.00017214085865938062,0.00016173024525699498,0.0007987433386865654,0.006488130630199078,9.905654432901183e-07,1.4846749297610843e-06,7.735443398963494e-13,6.754284320201629e-13,6.9458530204058e-08,5.6534507883508503e-08,2.944308767808398e-05,2.7546618224422e-07,0.00021649166744085925,1.931098139987641e-10,4.50073099373592e-09,2.900741262129518e-06,1.5207244282641429e-09,1.003115256174161e-08,0.0001243640480587172,0.0002952906949695105,1.058593848082963e-09,9.18969152943576e-10,9.23094413706392e-14,5.430762295446128e-06,0.00013550872487154354,8.854637971284239e-09,1.427991782008391e-07,2.286390810178955e-08,1.9100472973554368e-08,5.0337645610357366e-05,3.9976472273298653e-07,3.3501963088822734e-12,1.2894601877141033e-16,3.054932557203966e-07,1.809480283895373e-08,4.573490122485613e-13,6.50831310423481e-08,9.802283448563268e-10,5.518918479949656e-13,1.9747372025539426e-09,6.209356157749917e-10,3.337046483646837e-17,1.5433082166001955e-06,7.487949746110933e-11,1.4947527526801832e-08,9.195099276205296e-14,1.3706840839557077e-12,1.8847337766802023e-10,1.556398876967186e-12,1.3998032921094303e-05,1.6959684064717922e-06
5.5966928411083735e-06,1.0438608564668042,0.00019148668879045858,0.00012748976536112482,7.892576324680099e-05,0.0026869367300164414,0.0,0.0,0.00012690378045022814,1.0271466184010451e-06,0.008725530074623927,0.0003972725975813049,1.6897832601512093e-05,1.302608799843731e-11,2.9010435095018054e-08,2.0405372117282537e-06,0.00023532129306301402,0.00025339800880756855,2.096202797362174e-05,1.324584811967678e-05,0.015407381439446597,3.8815361258709915e-07,1.2654296621185078e-07,3.979740565343822e-08,8.955520963215863e-09,0.0032082725614106466,1.9031298726089864e-06,1.8565365643880844e-05,4.3390263518449916e-08,1.2680917520986834e-09,1.0264769920032576e-08,8.355789213672444e-10,9.485867909951258e-08,2.6171038702856732e-08,3.76,0.0,5.790152378406984e-07,0.9882160890167492,0.002389427791109178,8.222867776636098e-05,0.8103570857063079,0.7622538133378577,2.042475850098106e-06,9.908715204957445e-09,0.0031366160874542965,7.526497511263221e-07,1.5865931907940706e-09,5.0172537175415046e-11,3.5842766174091336e-09,0.0005751843020614514,4.9798545305606564e-09,0.00017580602753559547,0.00016510119235405956,0.0008142529836851123,0.006669409240045822,1.0107324362285774e-06,1.5149439928490137e-06,7.907100801286251e-13,6.904076332851887e-13,7.101221191420606e-08,5.8138427049373194e-08,3.0046424402038127e-05,2.8307344800958875e-07,0.00022927714184052997,1.9700858907350733e-10,4.633973291839258e-09,3.1613994956019472e-06,1.5513606250834854e-09,1.0038905600297485e-08,0.00012518859348928314,0.0003087308201120291,1.079115162047552e-09,9.428538041975262e-10,9.420178407642173e-14,5.5390721734563075e-06,0.0001411562666479287,9.224144707434877e-09,1.471041959077699e-07,2.35654005340842e-08,1.9670699560985396e-08,5.0459821103435854e-05,4.2713890702016886e-07,3.449045750335028e-12,1.3275055545291567e-16,3.232966752117372e-07,1.812781585800377e-08,5.098437242391603e-13,6.777706986995783e-08,1.0273387663252003e-09,5.79297999778414e-13,2.022764051331047e-09,6.349740858406005e-10,3.435503797192492e-17,1.616992934246168e-06,8.15799748797876e-11,1.526850208808077e-08,9.630850635258763e-14,1.4145137083105539e-12,1.9213412349048044e-10,1.5895820579797867e-12,1.4299903868052702e-05,1.7948120421775205e-06
5.682326156119314e-06,1.0439470703075797,0.0001955494139154388,0.0001300483779519949,8.088109880833394e-05,0.002762693699712241,0.0,0.0,0.00013095065241491635,1.0630299102140335e-06,0.009001407296923848,0.0004096800541934175,1.743553683878608e-05,1.386994560459287e-11,3.024185951021909e-08,2.0862746167568537e-06,0.00024231113285794607,0.0002578403566864239,2.1791713594804617e-05,1.371240011894941e-05,0.0156432010675165,3.943617839526389e-07,1.3009910857200521e-07,4.228537393843369e-08,9.272336765158299e-09,0.003305513416648544,1.9041129527940554e-06,1.8959644670813178e-05,4.6290496231064e-08,1.3443821320309905e-09,1.0827663358028108e-08,8.520580730763709e-10,9.552529743604534e-08,2.649830386082896e-08,3.76,0.0,5.788069336616e-07,0.987954803374879,0.0024671831710780224,8.386092120579642e-05,0.8107151254510683,0.7616246167785666,2.0407901380435307e-06,9.900539133769146e-09,0.0031357867443050896,7.686477415583141e-07,1.6062157942646501e-09,5.131986650943673e-11,3.6697385955532037e-09,0.0005887792331107589,4.974017866734154e-09,0.00017952762100239078,0.00016852269831163733,0.0008299506850193197,0.006853499601209306,1.0312124604812863e-06,1.5456826881975964e-06,8.08165689222402e-13,7.056393503674033e-13,7.259224742402479e-08,5.977472392502429e-08,3.0658424790540786e-05,2.907931188022839e-07,0.00024266453354461045,2.0096163491980245e-10,4.770067297431993e-09,3.4432072881985476e-06,1.582412704726547e-09,1.0047432304800539e-08,0.00012602724466149957,0.0003226435578955183,1.1001946856456912e-09,9.672024005330766e-10,9.614625184149228e-14,5.649206234752236e-06,0.00014701575328236293,9.607529085233785e-09,1.515284228185199e-07,2.4286940469879972e-08,2.0256382276108884e-08,5.058547321227363e-05,4.565745605771293e-07,3.5505135867676394e-12,1.3665586807262505e-16,3.420154697765008e-07,1.8161947312632843e-08,5.679914372826446e-13,7.074791493063647e-08,1.076369763252841e-09,6.079310196484366e-13,2.0716769973271204e-09,6.492555814364922e-10,3.536569055340155e-17,1.693581216740274e-06,8.882082076432779e-11,1.559478332348227e-08,1.0083526888412289e-13,1.4593627695110433e-12,1.9583962889001267e-10,1.6233624023083511e-12,1.4609941247886477e-05,1.8981059831209231e-06
