Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745)
4.033989087753031e-09,0.7409655900508638,9.260748396597527e-10,8.835205435042305e-12,1.5911996047933696e-12,7.1470523689492745e-12,0.0,0.0,8.764044623331664e-09,1.667587947219749e-13,1.83779158107555e-13,4.1063949169131776e-13,1.2433143096332421e-11,3.5922773546707435e-27,6.866328586480881e-19,4.305852621639769e-12,1.0545673151851115e-10,3.0796725529168766e-11,1.5981027907197222e-21,7.889818004899255e-21,1.2806351431918888e-10,4.718275748275987e-18,2.4216122085446683e-11,9.848540182425398e-20,2.7072759475568564e-16,3.741341696556072e-14,2.059410748518907e-09,2.141394662917468e-12,5.065502865070553e-23,9.61480834437209e-22,1.5537963316312553e-19,2.296843729433382e-18,6.950397437362089e-12,1.3782724901264711e-15,3.76,0.0,0.8189422509220458,0.999178550830526,4.015253438945466e-14,2.61377478673473e-08,0.001024546395240601,0.0010111635416930182,1.3379844180175416e-05,1.698435346378577e-10,0.0008214403615807607,4.654720635288084e-14,3.317944354311604e-15,3.9344142074034274e-17,1.19869568009838e-17,1.823522962733227e-11,1.1917638610364097e-12,1.7471981208432107e-11,1.1727371988341758e-11,3.9896623847646275e-13,7.55870636137552e-16,8.035002547359208e-12,7.512627684353246e-13,1.5654269702588187e-19,5.314047379682258e-19,1.4940642169488074e-13,6.051337463464872e-18,8.727565647174356e-14,1.47419382115652e-20,2.9134848513884153e-11,1.2995991950112215e-15,3.0753029930543216e-21,7.96962493787107e-18,9.4020415306741e-11,1.615672744236979e-09,9.015792719995185e-10,3.7270720103677024e-17,6.6634108247843975e-09,2.0293943910612902e-12,2.1148953800307531e-19,4.49021458631763e-22,1.3000786343863073e-15,6.440643839666661e-23,2.7426147000079032e-21,4.122209154344651e-25,2.6149105576636352e-08,7.739364755837592e-15,1.8272568738810303e-29,6.701360275364401e-30,3.897022247341051e-26,1.6368327880858071e-09,3.337345869825377e-11,1.6738166987041218e-21,9.414303256212745e-17,2.5204672345603245e-20,9.204257598594837e-21,7.594485172733478e-13,9.774868317809062e-16,3.2556138419172835e-26,4.404460793498088e-24,1.4908860590656283e-13,8.137728972294205e-20,1.4595562549419601e-22,8.469068430919965e-27,1.1669053792027765e-26,1.5344614044345585e-27,3.676214306666235e-33
4.115406061946098e-09,0.740968333737696,9.629749792352733e-10,9.293941193983521e-12,1.6855630241566575e-12,7.582413755688307e-12,0.0,0.0,8.941196715582126e-09,1.7355809670089129e-13,1.9697283312786838e-13,4.3694637918767566e-13,1.3061414131541147e-11,3.8111736351196114e-27,7.125451399150824e-19,4.4586753286551935e-12,1.0781541308535671e-10,3.2206954450353196e-11,1.7162472801890177e-21,8.596015775805354e-21,1.3350444937496284e-10,5.0229167641015554e-18,2.461611614892395e-11,1.0452673060672145e-19,2.8161843353702596e-16,4.0164120200960434e-14,2.1156983624055134e-09,2.250033327720376e-12,5.396574076626565e-23,1.0319683182696549e-21,1.6483889817591822e-19,2.449305517311578e-18,7.301094833368812e-12,1.4795078544751756e-15,3.76,0.0,0.8189215852312871,0.9991785463921823,4.3299064001061725e-14,2.666494704976829e-08,0.0010452113834477958,0.0010317918034201143,1.341647612472331e-05,1.7321986443306787e-10,0.0008214446207517184,4.847317512217681e-14,3.448215727530141e-15,4.0835660932614615e-17,1.2514236719355351e-17,1.9007973043866012e-11,1.2182245970710228e-12,1.7949282499496796e-11,1.206016397685031e-11,4.191773630641077e-13,8.1158951483468545e-16,8.314288116982782e-12,7.812831095736605e-13,1.6497245666323467e-19,5.520284153969383e-19,1.554583647151917e-13,6.3399909749091826e-18,9.175458089637212e-14,1.614740964550965e-20,2.972281148641818e-11,1.3530378505663205e-15,3.3200168328957446e-21,8.51829175778141e-18,9.591631908265286e-11,1.646875065987507e-09,9.377674919427531e-10,3.939921063008803e-17,6.793390590629913e-09,2.100590544715492e-12,2.2769357124965127e-19,4.9045359158636735e-22,1.3682249239392324e-15,6.922208485821198e-23,2.939685516543766e-21,4.490233143724462e-25,2.6676762578164786e-08,8.067349715022128e-15,1.9798016861786677e-29,7.21585066104088e-30,4.290725855508669e-26,1.6732812818476057e-09,3.467315040388109e-11,1.754942372282025e-21,9.991202253665881e-17,2.6617768460752913e-20,9.716397094530932e-21,8.051824645689475e-13,1.0048150457343525e-15,3.608058416060185e-26,4.683048145438976e-24,1.5510038128621375e-13,8.763481051273078e-20,1.5596400972332986e-22,9.162550673361016e-27,1.2445718836870646e-26,1.6646276448833696e-27,4.172906377205939e-33
4.196823036139165e-09,0.7409710773554196,1.0005713183052261e-09,9.76586984020978e-12,1.7835522725548989e-12,8.034932810119898e-12,0.0,0.0,9.118360035519197e-09,1.8049327717255425e-13,2.108080048902425e-13,4.642992158696326e-13,1.370644428996538e-11,4.038743041365102e-27,7.388756287467367e-19,4.613326613642292e-12,1.1018310940498258e-10,3.36505216642868e-11,1.84046198040427e-21,9.347738354349554e-21,1.3906194508541466e-10,5.34068094690781e-18,2.5013055477977013e-11,1.1080849975648057e-19,2.927183785894209e-16,4.305219610462202e-14,2.17208524646311e-09,2.3616019373303927e-12,5.742500766449292e-23,1.1059631388719657e-21,1.7466801725902593e-19,2.608018007907379e-18,7.661108620082106e-12,1.5857892885825986e-15,3.76,0.0,0.8189009200615225,0.9991785427681649,4.662594110061141e-14,2.719213309512502e-08,0.0010658758507403618,0.0010524218205202399,1.3450830991292357e-05,1.765471110305033e-10,0.0008214480655363439,5.0438496314140824e-14,3.580723282190375e-15,4.234847500753161e-17,1.3051358509220715e-17,1.979684657964831e-11,1.244688332118757e-12,1.8427413537970783e-11,1.2394315357879771e-11,4.399323194862438e-13,8.701080815151792e-16,8.597102009798651e-12,8.11864671083093e-13,1.7364139613022248e-19,5.729364991513184e-19,1.6160047626682177e-13,6.635752559557186e-18,9.63586615483953e-14,1.7653423896358857e-20,3.0310772148617424e-11,1.4075696863514828e-15,3.578162327195401e-21,9.091167046478699e-18,9.781215618076966e-11,1.6780217759772247e-09,9.746509790995845e-10,4.160512194836663e-17,6.923200686786866e-09,2.172616710461759e-12,2.4478810865527193e-19,5.348277235284739e-22,1.4383770717791179e-15,7.428607339370414e-23,3.1473963430530958e-21,4.883792191094517e-25,2.7204415309921775e-08,8.402351840777536e-15,2.142034640487686e-29,7.760039390423015e-30,4.713959564570374e-26,1.709404664889074e-09,3.599563546569331e-11,1.837983548690492e-21,1.0591193248531506e-16,2.8071696852860845e-20,1.0244230115260819e-20,8.526788789520969e-13,1.0322201191820925e-15,3.9899647379244107e-26,4.973341082780681e-24,1.6122857900095822e-13,9.424732141588312e-20,1.6641392496445964e-22,9.898022303257008e-27,1.3255108854936302e-26,1.8029539624562043e-27,4.724169890237068e-33
4.3596569845253e-09,0.7409765643835425,1.0778469104533242e-09,1.0749569570596253e-11,1.99067044038674e-12,8.992721839427149e-12,0.0,0.0,9.472720344292936e-09,1.9477127859750703e-13,2.4046798996357826e-13,5.222031774859534e-13,1.5046849215588842e-11,4.5205603716833265e-27,7.927801537910366e-19,4.927962998109302e-12,1.1494552312818541e-10,3.663778904690989e-11,2.1078384616956857e-21,1.0994876263786935e-20,1.5052682281816037e-10,6.016743513636651e-18,2.5797865129454654e-11,1.2411160527829037e-19,3.155443587744686e-16,4.9254938801254446e-14,2.2851185922226266e-09,2.593547725910945e-12,6.480465931426651e-23,1.2648422915216087e-21,1.9546210912576697e-19,2.944531675796128e-18,8.409114462107067e-12,1.814019001465254e-15,3.76,0.0,0.8188595912849392,0.9991785373740828,5.384760374910123e-14,2.82464657763777e-08,0.0011072032226168626,0.0010936865688481725,1.3513261573654884e-05,1.8305388070504088e-10,0.0008214531009704789,5.448727355671435e-14,3.852391994511575e-15,4.5436730091158784e-17,1.415473488193675e-17,2.14229889238476e-11,1.2976238790274977e-12,1.938584098137348e-11,1.306652100698206e-11,4.830770725156607e-13,9.958451474395635e-16,9.173106185076866e-12,8.747057293469609e-13,1.9169487058613103e-19,6.155832076763646e-19,1.741481357487577e-13,7.24864256324121e-18,1.059442033394766e-13,2.098654119120706e-20,3.148668653270327e-11,1.5199164114132568e-15,4.1363740141930695e-21,1.0311298051091634e-17,1.016036303516564e-10,1.7401404392474863e-09,1.0504994219752936e-09,4.625429573353485e-17,7.182308409591431e-09,2.3190921945728672e-12,2.8176549855850736e-19,6.329980319840045e-22,1.5847497457200752e-15,8.518764934329946e-23,3.596387831542631e-21,5.752821998911797e-25,2.8259707923115242e-08,9.093425157615593e-15,2.497354262529458e-29,8.942451963709354e-30,5.654805988884856e-26,1.780655747962927e-09,3.87085084248325e-11,2.009769954935369e-21,1.1862261887448298e-16,3.110129975803693e-20,1.1347242786995063e-20,9.530811895389276e-13,1.0872424161881879e-15,4.8492153308572795e-26,5.5900661033603145e-24,1.7383366942093738e-13,1.085908163703481e-19,1.886715631455569e-22,1.1501718166777308e-26,1.4974248668660194e-26,2.1054427030094532e-27,6.0093071255597e-33
4.506207538072821e-09,0.7409815024725059,1.1497615272539864e-09,1.1680665947290758e-11,2.190133124908873e-12,9.916610753605832e-12,0.0,0.0,9.791682982254325e-09,2.080861968472946e-13,2.6951931867511174e-13,5.780431076088292e-13,1.6310676477624415e-11,4.985508481162963e-27,8.426969005087648e-19,5.21701232858569e-12,1.1926246695488983e-10,3.944062002918761e-11,2.3711011777759955e-21,1.2650998136082509e-20,1.6124432440559893e-10,6.673004672187351e-18,2.6493983868715434e-11,1.3695241270499558e-19,3.367998131654692e-16,5.5343544530243056e-14,2.3870968111977697e-09,2.812362590258361e-12,7.199345931328082e-23,1.4207509381583347e-21,2.1550740451002873e-19,3.2695948117518716e-18,9.114242406525784e-12,2.038009699694053e-15,3.76,0.0,0.8188223971677231,0.9991785340308483,6.10321912214054e-14,2.9195320265114113e-08,0.0011443960758656172,0.0011308295273153943,1.3562980119762177e-05,1.8874145767232193e-10,0.0008214561212144721,5.826595094012619e-14,4.104404370040798e-15,4.828587110633635e-17,1.5180466790419304e-17,2.2941693580260103e-11,1.345273926593085e-12,2.025049021977238e-11,1.3675738957138094e-11,5.237749534113614e-13,1.1193392401358528e-15,9.703060209013571e-12,9.331678535646023e-13,2.0875527486508557e-19,6.548815983666382e-19,1.8573184485865094e-13,7.82465444117089e-18,1.150038959472446e-13,2.4379944307890502e-20,3.254500155389676e-11,1.6247758988654341e-15,4.688792580341776e-21,1.1496554202056504e-17,1.050157290875997e-10,1.7958370645640575e-09,1.1211297795343543e-09,5.07160716666649e-17,7.414916237610646e-09,2.4535931597590216e-12,3.183852916918057e-19,7.329423663966766e-22,1.7234708033500584e-15,9.592037096211709e-23,4.041087566802593e-21,6.635966584461677e-25,2.92094565687115e-08,9.739431761947012e-15,2.8548724350541645e-29,1.01208488768834e-29,6.617315212060031e-26,1.8436238003973119e-09,4.122684069550415e-11,2.17081967604042e-21,1.308973921221908e-16,3.396554813815882e-20,1.2394269226678876e-20,1.0497758014416785e-12,1.136981269602175e-15,5.74147461620582e-26,6.1877227967266245e-24,1.855749725631921e-13,1.2285019161426189e-19,2.10295971067531e-22,1.3105935501713562e-26,1.6638801722860042e-26,2.4090455771424375e-27,7.402254138134351e-33
4.652758091620341e-09,0.7409864403375654,1.223909188791557e-09,1.2655485973581525e-11,2.4023576618771327e-12,1.0901040860643687e-11,0.0,0.0,1.0110681932674587e-08,2.218413807748732e-13,3.0090244903525316e-13,6.374991264849212e-13,1.762899437791317e-11,5.481111196742744e-27,8.939261716823891e-19,5.511408291504375e-12,1.2360852561004593e-10,4.2351853370663333e-11,2.6569502418761885e-21,1.4482781380281633e-20,1.7234015451427796e-10,7.376321392141735e-18,2.7180570422830075e-11,1.5064300663841598e-19,3.5872802879231487e-16,6.19335819626653e-14,2.489262699930944e-09,3.04073134761752e-12,7.972465058562782e-23,1.5894540764332751e-21,2.368524974147703e-19,3.616151067911046e-18,9.84962913414589e-12,2.2804066095949855e-15,3.76,0.0,0.8187852047383877,0.9991785316475095,6.890860891683882e-14,3.014413219658474e-08,0.001181587241486552,0.001167976238071196,1.3607256393609255e-05,1.9426986337481624e-10,0.0008214581813655409,6.217242526550998e-14,4.3634502983289255e-15,5.119924190210319e-17,1.6236622718661036e-17,2.451267639154115e-11,1.3929304545584525e-12,2.1116693601538822e-11,1.4288754412273384e-11,5.662456478708344e-13,1.2530779864504904e-15,1.0243656468703448e-11,9.934266022268995e-13,2.2658034004318553e-19,6.950151355909196e-19,1.9758077229271903e-13,8.423844282664356e-18,1.2447613258521247e-13,2.8177857637339743e-20,3.3603309054142916e-11,1.7331907766936979e-15,5.291097565842691e-21,1.2766883782899107e-17,1.0842761181889929e-10,1.8513224098183085e-09,1.1939953329713317e-09,5.544840485841253e-17,7.6469603537519e-09,2.590530306586958e-12,3.5834982678361148e-19,8.448508586357494e-22,1.868882616477712e-15,1.0756983589026972e-22,4.526944028798136e-21,7.623746899663016e-25,3.015919121810008e-08,1.0408235415559652e-14,3.2511028312922446e-29,1.141556635481264e-29,7.698783851825817e-26,1.9054752843167686e-09,4.381713557735347e-11,2.337902412396707e-21,1.4399073750368915e-16,3.69586681092646e-20,1.3493100178844742e-20,1.152651183135763e-12,1.186904363654456e-15,6.758228279172715e-26,6.827303714169211e-24,1.9769123337889796e-13,1.384743000830127e-19,2.334774271630125e-22,1.4873476217070872e-26,1.8417641881411993e-26,2.7445408278868678e-27,9.053247418172754e-33
4.799308645167862e-09,0.7409913779787244,1.3002810038506429e-09,1.3674365781581957e-11,2.6277205031046216e-12,1.1947855058262293e-11,0.0,0.0,1.0429717163920485e-08,2.360368375644264e-13,3.347123481773143e-13,7.00650922836305e-13,1.900182880813485e-11,6.0083193584917794e-27,9.46452457170054e-19,5.8109431772042115e-12,1.2798366209340122e-10,4.537158648726602e-11,2.9665207001664288e-21,1.6501112044071397e-20,1.838144853797697e-10,8.128400150011003e-18,2.7857758176009532e-11,1.6520979169060146e-19,3.813272510833909e-16,6.904621632457617e-14,2.5915755874734486e-09,3.278669032264508e-12,8.802185629788311e-23,1.7714891914047428e-21,2.5953489839463943e-19,3.984618361282989e-18,1.061527662149956e-11,2.541981612483989e-15,3.76,0.0,0.8187480139968806,0.9991785299159801,7.751936750179456e-14,3.109290157342338e-08,0.0012187767195296633,0.0012051261129158559,1.3646678711912794e-05,1.99640115662876e-10,0.0008214595895095938,6.620680264370855e-14,4.6294517928091384e-15,5.417514529685152e-17,1.7322700202454278e-17,2.6135941872525112e-11,1.4405924725555907e-12,2.1984107235038893e-11,1.490538808915578e-11,6.104917711584877e-13,1.3975040003730645e-15,1.0794614075619973e-11,1.0554742281172725e-12,2.4516437413364994e-19,7.359527561429877e-19,2.096852204970274e-13,9.046255988843503e-18,1.343632983728903e-13,3.241204109254939e-20,3.466160902075819e-11,1.845165977068572e-15,5.945709276558737e-21,1.4124643690874876e-17,1.1183927855747522e-10,1.9065847452088927e-09,1.2690890766975141e-09,6.045864133966078e-17,7.878435226995705e-09,2.7298136439763384e-12,4.018349535771863e-19,9.697192363799703e-22,2.0210533639195818e-15,1.2017880405005835e-22,5.056659994603581e-21,8.725329251788706e-25,3.110891180848105e-08,1.1099854669354077e-14,3.6890633683157805e-29,1.2834797220945593e-29,8.908488689217591e-26,1.9661967309583634e-09,4.647866166356441e-11,2.5109481636936577e-21,1.5792904677615936e-16,4.0079042757106056e-20,1.4644044787914874e-20,1.2618805778564544e-12,1.2369918895442098e-15,7.911551959119637e-26,7.510325236106063e-24,2.1018158817291325e-13,1.5554833699283134e-19,2.582614748043783e-22,1.681522006131922e-26,2.0313697287613078e-26,3.114105408118355e-27,1.0998717874020597e-32
4.945859198715383e-09,0.7409963153959872,1.378867855019152e-09,1.4737626895809906e-11,2.8665958910222897e-12,1.3058888521184088e-11,0.0,0.0,1.0748788640578772e-08,2.5067257434963727e-13,3.710439043203477e-13,7.675752438733198e-13,2.0429184533469978e-11,6.56807989092542e-27,1.000260466928049e-18,6.11541410688123e-12,1.3238783818769638e-10,4.8499894822801264e-11,3.3009701929508475e-21,1.8717034271221544e-20,1.9566745235117657e-10,8.930949842630074e-18,2.852567859775915e-11,1.8067910136226668e-19,4.0459573813245e-16,7.670261906195645e-14,2.693999231390232e-09,3.526187075638508e-12,9.690910012752801e-23,1.9673939913911385e-21,2.8359182219120213e-19,4.375389977094311e-18,1.141117501239155e-11,2.8235063704246354e-15,3.76,0.0,0.8187108249431504,0.9991785286289112,8.690817951034165e-14,3.204162839831279e-08,0.0012559645100446693,0.0012422786272845167,1.3681771751627861e-05,2.048536963716047e-10,0.0008214605529952063,7.036918688268912e-14,4.9023316295924696e-15,5.721193238815815e-17,1.8438222448558316e-17,2.7811493723397248e-11,1.4882590944775702e-12,2.2852424950221716e-11,1.5525482827853427e-11,6.565152771666659e-13,1.5530610118656541e-15,1.1355660229089482e-11,1.1193032179578358e-12,2.645007862015002e-19,7.776640997026133e-19,2.220357091470805e-13,9.69192824653786e-18,1.4466766367660582e-13,3.711547550367853e-20,3.5719901441455244e-11,1.9607063619482586e-15,6.655064568098629e-21,1.5572119849520425e-17,1.1525072931534144e-10,1.961612418256739e-09,1.3464037539488167e-09,6.575410566006278e-17,8.109335241637346e-09,2.8713557582151115e-12,4.49018165103226e-19,1.1085899569368627e-21,2.1800495000710934e-15,1.3379041098821327e-22,5.633048433997192e-21,9.95043546117801e-25,3.205861827593908e-08,1.1814305987936671e-14,4.171928077843099e-29,1.438710561915834e-29,1.0255994443008984e-25,2.0257792944203282e-09,4.9210674757717615e-11,2.6898848260546474e-21,1.7273870891427063e-16,4.332489981497556e-20,1.584738927615374e-20,1.3776354434435324e-12,1.2872261248863166e-15,9.214188370451452e-26,8.238313524481209e-24,2.2304516218638496e-13,1.7416010448474605e-19,2.8469264424395326e-22,1.8942405017803342e-26,2.232980545076534e-26,3.519988976492638e-27,1.3278700941471054e-32
5.092409752262903e-09,0.7410012525893593,1.4596603977915457e-09,1.584557760197748e-11,3.119355810325595e-12,1.4235968515884249e-11,0.0,0.0,1.1067896323565537e-08,2.657485982084584e-13,4.099918950489577e-13,8.383459615759442e-13,2.191104752265011e-11,7.161335725357371e-27,1.055335127235136e-18,6.4246229364372545e-12,1.3682101444522917e-10,5.1736834229573344e-11,3.6614791498300454e-21,2.1141737064601273e-20,2.0789915791690807e-10,9.785681495819423e-18,2.918446127106601e-11,1.9707719854340076e-19,4.2853176028924035e-16,8.492396013428128e-14,2.796501337625873e-09,3.783293700095674e-12,1.064108080489295e-22,2.1777062378685963e-21,3.0906018953807534e-19,4.788835585373253e-18,1.2237303929481236e-11,3.125752039724722e-15,3.76,0.0,0.8186736375771458,0.9991785276463284,9.711995224454139e-14,3.299031267398736e-08,0.0012931506130811122,0.0012794333133447605,1.3713003452922136e-05,2.0991248057744068e-10,0.000821461211796158,7.465967961993806e-14,5.182013345094931e-15,6.030800149947877e-17,1.9582738229848285e-17,2.953933490322305e-11,1.5359295276119662e-12,2.3721374219591658e-11,1.6148901039533055e-11,7.04317531864746e-13,1.720193722343246e-15,1.1926530024679647e-11,1.1849062992213493e-12,2.845821559601733e-19,8.201194956880136e-19,2.3462297222218817e-13,1.0360895144013379e-17,1.5539139834325488e-13,4.232235619832645e-20,3.6778186304364616e-11,2.0798167223518536e-15,7.421616123923255e-21,1.7111528777694492e-17,1.1866196410461232e-10,2.016393915302516e-09,1.4259318584887128e-09,7.134210360814239e-17,8.339654737959374e-09,3.015071732798452e-12,5.000784097909833e-19,1.2625524922818442e-21,2.3459359436685195e-15,1.484481565496741e-22,6.259033438319838e-21,1.1309362048168527e-24,3.3008310555441676e-08,1.2551603969995121e-14,4.703030861124193e-29,1.6081432477865137e-29,1.1751145263760065e-25,2.0842181752932243e-09,5.201241810193543e-11,2.874638574165023e-21,1.884461101041938e-16,4.669432835242041e-20,1.7103399555680864e-20,1.5000854216686037e-12,1.3375912133810473e-15,1.0679554342941407e-25,9.012804768523167e-24,2.362810695557938e-13,1.9440000853698919e-19,3.1281447405901636e-22,2.1266626786485724e-26,2.4468714963154954e-26,3.964513863400204e-27,1.593704341371638e-32
5.238960305810424e-09,0.7410061895588458,1.5426490612800192e-09,1.699851416297281e-11,3.38636994187363e-12,1.548091421535704e-11,0.0,0.0,1.1387040170232416e-08,2.8126491615806663e-13,4.5165095932159873e-13,9.13034137991957e-13,2.344738702374862e-11,7.789025744776744e-27,1.1116615783057883e-18,6.7383761621300984e-12,1.4128315018199336e-10,5.5082443094537e-11,4.04925100459016e-21,2.3786541707454645e-20,2.205096752912718e-10,1.0694307996617364e-17,2.983423392015044e-11,2.144302759975521e-19,4.531335997525363e-16,9.373140117284035e-14,2.8990531327621227e-09,4.049994269700103e-12,1.1655181007396549e-22,2.4029635972816866e-21,3.3597662899161464e-19,5.225302260943198e-18,1.3093633642722572e-11,3.4494890164996295e-15,3.76,0.0,0.8186364518988155,0.9991785268725271,1.0820078051300128e-13,3.393895440323471e-08,0.0013303350286884507,0.001316589753847515,1.374079116876036e-05,2.148186743016019e-10,0.000821461661617191,7.9078380458992e-14,5.4684212353107556e-15,6.346179711794242e-17,2.075582169189914e-17,3.1319467700620645e-11,1.5836030629892476e-12,2.4590712523960944e-11,1.6775522439993785e-11,7.538993787598271e-13,1.8993476767728746e-15,1.2506966263523237e-11,1.2522764460219664e-12,3.0540029949591414e-19,8.632899502864307e-19,2.4743795479839454e-13,1.1053186746642844e-17,1.6653658427837947e-13,4.806808618150115e-20,3.783646359804741e-11,2.2025017776259088e-15,8.247831827142453e-21,1.8745019288375707e-17,1.2207298293750658e-10,2.0709179137653887e-09,1.5076656375964098e-09,7.722992487378316e-17,8.569388047595346e-09,3.1608790718057326e-12,5.551959127649117e-19,1.4327435683909466e-21,2.5187762445586203e-15,1.6419589474739377e-22,6.937651032088721e-21,1.2812999323532691e-24,3.3957988580842535e-08,1.3311761545241517e-14,5.285869102814819e-29,1.7927100579830216e-29,1.340405645728301e-25,2.141512108973135e-09,5.488312268631014e-11,3.0651342001246825e-21,2.0507763373765904e-16,5.018529421648276e-20,1.841232355740709e-20,1.6293983082356872e-12,1.3880729679010697e-15,1.232174712028067e-25,9.83534544150734e-24,2.4988841333114764e-13,2.1636105631949073e-19,3.426695337074945e-22,2.3799838307871847e-26,2.6733087280500425e-26,4.450075034202648e-27,1.9021613066225967e-32
5.3855108593579445e-09,0.7410111263044528,1.6278240502928977e-09,1.819672190059084e-11,3.6680056187777755e-12,1.679553651499059e-11,0.0,0.0,1.1706220134470384e-08,2.9722153514999e-13,4.961155727564882e-13,9.917080895307942e-13,2.5038157416247974e-11,8.452084750530861e-27,1.1692251730081593e-18,7.056484827955203e-12,1.4577420347832503e-10,5.853674423900135e-11,4.465512426981744e-21,2.666288984051116e-20,2.3349905161460163e-10,1.1658543846550516e-17,3.0475122437798363e-11,2.3276445683031845e-19,4.783995501670783e-16,1.0314608939999783e-13,3.0016289823768614e-09,4.3262916032107285e-12,1.2735734194907787e-22,2.6437035120762045e-21,3.643774787808448e-19,5.6851154997683176e-18,1.3980126111853038e-11,3.795486710450935e-15,3.76,0.0,0.8185992679081079,0.9991785262412046,1.2019793921850168e-13,3.488755358889626e-08,0.0013675177569161393,0.0013537475766408342,1.376550715155536e-05,2.195747596233031e-10,0.0008214619687598665,8.362538710069749e-14,5.76148035538489e-15,6.667180882788456e-17,2.1957072088971082e-17,3.315189379938193e-11,1.6312790667435266e-12,2.5460224109588573e-11,1.740524203423531e-11,8.052611973272239e-13,2.0909691503732944e-15,1.3096719262969442e-11,1.3214068841687915e-12,3.269463313875608e-19,9.071471336642628e-19,2.6047180963064287e-13,1.1768829592267611e-17,1.7810522657152952e-13,5.438926897392409e-20,3.889473331150021e-11,2.328766174711884e-15,9.136194211970408e-21,2.0474674288479858e-17,1.2548378582634885e-10,2.1251733263423444e-09,1.5915970961397045e-09,8.342484565697852e-17,8.798529524242264e-09,3.3086976265125245e-12,6.145520062029884e-19,1.6203473621807731e-21,2.6986327311765242e-15,1.810778246767749e-22,7.67204987545117e-21,1.4472850358592244e-24,3.490765228488966e-08,1.409479015068529e-14,5.924107145935345e-29,1.993381926163303e-29,1.5225106477191154e-25,2.1976629108528877e-09,5.782200762611019e-11,3.2612954141591808e-21,2.2265966040605774e-16,5.3795654329438544e-20,1.977439331063128e-20,1.7657400235979843e-12,1.438658694240454e-15,1.4155549960303503e-25,1.0707492566609259e-23,2.638662855449587e-13,2.40138854032477e-19,3.742994468242364e-22,2.6554349335961454e-26,2.9125498549175576e-26,4.979140050280269e-27,2.2584510788666547e-32
