Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43)
0.0018132493858388772,0.5815389257550307,2.2888186138374343e-07,4.266021052915141e-08,1.608170155198299e-07,9.945977261396282e-05,0.0,0.0,0.00019271180607813407,2.0958215620696453e-05,0.0003108643445801425,3.292607919452019e-06,1.0087312254324664e-09,1.7639534878658932e-22,3.5938379897251463e-16,8.457285716076894e-11,6.14647553405363e-06,0.00018704976727279435,6.011344390352937e-11,5.305798444162075e-14,2.389803155241713e-05,2.995618821545446e-13,1.1965487450635415e-12,1.026442269461241e-08,1.3519076647062142e-09,0.0001307478927716789,7.873681180959435e-12,3.45963028747222e-08,8.933137080388841e-08,1.3261210053744616e-11,3.2772084453048994e-11,1.137231566955469e-13,3.0050596968516613e-10,2.717481043800853e-11,3.76,0.0,0.2549283245063723,0.9990977758275641,0.00035166188883643465,5.903993057729125e-05,0.38039326333870616,0.3794573683235225,1.0499042402374224e-08,2.4243000752095988e-14,8.538523543375993e-05,5.9146835420256566e-05,1.55014516715363e-12,1.0861725487201287e-12,2.1480130497028325e-11,0.00015740354683837606,2.971911421686108e-11,9.031023390215525e-09,8.155773719422215e-09,1.306364172468599e-06,1.8750422122154653e-06,3.3073827626768073e-07,2.820141514840884e-07,9.799647978174866e-15,5.917776210626073e-16,4.234116358377568e-12,5.447025083692036e-13,1.1981118351039486e-06,2.8478906261948072e-08,4.227021447406323e-08,2.1861606999172586e-08,8.059614879315941e-16,7.38913589185431e-09,6.774843596716802e-09,2.078416228760138e-08,0.0005174319236452851,1.983111799808636e-06,2.726820904197064e-07,1.168213982866681e-08,5.3529525230028956e-11,2.5458084732722846e-12,1.0185453328136643e-07,4.163337613940645e-15,9.435294793344031e-09,5.331590510971131e-10,2.4252462028628574e-06
0.001816530965781704,0.5815816220577894,2.301742876850224e-07,4.296042198819112e-08,1.6208715059388567e-07,9.999681521899701e-05,0.0,0.0,0.00019368084444479266,2.1110121082362025e-05,0.0003130940321344266,3.3218854849167024e-06,1.0171438778296578e-09,1.7986075253753912e-22,3.643825568975085e-16,8.526298739040278e-11,6.204409204299702e-06,0.0001877024505792561,6.098542150713858e-11,5.3603765209533924e-14,2.3974401808541376e-05,3.0054395057535673e-13,1.207647724881809e-12,1.042295239044119e-08,1.3712159606395342e-09,0.00013184278302922364,7.902503467832924e-12,3.516608204413773e-08,9.110288290418279e-08,1.351184215077846e-11,3.3101808875405776e-11,1.152310960419854e-13,3.0314922667810466e-10,2.7594047710343443e-11,3.76,0.0,0.25450473197513934,0.9990926699215726,0.00035422532247103035,5.956577106718761e-05,0.38081597436464226,0.37987383269361114,1.048192195122244e-08,2.4241398186991043e-14,8.538479906261511e-05,5.95343252709577e-05,1.5607676439004183e-12,1.0953017499058076e-12,2.167078052830071e-11,0.0001583642620752424,2.974939549913982e-11,9.107848847807202e-09,8.220095392322153e-09,1.3172223732018763e-06,1.8904814518292428e-06,3.3288445785135787e-07,2.838512079959907e-07,9.878842203349975e-15,5.96559957247681e-16,4.268333524296403e-12,5.491228153781862e-13,1.2074912398451936e-06,2.8711153388146397e-08,4.288193060347897e-08,2.2065940701756584e-08,8.12465602936229e-16,7.446397101500605e-09,6.86934299921696e-09,2.091204636663602e-08,0.0005207228244985631,1.9995876973599158e-06,2.743130038927614e-07,1.1751113404688718e-08,5.4310152274736617e-11,2.5829289891806977e-12,1.0273368454753368e-07,4.199281301396444e-15,9.572546855369614e-09,5.408724274385478e-10,2.4336818026978755e-06
0.0018198125457245307,0.5816242504652326,2.3147346365900845e-07,4.3262739012053406e-08,1.6336717287530836e-07,0.00010053626505763005,0.0,0.0,0.00019465407774491348,2.126319750179858e-05,0.00031533940351466275,3.351401801599452e-06,1.025630286053944e-09,1.8338845349165456e-22,3.694486964678045e-16,8.595848362267334e-11,6.262832209097542e-06,0.00018835700696943585,6.186964218469828e-11,5.4154796585226575e-14,2.4050859880439783e-05,3.015273049167971e-13,1.218855962337366e-12,1.0583857204527383e-08,1.390783842264413e-09,0.00013294570974477633,7.931436643651503e-12,3.5744835625078635e-08,9.290778101476315e-08,1.3766996078445687e-11,3.343487023269718e-11,1.1675797753912305e-13,3.0581533423995e-10,2.8019879288345182e-11,3.76,0.0,0.25408181856826145,0.9990875323428677,0.00035680604190105916,6.00958178584273e-05,0.3812380027240448,0.3802895733494888,1.046482897837279e-08,2.423979617894133e-14,8.538435998466483e-05,5.992390441149499e-05,1.5714530680429477e-12,1.1045041514190455e-12,2.186304005596161e-11,0.0001593319689780335,2.977961786202322e-11,9.185296897202887e-09,8.284897791117505e-09,1.3281663740928793e-06,1.9060413473024484e-06,3.3504266847733325e-07,2.856986200207834e-07,9.958646535475876e-15,6.013791361341171e-16,4.3028143272985475e-12,5.535750475456102e-13,1.2169401815750726e-06,2.8945198809580293e-08,4.3503185981899854e-08,2.2271984552539024e-08,8.190196052434333e-16,7.504078742387882e-09,6.965197393255097e-09,2.1040729959456318e-08,0.0005240329617143179,2.01619357650526e-06,2.759535491551782e-07,1.1820490133122616e-08,5.5101849293294907e-11,2.620575813649675e-12,1.0361980460338096e-07,4.235509927750509e-15,9.711740332596272e-09,5.48694329218836e-10,2.4421634495769658e-06
0.0018230941256673575,0.5816668111063287,2.3277942268900248e-07,4.3567177630576506e-08,1.6465716580113835e-07,0.00010107813217004967,0.0,0.0,0.00019563151927692583,2.1417454036402786e-05,0.00031760057738582884,3.3811587414497708e-06,1.0341911940708423e-09,1.8698728642956329e-22,3.745847345697943e-16,8.665940247599121e-11,6.321748126115707e-06,0.00018901345196947883,6.276627824133803e-11,5.471113207956234e-14,2.4127405620729277e-05,3.0251194457519647e-13,1.2301748433127573e-12,1.0747171872141194e-08,1.4106145598144071e-09,0.000134056726766713,7.960481525812456e-12,3.63326983990511e-08,9.474666079562879e-08,1.4026749667025731e-11,3.377130565288137e-11,1.183040272718338e-13,3.085044932467443e-10,2.8452410710019346e-11,3.76,0.0,0.2536595830553561,0.9990823628812554,0.00035940416332579805,6.0630100900136655e-05,0.38165934964591874,0.3807045912318843,1.044776343376799e-08,2.4238194713272638e-14,8.538391818194624e-05,6.03155818334203e-05,1.582201792733379e-12,1.1137804271871394e-12,2.2056924710210328e-11,0.00016030672467621124,2.980978138759593e-11,9.263373387340353e-09,8.350184907998474e-09,1.3391968409066331e-06,1.9217228222699856e-06,3.372129662227015e-07,2.875564381119572e-07,1.0039066006451865e-14,6.062354634617142e-16,4.337561028709397e-12,5.58059418115652e-13,1.226459166956837e-06,2.9181056175830394e-08,4.413412758681142e-08,2.2479750904925277e-08,8.256239225789489e-16,7.56218384947377e-09,7.0624253025197515e-09,2.1170216932555726e-08,0.0005273624454117732,2.0329305283262833e-06,2.776037716947971e-07,1.1890272026727739e-08,5.5904780714222446e-11,2.6587563281344884e-12,1.0451294691651487e-07,4.2720256789982635e-15,9.852902027229162e-09,5.5662624641102e-10,2.450691546141506e-06
0.0018263757056101843,0.5817093041101965,2.3409219831538388e-07,4.387375312591309e-08,1.6595720310885102e-07,0.00010162242664126134,0.0,0.0,0.000196613182319923,2.15728999099838e-05,0.0003198776733969253,3.4111581919481574e-06,1.042827312552055e-09,1.9065872150754116e-22,3.7978974835193724e-16,8.736576592995617e-11,6.3811605526138025e-06,0.0001896718013117115,6.367550105487833e-11,5.527281920547629e-14,2.4204038882189356e-05,3.0349786896133793e-13,1.2416053962584706e-12,1.0912931644593283e-08,1.430711352170811e-09,0.00013517588830838106,7.989638930297813e-12,3.692980714725202e-08,9.662012828562334e-08,1.4291182076479315e-11,3.411114975077964e-11,1.1986947134790184e-13,3.112169054169561e-10,2.889174927769936e-11,3.76,0.0,0.25323802420750796,0.9990771613250309,0.00036201980379460275,6.116865033538103e-05,0.38208001635798333,0.38111888727804166,1.0430725267409214e-08,2.4236593775164567e-14,8.538347363636422e-05,6.070936654984641e-05,1.5930141404448988e-12,1.1231310560437831e-12,2.225244530358115e-11,0.000161288586767968,2.983988615763576e-11,9.342082513835188e-09,8.41595998343666e-09,1.3503144466897198e-06,1.937526807128809e-06,3.393954092081124e-07,2.89424712921938e-07,1.0120105499053052e-14,6.111292312792053e-16,4.372575608879232e-12,5.625761417804026e-13,1.236048706993701e-06,2.9418739236625162e-08,4.4774904709596245e-08,2.2689252195552696e-08,8.32278905676491e-16,7.620715487757e-09,7.161045500370792e-09,2.130051368426405e-08,0.0005307113863428073,2.0497996549972115e-06,2.7926373381714445e-07,1.1960461435614085e-08,5.671909276658566e-11,2.69747807139051e-12,1.0541316539278052e-07,4.308830758983577e-15,9.996059119390956e-09,5.646696907713255e-10,2.459266499021459e-06
0.0018293291275587285,0.581747490090341,2.35279552592258e-07,4.415150994693084e-08,1.6713588777312038e-07,0.00010211437542980627,0.0,0.0,0.00019750029941635486,2.1713825760517545e-05,0.0003219407729581867,3.438366616926498e-06,1.0506647287025026e-09,1.9401987865387617e-22,3.845341698797764e-16,8.800618645442018e-11,6.435059239212086e-06,0.00019026595710990778,6.450470253277028e-11,5.578295053224608e-14,2.4273083526562633e-05,3.043862988861303e-13,1.2519893949620323e-12,1.1064235579040216e-08,1.4490287124831707e-09,0.0001361901423720718,8.015977492657502e-12,3.747522508363801e-08,9.833633128401847e-08,1.4533238036655428e-11,3.441995436504201e-11,1.2129514608547085e-13,3.1367812000783e-10,2.929306429365876e-11,3.76,0.0,0.25285919877859403,0.9990724523072828,0.0003643889564486588,6.165701766989103e-05,0.38245803583309906,0.38149113732132106,1.0415414284813979e-08,2.423515336966543e-14,8.53830711851304e-05,6.106558199851049e-05,1.602799922371191e-12,1.1316106806048943e-12,2.2429823763475138e-11,0.00016217838661556407,2.986693028175405e-11,9.413465666732069e-09,8.475577565009102e-09,1.3603953525359336e-06,1.951855915335984e-06,3.4137004087794825e-07,2.911151432776257e-07,1.0193574672276563e-14,6.155658462059069e-16,4.404319296169279e-12,5.666690336171347e-13,1.2447400420487356e-06,2.963422642231963e-08,4.5360138853008766e-08,2.2879297054871825e-08,8.383120080803181e-16,7.6737611908858e-09,7.251009813816476e-09,2.1418477702149725e-08,0.0005337421611942546,2.0650957988386335e-06,2.8076607779239594e-07,1.2023982507693762e-08,5.746183161171297e-11,2.7327964150650667e-12,1.062294570601124e-07,4.342204543710532e-15,1.0126629335000883e-08,5.720054125283949e-10,2.4670243582434766e-06
0.0018322825495072728,0.5817856214827289,2.3647248051320238e-07,4.4431020766399456e-08,1.6832282973148085e-07,0.00010260830600247454,0.0,0.0,0.00019839085635117346,2.1855729324269973e-05,0.00032401695587326525,3.4657744157973405e-06,1.0585642075419326e-09,1.9743822815672677e-22,3.89336540137589e-16,8.865108946673489e-11,6.489365674200052e-06,0.00019086168011748928,6.534436337557135e-11,5.6297490561376526e-14,2.4342198836884046e-05,3.0527576858644313e-13,1.2624658088255153e-12,1.1217575508985786e-08,1.467566732322846e-09,0.0001372110777651176,8.042408486665835e-12,3.802834745446213e-08,1.0008150744157226e-07,1.4779208300282774e-11,3.4731577308702427e-11,1.2273688947228397e-13,3.1615847494240383e-10,2.970006239085967e-11,3.76,0.0,0.25248091956041974,0.9990677169635758,0.0003667724816069353,6.214888762004233e-05,0.3828355062248253,0.38186280411170215,1.0400125401788072e-08,2.4233713368608292e-14,8.538266648403382e-05,6.142351827522125e-05,1.6126377560648454e-12,1.140151467618676e-12,2.260854891001223e-11,0.00016307403236594259,2.989392693853919e-11,9.485369173030031e-09,8.535595904903733e-09,1.3705478801295665e-06,1.96628570564545e-06,3.4335460096038043e-07,2.928141226659564e-07,1.0267553024548642e-14,6.200332095451899e-16,4.43628303173971e-12,5.707884651687093e-13,1.2534893195774326e-06,2.985121383056712e-08,4.5953574960948693e-08,2.307076647973335e-08,8.443867360548085e-16,7.727157135829618e-09,7.342131357289816e-09,2.1537105589163755e-08,0.0005367888683406954,2.080500726357691e-06,2.822763993717711e-07,1.2087837452322214e-08,5.821403318341224e-11,2.768564545385848e-12,1.0705156438546543e-07,4.375816117885072e-15,1.025885848359429e-08,5.794338434186681e-10,2.474820806236326e-06
0.001835235971455817,0.5818236983810523,2.376710068072939e-07,4.4712297385838114e-08,1.695180886978421e-07,0.0001031042257955216,0.0,0.0,0.00019928486277549445,2.1998617451791185e-05,0.0003261063112430753,3.4933829939247104e-06,1.0665263041493182e-09,2.009187500652248e-22,3.94197537911647e-16,8.930050521673892e-11,6.544082518943874e-06,0.0001914589821995291,6.619461515410529e-11,5.6816478628581933e-14,2.4411384706135404e-05,3.061662776719568e-13,1.2730355773591277e-12,1.1372978135220535e-08,1.4863278726435696e-09,0.00013823873469884273,8.06893252515272e-12,3.858927784919304e-08,1.0185611877732841e-07,1.502915336645243e-11,3.504604598498349e-11,1.2419487303078034e-13,3.1865812080248644e-10,3.011282523337615e-11,3.76,0.0,0.25210318565985723,0.9990629551366942,0.00036917046618728863,6.264428252672233e-05,0.3832124284257989,0.38223388832588195,1.0384858581994971e-08,2.4232273761096058e-14,8.538225951963787e-05,6.17831819900262e-05,1.622527894845304e-12,1.1487538608936574e-12,2.2788630949982952e-11,0.0001639755669042533,2.992087618673301e-11,9.557796920524224e-09,8.596017779791192e-09,1.3807725289170922e-06,1.9808168702762633e-06,3.453491323325935e-07,2.945216884445101e-07,1.0342044322314782e-14,6.24531548972246e-16,4.468468454168038e-12,5.749345956829704e-13,1.262296918922244e-06,3.006971168731255e-08,4.655532636249462e-08,2.326366965888924e-08,8.505033892096843e-16,7.780905595368323e-09,7.434424298212357e-09,2.1656400936766e-08,0.0005398515897307661,2.096015262340017e-06,2.83794736782324e-07,1.215202782318505e-08,5.897581804018445e-11,2.80478814669909e-12,1.0787952749925624e-07,4.409667122203725e-15,1.0392767102827862e-08,5.869561247782852e-10,2.48265614711688e-06
0.0018381893934043612,0.5818617208792848,2.388751563614499e-07,4.4995351006934516e-08,1.7072172177754682e-07,0.00010360214227810202,0.0,0.0,0.00020018232832912938,2.2142497042539135e-05,0.0003282089289026904,3.5211937681639065e-06,1.0745515678893992e-09,2.0445963183701843e-22,3.9911750038001256e-16,8.995446246214656e-11,6.5992124479881565e-06,0.00019205787537658557,6.705558855408856e-11,5.733995041660918e-14,2.4480641027416488e-05,3.070578257673014e-13,1.2836995948482485e-12,1.1530470552446072e-08,1.505314622342181e-09,0.00013927315365362848,8.095550226654743e-12,3.915812138402415e-08,1.0366063529584744e-07,1.528313456364527e-11,3.5363387705959664e-11,1.2566927083384534e-13,3.2117720798999625e-10,3.053143584546911e-11,3.76,0.0,0.2517259961848268,0.9990581666682965,0.00037158299773615587,6.314322487377938e-05,0.3835888033277494,0.3826043906380189,1.0369613789141013e-08,2.4230834536171187e-14,8.538185027841025e-05,6.214457976802813e-05,1.6324705831327333e-12,1.1574182760501332e-12,2.2970079407567614e-11,0.00016488303346364266,2.99477780847382e-11,9.630752449559346e-09,8.656845746424377e-09,1.3910698017649738e-06,1.995450106249548e-06,3.473536781449389e-07,2.962378782287923e-07,1.0417052069221223e-14,6.290610750831205e-16,4.50087703240757e-12,5.791075854699578e-13,1.2711632221138412e-06,3.028973028819143e-08,4.716550816324878e-08,2.3458015832169387e-08,8.566622428747386e-16,7.835008858253536e-09,7.527902993583873e-09,2.1776367969010546e-08,0.0005429304077853928,2.111640239947579e-06,2.8532113384654e-07,1.2216555407167111e-08,5.974730271324409e-11,2.8414729090985393e-12,1.087133868574607e-07,4.443759210697321e-15,1.052837600589392e-08,5.94573413662814e-10,2.4905306880270026e-06
0.0018411428153529055,0.5818996890711087,2.4008495422101836e-07,4.528019271508265e-08,1.7193378631904698e-07,0.00010410206294638774,0.0,0.0,0.0002010832626420541,2.228737503692939e-05,0.00033032489929636714,3.549208164872263e-06,1.082640552503752e-09,2.0805871096213164e-22,4.040971887798155e-16,9.061299341434725e-11,6.654758146345645e-06,0.00019265837179889675,6.79274137011714e-11,5.786794013230166e-14,2.454996769392456e-05,3.079504125098632e-13,1.294458781549168e-12,1.1690080185307282e-08,1.5245294958119353e-09,0.0001403143753320552,8.122262216007186e-12,3.973498445417287e-08,1.054955337069286e-07,1.5541213986887383e-11,3.568363023698773e-11,1.2716025884650526e-13,3.2371588538902187e-10,3.095597839376359e-11,3.76,0.0,0.25134935024411115,0.9990533513991079,0.000374010164318359,6.364573726302319e-05,0.38396463182166274,0.3829743117201773,1.035439098696777e-08,2.4229395682841243e-14,8.538143874673946e-05,6.25077182466279e-05,1.6424660641999054e-12,1.1661451424549254e-12,2.315290414771752e-11,0.00016579647556605752,2.9974632690689756e-11,9.704239375149723e-09,8.7180823574967e-09,1.4014402029520324e-06,2.0101861153333896e-06,3.4936828184031653e-07,2.979627298937582e-07,1.049257958823778e-14,6.336219882040735e-16,4.533510187203056e-12,5.833075957178899e-13,1.2800886131941003e-06,3.051127999910512e-08,4.778423695724816e-08,2.365381427630109e-08,8.628635681835492e-16,7.889469224862555e-09,7.622581958363494e-09,2.189701088719084e-08,0.0005460254053169678,2.1273764993144035e-06,2.868556355525517e-07,1.2281422089997649e-08,6.052860487567886e-11,2.878624482720079e-12,1.0955318318564404e-07,4.478094048504336e-15,1.0665706244652953e-08,6.022868805430276e-10,2.4984447386236834e-06
0.0018440962373014497,0.5819376030502474,2.4130042546831666e-07,4.556683422460942e-08,1.7315434311533128e-07,0.00010460399532013699,0.0,0.0,0.00020198767533511185,2.2433258410829095e-05,0.0003324543133990875,3.577427618735204e-06,1.0907938294458535e-09,2.1172100900143851e-22,4.091376830578495e-16,9.127613196461302e-11,6.710722310558315e-06,0.0001932604837297914,6.881022469091294e-11,5.840048673613311e-14,2.461936459894144e-05,3.0884403754726515e-13,1.3053141285183879e-12,1.1851834748246157e-08,1.5439750328431867e-09,0.00014136244063101545,8.149069122134248e-12,4.0319974571664136e-08,1.0736129658379731e-07,1.5803454686493198e-11,3.600680209566704e-11,1.2866801429710644e-13,3.2627430425651595e-10,3.138653804395922e-11,3.76,0.0,0.25097324694724876,0.9990485091690401,0.0003764520544439995,6.415184239892609e-05,0.384339914797884,0.3833436522425982,1.0339190139247416e-08,2.4227957190090626e-14,8.538102491094393e-05,6.287260407382974e-05,1.652514592693972e-12,1.174934927261683e-12,2.333711594757109e-11,0.00016671593698717736,3.000144006251154e-11,9.778261733321867e-09,8.77973042473509e-09,1.4118842398225174e-06,2.0250256030157725e-06,3.5139298689028494e-07,2.99696281329599e-07,1.0568630492098747e-14,6.382145077547713e-16,4.566369538717896e-12,5.875347883909737e-13,1.2890734781403589e-06,3.0734371239443705e-08,4.841163064017994e-08,2.3851074299920857e-08,8.691076657132215e-16,7.944289006844264e-09,7.718475845400774e-09,2.2018333253030658e-08,0.0005491366654770501,2.1432248866641686e-06,2.8839828154508976e-07,1.234662954151137e-08,6.131984954445299e-11,2.9162486362408456e-12,1.1039895744559965e-07,4.512673310399828e-15,1.0804779080996474e-08,6.100977069433757e-10,2.5063986107589653e-06
0.001847049659249994,0.581975462910467,2.4252159525893574e-07,4.585528748000871e-08,1.7438345320973595e-07,0.00010510794695820844,0.0,0.0,0.00020289557601034226,2.2580154198616963e-05,0.0003345972630694486,3.605853578366083e-06,1.099011974786253e-09,2.1544996703266566e-22,4.142396132490141e-16,9.1943909329073e-11,6.767107656683436e-06,0.00019386422362101407,6.970415863397927e-11,5.893763048391845e-14,2.4688831635888225e-05,3.097387005429542e-13,1.316266613841061e-12,1.2015762440108317e-08,1.5636537905316885e-09,0.00014241739077149274,8.175971575433623e-12,4.0913201113736274e-08,1.0925841630755337e-07,1.606992061219776e-11,3.633293178186492e-11,1.301927156224093e-13,3.288526191437088e-10,3.1823201636555825e-11,3.76,0.0,0.2505976854050133,0.9990436398166553,0.00037890875736850625,6.466156315662143e-05,0.3847146531457095,0.3837124128725041,1.0324011209801952e-08,2.4226519046835723e-14,8.538060875722628e-05,6.323924391493905e-05,1.6626164252583952e-12,1.1837880864776743e-12,2.352272530632467e-11,0.00016764146192551393,3.002820025780837e-11,9.852823492918587e-09,8.841792770746161e-09,1.4224024258606405e-06,2.039969281238245e-06,3.534278367619853e-07,3.0143857042846434e-07,1.0645208584123485e-14,6.428388637263169e-16,4.599456745765184e-12,5.917893267395822e-13,1.2981182065901307e-06,3.095901452551168e-08,4.9047809284649186e-08,2.4049805279030465e-08,8.753948406668408e-16,7.999470538362877e-09,7.81559953829369e-09,2.2140338783581296e-08,0.000552264271975066,2.1591862583941112e-06,2.899491115492918e-07,1.2412179388859842e-08,6.212116240544251e-11,2.954351292680641e-12,1.1125075099392808e-07,4.547498687235858e-15,1.0945616128117685e-08,6.180070941330178e-10,2.514392619942614e-06
0.0018500030811985381,0.5820132687452203,2.437484888566309e-07,4.614556392370976e-08,1.756211742367994e-07,0.00010561392544342557,0.0,0.0,0.00020380697425681604,2.27280694711009e-05,0.00033675384071068213,3.634487500942754e-06,1.1072955557675132e-09,2.192397629970066e-22,4.1940314987822763e-16,9.261635450365616e-11,6.823916910167959e-06,0.00019446960404133085,7.060935212805826e-11,5.947940662872586e-14,2.4758368698271498e-05,3.106344011727428e-13,1.327317144674615e-12,1.2181891760193832e-08,1.5835683539015124e-09,0.00014347926717355405,8.202970211273981e-12,4.151477462072916e-08,1.1118739139541359e-07,1.634067671535759e-11,3.666204746372287e-11,1.3173454390462192e-13,3.314509844793106e-10,3.2266057058267805e-11,3.76,0.0,0.2502226647289258,0.9990387431796847,0.0003813803628134353,6.517492251555895e-05,0.3850888477537961,0.384080594275269,1.0308854162484146e-08,2.422508124193823e-14,8.538019027171887e-05,6.360764444578192e-05,1.672771806930703e-12,1.1927050298291653e-12,2.3709741601016225e-11,0.00016857309483764445,3.005491333390911e-11,9.927928128210644e-09,8.904271938514026e-09,1.4329952772922401e-06,2.0550178657836716e-06,3.55472875125899e-07,3.031896352800997e-07,1.0722317439783691e-14,6.474952698952891e-16,4.632773254335989e-12,5.960713747985854e-13,1.3072231903095111e-06,3.1185220427954405e-08,4.96928943241742e-08,2.4250016627128994e-08,8.817253670042802e-16,8.05501616581489e-09,7.913968063440978e-09,2.2263032063288696e-08,0.0005554083088642044,2.175261477204231e-06,2.9150817180182863e-07,1.2478073500145094e-08,6.293266340108053e-11,2.992938419440725e-12,1.1210860542958688e-07,4.58257187977509e-15,1.1088239224013468e-08,6.260162559599675e-10,2.5224270839464105e-06
0.0018529565031470824,0.5820510206482387,2.449811317105631e-07,4.643767482927523e-08,1.7686756477929583e-07,0.00010612193839549645,0.0,0.0,0.00020472187965384932,2.2877011353734184e-05,0.0003389241395656797,3.66333085670666e-06,1.1156451488694555e-09,2.230890732337022e-22,4.2462928862092183e-16,9.329350123342811e-11,6.8811528096279475e-06,0.00019507663773884825,7.152594134440027e-11,6.002584945742514e-14,2.4827975679727865e-05,3.115311391304716e-13,1.3384666799292546e-12,1.2350251668866079e-08,1.6037213466555104e-09,0.0001445481115611307,8.230065674820442e-12,4.212480741701174e-08,1.1314872977294223e-07,1.661578886168673e-11,3.699417815008108e-11,1.332936829767038e-13,3.340695528648125e-10,3.27151938018266e-11,3.76,0.0,0.24984818403164355,0.9990338190945753,0.0003838669612115864,6.569194361698336e-05,0.3854624995098307,0.3844481971134444,1.029371896119313e-08,2.4223643764216667e-14,8.53797694404448e-05,6.39778123580069e-05,1.6829809829341477e-12,1.2016861955794353e-12,2.3898174907220236e-11,0.0001695108805761578,3.0081579347779237e-11,1.000357931978646e-08,8.967170512509709e-09,1.4436633115590443e-06,2.070172078269629e-06,3.5752814604108533e-07,3.049495143165508e-07,1.0799960406912982e-14,6.521839280398619e-16,4.66632049361492e-12,6.003810978054257e-13,1.3163888235046548e-06,3.141299960243251e-08,5.0347009281078745e-08,2.4451717802537177e-08,8.8809951783191e-16,8.110928249545066e-09,8.013596668400147e-09,2.2386417470262386e-08,0.0005585688607343896,2.1914514154975537e-06,2.930755089312303e-07,1.2544313833672464e-08,6.375447558100903e-11,3.032015922453589e-12,1.1297256272215791e-07,4.617894604047858e-15,1.1232670508488752e-08,6.341264229829609e-10,2.5305023240597337e-06
0.0018559099250956266,0.5820887187128247,2.462195492928993e-07,4.6731632426011634e-08,1.7812269009371843e-07,0.00010663199345341697,0.0,0.0,0.00020564030176815654,2.302698700205814e-05,0.0003411082533230247,3.6923851229431026e-06,1.1240613605785866e-09,2.270123166141107e-22,4.29919721623574e-16,9.39753869988288e-11,6.938818105364147e-06,0.0001956853375587335,7.245406794088862e-11,6.057700270693797e-14,2.489765247396334e-05,3.1242891411808427e-13,1.349716327785289e-12,1.2520871381203908e-08,1.6241154138750457e-09,0.0001456239658208632,8.257258615538596e-12,4.274341280269148e-08,1.1514294454608572e-07,1.6895323898218925e-11,3.732935425105814e-11,1.348703171622491e-13,3.367084807042458e-10,3.31707022460396e-11,3.76,0.0,0.24947424242643582,0.9990288673970961,0.00038636864336214193,6.62126496861478e-05,0.3858356093009979,0.3848152220480834,1.0278605569852632e-08,2.4222206602492488e-14,8.537934624936785e-05,6.43497543514649e-05,1.6932442204892126e-12,1.21073211086482e-12,2.4088037452243214e-11,0.0001704548642089563,3.010819835623898e-11,1.0079781656253599e-08,9.030491587914067e-09,1.454407049718601e-06,2.0854326436533927e-06,3.595936935686854e-07,3.0671824595100526e-07,1.0878141256630431e-14,6.56905069857403e-16,4.700100278929575e-12,6.047186616528095e-13,1.325615502180507e-06,3.164236275287905e-08,5.1010278822137114e-08,2.4654918291210697e-08,8.945176239893976e-16,8.167209160705808e-09,8.114500719173224e-09,2.251049795850687e-08,0.0005617460124536458,2.2077569508917264e-06,2.946511590274203e-07,1.2610901965703214e-08,6.45867357777153e-11,3.0715898387285754e-12,1.1384266504151098e-07,4.65346858423301e-15,1.1378932325416336e-08,6.423388363920312e-10,2.538618663437021e-06
