Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43)
2.0298432175314394e-11,0.543219311685348,2.7797479409010127e-18,6.4981962611121e-22,8.437960967138774e-24,3.071332097181218e-23,0.0,0.0,2.6540797451886944e-13,1.927014475822903e-21,2.0299719616220282e-25,2.9236006636508126e-25,7.506905426742854e-31,3.5790473397052196e-47,2.1601892239549646e-31,7.79561830994391e-21,9.053932554270323e-17,1.371469333290398e-20,7.044483595474635e-39,8.67031810315076e-40,3.694261171236027e-21,6.933137087878196e-33,6.102480027613008e-18,3.3424735203633254e-32,1.0711444916701563e-25,3.562083502811006e-32,1.018954882085306e-31,1.926797819018648e-37,8.418940676222996e-37,1.9329794540112555e-38,7.924042075384896e-32,3.6653172510308975e-45,1.1406912486451793e-36,4.315701788546488e-46,3.76,0.0,0.635485700852164,0.9999953548325202,3.3827501723956187e-26,2.469786488871918e-14,6.486351691445408e-09,6.310241522034673e-09,1.761101692444315e-10,1.1335547502591954e-19,4.645167214775147e-06,1.9486340177397265e-24,1.2452507433127318e-26,7.598947460035884e-30,9.526286672230705e-32,1.371267615693418e-20,1.2941310869316134e-20,1.2415764014146795e-20,6.004396497632854e-21,1.6399357671871135e-24,1.7378026211943824e-30,4.537901500713466e-22,2.8934961541199937e-23,1.1903399548038187e-30,4.1875940442338875e-29,5.5677739500758506e-24,2.141662869373337e-33,3.6805196895353824e-25,8.554893179292171e-37,6.110289824762409e-18,2.167979961743109e-23,1.286370412265683e-38,4.123616775683829e-31,9.052421774012477e-17,3.996321625671094e-14,1.0223192987553296e-17,1.4099335835427972e-28,2.2542455065684438e-13,2.511827844811486e-18,2.1613704094380538e-32,8.559722581587847e-39,1.4409713367862908e-27,2.848926695232967e-40,9.834874565670001e-37,1.3635077251688435e-42,2.4697880012209883e-14
2.3925619078561814e-11,0.5432193118020434,3.790458143767937e-18,7.699332789078903e-22,1.3046327380997127e-23,4.8984554771879256e-23,0.0,0.0,3.1283602486762186e-13,2.6772427484008194e-21,3.3235215457845862e-25,4.949047236437238e-25,1.2336984502567723e-30,5.858644128560429e-47,2.9999112459707514e-31,1.0827387346733256e-20,1.0672124566474961e-16,1.9144050116361637e-20,1.3553261587095768e-38,1.4198157254358164e-39,5.1325583695389025e-21,1.1353410079864215e-32,7.191308658304993e-18,5.473554716171327e-32,1.4881566299195218e-25,5.84172171371429e-32,1.6686518113665336e-31,3.3706017601360624e-37,1.3787287286113879e-36,3.1655430878079467e-38,1.2975892792430033e-31,7.112293146175949e-45,2.2003546131640468e-36,8.322321079491696e-46,3.76,0.0,0.6354856996930468,0.9999945517711286,5.546352287706764e-26,2.911119942626389e-14,7.6454170596645e-09,7.437963591757785e-09,2.0745346767571431e-10,1.5741052663182334e-19,5.448228558806779e-06,2.711871769507265e-24,1.7361761492055995e-26,1.2401191175573402e-29,1.830239423694357e-31,1.9141222080935344e-20,1.792743141960361e-20,1.724203479437701e-20,8.338547773106783e-21,2.6763721503568732e-24,3.2258571104445396e-30,6.304599250549127e-22,4.020033605119175e-23,1.9834448173633834e-30,6.851924730799066e-29,9.099402927674308e-24,4.108161681526776e-33,6.02268971202542e-25,1.8264241195391177e-36,7.202157273295283e-18,3.012047276757973e-23,2.1089035285600687e-38,7.944271302455261e-31,1.0670025626114192e-16,4.7103867685765425e-14,1.4203167388271533e-17,1.9639304771952055e-28,2.657040112419682e-13,3.489602182290472e-18,3.539367742422163e-32,1.650412527061673e-38,2.35896786913039e-27,5.491771448853033e-40,1.8956598263232164e-36,3.084332372130165e-42,2.9111220437463373e-14
2.7552805981809234e-11,0.5432193119187391,4.956998697635501e-18,8.918863410658295e-22,1.9056789764995308e-23,7.333616856866384e-23,0.0,0.0,3.6026453525315917e-13,3.550540307764396e-21,5.074726174255941e-25,7.804722968216807e-25,1.890837942076222e-30,8.94401684324526e-47,3.976756266284361e-31,1.4354917759423808e-20,1.229041299840503e-16,2.5507297036689256e-20,2.3785850534031733e-38,2.16837707702818e-39,6.80681767388739e-21,1.733918684283322e-32,8.279640135396188e-18,8.35943319655306e-32,1.97357280467197e-25,8.934977254218586e-32,2.548486786380545e-31,5.477366951204975e-37,2.1057466820749524e-36,4.834762489253031e-38,1.9816802292745384e-31,1.2582661048555217e-44,3.869748009341856e-36,1.463200179142933e-45,3.76,0.0,0.6354856985339296,0.9999937566902911,8.481086294886428e-26,3.352453395954906e-14,8.804482425769707e-09,8.565723850830798e-09,2.3875857463262114e-10,2.0865509575902382e-19,6.243309348880515e-06,3.602510729989138e-24,2.3105465663198938e-26,1.887465155496362e-29,3.205934309452963e-31,2.5503512674078785e-20,2.3706292789901105e-20,2.2856384926624734e-20,1.1053897601369537e-20,4.076829281695987e-24,5.529298173293717e-30,8.361107866647485e-22,5.331389078652275e-23,3.0814404499858933e-30,1.0456003272657754e-28,1.3869114979728384e-23,7.184709849004342e-33,9.19234383087561e-25,3.543539759308583e-36,8.294025231507625e-18,3.9945901641220564e-23,3.225065709156931e-38,1.3955940220369322e-30,1.2287629424098532e-16,5.4244369508964656e-14,1.883596069547917e-17,2.6112845063111833e-28,3.0598276948534156e-13,4.627707422952288e-18,5.405402584724932e-32,2.9012901201231375e-38,3.601590148524166e-27,9.651817948422976e-40,3.331336224377825e-36,6.224807383381219e-42,3.35245618241977e-14
3.4807179788304074e-11,0.54321931215213,7.757549147891297e-18,1.1423016817939127e-21,3.60136691180368e-23,1.4376276710169082e-22,0.0,0.0,4.551229376010417e-13,5.6663480519038846e-21,1.0226656683457138e-24,1.6724593551409155e-24,3.8388807163062795e-30,1.8017615335606037e-46,6.341114861815168e-31,2.2895503648537246e-20,1.5527279114578869e-16,4.1082739905523234e-20,6.040778092442894e-38,4.3715310462653725e-39,1.0863254534002994e-20,3.495639255505442e-32,1.0454812547809698e-17,1.6853288959177244e-31,3.1496157925902733e-25,1.8068401076206572e-31,5.1381740243649525e-31,1.2373969684584508e-36,4.245744696687391e-36,9.748148193574786e-38,3.995023132746637e-31,3.245107035378685e-44,9.860871681374373e-36,3.7262668681540196e-45,3.76,0.0,0.6354856962156951,0.9999921901538188,1.714084411458106e-25,4.235120301334203e-14,1.1122613151638461e-08,1.0821358750939903e-08,3.012544002099627e-10,3.326709968340796e-19,7.809845726302274e-06,5.7683728881424024e-24,3.7127312713736713e-26,3.779288634357837e-29,8.102944051833456e-31,4.107659245013377e-20,3.761453490353345e-20,3.644526376090667e-20,1.7626292791498785e-20,8.188110148424434e-24,1.365293265873002e-29,1.3343565854104783e-21,8.508581575467142e-23,6.422932612707356e-30,2.1045748115023934e-28,2.784926605728741e-23,1.810137466362415e-32,1.8512970495653842e-24,1.0848115108414757e-35,1.0477762676971529e-17,6.375122383296039e-23,6.523181129972136e-38,3.549162220874713e-30,1.5522836857715208e-16,6.852492457671792e-14,3.005995506080982e-17,4.188861033580795e-28,3.865381803309671e-13,7.384842791735509e-18,1.089747423964698e-31,7.386467138713428e-38,7.256573803404833e-27,2.4561035817671654e-39,8.475795458970665e-36,2.0015157116433058e-41,4.2351247482041553e-14
4.2061553594798914e-11,0.5432193123855212,1.1181355912739933e-17,1.4030465534970534e-21,6.076777022721502e-23,2.4895723927469607e-22,0.0,0.0,5.499831844582588e-13,8.274447247811186e-21,1.8038275632895044e-24,3.124860609841514e-24,6.82102040163153e-30,3.176900328326931e-46,9.25186627713861e-31,3.341386084175048e-20,1.8764530889074921e-16,6.053424900295341e-20,1.2856269791114476e-37,7.713877760892238e-39,1.58636355209192e-20,6.168291322211644e-32,1.2627999101795289e-17,2.9739448294419938e-31,4.599270528406704e-25,3.198299981719616e-31,9.067250529443823e-31,2.4185858648414037e-36,7.492763938810796e-36,1.7203211342810486e-37,7.049290488391683e-31,7.007699336011287e-44,2.1042565879151447e-35,7.946959152939949e-45,3.76,0.0,0.6354856938974608,0.9999906545980447,3.032155092163846e-25,5.117787205010062e-14,1.3440743869051671e-08,1.307714585075528e-08,3.635980175832127e-10,4.853197299384896e-19,9.345401405547013e-06,8.450893522320247e-24,5.457870738412989e-26,6.623579421842858e-29,1.7151715073440754e-30,6.052511450821312e-20,5.461123480689074e-20,5.3174293943170775e-20,2.571778760756575e-20,1.440967992472296e-23,2.861024255074039e-29,1.9485291659611484e-21,1.2425128566996957e-22,1.1704639670363277e-29,3.7076890669814524e-28,4.894643531313935e-23,3.819459883675249e-32,3.2638573421844595e-24,2.7153450110091317e-35,1.2661502161155771e-17,9.309616103175596e-23,1.1557038753146713e-37,7.560244382932962e-30,1.8758044074862728e-16,8.280488193216415e-14,4.389507831645427e-17,6.148252544292127e-28,4.670907859300711e-13,1.0783098372444252e-17,1.922932609673232e-31,1.5748477767202122e-37,1.2797032392049565e-26,5.234091410783257e-39,1.805939236624386e-35,5.151498378919484e-41,5.117793698560688e-14
5.117568593091064e-11,0.5432193126787452,1.6366243768862296e-17,1.748322997689245e-21,1.0516431847433973e-22,4.411136200938889e-22,0.0,0.0,6.691647794466696e-13,1.2248960519136621e-20,3.247085737675494e-24,6.018248688902312e-24,1.2390306875188868e-29,5.7162269032721084e-46,1.3681143392952906e-30,4.9426649837687415e-20,2.2832243307124434e-16,9.060640417314722e-20,2.8120955717336744e-37,1.389296744262111e-38,2.3483983672677734e-20,1.1109280630703504e-31,1.5355499981151908e-17,5.356319985548241e-31,6.808378894073132e-25,5.783548275184997e-31,1.633174179111267e-30,4.888136560479715e-36,1.349664515286598e-35,3.0987913368267967e-37,1.2695540575726333e-30,1.5600477187606616e-43,4.6157581035525906e-35,1.7419306475478937e-44,3.76,0.0,0.635485690984915,0.999988768352209,5.478064430538286e-25,6.226737910595792e-14,1.6353159276298897e-08,1.5911450166961768e-08,4.4170910828197046e-10,7.175583925479368e-19,1.1231647122127948e-05,1.2560394833229037e-23,8.145452433252837e-26,1.182819146669514e-28,3.724394639173998e-30,9.059258942182969e-20,8.026011463359363e-20,7.863047331964723e-20,3.803100785852172e-20,2.588617215575282e-23,6.187904141979967e-29,2.8844712103706545e-21,1.839378676039149e-22,2.1917403046477e-29,6.664169884461448e-28,8.771448103465498e-23,8.260979095213962e-32,5.8724644947856145e-24,7.079643828170426e-35,1.540507619528985e-17,1.3781657293624677e-22,2.0941750851532264e-37,1.6549359981139829e-29,2.282264086467903e-16,1.0074485632713184e-13,6.497790768699647e-17,9.159735201037283e-28,5.682901881545916e-13,1.5961063264027057e-17,3.4632598857535387e-31,3.450720092854611e-37,2.3030479643297663e-26,1.1461796657599022e-38,3.9539263419900273e-35,1.371443206044858e-40,6.226747523010427e-14
6.028981826702236e-11,0.5432193129719693,2.253475637960969e-17,2.1169491878244966e-21,1.6706379743790288e-22,7.129493097276853e-22,0.0,0.0,7.883492958740669e-13,1.7000565241527985e-20,5.3063792984480195e-24,1.0472995016543545e-23,2.0429048226194652e-29,9.33734467544886e-46,1.896791264863318e-30,6.854876044719163e-20,2.690056441873269e-16,1.271166474537188e-19,5.408917810766311e-37,2.271554441786991e-38,3.259452653622624e-20,1.8164054823157147e-31,1.8079872814315324e-17,8.758020231139548e-31,9.44935940613696e-25,9.495606608632805e-31,2.670515896842138e-30,8.862633958623628e-36,2.2070665495193482e-35,5.067350684266457e-37,2.0756914873586705e-30,3.052857070109582e-43,8.900352231785108e-35,3.356503383182531e-44,3.76,0.0,0.6354856880723693,0.9999869288535559,8.984723826084777e-25,7.335688613493615e-14,1.9265574670199456e-08,1.8745993404589872e-08,5.195812641459292e-10,9.946965692955127e-19,1.3071145655982485e-05,1.7501260110995527e-23,1.139460234093278e-25,1.9176578933330258e-28,7.109191600075791e-30,1.2709706799185248e-19,1.1059433074840118e-19,1.0901446843589546e-19,5.272859082158113e-20,4.223951156676973e-23,1.1822146546606848e-28,4.003403530354675e-21,2.5529674194272817e-22,3.7199624379038436e-29,1.0874145548326657e-27,1.427027433448177e-22,1.570613897282403e-31,9.592845427237514e-24,1.5857190333748526e-34,1.814865344744764e-17,1.9128239842155004e-22,3.4488589884030914e-37,3.1848606004842536e-29,2.6887237312810425e-16,1.1868388889326654e-13,9.018192651438062e-17,1.2793756018664909e-27,6.694851718918682e-13,2.215052201235321e-17,5.662548533817916e-31,6.646670068246186e-37,3.7627264779063217e-26,2.2064073250130991e-38,7.60991509160977e-35,3.1115763179333063e-40,7.335701954440184e-14
6.940395060313408e-11,0.5432193132651933,2.9686808160684015e-17,2.512842069651782e-21,2.493581719624048e-22,1.0782713040451623e-21,0.0,0.0,9.075367390996309e-13,2.2529280430498955e-20,8.09063403327479e-24,1.6934334911470275e-23,3.1421351844775777e-29,1.42304694315145e-45,2.5109423159286167e-30,9.077325381161054e-20,3.096949419678258e-16,1.7023620701888697e-19,9.486931116046033e-37,3.465222091013152e-38,4.3195389533488985e-20,2.7708907633761275e-31,2.0801121232107185e-17,1.3360574274980446e-30,1.25222064140458e-24,1.4547021363083225e-30,4.074154848855525e-30,1.4847738612142855e-35,3.367322959074331e-35,7.731243139941521e-37,3.166315272693889e-30,5.445068907489224e-43,1.5646187166940332e-34,5.896438729468286e-44,3.76,0.0,0.6354856851598237,0.9999851349436027,1.3748587115156756e-24,8.444639313704026e-14,2.2177990050753346e-08,2.1580774832760952e-08,5.972152160538494e-10,1.3165701756360445e-18,1.4865055489844127e-05,2.3281859281403578e-23,1.521580924102132e-25,2.9008364625104955e-28,1.2372775030222863e-29,1.7020972310737966e-19,1.4551146551959818e-19,1.4431033564567332e-19,6.980307356781517e-20,6.432657986673489e-23,2.0645075874290685e-28,5.3053292133898985e-21,3.383289934004622e-22,5.882111357551037e-29,1.6554818961707105e-27,2.166095355663012e-22,2.722717038507947e-31,1.4620886053050365e-23,3.174795184517562e-34,2.0892233917632348e-17,2.5349442344450276e-22,5.304805653955015e-37,5.588215978787888e-29,3.095183341925733e-16,1.366219805087247e-13,1.1950694265417771e-16,1.7061348477402208e-27,7.706757422392255e-13,2.935120642620613e-17,8.638106537553753e-31,1.1671973271917277e-36,5.735644151695734e-26,3.872276002237754e-38,1.3353140933695126e-34,6.28282889213193e-40,8.444656992823354e-14
7.851808293924581e-11,0.5432193135584176,3.782231368670124e-17,2.9399144017057965e-21,3.5493876811958757e-22,1.5508852601807845e-21,0.0,0.0,1.0267271143471977e-12,2.883512513594478e-20,1.1708537529194416e-23,2.589550686639058e-23,4.586377807543726e-29,2.0585105588300328e-45,3.210293251195441e-30,1.160932029151159e-19,3.503903261418719e-16,2.201315251457609e-19,1.552325711005199e-36,5.017355590041485e-38,5.528669770278939e-20,4.012008364889748e-31,2.3519248860905937e-17,1.9345508427161063e-30,1.602691432049159e-24,2.115449537930208e-30,5.8995065184197054e-30,2.342133276781539e-35,4.876294728633338e-35,1.1195758840383165e-36,4.5843877377685514e-30,9.057498785655535e-43,2.5655927324940227e-34,9.6622511148595e-44,3.76,0.0,0.6354856822472781,0.999983385492487,1.9968398778257223e-24,9.553590011227517e-14,2.5090405417960565e-08,2.4415793722831638e-08,6.746116926492115e-10,1.6830156445246927e-18,1.6614506486594907e-05,2.991025132609322e-23,1.961902962223711e-25,4.165155851914416e-28,2.0087122326057956e-29,2.200969418797587e-19,1.8491132619703096e-19,1.845021802195122e-19,8.924701600806051e-20,9.300147102265072e-23,3.3680108790024536e-28,6.790251301037639e-21,4.330357050545257e-22,8.816054683584437e-29,2.392159181158735e-27,3.1207813616366034e-22,4.402939078526786e-31,2.1151857613067742e-23,5.841525139507824e-34,2.3635817605847182e-17,3.2445343497671615e-22,7.752366578941824e-37,9.14655326477865e-29,3.501642918402019e-16,1.5455913203109998e-13,1.5295276456862127e-16,2.1973527232598216e-27,8.718619041778011e-13,3.7562848553570756e-17,1.250722688492008e-30,1.911915510778282e-36,8.298464338953798e-26,6.339158759938797e-38,2.185627224519929e-34,1.162904842738337e-39,9.553612638133368e-14
8.763221527535753e-11,0.5432193138516417,4.694118768964536e-17,3.402074771856682e-21,4.866962755395439e-22,2.1445955033555195e-21,0.0,0.0,1.1459204267074543e-12,3.5918118441578825e-20,1.6268539511153708e-23,3.789711086670204e-23,6.426510902944902e-29,2.859005355351006e-45,3.994570674567669e-30,1.4450169256209123e-19,3.910917964388924e-16,2.769643397968634e-19,2.4061138308964376e-36,6.975005561974644e-38,6.886857569977418e-20,5.577377840421839e-31,2.623425932265696e-17,2.6894346676491305e-30,1.9963477580325506e-24,2.9539010542885904e-30,8.201997209538252e-30,3.5233497026720445e-35,6.779863373002647e-35,1.5566234113234605e-36,6.372859617962138e-30,1.4267787411250006e-42,3.984701635799264e-34,1.4996979989957874e-43,3.76,0.0,0.6354856793347324,0.9999816793985008,2.7845193096405815e-24,1.0662540706064583e-13,2.80028207718211e-08,2.7251049348388456e-08,7.51771420345608e-10,2.0938699251652034e-18,1.83206003534531e-05,3.739419036343304e-23,2.46136987544978e-25,5.742282973086523e-28,3.089079187647868e-29,2.769204072249715e-19,2.286959134451775e-19,2.2957415622664287e-19,1.1105300083779465e-19,1.2911549829283922e-22,5.209241115867213e-28,8.458172789054082e-21,5.394179583522909e-22,1.2670483583204909e-28,3.318807282770109e-27,4.316974422786132e-22,6.74452510481443e-31,2.9380418188278216e-23,1.0057096922348663e-33,2.637940451209533e-17,4.041602209830239e-22,1.0887637251774532e-36,1.418045763916514e-28,3.9081024607099443e-16,1.7249534429775667e-13,1.905192013155276e-16,2.7541288144859954e-27,9.730436625744313e-13,4.678518067817033e-17,1.738718764227528e-30,2.9663946683567656e-36,1.15276089681755e-25,9.829553737667623e-38,3.3885192937602845e-34,2.01080980579033e-39,1.0662568890343686e-13
9.674634761146926e-11,0.5432193141448657,5.704334505555488e-17,3.903227628917315e-21,6.475207488282213e-22,2.8732050246951625e-21,0.0,0.0,1.2651166811428305e-12,4.3778279463652143e-20,2.1878852212671034e-23,5.352565404585227e-23,8.714583852025237e-29,3.8433427005477124e-45,4.863502031793312e-30,1.7599181934614308e-19,4.3179935258860185e-16,3.4089188687192865e-19,3.5709624935380344e-36,9.385217413647803e-38,8.394114779898847e-20,7.5046138087817985e-31,2.894615623488755e-17,3.618861065168129e-30,2.4331890697705794e-24,3.992606599185816e-30,1.1037063944261233e-29,5.100656079398215e-35,9.123930931426856e-35,2.094805146199434e-36,8.57467004264839e-30,2.151541142711983e-42,5.925242594325214e-34,2.2286335052305234e-43,3.76,0.0,0.6354856764221868,0.9999800155870573,3.758229528635677e-24,1.1771491398215712e-13,3.091523611233496e-08,3.0086540985238644e-08,8.286951233359129e-10,2.5489704808707165e-18,1.9984411677810975e-05,4.574114166779147e-23,3.0208759147995334e-25,7.662809898310185e-28,4.5484168991111506e-29,3.408373001153189e-19,2.767693510557862e-19,2.795104663339018e-19,1.352136334432832e-19,1.735172065951517e-22,7.718825600059705e-28,1.0309096627592423e-20,6.574768331237929e-22,1.7604773334930816e-28,4.45660952179675e-27,5.780034393203766e-22,9.891925760429756e-31,3.9500615314406483e-23,1.6418968351972722e-33,2.912299463637994e-17,4.926155703635514e-22,1.4813410730508388e-36,2.1049359229647655e-28,4.314561968849554e-16,1.9043061812657495e-13,2.3220606252059543e-16,3.377560831354537e-27,1.0742210221858621e-12,5.701793531109463e-17,2.3395251973736084e-30,4.406530022553244e-36,1.5499259567585383e-25,1.4592965087620144e-37,5.029855095027307e-34,3.293560459938144e-39,1.1771525749427792e-13
9.999999999999999e-11,0.5432193144380897,6.088786287672834e-17,4.0923210452773945e-21,7.125238010971209e-22,3.168612430530418e-21,0.0,0.0,1.3076692431369273e-12,4.6772522787583793e-20,2.415663340148043e-23,6.010228373442468e-23,9.649991049288458e-29,4.24283955929881e-45,5.194154458458737e-30,1.8797858305521348e-19,4.463330094405231e-16,3.654610341588203e-19,4.0747852963392866e-36,1.036420802709848e-37,8.96829956847047e-20,8.287424462264183e-31,2.9913522340465315e-17,3.99638810395278e-30,2.5995969482126472e-24,4.416282814591952e-30,1.2188703579200095e-29,5.774577110803297e-35,1.0076173390216005e-34,2.3134330095208413e-36,9.468980512430825e-30,2.4689861815731066e-42,6.7657991480132395e-34,2.544221962202031e-43,3.76,0.0,0.6354856753824376,0.9999794316646252,4.154799604175219e-24,1.2167375496590686e-13,3.1954938713760556e-08,3.109883963959071e-08,8.560990701530769e-10,2.7221230394586248e-18,2.056833406736459e-05,4.8931328290187267e-23,3.235318666601959e-25,8.43724723014705e-28,5.175478688333598e-29,3.6540231747089955e-19,2.9495199722846457e-19,2.9851244022988064e-19,1.4440766237854635e-19,1.9153660770715954e-22,8.803716823971347e-28,1.10141841897774e-20,7.024511157066011e-22,1.96598544913712e-28,4.9179410850997365e-27,6.371713227293498e-22,1.123994213857487e-30,4.3608436654787475e-23,1.9344442599372492e-33,3.010242913830817e-17,5.263124191827631e-22,1.642700620565495e-36,2.402054778136756e-28,4.459663863939461e-16,1.9683310100566573e-13,2.480858429019249e-16,3.6164734209726736e-27,1.1103392441972677e-12,6.091561386066053e-17,2.5835627016248725e-30,5.0298271723505864e-36,1.7111404025782359e-25,1.6653587564445896e-37,5.739813445385792e-34,3.8841933175712024e-39,1.2167412196974851e-13
1.0586047994758099e-10,0.5432193144380897,6.812870082368933e-17,4.4472732918438846e-21,8.403016093026994e-22,3.750515487423528e-21,0.0,0.0,1.38431588248864e-12,5.241562735066394e-20,2.864745060582594e-23,7.341321320740596e-23,1.1503805165130644e-28,5.030265680854521e-45,5.816815609245752e-30,2.1055669163580154e-19,4.725129943209987e-16,4.1206693780869755e-19,5.1143481106197515e-36,1.2295031369838585e-37,1.0050453789443831e-19,9.831325966450057e-31,3.165494321071303e-17,4.740981969409545e-30,2.913214822564084e-24,5.254573854250791e-30,1.446015446073363e-29,7.153507961285835e-35,1.1954419976839068e-34,2.7446639587231898e-36,1.1232746555724864e-29,3.130268601585322e-42,8.50207705220545e-34,3.195871355761801e-43,3.76,0.0,0.6354856735096411,0.9999783930104472,4.938532075524154e-24,1.2880442087681403e-13,3.382765143950213e-08,3.292226791140688e-08,9.053835235955668e-10,3.048155288302216e-18,2.1606988168612078e-05,5.495828422235464e-23,3.6412665349934058e-25,9.956267709666685e-28,6.462836190583949e-29,4.1200033718011638e-19,3.2903786939838576e-19,3.3429536173382035e-19,1.6172154186800183e-19,2.270523767105489e-22,1.1041482282903451e-27,1.2343025721268005e-20,7.872134075856286e-22,2.378894877975121e-28,5.826572128441776e-27,7.534795461750761e-22,1.400055877173822e-30,5.170588689481097e-23,2.5655327061399793e-33,3.186658797870419e-17,5.898202729448493e-22,1.9639399753274763e-36,3.015147532132764e-28,4.721021442820889e-16,2.0836495431612407e-13,2.7801315837240875e-16,4.0687446097255874e-27,1.1753939876597268e-12,6.826084518920004e-17,3.0648668200230034e-30,6.316535389413406e-36,2.028935762379526e-25,2.0905865385318745e-37,7.204765831778343e-34,5.1594110225384385e-39,1.2880483215359206e-13
1.1497461228369271e-10,0.5432193147313138,8.019717018320027e-17,5.038107982717973e-21,1.0679276474539442e-21,4.7903272298228726e-21,0.0,0.0,1.5035180354578933e-12,6.183018128210912e-20,3.668207289374933e-23,9.823599070338027e-23,1.4848492480184011e-28,6.438450846669298e-45,6.854240530174301e-30,2.4818942953790104e-19,5.132327213663564e-16,4.906379917413631e-19,7.110285064101578e-36,1.5751482548844645e-37,1.185588695013435e-19,1.2595119072480193e-30,3.4360623858853755e-17,6.073949088071061e-30,3.436424476333909e-24,6.763290079855282e-30,1.8526727125973617e-29,9.768586023304681e-35,1.531727361860118e-34,3.516747339100639e-36,1.4390005117161055e-29,4.419983731406603e-42,1.184169885580115e-33,4.4485339764446995e-43,3.76,0.0,0.6354856705970955,0.9999768106468219,6.346217548697631e-24,1.398939277446214e-13,3.6740066753322607e-08,3.5758229407125074e-08,9.818373408927894e-10,3.591262835089884e-18,2.3189351674933506e-05,6.505252559455127e-23,4.3233410509167165e-25,1.2651183775683587e-27,8.914063081455643e-29,4.905579628639631e-19,3.854097358150688e-19,3.939131419207862e-19,1.905693767081532e-19,2.9056403884754096e-22,1.5335950568153538e-27,1.4559962929377847e-20,9.286287583546067e-22,3.1403541698612374e-28,7.44952604893441e-27,9.60558078022955e-22,1.9235448982420512e-30,6.618906408992068e-23,3.864646930611244e-33,3.461018453907119e-17,6.957751194263762e-22,2.5483144015785485e-36,4.19236075493967e-28,5.127480882623994e-16,2.2629835364639492e-13,3.2794029959628343e-16,4.8287741157808725e-27,1.276562563538685e-12,8.051364326713795e-17,3.926466985887407e-30,8.788941795234601e-36,2.597360571490289e-25,2.907156699636736e-37,1.0017605683648182e-33,7.787678197254563e-39,1.3989441288111468e-13
1.2408874461980442e-10,0.5432193150245378,9.32486684706818e-17,5.679623850822736e-21,1.3332870244440728e-21,6.006439265995158e-21,0.0,0.0,1.6227231446448325e-12,7.202196046755667e-20,4.609022085931089e-23,1.287132432333407e-22,1.8804036056586424e-28,8.086509532716261e-45,7.975506751944214e-30,2.8888316487153806e-19,5.539585334552155e-16,5.767494177209328e-19,9.639300788765878e-36,1.9801601015000865e-37,1.3810426575742976e-19,1.5833592932921722e-30,3.706320178364704e-17,7.635913902259985e-30,4.002817495424427e-24,8.542736708588166e-30,2.3292250864880421e-29,1.3039798583001631e-34,1.9258455501926936e-34,4.421607397402761e-36,1.808935009897212e-29,6.084894636977378e-42,1.6082284602523712e-33,6.038037749791153e-43,3.76,0.0,0.6354856676845498,0.9999752674994435,8.002305651379156e-24,1.5098343458558408e-13,3.9652482053796384e-08,3.859442475482482e-08,1.0580572927961071e-09,4.178132118079308e-18,2.473249893380057e-05,7.60305129679554e-23,5.067854601188065e-25,1.5775123093547652e-27,1.1989110133099905e-28,5.766544916469801e-19,4.45795203282752e-19,4.58348154526083e-19,2.217498110356693e-19,3.648924826452319e-22,2.0774939764900128e-27,1.695991106606392e-20,1.0817239604579182e-21,4.063948359313714e-28,9.346128298348803e-27,1.2016213308774234e-21,2.577024866396097e-30,8.314237344679213e-23,5.644110718996648e-33,3.7353784317484086e-17,8.104809013407246e-22,3.247065605879159e-36,5.684099060196028e-28,5.533940288258912e-16,2.442308168793377e-13,3.819872974349433e-16,5.6587414491180454e-27,1.377726754263462e-12,9.377606271148764e-17,4.93604757336867e-30,1.1924597131291121e-35,3.262746834561283e-25,3.942012630139148e-37,1.3581920686680245e-33,1.1392075746468827e-38,1.509839996765814e-13
