Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68)
1.0990974989584937e-09,0.7471555560467033,6.084124450195313e-11,2.0380007196271817e-13,3.472379409423745e-14,1.3554429390625812e-13,0.0,0.0,2.269010692210463e-09,1.2045630864638744e-14,1.3281236757601682e-15,4.3297496240249094e-15,2.9726080624634387e-13,4.816979286722248e-29,4.166708437995013e-20,3.204670062833069e-13,2.3312070788402474e-11,1.2304592022802802e-12,6.962949960215666e-24,1.1237761563331828e-23,6.370476826447282e-12,5.3506464133905226e-20,6.332126031498667e-12,1.6947591107899918e-21,1.6401010604735863e-17,2.0177527560011049e-16,2.0357528857623664e-10,5.380062321913839e-14,7.278793779749761e-25,5.7340020104939525e-24,2.4853365476258228e-21,1.617961429550473e-20,1.6374155225459618e-13,8.419755940229467e-18,3.76,0.0,0.9227132692384528,0.9992774131936133,3.158180870066353e-16,6.259312240421028e-09,0.0002576768640252825,0.0002501983073152926,7.478298965110264e-06,2.3026426176345826e-11,0.0007225845355186368,2.3949266825229668e-15,1.671675081784084e-16,2.2312395112747472e-18,3.9164448102564944e-19,9.322081332585767e-13,2.0423736206665325e-13,1.8754476464265728e-12,1.210251699714302e-12,1.0267014782895618e-14,4.597585690816185e-18,7.078171056475321e-13,4.759418193766406e-14,3.060762110312888e-21,2.6615453232042002e-20,6.365304009278754e-15,1.374144070215244e-19,2.2083357405211384e-15,2.5747551839118164e-23,6.665034982935502e-12,8.602165851776152e-17,9.03334076808279e-24,6.208348501874839e-20,2.2595827682194837e-11,4.3791809687860794e-10,5.881364109680989e-11,9.143454280332964e-19,1.7819451391109313e-09,1.8561186876877317e-13,1.5193973354076788e-21,1.1739624191681036e-24,2.9760531152753485e-17,3.0676110046283903e-25,3.1383634629950703e-23,1.4752733345019414e-27,6.260026679563777e-09,4.461816970083544e-16,8.378402385062534e-32,4.7651748173959834e-32,2.4341136487297227e-29,1.9119765683962204e-10,2.3337762329717912e-12,4.219344785469986e-23,1.6224038737702692e-18,3.1473936949147464e-22,1.2724044508301477e-22,1.26398122630745e-14,1.0168739601674825e-16,2.01305540374823e-29,6.453922681732045e-26,1.0718062696624558e-14,5.646611985402976e-22,9.019762256312044e-25,3.639695866640554e-29,7.94685700243062e-29,5.4914514367684895e-30,3.680998638290051e-37,2.1683857872875706e-22,6.491151752337121e-21
1.1270249542260377e-09,0.7471564167147927,6.393072430556557e-11,2.1860667904959786e-13,3.713000044996623e-14,1.4606234129053842e-13,0.0,0.0,2.3266801858217282e-09,1.266551541453183e-14,1.4532785024238612e-15,4.733034422072344e-15,3.1895487417436344e-13,5.187200390797136e-29,4.373770190266827e-20,3.36361813005026e-13,2.3922792615725078e-11,1.3053079245452795e-12,7.698208985357513e-24,1.263880423310248e-23,6.708751232102194e-12,5.780406507061951e-20,6.4846586471960354e-12,1.8269865401288646e-21,1.7241778397739362e-17,2.2220062786047643e-16,2.1271561031154995e-10,5.77305062042199e-14,7.857031159680639e-25,6.311136877975043e-24,2.6792539492654923e-21,1.7773896190497808e-20,1.756885042578963e-13,9.272060566933808e-18,3.76,0.0,0.9227067225322896,0.9992743682253971,3.4463080190270257e-16,6.418335369188325e-09,0.0002642233530799901,0.00025662456725772224,7.598516077392945e-06,2.400588790701211e-11,0.0007256294459573106,2.523434062609494e-15,1.7621981884003446e-16,2.353687605190716e-18,4.198528632599679e-19,9.852726073151752e-13,2.1136470460904712e-13,1.9596361606847446e-12,1.2647934488615703e-12,1.1014881277560465e-14,5.061833344738038e-18,7.39052852076762e-13,5.0039847038438973e-14,3.3073582724965817e-21,2.826621915986686e-20,6.7829003400199445e-15,1.478277244861411e-19,2.369710922119644e-15,2.903294570316284e-23,6.8343921495208495e-12,9.045969658627167e-17,1.0083588430147424e-23,6.825886069653692e-20,2.3169853000120373e-11,4.486504777879773e-10,6.181222483703572e-11,9.760039318833392e-19,1.8266617979462521e-09,1.9477121487826892e-13,1.6482106591711968e-21,1.300346999297707e-24,3.1946679198447827e-17,3.3791732670232792e-25,3.389955092105018e-23,1.632617840951289e-27,6.419086393591647e-09,4.697774300273959e-16,9.242610576238648e-32,5.217790135810392e-32,2.792032061053674e-29,1.9944334718923117e-10,2.451440723676129e-12,4.524887250266329e-23,1.745604210585852e-18,3.4366693813763764e-22,1.384393645725659e-22,1.3617104682132141e-14,1.0628287834164579e-16,2.3134130309917814e-29,6.963204483687865e-26,1.1267325615923054e-14,6.1459448804275995e-22,9.911903953845604e-25,4.0167317887148e-29,8.714162148771343e-29,6.0782018786756695e-30,4.361823925832143e-37,2.3956756812289837e-22,6.995740182653112e-21
1.1549524094935816e-09,0.7471572773768055,6.709505664375133e-11,2.34071824293267e-13,3.964306977028535e-14,1.571075407973283e-13,0.0,0.0,2.384350860941181e-09,1.3300952275880207e-14,1.5867677334389178e-15,5.161874196202958e-15,3.4160709931177183e-13,5.575689821274425e-29,4.5855379360731217e-20,3.526117399957012e-13,2.4534418675961556e-11,1.3826662930138744e-12,8.488028844007847e-24,1.417338756479615e-23,7.056189358346792e-12,6.23308106499387e-20,6.636791985390576e-12,1.9659050490347203e-21,1.8103397973702412e-17,2.440959266935898e-16,2.2199825496381955e-10,6.183429829772521e-14,8.465584311516991e-25,6.929554248629397e-24,2.8829736611543385e-21,1.9477594674398273e-20,1.8816282694819858e-13,1.0185691736993557e-17,3.76,0.0,0.9227001758725344,0.9992715377188505,3.7532563123860877e-16,6.577357384180946e-09,0.00027076979573470856,0.0002630533092293143,7.716204542600004e-06,2.4996744862685778e-11,0.0007284598947215992,2.6553473558026535e-15,1.8550709742758625e-16,2.479437968240147e-18,4.492303459242578e-19,1.0398826852309846e-12,2.1851548759653894e-13,2.0451342623632666e-12,1.3202011305827847e-12,1.1795730030036612e-14,5.559429081993188e-18,7.709068722157623e-13,5.2546474100083015e-14,3.5666591868985686e-21,2.9968452844794914e-20,7.215127203176437e-15,1.5868272761581472e-19,2.5382434205746755e-15,3.264052218267646e-23,7.00374944281212e-12,9.500991301032534e-17,1.122381372252579e-23,7.486543025752709e-20,2.3743872272145045e-11,4.593704592235514e-10,6.488426469140476e-11,1.0402838399432126e-18,1.871355456286698e-09,2.0413228936282727e-13,1.7847538546493308e-21,1.4368606454351357e-24,3.423081857118751e-17,3.713285981225554e-25,3.654965837850002e-23,1.8022969669986604e-27,6.578145899696266e-09,4.940066654314441e-16,1.0171015089375438e-31,5.699999216469017e-32,3.1914724932780806e-29,2.0779328546810204e-10,2.5718975389055715e-12,4.8436851984419087e-23,1.8748834100483556e-18,3.7435243927039734e-22,1.5027299729835538e-22,1.4643033897031593e-14,1.1095198233246643e-16,2.649295394164778e-29,7.498818209142498e-26,1.1830214188182516e-14,6.676205202065804e-22,1.0865738403593543e-24,4.421829608475849e-29,9.532526106501561e-29,6.711066864753819e-30,5.146495592457635e-37,2.640306002793061e-22,7.525698340317264e-21
1.1828798647611256e-09,0.7471581380327416,7.033414829822798e-11,2.502061374620386e-13,4.226526762304952e-14,1.6869249710475703e-13,0.0,0.0,2.4420227294899408e-09,1.395194151510997e-14,1.728923280174267e-15,5.617129674771086e-15,3.652319820915243e-13,5.98287079096267e-29,4.8019930858166756e-20,3.692147708589945e-13,2.5146948611975492e-11,1.4625503643535846e-12,9.334758270277118e-24,1.5850394352328587e-23,7.412815083600488e-12,6.709308568378772e-20,6.788527115619794e-12,2.1116784613864622e-21,1.8985857709036925e-17,2.675251675556615e-16,2.3142012155500567e-10,6.6114655538466e-14,9.105274712071485e-25,7.591038321969768e-24,3.0967338655604868e-21,2.129497801530188e-20,2.0117248026781419e-13,1.1163317610518744e-17,3.76,0.0,0.9226936292591863,0.9992689065689772,4.079802357211995e-16,6.736378285487863e-09,0.000277316191990265,0.0002694844800875668,7.83141750710085e-06,2.59985465751118e-11,0.0007310909868082863,2.7906653998212178e-15,1.9502853450635479e-16,2.60848201680852e-18,4.797866631715103e-19,1.0960396891716937e-12,2.2568797659004926e-13,2.1319133410876486e-12,1.3764569753034057e-12,1.2610061366151133e-14,6.091823973222659e-18,8.033764490831237e-13,5.511403346204033e-14,3.838944845582169e-21,3.172202051909179e-20,7.662009951300811e-15,1.6998222979380637e-19,2.71404433382421e-15,3.6592708552320614e-23,7.173106863302005e-12,9.967234722268263e-17,1.2459004504630377e-23,8.192073359892613e-20,2.4317885498488635e-11,4.700783996352832e-10,6.802970110664277e-11,1.1072355031842393e-18,1.9160263565857053e-09,2.1369385002648967e-13,1.929322311847379e-21,1.5840571423248585e-24,3.661454011613623e-17,4.0709434585710904e-25,3.933780462451837e-23,1.9849489425544444e-27,6.737205197508064e-09,5.188708993381163e-16,1.1166614857775653e-31,6.212895758935934e-32,3.635988301685301e-29,2.1624390967099844e-10,2.6951407673727996e-12,5.175921498115117e-23,2.010387705562268e-18,4.0684651773536918e-22,1.6275685429854556e-22,1.571873936761634e-14,1.1569320760484307e-16,3.023842817308029e-29,8.061446979622524e-26,1.240672229760222e-14,7.238556791679111e-22,1.1883723480972748e-24,4.856298055755917e-29,1.040383060863023e-28,7.392435232775479e-30,6.047630561148228e-37,2.903128358960942e-22,8.081637957722156e-21
1.2108073200286696e-09,0.7471589986826,7.364790791512488e-11,2.670200522143782e-13,4.4998858770144525e-14,1.8082979902560843e-13,0.0,0.0,2.499695802555155e-09,1.461848320181859e-14,1.8800813217637815e-15,6.099662640659448e-15,3.898436990110596e-13,6.409165852194333e-29,5.023117327394523e-20,3.8616889751670165e-13,2.5760382074318725e-11,1.5449757258126295e-12,1.024077126912696e-23,1.767904034225935e-23,7.778651767355306e-12,7.209730091045674e-20,6.939865104466494e-12,2.2644705077222912e-21,1.9889145992282212e-17,2.9255329632111235e-16,2.409781743005592e-10,7.057417599507495e-14,9.77692730090137e-25,8.297399383187517e-24,3.3207724572766416e-21,2.3230345187297712e-20,2.1472524513736701e-13,1.2207645815323071e-17,3.76,0.0,0.9226870826922444,0.9992664607343864,4.4267377060457843e-16,6.895398073195302e-09,0.0002838625418474692,0.00027591802780690364,7.944207000263886e-06,2.7010853433951386e-11,0.0007335367636073624,2.9293870046304496e-15,2.0478332054143837e-16,2.7408107425517813e-18,5.115308813148866e-19,1.153744792692258e-12,2.328805740244802e-13,2.2199453878678504e-12,1.4335435965356986e-12,1.3458364639045189e-14,6.660490814570797e-18,8.364588733530941e-13,5.774249492740208e-14,4.124491186706257e-21,3.352677615952071e-20,8.123567880437623e-15,1.8172883965027087e-19,2.897222466890426e-15,4.091287008764366e-23,7.34246441146292e-12,1.0444703854075052e-16,1.3794269308203778e-23,8.944248846868688e-20,2.4891892679364924e-11,4.807746453652421e-10,7.124847588517708e-11,1.1769091291040512e-18,1.960674733564558e-09,2.2345466287329987e-13,2.0822173684986694e-21,1.7425079172015604e-24,3.9099405500294815e-17,4.453155698606307e-25,4.226787129444002e-23,2.181229277584298e-27,6.896264286661277e-09,5.443715973208824e-16,1.223247038231962e-31,6.757584829035924e-32,4.1293283111619646e-29,2.247917394331805e-10,2.8211645928966445e-12,5.52177391599615e-23,2.152263328368571e-18,4.411992690170035e-22,1.7590619410563636e-22,1.6845358158480715e-14,1.2050508431659728e-16,3.440381377348391e-29,8.651775072774347e-26,1.299684389533953e-14,7.834183394300116e-22,1.2968339168019482e-24,5.321473006369862e-29,1.1329967182901639e-28,8.124758880544436e-30,7.079001387670446e-37,3.1850140294605757e-22,8.664170182638267e-21
1.2387347752962136e-09,0.7471598593263815,7.70362459483409e-11,2.8452381021591044e-13,4.7846107155500754e-14,1.9353201981667905e-13,0.0,0.0,2.55737009044837e-09,1.5300577408557145e-14,2.0405822062830126e-15,6.6103356022754204e-15,4.15456109429817e-13,6.854996925341841e-29,5.2488926186306806e-20,4.0347212017613405e-13,2.637471872098728e-11,1.629957517861947e-12,1.1208466393792121e-23,1.9668875947139475e-23,8.153722261072807e-12,7.734989251598051e-20,7.090807015570198e-12,2.4244448253358697e-21,2.081325122405686e-17,3.1924618808880593e-16,2.5066944124084564e-10,7.521540098374372e-14,1.0481370485036948e-24,9.050473211061263e-24,3.5553270419995716e-21,2.5288023637666103e-20,2.288287272133866e-13,1.3321422556846292e-17,3.76,0.0,0.9226805361717082,0.9992641871629104,4.794868852197111e-16,7.054416747386844e-09,0.00029040884530711443,0.00028235390145522486,8.054623957907287e-06,2.8033236449678503e-11,0.0007358102772870012,3.0715109682891405e-15,2.1477064779794492e-16,2.8764147488829322e-18,5.444714250568639e-19,1.2129990366529867e-12,2.400918084478141e-13,2.309202982477518e-12,1.4914439827200749e-12,1.4341118460380704e-14,7.266923658996624e-18,8.701514434499553e-13,6.043182777728308e-14,4.4235700825516074e-21,3.5382562602633623e-20,8.599814578968277e-15,1.9392498095373755e-19,3.087884381289123e-15,4.562532272674346e-23,7.511822087747633e-12,1.0933402616660734e-16,1.523483546518756e-23,9.744858240232086e-20,2.5465893814981936e-11,4.914595309468534e-10,7.454053213957108e-11,1.2493547831526497e-18,2.0053008144227926e-09,2.334135020156693e-13,2.243746319904703e-21,1.9128022783787944e-24,4.168694783588625e-17,4.8609480927080635e-25,4.53437748596255e-23,2.391810882683857e-27,7.055323166793824e-09,5.705101950227769e-16,1.337170364438711e-31,7.33518291492548e-32,4.675441157717784e-29,2.3343337428288143e-10,2.949963291278785e-12,5.88141522530947e-23,2.300656507545382e-18,4.774602170346527e-22,1.897360224793721e-22,1.802402497710735e-14,1.253861725443997e-16,3.9024283990207926e-29,9.270487904858415e-26,1.3600572997046115e-14,8.4642888177715e-22,1.4122086431566995e-24,5.818717546457819e-29,1.2312836356777703e-28,8.910552908246615e-30,8.255608473699282e-37,3.4868539243829605e-22,9.273905589504568e-21
1.2666622305637576e-09,0.7471607199640847,8.049907460414253e-11,3.027274651775843e-13,5.0809275893016746e-14,2.0681171747971502e-13,0.0,0.0,2.615045602760571e-09,1.5998224210624892e-14,2.2107703538262347e-15,7.150011480699804e-15,4.4208276224182286e-13,7.320785326171363e-29,5.479301179896811e-20,4.21122447297924e-13,2.698995821718274e-11,1.7175104551210841e-12,1.2240266025430853e-23,2.1829787798189045e-23,8.538048918875323e-12,8.285732166345961e-20,7.241353909638086e-12,2.591764958373711e-21,2.1758161817060298e-17,3.476706263898055e-16,2.6049101289841336e-10,8.004081626295553e-14,1.1219436143712228e-24,9.852120497212248e-24,3.800634934782553e-21,2.747236711424227e-20,2.4349036057683715e-13,1.450743174495621e-17,3.76,0.0,0.9226739896975769,0.9992620737214574,5.185017224973152e-16,7.2134343081435056e-09,0.0002969551023699778,0.00028879205117090053,8.162718245306833e-06,2.9065277021008636e-11,0.0007379236609389244,3.21703608989012e-15,2.249897118864844e-16,3.015284285217978e-18,5.78616103065345e-19,1.273803343543041e-12,2.473203244137701e-13,2.399659281071478e-12,1.5501414892217768e-12,1.5258790927122776e-14,7.912637356530789e-18,9.044514656394873e-13,6.318200078497456e-14,4.736449331285116e-21,3.7289212587495093e-20,9.09075826035961e-15,2.0657290916851638e-19,3.286134443501642e-15,5.0755345443382976e-23,7.681179892589858e-12,1.1433334918728506e-16,1.6786047225958554e-23,1.059570648471342e-19,2.603988890554208e-11,5.02133379397803e-10,7.790581424798261e-11,1.3246223901415882e-18,2.0499048190427495e-09,2.435691495848488e-13,2.4142224262616967e-21,2.09554765423165e-24,4.437867229209432e-17,5.295361133407797e-25,4.856946742466081e-23,2.6173841923005093e-27,7.214381837547172e-09,5.97288098760095e-16,1.4587498041786807e-31,7.946817993817407e-32,5.278479501588334e-29,2.4216549192694233e-10,3.0815312272503364e-12,6.255013311727012e-23,2.455713470008548e-18,5.156782936071943e-22,2.042610924884648e-22,1.925587221088042e-14,1.303350616722449e-16,4.413697927789189e-29,9.918272013315596e-26,1.4217903680493262e-14,9.130097088957914e-22,1.5347486130989472e-24,6.349422046892491e-29,1.335434689230224e-28,9.75239575733817e-30,9.593754555030252e-37,3.8095585423702135e-22,9.91145419038098e-21
1.2945896858313015e-09,0.7471615805957097,8.403630778726038e-11,3.2164088679778494e-13,5.389062725402161e-14,2.206814350521993e-13,0.0,0.0,2.6727223484126232e-09,1.671142368588085e-14,2.39099416183722e-15,7.719553317741582e-15,4.697369023920927e-13,7.806951791378338e-29,5.714325486962878e-20,4.391178955642919e-13,2.7606100235080662e-11,1.8076488458339897e-12,1.3338615779402594e-23,2.4172000080928403e-23,8.9316536079911e-12,8.862607403124269e-20,7.391506844455635e-12,2.766594357931215e-21,2.2723866196083027e-17,3.778942828740838e-16,2.7044004096616735e-10,8.505285320071637e-14,1.1991959633101497e-24,1.0704226278937915e-23,4.056933158604724e-21,2.9787753564918824e-20,2.5871741133530925e-13,1.576849414079919e-17,3.76,0.0,0.9226674432698491,0.9992601091317043,5.598019184805282e-16,7.372450755543805e-09,0.00030350131303682034,0.00029523242814029436,8.268538679674214e-06,3.010656670774619e-11,0.0007398881928861088,3.3659611814873544e-15,2.3543971317912546e-16,3.157409277925847e-18,6.139721329571545e-19,1.336158530508399e-12,2.5456487334355726e-13,2.4912880040882675e-12,1.6096198305134793e-12,1.621183984296682e-14,8.59916710520119e-18,9.393562541169427e-13,6.599298222983015e-14,5.063392654302682e-21,3.924654969056439e-20,9.596402074841551e-15,2.196747287298837e-19,3.4920748722906745e-15,5.632919227432103e-23,7.850537826404876e-12,1.1944504657509542e-16,1.8453363869036853e-23,1.1498613950966575e-19,2.6613877951242335e-11,5.127965025052321e-10,8.134426781085619e-11,1.402761735632479e-18,2.0944869601866326e-09,2.539203956434866e-13,2.593964915999947e-21,2.2913698326854763e-24,4.717605669231813e-17,5.7574501304991e-25,5.1948937544510406e-23,2.858657292577347e-27,7.373440298566208e-09,6.24706686112973e-16,1.5883098361531289e-31,8.593629621124172e-32,5.942804128674164e-29,2.509848465760863e-10,3.2158628515025898e-12,6.642731276918359e-23,2.617580440512169e-18,5.559018201058482e-22,2.194959051438329e-22,2.0542029962742835e-14,1.3535036979373612e-16,4.9781061756470184e-29,1.0595815040424475e-25,1.4848830083279522e-14,9.832852610099263e-22,1.6647077964518324e-24,6.915004251933246e-29,1.445641505840137e-28,1.0652929345035808e-29,1.1111121688211898e-36,4.154057929500033e-22,1.0577425445492686e-20
1.3225171410988455e-09,0.7471624412212562,8.764786104818221e-11,3.412737646280239e-13,5.709242265466415e-14,2.351537008900148e-13,0.0,0.0,2.730400335702779e-09,1.7440175914566202e-14,2.5816059122836503e-15,8.319823998658841e-15,4.984314772715173e-13,8.3139165030365e-29,5.953948264028205e-20,4.574564898476911e-13,2.8223144453604224e-11,1.9003866098224214e-12,1.450598390725952e-23,2.67060757178895e-23,9.33455771899961e-12,9.466265935888284e-20,7.541266874896831e-12,2.949096382150308e-21,2.371035279806069e-17,4.099856973872145e-16,2.805137370206467e-10,9.025388991943958e-14,1.2799779791057002e-24,1.1608699383065518e-23,4.324458443003464e-21,3.223858309515717e-20,2.745169811580363e-13,1.7107466520050115e-17,3.76,0.0,0.9226608968885245,0.9992582829095156,6.03472601830425e-16,7.531466089663857e-09,0.0003100474773083879,0.0003016749845757162,8.372133052205078e-06,3.115670700803372e-11,0.0007417143572640127,3.518285077428085e-15,2.4611985790954707e-16,3.3027793593523405e-18,6.505461655989573e-19,1.4000653209776136e-12,2.6182430495143403e-13,2.5840634243841186e-12,1.6698630725087655e-12,1.7200712935477993e-14,9.328068010640924e-18,9.748631310922045e-13,6.88647399109333e-14,5.404659696698353e-21,4.1254389198737373e-20,1.0116744406468348e-14,2.332324072630287e-19,3.70580578510599e-15,6.237410406659889e-23,8.019895889590066e-12,1.2466915718818364e-16,2.0242357806606664e-23,1.2455415688458543e-19,2.718786095227446e-11,5.23449201104846e-10,8.485583960860221e-11,1.4838224673091014e-18,2.1390474436881342e-09,2.6446603810015863e-13,2.7832989867844188e-21,2.500913200860216e-24,5.0080552100104156e-17,6.248284932684145e-25,5.548621101682236e-23,3.1163560518362293e-27,7.532498549499126e-09,6.527673065061246e-16,1.7261810774607852e-31,9.276769028178714e-32,6.672987921839848e-29,2.598882673023981e-10,3.3529526977852947e-12,7.044727540167741e-23,2.7864036416490704e-18,5.981784906047407e-22,2.35454710313092e-22,2.1883626085769887e-14,1.4043074312581517e-16,5.599776942337907e-29,1.1303805716983346e-25,1.549334640062101e-14,1.0573820311691749e-21,1.8023419443975892e-24,7.51690937600253e-29,1.5620963930802356e-28,1.1614859195459211e-29,1.2826850531353062e-36,4.521301638712173e-22,1.1272428273448631e-20
1.3504445963663895e-09,0.7471633018407238,9.133365153185532e-11,3.616356118481331e-13,6.041692264291066e-14,2.5024102894055655e-13,0.0,0.0,2.788079572350273e-09,1.8184480979141273e-14,2.782961680965358e-15,8.951685993318643e-15,5.281791429638087e-13,8.84209911139644e-29,6.198152476966456e-20,4.761362631798088e-13,2.8841090558204344e-11,1.9957372953005767e-12,1.5744860814038336e-23,2.9442917350154986e-23,9.746782175843496e-12,1.0097361100159911e-19,7.690635052934177e-12,3.1394342963161697e-21,2.4717610072128434e-17,4.4401425850110005e-16,2.9070937126460665e-10,9.564625241475506e-14,1.3643738941850603e-24,1.2567471882677204e-23,4.60344722280816e-21,3.482927599334506e-20,2.9089601072913174e-13,1.8527240855171157e-17,3.76,0.0,0.9226543505536025,0.9992565853093436,6.49600393321071e-16,7.690480310577437e-09,0.00031659359518541066,0.0003081196736938788,8.473548149625023e-06,3.221530914073798e-11,0.0007434118996202985,3.6740066431354576e-15,2.5702935920134053e-16,3.451383894091901e-18,6.883443087589962e-19,1.465524355295189e-12,2.6909755948592004e-13,2.6779603556371876e-12,1.7308556250718329e-12,1.822584806818597e-14,1.0100914655803287e-17,1.0109694268716453e-12,7.179724116050998e-14,5.760506032274849e-21,4.331253889308966e-20,1.0651779151588307e-14,2.4724779040802145e-19,3.927425243398086e-15,6.891831989724274e-23,8.189254082525508e-12,1.3000571977108272e-16,2.2158712689651603e-23,1.3467960699441624e-19,2.7761837908825113e-11,5.340917653528082e-10,8.844047756043508e-11,1.5678540963299409e-18,2.1835864686373106e-09,2.7520488262574653e-13,2.982555802907622e-21,2.7248409848967637e-24,5.309358339136206e-17,6.7689496556480285e-25,5.918535169121159e-23,3.391224255590979e-27,7.691556589997293e-09,6.814712817769304e-16,1.8727002865592075e-31,9.99739923876616e-32,7.473819717869299e-29,2.688726564343887e-10,3.4927953800842333e-12,7.461155937730094e-23,2.9623292938512173e-18,6.425553569403151e-22,2.5215150807227433e-22,2.3281786216468194e-14,1.4557485543553046e-16,6.283047005774203e-29,1.2042933847027652e-25,1.615144688321288e-14,1.1354285804659714e-21,1.9479084905488796e-24,8.156610212078223e-29,1.6849922725612702e-28,1.2640954566649857e-29,1.4761622104248493e-36,4.912258689878408e-22,1.1997071061076518e-20
1.3783720516339335e-09,0.7471641624541121,9.509359792754208e-11,3.82735768967467e-13,6.386638688548312e-14,2.6595591900801606e-13,0.0,0.0,2.84576006553633e-09,1.894433896413194e-14,2.9954212486087525e-15,9.616001110662326e-15,5.589922703744186e-13,9.391918756670062e-29,6.446921326743578e-20,4.951552567209036e-13,2.945993824064486e-11,2.093714094338956e-12,1.7057758565613177e-23,3.239376817378869e-23,1.0168347445646774e-11,1.075654854923336e-19,7.83961242764832e-12,3.3377712729558335e-21,2.5745626479713708e-17,4.800501844228943e-16,3.010242712939478e-10,1.0123221565264448e-13,1.4524682900915543e-24,1.3582498564521556e-23,4.894135636928561e-21,3.756427081198789e-20,3.07861283135577e-13,2.003074351357872e-17,3.76,0.0,0.922647804265082,0.9992550072719044,6.982734053270332e-16,7.84949341835606e-09,0.00032313966666860445,0.0003145664496947693,8.572829775318259e-06,3.328199383210477e-11,0.0007449898792386835,3.833124781578311e-15,2.6816743781562403e-16,3.603212003600993e-18,7.273721500643416e-19,1.532536200120927e-12,2.7638366045776576e-13,2.772954140976283e-12,1.7925822346734995e-12,1.9287673448528774e-14,1.09193006790917e-17,1.0476724799372657e-12,7.479045285712807e-14,6.131183171164781e-21,4.5420799779826886e-20,1.1201495984050702e-14,2.6172261387348397e-19,4.1570292970495014e-15,7.5991088221591e-23,8.358612405574496e-12,1.3545477295546774e-16,2.420822151360995e-23,1.453811123046581e-19,2.8335808821076064e-11,5.447244749917922e-10,9.209813068416179e-11,1.6549059986648193e-18,2.2281042275604e-09,2.8613574257166415e-13,3.192072490512057e-21,2.9638354897149986e-24,5.621654981558828e-17,7.320542415503022e-25,6.305046225472829e-23,3.6840237441845925e-27,7.85061441971514e-09,7.108199067338758e-16,2.028210368322937e-31,1.075669519247466e-31,8.350308034435847e-29,2.7793498798329364e-10,3.6353855898639693e-12,7.892165820311029e-23,3.1455036153900736e-18,6.89078815112674e-22,2.696000502824934e-22,2.4737633807032045e-14,1.5078140747787985e-16,7.032471485592326e-29,1.281389029253457e-25,1.6823125835167558e-14,1.2175555528666518e-21,2.1016664547466266e-24,8.835607246419395e-29,1.8145226158422866e-28,1.37340485743587e-29,1.693774185503708e-36,5.327917530384911e-22,1.2751961672944257e-20
