Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68)
0.0003453461496605888,0.9250547324781025,0.00019703845164591448,6.0653025841553646e-05,9.378726440474762e-05,0.06578182361692321,0.0,0.0,0.0006571851152304274,2.4101425808687926e-05,0.47159342066733595,0.018772864910751606,2.0670954052312653e-05,4.557709016842259e-12,6.817859399379488e-09,1.0207205800011424e-06,0.00316589079638352,0.006030567126233925,7.42133382096904e-05,1.0798017306983847e-06,0.015577468251039941,8.84836936871539e-08,1.1929068927751252e-07,0.00020406283515864049,3.3856246248445225e-07,0.07697006832618693,1.0840112007050062e-06,0.004748709602217916,0.001971230010703153,1.674692375863592e-06,7.072536459486812e-07,2.214422438597341e-09,3.2439249683412793e-07,2.352506357782314e-05,3.76,0.0,2.4237306100298715e-06,0.6278837675244637,0.13692545899570122,0.04166165298341197,1.2171114955228808,0.49194891625159726,3.8033726703360126e-08,4.4066383529483146e-11,0.00048121174465992015,1.0815222900466057e-05,1.9673224341816677e-09,1.1277172430349294e-10,4.935781400061008e-09,0.006700838736613271,2.8737211307301765e-10,5.048564994859872e-05,4.64884088005484e-05,0.0003389222165608566,0.00898903620878551,7.126499170172995e-06,8.53740539922402e-06,6.361585281959944e-14,7.355259083703992e-14,2.2646088347368842e-08,4.652104835295605e-08,6.056333991772213e-05,2.0736703650178086e-06,0.0157398757074584,2.5782369840601157e-07,1.3790677281523139e-11,1.0999971807555392e-08,0.0005729624549008422,1.1942501356745093e-06,0.017726938795348396,0.027588262742933703,1.5668170183627966e-06,8.259540963377101e-10,9.727087605782519e-06,9.853089453443685e-07,0.007183113906146925,2.620939014694059e-08,1.153700534176737e-05,9.945950049760774e-09,0.0025678299376963257,0.005194000242329258,1.5339721467107642e-13,2.679834666617313e-14,5.080376976511779e-07,6.830647773916854e-07,4.312300098507241e-07,1.0489369106326738e-09,0.00017385990546493716,2.753856102302753e-11,1.1561651628071686e-11,0.0008298079552097931,4.159837939139326e-09,3.670904678479173e-11,3.011415497759793e-07,2.4802187575784216e-06,3.9647781235237785e-05,0.0003815378219345391,2.8111968204854467e-12,1.5045620595600351e-09,3.797146705762825e-10,0.00018214001165207298,2.2229242656069556e-06,7.35928629853766e-07
0.0003476926194767926,0.925459344831606,0.00019742455210724406,6.060063097440999e-05,9.377628172755428e-05,0.06625224168622332,0.0,0.0,0.000655130192744912,2.4006013557223205e-05,0.4752440897981594,0.018947495826235047,2.0726650866665547e-05,4.605101461685623e-12,6.849391527431123e-09,1.0226998407423986e-06,0.0031721557121420605,0.006030225620957183,7.451072930808847e-05,1.0843060055108017e-06,0.015645323750671028,8.948758084188161e-08,1.196567900255556e-07,0.00020531909053309762,3.380236884017191e-07,0.07691253739777662,1.0953164107054524e-06,0.004796697598642429,0.001981565369359231,1.682846993038142e-06,7.09245872210747e-07,2.2296716948003418e-09,3.255518200227609e-07,2.384031741367624e-05,3.76,0.0,2.416675575061362e-06,0.6253853502094785,0.13796742012288196,0.04206087052146357,1.2189961130091385,0.4894271641522933,3.783896474360903e-08,4.3840706236022534e-11,0.0004792969506929524,1.0723926826587115e-05,1.9546195051027604e-09,1.1208559363947633e-10,4.907745766608342e-09,0.006667156400770242,2.8463690927678927e-10,5.043704597247132e-05,4.638790096858007e-05,0.0003370853370879052,0.008976346117413039,7.100763048538942e-06,8.506576725507128e-06,6.345783396484722e-14,7.336989212426408e-14,2.259187386104988e-08,4.648658742969968e-08,6.0166024190790944e-05,2.0616014378838047e-06,0.01570931605823521,2.5719352321947996e-07,1.3724484889231436e-11,1.0879566758466095e-08,0.0005725189911660836,1.1967713844660418e-06,0.017909207185732405,0.027725588353083353,1.5849834384244954e-06,8.318367049597822e-10,9.846997966312275e-06,9.97256375702319e-07,0.0072522439946412845,2.6461718383167872e-08,1.1629618881151047e-05,9.981538978071012e-09,0.0025929565407930254,0.005249231361484457,1.53946064173502e-13,2.689422528500555e-14,5.097311316617872e-07,6.805048502751757e-07,4.332709248930525e-07,1.0600144107484057e-09,0.00017427343068029277,2.783622571058314e-11,1.1484672745788222e-11,0.0008371807312581848,4.1383343183712565e-09,3.7088443181816674e-11,3.0565514966082644e-07,2.498082593355537e-06,3.9416718216127586e-05,0.0003851862192443745,2.782475570660759e-12,1.5189485404091867e-09,3.841840089126121e-10,0.00018503787953488848,2.241476649040889e-06,7.420033318968245e-07
0.0003500390892929964,0.925862441710778,0.0001978105915431407,6.054747524597093e-05,9.376376658085532e-05,0.06672106563951886,0.0,0.0,0.0006530551516429093,2.3909356854549035e-05,0.47888317067942493,0.01912206018820068,2.0781044040419955e-05,4.652729410011419e-12,6.880720044504574e-09,1.0246592607435036e-06,0.0031783572461294286,0.006029567677047153,7.480338125066348e-05,1.088759210129064e-06,0.01571271848894952,9.049503214620171e-08,1.2001834410458442e-07,0.0002065646196076432,3.3746586094958104e-07,0.0768494785131355,1.1066340811228996e-06,0.004844655227105862,0.001991818812948893,1.6909220799471081e-06,7.11184970563942e-07,2.244872223430136e-09,3.2669591075282533e-07,2.4155932407691914e-05,3.76,0.0,2.4096609160015696e-06,0.6228970189396298,0.13900669938169896,0.042459034247205846,1.2208712558660701,0.48692029028799805,3.764535148046923e-08,4.3616360121644896e-11,0.00047738988670207856,1.0633047353907275e-05,1.941983109579534e-09,1.114027948316643e-10,4.879818144114617e-09,0.006633603427180266,2.8192944989720555e-10,5.0388046569735826e-05,4.6287408005215855e-05,0.0003352562482541919,0.008963665664283787,7.075131099572096e-06,8.475872936957061e-06,6.329887464855569e-14,7.318610638008318e-14,2.253726590373172e-08,4.644879727675507e-08,5.977116137757458e-05,2.0496050820120417e-06,0.015678021740925127,2.565592991347379e-07,1.3658393400620146e-11,1.0760474159820217e-08,0.0005720656428266694,1.1992171376411236e-06,0.01809049710706286,0.027861033222804695,1.603109732181398e-06,8.376313691990446e-10,9.966617668095753e-06,1.0091723467562548e-06,0.007321460359585885,2.671436178625065e-08,1.1720904636837126e-05,1.0015505874400265e-08,0.0026179971090695194,0.005304444671979769,1.5446989745698064e-13,2.6985733654761672e-14,5.114088733307639e-07,6.77951572686802e-07,4.352891541817538e-07,1.071110030679954e-09,0.0001746880652556081,2.8134542994016042e-11,1.1408054076422469e-11,0.0008445012686077915,4.116877296301844e-09,3.7468204149682905e-11,3.101682281783564e-07,2.515560099208481e-06,3.918660841792015e-05,0.0003888269047844977,2.754025783485345e-12,1.5333046044192868e-09,3.8865826674552243e-10,0.00018794866278377603,2.2598999948913535e-06,7.480341726834648e-07
0.0003523855591092002,0.9262640219498174,0.0001981965998193748,6.049357032429025e-05,9.374973713012572e-05,0.06718829794729979,0.0,0.0,0.0006509607060385419,2.3811504419193128e-05,0.48251060350936753,0.019296551982937993,2.0834144295990162e-05,4.7005943925389056e-12,6.911846412302771e-09,1.0265990411014107e-06,0.0031844957772595712,0.006028598645114971,7.509133058505487e-05,1.0931617144271263e-06,0.01577965784533112,9.150601335047607e-08,1.203753860978101e-07,0.00020779942181052034,3.368893897243916e-07,0.07678099902888806,1.1179636750612703e-06,0.00489258003068357,0.002001990704394483,1.6989180663002952e-06,7.130714131997894e-07,2.2600233873881257e-09,3.278248407503258e-07,2.4471874065830568e-05,3.76,0.0,2.402686557635275e-06,0.6204187600802094,0.14004328326057555,0.04285612071988892,1.222736961784894,0.4844282227166553,3.745288137294049e-08,4.339333876113106e-11,0.00047549054223753804,1.054259518203389e-05,1.9294134491459006e-09,1.1072334344189872e-10,4.85199964719697e-09,0.006600180392721348,2.792494644959055e-10,5.0338663229079795e-05,4.6186939969822926e-05,0.0003334350047529026,0.008950994842214849,7.0496044134376704e-06,8.445295337400777e-06,6.313900696867285e-14,7.300127071041099e-14,2.248227650500821e-08,4.640774256823112e-08,5.937875176352539e-05,2.0376809326964075e-06,0.015646021336312505,2.559211390833207e-07,1.3592408191356529e-11,1.0642682815271739e-08,0.0005716029219818419,1.2015892598799857e-06,0.018270795520930368,0.027994609264106345,1.6211946111272748e-06,8.433382558188787e-10,1.0085932835197866e-05,1.021055508094556e-06,0.007390761455307704,2.69673147159052e-08,1.1810858437119315e-05,1.0047866648806393e-08,0.002642949944823362,0.005359637883462592,1.5496895990117936e-13,2.7072914642624576e-14,5.130710769748951e-07,6.754051519390353e-07,4.372850542584618e-07,1.0822236248286546e-09,0.00017510381862909146,2.8433508138381082e-11,1.1331802068763087e-11,0.0008517691159859103,4.0954709807499215e-09,3.784831220327435e-11,3.1467979649621907e-07,2.532651291638924e-06,3.8957460363242366e-05,0.000392459663651048,2.725845918875569e-12,1.5476294042411117e-09,3.9313720372411744e-10,0.0001908720560055587,2.278193310512678e-06,7.540208378203642e-07
0.00035473202892540403,0.9266640845703478,0.00019858260622181837,6.0438927703198806e-05,9.373421147423646e-05,0.06765394132170695,0.0,0.0,0.0006488475557720185,2.3712504002600077e-05,0.4861263308710524,0.019470965298559104,2.088596234331891e-05,4.748697943757862e-12,6.942772076741699e-09,1.028519380992776e-06,0.003190571680362681,0.0060273237807583835,7.537461389861373e-05,1.0975138895882036e-06,0.01584614715798404,9.25204901574325e-08,1.2072795062544058e-07,0.00020902349766372603,3.362946792484705e-07,0.07670720477562627,1.1293046636105536e-06,0.004940469589808421,0.0020120814012044206,1.706835382074755e-06,7.149056733018243e-07,2.275124561914372e-09,3.2893868272246343e-07,2.4788108237680483e-05,3.76,0.0,2.3957524166799716e-06,0.6179505593032136,0.14107715869605403,0.04325210708007326,1.2245932686921763,0.48195088916700257,3.726154885422962e-08,4.317163569960242e-11,0.0004735989063182335,1.045258050017813e-05,1.9169107041816676e-09,1.1004725426291681e-10,4.824291353355744e-09,0.0065668878493603195,2.765966844221823e-10,5.028890723665871e-05,4.608650649455885e-05,0.00033162165838983494,0.008938333652494981,7.0241840326090575e-06,8.414845173256296e-06,6.29782623886649e-14,7.281542148004738e-14,2.242691747922709e-08,4.6363487058331284e-08,5.898879494158571e-05,2.025828626344535e-06,0.01561334271986255,2.552791540724005e-07,1.3526534467511679e-11,1.0526181440034069e-08,0.0005711313258767186,1.2038895815520442e-06,0.01845009002555868,0.028126328522222792,1.6392368349570906e-06,8.489575603155923e-10,1.0204929987161813e-05,1.0329045484311521e-06,0.007460145725820401,2.722057149401784e-08,1.1899476767065307e-05,1.0078637639374963e-08,0.00266781338347905,0.005414808735518387,1.5544350351123167e-13,2.7155812276311533e-14,5.147178731164793e-07,6.728657604160596e-07,4.3925897597470264e-07,1.093355050346566e-09,0.0001755206958014532,2.8733116527446593e-11,1.1255922837030826e-11,0.0008589838442332849,4.074119297127876e-09,3.8228750063842364e-11,3.191888761312048e-07,2.5493563891384554e-06,3.872928213896465e-05,0.0003960842848344617,2.6979344021209114e-12,1.561922107882198e-09,3.976205817245475e-10,0.00019380775450037797,2.2963556387191678e-06,7.599630248222475e-07
0.00035707849874160784,0.9270626287770019,0.00019896863917700188,6.038355877880052e-05,9.37172075517812e-05,0.06811799870939324,0.0,0.0,0.0006467163866676453,2.3612402401629278e-05,0.48973029768745013,0.019645294323956945,2.0936508874199476e-05,4.797041602501815e-12,6.973498466774253e-09,1.030420478408468e-06,0.00319658532592675,0.006025748247373843,7.565326780513637e-05,1.101816106679509e-06,0.015912191723702236,9.353842822567335e-08,1.2107607235855875e-07,0.0002102368487629006,3.356821290579498e-07,0.07662820007444288,1.1406565237250402e-06,0.004988321521760588,0.0020220912555608227,1.7146744579205834e-06,7.166882246132865e-07,2.290175135847064e-09,3.3003750959220396e-07,2.510460111841402e-05,3.76,0.0,2.388858402055787e-06,0.6154924016039844,0.14210831306609092,0.04364697104074537,1.2264402147383557,0.4794882170605656,3.70713483334894e-08,4.295124445428304e-11,0.00047171496744447336,1.0363013003049616e-05,1.9044750408682798e-09,1.0937454065979558e-10,4.7966942867391856e-09,0.006533726324629892,2.7397084284120716e-10,5.0238789693527423e-05,4.5986117189904614e-05,0.00032981625824910345,0.008925682104591947,6.99887091548193e-06,8.384523590689868e-06,6.281667189060287e-14,7.262859450683623e-14,2.2371200482939617e-08,4.631609359130873e-08,5.8601290100650964e-05,2.014047800247554e-06,0.015580013075698292,2.5463345317750955e-07,1.3460777315731299e-11,1.0410958792891861e-08,0.0005706513373558199,1.2061199013620956e-06,0.01862836883986928,0.028256203167265678,1.657235215438779e-06,8.544895136210917e-10,1.0323596017883166e-05,1.0447181941228914e-06,0.007529611605511662,2.7474126407300943e-08,1.198675673933991e-05,1.0107835597919289e-08,0.0026925857936733917,0.005469954997272423,1.5589378664511482e-13,2.7234471689764325e-14,5.163494170939559e-07,6.703336017677472e-07,4.4121126562943193e-07,1.1045041702951079e-09,0.00017593869758176787,2.9033363755141076e-11,1.1180422170322585e-11,0.0008661450457892963,4.052825994043772e-09,3.8609500656065745e-11,3.23694499220249e-07,2.5656758053209582e-06,3.850208145430497e-05,0.00039970056115461015,2.6702896389128985e-12,1.5761818984508785e-09,4.0210816483858937e-10,0.00019675545431340486,2.3143860576672247e-06,7.658604430676317e-07
0.00035942496855781165,0.927459653953793,0.0001993547266963727,6.032747474424456e-05,9.36987432785771e-05,0.06858047328304678,0.0,0.0,0.0006445678708382358,2.3511245471194802e-05,0.49332245117709506,0.019819533347728444,2.098579457299402e-05,4.845626911056354e-12,7.00402699740827e-09,1.0323025291064555e-06,0.0032025370806621598,0.006023877118867764,7.592732893953417e-05,1.1060687386149355e-06,0.015977796797731036,9.455979317021767e-08,1.2141978596739977e-07,0.00021143947775641872,3.350521337033711e-07,0.07654408775305568,1.1520187411998871e-06,0.005036133480151556,0.0020320206144100786,1.7224357242202953e-06,7.184195417594823e-07,2.3051745093518054e-09,3.3112139554032517e-07,2.5421319250199003e-05,3.76,0.0,2.382004415473225e-06,0.6130442713182345,0.14313673418322895,0.044040690877911855,1.2282778382864226,0.47704013353529495,3.688227419759885e-08,4.2732158516925504e-11,0.00046983871361103255,1.0273901906045275e-05,1.892106601964698e-09,1.0870521559355445e-10,4.7692094444559065e-09,0.006500696322266929,2.7137167474322947e-10,5.018832150006514e-05,4.588578106900363e-05,0.00032801885063125707,0.008913040215745498,6.973665995318615e-06,8.35433170521879e-06,6.265426577524616e-14,7.244082480948074e-14,2.231513693890326e-08,4.626562411117723e-08,5.821623563815869e-05,2.0023380927622348e-06,0.015546058910343032,2.53984143639997e-07,1.3395141638384011e-11,1.0297003490051117e-08,0.0005701634252922651,1.2082819831119298e-06,0.01880562078772472,0.028384245486113933,1.675188607236764e-06,8.599343688709077e-10,1.0441918212992486e-05,1.0564952099193273e-06,0.007599157519938212,2.7727973710020415e-08,1.2072696089775551e-05,1.0135477654555256e-08,0.002717265577330094,0.005525074467015135,1.5632007352566655e-13,2.7308939045436262e-14,5.179658115608779e-07,6.67808817552484e-07,4.4314226330691544e-07,1.1156708486166595e-09,0.0001763578208185758,2.933424547526152e-11,1.1105305542409781e-11,0.0008732523341838901,4.031594650646423e-09,3.899054711017894e-11,3.2819570878627875e-07,2.581610142110136e-06,3.827586558374011e-05,0.000403308289201343,2.642909998530711e-12,1.5904079739220299e-09,4.0659971936192845e-10,0.00019971485228445837,2.3322836807272178e-06,7.717128137464293e-07
0.00036177143837401546,0.9278551596593898,0.00019974089575137938,6.027068675342649e-05,9.367883634380643e-05,0.06904136843541116,0.0,0.0,0.000642402666892918,2.3409078136383234e-05,0.49690274081043234,0.01999367675715991,2.103383010109031e-05,4.894455416456937e-12,7.03435906606886e-09,1.0341657282336997e-06,0.003208427306819607,0.006021715382241435,7.619683394108118e-05,1.1102721568507122e-06,0.016042967593773584,9.558455056796986e-08,1.2175912617284968e-07,0.000212631388326525,3.344050827380179e-07,0.07645496916281729,1.1633908061903248e-06,0.0050839031544260265,0.0020418698195486056,1.7301196121122128e-06,7.201000994556629e-07,2.3201220967953434e-09,3.3219041436235014e-07,2.5738229524035876e-05,3.76,0.0,2.3751903514738145e-06,0.6106061521376572,0.1441624102881225,0.04443324542212415,1.2301061779011981,0.47460656546502544,3.669432081272413e-08,4.251437135511299e-11,0.0004679701323191023,1.0185255960241078e-05,1.8798055223751485e-09,1.0803929018558279e-10,4.741837759547256e-09,0.006467798322514926,2.687989169697621e-10,5.0137513386587167e-05,4.578550741047513e-05,0.0003262294793344413,0.008900408010753494,6.948570096457186e-06,8.324270502719406e-06,6.249107397749244e-14,7.225214699834475e-14,2.225873815149871e-08,4.6212139672030665e-08,5.7833629807367974e-05,1.9906991430661967e-06,0.015511506066384465,2.533313307813021e-07,1.3329632257084316e-11,1.018430430970791e-08,0.0005696680450114749,1.2103775611393809e-06,0.01898183528252057,0.02851046787464617,1.6930959194602553e-06,8.652924182923339e-10,1.0559884210969314e-05,1.0682343965153362e-06,0.007668781886407164,2.798210762635294e-08,1.215729313598016e-05,1.0161581286299382e-08,0.0027418511697110096,0.005580164971856831,1.567226336896389e-13,2.737926142940244e-14,5.1956723464192e-07,6.652916218761052e-07,4.450523053783275e-07,1.1268549575074226e-09,0.00017677805862763586,2.963575762545917e-11,1.1030578121601937e-11,0.0008803053435432804,4.010428681515296e-09,3.9371872758235474e-11,3.3269155897524926e-07,2.5971601830956376e-06,3.8050641482115e-05,0.00040690726927029435,2.615793841787845e-12,1.6045995468836168e-09,4.1109501378637775e-10,0.00020268564609602992,2.350047656329524e-06,7.77519869801284e-07
0.00036388326120859887,0.9282098154211229,0.00020008853976976457,6.0218984687027356e-05,9.365970128295745e-05,0.06945482665757345,0.0,0.0,0.0006404402477929177,2.3316299964797594e-05,0.5001148180687307,0.0201503195225854,2.107600198235293e-05,4.938610284188654e-12,7.061491098264352e-09,1.0358266480078128e-06,0.00321367619978122,0.006019525396699479,7.643552318988357e-05,1.1140134648178535e-06,0.016101254274831275,9.650970431553026e-08,1.220608217089433e-07,0.00021369494752433938,3.3380847190012583e-07,0.07637056455056576,1.1736336715535974e-06,0.005126857829831827,0.0020506658507815734,1.7369693074560192e-06,7.2156959427347e-07,2.333530172211534e-09,3.331398823140753e-07,2.6023585995970452e-05,3.76,0.0,2.3690917349838578e-06,0.6084203903378325,0.1450831624496264,0.044785531170477184,1.2317437778336866,0.4724287042649602,3.652611633535607e-08,4.231946794462172e-11,0.0004662949584249617,1.0105879153217337e-05,1.8687922307650597e-09,1.0744287340676714e-10,4.717300755796646e-09,0.006438303361837814,2.665057997547357e-10,5.0091504155526454e-05,4.56953214451181e-05,0.00032462595014163387,0.008889047332762544,6.9260776934845206e-06,8.297327982145646e-06,6.23435536780734e-14,7.208158835451995e-14,2.220770172319087e-08,4.616147557184289e-08,5.749137588735159e-05,1.9802842887970865e-06,0.015479917421888511,2.527408894845021e-07,1.3270785600046905e-11,1.008393954143901e-08,0.0005692161820885741,1.2122081227951114e-06,0.01913953306194455,0.02862252231843553,1.709172231640427e-06,8.700406959730707e-10,1.0665739183136714e-05,1.0787663620479708e-06,0.007731509578150558,2.8211068408077037e-08,1.2232281927762464e-05,1.0183773948035263e-08,0.002763896405538993,0.005629719890448878,1.570648789520207e-13,2.743904736354004e-14,5.209957638823432e-07,6.630327187990674e-07,4.467536981031737e-07,1.1369354506304206e-09,0.00017715721683286717,2.990765417960114e-11,1.0963660235710153e-11,0.0008866063587254409,3.991437891332192e-09,3.971529095540697e-11,3.3673247016895744e-07,2.610827447680413e-06,3.784879311756961e-05,0.0004101387099738037,2.5916131881388875e-12,1.6173418247974852e-09,4.1514378696235053e-10,0.00020536885489061174,2.36592029260245e-06,7.827072657713604e-07
0.0003657839017597239,0.9285279530617034,0.000200401509991523,6.017197939568689e-05,9.364150344333356e-05,0.0698258500143233,0.0,0.0,0.0006386633418138455,2.3232156337184366e-05,0.5029974099510698,0.020291224706698686,2.111310465764709e-05,4.978520099890341e-12,7.085775649302685e-09,1.0373086687532114e-06,0.003218358054289148,0.006017359451274131,7.664723556119079e-05,1.1173470422587148e-06,0.01615341820266881,9.734464749901283e-08,1.2232936380252822e-07,0.0002146447344092676,3.3326020568528895e-07,0.07629126184613001,1.1828584254443446e-06,0.005165484827217761,0.002058527201685993,1.7430810022090772e-06,7.228576015835462e-07,2.345560838018015e-09,3.3398420475791e-07,2.628049766454596e-05,3.76,0.0,2.3636304802326577e-06,0.6064601156248136,0.1459099238913331,0.045101754917751764,1.233211238479965,0.4704785867208711,3.637550115106483e-08,4.2144945842724985e-11,0.0004647925984601985,1.0034772675000492e-05,1.8589270532858199e-09,1.0690846623367085e-10,4.695296975063634e-09,0.006411849895262213,2.644599473615357e-10,5.004987397147871e-05,4.561420839703197e-05,0.00032318839130387154,0.00887882947427883,6.905911048630485e-06,8.273171431449533e-06,6.221027886524051e-14,7.192750009972282e-14,2.216155099795238e-08,4.6113867302098045e-08,5.718503952413489e-05,1.970959457664145e-06,0.015451105287093467,2.522071992264346e-07,1.3217917006064943e-11,9.99446643026721e-09,0.0005688048985468838,1.213811754373177e-06,0.01928072992925238,0.028722127163970834,1.7236076646913565e-06,8.742544460157356e-10,1.0760746665795479e-05,1.0882174480936278e-06,0.007788016769497574,2.8417324076250726e-08,1.2298841120996265e-05,1.0202705146407397e-08,0.002783669921600944,0.005674296496530215,1.5735682617911788e-13,2.7490046722688655e-14,5.222712112492235e-07,6.610051530047142e-07,4.4827086334433444e-07,1.1460198030751584e-09,0.00017749921576009443,3.015279256107615e-11,1.0903709831677846e-11,0.0008922392449018855,3.974395586234029e-09,4.00245394821577e-11,3.4036437502857974e-07,2.622863177328277e-06,3.766782469506198e-05,0.0004130406963464198,2.5700308966389412e-12,1.6287849871995562e-09,4.187899771460212e-10,0.0002077912451612156,2.3801120698374152e-06,7.873442154012107e-07
0.00036768454231084896,0.9288450934583466,0.0002007145800322764,6.012453151017215e-05,9.362239033061991e-05,0.07019584382724402,0.0,0.0,0.000636876614992602,2.314742667659586e-05,0.5058721352914428,0.02043205749744872,2.1149406025270992e-05,5.018592236182041e-12,7.109933737712037e-09,1.0387786615530078e-06,0.003223000171937004,0.006015011432154296,7.685602375829162e-05,1.1206489944753712e-06,0.016205306333648212,9.818175512736374e-08,1.22595098161783e-07,0.00021558749877731542,3.3270142598061856e-07,0.07620884996774363,1.1920887597836761e-06,0.005204080088884487,0.0020663365550139005,1.7491426943608206e-06,7.241131510639202e-07,2.3575565231991567e-09,3.3481890712460986e-07,2.653747768061569e-05,3.76,0.0,2.358195210452137e-06,0.6045063781689001,0.1467348647945104,0.04541717825081744,1.234672677115028,0.4685378619921252,3.622561121498913e-08,4.197126418461579e-11,0.00046329524866908507,9.963985493852254e-06,1.8491062449179379e-09,1.0637630741702296e-10,4.673368993675782e-09,0.00638548381525634,2.6243096097872577e-10,5.0008039227315115e-05,4.553315139956915e-05,0.0003217561745004029,0.00886861803614729,6.885817283535567e-06,8.249102236324128e-06,6.207653978789466e-14,7.177287523654533e-14,2.2115199733555398e-08,4.6064386600263476e-08,5.688030447382622e-05,1.9616804121635374e-06,0.015421944195774424,2.5167139188820435e-07,1.3165139322806631e-11,9.905797229428945e-09,0.0005683894821637421,1.215374726616569e-06,0.01942122915867437,0.028820560312866485,1.738011062303186e-06,8.784118347764546e-10,1.085549968562958e-05,1.09764170187107e-06,0.00784457259598356,2.862375743692803e-08,1.2364518521543818e-05,1.0220659126791225e-08,0.0028033789663976854,0.005718850328299713,1.5763370206316182e-13,2.7538413176141877e-14,5.235370333696563e-07,6.589828232523758e-07,4.497748585906487e-07,1.1551153705961004e-09,0.00017784192254652448,3.0398337626460974e-11,1.0844023013003054e-11,0.0008978359332228723,3.957401732131644e-09,4.0333942216859355e-11,3.4399111961357117e-07,2.6346487252863727e-06,3.748751805912662e-05,0.0004159365999693268,2.5486184703859494e-12,1.640204159305651e-09,4.2243821660417675e-10,0.00021022057772039323,2.394214761303e-06,7.9195099760888e-07
0.000369585182861974,0.9291612368747281,0.00020102776316519125,6.007664669997103e-05,9.360237118452364e-05,0.07056481028794409,0.0,0.0,0.000635080392619912,2.3062133132529947e-05,0.5087389713609693,0.020572815096354044,2.118491172371015e-05,5.05882752563013e-12,7.133966086509527e-09,1.0402367271788607e-06,0.0032276027378567835,0.006012483833877293,7.706190725629938e-05,1.1239195202763483e-06,0.01625692135859174,9.902100886792943e-08,1.2285804321496568e-07,0.00021652324447913812,3.3213233027266904e-07,0.07612338002310111,1.201324417264155e-06,0.005242642453321432,0.002074094082945722,1.7551546120068045e-06,7.25336495687558e-07,2.3695169387153686e-09,3.356440297876664e-07,2.6794509121638675e-05,3.76,0.0,2.3527858578020843e-06,0.6025591681399449,0.147557979700663,0.045731790941569636,1.2361281145743357,0.46660649080335415,3.607644350049731e-08,4.1798419461330705e-11,0.000461802901517734,9.893521433032262e-06,1.8393298451081364e-09,1.0584640143864312e-10,4.65151723998847e-09,0.00635920533422221,2.6041870441518035e-10,4.996600529102809e-05,4.545215481146767e-05,0.0003203293183088069,0.008858413044519032,6.865796754396524e-06,8.225120822464152e-06,6.194235130459588e-14,7.161773094066697e-14,2.2068653576962738e-08,4.6013064252574985e-08,5.657716883117002e-05,1.9524469622342288e-06,0.015392446668781189,2.5113352006576444e-07,1.3112454843039512e-11,9.817925918403455e-09,0.0005679701506876461,1.2168979001888205e-06,0.019561026186749257,0.02891782852914165,1.7523819267970682e-06,8.825130607841218e-10,1.094999237250277e-05,1.1070385551370082e-06,0.007901176203876346,2.8830365374272858e-08,1.2429314285639832e-05,1.0237645685605509e-08,0.0028230227723285276,0.005763380284815939,1.578956576914101e-13,2.7584173118256343e-14,5.247932901212653e-07,6.569658091042426e-07,4.5126585249469935e-07,1.164222089783557e-09,0.00017818532729801527,3.064428742252399e-11,1.0784601992644574e-11,0.0009033962665706007,3.9404578625779235e-09,4.064349069251555e-11,3.476122235493055e-07,2.6461848270617194e-06,3.730787620728528e-05,0.0004188263215580843,2.527374997019969e-12,1.6515989496515535e-09,4.2608838649658326e-10,0.0002126566937151725,2.40822798065264e-06,7.96527492607471e-07
