Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735)
3.1420601178528296e-07,0.7210896978685473,5.748970479223907e-07,5.333757486035339e-08,4.642615578113508e-08,3.520856531607166e-07,0.0,0.0,5.372862264956742e-07,5.754964482402745e-10,2.6743489250457608e-08,1.5785401215286917e-09,1.3805466200105325e-08,5.001101575771277e-22,4.617249918616619e-16,6.996561145303333e-11,2.7958805488184855e-08,1.097578193919722e-07,3.0546641665224053e-14,1.854174283993111e-14,4.313990025834026e-07,4.611664855256678e-13,4.583951693461133e-11,1.1805306686964853e-14,4.716913195500906e-13,7.92066930395053e-09,3.4827532127231385e-08,4.1969874195277875e-09,2.230020686457437e-16,2.332304398416578e-16,6.026822920563332e-15,3.3917834544061855e-14,6.471854643902112e-09,1.4603437298566126e-10,3.76,0.0,0.6072520197262666,0.9992213202393256,9.09989325006968e-08,1.2994269460393338e-06,0.052851392345062045,0.05284120348446118,9.043172695682822e-06,2.1599099140094668e-10,0.0007779200466232279,2.1004099708528866e-10,1.5793834174532782e-13,2.5789260165293222e-14,3.407506836799884e-13,7.718618456300399e-08,6.438682991470318e-11,2.8512567493812417e-09,4.021119672813986e-09,5.25637777392395e-09,7.83922974652146e-10,3.570057406411148e-09,3.3350132617852217e-09,1.0653791394502879e-17,1.1685519658999688e-17,3.505602787681526e-12,2.811713769728273e-14,1.8372246456754894e-09,2.90429680585879e-13,1.4405975974928936e-09,1.262561733323477e-15,4.042079777248373e-12,4.606339202393327e-09,6.495431821551792e-13,7.51140405708389e-09,9.637804352706559e-07,3.1029140192358353e-11,1.3305634633206612e-07,3.8561970257673937e-14,1.3341336804333484e-10,3.3168987697301866e-09,3.511181497125705e-11,6.503257876005047e-17,9.525729356793728e-14,6.111174703784518e-15,2.847529087651499e-14,1.3155887400275586e-06,3.447156000425265e-11,4.360245642843654e-17,7.12141631695513e-22,2.204350496525516e-18,2.547544135759115e-09,1.3978966420003568e-18,1.9426825931206107e-11,2.150411589353986e-19,1.3634190838027368e-18,1.0638411901203946e-13,5.709917888521108e-14,1.2859516667452095e-22,8.106841972214525e-13,6.870362942985192e-14,3.973474189847825e-12,1.1621314446841095e-19,1.4813340189639327e-19,2.239594365169235e-16,9.980843207009262e-18,7.831326674941069e-09,1.2717741671455052e-16,6.157642529657962e-22,2.678919114599859e-12,7.246799304389717e-21
3.210830370678499e-07,0.7212357115071476,5.904085486408404e-07,5.5145615765904816e-08,4.809525547723092e-08,3.691581629841277e-07,0.0,0.0,5.496590254061765e-07,6.00664926860628e-10,2.7883506052947637e-08,1.6294549791932109e-09,1.3948889423496609e-08,5.368621409245735e-22,4.825282425011092e-16,7.142349024960253e-11,2.8968126333216854e-08,1.1403236990000869e-07,3.3484989228435947e-14,2.0072401141326167e-14,4.4957946194653717e-07,4.826224545227769e-13,4.581107971010741e-11,1.2519501768085679e-14,4.893377719245621e-13,8.352710726998248e-09,3.484837126961258e-08,4.314050793738843e-09,2.4425452143183264e-16,2.472369376940416e-16,6.3003854310027675e-15,3.554641630712464e-14,6.52386277504421e-09,1.5162198231008732e-10,3.76,0.0,0.6061438170624863,0.9992212983486651,9.650450545826429e-08,1.3267177256238524e-06,0.05395954848522419,0.05394933138904536,9.026759199906764e-06,2.157106183833672e-10,0.0007779200288902276,2.1994929785906194e-10,1.6229856682936763e-13,2.6960544323109184e-14,3.602430544293236e-13,8.056621640614613e-08,6.572523572608274e-11,3.0021957676163163e-09,4.207217799548828e-09,5.629994899660296e-09,8.523680784738984e-10,3.718915448630196e-09,3.4953376017758907e-09,1.0871947827552282e-17,1.1926405017499621e-17,3.5734727054450077e-12,2.935329499765984e-14,1.9520261699333868e-09,3.1687349357901084e-13,1.4717552856141858e-09,1.3325509352005631e-15,4.1972677768767245e-12,4.701256561680567e-09,6.903691174150688e-13,7.590498336519699e-09,9.992306988426685e-07,3.353080258071317e-11,1.3574726249130013e-07,4.021062839530085e-14,1.361136782617716e-10,3.3159716839930706e-09,3.731361872239118e-11,6.982531520280866e-17,1.0235371160433193e-13,6.610940524631477e-15,3.111108986723864e-14,1.3434848356732208e-06,3.59757742003327e-11,4.7733999503375177e-17,7.789427914439683e-22,2.45744636222286e-18,2.5825829608635794e-09,1.4551048713472335e-18,2.0703189636861982e-11,2.3461220292329396e-19,1.390090331181126e-18,1.1308871829686846e-13,6.036119421584131e-14,1.4057838634611816e-22,8.7465106611113e-13,7.011160046089292e-14,4.194527600153108e-12,1.253680641866587e-19,1.5651692116969373e-19,2.384227836688775e-16,1.0256407043896227e-17,8.096415261943736e-09,1.402302143083924e-16,6.728358762702483e-22,2.874606259853004e-12,7.907366893774e-21
3.2796006235041684e-07,0.7213814588201296,6.060219574957271e-07,5.6971824329085865e-08,4.9781325412950626e-08,3.866615107065452e-07,0.0,0.0,5.620562135786921e-07,6.263574224708891e-10,2.9039353293736514e-08,1.68136232093861e-09,1.4084853361856288e-08,5.758521165875163e-22,5.041326511384323e-16,7.293066437320026e-11,2.99930255662454e-08,1.1837592877402152e-07,3.663127190821656e-14,2.1691422577579238e-14,4.681141031465128e-07,5.045292420962205e-13,4.578415482495282e-11,1.3261047092941654e-14,5.072639297424173e-13,8.79914305803558e-09,3.4863738487879857e-08,4.431099447614077e-09,2.6704570459610367e-16,2.617401229725891e-16,6.580295771955058e-15,3.7221154155865755e-14,6.572485427710943e-09,1.572417053020803e-10,3.76,0.0,0.6050376360940849,0.9992212762292867,1.0219711662949385e-07,1.3539611942662546e-06,0.055065682661172774,0.0550554364548198,9.010375675259473e-06,2.1543075738702027e-10,0.000777920010980747,2.3011211663935928e-10,1.6670565845214002e-13,2.8161428735399608e-14,3.8035225638488717e-13,8.401741520452321e-08,6.706065786101854e-11,3.158161445438104e-09,4.398608753904926e-09,6.022635348854511e-09,9.254095494918522e-10,3.8711459160667134e-09,3.6598241473629358e-09,1.1097565516795668e-17,1.2175432331085138e-17,3.643260781114331e-12,3.0616962358065364e-14,2.0716956664618087e-09,3.4516991087060523e-13,1.5028951211898115e-09,1.4047080985622784e-15,4.3549530759051475e-12,4.795931175862134e-09,7.329307526391637e-13,7.669994338920985e-09,1.0353326206496787e-06,3.617333931406842e-11,1.3845090590368749e-07,4.189686565251928e-14,1.38826049425983e-10,3.3150637901934983e-09,3.961044281432948e-11,7.486524792219549e-17,1.0983630604265541e-13,7.140609054527154e-15,3.3933396101411415e-14,1.3713446585854127e-06,3.7511184765029706e-11,5.2164237029379513e-17,8.505265109582064e-22,2.7338259479237657e-18,2.6177368824710547e-09,1.513686835184707e-18,2.203308100884634e-11,2.5556960118001863e-19,1.4175256219044466e-18,1.2006002078286694e-13,6.373720731279976e-14,1.5341404313150667e-22,9.420305004824954e-13,7.151539249026792e-14,4.4230937678384504e-12,1.3500943980305037e-19,1.6521353229399478e-19,2.535196554242837e-16,1.053216996965263e-17,8.365129170341248e-09,1.543097652744729e-16,7.341535061805213e-22,3.080445882391447e-12,8.615021175821357e-21
3.3483708763298377e-07,0.721526940293867,6.217373670266773e-07,5.8816189414243295e-08,5.148421924795171e-08,4.0459742381235016e-07,0.0,0.0,5.744777757865463e-07,6.525729893683968e-10,3.021074002217311e-08,1.7342902135810869e-09,1.4213634994694517e-08,6.172005336468453e-22,5.265686254414936e-16,7.448762733660502e-11,3.103349258520992e-08,1.2278820329057896e-07,3.999518237914044e-14,2.34018050923735e-14,4.870022251501712e-07,5.268855085778389e-13,4.5758756527036297e-11,1.4030447177845575e-14,5.254693683128085e-13,9.260259958000143e-09,3.487407655724116e-08,4.548118069896413e-09,2.9145384574266825e-16,2.7674651933960144e-16,6.8665971221086525e-15,3.894264589014681e-14,6.617880801196916e-09,1.6289056382712632e-10,3.76,0.0,0.6039334731285947,0.9992212538801788,1.0807817242865927e-07,1.3811574678120918e-06,0.05616979856229657,0.05615952237037478,8.99402206688124e-06,2.1515140747337956e-10,0.000777919992894003,2.4053115484144165e-10,1.7116013121577232e-13,2.939211196854994e-14,4.010831660962512e-13,8.753972115567729e-08,6.839310405644453e-11,3.3192042964841408e-09,4.595352682677717e-09,6.434851204944389e-09,1.0032653016904798e-09,4.0267704431262655e-09,3.82849841215013e-09,1.13307157264911e-17,1.2432679360476068e-17,3.714996163154928e-12,3.190828848223126e-14,2.1963476130171223e-09,3.754108070074067e-13,1.5340169966844712e-09,1.479053891028411e-15,4.51512913978724e-12,4.890363654130337e-09,7.772686723386121e-13,7.749885367315617e-09,1.072089263784823e-06,3.896150917308589e-11,1.411670687665681e-07,4.362086446613153e-14,1.4155025565889513e-10,3.31417530238748e-09,4.2004729831612304e-11,8.016012828046381e-17,1.177189718508755e-13,7.701368369000576e-15,3.695161134105109e-14,1.3991683590087657e-06,3.907773847372131e-11,5.690850472816605e-17,9.271360305082417e-22,3.0351352059291452e-18,2.6530030131557207e-09,1.5736546425728922e-18,2.3417502687738512e-11,2.7798576525085284e-19,1.4457370160277367e-18,1.2730295691637897e-13,6.722895345319351e-14,1.671452219953301e-22,1.0129212543770755e-12,7.291501867599196e-14,4.659283629563196e-12,1.4515118190227362e-19,1.7423173670626968e-19,2.6926532564343946e-16,1.0808127104064844e-17,8.63748010480441e-09,1.6947346671060475e-16,7.999504766524424e-22,3.2967422255953217e-12,9.372142460339601e-21
3.417141129155507e-07,0.721672156413844,6.375548559796224e-07,6.067871154474921e-08,5.3203808538709205e-08,4.229676236947144e-07,0.0,0.0,5.869237068066652e-07,6.793106836490794e-10,3.139740307866364e-08,1.7882671406615054e-09,1.4335506957157431e-08,6.6103335128140935e-22,5.498672335731557e-16,7.609487717096222e-11,3.2089522853055674e-08,1.2726891259656898e-07,4.35866511605298e-14,2.520658659782141e-14,5.062431431346807e-07,5.496900008597156e-13,4.573489919771158e-11,1.4828209891304697e-14,5.439537770349559e-13,9.736363553392838e-09,3.4879793206451525e-08,4.665092830173696e-09,3.175596258278967e-16,2.922627043919671e-16,7.15933546533845e-15,4.071148987124954e-14,6.6602023170153316e-09,1.685657302554492e-10,3.76,0.0,0.6028313244803238,0.9992212313002953,1.1414905656867249e-07,1.408306661752042e-06,0.05727189987124935,0.05726159281754876,8.977698320013577e-06,2.148725677056569e-10,0.00077791997462918,2.512081140665241e-10,1.7566250397520244e-13,3.0652792206482805e-14,4.2244068418992496e-13,9.11330759391903e-08,6.972258202472684e-11,3.485374208607814e-09,4.797509147451998e-09,6.867196828869943e-09,1.0861591017832838e-09,4.185810521521384e-09,4.001385740145723e-09,1.1571470381539148e-17,1.2698224578288258e-17,3.7887080489505085e-12,3.3227428184078796e-14,2.326096901378249e-09,4.076906490423482e-13,1.5651208054459922e-09,1.5556091589752482e-15,4.677790470904213e-12,4.9845546038269295e-09,8.234235873519451e-13,7.83016526514491e-09,1.1095036422337898e-06,4.1900146436999846e-11,1.4389555623828745e-07,4.538280920364954e-14,1.4428608513635445e-10,3.3133064349149377e-09,4.449894543941098e-11,8.571780817108325e-17,1.2601587278010292e-13,8.294432134895958e-15,4.01754323595042e-14,1.426956086042629e-06,4.0675382468163714e-11,6.198262508801701e-17,1.0090222399146306e-21,3.3631043339464973e-18,2.688378644570338e-09,1.6350204603360623e-18,2.485745178209748e-11,3.019356242640123e-19,1.4747366196757306e-18,1.3482245708613647e-13,7.083816622174092e-14,1.818163545669499e-22,1.0874227832892567e-12,7.431049212485959e-14,4.903207987419585e-12,1.5580729171381038e-19,1.8358030054887215e-19,2.8567513821653535e-16,1.1084275441202201e-17,8.913479480621601e-09,1.85780704533854e-16,8.704682396686096e-22,3.5238024142143716e-12,1.0181180320748145e-20
3.4859113819811764e-07,0.7218171076646578,6.534744913791128e-07,6.25594015534235e-08,5.49399811608977e-08,4.417738253127581e-07,0.0,0.0,5.993940112832133e-07,7.065695636933556e-10,3.259910665347432e-08,1.8433220030596392e-09,1.4450736910188227e-08,7.074822172458032e-22,5.740602141297946e-16,7.775291631748149e-11,3.316111775537867e-08,1.3181778680194008e-07,4.7415848588080644e-14,2.710884544876955e-14,5.258361872359514e-07,5.729415456466771e-13,4.5712597349880593e-11,1.56548467012321e-14,5.627169572915782e-13,1.0227764320795532e-08,3.4881263894596747e-08,4.782011260403268e-09,3.4544622365620913e-16,3.082953154823405e-16,7.458559596767342e-15,4.2528284712611613e-14,6.699598464799789e-09,1.7426452218812787e-10,3.76,0.0,0.6017311864703415,0.9992212084885562,1.204111321666202e-07,1.4354088912366352e-06,0.058371990263962385,0.05836165147144067,8.961404379998988e-06,2.1459423714879717e-10,0.0007779199561854267,2.62144696167653e-10,1.802132996889615e-13,3.1943667318409887e-14,4.4442973713086647e-13,9.479742272286056e-08,7.104909945375888e-11,3.656720501279048e-09,5.005137149371544e-09,7.320228796708338e-09,1.1743205898791928e-09,4.348287504550855e-09,4.178511310786832e-09,1.1819902052282205e-17,1.2972147151447406e-17,3.864425660568322e-12,3.457454224060133e-14,2.461058812438508e-09,4.4210650509894347e-13,1.5962064417013203e-09,1.6343949244142485e-15,4.842932594539155e-12,5.0785046304507125e-09,8.714363255840309e-13,7.910828369315727e-09,1.1475787240218966e-06,4.499416204889624e-11,1.4663618553337024e-07,4.7182886140767204e-14,1.47033339133515e-10,3.3124574024334003e-09,4.709557812579695e-11,9.154623907789846e-17,1.3474144315756868e-13,8.921039758787502e-15,4.3614854915934817e-14,1.454707987703127e-06,4.230406425666158e-11,6.740291378500739e-17,1.0964437786407558e-21,3.71955062437365e-18,2.7238612452671212e-09,1.6977965178111736e-18,2.635391989674235e-11,3.274966709338595e-19,1.5045365759279985e-18,1.4262345123196922e-13,7.456657730904397e-14,1.9747323666593628e-22,1.165635250853068e-12,7.570182589269516e-14,5.154977496783578e-12,1.6699186202773646e-19,1.9326825830183577e-19,3.027645053181027e-16,1.1360613569973286e-17,9.193138442137101e-09,2.032928864480658e-16,9.459564993107347e-22,3.761936478463287e-12,1.1044654212590166e-20
3.554681634806846e-07,0.7219617945300193,6.694963303824932e-07,6.445827937034779e-08,5.669263986066492e-08,4.6101773690844493e-07,0.0,0.0,6.118887035654262e-07,7.343486906412148e-10,3.381564180762002e-08,1.8994841192876026e-09,1.4559587014758959e-08,7.566846503624408e-22,5.991799859216139e-16,7.946225150033029e-11,3.424828444923026e-08,1.3643456614416078e-07,5.149318681320951e-14,2.911170090020344e-14,5.45780701396297e-07,5.966390430958518e-13,4.569186562524017e-11,1.6510872920448806e-14,5.817588201006031e-13,1.0734780966315749e-08,3.4878834367574835e-08,4.898862145961775e-09,3.7519936170626194e-16,3.2485105524899813e-16,7.764321119530522e-15,4.439362900407419e-14,6.736212697015264e-09,1.7998439712080343e-10,3.76,0.0,0.6006330554264643,0.9992211854438489,1.2686574365927937e-07,1.4624642710905085e-06,0.05947007340965679,0.059459702000422276,8.94514019228076e-06,2.1431641486947363e-10,0.0007779199375618789,2.7334260331809674e-10,1.848130452656098e-13,3.3264934898586184e-14,4.670552772996268e-13,9.853270616894096e-08,7.23726640070587e-11,3.833291977731647e-09,5.2182951534146485e-09,7.794505842612966e-09,1.2679852993461131e-09,4.514222611580627e-09,4.359900144234942e-09,1.2076083936354419e-17,1.3254526914585897e-17,3.94217822279664e-12,3.594979724911805e-14,2.601348992438858e-09,4.787580524690504e-13,1.6272738005525753e-09,1.7154323745037457e-15,5.0105520420137774e-12,5.1722143376651104e-09,9.213478231775313e-13,7.991869466724173e-09,1.1863174341298255e-06,4.8248544764201344e-11,1.4938878505569398e-07,4.902128343169314e-14,1.4979183110539373e-10,3.31162841994458e-09,4.979713895831955e-11,9.765347113410654e-17,1.4391038971307305e-13,9.582456538903706e-15,4.72801777252772e-14,1.4824242109808444e-06,4.396373171430521e-11,7.318618608824662e-17,1.189667135652301e-21,4.106381366265243e-18,2.759448455929547e-09,1.7619951103318254e-18,2.790789316088808e-11,3.547490079304902e-19,1.5351490566541663e-18,1.5071086845255667e-13,7.841591632316998e-14,2.141630457860838e-22,1.2476595351769536e-12,7.708903298460139e-14,5.414702655004155e-12,1.7871907806486027e-19,2.0330491636848502e-19,3.205489051339035e-16,1.1637141527879608e-17,9.47646788078361e-09,2.2207347532481505e-16,1.0266733482438512e-21,4.011457377210445e-12,1.1965154097131343e-20
3.623451887632515e-07,0.7221062174927565,6.856204219326623e-07,6.63753729351028e-08,5.846170092521267e-08,4.807010597764022e-07,0.0,0.0,6.244078075235361e-07,7.626471288554293e-10,3.504682596317379e-08,1.9567832254934543e-09,1.4662313498956948e-08,8.087842269846235e-22,6.25259657578849e-16,8.12233935854806e-11,3.5351035705045137e-08,1.4111900021873888e-07,5.582932182619798e-14,3.1218313546389694e-14,5.660760423035101e-07,6.207814608397667e-13,4.567271879086878e-11,1.739680795011693e-14,6.01079383569281e-13,1.1257740301252053e-08,3.487282301169143e-08,5.015635425457255e-09,4.069073532941609e-16,3.4193669687967996e-16,8.076674433494967e-15,4.630812106790326e-14,6.7701833661352085e-09,1.8572294708421193e-10,3.76,0.0,0.5995369276832405,0.9992211621650304,1.3351421854454833e-07,1.489472915826181e-06,0.06056615297085584,0.06055574806615032,8.928905702402748e-06,2.1403909993608452e-10,0.000777919918757649,2.8480353808195675e-10,1.8946227139629131e-13,3.461679228453951e-14,4.903222837659852e-13,1.0233887244037341e-07,7.369328332386373e-11,4.015136972312356e-09,5.43704111210922e-09,8.290588806480408e-09,1.3673946759266576e-09,4.6836369326014205e-09,4.545577106798049e-09,1.2340089837534568e-17,1.354544434939541e-17,4.0219949438298465e-12,3.7353365488506016e-14,2.7470834303076952e-09,5.177475852789641e-13,1.658322777973167e-09,1.7987428540187663e-15,5.180646331414221e-12,5.265684327305707e-09,9.73199116103757e-13,8.073283754067609e-09,1.2257226571911606e-06,5.166836228155653e-11,1.5215319357236246e-07,5.0898191074681595e-14,1.5256138580578846e-10,3.3108197028147722e-09,5.260616135412421e-11,1.0404765218456471e-16,1.5353769343585597e-13,1.0279973820530987e-14,5.1182006424676624e-14,1.5101049018943584e-06,4.565433308326735e-11,7.934976325122757e-17,1.2889667490747037e-21,4.525596800129205e-18,2.795138082708951e-09,1.827628601633407e-18,2.952035225613969e-11,3.8377539462601843e-19,1.5665862551892268e-18,1.5908963661417413e-13,8.238791061359814e-14,2.3193435855127644e-22,1.3335972348091075e-12,7.84721263552064e-14,5.682493790866461e-12,1.9100321829573943e-19,2.1369985661167965e-19,3.390438800103602e-16,1.1913860575105627e-17,9.76347845252821e-09,2.421880230063711e-16,1.1128854048475988e-21,4.272681020206316e-12,1.294534106982265e-20
3.6922221404581845e-07,0.7222503770348143,7.018468082245707e-07,6.831071722162707e-08,6.024709296373728e-08,5.008254880805666e-07,0.0,0.0,6.369513563462928e-07,7.914639463720467e-10,3.6292502369508925e-08,2.0152494752049872e-09,1.4759166307743473e-08,8.639307713951859e-22,6.523330369725957e-16,8.303685742970287e-11,3.6469389743418466e-08,1.4587084727057967e-07,6.043515549968463e-14,3.343188574081145e-14,5.86721578414129e-07,6.45367828386106e-13,4.5655171735357844e-11,1.8313175520811832e-14,6.206787701895431e-13,1.179697711512177e-08,3.486352302043052e-08,5.132322098600525e-09,4.4066115107816434e-16,3.5955908913215586e-16,8.395676717095161e-15,4.827235874085098e-14,6.801643698598947e-09,1.91477893295339e-10,3.76,0.0,0.598442799581938,0.9992211386509285,1.4035786896348382e-07,1.5164349396573425e-06,0.061660232603397314,0.061649793323578825,8.912700856009144e-06,2.1376229141874972e-10,0.000777919899771813,2.965292034867265e-10,1.9416151237765335e-13,3.59994366037337e-14,5.142357631949607e-13,1.0621586920696726e-07,7.501096501922391e-11,4.202303393448934e-09,5.661432488631673e-09,8.809040585828359e-09,1.4727960961563447e-09,4.856551432783121e-09,4.735566916370601e-09,1.261199414282957e-17,1.3844980561943786e-17,4.1039049979124574e-12,3.878542478488143e-14,2.898378436071354e-09,5.59180021755738e-13,1.6893532708039768e-09,1.8843478623322917e-15,5.353213946291978e-12,5.358915199387778e-09,1.0270313321593713e-12,8.1550668007687e-09,1.2657972399839485e-06,5.5258762355502046e-11,1.5492925943073291e-07,5.281380087368343e-14,1.5534183844850228e-10,3.3100314667904322e-09,5.55252008628763e-11,1.1073702685451562e-16,1.636386114589782e-13,1.1014909154834534e-14,5.533125753733687e-14,1.5377502055398355e-06,4.737581697315244e-11,8.591147889117895e-17,1.394625105679656e-21,4.979293125700905e-18,2.8309280892621535e-09,1.8947094253415572e-18,3.119227244434783e-11,4.1466129422661867e-19,1.5988603798913687e-18,1.6776468196210748e-13,8.648428510666011e-14,2.5083716814170717e-22,1.423550674322551e-12,7.985111890890989e-14,5.958461054769523e-12,2.0385865519633527e-19,2.2446293983858497e-19,3.582650351046756e-16,1.2190772961014003e-17,1.0054180594583856e-08,2.6370420453799183e-16,1.2048679522117052e-21,4.545926289316044e-12,1.398794799339568e-20
3.760992393283854e-07,0.7223942736372576,7.181755259992737e-07,7.026435336490849e-08,6.204875579036353e-08,5.213927087121673e-07,0.0,0.0,6.495193923232121e-07,8.207982153374634e-10,3.755253955127193e-08,2.0749134388419246e-09,1.485038882610892e-08,9.222805501171107e-22,6.804346404428232e-16,8.49031617228829e-11,3.760337006825237e-08,1.5068987354135178e-07,6.532183764957323e-14,3.575566199631076e-14,6.07716689054209e-07,6.703972318848475e-13,4.5639239464631696e-11,1.9260503930998446e-14,6.405572040089583e-13,1.2352834047060968e-08,3.485120438926667e-08,5.2489141414860925e-09,4.765543969076169e-16,3.777251611324596e-16,8.721387903346776e-15,5.0286939180846964e-14,6.830721800434113e-09,1.9724708084834174e-10,3.76,0.0,0.5973506674705286,0.999221114900343,1.4739799313652102e-07,1.5433504565116456e-06,0.06275231595644581,0.06274184142097122,8.89652559884429e-06,2.1348598838930683e-10,0.0007779198806034354,3.0852130309753914e-10,1.9891130593720565e-13,3.741306480773075e-14,5.388007490464508e-13,1.1016364565148028e-07,7.632571668409759e-11,4.394838762622427e-09,5.891526279244312e-09,9.350426091418662e-09,1.5844428851305009e-09,5.0329869569820995e-09,4.929894147825329e-09,1.2891871798830503e-17,1.415321725026798e-17,4.187937509685954e-12,4.024615838227712e-14,3.0553506202985788e-09,6.031629111229778e-13,1.7203651767496035e-09,1.9722690430741832e-15,5.5282543126864404e-12,5.451907552113772e-09,1.0828856833551223e-12,8.237214514843308e-09,1.3065439937277209e-06,5.902497389059269e-11,1.577168398207394e-07,5.476830639661783e-14,1.5813303391444958e-10,3.309263928010185e-09,5.855683496178546e-11,1.177299356274468e-16,1.7422867896851655e-13,1.1788606461012367e-14,5.973916243459623e-14,1.5653602661368747e-06,4.912813236139248e-11,9.28896853581312e-17,1.5069328402245969e-21,5.469665562843565e-18,2.8668165880104715e-09,1.9632500856807062e-18,3.2924623595328014e-11,4.474949212982732e-19,1.6319836485310519e-18,1.767409287361797e-13,9.070676215166693e-14,2.7092290169102687e-22,1.5176229095144156e-12,8.122602350012836e-14,6.24271440956372e-12,2.172998559515709e-19,2.3560430923236324e-19,3.782280364244616e-16,1.246788184729411e-17,1.0348584541263067e-08,2.8669185283576744e-16,1.3029050799838374e-21,4.831515058735258e-12,1.5095780135355463e-20
3.829762646109523e-07,0.7225379077802729,7.346066076793154e-07,7.2236327879649e-08,6.386663940121329e-08,5.424044011839715e-07,0.0,0.0,6.621119666143866e-07,8.506490124315303e-10,3.8826830743207625e-08,2.1358061030224273e-09,1.4936217667214502e-08,9.839964701219438e-22,7.095997018316518e-16,8.682282882607446e-11,3.8753005297616125e-08,1.5557585266840268e-07,7.050076811047983e-14,3.819292936517907e-14,6.290607635914271e-07,6.958688092511042e-13,4.5624937097531477e-11,2.0239326282726302e-14,6.607150077081255e-13,1.2925661456480523e-08,3.48361157522334e-08,5.365404428683732e-09,5.146834730174043e-16,3.964419269700025e-16,9.053870651011128e-15,5.2352458698910666e-14,6.857540689971126e-09,2.0302847347001404e-10,3.76,0.0,0.5962605277036755,0.9992210909120467,1.5463587666641586e-07,1.5702195800430059e-06,0.06384240667250497,0.0638318959999126,8.880379876752452e-06,2.132101899213069e-10,0.000777919861251566,3.2078154109288187e-10,2.0371219305918827e-13,3.8857873665204834e-14,5.640223011145967e-13,1.1418215247556375e-07,7.763754588544591e-11,4.5927902496970256e-09,6.12737903503542e-09,9.915312206207976e-09,1.7025943336621621e-09,5.21296423416061e-09,5.128583238307974e-09,1.3179798286751388e-17,1.44702366785933e-17,4.274121540738392e-12,4.1735754817345854e-14,3.2181168745417985e-09,6.498064401528289e-13,1.7513583943746804e-09,2.062528174442238e-15,5.705767774785701e-12,5.544661981880785e-09,1.1408034586825733e-12,8.319723111538707e-09,1.3479656961976815e-06,6.297230801674099e-11,1.6051580008329182e-07,5.676190293139856e-14,1.6093482600641663e-10,3.3085173030139898e-09,6.170366286205327e-11,1.2503481393445042e-16,1.8532371113508354e-13,1.2602436191680627e-14,6.44172712969641e-14,1.5929352270708168e-06,5.091122859368348e-11,1.0030326009523351e-16,1.6261888346658995e-21,5.999011465726616e-18,2.902801831019839e-09,2.0332631575215033e-18,3.471837021444612e-11,4.823672896931979e-19,1.6659682833554349e-18,1.8602329879158178e-13,9.505706137695246e-14,2.9224443766808136e-22,1.615917732218467e-12,8.259685293353855e-14,6.535363621996532e-12,2.3134138310852863e-19,2.4713439372951116e-19,3.989486090745998e-16,1.2745191169836265e-17,1.0646700338896591e-08,3.1122299379523596e-16,1.4072898271330082e-21,5.129772214180984e-12,1.627171580963325e-20
