Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64)
3.8887622094290537e-10,0.6688570660368387,8.122028335101169e-14,4.086417129373201e-16,1.7695568172630928e-17,4.123467894241472e-18,0.0,0.0,5.4118127139285635e-11,8.92751504543844e-19,3.9904368012624474e-18,2.292942834180369e-17,6.235532075963351e-22,2.5264739335677267e-34,1.0000259262788733e-22,8.767024301858412e-15,1.7935591690205644e-12,1.8637156331597436e-14,3.351051628222911e-27,1.0614050177757251e-27,9.158781519966876e-14,1.6093398559835834e-22,4.3434317923169083e-13,3.8753940373932015e-24,3.726388953498689e-19,8.462525826728173e-23,8.398162560683866e-21,6.106713333833868e-26,2.032270609105496e-27,3.000852836745605e-28,1.724041161181204e-23,3.864588824618743e-32,1.8185474019523877e-24,2.9027733793792866e-34,3.76,0.0,0.5092523192727068,0.9996192167128954,6.4383681070352715e-19,1.5608235770584241e-18,2.4347190924558263e-05,2.345063165874786e-05,8.965584118134734e-07,5.604866334854795e-13,0.0003807832329585234,3.752780386745747e-17,1.932006640631245e-18,2.575529425905575e-21,2.148658837935642e-22,1.8632451191354446e-14,8.547242135899695e-15,5.1713404447049255e-14,2.926270460220722e-14,1.0763702399391067e-16,1.2908083138743736e-20,1.9326724232103798e-15,7.760085576267563e-17,3.1039860204210684e-23,5.616604904115694e-22,8.999965883414269e-17,3.9157555045535605e-22,2.129250314815348e-17,3.3834185036647115e-26,4.432297331047056e-13,3.0097198582496206e-18,1.7317106549236645e-27,2.567278941382784e-22,1.7935660227827437e-12,5.412013767996021e-11
4.111773329463187e-10,0.6688572432652607,9.036939683421491e-14,4.515379462161992e-16,2.0612381238768044e-17,4.863232763273133e-18,0.0,0.0,5.722107781366663e-11,9.98122228329554e-19,4.713700513503735e-18,2.813765283948507e-17,7.462872093825517e-22,2.9752830760332426e-34,1.1130372136230117e-22,9.786044509103706e-15,1.8964124072807757e-12,2.1115450601480557e-14,4.1797038674253095e-27,1.2547527034008048e-27,1.0241370333006735e-13,1.9024688486315313e-22,4.587201604426335e-13,4.579360546049867e-24,4.1639623172543625e-19,1.0826445969438235e-22,9.931190750711278e-21,7.617722804955836e-26,2.4023359836173357e-27,3.547042681882023e-28,2.0369300500374697e-23,5.101238490064951e-32,2.2736968900871147e-24,3.646918637285234e-34,3.76,0.0,0.5092509230521781,0.9996070750445986,7.603801410722934e-19,1.7449745923181404e-18,2.574340823250996e-05,2.4802387617371405e-05,9.410196647178636e-07,6.225738711518182e-13,0.00039292489814916285,4.2188227534620116e-17,2.180277495486876e-18,2.9989118353576634e-21,2.631596017582793e-22,2.1110060177162148e-14,9.387652522157143e-15,5.752472952173186e-14,3.255457141274716e-14,1.2668375099418354e-16,1.6062303404367856e-20,2.1592061851969763e-15,8.6823055294616e-17,3.733298998223131e-23,6.613760999767096e-22,1.0519721050789156e-16,4.7526561494662855e-22,2.507135089897212e-17,4.432993466505005e-26,4.68647291181338e-13,3.3639062872890774e-18,2.1093762903385903e-27,3.1950593436180105e-22,1.896420063900702e-12,5.7223324988316155e-11
4.3347844494973207e-10,0.6688574204931969,9.99600047923167e-14,4.974461244850093e-16,2.3824226245827097e-17,5.685285060042636e-18,0.0,0.0,6.032398294002964e-11,1.1093742463200158e-18,5.519027054912726e-18,3.415607061129436e-17,8.849130774917592e-22,3.473025554648333e-34,1.2315580699094512e-22,1.0859342371879168e-14,1.9992653156536692e-12,2.376856035580523e-14,5.152014419534801e-27,1.4702689673798059e-27,1.138462992591716e-13,2.2291979611418663e-22,4.83040372046612e-13,5.363591192105693e-24,4.62558608601055e-19,1.36665420316318e-22,1.1640684267441418e-20,9.393417587158576e-26,2.814800688525068e-27,4.155753918406056e-28,2.3854256517430282e-23,6.635132294040234e-32,2.8094490588873827e-24,4.529286016911131e-34,3.76,0.0,0.5092495268354774,0.9995956284550642,8.901177402481167e-19,1.9393916764400106e-18,2.7139621713015324e-05,2.6154820852228912e-05,9.847998092560355e-07,6.874832128684657e-13,0.00040437148457695717,4.7137302479055915e-17,2.4447900303264237e-18,3.46166730050298e-21,3.185705576439681e-22,2.3762424914931294e-14,1.0252092524545288e-14,6.361398117951511e-14,3.6004446446750667e-14,1.4779813408269368e-16,1.9756679648152193e-20,2.3981186304963563e-15,9.657016501676855e-17,4.448854872689838e-23,7.7194570375332765e-22,1.2188672552191096e-16,5.702020153661468e-22,2.926187992109153e-17,5.726904395070139e-26,4.940647848161802e-13,3.737687917888359e-18,2.54492544269855e-27,3.9298894189056887e-22,1.9992738189376507e-12,6.032647995771432e-11
4.557795569531454e-10,0.6688575977206471,1.0998562490796738e-13,5.464933982748379e-16,2.7343892834813365e-17,6.5937033704292986e-18,0.0,0.0,6.342684461662839e-11,1.226508335567422e-18,6.41072899346557e-18,4.1057702553142585e-17,1.0405266719938404e-21,4.021972981814295e-34,1.3555131397990596e-22,1.1986657127324997e-14,2.1021178942506617e-12,2.659867268996333e-14,6.283307031775535e-27,1.7091586593722505e-27,1.258859048641645e-13,2.591351389955067e-22,5.073039494583323e-13,6.2323759569194706e-24,5.111224617253067e-19,1.7044024755743017e-22,1.3536336447544548e-20,1.1463105597265018e-25,3.271964115015441e-27,4.83036793771712e-28,2.7714193364359655e-23,8.51662218651052e-32,3.4348213725503385e-24,5.567186028172508e-34,3.76,0.0,0.5092481306226051,0.9995848371526297,1.033739610038646e-18,2.144074811399358e-18,2.853583136608368e-05,2.7507920931829703e-05,1.0279092769937064e-06,7.551543664368943e-13,0.00041516278390499897,5.237643913636434e-17,2.7256363611821372e-18,3.964750254173886e-21,3.816278210641961e-22,2.6591730275746987e-14,1.1139057760371574e-14,6.997677913224964e-14,3.960990294606371e-14,1.7107546217761214e-16,2.404810880016663e-20,2.6493830710135923e-15,1.0684325412220013e-16,5.2574914777429174e-23,8.938690950381478e-22,1.4011430849035463e-16,6.770273716210259e-22,3.388319252795322e-17,7.305067918921075e-26,5.194822140460222e-13,4.13104921640493e-18,3.0438261984225187e-27,4.782879683452189e-22,2.102127287907035e-12,6.342960469312993e-11
4.780806689565588e-10,0.6688577749476119,1.2043987889757018e-13,5.988048112790647e-16,3.118400948122518e-17,7.59253002790069e-18,0.0,0.0,6.652966482168426e-11,1.3495252775687627e-18,7.39310351957442e-18,4.8917565153820884e-17,1.2142376313135177e-21,4.62436192994135e-34,1.484828201153459e-22,1.3167728977340427e-14,2.204970143182486e-12,2.960780904657389e-14,7.589592100264899e-27,1.97262688116114e-27,1.3853281737761217e-13,2.990753414697962e-22,5.315110277299775e-13,7.18999842712495e-24,5.620842350785211e-19,2.102355842080851e-22,1.5627851209532974e-20,1.3857646599767746e-25,3.7761256302460526e-27,5.574265144468255e-28,3.196798327285983e-23,1.0801373068707795e-31,4.1593131805125336e-24,6.779252200657919e-34,3.76,0.0,0.5092467344135607,0.9995746636242061,1.191933152702519e-18,2.3590239792334467e-18,2.993203719172438e-05,2.8861677584448267e-05,1.0703583397304373e-06,8.255280402688884e-13,0.0004253363092219042,5.790689898837649e-17,3.0228940089026926e-18,4.509043424796994e-21,4.528580394517709e-22,2.9599995486186887e-14,1.2047138531083578e-14,7.660881021777745e-14,4.336855131368358e-14,1.9660951094816741e-16,2.899603364034099e-20,2.912972791307026e-15,1.176433816762402e-16,6.166241780731668e-23,1.0276376884577214e-21,1.5992349543378214e-16,7.9635879502168585e-22,3.89540961351679e-17,9.211407416017547e-26,5.448995789067679e-13,4.543974685431527e-18,3.6117479997048046e-27,5.765608036409645e-22,2.2049804708219976e-12,6.65327011793981e-11
5.003817809599721e-10,0.6688579521740906,1.3131649082598874e-13,6.545033433774394e-16,3.5357046541577133e-17,8.68577155489217e-18,0.0,0.0,6.963244542032995e-11,1.4784258580313289e-18,8.470432336011901e-18,5.781255684305752e-17,1.4071683364299015e-21,5.2823945056349415e-34,1.6194301477287495e-22,1.4402299082699362e-14,2.307822062559194e-12,3.279783686151168e-14,9.08755420384063e-27,2.261878987572372e-27,1.5178732945865602e-13,3.429228384634992e-22,5.556617415547931e-13,8.240735809874257e-24,6.15440380616431e-19,2.5673191944052343e-22,1.7924942789737858e-20,1.6609454317825824e-25,4.329584578206803e-27,6.390824957762947e-28,3.6634456977765264e-23,1.3550621698849355e-31,4.992906305833251e-24,8.185506747172261e-34,3.76,0.0,0.5092453382083444,0.9995650725034411,1.3653831752967666e-18,2.5842391620403822e-18,3.1328239189946816e-05,3.02160806956755e-05,1.1121571119484172e-06,8.985459276975114e-13,0.00043492742687980206,6.372980643617832e-17,3.336627089406216e-18,5.095362777146754e-21,5.327840622189595e-22,3.278908577445118e-14,1.2975013814575758e-14,8.350582737095356e-14,4.727803854408511e-14,2.244925667537744e-16,3.466240259119738e-20,3.1888610501825256e-15,1.289715966826644e-16,7.182330136171266e-23,1.1737346250012311e-21,1.8135536963277484e-16,9.287868850512003e-22,4.449310785290734e-17,1.1494025957989355e-25,5.703168794334565e-13,4.9764488618022274e-18,4.25455603833969e-27,6.890109211872882e-22,2.307833367695373e-12,6.963577128815934e-11
5.226828929633855e-10,0.6688581294000837,1.4260928545470683e-13,7.137099543476481e-16,3.987531933820272e-17,9.877399099544108e-18,0.0,0.0,7.273518817099465e-11,1.6132108666556995e-18,9.646981581272346e-18,6.782135091045384e-17,1.6204530740640248e-21,5.998238913896632e-34,1.759246972160726e-22,1.5690109556756623e-14,2.410673652490168e-12,3.617048113845819e-14,1.0794537087002878e-26,2.578120586249045e-27,1.656497292629921e-13,3.90860070429085e-22,5.797562252709357e-13,9.388858945990743e-24,6.711873579936372e-19,3.106419778182646e-22,2.0437335477082575e-20,1.9752497445742684e-25,4.934640278648814e-27,7.283425810103029e-28,4.1732403712021275e-23,1.683141791544474e-31,5.9460652879303714e-24,9.807421699124012e-34,3.76,0.0,0.5092439420069561,0.9995560304494894,1.5547718949967367e-18,2.8197203419779497e-18,3.2724437360760395e-05,3.157112030601147e-05,1.1533155532196717e-06,9.741506915628477e-13,0.00044396947772424954,6.98461617356602e-17,3.666887595009799e-18,5.72446190498458e-21,6.2192384671593565e-22,3.6160723944985626e-14,1.392144583021077e-14,9.066364861210293e-14,5.1336047663201816e-14,2.5481545029314396e-16,4.111163016919928e-20,3.4770210822416662e-15,1.4082893815153e-16,8.313168619534123e-23,1.332634876041827e-21,2.0444867104853522e-16,1.0748753081357778e-21,5.051845901342715e-17,1.4205367509397214e-25,5.95734115660279e-13,5.428456314434776e-18,4.978300314131044e-27,8.168864510404515e-22,2.4106859785397015e-12,7.273881678424646e-11
5.449840049667988e-10,0.6688583066255909,1.5431218661337527e-13,7.765436232166414e-16,4.475099096130541e-17,1.1171348862379604e-17,0.0,0.0,7.583789473161631e-11,1.7538810969252536e-18,1.092700173076433e-17,7.902429147062287e-17,1.855237100549862e-21,6.7740300116500074e-34,1.9042077491808783e-22,1.7030903460281667e-14,2.513524913084127e-12,3.9727334261340365e-14,1.2728532178297177e-26,2.9225575393219485e-27,1.801203005119225e-13,4.4306948206221545e-22,6.037946128644608e-13,1.0638632324791643e-23,7.293216343584647e-19,3.727101938666686e-22,2.317476336063692e-20,2.3322301962552324e-25,5.593592028466797e-27,8.255445149191692e-28,4.7280571187440455e-23,2.071688363624623e-31,7.029738028077711e-24,1.1667992584899173e-33,3.76,0.0,0.5092425458093959,0.9995475060290667,1.7607789430799075e-18,3.0654675012625746e-18,3.412063170417456e-05,3.2926786608490315e-05,1.1938434705812101e-06,1.052285948995971e-12,0.0004524938950396409,7.625685041751614e-17,4.0137163434751214e-18,6.397036377637662e-21,7.207893406596369e-22,3.9716500191009995e-14,1.4885274701249555e-14,9.807815604904312e-14,5.554029717591349e-14,2.8766753963445536e-16,4.841055803157824e-20,3.777426099426501e-15,1.5321643516357408e-16,9.56635336816955e-23,1.5048053455572036e-21,2.292399024437886e-16,1.2351603384177857e-21,5.704809960377891e-17,1.7402386514473108e-25,6.211512876205958e-13,5.8999816427457166e-18,5.789211653847402e-27,9.614791584374135e-22,2.513538303367232e-12,7.584183933189853e-11
5.672851169702121e-10,0.6688584838506125,1.664192156058161e-13,8.43121389907928e-16,4.999607521194006e-17,1.2571522520197984e-17,0.0,0.0,7.894056666526165e-11,1.900437345913857e-18,1.2314727546117997e-17,9.150329630381271e-17,2.1126759820326893e-21,7.611869852032719e-34,2.0542426191283381e-22,1.8424424795418293e-14,2.6163758444491353e-12,4.3469866363095763e-14,1.490816305446993e-26,3.29639596311781e-27,1.9519932256016634e-13,4.99733520871041e-22,6.277770379729246e-13,1.1994314095758182e-23,7.898396840988208e-19,4.437107796176143e-22,2.6146970071972326e-20,2.7355951699287627e-25,6.3087390999651055e-27,9.310259436111358e-28,5.329766560682517e-23,2.52864444735401e-31,8.255355888577043e-24,1.379180300715971e-33,3.76,0.0,0.5092411496156637,0.9995394696097432,1.984081370527187e-18,3.3214806221681804e-18,3.551682222019877e-05,3.428306994634759e-05,1.233750520867684e-06,1.1328962564875775e-12,0.00046053031125563434,8.296265520443736e-17,4.377144151444513e-18,7.113727483653847e-21,8.298856818022783e-22,4.345788246333152e-14,1.5865413740903967e-14,1.0574529489688268e-13,5.988854052337904e-14,3.231367930781632e-16,5.662841667525315e-20,4.090049292508012e-15,1.6613510693764728e-16,1.094966102047968e-22,1.6907049716079545e-21,2.5576342887548234e-16,1.410151032392581e-21,6.409970264689574e-17,2.11467004404396e-25,6.465683953469546e-13,6.391009474669934e-18,6.693689961890179e-27,1.1241234555062803e-21,2.6163903421899332e-12,7.894484050038253e-11
5.895862289736255e-10,0.6688586610751482,1.7892448963519752e-13,9.135583908711774e-16,5.56224391571503e-17,1.40817876383799e-17,0.0,0.0,8.204320544571585e-11,2.0528804140959844e-18,1.3814377980614829e-17,1.0534176132659849e-16,2.393934712126377e-21,8.513828218123766e-34,2.209282771665338e-22,1.9870418501270043e-14,2.719226446692614e-12,4.739943337719077e-14,1.7352675461431216e-26,3.700842230813715e-27,2.1088707046286567e-13,5.610346359812508e-22,6.517036338877552e-13,1.3460156083424912e-23,8.527379886895329e-19,5.244475516105847e-22,2.9363708544936837e-20,3.1892091033737786e-25,7.082380743080324e-27,1.045124414810411e-27,5.98023516480903e-23,3.06260915457487e-31,9.634834451836456e-24,1.6205107535033324e-33,3.76,0.0,0.5092397534257596,0.9995318932538191,2.2253536515235188e-18,3.587759687025225e-18,3.6913008908842526e-05,3.563996081071548e-05,1.2730462130161395e-06,1.2159270951229873e-12,0.00046810666407210544,8.996426289265486e-17,4.7571925368861655e-18,7.875126095371472e-21,9.497102763137266e-22,4.7386224521947747e-14,1.686084467245132e-14,1.1366107250968284e-13,6.437856554693283e-14,3.6130977130442e-16,6.58367876793286e-20,4.414863832586303e-15,1.795859628930002e-16,1.2471045135912296e-22,1.890784825834297e-21,2.8405157517962063e-16,1.6003291098828772e-21,7.16906684804626e-17,2.5504757661729387e-25,6.719854388711081e-13,6.901524465495782e-18,7.69830262537881e-27,1.3061954100905887e-21,2.7192420950194906e-12,8.204782176958489e-11
6.185211945226831e-10,0.6688588910174796,1.9573376554292855e-13,1.0108854205878919e-15,6.35099270652547e-17,1.6211669281640984e-17,0.0,0.0,8.606873093474759e-11,2.2594456180027737e-18,1.5933826687785544e-17,1.254619777796496e-16,2.7962850729004872e-21,9.782989851003316e-34,2.417791499309501e-22,2.1824339124852236e-14,2.8526712586163266e-12,5.2778721103981813e-14,2.095173674257145e-26,4.273194135652514e-27,2.321491270279497e-13,6.477810325861351e-22,6.826646192464139e-13,1.5533180305520374e-23,9.37888373332744e-19,6.450771614032629e-22,3.391777629488705e-20,3.8592572291886828e-25,8.177105116717476e-27,1.2065594913786862e-27,6.899920192357384e-23,3.885472670040953e-31,1.167435646674927e-23,1.9813847508182213e-33,3.76,0.0,0.5092379419205962,0.9995227059178245,2.5662800571440764e-18,3.94854888079925e-18,3.87245099009667e-05,3.740137261975199e-05,1.3231352184391916e-06,1.3271768536659379e-12,0.00047729399603438057,9.949047483142695e-17,5.2750858340684854e-18,8.930535205207752e-21,1.1219688615266876e-21,5.276380739240619e-14,1.817362018922868e-14,1.2429568482099307e-13,7.041197984877447e-14,4.1500710504579095e-16,7.93819885605231e-20,4.854426647881692e-15,1.978328373682853e-16,1.4664121425528673e-22,2.172242053405742e-21,3.23434123372775e-16,1.8704571007011668e-21,8.237162312472147e-17,3.2191575912626263e-25,7.049631283135789e-13,7.592920452918061e-18,9.16203148070308e-27,1.573709538997877e-21,2.85268846391541e-12,8.607381139063826e-11
6.474561600717407e-10,0.6688591209589931,2.1319130965527397e-13,1.1151425099698396e-15,7.208424236531141e-17,1.8541622556652486e-17,0.0,0.0,9.009420578164155e-11,2.475923936966631e-18,1.8257906267400796e-17,1.4820202227327544e-16,3.243295664003755e-21,1.1167891162152287e-33,2.6344667380900753e-22,2.3865612410757098e-14,2.98611551690107e-12,5.847745409571565e-14,2.507503300972181e-26,4.9017393912242326e-27,2.5443696245346886e-13,7.430392228008311e-22,7.13532133840364e-13,1.7808054170260177e-23,1.0270321661213997e-18,7.853817071249627e-22,3.8921272504550044e-20,4.629852476173053e-25,9.37919295483632e-27,1.3838055474511065e-27,7.908879351394281e-23,4.875700324688783e-31,1.402211136444389e-23,2.4022984399792068e-33,3.76,0.0,0.509236130421877,0.9995141950964732,2.940049274835243e-18,4.326619918627937e-18,4.0536004450032796e-05,3.916377131149839e-05,1.3722308911698478e-06,1.4422963773526442e-12,0.0004858048133529098,1.0951677360557902e-16,5.8209905208073066e-18,1.0063195177539871e-20,1.314155786506199e-21,5.846070070929576e-14,1.9508604239305884e-14,1.3533381228460977e-13,7.667573444082507e-14,4.735818908594878e-16,9.488635745070395e-20,5.314408762934998e-15,2.169794434286052e-16,1.712151226947134e-22,2.4792651652930895e-21,3.658999326318436e-16,2.1678429976769968e-21,9.402612520404018e-17,4.0201252758963924e-25,7.379407097944829e-13,8.317062359736609e-18,1.0820725902647044e-26,1.8795113247068158e-21,2.986134351407747e-12,9.009977270444172e-11
6.763911256207982e-10,0.6688593508996892,2.312849689860523e-13,1.2265674343879857e-15,8.137024485182035e-17,2.1079845018325047e-17,0.0,0.0,9.411963261503374e-11,2.7023171421603695e-18,2.079571195758937e-17,1.7375371877540333e-16,3.737572158900108e-21,1.2672818787320233e-33,2.85916582468597e-22,2.5993688225374967e-14,3.119559221776713e-12,6.449787246587044e-14,2.9769056480335e-26,5.589114889951862e-27,2.7775114624637914e-13,8.472076991497143e-22,7.443064662452091e-13,2.029401703550218e-23,1.120161732104957e-18,9.473155878306695e-22,4.439556532367139e-20,5.5106118970853245e-25,1.0693666064239231e-26,1.5775991080589637e-27,9.01115812448302e-23,6.057412800708685e-31,1.6707773850392499e-23,2.890374771179997e-33,3.76,0.0,0.5092343189296019,0.9995063109748799,3.3481151696478706e-18,4.721972762325624e-18,4.234749255606172e-05,4.0927137192257605e-05,1.420352925049582e-06,1.5611733043315048e-12,0.000493688930913293,1.2004408508324425e-16,6.394898217924906e-18,1.1274070444799449e-20,1.5272895576576552e-21,6.447913990471893e-14,2.0864019719137183e-14,1.467671860649549e-13,8.316524769886048e-14,5.372130397888234e-16,1.125233187548146e-19,5.794751454533417e-15,2.3702791316193536e-16,1.986186307093133e-22,2.812781826934769e-21,4.1150574022427e-16,2.4933421064648523e-21,1.0669019830080437e-16,4.971782043720852e-25,7.709181833774651e-13,9.073916851559629e-18,1.2689858470047779e-26,2.2269038972810893e-21,3.119579757520039e-12,9.412570835223777e-11
7.053260911698558e-10,0.6688595808395675,2.500028428376807e-13,1.3453930337707328e-15,9.139241126032811e-17,2.3834442731151673e-17,0.0,0.0,9.81450138703806e-11,2.9386270123332758e-18,2.3556293622480348e-17,2.0231200511387953e-16,4.281739495885709e-21,1.4301974528497334e-33,3.091748866761941e-22,2.8208019028376315e-14,3.2530023734713893e-12,7.08419895917576e-14,3.508189897195827e-26,6.3379582722462265e-27,3.0209223656285966e-13,9.606849422136416e-22,7.749879040890127e-13,2.3000290488227588e-23,1.2172694542596997e-18,1.132901503281289e-21,5.0362046201082244e-20,6.511596430961183e-25,1.2125546185739675e-26,1.7886764193752994e-27,1.0210790248452981e-22,7.456899083439711e-31,1.9762394875132705e-23,3.453316948098124e-33,3.76,0.0,0.5092325074437709,0.9994990074048099,3.791924366378393e-18,5.13460737385375e-18,4.4158974219074525e-05,4.2691450958775796e-05,1.4675206234741168e-06,1.683697709379327e-12,0.0005009924969499775,1.3107316268919367e-16,6.996784056167744e-18,1.2564021502734605e-20,1.762360019135164e-21,7.082113369968082e-14,2.2238233692268022e-14,1.5858770137113153e-13,8.987602881359977e-14,6.060757791359935e-16,1.3247248963765944e-19,6.295395962028914e-15,2.5798035171220927e-16,2.290427616884814e-22,3.1736986672070776e-21,4.603036040528805e-16,2.847739817351394e-21,1.203991466417003e-16,6.094094627678917e-25,8.038955491241265e-13,9.863450654942935e-18,1.4785293523755926e-26,2.619296292283786e-21,3.253024682275103e-12,9.815162078182866e-11
7.342610567189134e-10,0.668859810778628,2.6933327757300234e-13,1.4718473312570867e-15,1.0217484377837002e-16,2.6813431666389887e-17,0.0,0.0,1.0217035180408721e-10,3.18485533331996e-18,2.6548655655148063e-17,2.3407466889265176e-16,4.878440242770745e-21,1.605947712590178e-33,3.332078688299684e-22,3.0508059856808363e-14,3.3864449722115086e-12,7.75116142395521e-14,4.106320832102041e-26,7.150907934242261e-27,3.274607804331998e-13,1.0838694161662755e-21,8.055767340603253e-13,2.5936078384773717e-23,1.318347733001395e-18,1.3442262962692717e-21,5.684212906676722e-20,7.64331131665539e-25,1.3679854993238464e-26,2.017773448680034e-27,1.1511797724899777e-22,9.102700998149098e-31,2.3218402596400564e-23,4.099441764840957e-33,3.76,0.0,0.509230695964384,0.999492241636441,4.2729162673413436e-18,5.564523715317355e-18,4.597044943909227e-05,4.445669369050657e-05,1.5137529071292697e-06,1.809762054403699e-12,0.0005077582612853258,1.4260460970528945e-16,7.626608881487478e-18,1.3933813778031397e-20,2.0203272750838125e-21,7.748848622920725e-14,2.3629745852215692e-14,1.707874142066765e-13,9.680367599128638e-14,6.803417267944889e-16,1.5491955336777024e-19,6.816283492242309e-15,2.7983883750719756e-16,2.62682987691345e-22,3.5629016203484045e-21,5.123411742760839e-16,3.231754778999243e-21,1.351875694624866e-16,7.408645314976692e-25,8.368728070940808e-13,1.0685630553680474e-17,1.7123267937703823e-26,3.0602001953747745e-21,3.3864691256950657e-12,1.0217751226170996e-10
7.63196022267971e-10,0.6688600407168704,2.8926486149796414e-13,1.6061536459538815e-15,1.137412781614962e-16,3.0024739070688385e-17,0.0,0.0,1.0619564850668514e-10,3.4410038975809256e-18,2.978175688619912e-17,2.6924209789650425e-16,5.5303330282084676e-21,1.794936398963166e-33,3.580020775991954e-22,3.289326831025047e-14,3.5198870182217902e-12,8.45083701530312e-14,4.776414771255535e-26,8.030603037363811e-27,3.53857313982323e-13,1.2171595644673316e-21,8.360732419153392e-13,2.911056689129956e-23,1.423388985772578e-18,1.5834375169168134e-21,6.385724953779838e-20,8.916706557847555e-25,1.5361614094037585e-26,2.2656258844690913e-27,1.29181908310844e-22,1.1025697826626217e-30,2.710960349664953e-23,4.837714832818275e-33,3.76,0.0,0.5092288844914411,0.9994859740681677,4.7925230696187884e-18,6.011721748961713e-18,4.778191821613613e-05,4.6222846842025356e-05,1.559068321576601e-06,1.9392611399092934e-12,0.0005140258255245322,1.5463889794179153e-16,8.284321108795589e-18,1.5384125831897192e-20,2.3021208280948588e-21,8.448281663116532e-14,2.5037177801706476e-14,1.8335853818248548e-13,1.0394387468924799e-13,7.601789638731e-16,1.800561351703599e-19,7.35735522426794e-15,3.026054224824693e-16,2.997391105782411e-22,3.981256262347757e-21,5.676619502591591e-16,3.646042131128717e-21,1.5108937506565e-16,8.93868338710427e-25,8.6984995734501e-13,1.1540423385692328e-17,1.9720376287474052e-26,3.553226752906639e-21,3.5199130878013755e-12,1.0620338489425377e-10
7.921309878170286e-10,0.6688602706542954,3.097864198538471e-13,1.748530702507511e-15,1.2611509162737031e-16,3.3476204809502716e-17,0.0,0.0,1.1022090591503642e-10,3.70707450377502e-18,3.3264510520846576e-17,3.0801704500380015e-16,6.2400911628756114e-21,1.9975592893161565e-33,3.835443226680567e-22,3.536310453628729e-14,3.653328511725278e-12,9.183371417890204e-14,5.523735555667605e-26,8.979683518419909e-27,3.812823626460081e-13,1.360953805611592e-21,8.664777124847476e-13,3.253292452277078e-23,1.5323856466565906e-18,1.8527399425803946e-21,7.142886414152032e-20,1.0343177341234078e-24,1.717584502858904e-26,2.532969136498037e-27,1.4433968132653573e-22,1.325918953713068e-30,3.147118335154139e-23,5.677787010052694e-33,3.76,0.0,0.5092270730249421,0.9994801680149001,5.352169782732688e-18,6.4762014371690195e-18,4.95933805502273e-05,4.7989892235591715e-05,1.60348504469118e-06,2.0720920574192413e-12,0.0005198318747578936,1.671763851673018e-16,8.969858446343798e-18,1.691555683275382e-20,2.6086389836548487e-21,9.18055771716475e-14,2.645926320503171e-14,1.96293441391878e-13,1.1129239588586412e-13,8.457521058411519e-16,2.0807968052566092e-19,7.918552314166135e-15,3.262821323035858e-16,3.404151451939632e-22,4.429608142279673e-21,6.263055229976014e-16,4.0911969588356026e-21,1.6813779459796035e-16,1.070917517779131e-24,9.028269999327163e-13,1.242779604012465e-17,2.259355665567331e-26,4.1020834547612245e-21,3.653356568614826e-12,1.1022924062791785e-10
8.210659533660862e-10,0.6688605005909026,3.3088700991699874e-13,1.8991927362639704e-15,1.393193104503196e-16,3.71755826841276e-17,0.0,0.0,1.1424612582366733e-10,3.9830689563607545e-18,3.700578408923569e-17,3.5060440656185044e-16,7.01040136210455e-21,2.2142043628520574e-33,4.098216695829509e-22,3.791703121664803e-14,3.786769452943363e-12,9.948895252152248e-14,6.35369072181826e-26,1.0000790100960176e-26,4.097364413828565e-13,1.5156505289887008e-21,8.967904296800392e-13,3.6212302181564584e-23,1.6453301660403622e-18,2.1543924910897003e-21,7.957844955923851e-20,1.1934564463351013e-24,1.9127569270687755e-26,2.820538335877447e-27,1.6063116497214685e-22,1.583897945195797e-30,3.633970822213357e-23,6.630032430826252e-33,3.76,0.0,0.5092252615648871,0.9994747894928809,5.953274246244371e-18,6.957962742455173e-18,5.140483644138707e-05,4.9757812053858e-05,1.6470208939528955e-06,2.2081541428389347e-12,0.0005252103927425127,1.8021733018514877e-16,9.683149389096329e-18,1.8528633414463954e-20,2.940748453160395e-21,9.945806949973663e-14,2.7894838694975876e-14,2.0958464334722888e-13,1.188450943846245e-13,9.372223721139964e-16,2.391933358967286e-19,8.499815899552635e-15,3.508709665853526e-16,3.849192044496373e-22,4.908783108426785e-21,6.883078039779391e-16,4.5677577704096756e-21,1.8636539554047977e-16,1.2746853205112415e-24,9.358039349111755e-13,1.3347715454839166e-17,2.5760078953062975e-26,4.710571084496988e-21,3.7867995681555745e-12,1.1425508126858448e-10
