Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64)
5.576067846395815e-06,0.7009310615132932,7.944542584746251e-08,3.3742712344582486e-08,2.8480580284378528e-08,9.583826254125723e-08,0.0,0.0,6.077528198613961e-07,1.2457889720106722e-09,6.036604823507264e-07,2.1167081861821874e-08,5.509410062240262e-10,3.122769116339728e-23,1.9424186240050426e-16,8.61093376502418e-11,6.213186602500026e-08,4.97817084907265e-06,4.2949314800650375e-12,4.17345300529679e-13,1.6298076777421066e-05,1.1167441619453718e-11,8.082852268648745e-12,1.1164354057927952e-13,9.740621119218308e-13,2.2492770489342886e-07,6.87580888592712e-10,1.2916837624534733e-10,2.028842991208383e-14,2.156612614147744e-16,2.5867446873503816e-14,1.494305581570782e-16,2.0275048948645141e-10,3.344863228224564e-13,3.76,0.0,0.2565874129671783,0.999401048370813,2.1068030032267104e-07,6.001061551071127e-10,0.2527051703670205,0.25266440841045446,1.9246358960024203e-06,3.899886904262411e-11,0.0005928706530897865,7.793926524063465e-09,1.9391517922757334e-12,3.7960863943720535e-14,1.103055315885347e-12,4.692548108665355e-06,2.154098673073825e-10,4.865712650911799e-09,6.357099458906163e-09,9.79607365790997e-08,2.1195224825451372e-07,3.3663477812560234e-09,3.413365168625485e-09,5.778637311381338e-16,1.3218642662067771e-16,3.853015122117113e-12,6.093295916751829e-13,2.2095932706955108e-08,1.4738691455908565e-10,4.911985090424714e-09,1.4557543517076462e-11,2.8733346049230506e-15,1.1311808594923466e-11,1.8365966326186617e-08,9.531832489472905e-07
5.674394709109873e-06,0.7013224736681407,8.045369793185395e-08,3.406100844520002e-08,2.8849926636854463e-08,9.992558664856518e-08,0.0,0.0,6.164330810690301e-07,1.295910341261579e-09,6.344668739003401e-07,2.197177259543681e-08,5.665220116918553e-10,3.287001117288774e-23,2.018688898647855e-16,8.779517925781909e-11,6.44243988793365e-08,5.1346239248256885e-06,4.498031837108518e-12,4.3503772948071447e-13,1.6824259287492248e-05,1.1536886948351792e-11,8.061455108622055e-12,1.1684135895096524e-13,1.0096649322098043e-12,2.3497676998479365e-07,7.047060170799092e-10,1.3543096004126073e-10,2.211584193533515e-14,2.320689390122563e-16,2.6914623790666166e-14,1.534867239967493e-16,2.0786592274659643e-10,3.544817085083279e-13,3.76,0.0,0.25350438783813856,0.9994008628801412,2.1851836710827705e-07,6.319784834239771e-10,0.25578873289324683,0.2557467269438538,1.901754995806076e-06,3.875339430176019e-11,0.0005928705418231611,8.04194147684451e-09,1.9678166897229575e-12,3.884469072866562e-14,1.130335269619888e-12,4.8349980761234725e-06,2.1791618943624213e-10,4.985955116082247e-09,6.505971116135516e-09,1.0090600608888884e-07,2.2288491189578564e-07,3.4380201356888946e-09,3.495948331639826e-09,5.889492569264611e-16,1.347085847103473e-16,3.926266157221539e-12,6.296242381780874e-13,2.2708866353160357e-08,1.5494683707780957e-10,4.9811430117777484e-09,1.5088739656161592e-11,2.9343138887739242e-15,1.1619479835067058e-11,1.858317092573068e-08,9.701253614666248e-07
5.772721571823932e-06,0.7017091845671106,8.144218330505068e-08,3.437260957930227e-08,2.9215465816875146e-08,1.0409669419334673e-07,0.0,0.0,6.250616785838381e-07,1.346931663316892e-09,6.661858140461081e-07,2.27915704760067e-08,5.821881156971751e-10,3.4555964417167457e-23,2.0962118812569824e-16,8.94720156662434e-11,6.676369662065362e-08,5.29287402148227e-06,4.7057221807514126e-12,4.530727725707481e-13,1.7357053087600386e-05,1.191123858891213e-11,8.040515176628116e-12,1.2219823683627934e-13,1.0459805039319613e-12,2.452371588148012e-07,7.21828347982379e-10,1.418638165771482e-10,2.4078317665892444e-14,2.4943131167360953e-16,2.7984988216082816e-14,1.5755581115784663e-16,2.1297870300742716e-10,3.7521020371553677e-13,3.76,0.0,0.2504584071503449,0.9994006752184946,2.2647336220074835e-07,6.65065719095634e-10,0.2588352584386821,0.2587919917967697,1.8791491437705901e-06,3.851087032521008e-11,0.0005928704292844198,8.292903550353661e-09,1.9962024605737832e-12,3.972662371668706e-14,1.1576232099194094e-12,4.978831829336896e-06,2.2038963300401874e-10,5.1061172240007535e-09,6.65461145246207e-09,1.0385258208807658e-07,2.3410998785021178e-07,3.509236172686036e-09,3.5781343018271093e-09,5.999655765578077e-16,1.3721499277410787e-16,3.9990597492945975e-12,6.501906297917943e-13,2.332180862033044e-08,1.627052737637828e-10,5.049971728743679e-09,1.5630508647865266e-11,2.9948983483134336e-15,1.1926896377344078e-11,1.8797449937159745e-08,9.869828641222115e-07
5.871048434537991e-06,0.7020912507022817,8.241137190166631e-08,3.467784306993612e-08,2.9577472095465684e-08,1.0835100772522003e-07,0.0,0.0,6.336392034828336e-07,1.3988415762575606e-09,6.988226463671086e-07,2.362638125226684e-08,5.979356389049986e-10,3.628539841221782e-23,2.1749763660819976e-16,9.113988727399192e-11,6.914974591270959e-08,5.452897501402352e-06,4.9179851129929065e-12,4.714493237450392e-13,1.7896384672803606e-05,1.2290446021188877e-11,8.020027454688902e-12,1.2771626374140746e-13,1.0830082855168057e-12,2.5570755969239384e-07,7.38942928748567e-10,1.4846746653943659e-10,2.6183498612409615e-14,2.6778557757977007e-16,2.9078567903407213e-14,1.6163684730205902e-16,2.1808741869068874e-10,3.9667972427010936e-13,3.76,0.0,0.24744902578799682,0.9994004854095416,2.34544476092778e-07,6.993942553391478e-10,0.26184519205131623,0.2618006481898903,1.8568150319115815e-06,3.827126160910314e-11,0.0005928703154873718,8.546775499694324e-09,2.024312575719279e-12,4.0606658745936016e-14,1.1849210638048596e-12,5.124022114690734e-06,2.2283066308448215e-10,5.226189430807296e-09,6.803001889833546e-09,1.06799432476474e-07,2.4562596191938197e-07,3.579983780331096e-09,3.659904280319295e-09,6.10913179412421e-16,1.3970577143282685e-16,4.0713995937777345e-12,6.710258813347694e-13,2.3934567983388e-08,1.7066099335084006e-10,5.118484862526405e-09,1.6182839252850673e-11,3.055091893997732e-15,1.223396546127412e-11,1.9008836936731697e-08,1.0037538696294445e-06
5.9693752972520495e-06,0.7024687278868815,8.336176009484864e-08,3.4977025652497776e-08,2.9936210856913916e-08,1.1268794405850314e-07,0.0,0.0,6.421662397035709e-07,1.451628526488285e-09,7.323824930161509e-07,2.4476111563385425e-08,6.13761015053055e-10,3.805817158871507e-23,2.254972183481092e-16,9.279886234235648e-11,7.158253624594136e-08,5.614671059441176e-06,5.13480454686688e-12,4.901664268049148e-13,1.844218126663553e-05,1.2674459079674646e-11,7.999987668913702e-12,1.3339751908902783e-13,1.120747794618232e-12,2.6638667327277986e-07,7.560449908742966e-10,1.552423744828886e-10,2.8439316849637255e-14,2.8716965898082933e-16,3.019538964848452e-14,1.6572890078416638e-16,2.2319071910345803e-10,4.188978559177675e-13,3.76,0.0,0.24447580398375643,0.999400293476605,2.427309623396757e-07,7.349905237907029e-10,0.26481897343118627,0.2647731359941993,1.834749392073272e-06,3.8034533077377896e-11,0.0005928702004457188,8.80352059995317e-09,2.0521506590584184e-12,4.1484811851539705e-14,1.2122314271746839e-12,5.270542109726588e-06,2.2523973732353178e-10,5.346164237939136e-09,6.9511263791256e-09,1.0974561504159584e-07,2.5743121325164936e-07,3.650252623322741e-09,3.741241661589169e-09,6.217927409140953e-16,1.4218108347600632e-16,4.143290441709947e-12,6.921271443165115e-13,2.4546968917987323e-08,1.788126959419012e-10,5.18669600354844e-09,1.6745721139218305e-11,3.1149014036570416e-15,1.2540602627724626e-11,1.9217365146537084e-08,1.0204366174316024e-06
6.166029022680167e-06,0.7032101353115285,8.520814343229854e-08,3.555845338998619e-08,3.064490346146585e-08,1.216073336483562e-07,0.0,0.0,6.590711499732063e-07,1.5597864622948296e-09,8.022906807822364e-07,2.621996313423031e-08,6.456316084354732e-10,4.17332579287023e-23,2.4186223822243767e-16,9.609052138611019e-11,7.658831551472689e-08,5.943376820622932e-06,5.582055589414206e-12,5.286192204977082e-13,1.9552881988333288e-05,1.3456703199294468e-11,7.96123819421838e-12,1.4525799825969652e-13,1.1983604132123164e-12,2.8836592035591255e-07,7.901933735220265e-10,1.693075505816764e-10,3.343608055655235e-14,3.2918262210899575e-16,3.249886318335273e-14,1.739425289567468e-16,2.3337596262375623e-10,4.656086695583486e-13,3.76,0.0,0.23863610633967045,0.9993999033303457,2.5944737181684533e-07,8.100921775038013e-10,0.2706598119359416,0.27061133895472717,1.791410652122555e-06,3.7569578372570835e-11,0.0005928699666818241,9.325485923837084e-09,2.1070258879588645e-12,4.323556772842964e-14,1.2668986284468646e-12,5.567466055257102e-06,2.2996381255420895e-10,5.5858010406528035e-09,7.2465250605176605e-09,1.1563263430871682e-07,2.819025936692919e-07,3.78932101623977e-09,3.902562524400439e-09,6.433512755030172e-16,1.4708614322215351e-16,4.2857504348472845e-12,7.351164962499947e-13,2.5770069278820516e-08,1.9569855173788818e-10,5.3222665053400516e-09,1.7903102736945465e-11,3.2333812363097906e-15,1.3152282608215919e-11,1.9625976332199548e-08,1.0535308984007629e-06
6.343017375565473e-06,0.7038622540883552,8.68106466927953e-08,3.6064012474667697e-08,3.12740353930685e-08,1.2991144470107692e-07,0.0,0.0,6.741186322058799e-07,1.6600088082917678e-09,8.684120223406396e-07,2.7839543847414333e-08,6.745478316956356e-10,4.518800299269364e-23,2.5700379504529634e-16,9.902376125978616e-11,8.125334352809794e-08,6.244970099853513e-06,6.000032924129407e-12,5.643849357252003e-13,2.057390762177444e-05,1.417666222556621e-11,7.927866036795715e-12,1.565114185569777e-13,1.270642551940017e-12,3.0884836057954666e-07,8.208398476301688e-10,1.8255547378535444e-10,3.8534073156878206e-14,3.709117897570344e-16,3.4651734998406986e-14,1.8136391574567774e-16,2.425117807729668e-10,5.102781380315023e-13,3.76,0.0,0.23349973965418294,0.9993995451616048,2.7488046002823686e-07,8.822852682028104e-10,0.27579722978417776,0.2757463305546054,1.7532919729592588e-06,3.716062606670644e-11,0.0005928697521700531,9.8047229386889e-09,2.1555221376737395e-12,4.480516429469843e-14,1.316168467411004e-12,5.838984725291737e-06,2.3411063517976554e-10,5.801102741132198e-09,7.511359799536697e-09,1.209209206310719e-07,3.0489808849423137e-07,3.912774657587943e-09,4.046146258137283e-09,6.625312766891298e-16,1.514501550782994e-16,4.412499008265526e-12,7.746888618389633e-13,2.6868176229993664e-08,2.1155189851529036e-10,5.443382793346213e-09,1.898075101471392e-11,3.3387526915197993e-15,1.3700626787727735e-11,1.9984275475973105e-08,1.0829986489279426e-06
6.52000572845078e-06,0.7045003425011688,8.836008901354618e-08,3.655443124092743e-08,3.1896311948829724e-08,1.3847409206297099e-07,0.0,0.0,6.890113511287407e-07,1.7628859833026695e-09,9.375946816586577e-07,2.9506075278994796e-08,7.036656895740853e-10,4.878182333901319e-23,2.7253318854767215e-16,1.0193027016075268e-10,8.606983519457887e-08,6.5518858428199965e-06,6.4325907182475794e-12,6.012461055271691e-13,2.1614780857042973e-05,1.491142773878292e-11,7.895907025968071e-12,1.6832585680635117e-13,1.3452267515399383e-12,3.299876830670017e-07,8.513794602238455e-10,1.9636308455080807e-10,4.425737775312839e-14,4.166012667380005e-16,3.688030894234422e-14,1.8880823810341862e-16,2.516116027838359e-10,5.574764321392979e-13,3.76,0.0,0.2284739284173381,0.9993991804581516,2.9067845837624613e-07,9.58998672616581e-10,0.2808241148950807,0.28077073900227795,1.7159940870068322e-06,3.676047907351051e-11,0.0005928695338283013,1.0292721054824125e-08,2.2031986278195664e-12,4.636937124153894e-14,1.3655243551044141e-12,6.114413525713409e-06,2.381607131304758e-10,6.016051171506032e-09,7.77518324039208e-09,1.2619609489777305e-07,3.2880184063516723e-07,4.0345879792640375e-09,4.188158864733986e-09,6.81508183694387e-16,1.557681107222175e-16,4.5379127558230615e-12,8.150805246341976e-13,2.7963051030733168e-08,2.280176409432578e-10,5.563730405688173e-09,2.009247917323484e-11,3.4429800397991945e-15,1.4246597860476183e-11,2.033381293737475e-08,1.1121582850118929e-06
6.696994081336086e-06,0.7051247025502602,8.985940928504972e-08,3.70312027902853e-08,3.251297456883041e-08,1.472918691407984e-07,0.0,0.0,7.037525302730767e-07,1.8683457022801957e-09,1.009861989145231e-06,3.1219071472352287e-08,7.329680877139533e-10,5.251464545079059e-23,2.884481274853922e-16,1.0481116802129416e-10,9.103789658294297e-08,6.863999486803249e-06,6.8796911062139455e-12,6.392026283881925e-13,2.267510297188199e-05,1.566072025948544e-11,7.865356147545311e-12,1.807134238223163e-13,1.4221133179440967e-12,3.517771002851089e-07,8.817903813443771e-10,2.1073125056634486e-10,5.066352493361723e-14,4.664995271888829e-16,3.918473596012459e-14,1.9627137478327475e-16,2.6066947764849897e-10,6.0723642072065e-13,3.76,0.0,0.22355629300548918,0.9993988093436365,3.068390809125667e-07,1.0403880087164177e-09,0.2857428465188694,0.2856869444819722,1.679499312530069e-06,3.636894763460218e-11,0.0005928693117283735,1.0789284223930328e-08,2.2500799877675643e-12,4.7928611268649505e-14,1.414984789116806e-12,6.393610764246007e-06,2.42116464497775e-10,6.230659126249943e-09,8.037974383892346e-09,1.3145541238011656e-07,3.5360183977004945e-07,4.154753216495015e-09,4.3285687476657295e-09,7.002906974885367e-16,1.600420173823377e-16,4.662051208628652e-12,8.562762475454112e-13,2.905415903362616e-08,2.4508663155012055e-10,5.683387278314055e-09,2.1238274481562647e-11,3.546098295263536e-15,1.4789954620686945e-11,2.0674770052526284e-08,1.1410034282445766e-06
6.873982434221393e-06,0.7057356297525219,9.131151452539798e-08,3.749572720478646e-08,3.312518291301299e-08,1.56361418811659e-07,0.0,0.0,7.183453586254515e-07,1.976314825294591e-09,1.085235778768423e-06,3.297806943615849e-08,7.624388951642299e-10,5.638666022528169e-23,3.047472944206868e-16,1.0766770982378656e-10,9.615769601837355e-08,7.181189565787071e-06,7.341314004804686e-12,6.782559567851767e-13,2.3754482504049776e-05,1.6424264170321063e-11,7.836212279766776e-12,1.9368633439744132e-13,1.5013036616371084e-12,3.742101320066786e-07,9.120523214547932e-10,2.256603614834323e-10,5.781356846187472e-14,5.208634142628889e-16,4.156517268901033e-14,2.0374954039805255e-16,2.6967993659011086e-10,6.595878686739097e-13,3.76,0.0,0.21874450501616935,0.9993984319381971,3.2336057432935004e-07,1.1266093789728727e-09,0.2905557526902526,0.2904972759443743,1.6437903490723602e-06,3.598584608563548e-11,0.0005928690859406641,1.1294221436611975e-08,2.296191342684195e-12,4.9483416028618774e-14,1.4645730323694405e-12,6.676438770082117e-06,2.4598023974318554e-10,6.444951166528394e-09,8.299728147985306e-09,1.366967749722831e-07,3.792856810763058e-07,4.2732744504367334e-09,4.4673591890012564e-09,7.188883876659809e-16,1.6427407719840636e-16,4.7849783404797254e-12,8.982612002488442e-13,3.0141080603048545e-08,2.627495108211985e-10,5.8024309003070665e-09,2.2418140981488407e-11,3.648170605228161e-15,1.5330514325005663e-11,2.1007324675812766e-08,1.1695286352015934e-06
7.050970787106699e-06,0.7063334132494572,9.271926510389696e-08,3.7949316083495816e-08,3.3734018680811806e-08,1.6567945154721728e-07,0.0,0.0,7.327929967592541e-07,2.0867195869523867e-09,1.1637365453683063e-06,3.478263098465239e-08,7.920628973008891e-10,6.039834685545217e-23,3.214303013457222e-16,1.1050125907416312e-10,1.0142946783137595e-07,7.503337624841151e-06,7.817457403663256e-12,7.184090668500363e-13,2.4852535156335823e-05,1.7201787734992364e-11,7.808477510324915e-12,2.0725695550314378e-13,1.5828003493005076e-12,3.972806292809198e-07,9.421464497832582e-10,2.411503534232246e-10,6.577220510752199e-14,5.799583719916546e-16,4.4021783996466685e-14,2.1123926677114483e-16,2.786379619813871e-10,7.145575330502171e-13,3.76,0.0,0.21403628616506945,0.9993980483585059,3.4024168810356716e-07,1.217819407756842e-09,0.2952651113314867,0.2952040122098421,1.6088502692163982e-06,3.561099276849125e-11,0.000592868856533581,1.1807346615827816e-08,2.3415581310532925e-12,5.103438116386945e-14,1.5143132711343454e-12,6.962763782705627e-06,2.4975432390774246e-10,6.658961874467741e-09,8.56045336623927e-09,1.4191866699280654e-07,4.05840696689854e-07,4.390166248201664e-09,4.604526716849403e-09,7.3731151041759e-16,1.684666436835334e-16,4.906762366344679e-12,9.410209591953352e-13,3.1223499802231626e-08,2.809967978331313e-10,5.920938288315714e-09,2.3632100248410672e-11,3.749263559228001e-15,1.586814666540867e-11,2.1331651235324516e-08,1.1977293197244856e-06
7.227959139992005e-06,0.7069183359674096,9.408546271032966e-08,3.839319707187003e-08,3.4340489618516086e-08,1.7524276090822394e-07,0.0,0.0,7.470985818906253e-07,2.1994858099058743e-09,1.245383587873167e-06,3.663234415137474e-08,8.218257508035966e-10,6.455049093427505e-23,3.3849764526490423e-16,1.1331326602725086e-10,1.0685351494472154e-07,7.830328137304005e-06,8.308137455158713e-12,7.596664126744808e-13,2.5968883700650107e-05,1.7993023111664466e-11,7.78215645155694e-12,2.214378534340961e-13,1.6666071371928232e-12,4.2098279284414585e-07,9.720553169427379e-10,2.572007327368897e-10,7.46078981396451e-14,6.440587011828018e-16,4.655474509849039e-14,2.1873738525084727e-16,2.8753895833050007e-10,7.721692615865153e-13,3.76,0.0,0.20942940720710054,0.9993976587178253,3.5748164549040606e-07,1.3141752833315822e-09,0.29987315133133474,0.29980938304754146,1.5746625105298035e-06,3.5244209946530205e-11,0.000592868623572674,1.2328478508839689e-08,2.3862059495783777e-12,5.258210205023819e-14,1.5642256216230693e-12,7.252455843977165e-06,2.5344093871758406e-10,6.872734291537732e-09,8.820170959529153e-09,1.4712009437405743e-07,4.3325407272172326e-07,4.505452374172118e-09,4.740079562200119e-09,7.555708467417537e-16,1.7262218342112486e-16,5.027476220601832e-12,9.8454150567275e-13,3.230119371642244e-08,2.9981897023226096e-10,6.038985963094458e-09,2.4880191873873762e-11,3.849415458096481e-15,1.6402768120170426e-11,2.1647920788020176e-08,1.2256016810032262e-06
7.404947492877312e-06,0.7074906747380112,9.541284071896761e-08,3.882851827250071e-08,3.494553358372565e-08,1.850482367100664e-07,0.0,0.0,7.612652320069414e-07,2.3145391036368326e-09,1.330195139559518e-06,3.852682425345826e-08,8.517139408934856e-10,6.88441795320027e-23,3.5595065628717766e-16,1.1610524540458863e-10,1.1243021050293816e-07,8.162048424589468e-06,8.813388404330361e-12,8.020338783860244e-13,2.7103157881398237e-05,1.8797706362077846e-11,7.75725576104241e-12,2.3624183987478986e-13,1.7527289898638014e-12,4.453111868611769e-07,1.001762781401692e-09,2.73810599033702e-10,8.439300456683291e-14,7.134478287750003e-16,4.916424340479104e-14,2.2624101032515133e-16,2.9637872533854886e-10,8.324440928218222e-13,3.76,0.0,0.2049216868805015,0.9993972631260648,3.750801154822273e-07,1.415834803396895e-09,0.30438205360096904,0.3043155702315426,1.5412108676639151e-06,3.4885323716909226e-11,0.0005928683871222962,1.2857440578342261e-08,2.430160410521583e-12,5.412725153229913e-14,1.6143347334888572e-12,7.545388693375236e-06,2.5704224463451386e-10,7.086318528088285e-09,9.07891228597863e-09,1.5230052744601622e-07,4.6151295308152065e-07,4.619164585767515e-09,4.874036218348245e-09,7.736775609638974e-16,1.7674324959145749e-16,5.147193967359698e-12,1.028809222886269e-12,3.3374022429682746e-08,3.1920653473949265e-10,6.156649928330678e-09,2.6162473726926606e-11,3.94869517598195e-15,1.6934336677455563e-11,2.195630107456921e-08,1.2531426369013445e-06
7.581935845762618e-06,0.7080507004358328,9.670405658193025e-08,3.9256352623137804e-08,3.555002264153763e-08,1.9509287599672387e-07,0.0,0.0,7.75296049143204e-07,2.431805048808889e-09,1.4181884857682596e-06,4.0465714620959795e-08,8.817147406302502e-10,7.328080673397819e-23,3.7379144286852805e-16,1.1887875751978753e-10,1.1815999865934323e-07,8.49838857859334e-06,9.333262370701792e-12,8.455187273690313e-13,2.8254994318246314e-05,1.9615577456545526e-11,7.733783713151306e-12,2.516820167778563e-13,1.8411720857879925e-12,4.702607483357563e-07,1.0312539393836376e-09,2.909786674661168e-10,9.520390639926773e-14,7.884185901017054e-16,5.1850480093929684e-14,2.3374752406708506e-16,3.0515343278082e-10,8.954003574194457e-13,3.76,0.0,0.2005109908740666,0.9993968616898431,3.930371858452428e-07,1.522956423516612e-09,0.3087939521067435,0.3087247085738029,1.508479484642373e-06,3.453416392774222e-11,0.000592868147245183,1.339406089308223e-08,2.4734470213585777e-12,5.567055132335327e-14,1.664666829512606e-12,7.841439666420021e-06,2.605603428243962e-10,7.299770526731545e-09,9.336717655014757e-09,1.574598474312227e-07,4.906045305994319e-07,4.731341559818535e-09,5.006424146508858e-09,7.916430788411874e-16,1.8083245219169144e-16,5.265990715784501e-12,1.0738108919583385e-12,3.444191967720482e-08,3.391500885317707e-10,6.274005651861841e-09,2.747902201663755e-11,4.047182181037142e-15,1.7462846930123313e-11,2.2256956573842562e-08,1.280349762418879e-06
7.758924198647924e-06,0.708598678103978,9.796168600898188e-08,3.9677702173365314e-08,3.615476710756133e-08,2.0537379209733995e-07,0.0,0.0,7.891941219430093e-07,2.5512093682126437e-09,1.5093800701177154e-06,4.2448687048819864e-08,9.118161719732662e-10,7.786208817628224e-23,3.9202284673323897e-16,1.2163539521574366e-10,1.2404339469526722e-07,8.839241386552216e-06,9.867829025440469e-12,8.901295486620963e-13,2.942403640845393e-05,2.0446380274510952e-11,7.711749695611323e-12,2.677718200243817e-13,1.9319438127267134e-12,4.958267929572434e-07,1.0605150581349572e-09,3.0870329028177856e-10,1.0712114605385274e-13,8.692735242442834e-16,5.461367141033577e-14,2.4125456123928016e-16,3.13859596955607e-10,9.610537800115949e-13,3.76,0.0,0.19619523081661408,0.999396454512556,4.113533373437525e-07,1.6356993074537355e-09,0.31311093488071523,0.3130388869349106,1.4764528473272356e-06,3.419056409998703e-11,0.0005928679040009684,1.393817201853552e-08,2.5160910910915203e-12,5.721267743002441e-14,1.7152415032173064e-12,8.140489596178012e-06,2.6399727702340845e-10,7.513150972383559e-09,9.593634991133018e-09,1.6259829677788496e-07,5.205161265926733e-07,4.842027896668156e-09,5.137278577460457e-09,8.094789811155727e-16,1.848924302275857e-16,5.383944480889508e-12,1.1195336863686406e-12,3.550488419041927e-08,3.596403722446639e-10,6.391128049365263e-09,2.882993119831479e-11,4.144912786694706e-15,1.7988325562936774e-11,2.2550048557018176e-08,1.307221232856653e-06
7.93591255153323e-06,0.7091348670808219,9.918821870422401e-08,4.0093502245308055e-08,3.676051949614653e-08,2.1588822197164482e-07,0.0,0.0,8.029625276051277e-07,2.67267808502177e-09,1.603785590048625e-06,4.447544202566614e-08,9.42006968541712e-10,8.259005211423111e-23,4.106483970218841e-16,1.243767694391396e-10,1.3008098456901514e-07,9.18450225825845e-06,1.0417175180661943e-11,9.358761989142635e-13,3.060993422891413e-05,2.128986260113995e-11,7.691163903851672e-12,2.845250618206287e-13,2.0250527546949743e-12,5.220050179105235e-07,1.0895335125620281e-09,3.2698247764551065e-10,1.2022956608320513e-13,9.563251825199451e-16,5.74540497677003e-14,2.487599954530577e-16,3.224940586022502e-10,1.0294175810598501e-12,3.76,0.0,0.19197236328818418,0.9993960416944412,4.300294192235456e-07,1.754223378684194e-09,0.3173350450094282,0.31726014921310247,1.4451157760206225e-06,3.3854361345184837e-11,0.000592867657448263,1.4489610908062502e-08,2.5581176424690786e-12,5.875435903727271e-14,1.7660826906166292e-12,8.442422717747638e-06,2.673550353655139e-10,7.726524334119153e-09,9.849718635359313e-09,1.6771643333823368e-07,5.512352597992016e-07,4.95127318909662e-09,5.266641395284158e-09,8.271969143352169e-16,1.889258387932413e-16,5.50113230325277e-12,1.1659651658924411e-12,3.656297172941805e-08,3.80668315409444e-10,6.508091470555671e-09,3.0215313753780666e-11,4.2419550934237945e-15,1.851082721976023e-11,2.2835735141271833e-08,1.3337557713925125e-06
8.112900904418535e-06,0.7096595211221909,1.0038605534023084e-07,4.050462542667634e-08,3.7367978338581324e-08,2.266335320337458e-07,0.0,0.0,8.166043333017251e-07,2.796137669054985e-09,1.7014200825775635e-06,4.6545708766066284e-08,9.722765401688087e-10,8.746702951596905e-23,4.296722542324677e-16,1.271044956845584e-10,1.3627342403556776e-07,9.534069155534042e-06,1.0981404315251694e-11,9.827697457718622e-13,3.181234443803308e-05,2.214577612060349e-11,7.67203713170769e-12,3.019559718591212e-13,2.1205086724396093e-12,5.48791502149092e-07,1.1182977250334924e-09,3.4581391774002444e-10,1.3461845335018177e-13,1.0498964464836095e-15,6.037186470774675e-14,2.562619260496138e-16,3.310539622873816e-10,1.1005025782831215e-12,3.76,0.0,0.18784038885243204,0.9993956233326488,4.4906662597360304e-07,1.878689372533108e-09,0.32146828160149404,0.32139049531208636,1.4144534182407333e-06,3.352539628681658e-11,0.0005928674076445509,1.5048218794906143e-08,2.599551337169068e-12,6.029637540067573e-14,1.8172174522126006e-12,8.747126575678122e-06,2.706355521444038e-10,7.939958023049385e-09,1.0105028275850253e-08,1.7281508832345706e-07,5.82749705630512e-07,5.05913120874788e-09,5.394560150018273e-09,8.448085169718997e-16,1.9293533067808934e-16,5.6176299140715516e-12,1.213093270425126e-12,3.761628778072619e-08,4.0222507510211425e-10,6.624969687879556e-09,3.1635299873735656e-11,4.338399575648475e-15,1.9030430721973e-11,2.3114171343025748e-08,1.3599526007321853e-06
8.28988925730384e-06,0.7101728885218352,1.0155750566409872e-07,4.091188540530155e-08,3.797779185777321e-08,2.3760722260331015e-07,0.0,0.0,8.301225971349904e-07,2.921515171581377e-09,1.8022980010087947e-06,4.8659245066713196e-08,1.0026149391973325e-09,9.249566478975386e-23,4.490991666041937e-16,1.298201869349301e-10,1.4262143741228782e-07,9.887842523890913e-06,1.156063604642166e-11,1.0308224117695472e-12,3.303093017755882e-05,2.30138764060405e-11,7.654380391686204e-12,3.2007923727655986e-13,2.2183224785487963e-12,5.761827044716174e-07,1.1467971080927835e-09,3.651949961529976e-10,1.503816878013448e-13,1.1503208556737787e-15,6.336738367511706e-14,2.637586654926365e-16,3.3953673716552584e-10,1.1743172873323776e-12,3.76,0.0,0.1837973511098467,0.9993951995213136,4.684664753586868e-07,2.009258888544458e-09,0.32551260073434146,0.3254318820880388,1.3844512416740187e-06,3.320351298840745e-11,0.0005928671546438862,1.5613841085266614e-08,2.640416424168222e-12,6.183942089385036e-14,1.8686634338756417e-12,9.05449193424813e-06,2.73840709468725e-10,8.153521654303134e-09,1.0359627995833884e-08,1.7789532788511757e-07,6.15047546555083e-07,5.16565916539927e-09,5.521087158921438e-09,8.623253509560704e-16,1.9692353402764234e-16,5.7335151636582795e-12,1.2609063123936693e-12,3.866498089043388e-08,4.243020682768917e-10,6.7418358876577836e-09,3.309003705853577e-11,4.434275679759731e-15,1.9547235638038834e-11,2.3385509130730354e-08,1.385811398571512e-06
